Orthogroup	DSER.longest_only	BCOP.longest_only
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC119081263|XP_037045899.1|BCOP
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC119080539|XP_037044848.1|BCOP
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC119080490|XP_037044777.1|BCOP
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC119081371|XP_037046145.1|BCOP
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC119080918|XP_037045429.1|BCOP
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC119083682|XP_037049362.1|BCOP
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC119080913|XP_037045415.1|BCOP
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC119080915|XP_037045420.1|BCOP
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC119080925|XP_037045440.1|BCOP
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC119080934|XP_037045449.1|BCOP
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC119080720|XP_037045101.1|BCOP
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC119080177|XP_037044298.1|BCOP
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC119082796|XP_037048338.1|BCOP
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC119073470|XP_037034870.1|BCOP
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC119084805|XP_037050771.1|BCOP
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC119080645|XP_037044953.1|BCOP
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC119071510|XP_037032268.1|BCOP
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC119071300|XP_037032073.1|BCOP
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC119071251|XP_037031984.1|BCOP
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC119073305|XP_037034582.1|BCOP
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC119073303|XP_037034580.1|BCOP
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC119083866|XP_037049567.1|BCOP
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC119072209|XP_037033277.1|BCOP
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC119080661|XP_037044980.1|BCOP
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC119080695|XP_037045039.1|BCOP
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC119080758|XP_037045213.1|BCOP
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC119073677|XP_037035179.1|BCOP
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC119080383|XP_037044585.1|BCOP
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC119080381|XP_037044583.1|BCOP
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC119077236|XP_037040301.1|BCOP
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC119080350|XP_037044547.1|BCOP
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC119085242|XP_037051460.1|BCOP
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC119073414|XP_037034757.1|BCOP
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC119075762|XP_037038201.1|BCOP
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC119077769|XP_037040978.1|BCOP
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC119080535|XP_037044843.1|BCOP
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC119081614|XP_037046555.1|BCOP
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC119079297|XP_037042979.1|BCOP
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC119079664|XP_037043609.1|BCOP
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC119079272|XP_037042946.1|BCOP
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC119079683|XP_037043635.1|BCOP
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC119073419|XP_037034759.1|BCOP
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC119078133|XP_037041530.1|BCOP
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC119072370|XP_037033460.1|BCOP
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC119080448|XP_037044708.1|BCOP
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC119074550|XP_037036624.1|BCOP
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC119079346|XP_037043071.1|BCOP
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC119074671|XP_037036853.1|BCOP
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC119066121|XP_037024300.1|BCOP
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC119076971|XP_037039962.1|BCOP
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC119076429|XP_037039073.1|BCOP
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC119081392|XP_037046174.1|BCOP
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC119077651|XP_037040766.1|BCOP
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC119068432|XP_037027897.1|BCOP
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC119079831|XP_037043792.1|BCOP
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC119076642|XP_037039408.1|BCOP
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC119074896|XP_037037138.1|BCOP
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC119081220|XP_037045839.1|BCOP
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC119073701|XP_037035196.1|BCOP
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC119068477|XP_037027983.1|BCOP
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC119075588|XP_037037955.1|BCOP
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC119068277|XP_037027706.1|BCOP
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC119086060|XP_037052530.1|BCOP
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC119076635|XP_037039398.1|BCOP
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC119081726|XP_037046767.1|BCOP
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC119081823|XP_037046954.1|BCOP
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC119080717|XP_037045094.1|BCOP
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC119067221|XP_037025963.1|BCOP
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC119073608|XP_037035078.1|BCOP
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC119075194|XP_037037482.1|BCOP
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC119070323|XP_037030486.1|BCOP
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC119073817|XP_037035489.1|BCOP
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC119081329|XP_037046011.1|BCOP
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC119084797|XP_037050757.1|BCOP
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC119073901|XP_037035685.1|BCOP
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC119069510|XP_037029486.1|BCOP
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC119066172|XP_037024369.1|BCOP
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC119078148|XP_037041519.1|BCOP
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC119080703|XP_037045057.1|BCOP
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC119073804|XP_037035460.1|BCOP
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC119077285|XP_037040331.1|BCOP
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC119082843|XP_037048397.1|BCOP
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC119080690|XP_037045023.1|BCOP
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC119080743|XP_037045187.1|BCOP
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC119084626|XP_037050589.1|BCOP
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC119073254|XP_037034514.1|BCOP
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC119083451|XP_037049073.1|BCOP
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC119073358|XP_037034655.1|BCOP
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC119080191|XP_037044325.1|BCOP
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC119073798|XP_037035428.1|BCOP
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC119081776|XP_037046877.1|BCOP
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC119081749|XP_037046819.1|BCOP
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC119068733|XP_037028325.1|BCOP
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC119083564|XP_037049183.1|BCOP
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC119079879|XP_037043857.1|BCOP
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC119080420|XP_037044655.1|BCOP
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC119073445|XP_037034831.1|BCOP
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC119073516|XP_037034937.1|BCOP
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC119073946|XP_037035716.1|BCOP
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC119084242|XP_037050037.1|BCOP
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC119074502|XP_037036552.1|BCOP
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC119073865|XP_037035627.1|BCOP
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC119073318|XP_037034603.1|BCOP
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC119079369|XP_037043134.1|BCOP
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC119084020|XP_037049731.1|BCOP
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC119079755|XP_037043732.1|BCOP
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC119073709|XP_037035216.1|BCOP
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC119081356|XP_037046100.1|BCOP
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC119066068|XP_037024191.1|BCOP
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC119083647|XP_037049312.1|BCOP
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC119081654|XP_037046631.1|BCOP
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC119073347|XP_037034636.1|BCOP
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC119066271|XP_037024524.1|BCOP
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC119080906|XP_037045392.1|BCOP
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC119074188|XP_037036076.1|BCOP
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC119074143|XP_037036035.1|BCOP
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC119079836|XP_037043797.1|BCOP
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC119081623|XP_037046566.1|BCOP
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC119081622|XP_037046565.1|BCOP
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC119078736|XP_037042313.1|BCOP
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC119074079|XP_037035920.1|BCOP
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC119080297|XP_037044466.1|BCOP
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC119073538|XP_037034978.1|BCOP
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC119079921|XP_037043911.1|BCOP
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC119073356|XP_037034653.1|BCOP
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC119084417|XP_037050285.1|BCOP
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC119073864|XP_037035626.1|BCOP
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC119080633|XP_037044937.1|BCOP
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC119066591|XP_037025080.1|BCOP
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC119074464|XP_037036500.1|BCOP
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC119066109|XP_037024286.1|BCOP
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC119079440|XP_037043248.1|BCOP
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC119079442|XP_037043250.1|BCOP
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC119081464|XP_037046348.1|BCOP
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC119077367|XP_037040448.1|BCOP
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC119081331|XP_037046016.1|BCOP
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC119071266|XP_037032021.1|BCOP
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC119073753|XP_037035307.1|BCOP
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC119073619|XP_037035096.1|BCOP
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC119065986|XP_037024091.1|BCOP
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC119073658|XP_037035156.1|BCOP
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC119072473|XP_037033595.1|BCOP
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC119074317|XP_037036269.1|BCOP
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC119081577|XP_037046506.1|BCOP
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC119073554|XP_037035005.1|BCOP
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC119073431|XP_037034799.1|BCOP
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC119080639|XP_037044947.1|BCOP
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC119077502|XP_037040622.1|BCOP
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC119077508|XP_037040635.1|BCOP
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC119079514|XP_037043374.1|BCOP
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC119079415|XP_037043217.1|BCOP
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC119081261|XP_037045892.1|BCOP
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC119081721|XP_037046758.1|BCOP
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC119080607|XP_037044902.1|BCOP
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC119075477|XP_037037827.1|BCOP
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC119085946|XP_037052395.1|BCOP
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC119077598|XP_037040704.1|BCOP
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC119073312|XP_037034599.1|BCOP
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC119074817|XP_037037003.1|BCOP
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC119077869|XP_037041113.1|BCOP
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC119079839|XP_037043796.1|BCOP
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC119079897|XP_037043881.1|BCOP
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC119075700|XP_037038124.1|BCOP
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC119080665|XP_037044986.1|BCOP
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC119074120|XP_037035999.1|BCOP
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC119076669|XP_037039458.1|BCOP
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC119077162|XP_037040247.1|BCOP
OG0005141	LOC110188927|XP_020814511.1|DSER	LOC119074510|XP_037036565.1|BCOP
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC119084882|XP_037050923.1|BCOP
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC119080464|XP_037044730.1|BCOP
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC119073956|XP_037035740.1|BCOP
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC119066850|XP_037025412.1|BCOP
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC119081290|XP_037045947.1|BCOP
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC119079582|XP_037043468.1|BCOP
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC119081064|XP_037045675.1|BCOP
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC119073562|XP_037035013.1|BCOP
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC119073647|XP_037035140.1|BCOP
OG0005153	LOC110183553|XP_020807512.1|DSER	LOC119080243|XP_037044387.1|BCOP
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC119073443|XP_037034827.1|BCOP
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC119069958|XP_037030084.1|BCOP
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC119073348|XP_037034637.1|BCOP
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC119073422|XP_037034762.1|BCOP
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC119073666|XP_037035165.1|BCOP
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC119079633|XP_037043542.1|BCOP
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC119073580|XP_037035044.1|BCOP
OG0005162	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER	LOC119077712|XP_037040886.1|BCOP
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC119069179|XP_037029003.1|BCOP
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC119080839|XP_037045295.1|BCOP
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC119081626|XP_037046571.1|BCOP
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC119081574|XP_037046504.1|BCOP
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC119081575|XP_037046505.1|BCOP
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC119080667|XP_037044993.1|BCOP
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC119080081|XP_037044196.1|BCOP
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC119080030|XP_037044107.1|BCOP
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC119080051|XP_037044152.1|BCOP
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC119073980|XP_037035784.1|BCOP
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC119075199|XP_037037487.1|BCOP
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC119079624|XP_037043516.1|BCOP
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC119079587|XP_037043472.1|BCOP
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC119083615|XP_037049247.1|BCOP
OG0005177	LOC110178463|XP_020801262.1|DSER	LOC119079599|XP_037043487.1|BCOP
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC119069207|XP_037029074.1|BCOP
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC119073285|XP_037034564.1|BCOP
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC119083646|XP_037049310.1|BCOP
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC119066599|XP_037025050.1|BCOP
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC119073822|XP_037035501.1|BCOP
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC119073873|XP_037035639.1|BCOP
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC119069021|XP_037028791.1|BCOP
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC119073879|XP_037035654.1|BCOP
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC119075486|XP_037037834.1|BCOP
OG0005187	LOC110189683|XP_020815518.1|DSER	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP
OG0005188	LOC110189615|XP_020815412.1|DSER	LOC119073391|XP_037034712.1|BCOP
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC119070199|XP_037030390.1|BCOP
OG0005190	LOC110189075|XP_020814705.1|DSER	LOC119076736|XP_037039552.1|BCOP
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC119082156|XP_037047454.1|BCOP
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC119079969|XP_037044003.1|BCOP
OG0005193	LOC110177081|XP_020799256.1|DSER	LOC119079965|XP_037043974.1|BCOP
OG0005194	LOC110182860|XP_020806659.1|DSER	LOC119081552|XP_037046470.1|BCOP
OG0005195	LOC110182742|XP_020806506.1|DSER	LOC119080586|XP_037044874.1|BCOP
OG0005196	LOC110184658|XP_020808919.1|DSER	LOC119082799|XP_037048340.1|BCOP
OG0005197	LOC110191718|XP_020818298.1|DSER	LOC119080462|XP_037044729.1|BCOP
OG0005198	LOC110177475|XP_020799875.1|DSER	LOC119080707|XP_037045062.1|BCOP
OG0005199	LOC110182746|XP_020806549.1|DSER	LOC119073533|XP_037034969.1|BCOP
OG0005200	LOC110189421|XP_020815141.1|DSER	LOC119072421|XP_037033534.1|BCOP
OG0005201	LOC110184040|XP_020808074.1|DSER	LOC119081756|XP_037046838.1|BCOP
OG0005202	LOC110188603|XP_020814063.1|DSER	LOC119079952|XP_037043958.1|BCOP
OG0005203	LOC110189214|XP_020814845.1|DSER, LOC110176780|XP_020798877.1|DSER	LOC119071140|XP_037031732.1|BCOP
OG0005204	LOC110185959|XP_020810636.1|DSER	LOC119066263|XP_037024512.1|BCOP
OG0005205	LOC110183797|XP_020807811.1|DSER	LOC119081957|XP_037047147.1|BCOP
OG0005206	LOC110181094|XP_020804422.1|DSER	LOC119081540|XP_037046439.1|BCOP
OG0005207	LOC110177125|XP_020799356.1|DSER	LOC119084872|XP_037050906.1|BCOP
OG0005208	LOC110179985|XP_020803238.1|DSER	LOC119074500|XP_037036551.1|BCOP
OG0005209	LOC110185832|XP_020810498.1|DSER	LOC119085259|XP_037051502.1|BCOP
OG0005210	LOC110185963|XP_020810641.1|DSER	LOC119085245|XP_037051469.1|BCOP
OG0005211	LOC110179826|XP_020803091.1|DSER	LOC119080134|XP_037044247.1|BCOP
OG0005212	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER	LOC119073775|XP_037035337.1|BCOP
OG0005213	LOC110183492|XP_020807434.1|DSER	LOC119078963|XP_037042608.1|BCOP
OG0005214	LOC110177098|XP_020799292.1|DSER	LOC119075622|XP_037037994.1|BCOP
OG0005215	LOC110178121|XP_020800799.1|DSER	LOC119066954|XP_037025571.1|BCOP
OG0005216	LOC110181364|XP_020804747.1|DSER	LOC119074300|XP_037036259.1|BCOP
OG0005217	LOC110185047|XP_020809368.1|DSER	LOC119071633|XP_037032490.1|BCOP
OG0005218	LOC110181424|XP_020804824.1|DSER	LOC119079274|XP_037042951.1|BCOP
OG0005219	LOC110188982|XP_020814589.1|DSER	LOC119067509|XP_037026416.1|BCOP
OG0005220	LOC110178731|XP_020801613.1|DSER	LOC119079920|XP_037043910.1|BCOP
OG0005221	LOC110183772|XP_020807788.1|DSER	LOC119076588|XP_037039322.1|BCOP
OG0005222	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER	LOC119072234|XP_037033302.1|BCOP
OG0005223	LOC110185067|XP_020809406.1|DSER	LOC119079446|XP_037043255.1|BCOP
OG0005224	LOC110183865|XP_020807877.1|DSER	LOC119082107|XP_037047377.1|BCOP
OG0005225	LOC110185558|XP_020810136.1|DSER	LOC119078510|XP_037041966.1|BCOP
OG0005226	LOC110176850|XP_020798979.1|DSER	LOC119079031|XP_037042710.1|BCOP
OG0005227	LOC110181201|XP_020804541.1|DSER	LOC119079115|XP_037042835.1|BCOP
OG0005228	LOC110181208|XP_020804547.1|DSER	LOC119079083|XP_037042788.1|BCOP
OG0005229	LOC110177024|XP_020799199.1|DSER	LOC119066344|XP_037024652.1|BCOP
OG0005230	LOC110183169|XP_020807020.1|DSER	LOC119066332|XP_037024626.1|BCOP
OG0005231	LOC110178142|XP_020800828.1|DSER	LOC119066347|XP_037024658.1|BCOP
OG0005232	LOC110185672|XP_020810294.1|DSER	LOC119081949|XP_037047129.1|BCOP
OG0005233	LOC110185780|XP_020810442.1|DSER	LOC119081990|XP_037047205.1|BCOP
OG0005234	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER	LOC119085147|XP_037051324.1|BCOP
OG0005235	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER	LOC119066465|XP_037024866.1|BCOP
OG0005236	LOC110186089|XP_020810785.1|DSER	LOC119066466|XP_037024867.1|BCOP
OG0005237	LOC110185800|XP_020810462.1|DSER	LOC119066457|XP_037024857.1|BCOP
OG0005239	LOC110182248|XP_020805923.1|DSER, LOC110178430|XP_020801223.1|DSER	LOC119077090|XP_037040144.1|BCOP
OG0005240	LOC110183332|XP_020807238.1|DSER	LOC119077009|XP_037040017.1|BCOP
OG0005241	LOC110186102|XP_020810806.1|DSER	LOC119070764|XP_037031134.1|BCOP
OG0005242	LOC110183413|XP_020807349.1|DSER	LOC119066966|XP_037025592.1|BCOP
OG0005243	LOC110176952|XP_020799113.1|DSER	LOC119066134|XP_037024320.1|BCOP
OG0005244	LOC110186715|XP_020811645.1|DSER	LOC119069071|XP_037028847.1|BCOP
OG0005245	LOC110177146|XP_020799383.1|DSER	LOC119076822|XP_037039711.1|BCOP
OG0005246	LOC110187554|XP_020812602.1|DSER	LOC119082565|XP_037047990.1|BCOP
OG0005247	LOC110181125|XP_020804456.1|DSER	LOC119073462|XP_037034861.1|BCOP
OG0005248	LOC110188688|XP_020814150.1|DSER	LOC119075864|XP_037038317.1|BCOP
OG0005249	LOC110189426|XP_020815153.1|DSER	LOC119077637|XP_037040753.1|BCOP
OG0005250	LOC110182747|XP_020806516.1|DSER	LOC119085246|XP_037051471.1|BCOP
OG0005251	LOC110183300|XP_020807197.1|DSER	LOC119078722|XP_037042289.1|BCOP
OG0005252	LOC110181346|XP_020804727.1|DSER	LOC119072745|XP_037033925.1|BCOP
OG0005253	LOC110187442|XP_020812490.1|DSER	LOC119082330|XP_037047732.1|BCOP
OG0005254	LOC110185975|XP_020810656.1|DSER	LOC119085884|XP_037052294.1|BCOP
OG0005255	LOC110185953|XP_020810631.1|DSER	LOC119072789|XP_037033980.1|BCOP
OG0005256	LOC110188776|XP_020814277.1|DSER	LOC119085976|XP_037052434.1|BCOP
OG0005257	LOC110183852|XP_020807861.1|DSER	LOC119073781|XP_037035352.1|BCOP
OG0005258	LOC110183746|XP_020807760.1|DSER	LOC119081935|XP_037047085.1|BCOP
OG0005259	LOC110185604|XP_020810206.1|DSER	LOC119081953|XP_037047142.1|BCOP
OG0005260	LOC110185605|XP_020810209.1|DSER	LOC119067376|XP_037026192.1|BCOP
OG0005261	LOC110183388|XP_020807314.1|DSER	LOC119067374|XP_037026190.1|BCOP
OG0005262	LOC110187382|XP_020812429.1|DSER	LOC119081048|XP_037045647.1|BCOP
OG0005263	LOC110185709|XP_020810343.1|DSER	LOC119076976|XP_037039965.1|BCOP
OG0005264	LOC110187784|XP_020812913.1|DSER	LOC119076985|XP_037039984.1|BCOP
