Orthogroup	DSER.longest_only	SLEB.longest_only
OG0004898	LOC110178008|XP_020800680.1|DSER	LOC115619989|XP_030368922.1|SLEB
OG0004899	LOC110191466|XP_020817978.1|DSER	LOC115619944|XP_030368831.1|SLEB
OG0004900	LOC110178002|XP_020800661.1|DSER	LOC115628005|XP_030379787.1|SLEB
OG0004901	LOC110177987|XP_020800642.1|DSER	LOC115628933|XP_030381069.1|SLEB
OG0004902	LOC110177579|XP_020800017.1|DSER	LOC115622200|XP_030371954.1|SLEB
OG0004903	LOC110184403|XP_020808627.1|DSER	LOC115634353|XP_030387871.1|SLEB
OG0004904	LOC110191308|XP_020817780.1|DSER	LOC115620239|XP_030369246.1|SLEB
OG0004905	LOC110191580|XP_020818122.1|DSER	LOC115620009|XP_030368968.1|SLEB
OG0004906	LOC110190799|XP_020817101.1|DSER	LOC115632445|XP_030385451.1|SLEB
OG0004907	LOC110187105|XP_020812174.1|DSER	LOC115632385|XP_030385374.1|SLEB
OG0004908	LOC110189997|XP_020815954.1|DSER	LOC115632334|XP_030385299.1|SLEB
OG0004909	LOC110189838|XP_020815697.1|DSER	LOC115633072|XP_030386303.1|SLEB
OG0004910	LOC110189961|XP_020815908.1|DSER	LOC115633071|XP_030386301.1|SLEB
OG0004911	LOC110186773|XP_020811705.1|DSER	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB
OG0004912	LOC110190804|XP_020817111.1|DSER	LOC115632563|XP_030385641.1|SLEB
OG0004913	LOC110182911|XP_020806731.1|DSER	LOC115620003|XP_030368951.1|SLEB
OG0004914	LOC110182905|XP_020806722.1|DSER	LOC115623750|XP_030374148.1|SLEB
OG0004915	LOC110178700|XP_020801563.1|DSER	LOC115624590|XP_030375192.1|SLEB
OG0004916	LOC110188351|XP_020813758.1|DSER	LOC115620053|XP_030369046.1|SLEB
OG0004917	LOC110190793|XP_020817092.1|DSER	LOC115624975|XP_030375687.1|SLEB
OG0004918	LOC110190791|XP_020817088.1|DSER	LOC115624972|XP_030375683.1|SLEB
OG0004919	LOC110186253|XP_020810993.1|DSER	LOC115621374|XP_030370861.1|SLEB
OG0004920	LOC110189933|XP_020815876.1|DSER	LOC115623162|XP_030373237.1|SLEB
OG0004921	LOC110190347|XP_020816406.1|DSER	LOC115628223|XP_030380079.1|SLEB
OG0004922	LOC110190340|XP_020816398.1|DSER	LOC115633155|XP_030386425.1|SLEB
OG0004923	LOC110183580|XP_020807550.1|DSER	LOC115624792|XP_030375495.1|SLEB
OG0004924	LOC110184789|XP_020809087.1|DSER	LOC115632679|XP_030385772.1|SLEB
OG0004925	LOC110178615|XP_020801459.1|DSER	LOC115632171|XP_030385060.1|SLEB
OG0004926	LOC110178777|XP_020801678.1|DSER	LOC115623059|XP_030373098.1|SLEB
OG0004927	LOC110190462|XP_020816622.1|DSER	LOC115632977|XP_030386148.1|SLEB
OG0004928	LOC110184115|XP_020808170.1|DSER	LOC115634361|XP_030387940.1|SLEB
OG0004929	LOC110184494|XP_020808707.1|DSER	LOC115628308|XP_030380218.1|SLEB
OG0004930	LOC110178232|XP_020800941.1|DSER	LOC115624604|XP_030375213.1|SLEB
OG0004931	LOC110182865|XP_020806667.1|DSER	LOC115623097|XP_030373166.1|SLEB
OG0004932	LOC110178806|XP_020801720.1|DSER	LOC115632714|XP_030385816.1|SLEB
OG0004933	LOC110187091|XP_020812192.1|DSER	LOC115628443|XP_030380421.1|SLEB
OG0004934	LOC110191521|XP_020818048.1|DSER	LOC115633957|XP_030387335.1|SLEB
OG0004935	LOC110189712|XP_020815560.1|DSER	LOC115620019|XP_030368983.1|SLEB
OG0004936	LOC110190084|XP_020816048.1|DSER	LOC115622742|XP_030372649.1|SLEB
OG0004937	LOC110184711|XP_020808990.1|DSER	LOC115632386|XP_030385375.1|SLEB
OG0004938	LOC110189115|XP_020814748.1|DSER	LOC115622824|XP_030372759.1|SLEB
OG0004939	LOC110190178|XP_020816185.1|DSER	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB
OG0004940	LOC110190152|XP_020816148.1|DSER	LOC115623825|XP_030374233.1|SLEB
OG0004941	LOC110190521|XP_020816714.1|DSER	LOC115632715|XP_030385818.1|SLEB
OG0004942	LOC110176204|XP_020798124.1|DSER	LOC115622719|XP_030372619.1|SLEB
OG0004943	LOC110190469|XP_020816637.1|DSER	LOC115622485|XP_030372291.1|SLEB
OG0004944	LOC110188817|XP_020814356.1|DSER	LOC115622588|XP_030372443.1|SLEB
OG0004945	LOC110189775|XP_020815658.1|DSER	LOC115625172|XP_030375991.1|SLEB
OG0004946	LOC110190203|XP_020816212.1|DSER	LOC115628180|XP_030380027.1|SLEB
OG0004947	LOC110177611|XP_020800069.1|DSER	LOC115628241|XP_030380114.1|SLEB
OG0004948	LOC110177633|XP_020800106.1|DSER	LOC115628411|XP_030380359.1|SLEB
OG0004949	LOC110177566|XP_020799997.1|DSER	LOC115628362|XP_030380299.1|SLEB
OG0004950	LOC110178790|XP_020801702.1|DSER	LOC115632909|XP_030386059.1|SLEB
OG0004951	LOC110188669|XP_020814125.1|DSER	LOC115621224|XP_030370670.1|SLEB
OG0004952	LOC110187300|XP_020812350.1|DSER	LOC115632666|XP_030385760.1|SLEB
OG0004953	LOC110190588|XP_020816840.1|DSER	LOC115632183|XP_030385077.1|SLEB
OG0004954	LOC110190547|XP_020816756.1|DSER	LOC115632483|XP_030385518.1|SLEB
OG0004955	LOC110178750|XP_020801641.1|DSER	LOC115622606|XP_030372464.1|SLEB
OG0004956	LOC110178010|XP_020800682.1|DSER	LOC115634411|XP_030387967.1|SLEB
OG0004957	LOC110182785|XP_020806570.1|DSER	LOC115632455|XP_030385471.1|SLEB
OG0004958	LOC110187255|XP_020812307.1|DSER	LOC115632451|XP_030385462.1|SLEB
OG0004959	LOC110187179|XP_020812240.1|DSER	LOC115632889|XP_030386030.1|SLEB
OG0004960	LOC110186890|XP_020811852.1|DSER	LOC115632319|XP_030385282.1|SLEB
OG0004961	LOC110189392|XP_020815100.1|DSER	LOC115627004|XP_030378384.1|SLEB
OG0004962	LOC110190171|XP_020816177.1|DSER	LOC115632199|XP_030385105.1|SLEB
OG0004963	LOC110185186|XP_020809562.1|DSER	LOC115621909|XP_030371604.1|SLEB
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC115623234|XP_030373343.1|SLEB
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC115622930|XP_030372918.1|SLEB
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC115623278|XP_030373420.1|SLEB
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC115633851|XP_030387202.1|SLEB
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC115624652|XP_030375292.1|SLEB
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC115634209|XP_030387661.1|SLEB
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC115632640|XP_030385730.1|SLEB
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC115632164|XP_030385051.1|SLEB
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC115622906|XP_030372889.1|SLEB
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC115633118|XP_030386367.1|SLEB
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC115632605|XP_030385692.1|SLEB
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC115624990|XP_030375718.1|SLEB
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC115628343|XP_030380267.1|SLEB
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC115620170|XP_030369161.1|SLEB
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC115623560|XP_030373820.1|SLEB
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC115622514|XP_030372328.1|SLEB
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC115622844|XP_030372785.1|SLEB
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC115633670|XP_030386975.1|SLEB
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC115633824|XP_030387171.1|SLEB
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC115632288|XP_030385241.1|SLEB
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC115622800|XP_030372725.1|SLEB
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC115628369|XP_030380305.1|SLEB
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC115622315|XP_030372081.1|SLEB
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC115632953|XP_030386110.1|SLEB
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC115628250|XP_030380126.1|SLEB
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC115632449|XP_030385459.1|SLEB
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC115634248|XP_030387702.1|SLEB
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC115634751|XP_030388501.1|SLEB
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC115634752|XP_030388503.1|SLEB
OG0004993	LOC110181266|XP_020804631.1|DSER	LOC115632746|XP_030385854.1|SLEB
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC115628405|XP_030380354.1|SLEB
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC115632732|XP_030385838.1|SLEB
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC115632332|XP_030385297.1|SLEB
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC115624930|XP_030375644.1|SLEB
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC115634227|XP_030387678.1|SLEB
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC115622896|XP_030372872.1|SLEB
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC115622262|XP_030372027.1|SLEB
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC115623045|XP_030373081.1|SLEB
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC115623966|XP_030374394.1|SLEB
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC115633139|XP_030386406.1|SLEB
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC115622566|XP_030372398.1|SLEB
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC115634528|XP_030388194.1|SLEB
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC115632177|XP_030385069.1|SLEB
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC115632705|XP_030385803.1|SLEB
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC115622417|XP_030372210.1|SLEB
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC115628541|XP_030380562.1|SLEB
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC115624360|XP_030374927.1|SLEB
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC115634583|XP_030388276.1|SLEB
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC115622677|XP_030372554.1|SLEB
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC115625382|XP_030376278.1|SLEB
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC115634667|XP_030388386.1|SLEB
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC115633441|XP_030386759.1|SLEB
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC115628892|XP_030381014.1|SLEB
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC115624738|XP_030375424.1|SLEB
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC115624616|XP_030375227.1|SLEB
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC115625822|XP_030376873.1|SLEB
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC115624670|XP_030375323.1|SLEB
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC115629558|XP_030381909.1|SLEB
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC115629596|XP_030381985.1|SLEB
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC115631957|XP_030384679.1|SLEB
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC115633703|XP_030387023.1|SLEB
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC115634506|XP_030388132.1|SLEB
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC115628258|XP_030380136.1|SLEB
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC110188927|XP_020814511.1|DSER	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC110190311|XP_020816359.1|DSER	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC110190771|XP_020817061.1|DSER	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC110183553|XP_020807512.1|DSER	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC110179416|XP_020802603.1|DSER	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC110178463|XP_020801262.1|DSER	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC115634834|XP_030388615.1|SLEB
OG0005187	LOC110189683|XP_020815518.1|DSER	LOC115634370|XP_030387894.1|SLEB
OG0005188	LOC110189615|XP_020815412.1|DSER	LOC115633552|XP_030386869.1|SLEB
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC115627519|XP_030379079.1|SLEB
OG0005190	LOC110189075|XP_020814705.1|DSER	LOC115632360|XP_030385337.1|SLEB
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC115623611|XP_030373888.1|SLEB
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC115632258|XP_030385195.1|SLEB
