Orthogroup	DSER.longest_only	AAEG.longest_only
OG0003087	LOC110178993|XP_020801970.1|DSER	LOC5567164|XP_021708756.1|AAEG
OG0003088	LOC110188020|XP_020813203.1|DSER	LOC5573574|XP_001654707.1|AAEG
OG0003089	LOC110188184|XP_020813418.1|DSER	LOC5573568|XP_021711487.1|AAEG
OG0003090	LOC110186851|XP_020811798.1|DSER	LOC110680773|XP_021712248.1|AAEG, LOC5578549|XP_001663940.1|AAEG
OG0003091	LOC110188310|XP_020813679.1|DSER	LOC110678949|XP_021708362.1|AAEG
OG0003092	LOC110187937|XP_020813111.1|DSER	LOC110678951|XP_021708365.1|AAEG, LOC110681335|XP_021712780.1|AAEG
OG0003093	LOC110184114|XP_020808168.1|DSER	LOC5577357|XP_001656435.2|AAEG
OG0003094	LOC110187093|XP_020812156.1|DSER	LOC5577366|XP_001656446.1|AAEG
OG0003095	LOC110179090|XP_020802135.1|DSER	LOC5579138|XP_001664232.2|AAEG
OG0003096	LOC110186573|XP_020811486.1|DSER	LOC5568847|XP_001652565.2|AAEG
OG0003097	LOC110186768|XP_020811688.1|DSER	LOC110679593|XP_021710493.1|AAEG
OG0003098	LOC110179536|XP_020802774.1|DSER	LOC5574439|XP_001661454.1|AAEG
OG0003099	LOC110189655|XP_020815462.1|DSER	LOC5569016|XP_001652674.1|AAEG
OG0003100	LOC110184174|XP_020808243.1|DSER	LOC110680789|XP_021712268.1|AAEG, LOC5571756|XP_001653776.1|AAEG
OG0003101	LOC110191931|XP_020818600.1|DSER	LOC5566944|XP_021706616.1|AAEG
OG0003102	LOC110188230|XP_020813542.1|DSER, LOC110188229|XP_020813538.1|DSER	LOC5564787|XP_001649143.1|AAEG
OG0003103	LOC110191186|XP_020817613.1|DSER	LOC5564797|XP_021704380.1|AAEG
OG0003104	LOC110177844|XP_020800446.1|DSER, LOC110185288|XP_020809696.1|DSER	LOC5564775|XP_001649130.1|AAEG
OG0003105	LOC110185966|XP_020810643.1|DSER, LOC110179438|XP_020802641.1|DSER	LOC5577028|XP_021706814.1|AAEG
OG0003106	LOC110191690|XP_020818265.1|DSER	LOC110679246|XP_021709129.1|AAEG
OG0003107	LOC110187063|XP_020812112.1|DSER	LOC5572851|XP_001660612.2|AAEG
OG0003108	LOC110181708|XP_020805215.1|DSER	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG
OG0003109	LOC110179712|XP_020802984.1|DSER	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG
OG0003110	LOC110177934|XP_020800575.1|DSER	LOC5570011|XP_001658901.1|AAEG
OG0003111	LOC110182180|XP_020805842.1|DSER	LOC110677749|XP_021704732.1|AAEG
OG0003112	LOC110191179|XP_020817603.1|DSER	LOC5568016|XP_001657837.1|AAEG
OG0003114	LOC110189277|XP_020814957.1|DSER	LOC5579831|XP_001651506.2|AAEG
OG0003115	LOC110190885|XP_020817202.1|DSER	LOC5578188|XP_021706929.1|AAEG
OG0003116	LOC110177817|XP_020800365.1|DSER	LOC5578183|XP_021705667.1|AAEG
OG0003117	LOC110189897|XP_020815816.1|DSER	LOC5578192|XP_001656833.1|AAEG
OG0003118	LOC110181230|XP_020804589.1|DSER	LOC5575480|XP_021704777.1|AAEG
OG0003119	LOC110181225|XP_020804579.1|DSER	LOC5575488|XP_001661999.1|AAEG
OG0003120	LOC110179336|XP_020802489.1|DSER	LOC5570578|XP_021704248.1|AAEG
OG0003121	LOC110181559|XP_020805004.1|DSER	LOC5572993|XP_021706626.1|AAEG
OG0003122	LOC110182859|XP_020806657.1|DSER	LOC5579043|XP_001657236.2|AAEG
OG0003123	LOC110188896|XP_020814477.1|DSER	LOC5567942|XP_021710782.1|AAEG
OG0003124	LOC110177719|XP_020800219.1|DSER	LOC5571162|XP_021704351.1|AAEG
OG0003125	LOC110177847|XP_020800449.1|DSER, LOC110185322|XP_020809747.1|DSER	LOC5568396|XP_021704961.1|AAEG
OG0003126	LOC110180886|XP_020804271.1|DSER	LOC5568400|XP_021705207.1|AAEG
OG0003127	LOC110178885|XP_020801821.1|DSER	LOC5568387|XP_001658052.2|AAEG
OG0003128	LOC110191349|XP_020817856.1|DSER, LOC110188392|XP_020813773.1|DSER	LOC5576403|XP_021708013.1|AAEG
OG0003129	LOC110176334|XP_020798315.1|DSER	LOC5566610|XP_021707726.1|AAEG
OG0003130	LOC110178356|XP_020801147.1|DSER	LOC5566618|XP_001650999.1|AAEG
OG0003131	LOC110181562|XP_020805013.1|DSER	LOC5566592|XP_001650988.2|AAEG
OG0003132	LOC110188625|XP_020814057.1|DSER	LOC5565210|XP_021707433.1|AAEG
OG0003133	LOC110191694|XP_020818268.1|DSER	LOC5568204|XP_021707064.1|AAEG
OG0003134	LOC110178237|XP_020800947.1|DSER	LOC5568196|XP_001657917.3|AAEG
OG0003135	LOC110184656|XP_020808916.1|DSER	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG
OG0003136	LOC110190113|XP_020816082.1|DSER	LOC5563917|XP_021707107.1|AAEG
OG0003137	LOC110179296|XP_020802440.1|DSER	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG
OG0003138	LOC110191683|XP_020818256.1|DSER	LOC5578523|XP_021711533.1|AAEG
OG0003139	LOC110177501|XP_020799913.1|DSER	LOC5575323|XP_001655699.2|AAEG
OG0003140	LOC110191411|XP_020817931.1|DSER	LOC5575353|XP_001655730.1|AAEG
OG0003141	LOC110178402|XP_020801200.1|DSER	LOC5571104|XP_001659543.2|AAEG
OG0003142	LOC110179273|XP_020802395.1|DSER	LOC5571107|XP_021711462.1|AAEG
OG0003143	LOC110182784|XP_020806569.1|DSER	LOC5578337|XP_001656906.2|AAEG
OG0003144	LOC110181223|XP_020804615.1|DSER	LOC5579800|XP_021704649.1|AAEG
OG0003145	LOC110189423|XP_020815145.1|DSER	LOC5579798|XP_001648112.1|AAEG
OG0003146	LOC110178524|XP_020801339.1|DSER	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG
OG0003147	LOC110176228|XP_020798173.1|DSER, LOC110176137|XP_020798032.1|DSER	LOC5577230|XP_021707105.1|AAEG
OG0003148	LOC110184616|XP_020808868.1|DSER	LOC5577229|XP_001656334.1|AAEG
OG0003149	LOC110181538|XP_020804979.1|DSER	LOC5577228|XP_021709736.1|AAEG
OG0003150	LOC110182788|XP_020806577.1|DSER	LOC5564725|XP_021707235.1|AAEG
OG0003151	LOC110187422|XP_020812471.1|DSER	LOC5565506|XP_001649843.1|AAEG
OG0003152	LOC110177344|XP_020799697.1|DSER	LOC5573061|XP_001654386.1|AAEG
OG0003153	LOC110177741|XP_020800257.1|DSER	LOC5576952|XP_001663047.1|AAEG
OG0003154	LOC110191863|XP_020818501.1|DSER	LOC5577484|XP_001663402.2|AAEG
OG0003155	LOC110182867|XP_020806669.1|DSER	LOC5571008|XP_001653437.1|AAEG
OG0003156	LOC110179207|XP_020802290.1|DSER	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG
OG0003157	LOC110187207|XP_020812266.1|DSER, LOC110179951|XP_020803198.1|DSER	LOC5566365|XP_021706145.1|AAEG
OG0003158	LOC110183103|XP_020806988.1|DSER	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG
OG0003159	LOC110177721|XP_020800221.1|DSER	LOC5572366|XP_021705285.1|AAEG
OG0003160	LOC110177727|XP_020800232.1|DSER	LOC5572367|XP_021710151.1|AAEG
OG0003161	LOC110189295|XP_020814985.1|DSER	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG
OG0003162	LOC110178574|XP_020801410.1|DSER	LOC5575384|XP_001655741.1|AAEG
OG0003163	LOC110188902|XP_020814482.1|DSER	LOC5573615|XP_001660948.1|AAEG
OG0003164	LOC110189509|XP_020815275.1|DSER	LOC5575218|XP_001655624.2|AAEG
OG0003165	LOC110176026|XP_020797899.1|DSER	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG
OG0003166	LOC110177743|XP_020800260.1|DSER	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG
OG0003167	LOC110184058|XP_020808094.1|DSER	LOC5573842|XP_021704132.1|AAEG
OG0003168	LOC110186939|XP_020811928.1|DSER	LOC5565520|XP_021706150.1|AAEG
OG0003169	LOC110187306|XP_020812354.1|DSER	LOC5573831|XP_001654859.1|AAEG
OG0003170	LOC110181167|XP_020804503.1|DSER	LOC5577203|XP_021709510.1|AAEG
OG0003171	LOC110177696|XP_020800179.1|DSER	LOC5563760|XP_021704243.1|AAEG
OG0003172	LOC110188119|XP_020813355.1|DSER	LOC5566185|XP_021710722.1|AAEG
OG0003173	LOC110177187|XP_020799441.1|DSER	LOC5568716|XP_001652543.1|AAEG
OG0003174	LOC110185363|XP_020809806.1|DSER	LOC5568764|XP_021705032.1|AAEG
OG0003175	LOC110176341|XP_020798322.1|DSER	LOC5566316|XP_021707240.1|AAEG
OG0003176	LOC110182256|XP_020805933.1|DSER, LOC110178434|XP_020801229.1|DSER	LOC5577180|XP_001663268.1|AAEG
OG0003177	LOC110187699|XP_020812793.1|DSER	LOC5573361|XP_001660837.1|AAEG
OG0003178	LOC110177714|XP_020800213.1|DSER	LOC5573358|XP_001660840.2|AAEG
OG0003179	LOC110177685|XP_020800166.1|DSER	LOC5580238|XP_001662432.1|AAEG
OG0003180	LOC110177989|XP_020800647.1|DSER	LOC5580236|XP_001662422.2|AAEG
OG0003181	LOC110179269|XP_020802391.1|DSER	LOC5578045|XP_001663666.2|AAEG
OG0003182	LOC110182857|XP_020806654.1|DSER	LOC23687892|XP_021708781.1|AAEG
OG0003183	LOC110184783|XP_020809114.1|DSER	LOC5564363|XP_021709031.1|AAEG
OG0003184	LOC110178922|XP_020801864.1|DSER	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG
OG0003185	LOC110189743|XP_020815604.1|DSER	LOC5569799|XP_021710033.1|AAEG
OG0003186	LOC110177270|XP_020799585.1|DSER	LOC5574768|XP_001655336.2|AAEG
OG0003187	LOC110187295|XP_020812343.1|DSER	LOC5578346|XP_021704791.1|AAEG
OG0003188	LOC110190463|XP_020816630.1|DSER	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG
OG0003189	LOC110184627|XP_020808884.1|DSER	LOC5571907|XP_001660001.1|AAEG
OG0003190	LOC110191602|XP_020818150.1|DSER	LOC5577747|XP_001663521.2|AAEG
OG0003191	LOC110190490|XP_020816665.1|DSER	LOC5572080|XP_001660162.2|AAEG
OG0003192	LOC110189874|XP_020815774.1|DSER	LOC23687735|XP_021708352.1|AAEG
OG0003193	LOC110187435|XP_020812485.1|DSER	LOC5578090|XP_021710074.1|AAEG
OG0003194	LOC110176154|XP_020798049.1|DSER	LOC5580214|XP_021708554.1|AAEG
OG0003195	LOC110186922|XP_020811905.1|DSER	LOC5568266|XP_001657963.1|AAEG
OG0003196	LOC110178904|XP_020801840.1|DSER	LOC5568265|XP_001657962.2|AAEG
OG0003197	LOC110176272|XP_020798245.1|DSER	LOC5574074|XP_021709018.1|AAEG
OG0003198	LOC110186032|XP_020810728.1|DSER	LOC5574077|XP_021707980.1|AAEG
OG0003199	LOC110178715|XP_020801578.1|DSER	LOC5566877|XP_001651304.3|AAEG
OG0003200	LOC110189464|XP_020815200.1|DSER	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG
OG0003201	LOC110179285|XP_020802433.1|DSER	LOC5564594|XP_021704758.1|AAEG
OG0003202	LOC110189056|XP_020814682.1|DSER	LOC5575094|XP_001661818.2|AAEG
OG0003203	LOC110177661|XP_020800133.1|DSER	LOC5576493|XP_021707065.1|AAEG
OG0003204	LOC110188261|XP_020813607.1|DSER	LOC5574210|XP_021707182.1|AAEG
OG0003205	LOC110191488|XP_020818012.1|DSER	LOC5574197|XP_001661254.1|AAEG
OG0003206	LOC110176961|XP_020799126.1|DSER	LOC5574187|XP_001661244.1|AAEG
OG0003207	LOC110191118|XP_020817526.1|DSER	LOC5574178|XP_021707990.1|AAEG
OG0003208	LOC110190664|XP_020816924.1|DSER	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG
OG0003209	LOC110189425|XP_020815148.1|DSER	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG
OG0003210	LOC110188834|XP_020814384.1|DSER	LOC5571924|XP_001660021.2|AAEG
OG0003211	LOC110177681|XP_020800161.1|DSER	LOC5571925|XP_001660022.2|AAEG
OG0003212	LOC110191715|XP_020818291.1|DSER	LOC5571933|XP_021708662.1|AAEG
OG0003213	LOC110176330|XP_020798308.1|DSER	LOC5569734|XP_001652958.1|AAEG
OG0003214	LOC110177850|XP_020800452.1|DSER	LOC5569740|XP_021708814.1|AAEG
OG0003215	LOC110177868|XP_020800483.1|DSER	LOC5569745|XP_001652969.1|AAEG
OG0003216	LOC110189674|XP_020815491.1|DSER	LOC5566549|XP_021708844.1|AAEG
OG0003217	LOC110191502|XP_020818030.1|DSER	LOC5565440|XP_001649789.1|AAEG
OG0003218	LOC110190229|XP_020816249.1|DSER	LOC5567899|XP_001651938.1|AAEG
OG0003219	LOC110190126|XP_020816108.1|DSER	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG
OG0003220	LOC110180523|XP_020803851.1|DSER, LOC110187512|XP_020812565.1|DSER	LOC5564121|XP_021711028.1|AAEG
OG0003221	LOC110181684|XP_020805184.1|DSER	LOC5564106|XP_021711078.1|AAEG
OG0003222	LOC110177861|XP_020800469.1|DSER	LOC5564134|XP_001648444.1|AAEG
OG0003223	LOC110176349|XP_020798337.1|DSER	LOC5566691|XP_021711483.1|AAEG
OG0003224	LOC110176316|XP_020798292.1|DSER	LOC5573218|XP_021704328.1|AAEG
OG0003250	LOC110187876|XP_020813019.1|DSER	LOC5575829|XP_001655852.1|AAEG
OG0003251	LOC110190912|XP_020817231.1|DSER	LOC5575830|XP_001655851.1|AAEG
OG0003252	LOC110188607|XP_020814030.1|DSER	LOC110674708|XP_021694452.1|AAEG
OG0003253	LOC110188704|XP_020814173.1|DSER	LOC5574743|XP_001655315.1|AAEG
OG0003254	LOC110191730|XP_020818308.1|DSER	LOC5574740|XP_001655313.1|AAEG
OG0003255	LOC110191059|XP_020817448.1|DSER	LOC5566217|XP_001650620.1|AAEG
OG0003256	LOC110177375|XP_020799731.1|DSER	LOC5574525|XP_001655177.1|AAEG
OG0003257	LOC110182043|XP_020805632.1|DSER	LOC23687408|XP_021694498.1|AAEG
OG0003258	LOC110175966|XP_020797817.1|DSER	LOC5572023|XP_001660129.1|AAEG
OG0003259	LOC110180349|XP_020803670.1|DSER	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG
OG0003260	LOC110191960|XP_020818637.1|DSER	LOC5579818|XP_021694540.1|AAEG
OG0003261	LOC110187737|XP_020812853.1|DSER	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG
OG0003262	LOC110187792|XP_020812922.1|DSER	LOC5564257|XP_001648609.1|AAEG
OG0003263	LOC110179118|XP_020802169.1|DSER	LOC5579472|XP_021694661.1|AAEG
OG0003264	LOC110184793|XP_020809091.1|DSER, LOC110184606|XP_020808858.1|DSER	LOC110674749|XP_021694695.1|AAEG
OG0003265	LOC110185636|XP_020810252.1|DSER	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG
OG0003266	LOC110183376|XP_020807300.1|DSER, LOC110186110|XP_020810816.1|DSER	LOC5577930|XP_021694729.1|AAEG
OG0003267	LOC110179072|XP_020802110.1|DSER	LOC5578728|XP_021694739.1|AAEG
OG0003268	LOC110186173|XP_020810889.1|DSER	LOC5576693|XP_021694745.1|AAEG
OG0003269	LOC110189037|XP_020814665.1|DSER	LOC5563879|XP_001648190.1|AAEG
OG0003270	LOC110176186|XP_020798095.1|DSER	LOC5576694|XP_021694749.1|AAEG
OG0003271	LOC110185404|XP_020809869.1|DSER	LOC5570397|XP_021694767.1|AAEG
OG0003272	LOC110175978|XP_020797832.1|DSER	LOC5567111|XP_021694817.1|AAEG
OG0003273	LOC110181919|XP_020805517.1|DSER	LOC5578389|XP_021694849.1|AAEG
OG0003274	LOC110176008|XP_020797872.1|DSER	LOC23687811|XP_011493407.2|AAEG
OG0003275	LOC110183076|XP_020806921.1|DSER	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG
OG0003276	LOC110177316|XP_020799647.1|DSER	LOC5565132|XP_001649479.2|AAEG
OG0003277	LOC110189682|XP_020815500.1|DSER	LOC110674823|XP_021694962.1|AAEG
OG0003278	LOC110177386|XP_020799748.1|DSER	LOC5564714|XP_021694994.1|AAEG
OG0003279	LOC110180453|XP_020803787.1|DSER	LOC110674834|XP_021695001.1|AAEG
OG0003280	LOC110186416|XP_020811252.1|DSER	LOC110674838|XP_021695023.1|AAEG
OG0003281	LOC110177176|XP_020799425.1|DSER	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG
OG0003282	LOC110180421|XP_020803751.1|DSER	LOC5571722|XP_021695075.1|AAEG
OG0003283	LOC110181326|XP_020804704.1|DSER	LOC5578708|XP_001664007.2|AAEG
OG0003284	LOC110184589|XP_020808838.1|DSER	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG
OG0003285	LOC110186525|XP_020811382.1|DSER	LOC5567660|XP_021695120.1|AAEG
OG0003286	LOC110186982|XP_020811994.1|DSER	LOC5566555|XP_021710117.1|AAEG
OG0003287	LOC110179014|XP_020802015.1|DSER	LOC5573040|XP_001654352.2|AAEG
OG0003288	LOC110188022|XP_020813205.1|DSER	LOC5573031|XP_021694308.1|AAEG
OG0003289	LOC110176607|XP_020798693.1|DSER	LOC5579012|XP_001664192.2|AAEG
OG0003290	LOC110176404|XP_020798402.1|DSER	LOC5578997|XP_001664176.2|AAEG
OG0003291	LOC110179037|XP_020802051.1|DSER	LOC5573523|XP_001660916.2|AAEG
OG0003292	LOC110185521|XP_020810073.1|DSER	LOC5568403|XP_001658058.1|AAEG
OG0003293	LOC110180403|XP_020803717.1|DSER	LOC5570652|XP_021706741.1|AAEG
OG0003294	LOC110189334|XP_020815039.1|DSER	LOC5574017|XP_021707599.1|AAEG
OG0003295	LOC110184798|XP_020809092.1|DSER, LOC110184799|XP_020809093.1|DSER	LOC5574012|XP_021708368.1|AAEG
OG0003296	LOC110188077|XP_020813287.1|DSER	LOC110674420|XP_021694351.1|AAEG
OG0003297	LOC110188248|XP_020813577.1|DSER	LOC5571798|XP_021709701.1|AAEG
OG0003298	LOC110184413|XP_020808605.1|DSER	LOC5576074|XP_021713331.1|AAEG
OG0003299	LOC110176414|XP_020798415.1|DSER	LOC5569128|XP_021692944.1|AAEG
OG0003300	LOC110187782|XP_020812911.1|DSER	LOC5568968|XP_021692995.1|AAEG
OG0003301	LOC110176358|XP_020798345.1|DSER	LOC5570119|XP_021693122.1|AAEG
OG0003302	LOC110181789|XP_020805328.1|DSER	LOC5570118|XP_001653099.1|AAEG
OG0003303	LOC110189234|XP_020814877.1|DSER	LOC5570104|XP_021693415.1|AAEG
OG0003304	LOC110185571|XP_020810159.1|DSER	LOC5570771|XP_021693931.1|AAEG
OG0003305	LOC110180633|XP_020803979.1|DSER	LOC5577441|XP_021694384.1|AAEG
OG0003306	LOC110189263|XP_020814936.1|DSER	LOC5572387|XP_001654036.2|AAEG
OG0003307	LOC110190538|XP_020816746.1|DSER	LOC5578290|XP_021694598.1|AAEG
OG0003308	LOC110178165|XP_020800858.1|DSER	LOC5578620|XP_001657046.1|AAEG
OG0003309	LOC110175914|XP_020797746.1|DSER	LOC5569552|XP_021695172.1|AAEG
OG0003310	LOC110179547|XP_020802785.1|DSER	LOC5569563|XP_001658626.2|AAEG
OG0003311	LOC110191028|XP_020817406.1|DSER	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG
OG0003312	LOC110187638|XP_020812704.1|DSER	LOC5563944|XP_001648266.1|AAEG
OG0003313	LOC110180464|XP_020803799.1|DSER	LOC5574249|XP_001661303.2|AAEG
OG0003314	LOC110191475|XP_020817994.1|DSER	LOC23687986|XP_021695617.1|AAEG
OG0003315	LOC110181487|XP_020804905.1|DSER	LOC5579485|XP_021695637.1|AAEG
OG0003316	LOC110186762|XP_020811682.1|DSER	LOC110675390|XP_021695976.1|AAEG
OG0003317	LOC110188090|XP_020813305.1|DSER	LOC5566507|XP_001650896.2|AAEG
OG0003318	LOC110188462|XP_020813851.1|DSER	LOC5568484|XP_021696073.1|AAEG
OG0003319	LOC110187628|XP_020812691.1|DSER	LOC5566499|XP_021696131.1|AAEG
OG0003320	LOC110186412|XP_020811245.1|DSER	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG
OG0003321	LOC110187006|XP_020812026.1|DSER	LOC5566495|XP_001650884.2|AAEG
OG0003322	LOC110186613|XP_020811503.1|DSER	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG
OG0003323	LOC110185511|XP_020810064.1|DSER	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG
OG0003324	LOC110182184|XP_020805846.1|DSER	LOC5574970|XP_021697905.1|AAEG
OG0003325	LOC110184249|XP_020808369.1|DSER	LOC5574966|XP_021697959.1|AAEG
OG0003326	LOC110179388|XP_020802572.1|DSER	LOC5577023|XP_001656310.2|AAEG
OG0003327	LOC110185421|XP_020809892.1|DSER	LOC5576689|XP_001662827.2|AAEG
OG0003328	LOC110180181|XP_020803502.1|DSER	LOC5570591|XP_001653258.1|AAEG
OG0003329	LOC110177134|XP_020799365.1|DSER	LOC5570593|XP_021698550.1|AAEG
OG0003330	LOC110190689|XP_020816959.1|DSER	LOC5574728|XP_001661616.2|AAEG
OG0003331	LOC110179702|XP_020802970.1|DSER	LOC23687535|XP_011492966.2|AAEG
OG0003332	LOC110181817|XP_020805368.1|DSER	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG
OG0003333	LOC110186774|XP_020811702.1|DSER	LOC5580130|XP_021699347.1|AAEG
OG0003334	LOC110191043|XP_020817426.1|DSER	LOC5567931|XP_001651963.2|AAEG
OG0003335	LOC110176513|XP_020798549.1|DSER	LOC5567933|XP_001651967.2|AAEG
OG0003336	LOC110190910|XP_020817229.1|DSER	LOC5564393|XP_021700110.1|AAEG
OG0003337	LOC110186374|XP_020811183.1|DSER	LOC5576478|XP_001662672.2|AAEG
OG0003338	LOC110188574|XP_020813995.1|DSER	LOC5576481|XP_001662674.2|AAEG
OG0003339	LOC110186477|XP_020811323.1|DSER	LOC5570698|XP_001659294.2|AAEG
OG0003340	LOC110186479|XP_020811325.1|DSER	LOC5570699|XP_021701068.1|AAEG
OG0003341	LOC110176004|XP_020797867.1|DSER	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG
OG0003342	LOC110184287|XP_020808427.1|DSER	LOC5571567|XP_001653705.2|AAEG
OG0003343	LOC110182065|XP_020805686.1|DSER	LOC5569251|XP_021701437.1|AAEG
OG0003344	LOC110185596|XP_020810191.1|DSER	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	LOC110179120|XP_020802170.1|DSER	LOC5565271|XP_021701757.1|AAEG
OG0003346	LOC110188081|XP_020813293.1|DSER	LOC5578827|XP_001664044.1|AAEG
OG0003347	LOC110187632|XP_020812698.1|DSER	LOC5567723|XP_001657630.2|AAEG
OG0003348	LOC110187738|XP_020812854.1|DSER	LOC5567052|XP_021702364.1|AAEG
OG0003349	LOC110179541|XP_020802780.1|DSER	LOC5576312|XP_001656046.1|AAEG
OG0003350	LOC110190978|XP_020817341.1|DSER	LOC5576307|XP_021702688.1|AAEG
OG0003351	LOC110187102|XP_020812167.1|DSER	LOC5566959|XP_021702823.1|AAEG
OG0003352	LOC110186769|XP_020811689.1|DSER	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG
OG0003353	LOC110191335|XP_020817829.1|DSER	LOC5576900|XP_021703214.1|AAEG
OG0003354	LOC110186369|XP_020811179.1|DSER	LOC5576894|XP_021703285.1|AAEG
OG0003355	LOC110181716|XP_020805226.1|DSER	LOC5576890|XP_001662990.2|AAEG
OG0003356	LOC110184227|XP_020808345.1|DSER	LOC5576880|XP_001662980.2|AAEG
OG0003357	LOC110184221|XP_020808332.1|DSER	LOC5576878|XP_001662978.1|AAEG
OG0003358	LOC110187217|XP_020812276.1|DSER	LOC5564062|XP_001648368.1|AAEG
OG0003359	LOC110179078|XP_020802116.1|DSER	LOC5564054|XP_001648381.1|AAEG
OG0003360	LOC110181491|XP_020804910.1|DSER	LOC5564066|XP_021704044.1|AAEG
OG0003361	LOC110182254|XP_020805966.1|DSER	LOC5578497|XP_021704289.1|AAEG
OG0003362	LOC110176537|XP_020798586.1|DSER	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	LOC110188428|XP_020813812.1|DSER	LOC5579202|XP_021705141.1|AAEG
OG0003364	LOC110186236|XP_020810962.1|DSER	LOC5578139|XP_001663710.1|AAEG
OG0003365	LOC110177104|XP_020799306.1|DSER	LOC5579301|XP_021705291.1|AAEG
OG0003366	LOC110185236|XP_020809629.1|DSER	LOC5565040|XP_001649382.2|AAEG
OG0003367	LOC110190115|XP_020816087.1|DSER	LOC5576008|XP_001662341.2|AAEG
OG0003368	LOC110190220|XP_020816237.1|DSER	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	LOC110191783|XP_020818390.1|DSER	LOC110678069|XP_021706303.1|AAEG
OG0003370	LOC110188190|XP_020813428.1|DSER	LOC5565330|XP_001649677.1|AAEG
OG0003371	LOC110181722|XP_020805236.1|DSER	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG
OG0003372	LOC110178342|XP_020801120.1|DSER	LOC5579482|XP_001647780.1|AAEG
OG0003373	LOC110188599|XP_020814020.1|DSER	LOC5575470|XP_001661987.3|AAEG
OG0003374	LOC110178860|XP_020801785.1|DSER	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG
OG0003375	LOC110176406|XP_020798404.1|DSER	LOC110678773|XP_021707804.1|AAEG
OG0003376	LOC110186458|XP_020811302.1|DSER	LOC5565268|XP_001649604.1|AAEG
OG0003377	LOC110186242|XP_020810970.1|DSER	LOC5564417|XP_021708027.1|AAEG
OG0003378	LOC110177368|XP_020799720.1|DSER	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG
OG0003379	LOC110188228|XP_020813537.1|DSER	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG
OG0003380	LOC110188101|XP_020813324.1|DSER	LOC5572781|XP_001654180.1|AAEG
OG0003381	LOC110183418|XP_020807355.1|DSER	LOC5580227|XP_001655934.2|AAEG
OG0003382	LOC110177330|XP_020799663.1|DSER	LOC5580230|XP_021708254.1|AAEG
OG0003383	LOC110186761|XP_020811681.1|DSER	LOC5578695|XP_001657094.2|AAEG
OG0003384	LOC110178141|XP_020800827.1|DSER	LOC5568279|XP_001657976.1|AAEG
OG0003385	LOC110190802|XP_020817107.1|DSER	LOC5568276|XP_001657975.2|AAEG
