Orthogroup	DSER.longest_only	DHYD.longest_only
OG0004008	LOC110178090|XP_020800752.1|DSER	LOC111602455|XP_030079239.1|DHYD
OG0004009	LOC110184962|XP_020809269.1|DSER	LOC111599377|XP_023170780.2|DHYD
OG0004010	LOC110186009|XP_020810702.1|DSER	LOC111600401|XP_023172248.2|DHYD
OG0004011	LOC110185140|XP_020809500.1|DSER	LOC111600387|XP_023172231.1|DHYD
OG0004012	LOC110188529|XP_020813933.1|DSER	LOC111605454|XP_030080703.1|DHYD
OG0004013	LOC110186119|XP_020810827.1|DSER	LOC111600427|XP_023172281.1|DHYD
OG0004014	LOC110176212|XP_020798145.1|DSER	LOC111604287|XP_023178071.2|DHYD
OG0004015	LOC110182609|XP_020806330.1|DSER	LOC111605507|XP_023179827.2|DHYD
OG0004016	LOC110183309|XP_020807208.1|DSER	LOC111596642|XP_023166704.2|DHYD
OG0004017	LOC110186085|XP_020810782.1|DSER	LOC111599146|XP_023170482.2|DHYD
OG0004018	LOC110189564|XP_020815352.1|DSER	LOC111593828|XP_023162629.1|DHYD
OG0004019	LOC110185003|XP_020809318.1|DSER	LOC111594675|XP_023163853.2|DHYD
OG0004020	LOC110187242|XP_020812299.1|DSER	LOC111595799|XP_023165457.2|DHYD
OG0004021	LOC110183973|XP_020807987.1|DSER	LOC111595805|XP_023165463.2|DHYD
OG0004022	LOC110181189|XP_020804525.1|DSER	LOC111602483|XP_023175314.1|DHYD
OG0004023	LOC110181254|XP_020804623.1|DSER	LOC111594567|XP_023163696.2|DHYD
OG0004024	LOC110181159|XP_020804492.1|DSER	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD
OG0004025	LOC110183410|XP_020807345.1|DSER	LOC111603641|XP_023177091.1|DHYD
OG0004026	LOC110182281|XP_020805959.1|DSER	LOC111599357|XP_023170757.2|DHYD
OG0004027	LOC110180235|XP_020803550.1|DSER	LOC111594963|XP_030081995.1|DHYD
OG0004028	LOC110183120|XP_020806969.1|DSER	LOC111602213|XP_023174957.2|DHYD
OG0004029	LOC110183857|XP_020807870.1|DSER	LOC111603864|XP_023177438.1|DHYD
OG0004030	LOC110191500|XP_020818025.1|DSER	LOC111600092|XP_023171799.1|DHYD
OG0004031	LOC110187311|XP_020812359.1|DSER	LOC111599338|XP_030079235.1|DHYD
OG0004032	LOC110188780|XP_020814284.1|DSER	LOC111594096|XP_023163017.1|DHYD
OG0004033	LOC110183214|XP_020807086.1|DSER	LOC111603926|XP_023177520.2|DHYD
OG0004034	LOC110176904|XP_020799050.1|DSER	LOC111605565|XP_023179905.2|DHYD
OG0004035	LOC110182311|XP_020805991.1|DSER	LOC111603755|XP_023177247.2|DHYD
OG0004036	LOC110182396|XP_020806095.1|DSER	LOC111601130|XP_023173354.1|DHYD
OG0004037	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER	LOC111592907|XP_023161122.1|DHYD
OG0004038	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER	LOC111599120|XP_023170449.1|DHYD
OG0004039	LOC110187331|XP_020812377.1|DSER	LOC111595582|XP_030080407.1|DHYD
OG0004040	LOC110177162|XP_020799409.1|DSER	LOC111593287|XP_023161729.2|DHYD
OG0004041	LOC110184228|XP_020808347.1|DSER	LOC111594049|XP_023162932.1|DHYD
OG0004042	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER	LOC111601108|XP_023173322.1|DHYD
OG0004043	LOC110183415|XP_020807351.1|DSER	LOC111601445|XP_023173793.1|DHYD
OG0004044	LOC110184252|XP_020808372.1|DSER	LOC111593985|XP_023162841.1|DHYD
OG0004045	LOC110183461|XP_020807400.1|DSER	LOC111592608|XP_023160707.1|DHYD
OG0004046	LOC110178123|XP_020800802.1|DSER	LOC111599082|XP_023170382.2|DHYD
OG0004047	LOC110184985|XP_020809296.1|DSER	LOC111601138|XP_030080292.1|DHYD
OG0004048	LOC110179150|XP_020802198.1|DSER	LOC111605473|XP_023179765.1|DHYD
OG0004049	LOC110187518|XP_020812572.1|DSER	LOC111602159|XP_023174885.1|DHYD
OG0004050	LOC110176974|XP_020799139.1|DSER	LOC111595762|XP_023165406.2|DHYD
OG0004051	LOC110184009|XP_020808033.1|DSER	LOC111592561|XP_023160627.2|DHYD
OG0004052	LOC110184296|XP_020808442.1|DSER	LOC111602425|XP_030079872.1|DHYD
OG0004053	LOC110179360|XP_020802533.1|DSER	LOC111605236|XP_023179440.2|DHYD
OG0004054	LOC110187533|XP_020812586.1|DSER	LOC111594240|XP_023163218.2|DHYD
OG0004055	LOC110186228|XP_020810950.1|DSER	LOC111601773|XP_030081551.1|DHYD
OG0004056	LOC110187806|XP_020812940.1|DSER	LOC111595810|XP_023165474.1|DHYD
OG0004057	LOC110190328|XP_020816382.1|DSER	LOC111604435|XP_023178268.1|DHYD
OG0004058	LOC110182763|XP_020806536.1|DSER	LOC111601680|XP_023174147.2|DHYD
OG0004059	LOC110188554|XP_020813971.1|DSER	LOC111592377|XP_023160317.2|DHYD
OG0004060	LOC110190756|XP_020817047.1|DSER	LOC111601366|XP_023173668.2|DHYD
OG0004061	LOC110179611|XP_020802870.1|DSER	LOC111605301|XP_023179524.2|DHYD
OG0004062	LOC110177618|XP_020800083.1|DSER	LOC111596946|XP_023167169.1|DHYD
OG0004063	LOC110179430|XP_020802620.1|DSER	LOC111604031|XP_023177656.1|DHYD
OG0004064	LOC110190119|XP_020816092.1|DSER	LOC111595340|XP_023164779.1|DHYD
OG0004065	LOC110177827|XP_020800429.1|DSER	LOC111597014|XP_023167285.2|DHYD
OG0004066	LOC110188946|XP_020814583.1|DSER	LOC111602596|XP_023175523.1|DHYD
OG0004067	LOC110184245|XP_020808360.1|DSER	LOC111605113|XP_023179230.2|DHYD
OG0004068	LOC110186940|XP_020811932.1|DSER	LOC111604792|XP_023178778.1|DHYD
OG0004069	LOC110186505|XP_020811359.1|DSER	LOC111604808|XP_023178796.2|DHYD
OG0004070	LOC110178681|XP_020801541.1|DSER	LOC111601597|XP_023174030.2|DHYD
OG0004071	LOC110190650|XP_020816907.1|DSER	LOC111599794|XP_023171338.2|DHYD
OG0004072	LOC110190651|XP_020816910.1|DSER	LOC111599802|XP_023171349.2|DHYD
OG0004073	LOC110184288|XP_020808431.1|DSER	LOC111593633|XP_023162273.1|DHYD
OG0004074	LOC110190851|XP_020817163.1|DSER	LOC111600532|XP_023172438.2|DHYD
OG0004075	LOC110182312|XP_020806001.1|DSER	LOC111598018|XP_023168798.1|DHYD
OG0004076	LOC110182286|XP_020805967.1|DSER	LOC111598017|XP_023168793.2|DHYD
OG0004077	LOC110177000|XP_020799168.1|DSER	LOC111594932|XP_023164192.2|DHYD
OG0004078	LOC110186211|XP_020810933.1|DSER	LOC111595156|XP_023164505.1|DHYD
OG0004079	LOC110178034|XP_020800709.1|DSER	LOC111598424|XP_023169434.1|DHYD
OG0004080	LOC110176860|XP_020798997.1|DSER	LOC111596629|XP_023166685.1|DHYD
OG0004081	LOC110189216|XP_020814847.1|DSER	LOC111597926|XP_023168646.2|DHYD
OG0004082	LOC110185433|XP_020809915.1|DSER	LOC111597406|XP_023167860.1|DHYD
OG0004083	LOC110191310|XP_020817782.1|DSER	LOC111602740|XP_023175761.1|DHYD
OG0004084	LOC110189866|XP_020815745.1|DSER	LOC111605065|XP_023179164.2|DHYD
OG0004085	LOC110191419|XP_020817936.1|DSER	LOC111600257|XP_023172072.2|DHYD
OG0004086	LOC110177376|XP_020799732.1|DSER	LOC111597808|XP_023168461.2|DHYD
OG0004087	LOC110181603|XP_020805057.1|DSER	LOC111604881|XP_023178889.1|DHYD
OG0004088	LOC110186454|XP_020811298.1|DSER	LOC111603241|XP_023176515.1|DHYD
OG0004089	LOC110182193|XP_020805864.1|DSER	LOC111601823|XP_023174414.2|DHYD
OG0004090	LOC110186168|XP_020810880.1|DSER	LOC111593597|XP_023162222.2|DHYD
OG0004091	LOC110188637|XP_020814071.1|DSER	LOC111604193|XP_023177916.2|DHYD
OG0004092	LOC110180359|XP_020803679.1|DSER	LOC111592995|XP_023161268.2|DHYD
OG0004094	LOC110183050|XP_020806893.1|DSER	LOC111595003|XP_023164312.2|DHYD
OG0004095	LOC110186436|XP_020811277.1|DSER	LOC111596454|XP_023166449.1|DHYD
OG0004096	LOC110177377|XP_020799734.1|DSER	LOC111597872|XP_023168564.1|DHYD
OG0004097	LOC110177511|XP_020799925.1|DSER	LOC111597308|XP_023167702.2|DHYD
OG0004098	LOC110185932|XP_020810605.1|DSER	LOC111595041|XP_030081063.1|DHYD
OG0004099	LOC110187880|XP_020813022.1|DSER	LOC111595737|XP_023165353.2|DHYD
OG0004100	LOC110188015|XP_020813198.1|DSER	LOC111595733|XP_023165350.1|DHYD
OG0004101	LOC110187648|XP_020812715.1|DSER	LOC111595734|XP_023165351.1|DHYD
OG0004102	LOC110188121|XP_020813359.1|DSER	LOC111595731|XP_030078796.1|DHYD
OG0004103	LOC110186206|XP_020810928.1|DSER	LOC111595154|XP_023164504.1|DHYD
OG0004104	LOC110184965|XP_020809275.1|DSER	LOC111605542|XP_030079664.1|DHYD
OG0004105	LOC110189956|XP_020815904.1|DSER	LOC111595345|XP_023164787.1|DHYD
OG0004106	LOC110190174|XP_020816179.1|DSER	LOC111605742|XP_023180212.1|DHYD
OG0004107	LOC110188808|XP_020814342.1|DSER	LOC111602927|XP_023176043.2|DHYD
OG0004108	LOC110188721|XP_020814194.1|DSER	LOC111602951|XP_023176081.1|DHYD
OG0004109	LOC110186169|XP_020810882.1|DSER	LOC111593595|XP_023162220.2|DHYD
OG0004110	LOC110179832|XP_020803098.1|DSER	LOC111600932|XP_023173068.1|DHYD
OG0004111	LOC110187008|XP_020812029.1|DSER	LOC111596681|XP_023166753.2|DHYD
OG0004112	LOC110186204|XP_020810926.1|DSER	LOC111600263|XP_023172079.1|DHYD
OG0004113	LOC110181746|XP_020805265.1|DSER	LOC111598158|XP_023169014.1|DHYD
OG0004114	LOC110183068|XP_020806913.1|DSER	LOC111605611|XP_023179994.1|DHYD
OG0004115	LOC110184293|XP_020808438.1|DSER	LOC111605604|XP_023179985.2|DHYD
OG0004116	LOC110186371|XP_020811181.1|DSER	LOC111596671|XP_023166744.2|DHYD
OG0004117	LOC110177305|XP_020799630.1|DSER	LOC111602224|XP_030080287.1|DHYD
OG0004118	LOC110184323|XP_020808508.1|DSER	LOC111604374|XP_023178214.1|DHYD
OG0004119	LOC110189813|XP_020815683.1|DSER	LOC111601335|XP_023173633.1|DHYD
OG0004120	LOC110188242|XP_020813564.1|DSER	LOC111602996|XP_023176160.2|DHYD
OG0004121	LOC110185257|XP_020809653.1|DSER	LOC111598654|XP_030081138.1|DHYD
OG0004122	LOC110188687|XP_020814148.1|DSER	LOC111602983|XP_023176147.1|DHYD
OG0004123	LOC110188319|XP_020813687.1|DSER	LOC111600848|XP_023172921.1|DHYD
OG0004124	LOC110183528|XP_020807481.1|DSER	LOC111593442|XP_030079420.1|DHYD
OG0004125	LOC110186530|XP_020811387.1|DSER	LOC111594461|XP_023163526.1|DHYD
OG0004126	LOC110186964|XP_020811965.1|DSER	LOC111594530|XP_023163633.2|DHYD
OG0004127	LOC110187336|XP_020812382.1|DSER	LOC111603939|XP_023177536.1|DHYD
OG0004128	LOC110187745|XP_020812862.1|DSER	LOC111599553|XP_023170987.1|DHYD
OG0004129	LOC110178334|XP_020801103.1|DSER	LOC111595638|XP_023165220.2|DHYD
OG0004130	LOC110184171|XP_020808239.1|DSER	LOC111602821|XP_030080087.1|DHYD
OG0004131	LOC110191744|XP_020818339.1|DSER	LOC111604628|XP_023178525.1|DHYD
OG0004132	LOC110185282|XP_020809688.1|DSER	LOC111603675|XP_030081542.1|DHYD
OG0004133	LOC110184945|XP_020809250.1|DSER	LOC111595409|XP_023164890.1|DHYD
OG0004134	LOC110190922|XP_020817241.1|DSER	LOC111598566|XP_023169635.2|DHYD
OG0004135	LOC110188100|XP_020813314.1|DSER	LOC111601526|XP_030078793.1|DHYD
OG0004136	LOC110191086|XP_020817490.1|DSER	LOC111599293|XP_023170664.2|DHYD
OG0004137	LOC110181061|XP_020804424.1|DSER	LOC111597701|XP_023168307.1|DHYD
OG0004138	LOC110177545|XP_020799973.1|DSER	LOC111597772|XP_023168400.1|DHYD
OG0004139	LOC110184472|XP_020808677.1|DSER	LOC111601642|XP_023174090.2|DHYD
OG0004140	LOC110182543|XP_020806251.1|DSER	LOC111592991|XP_023161261.1|DHYD
OG0004141	LOC110182938|XP_020806777.1|DSER	LOC111595451|XP_023164947.2|DHYD
OG0004142	LOC110180327|XP_020803643.1|DSER	LOC111593466|XP_023161996.2|DHYD
OG0004143	LOC110189013|XP_020814635.1|DSER	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD
OG0004144	LOC110183192|XP_020807056.1|DSER	LOC111603692|XP_023177163.2|DHYD
OG0004145	LOC110191303|XP_020817773.1|DSER	LOC111601057|XP_023173243.2|DHYD
OG0004146	LOC110191716|XP_020818292.1|DSER	LOC111603022|XP_030078813.1|DHYD
OG0004147	LOC110183209|XP_020807081.1|DSER	LOC111603882|XP_023177466.1|DHYD
OG0004148	LOC110186828|XP_020811775.1|DSER	LOC111598280|XP_023169226.2|DHYD
OG0004149	LOC110191001|XP_020817374.1|DSER	LOC111597163|XP_023167489.2|DHYD
OG0004150	LOC110187885|XP_020813029.1|DSER	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD
OG0004151	LOC110186251|XP_020810988.1|DSER	LOC111594488|XP_023163564.2|DHYD
OG0004152	LOC110177199|XP_020799454.1|DSER	LOC111598577|XP_023169651.2|DHYD
OG0004153	LOC110179303|XP_020802448.1|DSER	LOC111605405|XP_023179674.1|DHYD
OG0004154	LOC110188533|XP_020813936.1|DSER	LOC111604661|XP_023178586.1|DHYD
OG0004155	LOC110191949|XP_020818629.1|DSER	LOC111603450|XP_023176806.2|DHYD
OG0004156	LOC110188317|XP_020813684.1|DSER	LOC111598643|XP_023169759.1|DHYD
OG0004157	LOC110181839|XP_020805403.1|DSER	LOC111595945|XP_023165679.2|DHYD
OG0004158	LOC110178610|XP_020801453.1|DSER	LOC111597570|XP_023168137.2|DHYD
OG0004159	LOC110186977|XP_020811986.1|DSER	LOC111603551|XP_023176953.1|DHYD
OG0004160	LOC110177540|XP_020799968.1|DSER	LOC111596943|XP_023167166.1|DHYD
OG0004161	LOC110188086|XP_020813298.1|DSER	LOC111602967|XP_023176115.2|DHYD
OG0004162	LOC110184383|XP_020808550.1|DSER	LOC111593335|XP_023161814.1|DHYD
OG0004163	LOC110187936|XP_020813106.1|DSER	LOC111592017|XP_023159777.2|DHYD
OG0004164	LOC110187965|XP_020813143.1|DSER	LOC111599556|XP_023170991.2|DHYD
OG0004165	LOC110177665|XP_020800147.1|DSER	LOC111601254|XP_023173522.2|DHYD
OG0004166	LOC110191495|XP_020818019.1|DSER	LOC111600101|XP_023171830.2|DHYD
OG0004167	LOC110187923|XP_020813093.1|DSER	LOC111604829|XP_023178821.1|DHYD
OG0004168	LOC110190873|XP_020817184.1|DSER	LOC111593683|XP_023162344.2|DHYD
OG0004169	LOC110183543|XP_020807502.1|DSER, LOC110180485|XP_020803828.1|DSER	LOC111602876|XP_023175971.1|DHYD
OG0004170	LOC110181836|XP_020805399.1|DSER	LOC111601832|XP_023174428.2|DHYD
OG0004171	LOC110183517|XP_020807463.1|DSER	LOC111593441|XP_023161961.2|DHYD
OG0004172	LOC110181665|XP_020805145.1|DSER	LOC111594082|XP_023162993.1|DHYD
OG0004173	LOC110178268|XP_020800993.1|DSER	LOC111598034|XP_023168831.1|DHYD
OG0004174	LOC110179992|XP_020803281.1|DSER	LOC111599693|XP_023171171.2|DHYD
OG0004175	LOC110178222|XP_020800929.1|DSER	LOC111592157|XP_023159975.1|DHYD
OG0004176	LOC110190471|XP_020816639.1|DSER	LOC111601606|XP_023174039.1|DHYD
OG0004177	LOC110188406|XP_020813790.1|DSER	LOC111598642|XP_023169758.2|DHYD
OG0004178	LOC110188730|XP_020814203.1|DSER	LOC111598607|XP_023169707.2|DHYD
OG0004179	LOC110180201|XP_020803513.1|DSER	LOC111593506|XP_023162059.1|DHYD
OG0004180	LOC110188254|XP_020813586.1|DSER	LOC111596689|XP_030078659.1|DHYD
OG0004181	LOC110186695|XP_020811630.1|DSER	LOC111602655|XP_023175599.2|DHYD
OG0004182	LOC110176286|XP_020798264.1|DSER	LOC111598711|XP_023169866.2|DHYD
OG0004183	LOC110176205|XP_020798126.1|DSER	LOC111598729|XP_023169889.2|DHYD
OG0004184	LOC110183698|XP_020807696.1|DSER	LOC111596024|XP_023165820.1|DHYD
OG0004185	LOC110183953|XP_020807970.1|DSER	LOC111592908|XP_023161123.2|DHYD
OG0004186	LOC110179528|XP_020802767.1|DSER	LOC111604645|XP_023178565.1|DHYD
OG0004187	LOC110176609|XP_020798691.1|DSER	LOC111604563|XP_023178430.2|DHYD
OG0004188	LOC110188304|XP_020813669.1|DSER	LOC111603025|XP_023176223.2|DHYD
OG0004189	LOC110188297|XP_020813658.1|DSER	LOC111603026|XP_023176224.1|DHYD
OG0004190	LOC110188267|XP_020813615.1|DSER	LOC111603410|XP_023176757.1|DHYD
OG0004191	LOC110188522|XP_020813923.1|DSER	LOC111603391|XP_023176722.1|DHYD
OG0004192	LOC110188290|XP_020813648.1|DSER	LOC111597193|XP_023167531.1|DHYD
OG0004193	LOC110181931|XP_020805525.1|DSER	LOC111602064|XP_023174746.2|DHYD
OG0004194	LOC110190294|XP_020816340.1|DSER	LOC111601354|XP_023173654.2|DHYD
OG0004195	LOC110178092|XP_020800755.1|DSER	LOC111596819|XP_023166954.1|DHYD
OG0004196	LOC110177294|XP_020799615.1|DSER	LOC111596249|XP_023166148.2|DHYD
OG0004197	LOC110186657|XP_020811581.1|DSER	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD
OG0004198	LOC110187674|XP_020812755.1|DSER	LOC111600858|XP_023172945.1|DHYD
OG0004199	LOC110190943|XP_020817277.1|DSER	LOC111598627|XP_023169735.2|DHYD
OG0004200	LOC110177664|XP_020800146.1|DSER	LOC111601217|XP_023173480.2|DHYD
OG0004201	LOC110186925|XP_020811910.1|DSER	LOC111598251|XP_023169183.2|DHYD
OG0004202	LOC110177427|XP_020799809.1|DSER	LOC111595214|XP_023164592.1|DHYD
OG0004203	LOC110191907|XP_020818552.1|DSER	LOC111604636|XP_023178546.1|DHYD
OG0004204	LOC110189880|XP_020815783.1|DSER	LOC111605071|XP_023179172.2|DHYD
OG0004205	LOC110176158|XP_020798055.1|DSER	LOC111604315|XP_023178135.1|DHYD
OG0004206	LOC110187799|XP_020812932.1|DSER	LOC111602077|XP_023174776.1|DHYD
OG0004207	LOC110187621|XP_020812675.1|DSER	LOC111602076|XP_023174775.1|DHYD
OG0004208	LOC110186987|XP_020812002.1|DSER	LOC111596436|XP_023166420.1|DHYD
OG0004209	LOC110191038|XP_020817417.1|DSER	LOC111601766|XP_023174274.1|DHYD
OG0004210	LOC110188384|XP_020813762.1|DSER	LOC111602627|XP_023175556.1|DHYD
OG0004211	LOC110183200|XP_020807070.1|DSER	LOC111599350|XP_023170747.2|DHYD
OG0004212	LOC110184584|XP_020808833.1|DSER	LOC111593326|XP_030078690.1|DHYD
OG0004213	LOC110188416|XP_020813800.1|DSER	LOC111598549|XP_023169609.1|DHYD
OG0004214	LOC110179228|XP_020802324.1|DSER	LOC111597095|XP_023167404.1|DHYD
OG0004215	LOC110178391|XP_020801187.1|DSER	LOC111594336|XP_023163351.1|DHYD
OG0004216	LOC110182778|XP_020806560.1|DSER	LOC111599777|XP_023171309.1|DHYD
OG0004217	LOC110176168|XP_020798065.1|DSER	LOC111601676|XP_023174143.1|DHYD
OG0004218	LOC110181544|XP_020804986.1|DSER	LOC111593329|XP_023161805.1|DHYD
OG0004219	LOC110188524|XP_020813925.1|DSER	LOC111595312|XP_023164740.2|DHYD
OG0004220	LOC110191920|XP_020818568.1|DSER	LOC111603013|XP_023176187.2|DHYD
OG0004221	LOC110187680|XP_020812769.1|DSER	LOC111600266|XP_023172082.1|DHYD
OG0004222	LOC110176645|XP_020798731.1|DSER	LOC111592044|XP_023159807.2|DHYD
OG0004223	LOC110176660|XP_020798757.1|DSER	LOC111592009|XP_023159762.2|DHYD
OG0004224	LOC110177151|XP_020799387.1|DSER	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD
OG0004225	LOC110179093|XP_020802138.1|DSER	LOC111605307|XP_023179532.1|DHYD
OG0004226	LOC110177288|XP_020799602.1|DSER	LOC111604953|XP_023178997.1|DHYD
OG0004227	LOC110191825|XP_020818449.1|DSER	LOC111604639|XP_023178550.2|DHYD
OG0004228	LOC110191826|XP_020818450.1|DSER	LOC111604629|XP_023178527.1|DHYD
OG0004229	LOC110178236|XP_020800946.1|DSER	LOC111599740|XP_023171268.2|DHYD
OG0004230	LOC110182199|XP_020805870.1|DSER	LOC111604058|XP_030079995.1|DHYD
OG0004231	LOC110183683|XP_020807678.1|DSER	LOC111596026|XP_023165822.1|DHYD
OG0004232	LOC110183686|XP_020807684.1|DSER	LOC111596029|XP_023165825.1|DHYD
OG0004233	LOC110183685|XP_020807681.1|DSER	LOC111596028|XP_023165824.1|DHYD
OG0004234	LOC110183568|XP_020807533.1|DSER	LOC111597415|XP_023167878.2|DHYD
OG0004235	LOC110182590|XP_020806301.1|DSER	LOC111598422|XP_023169432.2|DHYD
OG0004236	LOC110187753|XP_020812873.1|DSER	LOC111596387|XP_030078727.1|DHYD
OG0004237	LOC110188291|XP_020813649.1|DSER	LOC111602760|XP_030081739.1|DHYD
OG0004238	LOC110189921|XP_020815857.1|DSER	LOC111601361|XP_023173664.1|DHYD
OG0004239	LOC110187931|XP_020813101.1|DSER	LOC111593333|XP_023161812.2|DHYD
OG0004240	LOC110188724|XP_020814196.1|DSER	LOC111604949|XP_023178988.1|DHYD
OG0004241	LOC110191917|XP_020818561.1|DSER	LOC111601507|XP_023173869.2|DHYD
OG0004242	LOC110186921|XP_020811903.1|DSER	LOC111604923|XP_023178939.1|DHYD
OG0004243	LOC110189103|XP_020814739.1|DSER, LOC110189045|XP_020814673.1|DSER	LOC111601650|XP_023174100.2|DHYD
OG0004244	LOC110190312|XP_020816363.1|DSER	LOC111601358|XP_023173657.2|DHYD
OG0004245	LOC110187010|XP_020812036.1|DSER	LOC111595392|XP_023164862.2|DHYD
OG0004246	LOC110181267|XP_020804632.1|DSER	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD
OG0004247	LOC110183252|XP_020807136.1|DSER, LOC110183243|XP_020807123.1|DSER	LOC111596784|XP_023166905.1|DHYD
OG0004248	LOC110182882|XP_020806685.1|DSER	LOC111595522|XP_023165070.1|DHYD
OG0004249	LOC110178824|XP_020801750.1|DSER	LOC111598081|XP_023168895.1|DHYD
OG0004250	LOC110176115|XP_020798011.1|DSER, LOC110185635|XP_020810251.1|DSER	LOC111592568|XP_023160634.2|DHYD
OG0004251	LOC110179659|XP_020802915.1|DSER	LOC111598349|XP_023169323.2|DHYD
OG0004252	LOC110186612|XP_020811506.1|DSER	LOC111593343|XP_023161823.1|DHYD
OG0004253	LOC110188371|XP_020813743.1|DSER	LOC111603609|XP_023177041.1|DHYD
OG0004254	LOC110176003|XP_020797866.1|DSER	LOC111598135|XP_023168964.1|DHYD
OG0004255	LOC110184932|XP_020809236.1|DSER	LOC111596091|XP_023165920.2|DHYD
OG0004256	LOC110185909|XP_020810618.1|DSER	LOC111592648|XP_023160766.1|DHYD
OG0004257	LOC110190858|XP_020817167.1|DSER	LOC111598235|XP_023169166.2|DHYD
OG0004258	LOC110186303|XP_020811083.1|DSER	LOC111598623|XP_030081624.1|DHYD
OG0004259	LOC110186480|XP_020811364.1|DSER	LOC111594621|XP_023163783.2|DHYD
OG0004260	LOC110188094|XP_020813309.1|DSER	LOC111600856|XP_023172937.2|DHYD
OG0004261	LOC110177232|XP_020799514.1|DSER	LOC111603663|XP_023177115.1|DHYD
OG0004262	LOC110184486|XP_020808702.1|DSER	LOC111593351|XP_023161832.2|DHYD
OG0004263	LOC110188576|XP_020813999.1|DSER	LOC111596203|XP_030080802.1|DHYD
OG0004264	LOC110186658|XP_020811585.1|DSER	LOC111596266|XP_023166176.2|DHYD
OG0004265	LOC110188286|XP_020813642.1|DSER	LOC111603387|XP_023176718.2|DHYD
OG0004266	LOC110191934|XP_020818610.1|DSER	LOC111604647|XP_023178571.2|DHYD
OG0004267	LOC110187939|XP_020813113.1|DSER	LOC111593316|XP_023161787.1|DHYD
OG0004268	LOC110180256|XP_020803571.1|DSER	LOC111592235|XP_030082038.1|DHYD
OG0004269	LOC110176325|XP_020798303.1|DSER	LOC111595583|XP_023165157.2|DHYD
OG0004270	LOC110182731|XP_020806494.1|DSER	LOC111604177|XP_023177890.1|DHYD
OG0004271	LOC110189744|XP_020815605.1|DSER	LOC111597058|XP_023167352.1|DHYD
OG0004272	LOC110191030|XP_020817407.1|DSER	LOC111593593|XP_023162217.1|DHYD
OG0004273	LOC110190996|XP_020817368.1|DSER	LOC111601544|XP_023173947.1|DHYD
OG0004274	LOC110181843|XP_020805409.1|DSER	LOC111602067|XP_023174753.1|DHYD
OG0004275	LOC110182181|XP_020805844.1|DSER	LOC111594250|XP_023163231.1|DHYD
OG0004276	LOC110189069|XP_020814698.1|DSER	LOC111603038|XP_023176236.1|DHYD
OG0004277	LOC110178951|XP_020801911.1|DSER	LOC111592799|XP_023160974.2|DHYD
OG0004278	LOC110180357|XP_020803677.1|DSER	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD
OG0004279	LOC110178145|XP_020800832.1|DSER	LOC111599056|XP_023170345.1|DHYD
OG0004280	LOC110183522|XP_020807469.1|DSER	LOC111593503|XP_023162042.1|DHYD
OG0004281	LOC110176885|XP_020799028.1|DSER	LOC111595590|XP_023165168.2|DHYD
OG0004282	LOC110178811|XP_020801733.1|DSER	LOC111601245|XP_023173512.1|DHYD
OG0004283	LOC110178805|XP_020801721.1|DSER	LOC111601246|XP_023173513.1|DHYD
OG0004284	LOC110187409|XP_020812456.1|DSER	LOC111599197|XP_023170556.2|DHYD
OG0004285	LOC110191340|XP_020817843.1|DSER	LOC111598270|XP_023169215.1|DHYD
OG0004286	LOC110178966|XP_020801929.1|DSER	LOC111592806|XP_023160983.1|DHYD
OG0004287	LOC110178916|XP_020801854.1|DSER	LOC111592804|XP_023160980.2|DHYD
OG0004288	LOC110181231|XP_020804590.1|DSER	LOC111592771|XP_023160940.2|DHYD
OG0004289	LOC110189834|XP_020815689.1|DSER	LOC111596649|XP_023166715.2|DHYD
OG0004290	LOC110189466|XP_020815203.1|DSER	LOC111595627|XP_023165205.1|DHYD
OG0004291	LOC110190920|XP_020817243.1|DSER	LOC111597119|XP_023167447.1|DHYD
OG0004292	LOC110190544|XP_020816752.1|DSER	LOC111601020|XP_023173194.1|DHYD
OG0004293	LOC110190191|XP_020816200.1|DSER	LOC111595335|XP_023164765.1|DHYD
OG0004294	LOC110176156|XP_020798052.1|DSER	LOC111604299|XP_023178097.2|DHYD
OG0004295	LOC110176190|XP_020798099.1|DSER	LOC111604304|XP_023178103.2|DHYD
OG0004296	LOC110176140|XP_020798035.1|DSER	LOC111604309|XP_023178114.2|DHYD
OG0004297	LOC110177991|XP_020800652.1|DSER	LOC111599702|XP_023171199.2|DHYD
OG0004298	LOC110189362|XP_020815064.1|DSER	LOC111597108|XP_023167419.2|DHYD
OG0004299	LOC110189777|XP_020815660.1|DSER	LOC111592244|XP_030078511.1|DHYD
