Orthogroup	DSER.longest_only	DBUS.longest_only
OG0006154	LOC110186782|XP_020811714.1|DSER	LOC108601476|XP_017844864.1|DBUS
OG0006155	LOC110191051|XP_020817436.1|DSER	LOC108602602|XP_017846229.1|DBUS
OG0006156	LOC110188225|XP_020813531.1|DSER	LOC108604154|XP_017848966.1|DBUS
OG0006157	LOC110191513|XP_020818039.1|DSER	LOC108595745|XP_017836523.1|DBUS
OG0006158	LOC110181257|XP_020804621.1|DSER	LOC108599477|XP_017841805.1|DBUS
OG0006159	LOC110189199|XP_020814829.1|DSER	LOC108594991|XP_017835613.1|DBUS
OG0006160	LOC110191494|XP_020818017.1|DSER	LOC108595327|XP_017836036.1|DBUS
OG0006161	LOC110177087|XP_020799273.1|DSER	LOC108596542|XP_017837923.1|DBUS
OG0006162	LOC110185481|XP_020810014.1|DSER, LOC110185442|XP_020809925.1|DSER	LOC117134627|XP_033150538.1|DBUS
OG0006163	LOC110189206|XP_020814837.1|DSER	LOC108594935|XP_017835559.1|DBUS
OG0006165	LOC110177514|XP_020799929.1|DSER	LOC108598946|XP_017841205.1|DBUS
OG0006166	LOC110176943|XP_020799103.1|DSER	LOC108600490|XP_033149755.1|DBUS
OG0006168	LOC110181560|XP_020805005.1|DSER	LOC108604962|XP_033150239.1|DBUS
OG0006169	LOC110180456|XP_020803791.1|DSER	LOC108606139|XP_017851482.1|DBUS
OG0006170	LOC110179337|XP_020802500.1|DSER	LOC108594934|XP_017835557.1|DBUS
OG0006171	LOC110190258|XP_020816280.1|DSER	LOC108598882|XP_017841131.2|DBUS
OG0006172	LOC110176718|XP_020798818.1|DSER, LOC110176719|XP_020798819.1|DSER	LOC108597990|XP_017840095.1|DBUS
OG0006173	LOC110185854|XP_020810522.1|DSER	LOC108602344|XP_017845932.1|DBUS
OG0006174	LOC110190892|XP_020817210.1|DSER	LOC108598219|XP_017840324.2|DBUS
OG0006176	LOC110177599|XP_020800053.1|DSER	LOC108605453|XP_017850630.1|DBUS
OG0006182	LOC110188605|XP_020814027.1|DSER	LOC108603136|XP_017847146.1|DBUS
OG0006184	LOC110191206|XP_020817633.1|DSER	LOC108602349|XP_017845938.1|DBUS
OG0006185	LOC110191818|XP_020818442.1|DSER	LOC108603046|XP_017846953.1|DBUS
OG0006186	LOC110191115|XP_020817519.1|DSER	LOC108604449|XP_017849417.1|DBUS
OG0006187	LOC110186684|XP_020811611.1|DSER	LOC108602642|XP_017846276.1|DBUS
OG0006188	LOC110179524|XP_020802760.1|DSER	LOC108605154|XP_017850217.1|DBUS
OG0006189	LOC110179526|XP_020802764.1|DSER	LOC108605181|XP_017850260.1|DBUS
OG0006190	LOC110187707|XP_020812801.1|DSER	LOC108603805|XP_017848392.1|DBUS
OG0006191	LOC110177374|XP_020799730.1|DSER	LOC108604631|XP_017849668.1|DBUS
OG0006192	LOC110180418|XP_020803742.1|DSER	LOC108605075|XP_017850131.1|DBUS
OG0006193	LOC110180631|XP_020803977.1|DSER	LOC108605860|XP_017851160.1|DBUS
OG0006194	LOC110184254|XP_020808374.1|DSER	LOC108605151|XP_017850214.1|DBUS
OG0006195	LOC110185508|XP_020810062.1|DSER	LOC108605713|XP_017850996.1|DBUS
OG0006196	LOC110188366|XP_020813734.1|DSER	LOC117134661|XP_033148941.1|DBUS
OG0006197	LOC110185439|XP_020809922.1|DSER	LOC108607364|XP_017853566.1|DBUS
OG0006198	LOC110184297|XP_020808444.1|DSER	LOC108606187|XP_017851529.1|DBUS
OG0006199	LOC110189736|XP_020815593.1|DSER	LOC108604195|XP_017849037.1|DBUS
OG0006200	LOC110187990|XP_020813171.1|DSER	LOC108604721|XP_017849787.1|DBUS
OG0006201	LOC110175965|XP_020797816.1|DSER	LOC108606598|XP_017852337.1|DBUS
OG0006202	LOC110176043|XP_020797913.1|DSER	LOC108606597|XP_017852334.1|DBUS
OG0006203	LOC110184274|XP_020808400.1|DSER	LOC108606443|XP_017852043.1|DBUS
OG0006204	LOC110186142|XP_020810851.1|DSER	LOC108603460|XP_017847782.1|DBUS
OG0006205	LOC110180289|XP_020803605.1|DSER	LOC108605246|XP_017850345.1|DBUS
OG0006206	LOC110184385|XP_020808551.1|DSER	LOC108607682|XP_017854127.2|DBUS
OG0006207	LOC110187410|XP_020812457.1|DSER	LOC108607462|XP_017853789.2|DBUS
OG0006208	LOC110178742|XP_020801629.1|DSER	LOC108600245|XP_017843170.1|DBUS
OG0006209	LOC110184446|XP_020808645.1|DSER	LOC108606111|XP_017851453.1|DBUS
OG0006210	LOC110182105|XP_020805749.1|DSER	LOC108606200|XP_017851547.1|DBUS
OG0006211	LOC110184952|XP_020809259.1|DSER	LOC108596958|XP_017838696.1|DBUS
OG0006212	LOC110184951|XP_020809258.1|DSER	LOC108596951|XP_017838683.2|DBUS
OG0006213	LOC110187951|XP_020813127.1|DSER	LOC108601379|XP_017844767.1|DBUS
OG0006214	LOC110176042|XP_020797912.1|DSER	LOC108607005|XP_017853071.1|DBUS
OG0006215	LOC110184805|XP_020809098.1|DSER	LOC108606328|XP_017851837.1|DBUS
OG0006216	LOC110189493|XP_020815247.1|DSER	LOC108601733|XP_017845143.1|DBUS
OG0006217	LOC110176031|XP_020797902.1|DSER	LOC108607253|XP_017853425.1|DBUS
OG0006218	LOC110185548|XP_020810125.1|DSER	LOC108608180|XP_017854928.2|DBUS
OG0006219	LOC110182206|XP_020805892.1|DSER	LOC108606291|XP_033150405.1|DBUS
OG0006220	LOC110178943|XP_020801901.1|DSER	LOC108598089|XP_017840192.1|DBUS
OG0006221	LOC110191035|XP_020817415.1|DSER	LOC108602167|XP_017845689.1|DBUS
OG0006222	LOC110191060|XP_020817449.1|DSER	LOC108601931|XP_017845398.1|DBUS
OG0006223	LOC110175983|XP_020797841.1|DSER	LOC108605797|XP_017851089.1|DBUS
OG0006224	LOC110180283|XP_020803593.1|DSER	LOC108606646|XP_017852437.1|DBUS
OG0006225	LOC110181599|XP_020805051.1|DSER	LOC108607061|XP_017853163.1|DBUS
OG0006226	LOC110189274|XP_020814952.1|DSER	LOC108597728|XP_017839912.2|DBUS
OG0006227	LOC110179076|XP_020802115.1|DSER	LOC108605253|XP_017850362.1|DBUS
OG0006228	LOC110182347|XP_020806082.1|DSER	LOC108595991|XP_017836767.1|DBUS
OG0006229	LOC110185473|XP_020809989.1|DSER	LOC108607385|XP_017853615.1|DBUS
OG0006230	LOC110181642|XP_020805116.1|DSER	LOC108606370|XP_017851908.1|DBUS
OG0006231	LOC110183239|XP_020807116.1|DSER	LOC108606590|XP_033150289.1|DBUS
OG0006232	LOC110184382|XP_020808546.1|DSER	LOC108606495|XP_017852140.1|DBUS
OG0006233	LOC110181800|XP_020805341.1|DSER	LOC108606496|XP_017852144.1|DBUS
OG0006234	LOC110181645|XP_020805118.1|DSER	LOC108605180|XP_017850258.1|DBUS
OG0006235	LOC110182089|XP_020805730.1|DSER	LOC108605001|XP_017850057.1|DBUS
OG0006236	LOC110185525|XP_020810081.1|DSER	LOC108607087|XP_017853199.1|DBUS
OG0006237	LOC110180294|XP_020803609.1|DSER	LOC108605951|XP_017851261.1|DBUS
OG0006238	LOC110181768|XP_020805300.1|DSER	LOC108606592|XP_017852327.1|DBUS
OG0006239	LOC110180321|XP_020803635.1|DSER	LOC108606761|XP_017852661.1|DBUS
OG0006240	LOC110189020|XP_020814640.1|DSER	LOC108603923|XP_017848606.1|DBUS
OG0006241	LOC110181643|XP_020805117.1|DSER	LOC108605162|XP_017850233.1|DBUS
OG0006242	LOC110179495|XP_020802728.1|DSER	LOC108606883|XP_017852897.1|DBUS
OG0006243	LOC110191756|XP_020818354.1|DSER	LOC108601698|XP_017845099.1|DBUS
OG0006244	LOC110190941|XP_020817273.1|DSER	LOC108604587|XP_017849607.1|DBUS
OG0006245	LOC110188227|XP_020813533.1|DSER	LOC108603272|XP_017847420.1|DBUS
OG0006246	LOC110179753|XP_020803028.1|DSER	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS
OG0006247	LOC110191587|XP_020818131.1|DSER	LOC108594895|XP_017835522.1|DBUS
OG0006248	LOC110177142|XP_020799375.1|DSER	LOC108603834|XP_017848466.1|DBUS
OG0006249	LOC110185662|XP_020810281.1|DSER	LOC108608353|XP_017855187.1|DBUS
OG0006250	LOC110187138|XP_020812211.1|DSER	LOC108607011|XP_017853080.1|DBUS
OG0006251	LOC110186521|XP_020811378.1|DSER	LOC108604466|XP_017849438.1|DBUS
OG0006252	LOC110186520|XP_020811376.1|DSER	LOC108604465|XP_017849437.1|DBUS
OG0006253	LOC110179746|XP_020803020.1|DSER	LOC108606575|XP_017852284.1|DBUS
OG0006254	LOC110186258|XP_020811023.1|DSER	LOC108604630|XP_017849667.1|DBUS
OG0006255	LOC110177325|XP_020799657.1|DSER	LOC108601981|XP_017845465.1|DBUS
OG0006256	LOC110181502|XP_020804931.1|DSER	LOC108605770|XP_017851063.1|DBUS
OG0006257	LOC110182094|XP_020805737.1|DSER	LOC108606298|XP_017851774.1|DBUS
OG0006258	LOC110184445|XP_020808644.1|DSER	LOC108606109|XP_017851445.2|DBUS
OG0006259	LOC110191204|XP_020817629.1|DSER	LOC108604226|XP_017849080.1|DBUS
OG0006260	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER	LOC108606853|XP_017852839.2|DBUS
OG0006261	LOC110184998|XP_020809311.1|DSER	LOC108608530|XP_017855434.1|DBUS
OG0006262	LOC110182216|XP_020805901.1|DSER	LOC108606679|XP_017852514.1|DBUS
OG0006263	LOC110182575|XP_020806283.1|DSER	LOC108606553|XP_017852243.1|DBUS
OG0006264	LOC110187120|XP_020812189.1|DSER	LOC108606440|XP_017852041.1|DBUS
OG0006265	LOC110178267|XP_020800992.1|DSER	LOC108595979|XP_017836755.2|DBUS
OG0006266	LOC110187114|XP_020812182.1|DSER	LOC108605565|XP_017850821.1|DBUS
OG0006267	LOC110184184|XP_020808254.1|DSER	LOC108606402|XP_033150429.1|DBUS
OG0006268	LOC110178169|XP_020800865.1|DSER	LOC108595282|XP_017835984.1|DBUS
OG0006269	LOC110186610|XP_020811501.1|DSER	LOC108604150|XP_017848953.1|DBUS
OG0006270	LOC110179059|XP_020802078.1|DSER	LOC108604957|XP_017850015.1|DBUS
OG0006271	LOC110189881|XP_020815788.1|DSER	LOC108601861|XP_017845306.1|DBUS
OG0006272	LOC110175952|XP_020797800.1|DSER	LOC108607122|XP_017853244.1|DBUS
OG0006273	LOC110189776|XP_020815659.1|DSER	LOC108605448|XP_017850619.1|DBUS
OG0006274	LOC110184207|XP_020808313.1|DSER	LOC108605205|XP_017850296.1|DBUS
OG0006275	LOC110181820|XP_020805375.1|DSER	LOC108605454|XP_017850628.1|DBUS
OG0006276	LOC110184496|XP_020808709.1|DSER	LOC108601048|XP_017844429.1|DBUS
OG0006277	LOC110188572|XP_020813992.1|DSER	LOC108597685|XP_017839849.1|DBUS
OG0006278	LOC110184405|XP_020808590.1|DSER	LOC108605528|XP_017850768.1|DBUS
OG0006279	LOC110182114|XP_020805780.1|DSER	LOC108606981|XP_017853044.1|DBUS
OG0006280	LOC110180377|XP_020803702.1|DSER	LOC108606361|XP_033150180.1|DBUS
OG0006281	LOC110180376|XP_020803701.1|DSER	LOC108606360|XP_033150250.1|DBUS
OG0006282	LOC110186952|XP_020811947.1|DSER	LOC108606603|XP_017852352.1|DBUS
OG0006283	LOC110184602|XP_020808856.1|DSER	LOC108601841|XP_017845275.1|DBUS
OG0006284	LOC110184436|XP_020808634.1|DSER, LOC110190589|XP_020816841.1|DSER	LOC108599319|XP_017841610.1|DBUS
OG0006285	LOC110189071|XP_020814704.1|DSER	LOC108601237|XP_017844625.1|DBUS
OG0006286	LOC110188636|XP_020814070.1|DSER	LOC108602002|XP_017845492.1|DBUS
OG0006287	LOC110181703|XP_020805206.1|DSER	LOC108605915|XP_017851220.1|DBUS
OG0006288	LOC110186533|XP_020811393.1|DSER	LOC108602006|XP_017845497.1|DBUS
OG0006289	LOC110188080|XP_020813292.1|DSER	LOC108603989|XP_017848707.1|DBUS
OG0006290	LOC110182059|XP_020805674.1|DSER	LOC108606952|XP_033150516.1|DBUS
OG0006291	LOC110182600|XP_020806317.1|DSER	LOC108599673|XP_017842155.2|DBUS
OG0006292	LOC110182467|XP_020806164.1|DSER	LOC108605157|XP_017850223.1|DBUS
OG0006293	LOC110178735|XP_020801619.1|DSER	LOC108600392|XP_017843429.1|DBUS
OG0006294	LOC110180629|XP_020803976.1|DSER	LOC108606971|XP_017853022.1|DBUS
OG0006295	LOC110180405|XP_020803718.1|DSER	LOC108605159|XP_017850230.1|DBUS
OG0006296	LOC110180636|XP_020803988.1|DSER	LOC108606843|XP_017852825.1|DBUS
OG0006297	LOC110181904|XP_020805495.1|DSER	LOC108606492|XP_017852124.2|DBUS
OG0006298	LOC110180623|XP_020803966.1|DSER	LOC108606627|XP_017852402.1|DBUS
OG0006299	LOC110184485|XP_020808695.1|DSER	LOC108605102|XP_033150407.1|DBUS
OG0006300	LOC110179092|XP_020802137.1|DSER	LOC108605464|XP_017850638.1|DBUS
OG0006301	LOC110184160|XP_020808227.1|DSER	LOC108606220|XP_017851606.1|DBUS
OG0006302	LOC110181519|XP_020804951.1|DSER	LOC117134892|XP_033150162.1|DBUS
OG0006303	LOC110177837|XP_020800442.1|DSER	LOC108596921|XP_017838628.1|DBUS
OG0006304	LOC110184188|XP_020808265.1|DSER	LOC108604333|XP_017849248.1|DBUS
OG0006305	LOC110183920|XP_020807943.1|DSER	LOC108604729|XP_017849798.1|DBUS
OG0006306	LOC110190986|XP_020817353.1|DSER	LOC108603187|XP_017847237.1|DBUS
OG0006307	LOC110176538|XP_020798587.1|DSER	LOC108601747|XP_017845159.1|DBUS
OG0006308	LOC110179094|XP_020802139.1|DSER	LOC108604946|XP_017850004.1|DBUS
OG0006309	LOC110181608|XP_020805065.1|DSER	LOC108606526|XP_017852188.1|DBUS
OG0006310	LOC110186491|XP_020811341.1|DSER	LOC108604551|XP_017849568.1|DBUS
OG0006311	LOC110182202|XP_020805882.1|DSER	LOC108605015|XP_017850071.1|DBUS
OG0006313	LOC110184310|XP_020808456.1|DSER	LOC108607170|XP_017853312.1|DBUS
OG0006314	LOC110181683|XP_020805183.1|DSER	LOC117134896|XP_033150168.1|DBUS
OG0006315	LOC110186646|XP_020811564.1|DSER	LOC108603825|XP_017848444.1|DBUS
OG0006316	LOC110180354|XP_020803675.1|DSER	LOC108594963|XP_017835586.1|DBUS
OG0006317	LOC110184591|XP_020808841.1|DSER	LOC108607089|XP_017853201.1|DBUS
OG0006318	LOC110181680|XP_020805179.1|DSER	LOC108605257|XP_017850369.1|DBUS
OG0006319	LOC110189276|XP_020814954.1|DSER	LOC108595126|XP_017835777.1|DBUS
OG0006320	LOC110179063|XP_020802084.1|DSER	LOC108604959|XP_017850018.1|DBUS
OG0006322	LOC110176098|XP_020797996.1|DSER	LOC108605100|XP_033150369.1|DBUS
OG0006323	LOC110181900|XP_020805490.1|DSER	LOC108605878|XP_017851180.1|DBUS
OG0006324	LOC110180093|XP_020803374.1|DSER	LOC108606333|XP_017851846.1|DBUS
OG0006325	LOC110177166|XP_020799411.1|DSER	LOC108601654|XP_017845043.1|DBUS
OG0006326	LOC110176146|XP_020798042.1|DSER	LOC108599036|XP_017841305.1|DBUS
OG0006327	LOC110186451|XP_020811295.1|DSER	LOC108602173|XP_017845698.1|DBUS
OG0006328	LOC110177333|XP_020799675.1|DSER	LOC108602908|XP_017846706.1|DBUS
OG0006329	LOC110182525|XP_020806231.1|DSER	LOC108606640|XP_017852425.1|DBUS
OG0006330	LOC110189646|XP_020815451.1|DSER	LOC108604158|XP_017848972.1|DBUS
OG0006331	LOC110179397|XP_020802581.1|DSER	LOC108607093|XP_017853207.1|DBUS
OG0006332	LOC110187112|XP_020812181.1|DSER	LOC108605822|XP_017851117.1|DBUS
OG0006333	LOC110184163|XP_020808231.1|DSER	LOC108605599|XP_017850864.1|DBUS
OG0006334	LOC110180406|XP_020803719.1|DSER	LOC108605172|XP_017850246.1|DBUS
OG0006335	LOC110188828|XP_020814381.1|DSER	LOC108604738|XP_017849809.1|DBUS
OG0006336	LOC110182057|XP_020805672.1|DSER	LOC108606225|XP_017851612.1|DBUS
OG0006337	LOC110176073|XP_020797953.1|DSER	LOC108606563|XP_017852269.1|DBUS
OG0006338	LOC110176445|XP_020798453.1|DSER	LOC108602382|XP_017845982.1|DBUS
OG0006339	LOC110184393|XP_020808561.1|DSER	LOC108606368|XP_017851905.1|DBUS
OG0006340	LOC110179122|XP_020802171.1|DSER	LOC108605496|XP_017850730.1|DBUS
OG0006341	LOC110176123|XP_020798019.1|DSER	LOC108606470|XP_017852087.1|DBUS
OG0006342	LOC110175932|XP_020797770.1|DSER	LOC108607245|XP_017853416.2|DBUS
OG0006343	LOC110176094|XP_020797993.1|DSER	LOC108605846|XP_017851143.1|DBUS
OG0006344	LOC110180638|XP_020803990.1|DSER	LOC108607063|XP_017853166.1|DBUS
OG0006345	LOC110188657|XP_020814101.1|DSER	LOC108603134|XP_017847143.1|DBUS
OG0006346	LOC110186861|XP_020811812.1|DSER	LOC108604500|XP_017849485.1|DBUS
OG0006347	LOC110176393|XP_020798381.1|DSER	LOC108603844|XP_017848482.1|DBUS
OG0006348	LOC110182555|XP_020806266.1|DSER	LOC108605559|XP_017850813.1|DBUS
OG0006349	LOC110179433|XP_020802625.1|DSER	LOC108606809|XP_017852767.2|DBUS
OG0006350	LOC110186544|XP_020811406.1|DSER	LOC108603031|XP_017846935.1|DBUS
OG0006351	LOC110180119|XP_020803418.1|DSER	LOC108607189|XP_017853337.1|DBUS
OG0006352	LOC110189233|XP_020814875.1|DSER	LOC108596099|XP_017837008.1|DBUS
OG0006353	LOC110186564|XP_020811427.1|DSER	LOC108602114|XP_017845628.1|DBUS
OG0006354	LOC110177429|XP_020799811.1|DSER	LOC108604237|XP_017849099.1|DBUS
OG0006355	LOC110179381|XP_020802554.1|DSER	LOC108607205|XP_017853359.1|DBUS
OG0006356	LOC110181758|XP_020805280.1|DSER	LOC108605285|XP_017850422.1|DBUS
OG0006357	LOC110181678|XP_020805172.1|DSER	LOC108605201|XP_017850289.1|DBUS
OG0006358	LOC110177637|XP_020800108.1|DSER	LOC108599642|XP_017842106.1|DBUS
OG0006359	LOC110191777|XP_020818381.1|DSER	LOC108603041|XP_017846949.1|DBUS
OG0006360	LOC110181918|XP_020805513.1|DSER	LOC108605800|XP_017851092.1|DBUS
OG0006361	LOC110191772|XP_020818376.1|DSER	LOC108602212|XP_017845748.1|DBUS
OG0006362	LOC110179512|XP_020802748.1|DSER	LOC108607102|XP_017853217.1|DBUS
OG0006363	LOC110181776|XP_020805313.1|DSER	LOC108606729|XP_017852608.1|DBUS
OG0006364	LOC110187293|XP_020812341.1|DSER	LOC108608122|XP_017854844.2|DBUS
OG0006365	LOC110176067|XP_020797947.1|DSER	LOC108606898|XP_017852915.2|DBUS
OG0006366	LOC110176016|XP_020797884.1|DSER	LOC108605969|XP_017851280.1|DBUS
OG0006367	LOC110179399|XP_020802582.1|DSER	LOC108605361|XP_017850519.1|DBUS
OG0006368	LOC110186630|XP_020811546.1|DSER	LOC108602286|XP_017845852.1|DBUS
OG0006369	LOC110186620|XP_020811515.1|DSER	LOC108602279|XP_017845825.1|DBUS
OG0006370	LOC110181707|XP_020805214.1|DSER	LOC108605584|XP_017850844.1|DBUS
OG0006371	LOC110186671|XP_020811594.1|DSER	LOC108602068|XP_017845576.1|DBUS
OG0006372	LOC110186779|XP_020811710.1|DSER	LOC108604628|XP_017849666.1|DBUS
OG0006373	LOC110181556|XP_020804997.1|DSER	LOC108605819|XP_017851113.1|DBUS
OG0006374	LOC110182197|XP_020805869.1|DSER	LOC108607117|XP_017853239.1|DBUS
OG0006375	LOC110184576|XP_020808810.1|DSER	LOC108606929|XP_017852968.1|DBUS
OG0006376	LOC110179379|XP_020802552.1|DSER	LOC108606637|XP_017852422.1|DBUS
OG0006377	LOC110181745|XP_020805264.1|DSER	LOC108605521|XP_017850760.1|DBUS
OG0006378	LOC110189033|XP_020814660.1|DSER	LOC108603037|XP_017846944.1|DBUS
OG0006379	LOC110181493|XP_020804915.1|DSER	LOC108606044|XP_017851380.1|DBUS
OG0006380	LOC110181711|XP_020805219.1|DSER	LOC108605228|XP_017850327.1|DBUS
OG0006381	LOC110180643|XP_020803996.1|DSER	LOC108606516|XP_017852175.1|DBUS
OG0006382	LOC110183512|XP_020807457.1|DSER	LOC108606720|XP_017852591.1|DBUS
OG0006383	LOC110180378|XP_020803703.1|DSER	LOC108606565|XP_017852271.1|DBUS
OG0006384	LOC110180331|XP_020803648.1|DSER	LOC108606921|XP_017852952.1|DBUS
OG0006385	LOC110177315|XP_020799646.1|DSER	LOC108604016|XP_017848749.1|DBUS
OG0006386	LOC110186034|XP_020810730.1|DSER	LOC108607832|XP_017854380.1|DBUS
OG0006387	LOC110186393|XP_020811214.1|DSER	LOC108602306|XP_017845879.1|DBUS
OG0006388	LOC110180471|XP_020803807.1|DSER	LOC108605131|XP_017850183.1|DBUS
OG0006389	LOC110180470|XP_020803806.1|DSER	LOC108604922|XP_017849980.1|DBUS
OG0006390	LOC110187770|XP_020812893.1|DSER	LOC108602239|XP_017845775.1|DBUS
OG0006391	LOC110184699|XP_020808974.1|DSER	LOC108604400|XP_017849349.1|DBUS
OG0006392	LOC110182567|XP_020806275.1|DSER	LOC108607062|XP_017853165.1|DBUS
OG0006393	LOC110181210|XP_020804551.1|DSER	LOC108607773|XP_017854292.1|DBUS
OG0006394	LOC110187759|XP_020812882.1|DSER	LOC108603953|XP_017848635.1|DBUS
OG0006395	LOC110186611|XP_020811502.1|DSER	LOC108604151|XP_017848954.1|DBUS
OG0006396	LOC110180141|XP_020803446.1|DSER	LOC108605355|XP_017850513.1|DBUS
OG0006397	LOC110184604|XP_020808855.1|DSER	LOC108607247|XP_017853418.1|DBUS
OG0006398	LOC110182097|XP_020805740.1|DSER	LOC108605218|XP_017850315.1|DBUS
OG0006399	LOC110184271|XP_020808395.1|DSER	LOC108606437|XP_017852038.1|DBUS
OG0006400	LOC110184269|XP_020808393.1|DSER	LOC108606434|XP_017852035.1|DBUS
OG0006401	LOC110185260|XP_020809658.1|DSER	LOC108599264|XP_017841549.2|DBUS
OG0006402	LOC110190952|XP_020817292.1|DSER	LOC108602798|XP_017846509.1|DBUS
OG0006403	LOC110191306|XP_020817775.1|DSER	LOC108601470|XP_017844858.1|DBUS
OG0006404	LOC110186950|XP_020811944.1|DSER	LOC108603216|XP_017847300.1|DBUS
OG0006405	LOC110191240|XP_020817677.1|DSER	LOC108600936|XP_017844262.1|DBUS
OG0006406	LOC110177460|XP_020799857.1|DSER	LOC108601885|XP_017845348.1|DBUS
OG0006407	LOC110184344|XP_020808498.1|DSER	LOC108607020|XP_017853094.1|DBUS
OG0006408	LOC110184165|XP_020808235.1|DSER	LOC108605719|XP_017851001.1|DBUS
OG0006409	LOC110184226|XP_020808344.1|DSER	LOC108605731|XP_017851015.1|DBUS
OG0006410	LOC110181514|XP_020804947.1|DSER	LOC108605703|XP_017850984.1|DBUS
OG0006411	LOC110179678|XP_020802949.1|DSER	LOC108605759|XP_017851050.1|DBUS
OG0006412	LOC110186785|XP_020811719.1|DSER	LOC108604583|XP_017849603.1|DBUS
OG0006413	LOC110186411|XP_020811241.1|DSER	LOC108604084|XP_017848848.1|DBUS
OG0006414	LOC110188356|XP_020813723.1|DSER	LOC108601939|XP_017845408.1|DBUS
OG0006415	LOC110182215|XP_020805900.1|DSER	LOC108606701|XP_017852565.2|DBUS
OG0006416	LOC110183497|XP_020807439.1|DSER	LOC108607236|XP_017853403.1|DBUS
OG0006417	LOC110185811|XP_020810474.1|DSER	LOC108598170|XP_017840278.1|DBUS
OG0006418	LOC110179108|XP_020802157.1|DSER	LOC108606686|XP_017852527.1|DBUS
OG0006419	LOC110191391|XP_020817905.1|DSER	LOC108601722|XP_017845128.1|DBUS
OG0006420	LOC110186397|XP_020811222.1|DSER	LOC108603345|XP_017847565.2|DBUS
OG0006421	LOC110182709|XP_020806466.1|DSER	LOC108599430|XP_017841638.2|DBUS
OG0006422	LOC110183121|XP_020806971.1|DSER	LOC108607939|XP_017854545.2|DBUS
OG0006423	LOC110188334|XP_020813701.1|DSER	LOC108603059|XP_017846985.1|DBUS
OG0006424	LOC110188336|XP_020813703.1|DSER	LOC108603062|XP_017846987.1|DBUS
OG0006425	LOC110187961|XP_020813139.1|DSER	LOC108603058|XP_017846984.1|DBUS
OG0006426	LOC110187960|XP_020813138.1|DSER	LOC108603057|XP_017846983.1|DBUS
OG0006427	LOC110177393|XP_020799755.1|DSER	LOC108601750|XP_017845163.1|DBUS
OG0006428	LOC110177175|XP_020799422.1|DSER	LOC108604131|XP_017848923.1|DBUS
OG0006429	LOC110191307|XP_020817776.1|DSER	LOC108603154|XP_033150045.1|DBUS
OG0006430	LOC110184671|XP_020808937.1|DSER	LOC108598409|XP_017840521.1|DBUS
OG0006431	LOC110176410|XP_020798408.1|DSER	LOC108604214|XP_017849068.1|DBUS
OG0006432	LOC110188263|XP_020813608.1|DSER	LOC108601349|XP_017844736.1|DBUS
OG0006433	LOC110188064|XP_020813273.1|DSER	LOC108603141|XP_017847167.1|DBUS
OG0006434	LOC110183386|XP_020807311.1|DSER	LOC108607829|XP_017854381.1|DBUS
OG0006435	LOC110177285|XP_020799594.1|DSER	LOC108603394|XP_017847660.1|DBUS
OG0006436	LOC110181488|XP_020804908.1|DSER	LOC108598543|XP_017840716.1|DBUS
OG0006437	LOC110184197|XP_020808287.1|DSER	LOC108606211|XP_017851577.1|DBUS
OG0006438	LOC110187556|XP_020812604.1|DSER	LOC108605734|XP_017851022.1|DBUS
OG0006439	LOC110190433|XP_020816578.1|DSER	LOC108604143|XP_017848941.1|DBUS
OG0006440	LOC110191417|XP_020817934.1|DSER	LOC108604144|XP_017848942.1|DBUS
OG0006441	LOC110191393|XP_020817910.1|DSER	LOC108601415|XP_017844803.1|DBUS
OG0006442	LOC110189685|XP_020815514.1|DSER	LOC108601236|XP_017844624.1|DBUS
OG0006443	LOC110191807|XP_020818418.1|DSER	LOC108603370|XP_017847622.1|DBUS
OG0006444	LOC110186174|XP_020810886.1|DSER	LOC108604788|XP_017849876.1|DBUS
OG0006445	LOC110182502|XP_020806209.1|DSER	LOC108605841|XP_017851138.1|DBUS
OG0006446	LOC110189039|XP_020814667.1|DSER	LOC108601848|XP_017845284.1|DBUS
OG0006447	LOC110190875|XP_020817191.1|DSER	LOC108601901|XP_017845367.1|DBUS
OG0006448	LOC110189720|XP_020815573.1|DSER	LOC108601823|XP_017845249.1|DBUS
OG0006449	LOC110189468|XP_020815209.1|DSER	LOC108604163|XP_017848983.1|DBUS
OG0006450	LOC110187209|XP_020812268.1|DSER	LOC108607883|XP_017854476.1|DBUS
OG0006451	LOC110184367|XP_020808520.1|DSER	LOC108606658|XP_017852471.1|DBUS
OG0006452	LOC110190859|XP_020817168.1|DSER	LOC108607863|XP_017854438.1|DBUS
OG0006453	LOC110185217|XP_020809605.1|DSER	LOC108600853|XP_017844143.1|DBUS
OG0006454	LOC110179485|XP_020802718.1|DSER	LOC108606621|XP_017852396.1|DBUS
OG0006455	LOC110187895|XP_020813042.1|DSER	LOC108603212|XP_017847289.1|DBUS
OG0006456	LOC110187661|XP_020812739.1|DSER	LOC108604643|XP_017849681.1|DBUS
OG0006457	LOC110184298|XP_020808449.1|DSER	LOC108601799|XP_017845223.1|DBUS
OG0006458	LOC110183326|XP_020807233.1|DSER	LOC108598343|XP_033150571.1|DBUS
OG0006459	LOC110188215|XP_020813513.1|DSER	LOC108604783|XP_017849869.1|DBUS
