Orthogroup	DSER.longest_only	DMAU.longest_only
OG0006408	LOC110184165|XP_020808235.1|DSER	LOC117148576|XP_033171934.1|DMAU
OG0006409	LOC110184226|XP_020808344.1|DSER	LOC117148152|XP_033171275.1|DMAU
OG0006410	LOC110181514|XP_020804947.1|DSER	LOC117147322|XP_033170064.1|DMAU
OG0006411	LOC110179678|XP_020802949.1|DSER	LOC117148067|XP_033171149.1|DMAU
OG0006412	LOC110186785|XP_020811719.1|DSER	LOC117144861|XP_033166156.1|DMAU
OG0006413	LOC110186411|XP_020811241.1|DSER	LOC117143058|XP_033163399.1|DMAU
OG0006414	LOC110188356|XP_020813723.1|DSER	LOC117143563|XP_033164198.1|DMAU
OG0006415	LOC110182215|XP_020805900.1|DSER	LOC117146383|XP_033168441.1|DMAU
OG0006416	LOC110183497|XP_020807439.1|DSER	LOC117146966|XP_033169525.1|DMAU
OG0006417	LOC110185811|XP_020810474.1|DSER	LOC117139340|XP_033157481.1|DMAU
OG0006418	LOC110179108|XP_020802157.1|DSER	LOC117147964|XP_033171001.1|DMAU
OG0006419	LOC110191391|XP_020817905.1|DSER	LOC117144417|XP_033165449.1|DMAU
OG0006420	LOC110186397|XP_020811222.1|DSER	LOC117142587|XP_033162548.1|DMAU
OG0006421	LOC110182709|XP_020806466.1|DSER	LOC117149614|XP_033172694.1|DMAU
OG0006422	LOC110183121|XP_020806971.1|DSER	LOC117135526|XP_033151684.1|DMAU
OG0006423	LOC110188334|XP_020813701.1|DSER	LOC117142804|XP_033162903.1|DMAU
OG0006424	LOC110188336|XP_020813703.1|DSER	LOC117142806|XP_033162905.1|DMAU
OG0006425	LOC110187961|XP_020813139.1|DSER	LOC117144594|XP_033165765.1|DMAU
OG0006426	LOC110187960|XP_020813138.1|DSER	LOC117144593|XP_033165764.1|DMAU
OG0006427	LOC110177393|XP_020799755.1|DSER	LOC117143437|XP_033164035.1|DMAU
OG0006428	LOC110177175|XP_020799422.1|DSER	LOC117142999|XP_033163248.1|DMAU
OG0006429	LOC110191307|XP_020817776.1|DSER	LOC117142969|XP_033163206.1|DMAU
OG0006430	LOC110184671|XP_020808937.1|DSER	LOC117139043|XP_033157035.1|DMAU
OG0006431	LOC110176410|XP_020798408.1|DSER	LOC117143341|XP_033163895.1|DMAU
OG0006432	LOC110188263|XP_020813608.1|DSER	LOC117146108|XP_033167982.1|DMAU
OG0006433	LOC110188064|XP_020813273.1|DSER	LOC117142904|XP_033163077.1|DMAU
OG0006434	LOC110183386|XP_020807311.1|DSER	LOC117135126|XP_033151040.1|DMAU
OG0006435	LOC110177285|XP_020799594.1|DSER	LOC117143071|XP_033163423.1|DMAU
OG0006436	LOC110181488|XP_020804908.1|DSER	LOC117147595|XP_033170435.1|DMAU
OG0006437	LOC110184197|XP_020808287.1|DSER	LOC117148672|XP_033172081.1|DMAU
OG0006438	LOC110187556|XP_020812604.1|DSER	LOC117145948|XP_033167725.1|DMAU
OG0006441	LOC110191393|XP_020817910.1|DSER	LOC117143738|XP_033164439.1|DMAU
OG0006442	LOC110189685|XP_020815514.1|DSER	LOC117142593|XP_033162559.1|DMAU
OG0006443	LOC110191807|XP_020818418.1|DSER	LOC117145723|XP_033167363.1|DMAU
OG0006444	LOC110186174|XP_020810886.1|DSER	LOC117142773|XP_033162852.1|DMAU
OG0006445	LOC110182502|XP_020806209.1|DSER	LOC117148891|XP_033172486.1|DMAU
OG0006446	LOC110189039|XP_020814667.1|DSER	LOC117143718|XP_033164407.1|DMAU
OG0006447	LOC110190875|XP_020817191.1|DSER	LOC117144880|XP_033166182.1|DMAU
OG0006448	LOC110189720|XP_020815573.1|DSER	LOC117144544|XP_033165671.1|DMAU
OG0006449	LOC110189468|XP_020815209.1|DSER	LOC117145220|XP_033166682.1|DMAU
OG0006450	LOC110187209|XP_020812268.1|DSER	LOC117139880|XP_033158438.1|DMAU
OG0006451	LOC110184367|XP_020808520.1|DSER	LOC117148741|XP_033172201.1|DMAU
OG0006452	LOC110190859|XP_020817168.1|DSER	LOC117143201|XP_033163635.1|DMAU
OG0006453	LOC110185217|XP_020809605.1|DSER	LOC117139316|XP_033157451.1|DMAU
OG0006454	LOC110179485|XP_020802718.1|DSER	LOC117146462|XP_033168584.1|DMAU
OG0006455	LOC110187895|XP_020813042.1|DSER	LOC117145917|XP_033167663.1|DMAU
OG0006456	LOC110187661|XP_020812739.1|DSER	LOC117145916|XP_033167662.1|DMAU
OG0006457	LOC110184298|XP_020808449.1|DSER	LOC117144291|XP_033165285.1|DMAU
OG0006458	LOC110183326|XP_020807233.1|DSER	LOC117147891|XP_033170881.1|DMAU
OG0006459	LOC110188215|XP_020813513.1|DSER	LOC117143374|XP_033163941.1|DMAU
OG0006460	LOC110191067|XP_020817458.1|DSER	LOC117142343|XP_033162151.1|DMAU
OG0006461	LOC110188187|XP_020813422.1|DSER	LOC117145701|XP_033167333.1|DMAU
OG0006462	LOC110185448|XP_020809940.1|DSER	LOC117144820|XP_033166093.1|DMAU
OG0006463	LOC110191867|XP_020818506.1|DSER	LOC117145867|XP_033167580.1|DMAU
OG0006464	LOC110184634|XP_020808890.1|DSER	LOC117140497|XP_033159352.1|DMAU
OG0006465	LOC110180441|XP_020803770.1|DSER	LOC117148706|XP_033172142.1|DMAU
OG0006466	LOC110182583|XP_020806288.1|DSER	LOC117147843|XP_033170797.1|DMAU
OG0006467	LOC110186376|XP_020811187.1|DSER	LOC117145055|XP_033166456.1|DMAU
OG0006468	LOC110190918|XP_020817238.1|DSER	LOC117142563|XP_033162506.1|DMAU
OG0006469	LOC110180097|XP_020803379.1|DSER	LOC117147571|XP_033170407.1|DMAU
OG0006470	LOC110190666|XP_020816925.1|DSER	LOC117140298|XP_033159033.1|DMAU
OG0006471	LOC110191070|XP_020817461.1|DSER	LOC117143685|XP_033164362.1|DMAU
OG0006472	LOC110191069|XP_020817460.1|DSER	LOC117143684|XP_033164361.1|DMAU
OG0006473	LOC110190610|XP_020816862.1|DSER	LOC117140771|XP_033159745.1|DMAU
OG0006474	LOC110176847|XP_020798972.1|DSER	LOC117135460|XP_033151545.1|DMAU
OG0006475	LOC110176640|XP_020798726.1|DSER	LOC117143660|XP_033164332.1|DMAU
OG0006476	LOC110180433|XP_020803763.1|DSER	LOC117147149|XP_033169821.1|DMAU
OG0006477	LOC110184439|XP_020808637.1|DSER	LOC117147672|XP_033170539.1|DMAU
OG0006478	LOC110191183|XP_020817607.1|DSER	LOC117144216|XP_033165159.1|DMAU
OG0006479	LOC110191445|XP_020817968.1|DSER	LOC117143266|XP_033163729.1|DMAU
OG0006480	LOC110191579|XP_020818121.1|DSER	LOC117138479|XP_033156499.1|DMAU
OG0006481	LOC110183980|XP_020807995.1|DSER	LOC117149441|XP_033172667.1|DMAU
OG0006482	LOC110190870|XP_020817182.1|DSER	LOC117142979|XP_033163222.1|DMAU
OG0006483	LOC110187830|XP_020812967.1|DSER	LOC117144152|XP_033165075.1|DMAU
OG0006484	LOC110187726|XP_020812834.1|DSER	LOC117144151|XP_033165073.1|DMAU
OG0006485	LOC110186441|XP_020811284.1|DSER	LOC117143863|XP_033164620.1|DMAU
OG0006486	LOC110176464|XP_020798480.1|DSER	LOC117143367|XP_033163933.1|DMAU
OG0006487	LOC110187704|XP_020812797.1|DSER	LOC117146039|XP_033167867.1|DMAU
OG0006488	LOC110183648|XP_020807631.1|DSER	LOC117141312|XP_033160589.1|DMAU
OG0006489	LOC110186542|XP_020811408.1|DSER	LOC117144538|XP_033165662.1|DMAU
OG0006490	LOC110190982|XP_020817349.1|DSER	LOC117142998|XP_033163247.1|DMAU
OG0006491	LOC110187534|XP_020812587.1|DSER	LOC117150902|XP_033173936.1|DMAU
OG0006492	LOC110191112|XP_020817516.1|DSER	LOC117143024|XP_033163297.1|DMAU
OG0006493	LOC110184433|XP_020808628.1|DSER	LOC117147068|XP_033169719.1|DMAU
OG0006494	LOC110187044|XP_020812075.1|DSER	LOC117147198|XP_033169893.1|DMAU
OG0006495	LOC110181894|XP_020805485.1|DSER	LOC117146746|XP_033169113.1|DMAU
OG0006496	LOC110191130|XP_020817542.1|DSER	LOC117143683|XP_033164359.1|DMAU
OG0006497	LOC110187911|XP_020813073.1|DSER	LOC117144319|XP_033165322.1|DMAU
OG0006498	LOC110188125|XP_020813371.1|DSER	LOC117142626|XP_033162619.1|DMAU
OG0006499	LOC110191109|XP_020817512.1|DSER	LOC117144596|XP_033165767.1|DMAU
OG0006500	LOC110183397|XP_020807326.1|DSER	LOC117135223|XP_033151230.1|DMAU
OG0006501	LOC110186777|XP_020811707.1|DSER	LOC117143076|XP_033163433.1|DMAU
OG0006502	LOC110186600|XP_020811490.1|DSER	LOC117143969|XP_033164796.1|DMAU
OG0006503	LOC110186275|XP_020811047.1|DSER	LOC117143422|XP_033164016.1|DMAU
OG0006504	LOC110186594|XP_020811481.1|DSER	LOC117143420|XP_033164014.1|DMAU
OG0006505	LOC110189017|XP_020814637.1|DSER	LOC117145747|XP_033167400.1|DMAU
OG0006506	LOC110190209|XP_020816224.1|DSER	LOC117139472|XP_033157681.1|DMAU
OG0006507	LOC110188216|XP_020813514.1|DSER	LOC117145203|XP_033166657.1|DMAU
OG0006508	LOC110188442|XP_020813827.1|DSER	LOC117143707|XP_033164395.1|DMAU
OG0006509	LOC110179098|XP_020802142.1|DSER	LOC117148173|XP_033171333.1|DMAU
OG0006510	LOC110191439|XP_020817961.1|DSER	LOC117142430|XP_033162281.1|DMAU
OG0006511	LOC110187657|XP_020812735.1|DSER	LOC117142692|XP_033162739.1|DMAU
OG0006512	LOC110177221|XP_020799497.1|DSER	LOC117144914|XP_033166249.1|DMAU
OG0006513	LOC110188103|XP_020813325.1|DSER	LOC117144912|XP_033166240.1|DMAU
OG0006514	LOC110190573|XP_020816821.1|DSER	LOC117143208|XP_033163646.1|DMAU
OG0006515	LOC110188023|XP_020813221.1|DSER	LOC117143105|XP_033163478.1|DMAU
OG0006516	LOC110191373|XP_020817884.1|DSER	LOC117146019|XP_033167840.1|DMAU
OG0006517	LOC110190255|XP_020816283.1|DSER	LOC117142836|XP_033162959.1|DMAU
OG0006518	LOC110189081|XP_020814715.1|DSER	LOC117143036|XP_033163328.1|DMAU
OG0006519	LOC110190266|XP_020816295.1|DSER	LOC117142837|XP_033162960.1|DMAU
OG0006520	LOC110186988|XP_020812004.1|DSER	LOC117142541|XP_033162480.1|DMAU
OG0006521	LOC110186929|XP_020811914.1|DSER	LOC117143995|XP_033164833.1|DMAU
OG0006522	LOC110186406|XP_020811231.1|DSER	LOC117142540|XP_033162479.1|DMAU
OG0006523	LOC110191781|XP_020818387.1|DSER	LOC117143279|XP_033163749.1|DMAU
OG0006524	LOC110185593|XP_020810187.1|DSER	LOC117146352|XP_033168397.1|DMAU
OG0006525	LOC110181779|XP_020805317.1|DSER	LOC117147416|XP_033170185.1|DMAU
OG0006526	LOC110176657|XP_020798750.1|DSER	LOC117145897|XP_033167639.1|DMAU
OG0006527	LOC110176647|XP_020798734.1|DSER	LOC117144702|XP_033165921.1|DMAU
OG0006528	LOC110176586|XP_020798660.1|DSER	LOC117143650|XP_033164321.1|DMAU
OG0006529	LOC110176646|XP_020798733.1|DSER	LOC117144077|XP_033164978.1|DMAU
OG0006530	LOC110176624|XP_020798708.1|DSER	LOC117145102|XP_033166513.1|DMAU
OG0006531	LOC110176654|XP_020798747.1|DSER	LOC117143561|XP_033164195.1|DMAU
OG0006532	LOC110176593|XP_020798668.1|DSER	LOC117144473|XP_033165536.1|DMAU
OG0006533	LOC110177739|XP_020800254.1|DSER	LOC117136684|XP_033153586.1|DMAU
OG0006534	LOC110191874|XP_020818516.1|DSER	LOC117145550|XP_033167138.1|DMAU
OG0006535	LOC110191425|XP_020817943.1|DSER	LOC117145951|XP_033167727.1|DMAU
OG0006536	LOC110189561|XP_020815354.1|DSER	LOC117142901|XP_033163073.1|DMAU
OG0006537	LOC110186699|XP_020811631.1|DSER	LOC117144974|XP_033166330.1|DMAU
OG0006538	LOC110177457|XP_020799850.1|DSER	LOC117142929|XP_033163118.1|DMAU
OG0006539	LOC110186826|XP_020811772.1|DSER	LOC117142667|XP_033162692.1|DMAU
OG0006540	LOC110190956|XP_020817300.1|DSER	LOC117143162|XP_033163564.1|DMAU
OG0006541	LOC110186945|XP_020811938.1|DSER	LOC117144124|XP_033165038.1|DMAU
OG0006542	LOC110186946|XP_020811939.1|DSER	LOC117144126|XP_033165041.1|DMAU
OG0006543	LOC110186396|XP_020811218.1|DSER	LOC117142580|XP_033162540.1|DMAU
OG0006544	LOC110190158|XP_020816156.1|DSER	LOC117146111|XP_033167987.1|DMAU
OG0006545	LOC110179669|XP_020802939.1|DSER	LOC117148888|XP_033172484.1|DMAU
OG0006546	LOC110191319|XP_020817800.1|DSER	LOC117142261|XP_033162015.1|DMAU
OG0006547	LOC110191160|XP_020817577.1|DSER	LOC117142279|XP_033162051.1|DMAU
OG0006548	LOC110184281|XP_020808425.1|DSER	LOC117143133|XP_033163516.1|DMAU
OG0006549	LOC110177356|XP_020799707.1|DSER	LOC117144940|XP_033166285.1|DMAU
OG0006550	LOC110186908|XP_020811887.1|DSER	LOC117143755|XP_033164459.1|DMAU
OG0006551	LOC110181858|XP_020805436.1|DSER	LOC117147391|XP_033170151.1|DMAU
OG0006552	LOC110181738|XP_020805257.1|DSER	LOC117147555|XP_033170388.1|DMAU
OG0006553	LOC110186891|XP_020811849.1|DSER	LOC117145112|XP_033166523.1|DMAU
OG0006554	LOC110188736|XP_020814227.1|DSER	LOC117145567|XP_033167162.1|DMAU
OG0006555	LOC110188071|XP_020813281.1|DSER	LOC117144068|XP_033164968.1|DMAU
OG0006556	LOC110191290|XP_020817758.1|DSER	LOC117142753|XP_033162825.1|DMAU
OG0006557	LOC110186526|XP_020811383.1|DSER	LOC117145330|XP_033166826.1|DMAU
OG0006558	LOC110189888|XP_020815801.1|DSER	LOC117144521|XP_033165631.1|DMAU
OG0006559	LOC110188439|XP_020813825.1|DSER	LOC117146057|XP_033167888.1|DMAU
OG0006560	LOC110176450|XP_020798460.1|DSER	LOC117145756|XP_033167412.1|DMAU
OG0006561	LOC110176522|XP_020798558.1|DSER	LOC117145755|XP_033167411.1|DMAU
OG0006562	LOC110187000|XP_020812019.1|DSER	LOC117142782|XP_033162864.1|DMAU
OG0006563	LOC110191275|XP_020817729.1|DSER	LOC117142875|XP_033163033.1|DMAU
OG0006564	LOC110191131|XP_020817543.1|DSER	LOC117145136|XP_033166548.1|DMAU
OG0006565	LOC110191415|XP_020817932.1|DSER	LOC117143709|XP_033164399.1|DMAU
OG0006566	LOC110176444|XP_020798452.1|DSER	LOC117142717|XP_033162768.1|DMAU
OG0006567	LOC110190881|XP_020817196.1|DSER	LOC117145537|XP_033167123.1|DMAU
OG0006568	LOC110190880|XP_020817195.1|DSER	LOC117145533|XP_033167118.1|DMAU
OG0006569	LOC110190528|XP_020816733.1|DSER	LOC117141399|XP_033160709.1|DMAU
OG0006570	LOC110177139|XP_020799372.1|DSER	LOC117143408|XP_033163993.1|DMAU
OG0006571	LOC110188269|XP_020813617.1|DSER	LOC117143145|XP_033163532.1|DMAU
OG0006572	LOC110189027|XP_020814649.1|DSER	LOC117145080|XP_033166488.1|DMAU
OG0006573	LOC110191757|XP_020818355.1|DSER	LOC117144884|XP_033166186.1|DMAU
OG0006574	LOC110190939|XP_020817265.1|DSER	LOC117143831|XP_033164567.1|DMAU
OG0006575	LOC110186541|XP_020811404.1|DSER	LOC117145386|XP_033166910.1|DMAU
OG0006576	LOC110187816|XP_020812953.1|DSER	LOC117142895|XP_033163065.1|DMAU
OG0006577	LOC110186440|XP_020811283.1|DSER	LOC117143862|XP_033164619.1|DMAU
OG0006578	LOC110187815|XP_020812952.1|DSER	LOC117142894|XP_033163062.1|DMAU
OG0006579	LOC110183875|XP_020807887.1|DSER	LOC117150965|XP_033174036.1|DMAU
OG0006580	LOC110187843|XP_020812984.1|DSER	LOC117143771|XP_033164491.1|DMAU
OG0006581	LOC110188500|XP_020813890.1|DSER	LOC117145097|XP_033166507.1|DMAU
OG0006582	LOC110187639|XP_020812705.1|DSER	LOC117142339|XP_033162147.1|DMAU
OG0006583	LOC110187796|XP_020812929.1|DSER	LOC117144184|XP_033165122.1|DMAU
OG0006584	LOC110176987|XP_020799155.1|DSER	LOC117150342|XP_033173080.1|DMAU
OG0006585	LOC110184982|XP_020809293.1|DSER	LOC117150302|XP_033173016.1|DMAU
OG0006586	LOC110176531|XP_020798570.1|DSER	LOC117142546|XP_033162487.1|DMAU
OG0006587	LOC110176527|XP_020798563.1|DSER	LOC117142542|XP_033162481.1|DMAU
OG0006588	LOC110191430|XP_020817947.1|DSER	LOC117142366|XP_033162184.1|DMAU
OG0006589	LOC110177133|XP_020799362.1|DSER	LOC117144860|XP_033166154.1|DMAU
OG0006590	LOC110191755|XP_020818353.1|DSER	LOC117144209|XP_033165150.1|DMAU
OG0006591	LOC110190007|XP_020815964.1|DSER	LOC117140509|XP_033159373.1|DMAU
OG0006592	LOC110188451|XP_020813839.1|DSER	LOC117143224|XP_033163664.1|DMAU
OG0006593	LOC110188449|XP_020813836.1|DSER	LOC117143222|XP_033163662.1|DMAU
OG0006594	LOC110190542|XP_020816748.1|DSER	LOC117142075|XP_033161845.1|DMAU
OG0006595	LOC110188931|XP_020814516.1|DSER	LOC117135933|XP_033152397.1|DMAU
OG0006596	LOC110184030|XP_020808053.1|DSER	LOC117138701|XP_033156851.1|DMAU
OG0006597	LOC110188870|XP_020814442.1|DSER	LOC117139180|XP_033157240.1|DMAU
OG0006598	LOC110183367|XP_020807288.1|DSER	LOC117138745|XP_033156855.1|DMAU
OG0006599	LOC110178586|XP_020801424.1|DSER	LOC117139967|XP_033158559.1|DMAU
OG0006600	LOC110176740|XP_020798843.1|DSER	LOC117139355|XP_033157494.1|DMAU
OG0006601	LOC110187057|XP_020812105.1|DSER	LOC117141266|XP_033160526.1|DMAU
OG0006602	LOC110187065|XP_020812117.1|DSER	LOC117141267|XP_033160527.1|DMAU
OG0006603	LOC110187455|XP_020812505.1|DSER	LOC117140155|XP_033158819.1|DMAU
OG0006604	LOC110190731|XP_020817011.1|DSER	LOC117141662|XP_033161143.1|DMAU
OG0006605	LOC110181852|XP_020805423.1|DSER	LOC117148154|XP_033171278.1|DMAU
OG0006606	LOC110178784|XP_020801689.1|DSER	LOC117141973|XP_033161663.1|DMAU
OG0006607	LOC110178649|XP_020801500.1|DSER	LOC117141430|XP_033160760.1|DMAU
OG0006608	LOC110177189|XP_020799443.1|DSER	LOC117145072|XP_033166479.1|DMAU
OG0006609	LOC110186377|XP_020811189.1|DSER	LOC117144122|XP_033165035.1|DMAU
OG0006610	LOC110190472|XP_020816640.1|DSER	LOC117140297|XP_033159024.1|DMAU
OG0006611	LOC110188894|XP_020814472.1|DSER	LOC117140962|XP_033160073.1|DMAU
OG0006612	LOC110188907|XP_020814487.1|DSER	LOC117141421|XP_033160740.1|DMAU
OG0006613	LOC110188899|XP_020814479.1|DSER	LOC117140629|XP_033159540.1|DMAU
OG0006614	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER	LOC117141341|XP_033160635.1|DMAU
OG0006615	LOC110188884|XP_020814461.1|DSER	LOC117141056|XP_033160234.1|DMAU
OG0006616	LOC110190430|XP_020816570.1|DSER	LOC117139260|XP_033157369.1|DMAU
OG0006617	LOC110185202|XP_020809587.1|DSER	LOC117140052|XP_033158680.1|DMAU
OG0006618	LOC110190567|XP_020816802.1|DSER	LOC117140906|XP_033159967.1|DMAU
OG0006619	LOC110188880|XP_020814457.1|DSER	LOC117141764|XP_033161284.1|DMAU
OG0006620	LOC110188813|XP_020814350.1|DSER	LOC117141762|XP_033161280.1|DMAU
OG0006621	LOC110187123|XP_020812196.1|DSER	LOC117140367|XP_033159119.1|DMAU
OG0006622	LOC110183638|XP_020807616.1|DSER	LOC117139604|XP_033157929.1|DMAU
OG0006623	LOC110183661|XP_020807647.1|DSER	LOC117139933|XP_033158510.1|DMAU
OG0006624	LOC110189728|XP_020815578.1|DSER	LOC117136169|XP_033152802.1|DMAU
OG0006625	LOC110189732|XP_020815585.1|DSER	LOC117136177|XP_033152810.1|DMAU
OG0006626	LOC110189357|XP_020815058.1|DSER	LOC117137175|XP_033154380.1|DMAU
OG0006627	LOC110191108|XP_020817515.1|DSER	LOC117137985|XP_033155658.1|DMAU
OG0006628	LOC110176426|XP_020798436.1|DSER	LOC117137984|XP_033155653.1|DMAU
OG0006629	LOC110179200|XP_020802276.1|DSER	LOC117135754|XP_033152101.1|DMAU
OG0006630	LOC110179349|XP_020802519.1|DSER	LOC117137793|XP_033155347.1|DMAU
OG0006631	LOC110189074|XP_020814703.1|DSER	LOC117139377|XP_033157526.1|DMAU
OG0006632	LOC110181889|XP_020805482.1|DSER	LOC117136845|XP_033153829.1|DMAU
OG0006633	LOC110177607|XP_020800065.1|DSER	LOC117142122|XP_033161909.1|DMAU
OG0006634	LOC110178160|XP_020800852.1|DSER	LOC117138418|XP_033156410.1|DMAU
OG0006635	LOC110183202|XP_020807073.1|DSER	LOC117135573|XP_033151827.1|DMAU
OG0006636	LOC110181497|XP_020804924.1|DSER	LOC117147346|XP_033170096.1|DMAU
OG0006637	LOC110178754|XP_020801646.1|DSER	LOC117139796|XP_033158302.1|DMAU
OG0006638	LOC110177079|XP_020799255.1|DSER	LOC117138071|XP_033155786.1|DMAU
OG0006639	LOC110177082|XP_020799269.1|DSER	LOC117138001|XP_033155693.1|DMAU
OG0006640	LOC110182884|XP_020806687.1|DSER	LOC117138270|XP_033156128.1|DMAU
OG0006641	LOC110191142|XP_020817559.1|DSER	LOC117137374|XP_033154669.1|DMAU
OG0006642	LOC110191665|XP_020818226.1|DSER	LOC117135909|XP_033152366.1|DMAU
OG0006643	LOC110191662|XP_020818219.1|DSER	LOC117136241|XP_033152917.1|DMAU
OG0006644	LOC110181228|XP_020804584.1|DSER	LOC117139293|XP_033157415.1|DMAU
OG0006645	LOC110181365|XP_020804748.1|DSER	LOC117135267|XP_033151315.1|DMAU
OG0006646	LOC110178233|XP_020800943.1|DSER	LOC117136262|XP_033152971.1|DMAU
OG0006647	LOC110178491|XP_020801297.1|DSER	LOC117135937|XP_033152408.1|DMAU
OG0006648	LOC110177617|XP_020800081.1|DSER	LOC117140185|XP_033158852.1|DMAU
OG0006649	LOC110180475|XP_020803821.1|DSER	LOC117136150|XP_033152758.1|DMAU
OG0006650	LOC110189781|XP_020815666.1|DSER	LOC117136363|XP_033153125.1|DMAU
OG0006651	LOC110190418|XP_020816549.1|DSER	LOC117141666|XP_033161146.1|DMAU
OG0006652	LOC110178599|XP_020801443.1|DSER	LOC117139869|XP_033158416.1|DMAU
OG0006653	LOC110188821|XP_020814360.1|DSER	LOC117141989|XP_033161708.1|DMAU
OG0006654	LOC110183628|XP_020807605.1|DSER	LOC117139915|XP_033158488.1|DMAU
OG0006655	LOC110182751|XP_020806521.1|DSER	LOC117141270|XP_033160531.1|DMAU
OG0006656	LOC110189978|XP_020815926.1|DSER	LOC117139331|XP_033157468.1|DMAU
OG0006657	LOC110182907|XP_020806725.1|DSER	LOC117137632|XP_033155055.1|DMAU
OG0006658	LOC110178636|XP_020801482.1|DSER	LOC117139602|XP_033157926.1|DMAU
OG0006659	LOC110178612|XP_020801455.1|DSER	LOC117141260|XP_033160521.1|DMAU
OG0006660	LOC110184748|XP_020809037.1|DSER	LOC117140969|XP_033160089.1|DMAU
OG0006661	LOC110184718|XP_020808996.1|DSER	LOC117139166|XP_033157216.1|DMAU
OG0006662	LOC110185858|XP_020810526.1|DSER	LOC117135235|XP_033151248.1|DMAU
OG0006663	LOC110178770|XP_020801667.1|DSER	LOC117141000|XP_033160142.1|DMAU
OG0006664	LOC110188315|XP_020813682.1|DSER	LOC117143188|XP_033163614.1|DMAU
OG0006665	LOC110184493|XP_020808706.1|DSER	LOC117139609|XP_033157939.1|DMAU
OG0006666	LOC110182864|XP_020806665.1|DSER	LOC117137150|XP_033154351.1|DMAU
OG0006667	LOC110189979|XP_020815927.1|DSER	LOC117139018|XP_033157003.1|DMAU
OG0006668	LOC110182955|XP_020806805.1|DSER	LOC117136666|XP_033153557.1|DMAU
OG0006669	LOC110187212|XP_020812274.1|DSER	LOC117141602|XP_033161009.1|DMAU
OG0006670	LOC110187168|XP_020812235.1|DSER	LOC117141551|XP_033160947.1|DMAU
OG0006671	LOC110187002|XP_020812024.1|DSER	LOC117142036|XP_033161793.1|DMAU
OG0006672	LOC110190357|XP_020816421.1|DSER	LOC117141423|XP_033160743.1|DMAU
OG0006673	LOC110189053|XP_020814678.1|DSER	LOC117139246|XP_033157350.1|DMAU
OG0006674	LOC110178593|XP_020801438.1|DSER	LOC117141249|XP_033160506.1|DMAU
OG0006675	LOC110183705|XP_020807710.1|DSER	LOC117141963|XP_033161651.1|DMAU
OG0006676	LOC110176181|XP_020798087.1|DSER	LOC117139509|XP_033157756.1|DMAU
OG0006677	LOC110190668|XP_020816927.1|DSER	LOC117141867|XP_033161439.1|DMAU
OG0006678	LOC110176714|XP_020798813.1|DSER	LOC117138963|XP_033156897.1|DMAU
OG0006679	LOC110188818|XP_020814357.1|DSER	LOC117139713|XP_033158121.1|DMAU
OG0006680	LOC110191358|XP_020817865.1|DSER	LOC117143361|XP_033163924.1|DMAU
OG0006681	LOC110186993|XP_020812013.1|DSER	LOC117142035|XP_033161791.1|DMAU
OG0006682	LOC110190519|XP_020816711.1|DSER	LOC117139947|XP_033158526.1|DMAU
OG0006683	LOC110190624|XP_020816877.1|DSER	LOC117141659|XP_033161140.1|DMAU
OG0006684	LOC110190621|XP_020816875.1|DSER	LOC117141866|XP_033161438.1|DMAU
OG0006685	LOC110189275|XP_020814953.1|DSER	LOC117135804|XP_033152194.1|DMAU
OG0006686	LOC110178759|XP_020801651.1|DSER	LOC117141316|XP_033160593.1|DMAU
OG0006687	LOC110181807|XP_020805353.1|DSER	LOC117147776|XP_033170703.1|DMAU
OG0006688	LOC110184740|XP_020809028.1|DSER	LOC117141298|XP_033160567.1|DMAU
OG0006689	LOC110177622|XP_020800086.1|DSER	LOC117140572|XP_033159463.1|DMAU
OG0006690	LOC110190869|XP_020817179.1|DSER	LOC117143887|XP_033164676.1|DMAU
OG0006691	LOC110187756|XP_020812880.1|DSER	LOC117139263|XP_033157374.1|DMAU
OG0006692	LOC110177605|XP_020800062.1|DSER	LOC117142115|XP_033161902.1|DMAU
OG0006693	LOC110185284|XP_020809690.1|DSER	LOC117139521|XP_033157772.1|DMAU
OG0006694	LOC110180135|XP_020803437.1|DSER	LOC117146781|XP_033169196.1|DMAU
OG0006695	LOC110190788|XP_020817085.1|DSER	LOC117140873|XP_033159907.1|DMAU
OG0006696	LOC110185790|XP_020810453.1|DSER	LOC117150699|XP_033173601.1|DMAU
OG0006697	LOC110190687|XP_020816956.1|DSER	LOC117140439|XP_033159253.1|DMAU
OG0006698	LOC110177544|XP_020799972.1|DSER	LOC117139793|XP_033158299.1|DMAU
OG0006699	LOC110182792|XP_020806584.1|DSER	LOC117140370|XP_033159126.1|DMAU
OG0006700	LOC110190823|XP_020817138.1|DSER	LOC117140002|XP_033158604.1|DMAU
OG0006701	LOC110189365|XP_020815071.1|DSER	LOC117135609|XP_033151861.1|DMAU
OG0006702	LOC110178741|XP_020801628.1|DSER	LOC117141640|XP_033161086.1|DMAU
OG0006703	LOC110189951|XP_020815898.1|DSER	LOC117140980|XP_033160119.1|DMAU
OG0006704	LOC110189952|XP_020815900.1|DSER	LOC117140981|XP_033160120.1|DMAU
OG0006705	LOC110188967|XP_020814570.1|DSER	LOC117136841|XP_033153813.1|DMAU
