Orthogroup	DSER.longest_only	DBIA.longest_only
OG0006334	LOC110180406|XP_020803719.1|DSER	LOC108023386|XP_016948282.1|DBIA
OG0006335	LOC110188828|XP_020814381.1|DSER	LOC108031981|XP_016961265.1|DBIA
OG0006336	LOC110182057|XP_020805672.1|DSER	LOC108025743|XP_016951820.1|DBIA
OG0006337	LOC110176073|XP_020797953.1|DSER	LOC108032076|XP_016961389.1|DBIA
OG0006338	LOC110176445|XP_020798453.1|DSER	LOC108024984|XP_016950721.1|DBIA
OG0006339	LOC110184393|XP_020808561.1|DSER	LOC108025888|XP_016952054.1|DBIA
OG0006340	LOC110179122|XP_020802171.1|DSER	LOC108025837|XP_016951984.1|DBIA
OG0006341	LOC110176123|XP_020798019.1|DSER	LOC108023480|XP_016948490.1|DBIA
OG0006342	LOC110175932|XP_020797770.1|DSER	LOC108023696|XP_016948809.1|DBIA
OG0006343	LOC110176094|XP_020797993.1|DSER	LOC108023239|XP_016948006.1|DBIA
OG0006344	LOC110180638|XP_020803990.1|DSER	LOC108033006|XP_016962620.1|DBIA
OG0006345	LOC110188657|XP_020814101.1|DSER	LOC108031480|XP_016960446.1|DBIA
OG0006346	LOC110186861|XP_020811812.1|DSER	LOC108026336|XP_016952729.1|DBIA
OG0006347	LOC110176393|XP_020798381.1|DSER	LOC108026282|XP_016952638.1|DBIA
OG0006348	LOC110182555|XP_020806266.1|DSER	LOC108025917|XP_016952093.1|DBIA
OG0006349	LOC110179433|XP_020802625.1|DSER	LOC108023526|XP_016948574.1|DBIA
OG0006350	LOC110186544|XP_020811406.1|DSER	LOC108026001|XP_016952180.1|DBIA
OG0006351	LOC110180119|XP_020803418.1|DSER	LOC108024007|XP_016949238.1|DBIA
OG0006352	LOC110189233|XP_020814875.1|DSER	LOC108023081|XP_016947820.1|DBIA
OG0006353	LOC110186564|XP_020811427.1|DSER	LOC108025245|XP_016951084.1|DBIA
OG0006354	LOC110177429|XP_020799811.1|DSER	LOC108031850|XP_016961092.1|DBIA
OG0006355	LOC110179381|XP_020802554.1|DSER	LOC108023432|XP_016948408.1|DBIA
OG0006356	LOC110181758|XP_020805280.1|DSER	LOC108023453|XP_016948439.1|DBIA
OG0006357	LOC110181678|XP_020805172.1|DSER	LOC108023455|XP_016948441.1|DBIA
OG0006358	LOC110177637|XP_020800108.1|DSER	LOC108029288|XP_016956979.1|DBIA
OG0006359	LOC110191777|XP_020818381.1|DSER	LOC108026232|XP_016952556.1|DBIA
OG0006360	LOC110181918|XP_020805513.1|DSER	LOC108033216|XP_016962961.1|DBIA
OG0006361	LOC110191772|XP_020818376.1|DSER	LOC108027432|XP_016954368.1|DBIA
OG0006362	LOC110179512|XP_020802748.1|DSER	LOC108023551|XP_016948616.1|DBIA
OG0006363	LOC110181776|XP_020805313.1|DSER	LOC108027525|XP_016954457.1|DBIA
OG0006364	LOC110187293|XP_020812341.1|DSER	LOC108033403|XP_016963213.1|DBIA
OG0006365	LOC110176067|XP_020797947.1|DSER	LOC108027626|XP_016954635.1|DBIA
OG0006366	LOC110176016|XP_020797884.1|DSER	LOC108027509|XP_016954441.1|DBIA
OG0006367	LOC110179399|XP_020802582.1|DSER	LOC108023260|XP_016948031.1|DBIA
OG0006368	LOC110186630|XP_020811546.1|DSER	LOC108025421|XP_016951393.1|DBIA
OG0006369	LOC110186620|XP_020811515.1|DSER	LOC108025210|XP_016951036.1|DBIA
OG0006370	LOC110181707|XP_020805214.1|DSER	LOC108035812|XP_016967048.1|DBIA
OG0006371	LOC110186671|XP_020811594.1|DSER	LOC108025052|XP_016950798.1|DBIA
OG0006372	LOC110186779|XP_020811710.1|DSER	LOC108025087|XP_016950836.1|DBIA
OG0006373	LOC110181556|XP_020804997.1|DSER	LOC108024221|XP_016949577.1|DBIA
OG0006374	LOC110182197|XP_020805869.1|DSER	LOC108023950|XP_016949130.1|DBIA
OG0006375	LOC110184576|XP_020808810.1|DSER	LOC108026250|XP_016952594.1|DBIA
OG0006376	LOC110179379|XP_020802552.1|DSER	LOC108023481|XP_016948491.1|DBIA
OG0006377	LOC110181745|XP_020805264.1|DSER	LOC108035782|XP_016966992.1|DBIA
OG0006378	LOC110189033|XP_020814660.1|DSER	LOC108025340|XP_016951261.1|DBIA
OG0006379	LOC110181493|XP_020804915.1|DSER	LOC108026108|XP_016952299.1|DBIA
OG0006380	LOC110181711|XP_020805219.1|DSER	LOC108021974|XP_016946304.1|DBIA
OG0006381	LOC110180643|XP_020803996.1|DSER	LOC108023967|XP_016949177.1|DBIA
OG0006382	LOC110183512|XP_020807457.1|DSER	LOC108036430|XP_016968059.1|DBIA
OG0006383	LOC110180378|XP_020803703.1|DSER	LOC108033062|XP_016962708.1|DBIA
OG0006384	LOC110180331|XP_020803648.1|DSER	LOC108033208|XP_016962948.1|DBIA
OG0006385	LOC110177315|XP_020799646.1|DSER	LOC108031696|XP_016960843.1|DBIA
OG0006386	LOC110186034|XP_020810730.1|DSER	LOC108033713|XP_016963735.1|DBIA
OG0006387	LOC110186393|XP_020811214.1|DSER	LOC108025368|XP_016951317.1|DBIA
OG0006388	LOC110180471|XP_020803807.1|DSER	LOC108023384|XP_016948280.1|DBIA
OG0006389	LOC110180470|XP_020803806.1|DSER	LOC108023385|XP_016948281.1|DBIA
OG0006390	LOC110187770|XP_020812893.1|DSER	LOC108025633|XP_016951661.1|DBIA
OG0006391	LOC110184699|XP_020808974.1|DSER	LOC108025432|XP_016951412.1|DBIA
OG0006392	LOC110182567|XP_020806275.1|DSER	LOC108024214|XP_016949566.1|DBIA
OG0006393	LOC110181210|XP_020804551.1|DSER	LOC108033665|XP_016963593.1|DBIA
OG0006394	LOC110187759|XP_020812882.1|DSER	LOC108031029|XP_016959719.1|DBIA
OG0006395	LOC110186611|XP_020811502.1|DSER	LOC108031897|XP_016961153.1|DBIA
OG0006396	LOC110180141|XP_020803446.1|DSER	LOC108023920|XP_016949094.1|DBIA
OG0006397	LOC110184604|XP_020808855.1|DSER	LOC108033053|XP_016962669.1|DBIA
OG0006398	LOC110182097|XP_020805740.1|DSER	LOC108023665|XP_016948775.1|DBIA
OG0006399	LOC110184271|XP_020808395.1|DSER	LOC108026275|XP_016952630.1|DBIA
OG0006400	LOC110184269|XP_020808393.1|DSER	LOC108026259|XP_016952605.1|DBIA
OG0006401	LOC110185260|XP_020809658.1|DSER	LOC108035970|XP_016967278.1|DBIA
OG0006402	LOC110190952|XP_020817292.1|DSER	LOC108027031|XP_016953717.1|DBIA
OG0006403	LOC110191306|XP_020817775.1|DSER	LOC108027053|XP_016953750.1|DBIA
OG0006404	LOC110186950|XP_020811944.1|DSER	LOC108025265|XP_016951115.1|DBIA
OG0006405	LOC110191240|XP_020817677.1|DSER	LOC108028742|XP_016956199.1|DBIA
OG0006406	LOC110177460|XP_020799857.1|DSER	LOC108025447|XP_016951434.1|DBIA
OG0006407	LOC110184344|XP_020808498.1|DSER	LOC108023585|XP_016948672.1|DBIA
OG0006408	LOC110184165|XP_020808235.1|DSER	LOC108025617|XP_016951640.1|DBIA
OG0006409	LOC110184226|XP_020808344.1|DSER	LOC108036595|XP_016968347.1|DBIA
OG0006410	LOC110181514|XP_020804947.1|DSER	LOC108033202|XP_016962937.1|DBIA
OG0006411	LOC110179678|XP_020802949.1|DSER	LOC108024873|XP_016950507.1|DBIA
OG0006412	LOC110186785|XP_020811719.1|DSER	LOC108025395|XP_016951360.1|DBIA
OG0006413	LOC110186411|XP_020811241.1|DSER	LOC108025325|XP_016951239.1|DBIA
OG0006414	LOC110188356|XP_020813723.1|DSER	LOC108031793|XP_016960998.1|DBIA
OG0006415	LOC110182215|XP_020805900.1|DSER	LOC108027563|XP_016954530.1|DBIA
OG0006416	LOC110183497|XP_020807439.1|DSER	LOC108022016|XP_016946350.1|DBIA
OG0006417	LOC110185811|XP_020810474.1|DSER	LOC108027778|XP_016954830.1|DBIA
OG0006418	LOC110179108|XP_020802157.1|DSER	LOC108033184|XP_016962915.1|DBIA
OG0006419	LOC110191391|XP_020817905.1|DSER	LOC108025466|XP_016951458.1|DBIA
OG0006420	LOC110186397|XP_020811222.1|DSER	LOC108024723|XP_016950305.1|DBIA
OG0006421	LOC110182709|XP_020806466.1|DSER	LOC108033322|XP_016963093.1|DBIA
OG0006422	LOC110183121|XP_020806971.1|DSER	LOC108033789|XP_016963886.1|DBIA
OG0006423	LOC110188334|XP_020813701.1|DSER	LOC108031593|XP_016960654.1|DBIA
OG0006424	LOC110188336|XP_020813703.1|DSER	LOC108031980|XP_016961263.1|DBIA
OG0006425	LOC110187961|XP_020813139.1|DSER	LOC108031996|XP_016961278.1|DBIA
OG0006426	LOC110187960|XP_020813138.1|DSER	LOC108031994|XP_016961277.1|DBIA
OG0006427	LOC110177393|XP_020799755.1|DSER	LOC108024869|XP_016950502.1|DBIA
OG0006428	LOC110177175|XP_020799422.1|DSER	LOC108031607|XP_016960679.1|DBIA
OG0006429	LOC110191307|XP_020817776.1|DSER	LOC108026204|XP_016952494.1|DBIA
OG0006430	LOC110184671|XP_020808937.1|DSER	LOC108028717|XP_016956163.1|DBIA
OG0006431	LOC110176410|XP_020798408.1|DSER	LOC108025284|XP_016951150.1|DBIA
OG0006432	LOC110188263|XP_020813608.1|DSER	LOC108031440|XP_016960358.1|DBIA
OG0006433	LOC110188064|XP_020813273.1|DSER	LOC108024387|XP_016949785.1|DBIA
OG0006434	LOC110183386|XP_020807311.1|DSER	LOC108033798|XP_016963899.1|DBIA
OG0006435	LOC110177285|XP_020799594.1|DSER	LOC108025346|XP_016951286.1|DBIA
OG0006436	LOC110181488|XP_020804908.1|DSER	LOC108033130|XP_016962842.1|DBIA
OG0006437	LOC110184197|XP_020808287.1|DSER	LOC108033084|XP_016962752.1|DBIA
OG0006438	LOC110187556|XP_020812604.1|DSER	LOC108029052|XP_016956603.1|DBIA
OG0006439	LOC110190433|XP_020816578.1|DSER	LOC108023290|XP_016948085.1|DBIA
OG0006440	LOC110191417|XP_020817934.1|DSER	LOC108022993|XP_016947716.1|DBIA
OG0006441	LOC110191393|XP_020817910.1|DSER	LOC108027084|XP_016953789.1|DBIA
OG0006442	LOC110189685|XP_020815514.1|DSER	LOC108032007|XP_016961294.1|DBIA
OG0006443	LOC110191807|XP_020818418.1|DSER	LOC108027038|XP_016953727.1|DBIA
OG0006444	LOC110186174|XP_020810886.1|DSER	LOC108025360|XP_016951309.1|DBIA
OG0006445	LOC110182502|XP_020806209.1|DSER	LOC108028713|XP_016956153.1|DBIA
OG0006446	LOC110189039|XP_020814667.1|DSER	LOC108026415|XP_016952832.1|DBIA
OG0006447	LOC110190875|XP_020817191.1|DSER	LOC108026427|XP_016952849.1|DBIA
OG0006448	LOC110189720|XP_020815573.1|DSER	LOC108026316|XP_016952692.1|DBIA
OG0006449	LOC110189468|XP_020815209.1|DSER	LOC108025967|XP_016952150.1|DBIA
OG0006450	LOC110187209|XP_020812268.1|DSER	LOC108034003|XP_016964221.1|DBIA
OG0006451	LOC110184367|XP_020808520.1|DSER	LOC108023339|XP_016948167.1|DBIA
OG0006452	LOC110190859|XP_020817168.1|DSER	LOC108026329|XP_016952714.1|DBIA
OG0006453	LOC110185217|XP_020809605.1|DSER	LOC108028778|XP_016956246.1|DBIA
OG0006454	LOC110179485|XP_020802718.1|DSER	LOC108024129|XP_016949401.1|DBIA
OG0006455	LOC110187895|XP_020813042.1|DSER	LOC108024941|XP_016950631.1|DBIA
OG0006456	LOC110187661|XP_020812739.1|DSER	LOC108024986|XP_016950729.1|DBIA
OG0006457	LOC110184298|XP_020808449.1|DSER	LOC108031677|XP_016960808.1|DBIA
OG0006458	LOC110183326|XP_020807233.1|DSER	LOC108034938|XP_016965699.1|DBIA
OG0006459	LOC110188215|XP_020813513.1|DSER	LOC108031563|XP_016960599.1|DBIA
OG0006460	LOC110191067|XP_020817458.1|DSER	LOC108026355|XP_016952751.1|DBIA
OG0006461	LOC110188187|XP_020813422.1|DSER	LOC108027253|XP_016954096.1|DBIA
OG0006462	LOC110185448|XP_020809940.1|DSER	LOC108024340|XP_016949731.1|DBIA
OG0006463	LOC110191867|XP_020818506.1|DSER	LOC108026431|XP_016952856.1|DBIA
OG0006464	LOC110184634|XP_020808890.1|DSER	LOC108028570|XP_016955966.1|DBIA
OG0006465	LOC110180441|XP_020803770.1|DSER	LOC108023235|XP_016948000.1|DBIA
OG0006466	LOC110182583|XP_020806288.1|DSER	LOC108024122|XP_016949392.1|DBIA
OG0006467	LOC110186376|XP_020811187.1|DSER	LOC108032154|XP_016961489.1|DBIA
OG0006468	LOC110190918|XP_020817238.1|DSER	LOC108026464|XP_016952894.1|DBIA
OG0006469	LOC110180097|XP_020803379.1|DSER	LOC108024026|XP_016949282.1|DBIA
OG0006470	LOC110190666|XP_020816925.1|DSER	LOC108035422|XP_016966539.1|DBIA
OG0006471	LOC110191070|XP_020817461.1|DSER	LOC108026289|XP_016952644.1|DBIA
OG0006472	LOC110191069|XP_020817460.1|DSER	LOC108026435|XP_016952861.1|DBIA
OG0006473	LOC110190610|XP_020816862.1|DSER	LOC108035344|XP_016966419.1|DBIA
OG0006474	LOC110176847|XP_020798972.1|DSER	LOC108036267|XP_016967767.1|DBIA
OG0006475	LOC110176640|XP_020798726.1|DSER	LOC108027406|XP_016954334.1|DBIA
OG0006476	LOC110180433|XP_020803763.1|DSER	LOC108023736|XP_016948863.1|DBIA
OG0006477	LOC110184439|XP_020808637.1|DSER	LOC108025877|XP_016952040.1|DBIA
OG0006478	LOC110191183|XP_020817607.1|DSER	LOC108026367|XP_016952774.1|DBIA
OG0006479	LOC110191445|XP_020817968.1|DSER	LOC108026151|XP_016952373.1|DBIA
OG0006480	LOC110191579|XP_020818121.1|DSER	LOC108036523|XP_016968225.1|DBIA
OG0006481	LOC110183980|XP_020807995.1|DSER	LOC108034244|XP_016964585.1|DBIA
OG0006482	LOC110190870|XP_020817182.1|DSER	LOC108026286|XP_016952640.1|DBIA
OG0006483	LOC110187830|XP_020812967.1|DSER	LOC108031933|XP_016961201.1|DBIA
OG0006484	LOC110187726|XP_020812834.1|DSER	LOC108031930|XP_016961197.1|DBIA
OG0006485	LOC110186441|XP_020811284.1|DSER	LOC108032105|XP_016961423.1|DBIA
OG0006486	LOC110176464|XP_020798480.1|DSER	LOC108031101|XP_016959800.1|DBIA
OG0006487	LOC110187704|XP_020812797.1|DSER	LOC108032061|XP_016961368.1|DBIA
OG0006488	LOC110183648|XP_020807631.1|DSER	LOC108030893|XP_016959561.1|DBIA
OG0006489	LOC110186542|XP_020811408.1|DSER	LOC108024551|XP_016950020.1|DBIA
OG0006490	LOC110190982|XP_020817349.1|DSER	LOC108027339|XP_016954242.1|DBIA
OG0006491	LOC110187534|XP_020812587.1|DSER	LOC108033758|XP_016963820.1|DBIA
OG0006492	LOC110191112|XP_020817516.1|DSER	LOC108027313|XP_016954196.1|DBIA
OG0006493	LOC110184433|XP_020808628.1|DSER	LOC108033128|XP_016962839.1|DBIA
OG0006494	LOC110187044|XP_020812075.1|DSER	LOC108026135|XP_016952346.1|DBIA
OG0006495	LOC110181894|XP_020805485.1|DSER	LOC108032976|XP_016962538.1|DBIA
OG0006496	LOC110191130|XP_020817542.1|DSER	LOC108026337|XP_016952730.1|DBIA
OG0006497	LOC110187911|XP_020813073.1|DSER	LOC108025261|XP_016951114.1|DBIA
OG0006498	LOC110188125|XP_020813371.1|DSER	LOC108025495|XP_016951502.1|DBIA
OG0006499	LOC110191109|XP_020817512.1|DSER	LOC108025277|XP_016951132.1|DBIA
OG0006500	LOC110183397|XP_020807326.1|DSER	LOC108035218|XP_016966237.1|DBIA
OG0006501	LOC110186777|XP_020811707.1|DSER	LOC108025247|XP_016951086.1|DBIA
OG0006502	LOC110186600|XP_020811490.1|DSER	LOC108025253|XP_016951096.1|DBIA
OG0006503	LOC110186275|XP_020811047.1|DSER	LOC108025255|XP_016951097.1|DBIA
OG0006504	LOC110186594|XP_020811481.1|DSER	LOC108025252|XP_016951093.1|DBIA
OG0006505	LOC110189017|XP_020814637.1|DSER	LOC108025413|XP_016951384.1|DBIA
OG0006506	LOC110190209|XP_020816224.1|DSER	LOC108035592|XP_016966752.1|DBIA
OG0006507	LOC110188216|XP_020813514.1|DSER	LOC108025480|XP_016951482.1|DBIA
OG0006508	LOC110188442|XP_020813827.1|DSER	LOC108025107|XP_016950858.1|DBIA
OG0006509	LOC110179098|XP_020802142.1|DSER	LOC108025915|XP_016952089.1|DBIA
OG0006510	LOC110191439|XP_020817961.1|DSER	LOC108031485|XP_016960457.1|DBIA
OG0006511	LOC110187657|XP_020812735.1|DSER	LOC108024946|XP_016950665.1|DBIA
OG0006512	LOC110177221|XP_020799497.1|DSER	LOC108031457|XP_016960381.1|DBIA
OG0006513	LOC110188103|XP_020813325.1|DSER	LOC108024002|XP_016949235.1|DBIA
OG0006514	LOC110190573|XP_020816821.1|DSER	LOC108026459|XP_016952888.1|DBIA
OG0006515	LOC110188023|XP_020813221.1|DSER	LOC108031436|XP_016960338.1|DBIA
OG0006516	LOC110191373|XP_020817884.1|DSER	LOC108031131|XP_016959834.1|DBIA
OG0006517	LOC110190255|XP_020816283.1|DSER	LOC108032106|XP_016961424.1|DBIA
OG0006518	LOC110189081|XP_020814715.1|DSER	LOC108031365|XP_016960134.1|DBIA
OG0006519	LOC110190266|XP_020816295.1|DSER	LOC108032107|XP_016961426.1|DBIA
OG0006520	LOC110186988|XP_020812004.1|DSER	LOC108025443|XP_016951429.1|DBIA
OG0006521	LOC110186929|XP_020811914.1|DSER	LOC108032151|XP_016961485.1|DBIA
OG0006522	LOC110186406|XP_020811231.1|DSER	LOC108025459|XP_016951449.1|DBIA
OG0006523	LOC110191781|XP_020818387.1|DSER	LOC108026194|XP_016952474.1|DBIA
OG0006524	LOC110185593|XP_020810187.1|DSER	LOC108034088|XP_016964344.1|DBIA
OG0006525	LOC110181779|XP_020805317.1|DSER	LOC108024189|XP_016949525.1|DBIA
OG0006526	LOC110176657|XP_020798750.1|DSER	LOC108027129|XP_016953837.1|DBIA
OG0006527	LOC110176647|XP_020798734.1|DSER	LOC108027047|XP_016953737.1|DBIA
OG0006528	LOC110176586|XP_020798660.1|DSER	LOC108027086|XP_016953791.1|DBIA
OG0006529	LOC110176646|XP_020798733.1|DSER	LOC108027126|XP_016953832.1|DBIA
OG0006530	LOC110176624|XP_020798708.1|DSER	LOC108027094|XP_016953801.1|DBIA
OG0006531	LOC110176654|XP_020798747.1|DSER	LOC108027130|XP_016953838.1|DBIA
OG0006532	LOC110176593|XP_020798668.1|DSER	LOC108027035|XP_016953721.1|DBIA
OG0006533	LOC110177739|XP_020800254.1|DSER	LOC108023100|XP_016947853.1|DBIA
OG0006534	LOC110191874|XP_020818516.1|DSER	LOC108026444|XP_016952870.1|DBIA
OG0006535	LOC110191425|XP_020817943.1|DSER	LOC108026155|XP_016952380.1|DBIA
OG0006536	LOC110189561|XP_020815354.1|DSER	LOC108027283|XP_016954159.1|DBIA
OG0006537	LOC110186699|XP_020811631.1|DSER	LOC108025094|XP_016950845.1|DBIA
OG0006538	LOC110177457|XP_020799850.1|DSER	LOC108024631|XP_016950161.1|DBIA
OG0006539	LOC110186826|XP_020811772.1|DSER	LOC108024587|XP_016950084.1|DBIA
OG0006540	LOC110190956|XP_020817300.1|DSER	LOC108032075|XP_016961384.1|DBIA
OG0006541	LOC110186945|XP_020811938.1|DSER	LOC108026447|XP_016952875.1|DBIA
OG0006542	LOC110186946|XP_020811939.1|DSER	LOC108026446|XP_016952874.1|DBIA
OG0006543	LOC110186396|XP_020811218.1|DSER	LOC108025299|XP_016951179.1|DBIA
OG0006544	LOC110190158|XP_020816156.1|DSER	LOC108027395|XP_016954321.1|DBIA
OG0006545	LOC110179669|XP_020802939.1|DSER	LOC108023282|XP_016948063.1|DBIA
OG0006546	LOC110191319|XP_020817800.1|DSER	LOC108031837|XP_016961075.1|DBIA
OG0006547	LOC110191160|XP_020817577.1|DSER	LOC108031496|XP_016960478.1|DBIA
OG0006548	LOC110184281|XP_020808425.1|DSER	LOC108031077|XP_016959771.1|DBIA
OG0006549	LOC110177356|XP_020799707.1|DSER	LOC108025622|XP_016951650.1|DBIA
OG0006550	LOC110186908|XP_020811887.1|DSER	LOC108023861|XP_016949005.1|DBIA
OG0006551	LOC110181858|XP_020805436.1|DSER	LOC108035818|XP_016967055.1|DBIA
OG0006552	LOC110181738|XP_020805257.1|DSER	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA
OG0006553	LOC110186891|XP_020811849.1|DSER	LOC108025238|XP_016951073.1|DBIA
OG0006554	LOC110188736|XP_020814227.1|DSER	LOC108027191|XP_016953981.1|DBIA
OG0006555	LOC110188071|XP_020813281.1|DSER	LOC108024958|XP_016950683.1|DBIA
OG0006556	LOC110191290|XP_020817758.1|DSER	LOC108030975|XP_016959664.1|DBIA
OG0006557	LOC110186526|XP_020811383.1|DSER	LOC108024671|XP_016950228.1|DBIA
OG0006558	LOC110189888|XP_020815801.1|DSER	LOC108031204|XP_016959916.1|DBIA
OG0006559	LOC110188439|XP_020813825.1|DSER	LOC108031146|XP_016959850.1|DBIA
OG0006560	LOC110176450|XP_020798460.1|DSER	LOC108025375|XP_016951332.1|DBIA
OG0006561	LOC110176522|XP_020798558.1|DSER	LOC108025251|XP_016951092.1|DBIA
OG0006562	LOC110187000|XP_020812019.1|DSER	LOC108025435|XP_016951414.1|DBIA
OG0006563	LOC110191275|XP_020817729.1|DSER	LOC108027237|XP_016954059.1|DBIA
OG0006564	LOC110191131|XP_020817543.1|DSER	LOC108027064|XP_016953761.1|DBIA
OG0006565	LOC110191415|XP_020817932.1|DSER	LOC108022975|XP_016947692.1|DBIA
OG0006566	LOC110176444|XP_020798452.1|DSER	LOC108024594|XP_016950091.1|DBIA
OG0006567	LOC110190881|XP_020817196.1|DSER	LOC108024402|XP_016949803.1|DBIA
OG0006568	LOC110190880|XP_020817195.1|DSER	LOC108024747|XP_016950343.1|DBIA
OG0006569	LOC110190528|XP_020816733.1|DSER	LOC108028618|XP_016956026.1|DBIA
OG0006570	LOC110177139|XP_020799372.1|DSER	LOC108032907|XP_016962456.1|DBIA
OG0006571	LOC110188269|XP_020813617.1|DSER	LOC108031783|XP_016960986.1|DBIA
OG0006572	LOC110189027|XP_020814649.1|DSER	LOC108031080|XP_016959775.1|DBIA
OG0006573	LOC110191757|XP_020818355.1|DSER	LOC108027371|XP_016954285.1|DBIA
OG0006574	LOC110190939|XP_020817265.1|DSER	LOC108031924|XP_016961185.1|DBIA
OG0006575	LOC110186541|XP_020811404.1|DSER	LOC108026007|XP_016952186.1|DBIA
OG0006576	LOC110187816|XP_020812953.1|DSER	LOC108031772|XP_016960968.1|DBIA
OG0006577	LOC110186440|XP_020811283.1|DSER	LOC108032104|XP_016961422.1|DBIA
OG0006578	LOC110187815|XP_020812952.1|DSER	LOC108031770|XP_016960966.1|DBIA
OG0006579	LOC110183875|XP_020807887.1|DSER	LOC108036771|XP_016968600.1|DBIA
OG0006580	LOC110187843|XP_020812984.1|DSER	LOC108024730|XP_016950316.1|DBIA
OG0006581	LOC110188500|XP_020813890.1|DSER	LOC108032876|XP_016962366.1|DBIA
OG0006582	LOC110187639|XP_020812705.1|DSER	LOC108031722|XP_016960881.1|DBIA
OG0006583	LOC110187796|XP_020812929.1|DSER	LOC108024692|XP_016950260.1|DBIA
OG0006584	LOC110176987|XP_020799155.1|DSER	LOC108029215|XP_016956895.1|DBIA
OG0006585	LOC110184982|XP_020809293.1|DSER	LOC108032506|XP_016961820.1|DBIA
OG0006586	LOC110176531|XP_020798570.1|DSER	LOC108025282|XP_016951147.1|DBIA
OG0006587	LOC110176527|XP_020798563.1|DSER	LOC108025279|XP_016951141.1|DBIA
OG0006588	LOC110191430|XP_020817947.1|DSER	LOC108025033|XP_016950781.1|DBIA
OG0006589	LOC110177133|XP_020799362.1|DSER	LOC108027353|XP_016954261.1|DBIA
OG0006590	LOC110191755|XP_020818353.1|DSER	LOC108027396|XP_016954323.1|DBIA
OG0006591	LOC110190007|XP_020815964.1|DSER	LOC108028247|XP_016955419.1|DBIA
OG0006592	LOC110188451|XP_020813839.1|DSER	LOC108032248|XP_016961601.1|DBIA
OG0006593	LOC110188449|XP_020813836.1|DSER	LOC108031068|XP_016959763.1|DBIA
OG0006594	LOC110190542|XP_020816748.1|DSER	LOC108035634|XP_016966824.1|DBIA
OG0006595	LOC110188931|XP_020814516.1|DSER	LOC108036561|XP_016968289.1|DBIA
OG0006596	LOC110184030|XP_020808053.1|DSER	LOC108030177|XP_016958408.1|DBIA
OG0006597	LOC110188870|XP_020814442.1|DSER	LOC108035225|XP_016966244.1|DBIA
OG0006598	LOC110183367|XP_020807288.1|DSER	LOC108034874|XP_016965566.1|DBIA
OG0006599	LOC110178586|XP_020801424.1|DSER	LOC108028424|XP_016955743.1|DBIA
OG0006600	LOC110176740|XP_020798843.1|DSER	LOC108028457|XP_016955794.1|DBIA
OG0006601	LOC110187057|XP_020812105.1|DSER	LOC108034929|XP_016965676.1|DBIA
OG0006602	LOC110187065|XP_020812117.1|DSER	LOC108034930|XP_016965677.1|DBIA
OG0006603	LOC110187455|XP_020812505.1|DSER	LOC108034923|XP_016965668.1|DBIA
OG0006604	LOC110190731|XP_020817011.1|DSER	LOC108030524|XP_016958902.1|DBIA
OG0006605	LOC110181852|XP_020805423.1|DSER	LOC108033229|XP_016962985.1|DBIA
OG0006606	LOC110178784|XP_020801689.1|DSER	LOC108028283|XP_016955477.1|DBIA
OG0006607	LOC110178649|XP_020801500.1|DSER	LOC108034917|XP_016965658.1|DBIA
OG0006608	LOC110177189|XP_020799443.1|DSER	LOC108032932|XP_016962491.1|DBIA
OG0006609	LOC110186377|XP_020811189.1|DSER	LOC108031901|XP_016961158.1|DBIA
OG0006610	LOC110190472|XP_020816640.1|DSER	LOC108035183|XP_016966145.1|DBIA
OG0006611	LOC110188894|XP_020814472.1|DSER	LOC108035421|XP_016966531.1|DBIA
OG0006612	LOC110188907|XP_020814487.1|DSER	LOC108034557|XP_016964974.1|DBIA
OG0006613	LOC110188899|XP_020814479.1|DSER	LOC108035599|XP_016966765.1|DBIA
OG0006614	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER	LOC108035571|XP_016966729.1|DBIA
OG0006615	LOC110188884|XP_020814461.1|DSER	LOC108035529|XP_016966687.1|DBIA
OG0006616	LOC110190430|XP_020816570.1|DSER	LOC108029468|XP_016957212.1|DBIA
OG0006617	LOC110185202|XP_020809587.1|DSER	LOC108028600|XP_016956007.1|DBIA
OG0006618	LOC110190567|XP_020816802.1|DSER	LOC108034911|XP_016965645.1|DBIA
OG0006619	LOC110188880|XP_020814457.1|DSER	LOC108035323|XP_016966387.1|DBIA
OG0006620	LOC110188813|XP_020814350.1|DSER	LOC108035563|XP_016966720.1|DBIA
OG0006621	LOC110187123|XP_020812196.1|DSER	LOC108028722|XP_016956169.1|DBIA
OG0006622	LOC110183638|XP_020807616.1|DSER	LOC108030433|XP_016958813.1|DBIA
OG0006623	LOC110183661|XP_020807647.1|DSER	LOC108030852|XP_016959483.1|DBIA
OG0006624	LOC110189728|XP_020815578.1|DSER	LOC108030051|XP_016958116.1|DBIA
OG0006625	LOC110189732|XP_020815585.1|DSER	LOC108030056|XP_016958128.1|DBIA
OG0006626	LOC110189357|XP_020815058.1|DSER	LOC108023895|XP_016949069.1|DBIA
OG0006627	LOC110191108|XP_020817515.1|DSER	LOC108029503|XP_016957276.1|DBIA
OG0006628	LOC110176426|XP_020798436.1|DSER	LOC108029502|XP_016957272.1|DBIA
OG0006629	LOC110179200|XP_020802276.1|DSER	LOC108022734|XP_016947312.1|DBIA
