Orthogroup	DSER.longest_only	DMIR.longest_only
OG0002911	LOC110184100|XP_020808146.1|DSER	LOC108159646|XP_017148602.2|DMIR, LOC117188516|XP_033248407.1|DMIR
OG0002912	LOC110179543|XP_020802782.1|DSER	LOC108156272|XP_017143135.1|DMIR
OG0002913	LOC110177260|XP_020799573.1|DSER	LOC108160642|XP_017150263.1|DMIR, LOC117193508|XP_033254146.1|DMIR
OG0002914	LOC110185714|XP_020810350.1|DSER	LOC108161774|XP_017151602.1|DMIR
OG0002915	LOC110187263|XP_020812310.1|DSER	LOC108163435|XP_017154209.1|DMIR
OG0002916	LOC110179153|XP_020802202.1|DSER	LOC108161273|XP_033249586.1|DMIR
OG0002917	LOC110181506|XP_020804939.1|DSER	LOC108158765|XP_017146877.2|DMIR, LOC117188238|XP_033247650.1|DMIR
OG0002918	LOC110182404|XP_020806105.1|DSER	LOC108157974|XP_033248325.1|DMIR
OG0002919	LOC110189436|XP_020815166.1|DSER	LOC108158977|XP_017147309.1|DMIR
OG0002920	LOC110181211|XP_020804552.1|DSER	LOC108161896|XP_017151779.1|DMIR
OG0002921	LOC110184887|XP_020809192.1|DSER	LOC108162227|XP_017152337.1|DMIR
OG0002922	LOC110184970|XP_020809277.1|DSER	LOC108163553|XP_017154405.1|DMIR
OG0002923	LOC110184989|XP_020809300.1|DSER	LOC108163245|XP_017153897.1|DMIR
OG0002924	LOC110184963|XP_020809270.1|DSER	LOC108164162|XP_017155257.1|DMIR
OG0002925	LOC110177795|XP_020800343.1|DSER, LOC110178431|XP_020801228.1|DSER	LOC117187962|XP_033246865.1|DMIR, LOC108159401|XP_017148130.2|DMIR
OG0002926	LOC110182369|XP_020806069.1|DSER	LOC108162919|XP_017153390.1|DMIR
OG0002927	LOC110182318|XP_020806007.1|DSER	LOC108161901|XP_017151788.1|DMIR
OG0002928	LOC110181194|XP_020804535.1|DSER	LOC108163337|XP_017154061.1|DMIR
OG0002929	LOC110187597|XP_020812649.1|DSER	LOC108163945|XP_017154973.1|DMIR
OG0002930	LOC110176988|XP_020799156.1|DSER	LOC108162713|XP_017153063.2|DMIR
OG0002931	LOC110185645|XP_020810262.1|DSER	LOC108162990|XP_033249652.1|DMIR
OG0002932	LOC110178288|XP_020801018.1|DSER	LOC108159920|XP_017149045.1|DMIR
OG0002933	LOC110188989|XP_020814597.1|DSER	LOC108160900|XP_017150661.1|DMIR
OG0002934	LOC110176374|XP_020798360.1|DSER, LOC110188950|XP_020814549.1|DSER	LOC117193034|XP_033253659.1|DMIR, LOC108158232|XP_017145953.1|DMIR
OG0002935	LOC110183118|XP_020806967.1|DSER	LOC108163286|XP_033248978.1|DMIR
OG0002936	LOC110191599|XP_020818144.1|DSER	LOC117188082|XP_033247298.1|DMIR, LOC108158646|XP_017146619.1|DMIR, LOC117188083|XP_033247299.1|DMIR
OG0002937	LOC110189388|XP_020815097.1|DSER	LOC108160846|XP_017150590.2|DMIR, LOC117188233|XP_033247639.1|DMIR
OG0002938	LOC110187205|XP_020812264.1|DSER	LOC108163760|XP_017154722.1|DMIR
OG0002939	LOC110178590|XP_020801433.1|DSER	LOC108160843|XP_017150587.1|DMIR
OG0002940	LOC110191738|XP_020818327.1|DSER	LOC108156166|XP_017142984.1|DMIR
OG0002941	LOC110176564|XP_020798611.1|DSER	LOC108162458|XP_017152692.1|DMIR
OG0002942	LOC110176825|XP_020798935.1|DSER	LOC108163015|XP_017153540.2|DMIR
OG0002943	LOC110181391|XP_020804782.1|DSER	LOC108163431|XP_033250095.1|DMIR
OG0002944	LOC110181366|XP_020804749.1|DSER	LOC108163433|XP_017154205.1|DMIR
OG0002945	LOC110184007|XP_020808031.1|DSER	LOC108163045|XP_017153589.1|DMIR
OG0002946	LOC110176328|XP_020798307.1|DSER	LOC117191497|XP_033252239.1|DMIR, LOC117191848|XP_033252505.1|DMIR, LOC108158818|XP_017146998.1|DMIR
OG0002947	LOC110185980|XP_020810662.1|DSER	LOC108163902|XP_017154915.1|DMIR
OG0002948	LOC110177473|XP_020799873.1|DSER	LOC108151909|XP_017136310.1|DMIR
OG0002949	LOC110189864|XP_020815742.1|DSER	LOC108153022|XP_017138264.1|DMIR
OG0002950	LOC110183020|XP_020806867.1|DSER	LOC108164065|XP_017155138.1|DMIR
OG0002951	LOC110183342|XP_020807255.1|DSER	LOC108162478|XP_017152717.1|DMIR
OG0002952	LOC110182359|XP_020806058.1|DSER	LOC108163780|XP_017154748.2|DMIR
OG0002953	LOC110185562|XP_020810141.1|DSER	LOC108163689|XP_017154608.1|DMIR
OG0002954	LOC110176565|XP_020798613.1|DSER	LOC108162457|XP_017152691.1|DMIR
OG0002955	LOC110189441|XP_020815170.1|DSER	LOC108159718|XP_017148727.1|DMIR, LOC117185739|XP_033250963.1|DMIR
OG0002956	LOC110178320|XP_020801089.1|DSER	LOC108158888|XP_033247668.1|DMIR, LOC117192855|XP_033253500.1|DMIR
OG0002957	LOC110189726|XP_020815576.1|DSER	LOC108159444|XP_017148220.1|DMIR, LOC117192251|XP_033252806.1|DMIR
OG0002958	LOC110176827|XP_020798937.1|DSER	LOC108163017|XP_017153542.2|DMIR
OG0002959	LOC110182701|XP_020806456.1|DSER, LOC110180313|XP_020803629.1|DSER	LOC108163497|XP_017154310.2|DMIR
OG0002960	LOC110183694|XP_020807692.1|DSER	LOC108150802|XP_017134595.1|DMIR
OG0002961	LOC110189534|XP_020815321.1|DSER	LOC108159215|XP_017147783.1|DMIR
OG0002962	LOC110181377|XP_020804766.1|DSER	LOC108163778|XP_017154746.2|DMIR
OG0002963	LOC110183339|XP_020807248.1|DSER	LOC117188775|XP_033249031.1|DMIR
OG0002964	LOC110188959|XP_020814557.1|DSER	LOC117192377|XP_033252933.1|DMIR, LOC108158664|XP_017146649.1|DMIR
OG0002965	LOC110183272|XP_020807155.1|DSER	LOC108162477|XP_033249679.1|DMIR
OG0002966	LOC110183340|XP_020807254.1|DSER, LOC110185812|XP_020810476.1|DSER	LOC108161853|XP_017151711.1|DMIR
OG0002967	LOC110183642|XP_020807623.1|DSER	LOC108152282|XP_017136988.1|DMIR
OG0002968	LOC110183643|XP_020807624.1|DSER	LOC108152283|XP_017136989.1|DMIR
OG0002969	LOC110187397|XP_020812447.1|DSER	LOC108162467|XP_033248449.1|DMIR
OG0002970	LOC110180312|XP_020803627.1|DSER, LOC110182678|XP_020806424.1|DSER	LOC108162805|XP_017153203.1|DMIR
OG0002971	LOC110183855|XP_020807868.1|DSER	LOC108162332|XP_017152512.1|DMIR
OG0002972	LOC110186507|XP_020811361.1|DSER	LOC108155467|XP_017141777.1|DMIR
OG0002973	LOC110191623|XP_020818170.1|DSER	LOC117189755|XP_033250723.1|DMIR, LOC108159240|XP_017147853.1|DMIR
OG0002974	LOC110183679|XP_020807675.1|DSER	LOC108152027|XP_017136498.1|DMIR
OG0002975	LOC110181304|XP_020804684.1|DSER	LOC108163967|XP_017155011.1|DMIR
OG0002976	LOC110183539|XP_020807498.1|DSER	LOC108164992|XP_017156506.1|DMIR
OG0002977	LOC110180269|XP_020803584.1|DSER	LOC108159002|XP_017147355.1|DMIR
OG0002978	LOC110191661|XP_020818218.1|DSER	LOC108158751|XP_017146850.1|DMIR, LOC117189834|XP_033250788.1|DMIR
OG0002979	LOC110188983|XP_020814590.1|DSER	LOC117192325|XP_033252865.1|DMIR, LOC108159087|XP_017147532.1|DMIR
OG0002980	LOC110178100|XP_020800768.1|DSER	LOC108162279|XP_017152427.2|DMIR
OG0002981	LOC110183023|XP_020806869.1|DSER	LOC108162340|XP_017152524.2|DMIR
OG0002982	LOC110186125|XP_020810834.1|DSER	LOC108162217|XP_033249202.1|DMIR
OG0002983	LOC110184506|XP_020808727.1|DSER	LOC108152238|XP_017136918.1|DMIR
OG0002984	LOC110179410|XP_020802595.1|DSER	LOC108151110|XP_033242868.1|DMIR
OG0002985	LOC110185409|XP_020809875.1|DSER	LOC108164455|XP_017155663.1|DMIR
OG0002986	LOC110183334|XP_020807243.1|DSER	LOC108163140|XP_017153743.1|DMIR
OG0002987	LOC110182377|XP_020806078.1|DSER	LOC108163529|XP_017154367.1|DMIR
OG0002988	LOC110178127|XP_020800808.1|DSER	LOC108163037|XP_017153577.1|DMIR
OG0002989	LOC110190248|XP_020816271.1|DSER	LOC108151771|XP_017136106.1|DMIR
OG0002990	LOC110182299|XP_020805978.1|DSER	LOC108164292|XP_017155429.1|DMIR
OG0002991	LOC110181830|XP_020805396.1|DSER	LOC117193797|XP_033254406.1|DMIR, LOC108158403|XP_017146149.1|DMIR
OG0002992	LOC110181172|XP_020804506.1|DSER	LOC108163920|XP_017154937.1|DMIR
OG0002993	LOC110189986|XP_020815934.1|DSER	LOC108153205|XP_017138514.1|DMIR
OG0002994	LOC110187508|XP_020812561.1|DSER	LOC108163932|XP_017154953.1|DMIR
OG0002995	LOC110187507|XP_020812560.1|DSER	LOC108162692|XP_017153031.1|DMIR
OG0002996	LOC110188073|XP_020813283.1|DSER, LOC110188070|XP_020813279.1|DSER	LOC108155559|XP_017141940.1|DMIR
OG0002997	LOC110185512|XP_020810065.1|DSER	LOC108163680|XP_017154598.1|DMIR
OG0002998	LOC110182123|XP_020805795.1|DSER	LOC108161792|XP_017151633.1|DMIR
OG0002999	LOC110179813|XP_020803076.1|DSER	LOC108150997|XP_017134837.1|DMIR
OG0003000	LOC110177108|XP_020799312.1|DSER	LOC108155036|XP_017141090.1|DMIR
OG0003001	LOC110177026|XP_020799201.1|DSER	LOC117185826|XP_033247094.1|DMIR, LOC108158684|XP_017146705.2|DMIR
OG0003002	LOC110190694|XP_020816966.1|DSER	LOC108151571|XP_017135733.1|DMIR
OG0003003	LOC110179525|XP_020802765.1|DSER	LOC108159218|XP_017147804.1|DMIR
OG0003004	LOC110179427|XP_020802616.1|DSER, LOC110179473|XP_020802702.1|DSER	LOC108153140|XP_017138428.1|DMIR
OG0003005	LOC110183054|XP_020806898.1|DSER	LOC108152844|XP_017137945.1|DMIR
OG0003006	LOC110177350|XP_020799701.1|DSER	LOC108155102|XP_017141220.1|DMIR
OG0003007	LOC110191752|XP_020818348.1|DSER	LOC108155340|XP_017141584.1|DMIR
OG0003008	LOC110186469|XP_020811315.1|DSER	LOC108157149|XP_017144546.2|DMIR
OG0003009	LOC110178635|XP_020801481.1|DSER	LOC108153072|XP_017138342.1|DMIR
OG0003010	LOC110180020|XP_020803279.1|DSER	LOC108160365|XP_033255624.1|DMIR
OG0003011	LOC110191776|XP_020818384.1|DSER	LOC117193326|XP_033253945.1|DMIR, LOC108160986|XP_017150779.1|DMIR
OG0003012	LOC110187694|XP_020812788.1|DSER, LOC110187676|XP_020812759.1|DSER	LOC108156112|XP_017142897.1|DMIR
OG0003013	LOC110181486|XP_020804903.1|DSER	LOC108156614|XP_017143662.1|DMIR
OG0003014	LOC110184291|XP_020808434.1|DSER	LOC108164991|XP_017156509.1|DMIR
OG0003015	LOC110184593|XP_020808842.1|DSER	LOC108164829|XP_033249465.1|DMIR
OG0003016	LOC110191121|XP_020817529.1|DSER	LOC108151236|XP_017135224.1|DMIR
OG0003017	LOC110187730|XP_020812843.1|DSER	LOC108154096|XP_017139704.1|DMIR
OG0003018	LOC110177387|XP_020799749.1|DSER	LOC108156630|XP_017143714.1|DMIR, LOC108154757|XP_017140620.1|DMIR
OG0003019	LOC110178995|XP_020801975.1|DSER	LOC108153186|XP_017138488.1|DMIR
OG0003020	LOC110188682|XP_020814145.1|DSER	LOC108155151|XP_017141300.1|DMIR
OG0003021	LOC110188292|XP_020813650.1|DSER	LOC108156211|XP_033246076.1|DMIR
OG0003022	LOC110188508|XP_020813901.1|DSER	LOC108151144|XP_017135057.1|DMIR
OG0003023	LOC110181763|XP_020805292.1|DSER	LOC108165063|XP_017156600.1|DMIR
OG0003024	LOC110191025|XP_020817402.1|DSER	LOC108151233|XP_017135220.1|DMIR
OG0003025	LOC110187821|XP_020812957.1|DSER	LOC108157678|XP_017145332.2|DMIR
OG0003026	LOC110187780|XP_020812910.1|DSER	LOC108157810|XP_017145496.1|DMIR
OG0003027	LOC110191740|XP_020818330.1|DSER	LOC108156167|XP_017142986.1|DMIR
OG0003028	LOC110185299|XP_020809709.1|DSER	LOC108153674|XP_017139279.1|DMIR
OG0003029	LOC110178757|XP_020801649.1|DSER	LOC108151218|XP_017135188.1|DMIR
OG0003030	LOC110177247|XP_020799551.1|DSER	LOC108156765|XP_017143918.1|DMIR
OG0003031	LOC110182090|XP_020805731.1|DSER	LOC108164835|XP_017156248.1|DMIR
OG0003032	LOC110185732|XP_020810376.1|DSER	LOC108164925|XP_017156402.1|DMIR, LOC108162864|XP_033248726.1|DMIR
OG0003033	LOC110176169|XP_020798066.1|DSER	LOC108151478|XP_017135600.1|DMIR
OG0003034	LOC110191923|XP_020818583.1|DSER	LOC108155414|XP_017141701.1|DMIR
OG0003035	LOC110186738|XP_020811662.1|DSER	LOC108156373|XP_017143270.1|DMIR
OG0003036	LOC110189512|XP_020815280.1|DSER	LOC108160485|XP_017149996.1|DMIR
OG0003037	LOC110176218|XP_020798153.1|DSER	LOC108150873|XP_017134669.1|DMIR
OG0003038	LOC110179155|XP_020802206.1|DSER	LOC108160552|XP_017150112.1|DMIR, LOC117190844|XP_033251765.1|DMIR
OG0003039	LOC110183161|XP_020807011.1|DSER	LOC108161867|XP_017151748.1|DMIR
OG0003040	LOC110190580|XP_020816828.1|DSER	LOC108151438|XP_017135537.1|DMIR
OG0003041	LOC110182772|XP_020806551.1|DSER	LOC108151330|XP_017135371.1|DMIR
OG0003042	LOC110190983|XP_020817350.1|DSER	LOC108156250|XP_033245361.1|DMIR
OG0003043	LOC110186867|XP_020811821.1|DSER	LOC108155228|XP_017141404.1|DMIR, LOC108162343|XP_017152529.1|DMIR
OG0003044	LOC110182331|XP_020806025.1|DSER	LOC108158785|XP_033250768.1|DMIR, LOC108158141|XP_017145845.1|DMIR
OG0003045	LOC110186208|XP_020810929.1|DSER	LOC108154730|XP_017140588.1|DMIR, LOC108155065|XP_017141141.1|DMIR
OG0003046	LOC110191769|XP_020818370.1|DSER	LOC108157322|XP_017144827.1|DMIR
OG0003047	LOC110191770|XP_020818373.1|DSER	LOC108157323|XP_017144828.1|DMIR
OG0003048	LOC110190412|XP_020816577.1|DSER, LOC110187161|XP_020812232.1|DSER	LOC108159947|XP_017149094.1|DMIR, LOC117190462|XP_033251425.1|DMIR
OG0003049	LOC110186710|XP_020811641.1|DSER	LOC108156785|XP_017143949.1|DMIR
OG0003050	LOC110186161|XP_020810871.1|DSER	LOC108156597|XP_017143628.1|DMIR
OG0003051	LOC110182771|XP_020806550.1|DSER	LOC108151505|XP_017135639.1|DMIR
OG0003052	LOC110191766|XP_020818368.1|DSER	LOC108156699|XP_017143835.1|DMIR
OG0003053	LOC110188472|XP_020813860.1|DSER	LOC108157290|XP_017144778.1|DMIR
OG0003054	LOC110185683|XP_020810312.1|DSER	LOC108157385|XP_017144911.1|DMIR
OG0003055	LOC110184309|XP_020808459.1|DSER	LOC108156685|XP_017143813.1|DMIR
OG0003056	LOC110175945|XP_020797790.1|DSER	LOC108162426|XP_017152647.1|DMIR
OG0003057	LOC110179267|XP_020802381.1|DSER	LOC117191586|XP_033252301.1|DMIR, LOC117190652|XP_033251591.1|DMIR, LOC117190651|XP_033251583.1|DMIR, LOC108159352|XP_017148052.1|DMIR
OG0003058	LOC110177191|XP_020799449.1|DSER	LOC108159187|XP_017147729.1|DMIR, LOC117191302|XP_033252099.1|DMIR, LOC117191286|XP_033252086.1|DMIR
OG0003059	LOC110180082|XP_020803366.1|DSER	LOC108157502|XP_033250065.1|DMIR
OG0003060	LOC110191520|XP_020818047.1|DSER	LOC108160764|XP_017150454.1|DMIR
OG0003061	LOC110184381|XP_020808544.1|DSER, LOC110188634|XP_020814068.1|DSER	LOC108159318|XP_017147996.1|DMIR
OG0003062	LOC110177222|XP_020799501.1|DSER	LOC108154184|XP_017139848.1|DMIR
OG0003063	LOC110190426|XP_020816562.1|DSER	LOC108151783|XP_017136117.1|DMIR
OG0003064	LOC110189299|XP_020814992.1|DSER	LOC108156325|XP_017143207.1|DMIR
OG0003065	LOC110188773|XP_020814270.1|DSER	LOC117189023|XP_033249787.1|DMIR
OG0003066	LOC110188285|XP_020813641.1|DSER	LOC108156972|XP_017144251.1|DMIR
OG0003067	LOC110186464|XP_020811311.1|DSER	LOC108155496|XP_017141813.1|DMIR
OG0003068	LOC110186874|XP_020811830.1|DSER	LOC108155230|XP_033245861.1|DMIR
OG0003069	LOC110179264|XP_020802378.1|DSER	LOC117192260|XP_033252811.1|DMIR, LOC108159685|XP_017148674.1|DMIR
OG0003070	LOC110183734|XP_020807739.1|DSER	LOC108163738|XP_017154686.1|DMIR
OG0003071	LOC110185219|XP_020809608.1|DSER	LOC108153618|XP_017139208.1|DMIR
OG0003072	LOC110188222|XP_020813525.1|DSER	LOC108157675|XP_017145329.1|DMIR
OG0003073	LOC110188223|XP_020813527.1|DSER	LOC108157102|XP_017144463.1|DMIR
OG0003074	LOC110187393|XP_020812443.1|DSER	LOC108163237|XP_017153887.1|DMIR
OG0003075	LOC110185388|XP_020809827.1|DSER	LOC108156905|XP_017144143.1|DMIR
OG0003076	LOC110182762|XP_020806535.1|DSER	LOC108152544|XP_017137444.1|DMIR
OG0003077	LOC110191257|XP_020817703.1|DSER	LOC108154948|XP_033246081.1|DMIR
OG0003078	LOC110191894|XP_020818538.1|DSER	LOC108157085|XP_033244862.1|DMIR
OG0003079	LOC110185474|XP_020809999.1|DSER	LOC108157270|XP_017144747.1|DMIR
OG0003080	LOC110191840|XP_020818466.1|DSER	LOC108155553|XP_017141921.1|DMIR
OG0003081	LOC110187818|XP_020812955.1|DSER	LOC108157687|XP_017145343.1|DMIR
OG0003082	LOC110187677|XP_020812762.1|DSER, LOC110187686|XP_020812777.1|DSER	LOC108155450|XP_017141755.1|DMIR
OG0003083	LOC110176439|XP_020798446.1|DSER	LOC108157469|XP_033245698.1|DMIR, LOC117187255|XP_033245426.1|DMIR
OG0003084	LOC110191857|XP_020818495.1|DSER	LOC108155079|XP_033244222.1|DMIR
OG0003085	LOC110191839|XP_020818464.1|DSER	LOC108157601|XP_033245763.1|DMIR
OG0003086	LOC110187917|XP_020813081.1|DSER	LOC108155333|XP_017141565.1|DMIR
OG0003087	LOC110178993|XP_020801970.1|DSER	LOC108152825|XP_017137907.1|DMIR
OG0003088	LOC110188020|XP_020813203.1|DSER	LOC108154711|XP_017140553.1|DMIR
OG0003089	LOC110188184|XP_020813418.1|DSER	LOC108154241|XP_017139962.1|DMIR
OG0003090	LOC110186851|XP_020811798.1|DSER	LOC108155271|XP_017141466.1|DMIR
OG0003091	LOC110188310|XP_020813679.1|DSER	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR
OG0003092	LOC110187937|XP_020813111.1|DSER	LOC108155114|XP_017141242.1|DMIR
OG0003093	LOC110184114|XP_020808168.1|DSER	LOC108158574|XP_017146502.1|DMIR
OG0003094	LOC110187093|XP_020812156.1|DSER	LOC108165077|XP_017156619.1|DMIR
OG0003095	LOC110179090|XP_020802135.1|DSER	LOC108151684|XP_017135917.1|DMIR
OG0003096	LOC110186573|XP_020811486.1|DSER	LOC108158558|XP_017146467.1|DMIR
OG0003097	LOC110186768|XP_020811688.1|DSER	LOC108155851|XP_017142452.1|DMIR
OG0003098	LOC110179536|XP_020802774.1|DSER	LOC108158707|XP_017146740.1|DMIR
OG0003099	LOC110189655|XP_020815462.1|DSER	LOC108157137|XP_017144527.1|DMIR
OG0003100	LOC110184174|XP_020808243.1|DSER	LOC108164589|XP_017155907.1|DMIR
OG0003101	LOC110191931|XP_020818600.1|DSER	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR
OG0003102	LOC110188230|XP_020813542.1|DSER, LOC110188229|XP_020813538.1|DSER	LOC108155108|XP_017141231.1|DMIR
OG0003103	LOC110191186|XP_020817613.1|DSER	LOC108155405|XP_017141691.1|DMIR
OG0003104	LOC110177844|XP_020800446.1|DSER, LOC110185288|XP_020809696.1|DSER	LOC108152738|XP_017137772.1|DMIR
OG0003105	LOC110185966|XP_020810643.1|DSER, LOC110179438|XP_020802641.1|DSER	LOC108152909|XP_017138050.1|DMIR
OG0003106	LOC110191690|XP_020818265.1|DSER	LOC108159503|XP_033246518.1|DMIR
OG0003107	LOC110187063|XP_020812112.1|DSER	LOC108160627|XP_017150243.1|DMIR
OG0003108	LOC110181708|XP_020805215.1|DSER	LOC108155321|XP_017141535.1|DMIR
OG0003109	LOC110179712|XP_020802984.1|DSER	LOC108165027|XP_017156553.1|DMIR
OG0003110	LOC110177934|XP_020800575.1|DSER	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR
OG0003111	LOC110182180|XP_020805842.1|DSER	LOC108160603|XP_017150200.1|DMIR
OG0003112	LOC110191179|XP_020817603.1|DSER	LOC108156025|XP_017142764.1|DMIR
OG0003114	LOC110189277|XP_020814957.1|DSER	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR
OG0003115	LOC110190885|XP_020817202.1|DSER	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR
OG0003116	LOC110177817|XP_020800365.1|DSER	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR
OG0003117	LOC110189897|XP_020815816.1|DSER	LOC108152512|XP_017137394.1|DMIR
OG0003118	LOC110181230|XP_020804589.1|DSER	LOC108153297|XP_017138675.1|DMIR
OG0003119	LOC110181225|XP_020804579.1|DSER	LOC108152516|XP_017137400.1|DMIR
OG0003120	LOC110179336|XP_020802489.1|DSER	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR
OG0003121	LOC110181559|XP_020805004.1|DSER	LOC108165055|XP_017156586.1|DMIR
OG0003122	LOC110182859|XP_020806657.1|DSER	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR
OG0003123	LOC110188896|XP_020814477.1|DSER	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR
OG0003124	LOC110177719|XP_020800219.1|DSER	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR
OG0003125	LOC110177847|XP_020800449.1|DSER, LOC110185322|XP_020809747.1|DSER	LOC108152191|XP_017136826.1|DMIR
OG0003126	LOC110180886|XP_020804271.1|DSER	LOC108160508|XP_033248312.1|DMIR
OG0003127	LOC110178885|XP_020801821.1|DSER	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR
OG0003128	LOC110191349|XP_020817856.1|DSER, LOC110188392|XP_020813773.1|DSER	LOC108151271|XP_017135283.1|DMIR
OG0003129	LOC110176334|XP_020798315.1|DSER	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR
OG0003130	LOC110178356|XP_020801147.1|DSER	LOC108160039|XP_017149271.1|DMIR
OG0003131	LOC110181562|XP_020805013.1|DSER	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR
OG0003132	LOC110188625|XP_020814057.1|DSER	LOC108156835|XP_017144033.1|DMIR
OG0003133	LOC110191694|XP_020818268.1|DSER	LOC108157997|XP_017145629.1|DMIR
OG0003134	LOC110178237|XP_020800947.1|DSER	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR
OG0003135	LOC110184656|XP_020808916.1|DSER	LOC108152750|XP_017137797.1|DMIR
OG0003136	LOC110190113|XP_020816082.1|DSER	LOC108153600|XP_017139172.1|DMIR
OG0003137	LOC110179296|XP_020802440.1|DSER	LOC108158164|XP_017145876.1|DMIR
OG0003138	LOC110191683|XP_020818256.1|DSER	LOC108158583|XP_017146515.1|DMIR, LOC117189627|XP_033250636.1|DMIR, LOC117189628|XP_033250639.1|DMIR
OG0003139	LOC110177501|XP_020799913.1|DSER	LOC108152943|XP_017138127.1|DMIR
OG0003140	LOC110191411|XP_020817931.1|DSER	LOC108160410|XP_017149893.1|DMIR
OG0003141	LOC110178402|XP_020801200.1|DSER	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR
OG0003142	LOC110179273|XP_020802395.1|DSER	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR
OG0003143	LOC110182784|XP_020806569.1|DSER	LOC108151506|XP_017135640.1|DMIR
OG0003144	LOC110181223|XP_020804615.1|DSER	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR
OG0003145	LOC110189423|XP_020815145.1|DSER	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR
OG0003146	LOC110178524|XP_020801339.1|DSER	LOC108158489|XP_017146286.1|DMIR, LOC117192566|XP_033253170.1|DMIR
OG0003147	LOC110176137|XP_020798032.1|DSER	LOC108152962|XP_017138154.1|DMIR
OG0003148	LOC110184616|XP_020808868.1|DSER	LOC108151624|XP_017135812.1|DMIR
OG0003149	LOC110181538|XP_020804979.1|DSER	LOC108152499|XP_017137366.1|DMIR
OG0003150	LOC110182788|XP_020806577.1|DSER	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR
OG0003151	LOC110187422|XP_020812471.1|DSER	LOC108162669|XP_017153000.2|DMIR
OG0003152	LOC110177344|XP_020799697.1|DSER	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR
OG0003153	LOC110177741|XP_020800257.1|DSER	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR
OG0003154	LOC110191863|XP_020818501.1|DSER	LOC108155187|XP_017141347.1|DMIR
OG0003155	LOC110182867|XP_020806669.1|DSER	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR
OG0003156	LOC110179207|XP_020802290.1|DSER	LOC108160161|XP_017149469.2|DMIR, LOC117185720|XP_017149468.1|DMIR
OG0003157	LOC110187207|XP_020812266.1|DSER, LOC110179951|XP_020803198.1|DSER	LOC108163749|XP_017154705.2|DMIR
OG0003158	LOC110183103|XP_020806988.1|DSER	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR
OG0003159	LOC110177721|XP_020800221.1|DSER	LOC117185708|XP_033253851.1|DMIR, LOC108160087|XP_017149350.1|DMIR
OG0003160	LOC110177727|XP_020800232.1|DSER	LOC108159569|XP_017148498.1|DMIR, LOC117192542|XP_033253129.1|DMIR
OG0003161	LOC110189295|XP_020814985.1|DSER	LOC117192345|XP_033252883.1|DMIR, LOC108159483|XP_017148303.1|DMIR
OG0003162	LOC110178574|XP_020801410.1|DSER	LOC108158155|XP_017145866.1|DMIR, LOC108158790|XP_017146961.2|DMIR
OG0003163	LOC110188902|XP_020814482.1|DSER	LOC108151893|XP_017136283.1|DMIR
OG0003164	LOC110189509|XP_020815275.1|DSER	LOC117187694|XP_033246264.1|DMIR, LOC108160419|XP_017149907.2|DMIR
OG0003165	LOC110176026|XP_020797899.1|DSER	LOC117190632|XP_033251568.1|DMIR, LOC108159256|XP_017147875.1|DMIR
OG0003166	LOC110177743|XP_020800260.1|DSER	LOC108159579|XP_017148517.1|DMIR, LOC117193444|XP_033254087.1|DMIR
