Orthogroup	DSER.longest_only	DKIK.longest_only
OG0004418	LOC110189428|XP_020815150.1|DSER	LOC108081246|XP_017031817.1|DKIK
OG0004419	LOC110189340|XP_020815041.1|DSER	LOC108078497|XP_017027883.1|DKIK
OG0004420	LOC110177591|XP_020800037.1|DSER	LOC108078383|XP_017027711.1|DKIK
OG0004421	LOC110178913|XP_020801851.1|DSER	LOC108080587|XP_017030881.1|DKIK
OG0004422	LOC110185228|XP_020809617.1|DSER	LOC108071881|XP_017018298.1|DKIK
OG0004423	LOC110183615|XP_020807629.1|DSER	LOC108076356|XP_017024642.1|DKIK
OG0004424	LOC110176707|XP_020798808.1|DSER	LOC108070861|XP_017016983.1|DKIK
OG0004425	LOC110184647|XP_020808908.1|DSER	LOC108075124|XP_017022896.1|DKIK
OG0004426	LOC110184667|XP_020808934.1|DSER	LOC108075238|XP_017023083.1|DKIK
OG0004427	LOC110176712|XP_020798811.1|DSER	LOC108078279|XP_017027525.1|DKIK
OG0004428	LOC110185460|XP_020809965.1|DSER	LOC108074044|XP_017021400.1|DKIK
OG0004429	LOC110187433|XP_020812482.1|DSER	LOC108081388|XP_017032034.1|DKIK
OG0004430	LOC110176131|XP_020798026.1|DSER	LOC108072762|XP_017019523.1|DKIK
OG0004431	LOC110189400|XP_020815117.1|DSER	LOC108073471|XP_017020604.1|DKIK
OG0004432	LOC110189391|XP_020815104.1|DSER	LOC108073470|XP_017020602.1|DKIK
OG0004433	LOC110177512|XP_020799926.1|DSER	LOC108070480|XP_017016455.1|DKIK
OG0004434	LOC110189746|XP_020815609.1|DSER	LOC108081824|XP_017032554.1|DKIK
OG0004435	LOC110191760|XP_020818360.1|DSER	LOC108076808|XP_017025324.1|DKIK
OG0004436	LOC110177995|XP_020800653.1|DSER	LOC108072907|XP_017019720.1|DKIK
OG0004437	LOC110180247|XP_020803563.1|DSER	LOC108072391|XP_017018988.1|DKIK
OG0004438	LOC110179271|XP_020802393.1|DSER	LOC108072991|XP_017019928.1|DKIK
OG0004439	LOC110190944|XP_020817281.1|DSER	LOC108076454|XP_017024819.1|DKIK
OG0004440	LOC110177603|XP_020800064.1|DSER	LOC108078164|XP_017027306.1|DKIK
OG0004441	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER	LOC108074505|XP_017022072.1|DKIK
OG0004442	LOC110176617|XP_020798705.1|DSER	LOC108078372|XP_017027689.1|DKIK
OG0004443	LOC110181283|XP_020804665.1|DSER	LOC108073987|XP_017021328.1|DKIK
OG0004444	LOC110176278|XP_020798257.1|DSER	LOC108076283|XP_017024521.1|DKIK
OG0004445	LOC110191636|XP_020818186.1|DSER	LOC108071999|XP_017018463.1|DKIK
OG0004446	LOC110186246|XP_020810979.1|DSER	LOC108085320|XP_017037365.1|DKIK
OG0004447	LOC110187723|XP_020812829.1|DSER	LOC108084530|XP_017036256.1|DKIK
OG0004448	LOC110177728|XP_020800240.1|DSER	LOC108078028|XP_017027078.1|DKIK
OG0004449	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER	LOC108083134|XP_017034300.1|DKIK
OG0004450	LOC110178403|XP_020801202.1|DSER	LOC108082512|XP_017033429.1|DKIK
OG0004451	LOC110178277|XP_020801005.1|DSER	LOC108082431|XP_017033290.1|DKIK
OG0004452	LOC110181706|XP_020805216.1|DSER	LOC108076577|XP_017024975.1|DKIK
OG0004453	LOC110176315|XP_020798290.1|DSER	LOC108082484|XP_017033387.1|DKIK
OG0004454	LOC110176618|XP_020798702.1|DSER	LOC108085593|XP_017037748.1|DKIK
OG0004455	LOC110179971|XP_020803211.1|DSER	LOC108082994|XP_017034106.1|DKIK
OG0004456	LOC110182832|XP_020806624.1|DSER	LOC108082922|XP_017034000.1|DKIK
OG0004457	LOC110181268|XP_020804636.1|DSER	LOC108073913|XP_017021198.1|DKIK
OG0004458	LOC110178937|XP_020801893.1|DSER	LOC108073999|XP_017021341.1|DKIK
OG0004459	LOC110177499|XP_020799911.1|DSER	LOC108070459|XP_017016428.1|DKIK
OG0004460	LOC110189940|XP_020815885.1|DSER	LOC108077552|XP_017026432.1|DKIK
OG0004461	LOC110176280|XP_020798255.1|DSER	LOC108083105|XP_017034252.1|DKIK
OG0004462	LOC110185280|XP_020809685.1|DSER	LOC108085543|XP_017037668.1|DKIK
OG0004463	LOC110190421|XP_020816557.1|DSER	LOC108072778|XP_017019551.1|DKIK
OG0004464	LOC110190380|XP_020816469.1|DSER	LOC108084797|XP_017036634.1|DKIK
OG0004465	LOC110188794|XP_020814311.1|DSER	LOC108083307|XP_017034532.1|DKIK
OG0004466	LOC110185222|XP_020809612.1|DSER	LOC108085498|XP_017037608.1|DKIK
OG0004467	LOC110190361|XP_020816429.1|DSER	LOC108083149|XP_017034319.1|DKIK
OG0004468	LOC110190166|XP_020816161.1|DSER	LOC108083027|XP_017034148.1|DKIK
OG0004469	LOC110176265|XP_020798238.1|DSER	LOC108083155|XP_017034328.1|DKIK
OG0004470	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER	LOC108082743|XP_017033742.1|DKIK
OG0004471	LOC110187767|XP_020812887.1|DSER	LOC108075637|XP_017023670.1|DKIK
OG0004472	LOC110191591|XP_020818139.1|DSER	LOC108078268|XP_017027506.1|DKIK
OG0004473	LOC110176322|XP_020798299.1|DSER	LOC108082509|XP_017033426.1|DKIK
OG0004474	LOC110176327|XP_020798306.1|DSER	LOC108082505|XP_017033423.1|DKIK
OG0004475	LOC110189405|XP_020815120.1|DSER	LOC108071385|XP_017017618.1|DKIK
OG0004476	LOC110182738|XP_020806499.1|DSER	LOC108073625|XP_017020813.1|DKIK
OG0004477	LOC110176910|XP_020799059.1|DSER	LOC108078409|XP_017027754.1|DKIK
OG0004478	LOC110189205|XP_020814835.1|DSER	LOC108074764|XP_017022431.1|DKIK
OG0004479	LOC110191476|XP_020817996.1|DSER	LOC108072212|XP_017018762.1|DKIK
OG0004480	LOC110176028|XP_020797897.1|DSER	LOC108074178|XP_017021603.1|DKIK
OG0004481	LOC110191578|XP_020818120.1|DSER	LOC108076763|XP_017025252.1|DKIK
OG0004482	LOC110186830|XP_020811780.1|DSER	LOC108073716|XP_017020951.1|DKIK
OG0004483	LOC110191508|XP_020818035.1|DSER	LOC108072098|XP_017018600.1|DKIK
OG0004484	LOC110188477|XP_020813865.1|DSER	LOC108084003|XP_017035505.1|DKIK
OG0004485	LOC110182473|XP_020806173.1|DSER	LOC108076041|XP_017024188.1|DKIK
OG0004486	LOC110178487|XP_020801295.1|DSER	LOC108078203|XP_017027376.1|DKIK
OG0004487	LOC110190099|XP_020816065.1|DSER	LOC108078693|XP_017028133.1|DKIK
OG0004487	LOC110189999|XP_020815957.1|DSER	LOC108078797|XP_017028351.1|DKIK
OG0004488	LOC110189315|XP_020815017.1|DSER	LOC108080714|XP_017031054.1|DKIK
OG0004489	LOC110177638|XP_020800109.1|DSER	LOC108079756|XP_017029666.1|DKIK
OG0004490	LOC110176752|XP_020798861.1|DSER	LOC108078035|XP_017027085.1|DKIK
OG0004491	LOC110185882|XP_020810552.1|DSER, LOC110183331|XP_020807242.1|DSER	LOC108082671|XP_017033658.1|DKIK
OG0004492	LOC110189836|XP_020815691.1|DSER	LOC108083270|XP_017034477.1|DKIK
OG0004493	LOC110177497|XP_020799909.1|DSER	LOC108086282|XP_017016312.1|DKIK
OG0004494	LOC110187698|XP_020812792.1|DSER	LOC108085475|XP_017037581.1|DKIK
OG0004495	LOC110191378|XP_020817889.1|DSER	LOC108073552|XP_017020725.1|DKIK
OG0004496	LOC110191608|XP_020818154.1|DSER	LOC108072011|XP_017018478.1|DKIK
OG0004496	LOC110191610|XP_020818156.1|DSER	LOC108072209|XP_017018759.1|DKIK
OG0004497	LOC110179852|XP_020803116.1|DSER	LOC108076543|XP_017024944.1|DKIK
OG0004498	LOC110185294|XP_020809705.1|DSER	LOC108074060|XP_017021421.1|DKIK
OG0004499	LOC110191675|XP_020818246.1|DSER	LOC108085158|XP_017037182.1|DKIK
OG0004500	LOC110184066|XP_020808104.1|DSER	LOC108082358|XP_017033187.1|DKIK
OG0004501	LOC110178287|XP_020801017.1|DSER	LOC108082575|XP_017033521.1|DKIK
OG0004502	LOC110177821|XP_020800370.1|DSER	LOC108072318|XP_017018881.1|DKIK
OG0004502	LOC110177715|XP_020800214.1|DSER	LOC108072317|XP_017018880.1|DKIK
OG0004503	LOC110186231|XP_020810952.1|DSER	LOC108085833|XP_017038080.1|DKIK, LOC108085834|XP_017038081.1|DKIK
OG0004504	LOC110187675|XP_020812757.1|DSER	LOC108077168|XP_017025896.1|DKIK
OG0004505	LOC110186588|XP_020811468.1|DSER	LOC108073925|XP_017021253.1|DKIK
OG0004506	LOC110176394|XP_020798386.1|DSER	LOC108077757|XP_017026726.1|DKIK
OG0004507	LOC110176630|XP_020798714.1|DSER	LOC108085659|XP_017037839.1|DKIK
OG0004508	LOC110186682|XP_020811607.1|DSER	LOC108085557|XP_017037684.1|DKIK
OG0004509	LOC110181255|XP_020804619.1|DSER	LOC108073836|XP_017021106.1|DKIK
OG0004510	LOC110181485|XP_020804896.1|DSER	LOC108084480|XP_017036191.1|DKIK
OG0004511	LOC110190108|XP_020816080.1|DSER	LOC108073402|XP_017020483.1|DKIK
OG0004512	LOC110185457|XP_020809959.1|DSER	LOC108074893|XP_017022603.1|DKIK
OG0004513	LOC110185444|XP_020809928.1|DSER	LOC108071861|XP_017018276.1|DKIK
OG0004514	LOC110185415|XP_020809887.1|DSER	LOC108082648|XP_017033620.1|DKIK
OG0004515	LOC110179569|XP_020802812.1|DSER	LOC108079249|XP_017029026.1|DKIK
OG0004516	LOC110182468|XP_020806165.1|DSER	LOC108076075|XP_017024273.1|DKIK
OG0004517	LOC110179069|XP_020802095.1|DSER	LOC108076778|XP_017025275.1|DKIK
OG0004518	LOC110184483|XP_020808693.1|DSER	LOC108084203|XP_017035807.1|DKIK
OG0004519	LOC110186860|XP_020811811.1|DSER	LOC108075747|XP_017023791.1|DKIK
OG0004520	LOC110181682|XP_020805182.1|DSER	LOC108071857|XP_017018263.1|DKIK
OG0004521	LOC110189487|XP_020815232.1|DSER	LOC108071381|XP_017017608.1|DKIK
OG0004522	LOC110181853|XP_020805426.1|DSER	LOC108083780|XP_017035195.1|DKIK
OG0004523	LOC110186395|XP_020811216.1|DSER	LOC108082824|XP_017033876.1|DKIK
OG0004524	LOC110182572|XP_020806278.1|DSER	LOC108071840|XP_017018241.1|DKIK
OG0004525	LOC110176061|XP_020797939.1|DSER	LOC108084444|XP_017036145.1|DKIK
OG0004526	LOC110180567|XP_020803922.1|DSER	LOC108076049|XP_017024212.1|DKIK
OG0004527	LOC110179359|XP_020802532.1|DSER	LOC108078220|XP_017027401.1|DKIK
OG0004528	LOC110176066|XP_020797946.1|DSER	LOC108080133|XP_017030256.1|DKIK
OG0004529	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER	LOC108070926|XP_017017070.1|DKIK
OG0004530	LOC110181637|XP_020805102.1|DSER	LOC108079967|XP_017030018.1|DKIK
OG0004531	LOC110188645|XP_020814082.1|DSER	LOC108084045|XP_017035552.1|DKIK
OG0004532	LOC110187062|XP_020812108.1|DSER	LOC108085065|XP_017037016.1|DKIK
OG0004533	LOC110183520|XP_020807467.1|DSER	LOC108079420|XP_017029236.1|DKIK
OG0004534	LOC110187497|XP_020812583.1|DSER	LOC108076471|XP_017024847.1|DKIK
OG0004535	LOC110188511|XP_020813904.1|DSER	LOC108071535|XP_017017796.1|DKIK
OG0004536	LOC110191961|XP_020818638.1|DSER	LOC108080087|XP_017030173.1|DKIK
OG0004537	LOC110180454|XP_020803788.1|DSER	LOC108080375|XP_017030585.1|DKIK
OG0004538	LOC110176925|XP_020799078.1|DSER	LOC108076369|XP_017024660.1|DKIK
OG0004539	LOC110188247|XP_020813572.1|DSER	LOC108073216|XP_017020236.1|DKIK
OG0004540	LOC110182052|XP_020805667.1|DSER	LOC108079273|XP_017029056.1|DKIK
OG0004541	LOC110176348|XP_020798335.1|DSER	LOC108082404|XP_017033238.1|DKIK
OG0004542	LOC110184122|XP_020808187.1|DSER	LOC108071828|XP_017018225.1|DKIK
OG0004543	LOC110180423|XP_020803753.1|DSER	LOC108083896|XP_017035380.1|DKIK
OG0004544	LOC110182833|XP_020806625.1|DSER	LOC108082923|XP_017034001.1|DKIK
OG0004545	LOC110187877|XP_020813020.1|DSER	LOC108075595|XP_017023605.1|DKIK
OG0004546	LOC110180048|XP_020803327.1|DSER	LOC108073019|XP_017019966.1|DKIK
OG0004547	LOC110187122|XP_020812191.1|DSER	LOC108079206|XP_017028958.1|DKIK
OG0004548	LOC110191987|XP_020818677.1|DSER	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK
OG0004549	LOC110178198|XP_020800893.1|DSER	LOC108076062|XP_017024245.1|DKIK
OG0004550	LOC110178084|XP_020800747.1|DSER	LOC108079463|XP_017029293.1|DKIK
OG0004551	LOC110182879|XP_020806683.1|DSER	LOC108076719|XP_017025175.1|DKIK
OG0004552	LOC110184280|XP_020808413.1|DSER	LOC108083517|XP_017034827.1|DKIK
OG0004553	LOC110190403|XP_020816517.1|DSER	LOC108077529|XP_017026385.1|DKIK
OG0004554	LOC110182541|XP_020806249.1|DSER	LOC108080142|XP_017030265.1|DKIK
OG0004555	LOC110182533|XP_020806241.1|DSER	LOC108080018|XP_017030074.1|DKIK
OG0004556	LOC110179070|XP_020802107.1|DSER	LOC108079004|XP_017028670.1|DKIK
OG0004557	LOC110184609|XP_020808861.1|DSER	LOC108079314|XP_017029096.1|DKIK
OG0004558	LOC110180371|XP_020803698.1|DSER	LOC108079734|XP_017029634.1|DKIK
OG0004559	LOC110184611|XP_020808867.1|DSER	LOC108081035|XP_017031486.1|DKIK
OG0004560	LOC110179404|XP_020802588.1|DSER	LOC108083735|XP_017035135.1|DKIK
OG0004561	LOC110176431|XP_020798439.1|DSER	LOC108077630|XP_017026531.1|DKIK
OG0004562	LOC110177343|XP_020799690.1|DSER	LOC108083755|XP_017035161.1|DKIK
OG0004563	LOC110191891|XP_020818535.1|DSER	LOC108081124|XP_017031630.1|DKIK
OG0004564	LOC110188710|XP_020814179.1|DSER	LOC108075820|XP_017023922.1|DKIK
OG0004565	LOC110187752|XP_020812872.1|DSER	LOC108075533|XP_017023519.1|DKIK
OG0004566	LOC110181788|XP_020805327.1|DSER	LOC108083868|XP_017035346.1|DKIK
OG0004567	LOC110182194|XP_020805865.1|DSER	LOC108074253|XP_017021711.1|DKIK
OG0004568	LOC110183499|XP_020807441.1|DSER	LOC108079345|XP_017029139.1|DKIK
OG0004569	LOC110176432|XP_020798440.1|DSER	LOC108077733|XP_017026684.1|DKIK
OG0004570	LOC110182372|XP_020806075.1|DSER	LOC108076371|XP_017024665.1|DKIK
OG0004571	LOC110182631|XP_020806352.1|DSER	LOC108083547|XP_017034881.1|DKIK
OG0004572	LOC110185885|XP_020810556.1|DSER	LOC108077420|XP_017026211.1|DKIK
OG0004573	LOC110187826|XP_020812962.1|DSER	LOC108083933|XP_017035423.1|DKIK
OG0004574	LOC110181888|XP_020805477.1|DSER	LOC108080242|XP_017030389.1|DKIK
OG0004575	LOC110181824|XP_020805381.1|DSER	LOC108080227|XP_017030371.1|DKIK
OG0004576	LOC110186429|XP_020811271.1|DSER	LOC108084908|XP_017036793.1|DKIK
OG0004577	LOC110183956|XP_020807974.1|DSER	LOC108074081|XP_017021449.1|DKIK
OG0004578	LOC110176036|XP_020797907.1|DSER	LOC108074127|XP_017021515.1|DKIK
OG0004579	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER	LOC108082175|XP_017032971.1|DKIK
OG0004580	LOC110186086|XP_020810786.1|DSER	LOC108074115|XP_017021503.1|DKIK
OG0004581	LOC110191773|XP_020818377.1|DSER	LOC108081036|XP_017031487.1|DKIK
OG0004582	LOC110186410|XP_020811240.1|DSER	LOC108073728|XP_017020975.1|DKIK
OG0004583	LOC110184124|XP_020808189.1|DSER	LOC108071839|XP_017018240.1|DKIK
OG0004584	LOC110189483|XP_020815229.1|DSER	LOC108074650|XP_017022254.1|DKIK
OG0004585	LOC110191187|XP_020817614.1|DSER	LOC108077671|XP_017026581.1|DKIK
OG0004586	LOC110180615|XP_020803957.1|DSER	LOC108076051|XP_017024219.1|DKIK
OG0004587	LOC110187005|XP_020812025.1|DSER	LOC108083188|XP_017034380.1|DKIK
OG0004588	LOC110186614|XP_020811507.1|DSER	LOC108083214|XP_017034416.1|DKIK
OG0004589	LOC110180373|XP_020803699.1|DSER	LOC108079786|XP_017029730.1|DKIK
OG0004589	LOC110188641|XP_020814075.1|DSER	LOC108084024|XP_017035526.1|DKIK
OG0004590	LOC110189015|XP_020814632.1|DSER	LOC108073384|XP_017020454.1|DKIK
OG0004591	LOC110189036|XP_020814664.1|DSER	LOC108073489|XP_017020637.1|DKIK
OG0004592	LOC110180626|XP_020803971.1|DSER	LOC108076994|XP_017025552.1|DKIK
OG0004593	LOC110182115|XP_020805784.1|DSER	LOC108071710|XP_017018020.1|DKIK
OG0004594	LOC110179127|XP_020802178.1|DSER	LOC108078983|XP_017028643.1|DKIK
OG0004595	LOC110184529|XP_020808764.1|DSER	LOC108071747|XP_017018060.1|DKIK
OG0004596	LOC110182845|XP_020806636.1|DSER	LOC108082951|XP_017034056.1|DKIK
OG0004597	LOC110181582|XP_020805033.1|DSER	LOC108083469|XP_017034745.1|DKIK
OG0004598	LOC110183587|XP_020807559.1|DSER	LOC108079885|XP_017029894.1|DKIK
OG0004599	LOC110177033|XP_020799209.1|DSER	LOC108086174|XP_017038524.1|DKIK
OG0004600	LOC110179455|XP_020802662.1|DSER	LOC108079328|XP_017029118.1|DKIK
OG0004601	LOC110179612|XP_020802872.1|DSER	LOC108079342|XP_017029137.1|DKIK
OG0004602	LOC110179386|XP_020802569.1|DSER	LOC108080182|XP_017030319.1|DKIK
OG0004603	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER	LOC108074331|XP_017021830.1|DKIK
OG0004604	LOC110184137|XP_020808207.1|DSER	LOC108071825|XP_017018221.1|DKIK
OG0004605	LOC110184484|XP_020808694.1|DSER	LOC108085762|XP_017037992.1|DKIK
OG0004606	LOC110188207|XP_020813495.1|DSER	LOC108076982|XP_017025565.1|DKIK
OG0004607	LOC110178032|XP_020800708.1|DSER	LOC108074914|XP_017022631.1|DKIK
OG0004608	LOC110181641|XP_020805109.1|DSER	LOC108084473|XP_017036176.1|DKIK
OG0004609	LOC110181818|XP_020805369.1|DSER	LOC108083852|XP_017035324.1|DKIK
OG0004610	LOC110186629|XP_020811541.1|DSER	LOC108073724|XP_017020959.1|DKIK
OG0004611	LOC110186616|XP_020811509.1|DSER	LOC108073726|XP_017020970.1|DKIK
OG0004612	LOC110186442|XP_020811285.1|DSER	LOC108073750|XP_017021007.1|DKIK
OG0004613	LOC110191778|XP_020818382.1|DSER	LOC108081039|XP_017031492.1|DKIK
OG0004614	LOC110179731|XP_020803006.1|DSER	LOC108083902|XP_017035387.1|DKIK
OG0004615	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER	LOC108079229|XP_017029001.1|DKIK
OG0004616	LOC110184398|XP_020808580.1|DSER	LOC108071770|XP_017018103.1|DKIK
OG0004617	LOC110187281|XP_020812328.1|DSER	LOC108074848|XP_017022546.1|DKIK
OG0004618	LOC110188659|XP_020814102.1|DSER	LOC108084195|XP_017035787.1|DKIK
OG0004619	LOC110191048|XP_020817431.1|DSER	LOC108073550|XP_017020723.1|DKIK
OG0004620	LOC110188700|XP_020814165.1|DSER	LOC108073096|XP_017020076.1|DKIK
OG0004621	LOC110188598|XP_020814019.1|DSER	LOC108075624|XP_017023647.1|DKIK
OG0004622	LOC110188260|XP_020813605.1|DSER	LOC108084294|XP_017035946.1|DKIK
OG0004623	LOC110186543|XP_020811405.1|DSER	LOC108077582|XP_017026468.1|DKIK
OG0004624	LOC110177267|XP_020799578.1|DSER	LOC108075527|XP_017023513.1|DKIK
OG0004625	LOC110185527|XP_020810083.1|DSER	LOC108071046|XP_017017235.1|DKIK
OG0004626	LOC110178088|XP_020800750.1|DSER	LOC108076000|XP_017024143.1|DKIK
OG0004627	LOC110183702|XP_020807701.1|DSER	LOC108072708|XP_017019447.1|DKIK
OG0004628	LOC110182186|XP_020805848.1|DSER	LOC108079354|XP_017029150.1|DKIK
OG0004629	LOC110187717|XP_020812819.1|DSER	LOC108075490|XP_017023437.1|DKIK
OG0004630	LOC110176482|XP_020798508.1|DSER	LOC108073407|XP_017020492.1|DKIK
OG0004631	LOC110187750|XP_020812866.1|DSER	LOC108083936|XP_017035431.1|DKIK
OG0004632	LOC110187749|XP_020812865.1|DSER	LOC108083935|XP_017035429.1|DKIK
OG0004633	LOC110186354|XP_020811160.1|DSER	LOC108077602|XP_017026491.1|DKIK
OG0004634	LOC110186323|XP_020811121.1|DSER	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK
OG0004635	LOC110184365|XP_020808518.1|DSER	LOC108074154|XP_017021546.1|DKIK
OG0004636	LOC110179565|XP_020802807.1|DSER	LOC108079209|XP_017028965.1|DKIK
OG0004637	LOC110180467|XP_020803802.1|DSER	LOC108080327|XP_017030513.1|DKIK
OG0004638	LOC110181950|XP_020805548.1|DSER	LOC108082920|XP_017033999.1|DKIK
OG0004639	LOC110186741|XP_020811665.1|DSER	LOC108084927|XP_017036813.1|DKIK
OG0004640	LOC110186358|XP_020811164.1|DSER	LOC108084912|XP_017036796.1|DKIK
OG0004641	LOC110182535|XP_020806242.1|DSER	LOC108085036|XP_017036976.1|DKIK
OG0004642	LOC110180468|XP_020803805.1|DSER	LOC108080379|XP_017030590.1|DKIK
OG0004643	LOC110191736|XP_020818324.1|DSER	LOC108080975|XP_017031391.1|DKIK
OG0004644	LOC110180152|XP_020803461.1|DSER	LOC108079400|XP_017029215.1|DKIK
OG0004645	LOC110178154|XP_020800843.1|DSER	LOC108074346|XP_017021859.1|DKIK
OG0004646	LOC110186247|XP_020810980.1|DSER	LOC108085323|XP_017037368.1|DKIK
OG0004647	LOC110187036|XP_020812059.1|DSER	LOC108085063|XP_017037014.1|DKIK
OG0004648	LOC110181744|XP_020805263.1|DSER	LOC108082956|XP_017034061.1|DKIK
OG0004649	LOC110181492|XP_020804913.1|DSER	LOC108084463|XP_017036163.1|DKIK
OG0004650	LOC110183148|XP_020806997.1|DSER	LOC108082053|XP_017032818.1|DKIK
OG0004651	LOC110187987|XP_020813167.1|DSER	LOC108075422|XP_017023335.1|DKIK
OG0004652	LOC110188667|XP_020814119.1|DSER	LOC108084220|XP_017035831.1|DKIK
OG0004653	LOC110191347|XP_020817854.1|DSER	LOC108075255|XP_017023105.1|DKIK
OG0004654	LOC110182255|XP_020805932.1|DSER	LOC108074565|XP_017022156.1|DKIK
OG0004655	LOC110191341|XP_020817844.1|DSER	LOC108084581|XP_017036344.1|DKIK
OG0004656	LOC110175991|XP_020797844.1|DSER	LOC108083555|XP_017034894.1|DKIK
OG0004657	LOC110191222|XP_020817648.1|DSER	LOC108084855|XP_017036724.1|DKIK
OG0004658	LOC110186515|XP_020811371.1|DSER	LOC108084958|XP_017036859.1|DKIK
OG0004659	LOC110187710|XP_020812804.1|DSER	LOC108081253|XP_017031836.1|DKIK
OG0004660	LOC110187875|XP_020813018.1|DSER	LOC108075592|XP_017023603.1|DKIK
OG0004661	LOC110187850|XP_020812994.1|DSER	LOC108075621|XP_017023644.1|DKIK
OG0004662	LOC110177346|XP_020799696.1|DSER	LOC108070639|XP_017016695.1|DKIK
OG0004663	LOC110183515|XP_020807462.1|DSER	LOC108079347|XP_017029143.1|DKIK
OG0004664	LOC110183541|XP_020807499.1|DSER	LOC108079416|XP_017029232.1|DKIK
OG0004665	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER	LOC108079453|XP_017029277.1|DKIK
OG0004666	LOC110188749|XP_020814249.1|DSER	LOC108084202|XP_017035803.1|DKIK
OG0004667	LOC110188752|XP_020814252.1|DSER	LOC108084292|XP_017035944.1|DKIK
OG0004668	LOC110187018|XP_020812042.1|DSER	LOC108085058|XP_017037007.1|DKIK
OG0004669	LOC110185676|XP_020810301.1|DSER	LOC108075841|XP_017023905.1|DKIK
OG0004670	LOC110186595|XP_020811482.1|DSER	LOC108077807|XP_017026814.1|DKIK
OG0004671	LOC110190600|XP_020816856.1|DSER	LOC108077688|XP_017026609.1|DKIK
OG0004672	LOC110176505|XP_020798538.1|DSER	LOC108077592|XP_017026475.1|DKIK
OG0004673	LOC110186386|XP_020811205.1|DSER	LOC108077740|XP_017026697.1|DKIK
OG0004674	LOC110177370|XP_020799725.1|DSER	LOC108083714|XP_017035105.1|DKIK
OG0004675	LOC110177300|XP_020799624.1|DSER	LOC108083713|XP_017035104.1|DKIK
OG0004676	LOC110190902|XP_020817219.1|DSER	LOC108070692|XP_017016763.1|DKIK
OG0004677	LOC110191423|XP_020817938.1|DSER	LOC108084552|XP_017036291.1|DKIK
OG0004678	LOC110191080|XP_020817474.1|DSER	LOC108084610|XP_017036382.1|DKIK
OG0004679	LOC110191299|XP_020817769.1|DSER	LOC108084629|XP_017036407.1|DKIK
OG0004680	LOC110188145|XP_020813402.1|DSER	LOC108075572|XP_017023577.1|DKIK
OG0004681	LOC110186572|XP_020811439.1|DSER	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK
OG0004682	LOC110183029|XP_020806875.1|DSER	LOC108075794|XP_017023855.1|DKIK
OG0004683	LOC110187909|XP_020813070.1|DSER	LOC108081208|XP_017031771.1|DKIK
OG0004684	LOC110188340|XP_020813706.1|DSER	LOC108084046|XP_017035553.1|DKIK
OG0004685	LOC110186267|XP_020811034.1|DSER	LOC108075702|XP_017023715.1|DKIK
OG0004686	LOC110186609|XP_020811500.1|DSER	LOC108072081|XP_017018581.1|DKIK
OG0004687	LOC110186518|XP_020811373.1|DSER	LOC108075756|XP_017023803.1|DKIK
OG0004688	LOC110189968|XP_020815920.1|DSER	LOC108077723|XP_017026666.1|DKIK
OG0004689	LOC110186327|XP_020811133.1|DSER	LOC108081085|XP_017031563.1|DKIK
OG0004690	LOC110191711|XP_020818284.1|DSER	LOC108080471|XP_017030697.1|DKIK
OG0004691	LOC110177400|XP_020799764.1|DSER	LOC108083984|XP_017035485.1|DKIK
OG0004692	LOC110187842|XP_020812978.1|DSER	LOC108075539|XP_017023525.1|DKIK
OG0004693	LOC110187783|XP_020812912.1|DSER	LOC108075603|XP_017023623.1|DKIK
OG0004694	LOC110189126|XP_020814762.1|DSER	LOC108073539|XP_017020712.1|DKIK
OG0004695	LOC110177317|XP_020799650.1|DSER	LOC108083730|XP_017035126.1|DKIK
OG0004696	LOC110177261|XP_020799570.1|DSER	LOC108071284|XP_017017463.1|DKIK
OG0004697	LOC110184384|XP_020808547.1|DSER	LOC108084820|XP_017036674.1|DKIK
OG0004698	LOC110181490|XP_020804909.1|DSER	LOC108085951|XP_017038226.1|DKIK
OG0004699	LOC110190377|XP_020816465.1|DSER	LOC108077831|XP_017026846.1|DKIK
OG0004700	LOC110187725|XP_020812831.1|DSER	LOC108084611|XP_017036385.1|DKIK
OG0004701	LOC110191042|XP_020817425.1|DSER	LOC108084867|XP_017036747.1|DKIK
OG0004702	LOC110191261|XP_020817711.1|DSER	LOC108084562|XP_017036306.1|DKIK
OG0004703	LOC110184652|XP_020808915.1|DSER	LOC108080925|XP_017031318.1|DKIK
OG0004704	LOC110188815|XP_020814355.1|DSER	LOC108073437|XP_017020547.1|DKIK
