Orthogroup	DSER.longest_only	AALB.longest_only
OG0004658	LOC110186515|XP_020811371.1|DSER	LOC118460363|XP_035780504.1|AALB
OG0004659	LOC110187710|XP_020812804.1|DSER	LOC118456334|XP_035772884.1|AALB
OG0004660	LOC110187875|XP_020813018.1|DSER	LOC118464644|XP_035788002.1|AALB
OG0004661	LOC110187850|XP_020812994.1|DSER	LOC118463278|XP_035785647.1|AALB
OG0004662	LOC110177346|XP_020799696.1|DSER	LOC118465668|XP_035789986.1|AALB
OG0004664	LOC110183541|XP_020807499.1|DSER	LOC118457491|XP_035775016.1|AALB
OG0004665	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER	LOC118457492|XP_035775018.1|AALB
OG0004666	LOC110188749|XP_020814249.1|DSER	LOC118456623|XP_035773433.1|AALB
OG0004667	LOC110188752|XP_020814252.1|DSER	LOC118458766|XP_035777451.1|AALB
OG0004668	LOC110187018|XP_020812042.1|DSER	LOC118458218|XP_035776366.1|AALB
OG0004669	LOC110185676|XP_020810301.1|DSER	LOC118457595|XP_035775186.1|AALB
OG0004670	LOC110186595|XP_020811482.1|DSER	LOC118463142|XP_035785402.1|AALB
OG0004671	LOC110190600|XP_020816856.1|DSER	LOC118468648|XP_035795567.1|AALB
OG0004672	LOC110176505|XP_020798538.1|DSER	LOC118457808|XP_035775554.1|AALB
OG0004673	LOC110186386|XP_020811205.1|DSER	LOC118456816|XP_035773801.1|AALB
OG0004674	LOC110177370|XP_020799725.1|DSER	LOC118460089|XP_035779997.1|AALB
OG0004675	LOC110177300|XP_020799624.1|DSER	LOC118456187|XP_035772635.1|AALB
OG0004676	LOC110190902|XP_020817219.1|DSER	LOC118458111|XP_035776178.1|AALB
OG0004677	LOC110191423|XP_020817938.1|DSER	LOC118458977|XP_035777861.1|AALB
OG0004678	LOC110191080|XP_020817474.1|DSER	LOC118458972|XP_035777853.1|AALB
OG0004679	LOC110191299|XP_020817769.1|DSER	LOC118457184|XP_035774424.1|AALB
OG0004680	LOC110188145|XP_020813402.1|DSER	LOC118468615|XP_035795511.1|AALB
OG0004681	LOC110186572|XP_020811439.1|DSER	LOC118468970|XP_035796235.1|AALB
OG0004682	LOC110183029|XP_020806875.1|DSER	LOC118461385|XP_035782539.1|AALB
OG0004683	LOC110187909|XP_020813070.1|DSER	LOC118461371|XP_035782512.1|AALB
OG0004684	LOC110188340|XP_020813706.1|DSER	LOC118458579|XP_035777130.1|AALB
OG0004685	LOC110186267|XP_020811034.1|DSER	LOC118459375|XP_035778565.1|AALB
OG0004686	LOC110186609|XP_020811500.1|DSER	LOC118462028|XP_035783893.1|AALB
OG0004687	LOC110186518|XP_020811373.1|DSER	LOC118457382|XP_035774810.1|AALB
OG0004688	LOC110189968|XP_020815920.1|DSER	LOC118460080|XP_035779987.1|AALB
OG0004689	LOC110186327|XP_020811133.1|DSER	LOC118461948|XP_035783734.1|AALB
OG0004690	LOC110191711|XP_020818284.1|DSER	LOC118468660|XP_035795583.1|AALB
OG0004691	LOC110177400|XP_020799764.1|DSER	LOC118468661|XP_035795591.1|AALB
OG0004692	LOC110187842|XP_020812978.1|DSER	LOC118457909|XP_035775795.1|AALB
OG0004693	LOC110187783|XP_020812912.1|DSER	LOC118459270|XP_035778398.1|AALB
OG0004694	LOC110189126|XP_020814762.1|DSER	LOC118456512|XP_035773240.1|AALB
OG0004695	LOC110177317|XP_020799650.1|DSER	LOC118468766|XP_035795835.1|AALB
OG0004696	LOC110177261|XP_020799570.1|DSER	LOC118457834|XP_035775604.1|AALB
OG0004697	LOC110184384|XP_020808547.1|DSER	LOC118459497|XP_035778811.1|AALB
OG0004698	LOC110181490|XP_020804909.1|DSER	LOC118461657|XP_035783129.1|AALB
OG0004699	LOC110190377|XP_020816465.1|DSER	LOC118458581|XP_035777132.1|AALB
OG0004700	LOC110187725|XP_020812831.1|DSER	LOC118459118|XP_035778079.1|AALB
OG0004701	LOC110191042|XP_020817425.1|DSER	LOC118458105|XP_035776171.1|AALB
OG0004702	LOC110191261|XP_020817711.1|DSER	LOC118457540|XP_035775086.1|AALB
OG0004703	LOC110184652|XP_020808915.1|DSER	LOC118459991|XP_035779780.1|AALB
OG0004704	LOC110188815|XP_020814355.1|DSER	LOC118468643|XP_035795559.1|AALB
OG0004705	LOC110188186|XP_020813421.1|DSER	LOC118460667|XP_035781033.1|AALB
OG0004706	LOC110185157|XP_020809519.1|DSER	LOC118468503|XP_035795230.1|AALB
OG0004707	LOC110185682|XP_020810309.1|DSER	LOC118468889|XP_035796075.1|AALB
OG0004708	LOC110184520|XP_020808749.1|DSER	LOC118458250|XP_035776423.1|AALB
OG0004709	LOC110191234|XP_020817672.1|DSER	LOC118461341|XP_035782444.1|AALB
OG0004710	LOC110176468|XP_020798486.1|DSER	LOC118461338|XP_035782439.1|AALB
OG0004711	LOC110191267|XP_020817722.1|DSER	LOC118460880|XP_035781512.1|AALB
OG0004712	LOC110185617|XP_020810227.1|DSER	LOC118460553|XP_035780841.1|AALB
OG0004713	LOC110188559|XP_020813979.1|DSER	LOC118468560|XP_035795362.1|AALB
OG0004714	LOC110188138|XP_020813390.1|DSER	LOC118468564|XP_035795369.1|AALB
OG0004715	LOC110186005|XP_020810698.1|DSER	LOC118457133|XP_035774340.1|AALB
OG0004716	LOC110191066|XP_020817456.1|DSER	LOC118456576|XP_035773355.1|AALB
OG0004717	LOC110182218|XP_020805903.1|DSER	LOC118457896|XP_035775762.1|AALB
OG0004718	LOC110183789|XP_020807804.1|DSER	LOC118458439|XP_035776793.1|AALB
OG0004719	LOC110186532|XP_020811390.1|DSER	LOC118461560|XP_035782914.1|AALB
OG0004720	LOC110191056|XP_020817444.1|DSER	LOC118459564|XP_035778957.1|AALB
OG0004721	LOC110188398|XP_020813781.1|DSER	LOC118460245|XP_035780298.1|AALB
OG0004722	LOC110186643|XP_020811562.1|DSER	LOC118468596|XP_035795448.1|AALB
OG0004723	LOC110184191|XP_020808276.1|DSER	LOC118469014|XP_035796348.1|AALB
OG0004724	LOC110186949|XP_020811943.1|DSER	LOC118469011|XP_035796338.1|AALB
OG0004725	LOC110191265|XP_020817719.1|DSER	LOC118466700|XP_035792235.1|AALB
OG0004726	LOC110177361|XP_020799713.1|DSER	LOC118456995|XP_035774103.1|AALB
OG0004727	LOC110184974|XP_020809286.1|DSER	LOC118457950|XP_035775861.1|AALB
OG0004728	LOC110188713|XP_020814186.1|DSER	LOC118460237|XP_035780284.1|AALB
OG0004729	LOC110183233|XP_020807107.1|DSER	LOC118458167|XP_035776266.1|AALB
OG0004730	LOC110185775|XP_020810437.1|DSER	LOC118465404|XP_035789516.1|AALB
OG0004731	LOC110186664|XP_020811588.1|DSER	LOC118457819|XP_035775587.1|AALB
OG0004732	LOC110187635|XP_020812702.1|DSER	LOC118461454|XP_035782676.1|AALB
OG0004733	LOC110187634|XP_020812701.1|DSER	LOC118457846|XP_035775626.1|AALB
OG0004734	LOC110190854|XP_020817162.1|DSER	LOC118458865|XP_035777707.1|AALB
OG0004735	LOC110176401|XP_020798395.1|DSER	LOC118461123|XP_035781953.1|AALB
OG0004736	LOC110186527|XP_020811388.1|DSER	LOC118461449|XP_035782663.1|AALB
OG0004737	LOC110176504|XP_020798537.1|DSER	LOC118457460|XP_035774958.1|AALB
OG0004738	LOC110176467|XP_020798485.1|DSER	LOC118468534|XP_035795305.1|AALB
OG0004739	LOC110185579|XP_020810171.1|DSER	LOC118468536|XP_035795310.1|AALB
OG0004740	LOC110187814|XP_020812951.1|DSER	LOC118458464|XP_035776876.1|AALB
OG0004741	LOC110186948|XP_020811942.1|DSER	LOC118457933|XP_035775837.1|AALB
OG0004742	LOC110185432|XP_020809914.1|DSER	LOC118459817|XP_035779460.1|AALB
OG0004743	LOC110191219|XP_020817645.1|DSER	LOC118467437|XP_035793832.1|AALB
OG0004744	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER	LOC118469071|XP_035796445.1|AALB
OG0004745	LOC110188008|XP_020813190.1|DSER	LOC118468812|XP_035795920.1|AALB
OG0004746	LOC110188301|XP_020813665.1|DSER	LOC118460873|XP_035781501.1|AALB
OG0004747	LOC110188302|XP_020813666.1|DSER	LOC118460874|XP_035781502.1|AALB
OG0004748	LOC110188177|XP_020813406.1|DSER	LOC118461723|XP_035783277.1|AALB
OG0004749	LOC110177241|XP_020799537.1|DSER	LOC118459488|XP_035778793.1|AALB
OG0004750	LOC110190970|XP_020817319.1|DSER	LOC118460423|XP_035780607.1|AALB
OG0004751	LOC110191872|XP_020818513.1|DSER	LOC118460420|XP_035780603.1|AALB
OG0004752	LOC110186827|XP_020811774.1|DSER	LOC118459625|XP_035779095.1|AALB
OG0004753	LOC110187706|XP_020812800.1|DSER	LOC118459621|XP_035779089.1|AALB
OG0004754	LOC110189021|XP_020814641.1|DSER	LOC118459618|XP_035779084.1|AALB
OG0004755	LOC110188240|XP_020813561.1|DSER	LOC118468324|XP_035794961.1|AALB
OG0004756	LOC110188236|XP_020813554.1|DSER	LOC118468320|XP_035794958.1|AALB
OG0004758	LOC110189345|XP_020815049.1|DSER	LOC118457339|XP_035774729.1|AALB
OG0004759	LOC110190831|XP_020817149.1|DSER	LOC118457288|XP_035774641.1|AALB
OG0004760	LOC110186928|XP_020811913.1|DSER	LOC118459619|XP_035779086.1|AALB
OG0004761	LOC110188440|XP_020813829.1|DSER	LOC118461333|XP_035782431.1|AALB
OG0004763	LOC110188350|XP_020813717.1|DSER	LOC118457651|XP_035775285.1|AALB
OG0004764	LOC110186589|XP_020811470.1|DSER	LOC118459957|XP_035779738.1|AALB
OG0004765	LOC110191036|XP_020817416.1|DSER	LOC118459953|XP_035779732.1|AALB
OG0004766	LOC110191161|XP_020817578.1|DSER	LOC118468646|XP_035795563.1|AALB
OG0004767	LOC110189060|XP_020814692.1|DSER	LOC118457954|XP_035775870.1|AALB
OG0004768	LOC110189051|XP_020814680.1|DSER	LOC118457947|XP_035775854.1|AALB
OG0004769	LOC110187271|XP_020812317.1|DSER	LOC118457953|XP_035775869.1|AALB
OG0004770	LOC110189797|XP_020815682.1|DSER	LOC118457959|XP_035775878.1|AALB
OG0004771	LOC110176528|XP_020798564.1|DSER	LOC118457957|XP_035775874.1|AALB
OG0004772	LOC110186914|XP_020811894.1|DSER	LOC118457920|XP_035775814.1|AALB
OG0004773	LOC110177201|XP_020799455.1|DSER	LOC118458170|XP_035776268.1|AALB
OG0004774	LOC110177203|XP_020799457.1|DSER	LOC118459616|XP_035779078.1|AALB
OG0004775	LOC110186999|XP_020812018.1|DSER	LOC118458313|XP_035776548.1|AALB
OG0004776	LOC110189598|XP_020815390.1|DSER	LOC118462061|XP_035783942.1|AALB
OG0004777	LOC110186430|XP_020811272.1|DSER	LOC118459590|XP_035779011.1|AALB
OG0004778	LOC110186016|XP_020810711.1|DSER	LOC118460142|XP_035780123.1|AALB
OG0004779	LOC110186405|XP_020811235.1|DSER	LOC118460138|XP_035780117.1|AALB
OG0004780	LOC110187218|XP_020812277.1|DSER	LOC118460143|XP_035780125.1|AALB
OG0004782	LOC110191380|XP_020817891.1|DSER	LOC118461374|XP_035782515.1|AALB
OG0004783	LOC110180645|XP_020803998.1|DSER	LOC118460480|XP_035780714.1|AALB
OG0004784	LOC110176633|XP_020798719.1|DSER	LOC118456618|XP_035773420.1|AALB
OG0004785	LOC110176623|XP_020798707.1|DSER	LOC118458406|XP_035776714.1|AALB
OG0004786	LOC110176625|XP_020798709.1|DSER	LOC118456144|XP_035772551.1|AALB
OG0004787	LOC110176589|XP_020798663.1|DSER	LOC118457487|XP_035775011.1|AALB
OG0004788	LOC110176597|XP_020798672.1|DSER	LOC118459288|XP_035778426.1|AALB
OG0004789	LOC110176599|XP_020798676.1|DSER	LOC118459289|XP_035778427.1|AALB
OG0004790	LOC110176455|XP_020798466.1|DSER	LOC118468835|XP_035795969.1|AALB
OG0004791	LOC110191388|XP_020817903.1|DSER	LOC118459971|XP_035779754.1|AALB
OG0004792	LOC110188597|XP_020814018.1|DSER	LOC118461728|XP_035783308.1|AALB
OG0004793	LOC110176520|XP_020798556.1|DSER	LOC118458971|XP_035777852.1|AALB
OG0004794	LOC110183935|XP_020807959.1|DSER	LOC118457385|XP_035774814.1|AALB
OG0004795	LOC110186552|XP_020811418.1|DSER	LOC118457817|XP_035775583.1|AALB
OG0004796	LOC110186591|XP_020811472.1|DSER	LOC118458837|XP_035777630.1|AALB
OG0004797	LOC110190032|XP_020815997.1|DSER	LOC118458834|XP_035777624.1|AALB
OG0004798	LOC110186743|XP_020811667.1|DSER	LOC118462029|XP_035783895.1|AALB
OG0004799	LOC110184042|XP_020808079.1|DSER	LOC118461479|XP_035782729.1|AALB
OG0004800	LOC110191227|XP_020817652.1|DSER	LOC118458437|XP_035776789.1|AALB
OG0004801	LOC110186585|XP_020811463.1|DSER	LOC118460064|XP_035779953.1|AALB
OG0004802	LOC110177210|XP_020799487.1|DSER	LOC118456303|XP_035772834.1|AALB
OG0004803	LOC110186669|XP_020811596.1|DSER	LOC118459899|XP_035779608.1|AALB
OG0004804	LOC110188262|XP_020813670.1|DSER	LOC118458164|XP_035776259.1|AALB
OG0004805	LOC110190665|XP_020816948.1|DSER	LOC118461345|XP_035782451.1|AALB
OG0004806	LOC110182538|XP_020806245.1|DSER	LOC118468775|XP_035795858.1|AALB
OG0004807	LOC110191101|XP_020817506.1|DSER	LOC118461364|XP_035782498.1|AALB
OG0004808	LOC110188448|XP_020813835.1|DSER	LOC118460733|XP_035781184.1|AALB
OG0004809	LOC110177157|XP_020799401.1|DSER	LOC118461626|XP_035783068.1|AALB
OG0004810	LOC110177184|XP_020799437.1|DSER	LOC118461625|XP_035783067.1|AALB
OG0004811	LOC110184663|XP_020808925.1|DSER	LOC118460421|XP_035780604.1|AALB
OG0004812	LOC110188904|XP_020814533.1|DSER	LOC118457120|XP_035774319.1|AALB
OG0004813	LOC110191338|XP_020817841.1|DSER	LOC118458098|XP_035776161.1|AALB
OG0004814	LOC110188323|XP_020813690.1|DSER	LOC118458288|XP_035776504.1|AALB
OG0004815	LOC110181792|XP_020805331.1|DSER	LOC118461002|XP_035781721.1|AALB
OG0004816	LOC110184389|XP_020808554.1|DSER	LOC118458919|XP_035777779.1|AALB
OG0004817	LOC110184450|XP_020808648.1|DSER	LOC118457333|XP_035774720.1|AALB
OG0004818	LOC110186427|XP_020811268.1|DSER	LOC118463260|XP_035785623.1|AALB
OG0004819	LOC110191321|XP_020817803.1|DSER	LOC118463253|XP_035785616.1|AALB
OG0004820	LOC110188591|XP_020814013.1|DSER	LOC118463252|XP_035785615.1|AALB
OG0004821	LOC110176476|XP_020798496.1|DSER	LOC118462567|XP_035784258.1|AALB
OG0004822	LOC110176412|XP_020798410.1|DSER	LOC118462571|XP_035784266.1|AALB
OG0004823	LOC110191324|XP_020817810.1|DSER	LOC118464105|XP_035787083.1|AALB
OG0004824	LOC110191325|XP_020817818.1|DSER	LOC118461940|XP_035783715.1|AALB
OG0004825	LOC110185480|XP_020810013.1|DSER	LOC118464523|XP_035787853.1|AALB
OG0004826	LOC110191033|XP_020817411.1|DSER	LOC118465924|XP_035790516.1|AALB
OG0004827	LOC110187713|XP_020812809.1|DSER	LOC118465925|XP_035790517.1|AALB
OG0004828	LOC110186417|XP_020811256.1|DSER	LOC118465926|XP_035790519.1|AALB
OG0004829	LOC110191170|XP_020817589.1|DSER	LOC118460916|XP_035781562.1|AALB
OG0004830	LOC110191406|XP_020817923.1|DSER	LOC118457016|XP_035774139.1|AALB
OG0004831	LOC110184750|XP_020809039.1|DSER	LOC118456848|XP_035773837.1|AALB
OG0004832	LOC110186489|XP_020811335.1|DSER	LOC118458545|XP_035777073.1|AALB
OG0004833	LOC110177119|XP_020799324.1|DSER	LOC118460554|XP_035780842.1|AALB
OG0004834	LOC110184772|XP_020809070.1|DSER	LOC118461654|XP_035783125.1|AALB
OG0004835	LOC110184707|XP_020808986.1|DSER	LOC118460452|XP_035780663.1|AALB
OG0004836	LOC110191102|XP_020817507.1|DSER	LOC118456263|XP_035772757.1|AALB
OG0004837	LOC110176693|XP_020798783.1|DSER	LOC118466978|XP_035792785.1|AALB
OG0004838	LOC110189028|XP_020814650.1|DSER	LOC118457550|XP_035775110.1|AALB
OG0004839	LOC110189012|XP_020814627.1|DSER	LOC118457546|XP_035775101.1|AALB
OG0004840	LOC110186170|XP_020810883.1|DSER	LOC118463418|XP_035785865.1|AALB
OG0004841	LOC110185777|XP_020810438.1|DSER	LOC118456585|XP_035773375.1|AALB
OG0004842	LOC110186540|XP_020811403.1|DSER	LOC118459381|XP_035778575.1|AALB
OG0004843	LOC110187834|XP_020812972.1|DSER	LOC118458790|XP_035777524.1|AALB
OG0004844	LOC110182617|XP_020806341.1|DSER	LOC118459556|XP_035778941.1|AALB
OG0004845	LOC110188379|XP_020813754.1|DSER	LOC118459553|XP_035778927.1|AALB
OG0004846	LOC110176969|XP_020799135.1|DSER	LOC118468549|XP_035795337.1|AALB
OG0004847	LOC110176968|XP_020799134.1|DSER	LOC118456715|XP_035773644.1|AALB
OG0004848	LOC110191016|XP_020817392.1|DSER	LOC118457955|XP_035775872.1|AALB
OG0004850	LOC110177183|XP_020799434.1|DSER	LOC118460356|XP_035780491.1|AALB
OG0004851	LOC110177153|XP_020799394.1|DSER	LOC118461212|XP_035782166.1|AALB
OG0004852	LOC110191797|XP_020818406.1|DSER	LOC118458280|XP_035776496.1|AALB
OG0004853	LOC110179338|XP_020802501.1|DSER	LOC118466452|XP_035791684.1|AALB
OG0004854	LOC110187503|XP_020812559.1|DSER	LOC118463320|XP_035785699.1|AALB
OG0004855	LOC110181264|XP_020804630.1|DSER	LOC118463322|XP_035785706.1|AALB
OG0004856	LOC110189121|XP_020814755.1|DSER	LOC118466455|XP_035791688.1|AALB
OG0004857	LOC110188890|XP_020814468.1|DSER	LOC118464546|XP_035787877.1|AALB
OG0004858	LOC110189090|XP_020814722.1|DSER	LOC118464450|XP_035787726.1|AALB
OG0004859	LOC110189063|XP_020814691.1|DSER	LOC118465591|XP_035789850.1|AALB
OG0004860	LOC110188854|XP_020814420.1|DSER	LOC118466396|XP_035791541.1|AALB
OG0004861	LOC110190440|XP_020816585.1|DSER	LOC118466393|XP_035791529.1|AALB
OG0004862	LOC110190563|XP_020816796.1|DSER	LOC118466084|XP_035790871.1|AALB
OG0004863	LOC110176141|XP_020798037.1|DSER	LOC118463782|XP_035786500.1|AALB
OG0004864	LOC110183562|XP_020807522.1|DSER	LOC118463789|XP_035786515.1|AALB
OG0004865	LOC110177324|XP_020799656.1|DSER	LOC118463788|XP_035786513.1|AALB
OG0004866	LOC110187494|XP_020812548.1|DSER	LOC118465299|XP_035789275.1|AALB
OG0004867	LOC110178393|XP_020801189.1|DSER	LOC118464911|XP_035788570.1|AALB
OG0004868	LOC110189540|XP_020815330.1|DSER	LOC118464914|XP_035788576.1|AALB
OG0004869	LOC110189729|XP_020815580.1|DSER	LOC118463318|XP_035785697.1|AALB
OG0004870	LOC110189269|XP_020814943.1|DSER	LOC118463328|XP_035785718.1|AALB
OG0004871	LOC110179352|XP_020802526.1|DSER	LOC118465099|XP_035788924.1|AALB
OG0004872	LOC110184041|XP_020808075.1|DSER	LOC118466121|XP_035790960.1|AALB
OG0004873	LOC110177042|XP_020799218.1|DSER	LOC118464320|XP_035787511.1|AALB
OG0004874	LOC110176547|XP_020798597.1|DSER	LOC118463778|XP_035786485.1|AALB
OG0004875	LOC110179460|XP_020802678.1|DSER	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB
OG0004876	LOC110179578|XP_020802828.1|DSER	LOC118466685|XP_035792206.1|AALB
OG0004877	LOC110179016|XP_020802017.1|DSER	LOC118462985|XP_035785087.1|AALB
OG0004878	LOC110191892|XP_020818540.1|DSER	LOC118462961|XP_035785007.1|AALB
OG0004879	LOC110191611|XP_020818157.1|DSER	LOC118463145|XP_035785404.1|AALB
OG0004880	LOC110190184|XP_020816191.1|DSER	LOC118463161|XP_035785440.1|AALB
OG0004881	LOC110178783|XP_020801688.1|DSER	LOC118463148|XP_035785417.1|AALB
OG0004883	LOC110185317|XP_020809741.1|DSER	LOC118463158|XP_035785436.1|AALB
OG0004884	LOC110176883|XP_020799020.1|DSER	LOC118466650|XP_035792113.1|AALB
OG0004885	LOC110177645|XP_020800121.1|DSER	LOC118466660|XP_035792151.1|AALB
OG0004886	LOC110178516|XP_020801326.1|DSER	LOC118466659|XP_035792150.1|AALB
OG0004887	LOC110191592|XP_020818135.1|DSER	LOC118466658|XP_035792149.1|AALB
OG0004888	LOC110184106|XP_020808155.1|DSER	LOC118467708|XP_035794385.1|AALB
OG0004889	LOC110180690|XP_020804066.1|DSER	LOC118467716|XP_035794411.1|AALB
OG0004890	LOC110182540|XP_020806274.1|DSER	LOC118465205|XP_035789083.1|AALB
OG0004891	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER	LOC118464284|XP_035787453.1|AALB
OG0004892	LOC110189536|XP_020815325.1|DSER	LOC118465944|XP_035790561.1|AALB
OG0004893	LOC110180818|XP_020804158.1|DSER	LOC118463189|XP_035785510.1|AALB
OG0004894	LOC110189383|XP_020815090.1|DSER	LOC118464462|XP_035787756.1|AALB
OG0004895	LOC110181104|XP_020804434.1|DSER	LOC118465102|XP_035788929.1|AALB
OG0004896	LOC110178457|XP_020801251.1|DSER	LOC118465308|XP_035789306.1|AALB
OG0004897	LOC110178497|XP_020801303.1|DSER	LOC118465301|XP_035789288.1|AALB
OG0004898	LOC110178008|XP_020800680.1|DSER	LOC118465316|XP_035789326.1|AALB
OG0004899	LOC110191466|XP_020817978.1|DSER	LOC118465292|XP_035789233.1|AALB
OG0004900	LOC110178002|XP_020800661.1|DSER	LOC118463454|XP_035785933.1|AALB
OG0004901	LOC110177987|XP_020800642.1|DSER	LOC118464634|XP_035787973.1|AALB
OG0004902	LOC110177579|XP_020800017.1|DSER	LOC118464650|XP_035788008.1|AALB
OG0004903	LOC110184403|XP_020808627.1|DSER	LOC118467050|XP_035792938.1|AALB
OG0004904	LOC110191308|XP_020817780.1|DSER	LOC118462972|XP_035785032.1|AALB
OG0004905	LOC110191580|XP_020818122.1|DSER	LOC118463651|XP_035786288.1|AALB
OG0004906	LOC110190799|XP_020817101.1|DSER	LOC118463075|XP_035785229.1|AALB
OG0004907	LOC110187105|XP_020812174.1|DSER	LOC118464668|XP_035788073.1|AALB
OG0004909	LOC110189838|XP_020815697.1|DSER	LOC118466839|XP_035792543.1|AALB
OG0004910	LOC110189961|XP_020815908.1|DSER	LOC118467079|XP_035793009.1|AALB
OG0004911	LOC110186773|XP_020811705.1|DSER	LOC118466089|XP_035790890.1|AALB
OG0004912	LOC110190804|XP_020817111.1|DSER	LOC118465441|XP_035789584.1|AALB
OG0004913	LOC110182911|XP_020806731.1|DSER	LOC118464916|XP_035788579.1|AALB
OG0004914	LOC110182905|XP_020806722.1|DSER	LOC118466983|XP_035792793.1|AALB
OG0004915	LOC110178700|XP_020801563.1|DSER	LOC118466990|XP_035792801.1|AALB
OG0004916	LOC110188351|XP_020813758.1|DSER	LOC118464065|XP_035787006.1|AALB
OG0004917	LOC110190793|XP_020817092.1|DSER	LOC118466300|XP_035791291.1|AALB
OG0004918	LOC110190791|XP_020817088.1|DSER	LOC118466295|XP_035791276.1|AALB
OG0004919	LOC110186253|XP_020810993.1|DSER	LOC118466303|XP_035791300.1|AALB
OG0004920	LOC110189933|XP_020815876.1|DSER	LOC118466298|XP_035791288.1|AALB
OG0004921	LOC110190347|XP_020816406.1|DSER	LOC118466297|XP_035791280.1|AALB
OG0004922	LOC110190340|XP_020816398.1|DSER	LOC118463169|XP_035785456.1|AALB
OG0004923	LOC110183580|XP_020807550.1|DSER	LOC118464292|XP_035787467.1|AALB
OG0004924	LOC110184789|XP_020809087.1|DSER	LOC118464728|XP_035788202.1|AALB
OG0004925	LOC110178615|XP_020801459.1|DSER	LOC118465569|XP_035789824.1|AALB
OG0004926	LOC110178777|XP_020801678.1|DSER	LOC118465042|XP_035788801.1|AALB
OG0004927	LOC110190462|XP_020816622.1|DSER	LOC118466145|XP_035790998.1|AALB
OG0004928	LOC110184115|XP_020808170.1|DSER	LOC118462530|XP_035784176.1|AALB
OG0004929	LOC110184494|XP_020808707.1|DSER	LOC118464253|XP_035787382.1|AALB
OG0004930	LOC110178232|XP_020800941.1|DSER	LOC118467879|XP_035794683.1|AALB
OG0004931	LOC110182865|XP_020806667.1|DSER	LOC118465409|XP_035789524.1|AALB
OG0004932	LOC110178806|XP_020801720.1|DSER	LOC118465399|XP_035789492.1|AALB
OG0004933	LOC110187091|XP_020812192.1|DSER	LOC118464842|XP_035788431.1|AALB
OG0004934	LOC110191521|XP_020818048.1|DSER	LOC118463790|XP_035786516.1|AALB
OG0004935	LOC110189712|XP_020815560.1|DSER	LOC118464660|XP_035788054.1|AALB
OG0004936	LOC110190084|XP_020816048.1|DSER	LOC118463469|XP_035785952.1|AALB
OG0004937	LOC110184711|XP_020808990.1|DSER	LOC118464623|XP_035787962.1|AALB
OG0004938	LOC110189115|XP_020814748.1|DSER	LOC118462804|XP_035784700.1|AALB
OG0004939	LOC110190178|XP_020816185.1|DSER	LOC118462815|XP_035784727.1|AALB
OG0004940	LOC110190152|XP_020816148.1|DSER	LOC118462806|XP_035784702.1|AALB
OG0004941	LOC110190521|XP_020816714.1|DSER	LOC118463711|XP_035786397.1|AALB
OG0004942	LOC110176204|XP_020798124.1|DSER	LOC118467458|XP_035793862.1|AALB
OG0004943	LOC110190469|XP_020816637.1|DSER	LOC118467459|XP_035793863.1|AALB
OG0004944	LOC110188817|XP_020814356.1|DSER	LOC118465738|XP_035790093.1|AALB
OG0004945	LOC110189775|XP_020815658.1|DSER	LOC118463010|XP_035785135.1|AALB
OG0004946	LOC110190203|XP_020816212.1|DSER	LOC118467415|XP_035793791.1|AALB
OG0004947	LOC110177611|XP_020800069.1|DSER	LOC118463506|XP_035785998.1|AALB
OG0004948	LOC110177633|XP_020800106.1|DSER	LOC118465785|XP_035790212.1|AALB
OG0004949	LOC110177566|XP_020799997.1|DSER	LOC118462459|XP_035784023.1|AALB
OG0004950	LOC110178790|XP_020801702.1|DSER	LOC118462464|XP_035784040.1|AALB
OG0004951	LOC110188669|XP_020814125.1|DSER	LOC118462461|XP_035784027.1|AALB
OG0004952	LOC110187300|XP_020812350.1|DSER	LOC118466778|XP_035792397.1|AALB
OG0004953	LOC110190588|XP_020816840.1|DSER	LOC118466785|XP_035792414.1|AALB
OG0004954	LOC110190547|XP_020816756.1|DSER	LOC118466775|XP_035792394.1|AALB
OG0004955	LOC110178750|XP_020801641.1|DSER	LOC118462999|XP_035785120.1|AALB
OG0004956	LOC110178010|XP_020800682.1|DSER	LOC118463150|XP_035785421.1|AALB
OG0004957	LOC110182785|XP_020806570.1|DSER	LOC118465297|XP_035789269.1|AALB
OG0004958	LOC110187255|XP_020812307.1|DSER	LOC118462984|XP_035785083.1|AALB
OG0004959	LOC110187179|XP_020812240.1|DSER	LOC118462996|XP_035785115.1|AALB
OG0004960	LOC110186890|XP_020811852.1|DSER	LOC118462979|XP_035785068.1|AALB
OG0004961	LOC110189392|XP_020815100.1|DSER	LOC118467108|XP_035793061.1|AALB
OG0004962	LOC110190171|XP_020816177.1|DSER	LOC118467107|XP_035793060.1|AALB
OG0004963	LOC110185186|XP_020809562.1|DSER	LOC118466833|XP_035792523.1|AALB
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC118463842|XP_035786639.1|AALB
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC118462864|XP_035784816.1|AALB
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC118462863|XP_035784815.1|AALB
