Orthogroup	DSER.longest_only	BTRY.longest_only
OG0005247	LOC110181125|XP_020804456.1|DSER	LOC120770419|XP_039953796.1|BTRY
OG0005248	LOC110188688|XP_020814150.1|DSER	LOC120774044|XP_039959278.1|BTRY
OG0005249	LOC110189426|XP_020815153.1|DSER	LOC120781270|XP_039969393.1|BTRY
OG0005250	LOC110182747|XP_020806516.1|DSER	LOC120769762|XP_039952868.1|BTRY
OG0005251	LOC110183300|XP_020807197.1|DSER	LOC120767997|XP_039950350.1|BTRY
OG0005252	LOC110181346|XP_020804727.1|DSER	LOC120768481|XP_039951129.1|BTRY
OG0005253	LOC110187442|XP_020812490.1|DSER	LOC120768029|XP_039950437.1|BTRY
OG0005254	LOC110185975|XP_020810656.1|DSER	LOC120769394|XP_039952299.1|BTRY
OG0005255	LOC110185953|XP_020810631.1|DSER	LOC120768379|XP_039950979.1|BTRY
OG0005256	LOC110188776|XP_020814277.1|DSER	LOC120768632|XP_039951331.1|BTRY
OG0005257	LOC110183852|XP_020807861.1|DSER	LOC120768894|XP_039951581.1|BTRY
OG0005258	LOC110183746|XP_020807760.1|DSER	LOC120768232|XP_039950752.1|BTRY
OG0005259	LOC110185604|XP_020810206.1|DSER	LOC120767798|XP_039949997.1|BTRY
OG0005260	LOC110185605|XP_020810209.1|DSER	LOC120769287|XP_039952141.1|BTRY
OG0005261	LOC110183388|XP_020807314.1|DSER	LOC120782569|XP_039970841.1|BTRY
OG0005262	LOC110187382|XP_020812429.1|DSER	LOC120768940|XP_039951657.1|BTRY
OG0005263	LOC110185709|XP_020810343.1|DSER	LOC120767799|XP_039949999.1|BTRY
OG0005264	LOC110187784|XP_020812913.1|DSER	LOC120778235|XP_039965930.1|BTRY
OG0005265	LOC110181384|XP_020804774.1|DSER	LOC120781403|XP_039969549.1|BTRY
OG0005267	LOC110184913|XP_020809217.1|DSER	LOC120767357|XP_039949257.1|BTRY
OG0005268	LOC110184912|XP_020809216.1|DSER	LOC120767355|XP_039949255.1|BTRY
OG0005269	LOC110184916|XP_020809220.1|DSER	LOC120767680|XP_039949792.1|BTRY
OG0005270	LOC110183151|XP_020807000.1|DSER	LOC120776131|XP_039962595.1|BTRY
OG0005271	LOC110183813|XP_020807824.1|DSER	LOC120767745|XP_039949890.1|BTRY
OG0005272	LOC110183814|XP_020807825.1|DSER	LOC120768592|XP_039951287.1|BTRY
OG0005273	LOC110183822|XP_020807833.1|DSER	LOC120769162|XP_039951978.1|BTRY
OG0005274	LOC110183176|XP_020807027.1|DSER	LOC120781859|XP_039970012.1|BTRY
OG0005275	LOC110183373|XP_020807294.1|DSER	LOC120781590|XP_039969759.1|BTRY
OG0005276	LOC110187538|XP_020812590.1|DSER	LOC120769791|XP_039952910.1|BTRY
OG0005277	LOC110187563|XP_020812610.1|DSER	LOC120769787|XP_039952907.1|BTRY
OG0005278	LOC110182863|XP_020806664.1|DSER	LOC120770897|XP_039954497.1|BTRY
OG0005279	LOC110185869|XP_020810538.1|DSER	LOC120768309|XP_039950880.1|BTRY
OG0005280	LOC110185540|XP_020810106.1|DSER	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY
OG0005281	LOC110184946|XP_020809251.1|DSER	LOC120769621|XP_039952659.1|BTRY
OG0005282	LOC110187650|XP_020812717.1|DSER	LOC120779061|XP_039967133.1|BTRY
OG0005283	LOC110188722|XP_020814198.1|DSER	LOC120770473|XP_039953904.1|BTRY
OG0005284	LOC110187429|XP_020812476.1|DSER	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY
OG0005285	LOC110187437|XP_020812487.1|DSER	LOC120768060|XP_039950513.1|BTRY
OG0005286	LOC110186115|XP_020810822.1|DSER	LOC120768015|XP_039950392.1|BTRY
OG0005287	LOC110185993|XP_020810679.1|DSER	LOC120768605|XP_039951301.1|BTRY
OG0005288	LOC110182679|XP_020806425.1|DSER	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY
OG0005289	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER	LOC120781460|XP_039969611.1|BTRY
OG0005290	LOC110177245|XP_020799548.1|DSER	LOC120770247|XP_039953482.1|BTRY
OG0005291	LOC110185745|XP_020810400.1|DSER	LOC120769483|XP_039952440.1|BTRY
OG0005292	LOC110185743|XP_020810398.1|DSER	LOC120767454|XP_039949455.1|BTRY
OG0005293	LOC110185899|XP_020810572.1|DSER	LOC120768742|XP_039951448.1|BTRY
OG0005294	LOC110184995|XP_020809306.1|DSER	LOC120768442|XP_039951064.1|BTRY
OG0005295	LOC110186101|XP_020810805.1|DSER	LOC120767315|XP_039949175.1|BTRY
OG0005296	LOC110187693|XP_020812785.1|DSER	LOC120768908|XP_039951609.1|BTRY
OG0005297	LOC110183866|XP_020807878.1|DSER	LOC120769582|XP_039952575.1|BTRY
OG0005298	LOC110177870|XP_020800485.1|DSER	LOC120768311|XP_039950882.1|BTRY
OG0005299	LOC110189025|XP_020814647.1|DSER	LOC120782752|XP_039971136.1|BTRY
OG0005300	LOC110184333|XP_020808488.1|DSER	LOC120774129|XP_039959439.1|BTRY
OG0005301	LOC110183193|XP_020807058.1|DSER	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY
OG0005302	LOC110180267|XP_020803582.1|DSER	LOC120771509|XP_039955499.1|BTRY
OG0005303	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER	LOC120768390|XP_039950996.1|BTRY
OG0005304	LOC110185042|XP_020809354.1|DSER	LOC120769472|XP_039952425.1|BTRY
OG0005305	LOC110182862|XP_020806663.1|DSER	LOC120770896|XP_039954496.1|BTRY
OG0005306	LOC110184868|XP_020809173.1|DSER	LOC120768451|XP_039951082.1|BTRY
OG0005307	LOC110183175|XP_020807025.1|DSER	LOC120768293|XP_039950854.1|BTRY
OG0005308	LOC110183387|XP_020807313.1|DSER	LOC120769758|XP_039952854.1|BTRY
OG0005309	LOC110183758|XP_020807775.1|DSER	LOC120775077|XP_039961002.1|BTRY
OG0005310	LOC110177041|XP_020799217.1|DSER	LOC120769720|XP_039952792.1|BTRY
OG0005311	LOC110183915|XP_020807917.1|DSER	LOC120769100|XP_039951894.1|BTRY
OG0005312	LOC110182596|XP_020806310.1|DSER	LOC120769233|XP_039952066.1|BTRY
OG0005313	LOC110183295|XP_020807188.1|DSER	LOC120767253|XP_039949042.1|BTRY
OG0005314	LOC110184961|XP_020809268.1|DSER	LOC120769724|XP_039952800.1|BTRY
OG0005315	LOC110187493|XP_020812541.1|DSER	LOC120768136|XP_039950628.1|BTRY
OG0005316	LOC110182899|XP_020806713.1|DSER	LOC120772949|XP_039957785.1|BTRY
OG0005317	LOC110184863|XP_020809167.1|DSER	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY
OG0005318	LOC110188772|XP_020814267.1|DSER	LOC120768351|XP_039950940.1|BTRY
OG0005319	LOC110185648|XP_020810265.1|DSER	LOC120767390|XP_039949336.1|BTRY
OG0005320	LOC110185815|XP_020810480.1|DSER	LOC120769390|XP_039952294.1|BTRY
OG0005321	LOC110183417|XP_020807353.1|DSER	LOC120768080|XP_039950544.1|BTRY
OG0005322	LOC110181293|XP_020804673.1|DSER	LOC120767983|XP_039950334.1|BTRY
OG0005323	LOC110183795|XP_020807809.1|DSER	LOC120767673|XP_039949780.1|BTRY
OG0005324	LOC110177878|XP_020800502.1|DSER	LOC120768338|XP_039950924.1|BTRY
OG0005325	LOC110186106|XP_020810812.1|DSER	LOC120772944|XP_039957781.1|BTRY
OG0005326	LOC110183448|XP_020807387.1|DSER	LOC120768397|XP_039951004.1|BTRY
OG0005327	LOC110181421|XP_020804822.1|DSER	LOC120769074|XP_039951867.1|BTRY
OG0005328	LOC110187696|XP_020812790.1|DSER	LOC120778448|XP_039966175.1|BTRY
OG0005329	LOC110190798|XP_020817100.1|DSER	LOC120778777|XP_039966694.1|BTRY
OG0005330	LOC110190797|XP_020817099.1|DSER	LOC120778776|XP_039966693.1|BTRY
OG0005331	LOC110184861|XP_020809162.1|DSER	LOC120767358|XP_039949259.1|BTRY
OG0005332	LOC110187317|XP_020812365.1|DSER	LOC120769748|XP_039952841.1|BTRY
OG0005333	LOC110183027|XP_020806873.1|DSER	LOC120768619|XP_039951320.1|BTRY
OG0005334	LOC110183358|XP_020807279.1|DSER	LOC120768113|XP_039950594.1|BTRY
OG0005335	LOC110189634|XP_020815437.1|DSER	LOC120771424|XP_039955346.1|BTRY
OG0005336	LOC110189397|XP_020815111.1|DSER	LOC120772057|XP_039956374.1|BTRY
OG0005337	LOC110176628|XP_020798716.1|DSER	LOC120770358|XP_039953701.1|BTRY
OG0005338	LOC110177644|XP_020800118.1|DSER	LOC120768875|XP_039951564.1|BTRY
OG0005339	LOC110183285|XP_020807174.1|DSER	LOC120768884|XP_039951572.1|BTRY
OG0005340	LOC110187346|XP_020812392.1|DSER	LOC120768874|XP_039951563.1|BTRY
OG0005341	LOC110178906|XP_020801845.1|DSER	LOC120770572|XP_039954086.1|BTRY
OG0005342	LOC110183978|XP_020807993.1|DSER	LOC120767217|XP_039948963.1|BTRY
OG0005343	LOC110180024|XP_020803284.1|DSER	LOC120771812|XP_039955954.1|BTRY
OG0005344	LOC110177863|XP_020800467.1|DSER, LOC110179400|XP_020802583.1|DSER	LOC120774749|XP_039960441.1|BTRY
OG0005345	LOC110180585|XP_020803936.1|DSER	LOC120767773|XP_039949948.1|BTRY
OG0005346	LOC110185937|XP_020810610.1|DSER	LOC120776549|XP_039963233.1|BTRY
OG0005347	LOC110187511|XP_020812564.1|DSER	LOC120767760|XP_039949924.1|BTRY
OG0005348	LOC110183393|XP_020807319.1|DSER	LOC120767291|XP_039949101.1|BTRY
OG0005349	LOC110183322|XP_020807227.1|DSER	LOC120768025|XP_039950431.1|BTRY
OG0005350	LOC110183168|XP_020807019.1|DSER	LOC120781430|XP_039969585.1|BTRY
OG0005351	LOC110189096|XP_020814730.1|DSER	LOC120768121|XP_039950607.1|BTRY
OG0005352	LOC110183274|XP_020807160.1|DSER	LOC120776559|XP_039963248.1|BTRY
OG0005353	LOC110176359|XP_020798346.1|DSER	LOC120771445|XP_039955384.1|BTRY
OG0005354	LOC110185567|XP_020810150.1|DSER	LOC120767236|XP_039949004.1|BTRY
OG0005355	LOC110178175|XP_020800868.1|DSER	LOC120769531|XP_039952504.1|BTRY
OG0005356	LOC110178095|XP_020800761.1|DSER	LOC120769535|XP_039952510.1|BTRY
OG0005357	LOC110176851|XP_020798980.1|DSER	LOC120767714|XP_039949844.1|BTRY
OG0005358	LOC110185555|XP_020810131.1|DSER	LOC120769742|XP_039952833.1|BTRY
OG0005359	LOC110177392|XP_020799756.1|DSER	LOC120770559|XP_039954071.1|BTRY
OG0005360	LOC110185241|XP_020809636.1|DSER	LOC120778024|XP_039965631.1|BTRY
OG0005361	LOC110183485|XP_020807424.1|DSER	LOC120767824|XP_039950043.1|BTRY
OG0005362	LOC110187307|XP_020812355.1|DSER	LOC120768066|XP_039950520.1|BTRY
OG0005363	LOC110182702|XP_020806457.1|DSER	LOC120768672|XP_039951383.1|BTRY
OG0005364	LOC110179219|XP_020802313.1|DSER	LOC120772565|XP_039957186.1|BTRY
OG0005365	LOC110185002|XP_020809314.1|DSER	LOC120781425|XP_039969579.1|BTRY
OG0005366	LOC110184942|XP_020809248.1|DSER	LOC120768125|XP_039950612.1|BTRY
OG0005367	LOC110184977|XP_020809285.1|DSER	LOC120768706|XP_039951412.1|BTRY
OG0005368	LOC110190991|XP_020817362.1|DSER	LOC120782721|XP_039971078.1|BTRY
OG0005369	LOC110181152|XP_020804485.1|DSER	LOC120768613|XP_039951314.1|BTRY
OG0005370	LOC110183158|XP_020807009.1|DSER	LOC120767968|XP_039950308.1|BTRY
OG0005371	LOC110183160|XP_020807010.1|DSER	LOC120769330|XP_039952220.1|BTRY
OG0005372	LOC110188188|XP_020813423.1|DSER	LOC120766872|XP_039948537.1|BTRY
OG0005373	LOC110191701|XP_020818276.1|DSER	LOC120769128|XP_039951928.1|BTRY
OG0005374	LOC110184897|XP_020809203.1|DSER	LOC120768477|XP_039951125.1|BTRY
OG0005375	LOC110184896|XP_020809202.1|DSER	LOC120767618|XP_039949709.1|BTRY
OG0005376	LOC110186061|XP_020810757.1|DSER	LOC120769264|XP_039952102.1|BTRY
OG0005377	LOC110177556|XP_020799986.1|DSER	LOC120777105|XP_039964175.1|BTRY
OG0005378	LOC110185695|XP_020810321.1|DSER	LOC120769547|XP_039952526.1|BTRY
OG0005379	LOC110182257|XP_020805934.1|DSER	LOC120769515|XP_039952486.1|BTRY
OG0005380	LOC110186042|XP_020810740.1|DSER	LOC120767848|XP_039950081.1|BTRY
OG0005381	LOC110187464|XP_020812511.1|DSER	LOC120767721|XP_039949853.1|BTRY
OG0005382	LOC110187264|XP_020812311.1|DSER	LOC120767222|XP_039948982.1|BTRY
OG0005383	LOC110185190|XP_020809571.1|DSER	LOC120778251|XP_039965951.1|BTRY
OG0005384	LOC110190969|XP_020817318.1|DSER	LOC120766271|XP_039947594.1|BTRY
OG0005385	LOC110182917|XP_020806738.1|DSER	LOC120770527|XP_039954008.1|BTRY
OG0005386	LOC110178208|XP_020800909.1|DSER	LOC120771825|XP_039955988.1|BTRY
OG0005387	LOC110187652|XP_020812720.1|DSER	LOC120766519|XP_039948021.1|BTRY
OG0005388	LOC110187415|XP_020812463.1|DSER	LOC120769329|XP_039952219.1|BTRY
OG0005389	LOC110183987|XP_020808003.1|DSER	LOC120767918|XP_039950211.1|BTRY
OG0005390	LOC110182306|XP_020805981.1|DSER	LOC120768438|XP_039951058.1|BTRY
OG0005391	LOC110182308|XP_020805983.1|DSER	LOC120768440|XP_039951060.1|BTRY
OG0005392	LOC110184838|XP_020809140.1|DSER, LOC110179797|XP_020803066.1|DSER	LOC120769607|XP_039952622.1|BTRY
OG0005393	LOC110188106|XP_020813337.1|DSER	LOC120773134|XP_039958067.1|BTRY
OG0005394	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER	LOC120767819|XP_039950034.1|BTRY
OG0005395	LOC110178113|XP_020800785.1|DSER	LOC120768623|XP_039951324.1|BTRY
OG0005396	LOC110176955|XP_020799118.1|DSER	LOC120769686|XP_039952742.1|BTRY
OG0005397	LOC110176933|XP_020799089.1|DSER	LOC120769691|XP_039952752.1|BTRY
OG0005398	LOC110177180|XP_020799430.1|DSER	LOC120775001|XP_039960862.1|BTRY
OG0005399	LOC110180251|XP_020803570.1|DSER	LOC120772085|XP_039956417.1|BTRY
OG0005400	LOC110188998|XP_020814608.1|DSER	LOC120770264|XP_039953507.1|BTRY
OG0005401	LOC110176954|XP_020799116.1|DSER	LOC120768161|XP_039950656.1|BTRY
OG0005402	LOC110176956|XP_020799121.1|DSER	LOC120768297|XP_039950859.1|BTRY
OG0005403	LOC110176871|XP_020799005.1|DSER	LOC120768473|XP_039951114.1|BTRY
OG0005404	LOC110176872|XP_020799006.1|DSER	LOC120768472|XP_039951113.1|BTRY
OG0005405	LOC110178346|XP_020801127.1|DSER	LOC120772871|XP_039957641.1|BTRY
OG0005406	LOC110191590|XP_020818134.1|DSER	LOC120770395|XP_039953760.1|BTRY
OG0005407	LOC110176053|XP_020797929.1|DSER	LOC120771049|XP_039954786.1|BTRY
OG0005408	LOC110182353|XP_020806052.1|DSER	LOC120769122|XP_039951918.1|BTRY
OG0005409	LOC110177003|XP_020799172.1|DSER	LOC120768548|XP_039951224.1|BTRY
OG0005410	LOC110182390|XP_020806088.1|DSER	LOC120771047|XP_039954782.1|BTRY
OG0005411	LOC110178380|XP_020801176.1|DSER	LOC120773056|XP_039957924.1|BTRY
OG0005412	LOC110178360|XP_020801151.1|DSER	LOC120772206|XP_039956606.1|BTRY
OG0005413	LOC110189734|XP_020815587.1|DSER	LOC120771400|XP_039955302.1|BTRY
OG0005414	LOC110180446|XP_020803773.1|DSER	LOC120774480|XP_039960074.1|BTRY
OG0005415	LOC110179674|XP_020802944.1|DSER	LOC120775956|XP_039962302.1|BTRY
OG0005416	LOC110191567|XP_020818107.1|DSER	LOC120770480|XP_039953920.1|BTRY
OG0005417	LOC110187216|XP_020812275.1|DSER	LOC120768073|XP_039950533.1|BTRY
OG0005418	LOC110184957|XP_020809263.1|DSER	LOC120768626|XP_039951326.1|BTRY
OG0005419	LOC110183317|XP_020807221.1|DSER	LOC120781455|XP_039969603.1|BTRY
OG0005420	LOC110185846|XP_020810512.1|DSER	LOC120769678|XP_039952732.1|BTRY
OG0005421	LOC110184969|XP_020809276.1|DSER	LOC120768665|XP_039951377.1|BTRY
OG0005422	LOC110179563|XP_020802803.1|DSER	LOC120774055|XP_039959294.1|BTRY
OG0005423	LOC110176855|XP_020798987.1|DSER	LOC120767279|XP_039949087.1|BTRY
OG0005424	LOC110182969|XP_020806822.1|DSER	LOC120771793|XP_039955924.1|BTRY
OG0005425	LOC110184595|XP_020808844.1|DSER	LOC120774084|XP_039959346.1|BTRY
OG0005426	LOC110177062|XP_020799237.1|DSER	LOC120772901|XP_039957714.1|BTRY
OG0005427	LOC110181427|XP_020804828.1|DSER	LOC120769056|XP_039951840.1|BTRY
OG0005428	LOC110185630|XP_020810242.1|DSER	LOC120767781|XP_039949960.1|BTRY
OG0005429	LOC110185044|XP_020809355.1|DSER	LOC120769360|XP_039952255.1|BTRY
OG0005430	LOC110185041|XP_020809353.1|DSER	LOC120768651|XP_039951356.1|BTRY
OG0005431	LOC110185098|XP_020809447.1|DSER	LOC120769333|XP_039952222.1|BTRY
OG0005432	LOC110182823|XP_020806618.1|DSER	LOC120768408|XP_039951023.1|BTRY
OG0005433	LOC110177785|XP_020800315.1|DSER	LOC120772860|XP_039957613.1|BTRY
OG0005434	LOC110185109|XP_020809458.1|DSER	LOC120768218|XP_039950722.1|BTRY
OG0005435	LOC110182822|XP_020806617.1|DSER	LOC120769617|XP_039952654.1|BTRY
OG0005436	LOC110176025|XP_020797895.1|DSER	LOC120769618|XP_039952655.1|BTRY
OG0005437	LOC110191410|XP_020817927.1|DSER	LOC120772047|XP_039956358.1|BTRY
OG0005438	LOC110176823|XP_020798932.1|DSER	LOC120767242|XP_039949016.1|BTRY
OG0005439	LOC110185434|XP_020809920.1|DSER	LOC120769301|XP_039952169.1|BTRY
OG0005440	LOC110178213|XP_020800914.1|DSER	LOC120767735|XP_039949878.1|BTRY
OG0005441	LOC110177977|XP_020800630.1|DSER	LOC120767805|XP_039950009.1|BTRY
OG0005442	LOC110176865|XP_020798999.1|DSER	LOC120769815|XP_039952956.1|BTRY
OG0005443	LOC110183357|XP_020807277.1|DSER	LOC120780016|XP_039968235.1|BTRY
OG0005444	LOC110187596|XP_020812647.1|DSER	LOC120768207|XP_039950713.1|BTRY
OG0005445	LOC110183474|XP_020807411.1|DSER	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY
OG0005446	LOC110176810|XP_020798909.1|DSER	LOC120775135|XP_039961100.1|BTRY
OG0005447	LOC110182329|XP_020806020.1|DSER	LOC120769211|XP_039952037.1|BTRY
OG0005448	LOC110177797|XP_020800345.1|DSER	LOC120771681|XP_039955744.1|BTRY
OG0005449	LOC110184482|XP_020808692.1|DSER	LOC120773912|XP_039959036.1|BTRY
OG0005450	LOC110186244|XP_020810972.1|DSER	LOC120769183|XP_039952003.1|BTRY
OG0005451	LOC110187481|XP_020812527.1|DSER	LOC120769169|XP_039951988.1|BTRY
OG0005452	LOC110179221|XP_020802318.1|DSER	LOC120770252|XP_039953488.1|BTRY
OG0005453	LOC110186917|XP_020811898.1|DSER	LOC120775422|XP_039961541.1|BTRY
OG0005454	LOC110184818|XP_020809117.1|DSER	LOC120769783|XP_039952901.1|BTRY
OG0005455	LOC110176784|XP_020798883.1|DSER	LOC120772021|XP_039956321.1|BTRY
OG0005456	LOC110181431|XP_020804833.1|DSER	LOC120768083|XP_039950546.1|BTRY
OG0005457	LOC110181414|XP_020804811.1|DSER	LOC120769402|XP_039952312.1|BTRY
OG0005458	LOC110187341|XP_020812388.1|DSER	LOC120767764|XP_039949935.1|BTRY
OG0005459	LOC110182315|XP_020806002.1|DSER	LOC120768349|XP_039950935.1|BTRY
OG0005460	LOC110187408|XP_020812455.1|DSER	LOC120769729|XP_039952810.1|BTRY
OG0005461	LOC110183776|XP_020807792.1|DSER	LOC120769011|XP_039951789.1|BTRY
OG0005462	LOC110183777|XP_020807793.1|DSER	LOC120768967|XP_039951694.1|BTRY
OG0005463	LOC110176274|XP_020798250.1|DSER	LOC120776644|XP_039963411.1|BTRY
OG0005464	LOC110181455|XP_020804860.1|DSER	LOC120769461|XP_039952406.1|BTRY
OG0005465	LOC110181456|XP_020804862.1|DSER	LOC120767970|XP_039950312.1|BTRY
OG0005466	LOC110181413|XP_020804810.1|DSER	LOC120768624|XP_039951325.1|BTRY
OG0005467	LOC110177394|XP_020799757.1|DSER	LOC120767082|XP_039948882.1|BTRY
OG0005468	LOC110176861|XP_020798994.1|DSER	LOC120768288|XP_039950848.1|BTRY
OG0005469	LOC110183839|XP_020807849.1|DSER	LOC120768245|XP_039950770.1|BTRY
OG0005470	LOC110183838|XP_020807847.1|DSER	LOC120767354|XP_039949254.1|BTRY
OG0005471	LOC110184870|XP_020809176.1|DSER	LOC120768175|XP_039950673.1|BTRY
OG0005472	LOC110184937|XP_020809241.1|DSER	LOC120767901|XP_039950180.1|BTRY
OG0005473	LOC110187406|XP_020812453.1|DSER	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY
OG0005474	LOC110187322|XP_020812369.1|DSER	LOC120767641|XP_039949746.1|BTRY
OG0005475	LOC110187297|XP_020812345.1|DSER	LOC120767640|XP_039949745.1|BTRY
OG0005476	LOC110182893|XP_020806702.1|DSER	LOC120772316|XP_039956767.1|BTRY
OG0005477	LOC110189886|XP_020815794.1|DSER	LOC120778156|XP_039965816.1|BTRY
OG0005478	LOC110185884|XP_020810555.1|DSER	LOC120769263|XP_039952101.1|BTRY
OG0005479	LOC110185883|XP_020810553.1|DSER	LOC120767403|XP_039949374.1|BTRY
OG0005480	LOC110185749|XP_020810406.1|DSER	LOC120767405|XP_039949377.1|BTRY
OG0005481	LOC110176966|XP_020799132.1|DSER	LOC120767845|XP_039950076.1|BTRY
OG0005482	LOC110177096|XP_020799291.1|DSER	LOC120767247|XP_039949031.1|BTRY
OG0005483	LOC110191712|XP_020818285.1|DSER	LOC120766887|XP_039948571.1|BTRY
OG0005484	LOC110182394|XP_020806093.1|DSER	LOC120769631|XP_039952670.1|BTRY
OG0005485	LOC110176308|XP_020798288.1|DSER	LOC120771999|XP_039956290.1|BTRY
OG0005486	LOC110178271|XP_020800996.1|DSER	LOC120772235|XP_039956661.1|BTRY
OG0005487	LOC110183977|XP_020807991.1|DSER	LOC120772066|XP_039956386.1|BTRY
OG0005488	LOC110183960|XP_020807975.1|DSER	LOC120772248|XP_039956679.1|BTRY
OG0005489	LOC110185654|XP_020810272.1|DSER	LOC120768906|XP_039951603.1|BTRY
OG0005490	LOC110185688|XP_020810315.1|DSER	LOC120769019|XP_039951795.1|BTRY
OG0005491	LOC110181307|XP_020804687.1|DSER	LOC120769680|XP_039952737.1|BTRY
OG0005492	LOC110181294|XP_020804674.1|DSER	LOC120769590|XP_039952583.1|BTRY
OG0005493	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER	LOC120768371|XP_039950971.1|BTRY
OG0005494	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER	LOC120772796|XP_039957514.1|BTRY
OG0005495	LOC110184072|XP_020808110.1|DSER	LOC120770894|XP_039954488.1|BTRY
OG0005496	LOC110177173|XP_020799417.1|DSER	LOC120776424|XP_039963007.1|BTRY
OG0005497	LOC110185724|XP_020810366.1|DSER	LOC120768306|XP_039950876.1|BTRY
OG0005498	LOC110185725|XP_020810367.1|DSER	LOC120768308|XP_039950879.1|BTRY
OG0005499	LOC110186111|XP_020810817.1|DSER	LOC120767373|XP_039949285.1|BTRY
OG0005500	LOC110186114|XP_020810819.1|DSER	LOC120767374|XP_039949287.1|BTRY
OG0005501	LOC110183738|XP_020807745.1|DSER	LOC120768192|XP_039950696.1|BTRY
OG0005502	LOC110183740|XP_020807746.1|DSER	LOC120768193|XP_039950697.1|BTRY
OG0005504	LOC110183204|XP_020807076.1|DSER	LOC120767711|XP_039949840.1|BTRY
OG0005506	LOC110184992|XP_020809302.1|DSER	LOC120769747|XP_039952837.1|BTRY
OG0005507	LOC110178168|XP_020800861.1|DSER	LOC120769822|XP_039952964.1|BTRY
OG0005508	LOC110183454|XP_020807393.1|DSER	LOC120769203|XP_039952032.1|BTRY
OG0005509	LOC110176973|XP_020799137.1|DSER	LOC120767905|XP_039950186.1|BTRY
OG0005510	LOC110185877|XP_020810548.1|DSER	LOC120767930|XP_039950225.1|BTRY
OG0005511	LOC110183078|XP_020806923.1|DSER	LOC120773448|XP_039958272.1|BTRY
OG0005512	LOC110188627|XP_020814059.1|DSER	LOC120766278|XP_039947613.1|BTRY
OG0005513	LOC110187118|XP_020812187.1|DSER	LOC120768182|XP_039950684.1|BTRY
OG0005514	LOC110187705|XP_020812799.1|DSER	LOC120782747|XP_039971123.1|BTRY
OG0005515	LOC110182492|XP_020806201.1|DSER	LOC120770374|XP_039953725.1|BTRY
OG0005516	LOC110183335|XP_020807244.1|DSER	LOC120769427|XP_039952343.1|BTRY
OG0005517	LOC110184979|XP_020809288.1|DSER	LOC120769293|XP_039952153.1|BTRY
OG0005518	LOC110176920|XP_020799072.1|DSER	LOC120769236|XP_039952070.1|BTRY
OG0005519	LOC110177688|XP_020800170.1|DSER	LOC120771153|XP_039954964.1|BTRY
OG0005520	LOC110183455|XP_020807394.1|DSER	LOC120767459|XP_039949467.1|BTRY
OG0005521	LOC110183405|XP_020807339.1|DSER	LOC120769322|XP_039952207.1|BTRY
OG0005522	LOC110181262|XP_020804628.1|DSER	LOC120767691|XP_039949817.1|BTRY
OG0005523	LOC110187425|XP_020812474.1|DSER	LOC120769298|XP_039952161.1|BTRY
OG0005524	LOC110185715|XP_020810351.1|DSER	LOC120767962|XP_039950287.1|BTRY
OG0005525	LOC110183411|XP_020807346.1|DSER	LOC120768235|XP_039950754.1|BTRY
OG0005526	LOC110183301|XP_020807200.1|DSER	LOC120769248|XP_039952084.1|BTRY
OG0005527	LOC110184519|XP_020808745.1|DSER	LOC120779652|XP_039967936.1|BTRY
OG0005528	LOC110182667|XP_020806405.1|DSER	LOC120769695|XP_039952756.1|BTRY
OG0005529	LOC110182724|XP_020806484.1|DSER	LOC120769137|XP_039951943.1|BTRY
OG0005530	LOC110185751|XP_020810408.1|DSER	LOC120768863|XP_039951552.1|BTRY
OG0005531	LOC110189849|XP_020815718.1|DSER	LOC120777914|XP_039965431.1|BTRY
OG0005532	LOC110177095|XP_020799286.1|DSER	LOC120768355|XP_039950944.1|BTRY
OG0005533	LOC110182322|XP_020806012.1|DSER	LOC120768045|XP_039950486.1|BTRY
OG0005534	LOC110178756|XP_020801648.1|DSER	LOC120774755|XP_039960448.1|BTRY
OG0005535	LOC110182260|XP_020805936.1|DSER	LOC120767730|XP_039949873.1|BTRY
OG0005536	LOC110184898|XP_020809204.1|DSER	LOC120767895|XP_039950166.1|BTRY
OG0005538	LOC110178148|XP_020800835.1|DSER	LOC120768078|XP_039950542.1|BTRY
OG0005539	LOC110176984|XP_020799151.1|DSER	LOC120768648|XP_039951353.1|BTRY
OG0005540	LOC110178129|XP_020800811.1|DSER	LOC120768214|XP_039950718.1|BTRY
OG0005541	LOC110178118|XP_020800796.1|DSER	LOC120768359|XP_039950951.1|BTRY
