Orthogroup	DSER.longest_only	DYAK.longest_only
OG0005421	LOC110184969|XP_020809276.1|DSER	LOC6527340|XP_002088432.1|DYAK
OG0005422	LOC110179563|XP_020802803.1|DSER	LOC6525855|XP_002101675.1|DYAK
OG0005423	LOC110176855|XP_020798987.1|DSER	LOC6527865|XP_002088937.1|DYAK
OG0005424	LOC110182969|XP_020806822.1|DSER	LOC6530742|XP_002091632.2|DYAK
OG0005425	LOC110184595|XP_020808844.1|DSER	LOC6524931|XP_002100771.1|DYAK
OG0005426	LOC110177062|XP_020799237.1|DSER	LOC6528732|XP_002089767.1|DYAK
OG0005427	LOC110181427|XP_020804828.1|DSER	LOC6529668|XP_002090661.1|DYAK
OG0005428	LOC110185630|XP_020810242.1|DSER	LOC6527111|XP_039227341.1|DYAK
OG0005429	LOC110185044|XP_020809355.1|DSER	LOC6527091|XP_039226593.1|DYAK
OG0005430	LOC110185041|XP_020809353.1|DSER	LOC6527090|XP_002088183.1|DYAK
OG0005431	LOC110185098|XP_020809447.1|DSER	LOC6529188|XP_002090195.1|DYAK
OG0005432	LOC110182823|XP_020806618.1|DSER	LOC6539233|XP_002086130.1|DYAK
OG0005433	LOC110177785|XP_020800315.1|DSER	LOC6531656|XP_002092453.1|DYAK
OG0005434	LOC110185109|XP_020809458.1|DSER	LOC6529172|XP_039229129.1|DYAK
OG0005435	LOC110182822|XP_020806617.1|DSER	LOC6536040|XP_002096654.1|DYAK
OG0005436	LOC110176025|XP_020797895.1|DSER	LOC6529157|XP_002090165.1|DYAK
OG0005437	LOC110191410|XP_020817927.1|DSER	LOC6536677|XP_002097250.1|DYAK
OG0005438	LOC110176823|XP_020798932.1|DSER	LOC6526363|XP_002087484.1|DYAK
OG0005439	LOC110185434|XP_020809920.1|DSER	LOC6536953|XP_002097522.1|DYAK
OG0005440	LOC110178213|XP_020800914.1|DSER	LOC6526774|XP_039226363.1|DYAK
OG0005441	LOC110177977|XP_020800630.1|DSER	LOC6527421|XP_002088513.2|DYAK
OG0005442	LOC110176865|XP_020798999.1|DSER	LOC6529643|XP_002090637.1|DYAK
OG0005443	LOC110183357|XP_020807277.1|DSER	LOC6528014|XP_002089081.1|DYAK
OG0005444	LOC110187596|XP_020812647.1|DSER	LOC6526295|XP_002087417.1|DYAK
OG0005445	LOC110183474|XP_020807411.1|DSER	LOC6527172|XP_039227160.1|DYAK
OG0005446	LOC110176810|XP_020798909.1|DSER	LOC6527641|XP_002088729.2|DYAK
OG0005447	LOC110182329|XP_020806020.1|DSER	LOC6527617|XP_002088705.1|DYAK
OG0005448	LOC110177797|XP_020800345.1|DSER	LOC6530508|XP_002091423.1|DYAK
OG0005449	LOC110184482|XP_020808692.1|DSER	LOC6524897|XP_002100737.1|DYAK
OG0005450	LOC110186244|XP_020810972.1|DSER	LOC6538167|XP_002098695.1|DYAK
OG0005451	LOC110187481|XP_020812527.1|DSER	LOC6529427|XP_002090431.1|DYAK
OG0005452	LOC110179221|XP_020802318.1|DSER	LOC6531733|XP_015051532.1|DYAK
OG0005453	LOC110186917|XP_020811898.1|DSER	LOC6536309|XP_002096893.1|DYAK
OG0005454	LOC110184818|XP_020809117.1|DSER	LOC6527383|XP_002088475.2|DYAK
OG0005455	LOC110176784|XP_020798883.1|DSER	LOC6532079|XP_002092856.1|DYAK
OG0005456	LOC110181431|XP_020804833.1|DSER	LOC6529678|XP_002090671.1|DYAK
OG0005457	LOC110181414|XP_020804811.1|DSER	LOC6529676|XP_002090669.1|DYAK
OG0005458	LOC110187341|XP_020812388.1|DSER	LOC6526444|XP_015053328.1|DYAK
OG0005459	LOC110182315|XP_020806002.1|DSER	LOC6527621|XP_002088709.1|DYAK
OG0005460	LOC110187408|XP_020812455.1|DSER	LOC6528148|XP_002089214.1|DYAK
OG0005461	LOC110183776|XP_020807792.1|DSER	LOC6529663|XP_002090656.1|DYAK
OG0005462	LOC110183777|XP_020807793.1|DSER	LOC6529661|XP_002090654.1|DYAK
OG0005463	LOC110176274|XP_020798250.1|DSER	LOC6534117|XP_002094801.1|DYAK
OG0005464	LOC110181455|XP_020804860.1|DSER	LOC6529664|XP_002090657.1|DYAK
OG0005465	LOC110181456|XP_020804862.1|DSER	LOC6529675|XP_002090668.1|DYAK
OG0005466	LOC110181413|XP_020804810.1|DSER	LOC6529677|XP_002090670.1|DYAK
OG0005467	LOC110177394|XP_020799757.1|DSER	LOC6537791|XP_002098332.1|DYAK
OG0005468	LOC110176861|XP_020798994.1|DSER	LOC6527670|XP_002088756.1|DYAK
OG0005469	LOC110183839|XP_020807849.1|DSER	LOC6527709|XP_002088793.1|DYAK
OG0005470	LOC110183838|XP_020807847.1|DSER	LOC6527711|XP_002088795.1|DYAK
OG0005471	LOC110184870|XP_020809176.1|DSER	LOC6529505|XP_039227965.1|DYAK
OG0005472	LOC110184937|XP_020809241.1|DSER	LOC6529506|XP_039227807.1|DYAK
OG0005473	LOC110187406|XP_020812453.1|DSER	LOC6528142|XP_002089208.1|DYAK
OG0005474	LOC110187322|XP_020812369.1|DSER	LOC6527355|XP_002088447.1|DYAK
OG0005475	LOC110187297|XP_020812345.1|DSER	LOC6527354|XP_002088446.1|DYAK
OG0005476	LOC110182893|XP_020806702.1|DSER	LOC6528498|XP_002089544.2|DYAK
OG0005477	LOC110189886|XP_020815794.1|DSER	LOC6533676|XP_002094382.1|DYAK
OG0005478	LOC110185884|XP_020810555.1|DSER	LOC6526824|XP_002087925.1|DYAK
OG0005479	LOC110185883|XP_020810553.1|DSER	LOC6526825|XP_002087926.1|DYAK
OG0005480	LOC110185749|XP_020810406.1|DSER	LOC6526826|XP_002087927.1|DYAK
OG0005481	LOC110176966|XP_020799132.1|DSER	LOC6526735|XP_002087838.1|DYAK
OG0005482	LOC110177096|XP_020799291.1|DSER	LOC6526733|XP_039226369.1|DYAK
OG0005483	LOC110191712|XP_020818285.1|DSER	LOC6537181|XP_002097739.2|DYAK
OG0005484	LOC110182394|XP_020806093.1|DSER	LOC6529003|XP_002090035.1|DYAK
OG0005485	LOC110176308|XP_020798288.1|DSER	LOC6529971|XP_039228017.1|DYAK
OG0005486	LOC110178271|XP_020800996.1|DSER	LOC6528671|XP_002089713.1|DYAK
OG0005487	LOC110183977|XP_020807991.1|DSER	LOC6526660|XP_002087768.1|DYAK
OG0005488	LOC110183960|XP_020807975.1|DSER	LOC6526658|XP_002087766.1|DYAK
OG0005489	LOC110185654|XP_020810272.1|DSER	LOC6526378|XP_002087497.1|DYAK
OG0005490	LOC110185688|XP_020810315.1|DSER	LOC6526377|XP_002087496.1|DYAK
OG0005491	LOC110181307|XP_020804687.1|DSER	LOC6526468|XP_039227456.1|DYAK
OG0005492	LOC110181294|XP_020804674.1|DSER	LOC6526475|XP_002087592.1|DYAK
OG0005493	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER	LOC6529757|XP_002090747.1|DYAK
OG0005494	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER	LOC6532108|XP_002092884.1|DYAK
OG0005495	LOC110184072|XP_020808110.1|DSER	LOC6532152|XP_002092928.1|DYAK
OG0005496	LOC110177173|XP_020799417.1|DSER	LOC6535855|XP_015047400.1|DYAK
OG0005497	LOC110185724|XP_020810366.1|DSER	LOC6529797|XP_002090781.3|DYAK
OG0005498	LOC110185725|XP_020810367.1|DSER	LOC6529798|XP_002090782.2|DYAK
OG0005499	LOC110186111|XP_020810817.1|DSER	LOC6529794|XP_002090778.1|DYAK
OG0005500	LOC110186114|XP_020810819.1|DSER	LOC6529795|XP_002090779.1|DYAK
OG0005501	LOC110183738|XP_020807745.1|DSER	LOC6529658|XP_002090651.1|DYAK
OG0005502	LOC110183740|XP_020807746.1|DSER	LOC6529659|XP_002090652.1|DYAK
OG0005503	LOC110183184|XP_020807033.1|DSER	LOC6527256|XP_039227719.1|DYAK
OG0005504	LOC110183204|XP_020807076.1|DSER	LOC6526440|XP_002087559.1|DYAK
OG0005506	LOC110184992|XP_020809302.1|DSER	LOC6530329|XP_002091256.2|DYAK
OG0005507	LOC110178168|XP_020800861.1|DSER	LOC6526273|XP_002087395.1|DYAK
OG0005508	LOC110183454|XP_020807393.1|DSER	LOC6527200|XP_002088294.1|DYAK
OG0005509	LOC110176973|XP_020799137.1|DSER	LOC6526557|XP_002087667.1|DYAK
OG0005510	LOC110185877|XP_020810548.1|DSER	LOC6528181|XP_002089244.2|DYAK
OG0005511	LOC110183078|XP_020806923.1|DSER	LOC6523809|XP_002099684.1|DYAK
OG0005512	LOC110188627|XP_020814059.1|DSER	LOC6537767|XP_002098308.1|DYAK
OG0005513	LOC110187118|XP_020812187.1|DSER	LOC6524753|XP_002100597.1|DYAK
OG0005514	LOC110187705|XP_020812799.1|DSER	LOC6537692|XP_002098237.1|DYAK
OG0005515	LOC110182492|XP_020806201.1|DSER	LOC6530073|XP_039228581.1|DYAK
OG0005516	LOC110183335|XP_020807244.1|DSER	LOC6528033|XP_002089100.1|DYAK
OG0005517	LOC110184979|XP_020809288.1|DSER	LOC6527666|XP_039227670.1|DYAK
OG0005518	LOC110176920|XP_020799072.1|DSER	LOC6529611|XP_002090605.2|DYAK
OG0005519	LOC110177688|XP_020800170.1|DSER	LOC6530178|XP_002091118.1|DYAK
OG0005520	LOC110183455|XP_020807394.1|DSER	LOC6527187|XP_002088281.1|DYAK
OG0005521	LOC110183405|XP_020807339.1|DSER	LOC6527185|XP_002088279.1|DYAK
OG0005522	LOC110181262|XP_020804628.1|DSER	LOC6533691|XP_002094396.1|DYAK
OG0005523	LOC110187425|XP_020812474.1|DSER	LOC6529250|XP_002090255.2|DYAK
OG0005524	LOC110185715|XP_020810351.1|DSER	LOC6526987|XP_002088083.1|DYAK
OG0005525	LOC110183411|XP_020807346.1|DSER	LOC6527908|XP_002088980.2|DYAK
OG0005526	LOC110183301|XP_020807200.1|DSER	LOC6528011|XP_002089078.1|DYAK
OG0005527	LOC110184519|XP_020808745.1|DSER	LOC6523770|XP_039232964.1|DYAK
OG0005528	LOC110182667|XP_020806405.1|DSER	LOC6526944|XP_039226402.1|DYAK
OG0005529	LOC110182724|XP_020806484.1|DSER	LOC6529225|XP_015052210.1|DYAK
OG0005530	LOC110185751|XP_020810408.1|DSER	LOC6526635|XP_015053298.1|DYAK
OG0005531	LOC110189849|XP_020815718.1|DSER	LOC6534663|XP_002095338.1|DYAK
OG0005532	LOC110177095|XP_020799286.1|DSER	LOC6526252|XP_039226604.1|DYAK
OG0005533	LOC110182322|XP_020806012.1|DSER	LOC6526611|XP_002087719.1|DYAK
OG0005534	LOC110178756|XP_020801648.1|DSER	LOC6532332|XP_002093092.2|DYAK
OG0005535	LOC110182260|XP_020805936.1|DSER	LOC6526504|XP_002087615.1|DYAK
OG0005536	LOC110184898|XP_020809204.1|DSER	LOC6529496|XP_015052141.1|DYAK
OG0005537	LOC110182607|XP_020806328.1|DSER	LOC6527444|XP_002088536.1|DYAK
OG0005538	LOC110178148|XP_020800835.1|DSER	LOC6529575|XP_002090572.1|DYAK
OG0005539	LOC110176984|XP_020799151.1|DSER	LOC6529635|XP_002090629.1|DYAK
OG0005540	LOC110178129|XP_020800811.1|DSER	LOC6526338|XP_002087460.2|DYAK
OG0005541	LOC110178118|XP_020800796.1|DSER	LOC6526270|XP_002087392.1|DYAK
OG0005542	LOC110183392|XP_020807318.1|DSER, LOC110187654|XP_020812732.1|DSER	LOC6532812|XP_039230771.1|DYAK
OG0005543	LOC110181345|XP_020804725.1|DSER	LOC6529709|XP_002090702.1|DYAK
OG0005544	LOC110185345|XP_020809782.1|DSER, LOC110178194|XP_020800887.1|DSER	LOC6526315|XP_002087437.3|DYAK
OG0005545	LOC110183167|XP_020807017.1|DSER	LOC6527259|XP_002088353.1|DYAK
OG0005546	LOC110187431|XP_020812480.1|DSER	LOC6529251|XP_015052266.1|DYAK
OG0005547	LOC110176897|XP_020799040.1|DSER	LOC6527689|XP_002088773.3|DYAK
OG0005548	LOC110176848|XP_020798968.1|DSER	LOC6527694|XP_002088778.1|DYAK
OG0005549	LOC110176957|XP_020799123.1|DSER	LOC6527696|XP_002088780.1|DYAK
OG0005550	LOC110187390|XP_020812438.1|DSER	LOC6528166|XP_015053887.1|DYAK
OG0005551	LOC110184055|XP_020808091.1|DSER	LOC6531013|XP_002091850.1|DYAK
OG0005552	LOC110184085|XP_020808130.1|DSER	LOC6531014|XP_002091851.1|DYAK
OG0005553	LOC110183201|XP_020807072.1|DSER	LOC6526441|XP_002087560.1|DYAK
OG0005554	LOC110176802|XP_020798897.1|DSER	LOC6526806|XP_015053460.1|DYAK
OG0005555	LOC110176992|XP_020799161.1|DSER	LOC6526803|XP_002087905.1|DYAK
OG0005556	LOC110176990|XP_020799160.1|DSER	LOC6526802|XP_002087904.1|DYAK
OG0005557	LOC110184894|XP_020809200.1|DSER	LOC6529526|XP_002090528.1|DYAK
OG0005558	LOC110179383|XP_020802557.1|DSER	LOC6525993|XP_039228117.1|DYAK
OG0005559	LOC110187291|XP_020812339.1|DSER	LOC6529870|XP_002090827.1|DYAK
OG0005560	LOC110187348|XP_020812395.1|DSER	LOC6529528|XP_002090530.1|DYAK
OG0005561	LOC110181499|XP_020804926.1|DSER	LOC6525287|XP_002101123.1|DYAK
OG0005562	LOC110179182|XP_020802244.1|DSER	LOC6526869|XP_039226354.1|DYAK
OG0005563	LOC110185445|XP_020809932.1|DSER	LOC6523761|XP_039232908.1|DYAK
OG0005564	LOC110183399|XP_020807328.1|DSER	LOC6528001|XP_002089068.1|DYAK
OG0005565	LOC110184834|XP_020809137.1|DSER, LOC110179805|XP_020803072.1|DSER	LOC6529468|XP_002090470.1|DYAK
OG0005566	LOC110179806|XP_020803073.1|DSER	LOC6529469|XP_002090471.1|DYAK
OG0005567	LOC110189699|XP_020815537.1|DSER	LOC6538664|XP_002099184.1|DYAK
OG0005568	LOC110182330|XP_020806021.1|DSER	LOC6527611|XP_002088699.1|DYAK
OG0005569	LOC110182250|XP_020805928.1|DSER	LOC6526516|XP_015053314.1|DYAK
OG0005570	LOC110185655|XP_020810273.1|DSER	LOC6526379|XP_002087498.2|DYAK
OG0005571	LOC110177964|XP_020800614.1|DSER	LOC6531784|XP_002092571.3|DYAK
OG0005572	LOC110180043|XP_020803314.1|DSER	LOC6530647|XP_015052731.1|DYAK
OG0005573	LOC110186400|XP_020811223.1|DSER	LOC6538510|XP_002099032.1|DYAK
OG0005574	LOC110191534|XP_020818065.1|DSER	LOC6528449|XP_002089495.1|DYAK
OG0005575	LOC110186221|XP_020810942.1|DSER	LOC6536496|XP_002097074.1|DYAK
OG0005576	LOC110189452|XP_020815183.1|DSER	LOC6531473|XP_002092272.1|DYAK
OG0005577	LOC110176143|XP_020798038.1|DSER	LOC6534457|XP_002095134.1|DYAK
OG0005578	LOC110178564|XP_020801395.1|DSER	LOC6539731|XP_039230418.1|DYAK
OG0005579	LOC110178563|XP_020801394.1|DSER	LOC26534813|XP_015050849.1|DYAK
OG0005580	LOC110190711|XP_020816990.1|DSER	LOC6532613|XP_002093357.1|DYAK
OG0005581	LOC110181661|XP_020805126.1|DSER	LOC6523998|XP_039227803.1|DYAK
OG0005582	LOC110190915|XP_020817235.1|DSER	LOC6535111|XP_002095774.2|DYAK
OG0005583	LOC110190260|XP_020816284.1|DSER	LOC6532713|XP_002093455.1|DYAK
OG0005584	LOC110185624|XP_020810234.1|DSER	LOC6527126|XP_002088220.3|DYAK
OG0005585	LOC110191731|XP_020818309.1|DSER	LOC6536080|XP_002096690.3|DYAK
OG0005586	LOC110177246|XP_020799550.1|DSER	LOC6537476|XP_039231796.1|DYAK
OG0005587	LOC110183458|XP_020807398.1|DSER	LOC6527215|XP_002088309.1|DYAK
OG0005588	LOC110190579|XP_020816826.1|DSER	LOC26534913|XP_039229377.1|DYAK
OG0005589	LOC110186531|XP_020811389.1|DSER	LOC6536304|XP_002096888.1|DYAK
OG0005590	LOC110189439|XP_020815169.1|DSER	LOC6528318|XP_002089371.1|DYAK
OG0005591	LOC110176109|XP_020798006.1|DSER	LOC6524648|XP_002100505.2|DYAK
OG0005592	LOC110190373|XP_020816449.1|DSER	LOC6536702|XP_015047902.1|DYAK
OG0005593	LOC110188882|XP_020814458.1|DSER	LOC6532476|XP_002093222.1|DYAK
OG0005594	LOC110186960|XP_020811964.1|DSER	LOC6533267|XP_002093993.1|DYAK
OG0005595	LOC110186953|XP_020811951.1|DSER	LOC6533266|XP_002093992.2|DYAK
OG0005596	LOC110177624|XP_020800091.1|DSER	LOC6532449|XP_002093196.3|DYAK
OG0005597	LOC110186475|XP_020811320.1|DSER	LOC6536182|XP_015047601.1|DYAK
OG0005598	LOC110176407|XP_020798406.1|DSER	LOC6537984|XP_002098521.1|DYAK
OG0005599	LOC110180042|XP_020803313.1|DSER	LOC6530648|XP_002091546.2|DYAK
OG0005600	LOC110177168|XP_020799413.1|DSER	LOC6536227|XP_002096818.1|DYAK
OG0005601	LOC110180164|XP_020803481.1|DSER	LOC6525139|XP_002100977.1|DYAK
OG0005602	LOC110186226|XP_020810948.1|DSER	LOC6538414|XP_002098938.1|DYAK
OG0005603	LOC110177750|XP_020800269.1|DSER	LOC6530494|XP_002091409.1|DYAK
OG0005604	LOC110177748|XP_020800267.1|DSER	LOC6530491|XP_002091406.3|DYAK
OG0005605	LOC110178230|XP_020800938.1|DSER	LOC6530146|XP_015051988.1|DYAK
OG0005606	LOC110184996|XP_020809307.1|DSER	LOC6527347|XP_002088439.1|DYAK
OG0005607	LOC110186536|XP_020811397.1|DSER	LOC6536638|XP_002097210.1|DYAK
OG0005608	LOC110191201|XP_020817627.1|DSER	LOC6536635|XP_002097207.1|DYAK
OG0005609	LOC110182801|XP_020806593.1|DSER	LOC6532777|XP_015049601.1|DYAK
OG0005610	LOC110185158|XP_020809521.1|DSER	LOC6533414|XP_002094132.1|DYAK
OG0005611	LOC110187595|XP_020812650.1|DSER	LOC6532818|XP_002093555.2|DYAK
OG0005612	LOC110176602|XP_020798683.1|DSER	LOC6536747|XP_002097319.1|DYAK
OG0005613	LOC110177349|XP_020799700.1|DSER	LOC6537040|XP_002097607.1|DYAK
OG0005614	LOC110177163|XP_020799407.1|DSER	LOC6535408|XP_002096057.2|DYAK
OG0005615	LOC110186670|XP_020811593.1|DSER	LOC6539016|XP_002099518.1|DYAK
OG0005616	LOC110188593|XP_020814015.1|DSER	LOC6537206|XP_002097764.1|DYAK
OG0005617	LOC110191763|XP_020818361.1|DSER	LOC6537617|XP_002098163.3|DYAK
OG0005618	LOC110178472|XP_020801273.1|DSER	LOC6530208|XP_002091146.1|DYAK
OG0005619	LOC110188082|XP_020813294.1|DSER	LOC6535588|XP_002096216.1|DYAK
OG0005620	LOC110181910|XP_020805502.1|DSER	LOC6526048|XP_015046612.1|DYAK
OG0005621	LOC110179423|XP_020802611.1|DSER	LOC6524022|XP_002099894.3|DYAK, LOC120320534|XP_039226314.1|DYAK
OG0005622	LOC110183495|XP_020807438.1|DSER	LOC6524053|XP_002099922.1|DYAK
OG0005623	LOC110179431|XP_020802623.1|DSER	LOC6524400|XP_015045681.1|DYAK
OG0005624	LOC110177145|XP_020799381.1|DSER	LOC6536105|XP_002096713.1|DYAK
OG0005625	LOC110191861|XP_020818500.1|DSER	LOC6537124|XP_002097685.1|DYAK
OG0005626	LOC110184809|XP_020809105.1|DSER	LOC6525378|XP_002101214.1|DYAK
OG0005627	LOC110188195|XP_020813447.1|DSER	LOC6537389|XP_002097945.1|DYAK
OG0005628	LOC110191869|XP_020818509.1|DSER	LOC6537191|XP_002097749.1|DYAK
OG0005629	LOC110179305|XP_020802450.1|DSER	LOC6530288|XP_002091216.1|DYAK
OG0005630	LOC110180026|XP_020803290.1|DSER	LOC6530101|XP_039228466.1|DYAK
OG0005631	LOC110181523|XP_020804960.1|DSER	LOC6525090|XP_002100929.2|DYAK
OG0005632	LOC110180571|XP_020803924.1|DSER	LOC6524532|XP_039233807.1|DYAK
OG0005633	LOC110188732|XP_020814206.1|DSER	LOC6535545|XP_039232220.1|DYAK
OG0005634	LOC110188124|XP_020813370.1|DSER	LOC6535468|XP_002096099.2|DYAK
OG0005635	LOC110183353|XP_020807267.1|DSER	LOC6527980|XP_015053855.1|DYAK
OG0005636	LOC110191717|XP_020818293.1|DSER	LOC6537613|XP_002098159.1|DYAK
OG0005637	LOC110187954|XP_020813131.1|DSER	LOC6536237|XP_002096826.1|DYAK
OG0005638	LOC110182886|XP_020806689.1|DSER	LOC6530814|XP_002091697.1|DYAK
OG0005639	LOC110179211|XP_020802304.1|DSER	LOC6530681|XP_002091576.1|DYAK
OG0005640	LOC110186379|XP_020811191.1|DSER	LOC6537413|XP_002097969.1|DYAK
OG0005641	LOC110181480|XP_020804892.1|DSER	LOC6525284|XP_002101120.1|DYAK
OG0005642	LOC110188385|XP_020813764.1|DSER	LOC6535916|XP_002096532.1|DYAK
OG0005643	LOC110183584|XP_020807556.1|DSER	LOC6532952|XP_002093687.2|DYAK
OG0005644	LOC110190518|XP_020816710.1|DSER	LOC6532512|XP_002093258.1|DYAK
OG0005645	LOC110184397|XP_020808575.1|DSER	LOC6524303|XP_039233078.1|DYAK
OG0005646	LOC110178028|XP_020800703.1|DSER	LOC6524160|XP_002100023.2|DYAK
OG0005647	LOC110185625|XP_020810235.1|DSER	LOC6527127|XP_002088221.1|DYAK
OG0005648	LOC110189928|XP_020815866.1|DSER	LOC6533672|XP_002094378.1|DYAK
OG0005649	LOC110187744|XP_020812861.1|DSER	LOC6535331|XP_002095987.1|DYAK
OG0005650	LOC110187860|XP_020813004.1|DSER	LOC6535325|XP_002095981.1|DYAK
OG0005651	LOC110191980|XP_020818667.1|DSER	LOC6525294|XP_002101130.1|DYAK
OG0005652	LOC110177440|XP_020799825.1|DSER	LOC6538283|XP_002098810.1|DYAK
OG0005653	LOC110183347|XP_020807260.1|DSER	LOC6527147|XP_002088241.1|DYAK
OG0005654	LOC110187670|XP_020812749.1|DSER	LOC6535311|XP_002095967.2|DYAK
OG0005655	LOC110188723|XP_020814195.1|DSER	LOC6537215|XP_002097773.1|DYAK
OG0005656	LOC110188243|XP_020813566.1|DSER	LOC6537202|XP_002097760.1|DYAK
OG0005657	LOC110186592|XP_020811477.1|DSER	LOC6536372|XP_015047710.1|DYAK
OG0005658	LOC110188348|XP_020813715.1|DSER	LOC6535710|XP_002096337.1|DYAK
OG0005659	LOC110191940|XP_020818615.1|DSER	LOC6538507|XP_039232323.1|DYAK
OG0005660	LOC110188510|XP_020813903.1|DSER	LOC6534456|XP_002095133.1|DYAK
OG0005661	LOC110186256|XP_020811003.1|DSER	LOC6536381|XP_002096963.1|DYAK
OG0005662	LOC110186722|XP_020811652.1|DSER	LOC6537420|XP_002097976.1|DYAK
OG0005663	LOC110180431|XP_020803761.1|DSER	LOC6524167|XP_002100030.1|DYAK
OG0005664	LOC110177431|XP_020799814.1|DSER	LOC6538227|XP_015048705.1|DYAK
OG0005665	LOC110186193|XP_020810911.1|DSER	LOC6538399|XP_002098923.1|DYAK
OG0005666	LOC110184406|XP_020808592.1|DSER	LOC6525937|XP_002101757.1|DYAK
OG0005667	LOC110180324|XP_020803640.1|DSER	LOC6524113|XP_002099977.1|DYAK
OG0005668	LOC110189885|XP_020815790.1|DSER	LOC6533677|XP_002094383.1|DYAK
OG0005669	LOC110176842|XP_020798960.1|DSER	LOC6526901|XP_002088000.1|DYAK
OG0005670	LOC110186431|XP_020811273.1|DSER	LOC6538513|XP_002099035.1|DYAK
OG0005671	LOC110188485|XP_020813874.1|DSER	LOC6536459|XP_002097040.1|DYAK
OG0005672	LOC110183324|XP_020807229.1|DSER	LOC6528012|XP_002089079.1|DYAK
OG0005673	LOC110188885|XP_020814462.1|DSER	LOC6532478|XP_002093224.1|DYAK
OG0005675	LOC110191830|XP_020818455.1|DSER	LOC6537128|XP_002097689.1|DYAK
OG0005676	LOC110189904|XP_020815828.1|DSER	LOC6533016|XP_002093751.1|DYAK
OG0005677	LOC110182830|XP_020806653.1|DSER	LOC6531556|XP_002092354.1|DYAK
OG0005678	LOC110186763|XP_020811683.1|DSER	LOC6536310|XP_015047657.1|DYAK
OG0005679	LOC110188024|XP_020813219.1|DSER	LOC6537238|XP_002097796.1|DYAK
OG0005680	LOC110176934|XP_020799090.1|DSER	LOC6526808|XP_015053471.1|DYAK
OG0005681	LOC110188354|XP_020813721.1|DSER	LOC6537228|XP_002097786.1|DYAK
OG0005682	LOC110188352|XP_020813719.1|DSER	LOC6537229|XP_002097787.1|DYAK
OG0005683	LOC110183510|XP_020807455.1|DSER	LOC6524557|XP_039233806.1|DYAK
OG0005684	LOC110185156|XP_020809518.1|DSER	LOC6533412|XP_002094130.1|DYAK
OG0005685	LOC110180521|XP_020803849.1|DSER	LOC6523881|XP_002099754.3|DYAK
OG0005686	LOC110187746|XP_020812863.1|DSER	LOC6535472|XP_002096103.1|DYAK
OG0005687	LOC110185255|XP_020809650.1|DSER	LOC6535000|XP_015050973.2|DYAK
OG0005688	LOC110189501|XP_020815264.1|DSER	LOC6528819|XP_002089851.1|DYAK
OG0005689	LOC110184554|XP_020808788.1|DSER, LOC110179531|XP_020802770.1|DSER	LOC120321990|XP_039232398.1|DYAK
OG0005690	LOC110188132|XP_020813378.1|DSER	LOC6538755|XP_002099269.3|DYAK
OG0005691	LOC110186229|XP_020810955.1|DSER	LOC6538700|XP_002099215.1|DYAK
OG0005692	LOC110178170|XP_020800862.1|DSER	LOC6526323|XP_002087445.1|DYAK
OG0005693	LOC110176184|XP_020798093.1|DSER	LOC6533069|XP_002093801.1|DYAK
OG0005694	LOC110187871|XP_020813014.1|DSER	LOC6539845|XP_039231280.1|DYAK
OG0005695	LOC110188246|XP_020813569.1|DSER	LOC6535539|XP_002096168.1|DYAK
OG0005696	LOC110188653|XP_020814090.1|DSER	LOC6539923|XP_039232224.1|DYAK
OG0005697	LOC110188728|XP_020814201.1|DSER	LOC6535542|XP_002096171.1|DYAK
OG0005698	LOC110188972|XP_020814578.1|DSER	LOC6528718|XP_002089753.1|DYAK
OG0005699	LOC110186279|XP_020811052.1|DSER	LOC6538521|XP_002099043.2|DYAK
OG0005700	LOC110179424|XP_020802612.1|DSER	LOC6524408|XP_002100266.1|DYAK
OG0005701	LOC110185801|XP_020810464.1|DSER	LOC6526402|XP_002087521.1|DYAK
OG0005702	LOC110183066|XP_020806911.1|DSER	LOC6524268|XP_039228813.1|DYAK
OG0005703	LOC110179226|XP_020802322.1|DSER	LOC6530678|XP_002091573.1|DYAK
OG0005704	LOC110180166|XP_020803483.1|DSER	LOC6525163|XP_002101001.1|DYAK
OG0005705	LOC110190562|XP_020816786.1|DSER	LOC6532616|XP_002093360.1|DYAK
OG0005706	LOC110191870|XP_020818512.1|DSER	LOC6537188|XP_002097746.1|DYAK
OG0005707	LOC110187033|XP_020812055.1|DSER	LOC6524820|XP_039226144.1|DYAK
OG0005708	LOC110178865|XP_020801797.1|DSER	LOC6523910|XP_002099783.1|DYAK
OG0005709	LOC110177309|XP_020799633.1|DSER	LOC6538106|XP_002098640.1|DYAK
OG0005710	LOC110190244|XP_020816270.1|DSER	LOC6536603|XP_002097179.1|DYAK
OG0005711	LOC110178939|XP_020801896.1|DSER	LOC6534889|XP_002095561.2|DYAK
OG0005712	LOC110176986|XP_020799154.1|DSER	LOC6526723|XP_002087826.1|DYAK
OG0005713	LOC110186184|XP_020810902.1|DSER	LOC6538412|XP_002098936.2|DYAK
OG0005714	LOC110191018|XP_020817394.1|DSER	LOC6538661|XP_002099181.1|DYAK
OG0005715	LOC110188123|XP_020813365.1|DSER	LOC6535469|XP_002096100.1|DYAK
OG0005716	LOC110187920|XP_020813090.1|DSER	LOC6536241|XP_015047618.1|DYAK
