Orthogroup	DSER.longest_only	ASTE.longest_only
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC118512742|XP_035913522.1|ASTE
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC118512739|XP_035913500.1|ASTE
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC118512740|XP_035913501.1|ASTE
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC118512741|XP_035913502.1|ASTE
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC118512747|XP_035913526.1|ASTE
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC118513094|XP_035914388.1|ASTE
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC118509426|XP_035905907.1|ASTE
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC118509425|XP_035905906.1|ASTE
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC118510274|XP_035907781.1|ASTE
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC118509481|XP_035906026.1|ASTE
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC118509497|XP_035906048.1|ASTE
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC118509932|XP_035907155.1|ASTE
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC118510069|XP_035907354.1|ASTE
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC118510068|XP_035907353.1|ASTE
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC118510070|XP_035907356.1|ASTE
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC118509939|XP_035907163.1|ASTE
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC118509528|XP_035906138.1|ASTE
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC118509525|XP_035906128.1|ASTE
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC118509523|XP_035906122.1|ASTE
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC118509529|XP_035906142.1|ASTE
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC118510323|XP_035907863.1|ASTE
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC118509787|XP_035906824.1|ASTE
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC118509894|XP_035907034.1|ASTE
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC118509898|XP_035907040.1|ASTE
OG0004993	LOC110181266|XP_020804631.1|DSER	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC118512831|XP_035913756.1|ASTE
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC118512826|XP_035913698.1|ASTE
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC118512801|XP_035913632.1|ASTE
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC118511548|XP_035910650.1|ASTE
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC118509666|XP_035906543.1|ASTE
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC118510409|XP_035908060.1|ASTE
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC118512887|XP_035913881.1|ASTE
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC118512213|XP_035912221.1|ASTE
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC118509593|XP_035906266.1|ASTE
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC118510389|XP_035908037.1|ASTE
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC118510346|XP_035907932.1|ASTE
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC118511388|XP_035910300.1|ASTE
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC118510408|XP_035908059.1|ASTE
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC118510410|XP_035908061.1|ASTE
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC118509624|XP_035906376.1|ASTE
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC118509781|XP_035906814.1|ASTE
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC118511436|XP_035910424.1|ASTE
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC118511435|XP_035910419.1|ASTE
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC118510364|XP_035907966.1|ASTE
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC118509807|XP_035906842.1|ASTE
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC118509446|XP_035905953.1|ASTE
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC118509436|XP_035905938.1|ASTE
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC118510481|XP_035908254.1|ASTE
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC118511868|XP_035911361.1|ASTE
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC118510553|XP_035908420.1|ASTE
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC118511443|XP_035910436.1|ASTE
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC118512898|XP_035913906.1|ASTE
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC118509461|XP_035905975.1|ASTE
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC118509519|XP_035906114.1|ASTE
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC118514203|XP_035916789.1|ASTE
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC118512791|XP_035913604.1|ASTE
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC118513490|XP_035915206.1|ASTE
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC118513491|XP_035915207.1|ASTE
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC118511240|XP_035909973.1|ASTE
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC118514448|XP_035917257.1|ASTE
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC118508851|XP_035904497.1|ASTE
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC118514447|XP_035917256.1|ASTE
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC118512806|XP_035913642.1|ASTE
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC118514388|XP_035917158.1|ASTE
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC118514366|XP_035917103.1|ASTE
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC118514402|XP_035917176.1|ASTE
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC118514385|XP_035917156.1|ASTE
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC118510221|XP_035907680.1|ASTE
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC118510220|XP_035907677.1|ASTE
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC118512882|XP_035913877.1|ASTE
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC118514348|XP_035917060.1|ASTE
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC118514258|XP_035916867.1|ASTE
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC118514343|XP_035917054.1|ASTE
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC118510547|XP_035908410.1|ASTE
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC118510549|XP_035908413.1|ASTE
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC118510299|XP_035907816.1|ASTE
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC118510239|XP_035907699.1|ASTE
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC118510231|XP_035907690.1|ASTE
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC118510236|XP_035907694.1|ASTE
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC118514378|XP_035917137.1|ASTE
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC118503738|XP_035893247.1|ASTE
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC118514376|XP_035917136.1|ASTE
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC118513271|XP_035914731.1|ASTE
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC118511389|XP_035910301.1|ASTE
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC118509665|XP_035906538.1|ASTE
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC118509769|XP_035906799.1|ASTE
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC118509633|XP_035906417.1|ASTE
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC118513054|XP_035914256.1|ASTE
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC118513057|XP_035914278.1|ASTE
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC118512674|XP_035913334.1|ASTE
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC118512669|XP_035913315.1|ASTE
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC118514344|XP_035917056.1|ASTE
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC118511320|XP_035910131.1|ASTE
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC118511542|XP_035910642.1|ASTE
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC118512917|XP_035913959.1|ASTE
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC118514339|XP_035917047.1|ASTE
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC118514338|XP_035917043.1|ASTE
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC118514329|XP_035917019.1|ASTE
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC118510100|XP_035907424.1|ASTE
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC118509876|XP_035907001.1|ASTE
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC118510168|XP_035907572.1|ASTE
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC118509518|XP_035906113.1|ASTE
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC118509449|XP_035905960.1|ASTE
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC118514349|XP_035917061.1|ASTE
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC118510338|XP_035907891.1|ASTE
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC118509450|XP_035905961.1|ASTE
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC118509451|XP_035905962.1|ASTE
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC118512227|XP_035912236.1|ASTE
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC118514353|XP_035917068.1|ASTE
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC118512018|XP_035911690.1|ASTE
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC118512821|XP_035913689.1|ASTE
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC118512822|XP_035913690.1|ASTE
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC118511857|XP_035911297.1|ASTE
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC118511856|XP_035911295.1|ASTE
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC118509708|XP_035906682.1|ASTE
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC118510437|XP_035908107.1|ASTE
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC118511272|XP_035910052.1|ASTE
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC118511271|XP_035910050.1|ASTE
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC118504203|XP_035894276.1|ASTE
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC118504604|XP_035895171.1|ASTE
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC118511905|XP_035911434.1|ASTE
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC118511900|XP_035911425.1|ASTE
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC118513138|XP_035914456.1|ASTE
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC118514369|XP_035917117.1|ASTE
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC118514211|XP_035916800.1|ASTE
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC118514179|XP_035916742.1|ASTE
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC118514177|XP_035916740.1|ASTE
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC118508939|XP_035904741.1|ASTE
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC118508938|XP_035904740.1|ASTE
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC118513189|XP_035914570.1|ASTE
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC118509628|XP_035906398.1|ASTE
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC118509660|XP_035906517.1|ASTE
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC118509779|XP_035906811.1|ASTE
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC118510326|XP_035907864.1|ASTE
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC118510336|XP_035907887.1|ASTE
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC118510320|XP_035907856.1|ASTE
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC118512311|XP_035912455.1|ASTE
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC118506437|XP_035899457.1|ASTE
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC118512299|XP_035912423.1|ASTE
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC118512868|XP_035913849.1|ASTE
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC118512866|XP_035913847.1|ASTE
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC118512870|XP_035913853.1|ASTE
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC118509371|XP_035905796.1|ASTE
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC118514611|XP_035917499.1|ASTE
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC118514221|XP_035916812.1|ASTE
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC118513293|XP_035914760.1|ASTE
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC118509920|XP_035907123.1|ASTE
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC118509915|XP_035907089.1|ASTE
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC118510890|XP_035909168.1|ASTE
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC118510889|XP_035909167.1|ASTE
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC118510167|XP_035907571.1|ASTE
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC118509822|XP_035906877.1|ASTE
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC118511248|XP_035909989.1|ASTE
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC118511269|XP_035910047.1|ASTE
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC118509908|XP_035907059.1|ASTE
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC118510581|XP_035908466.1|ASTE
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC118509557|XP_035906204.1|ASTE
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC118511280|XP_035910067.1|ASTE
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC118511300|XP_035910102.1|ASTE
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC118510485|XP_035908259.1|ASTE
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC118512833|XP_035913761.1|ASTE
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC118514217|XP_035916806.1|ASTE
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC118514243|XP_035916842.1|ASTE
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC118512697|XP_035913404.1|ASTE
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC118513481|XP_035915173.1|ASTE
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC118513492|XP_035915208.1|ASTE
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC118514374|XP_035917129.1|ASTE
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC118514391|XP_035917165.1|ASTE
OG0005141	LOC110188927|XP_020814511.1|DSER	LOC118511552|XP_035910664.1|ASTE
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC118512968|XP_035914088.1|ASTE
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC118509469|XP_035905990.1|ASTE
OG0005144	LOC110190311|XP_020816359.1|DSER	LOC118509470|XP_035905997.1|ASTE
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC118509473|XP_035906001.1|ASTE
OG0005146	LOC110190771|XP_020817061.1|DSER	LOC118509476|XP_035906009.1|ASTE
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC118509477|XP_035906010.1|ASTE
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC118510266|XP_035907755.1|ASTE
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC118510265|XP_035907753.1|ASTE
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC118514239|XP_035916835.1|ASTE
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC118509399|XP_035905850.1|ASTE
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC118509454|XP_035905967.1|ASTE
OG0005153	LOC110183553|XP_020807512.1|DSER	LOC118509396|XP_035905843.1|ASTE
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC118509395|XP_035905838.1|ASTE
OG0005155	LOC110179416|XP_020802603.1|DSER	LOC118509430|XP_035905912.1|ASTE
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC118509241|XP_035905448.1|ASTE
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC118514328|XP_035917006.1|ASTE
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC118511817|XP_035911250.1|ASTE
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC118511820|XP_035911253.1|ASTE
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC118511832|XP_035911268.1|ASTE
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC118511835|XP_035911273.1|ASTE
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC118511854|XP_035911293.1|ASTE
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC118511529|XP_035910611.1|ASTE
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC118510406|XP_035908050.1|ASTE
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC118510355|XP_035907949.1|ASTE
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC118510394|XP_035908043.1|ASTE
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC118510339|XP_035907903.1|ASTE
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC118510385|XP_035908029.1|ASTE
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC118510361|XP_035907962.1|ASTE
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC118510372|XP_035907990.1|ASTE
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC118511342|XP_035910182.1|ASTE
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC118511346|XP_035910193.1|ASTE
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC118511348|XP_035910197.1|ASTE
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC118513142|XP_035914461.1|ASTE
OG0005177	LOC110178463|XP_020801262.1|DSER	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC118513143|XP_035914462.1|ASTE
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC118509942|XP_035907167.1|ASTE
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC118513176|XP_035914529.1|ASTE
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC118513173|XP_035914518.1|ASTE
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC118513182|XP_035914538.1|ASTE
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC118513188|XP_035914569.1|ASTE
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC118509674|XP_035906572.1|ASTE
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC118511412|XP_035910365.1|ASTE
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC118511407|XP_035910354.1|ASTE
OG0005187	LOC110189683|XP_020815518.1|DSER	LOC118512906|XP_035913924.1|ASTE
OG0005188	LOC110189615|XP_020815412.1|DSER	LOC118509701|XP_035906671.1|ASTE
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC118510957|XP_035909308.1|ASTE
OG0005190	LOC110189075|XP_020814705.1|DSER	LOC118509697|XP_035906658.1|ASTE
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC118512005|XP_035911657.1|ASTE
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC118511996|XP_035911628.1|ASTE
OG0005193	LOC110177081|XP_020799256.1|DSER	LOC118512010|XP_035911667.1|ASTE
OG0005194	LOC110182860|XP_020806659.1|DSER	LOC118509656|XP_035906505.1|ASTE
OG0005195	LOC110182742|XP_020806506.1|DSER	LOC118509747|XP_035906770.1|ASTE
OG0005196	LOC110184658|XP_020808919.1|DSER	LOC118509658|XP_035906511.1|ASTE
OG0005197	LOC110191718|XP_020818298.1|DSER	LOC118509667|XP_035906545.1|ASTE
OG0005198	LOC110177475|XP_020799875.1|DSER	LOC118509682|XP_035906618.1|ASTE
OG0005199	LOC110182746|XP_020806549.1|DSER	LOC118511961|XP_035911576.1|ASTE
OG0005200	LOC110189421|XP_020815141.1|DSER	LOC118511954|XP_035911565.1|ASTE
OG0005201	LOC110184040|XP_020808074.1|DSER	LOC118512242|XP_035912275.1|ASTE
OG0005202	LOC110188603|XP_020814063.1|DSER	LOC118512238|XP_035912271.1|ASTE
OG0005203	LOC110189214|XP_020814845.1|DSER, LOC110176780|XP_020798877.1|DSER	LOC118504533|XP_035894971.1|ASTE
OG0005204	LOC110185959|XP_020810636.1|DSER	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE
OG0005205	LOC110183797|XP_020807811.1|DSER	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE
OG0005206	LOC110181094|XP_020804422.1|DSER	LOC118511881|XP_035911398.1|ASTE
OG0005207	LOC110177125|XP_020799356.1|DSER	LOC118510972|XP_035909357.1|ASTE
OG0005208	LOC110179985|XP_020803238.1|DSER	LOC118510968|XP_035909352.1|ASTE
OG0005209	LOC110185832|XP_020810498.1|DSER	LOC118510967|XP_035909351.1|ASTE
OG0005210	LOC110185963|XP_020810641.1|DSER	LOC118510966|XP_035909345.1|ASTE
OG0005211	LOC110179826|XP_020803091.1|DSER	LOC118511204|XP_035909877.1|ASTE
OG0005212	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER	LOC118511121|XP_035909746.1|ASTE
OG0005213	LOC110183492|XP_020807434.1|DSER	LOC118511036|XP_035909520.1|ASTE
OG0005214	LOC110177098|XP_020799292.1|DSER	LOC118513662|XP_035915648.1|ASTE
OG0005215	LOC110178121|XP_020800799.1|DSER	LOC118513390|XP_035914960.1|ASTE
OG0005216	LOC110181364|XP_020804747.1|DSER	LOC118513401|XP_035914977.1|ASTE
OG0005217	LOC110185047|XP_020809368.1|DSER	LOC118513378|XP_035914921.1|ASTE
OG0005218	LOC110181424|XP_020804824.1|DSER	LOC118513371|XP_035914895.1|ASTE
OG0005219	LOC110188982|XP_020814589.1|DSER	LOC118512451|XP_035912809.1|ASTE
OG0005220	LOC110178731|XP_020801613.1|DSER	LOC118513922|XP_035916182.1|ASTE
OG0005221	LOC110183772|XP_020807788.1|DSER	LOC118513955|XP_035916244.1|ASTE
OG0005222	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER	LOC118513907|XP_035916125.1|ASTE
OG0005223	LOC110185067|XP_020809406.1|DSER	LOC118512700|XP_035913415.1|ASTE
OG0005224	LOC110183865|XP_020807877.1|DSER	LOC118512724|XP_035913465.1|ASTE
OG0005225	LOC110185558|XP_020810136.1|DSER	LOC118511739|XP_035911082.1|ASTE
OG0005226	LOC110176850|XP_020798979.1|DSER	LOC118511725|XP_035911056.1|ASTE
OG0005227	LOC110181201|XP_020804541.1|DSER	LOC118511731|XP_035911070.1|ASTE
OG0005228	LOC110181208|XP_020804547.1|DSER	LOC118511729|XP_035911068.1|ASTE
OG0005229	LOC110177024|XP_020799199.1|DSER	LOC118511108|XP_035909725.1|ASTE
OG0005230	LOC110183169|XP_020807020.1|DSER	LOC118513669|XP_035915663.1|ASTE
OG0005231	LOC110178142|XP_020800828.1|DSER	LOC118512660|XP_035913302.1|ASTE
OG0005232	LOC110185672|XP_020810294.1|DSER	LOC118512226|XP_035912235.1|ASTE
OG0005233	LOC110185780|XP_020810442.1|DSER	LOC118513840|XP_035916010.1|ASTE
OG0005234	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER	LOC118512028|XP_035911712.1|ASTE
OG0005235	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER	LOC118508933|XP_035904734.1|ASTE
OG0005236	LOC110186089|XP_020810785.1|DSER	LOC118508932|XP_035904733.1|ASTE
OG0005237	LOC110185800|XP_020810462.1|DSER	LOC118508928|XP_035904727.1|ASTE
OG0005238	LOC110185986|XP_020810668.1|DSER	LOC118508931|XP_035904732.1|ASTE
OG0005239	LOC110182248|XP_020805923.1|DSER, LOC110178430|XP_020801223.1|DSER	LOC118511096|XP_035909698.1|ASTE
OG0005240	LOC110183332|XP_020807238.1|DSER	LOC118511101|XP_035909714.1|ASTE
OG0005241	LOC110186102|XP_020810806.1|DSER	LOC118511074|XP_035909626.1|ASTE
OG0005242	LOC110183413|XP_020807349.1|DSER	LOC118511114|XP_035909732.1|ASTE
OG0005243	LOC110176952|XP_020799113.1|DSER	LOC118511088|XP_035909667.1|ASTE
OG0005244	LOC110186715|XP_020811645.1|DSER	LOC118513938|XP_035916215.1|ASTE
OG0005245	LOC110177146|XP_020799383.1|DSER	LOC118513923|XP_035916184.1|ASTE
OG0005246	LOC110187554|XP_020812602.1|DSER	LOC118513959|XP_035916251.1|ASTE
OG0005247	LOC110181125|XP_020804456.1|DSER	LOC118513561|XP_035915382.1|ASTE
OG0005248	LOC110188688|XP_020814150.1|DSER	LOC118511628|XP_035910830.1|ASTE
OG0005249	LOC110189426|XP_020815153.1|DSER	LOC118510632|XP_035908564.1|ASTE
OG0005250	LOC110182747|XP_020806516.1|DSER	LOC118510621|XP_035908542.1|ASTE
OG0005251	LOC110183300|XP_020807197.1|DSER	LOC118511561|XP_035910689.1|ASTE
OG0005252	LOC110181346|XP_020804727.1|DSER	LOC118511210|XP_035909887.1|ASTE
OG0005253	LOC110187442|XP_020812490.1|DSER	LOC118514518|XP_035917377.1|ASTE
OG0005254	LOC110185975|XP_020810656.1|DSER	LOC118513531|XP_035915296.1|ASTE
OG0005255	LOC110185953|XP_020810631.1|DSER	LOC118513532|XP_035915297.1|ASTE
OG0005256	LOC110188776|XP_020814277.1|DSER	LOC118509159|XP_035905300.1|ASTE
OG0005257	LOC110183852|XP_020807861.1|DSER	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE
