Orthogroup	DSER.longest_only	CPIP.longest_only
OG0004399	LOC110178315|XP_020801085.1|DSER	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC110188757|XP_020814258.1|DSER	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC110191484|XP_020818008.1|DSER	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC110180944|XP_020804282.1|DSER	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC110177800|XP_020800388.1|DSER	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC110189308|XP_020815002.1|DSER	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC110178553|XP_020801378.1|DSER	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC110189912|XP_020815840.1|DSER	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC110178397|XP_020801194.1|DSER	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC110191189|XP_020817616.1|DSER	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC110185426|XP_020809899.1|DSER	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC110187679|XP_020812806.1|DSER	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC110179834|XP_020803101.1|DSER	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC110179814|XP_020803078.1|DSER	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC110191479|XP_020817999.1|DSER	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC110191618|XP_020818167.1|DSER	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC110177833|XP_020800437.1|DSER	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC110189430|XP_020815159.1|DSER	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC110189690|XP_020815526.1|DSER	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC110189428|XP_020815150.1|DSER	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC110189340|XP_020815041.1|DSER	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC110177591|XP_020800037.1|DSER	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC110178913|XP_020801851.1|DSER	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC110185228|XP_020809617.1|DSER	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC110183615|XP_020807629.1|DSER	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC110176707|XP_020798808.1|DSER	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC110184647|XP_020808908.1|DSER	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC110184667|XP_020808934.1|DSER	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC110176712|XP_020798811.1|DSER	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC110185460|XP_020809965.1|DSER	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC110187433|XP_020812482.1|DSER	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC110176131|XP_020798026.1|DSER	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC110189400|XP_020815117.1|DSER	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC110189391|XP_020815104.1|DSER	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC110177512|XP_020799926.1|DSER	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC110189746|XP_020815609.1|DSER	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC110191760|XP_020818360.1|DSER	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC110177995|XP_020800653.1|DSER	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC110180247|XP_020803563.1|DSER	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC110179271|XP_020802393.1|DSER	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC110190944|XP_020817281.1|DSER	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC110177603|XP_020800064.1|DSER	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC110176617|XP_020798705.1|DSER	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC110181283|XP_020804665.1|DSER	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC110176278|XP_020798257.1|DSER	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC110191636|XP_020818186.1|DSER	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC110186246|XP_020810979.1|DSER	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC110187723|XP_020812829.1|DSER	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC110177728|XP_020800240.1|DSER	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC110178403|XP_020801202.1|DSER	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC110178277|XP_020801005.1|DSER	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC110181706|XP_020805216.1|DSER	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC110176315|XP_020798290.1|DSER	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC110176618|XP_020798702.1|DSER	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC110179971|XP_020803211.1|DSER	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC110182832|XP_020806624.1|DSER	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC110181268|XP_020804636.1|DSER	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC110178937|XP_020801893.1|DSER	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC110177499|XP_020799911.1|DSER	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC110189940|XP_020815885.1|DSER	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC110176280|XP_020798255.1|DSER	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC110185280|XP_020809685.1|DSER	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC110190421|XP_020816557.1|DSER	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC110190380|XP_020816469.1|DSER	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC110188794|XP_020814311.1|DSER	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC110185222|XP_020809612.1|DSER	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC110190361|XP_020816429.1|DSER	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC110190166|XP_020816161.1|DSER	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC110176265|XP_020798238.1|DSER	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC110187767|XP_020812887.1|DSER	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC110191591|XP_020818139.1|DSER	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC110176322|XP_020798299.1|DSER	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC110176327|XP_020798306.1|DSER	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC110189405|XP_020815120.1|DSER	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC110182738|XP_020806499.1|DSER	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC110176910|XP_020799059.1|DSER	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC110189205|XP_020814835.1|DSER	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC110191476|XP_020817996.1|DSER	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC110176028|XP_020797897.1|DSER	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC110191578|XP_020818120.1|DSER	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC110186830|XP_020811780.1|DSER	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC110191508|XP_020818035.1|DSER	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC110188477|XP_020813865.1|DSER	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC110178487|XP_020801295.1|DSER	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC110190099|XP_020816065.1|DSER, LOC110189999|XP_020815957.1|DSER	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC110189315|XP_020815017.1|DSER	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC110177638|XP_020800109.1|DSER	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC110176752|XP_020798861.1|DSER	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC110187675|XP_020812757.1|DSER	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC110186588|XP_020811468.1|DSER	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC110176394|XP_020798386.1|DSER	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC110176630|XP_020798714.1|DSER	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC110186682|XP_020811607.1|DSER	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC110180539|XP_020803888.1|DSER, LOC110181255|XP_020804619.1|DSER	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC110181485|XP_020804896.1|DSER	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC110190108|XP_020816080.1|DSER	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC110185457|XP_020809959.1|DSER	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC110185444|XP_020809928.1|DSER	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC110185415|XP_020809887.1|DSER	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC110179569|XP_020802812.1|DSER	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC110182468|XP_020806165.1|DSER	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC110179069|XP_020802095.1|DSER	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC110184483|XP_020808693.1|DSER	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC110186860|XP_020811811.1|DSER	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC110181682|XP_020805182.1|DSER	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC110189487|XP_020815232.1|DSER	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC110181853|XP_020805426.1|DSER	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC110186395|XP_020811216.1|DSER	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC110182572|XP_020806278.1|DSER	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC110176061|XP_020797939.1|DSER	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC110180567|XP_020803922.1|DSER	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC110179359|XP_020802532.1|DSER	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC110176066|XP_020797946.1|DSER	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC110181637|XP_020805102.1|DSER	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC110188645|XP_020814082.1|DSER	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC110187062|XP_020812108.1|DSER	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC110183520|XP_020807467.1|DSER	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC110187497|XP_020812583.1|DSER	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC110188511|XP_020813904.1|DSER	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC110191961|XP_020818638.1|DSER	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC110180454|XP_020803788.1|DSER	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC110176925|XP_020799078.1|DSER	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC110188247|XP_020813572.1|DSER	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC110182052|XP_020805667.1|DSER	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC110176348|XP_020798335.1|DSER	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC110184122|XP_020808187.1|DSER	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC110180423|XP_020803753.1|DSER	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC110182833|XP_020806625.1|DSER	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC110187877|XP_020813020.1|DSER	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC110180048|XP_020803327.1|DSER	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC110187122|XP_020812191.1|DSER	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC110191987|XP_020818677.1|DSER	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC110178198|XP_020800893.1|DSER	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC110178084|XP_020800747.1|DSER	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC110182879|XP_020806683.1|DSER	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC110184280|XP_020808413.1|DSER	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC110190403|XP_020816517.1|DSER	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC110182541|XP_020806249.1|DSER	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC110182533|XP_020806241.1|DSER	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC110179070|XP_020802107.1|DSER	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC110184609|XP_020808861.1|DSER	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC110180371|XP_020803698.1|DSER	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC110184611|XP_020808867.1|DSER	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC110179404|XP_020802588.1|DSER	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC110176431|XP_020798439.1|DSER	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC110177343|XP_020799690.1|DSER	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC110191891|XP_020818535.1|DSER	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC110188710|XP_020814179.1|DSER	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC110187752|XP_020812872.1|DSER	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC110181788|XP_020805327.1|DSER	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC110182194|XP_020805865.1|DSER	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC110183499|XP_020807441.1|DSER	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC110176432|XP_020798440.1|DSER	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC110182372|XP_020806075.1|DSER	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC110182631|XP_020806352.1|DSER	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC110185885|XP_020810556.1|DSER	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC110187826|XP_020812962.1|DSER	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC110181888|XP_020805477.1|DSER	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC110181824|XP_020805381.1|DSER	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC110186429|XP_020811271.1|DSER	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC110183956|XP_020807974.1|DSER	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC110176036|XP_020797907.1|DSER	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC110186086|XP_020810786.1|DSER	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC110191773|XP_020818377.1|DSER	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC110186410|XP_020811240.1|DSER	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC110184124|XP_020808189.1|DSER	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC110189483|XP_020815229.1|DSER	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC110191187|XP_020817614.1|DSER	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC110180615|XP_020803957.1|DSER	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC110187005|XP_020812025.1|DSER	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC110186614|XP_020811507.1|DSER	LOC120417018|XP_039434890.1|CPIP
OG0004589	LOC110180373|XP_020803699.1|DSER, LOC110188641|XP_020814075.1|DSER	LOC120423035|XP_039442611.1|CPIP
OG0004590	LOC110189015|XP_020814632.1|DSER	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC110189036|XP_020814664.1|DSER	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC110180626|XP_020803971.1|DSER	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC110182115|XP_020805784.1|DSER	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC110179127|XP_020802178.1|DSER	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC110184529|XP_020808764.1|DSER	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC110182845|XP_020806636.1|DSER	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC110181582|XP_020805033.1|DSER	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC110183587|XP_020807559.1|DSER	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC110177033|XP_020799209.1|DSER	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC110179455|XP_020802662.1|DSER	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC110179612|XP_020802872.1|DSER	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC110179386|XP_020802569.1|DSER	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC110184137|XP_020808207.1|DSER	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC110184484|XP_020808694.1|DSER	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC110188207|XP_020813495.1|DSER	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC110178032|XP_020800708.1|DSER	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC110181641|XP_020805109.1|DSER	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC110181818|XP_020805369.1|DSER	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC110186629|XP_020811541.1|DSER	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC110186616|XP_020811509.1|DSER	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC110186442|XP_020811285.1|DSER	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC110191778|XP_020818382.1|DSER	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC110179731|XP_020803006.1|DSER	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC110184398|XP_020808580.1|DSER	LOC120414526|XP_039431669.1|CPIP
OG0004617	LOC110187281|XP_020812328.1|DSER	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC110188659|XP_020814102.1|DSER	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC110191048|XP_020817431.1|DSER	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC110188700|XP_020814165.1|DSER	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC110188598|XP_020814019.1|DSER	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC110188260|XP_020813605.1|DSER	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC110186543|XP_020811405.1|DSER	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC110177267|XP_020799578.1|DSER	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC110185527|XP_020810083.1|DSER	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC110178088|XP_020800750.1|DSER	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC110183702|XP_020807701.1|DSER	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC110182186|XP_020805848.1|DSER	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC110187717|XP_020812819.1|DSER	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC110176482|XP_020798508.1|DSER	LOC120415608|XP_039433136.1|CPIP
OG0004631	LOC110187750|XP_020812866.1|DSER	LOC120415601|XP_039433128.1|CPIP
OG0004632	LOC110187749|XP_020812865.1|DSER	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC110186354|XP_020811160.1|DSER	LOC120424519|XP_039444609.1|CPIP
OG0004634	LOC110186323|XP_020811121.1|DSER	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC110184365|XP_020808518.1|DSER	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC110179565|XP_020802807.1|DSER	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC110180467|XP_020803802.1|DSER	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC110181950|XP_020805548.1|DSER, LOC110181951|XP_020805549.1|DSER	LOC120424323|XP_039444352.1|CPIP
OG0004639	LOC110186741|XP_020811665.1|DSER	LOC120423052|XP_039442658.1|CPIP
OG0004640	LOC110186358|XP_020811164.1|DSER	LOC120423051|XP_039442657.1|CPIP
OG0004641	LOC110182535|XP_020806242.1|DSER	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC110180468|XP_020803805.1|DSER	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC110191736|XP_020818324.1|DSER	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC110180152|XP_020803461.1|DSER	LOC120425019|XP_039445322.1|CPIP
OG0004645	LOC110178154|XP_020800843.1|DSER	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP
OG0004646	LOC110186247|XP_020810980.1|DSER	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC110187036|XP_020812059.1|DSER	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC110181744|XP_020805263.1|DSER	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC110181492|XP_020804913.1|DSER	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC110183148|XP_020806997.1|DSER	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC110187987|XP_020813167.1|DSER	LOC120425022|XP_039445325.1|CPIP
OG0004652	LOC110188667|XP_020814119.1|DSER	LOC120425463|XP_039445929.1|CPIP
OG0004653	LOC110191347|XP_020817854.1|DSER	LOC120425465|XP_039445931.1|CPIP
OG0004654	LOC110182255|XP_020805932.1|DSER	LOC120425487|XP_039445965.1|CPIP
OG0004655	LOC110191341|XP_020817844.1|DSER	LOC120428782|XP_039449803.1|CPIP
OG0004656	LOC110175991|XP_020797844.1|DSER	LOC120428781|XP_039449802.1|CPIP
OG0004657	LOC110191222|XP_020817648.1|DSER	LOC120428787|XP_039449808.1|CPIP
OG0004658	LOC110186515|XP_020811371.1|DSER	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	LOC110187710|XP_020812804.1|DSER	LOC120431381|XP_039452444.1|CPIP
OG0004660	LOC110187875|XP_020813018.1|DSER	LOC120429233|XP_039450378.1|CPIP
OG0004661	LOC110187850|XP_020812994.1|DSER	LOC120429247|XP_039450392.1|CPIP
OG0004662	LOC110177346|XP_020799696.1|DSER	LOC120424934|XP_039445166.1|CPIP
OG0004663	LOC110183515|XP_020807462.1|DSER	LOC120424932|XP_039445160.1|CPIP
OG0004664	LOC110183541|XP_020807499.1|DSER	LOC120424930|XP_039445155.1|CPIP
OG0004665	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER	LOC120424935|XP_039445169.1|CPIP
OG0004666	LOC110188749|XP_020814249.1|DSER	LOC120419338|XP_039437944.1|CPIP
OG0004667	LOC110188752|XP_020814252.1|DSER	LOC120431439|XP_039452492.1|CPIP
OG0004668	LOC110187018|XP_020812042.1|DSER	LOC120431799|XP_039452851.1|CPIP
OG0004669	LOC110185676|XP_020810301.1|DSER	LOC120428947|XP_039450021.1|CPIP
OG0004670	LOC110186595|XP_020811482.1|DSER	LOC120427924|XP_039448799.1|CPIP
OG0004671	LOC110190600|XP_020816856.1|DSER	LOC120424813|XP_039444965.1|CPIP
OG0004672	LOC110176505|XP_020798538.1|DSER	LOC120429289|XP_039450451.1|CPIP
OG0004673	LOC110186386|XP_020811205.1|DSER	LOC120430803|XP_039451857.1|CPIP
OG0004674	LOC110177370|XP_020799725.1|DSER	LOC120425115|XP_039445454.1|CPIP
OG0004675	LOC110177300|XP_020799624.1|DSER	LOC120425113|XP_039445448.1|CPIP
OG0004676	LOC110190902|XP_020817219.1|DSER	LOC120430535|XP_039451582.1|CPIP
OG0004677	LOC110191423|XP_020817938.1|DSER	LOC120425998|XP_039446590.1|CPIP
OG0004678	LOC110191080|XP_020817474.1|DSER	LOC120426016|XP_039446624.1|CPIP
OG0004679	LOC110191299|XP_020817769.1|DSER	LOC120417858|XP_039436012.1|CPIP
OG0004680	LOC110188145|XP_020813402.1|DSER	LOC120421773|XP_039440974.1|CPIP
OG0004681	LOC110186572|XP_020811439.1|DSER	LOC120423834|XP_039443711.1|CPIP
OG0004682	LOC110183029|XP_020806875.1|DSER	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC110187909|XP_020813070.1|DSER	LOC120423826|XP_039443689.1|CPIP
OG0004684	LOC110188340|XP_020813706.1|DSER	LOC120426227|XP_039446897.1|CPIP
OG0004685	LOC110186267|XP_020811034.1|DSER	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC110186609|XP_020811500.1|DSER	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC110186518|XP_020811373.1|DSER	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC110186327|XP_020811133.1|DSER	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC110191711|XP_020818284.1|DSER	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC110177400|XP_020799764.1|DSER	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC110187842|XP_020812978.1|DSER	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC110187783|XP_020812912.1|DSER	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC110189126|XP_020814762.1|DSER	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC110177317|XP_020799650.1|DSER	LOC120428741|XP_039449751.1|CPIP
OG0004696	LOC110177261|XP_020799570.1|DSER	LOC120427185|XP_039447983.1|CPIP
OG0004697	LOC110184384|XP_020808547.1|DSER	LOC120430501|XP_039451532.1|CPIP
OG0004698	LOC110181490|XP_020804909.1|DSER	LOC120421821|XP_039441033.1|CPIP
