Orthogroup	DSER.longest_only	DSUB.longest_only
OG0005676	LOC110189904|XP_020815828.1|DSER	LOC117893482|XP_034656003.1|DSUB
OG0005677	LOC110182830|XP_020806653.1|DSER	LOC117889973|XP_034650430.1|DSUB
OG0005678	LOC110186763|XP_020811683.1|DSER	LOC117897001|XP_034661451.1|DSUB
OG0005679	LOC110188024|XP_020813219.1|DSER	LOC117896231|XP_034660258.1|DSUB
OG0005681	LOC110188354|XP_020813721.1|DSER	LOC117898530|XP_034663890.1|DSUB
OG0005682	LOC110188352|XP_020813719.1|DSER	LOC117898517|XP_034663875.1|DSUB
OG0005683	LOC110183510|XP_020807455.1|DSER	LOC117896819|XP_034661269.1|DSUB
OG0005684	LOC110185156|XP_020809518.1|DSER	LOC117893035|XP_034655291.1|DSUB
OG0005685	LOC110180521|XP_020803849.1|DSER	LOC117891579|XP_034652999.1|DSUB
OG0005686	LOC110187746|XP_020812863.1|DSER	LOC117899794|XP_034665965.1|DSUB
OG0005687	LOC110185255|XP_020809650.1|DSER	LOC117894834|XP_034657973.1|DSUB
OG0005688	LOC110189501|XP_020815264.1|DSER	LOC117891368|XP_034652696.1|DSUB
OG0005689	LOC110184554|XP_020808788.1|DSER, LOC110179531|XP_020802770.1|DSER	LOC117890316|XP_034650996.1|DSUB
OG0005690	LOC110188132|XP_020813378.1|DSER	LOC117899563|XP_034665559.1|DSUB
OG0005691	LOC110186229|XP_020810955.1|DSER	LOC117898877|XP_034664451.1|DSUB
OG0005692	LOC110178170|XP_020800862.1|DSER	LOC117900697|XP_034667041.1|DSUB
OG0005693	LOC110176184|XP_020798093.1|DSER	LOC117894563|XP_034657577.1|DSUB
OG0005694	LOC110187871|XP_020813014.1|DSER	LOC117897480|XP_034662233.1|DSUB
OG0005695	LOC110188246|XP_020813569.1|DSER	LOC117896762|XP_034661127.1|DSUB
OG0005696	LOC110188653|XP_020814090.1|DSER	LOC117896764|XP_034661130.1|DSUB
OG0005697	LOC110188728|XP_020814201.1|DSER	LOC117896758|XP_034661122.1|DSUB
OG0005698	LOC110188972|XP_020814578.1|DSER	LOC117892696|XP_034654998.1|DSUB
OG0005699	LOC110186279|XP_020811052.1|DSER	LOC117899226|XP_034664991.1|DSUB
OG0005700	LOC110179424|XP_020802612.1|DSER	LOC117903041|XP_034670667.1|DSUB
OG0005701	LOC110185801|XP_020810464.1|DSER	LOC117901623|XP_034668342.1|DSUB
OG0005702	LOC110183066|XP_020806911.1|DSER	LOC117902145|XP_034669175.1|DSUB
OG0005703	LOC110179226|XP_020802322.1|DSER	LOC117891770|XP_034653317.1|DSUB
OG0005704	LOC110180166|XP_020803483.1|DSER	LOC117898502|XP_034663839.1|DSUB
OG0005705	LOC110190562|XP_020816786.1|DSER	LOC117894829|XP_034657968.1|DSUB
OG0005706	LOC110191870|XP_020818512.1|DSER	LOC117898254|XP_034663399.1|DSUB
OG0005707	LOC110187033|XP_020812055.1|DSER	LOC117891264|XP_034652531.1|DSUB
OG0005708	LOC110178865|XP_020801797.1|DSER	LOC117902957|XP_034670489.1|DSUB
OG0005709	LOC110177309|XP_020799633.1|DSER	LOC117896895|XP_034661319.1|DSUB
OG0005710	LOC110190244|XP_020816270.1|DSER	LOC117899281|XP_034665077.1|DSUB
OG0005711	LOC110178939|XP_020801896.1|DSER	LOC117894824|XP_034657962.1|DSUB
OG0005712	LOC110176986|XP_020799154.1|DSER	LOC117900428|XP_034666687.1|DSUB
OG0005713	LOC110186184|XP_020810902.1|DSER	LOC117897334|XP_034661995.1|DSUB
OG0005714	LOC110191018|XP_020817394.1|DSER	LOC117896597|XP_034660914.1|DSUB
OG0005715	LOC110188123|XP_020813365.1|DSER	LOC117896383|XP_034660576.1|DSUB
OG0005716	LOC110187920|XP_020813090.1|DSER	LOC117897090|XP_034661621.1|DSUB
OG0005717	LOC110188726|XP_020814199.1|DSER	LOC117896461|XP_034660685.1|DSUB
OG0005718	LOC110187867|XP_020813011.1|DSER	LOC117899788|XP_034665954.1|DSUB
OG0005719	LOC110186159|XP_020810869.1|DSER	LOC117897273|XP_034661890.1|DSUB
OG0005720	LOC110191008|XP_020817384.1|DSER	LOC117899026|XP_034664677.1|DSUB
OG0005721	LOC110186166|XP_020810878.1|DSER	LOC117897875|XP_034662841.1|DSUB
OG0005722	LOC110188374|XP_020813748.1|DSER	LOC117898891|XP_034664464.1|DSUB
OG0005723	LOC110177167|XP_020799412.1|DSER	LOC117896399|XP_034660600.1|DSUB
OG0005724	LOC110179545|XP_020802786.1|DSER	LOC117890420|XP_034651129.1|DSUB
OG0005725	LOC110187731|XP_020812845.1|DSER	LOC117899088|XP_034664756.1|DSUB
OG0005726	LOC110175998|XP_020797852.1|DSER	LOC117903077|XP_034670763.1|DSUB
OG0005727	LOC110191814|XP_020818433.1|DSER	LOC117898681|XP_034664155.1|DSUB
OG0005728	LOC110185414|XP_020809886.1|DSER	LOC117896861|XP_034661281.1|DSUB
OG0005729	LOC110184911|XP_020809219.1|DSER	LOC117896851|XP_034661266.1|DSUB
OG0005730	LOC110191734|XP_020818318.1|DSER	LOC117897189|XP_034661780.1|DSUB
OG0005731	LOC110191733|XP_020818317.1|DSER	LOC117897188|XP_034661779.1|DSUB
OG0005732	LOC110176650|XP_020798740.1|DSER	LOC117899268|XP_034665057.1|DSUB
OG0005733	LOC110176648|XP_020798736.1|DSER	LOC117899267|XP_034665052.1|DSUB
OG0005734	LOC110186871|XP_020811825.1|DSER	LOC117899577|XP_034665581.1|DSUB
OG0005735	LOC110187893|XP_020813039.1|DSER	LOC117898647|XP_034664108.1|DSUB
OG0005736	LOC110187643|XP_020812711.1|DSER	LOC117896962|XP_034661398.1|DSUB
OG0005737	LOC110187918|XP_020813088.1|DSER	LOC117899573|XP_034665577.1|DSUB
OG0005738	LOC110188324|XP_020813691.1|DSER, LOC110188232|XP_020813545.1|DSER	LOC117897427|XP_034662156.1|DSUB
OG0005739	LOC110186991|XP_020812007.1|DSER	LOC117899574|XP_034665578.1|DSUB
OG0005740	LOC110177364|XP_020799716.1|DSER	LOC117896886|XP_034661306.1|DSUB
OG0005741	LOC110186517|XP_020811377.1|DSER	LOC117897494|XP_034662275.1|DSUB
OG0005742	LOC110187685|XP_020812776.1|DSER	LOC117898358|XP_034663582.1|DSUB
OG0005743	LOC110177148|XP_020799385.1|DSER	LOC117898234|XP_034663363.1|DSUB
OG0005744	LOC110186336|XP_020811142.1|DSER	LOC117898909|XP_034664488.1|DSUB
OG0005745	LOC110177122|XP_020799328.1|DSER	LOC117897485|XP_034662241.1|DSUB
OG0005746	LOC110177177|XP_020799426.1|DSER	LOC117898086|XP_034663157.1|DSUB
OG0005747	LOC110177138|XP_020799371.1|DSER	LOC117897450|XP_034662185.1|DSUB
OG0005748	LOC110189767|XP_020815648.1|DSER	LOC117897350|XP_034662021.1|DSUB
OG0005749	LOC110180647|XP_020804000.1|DSER	LOC117898150|XP_034663243.1|DSUB
OG0005750	LOC110187640|XP_020812706.1|DSER	LOC117897132|XP_034661691.1|DSUB
OG0005751	LOC110177543|XP_020799971.1|DSER	LOC117893414|XP_034655916.1|DSUB
OG0005752	LOC110188949|XP_020814548.1|DSER	LOC117891538|XP_034652940.1|DSUB
OG0005753	LOC110183337|XP_020807246.1|DSER	LOC117902494|XP_034669809.1|DSUB
OG0005754	LOC110182561|XP_020806273.1|DSER	LOC117892127|XP_034654049.1|DSUB
OG0005755	LOC110191483|XP_020818006.1|DSER	LOC117891025|XP_034652078.1|DSUB
OG0005756	LOC110186283|XP_020811059.1|DSER	LOC117899244|XP_034665013.1|DSUB
OG0005757	LOC110177150|XP_020799386.1|DSER	LOC117898235|XP_034663364.1|DSUB
OG0005758	LOC110188725|XP_020814197.1|DSER	LOC117896460|XP_034660683.1|DSUB
OG0005759	LOC110188737|XP_020814229.1|DSER	LOC117899625|XP_034665670.1|DSUB
OG0005760	LOC110188566|XP_020813984.1|DSER	LOC117896857|XP_034661276.1|DSUB
OG0005761	LOC110188253|XP_020813585.1|DSER	LOC117898501|XP_034663834.1|DSUB
OG0005762	LOC110190169|XP_020816169.1|DSER	LOC117897688|XP_034662596.1|DSUB
OG0005763	LOC110189225|XP_020814865.1|DSER	LOC117892416|XP_034654540.1|DSUB
OG0005764	LOC110185225|XP_020809619.1|DSER	LOC117897142|XP_034661702.1|DSUB
OG0005765	LOC110185122|XP_020809477.1|DSER	LOC117897130|XP_034661675.1|DSUB
OG0005766	LOC110190861|XP_020817170.1|DSER	LOC117898575|XP_034663981.1|DSUB
OG0005767	LOC110188220|XP_020813522.1|DSER	LOC117899656|XP_034665728.1|DSUB
OG0005768	LOC110179629|XP_020802898.1|DSER	LOC117902443|XP_034669730.1|DSUB
OG0005769	LOC110187665|XP_020812742.1|DSER	LOC117898807|XP_034664347.1|DSUB
OG0005770	LOC110191719|XP_020818295.1|DSER	LOC117897510|XP_034662300.1|DSUB
OG0005771	LOC110176519|XP_020798555.1|DSER	LOC117898394|XP_034663643.1|DSUB
OG0005772	LOC110186534|XP_020811394.1|DSER	LOC117898939|XP_034664548.1|DSUB
OG0005773	LOC110191828|XP_020818452.1|DSER	LOC117898527|XP_034663888.1|DSUB
OG0005774	LOC110186602|XP_020811492.1|DSER	LOC117899421|XP_034665302.1|DSUB
OG0005775	LOC110178992|XP_020801968.1|DSER	LOC117894408|XP_034657310.1|DSUB
OG0005776	LOC110182781|XP_020806565.1|DSER	LOC117894251|XP_034657095.1|DSUB
OG0005777	LOC110183863|XP_020807875.1|DSER	LOC117900271|XP_034666473.1|DSUB
OG0005778	LOC110188367|XP_020813736.1|DSER	LOC117899501|XP_034665441.1|DSUB
OG0005779	LOC110191751|XP_020818346.1|DSER	LOC117898038|XP_034663084.1|DSUB
OG0005780	LOC110178907|XP_020801842.1|DSER	LOC117894986|XP_034658222.1|DSUB
OG0005781	LOC110190298|XP_020816342.1|DSER	LOC117894950|XP_034658167.1|DSUB
OG0005782	LOC110190249|XP_020816272.1|DSER	LOC117893718|XP_034656296.1|DSUB
OG0005783	LOC110189296|XP_020814986.1|DSER	LOC117890009|XP_034650497.1|DSUB
OG0005784	LOC110176423|XP_020798427.1|DSER	LOC117896416|XP_034660621.1|DSUB
OG0005785	LOC110176479|XP_020798500.1|DSER	LOC117897301|XP_034661933.1|DSUB
OG0005786	LOC110176603|XP_020798684.1|DSER	LOC117898408|XP_034663668.1|DSUB
OG0005787	LOC110187671|XP_020812751.1|DSER	LOC117897777|XP_034662714.1|DSUB
OG0005788	LOC110189229|XP_020814871.1|DSER	LOC117890699|XP_034651600.1|DSUB
OG0005789	LOC110185347|XP_020809783.1|DSER	LOC117896069|XP_034659983.1|DSUB
OG0005790	LOC110176521|XP_020798557.1|DSER	LOC117897284|XP_034661910.1|DSUB
OG0005791	LOC110188555|XP_020813972.1|DSER	LOC117898515|XP_034663872.1|DSUB
OG0005792	LOC110188556|XP_020813974.1|DSER	LOC117898529|XP_034663889.1|DSUB
OG0005793	LOC110191799|XP_020818408.1|DSER	LOC117898522|XP_034663880.1|DSUB
OG0005794	LOC110179304|XP_020802449.1|DSER	LOC117891119|XP_034652215.1|DSUB
OG0005795	LOC110177415|XP_020799791.1|DSER	LOC117897952|XP_034662945.1|DSUB
OG0005796	LOC110178908|XP_020801843.1|DSER	LOC117894402|XP_034657302.1|DSUB
OG0005797	LOC110190703|XP_020816974.1|DSER	LOC117895874|XP_034659760.1|DSUB
OG0005798	LOC110184577|XP_020808821.1|DSER	LOC117897553|XP_034662372.1|DSUB
OG0005799	LOC110191084|XP_020817482.1|DSER	LOC117896252|XP_034660313.1|DSUB
OG0005800	LOC110191063|XP_020817452.1|DSER	LOC117897144|XP_034661704.1|DSUB
OG0005801	LOC110191062|XP_020817451.1|DSER	LOC117897143|XP_034661703.1|DSUB
OG0005802	LOC110191847|XP_020818481.1|DSER	LOC117896102|XP_034660045.1|DSUB
OG0005803	LOC110186472|XP_020811321.1|DSER	LOC117896255|XP_034660328.1|DSUB
OG0005804	LOC110191209|XP_020817636.1|DSER	LOC117897780|XP_034662719.1|DSUB
OG0005805	LOC110176903|XP_020799053.1|DSER	LOC117890296|XP_034650955.1|DSUB
OG0005806	LOC110186189|XP_020810906.1|DSER	LOC117898822|XP_034664377.1|DSUB
OG0005807	LOC110186149|XP_020810859.1|DSER	LOC117896997|XP_034661448.1|DSUB
OG0005808	LOC110187133|XP_020812206.1|DSER	LOC117903551|XP_034671645.1|DSUB
OG0005809	LOC110191334|XP_020817828.1|DSER	LOC117895579|XP_034659195.1|DSUB
OG0005810	LOC110191088|XP_020817492.1|DSER	LOC117896258|XP_034660340.1|DSUB
OG0005811	LOC110191089|XP_020817493.1|DSER	LOC117896261|XP_034660342.1|DSUB
OG0005812	LOC110184541|XP_020808778.1|DSER	LOC117897627|XP_034662487.1|DSUB
OG0005813	LOC110188755|XP_020814256.1|DSER	LOC117899020|XP_034664672.1|DSUB
OG0005814	LOC110187688|XP_020812779.1|DSER	LOC117897484|XP_034662238.1|DSUB
OG0005815	LOC110189222|XP_020814860.1|DSER	LOC117892329|XP_034654373.1|DSUB
OG0005816	LOC110186250|XP_020810986.1|DSER	LOC117899338|XP_034665167.1|DSUB
OG0005817	LOC110186373|XP_020811182.1|DSER	LOC117898936|XP_034664543.1|DSUB
OG0005818	LOC110176503|XP_020798536.1|DSER	LOC117897125|XP_034661668.1|DSUB
OG0005819	LOC110191850|XP_020818485.1|DSER	LOC117897006|XP_034661463.1|DSUB
OG0005820	LOC110191851|XP_020818486.1|DSER	LOC117897007|XP_034661464.1|DSUB
OG0005821	LOC110177193|XP_020799447.1|DSER	LOC117897399|XP_034662109.1|DSUB
OG0005822	LOC110185699|XP_020810327.1|DSER	LOC117902606|XP_034670008.1|DSUB
OG0005823	LOC110181739|XP_020805258.1|DSER	LOC117898302|XP_034663508.1|DSUB
OG0005824	LOC110188093|XP_020813308.1|DSER	LOC117899190|XP_034664943.1|DSUB
OG0005825	LOC110181270|XP_020804639.1|DSER	LOC117893267|XP_034655726.1|DSUB
OG0005826	LOC110184515|XP_020808742.1|DSER	LOC117898101|XP_034663172.1|DSUB
OG0005827	LOC110187009|XP_020812031.1|DSER	LOC117896443|XP_034660664.1|DSUB
OG0005828	LOC110184682|XP_020808954.1|DSER	LOC117895263|XP_034658677.1|DSUB
OG0005829	LOC110188294|XP_020813655.1|DSER	LOC117899492|XP_034665432.1|DSUB
OG0005830	LOC110183706|XP_020807711.1|DSER	LOC117893166|XP_034655534.1|DSUB
OG0005831	LOC110183701|XP_020807699.1|DSER	LOC117895319|XP_034658773.1|DSUB
OG0005832	LOC110183617|XP_020807594.1|DSER	LOC117895318|XP_034658772.1|DSUB
OG0005833	LOC110183614|XP_020807592.1|DSER	LOC117895165|XP_034658516.1|DSUB
OG0005834	LOC110183720|XP_020807728.1|DSER	LOC117895170|XP_034658524.1|DSUB
OG0005835	LOC110183569|XP_020807535.1|DSER	LOC117894490|XP_034657488.1|DSUB
OG0005836	LOC110190316|XP_020816364.1|DSER	LOC117894742|XP_034657832.1|DSUB
OG0005837	LOC110186138|XP_020810847.1|DSER	LOC117898821|XP_034664376.1|DSUB
OG0005838	LOC110177307|XP_020799631.1|DSER	LOC117897471|XP_034662213.1|DSUB
OG0005839	LOC110182319|XP_020806008.1|DSER	LOC117900223|XP_034666397.1|DSUB
OG0005840	LOC110187678|XP_020812768.1|DSER	LOC117898351|XP_034663575.1|DSUB
OG0005841	LOC110188307|XP_020813674.1|DSER	LOC117896147|XP_034660113.1|DSUB
OG0005842	LOC110182481|XP_020806187.1|DSER	LOC117891982|XP_034653752.1|DSUB
OG0005843	LOC110182787|XP_020806572.1|DSER	LOC117893896|XP_034656564.1|DSUB
OG0005844	LOC110185223|XP_020809613.1|DSER	LOC117894663|XP_034657730.1|DSUB
OG0005845	LOC110188528|XP_020813932.1|DSER	LOC117897147|XP_034661707.1|DSUB
OG0005846	LOC110191808|XP_020818419.1|DSER	LOC117898295|XP_034663442.1|DSUB
OG0005847	LOC110186918|XP_020811899.1|DSER	LOC117898905|XP_034664481.1|DSUB
OG0005848	LOC110179538|XP_020802777.1|DSER	LOC117893316|XP_034655798.1|DSUB
OG0005849	LOC110181498|XP_020804925.1|DSER	LOC117903529|XP_034671592.1|DSUB
OG0005850	LOC110179498|XP_020802732.1|DSER	LOC117903525|XP_034671535.1|DSUB
OG0005851	LOC110185861|XP_020810528.1|DSER	LOC117899972|XP_034666022.1|DSUB
OG0005852	LOC110191027|XP_020817405.1|DSER	LOC117898348|XP_034663570.1|DSUB
OG0005853	LOC110181584|XP_020805036.1|DSER	LOC117903873|XP_034672253.1|DSUB
OG0005854	LOC110191087|XP_020817491.1|DSER	LOC117896257|XP_034660339.1|DSUB
OG0005855	LOC110180619|XP_020803961.1|DSER	LOC117901407|XP_034668036.1|DSUB
OG0005856	LOC110184479|XP_020808682.1|DSER	LOC117902026|XP_034668979.1|DSUB
OG0005857	LOC110188235|XP_020813552.1|DSER	LOC117898524|XP_034663884.1|DSUB
OG0005858	LOC110176600|XP_020798677.1|DSER	LOC117898407|XP_034663666.1|DSUB
OG0005859	LOC110184893|XP_020809199.1|DSER	LOC117900548|XP_034666843.1|DSUB
OG0005860	LOC110188734|XP_020814209.1|DSER	LOC117898682|XP_034664156.1|DSUB
OG0005861	LOC110186384|XP_020811200.1|DSER	LOC117898934|XP_034664534.1|DSUB
OG0005862	LOC110176089|XP_020797992.1|DSER	LOC117890547|XP_034651362.1|DSUB
OG0005863	LOC110181124|XP_020804455.1|DSER	LOC117890909|XP_034651914.1|DSUB
OG0005864	LOC110191735|XP_020818320.1|DSER	LOC117898296|XP_034663458.1|DSUB
OG0005865	LOC110186372|XP_020811185.1|DSER	LOC117896101|XP_034660044.1|DSUB
OG0005866	LOC110180265|XP_020803579.1|DSER	LOC117892419|XP_034654543.1|DSUB
OG0005867	LOC110181198|XP_020804537.1|DSER	LOC117901912|XP_034668768.1|DSUB
OG0005868	LOC110190909|XP_020817232.1|DSER	LOC117891041|XP_034652101.1|DSUB
OG0005869	LOC110183258|XP_020807143.1|DSER	LOC117889845|XP_034650233.1|DSUB
OG0005870	LOC110184173|XP_020808242.1|DSER	LOC117897311|XP_034661957.1|DSUB
OG0005871	LOC110184238|XP_020808353.1|DSER	LOC117894995|XP_034658236.1|DSUB
OG0005872	LOC110190590|XP_020816845.1|DSER	LOC117896470|XP_034660695.1|DSUB
OG0005873	LOC110186569|XP_020811437.1|DSER	LOC117898192|XP_034663302.1|DSUB
OG0005874	LOC110175968|XP_020797822.1|DSER	LOC117893273|XP_034655733.1|DSUB
OG0005875	LOC110178664|XP_020801522.1|DSER	LOC117891173|XP_034652387.1|DSUB
OG0005876	LOC110181659|XP_020805124.1|DSER	LOC117897198|XP_034661795.1|DSUB
OG0005877	LOC110181742|XP_020805260.1|DSER	LOC117891782|XP_034653384.1|DSUB
OG0005878	LOC110180650|XP_020804004.1|DSER	LOC117903188|XP_034670941.1|DSUB
OG0005879	LOC110184321|XP_020808472.1|DSER	LOC117891691|XP_034653172.1|DSUB
OG0005880	LOC110189899|XP_020815818.1|DSER	LOC117895682|XP_034659400.1|DSUB
OG0005881	LOC110176200|XP_020798120.1|DSER	LOC117894166|XP_034656958.1|DSUB
OG0005882	LOC110191982|XP_020818668.1|DSER	LOC117894046|XP_034656791.1|DSUB
OG0005883	LOC110178714|XP_020801577.1|DSER	LOC117894714|XP_034657786.1|DSUB
OG0005884	LOC110189932|XP_020815875.1|DSER	LOC117893476|XP_034655990.1|DSUB
OG0005885	LOC110190883|XP_020817200.1|DSER	LOC117894980|XP_034658211.1|DSUB
OG0005886	LOC110189947|XP_020815893.1|DSER	LOC117894400|XP_034657299.1|DSUB
OG0005887	LOC110176306|XP_020798286.1|DSER	LOC117894160|XP_034656947.1|DSUB
OG0005888	LOC110190389|XP_020816497.1|DSER	LOC117895542|XP_034659135.1|DSUB
OG0005889	LOC110177529|XP_020799947.1|DSER	LOC117893306|XP_034655775.1|DSUB
OG0005890	LOC110187058|XP_020812102.1|DSER	LOC117890536|XP_034651352.1|DSUB
OG0005891	LOC110181226|XP_020804580.1|DSER	LOC117895481|XP_034659051.1|DSUB
OG0005892	LOC110178910|XP_020801848.1|DSER	LOC117895073|XP_034658353.1|DSUB
OG0005893	LOC110176128|XP_020798023.1|DSER	LOC117893679|XP_034656259.1|DSUB
OG0005894	LOC110176129|XP_020798024.1|DSER	LOC117893680|XP_034656260.1|DSUB
OG0005895	LOC110176130|XP_020798025.1|DSER	LOC117893681|XP_034656261.1|DSUB
OG0005896	LOC110184668|XP_020808935.1|DSER	LOC117895207|XP_034658587.1|DSUB
OG0005897	LOC110189965|XP_020815913.1|DSER	LOC117894219|XP_034657026.1|DSUB
OG0005898	LOC110187017|XP_020812038.1|DSER	LOC117903641|XP_034671815.1|DSUB
OG0005899	LOC110189641|XP_020815446.1|DSER	LOC117890897|XP_034651882.1|DSUB
OG0005900	LOC110178181|XP_020800872.1|DSER	LOC117900230|XP_034666407.1|DSUB
OG0005901	LOC110177713|XP_020800212.1|DSER	LOC117889989|XP_034650463.1|DSUB
OG0005902	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER	LOC117890737|XP_034651680.1|DSUB
OG0005903	LOC110188140|XP_020813395.1|DSER	LOC117899602|XP_034665616.1|DSUB
OG0005904	LOC110186424|XP_020811269.1|DSER	LOC117898566|XP_034663944.1|DSUB
OG0005905	LOC110189922|XP_020815856.1|DSER	LOC117895307|XP_034658758.1|DSUB
OG0005906	LOC110189867|XP_020815747.1|DSER	LOC117895721|XP_034659469.1|DSUB
OG0005907	LOC110190284|XP_020816319.1|DSER	LOC117894972|XP_034658200.1|DSUB
OG0005908	LOC110189863|XP_020815741.1|DSER	LOC117895834|XP_034659663.1|DSUB
OG0005909	LOC110179829|XP_020803094.1|DSER	LOC117893925|XP_034656597.1|DSUB
OG0005910	LOC110176351|XP_020798339.1|DSER	LOC117890432|XP_034651152.1|DSUB
OG0005911	LOC110176342|XP_020798330.1|DSER	LOC117890434|XP_034651154.1|DSUB
OG0005912	LOC110176338|XP_020798319.1|DSER	LOC117891599|XP_034653021.1|DSUB
OG0005913	LOC110177347|XP_020799698.1|DSER	LOC117897817|XP_034662758.1|DSUB
OG0005914	LOC110179279|XP_020802427.1|DSER	LOC117892337|XP_034654381.1|DSUB
OG0005915	LOC110179282|XP_020802429.1|DSER	LOC117892338|XP_034654382.1|DSUB
OG0005916	LOC110179205|XP_020802282.1|DSER	LOC117891656|XP_034653101.1|DSUB
OG0005917	LOC110177852|XP_020800457.1|DSER	LOC117891822|XP_034653450.1|DSUB
OG0005918	LOC110184531|XP_020808766.1|DSER	LOC117903814|XP_034672145.1|DSUB
OG0005919	LOC110191802|XP_020818415.1|DSER	LOC117891382|XP_034652712.1|DSUB
OG0005920	LOC110178361|XP_020801152.1|DSER	LOC117890463|XP_034651202.1|DSUB
OG0005921	LOC110177578|XP_020800016.1|DSER	LOC117893572|XP_034656135.1|DSUB
OG0005922	LOC110179527|XP_020802766.1|DSER	LOC117903248|XP_034671042.1|DSUB, LOC117891875|XP_034653535.1|DSUB
OG0005923	LOC110178999|XP_020801988.1|DSER	LOC117894771|XP_034657885.1|DSUB
OG0005924	LOC110178556|XP_020801385.1|DSER	LOC117894777|XP_034657894.1|DSUB
OG0005925	LOC110177484|XP_020799892.1|DSER	LOC117894287|XP_034657137.1|DSUB
OG0005926	LOC110179715|XP_020802988.1|DSER	LOC117896346|XP_034660484.1|DSUB
OG0005927	LOC110187761|XP_020812884.1|DSER	LOC117899523|XP_034665472.1|DSUB
OG0005928	LOC110179382|XP_020802555.1|DSER	LOC117891169|XP_034652386.1|DSUB
OG0005929	LOC110177553|XP_020799985.1|DSER	LOC117893554|XP_034656100.1|DSUB
OG0005930	LOC110180261|XP_020803576.1|DSER	LOC117892424|XP_034654549.1|DSUB
OG0005931	LOC110189411|XP_020815125.1|DSER	LOC117890263|XP_034650911.1|DSUB
OG0005932	LOC110177752|XP_020800271.1|DSER	LOC117891686|XP_034653156.1|DSUB
OG0005933	LOC110178398|XP_020801195.1|DSER	LOC117892295|XP_034654329.1|DSUB
OG0005934	LOC110178819|XP_020801747.1|DSER	LOC117890526|XP_034651335.1|DSUB
OG0005935	LOC110190240|XP_020816259.1|DSER	LOC117892902|XP_034655092.1|DSUB
OG0005936	LOC110185694|XP_020810320.1|DSER	LOC117899970|XP_034666019.1|DSUB
OG0005937	LOC110190242|XP_020816265.1|DSER	LOC117893002|XP_034655247.1|DSUB
OG0005938	LOC110191511|XP_020818041.1|DSER	LOC117889946|XP_034650374.1|DSUB
OG0005939	LOC110175948|XP_020797795.1|DSER	LOC117901309|XP_034667913.1|DSUB
OG0005940	LOC110177933|XP_020800572.1|DSER	LOC117892084|XP_034653964.1|DSUB
OG0005941	LOC110191469|XP_020817981.1|DSER	LOC117891199|XP_034652426.1|DSUB
OG0005942	LOC110189471|XP_020815208.1|DSER	LOC117891757|XP_034653260.1|DSUB
OG0005943	LOC110189754|XP_020815624.1|DSER	LOC117892570|XP_034654783.1|DSUB
OG0005944	LOC110189283|XP_020814966.1|DSER	LOC117890963|XP_034651993.1|DSUB
OG0005945	LOC110189293|XP_020814983.1|DSER	LOC117890005|XP_034650486.1|DSUB
OG0005946	LOC110177984|XP_020800640.1|DSER	LOC117892590|XP_034654820.1|DSUB
OG0005947	LOC110185803|XP_020810506.1|DSER	LOC117892004|XP_034653781.1|DSUB
OG0005948	LOC110189868|XP_020815748.1|DSER	LOC117894860|XP_034658008.1|DSUB
OG0005949	LOC110179823|XP_020803087.1|DSER	LOC117893283|XP_034655740.1|DSUB
OG0005950	LOC110183163|XP_020807014.1|DSER	LOC117900461|XP_034666728.1|DSUB
OG0005951	LOC110190606|XP_020816858.1|DSER	LOC117895876|XP_034659765.1|DSUB
OG0005952	LOC110183162|XP_020807012.1|DSER	LOC117900460|XP_034666726.1|DSUB
OG0005953	LOC110187423|XP_020812472.1|DSER	LOC117899962|XP_034666008.1|DSUB
OG0005954	LOC110187448|XP_020812496.1|DSER	LOC117902666|XP_034670087.1|DSUB
OG0005955	LOC110184223|XP_020808340.1|DSER	LOC117896408|XP_034660615.1|DSUB
OG0005956	LOC110190976|XP_020817343.1|DSER	LOC117891737|XP_034653222.1|DSUB
OG0005957	LOC110184471|XP_020808679.1|DSER	LOC117896840|XP_034661250.1|DSUB
OG0005958	LOC110176434|XP_020798443.1|DSER	LOC117897502|XP_034662283.1|DSUB
OG0005959	LOC110183445|XP_020807384.1|DSER	LOC117900042|XP_034666122.1|DSUB
OG0005960	LOC110179562|XP_020802802.1|DSER	LOC117903456|XP_034671384.1|DSUB
OG0005961	LOC110176335|XP_020798316.1|DSER	LOC117891565|XP_034652977.1|DSUB
OG0005962	LOC110182872|XP_020806673.1|DSER	LOC117889880|XP_034650280.1|DSUB
OG0005963	LOC110184010|XP_020808035.1|DSER	LOC117901610|XP_034668320.1|DSUB
OG0005964	LOC110177777|XP_020800303.1|DSER	LOC117892009|XP_034653791.1|DSUB
OG0005965	LOC110189451|XP_020815182.1|DSER	LOC117890358|XP_034651043.1|DSUB
OG0005966	LOC110178284|XP_020801015.1|DSER	LOC117891057|XP_034652121.1|DSUB
OG0005967	LOC110181981|XP_020805588.1|DSER	LOC117891245|XP_034652482.1|DSUB
OG0005968	LOC110175933|XP_020797775.1|DSER	LOC117890402|XP_034651102.1|DSUB
OG0005969	LOC110191474|XP_020817993.1|DSER	LOC117891021|XP_034652075.1|DSUB
OG0005970	LOC110178594|XP_020801439.1|DSER	LOC117893807|XP_034656446.1|DSUB
OG0005971	LOC110189723|XP_020815572.1|DSER	LOC117891152|XP_034652298.1|DSUB
