Orthogroup	DSER.longest_only	DMEL.longest_only
OG0006596	LOC110184030|XP_020808053.1|DSER	sano|NP_001286595.1|DMEL
OG0006597	LOC110188870|XP_020814442.1|DSER	dos|NP_523890.2|DMEL
OG0006598	LOC110183367|XP_020807288.1|DSER	CG31717|NP_723543.1|DMEL
OG0006599	LOC110178586|XP_020801424.1|DSER	CG6310|NP_648429.2|DMEL
OG0006600	LOC110176740|XP_020798843.1|DSER	lqf|NP_729266.2|DMEL
OG0006601	LOC110187057|XP_020812105.1|DSER	ND-SGDH|NP_652042.1|DMEL
OG0006602	LOC110187065|XP_020812117.1|DSER	Atg12|NP_648551.3|DMEL
OG0006603	LOC110187455|XP_020812505.1|DSER	CG5645|NP_648550.1|DMEL
OG0006604	LOC110190731|XP_020817011.1|DSER	CG5895|NP_648828.3|DMEL
OG0006605	LOC110181852|XP_020805423.1|DSER	CG4660|NP_572293.1|DMEL
OG0006606	LOC110178784|XP_020801689.1|DSER	ndl|NP_523947.2|DMEL
OG0006607	LOC110178649|XP_020801500.1|DSER	tna|NP_001368945.1|DMEL
OG0006608	LOC110177189|XP_020799443.1|DSER	CG1161|NP_649528.2|DMEL
OG0006609	LOC110186377|XP_020811189.1|DSER	Atg13|NP_649796.1|DMEL
OG0006610	LOC110190472|XP_020816640.1|DSER	Taf4|NP_001137958.1|DMEL
OG0006611	LOC110188894|XP_020814472.1|DSER	CG13937|NP_728689.2|DMEL
OG0006612	LOC110188907|XP_020814487.1|DSER	Aprt|NP_476637.1|DMEL
OG0006613	LOC110188899|XP_020814479.1|DSER	Tmhs|NP_647674.1|DMEL
OG0006614	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER	dsb|NP_001097477.1|DMEL
OG0006615	LOC110188884|XP_020814461.1|DSER	CG5687|NP_647678.3|DMEL
OG0006616	LOC110190430|XP_020816570.1|DSER	dally|NP_523983.1|DMEL
OG0006617	LOC110185202|XP_020809587.1|DSER	Ndfip|NP_730291.1|DMEL
OG0006618	LOC110190567|XP_020816802.1|DSER	I-2|NP_001097564.1|DMEL
OG0006619	LOC110188880|XP_020814457.1|DSER	CG2034|NP_647704.1|DMEL
OG0006620	LOC110188813|XP_020814350.1|DSER	ecd|NP_647707.1|DMEL
OG0006621	LOC110187123|XP_020812196.1|DSER	CG14830|NP_648095.2|DMEL
OG0006622	LOC110183638|XP_020807616.1|DSER	Sf3b3|NP_728546.1|DMEL
OG0006623	LOC110183661|XP_020807647.1|DSER	emc|NP_523876.2|DMEL
OG0006624	LOC110189728|XP_020815578.1|DSER	Tdc2|NP_724489.1|DMEL
OG0006625	LOC110189732|XP_020815585.1|DSER	Rpp25|NP_724490.1|DMEL
OG0006626	LOC110189357|XP_020815058.1|DSER	CG7791|NP_610183.1|DMEL
OG0006627	LOC110191108|XP_020817515.1|DSER	Cul4|NP_610352.2|DMEL
OG0006628	LOC110176426|XP_020798436.1|DSER	Asap|NP_001014504.1|DMEL
OG0006629	LOC110179200|XP_020802276.1|DSER	CG9346|NP_611535.1|DMEL
OG0006630	LOC110179349|XP_020802519.1|DSER	CG13203|NP_610680.2|DMEL
OG0006631	LOC110189074|XP_020814703.1|DSER	Srp9|NP_648163.1|DMEL
OG0006632	LOC110181889|XP_020805482.1|DSER	ClC-b|NP_610798.1|DMEL
OG0006633	LOC110177607|XP_020800065.1|DSER	CG13920|NP_647639.1|DMEL
OG0006634	LOC110178160|XP_020800852.1|DSER	CG3862|NP_608550.1|DMEL
OG0006635	LOC110183202|XP_020807073.1|DSER	mRpL48|NP_608613.1|DMEL
OG0006636	LOC110181497|XP_020804924.1|DSER	ND-B18|NP_572993.1|DMEL
OG0006637	LOC110178754|XP_020801646.1|DSER	CG8270|NP_648047.2|DMEL
OG0006638	LOC110177079|XP_020799255.1|DSER	Cog6|NP_724783.1|DMEL
OG0006639	LOC110177082|XP_020799269.1|DSER	Pkn|NP_001097237.1|DMEL
OG0006640	LOC110182884|XP_020806687.1|DSER	CG2906|NP_001097225.1|DMEL
OG0006641	LOC110191142|XP_020817559.1|DSER	Mef2|NP_001260842.1|DMEL
OG0006642	LOC110191665|XP_020818226.1|DSER	nahoda|NP_523815.2|DMEL
OG0006643	LOC110191662|XP_020818219.1|DSER	HSPC300|NP_726400.1|DMEL
OG0006644	LOC110181228|XP_020804584.1|DSER	CG7600|NP_648453.1|DMEL
OG0006645	LOC110181365|XP_020804748.1|DSER	cyst|NP_001260588.1|DMEL
OG0006646	LOC110178233|XP_020800943.1|DSER	Zip48C|NP_610712.1|DMEL
OG0006647	LOC110178491|XP_020801297.1|DSER	CG15080|NP_611374.1|DMEL
OG0006648	LOC110177617|XP_020800081.1|DSER	CNMa|NP_647669.2|DMEL
OG0006649	LOC110180475|XP_020803821.1|DSER	CG34045|NP_001033961.2|DMEL
OG0006650	LOC110189781|XP_020815666.1|DSER	Epac|NP_001097202.2|DMEL
OG0006651	LOC110190418|XP_020816549.1|DSER	skd|NP_730591.2|DMEL
OG0006652	LOC110178599|XP_020801443.1|DSER	CG32075|NP_648428.1|DMEL
OG0006653	LOC110188821|XP_020814360.1|DSER	Spn|NP_001246578.1|DMEL
OG0006654	LOC110183628|XP_020807605.1|DSER	Rev1|NP_612047.1|DMEL
OG0006655	LOC110182751|XP_020806521.1|DSER	gry|NP_647785.3|DMEL
OG0006656	LOC110189978|XP_020815926.1|DSER	Src64B|NP_001286937.1|DMEL
OG0006657	LOC110182907|XP_020806725.1|DSER	galla-1|NP_611509.1|DMEL
OG0006658	LOC110178636|XP_020801482.1|DSER	dib|NP_524810.2|DMEL
OG0006659	LOC110178612|XP_020801455.1|DSER	CG1136|NP_647853.1|DMEL
OG0006660	LOC110184748|XP_020809037.1|DSER	l_3_mbn|NP_729143.2|DMEL
OG0006661	LOC110184718|XP_020808996.1|DSER	fmt|NP_001261470.1|DMEL
OG0006662	LOC110185858|XP_020810526.1|DSER	Vps29|NP_608575.1|DMEL
OG0006663	LOC110178770|XP_020801667.1|DSER	ple|NP_476898.1|DMEL
OG0006664	LOC110188315|XP_020813682.1|DSER	AP-2mu|NP_732744.1|DMEL
OG0006665	LOC110184493|XP_020808706.1|DSER	CG1233|NP_612034.1|DMEL
OG0006666	LOC110182864|XP_020806665.1|DSER	CG33786|NP_001027444.1|DMEL
OG0006667	LOC110189979|XP_020815927.1|DSER	CG3634|NP_649260.1|DMEL
OG0006668	LOC110182955|XP_020806805.1|DSER	Hey|NP_523657.1|DMEL
OG0006669	LOC110187212|XP_020812274.1|DSER	BBS1|NP_648080.1|DMEL
OG0006670	LOC110187168|XP_020812235.1|DSER	Acbp2|NP_729218.1|DMEL
OG0006671	LOC110187002|XP_020812024.1|DSER	melt|NP_523953.2|DMEL
OG0006672	LOC110190357|XP_020816421.1|DSER	rhea|NP_648238.1|DMEL
OG0006673	LOC110189053|XP_020814678.1|DSER	Prpk|NP_647948.1|DMEL
OG0006674	LOC110178593|XP_020801438.1|DSER	CG12038|NP_995949.1|DMEL
OG0006675	LOC110183705|XP_020807710.1|DSER	RfC4|NP_523915.1|DMEL
OG0006676	LOC110176181|XP_020798087.1|DSER	bc10|NP_647972.1|DMEL
OG0006677	LOC110190668|XP_020816927.1|DSER	Culd|NP_729364.1|DMEL
OG0006678	LOC110176714|XP_020798813.1|DSER	CG4186|NP_652281.1|DMEL
OG0006679	LOC110188818|XP_020814357.1|DSER	Snup|NP_001137877.1|DMEL
OG0006680	LOC110191358|XP_020817865.1|DSER	CG31036|NP_733329.1|DMEL
OG0006681	LOC110186993|XP_020812013.1|DSER	corn|NP_729220.2|DMEL
OG0006682	LOC110190519|XP_020816711.1|DSER	Bre1|NP_647989.2|DMEL
OG0006683	LOC110190624|XP_020816877.1|DSER	Tektin-C|NP_523940.2|DMEL
OG0006684	LOC110190621|XP_020816875.1|DSER	GAPcenA|NP_001097549.1|DMEL
OG0006685	LOC110189275|XP_020814953.1|DSER	Lsm11|NP_610522.1|DMEL
OG0006686	LOC110178759|XP_020801651.1|DSER	tow|NP_001261489.1|DMEL
OG0006687	LOC110181807|XP_020805353.1|DSER	Cyp308a1|NP_573320.1|DMEL
OG0006688	LOC110184740|XP_020809028.1|DSER	loj|NP_729140.2|DMEL
OG0006689	LOC110177622|XP_020800086.1|DSER	RabX5|NP_647644.2|DMEL
OG0006690	LOC110190869|XP_020817179.1|DSER	CG18622|NP_650579.1|DMEL
OG0006691	LOC110187756|XP_020812880.1|DSER	CG32099|NP_729788.1|DMEL
OG0006692	LOC110177605|XP_020800062.1|DSER	Vta1|NP_647640.1|DMEL
OG0006693	LOC110185284|XP_020809690.1|DSER	Jafrac2|NP_525002.1|DMEL
OG0006694	LOC110180135|XP_020803437.1|DSER	Vinc|NP_476820.1|DMEL
OG0006695	LOC110190788|XP_020817085.1|DSER	CG32354|NP_729380.1|DMEL
OG0006696	LOC110185790|XP_020810453.1|DSER	tctn|NP_608998.2|DMEL
OG0006697	LOC110190687|XP_020816956.1|DSER	CG3529|NP_648315.1|DMEL
OG0006698	LOC110177544|XP_020799972.1|DSER	Syx8|NP_524113.1|DMEL
OG0006699	LOC110182792|XP_020806584.1|DSER	Cht7|NP_647768.3|DMEL
OG0006700	LOC110190823|XP_020817138.1|DSER	CG32040|NP_729470.1|DMEL
OG0006701	LOC110189365|XP_020815071.1|DSER	Elp2|NP_610600.1|DMEL
OG0006702	LOC110178741|XP_020801628.1|DSER	miple1|NP_612022.1|DMEL
OG0006703	LOC110189951|XP_020815898.1|DSER	TSG101|NP_524120.1|DMEL
OG0006704	LOC110189952|XP_020815900.1|DSER	kud|NP_648925.1|DMEL
OG0006705	LOC110188967|XP_020814570.1|DSER	CG13743|NP_610444.2|DMEL
OG0006706	LOC110189625|XP_020815425.1|DSER	Reg-5|NP_477173.1|DMEL
OG0006707	LOC110176926|XP_020799082.1|DSER	Alg3|NP_523829.2|DMEL
OG0006708	LOC110180106|XP_020803398.1|DSER	Pstk|NP_608329.1|DMEL
OG0006709	LOC110178114|XP_020800787.1|DSER	CG1824|NP_572810.1|DMEL
OG0006710	LOC110178786|XP_020801691.1|DSER	MCU|NP_001246647.1|DMEL
OG0006711	LOC110178803|XP_020801715.1|DSER	jv|NP_001246649.1|DMEL
OG0006712	LOC110188798|XP_020814322.1|DSER	msn|NP_524679.3|DMEL
OG0006713	LOC110178670|XP_020801525.1|DSER	galla-2|NP_648416.1|DMEL
OG0006714	LOC110178631|XP_020801476.1|DSER	OXA1L|NP_648417.1|DMEL
OG0006715	LOC110178736|XP_020801620.1|DSER	Rexo5|NP_648050.1|DMEL
OG0006716	LOC110183975|XP_020807989.1|DSER	Sf3b2|NP_608739.1|DMEL
OG0006717	LOC110190806|XP_020817112.1|DSER	CG10646|NP_648581.1|DMEL
OG0006718	LOC110190811|XP_020817120.1|DSER	vih|NP_648582.1|DMEL
OG0006719	LOC110190195|XP_020816206.1|DSER	Cpr73D|NP_001097627.1|DMEL
OG0006720	LOC110178970|XP_020801938.1|DSER	CG13699|NP_649033.1|DMEL
OG0006721	LOC110190602|XP_020816854.1|DSER	CG10616|NP_001246734.1|DMEL
OG0006722	LOC110190707|XP_020816986.1|DSER	CG4998|NP_001036609.1|DMEL
OG0006723	LOC110185620|XP_020810228.1|DSER	snRNP-U1-70K|NP_477205.1|DMEL
OG0006724	LOC110189678|XP_020815499.1|DSER	RabX4|NP_733043.1|DMEL
OG0006725	LOC110189005|XP_020814621.1|DSER	CG34150|NP_001036756.2|DMEL
OG0006726	LOC110176442|XP_020798449.1|DSER	ATPsynE|NP_650356.1|DMEL
OG0006727	LOC110188980|XP_020814591.1|DSER	lili|NP_651290.1|DMEL
OG0006728	LOC110186893|XP_020811851.1|DSER	Ada|NP_649866.1|DMEL
OG0006729	LOC110189218|XP_020814849.1|DSER	CG7220|NP_001097261.1|DMEL
OG0006730	LOC110189539|XP_020815329.1|DSER	CG12338|NP_610603.2|DMEL
OG0006731	LOC110185770|XP_020810432.1|DSER	SA|NP_477268.2|DMEL
OG0006732	LOC110189058|XP_020814686.1|DSER	CG13675|NP_001261563.1|DMEL
OG0006733	LOC110191163|XP_020817581.1|DSER	croc|NP_524202.1|DMEL
OG0006734	LOC110188750|XP_020814253.1|DSER	Galphai|NP_477502.1|DMEL
OG0006735	LOC110183629|XP_020807606.1|DSER	MED24|NP_648185.1|DMEL
OG0006736	LOC110189055|XP_020814681.1|DSER	CG10674|NP_647950.1|DMEL
OG0006737	LOC110185230|XP_020809623.1|DSER	Vps60|NP_648997.1|DMEL
OG0006738	LOC110189787|XP_020815678.1|DSER	Uba3|NP_610913.1|DMEL
OG0006739	LOC110176226|XP_020798171.1|DSER	CG10576|NP_647984.1|DMEL
OG0006740	LOC110189088|XP_020814720.1|DSER	Arp3|NP_523968.1|DMEL
OG0006741	LOC110189087|XP_020814718.1|DSER	Nulp1|NP_648174.3|DMEL
OG0006742	LOC110191950|XP_020818630.1|DSER	CG4576|NP_650495.1|DMEL
OG0006743	LOC110187562|XP_020812609.1|DSER	Pi3K21B|NP_477270.2|DMEL
OG0006744	LOC110190566|XP_020816798.1|DSER	iPLA2-VIA|NP_729565.2|DMEL
OG0006745	LOC110191116|XP_020817520.1|DSER	pad|NP_650534.2|DMEL
OG0006746	LOC110189918|XP_020815850.1|DSER	foi|NP_001261584.1|DMEL
OG0006747	LOC110185159|XP_020809523.1|DSER	RecQ4|NP_652607.1|DMEL
OG0006748	LOC110179579|XP_020802829.1|DSER	Rbf|NP_525036.2|DMEL
OG0006749	LOC110177568|XP_020799999.1|DSER	CG13921|NP_001356973.1|DMEL
OG0006750	LOC110179680|XP_020802950.1|DSER	Tango4|NP_572778.1|DMEL
OG0006752	LOC110183662|XP_020807648.1|DSER	CG14985|NP_647846.2|DMEL
OG0006753	LOC110183711|XP_020807718.1|DSER	FoxL1|NP_523912.1|DMEL
OG0006754	LOC110178812|XP_020801730.1|DSER	mri|NP_612008.1|DMEL
OG0006755	LOC110183657|XP_020807644.1|DSER	CG3402|NP_612045.1|DMEL
OG0006756	LOC110184719|XP_020808997.1|DSER	ssp6|NP_648023.2|DMEL
OG0006757	LOC110184735|XP_020809021.1|DSER	CG6610|NP_648022.1|DMEL
OG0006758	LOC110188851|XP_020814416.1|DSER	CG14949|NP_647734.1|DMEL
OG0006759	LOC110188801|XP_020814333.1|DSER	MEP-1|NP_001137875.1|DMEL
OG0006760	LOC110189935|XP_020815879.1|DSER	ko|NP_524193.2|DMEL
OG0006761	LOC110186496|XP_020811353.1|DSER	Rpn5|NP_649588.1|DMEL
OG0006762	LOC110191970|XP_020818644.1|DSER	CG32521|NP_728397.1|DMEL
OG0006763	LOC110189351|XP_020815052.1|DSER	CG17669|NP_611336.1|DMEL
OG0006764	LOC110179266|XP_020802380.1|DSER	pea|NP_610928.1|DMEL
OG0006765	LOC110189370|XP_020815077.1|DSER	Prp19|NP_523783.1|DMEL
OG0006766	LOC110178730|XP_020801611.1|DSER	CG7879|NP_647626.1|DMEL
OG0006767	LOC110190268|XP_020816298.1|DSER	CG12975|NP_649293.1|DMEL
OG0006768	LOC110190267|XP_020816291.1|DSER	CG10508|NP_001246859.1|DMEL
OG0006769	LOC110189984|XP_020815932.1|DSER	Ilk|NP_525001.2|DMEL
OG0006770	LOC110190758|XP_020817046.1|DSER	CG13287|NP_001261454.1|DMEL
OG0006771	LOC110180103|XP_020803389.1|DSER	COX6B|NP_728294.1|DMEL
OG0006772	LOC110177735|XP_020800253.1|DSER	cn|NP_523651.4|DMEL
OG0006773	LOC110182805|XP_020806598.1|DSER	ND-30|NP_647775.1|DMEL
OG0006774	LOC110190250|XP_020816273.1|DSER	wnd|NP_649137.3|DMEL
OG0006775	LOC110190371|XP_020816442.1|DSER	scaf6|NP_001014589.1|DMEL
OG0006776	LOC110183640|XP_020807618.1|DSER	CG11594|NP_728918.1|DMEL
OG0006777	LOC110190000|XP_020815959.1|DSER	Pop5|NP_648955.1|DMEL
OG0006778	LOC110188833|XP_020814383.1|DSER	yellow-g|NP_523888.1|DMEL
OG0006779	LOC110178818|XP_020801742.1|DSER	CG12084|NP_612112.1|DMEL
OG0006780	LOC110176750|XP_020798857.1|DSER	ltl|NP_729265.1|DMEL
OG0006781	LOC110176195|XP_020798105.1|DSER	lama|NP_729060.2|DMEL
OG0006782	LOC110177634|XP_020800107.1|DSER	metl|NP_647636.3|DMEL
OG0006783	LOC110178313|XP_020801066.1|DSER	Zasp52|NP_001027420.2|DMEL
OG0006784	LOC110189988|XP_020815943.1|DSER	Cip4|NP_001097501.1|DMEL
OG0006785	LOC110182528|XP_020806240.1|DSER	ari-2|NP_477374.1|DMEL
OG0006786	LOC110189663|XP_020815467.1|DSER	CG5493|NP_611348.1|DMEL
OG0006787	LOC110178900|XP_020801835.1|DSER	Sugb|NP_648493.3|DMEL
OG0006788	LOC110178902|XP_020801838.1|DSER	Pldn|NP_648494.2|DMEL
OG0006789	LOC110181539|XP_020804980.1|DSER	CG4789|NP_573166.1|DMEL
OG0006790	LOC110182361|XP_020806062.1|DSER	HINT1|NP_608711.3|DMEL
OG0006791	LOC110181256|XP_020804620.1|DSER	Tsen54|NP_648559.1|DMEL
OG0006792	LOC110190535|XP_020816741.1|DSER	CG16717|NP_648343.1|DMEL
OG0006793	LOC110190524|XP_020816720.1|DSER	CG6761|NP_648346.1|DMEL
OG0006794	LOC110189346|XP_020815047.1|DSER	CG3420|NP_610234.3|DMEL
OG0006795	LOC110178611|XP_020801454.1|DSER	CG11593|NP_647851.3|DMEL
OG0006796	LOC110190252|XP_020816275.1|DSER	Rpn10|NP_524204.1|DMEL
OG0006797	LOC110183395|XP_020807324.1|DSER	CG4953|NP_609365.3|DMEL
OG0006798	LOC110190075|XP_020816040.1|DSER	CG13310|NP_648257.1|DMEL
OG0006799	LOC110190764|XP_020817053.1|DSER	Jarid2|NP_648324.1|DMEL
OG0006800	LOC110188943|XP_020814545.1|DSER	ssp2|NP_648672.1|DMEL
OG0006801	LOC110184218|XP_020808328.1|DSER	amx|NP_524644.1|DMEL
OG0006802	LOC110176375|XP_020798366.1|DSER	CG8195|NP_611049.1|DMEL
OG0006803	LOC110191679|XP_020818247.1|DSER	BBS4|NP_610636.1|DMEL
OG0006804	LOC110190545|XP_020816753.1|DSER	Naa60|NP_996032.1|DMEL
OG0006805	LOC110182111|XP_020805779.1|DSER	Nup188|NP_001246283.1|DMEL
OG0006806	LOC110188276|XP_020813626.1|DSER	roq|NP_648886.1|DMEL
OG0006807	LOC110190151|XP_020816143.1|DSER	Shal|NP_001097646.1|DMEL
OG0006808	LOC110177040|XP_020799215.1|DSER	Non1|NP_610484.1|DMEL
OG0006809	LOC110177559|XP_020799991.1|DSER	Ids|NP_647814.1|DMEL
OG0006810	LOC110190529|XP_020816734.1|DSER	ClC-c|NP_730105.3|DMEL
OG0006811	LOC110176495|XP_020798527.1|DSER	Pdf|NP_524517.1|DMEL
OG0006812	LOC110191083|XP_020817481.1|DSER	Cpsf6|NP_648206.1|DMEL
OG0006813	LOC110187835|XP_020812973.1|DSER	koko|NP_732338.1|DMEL
OG0006814	LOC110187748|XP_020812868.1|DSER	eIF3l|NP_648553.1|DMEL
OG0006815	LOC110177602|XP_020800057.1|DSER	sty|NP_523902.2|DMEL
OG0006816	LOC110177569|XP_020800004.1|DSER	eIF5B|NP_651974.1|DMEL
OG0006817	LOC110188867|XP_020814439.1|DSER	Oseg2|NP_647700.2|DMEL
OG0006818	LOC110178621|XP_020801464.1|DSER	CG12502|NP_612067.2|DMEL
OG0006819	LOC110190409|XP_020816534.1|DSER	Rcd7|NP_649125.1|DMEL
OG0006820	LOC110190207|XP_020816221.1|DSER	CG9231|NP_649128.1|DMEL
OG0006821	LOC110183144|XP_020806994.1|DSER	Nup160|NP_609493.1|DMEL
OG0006822	LOC110182889|XP_020806692.1|DSER	qsm|NP_652049.1|DMEL
OG0006823	LOC110183560|XP_020807520.1|DSER	eIF3e|NP_477385.1|DMEL
OG0006824	LOC110176170|XP_020798067.1|DSER	Pfdn4|NP_647961.1|DMEL
OG0006825	LOC110191225|XP_020817650.1|DSER	CG17672|NP_001036603.1|DMEL
OG0006826	LOC110183573|XP_020807542.1|DSER	Galphaf|NP_524118.1|DMEL
OG0006827	LOC110191742|XP_020818333.1|DSER	CG10055|NP_649703.1|DMEL
OG0006828	LOC110183320|XP_020807226.1|DSER	Ror|NP_476962.1|DMEL
OG0006829	LOC110190482|XP_020816653.1|DSER	QC|NP_729109.1|DMEL
OG0006830	LOC110177584|XP_020800027.1|DSER	CG13933|NP_647658.1|DMEL
OG0006831	LOC110190787|XP_020817084.1|DSER	Exo70|NP_648222.3|DMEL
OG0006832	LOC110190077|XP_020816042.1|DSER	Pex7|NP_001137914.1|DMEL
OG0006833	LOC110190772|XP_020817062.1|DSER	rgn|NP_001246866.1|DMEL
OG0006834	LOC110191152|XP_020817568.1|DSER	Fadd|NP_651006.1|DMEL
OG0006835	LOC110189084|XP_020814714.1|DSER	Cds|NP_524661.1|DMEL
OG0006836	LOC110185340|XP_020809778.1|DSER	spz5|NP_647753.1|DMEL
OG0006837	LOC110183585|XP_020807557.1|DSER	Ctl1|NP_647884.1|DMEL
OG0006838	LOC110190635|XP_020816890.1|DSER	CG6707|NP_648372.1|DMEL
OG0006839	LOC110183554|XP_020807514.1|DSER	CG1309|NP_647880.1|DMEL
OG0006840	LOC110180586|XP_020803937.1|DSER	CG31638|NP_723186.2|DMEL
OG0006841	LOC110190098|XP_020816064.1|DSER	CG15020|NP_647901.1|DMEL
OG0006842	LOC110177619|XP_020800084.1|DSER	dar1|NP_001097493.1|DMEL
OG0006843	LOC110179522|XP_020802758.1|DSER	mRpL16|NP_525041.1|DMEL
OG0006844	LOC110186916|XP_020811897.1|DSER	CG12818|NP_649996.1|DMEL
OG0006845	LOC110189905|XP_020815829.1|DSER	CG6664|NP_648944.1|DMEL
OG0006846	LOC110178772|XP_020801674.1|DSER	Rsph3|NP_648059.1|DMEL
OG0006847	LOC110178769|XP_020801666.1|DSER	vvl|NP_001303384.1|DMEL
OG0006848	LOC110189640|XP_020815445.1|DSER	BBS9|NP_001137727.2|DMEL
OG0006849	LOC110190339|XP_020816396.1|DSER	CG5989|NP_648242.1|DMEL
OG0006850	LOC110190338|XP_020816395.1|DSER	CG6282|NP_001261595.1|DMEL
OG0006851	LOC110190206|XP_020816219.1|DSER	GAPsec|NP_648245.2|DMEL
OG0006852	LOC110189778|XP_020815661.1|DSER	Cyp49a1|NP_610588.2|DMEL
OG0006853	LOC110183618|XP_020807595.1|DSER	CG7201|NP_648200.1|DMEL
OG0006854	LOC110188945|XP_020814544.1|DSER	CG1441|NP_610535.1|DMEL
OG0006855	LOC110190481|XP_020816652.1|DSER	Tsf2|NP_524044.1|DMEL
OG0006856	LOC110189707|XP_020815540.1|DSER	Ttd14|NP_001097366.1|DMEL
OG0006857	LOC110189373|XP_020815080.1|DSER	CG43366|NP_610188.2|DMEL
OG0006858	LOC110189062|XP_020814690.1|DSER	syd|NP_524652.1|DMEL
OG0006859	LOC110191569|XP_020818111.1|DSER	Nop17l|NP_610324.2|DMEL
OG0006860	LOC110189445|XP_020815176.1|DSER	Rab3|NP_001356961.1|DMEL
OG0006861	LOC110177620|XP_020800088.1|DSER	CG42663|NP_001188915.1|DMEL
OG0006862	LOC110190643|XP_020816900.1|DSER	Galk|NP_648276.1|DMEL
OG0006863	LOC110175931|XP_020797769.1|DSER	por|NP_476890.1|DMEL
OG0006864	LOC110189494|XP_020815243.1|DSER	Balat|NP_610823.1|DMEL
OG0006865	LOC110187853|XP_020812997.1|DSER	Dscam3|NP_996226.2|DMEL
OG0006866	LOC110176078|XP_020797968.1|DSER	CG3732|NP_611692.1|DMEL
OG0006867	LOC110177930|XP_020800568.1|DSER	CG6362|NP_611268.1|DMEL
OG0006868	LOC110177929|XP_020800567.1|DSER	fab1|NP_611269.1|DMEL
OG0006869	LOC110189513|XP_020815281.1|DSER	GLaz|NP_523727.2|DMEL
OG0006870	LOC110189341|XP_020815043.1|DSER	stan|NP_001260871.1|DMEL
OG0006871	LOC110180712|XP_020804055.1|DSER	Socs44A|NP_523659.1|DMEL
OG0006872	LOC110191914|XP_020818563.1|DSER	mRpL52|NP_610313.1|DMEL
OG0006873	LOC110179369|XP_020802545.1|DSER	Rgk3|NP_001286670.1|DMEL
OG0006874	LOC110191706|XP_020818281.1|DSER	CG40006|NP_001036401.1|DMEL
OG0006875	LOC110187517|XP_020812571.1|DSER	CG10376|NP_609899.1|DMEL
OG0006876	LOC110191543|XP_020818074.1|DSER	enok|NP_523838.1|DMEL
OG0006877	LOC110178163|XP_020800856.1|DSER	Clp|NP_477156.1|DMEL
OG0006878	LOC110185577|XP_020810166.1|DSER	lid|NP_523486.1|DMEL
OG0006879	LOC110178580|XP_020801420.1|DSER	CG5522|NP_725613.1|DMEL
OG0006880	LOC110181183|XP_020804520.1|DSER	Cyp303a1|NP_652070.1|DMEL
OG0006881	LOC110185710|XP_020810345.1|DSER	elB|NP_523566.4|DMEL
OG0006882	LOC110189217|XP_020814848.1|DSER	Mat1|NP_610605.1|DMEL
OG0006883	LOC110185070|XP_020809409.1|DSER	CG3651|NP_610133.3|DMEL
OG0006884	LOC110185559|XP_020810137.1|DSER	Bem46|NP_477372.1|DMEL
OG0006885	LOC110183287|XP_020807176.1|DSER	Trim9|NP_001188786.1|DMEL
OG0006886	LOC110190938|XP_020817264.1|DSER	Rad60|NP_651134.1|DMEL
OG0006887	LOC110187119|XP_020812188.1|DSER	Rbcn-3B|NP_569960.2|DMEL
OG0006888	LOC110183362|XP_020807283.1|DSER	Ip259|NP_477379.1|DMEL
OG0006889	LOC110185072|XP_020809411.1|DSER	CycK|NP_788082.1|DMEL
OG0006890	LOC110179157|XP_020802203.1|DSER	CG3008|NP_608871.1|DMEL
OG0006892	LOC110176892|XP_020799036.1|DSER	ninaA|NP_476656.1|DMEL
OG0006893	LOC110178137|XP_020800823.1|DSER	mRpL10|NP_523440.1|DMEL
OG0006894	LOC110178136|XP_020800822.1|DSER	CG11617|NP_608502.1|DMEL
OG0006895	LOC110182073|XP_020805716.1|DSER	raptor|NP_572294.2|DMEL
OG0006896	LOC110186044|XP_020810742.1|DSER	Tektin-A|NP_523577.1|DMEL
OG0006897	LOC110177093|XP_020799280.1|DSER	CG33298|NP_995666.1|DMEL
OG0006898	LOC110187504|XP_020812556.1|DSER	CG10338|NP_609897.2|DMEL
OG0006899	LOC110182253|XP_020805931.1|DSER	CG15385|NP_608654.1|DMEL
OG0006900	LOC110187144|XP_020812217.1|DSER	RPA3|NP_572737.1|DMEL
OG0006901	LOC110187588|XP_020812633.1|DSER	Stip1|NP_477354.1|DMEL
OG0006902	LOC110179752|XP_020803027.1|DSER	CG3603|NP_570046.1|DMEL
OG0006903	LOC110186318|XP_020811113.1|DSER	CG7568|NP_001263071.1|DMEL
OG0006904	LOC110185947|XP_020810622.1|DSER	CAH1|NP_523561.1|DMEL
OG0006905	LOC110184827|XP_020809131.1|DSER	BicD|NP_001260531.1|DMEL
OG0006906	LOC110176854|XP_020798984.1|DSER	tup|NP_476775.1|DMEL
OG0006907	LOC110187451|XP_020812499.1|DSER	Nhe2|NP_001137851.1|DMEL
OG0006908	LOC110185833|XP_020810499.1|DSER	CIAPIN1|NP_524938.1|DMEL
OG0006909	LOC110183311|XP_020807215.1|DSER	CG5037|NP_609382.1|DMEL
OG0006910	LOC110183850|XP_020807859.1|DSER	emb|NP_723391.2|DMEL
OG0006911	LOC110184201|XP_020808305.1|DSER	Nep3|NP_523417.2|DMEL
OG0006912	LOC110185867|XP_020810536.1|DSER	CG10132|NP_609979.2|DMEL
OG0006913	LOC110182692|XP_020806444.1|DSER	CG5149|NP_609110.1|DMEL
