Orthogroup	DSER.longest_only	DGUA.longest_only
OG0004841	LOC110185777|XP_020810438.1|DSER	LOC117591540|XP_034140725.1|DGUA
OG0004842	LOC110186540|XP_020811403.1|DSER	LOC117585567|XP_034130992.1|DGUA
OG0004843	LOC110187834|XP_020812972.1|DSER	LOC117589948|XP_034138131.1|DGUA
OG0004844	LOC110182617|XP_020806341.1|DSER	LOC117584027|XP_034128655.1|DGUA
OG0004845	LOC110188379|XP_020813754.1|DSER	LOC117586541|XP_034132590.1|DGUA
OG0004846	LOC110176969|XP_020799135.1|DSER	LOC117581861|XP_034125214.1|DGUA
OG0004847	LOC110176968|XP_020799134.1|DSER	LOC117581852|XP_034125200.1|DGUA
OG0004848	LOC110191016|XP_020817392.1|DSER	LOC117585818|XP_034131437.1|DGUA
OG0004849	LOC110184983|XP_020809295.1|DSER	LOC117584565|XP_034129420.1|DGUA
OG0004850	LOC110177183|XP_020799434.1|DSER	LOC117585966|XP_034131665.1|DGUA
OG0004851	LOC110177153|XP_020799394.1|DSER	LOC117586440|XP_034132369.1|DGUA
OG0004852	LOC110191797|XP_020818406.1|DSER	LOC117586380|XP_034132300.1|DGUA
OG0004853	LOC110179338|XP_020802501.1|DSER	LOC117578534|XP_034119992.1|DGUA
OG0004854	LOC110187503|XP_020812559.1|DSER	LOC117579168|XP_034120821.1|DGUA
OG0004855	LOC110181264|XP_020804630.1|DSER	LOC117580153|XP_034122358.1|DGUA
OG0004856	LOC110189121|XP_020814755.1|DSER	LOC117589450|XP_034137285.1|DGUA
OG0004857	LOC110188890|XP_020814468.1|DSER	LOC117587161|XP_034133558.1|DGUA
OG0004858	LOC110189090|XP_020814722.1|DSER	LOC117589267|XP_034136938.1|DGUA
OG0004859	LOC110189063|XP_020814691.1|DSER	LOC117589272|XP_034136954.1|DGUA
OG0004860	LOC110188854|XP_020814420.1|DSER	LOC117589127|XP_034136703.1|DGUA
OG0004861	LOC110190440|XP_020816585.1|DSER	LOC117589350|XP_034137116.1|DGUA
OG0004862	LOC110190563|XP_020816796.1|DSER	LOC117589349|XP_034137103.1|DGUA
OG0004863	LOC110176141|XP_020798037.1|DSER	LOC117587366|XP_034133901.1|DGUA
OG0004864	LOC110183562|XP_020807522.1|DSER	LOC117589295|XP_034136978.1|DGUA
OG0004865	LOC110177324|XP_020799656.1|DSER	LOC117583287|XP_034127414.1|DGUA
OG0004866	LOC110187494|XP_020812548.1|DSER	LOC117579317|XP_034121021.1|DGUA
OG0004867	LOC110178393|XP_020801189.1|DSER	LOC117592106|XP_034141517.1|DGUA
OG0004868	LOC110189540|XP_020815330.1|DSER	LOC117588520|XP_034135762.1|DGUA
OG0004869	LOC110189729|XP_020815580.1|DSER	LOC117592608|XP_034142383.1|DGUA
OG0004870	LOC110189269|XP_020814943.1|DSER	LOC117590322|XP_034138709.1|DGUA
OG0004871	LOC110179352|XP_020802526.1|DSER	LOC117592418|XP_034142050.1|DGUA
OG0004872	LOC110184041|XP_020808075.1|DSER	LOC117589045|XP_034136567.1|DGUA
OG0004873	LOC110177042|XP_020799218.1|DSER	LOC117581931|XP_034125302.1|DGUA
OG0004874	LOC110176547|XP_020798597.1|DSER	LOC117591208|XP_034140240.1|DGUA
OG0004875	LOC110179460|XP_020802678.1|DSER	LOC117588403|XP_034135550.1|DGUA
OG0004876	LOC110179578|XP_020802828.1|DSER	LOC117590803|XP_034139660.1|DGUA
OG0004877	LOC110179016|XP_020802017.1|DSER	LOC117579661|XP_034121535.1|DGUA
OG0004878	LOC110191892|XP_020818540.1|DSER	LOC117590632|XP_034139345.1|DGUA
OG0004879	LOC110191611|XP_020818157.1|DSER	LOC117591224|XP_034140292.1|DGUA
OG0004880	LOC110190184|XP_020816191.1|DSER	LOC117580379|XP_034122805.1|DGUA
OG0004881	LOC110178783|XP_020801688.1|DSER	LOC117587331|XP_034133853.1|DGUA
OG0004882	LOC110186790|XP_020811730.1|DSER	LOC117579520|XP_034121318.1|DGUA
OG0004883	LOC110185317|XP_020809741.1|DSER	LOC117579048|XP_034120635.1|DGUA
OG0004884	LOC110176883|XP_020799020.1|DSER	LOC117587985|XP_034134886.1|DGUA
OG0004885	LOC110177645|XP_020800121.1|DSER	LOC117578723|XP_034120271.1|DGUA
OG0004886	LOC110178516|XP_020801326.1|DSER	LOC117587119|XP_034133511.1|DGUA
OG0004887	LOC110191592|XP_020818135.1|DSER	LOC117592395|XP_034142003.1|DGUA
OG0004888	LOC110184106|XP_020808155.1|DSER	LOC117578765|XP_034120361.1|DGUA
OG0004889	LOC110180690|XP_020804066.1|DSER	LOC117592405|XP_034142032.1|DGUA
OG0004890	LOC110182540|XP_020806274.1|DSER	LOC117588131|XP_034135107.1|DGUA
OG0004891	LOC110181537|XP_020804977.1|DSER	LOC117591041|XP_034140027.1|DGUA
OG0004892	LOC110189536|XP_020815325.1|DSER	LOC117591898|XP_034141175.1|DGUA
OG0004893	LOC110180818|XP_020804158.1|DSER	LOC117589406|XP_034137228.1|DGUA
OG0004894	LOC110189383|XP_020815090.1|DSER	LOC117578708|XP_034120249.1|DGUA
OG0004895	LOC110181104|XP_020804434.1|DSER	LOC117591942|XP_034141245.1|DGUA
OG0004896	LOC110178457|XP_020801251.1|DSER	LOC117581141|XP_034123967.1|DGUA
OG0004897	LOC110178497|XP_020801303.1|DSER	LOC117585900|XP_034131551.1|DGUA
OG0004898	LOC110178008|XP_020800680.1|DSER	LOC117592432|XP_034142076.1|DGUA
OG0004899	LOC110191466|XP_020817978.1|DSER	LOC117583041|XP_034127097.1|DGUA
OG0004900	LOC110178002|XP_020800661.1|DSER	LOC117586150|XP_034131943.1|DGUA
OG0004901	LOC110177987|XP_020800642.1|DSER	LOC117592426|XP_034142066.1|DGUA
OG0004902	LOC110177579|XP_020800017.1|DSER	LOC117587121|XP_034133508.1|DGUA
OG0004903	LOC110184403|XP_020808627.1|DSER	LOC117578659|XP_034120170.1|DGUA
OG0004904	LOC110191308|XP_020817780.1|DSER	LOC117585593|XP_034131029.1|DGUA
OG0004905	LOC110191580|XP_020818122.1|DSER	LOC117581315|XP_034124285.1|DGUA
OG0004906	LOC110190799|XP_020817101.1|DSER	LOC117579247|XP_034120925.1|DGUA
OG0004907	LOC110187105|XP_020812174.1|DSER	LOC117579732|XP_034121621.1|DGUA
OG0004908	LOC110189997|XP_020815954.1|DSER	LOC117580045|XP_034122173.1|DGUA
OG0004909	LOC110189838|XP_020815697.1|DSER	LOC117580216|XP_034122501.1|DGUA
OG0004910	LOC110189961|XP_020815908.1|DSER	LOC117580213|XP_034122497.1|DGUA
OG0004911	LOC110186773|XP_020811705.1|DSER	LOC117589147|XP_034136733.1|DGUA
OG0004912	LOC110190804|XP_020817111.1|DSER	LOC117579249|XP_034120926.1|DGUA
OG0004913	LOC110182911|XP_020806731.1|DSER	LOC117592265|XP_034141819.1|DGUA
OG0004914	LOC110182905|XP_020806722.1|DSER	LOC117585449|XP_034130831.1|DGUA
OG0004915	LOC110178700|XP_020801563.1|DSER	LOC117585244|XP_034130549.1|DGUA
OG0004916	LOC110188351|XP_020813758.1|DSER	LOC117578529|XP_034119982.1|DGUA
OG0004917	LOC110190793|XP_020817092.1|DSER	LOC117579589|XP_034121410.1|DGUA
OG0004918	LOC110190791|XP_020817088.1|DSER	LOC117579586|XP_034121406.1|DGUA
OG0004919	LOC110186253|XP_020810993.1|DSER	LOC117583732|XP_034128140.1|DGUA
OG0004920	LOC110189933|XP_020815876.1|DSER	LOC117579610|XP_034121436.1|DGUA
OG0004921	LOC110190347|XP_020816406.1|DSER	LOC117580113|XP_034122283.1|DGUA
OG0004923	LOC110183580|XP_020807550.1|DSER	LOC117579160|XP_034120809.1|DGUA
OG0004924	LOC110184789|XP_020809087.1|DSER	LOC117587349|XP_034133879.1|DGUA
OG0004925	LOC110178615|XP_020801459.1|DSER	LOC117589245|XP_034136907.1|DGUA
OG0004926	LOC110178777|XP_020801678.1|DSER	LOC117589037|XP_034136555.1|DGUA
OG0004927	LOC110190462|XP_020816622.1|DSER	LOC117586882|XP_034133088.1|DGUA
OG0004928	LOC110184115|XP_020808170.1|DSER	LOC117592262|XP_034141799.1|DGUA
OG0004929	LOC110184494|XP_020808707.1|DSER	LOC117587229|XP_034133683.1|DGUA
OG0004930	LOC110178232|XP_020800941.1|DSER	LOC117578824|XP_034120472.1|DGUA
OG0004931	LOC110182865|XP_020806667.1|DSER	LOC117592292|XP_034141853.1|DGUA
OG0004932	LOC110178806|XP_020801720.1|DSER	LOC117588987|XP_034136475.1|DGUA
OG0004933	LOC110187091|XP_020812192.1|DSER	LOC117592431|XP_034142074.1|DGUA
OG0004934	LOC110191521|XP_020818048.1|DSER	LOC117581939|XP_034125315.1|DGUA
OG0004935	LOC110189712|XP_020815560.1|DSER	LOC117587487|XP_034134126.1|DGUA
OG0004936	LOC110190084|XP_020816048.1|DSER	LOC117579407|XP_034121176.1|DGUA
OG0004937	LOC110184711|XP_020808990.1|DSER	LOC117587108|XP_034133493.1|DGUA
OG0004938	LOC110189115|XP_020814748.1|DSER	LOC117586860|XP_034133046.1|DGUA
OG0004939	LOC110190178|XP_020816185.1|DSER	LOC117579636|XP_034121502.1|DGUA
OG0004940	LOC110190152|XP_020816148.1|DSER	LOC117579629|XP_034121486.1|DGUA
OG0004941	LOC110190521|XP_020816714.1|DSER	LOC117588875|XP_034136272.1|DGUA
OG0004942	LOC110176204|XP_020798124.1|DSER	LOC117580159|XP_034122369.1|DGUA
OG0004943	LOC110190469|XP_020816637.1|DSER	LOC117586816|XP_034132984.1|DGUA
OG0004944	LOC110188817|XP_020814356.1|DSER	LOC117589117|XP_034136686.1|DGUA
OG0004945	LOC110189775|XP_020815658.1|DSER	LOC117578489|XP_034119913.1|DGUA
OG0004946	LOC110190203|XP_020816212.1|DSER	LOC117589016|XP_034136531.1|DGUA
OG0004947	LOC110177611|XP_020800069.1|DSER	LOC117579462|XP_034121241.1|DGUA
OG0004948	LOC110177633|XP_020800106.1|DSER	LOC117579231|XP_034120903.1|DGUA
OG0004949	LOC110177566|XP_020799997.1|DSER	LOC117579230|XP_034120902.1|DGUA
OG0004950	LOC110178790|XP_020801702.1|DSER	LOC117588844|XP_034136229.1|DGUA
OG0004951	LOC110188669|XP_020814125.1|DSER	LOC117583688|XP_034128055.1|DGUA
OG0004952	LOC110187300|XP_020812350.1|DSER	LOC117580146|XP_034122346.1|DGUA
OG0004953	LOC110190588|XP_020816840.1|DSER	LOC117588947|XP_034136417.1|DGUA
OG0004954	LOC110190547|XP_020816756.1|DSER	LOC117588925|XP_034136392.1|DGUA
OG0004955	LOC110178750|XP_020801641.1|DSER	LOC117587514|XP_034134203.1|DGUA
OG0004956	LOC110178010|XP_020800682.1|DSER	LOC117586228|XP_034132058.1|DGUA
OG0004957	LOC110182785|XP_020806570.1|DSER	LOC117579487|XP_034121277.1|DGUA
OG0004958	LOC110187255|XP_020812307.1|DSER	LOC117580327|XP_034122716.1|DGUA
OG0004959	LOC110187179|XP_020812240.1|DSER	LOC117580330|XP_034122719.1|DGUA
OG0004960	LOC110186890|XP_020811852.1|DSER	LOC117580326|XP_034122712.1|DGUA
OG0004961	LOC110189392|XP_020815100.1|DSER	LOC117591833|XP_034141087.1|DGUA
OG0004962	LOC110190171|XP_020816177.1|DSER	LOC117579466|XP_034121244.1|DGUA
OG0004963	LOC110185186|XP_020809562.1|DSER	LOC117579306|XP_034121006.1|DGUA
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC117579794|XP_034121754.1|DGUA
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC117580315|XP_034122701.1|DGUA
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC117580311|XP_034122696.1|DGUA
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC117592610|XP_034142384.1|DGUA
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC117579332|XP_034121049.1|DGUA
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC117592670|XP_034142521.1|DGUA
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC117579328|XP_034121043.1|DGUA
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC117579330|XP_034121047.1|DGUA
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC117580318|XP_034122705.1|DGUA
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC117588989|XP_034136479.1|DGUA
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC117579170|XP_034120824.1|DGUA
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC117579594|XP_034121419.1|DGUA
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC117587445|XP_034134020.1|DGUA
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC117592030|XP_034141383.1|DGUA
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC117587488|XP_034134153.1|DGUA
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC117586820|XP_034132991.1|DGUA
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC117591241|XP_034140308.1|DGUA
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC117579967|XP_034122032.1|DGUA
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC117580321|XP_034122708.1|DGUA
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC117579344|XP_034121061.1|DGUA
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC117589046|XP_034136564.1|DGUA
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC117579527|XP_034121331.1|DGUA
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC117579453|XP_034121232.1|DGUA
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC117589222|XP_034136861.1|DGUA
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC117579528|XP_034121334.1|DGUA
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC117589428|XP_034137255.1|DGUA
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC117584346|XP_034129073.1|DGUA
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC117592621|XP_034142433.1|DGUA
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC117592701|XP_034142563.1|DGUA
OG0004993	LOC110181266|XP_020804631.1|DSER	LOC117580145|XP_034122345.1|DGUA
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC117587130|XP_034133521.1|DGUA
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC117587325|XP_034133848.1|DGUA
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC117592413|XP_034142044.1|DGUA
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC117588070|XP_034135027.1|DGUA
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC117589113|XP_034136681.1|DGUA
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC117591838|XP_034141095.1|DGUA
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC117589307|XP_034136994.1|DGUA
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC117586648|XP_034132773.1|DGUA
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC117589430|XP_034137258.1|DGUA
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC117587069|XP_034133404.1|DGUA
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC117579644|XP_034121515.1|DGUA
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC117589323|XP_034137054.1|DGUA
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC117586997|XP_034133288.1|DGUA
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC117587241|XP_034133701.1|DGUA
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC117588982|XP_034136462.1|DGUA
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC117579373|XP_034121132.1|DGUA
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC117578561|XP_034120025.1|DGUA
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC117579096|XP_034120710.1|DGUA
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC117586590|XP_034132656.1|DGUA
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC117580396|XP_034122829.1|DGUA
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC117580459|XP_034122924.1|DGUA
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC117579826|XP_034121811.1|DGUA
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC117586920|XP_034133163.1|DGUA
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC117587478|XP_034134099.1|DGUA
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC117588874|XP_034136271.1|DGUA
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC117585262|XP_034130572.1|DGUA
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC117584652|XP_034129571.1|DGUA
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC117579796|XP_034121755.1|DGUA
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC117592279|XP_034141833.1|DGUA
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC117587104|XP_034133488.1|DGUA
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC117579266|XP_034120953.1|DGUA
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC117589312|XP_034137001.1|DGUA
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC117587375|XP_034133915.1|DGUA
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC117583604|XP_034127889.1|DGUA
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC117586940|XP_034133198.1|DGUA
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC117588992|XP_034136488.1|DGUA
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC117579219|XP_034120879.1|DGUA
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC117586849|XP_034133034.1|DGUA
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC117579618|XP_034121461.1|DGUA
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC117579620|XP_034121466.1|DGUA
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC117587304|XP_034133788.1|DGUA
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC117589126|XP_034136700.1|DGUA
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC117580034|XP_034122153.1|DGUA
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC117589138|XP_034136715.1|DGUA
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC117581736|XP_034125008.1|DGUA
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC117587178|XP_034133585.1|DGUA
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC117579467|XP_034121246.1|DGUA
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC117587080|XP_034133438.1|DGUA
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC117586069|XP_034131813.1|DGUA
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC117586051|XP_034131789.1|DGUA
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC117579899|XP_034121965.1|DGUA
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC117585346|XP_034130684.1|DGUA
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC117586894|XP_034133129.1|DGUA
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC117586899|XP_034133134.1|DGUA
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC117587302|XP_034133786.1|DGUA
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC117592629|XP_034142461.1|DGUA
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC117586847|XP_034133033.1|DGUA
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC117586852|XP_034133038.1|DGUA
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC117587706|XP_034134501.1|DGUA
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC117588885|XP_034136315.1|DGUA
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC117591410|XP_034140554.1|DGUA
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC117588035|XP_034134976.1|DGUA
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC117579226|XP_034120891.1|DGUA
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC117579092|XP_034120705.1|DGUA
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC117578646|XP_034120153.1|DGUA
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC117578643|XP_034120149.1|DGUA
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC117584263|XP_034128963.1|DGUA
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC117592562|XP_034142328.1|DGUA
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC117591933|XP_034141233.1|DGUA
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC117587411|XP_034133961.1|DGUA
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC117588986|XP_034136477.1|DGUA
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC117578533|XP_034119991.1|DGUA
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC117590426|XP_034138973.1|DGUA
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC117580371|XP_034122794.1|DGUA
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC117582881|XP_034126849.1|DGUA
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC117578717|XP_034120261.1|DGUA
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC117580081|XP_034122221.1|DGUA
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC117588673|XP_034136007.1|DGUA
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC117592178|XP_034141669.1|DGUA
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC117589169|XP_034136771.1|DGUA
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC117579080|XP_034120683.1|DGUA
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC117583166|XP_034127255.1|DGUA
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC117589399|XP_034137209.1|DGUA
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC117592200|XP_034141699.1|DGUA
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC117579051|XP_034120638.1|DGUA
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC117578443|XP_034119857.1|DGUA
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC117587317|XP_034133839.1|DGUA
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC117582333|XP_034125876.1|DGUA
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC117580095|XP_034122244.1|DGUA
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC117579497|XP_034121291.1|DGUA
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC117578602|XP_034120083.1|DGUA
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC117589346|XP_034137094.1|DGUA
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC117583143|XP_034127227.1|DGUA
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC117583099|XP_034127173.1|DGUA
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC117591694|XP_034140911.1|DGUA
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC117578742|XP_034120298.1|DGUA
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC117579858|XP_034121861.1|DGUA
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC117580457|XP_034122919.1|DGUA
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC117588846|XP_034136232.1|DGUA
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC117582474|XP_034126113.1|DGUA
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC117584587|XP_034129455.1|DGUA
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC117592550|XP_034142315.1|DGUA
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC117578690|XP_034120216.1|DGUA
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC117586657|XP_034132794.1|DGUA
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC117586624|XP_034132728.1|DGUA
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC117586288|XP_034132132.1|DGUA
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC117578577|XP_034120090.1|DGUA
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC117578716|XP_034120259.1|DGUA
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC117587965|XP_034134864.1|DGUA
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC117589446|XP_034137281.1|DGUA
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC117580359|XP_034122782.1|DGUA
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC117579605|XP_034121431.1|DGUA
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC117592549|XP_034142314.1|DGUA
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC117588482|XP_034135673.1|DGUA
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC117589072|XP_034136595.1|DGUA
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC117587369|XP_034133907.1|DGUA
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC117586945|XP_034133205.1|DGUA
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC117587372|XP_034133911.1|DGUA
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC117589160|XP_034136754.1|DGUA
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC117584766|XP_034129758.1|DGUA
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC117588860|XP_034136253.1|DGUA
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC117580734|XP_034123296.1|DGUA
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC117588110|XP_034135073.1|DGUA
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC117592165|XP_034141628.1|DGUA
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC117587296|XP_034133776.1|DGUA
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC117579880|XP_034121906.1|DGUA
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC117579713|XP_034121598.1|DGUA
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC117579034|XP_034120611.1|DGUA
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC117588863|XP_034136257.1|DGUA
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC117588856|XP_034136247.1|DGUA
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC117586919|XP_034133161.1|DGUA
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC117586931|XP_034133185.1|DGUA
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC117578490|XP_034119918.1|DGUA
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC117580191|XP_034122442.1|DGUA
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC117579109|XP_034120725.1|DGUA
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC117579411|XP_034121181.1|DGUA
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC117587097|XP_034133466.1|DGUA
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC117579904|XP_034121931.1|DGUA
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC117589347|XP_034137101.1|DGUA
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC117587124|XP_034133515.1|DGUA
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC117587116|XP_034133501.1|DGUA
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC117583613|XP_034127942.1|DGUA
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC117579166|XP_034120818.1|DGUA
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC117587416|XP_034133965.1|DGUA
