Orthogroup	DSER.longest_only	DSUZ.longest_only
OG0003914	LOC110183145|XP_020806995.1|DSER	LOC108021137|XP_016945184.1|DSUZ
OG0003915	LOC110184427|XP_020808622.1|DSER	LOC108016624|XP_016938808.1|DSUZ
OG0003916	LOC110181197|XP_020804536.1|DSER	LOC108004925|XP_016923515.1|DSUZ
OG0003917	LOC110187414|XP_020812462.1|DSER	LOC108007238|XP_016926367.1|DSUZ
OG0003918	LOC110183985|XP_020808001.1|DSER	LOC108021367|XP_016945547.1|DSUZ
OG0003919	LOC110187203|XP_020812261.1|DSER, LOC110179950|XP_020803197.1|DSER	LOC108021495|XP_016945727.1|DSUZ
OG0003920	LOC110177574|XP_020800013.1|DSER	LOC108010057|XP_016930358.1|DSUZ
OG0003921	LOC110184948|XP_020809255.1|DSER	LOC108021115|XP_016945153.1|DSUZ
OG0003922	LOC110183180|XP_020807029.1|DSER	LOC108016036|XP_016938122.1|DSUZ
OG0003923	LOC110185471|XP_020809988.1|DSER	LOC108020345|XP_016944000.1|DSUZ
OG0003924	LOC110178899|XP_020801914.1|DSER	LOC108019880|XP_016943440.1|DSUZ
OG0003925	LOC110182345|XP_020806044.1|DSER	LOC108018646|XP_016941710.1|DSUZ
OG0003926	LOC110182305|XP_020805980.1|DSER	LOC108016984|XP_016939424.1|DSUZ
OG0003927	LOC110182294|XP_020805972.1|DSER	LOC108021356|XP_016945529.1|DSUZ
OG0003928	LOC110178064|XP_020800730.1|DSER, LOC110183862|XP_020807874.1|DSER	LOC108005569|XP_016924361.1|DSUZ
OG0003929	LOC110183164|XP_020807015.1|DSER	LOC108021181|XP_016945251.1|DSUZ
OG0003930	LOC110185700|XP_020810328.1|DSER	LOC108021594|XP_016945875.1|DSUZ
OG0003931	LOC110185598|XP_020810192.1|DSER	LOC108021027|XP_016944997.1|DSUZ
OG0003932	LOC110188956|XP_020814554.1|DSER	LOC108017957|XP_016940716.1|DSUZ
OG0003933	LOC110179152|XP_020802200.1|DSER	LOC108021400|XP_016945592.1|DSUZ
OG0003934	LOC110183889|XP_020807893.1|DSER	LOC108007870|XP_016927124.1|DSUZ
OG0003935	LOC110178513|XP_020801323.1|DSER	LOC108018083|XP_016940975.1|DSUZ
OG0003936	LOC110178518|XP_020801329.1|DSER	LOC108018084|XP_016940976.1|DSUZ
OG0003937	LOC110182947|XP_020806792.1|DSER	LOC108019840|XP_016943361.1|DSUZ
OG0003938	LOC110182310|XP_020805985.1|DSER	LOC108018561|XP_016941609.1|DSUZ
OG0003939	LOC110187375|XP_020812424.1|DSER	LOC108014949|XP_016936662.1|DSUZ
OG0003940	LOC110182335|XP_020806026.1|DSER	LOC108020961|XP_016944896.1|DSUZ
OG0003941	LOC110182354|XP_020806053.1|DSER	LOC108021226|XP_016945314.1|DSUZ
OG0003942	LOC110176944|XP_020799104.1|DSER	LOC108018935|XP_016942019.1|DSUZ
OG0003943	LOC110182388|XP_020806087.1|DSER	LOC108007647|XP_016926861.1|DSUZ
OG0003944	LOC110183961|XP_020807976.1|DSER	LOC108014278|XP_016935811.1|DSUZ
OG0003945	LOC110181130|XP_020804460.1|DSER	LOC108009793|XP_016929943.1|DSUZ
OG0003946	LOC110181348|XP_020804728.1|DSER	LOC108021319|XP_016945472.1|DSUZ
OG0003947	LOC110181354|XP_020804737.1|DSER	LOC108021659|XP_016945960.1|DSUZ
OG0003948	LOC110187232|XP_020812289.1|DSER	LOC108019224|XP_016942513.1|DSUZ
OG0003950	LOC110185739|XP_020810390.1|DSER	LOC108015713|XP_016937738.1|DSUZ
OG0003951	LOC110185690|XP_020810317.1|DSER	LOC108011566|XP_036677656.1|DSUZ
OG0003952	LOC110183171|XP_020807022.1|DSER	LOC108007953|XP_016927215.1|DSUZ
OG0003953	LOC110185561|XP_020810140.1|DSER	LOC108020910|XP_016944817.1|DSUZ
OG0003954	LOC110183598|XP_020807571.1|DSER	LOC108020071|XP_036671977.1|DSUZ
OG0003955	LOC110183283|XP_020807173.1|DSER	LOC108017953|XP_016940754.2|DSUZ
OG0003956	LOC110178139|XP_020800826.1|DSER	LOC108021089|XP_016945100.1|DSUZ
OG0003957	LOC110191300|XP_020817770.1|DSER	LOC108013196|XP_016934394.1|DSUZ
OG0003958	LOC110191983|XP_020818669.1|DSER	LOC108006346|XP_016925350.1|DSUZ
OG0003959	LOC110182995|XP_020806845.1|DSER	LOC108010253|XP_016930595.1|DSUZ
OG0003960	LOC110184608|XP_020808860.1|DSER	LOC108005087|XP_016923747.1|DSUZ
OG0003961	LOC110176989|XP_020799157.1|DSER	LOC108019064|XP_016942192.1|DSUZ
OG0003962	LOC110182352|XP_020806051.1|DSER	LOC108021661|XP_016945963.1|DSUZ
OG0003963	LOC110181449|XP_020804850.1|DSER	LOC108021109|XP_016945139.1|DSUZ
OG0003964	LOC110176877|XP_020799012.1|DSER	LOC108005438|XP_016924217.1|DSUZ
OG0003965	LOC110182594|XP_020806307.1|DSER	LOC108011955|XP_016932696.1|DSUZ
OG0003966	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER	LOC108014079|XP_016935589.2|DSUZ
OG0003967	LOC110189709|XP_020815543.1|DSER	LOC108009260|XP_016928935.1|DSUZ
OG0003968	LOC110189419|XP_020815136.1|DSER	LOC108008370|XP_036668993.1|DSUZ
OG0003969	LOC110189500|XP_020815263.1|DSER	LOC108009693|XP_016929731.1|DSUZ
OG0003970	LOC110187578|XP_020812624.1|DSER	LOC108021021|XP_016944994.1|DSUZ
OG0003971	LOC110183383|XP_020807307.1|DSER	LOC108021642|XP_016945939.1|DSUZ
OG0003972	LOC110176213|XP_020798146.1|DSER	LOC108012957|XP_016933996.1|DSUZ
OG0003973	LOC110184110|XP_020808161.1|DSER	LOC108009474|XP_016929343.1|DSUZ
OG0003974	LOC110176346|XP_020798333.1|DSER	LOC108010183|XP_016930514.1|DSUZ
OG0003975	LOC110183031|XP_020806876.1|DSER	LOC108019106|XP_016942301.1|DSUZ
OG0003976	LOC110185868|XP_020810537.1|DSER	LOC108016863|XP_016939225.1|DSUZ
OG0003977	LOC110185056|XP_020809391.1|DSER	LOC108005179|XP_016923852.1|DSUZ
OG0003978	LOC110190109|XP_020816076.1|DSER	LOC108020451|XP_016944262.1|DSUZ, LOC118877514|XP_036672442.1|DSUZ
OG0003979	LOC110183306|XP_020807204.1|DSER	LOC108021613|XP_016945901.1|DSUZ
OG0003980	LOC110188298|XP_020813659.1|DSER	LOC108004898|XP_016923470.2|DSUZ
OG0003981	LOC110184817|XP_020809116.1|DSER	LOC108014291|XP_036668715.1|DSUZ
OG0003982	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER	LOC108007997|XP_016927269.1|DSUZ
OG0003983	LOC110185820|XP_020810484.1|DSER	LOC108010046|XP_016930349.1|DSUZ
OG0003984	LOC110183737|XP_020807743.1|DSER	LOC108021249|XP_016945356.1|DSUZ
OG0003985	LOC110181435|XP_020804836.1|DSER	LOC108013718|XP_036678675.1|DSUZ
OG0003986	LOC110182688|XP_020806440.1|DSER	LOC108010711|XP_016931118.1|DSUZ
OG0003987	LOC110182691|XP_020806443.1|DSER	LOC108019030|XP_016942136.1|DSUZ
OG0003988	LOC110187364|XP_020812414.1|DSER	LOC108021371|XP_016945551.1|DSUZ
OG0003989	LOC110187320|XP_020812367.1|DSER	LOC108021394|XP_016945581.1|DSUZ
OG0003990	LOC110185610|XP_020810215.1|DSER	LOC108021587|XP_016945865.1|DSUZ
OG0003991	LOC110179160|XP_020802208.1|DSER	LOC108020921|XP_016944830.1|DSUZ
OG0003992	LOC110187296|XP_020812344.1|DSER	LOC108021647|XP_016945948.1|DSUZ
OG0003993	LOC110185999|XP_020810686.1|DSER	LOC108019067|XP_016942201.1|DSUZ
OG0003994	LOC110177358|XP_020799710.1|DSER	LOC108011728|XP_016932438.2|DSUZ
OG0003995	LOC110178418|XP_020801247.1|DSER	LOC108019878|XP_016943438.1|DSUZ
OG0003996	LOC110178347|XP_020801124.1|DSER	LOC108017897|XP_016940556.1|DSUZ
OG0003997	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER	LOC108010162|XP_016930493.1|DSUZ
OG0003998	LOC110189829|XP_020815684.1|DSER	LOC108007592|XP_036678382.1|DSUZ
OG0003999	LOC110176563|XP_020798610.1|DSER	LOC108014509|XP_016936136.1|DSUZ
OG0004000	LOC110182061|XP_020805681.1|DSER	LOC108015010|XP_016936727.1|DSUZ
OG0004001	LOC110191664|XP_020818221.1|DSER	LOC108009707|XP_016929751.1|DSUZ
OG0004002	LOC110185928|XP_020810601.1|DSER	LOC108007021|XP_016926119.1|DSUZ
OG0004003	LOC110183187|XP_020807041.1|DSER	LOC108016339|XP_016938573.1|DSUZ
OG0004004	LOC110176879|XP_020799014.1|DSER	LOC108017958|XP_016940719.1|DSUZ
OG0004005	LOC110187419|XP_020812467.1|DSER	LOC108005223|XP_016923906.1|DSUZ
OG0004006	LOC110184993|XP_020809303.1|DSER	LOC108018810|XP_016941888.1|DSUZ
OG0004007	LOC110183791|XP_020807806.1|DSER	LOC108004689|XP_016923189.1|DSUZ
OG0004008	LOC110178090|XP_020800752.1|DSER	LOC108012221|XP_016933008.1|DSUZ
OG0004009	LOC110184962|XP_020809269.1|DSER	LOC108005464|XP_016924252.1|DSUZ
OG0004010	LOC110186009|XP_020810702.1|DSER	LOC108016199|XP_016938318.1|DSUZ
OG0004011	LOC110185140|XP_020809500.1|DSER	LOC108007392|XP_016926538.1|DSUZ
OG0004012	LOC110188529|XP_020813933.1|DSER	LOC108012188|XP_016932973.2|DSUZ
OG0004013	LOC110186119|XP_020810827.1|DSER	LOC108021448|XP_016945661.1|DSUZ
OG0004014	LOC110176212|XP_020798145.1|DSER	LOC108012375|XP_016933219.1|DSUZ
OG0004015	LOC110182609|XP_020806330.1|DSER	LOC108011958|XP_016932706.1|DSUZ
OG0004016	LOC110183309|XP_020807208.1|DSER	LOC108021055|XP_016945051.1|DSUZ
OG0004017	LOC110186085|XP_020810782.1|DSER	LOC108019724|XP_016943134.1|DSUZ
OG0004018	LOC110189564|XP_020815352.1|DSER	LOC108017738|XP_016940336.1|DSUZ
OG0004019	LOC110185003|XP_020809318.1|DSER	LOC108021087|XP_016945098.1|DSUZ
OG0004020	LOC110187242|XP_020812299.1|DSER	LOC108021540|XP_016945799.1|DSUZ
OG0004021	LOC110183973|XP_020807987.1|DSER	LOC108020891|XP_016944788.1|DSUZ
OG0004022	LOC110181189|XP_020804525.1|DSER	LOC108021053|XP_016945048.1|DSUZ
OG0004023	LOC110181254|XP_020804623.1|DSER	LOC108008864|XP_016928257.1|DSUZ
OG0004024	LOC110181159|XP_020804492.1|DSER	LOC108021646|XP_016945947.1|DSUZ
OG0004025	LOC110183410|XP_020807345.1|DSER	LOC108004680|XP_016923160.2|DSUZ
OG0004026	LOC110182281|XP_020805959.1|DSER	LOC108020954|XP_016944885.1|DSUZ
OG0004027	LOC110180235|XP_020803550.1|DSER	LOC108008512|XP_016927869.1|DSUZ
OG0004028	LOC110183120|XP_020806969.1|DSER	LOC108004698|XP_016923201.1|DSUZ
OG0004029	LOC110183857|XP_020807870.1|DSER	LOC108021406|XP_016945600.1|DSUZ
OG0004030	LOC110191500|XP_020818025.1|DSER	LOC108010064|XP_016930366.1|DSUZ
OG0004031	LOC110187311|XP_020812359.1|DSER	LOC108021701|XP_016946020.1|DSUZ
OG0004032	LOC110188780|XP_020814284.1|DSER	LOC108007824|XP_036677855.1|DSUZ
OG0004033	LOC110183214|XP_020807086.1|DSER	LOC108017705|XP_016940306.1|DSUZ
OG0004034	LOC110176904|XP_020799050.1|DSER	LOC108016291|XP_036668631.1|DSUZ
OG0004035	LOC110182311|XP_020805991.1|DSER	LOC108018598|XP_016941650.1|DSUZ
OG0004036	LOC110182396|XP_020806095.1|DSER	LOC108015563|XP_016937535.1|DSUZ
OG0004037	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER	LOC108011963|XP_016932710.1|DSUZ
OG0004038	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER	LOC108006858|XP_016925917.1|DSUZ
OG0004039	LOC110187331|XP_020812377.1|DSER	LOC108015122|XP_016936870.1|DSUZ
OG0004040	LOC110177162|XP_020799409.1|DSER	LOC108009716|XP_016929767.1|DSUZ
OG0004041	LOC110184228|XP_020808347.1|DSER	LOC108015007|XP_016936724.1|DSUZ
OG0004042	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER	LOC108013469|XP_016934840.1|DSUZ
OG0004043	LOC110183415|XP_020807351.1|DSER	LOC108021118|XP_016945156.1|DSUZ
OG0004044	LOC110184252|XP_020808372.1|DSER	LOC108004710|XP_016923214.1|DSUZ
OG0004045	LOC110183461|XP_020807400.1|DSER	LOC108020894|XP_016944797.1|DSUZ
OG0004046	LOC110178123|XP_020800802.1|DSER	LOC108021508|XP_016945751.1|DSUZ
OG0004047	LOC110184985|XP_020809296.1|DSER	LOC108021523|XP_016945771.1|DSUZ
OG0004048	LOC110179150|XP_020802198.1|DSER	LOC108021168|XP_016945239.1|DSUZ
OG0004049	LOC110187518|XP_020812572.1|DSER	LOC108021094|XP_016945108.1|DSUZ
OG0004050	LOC110176974|XP_020799139.1|DSER	LOC108006198|XP_016925127.1|DSUZ
OG0004051	LOC110184009|XP_020808033.1|DSER	LOC108017296|XP_016939808.1|DSUZ
OG0004052	LOC110184296|XP_020808442.1|DSER	LOC108016732|XP_016938951.2|DSUZ
OG0004053	LOC110179360|XP_020802533.1|DSER	LOC108009806|XP_016929969.1|DSUZ
OG0004054	LOC110187533|XP_020812586.1|DSER	LOC108010883|XP_036673762.1|DSUZ
OG0004055	LOC110186228|XP_020810950.1|DSER	LOC108006780|XP_036674182.1|DSUZ, LOC108006772|XP_016925811.2|DSUZ
OG0004056	LOC110187806|XP_020812940.1|DSER	LOC118876751|XP_036673894.1|DSUZ, LOC108011651|XP_016932334.1|DSUZ
OG0004057	LOC110190328|XP_020816382.1|DSER	LOC108012235|XP_016933021.2|DSUZ
OG0004058	LOC110182763|XP_020806536.1|DSER	LOC108007167|XP_016926276.1|DSUZ
OG0004059	LOC110188554|XP_020813971.1|DSER	LOC118877568|XP_036672684.1|DSUZ, LOC108014873|XP_036674945.1|DSUZ
OG0004060	LOC110190756|XP_020817047.1|DSER	LOC108006050|XP_036674318.1|DSUZ
OG0004061	LOC110179611|XP_020802870.1|DSER	LOC108005118|XP_036676952.1|DSUZ
OG0004062	LOC110177618|XP_020800083.1|DSER	LOC108013433|XP_016934789.1|DSUZ
OG0004063	LOC110179430|XP_020802620.1|DSER	LOC108016928|XP_016939345.1|DSUZ
OG0004064	LOC110190119|XP_020816092.1|DSER	LOC108013775|XP_016935226.1|DSUZ
OG0004065	LOC110177827|XP_020800429.1|DSER	LOC108009082|XP_036669330.1|DSUZ
OG0004066	LOC110188946|XP_020814583.1|DSER	LOC108009020|XP_016928481.1|DSUZ
OG0004067	LOC110184245|XP_020808360.1|DSER	LOC108005467|XP_016924251.1|DSUZ
OG0004068	LOC110186940|XP_020811932.1|DSER	LOC108016374|XP_016938507.2|DSUZ
OG0004069	LOC110186505|XP_020811359.1|DSER	LOC108016372|XP_036672952.1|DSUZ
OG0004070	LOC110178681|XP_020801541.1|DSER	LOC108011805|XP_016932532.2|DSUZ
OG0004071	LOC110190650|XP_020816907.1|DSER	LOC108013405|XP_016934748.1|DSUZ
OG0004072	LOC110190651|XP_020816910.1|DSER	LOC108013406|XP_016934750.1|DSUZ
OG0004073	LOC110184288|XP_020808431.1|DSER	LOC108016901|XP_016939306.1|DSUZ
OG0004074	LOC110190851|XP_020817163.1|DSER	LOC108010034|XP_016930329.1|DSUZ
OG0004075	LOC110182312|XP_020806001.1|DSER	LOC108019731|XP_016943146.1|DSUZ
OG0004076	LOC110182286|XP_020805967.1|DSER	LOC108019729|XP_016943138.1|DSUZ
OG0004077	LOC110177000|XP_020799168.1|DSER	LOC108011941|XP_016932679.1|DSUZ
OG0004078	LOC110186211|XP_020810933.1|DSER	LOC108014064|XP_016935572.2|DSUZ
OG0004079	LOC110178034|XP_020800709.1|DSER	LOC108021818|XP_016946111.1|DSUZ
OG0004080	LOC110176860|XP_020798997.1|DSER	LOC108018185|XP_016941178.1|DSUZ
OG0004081	LOC110189216|XP_020814847.1|DSER	LOC108009316|XP_016929066.1|DSUZ
OG0004082	LOC110185433|XP_020809915.1|DSER	LOC108008096|XP_016927374.2|DSUZ
OG0004083	LOC110191310|XP_020817782.1|DSER	LOC108015778|XP_016937820.1|DSUZ
OG0004084	LOC110189866|XP_020815745.1|DSER	LOC108010673|XP_036672163.1|DSUZ
OG0004085	LOC110191419|XP_020817936.1|DSER	LOC108015676|XP_016937677.2|DSUZ
OG0004086	LOC110177376|XP_020799732.1|DSER	LOC108020143|XP_036673589.1|DSUZ
OG0004087	LOC110181603|XP_020805057.1|DSER	LOC108004650|XP_016923089.1|DSUZ
OG0004088	LOC110186454|XP_020811298.1|DSER	LOC108016162|XP_036675519.1|DSUZ
OG0004089	LOC110182193|XP_020805864.1|DSER	LOC108004686|XP_036676989.1|DSUZ
OG0004090	LOC110186168|XP_020810880.1|DSER	LOC108017588|XP_036673426.1|DSUZ
OG0004091	LOC110188637|XP_020814071.1|DSER	LOC108014162|XP_016935685.1|DSUZ
OG0004092	LOC110180359|XP_020803679.1|DSER	LOC108016899|XP_016939300.1|DSUZ
OG0004094	LOC110183050|XP_020806893.1|DSER	LOC108018943|XP_016942030.1|DSUZ
OG0004095	LOC110186436|XP_020811277.1|DSER	LOC108007249|XP_016926376.2|DSUZ
OG0004096	LOC110177377|XP_020799734.1|DSER	LOC108020158|XP_016943748.1|DSUZ
OG0004097	LOC110177511|XP_020799925.1|DSER	LOC108011256|XP_016931852.2|DSUZ
OG0004098	LOC110185932|XP_020810605.1|DSER	LOC108015682|XP_016937688.2|DSUZ
OG0004099	LOC110187880|XP_020813022.1|DSER	LOC108005934|XP_036674985.1|DSUZ
OG0004100	LOC110188015|XP_020813198.1|DSER	LOC108005921|XP_036675128.1|DSUZ
OG0004101	LOC110187648|XP_020812715.1|DSER	LOC108007314|XP_016926450.2|DSUZ
OG0004102	LOC110188121|XP_020813359.1|DSER	LOC108005925|XP_036675122.1|DSUZ
OG0004103	LOC110186206|XP_020810928.1|DSER	LOC118878100|XP_036675335.1|DSUZ
OG0004104	LOC110184965|XP_020809275.1|DSER	LOC108007800|XP_036674608.1|DSUZ
OG0004105	LOC110189956|XP_020815904.1|DSER	LOC108013774|XP_016935225.1|DSUZ
OG0004106	LOC110190174|XP_020816179.1|DSER	LOC108006890|XP_016925965.2|DSUZ
OG0004107	LOC110188808|XP_020814342.1|DSER	LOC108013603|XP_016935029.1|DSUZ
OG0004108	LOC110188721|XP_020814194.1|DSER	LOC108011494|XP_016932133.2|DSUZ
OG0004109	LOC110186169|XP_020810882.1|DSER	LOC108017589|XP_036673427.1|DSUZ
OG0004110	LOC110179832|XP_020803098.1|DSER	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ
OG0004111	LOC110187008|XP_020812029.1|DSER	LOC108019977|XP_036674272.1|DSUZ
OG0004112	LOC110186204|XP_020810926.1|DSER	LOC108014078|XP_036675532.1|DSUZ
OG0004113	LOC110181746|XP_020805265.1|DSER	LOC108011229|XP_016931821.1|DSUZ
OG0004114	LOC110183068|XP_020806913.1|DSER	LOC108019069|XP_036675846.1|DSUZ
OG0004115	LOC110184293|XP_020808438.1|DSER	LOC108019066|XP_016942196.1|DSUZ
OG0004116	LOC110186371|XP_020811181.1|DSER	LOC108019983|XP_016943557.2|DSUZ
OG0004117	LOC110177305|XP_020799630.1|DSER	LOC108011394|XP_016932003.2|DSUZ
OG0004118	LOC110184323|XP_020808508.1|DSER	LOC108009190|XP_016928830.1|DSUZ
OG0004119	LOC110189813|XP_020815683.1|DSER	LOC108018590|XP_016941638.2|DSUZ
OG0004120	LOC110188242|XP_020813564.1|DSER	LOC108006433|XP_016925445.2|DSUZ
OG0004121	LOC110185257|XP_020809653.1|DSER	LOC118877274|XP_036671077.1|DSUZ
OG0004122	LOC110188687|XP_020814148.1|DSER	LOC108004913|XP_016923488.1|DSUZ
OG0004123	LOC110188319|XP_020813687.1|DSER	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ
OG0004124	LOC110183528|XP_020807481.1|DSER	LOC108005134|XP_036676977.1|DSUZ
OG0004125	LOC110186530|XP_020811387.1|DSER	LOC108019308|XP_016942617.1|DSUZ
OG0004126	LOC110186964|XP_020811965.1|DSER	LOC108019299|XP_036675331.1|DSUZ
OG0004127	LOC110187336|XP_020812382.1|DSER	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ
OG0004128	LOC110187745|XP_020812862.1|DSER	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ
OG0004129	LOC110178334|XP_020801103.1|DSER	LOC108009373|XP_016929166.1|DSUZ
OG0004130	LOC110184171|XP_020808239.1|DSER	LOC108015841|XP_036675779.1|DSUZ
OG0004131	LOC110191744|XP_020818339.1|DSER	LOC108014804|XP_036673550.1|DSUZ
OG0004132	LOC110185282|XP_020809688.1|DSER	LOC108007107|XP_036671564.1|DSUZ
OG0004133	LOC110184945|XP_020809250.1|DSER	LOC108021247|XP_016945349.1|DSUZ
OG0004134	LOC110190922|XP_020817241.1|DSER	LOC108006630|XP_036673211.1|DSUZ
OG0004135	LOC110188100|XP_020813314.1|DSER	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ
OG0004136	LOC110191086|XP_020817490.1|DSER	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ
OG0004137	LOC110181061|XP_020804424.1|DSER	LOC108008807|XP_016928201.1|DSUZ
OG0004138	LOC110177545|XP_020799973.1|DSER	LOC108005630|XP_016924430.2|DSUZ
OG0004139	LOC110184472|XP_020808677.1|DSER	LOC108019097|XP_016942279.1|DSUZ
OG0004140	LOC110182543|XP_020806251.1|DSER	LOC108016635|XP_016938821.1|DSUZ
OG0004141	LOC110182938|XP_020806777.1|DSER	LOC108009696|XP_016929743.1|DSUZ
OG0004142	LOC110180327|XP_020803643.1|DSER	LOC108005167|XP_016923831.1|DSUZ
OG0004143	LOC110189013|XP_020814635.1|DSER	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ
OG0004144	LOC110183192|XP_020807056.1|DSER	LOC108021608|XP_016945897.1|DSUZ
OG0004145	LOC110191303|XP_020817773.1|DSER	LOC108013199|XP_016934397.1|DSUZ
OG0004146	LOC110191716|XP_020818292.1|DSER	LOC108014582|XP_016936231.2|DSUZ
OG0004147	LOC110183209|XP_020807081.1|DSER	LOC108021412|XP_016945612.1|DSUZ
OG0004148	LOC110186828|XP_020811775.1|DSER	LOC108008055|XP_036672771.1|DSUZ
OG0004149	LOC110191001|XP_020817374.1|DSER	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ
OG0004150	LOC110187885|XP_020813029.1|DSER	LOC108004905|XP_016923479.2|DSUZ
OG0004151	LOC110186251|XP_020810988.1|DSER	LOC108010848|XP_016931309.2|DSUZ
OG0004152	LOC110177199|XP_020799454.1|DSER	LOC108016263|XP_036675172.1|DSUZ
OG0004153	LOC110179303|XP_020802448.1|DSER	LOC108009545|XP_016929476.1|DSUZ
OG0004154	LOC110188533|XP_020813936.1|DSER	LOC108014335|XP_016935902.1|DSUZ
OG0004155	LOC110191949|XP_020818629.1|DSER	LOC108014583|XP_016936232.2|DSUZ
OG0004156	LOC110188317|XP_020813684.1|DSER	LOC108014156|XP_036674026.1|DSUZ
OG0004157	LOC110181839|XP_020805403.1|DSER	LOC108015288|XP_016937150.1|DSUZ
OG0004158	LOC110178610|XP_020801453.1|DSER	LOC108012587|XP_016933493.1|DSUZ
OG0004159	LOC110186977|XP_020811986.1|DSER	LOC108007939|XP_016927199.1|DSUZ
OG0004160	LOC110177540|XP_020799968.1|DSER	LOC108013243|XP_016934479.1|DSUZ
OG0004161	LOC110188086|XP_020813298.1|DSER	LOC108008024|XP_016927296.2|DSUZ, LOC108012127|XP_036674211.1|DSUZ
OG0004162	LOC110184383|XP_020808550.1|DSER	LOC108016436|XP_016938576.2|DSUZ
OG0004163	LOC110187936|XP_020813106.1|DSER	LOC108010597|XP_016930975.2|DSUZ
OG0004164	LOC110187965|XP_020813143.1|DSER	LOC108011645|XP_036673661.1|DSUZ
OG0004165	LOC110177665|XP_020800147.1|DSER	LOC108009797|XP_016929948.1|DSUZ
OG0004166	LOC110191495|XP_020818019.1|DSER	LOC108010063|XP_016930365.1|DSUZ
OG0004167	LOC110187923|XP_020813093.1|DSER	LOC108007048|XP_016926144.2|DSUZ
OG0004168	LOC110190873|XP_020817184.1|DSER	LOC108011524|XP_036673992.1|DSUZ
OG0004169	LOC110183543|XP_020807502.1|DSER, LOC110180485|XP_020803828.1|DSER	LOC108004767|XP_036677071.1|DSUZ
OG0004170	LOC110181836|XP_020805399.1|DSER	LOC108004637|XP_016923075.1|DSUZ
OG0004171	LOC110183517|XP_020807463.1|DSER	LOC108021822|XP_016946114.1|DSUZ
OG0004172	LOC110181665|XP_020805145.1|DSER	LOC108006308|XP_016925286.1|DSUZ
OG0004173	LOC110178268|XP_020800993.1|DSER	LOC108008609|XP_016927979.1|DSUZ
OG0004174	LOC110179992|XP_020803281.1|DSER	LOC108019735|XP_016943153.1|DSUZ
OG0004175	LOC110178222|XP_020800929.1|DSER	LOC108010187|XP_016930519.1|DSUZ
OG0004176	LOC110190471|XP_020816639.1|DSER	LOC108013278|XP_016934538.1|DSUZ
OG0004177	LOC110188406|XP_020813790.1|DSER	LOC108014157|XP_036673967.1|DSUZ
OG0004178	LOC110188730|XP_020814203.1|DSER	LOC118878142|XP_036675685.1|DSUZ, LOC108012034|XP_036674138.1|DSUZ
OG0004179	LOC110180201|XP_020803513.1|DSER	LOC108016847|XP_016939196.1|DSUZ
OG0004180	LOC110188254|XP_020813586.1|DSER	LOC108015591|XP_036672538.1|DSUZ
OG0004181	LOC110186695|XP_020811630.1|DSER	LOC108011897|XP_016932635.2|DSUZ
OG0004182	LOC110176286|XP_020798264.1|DSER	LOC108013269|XP_016934520.1|DSUZ
OG0004183	LOC110176205|XP_020798126.1|DSER	LOC108013575|XP_016934991.1|DSUZ
OG0004184	LOC110183698|XP_020807696.1|DSER	LOC108011874|XP_016932608.1|DSUZ
OG0004185	LOC110183953|XP_020807970.1|DSER	LOC108011970|XP_016932719.1|DSUZ
OG0004186	LOC110179528|XP_020802767.1|DSER	LOC108016779|XP_016939034.1|DSUZ
OG0004187	LOC110176609|XP_020798691.1|DSER	LOC108019282|XP_016942585.1|DSUZ
OG0004188	LOC110188304|XP_020813669.1|DSER	LOC108011515|XP_016932160.2|DSUZ
OG0004189	LOC110188297|XP_020813658.1|DSER	LOC108011487|XP_016932125.2|DSUZ
OG0004190	LOC110188267|XP_020813615.1|DSER	LOC108018438|XP_036675070.1|DSUZ
OG0004191	LOC110188522|XP_020813923.1|DSER	LOC108017122|XP_016939574.1|DSUZ
OG0004192	LOC110188290|XP_020813648.1|DSER	LOC118877582|XP_036672743.1|DSUZ
OG0004193	LOC110181931|XP_020805525.1|DSER	LOC108018862|XP_016941940.2|DSUZ
OG0004194	LOC110190294|XP_020816340.1|DSER	LOC108018634|XP_016941690.2|DSUZ
OG0004195	LOC110178092|XP_020800755.1|DSER	LOC108005361|XP_016924099.1|DSUZ
