Orthogroup	DSER.longest_only	DANA.longest_only
OG0005812	LOC110184541|XP_020808778.1|DSER	LOC6498856|XP_001955791.1|DANA
OG0005813	LOC110188755|XP_020814256.1|DSER	LOC6499932|XP_001953607.1|DANA
OG0005814	LOC110187688|XP_020812779.1|DSER	LOC6499140|XP_001955222.2|DANA
OG0005815	LOC110189222|XP_020814860.1|DSER	LOC6493925|XP_001961314.1|DANA
OG0005816	LOC110186250|XP_020810986.1|DSER	LOC6505622|XP_001964583.2|DANA
OG0005817	LOC110186373|XP_020811182.1|DSER	LOC6501586|XP_001955527.1|DANA
OG0005818	LOC110176503|XP_020798536.1|DSER	LOC6499587|XP_001954341.3|DANA
OG0005819	LOC110191850|XP_020818485.1|DSER	LOC6500434|XP_001953210.1|DANA
OG0005820	LOC110191851|XP_020818486.1|DSER	LOC6500106|XP_001953211.1|DANA
OG0005821	LOC110177193|XP_020799447.1|DSER	LOC6500431|XP_001953203.1|DANA
OG0005822	LOC110185699|XP_020810327.1|DSER	LOC6498247|XP_001962390.1|DANA
OG0005823	LOC110181739|XP_020805258.1|DSER	LOC6502298|XP_001966192.1|DANA
OG0005824	LOC110188093|XP_020813308.1|DSER	LOC6500903|XP_001954134.1|DANA
OG0005825	LOC110181270|XP_020804639.1|DSER	LOC6507897|XP_001956549.1|DANA
OG0005826	LOC110184515|XP_020808742.1|DSER	LOC6503264|XP_001965838.1|DANA
OG0005827	LOC110187009|XP_020812031.1|DSER	LOC6501016|XP_001954379.1|DANA
OG0005828	LOC110184682|XP_020808954.1|DSER	LOC6493777|XP_001958414.1|DANA
OG0005829	LOC110188294|XP_020813655.1|DSER	LOC6500966|XP_001954260.1|DANA
OG0005830	LOC110183706|XP_020807711.1|DSER	LOC6493423|XP_001957721.1|DANA
OG0005831	LOC110183701|XP_020807699.1|DSER	LOC6506521|XP_032310493.1|DANA
OG0005832	LOC110183617|XP_020807594.1|DSER	LOC6506519|XP_032310384.1|DANA
OG0005833	LOC110183614|XP_020807592.1|DSER	LOC6493431|XP_014764379.1|DANA
OG0005834	LOC110183720|XP_020807728.1|DSER	LOC6506511|XP_001957741.1|DANA
OG0005835	LOC110183569|XP_020807535.1|DSER	LOC6493435|XP_001957745.1|DANA
OG0005836	LOC110190316|XP_020816364.1|DSER	LOC6493046|XP_032310225.1|DANA
OG0005837	LOC110186138|XP_020810847.1|DSER	LOC6503414|XP_001967475.1|DANA
OG0005838	LOC110177307|XP_020799631.1|DSER	LOC6499646|XP_032307189.1|DANA
OG0005839	LOC110182319|XP_020806008.1|DSER	LOC6496726|XP_032309166.1|DANA
OG0005840	LOC110187678|XP_020812768.1|DSER	LOC6505801|XP_001964400.1|DANA
OG0005841	LOC110188307|XP_020813674.1|DSER	LOC6500074|XP_014766372.1|DANA
OG0005842	LOC110182481|XP_020806187.1|DSER	LOC6503767|XP_001963780.1|DANA
OG0005843	LOC110182787|XP_020806572.1|DSER	LOC6507241|XP_001956406.1|DANA
OG0005844	LOC110185223|XP_020809613.1|DSER	LOC6506288|XP_001958194.1|DANA
OG0005845	LOC110188528|XP_020813932.1|DSER	LOC6498865|XP_001955779.1|DANA
OG0005846	LOC110191808|XP_020818419.1|DSER	LOC6500063|XP_014766362.1|DANA
OG0005847	LOC110186918|XP_020811899.1|DSER	LOC6501209|XP_032305526.1|DANA
OG0005848	LOC110179538|XP_020802777.1|DSER	LOC6502898|XP_032311818.1|DANA
OG0005849	LOC110181498|XP_020804925.1|DSER	LOC6502321|XP_032309033.1|DANA
OG0005850	LOC110179498|XP_020802732.1|DSER	LOC6503205|XP_032311853.1|DANA
OG0005851	LOC110185861|XP_020810528.1|DSER	LOC6497298|XP_001962371.2|DANA
OG0005852	LOC110191027|XP_020817405.1|DSER	LOC6499652|XP_001954211.1|DANA
OG0005853	LOC110181584|XP_020805036.1|DSER	LOC6503857|XP_001963725.1|DANA
OG0005854	LOC110191087|XP_020817491.1|DSER	LOC6499661|XP_032307296.1|DANA
OG0005855	LOC110180619|XP_020803961.1|DSER	LOC6503057|XP_001963343.2|DANA
OG0005856	LOC110184479|XP_020808682.1|DSER	LOC6503215|XP_032311849.1|DANA
OG0005857	LOC110188235|XP_020813552.1|DSER	LOC6500135|XP_001953158.1|DANA
OG0005858	LOC110176600|XP_020798677.1|DSER	LOC6500535|XP_001953408.1|DANA
OG0005859	LOC110184893|XP_020809199.1|DSER	LOC6497202|XP_001962564.2|DANA
OG0005860	LOC110188734|XP_020814209.1|DSER	LOC6500443|XP_032305882.1|DANA
OG0005861	LOC110186384|XP_020811200.1|DSER	LOC6505635|XP_001964560.1|DANA
OG0005862	LOC110176089|XP_020797992.1|DSER	LOC6495433|XP_032306631.1|DANA
OG0005863	LOC110181124|XP_020804455.1|DSER	LOC6495908|XP_001959836.1|DANA
OG0005864	LOC110191735|XP_020818320.1|DSER	LOC6500474|XP_001953293.1|DANA
OG0005865	LOC110186372|XP_020811185.1|DSER	LOC6503397|XP_001967509.1|DANA
OG0005866	LOC110180265|XP_020803579.1|DSER	LOC6494318|XP_001960543.1|DANA
OG0005867	LOC110181198|XP_020804537.1|DSER	LOC6498142|XP_001962164.1|DANA
OG0005868	LOC110190909|XP_020817232.1|DSER	LOC26515287|XP_014764116.1|DANA
OG0005869	LOC110183258|XP_020807143.1|DSER	LOC6504101|XP_001964179.1|DANA
OG0005870	LOC110184173|XP_020808242.1|DSER	LOC6504660|XP_001966455.1|DANA
OG0005871	LOC110184238|XP_020808353.1|DSER	LOC6502162|XP_001966101.1|DANA
OG0005872	LOC110190590|XP_020816845.1|DSER	LOC6500842|XP_032305921.1|DANA
OG0005873	LOC110186569|XP_020811437.1|DSER	LOC6501203|XP_001954757.1|DANA
OG0005874	LOC110175968|XP_020797822.1|DSER	LOC6502589|XP_032312012.1|DANA, LOC116655073|XP_032308017.1|DANA
OG0005875	LOC110178664|XP_020801522.1|DSER	LOC6496498|XP_001961021.1|DANA
OG0005876	LOC110181659|XP_020805124.1|DSER	LOC6502220|XP_032308718.1|DANA
OG0005877	LOC110181742|XP_020805260.1|DSER	LOC116654459|XP_032311828.1|DANA
OG0005878	LOC110180650|XP_020804004.1|DSER	LOC6503596|XP_032308463.1|DANA
OG0005879	LOC110184321|XP_020808472.1|DSER	LOC6502279|XP_001966153.1|DANA
OG0005880	LOC110189899|XP_020815818.1|DSER	LOC6493566|XP_001958009.1|DANA
OG0005881	LOC110176200|XP_020798120.1|DSER	LOC6507805|XP_001956383.1|DANA
OG0005882	LOC110191982|XP_020818668.1|DSER	LOC6501867|XP_001967166.3|DANA
OG0005883	LOC110178714|XP_020801577.1|DSER	LOC6507384|XP_001956113.1|DANA
OG0005884	LOC110189932|XP_020815875.1|DSER	LOC6493065|XP_001956978.1|DANA
OG0005885	LOC110190883|XP_020817200.1|DSER	LOC6493274|XP_014764301.1|DANA
OG0005886	LOC110189947|XP_020815893.1|DSER	LOC6493706|XP_001958275.2|DANA
OG0005887	LOC110176306|XP_020798286.1|DSER	LOC6507250|XP_032309979.1|DANA
OG0005888	LOC110190389|XP_020816497.1|DSER	LOC6506087|XP_032305920.1|DANA, LOC116655747|XP_032309555.1|DANA
OG0005889	LOC110177529|XP_020799947.1|DSER	LOC6493730|XP_001958324.2|DANA
OG0005890	LOC110187058|XP_020812102.1|DSER	LOC6503685|XP_001963932.1|DANA
OG0005891	LOC110181226|XP_020804580.1|DSER	LOC6507902|XP_014765503.2|DANA
OG0005892	LOC110178910|XP_020801848.1|DSER	LOC6507908|XP_001956577.1|DANA
OG0005893	LOC110176128|XP_020798023.1|DSER	LOC6506330|XP_001958087.1|DANA
OG0005894	LOC110176129|XP_020798024.1|DSER	LOC6493603|XP_001958085.1|DANA
OG0005895	LOC110176130|XP_020798025.1|DSER	LOC6506331|XP_001958086.1|DANA
OG0005896	LOC110184668|XP_020808935.1|DSER	LOC6506758|XP_001957297.1|DANA
OG0005897	LOC110189965|XP_020815913.1|DSER	LOC6506108|XP_001958533.1|DANA
OG0005898	LOC110187017|XP_020812038.1|DSER	LOC6503920|XP_001963844.3|DANA
OG0005899	LOC110189641|XP_020815446.1|DSER	LOC6494809|XP_001959619.1|DANA
OG0005900	LOC110178181|XP_020800872.1|DSER	LOC6497695|XP_001961550.1|DANA
OG0005901	LOC110177713|XP_020800212.1|DSER	LOC6494494|XP_001960225.1|DANA
OG0005902	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER	LOC6496328|XP_001960709.1|DANA
OG0005903	LOC110188140|XP_020813395.1|DSER	LOC6501036|XP_001954429.2|DANA
OG0005904	LOC110186424|XP_020811269.1|DSER	LOC6501509|XP_001955392.2|DANA
OG0005905	LOC110189922|XP_020815856.1|DSER	LOC6506248|XP_014764693.1|DANA
OG0005906	LOC110189867|XP_020815747.1|DSER	LOC6493644|XP_001958156.3|DANA
OG0005907	LOC110190284|XP_020816319.1|DSER	LOC6507842|XP_001956455.1|DANA
OG0005908	LOC110189863|XP_020815741.1|DSER	LOC6506740|XP_001957326.1|DANA
OG0005909	LOC110179829|XP_020803094.1|DSER	LOC6507787|XP_001956341.2|DANA
OG0005910	LOC110176351|XP_020798339.1|DSER	LOC6494726|XP_001959785.1|DANA
OG0005911	LOC110176342|XP_020798330.1|DSER	LOC6495886|XP_001959784.1|DANA
OG0005912	LOC110176338|XP_020798319.1|DSER	LOC116654454|XP_014763126.1|DANA
OG0005913	LOC110177347|XP_020799698.1|DSER	LOC6500781|XP_001953907.1|DANA
OG0005914	LOC110179279|XP_020802427.1|DSER	LOC6495744|XP_001959479.1|DANA
OG0005915	LOC110179282|XP_020802429.1|DSER	LOC6495745|XP_001959480.1|DANA
OG0005916	LOC110179205|XP_020802282.1|DSER	LOC6494791|XP_001959661.1|DANA
OG0005917	LOC110177852|XP_020800457.1|DSER	LOC6494442|XP_001960309.1|DANA
OG0005918	LOC110184531|XP_020808766.1|DSER	LOC6503926|XP_001963859.1|DANA
OG0005919	LOC110191802|XP_020818415.1|DSER	LOC6495341|XP_032306759.1|DANA
OG0005920	LOC110178361|XP_020801152.1|DSER	LOC6496178|XP_014763656.1|DANA
OG0005921	LOC110177578|XP_020800016.1|DSER	LOC6507590|XP_001955961.3|DANA
OG0005922	LOC110179527|XP_020802766.1|DSER	LOC6503887|XP_001963785.1|DANA
OG0005923	LOC110178999|XP_020801988.1|DSER	LOC6507123|XP_001956631.1|DANA
OG0005924	LOC110178556|XP_020801385.1|DSER	LOC6507121|XP_001956633.1|DANA
OG0005925	LOC110177484|XP_020799892.1|DSER	LOC6506220|XP_001958321.1|DANA
OG0005926	LOC110179715|XP_020802988.1|DSER	LOC6503996|XP_001963976.1|DANA
OG0005927	LOC110187761|XP_020812884.1|DSER	LOC6501425|XP_001955227.1|DANA
OG0005928	LOC110179382|XP_020802555.1|DSER	LOC6501871|XP_014759626.1|DANA
OG0005929	LOC110177553|XP_020799985.1|DSER	LOC6507595|XP_001955972.1|DANA
OG0005930	LOC110180261|XP_020803576.1|DSER	LOC6496252|XP_001960546.2|DANA
OG0005931	LOC110189411|XP_020815125.1|DSER	LOC6493923|XP_001961317.2|DANA
OG0005932	LOC110177752|XP_020800271.1|DSER	LOC26514046|XP_014763969.1|DANA
OG0005933	LOC110178398|XP_020801195.1|DSER	LOC6495070|XP_001959130.1|DANA
OG0005934	LOC110178819|XP_020801747.1|DSER	LOC6496352|XP_001960749.3|DANA
OG0005935	LOC110190240|XP_020816259.1|DSER	LOC6493863|XP_001958581.2|DANA
OG0005936	LOC110185694|XP_020810320.1|DSER	LOC6497292|XP_001962379.1|DANA
OG0005937	LOC110190242|XP_020816265.1|DSER	LOC6506088|XP_001958578.1|DANA
OG0005938	LOC110191511|XP_020818041.1|DSER	LOC6496284|XP_032306440.1|DANA
OG0005939	LOC110175948|XP_020797795.1|DSER	LOC6505046|XP_001965569.1|DANA
OG0005940	LOC110177933|XP_020800572.1|DSER	LOC6496097|XP_014763628.1|DANA
OG0005941	LOC110191469|XP_020817981.1|DSER	LOC6495358|XP_001958657.1|DANA
OG0005942	LOC110189471|XP_020815208.1|DSER	LOC6493918|XP_032311489.1|DANA
OG0005943	LOC110189754|XP_020815624.1|DSER	LOC6493920|XP_032311549.1|DANA
OG0005944	LOC110189283|XP_020814966.1|DSER	LOC6496643|XP_001961320.1|DANA
OG0005945	LOC110189293|XP_020814983.1|DSER	LOC6496615|XP_001961266.1|DANA
OG0005946	LOC110177984|XP_020800640.1|DSER	LOC6496244|XP_001960527.2|DANA
OG0005947	LOC110185803|XP_020810506.1|DSER	LOC6496298|XP_001960643.1|DANA
OG0005948	LOC110189868|XP_020815748.1|DSER	LOC6493643|XP_001958153.1|DANA
OG0005949	LOC110179823|XP_020803087.1|DSER	LOC6507786|XP_032310254.1|DANA
OG0005950	LOC110183163|XP_020807014.1|DSER	LOC6497057|XP_001962838.1|DANA
OG0005951	LOC110190606|XP_020816858.1|DSER	LOC6493456|XP_014764384.1|DANA
OG0005952	LOC110183162|XP_020807012.1|DSER	LOC6498447|XP_014762130.1|DANA
OG0005953	LOC110187423|XP_020812472.1|DSER	LOC6497560|XP_001961815.1|DANA
OG0005954	LOC110187448|XP_020812496.1|DSER	LOC6497562|XP_001961811.1|DANA
OG0005955	LOC110184223|XP_020808340.1|DSER	LOC6501254|XP_001954860.2|DANA
OG0005956	LOC110190976|XP_020817343.1|DSER	LOC6494521|XP_001960183.1|DANA
OG0005957	LOC110184471|XP_020808679.1|DSER	LOC6503398|XP_032312330.1|DANA
OG0005958	LOC110176434|XP_020798443.1|DSER	LOC6499574|XP_001954356.1|DANA
OG0005959	LOC110183445|XP_020807384.1|DSER	LOC6497495|XP_001961965.1|DANA
OG0005960	LOC110179562|XP_020802802.1|DSER	LOC6502007|XP_001966859.1|DANA
OG0005961	LOC110176335|XP_020798316.1|DSER	LOC6495609|XP_001959194.1|DANA
OG0005962	LOC110182872|XP_020806673.1|DSER	LOC6495110|XP_001959030.1|DANA
OG0005963	LOC110184010|XP_020808035.1|DSER	LOC6497934|XP_001961748.1|DANA
OG0005964	LOC110177777|XP_020800303.1|DSER	LOC6494487|XP_001960238.1|DANA
OG0005965	LOC110189451|XP_020815182.1|DSER	LOC6494722|XP_001959796.1|DANA
OG0005966	LOC110178284|XP_020801015.1|DSER	LOC6495690|XP_001959389.1|DANA
OG0005967	LOC110181981|XP_020805588.1|DSER	LOC6507956|XP_001959038.1|DANA
OG0005968	LOC110175933|XP_020797775.1|DSER	LOC6495998|XP_014763581.1|DANA
OG0005969	LOC110191474|XP_020817993.1|DSER	LOC6495727|XP_001959448.3|DANA
OG0005970	LOC110178594|XP_020801439.1|DSER	LOC6493477|XP_001957833.1|DANA
OG0005971	LOC110189723|XP_020815572.1|DSER	LOC6496556|XP_001961140.1|DANA
OG0005972	LOC110184623|XP_020808875.1|DSER	LOC6493208|XP_001957264.1|DANA
OG0005973	LOC110178903|XP_020801839.1|DSER	LOC6506241|XP_001958279.1|DANA
OG0005974	LOC110184618|XP_020808870.1|DSER	LOC6493201|XP_032309773.1|DANA
OG0005975	LOC110184660|XP_020808922.1|DSER	LOC6506777|XP_001957263.1|DANA
OG0005976	LOC110187732|XP_020812847.1|DSER	LOC6505722|XP_014760773.1|DANA
OG0005977	LOC110179084|XP_020802132.1|DSER	LOC6495043|XP_001959179.1|DANA
OG0005978	LOC110179661|XP_020802931.1|DSER	LOC6494301|XP_001960572.1|DANA
OG0005979	LOC110179212|XP_020802305.1|DSER	LOC6494802|XP_014762992.1|DANA
OG0005980	LOC110189429|XP_020815158.1|DSER	LOC6495800|XP_032306737.1|DANA
OG0005981	LOC110179616|XP_020802877.1|DSER	LOC6503142|XP_032308959.1|DANA
OG0005982	LOC110189387|XP_020815096.1|DSER	LOC6494808|XP_001959620.1|DANA
OG0005983	LOC110180149|XP_020803458.1|DSER	LOC6502926|XP_001963576.1|DANA
OG0005984	LOC110179708|XP_020802977.1|DSER	LOC6504500|XP_032308148.1|DANA
OG0005985	LOC110181640|XP_020805106.1|DSER	LOC6503104|XP_032308921.1|DANA
OG0005986	LOC110181504|XP_020804933.1|DSER	LOC6503855|XP_001963722.1|DANA
OG0005987	LOC110181879|XP_020805465.1|DSER	LOC6502319|XP_001966228.1|DANA
OG0005988	LOC110178009|XP_020800681.1|DSER	LOC6494324|XP_001960531.1|DANA
OG0005989	LOC110189488|XP_020815236.1|DSER	LOC6494028|XP_032307103.1|DANA
OG0005990	LOC110176314|XP_020798289.1|DSER	LOC6495129|XP_001958992.1|DANA
OG0005991	LOC110178245|XP_020800955.1|DSER	LOC6495410|XP_032306302.1|DANA
OG0005992	LOC110185150|XP_020809510.1|DSER	LOC6493467|XP_001957820.1|DANA
OG0005993	LOC110185151|XP_020809511.1|DSER	LOC6506463|XP_014764776.1|DANA
OG0005994	LOC110190428|XP_020816567.1|DSER	LOC6506359|XP_032309904.1|DANA
OG0005995	LOC110184641|XP_020808898.1|DSER	LOC6506773|XP_001957267.2|DANA
OG0005996	LOC110190219|XP_020816235.1|DSER	LOC6506372|XP_001958005.1|DANA
OG0005997	LOC110189618|XP_020815416.1|DSER	LOC6493944|XP_001961272.1|DANA
OG0005998	LOC110176188|XP_020798098.1|DSER	LOC6506325|XP_001958097.1|DANA
OG0005999	LOC110179408|XP_020802593.1|DSER	LOC6507665|XP_001956109.1|DANA
OG0006000	LOC110182157|XP_020805823.1|DSER	LOC6496285|XP_032306664.1|DANA
OG0006001	LOC110176179|XP_020798085.1|DSER	LOC6493333|XP_032310634.1|DANA
OG0006002	LOC110191497|XP_020818022.1|DSER	LOC6494919|XP_001959421.1|DANA
OG0006003	LOC110176145|XP_020798040.1|DSER	LOC6506434|XP_001957885.1|DANA
OG0006004	LOC110187881|XP_020813023.1|DSER	LOC6498883|XP_001955745.1|DANA
OG0006005	LOC110179362|XP_020802534.1|DSER	LOC6495391|XP_001958731.1|DANA
OG0006006	LOC110179198|XP_020802274.1|DSER	LOC6494797|XP_001959649.1|DANA
OG0006007	LOC110189257|XP_020814927.1|DSER	LOC6496648|XP_001961330.1|DANA
OG0006008	LOC110184981|XP_020809290.1|DSER	LOC6498309|XP_001962508.1|DANA
OG0006009	LOC110184644|XP_020808902.1|DSER	LOC6506761|XP_001957288.1|DANA
OG0006010	LOC110190386|XP_020816474.1|DSER	LOC6493571|XP_001958018.3|DANA
OG0006011	LOC110178810|XP_020801729.1|DSER	LOC6506506|XP_001957752.2|DANA
OG0006012	LOC110181220|XP_020804566.1|DSER	LOC6507175|XP_014765091.1|DANA
OG0006013	LOC110189353|XP_020815054.1|DSER	LOC6495772|XP_001959543.2|DANA
OG0006014	LOC110190194|XP_020816203.1|DSER	LOC6493834|XP_001958526.1|DANA
OG0006015	LOC110177773|XP_020800298.1|DSER	LOC6495477|XP_014763323.1|DANA
OG0006016	LOC110178396|XP_020801193.1|DSER	LOC6494781|XP_001959681.1|DANA
OG0006017	LOC110189231|XP_020814873.1|DSER	LOC6495671|XP_001959357.1|DANA
OG0006018	LOC110184037|XP_020808070.1|DSER	LOC6496223|XP_001960480.1|DANA
OG0006019	LOC110187700|XP_020812794.1|DSER	LOC6494488|XP_001960235.1|DANA
OG0006020	LOC110184665|XP_020808932.1|DSER	LOC6506766|XP_001957278.2|DANA
OG0006022	LOC110185106|XP_020809454.1|DSER	LOC6505788|XP_001965026.1|DANA
OG0006023	LOC110187011|XP_020812033.1|DSER	LOC6501015|XP_001954377.1|DANA
OG0006024	LOC110181595|XP_020805048.1|DSER	LOC116654462|XP_032309354.1|DANA
OG0006025	LOC110178290|XP_020801020.1|DSER	LOC6495681|XP_032306361.1|DANA
OG0006026	LOC110188643|XP_020814077.1|DSER	LOC6498945|XP_014765840.1|DANA
OG0006027	LOC110176222|XP_020798168.1|DSER	LOC6494047|XP_001961084.1|DANA
OG0006028	LOC110189189|XP_020814815.1|DSER	LOC6496337|XP_001960721.1|DANA
OG0006029	LOC110178404|XP_020801203.1|DSER	LOC6495412|XP_001958785.1|DANA
OG0006030	LOC110190868|XP_020817178.1|DSER	LOC6500009|XP_001953415.1|DANA
OG0006031	LOC110176321|XP_020798298.1|DSER	LOC6495139|XP_001958973.3|DANA
OG0006032	LOC110191979|XP_020818664.1|DSER	LOC6504389|XP_014759453.2|DANA
OG0006034	LOC110177262|XP_020799571.1|DSER	LOC6499799|XP_032312230.1|DANA
OG0006035	LOC110191865|XP_020818503.1|DSER	LOC6499271|XP_001954984.1|DANA
OG0006036	LOC110177898|XP_020800526.1|DSER	LOC6504566|XP_001964899.1|DANA
OG0006037	LOC110191007|XP_020817387.1|DSER	LOC6496359|XP_001960760.2|DANA
OG0006038	LOC110186506|XP_020811365.1|DSER	LOC6499149|XP_001955208.2|DANA
OG0006039	LOC110189332|XP_020815034.1|DSER	LOC6496651|XP_001961335.1|DANA
OG0006040	LOC110189788|XP_020815680.1|DSER	LOC6496554|XP_001961133.1|DANA
OG0006041	LOC110181702|XP_020805205.1|DSER	LOC6503038|XP_001963362.1|DANA
OG0006042	LOC110178408|XP_020801209.1|DSER	LOC6496220|XP_032306234.1|DANA
OG0006043	LOC110178905|XP_020801841.1|DSER	LOC6507850|XP_032309899.1|DANA
OG0006044	LOC110179483|XP_020802715.1|DSER	LOC6504785|XP_001966339.2|DANA
OG0006045	LOC110189510|XP_020815277.1|DSER	LOC6499654|XP_001954209.1|DANA
OG0006046	LOC110176079|XP_020797982.1|DSER	LOC6494293|XP_001960586.1|DANA
OG0006047	LOC110190282|XP_020816317.1|DSER	LOC6507961|XP_001956437.2|DANA
OG0006048	LOC110181235|XP_020804597.1|DSER	LOC6507168|XP_001956554.1|DANA
OG0006049	LOC110180644|XP_020803997.1|DSER	LOC6498758|XP_001967263.1|DANA
OG0006050	LOC110188087|XP_020813303.1|DSER	LOC6500567|XP_032306574.1|DANA
OG0006051	LOC110180460|XP_020803795.1|DSER	LOC6503072|XP_001963374.1|DANA
OG0006052	LOC110180244|XP_020803560.1|DSER	LOC6496201|XP_001960436.1|DANA
OG0006053	LOC110185275|XP_020809681.1|DSER	LOC6506206|XP_001958345.1|DANA
OG0006054	LOC110185416|XP_020809888.1|DSER	LOC26514963|XP_014759739.1|DANA
OG0006055	LOC110191294|XP_020817763.1|DSER	LOC6499835|XP_001953813.1|DANA
OG0006056	LOC110178296|XP_020801043.1|DSER	LOC6496219|XP_001960471.1|DANA
OG0006057	LOC110188892|XP_020814470.1|DSER	LOC6507086|XP_001956694.2|DANA
OG0006058	LOC110186368|XP_020811177.1|DSER	LOC6505864|XP_032305524.1|DANA
OG0006059	LOC110177466|XP_020799862.1|DSER	LOC6493733|XP_014764523.1|DANA
OG0006060	LOC110177467|XP_020799864.1|DSER	LOC6506213|XP_032310069.1|DANA
OG0006061	LOC110182576|XP_020806284.1|DSER	LOC6505158|XP_001965457.2|DANA
OG0006062	LOC110189959|XP_020815909.1|DSER	LOC6499537|XP_001954416.1|DANA
OG0006063	LOC110183212|XP_020807084.1|DSER	LOC6496974|XP_001963017.1|DANA
OG0006064	LOC110184112|XP_020808164.1|DSER	LOC6495742|XP_001959476.1|DANA
OG0006065	LOC110188842|XP_020814403.1|DSER	LOC6507544|XP_001955887.1|DANA
OG0006066	LOC110189303|XP_020814994.1|DSER	LOC6494810|XP_001959617.1|DANA
OG0006067	LOC110189240|XP_020814883.1|DSER	LOC6495234|XP_032306929.1|DANA
OG0006068	LOC110184419|XP_020808613.1|DSER	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA
OG0006069	LOC110178877|XP_020801809.1|DSER	LOC6507205|XP_032310285.1|DANA
OG0006070	LOC110190117|XP_020816090.1|DSER	LOC6506368|XP_001958012.1|DANA
OG0006071	LOC110177304|XP_020799628.1|DSER	LOC6499099|XP_001955304.1|DANA
OG0006072	LOC110188811|XP_020814348.1|DSER	LOC6507497|XP_001955886.1|DANA
OG0006073	LOC110178637|XP_020801485.1|DSER	LOC6492959|XP_001956750.2|DANA
OG0006074	LOC110187141|XP_020812214.1|DSER	LOC6502240|XP_001966047.2|DANA
OG0006075	LOC110184534|XP_020808770.1|DSER, LOC110184581|XP_020808825.1|DSER	LOC116654453|XP_032308478.1|DANA
OG0006076	LOC110178482|XP_020801283.1|DSER	LOC6494638|XP_001959968.1|DANA
OG0006077	LOC110189882|XP_020815785.1|DSER	LOC6493584|XP_001958040.2|DANA
OG0006078	LOC110189945|XP_020815891.1|DSER	LOC6493583|XP_001958039.1|DANA
OG0006079	LOC110176716|XP_020798816.1|DSER	LOC6506747|XP_014764887.1|DANA
OG0006080	LOC110176711|XP_020798810.1|DSER	LOC6493233|XP_001957321.1|DANA
OG0006081	LOC110176506|XP_020798543.1|DSER	LOC6495326|XP_001958625.1|DANA
OG0006082	LOC110191862|XP_020818504.1|DSER	LOC6495327|XP_001958623.1|DANA
OG0006083	LOC110185218|XP_020809606.1|DSER	LOC6493669|XP_032310594.1|DANA
OG0006084	LOC110179978|XP_020803222.1|DSER	LOC6506729|XP_032310635.1|DANA
OG0006085	LOC110190218|XP_020816234.1|DSER	LOC6506367|XP_001958013.1|DANA
OG0006086	LOC110190001|XP_020815960.1|DSER	LOC6506369|XP_014764721.1|DANA
OG0006087	LOC110179028|XP_020802042.1|DSER	LOC6496273|XP_001960587.2|DANA
OG0006088	LOC110178926|XP_020801873.1|DSER	LOC6507856|XP_001956478.1|DANA
OG0006089	LOC110180455|XP_020803789.1|DSER	LOC6504018|XP_001964014.2|DANA
OG0006090	LOC110188219|XP_020813519.1|DSER, LOC110191350|XP_020817857.1|DSER	LOC6506908|XP_032309498.1|DANA
OG0006091	LOC110190578|XP_020816825.1|DSER	LOC6507300|XP_001956289.3|DANA
OG0006092	LOC110181516|XP_020804948.1|DSER	LOC26515299|XP_014761228.2|DANA
OG0006093	LOC110189448|XP_020815180.1|DSER	LOC6494723|XP_001959794.1|DANA
OG0006094	LOC110179010|XP_020802009.1|DSER	LOC6507914|XP_032310434.1|DANA
OG0006095	LOC110189001|XP_020814612.1|DSER	LOC6495084|XP_001959098.3|DANA
OG0006096	LOC110178044|XP_020800720.1|DSER	LOC6496368|XP_001960774.1|DANA
OG0006097	LOC110185208|XP_020809592.1|DSER	LOC6506274|XP_032310647.1|DANA
OG0006098	LOC110187501|XP_020812553.1|DSER	LOC6507178|XP_001965325.2|DANA
OG0006099	LOC110177711|XP_020800211.1|DSER	LOC6495158|XP_032306076.1|DANA
OG0006100	LOC110177744|XP_020800266.1|DSER	LOC6496398|XP_001960830.1|DANA
OG0006101	LOC110183333|XP_020807239.1|DSER	LOC6498582|XP_001963109.1|DANA
OG0006102	LOC110180366|XP_020803695.1|DSER	LOC6495194|XP_001958881.1|DANA
OG0006103	LOC110181631|XP_020805097.1|DSER	LOC6503114|XP_032308895.1|DANA
OG0006104	LOC110183532|XP_020807488.1|DSER	LOC6492913|XP_001963674.1|DANA
OG0006105	LOC110183518|XP_020807464.1|DSER	LOC6503826|XP_001963673.2|DANA
OG0006106	LOC110177518|XP_020799933.1|DSER	LOC6507266|XP_014765121.1|DANA
OG0006107	LOC110179245|XP_020802362.1|DSER	LOC6495821|XP_032306043.1|DANA
OG0006108	LOC110178846|XP_020801765.1|DSER	LOC6503698|XP_001963904.1|DANA
OG0006109	LOC110190415|XP_020816541.1|DSER	LOC6506083|XP_001958591.1|DANA
OG0006110	LOC110185229|XP_020809622.1|DSER	LOC6506281|XP_001958206.1|DANA
OG0006111	LOC110179202|XP_020802279.1|DSER	LOC6495832|XP_001959676.1|DANA
OG0006112	LOC110191635|XP_020818185.1|DSER	LOC116654698|XP_032306398.1|DANA
OG0006113	LOC110190073|XP_020816037.1|DSER	LOC6506577|XP_001957614.1|DANA
OG0006114	LOC110186597|XP_020811484.1|DSER	LOC6505585|XP_001964646.1|DANA
