Orthogroup	DSER.longest_only	DALB.longest_only
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC117572009|XP_034110419.1|DALB
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC117570918|XP_034108717.1|DALB
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC117568277|XP_034104661.1|DALB
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC117569514|XP_034106596.1|DALB
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC117572568|XP_034111339.1|DALB
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC117572358|XP_034111012.1|DALB
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC117569150|XP_034106101.1|DALB
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC117567955|XP_034104145.1|DALB
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC117574551|XP_034114313.1|DALB
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC117572560|XP_034111327.1|DALB
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC117571382|XP_034109392.1|DALB
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC117569828|XP_034107044.1|DALB
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC117569821|XP_034107035.1|DALB
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC117568565|XP_034105183.1|DALB
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC117566387|XP_034101783.1|DALB
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC117572511|XP_034111255.1|DALB
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC117568892|XP_034105684.1|DALB
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC117567295|XP_034103063.1|DALB
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC117570806|XP_034108552.1|DALB
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC117576335|XP_034116900.1|DALB
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC117569322|XP_034106340.1|DALB
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC117569469|XP_034106528.1|DALB
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC117571436|XP_034109471.1|DALB
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC117567730|XP_034103785.1|DALB
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC117567073|XP_034102709.1|DALB
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC117569296|XP_034106294.1|DALB
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC117568861|XP_034105639.1|DALB
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC117565376|XP_034100341.1|DALB
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC117572500|XP_034111242.1|DALB
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC117566547|XP_034101980.1|DALB
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC117570525|XP_034108119.1|DALB
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC117568216|XP_034104581.1|DALB
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC117570396|XP_034107906.1|DALB
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC117569291|XP_034106287.1|DALB
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC117575240|XP_034115263.1|DALB
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC117567560|XP_034103511.1|DALB
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC117569748|XP_034106927.1|DALB, LOC117571932|XP_034110312.1|DALB
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC117567929|XP_034104105.1|DALB
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC117571013|XP_034108862.1|DALB
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC117567920|XP_034104092.1|DALB
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC117570333|XP_034107775.1|DALB
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC117566826|XP_034102282.1|DALB
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC117566550|XP_034101983.1|DALB
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC117567585|XP_034103557.1|DALB
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC117568721|XP_034105430.1|DALB
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC117564151|XP_034098708.1|DALB
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC117567025|XP_034102615.1|DALB
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC117570963|XP_034108796.1|DALB
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC117572280|XP_034110878.1|DALB
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC117571591|XP_034109698.1|DALB
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC117571589|XP_034109696.1|DALB
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC117568279|XP_034104681.1|DALB
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC117572719|XP_034111672.1|DALB
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC117567398|XP_034103246.1|DALB
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC117567401|XP_034103251.1|DALB
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC117570205|XP_034107584.1|DALB
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC117571158|XP_034109057.1|DALB
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC117571553|XP_034109647.1|DALB
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC117567582|XP_034103554.1|DALB
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC117566062|XP_034101410.1|DALB
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC117572631|XP_034111481.1|DALB
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC117573975|XP_034113414.1|DALB
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC117571715|XP_034109905.1|DALB
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC117567432|XP_034103323.1|DALB
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC117572600|XP_034111404.1|DALB
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC117571639|XP_034109756.1|DALB
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC117571720|XP_034109912.1|DALB
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC117563366|XP_034097556.1|DALB
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC117572031|XP_034110473.1|DALB
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC117571888|XP_034110243.1|DALB
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC117566805|XP_034102244.1|DALB
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC117568813|XP_034105568.1|DALB
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC117569797|XP_034106997.1|DALB
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC117566672|XP_034102109.1|DALB
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC117570679|XP_034108369.1|DALB
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC117568640|XP_034105320.1|DALB
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC117569513|XP_034106592.1|DALB
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC117567590|XP_034103563.1|DALB
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC117574357|XP_034114119.1|DALB
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC117572756|XP_034111731.1|DALB
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC117569297|XP_034106296.1|DALB
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC117570517|XP_034108109.1|DALB
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC117572435|XP_034111154.1|DALB
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC117570699|XP_034108393.1|DALB
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC117570428|XP_034107973.1|DALB
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC117568242|XP_034104610.1|DALB
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC117566817|XP_034102269.1|DALB
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC117571930|XP_034110309.1|DALB
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC117568185|XP_034104532.1|DALB
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC117567978|XP_034104187.1|DALB
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC117572173|XP_034110714.1|DALB
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC117569893|XP_034107126.1|DALB
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC117567405|XP_034103255.1|DALB
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC117572434|XP_034111152.1|DALB
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC117572429|XP_034111145.1|DALB
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC117572274|XP_034110868.1|DALB
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC117572690|XP_034111625.1|DALB
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC117568154|XP_034104463.1|DALB
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC117567816|XP_034103942.1|DALB
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC117572006|XP_034110413.1|DALB
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC110188927|XP_020814511.1|DSER	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC110190311|XP_020816359.1|DSER	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC110190771|XP_020817061.1|DSER	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC110183553|XP_020807512.1|DSER	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC110179416|XP_020802603.1|DSER	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC110178463|XP_020801262.1|DSER	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC117566570|XP_034102003.1|DALB
OG0005187	LOC110189683|XP_020815518.1|DSER	LOC117571680|XP_034109812.1|DALB
OG0005188	LOC110189615|XP_020815412.1|DSER	LOC117572714|XP_034111668.1|DALB
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC117565514|XP_034100558.1|DALB
OG0005190	LOC110189075|XP_020814705.1|DSER	LOC117571026|XP_034108876.1|DALB
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC110177081|XP_020799256.1|DSER	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC110182860|XP_020806659.1|DSER	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC110182742|XP_020806506.1|DSER	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC110184658|XP_020808919.1|DSER	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC110191718|XP_020818298.1|DSER	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC110177475|XP_020799875.1|DSER	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC110182746|XP_020806549.1|DSER	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC110189421|XP_020815141.1|DSER	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC110184040|XP_020808074.1|DSER	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC110188603|XP_020814063.1|DSER	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC110176780|XP_020798877.1|DSER	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC110185959|XP_020810636.1|DSER	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC110183797|XP_020807811.1|DSER	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC110181094|XP_020804422.1|DSER	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC110177125|XP_020799356.1|DSER	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC110179985|XP_020803238.1|DSER	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC110185832|XP_020810498.1|DSER	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC110185963|XP_020810641.1|DSER	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC110179826|XP_020803091.1|DSER	LOC117570602|XP_034108237.1|DALB
OG0005212	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER	LOC117570840|XP_034108611.1|DALB
OG0005213	LOC110183492|XP_020807434.1|DSER	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC110177098|XP_020799292.1|DSER	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC110178121|XP_020800799.1|DSER	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC110181364|XP_020804747.1|DSER	LOC117563658|XP_034097964.1|DALB
OG0005217	LOC110185047|XP_020809368.1|DSER	LOC117577417|XP_034118215.1|DALB
OG0005218	LOC110181424|XP_020804824.1|DSER	LOC117564768|XP_034099556.1|DALB
OG0005219	LOC110188982|XP_020814589.1|DSER	LOC117569889|XP_034107120.1|DALB
OG0005220	LOC110178731|XP_020801613.1|DSER	LOC117569357|XP_034106381.1|DALB
OG0005221	LOC110183772|XP_020807788.1|DSER	LOC117565713|XP_034100852.1|DALB
OG0005222	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER	LOC117565326|XP_034100255.1|DALB
OG0005223	LOC110185067|XP_020809406.1|DSER	LOC117565150|XP_034100020.1|DALB
OG0005224	LOC110183865|XP_020807877.1|DSER	LOC117563887|XP_034098336.1|DALB
OG0005226	LOC110176850|XP_020798979.1|DSER	LOC117563382|XP_034097580.1|DALB
OG0005227	LOC110181201|XP_020804541.1|DSER	LOC117565876|XP_034101107.1|DALB
OG0005228	LOC110181208|XP_020804547.1|DSER	LOC117565873|XP_034101104.1|DALB
OG0005229	LOC110177024|XP_020799199.1|DSER	LOC117566050|XP_034101392.1|DALB
OG0005230	LOC110183169|XP_020807020.1|DSER	LOC117566183|XP_034101579.1|DALB
OG0005231	LOC110178142|XP_020800828.1|DSER	LOC117565352|XP_034100301.1|DALB
OG0005232	LOC110185672|XP_020810294.1|DSER	LOC117564756|XP_034099540.1|DALB
OG0005233	LOC110185780|XP_020810442.1|DSER	LOC117564159|XP_034098717.1|DALB
OG0005234	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER	LOC117565136|XP_034099997.1|DALB
OG0005235	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER	LOC117563245|XP_034097347.1|DALB
OG0005236	LOC110186089|XP_020810785.1|DSER	LOC117565588|XP_034100678.1|DALB
OG0005237	LOC110185800|XP_020810462.1|DSER	LOC117564152|XP_034098709.1|DALB
OG0005238	LOC110185986|XP_020810668.1|DSER	LOC117564153|XP_034098710.1|DALB
OG0005239	LOC110182248|XP_020805923.1|DSER, LOC110178430|XP_020801223.1|DSER	LOC117566077|XP_034101446.1|DALB
OG0005240	LOC110183332|XP_020807238.1|DSER	LOC117565241|XP_034100143.1|DALB
OG0005241	LOC110186102|XP_020810806.1|DSER	LOC117563502|XP_034097765.1|DALB
OG0005243	LOC110176952|XP_020799113.1|DSER	LOC117566203|XP_034101620.1|DALB
OG0005244	LOC110186715|XP_020811645.1|DSER	LOC117574239|XP_034113843.1|DALB
OG0005245	LOC110177146|XP_020799383.1|DSER	LOC117576878|XP_034117878.1|DALB
OG0005246	LOC110187554|XP_020812602.1|DSER	LOC117563568|XP_034097841.1|DALB
OG0005247	LOC110181125|XP_020804456.1|DSER	LOC117566918|XP_034102430.1|DALB
OG0005248	LOC110188688|XP_020814150.1|DSER	LOC117571544|XP_034109631.1|DALB
OG0005249	LOC110189426|XP_020815153.1|DSER	LOC117573323|XP_034112322.1|DALB
OG0005250	LOC110182747|XP_020806516.1|DSER	LOC117577400|XP_034118198.1|DALB
OG0005251	LOC110183300|XP_020807197.1|DSER	LOC117564481|XP_034099173.1|DALB
OG0005252	LOC110181346|XP_020804727.1|DSER	LOC117565662|XP_034100775.1|DALB
OG0005253	LOC110187442|XP_020812490.1|DSER	LOC117563782|XP_034098179.1|DALB
OG0005254	LOC110185975|XP_020810656.1|DSER	LOC117563444|XP_034097672.1|DALB
OG0005255	LOC110185953|XP_020810631.1|DSER	LOC117563443|XP_034097671.1|DALB
OG0005256	LOC110188776|XP_020814277.1|DSER	LOC117564112|XP_034098656.1|DALB
OG0005257	LOC110183852|XP_020807861.1|DSER	LOC117565373|XP_034100332.1|DALB
OG0005258	LOC110183746|XP_020807760.1|DSER	LOC117564546|XP_034099260.1|DALB
OG0005259	LOC110185604|XP_020810206.1|DSER	LOC117563470|XP_034097716.1|DALB
OG0005260	LOC110185605|XP_020810209.1|DSER	LOC117563472|XP_034097719.1|DALB
OG0005261	LOC110183388|XP_020807314.1|DSER	LOC117566197|XP_034101605.1|DALB
OG0005262	LOC110187382|XP_020812429.1|DSER	LOC117563741|XP_034098112.1|DALB
OG0005263	LOC110185709|XP_020810343.1|DSER	LOC117563640|XP_034097940.1|DALB
OG0005264	LOC110187784|XP_020812913.1|DSER	LOC117576183|XP_034116664.1|DALB
OG0005265	LOC110181384|XP_020804774.1|DSER	LOC117564643|XP_034099394.1|DALB
OG0005266	LOC110185600|XP_020810202.1|DSER	LOC117563492|XP_034097745.1|DALB
OG0005267	LOC110184913|XP_020809217.1|DSER	LOC117563651|XP_034097952.1|DALB
OG0005268	LOC110184912|XP_020809216.1|DSER	LOC117563650|XP_034097951.1|DALB
OG0005269	LOC110184916|XP_020809220.1|DSER	LOC117563711|XP_034098049.1|DALB
OG0005270	LOC110183151|XP_020807000.1|DSER	LOC117564628|XP_034099375.1|DALB
OG0005271	LOC110183813|XP_020807824.1|DSER	LOC117578375|XP_034119696.1|DALB
OG0005272	LOC110183814|XP_020807825.1|DSER	LOC117565603|XP_034100695.1|DALB
OG0005273	LOC110183822|XP_020807833.1|DSER	LOC117563457|XP_034097701.1|DALB
OG0005274	LOC110183176|XP_020807027.1|DSER	LOC117564140|XP_034098694.1|DALB
OG0005275	LOC110183373|XP_020807294.1|DSER	LOC117564472|XP_034099161.1|DALB
OG0005276	LOC110187538|XP_020812590.1|DSER	LOC117564747|XP_034099528.1|DALB
OG0005277	LOC110187563|XP_020812610.1|DSER	LOC117566010|XP_034101322.1|DALB
OG0005278	LOC110182863|XP_020806664.1|DSER	LOC117571250|XP_034109194.1|DALB
OG0005279	LOC110185869|XP_020810538.1|DSER	LOC117564397|XP_034099009.1|DALB
OG0005280	LOC110185540|XP_020810106.1|DSER	LOC117565868|XP_034101096.1|DALB
OG0005281	LOC110184946|XP_020809251.1|DSER	LOC117564898|XP_034099739.1|DALB
OG0005282	LOC110187650|XP_020812717.1|DSER	LOC117573414|XP_034112510.1|DALB
OG0005283	LOC110188722|XP_020814198.1|DSER	LOC117574169|XP_034113751.1|DALB
OG0005284	LOC110187429|XP_020812476.1|DSER	LOC117566008|XP_034101320.1|DALB
OG0005285	LOC110187437|XP_020812487.1|DSER	LOC117566007|XP_034101319.1|DALB
OG0005286	LOC110186115|XP_020810822.1|DSER	LOC117565872|XP_034101099.1|DALB
OG0005287	LOC110185993|XP_020810679.1|DSER	LOC117564668|XP_034099423.1|DALB
OG0005288	LOC110182679|XP_020806425.1|DSER	LOC117564536|XP_034099249.1|DALB
OG0005289	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER	LOC117564482|XP_034099177.1|DALB
OG0005290	LOC110177245|XP_020799548.1|DSER	LOC117574057|XP_034113564.1|DALB
OG0005293	LOC110185899|XP_020810572.1|DSER	LOC117563508|XP_034097774.1|DALB
OG0005294	LOC110184995|XP_020809306.1|DSER	LOC117563404|XP_034097628.1|DALB
OG0005296	LOC110187693|XP_020812785.1|DSER	LOC117573775|XP_034113065.1|DALB
OG0005297	LOC110183866|XP_020807878.1|DSER	LOC117565077|XP_034099918.1|DALB
