Orthogroup	DSER.longest_only	DVIR.longest_only
OG0003939	LOC110187375|XP_020812424.1|DSER	LOC6627963|XP_002051616.1|DVIR
OG0003940	LOC110182335|XP_020806026.1|DSER	LOC6629219|XP_002051939.1|DVIR
OG0003941	LOC110182354|XP_020806053.1|DSER	LOC6628139|XP_002052307.1|DVIR
OG0003942	LOC110176944|XP_020799104.1|DSER	LOC6628427|XP_002051866.1|DVIR
OG0003943	LOC110182388|XP_020806087.1|DSER	LOC6627681|XP_002051738.1|DVIR
OG0003944	LOC110183961|XP_020807976.1|DSER	LOC6628313|XP_002052737.1|DVIR
OG0003945	LOC110181130|XP_020804460.1|DSER	LOC6625871|XP_002050791.1|DVIR
OG0003946	LOC110181348|XP_020804728.1|DSER	LOC6633993|XP_002057660.1|DVIR
OG0003947	LOC110181354|XP_020804737.1|DSER	LOC6633914|XP_002057648.1|DVIR
OG0003948	LOC110187232|XP_020812289.1|DSER	LOC6628216|XP_002052702.1|DVIR
OG0003949	LOC110187236|XP_020812293.1|DSER, LOC110179962|XP_020803202.1|DSER	LOC6628217|XP_032294242.1|DVIR
OG0003950	LOC110185739|XP_020810390.1|DSER	LOC6627581|XP_002051394.1|DVIR
OG0003951	LOC110185690|XP_020810317.1|DSER	LOC6627575|XP_002051388.1|DVIR
OG0003952	LOC110183171|XP_020807022.1|DSER	LOC6629228|XP_002051254.1|DVIR
OG0003953	LOC110185561|XP_020810140.1|DSER	LOC6627646|XP_002052497.1|DVIR
OG0003954	LOC110183598|XP_020807571.1|DSER	LOC6623948|XP_032290472.1|DVIR
OG0003955	LOC110183283|XP_020807173.1|DSER	LOC26531326|XP_015028920.1|DVIR
OG0003956	LOC110178139|XP_020800826.1|DSER	LOC6628651|XP_032293968.1|DVIR
OG0003957	LOC110191300|XP_020817770.1|DSER	LOC6624077|XP_002046872.1|DVIR
OG0003958	LOC110191983|XP_020818669.1|DSER	LOC6631912|XP_032296272.1|DVIR
OG0003959	LOC110182995|XP_020806845.1|DSER	LOC6635895|XP_032291824.1|DVIR
OG0003960	LOC110184608|XP_020808860.1|DSER	LOC6631312|XP_002055055.1|DVIR
OG0003961	LOC110176989|XP_020799157.1|DSER	LOC6628451|XP_002051654.1|DVIR
OG0003962	LOC110182352|XP_020806051.1|DSER	LOC6628421|XP_002051860.1|DVIR
OG0003963	LOC110181449|XP_020804850.1|DSER	LOC6634118|XP_002057719.1|DVIR
OG0003964	LOC110176877|XP_020799012.1|DSER	LOC6628377|XP_002052629.2|DVIR
OG0003965	LOC110182594|XP_020806307.1|DSER	LOC6628038|XP_032294399.1|DVIR
OG0003966	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER	LOC6627489|XP_002051294.1|DVIR
OG0003967	LOC110189709|XP_020815543.1|DSER	LOC6627040|XP_032292667.1|DVIR
OG0003968	LOC110189419|XP_020815136.1|DSER	LOC6624770|XP_015030110.1|DVIR
OG0003969	LOC110189500|XP_020815263.1|DSER	LOC6625897|XP_002050118.1|DVIR
OG0003970	LOC110187578|XP_020812624.1|DSER	LOC6627771|XP_002052833.2|DVIR
OG0003971	LOC110183383|XP_020807307.1|DSER	LOC6629057|XP_002052385.2|DVIR
OG0003972	LOC110176213|XP_020798146.1|DSER	LOC6622070|XP_032290704.1|DVIR
OG0003973	LOC110184110|XP_020808161.1|DSER	LOC6627255|XP_015029603.1|DVIR
OG0003974	LOC110176346|XP_020798333.1|DSER	LOC6624826|XP_002049565.1|DVIR
OG0003975	LOC110183031|XP_020806876.1|DSER	LOC6633982|XP_032293461.1|DVIR
OG0003976	LOC110185868|XP_020810537.1|DSER	LOC6633934|XP_002057604.1|DVIR
OG0003977	LOC110185056|XP_020809391.1|DSER	LOC6634323|XP_002057676.1|DVIR
OG0003978	LOC110190109|XP_020816076.1|DSER	LOC6622411|XP_002047494.1|DVIR
OG0003979	LOC110183306|XP_020807204.1|DSER	LOC6635665|XP_002059200.1|DVIR
OG0003980	LOC110188298|XP_020813659.1|DSER	LOC6630103|XP_002053696.1|DVIR
OG0003981	LOC110184817|XP_020809116.1|DSER	LOC6635668|XP_002059203.1|DVIR
OG0003982	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER	LOC6634291|XP_002057443.2|DVIR
OG0003983	LOC110185820|XP_020810484.1|DSER	LOC6634147|XP_002057624.1|DVIR
OG0003984	LOC110183737|XP_020807743.1|DSER	LOC6628463|XP_002051538.1|DVIR
OG0003985	LOC110181435|XP_020804836.1|DSER	LOC26531443|XP_015028934.1|DVIR
OG0003986	LOC110182688|XP_020806440.1|DSER	LOC6628630|XP_002052572.3|DVIR
OG0003987	LOC110182691|XP_020806443.1|DSER	LOC6628629|XP_002052571.1|DVIR
OG0003988	LOC110187364|XP_020812414.1|DSER	LOC6628886|XP_032294612.1|DVIR
OG0003989	LOC110187320|XP_020812367.1|DSER	LOC6629207|XP_002052626.1|DVIR
OG0003990	LOC110185610|XP_020810215.1|DSER	LOC6628516|XP_002051502.1|DVIR
OG0003991	LOC110179160|XP_020802208.1|DSER	LOC6627371|XP_002052137.2|DVIR
OG0003992	LOC110187296|XP_020812344.1|DSER	LOC6627310|XP_032294184.1|DVIR
OG0003993	LOC110185999|XP_020810686.1|DSER	LOC6629020|XP_032294296.1|DVIR
OG0003994	LOC110177358|XP_020799710.1|DSER	LOC6630222|XP_002054796.1|DVIR
OG0003995	LOC110178418|XP_020801247.1|DSER	LOC6625759|XP_002048725.1|DVIR
OG0003996	LOC110178347|XP_020801124.1|DSER	LOC6626966|XP_002048709.2|DVIR
OG0003997	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER	LOC6628702|XP_032294206.1|DVIR
OG0003998	LOC110189829|XP_020815684.1|DSER	LOC26530690|XP_015028841.1|DVIR
OG0003999	LOC110176563|XP_020798610.1|DSER	LOC6627484|XP_002051289.1|DVIR
OG0004000	LOC110182061|XP_020805681.1|DSER	LOC6635549|XP_002059096.3|DVIR
OG0004001	LOC110191664|XP_020818221.1|DSER	LOC6635313|XP_002058848.1|DVIR
OG0004002	LOC110185928|XP_020810601.1|DSER	LOC6634007|XP_002057828.1|DVIR
OG0004003	LOC110183187|XP_020807041.1|DSER	LOC6629211|XP_032293490.1|DVIR
OG0004004	LOC110176879|XP_020799014.1|DSER	LOC6627675|XP_032294624.1|DVIR
OG0004005	LOC110187419|XP_020812467.1|DSER	LOC6628032|XP_032294620.1|DVIR
OG0004006	LOC110184993|XP_020809303.1|DSER	LOC6627495|XP_002052203.1|DVIR
OG0004007	LOC110183791|XP_020807806.1|DSER	LOC6628232|XP_002051802.1|DVIR
OG0004008	LOC110178090|XP_020800752.1|DSER	LOC6628720|XP_032293914.1|DVIR
OG0004009	LOC110184962|XP_020809269.1|DSER	LOC6627351|XP_002051962.1|DVIR
OG0004010	LOC110186009|XP_020810702.1|DSER	LOC6633974|XP_015025272.1|DVIR
OG0004011	LOC110185140|XP_020809500.1|DSER	LOC6634064|XP_002057866.2|DVIR
OG0004012	LOC110188529|XP_020813933.1|DSER	LOC6631213|XP_002053956.1|DVIR
OG0004013	LOC110186119|XP_020810827.1|DSER	LOC6634048|XP_002057501.1|DVIR
OG0004014	LOC110176212|XP_020798145.1|DSER	LOC6622581|XP_002047981.1|DVIR
OG0004015	LOC110182609|XP_020806330.1|DSER	LOC6629102|XP_002051686.1|DVIR
OG0004016	LOC110183309|XP_020807208.1|DSER	LOC6633887|XP_002057420.1|DVIR
OG0004017	LOC110186085|XP_020810782.1|DSER	LOC6635699|XP_002059272.1|DVIR
OG0004018	LOC110189564|XP_020815352.1|DSER	LOC6636399|XP_002059968.1|DVIR
OG0004019	LOC110185003|XP_020809318.1|DSER	LOC6629162|XP_002052365.1|DVIR
OG0004020	LOC110187242|XP_020812299.1|DSER	LOC6627321|XP_002051697.1|DVIR
OG0004021	LOC110183973|XP_020807987.1|DSER	LOC6627316|XP_002051692.1|DVIR
OG0004022	LOC110181189|XP_020804525.1|DSER	LOC6627831|XP_002051755.1|DVIR
OG0004023	LOC110181254|XP_020804623.1|DSER	LOC6626136|XP_032293155.1|DVIR
OG0004024	LOC110181159|XP_020804492.1|DSER	LOC6627567|XP_032294440.1|DVIR
OG0004025	LOC110183410|XP_020807345.1|DSER	LOC6629090|XP_002052437.1|DVIR
OG0004026	LOC110182281|XP_020805959.1|DSER	LOC6628501|XP_002051836.1|DVIR
OG0004027	LOC110180235|XP_020803550.1|DSER	LOC6627144|XP_002048956.2|DVIR
OG0004028	LOC110183120|XP_020806969.1|DSER	LOC6634242|XP_015025340.1|DVIR
OG0004029	LOC110183857|XP_020807870.1|DSER	LOC6634378|XP_002057572.1|DVIR
OG0004030	LOC110191500|XP_020818025.1|DSER	LOC6625543|XP_002049978.2|DVIR
OG0004031	LOC110187311|XP_020812359.1|DSER	LOC6628238|XP_015028267.2|DVIR
OG0004032	LOC110188780|XP_020814284.1|DSER	LOC6633906|XP_002057599.1|DVIR
OG0004033	LOC110183214|XP_020807086.1|DSER	LOC6633960|XP_002057762.1|DVIR
OG0004034	LOC110176904|XP_020799050.1|DSER	LOC6635694|XP_032294552.1|DVIR
OG0004035	LOC110182311|XP_020805991.1|DSER	LOC6627683|XP_015028243.1|DVIR
OG0004036	LOC110182396|XP_020806095.1|DSER	LOC6628556|XP_002052182.1|DVIR
OG0004037	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER	LOC6627365|XP_002051672.1|DVIR
OG0004038	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER	LOC6629046|XP_002052884.1|DVIR
OG0004039	LOC110187331|XP_020812377.1|DSER	LOC6628873|XP_015028417.1|DVIR
OG0004040	LOC110177162|XP_020799409.1|DSER	LOC6627234|XP_002050179.3|DVIR
OG0004041	LOC110184228|XP_020808347.1|DSER	LOC6631409|XP_002055418.1|DVIR
OG0004042	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER	LOC6623626|XP_002046841.3|DVIR
OG0004043	LOC110183415|XP_020807351.1|DSER	LOC6629242|XP_002052618.1|DVIR
OG0004044	LOC110184252|XP_020808372.1|DSER	LOC6634611|XP_032296424.1|DVIR
OG0004045	LOC110183461|XP_020807400.1|DSER	LOC6627756|XP_002051129.1|DVIR
OG0004046	LOC110178123|XP_020800802.1|DSER	LOC6627852|XP_032294239.1|DVIR
OG0004047	LOC110184985|XP_020809296.1|DSER	LOC6628953|XP_002052356.1|DVIR
OG0004048	LOC110179150|XP_020802198.1|DSER	LOC6635711|XP_002059260.1|DVIR
OG0004049	LOC110187518|XP_020812572.1|DSER	LOC6628760|XP_002051900.1|DVIR
OG0004050	LOC110176974|XP_020799139.1|DSER	LOC6627934|XP_002052659.1|DVIR
OG0004051	LOC110184009|XP_020808033.1|DSER	LOC6628857|XP_002051243.2|DVIR
OG0004052	LOC110184296|XP_020808442.1|DSER	LOC6633602|XP_002056998.2|DVIR
OG0004053	LOC110179360|XP_020802533.1|DSER	LOC6636493|XP_002059855.1|DVIR, LOC116651405|XP_032293571.1|DVIR
OG0004054	LOC110187533|XP_020812586.1|DSER	LOC6627584|XP_002052815.1|DVIR
OG0004055	LOC110186228|XP_020810950.1|DSER	LOC6631251|XP_002053049.2|DVIR
OG0004056	LOC110187806|XP_020812940.1|DSER	LOC6634972|XP_002058719.2|DVIR
OG0004057	LOC110190328|XP_020816382.1|DSER	LOC6624596|XP_002048483.2|DVIR
OG0004058	LOC110182763|XP_020806536.1|DSER	LOC6622076|XP_002046974.1|DVIR
OG0004059	LOC110188554|XP_020813971.1|DSER	LOC6632863|XP_002056674.1|DVIR
OG0004060	LOC110190756|XP_020817047.1|DSER	LOC6629722|XP_002053602.1|DVIR
OG0004061	LOC110179611|XP_020802870.1|DSER	LOC6633410|XP_002056903.3|DVIR
OG0004062	LOC110177618|XP_020800083.1|DSER	LOC6622391|XP_002046544.1|DVIR
OG0004063	LOC110179430|XP_020802620.1|DSER	LOC6633880|XP_002057391.1|DVIR
OG0004064	LOC110190119|XP_020816092.1|DSER	LOC6622748|XP_032290848.1|DVIR
OG0004065	LOC110177827|XP_020800429.1|DSER	LOC6627079|XP_032292711.1|DVIR
OG0004066	LOC110188946|XP_020814583.1|DSER	LOC6626624|XP_002049700.1|DVIR
OG0004067	LOC110184245|XP_020808360.1|DSER	LOC6634811|XP_002058137.1|DVIR
OG0004068	LOC110186940|XP_020811932.1|DSER	LOC6629814|XP_002053183.1|DVIR
OG0004069	LOC110186505|XP_020811359.1|DSER	LOC6629815|XP_002053184.1|DVIR
OG0004070	LOC110178681|XP_020801541.1|DSER	LOC6624713|XP_002046557.1|DVIR
OG0004071	LOC110190650|XP_020816907.1|DSER	LOC6624085|XP_002047871.1|DVIR
OG0004072	LOC110190651|XP_020816910.1|DSER	LOC6624186|XP_002047870.1|DVIR
OG0004073	LOC110184288|XP_020808431.1|DSER	LOC6634479|XP_002058156.1|DVIR
OG0004074	LOC110190851|XP_020817163.1|DSER	LOC6626295|XP_002050071.2|DVIR
OG0004075	LOC110182312|XP_020806001.1|DSER	LOC6625152|XP_002048926.1|DVIR
OG0004076	LOC110182286|XP_020805967.1|DSER	LOC6625153|XP_032293375.1|DVIR
OG0004077	LOC110177000|XP_020799168.1|DSER	LOC6627795|XP_032294397.1|DVIR
OG0004078	LOC110186211|XP_020810933.1|DSER	LOC6630934|XP_002053487.1|DVIR
OG0004079	LOC110178034|XP_020800709.1|DSER	LOC6631638|XP_002055141.1|DVIR
OG0004080	LOC110176860|XP_020798997.1|DSER	LOC6625863|XP_002050856.1|DVIR
OG0004081	LOC110189216|XP_020814847.1|DSER	LOC6626090|XP_015029751.1|DVIR
OG0004082	LOC110185433|XP_020809915.1|DSER	LOC6636260|XP_002059729.2|DVIR
OG0004083	LOC110191310|XP_020817782.1|DSER	LOC26530673|XP_015027817.1|DVIR
OG0004084	LOC110189866|XP_020815745.1|DSER	LOC6622796|XP_002047543.2|DVIR
OG0004085	LOC110191419|XP_020817936.1|DSER	LOC6630667|XP_002053446.1|DVIR
OG0004086	LOC110177376|XP_020799732.1|DSER	LOC6633065|XP_002055954.1|DVIR
OG0004087	LOC110181603|XP_020805057.1|DSER	LOC6633487|XP_002057346.1|DVIR
OG0004088	LOC110186454|XP_020811298.1|DSER	LOC6629758|XP_002053900.1|DVIR
OG0004089	LOC110182193|XP_020805864.1|DSER	LOC6631695|XP_032295551.1|DVIR
OG0004090	LOC110186168|XP_020810880.1|DSER	LOC6630623|XP_002053297.2|DVIR
OG0004091	LOC110188637|XP_020814071.1|DSER	LOC6629582|XP_002054874.1|DVIR
OG0004092	LOC110180359|XP_020803679.1|DSER	LOC6633310|XP_032289112.1|DVIR
OG0004094	LOC110183050|XP_020806893.1|DSER	LOC6633695|XP_002057290.1|DVIR
OG0004095	LOC110186436|XP_020811277.1|DSER	LOC6632578|XP_002056743.2|DVIR
OG0004096	LOC110177377|XP_020799734.1|DSER	LOC6633066|XP_002055955.1|DVIR
OG0004097	LOC110177511|XP_020799925.1|DSER	LOC116650466|XP_032290022.1|DVIR, LOC116649858|XP_032288965.1|DVIR, LOC6622593|XP_002048441.1|DVIR
OG0004098	LOC110185932|XP_020810605.1|DSER	LOC6623549|XP_002048214.1|DVIR
OG0004099	LOC110187880|XP_020813022.1|DSER	LOC6632396|XP_032289515.1|DVIR
OG0004100	LOC110188015|XP_020813198.1|DSER	LOC6632638|XP_002056639.1|DVIR
OG0004101	LOC110187648|XP_020812715.1|DSER	LOC6632640|XP_002056641.2|DVIR
OG0004102	LOC110188121|XP_020813359.1|DSER	LOC6632641|XP_002056642.1|DVIR
OG0004103	LOC110186206|XP_020810928.1|DSER	LOC6630932|XP_002053485.1|DVIR
OG0004104	LOC110184965|XP_020809275.1|DSER	LOC26531646|XP_032291509.1|DVIR
OG0004105	LOC110189956|XP_020815904.1|DSER	LOC6622145|XP_002047690.1|DVIR
OG0004106	LOC110190174|XP_020816179.1|DSER	LOC6624465|XP_002047617.1|DVIR
OG0004107	LOC110188808|XP_020814342.1|DSER	LOC6624159|XP_002046617.3|DVIR
OG0004108	LOC110188721|XP_020814194.1|DSER	LOC6630273|XP_002053702.1|DVIR
OG0004109	LOC110186169|XP_020810882.1|DSER	LOC6630624|XP_002053298.1|DVIR
OG0004110	LOC110179832|XP_020803098.1|DSER	LOC6622082|XP_002047707.1|DVIR
OG0004111	LOC110187008|XP_020812029.1|DSER	LOC6632982|XP_032289728.1|DVIR
OG0004112	LOC110186204|XP_020810926.1|DSER	LOC6630017|XP_002053410.1|DVIR
OG0004113	LOC110181746|XP_020805265.1|DSER	LOC6634646|XP_002058297.2|DVIR
OG0004114	LOC110183068|XP_020806913.1|DSER	LOC6633259|XP_032296634.1|DVIR
OG0004115	LOC110184293|XP_020808438.1|DSER	LOC6633262|XP_032296558.1|DVIR
OG0004116	LOC110186371|XP_020811181.1|DSER	LOC6632977|XP_032289727.1|DVIR
OG0004117	LOC110177305|XP_020799630.1|DSER	LOC6628110|XP_002052015.1|DVIR
OG0004118	LOC110184323|XP_020808508.1|DSER	LOC6625049|XP_032293099.1|DVIR
OG0004119	LOC110189813|XP_020815683.1|DSER	LOC6632093|XP_002055508.2|DVIR, LOC6629395|XP_002053575.1|DVIR
OG0004120	LOC110188242|XP_020813564.1|DSER	LOC6630095|XP_002053688.1|DVIR
OG0004121	LOC110185257|XP_020809653.1|DSER	LOC6636554|XP_002060058.2|DVIR
OG0004122	LOC110188687|XP_020814148.1|DSER	LOC6630206|XP_002053709.1|DVIR
OG0004123	LOC110188319|XP_020813687.1|DSER	LOC6629319|XP_032291413.1|DVIR
OG0004124	LOC110183528|XP_020807481.1|DSER	LOC6633831|XP_032296563.1|DVIR
OG0004125	LOC110186530|XP_020811387.1|DSER	LOC6633072|XP_002056144.1|DVIR
OG0004126	LOC110186964|XP_020811965.1|DSER	LOC6633016|XP_002056137.1|DVIR
OG0004127	LOC110187336|XP_020812382.1|DSER	LOC6634287|XP_002057754.1|DVIR
OG0004128	LOC110187745|XP_020812862.1|DSER	LOC6629282|XP_002054690.1|DVIR
OG0004129	LOC110178334|XP_020801103.1|DSER	LOC6626325|XP_032292628.1|DVIR
OG0004130	LOC110184171|XP_020808239.1|DSER	LOC6631380|XP_002055652.2|DVIR
OG0004131	LOC110191744|XP_020818339.1|DSER	LOC6630330|XP_002053351.2|DVIR
OG0004132	LOC110185282|XP_020809688.1|DSER	LOC6622293|XP_002047240.2|DVIR
OG0004133	LOC110184945|XP_020809250.1|DSER	LOC6628927|XP_002052350.1|DVIR
OG0004134	LOC110190922|XP_020817241.1|DSER	LOC6636748|XP_002060209.2|DVIR
OG0004135	LOC110188100|XP_020813314.1|DSER	LOC6631260|XP_032293583.1|DVIR
OG0004136	LOC110191086|XP_020817490.1|DSER	LOC6632856|XP_002056667.1|DVIR
OG0004137	LOC110181061|XP_020804424.1|DSER	LOC6625715|XP_002051047.1|DVIR
OG0004138	LOC110177545|XP_020799973.1|DSER	LOC6624069|XP_002046261.1|DVIR
OG0004139	LOC110184472|XP_020808677.1|DSER	LOC6635602|XP_032296137.1|DVIR
OG0004140	LOC110182543|XP_020806251.1|DSER	LOC26531548|XP_015023613.2|DVIR
OG0004141	LOC110182938|XP_020806777.1|DSER	LOC6626031|XP_015029419.1|DVIR
OG0004142	LOC110180327|XP_020803643.1|DSER	LOC6633276|XP_002057135.1|DVIR
OG0004143	LOC110189013|XP_020814635.1|DSER	LOC6630788|XP_002054822.2|DVIR
OG0004144	LOC110183192|XP_020807056.1|DSER	LOC6629151|XP_002052445.2|DVIR
OG0004145	LOC110191303|XP_020817773.1|DSER	LOC6623917|XP_002046871.2|DVIR
OG0004146	LOC110191716|XP_020818292.1|DSER	LOC6631097|XP_032291073.1|DVIR
OG0004147	LOC110183209|XP_020807081.1|DSER	LOC6633957|XP_002057760.1|DVIR
OG0004148	LOC110186828|XP_020811775.1|DSER	LOC6630430|XP_015027095.1|DVIR
OG0004149	LOC110191001|XP_020817374.1|DSER	LOC6632862|XP_002056673.2|DVIR
OG0004150	LOC110187885|XP_020813029.1|DSER	LOC6632657|XP_002056463.1|DVIR
OG0004151	LOC110186251|XP_020810988.1|DSER	LOC6629468|XP_002053884.1|DVIR
OG0004152	LOC110177199|XP_020799454.1|DSER	LOC6633050|XP_002056758.2|DVIR
OG0004153	LOC110179303|XP_020802448.1|DSER	LOC6625474|XP_002050150.1|DVIR
OG0004154	LOC110188533|XP_020813936.1|DSER	LOC6624017|XP_002046247.1|DVIR
OG0004155	LOC110191949|XP_020818629.1|DSER	LOC116652173|XP_032296076.1|DVIR, LOC6633137|XP_002056376.1|DVIR
OG0004156	LOC110188317|XP_020813684.1|DSER	LOC116649754|XP_032293732.1|DVIR, LOC26531786|XP_015027943.1|DVIR, LOC6629538|XP_002053666.2|DVIR
OG0004157	LOC110181839|XP_020805403.1|DSER	LOC6631980|XP_002055605.2|DVIR
OG0004158	LOC110178610|XP_020801453.1|DSER	LOC6623224|XP_002047786.1|DVIR
OG0004159	LOC110186977|XP_020811986.1|DSER	LOC6630677|XP_002054610.1|DVIR
OG0004160	LOC110177540|XP_020799968.1|DSER	LOC6623519|XP_002046543.1|DVIR
OG0004161	LOC110188086|XP_020813298.1|DSER	LOC6630132|XP_015027518.1|DVIR
OG0004162	LOC110184383|XP_020808550.1|DSER	LOC6629802|XP_002053378.1|DVIR
OG0004163	LOC110187936|XP_020813106.1|DSER	LOC6632837|XP_002056345.1|DVIR
OG0004164	LOC110187965|XP_020813143.1|DSER	LOC6629998|XP_032294799.1|DVIR
OG0004165	LOC110177665|XP_020800147.1|DSER	LOC6625904|XP_015029395.1|DVIR
OG0004166	LOC110191495|XP_020818019.1|DSER	LOC6625439|XP_002049975.1|DVIR
OG0004167	LOC110187923|XP_020813093.1|DSER	LOC6633152|XP_002056601.2|DVIR
OG0004168	LOC110190873|XP_020817184.1|DSER	LOC6630341|XP_002053016.1|DVIR
OG0004169	LOC110183543|XP_020807502.1|DSER, LOC110180485|XP_020803828.1|DSER	LOC6636095|XP_002059584.3|DVIR
OG0004170	LOC110181836|XP_020805399.1|DSER	LOC6628154|XP_002051645.2|DVIR, LOC6635576|XP_002058990.1|DVIR
OG0004171	LOC110183517|XP_020807463.1|DSER	LOC6636056|XP_002059520.1|DVIR
OG0004172	LOC110181665|XP_020805145.1|DSER	LOC6631484|XP_032296108.1|DVIR
OG0004173	LOC110178268|XP_020800993.1|DSER	LOC6626457|XP_002049146.2|DVIR
OG0004174	LOC110179992|XP_020803281.1|DSER	LOC6635328|XP_015024693.1|DVIR
OG0004175	LOC110178222|XP_020800929.1|DSER	LOC6624967|XP_032293009.1|DVIR
OG0004176	LOC110190471|XP_020816639.1|DSER	LOC6624647|XP_002046591.1|DVIR
OG0004177	LOC110188406|XP_020813790.1|DSER	LOC6629537|XP_002053665.2|DVIR
OG0004178	LOC110188730|XP_020814203.1|DSER	LOC6633056|XP_032289840.1|DVIR
OG0004179	LOC110180201|XP_020803513.1|DSER	LOC6633266|XP_002057147.1|DVIR
OG0004180	LOC110188254|XP_020813586.1|DSER	LOC6632453|XP_015026160.1|DVIR
OG0004181	LOC110186695|XP_020811630.1|DSER	LOC6630775|XP_015027765.1|DVIR
OG0004182	LOC110176286|XP_020798264.1|DSER	LOC6622220|XP_015030826.1|DVIR
OG0004183	LOC110176205|XP_020798126.1|DSER	LOC6623237|XP_032290616.1|DVIR
OG0004184	LOC110183698|XP_020807696.1|DSER	LOC6624161|XP_002046305.1|DVIR
OG0004185	LOC110183953|XP_020807970.1|DSER	LOC6627366|XP_002051673.2|DVIR
OG0004186	LOC110179528|XP_020802767.1|DSER	LOC6633492|XP_002057351.1|DVIR
OG0004187	LOC110176609|XP_020798691.1|DSER	LOC6632350|XP_032289839.1|DVIR
OG0004188	LOC110188304|XP_020813669.1|DSER	LOC6630268|XP_002053697.1|DVIR
OG0004189	LOC110188297|XP_020813658.1|DSER	LOC116649719|XP_032293908.1|DVIR
OG0004190	LOC110188267|XP_020813615.1|DSER	LOC6632343|XP_032289789.1|DVIR
OG0004191	LOC110188522|XP_020813923.1|DSER	LOC6632340|XP_002056408.1|DVIR
OG0004192	LOC110188290|XP_020813648.1|DSER	LOC6630137|XP_002053620.1|DVIR
OG0004193	LOC110181931|XP_020805525.1|DSER	LOC6636004|XP_002059504.2|DVIR
OG0004194	LOC110190294|XP_020816340.1|DSER	LOC6629653|XP_002053563.1|DVIR
OG0004195	LOC110178092|XP_020800755.1|DSER	LOC6633847|XP_002057199.1|DVIR
OG0004196	LOC110177294|XP_020799615.1|DSER	LOC6632950|XP_002055859.2|DVIR
OG0004197	LOC110186657|XP_020811581.1|DSER	LOC6632365|XP_002056726.1|DVIR
OG0004198	LOC110187674|XP_020812755.1|DSER	LOC6629379|XP_002053543.1|DVIR
OG0004199	LOC110190943|XP_020817277.1|DSER	LOC6629504|XP_002053166.1|DVIR
OG0004200	LOC110177664|XP_020800146.1|DSER	LOC6626881|XP_002049718.1|DVIR
OG0004201	LOC110186925|XP_020811910.1|DSER	LOC6630482|XP_002053758.1|DVIR
OG0004202	LOC110177427|XP_020799809.1|DSER	LOC6630060|XP_002054282.1|DVIR
OG0004203	LOC110191907|XP_020818552.1|DSER	LOC6630329|XP_032290362.1|DVIR
OG0004204	LOC110189880|XP_020815783.1|DSER	LOC6624540|XP_032290933.1|DVIR
OG0004205	LOC110176158|XP_020798055.1|DSER	LOC6622588|XP_002047973.1|DVIR
OG0004206	LOC110187799|XP_020812932.1|DSER	LOC6632557|XP_002056540.1|DVIR
OG0004207	LOC110187621|XP_020812675.1|DSER	LOC6632556|XP_015025812.1|DVIR
OG0004208	LOC110186987|XP_020812002.1|DSER	LOC6632576|XP_002056741.1|DVIR
OG0004209	LOC110191038|XP_020817417.1|DSER	LOC6629406|XP_002053063.1|DVIR
OG0004210	LOC110188384|XP_020813762.1|DSER	LOC6635195|XP_002058470.1|DVIR
OG0004211	LOC110183200|XP_020807070.1|DSER	LOC6628670|XP_002051844.1|DVIR
OG0004212	LOC110184584|XP_020808833.1|DSER	LOC6629799|XP_032290634.1|DVIR
OG0004213	LOC110188416|XP_020813800.1|DSER	LOC6629441|XP_002053158.1|DVIR
OG0004214	LOC110179228|XP_020802324.1|DSER	LOC6626448|XP_032292926.1|DVIR
OG0004215	LOC110178391|XP_020801187.1|DSER	LOC6624924|XP_002049349.2|DVIR
OG0004216	LOC110182778|XP_020806560.1|DSER	LOC6624357|XP_032290851.1|DVIR
OG0004217	LOC110176168|XP_020798065.1|DSER	LOC6623508|XP_002046948.1|DVIR
OG0004218	LOC110181544|XP_020804986.1|DSER	LOC6629871|XP_002053380.1|DVIR
OG0004219	LOC110188524|XP_020813925.1|DSER	LOC6629277|XP_002054685.1|DVIR
OG0004220	LOC110191920|XP_020818568.1|DSER	LOC6630982|XP_032293793.1|DVIR
OG0004221	LOC110187680|XP_020812769.1|DSER	LOC6629905|XP_002053403.1|DVIR
OG0004222	LOC110176645|XP_020798731.1|DSER	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR
OG0004223	LOC110176660|XP_020798757.1|DSER	LOC6630076|XP_002053086.1|DVIR
OG0004224	LOC110177151|XP_020799387.1|DSER	LOC6630670|XP_032295218.1|DVIR
OG0004225	LOC110179093|XP_020802138.1|DSER	LOC6632028|XP_002055018.1|DVIR
OG0004226	LOC110177288|XP_020799602.1|DSER	LOC6629851|XP_015027242.2|DVIR
OG0004227	LOC110191825|XP_020818449.1|DSER	LOC6630332|XP_032290369.1|DVIR
OG0004228	LOC110191826|XP_020818450.1|DSER	LOC6630331|XP_002053352.2|DVIR
