Orthogroup	DSER.longest_only	DERE.longest_only
OG0003407	LOC110188400|XP_020813784.1|DSER	LOC6554182|XP_001981491.1|DERE
OG0003408	LOC110188088|XP_020813302.1|DSER	LOC6552866|XP_001979974.1|DERE
OG0003409	LOC110189382|XP_020815092.1|DSER	LOC6555418|XP_026832085.1|DERE
OG0003410	LOC110187743|XP_020812860.1|DSER	LOC6555259|XP_026831999.1|DERE
OG0003411	LOC110188376|XP_020813750.1|DSER	LOC6553267|XP_001980157.1|DERE
OG0003412	LOC110177385|XP_020799747.1|DSER	LOC6555035|XP_001981406.1|DERE
OG0003413	LOC110188433|XP_020813819.1|DSER	LOC6552086|XP_001978797.3|DERE
OG0003414	LOC110176229|XP_020798174.1|DSER	LOC6545842|XP_001972741.1|DERE
OG0003415	LOC110181692|XP_020805194.1|DSER	LOC6550624|XP_026837252.1|DERE
OG0003416	LOC110190070|XP_020816038.1|DSER	LOC6553496|XP_001979336.1|DERE
OG0003417	LOC110185563|XP_020810146.1|DSER	LOC6554339|XP_001982103.2|DERE
OG0003418	LOC110186519|XP_020811374.1|DSER	LOC6553682|XP_015009870.1|DERE
OG0003419	LOC110188259|XP_020813604.1|DSER	LOC6553419|XP_001979317.1|DERE
OG0003420	LOC110188180|XP_020813412.1|DSER	LOC6553420|XP_001979318.3|DERE
OG0003421	LOC110186652|XP_020811575.1|DSER	LOC6555059|XP_001981387.1|DERE
OG0003422	LOC110186302|XP_020811082.1|DSER	LOC6555060|XP_001981388.2|DERE
OG0003423	LOC110188104|XP_020813344.1|DSER	LOC6546572|XP_001974562.1|DERE
OG0003424	LOC110188502|XP_020813897.1|DSER	LOC6555204|XP_001982072.2|DERE
OG0003425	LOC110191156|XP_020817572.1|DSER	LOC6552958|XP_001981026.1|DERE
OG0003426	LOC110186557|XP_020811420.1|DSER	LOC6553864|XP_001979607.2|DERE
OG0003427	LOC110186493|XP_020811347.1|DSER	LOC6551791|XP_001979616.1|DERE
OG0003428	LOC110178921|XP_020801861.1|DSER	LOC6546350|XP_026832774.1|DERE
OG0003429	LOC110177028|XP_020799203.1|DSER	LOC6547890|XP_001976449.1|DERE
OG0003430	LOC110185396|XP_020809837.1|DSER	LOC6555879|XP_026839021.1|DERE
OG0003431	LOC110187624|XP_020812678.1|DSER	LOC6551753|XP_001978856.2|DERE
OG0003432	LOC110189710|XP_020815562.1|DSER	LOC6555111|XP_001982027.1|DERE
OG0003433	LOC110176484|XP_020798515.1|DSER	LOC6554480|XP_026833623.1|DERE
OG0003434	LOC110184575|XP_020808809.1|DSER	LOC6550799|XP_001978090.2|DERE
OG0003435	LOC110191264|XP_020817718.1|DSER	LOC6555189|XP_001981625.3|DERE
OG0003436	LOC110188114|XP_020813347.1|DSER, LOC110183781|XP_020807800.1|DSER	LOC6552785|XP_001978971.1|DERE
OG0003437	LOC110183727|XP_020807738.1|DSER, LOC110188113|XP_020813345.1|DSER	LOC6552784|XP_026831544.1|DERE
OG0003438	LOC110183739|XP_020807749.1|DSER, LOC110188112|XP_020813343.1|DSER	LOC6552786|XP_001978972.1|DERE
OG0003439	LOC110190917|XP_020817237.1|DSER	LOC6555021|XP_001982033.1|DERE
OG0003440	LOC110176524|XP_020798560.1|DSER	LOC6555371|XP_015009145.1|DERE
OG0003441	LOC110186058|XP_020810754.1|DSER	LOC6540627|XP_001968887.1|DERE
OG0003442	LOC110186868|XP_020811823.1|DSER	LOC6552414|XP_001980859.1|DERE
OG0003443	LOC110185334|XP_020809770.1|DSER	LOC6546288|XP_001971311.1|DERE
OG0003444	LOC110190055|XP_020816020.1|DSER	LOC6545780|XP_001973416.2|DERE
OG0003445	LOC110181803|XP_020805344.1|DSER	LOC6549907|XP_001977383.1|DERE
OG0003446	LOC110184430|XP_020808626.1|DSER	LOC6550620|XP_015011265.1|DERE
OG0003447	LOC110185479|XP_020810012.1|DSER	LOC6555833|XP_026839166.1|DERE
OG0003448	LOC110188072|XP_020813282.1|DSER	LOC6552068|XP_001978788.1|DERE
OG0003449	LOC110188464|XP_020813856.1|DSER	LOC6552406|XP_001979804.1|DERE
OG0003450	LOC110191875|XP_020818518.1|DSER	LOC6553097|XP_001980052.2|DERE
OG0003451	LOC110191032|XP_020817410.1|DSER	LOC6553560|XP_001979340.1|DERE
OG0003452	LOC110189552|XP_020815344.1|DSER	LOC6553561|XP_001979341.1|DERE
OG0003453	LOC110178162|XP_020800855.1|DSER, LOC110187428|XP_020812479.1|DSER	LOC6544384|XP_001971478.1|DERE
OG0003454	LOC110185583|XP_020810173.1|DSER	LOC6541481|XP_001968486.1|DERE
OG0003455	LOC110190413|XP_020816540.1|DSER	LOC6552030|XP_001980675.2|DERE
OG0003456	LOC110189544|XP_020815335.1|DSER	LOC6547974|XP_015012243.1|DERE
OG0003457	LOC110187772|XP_020812895.1|DSER	LOC6552369|XP_001978880.1|DERE
OG0003458	LOC110188644|XP_020814080.1|DSER	LOC6552065|XP_001979721.1|DERE
OG0003459	LOC110188303|XP_020813668.1|DSER	LOC6554055|XP_026831686.1|DERE
OG0003460	LOC110190935|XP_020817263.1|DSER	LOC6554559|XP_001982163.1|DERE
OG0003461	LOC110187655|XP_020812729.1|DSER, LOC110183744|XP_020807762.1|DSER	LOC6552783|XP_001978969.3|DERE
OG0003462	LOC110176182|XP_020798091.1|DSER	LOC6544358|XP_001971996.1|DERE
OG0003463	LOC110186931|XP_020811917.1|DSER	LOC6552650|XP_026832126.1|DERE
OG0003464	LOC110187904|XP_020813063.1|DSER	LOC6552082|XP_001979782.3|DERE
OG0003465	LOC110188475|XP_020813867.1|DSER	LOC6552405|XP_001979803.1|DERE
OG0003466	LOC110189669|XP_020815488.1|DSER	LOC6554484|XP_001981929.1|DERE
OG0003467	LOC110176413|XP_020798414.1|DSER	LOC6552527|XP_001979919.1|DERE
OG0003468	LOC110176452|XP_020798464.1|DSER	LOC6554601|XP_001981036.1|DERE
OG0003469	LOC110186989|XP_020812005.1|DSER	LOC6554187|XP_001981263.1|DERE
OG0003470	LOC110186673|XP_020811599.1|DSER	LOC6552559|XP_001979897.3|DERE
OG0003471	LOC110179881|XP_020803137.1|DSER, LOC110187535|XP_020812588.1|DSER	LOC6549175|XP_026837013.1|DERE
OG0003472	LOC110183211|XP_020807082.1|DSER	LOC6541633|XP_026834279.1|DERE
OG0003473	LOC110183412|XP_020807347.1|DSER	LOC6542373|XP_001969927.1|DERE
OG0003474	LOC110186325|XP_020811123.1|DSER	LOC113563677|XP_026833709.1|DERE
OG0003475	LOC110177205|XP_020799482.1|DSER	LOC6553439|XP_026831698.1|DERE
OG0003476	LOC110185459|XP_020809960.1|DSER, LOC110185461|XP_020809961.1|DSER, LOC110185478|XP_020810011.1|DSER	LOC6555864|XP_026839303.1|DERE
OG0003477	LOC110183946|XP_020807966.1|DSER	LOC6553426|XP_026835931.1|DERE
OG0003478	LOC110186399|XP_020811221.1|DSER	LOC6553685|XP_001980382.2|DERE
OG0003479	LOC110189418|XP_020815140.1|DSER	LOC6552302|XP_001980827.1|DERE
OG0003480	LOC110176634|XP_020798720.1|DSER	LOC6552827|XP_001979060.1|DERE
OG0003481	LOC110176632|XP_020798718.1|DSER	LOC6552826|XP_001979059.1|DERE
OG0003482	LOC110176620|XP_020798704.1|DSER	LOC6552825|XP_026839650.1|DERE
OG0003483	LOC110176658|XP_020798751.1|DSER	LOC6552948|XP_001979036.1|DERE
OG0003484	LOC110184464|XP_020808667.1|DSER	LOC6552933|XP_001981010.2|DERE
OG0003485	LOC110186198|XP_020810920.1|DSER	LOC6553202|XP_001980295.1|DERE
OG0003486	LOC110186121|XP_020810833.1|DSER	LOC6553204|XP_001980297.1|DERE
OG0003487	LOC110186375|XP_020811186.1|DSER	LOC6555054|XP_001981382.1|DERE
OG0003488	LOC110177322|XP_020799655.1|DSER	LOC6554514|XP_001981528.1|DERE
OG0003489	LOC110187950|XP_020813130.1|DSER	LOC6552543|XP_001980839.1|DERE
OG0003490	LOC110188289|XP_020813647.1|DSER	LOC6553807|XP_001979564.3|DERE
OG0003491	LOC110177451|XP_020799844.1|DSER	LOC6554633|XP_015009021.1|DERE
OG0003492	LOC110186556|XP_020811419.1|DSER	LOC6554196|XP_026838678.1|DERE
OG0003493	LOC110191205|XP_020817630.1|DSER	LOC6554377|XP_026834708.1|DERE
OG0003494	LOC110190470|XP_020816641.1|DSER	LOC6552177|XP_026831982.1|DERE
OG0003495	LOC110187215|XP_020812273.1|DSER	LOC6549632|XP_001974438.1|DERE
OG0003496	LOC110191175|XP_020817599.1|DSER	LOC6552840|XP_001979873.1|DERE
OG0003497	LOC110177156|XP_020799399.1|DSER	LOC6553646|XP_001979380.1|DERE
OG0003498	LOC110179906|XP_020803162.1|DSER	LOC113563918|XP_026833121.1|DERE
OG0003499	LOC110191164|XP_020817583.1|DSER	LOC6552301|XP_001980826.2|DERE
OG0003500	LOC110181386|XP_020804777.1|DSER	LOC6549448|XP_001974270.1|DERE
OG0003501	LOC110184277|XP_020808411.1|DSER	LOC6553479|XP_001980273.1|DERE
OG0003502	LOC110184833|XP_020809138.1|DSER	LOC6552939|XP_001981016.1|DERE
OG0003503	LOC110183918|XP_020807929.1|DSER	LOC6555102|XP_026831597.1|DERE
OG0003504	LOC110191780|XP_020818386.1|DSER	LOC26526137|XP_015010447.1|DERE
OG0003505	LOC110191283|XP_020817745.1|DSER	LOC6553396|XP_026831459.1|DERE
OG0003506	LOC110191180|XP_020817604.1|DSER	LOC6552569|XP_026839778.1|DERE
OG0003507	LOC110191281|XP_020817737.1|DSER	LOC6554611|XP_001982169.3|DERE
OG0003508	LOC110188891|XP_020814469.1|DSER	LOC6545963|XP_001971231.2|DERE
OG0003509	LOC110188550|XP_020813966.1|DSER	LOC6555172|XP_001982270.1|DERE
OG0003510	LOC110186688|XP_020811617.1|DSER	LOC6555378|XP_001982091.1|DERE
OG0003511	LOC110187864|XP_020813008.1|DSER	LOC6555377|XP_015008879.1|DERE
OG0003512	LOC110184180|XP_020808253.1|DSER	LOC6554168|XP_001982110.1|DERE
OG0003513	LOC110190405|XP_020816528.1|DSER	LOC6554522|XP_001982159.1|DERE
OG0003514	LOC110191136|XP_020817549.1|DSER	LOC6551768|XP_001980637.1|DERE
OG0003515	LOC110176318|XP_020798296.1|DSER	LOC6546775|XP_001976002.1|DERE
OG0003516	LOC110184851|XP_020809153.1|DSER	LOC6553537|XP_001980266.1|DERE
OG0003517	LOC110188795|XP_020814317.1|DSER	LOC6552475|XP_015009759.1|DERE
OG0003518	LOC110191901|XP_020818546.1|DSER	LOC6553185|XP_001979104.1|DERE
OG0003519	LOC110190558|XP_020816773.1|DSER	LOC6545824|XP_001972193.2|DERE
OG0003520	LOC110190503|XP_020816680.1|DSER	LOC6545831|XP_026832346.1|DERE
OG0003521	LOC110190511|XP_020816692.1|DSER	LOC6545771|XP_026832779.1|DERE
OG0003522	LOC110177999|XP_020800659.1|DSER	LOC6541077|XP_001969103.1|DERE
OG0003523	LOC110187206|XP_020812265.1|DSER	LOC6549634|XP_026836678.1|DERE
OG0003524	LOC110184301|XP_020808448.1|DSER	LOC6550053|XP_001977620.1|DERE
OG0003525	LOC110181515|XP_020804950.1|DSER	LOC6548682|XP_026836621.1|DERE
OG0003526	LOC110188639|XP_020814074.1|DSER	LOC6552117|XP_001979724.1|DERE
OG0003527	LOC110180590|XP_020803968.1|DSER	LOC6542238|XP_026835563.1|DERE
OG0003529	LOC110183396|XP_020807325.1|DSER	LOC6541870|XP_001969433.1|DERE
OG0003530	LOC110176738|XP_020798841.1|DSER	LOC6544124|XP_001971418.3|DERE
OG0003531	LOC110187900|XP_020813057.1|DSER	LOC6552169|XP_001979732.1|DERE
OG0003532	LOC110189086|XP_020814717.1|DSER	LOC6543674|XP_001971372.1|DERE
OG0003533	LOC110190546|XP_020816755.1|DSER	LOC6545517|XP_001971594.1|DERE
OG0003534	LOC110190612|XP_020816864.1|DSER	LOC6546020|XP_026833943.1|DERE
OG0003535	LOC110188878|XP_020814451.1|DSER	LOC6546418|XP_001971258.1|DERE
OG0003536	LOC110189522|XP_020815307.1|DSER	LOC6541572|XP_001970749.1|DERE
OG0003537	LOC110189612|XP_020815407.1|DSER, LOC110176792|XP_020798888.1|DSER	LOC6547841|XP_001975052.1|DERE
OG0003538	LOC110180044|XP_020803316.1|DSER	LOC6549360|XP_001975789.1|DERE
OG0003539	LOC110178353|XP_020801140.1|DSER	LOC6546599|XP_015012345.1|DERE
OG0003540	LOC110178808|XP_020801727.1|DSER	LOC6545472|XP_001971010.1|DERE
OG0003541	LOC110191074|XP_020817466.1|DSER	LOC26526003|XP_026831524.1|DERE
OG0003542	LOC110182452|XP_020806149.1|DSER	LOC6541505|XP_026835487.1|DERE
OG0003543	LOC110178844|XP_020801763.1|DSER	LOC6555579|XP_001982496.1|DERE
OG0003544	LOC110186781|XP_020811718.1|DSER	LOC6544708|XP_026833149.1|DERE
OG0003545	LOC110190318|XP_020816370.1|DSER	LOC6543984|XP_001973725.1|DERE
OG0003546	LOC110190269|XP_020816299.1|DSER	LOC6545482|XP_001973378.1|DERE
OG0003547	LOC110181118|XP_020804448.1|DSER	LOC6547888|XP_001976432.1|DERE
OG0003548	LOC110188990|XP_020814598.1|DSER	LOC6540663|XP_015014563.1|DERE
OG0003549	LOC110188991|XP_020814601.1|DSER	LOC6540715|XP_001970341.2|DERE
OG0003550	LOC110178007|XP_020800675.1|DSER	LOC6542545|XP_001969094.1|DERE
OG0003551	LOC110190908|XP_020817228.1|DSER	LOC6546663|XP_001974575.1|DERE
OG0003552	LOC110191530|XP_020818059.1|DSER	LOC6547248|XP_001976134.1|DERE
OG0003553	LOC110177985|XP_020800636.1|DSER	LOC6541937|XP_026834995.1|DERE
OG0003554	LOC110183596|XP_020807569.1|DSER	LOC6544219|XP_001973035.2|DERE
OG0003555	LOC110182750|XP_020806518.1|DSER	LOC6544351|XP_015013352.1|DERE
OG0003556	LOC110189854|XP_020815729.1|DSER	LOC6546158|XP_026832554.1|DERE
OG0003557	LOC110190132|XP_020816114.1|DSER	LOC6546405|XP_001973550.1|DERE
OG0003558	LOC110190362|XP_020816430.1|DSER	LOC6543953|XP_026832336.1|DERE
OG0003559	LOC110176252|XP_020798215.1|DSER	LOC6545182|XP_026832330.1|DERE
OG0003560	LOC110187095|XP_020812162.1|DSER	LOC6544388|XP_001971482.1|DERE
OG0003561	LOC110182904|XP_020806720.1|DSER	LOC6547788|XP_001974943.2|DERE
OG0003562	LOC110188743|XP_020814244.1|DSER	LOC6546551|XP_026837033.1|DERE
OG0003563	LOC110191221|XP_020817647.1|DSER	LOC6553903|XP_001979576.1|DERE
OG0003564	LOC110190344|XP_020816404.1|DSER	LOC6544429|XP_001971461.1|DERE
OG0003565	LOC110182757|XP_020806527.1|DSER	LOC6544352|XP_026832919.1|DERE
OG0003566	LOC110188183|XP_020813414.1|DSER	LOC6552367|XP_015009988.2|DERE
OG0003567	LOC110188930|XP_020814515.1|DSER	LOC6548851|XP_001975417.1|DERE
OG0003568	LOC110189035|XP_020814699.1|DSER	LOC6542228|XP_026834351.1|DERE
OG0003569	LOC110188810|XP_020814347.1|DSER	LOC6546517|XP_001971270.1|DERE
OG0003570	LOC110180036|XP_020803307.1|DSER	LOC6541809|XP_001970619.1|DERE
OG0003571	LOC110190334|XP_020816389.1|DSER	LOC6543708|XP_015013293.1|DERE
OG0003572	LOC110178272|XP_020800997.1|DSER	LOC6547033|XP_026836090.1|DERE
OG0003573	LOC110178340|XP_020801118.1|DSER	LOC6549515|XP_001975697.1|DERE
OG0003574	LOC110189049|XP_020814675.1|DSER	LOC6544043|XP_001971967.1|DERE
OG0003575	LOC110190523|XP_020816719.1|DSER	LOC6544806|XP_001973185.1|DERE
OG0003576	LOC110189915|XP_020815847.1|DSER	LOC6543695|XP_001972969.1|DERE
OG0003577	LOC110190825|XP_020817141.1|DSER	LOC6544636|XP_001972026.1|DERE
OG0003578	LOC110188714|XP_020814182.1|DSER	LOC6544490|XP_001971473.1|DERE
OG0003579	LOC110180056|XP_020803336.1|DSER	LOC6546975|XP_001974617.1|DERE
OG0003580	LOC110177535|XP_020799966.1|DSER	LOC6547406|XP_001974823.1|DERE
OG0003581	LOC110177612|XP_020800077.1|DSER	LOC6545686|XP_015013535.2|DERE
OG0003582	LOC110185161|XP_020809525.1|DSER	LOC6543580|XP_001972293.1|DERE
OG0003583	LOC110178256|XP_020800969.1|DSER	LOC6543177|XP_001969074.1|DERE
OG0003584	LOC110178335|XP_020801104.1|DSER	LOC6542109|XP_001969113.1|DERE
OG0003585	LOC110178981|XP_020801953.1|DSER	LOC6546249|XP_001972856.1|DERE
OG0003586	LOC110184516|XP_020808743.1|DSER	LOC6555866|XP_001982743.2|DERE
OG0003587	LOC110185807|XP_020810471.1|DSER	LOC6540942|XP_001968257.1|DERE
OG0003588	LOC110186513|XP_020811369.1|DSER	LOC6553713|XP_001980357.3|DERE
OG0003589	LOC110188941|XP_020814539.1|DSER	LOC113564356|XP_026837130.1|DERE
OG0003590	LOC110188888|XP_020814464.1|DSER	LOC6546453|XP_026832489.1|DERE
OG0003591	LOC110178753|XP_020801643.1|DSER	LOC6545603|XP_015013627.1|DERE
OG0003592	LOC110190809|XP_020817117.1|DSER	LOC6544925|XP_001972544.1|DERE
OG0003593	LOC110189114|XP_020814743.1|DSER, LOC110176687|XP_020798777.1|DSER	LOC6543944|XP_026832348.1|DERE
OG0003594	LOC110190816|XP_020817126.1|DSER	LOC6544434|XP_001971466.1|DERE
OG0003595	LOC110177684|XP_020800163.1|DSER	LOC6546766|XP_026836456.1|DERE
OG0003596	LOC110189270|XP_020814945.1|DSER	LOC6541464|XP_001970739.1|DERE
OG0003597	LOC110189521|XP_020815306.1|DSER	LOC6541647|XP_001970748.1|DERE
OG0003598	LOC110189954|XP_020815902.1|DSER	LOC6544005|XP_001971897.1|DERE
OG0003599	LOC110185956|XP_020810633.1|DSER	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE
OG0003600	LOC110190388|XP_020816480.1|DSER	LOC6545814|XP_015013370.1|DERE
OG0003601	LOC110188964|XP_020814567.1|DSER	LOC6541070|XP_015014795.1|DERE
OG0003602	LOC110176937|XP_020799096.1|DSER	LOC6547938|XP_026836223.1|DERE
OG0003603	LOC110190680|XP_020816949.1|DSER	LOC6545721|XP_026832395.1|DERE
OG0003604	LOC110186286|XP_020811058.1|DSER	LOC6548732|XP_001973983.3|DERE
OG0003605	LOC110184592|XP_020808845.1|DSER	LOC6554248|XP_001982097.1|DERE
OG0003606	LOC110190926|XP_020817249.1|DSER	LOC6546782|XP_026836351.1|DERE
OG0003607	LOC110177913|XP_020800544.1|DSER	LOC6546823|XP_001974580.1|DERE
OG0003608	LOC110190551|XP_020816765.1|DSER	LOC6546098|XP_001972255.1|DERE
OG0003609	LOC110188984|XP_020814592.1|DSER	LOC6541050|XP_001970361.1|DERE
OG0003610	LOC110178946|XP_020801904.1|DSER	LOC6546389|XP_001972879.1|DERE
OG0003611	LOC110190712|XP_020816991.1|DSER	LOC6545053|XP_001971560.1|DERE
OG0003612	LOC110179237|XP_020802350.1|DSER	LOC6547828|XP_001974975.1|DERE
OG0003613	LOC110191536|XP_020818066.1|DSER	LOC6542147|XP_001970607.1|DERE
OG0003614	LOC110191537|XP_020818067.1|DSER	LOC6541721|XP_001970606.1|DERE
OG0003615	LOC110178532|XP_020801349.1|DSER	LOC6547897|XP_001976391.1|DERE
OG0003616	LOC110191574|XP_020818115.1|DSER	LOC6546654|XP_001974497.1|DERE
OG0003617	LOC110180006|XP_020803255.1|DSER	LOC6546584|XP_001975898.2|DERE
OG0003618	LOC110180005|XP_020803254.1|DSER	LOC6546585|XP_026837026.1|DERE
OG0003619	LOC110189288|XP_020814974.1|DSER	LOC6546625|XP_026836662.1|DERE
OG0003620	LOC110179299|XP_020802447.1|DSER	LOC6547968|XP_001976561.1|DERE
OG0003621	LOC110190639|XP_020816895.1|DSER	LOC6545032|XP_001971564.1|DERE
OG0003622	LOC110190830|XP_020817148.1|DSER	LOC6545031|XP_026832665.1|DERE
OG0003623	LOC110191692|XP_020818270.1|DSER	LOC6549547|XP_001975753.1|DERE
OG0003624	LOC110177054|XP_020799231.1|DSER	LOC6547868|XP_001976447.1|DERE
OG0003625	LOC110191539|XP_020818070.1|DSER	LOC6542630|XP_001970609.1|DERE
OG0003626	LOC110176888|XP_020799032.1|DSER	LOC6548986|XP_015011694.1|DERE
OG0003627	LOC110178500|XP_020801309.1|DSER	LOC6547298|XP_001974724.1|DERE
OG0003628	LOC110177769|XP_020800296.1|DSER	LOC6541079|XP_015015408.1|DERE
OG0003629	LOC110189601|XP_020815394.1|DSER	LOC6549585|XP_001975819.1|DERE
OG0003630	LOC110191626|XP_020818174.1|DSER	LOC6547947|XP_001976549.1|DERE
OG0003631	LOC110190105|XP_020816072.1|DSER	LOC6545522|XP_001973363.1|DERE
OG0003632	LOC110189061|XP_020814689.1|DSER	LOC6544039|XP_001971963.1|DERE
OG0003633	LOC110182204|XP_020805888.1|DSER	LOC6546648|XP_001975857.1|DERE
OG0003634	LOC110189894|XP_020815806.1|DSER	LOC6545772|XP_001971639.2|DERE
OG0003635	LOC110187477|XP_020812526.1|DSER	LOC6545934|XP_026832632.1|DERE
OG0003636	LOC110189003|XP_020814614.1|DSER	LOC6541066|XP_001970368.1|DERE
OG0003637	LOC110181899|XP_020805493.1|DSER	LOC6546796|XP_001975890.1|DERE
OG0003638	LOC110178898|XP_020801834.1|DSER	LOC6545854|XP_026832407.1|DERE
OG0003639	LOC110177882|XP_020800505.1|DSER	LOC6542445|XP_001969340.1|DERE
OG0003640	LOC110177736|XP_020800249.1|DSER	LOC6548346|XP_001975517.1|DERE
OG0003641	LOC110179340|XP_020802502.1|DSER	LOC6547857|XP_001975040.1|DERE
OG0003642	LOC110180723|XP_020804067.1|DSER	LOC6542110|XP_026835339.1|DERE
OG0003643	LOC110177124|XP_020799342.1|DSER	LOC6548240|XP_001976567.1|DERE
OG0003644	LOC110178352|XP_020801138.1|DSER	LOC6543120|XP_001969115.1|DERE
OG0003645	LOC110185337|XP_020809774.1|DSER	LOC6546292|XP_001971315.1|DERE
OG0003646	LOC110189065|XP_020814694.1|DSER	LOC6543673|XP_001971371.1|DERE
OG0003647	LOC110190495|XP_020816669.1|DSER	LOC6545591|XP_001972148.1|DERE
OG0003648	LOC110182332|XP_020806022.1|DSER	LOC6540967|XP_001968744.1|DERE
OG0003649	LOC110191315|XP_020817793.1|DSER	LOC6555320|XP_001981881.1|DERE
OG0003650	LOC110187087|XP_020812146.1|DSER	LOC6550750|XP_001978047.1|DERE
OG0003651	LOC110186180|XP_020810897.1|DSER	LOC6554232|XP_001981249.1|DERE
OG0003652	LOC110177521|XP_020799937.1|DSER	LOC6545243|XP_001972567.2|DERE
OG0003653	LOC110178987|XP_020801961.1|DSER	LOC6545551|XP_001973390.1|DERE
OG0003654	LOC110190374|XP_020816446.1|DSER	LOC6543903|XP_001972974.2|DERE
OG0003655	LOC110181356|XP_020804739.1|DSER, LOC110178693|XP_020801555.1|DSER	LOC6549283|XP_001974245.1|DERE
OG0003656	LOC110177472|XP_020799872.1|DSER	LOC6545164|XP_001972572.2|DERE
OG0003657	LOC110178650|XP_020801501.1|DSER	LOC6543553|XP_001972306.1|DERE
OG0003658	LOC110184079|XP_020808127.1|DSER	LOC6552000|XP_001980808.1|DERE
OG0003659	LOC110189958|XP_020815906.1|DSER	LOC6545784|XP_001973420.1|DERE
OG0003660	LOC110178804|XP_020801716.1|DSER	LOC6544855|XP_026832856.1|DERE
OG0003661	LOC110188837|XP_020814390.1|DSER	LOC6546153|XP_001971296.1|DERE
OG0003662	LOC110189972|XP_020815921.1|DSER	LOC6543595|XP_001973597.1|DERE
OG0003663	LOC110190826|XP_020817142.1|DSER	LOC6544399|XP_001972029.1|DERE
OG0003664	LOC110190706|XP_020816982.1|DSER	LOC26526615|XP_026832899.1|DERE
OG0003665	LOC110178305|XP_020801056.1|DSER	LOC6541413|XP_001969067.1|DERE
OG0003666	LOC110189576|XP_020815366.1|DSER	LOC6542446|XP_001970732.1|DERE
OG0003667	LOC110182806|XP_020806599.1|DSER	LOC6546035|XP_001971724.1|DERE
OG0003668	LOC110185357|XP_020809794.1|DSER	LOC6542829|XP_026839327.1|DERE
OG0003669	LOC110189291|XP_020814980.1|DSER	LOC6547550|XP_001976171.1|DERE
OG0003670	LOC110189290|XP_020814979.1|DSER	LOC6547551|XP_001976172.1|DERE
OG0003672	LOC110186872|XP_020811826.1|DSER	LOC6555274|XP_001981839.1|DERE
OG0003673	LOC110177826|XP_020800394.1|DSER	LOC6548026|XP_001975183.1|DERE
OG0003674	LOC110188921|XP_020814503.1|DSER, LOC110176373|XP_020798359.1|DSER	LOC6548776|XP_026835893.1|DERE
OG0003675	LOC110182968|XP_020806821.1|DSER	LOC6541550|XP_001970536.1|DERE
OG0003676	LOC110182965|XP_020806816.1|DSER	LOC6542801|XP_015014600.1|DERE
OG0003677	LOC110178690|XP_020801551.1|DSER	LOC26526215|XP_015014242.1|DERE
OG0003678	LOC110178671|XP_020801526.1|DSER	LOC6543570|XP_001971830.3|DERE
OG0003679	LOC110178626|XP_020801471.1|DSER	LOC6543565|XP_001971825.1|DERE
OG0003680	LOC110177904|XP_020800532.1|DSER	LOC6546825|XP_001974582.1|DERE
OG0003681	LOC110178321|XP_020801090.1|DSER	LOC6548848|XP_001975462.1|DERE
OG0003682	LOC110191293|XP_020817761.1|DSER	LOC6553670|XP_001980412.1|DERE
OG0003683	LOC110189246|XP_020814909.1|DSER	LOC6549523|XP_001975815.2|DERE
OG0003684	LOC110190688|XP_020816958.1|DSER	LOC6545822|XP_001972175.1|DERE
OG0003685	LOC110190583|XP_020816832.1|DSER	LOC6545481|XP_026833289.1|DERE
OG0003686	LOC110188924|XP_020814508.1|DSER	LOC6543376|XP_001969133.2|DERE
OG0003687	LOC110188136|XP_020813392.1|DSER	LOC6546570|XP_001974560.1|DERE
OG0003688	LOC110176070|XP_020797954.1|DSER	LOC6546658|XP_001974501.1|DERE
OG0003689	LOC110189887|XP_020815795.1|DSER	LOC6544239|XP_026832783.1|DERE
OG0003690	LOC110178944|XP_020801902.1|DSER	LOC6546354|XP_026833192.1|DERE
OG0003691	LOC110190305|XP_020816348.1|DSER	LOC6543793|XP_001973141.2|DERE
OG0003692	LOC110180047|XP_020803326.1|DSER	LOC6541648|XP_001970625.1|DERE
OG0003693	LOC110178807|XP_020801722.1|DSER	LOC6544827|XP_001970985.1|DERE
OG0003694	LOC110188718|XP_020814189.1|DSER	LOC6545261|XP_001973251.1|DERE
OG0003695	LOC110189845|XP_020815713.1|DSER	LOC6543612|XP_001972943.1|DERE
OG0003696	LOC110180268|XP_020803583.1|DSER	LOC6546609|XP_001976045.2|DERE
OG0003697	LOC110178217|XP_020800917.1|DSER	LOC6542280|XP_026835182.1|DERE
OG0003698	LOC110190493|XP_020816667.1|DSER	LOC6545977|XP_001972186.1|DERE
OG0003699	LOC110179080|XP_020802357.1|DSER	LOC6548257|XP_026836880.1|DERE
OG0003700	LOC110189252|XP_020814918.1|DSER	LOC6548406|XP_001976672.1|DERE
OG0003701	LOC110176831|XP_020798941.1|DSER	LOC6542295|XP_001970231.1|DERE
OG0003702	LOC110190022|XP_020815978.1|DSER	LOC6545536|XP_001972704.1|DERE
OG0003703	LOC110182759|XP_020806528.1|DSER	LOC6543761|XP_001971355.1|DERE
OG0003704	LOC110190154|XP_020816149.1|DSER	LOC6543614|XP_001972945.1|DERE
OG0003705	LOC110182926|XP_020806751.1|DSER	LOC6543114|XP_026835501.1|DERE
OG0003706	LOC110176255|XP_020798222.1|DSER	LOC6544633|XP_001972023.1|DERE
