Orthogroup	DSER.longest_only	DFIC.longest_only
OG0003868	LOC110183338|XP_020807247.1|DSER	LOC108089112|XP_017042712.1|DFIC
OG0003869	LOC110183790|XP_020807805.1|DSER	LOC108092550|XP_017047674.1|DFIC
OG0003870	LOC110178093|XP_020800756.1|DSER	LOC108096053|XP_017052887.1|DFIC
OG0003871	LOC110182405|XP_020806103.1|DSER, LOC110187305|XP_020812353.1|DSER	LOC108094490|XP_017050568.1|DFIC
OG0003872	LOC110177594|XP_020800051.1|DSER	LOC108093864|XP_017049693.1|DFIC
OG0003873	LOC110187424|XP_020812473.1|DSER	LOC108089912|XP_017043882.1|DFIC
OG0003874	LOC110182734|XP_020806493.1|DSER	LOC108093397|XP_017048905.1|DFIC
OG0003875	LOC110177642|XP_020800115.1|DSER, LOC110187303|XP_020812349.1|DSER	LOC108089115|XP_017042715.1|DFIC
OG0003876	LOC110179926|XP_020803182.1|DSER	LOC108094172|XP_017050121.1|DFIC
OG0003877	LOC110185748|XP_020810405.1|DSER	LOC108094547|XP_017050645.1|DFIC
OG0003878	LOC110176852|XP_020798981.1|DSER	LOC108096081|XP_017052931.1|DFIC
OG0003879	LOC110178826|XP_020801752.1|DSER	LOC108099057|XP_017057814.1|DFIC
OG0003880	LOC110178614|XP_020801458.1|DSER	LOC108099857|XP_017058992.1|DFIC
OG0003881	LOC110191433|XP_020817954.1|DSER	LOC108101850|XP_017061858.1|DFIC
OG0003882	LOC110189537|XP_020815328.1|DSER	LOC108098706|XP_017057312.1|DFIC
OG0003883	LOC110179736|XP_020803012.1|DSER	LOC108097998|XP_017056124.1|DFIC
OG0003884	LOC110185722|XP_020810363.1|DSER	LOC108092695|XP_017047895.1|DFIC
OG0003885	LOC110181465|XP_020804872.1|DSER	LOC108088201|XP_017041390.1|DFIC
OG0003886	LOC110181462|XP_020804869.1|DSER	LOC108088142|XP_017041296.1|DFIC
OG0003887	LOC110184908|XP_020809213.1|DSER	LOC108092436|XP_017047506.1|DFIC
OG0003888	LOC110188664|XP_020814113.1|DSER	LOC108099356|XP_017058331.1|DFIC
OG0003889	LOC110185792|XP_020810455.1|DSER	LOC108101299|XP_017061090.1|DFIC
OG0003890	LOC110177630|XP_020800103.1|DSER	LOC108099194|XP_017058051.1|DFIC
OG0003891	LOC110185549|XP_020810126.1|DSER	LOC108092680|XP_017047856.1|DFIC
OG0003892	LOC110177576|XP_020800014.1|DSER	LOC108100278|XP_017059553.1|DFIC
OG0003893	LOC110181382|XP_020804771.1|DSER	LOC108094456|XP_017050523.1|DFIC
OG0003894	LOC110183344|XP_020807257.1|DSER	LOC108089260|XP_017042917.1|DFIC
OG0003895	LOC110179215|XP_020802309.1|DSER	LOC108095238|XP_017051755.1|DFIC
OG0003896	LOC110179218|XP_020802312.1|DSER	LOC108095198|XP_017051693.1|DFIC
OG0003897	LOC110189434|XP_020815164.1|DSER, LOC110176783|XP_020798879.1|DSER	LOC108094028|XP_017049948.1|DFIC
OG0003898	LOC110181422|XP_020804823.1|DSER	LOC108101175|XP_017060894.1|DFIC
OG0003899	LOC110187550|XP_020812597.1|DSER	LOC108091464|XP_017046165.1|DFIC
OG0003900	LOC110185823|XP_020810489.1|DSER	LOC108101294|XP_017061085.1|DFIC
OG0003901	LOC110181191|XP_020804530.1|DSER	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC
OG0003902	LOC110181193|XP_020804533.1|DSER	LOC108100047|XP_017059266.1|DFIC
OG0003903	LOC110182618|XP_020806342.1|DSER	LOC108100861|XP_017060429.1|DFIC
OG0003904	LOC110182612|XP_020806332.1|DSER	LOC108100859|XP_017060428.1|DFIC
OG0003905	LOC110188969|XP_020814579.1|DSER	LOC108099340|XP_017058305.1|DFIC
OG0003906	LOC110177720|XP_020800220.1|DSER	LOC108090951|XP_017045384.1|DFIC
OG0003907	LOC110176830|XP_020798940.1|DSER	LOC108091551|XP_017046311.1|DFIC
OG0003908	LOC110177038|XP_020799213.1|DSER	LOC108091431|XP_017046111.1|DFIC
OG0003909	LOC110191480|XP_020818000.1|DSER	LOC108086453|XP_017038860.1|DFIC
OG0003910	LOC110188414|XP_020813798.1|DSER	LOC108096107|XP_017052972.1|DFIC
OG0003911	LOC110179161|XP_020802215.1|DSER	LOC108089879|XP_017043828.1|DFIC
OG0003912	LOC110182371|XP_020806071.1|DSER	LOC108094548|XP_017050646.1|DFIC
OG0003913	LOC110185848|XP_020810514.1|DSER	LOC108092746|XP_017047964.1|DFIC
OG0003914	LOC110183145|XP_020806995.1|DSER	LOC108100071|XP_017059295.1|DFIC
OG0003915	LOC110184427|XP_020808622.1|DSER	LOC108092980|XP_017048360.1|DFIC
OG0003916	LOC110181197|XP_020804536.1|DSER	LOC108098279|XP_017056570.1|DFIC
OG0003917	LOC110187414|XP_020812462.1|DSER	LOC108089852|XP_017043785.1|DFIC
OG0003918	LOC110183985|XP_020808001.1|DSER	LOC108093514|XP_017049095.1|DFIC
OG0003919	LOC110187203|XP_020812261.1|DSER, LOC110179950|XP_020803197.1|DSER	LOC108092515|XP_017047626.1|DFIC
OG0003920	LOC110177574|XP_020800013.1|DSER	LOC108096967|XP_017054433.1|DFIC
OG0003921	LOC110184948|XP_020809255.1|DSER	LOC108089955|XP_017043935.1|DFIC
OG0003922	LOC110183180|XP_020807029.1|DSER	LOC108100038|XP_017059251.1|DFIC
OG0003923	LOC110185471|XP_020809988.1|DSER	LOC108098408|XP_017056791.1|DFIC
OG0003924	LOC110178899|XP_020801914.1|DSER	LOC108087769|XP_017040788.1|DFIC
OG0003925	LOC110182345|XP_020806044.1|DSER	LOC108089897|XP_017043860.1|DFIC
OG0003926	LOC110182305|XP_020805980.1|DSER	LOC108089861|XP_017043796.1|DFIC
OG0003927	LOC110182294|XP_020805972.1|DSER	LOC108092518|XP_017047629.1|DFIC
OG0003928	LOC110178064|XP_020800730.1|DSER, LOC110183862|XP_020807874.1|DSER	LOC108100960|XP_017060600.1|DFIC
OG0003929	LOC110183164|XP_020807015.1|DSER	LOC108100068|XP_017059292.1|DFIC
OG0003930	LOC110185700|XP_020810328.1|DSER	LOC108088212|XP_017041405.1|DFIC
OG0003931	LOC110185598|XP_020810192.1|DSER	LOC108088181|XP_017041357.1|DFIC
OG0003932	LOC110188956|XP_020814554.1|DSER	LOC108090530|XP_017044742.1|DFIC
OG0003933	LOC110179152|XP_020802200.1|DSER	LOC108089966|XP_017043950.1|DFIC
OG0003934	LOC110183889|XP_020807893.1|DSER	LOC108098729|XP_017057339.1|DFIC
OG0003935	LOC110178513|XP_020801323.1|DSER	LOC108093929|XP_017049796.1|DFIC
OG0003936	LOC110178518|XP_020801329.1|DSER	LOC108093931|XP_017049797.1|DFIC
OG0003937	LOC110182947|XP_020806792.1|DSER	LOC108101504|XP_017061354.1|DFIC
OG0003938	LOC110182310|XP_020805985.1|DSER	LOC108089841|XP_017043750.1|DFIC
OG0003939	LOC110187375|XP_020812424.1|DSER	LOC108089813|XP_017043701.1|DFIC
OG0003940	LOC110182335|XP_020806026.1|DSER	LOC108089831|XP_017043733.1|DFIC
OG0003941	LOC110182354|XP_020806053.1|DSER	LOC108089836|XP_017043739.1|DFIC
OG0003942	LOC110176944|XP_020799104.1|DSER	LOC108100893|XP_017060490.1|DFIC
OG0003943	LOC110182388|XP_020806087.1|DSER	LOC108089839|XP_017043748.1|DFIC
OG0003944	LOC110183961|XP_020807976.1|DSER	LOC108094509|XP_017050599.1|DFIC
OG0003945	LOC110181130|XP_020804460.1|DSER	LOC108087663|XP_017040641.1|DFIC
OG0003946	LOC110181348|XP_020804728.1|DSER	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC
OG0003947	LOC110181354|XP_020804737.1|DSER	LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC
OG0003948	LOC110187232|XP_020812289.1|DSER	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC
OG0003949	LOC110187236|XP_020812293.1|DSER, LOC110179962|XP_020803202.1|DSER	LOC108099421|XP_017058479.1|DFIC
OG0003950	LOC110185739|XP_020810390.1|DSER	LOC108098226|XP_017056500.1|DFIC
OG0003951	LOC110185690|XP_020810317.1|DSER	LOC108088134|XP_017041286.1|DFIC
OG0003952	LOC110183171|XP_020807022.1|DSER	LOC108098693|XP_017057290.1|DFIC
OG0003953	LOC110185561|XP_020810140.1|DSER	LOC108088166|XP_017041327.1|DFIC
OG0003954	LOC110183598|XP_020807571.1|DSER	LOC108100685|XP_017060190.1|DFIC
OG0003955	LOC110183283|XP_020807173.1|DSER	LOC108089109|XP_017042708.1|DFIC
OG0003956	LOC110178139|XP_020800826.1|DSER	LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC
OG0003957	LOC110191300|XP_020817770.1|DSER	LOC108088998|XP_017042557.1|DFIC
OG0003958	LOC110191983|XP_020818669.1|DSER	LOC108102167|XP_017062355.1|DFIC
OG0003959	LOC110182995|XP_020806845.1|DSER	LOC108095231|XP_017051740.1|DFIC
OG0003960	LOC110184608|XP_020808860.1|DSER	LOC108100933|XP_017060562.1|DFIC
OG0003961	LOC110176989|XP_020799157.1|DSER	LOC108100806|XP_017060359.1|DFIC
OG0003962	LOC110182352|XP_020806051.1|DSER	LOC108089888|XP_017043847.1|DFIC
OG0003963	LOC110181449|XP_020804850.1|DSER	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC
OG0003964	LOC110176877|XP_020799012.1|DSER	LOC108092556|XP_017047682.1|DFIC
OG0003965	LOC110182594|XP_020806307.1|DSER	LOC108100856|XP_017060423.1|DFIC
OG0003966	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER	LOC108101394|XP_017061202.1|DFIC
OG0003967	LOC110189709|XP_020815543.1|DSER	LOC108101347|XP_017061146.1|DFIC
OG0003968	LOC110189419|XP_020815136.1|DSER	LOC108101281|XP_017061066.1|DFIC
OG0003969	LOC110189500|XP_020815263.1|DSER	LOC108093779|XP_017049543.1|DFIC
OG0003970	LOC110187578|XP_020812624.1|DSER	LOC108091538|XP_017046291.1|DFIC
OG0003971	LOC110183383|XP_020807307.1|DSER	LOC108089261|XP_017042918.1|DFIC
OG0003972	LOC110176213|XP_020798146.1|DSER	LOC108087464|XP_017040322.1|DFIC
OG0003973	LOC110184110|XP_020808161.1|DSER	LOC108090861|XP_017045236.1|DFIC
OG0003974	LOC110176346|XP_020798333.1|DSER	LOC108087729|XP_017040738.1|DFIC
OG0003975	LOC110183031|XP_020806876.1|DSER	LOC108098730|XP_017057340.1|DFIC
OG0003976	LOC110185868|XP_020810537.1|DSER	LOC108094453|XP_017050521.1|DFIC
OG0003977	LOC110185056|XP_020809391.1|DSER	LOC108092729|XP_017047946.1|DFIC
OG0003978	LOC110190109|XP_020816076.1|DSER	LOC108088296|XP_017041515.1|DFIC
OG0003979	LOC110183306|XP_020807204.1|DSER	LOC108089143|XP_017042753.1|DFIC
OG0003980	LOC110188298|XP_020813659.1|DSER	LOC108097853|XP_017055882.1|DFIC
OG0003981	LOC110184817|XP_020809116.1|DSER	LOC108094502|XP_017050593.1|DFIC
OG0003982	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER	LOC108094481|XP_017050557.1|DFIC
OG0003983	LOC110185820|XP_020810484.1|DSER	LOC108094533|XP_017050624.1|DFIC
OG0003984	LOC110183737|XP_020807743.1|DSER	LOC108101211|XP_017060949.1|DFIC
OG0003985	LOC110181435|XP_020804836.1|DSER	LOC108101205|XP_017060943.1|DFIC
OG0003986	LOC110182688|XP_020806440.1|DSER	LOC108100783|XP_017060312.1|DFIC
OG0003987	LOC110182691|XP_020806443.1|DSER	LOC108100870|XP_017060447.1|DFIC
OG0003988	LOC110187364|XP_020812414.1|DSER	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC
OG0003989	LOC110187320|XP_020812367.1|DSER	LOC108093496|XP_017049074.1|DFIC
OG0003990	LOC110185610|XP_020810215.1|DSER	LOC108101756|XP_017061712.1|DFIC
OG0003991	LOC110179160|XP_020802208.1|DSER	LOC108101285|XP_017061069.1|DFIC
OG0003992	LOC110187296|XP_020812344.1|DSER	LOC108101288|XP_017061077.1|DFIC
OG0003993	LOC110185999|XP_020810686.1|DSER	LOC108101320|XP_017061116.1|DFIC
OG0003994	LOC110177358|XP_020799710.1|DSER	LOC108097767|XP_017055781.1|DFIC
OG0003995	LOC110178418|XP_020801247.1|DSER	LOC108087847|XP_017040915.1|DFIC
OG0003996	LOC110178347|XP_020801124.1|DSER	LOC108090286|XP_017044385.1|DFIC
OG0003997	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC
OG0003998	LOC110189829|XP_020815684.1|DSER	LOC108101974|XP_017062060.1|DFIC
OG0003999	LOC110176563|XP_020798610.1|DSER	LOC108100898|XP_017060501.1|DFIC
OG0004000	LOC110182061|XP_020805681.1|DSER	LOC108088730|XP_017042169.1|DFIC
OG0004001	LOC110191664|XP_020818221.1|DSER	LOC108090867|XP_017045247.1|DFIC
OG0004002	LOC110185928|XP_020810601.1|DSER	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC
OG0004003	LOC110183187|XP_020807041.1|DSER	LOC108100043|XP_017059262.1|DFIC
OG0004004	LOC110176879|XP_020799014.1|DSER	LOC108092693|XP_017047891.1|DFIC
OG0004005	LOC110187419|XP_020812467.1|DSER	LOC108089964|XP_017043946.1|DFIC
OG0004006	LOC110184993|XP_020809303.1|DSER	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC
OG0004007	LOC110183791|XP_020807806.1|DSER	LOC108092551|XP_017047675.1|DFIC
OG0004008	LOC110178090|XP_020800752.1|DSER	LOC108091457|XP_017046146.1|DFIC
OG0004009	LOC110184962|XP_020809269.1|DSER	LOC108092577|XP_017047710.1|DFIC
OG0004010	LOC110186009|XP_020810702.1|DSER	LOC108098320|XP_017056633.1|DFIC
OG0004011	LOC110185140|XP_020809500.1|DSER	LOC108092761|XP_017047983.1|DFIC
OG0004012	LOC110188529|XP_020813933.1|DSER	LOC108099670|XP_017058793.1|DFIC
OG0004013	LOC110186119|XP_020810827.1|DSER	LOC108098357|XP_017056691.1|DFIC
OG0004014	LOC110176212|XP_020798145.1|DSER	LOC108087463|XP_017040321.1|DFIC
OG0004015	LOC110182609|XP_020806330.1|DSER	LOC108100857|XP_017060426.1|DFIC
OG0004016	LOC110183309|XP_020807208.1|DSER	LOC108089255|XP_017042910.1|DFIC
OG0004017	LOC110186085|XP_020810782.1|DSER	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC
OG0004018	LOC110189564|XP_020815352.1|DSER	LOC108094199|XP_017050142.1|DFIC
OG0004019	LOC110185003|XP_020809318.1|DSER	LOC108089884|XP_017043836.1|DFIC
OG0004020	LOC110187242|XP_020812299.1|DSER	LOC108092323|XP_017047347.1|DFIC
OG0004021	LOC110183973|XP_020807987.1|DSER	LOC108092321|XP_017047345.1|DFIC
OG0004022	LOC110181189|XP_020804525.1|DSER	LOC108098274|XP_017056565.1|DFIC
OG0004023	LOC110181254|XP_020804623.1|DSER	LOC108094810|XP_017051069.1|DFIC
OG0004024	LOC110181159|XP_020804492.1|DSER	LOC108098284|XP_017056580.1|DFIC
OG0004025	LOC110183410|XP_020807345.1|DSER	LOC108101181|XP_017060906.1|DFIC
OG0004026	LOC110182281|XP_020805959.1|DSER	LOC108092461|XP_017047539.1|DFIC
OG0004027	LOC110180235|XP_020803550.1|DSER	LOC108095248|XP_017051764.1|DFIC
OG0004028	LOC110183120|XP_020806969.1|DSER	LOC108092036|XP_017047008.1|DFIC
OG0004029	LOC110183857|XP_020807870.1|DSER	LOC108100982|XP_017060628.1|DFIC
OG0004030	LOC110191500|XP_020818025.1|DSER	LOC108090924|XP_017045344.1|DFIC
OG0004031	LOC110187311|XP_020812359.1|DSER	LOC108093516|XP_017049097.1|DFIC
OG0004032	LOC110188780|XP_020814284.1|DSER	LOC108094149|XP_017050079.1|DFIC
OG0004033	LOC110183214|XP_020807086.1|DSER	LOC108089174|XP_017042799.1|DFIC
OG0004034	LOC110176904|XP_020799050.1|DSER	LOC108096069|XP_017052919.1|DFIC
OG0004035	LOC110182311|XP_020805991.1|DSER	LOC108089838|XP_017043741.1|DFIC
OG0004036	LOC110182396|XP_020806095.1|DSER	LOC108092383|XP_017047416.1|DFIC
OG0004037	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER	LOC108101378|XP_017061184.1|DFIC
OG0004038	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER	LOC108091487|XP_017046200.1|DFIC
OG0004039	LOC110187331|XP_020812377.1|DSER	LOC108092448|XP_017047522.1|DFIC
OG0004040	LOC110177162|XP_020799409.1|DSER	LOC108096860|XP_017054273.1|DFIC
OG0004041	LOC110184228|XP_020808347.1|DSER	LOC108097684|XP_017055640.1|DFIC
OG0004042	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER	LOC108093217|XP_017048672.1|DFIC
OG0004043	LOC110183415|XP_020807351.1|DSER	LOC108100102|XP_017059337.1|DFIC
OG0004044	LOC110184252|XP_020808372.1|DSER	LOC108095337|XP_017051908.1|DFIC
OG0004045	LOC110183461|XP_020807400.1|DSER	LOC108100030|XP_017059236.1|DFIC
OG0004046	LOC110178123|XP_020800802.1|DSER	LOC108091547|XP_017046306.1|DFIC
OG0004047	LOC110184985|XP_020809296.1|DSER	LOC108093482|XP_017049057.1|DFIC
OG0004048	LOC110179150|XP_020802198.1|DSER	LOC108089923|XP_017043894.1|DFIC
OG0004049	LOC110187518|XP_020812572.1|DSER	LOC108091560|XP_017046321.1|DFIC
OG0004050	LOC110176974|XP_020799139.1|DSER	LOC108101216|XP_017060954.1|DFIC
OG0004051	LOC110184009|XP_020808033.1|DSER	LOC108098699|XP_017057297.1|DFIC
OG0004052	LOC110184296|XP_020808442.1|DSER	LOC108091054|XP_017045493.1|DFIC
OG0004053	LOC110179360|XP_020802533.1|DSER	LOC108086449|XP_017038855.1|DFIC
OG0004054	LOC110187533|XP_020812586.1|DSER	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC
OG0004055	LOC110186228|XP_020810950.1|DSER	LOC108087184|XP_017039929.1|DFIC
OG0004056	LOC110187806|XP_020812940.1|DSER	LOC108098602|XP_017057153.1|DFIC
OG0004057	LOC110190328|XP_020816382.1|DSER	LOC108100470|XP_017059890.1|DFIC
OG0004058	LOC110182763|XP_020806536.1|DSER	LOC108099172|XP_017058022.1|DFIC
OG0004059	LOC110188554|XP_020813971.1|DSER	LOC108098599|XP_017057149.1|DFIC
OG0004060	LOC110190756|XP_020817047.1|DSER	LOC108087299|XP_017040100.1|DFIC
OG0004061	LOC110179611|XP_020802870.1|DSER	LOC108101668|XP_017061578.1|DFIC
OG0004062	LOC110177618|XP_020800083.1|DSER	LOC108100542|XP_017059996.1|DFIC
OG0004063	LOC110179430|XP_020802620.1|DSER	LOC108092955|XP_017048321.1|DFIC
OG0004064	LOC110190119|XP_020816092.1|DSER	LOC108096413|XP_017053478.1|DFIC
OG0004065	LOC110177827|XP_020800429.1|DSER	LOC108090762|XP_017045085.1|DFIC
OG0004066	LOC110188946|XP_020814583.1|DSER	LOC108086745|XP_017039274.1|DFIC
OG0004067	LOC110184245|XP_020808360.1|DSER	LOC108101684|XP_017061602.1|DFIC
OG0004068	LOC110186940|XP_020811932.1|DSER	LOC108099413|XP_017058419.1|DFIC
OG0004069	LOC110186505|XP_020811359.1|DSER	LOC108099427|XP_017058445.1|DFIC
OG0004070	LOC110178681|XP_020801541.1|DSER	LOC108098493|XP_017056902.1|DFIC
OG0004071	LOC110190650|XP_020816907.1|DSER	LOC108093930|XP_017049800.1|DFIC
OG0004072	LOC110190651|XP_020816910.1|DSER	LOC108093937|XP_017049813.1|DFIC
OG0004073	LOC110184288|XP_020808431.1|DSER	LOC108091092|XP_017045596.1|DFIC
OG0004074	LOC110190851|XP_020817163.1|DSER	LOC108096695|XP_017054001.1|DFIC
OG0004075	LOC110182312|XP_020806001.1|DSER	LOC108094834|XP_017051122.1|DFIC
OG0004076	LOC110182286|XP_020805967.1|DSER	LOC108094833|XP_017051120.1|DFIC
OG0004077	LOC110177000|XP_020799168.1|DSER	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC
OG0004078	LOC110186211|XP_020810933.1|DSER	LOC108095873|XP_017052665.1|DFIC
OG0004079	LOC110178034|XP_020800709.1|DSER	LOC108095376|XP_017051944.1|DFIC
OG0004080	LOC110176860|XP_020798997.1|DSER	LOC108090529|XP_017044741.1|DFIC
OG0004081	LOC110189216|XP_020814847.1|DSER	LOC108086669|XP_017039139.1|DFIC
OG0004082	LOC110185433|XP_020809915.1|DSER	LOC108095216|XP_017051719.1|DFIC
OG0004083	LOC110191310|XP_020817782.1|DSER	LOC108087136|XP_017039823.1|DFIC
OG0004084	LOC110189866|XP_020815745.1|DSER	LOC108088896|XP_017042384.1|DFIC
OG0004085	LOC110191419|XP_020817936.1|DSER	LOC108087023|XP_017039680.1|DFIC
OG0004086	LOC110177376|XP_020799732.1|DSER	LOC108088542|XP_017041877.1|DFIC
OG0004087	LOC110181603|XP_020805057.1|DSER	LOC108091231|XP_017045826.1|DFIC
OG0004088	LOC110186454|XP_020811298.1|DSER	LOC108086526|XP_017038943.1|DFIC
OG0004089	LOC110182193|XP_020805864.1|DSER	LOC108095308|XP_017051860.1|DFIC
OG0004090	LOC110186168|XP_020810880.1|DSER	LOC108091971|XP_017046867.1|DFIC
OG0004091	LOC110188637|XP_020814071.1|DSER	LOC108098894|XP_017057575.1|DFIC
OG0004092	LOC110180359|XP_020803679.1|DSER	LOC108092916|XP_017048262.1|DFIC
OG0004094	LOC110183050|XP_020806893.1|DSER	LOC108091280|XP_017045883.1|DFIC
OG0004095	LOC110186436|XP_020811277.1|DSER	LOC108102067|XP_017062196.1|DFIC
OG0004096	LOC110177377|XP_020799734.1|DSER	LOC108088541|XP_017041875.1|DFIC
OG0004097	LOC110177511|XP_020799925.1|DSER	LOC108095429|XP_017052027.1|DFIC
OG0004098	LOC110185932|XP_020810605.1|DSER	LOC108087002|XP_017039628.1|DFIC
OG0004099	LOC110187880|XP_020813022.1|DSER	LOC108091373|XP_017046014.1|DFIC
OG0004100	LOC110188015|XP_020813198.1|DSER	LOC108090214|XP_017044296.1|DFIC
OG0004101	LOC110187648|XP_020812715.1|DSER	LOC108090204|XP_017044283.1|DFIC
OG0004102	LOC110188121|XP_020813359.1|DSER	LOC108090139|XP_017044166.1|DFIC
OG0004103	LOC110186206|XP_020810928.1|DSER	LOC108095871|XP_017052663.1|DFIC
OG0004104	LOC110184965|XP_020809275.1|DSER	LOC108091703|XP_017046530.1|DFIC
OG0004105	LOC110189956|XP_020815904.1|DSER	LOC108096340|XP_017053374.1|DFIC
OG0004106	LOC110190174|XP_020816179.1|DSER	LOC108088893|XP_017042381.1|DFIC
OG0004107	LOC110188808|XP_020814342.1|DSER	LOC108099205|XP_017058069.1|DFIC
OG0004108	LOC110188721|XP_020814194.1|DSER	LOC108097093|XP_017054643.1|DFIC
OG0004109	LOC110186169|XP_020810882.1|DSER	LOC108091972|XP_017046871.1|DFIC
OG0004110	LOC110179832|XP_020803098.1|DSER	LOC108093596|XP_017049211.1|DFIC
OG0004111	LOC110187008|XP_020812029.1|DSER	LOC108095896|XP_017052700.1|DFIC
OG0004112	LOC110186204|XP_020810926.1|DSER	LOC108096005|XP_017052844.1|DFIC
OG0004113	LOC110181746|XP_020805265.1|DSER	LOC108092798|XP_017048058.1|DFIC
OG0004114	LOC110183068|XP_020806913.1|DSER	LOC108097101|XP_017054656.1|DFIC
OG0004115	LOC110184293|XP_020808438.1|DSER	LOC108097098|XP_017054651.1|DFIC
OG0004116	LOC110186371|XP_020811181.1|DSER	LOC108095936|XP_017052762.1|DFIC
OG0004117	LOC110177305|XP_020799630.1|DSER	LOC108092152|XP_017047159.1|DFIC
OG0004118	LOC110184323|XP_020808508.1|DSER	LOC108093947|XP_017049832.1|DFIC
OG0004119	LOC110189813|XP_020815683.1|DSER	LOC108087349|XP_017040177.1|DFIC
OG0004120	LOC110188242|XP_020813564.1|DSER	LOC108097506|XP_017055310.1|DFIC
OG0004121	LOC110185257|XP_020809653.1|DSER	LOC108096174|XP_017053046.1|DFIC
OG0004122	LOC110188687|XP_020814148.1|DSER	LOC108098833|XP_017057478.1|DFIC
OG0004123	LOC110188319|XP_020813687.1|DSER	LOC108098554|XP_017057041.1|DFIC
OG0004124	LOC110183528|XP_020807481.1|DSER	LOC108095560|XP_017052191.1|DFIC
OG0004125	LOC110186530|XP_020811387.1|DSER	LOC108097645|XP_017055565.1|DFIC
OG0004126	LOC110186964|XP_020811965.1|DSER	LOC108088499|XP_017041814.1|DFIC
OG0004127	LOC110187336|XP_020812382.1|DSER	LOC108089215|XP_017042854.1|DFIC
OG0004128	LOC110187745|XP_020812862.1|DSER	LOC108092026|XP_017046954.1|DFIC
OG0004129	LOC110178334|XP_020801103.1|DSER	LOC108093844|XP_017049666.1|DFIC
OG0004130	LOC110184171|XP_020808239.1|DSER	LOC108088665|XP_017042083.1|DFIC
OG0004131	LOC110191744|XP_020818339.1|DSER	LOC108097284|XP_017054982.1|DFIC
OG0004132	LOC110185282|XP_020809688.1|DSER	LOC108099111|XP_017057926.1|DFIC
OG0004133	LOC110184945|XP_020809250.1|DSER	LOC108093502|XP_017049081.1|DFIC
OG0004134	LOC110190922|XP_020817241.1|DSER	LOC108095826|XP_017052595.1|DFIC
OG0004135	LOC110188100|XP_020813314.1|DSER	LOC108101438|XP_017061254.1|DFIC
OG0004136	LOC110191086|XP_020817490.1|DSER	LOC108098525|XP_017056992.1|DFIC
OG0004137	LOC110181061|XP_020804424.1|DSER	LOC108090736|XP_017045047.1|DFIC
OG0004138	LOC110177545|XP_020799973.1|DSER	LOC108089315|XP_017042980.1|DFIC
OG0004139	LOC110184472|XP_020808677.1|DSER	LOC108097109|XP_017054675.1|DFIC
OG0004140	LOC110182543|XP_020806251.1|DSER	LOC108092815|XP_017048080.1|DFIC
OG0004141	LOC110182938|XP_020806777.1|DSER	LOC108094921|XP_017051260.1|DFIC
OG0004142	LOC110180327|XP_020803643.1|DSER	LOC108095602|XP_017052256.1|DFIC
OG0004143	LOC110189013|XP_020814635.1|DSER	LOC108087953|XP_017041031.1|DFIC
OG0004144	LOC110183192|XP_020807056.1|DSER	LOC108101189|XP_017060922.1|DFIC
OG0004145	LOC110191303|XP_020817773.1|DSER	LOC108089003|XP_017042563.1|DFIC
OG0004146	LOC110191716|XP_020818292.1|DSER	LOC108096449|XP_017053545.1|DFIC
OG0004147	LOC110183209|XP_020807081.1|DSER	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC
OG0004148	LOC110186828|XP_020811775.1|DSER	LOC108088068|XP_017041205.1|DFIC
OG0004149	LOC110191001|XP_020817374.1|DSER	LOC108098577|XP_017057102.1|DFIC
OG0004150	LOC110187885|XP_020813029.1|DSER	LOC108098950|XP_017057647.1|DFIC
OG0004151	LOC110186251|XP_020810988.1|DSER	LOC108100770|XP_017060295.1|DFIC
OG0004152	LOC110177199|XP_020799454.1|DSER	LOC108090124|XP_017044145.1|DFIC
OG0004153	LOC110179303|XP_020802448.1|DSER	LOC108086418|XP_017038809.1|DFIC
