Orthogroup	DSER.longest_only	CQUI.longest_only
OG0004611	LOC110186616|XP_020811509.1|DSER	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC110186442|XP_020811285.1|DSER	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC110191778|XP_020818382.1|DSER	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC110179731|XP_020803006.1|DSER	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC110184398|XP_020808580.1|DSER	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC110187281|XP_020812328.1|DSER	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC110188659|XP_020814102.1|DSER	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC110191048|XP_020817431.1|DSER	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC110188700|XP_020814165.1|DSER	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC110188598|XP_020814019.1|DSER	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC110188260|XP_020813605.1|DSER	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC110186543|XP_020811405.1|DSER	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC110185527|XP_020810083.1|DSER	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC110178088|XP_020800750.1|DSER	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC110183702|XP_020807701.1|DSER	LOC6054024|XP_038115572.1|CQUI
OG0004628	LOC110182186|XP_020805848.1|DSER	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC110187717|XP_020812819.1|DSER	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC110176482|XP_020798508.1|DSER	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC110187750|XP_020812866.1|DSER	LOC6048768|XP_001865645.1|CQUI
OG0004632	LOC110187749|XP_020812865.1|DSER	LOC6048779|XP_038109334.1|CQUI
OG0004633	LOC110186354|XP_020811160.1|DSER	LOC6045007|XP_038116758.1|CQUI
OG0004634	LOC110186323|XP_020811121.1|DSER	LOC6051445|XP_001867883.2|CQUI
OG0004635	LOC110184365|XP_020808518.1|DSER	LOC6051832|XP_038105109.1|CQUI
OG0004636	LOC110179565|XP_020802807.1|DSER	LOC6038486|XP_038105456.1|CQUI
OG0004637	LOC110180467|XP_020803802.1|DSER	LOC6035139|XP_038104086.1|CQUI
OG0004639	LOC110186741|XP_020811665.1|DSER	LOC6038658|XP_038104660.1|CQUI
OG0004640	LOC110186358|XP_020811164.1|DSER	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC110182535|XP_020806242.1|DSER	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC110180468|XP_020803805.1|DSER	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC110191736|XP_020818324.1|DSER	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC110180152|XP_020803461.1|DSER	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC110178154|XP_020800843.1|DSER	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC110187036|XP_020812059.1|DSER	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC110181492|XP_020804913.1|DSER	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC110183148|XP_020806997.1|DSER	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC110187987|XP_020813167.1|DSER	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC110188667|XP_020814119.1|DSER	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC110191347|XP_020817854.1|DSER	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC110182255|XP_020805932.1|DSER	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC110191341|XP_020817844.1|DSER	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC110175991|XP_020797844.1|DSER	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC110191222|XP_020817648.1|DSER	LOC6034771|XP_038105085.1|CQUI
OG0004658	LOC110186515|XP_020811371.1|DSER	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI
OG0004659	LOC110187710|XP_020812804.1|DSER	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC110187875|XP_020813018.1|DSER	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC110187850|XP_020812994.1|DSER	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC110177346|XP_020799696.1|DSER	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC110183515|XP_020807462.1|DSER	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC110183541|XP_020807499.1|DSER	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC110188749|XP_020814249.1|DSER	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC110188752|XP_020814252.1|DSER	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC110187018|XP_020812042.1|DSER	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC110185676|XP_020810301.1|DSER	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC110186595|XP_020811482.1|DSER	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC110190600|XP_020816856.1|DSER	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC110176505|XP_020798538.1|DSER	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC110186386|XP_020811205.1|DSER	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC110177370|XP_020799725.1|DSER	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC110177300|XP_020799624.1|DSER	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC110190902|XP_020817219.1|DSER	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC110191423|XP_020817938.1|DSER	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC110191080|XP_020817474.1|DSER	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC110191299|XP_020817769.1|DSER	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC110186572|XP_020811439.1|DSER	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC110183029|XP_020806875.1|DSER	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC110187909|XP_020813070.1|DSER	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC110188340|XP_020813706.1|DSER	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC110186267|XP_020811034.1|DSER	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC110186609|XP_020811500.1|DSER	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC110186518|XP_020811373.1|DSER	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC110189968|XP_020815920.1|DSER	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC110186327|XP_020811133.1|DSER	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC110191711|XP_020818284.1|DSER	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC110177400|XP_020799764.1|DSER	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC110187842|XP_020812978.1|DSER	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC110187783|XP_020812912.1|DSER	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC110189126|XP_020814762.1|DSER	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC110177317|XP_020799650.1|DSER	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC110177261|XP_020799570.1|DSER	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC110184384|XP_020808547.1|DSER	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC110181490|XP_020804909.1|DSER	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC110190377|XP_020816465.1|DSER	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC110187725|XP_020812831.1|DSER	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC110191042|XP_020817425.1|DSER	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC110191261|XP_020817711.1|DSER	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC110184652|XP_020808915.1|DSER	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC110188815|XP_020814355.1|DSER	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC110188186|XP_020813421.1|DSER	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC110185157|XP_020809519.1|DSER	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC110185682|XP_020810309.1|DSER	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC110184520|XP_020808749.1|DSER	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC110191234|XP_020817672.1|DSER	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC110176468|XP_020798486.1|DSER	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC110191267|XP_020817722.1|DSER	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC110185617|XP_020810227.1|DSER	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC110188559|XP_020813979.1|DSER	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC110188138|XP_020813390.1|DSER	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC110186005|XP_020810698.1|DSER	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC110191066|XP_020817456.1|DSER	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC110182218|XP_020805903.1|DSER	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC110183789|XP_020807804.1|DSER	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC110186532|XP_020811390.1|DSER	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC110191056|XP_020817444.1|DSER	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC110186643|XP_020811562.1|DSER	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC110186949|XP_020811943.1|DSER	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC110191265|XP_020817719.1|DSER	LOC6032650|XP_038104199.1|CQUI
OG0004726	LOC110177361|XP_020799713.1|DSER	LOC6032660|XP_038104648.1|CQUI
OG0004727	LOC110184974|XP_020809286.1|DSER	LOC6046598|XP_038104662.1|CQUI
OG0004728	LOC110188713|XP_020814186.1|DSER	LOC6042430|XP_001851545.1|CQUI
OG0004729	LOC110183233|XP_020807107.1|DSER	LOC6037482|XP_001847392.1|CQUI
OG0004730	LOC110185775|XP_020810437.1|DSER	LOC6037484|XP_001847394.2|CQUI
OG0004731	LOC110186664|XP_020811588.1|DSER	LOC6031661|XP_001842407.1|CQUI
OG0004732	LOC110187635|XP_020812702.1|DSER	LOC6046292|XP_038109784.1|CQUI
OG0004733	LOC110187634|XP_020812701.1|DSER	LOC6046295|XP_001863520.1|CQUI
OG0004734	LOC110190854|XP_020817162.1|DSER	LOC6046299|XP_001863524.2|CQUI
OG0004735	LOC110176401|XP_020798395.1|DSER	LOC6039070|XP_038122825.1|CQUI
OG0004736	LOC110186527|XP_020811388.1|DSER	LOC6048415|XP_038117705.1|CQUI
OG0004737	LOC110176504|XP_020798537.1|DSER	LOC6039929|XP_001849427.1|CQUI
OG0004738	LOC110176467|XP_020798485.1|DSER	LOC6039931|XP_001849429.2|CQUI
OG0004739	LOC110185579|XP_020810171.1|DSER	LOC6039934|XP_001849431.2|CQUI
OG0004740	LOC110187814|XP_020812951.1|DSER	LOC6033684|XP_001844110.2|CQUI
OG0004741	LOC110186948|XP_020811942.1|DSER	LOC6033683|XP_001844109.1|CQUI
OG0004742	LOC110185432|XP_020809914.1|DSER	LOC6033676|XP_038108765.1|CQUI
OG0004743	LOC110191219|XP_020817645.1|DSER	LOC6035507|XP_001845677.2|CQUI
OG0004744	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER	LOC6035527|XP_001845692.2|CQUI
OG0004745	LOC110188008|XP_020813190.1|DSER	LOC119768951|XP_038116720.1|CQUI
OG0004746	LOC110188301|XP_020813665.1|DSER	LOC6034950|XP_038105446.1|CQUI
OG0004747	LOC110188302|XP_020813666.1|DSER	LOC6034945|XP_001845206.2|CQUI
OG0004748	LOC110188177|XP_020813406.1|DSER	LOC6034937|XP_038122916.1|CQUI
OG0004749	LOC110177241|XP_020799537.1|DSER	LOC6037416|XP_038116787.1|CQUI
OG0004750	LOC110190970|XP_020817319.1|DSER	LOC6033696|XP_001844121.1|CQUI
OG0004751	LOC110191872|XP_020818513.1|DSER	LOC6033701|XP_001844124.2|CQUI
OG0004752	LOC110186827|XP_020811774.1|DSER	LOC6033703|XP_001844126.1|CQUI
OG0004753	LOC110187706|XP_020812800.1|DSER	LOC6033704|XP_001844127.2|CQUI
OG0004754	LOC110189021|XP_020814641.1|DSER	LOC6033705|XP_001844128.1|CQUI
OG0004755	LOC110188240|XP_020813561.1|DSER	LOC6033712|XP_038117221.1|CQUI
OG0004756	LOC110188236|XP_020813554.1|DSER	LOC6033713|XP_001844134.2|CQUI
OG0004757	LOC110187656|XP_020812731.1|DSER	LOC6033720|XP_038105297.1|CQUI
OG0004758	LOC110189345|XP_020815049.1|DSER	LOC6039195|XP_038122528.1|CQUI
OG0004759	LOC110190831|XP_020817149.1|DSER	LOC6039198|XP_038122984.1|CQUI
OG0004760	LOC110186928|XP_020811913.1|DSER	LOC6039201|XP_038105092.1|CQUI
OG0004761	LOC110188440|XP_020813829.1|DSER	LOC6039606|XP_038112004.1|CQUI
OG0004762	LOC110181458|XP_020804864.1|DSER	LOC6038054|XP_038114918.1|CQUI
OG0004763	LOC110188350|XP_020813717.1|DSER	LOC6038059|XP_038105125.1|CQUI
OG0004764	LOC110186589|XP_020811470.1|DSER	LOC6040682|XP_038104175.1|CQUI
OG0004765	LOC110191036|XP_020817416.1|DSER	LOC6040686|XP_038114839.1|CQUI
OG0004766	LOC110191161|XP_020817578.1|DSER	LOC6037332|XP_038116156.1|CQUI
OG0004767	LOC110189060|XP_020814692.1|DSER	LOC6037471|XP_001847378.2|CQUI
OG0004768	LOC110189051|XP_020814680.1|DSER	LOC6032709|XP_038115999.1|CQUI
OG0004769	LOC110187271|XP_020812317.1|DSER	LOC6035385|XP_038104454.1|CQUI
OG0004770	LOC110189797|XP_020815682.1|DSER	LOC6035386|XP_001845587.1|CQUI
OG0004771	LOC110176528|XP_020798564.1|DSER	LOC6035384|XP_001845585.2|CQUI
OG0004772	LOC110186914|XP_020811894.1|DSER	LOC6036804|XP_001846798.1|CQUI
OG0004773	LOC110177201|XP_020799455.1|DSER	LOC6035078|XP_001845313.2|CQUI
OG0004774	LOC110177203|XP_020799457.1|DSER	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC110186999|XP_020812018.1|DSER	LOC6035072|XP_038105378.1|CQUI
OG0004776	LOC110189598|XP_020815390.1|DSER	LOC6035068|XP_038104827.1|CQUI
OG0004777	LOC110186430|XP_020811272.1|DSER	LOC6035416|XP_001845609.1|CQUI
OG0004778	LOC110186016|XP_020810711.1|DSER	LOC119765159|XP_038104412.1|CQUI
OG0004779	LOC110186405|XP_020811235.1|DSER	LOC6035335|XP_038104406.1|CQUI
OG0004780	LOC110187218|XP_020812277.1|DSER	LOC6035328|XP_001845545.1|CQUI
OG0004781	LOC110186636|XP_020811554.1|DSER	LOC6047689|XP_038110351.1|CQUI
OG0004782	LOC110191380|XP_020817891.1|DSER	LOC6035537|XP_038110801.1|CQUI
OG0004783	LOC110180645|XP_020803998.1|DSER	LOC6046138|XP_038104914.1|CQUI
OG0004784	LOC110176633|XP_020798719.1|DSER	LOC6042432|XP_038105717.1|CQUI
OG0004785	LOC110176623|XP_020798707.1|DSER	LOC6040253|XP_001849692.2|CQUI
OG0004786	LOC110176625|XP_020798709.1|DSER	LOC6040257|XP_001849694.1|CQUI
OG0004787	LOC110176589|XP_020798663.1|DSER	LOC6040266|XP_038104916.1|CQUI
OG0004788	LOC110176597|XP_020798672.1|DSER	LOC6040267|XP_001849700.1|CQUI
OG0004789	LOC110176599|XP_020798676.1|DSER	LOC6040268|XP_038104574.1|CQUI
OG0004790	LOC110176455|XP_020798466.1|DSER	LOC6039077|XP_001848750.1|CQUI
OG0004791	LOC110191388|XP_020817903.1|DSER	LOC119771181|XP_038122656.1|CQUI
OG0004792	LOC110188597|XP_020814018.1|DSER	LOC6040663|XP_038105179.1|CQUI
OG0004793	LOC110176520|XP_020798556.1|DSER	LOC6040662|XP_038104480.1|CQUI
OG0004794	LOC110183935|XP_020807959.1|DSER	LOC6047061|XP_038122922.1|CQUI
OG0004796	LOC110186591|XP_020811472.1|DSER	LOC6040872|XP_038105237.1|CQUI
OG0004797	LOC110190032|XP_020815997.1|DSER	LOC6040880|XP_038105232.1|CQUI
OG0004798	LOC110186743|XP_020811667.1|DSER	LOC6040882|XP_001850211.2|CQUI
OG0004799	LOC110184042|XP_020808079.1|DSER	LOC6040692|XP_038111505.1|CQUI
OG0004800	LOC110191227|XP_020817652.1|DSER	LOC6037510|XP_001847416.1|CQUI
OG0004801	LOC110186585|XP_020811463.1|DSER	LOC6045592|XP_038105796.1|CQUI
OG0004803	LOC110186669|XP_020811596.1|DSER	LOC6033723|XP_038105889.1|CQUI
OG0004804	LOC110188262|XP_020813670.1|DSER	LOC6035052|XP_038104560.1|CQUI
OG0004805	LOC110190665|XP_020816948.1|DSER	LOC6038022|XP_038105589.1|CQUI
OG0004806	LOC110182538|XP_020806245.1|DSER	LOC6038033|XP_038123004.1|CQUI
OG0004807	LOC110191101|XP_020817506.1|DSER	LOC6039897|XP_001849395.1|CQUI
OG0004808	LOC110188448|XP_020813835.1|DSER	LOC6035066|XP_038104556.1|CQUI
OG0004809	LOC110177157|XP_020799401.1|DSER	LOC6042403|XP_001851528.1|CQUI
OG0004810	LOC110177184|XP_020799437.1|DSER	LOC6042402|XP_038123005.1|CQUI
OG0004811	LOC110184663|XP_020808925.1|DSER	LOC6042397|XP_038108448.1|CQUI
OG0004812	LOC110188904|XP_020814533.1|DSER	LOC6042392|XP_038112150.1|CQUI
OG0004813	LOC110191338|XP_020817841.1|DSER	LOC6036810|XP_038104805.1|CQUI
OG0004815	LOC110181792|XP_020805331.1|DSER	LOC6032039|XP_038105440.1|CQUI
OG0004816	LOC110184389|XP_020808554.1|DSER	LOC6032045|XP_001842711.2|CQUI
OG0004817	LOC110184450|XP_020808648.1|DSER	LOC6032046|XP_001842712.2|CQUI
OG0004818	LOC110186427|XP_020811268.1|DSER	LOC6032061|XP_001842727.1|CQUI
OG0004819	LOC110191321|XP_020817803.1|DSER	LOC6032069|XP_001842735.1|CQUI
OG0004820	LOC110188591|XP_020814013.1|DSER	LOC6032070|XP_001842736.2|CQUI
OG0004821	LOC110176476|XP_020798496.1|DSER	LOC6032072|XP_038115655.1|CQUI
OG0004822	LOC110176412|XP_020798410.1|DSER	LOC6032080|XP_038104760.1|CQUI
OG0004823	LOC110191324|XP_020817810.1|DSER	LOC6032083|XP_001842749.1|CQUI
OG0004824	LOC110191325|XP_020817818.1|DSER	LOC6032084|XP_001842750.2|CQUI
OG0004825	LOC110185480|XP_020810013.1|DSER	LOC6032099|XP_001842764.2|CQUI
OG0004826	LOC110191033|XP_020817411.1|DSER	LOC6035186|XP_001845416.2|CQUI
OG0004827	LOC110187713|XP_020812809.1|DSER	LOC6035188|XP_038105070.1|CQUI
OG0004828	LOC110186417|XP_020811256.1|DSER	LOC6035191|XP_001845421.1|CQUI
OG0004829	LOC110191170|XP_020817589.1|DSER	LOC6037399|XP_001847318.2|CQUI
OG0004833	LOC110177119|XP_020799324.1|DSER	LOC6033922|XP_038105632.1|CQUI
OG0004834	LOC110184772|XP_020809070.1|DSER	LOC6036795|XP_001846789.1|CQUI
OG0004835	LOC110184707|XP_020808986.1|DSER	LOC6036793|XP_001846787.2|CQUI
OG0004836	LOC110191102|XP_020817507.1|DSER	LOC6040910|XP_038122904.1|CQUI
OG0004837	LOC110176693|XP_020798783.1|DSER	LOC6040912|XP_001850240.1|CQUI
OG0004838	LOC110189028|XP_020814650.1|DSER	LOC6040929|XP_001850257.2|CQUI
OG0004839	LOC110189012|XP_020814627.1|DSER	LOC6040928|XP_038123034.1|CQUI
OG0004840	LOC110186170|XP_020810883.1|DSER	LOC6035404|XP_001845598.2|CQUI
OG0004841	LOC110185777|XP_020810438.1|DSER	LOC6037352|XP_001847275.2|CQUI
OG0004842	LOC110186540|XP_020811403.1|DSER	LOC6037342|XP_001847266.2|CQUI
OG0004844	LOC110182617|XP_020806341.1|DSER	LOC6033964|XP_001844352.1|CQUI
OG0004845	LOC110188379|XP_020813754.1|DSER	LOC6033967|XP_038104318.1|CQUI
OG0004846	LOC110176969|XP_020799135.1|DSER	LOC6045714|XP_001863022.2|CQUI
OG0004847	LOC110176968|XP_020799134.1|DSER	LOC6032647|XP_001843214.2|CQUI
OG0004850	LOC110177183|XP_020799434.1|DSER	LOC6053351|XP_038115052.1|CQUI
OG0004851	LOC110177153|XP_020799394.1|DSER	LOC6032009|XP_001842677.2|CQUI
OG0004852	LOC110191797|XP_020818406.1|DSER	LOC6032101|XP_038122533.1|CQUI
OG0004853	LOC110179338|XP_020802501.1|DSER	LOC6032797|XP_038117362.1|CQUI
OG0004854	LOC110187503|XP_020812559.1|DSER	LOC6032828|XP_001843366.2|CQUI
OG0004855	LOC110181264|XP_020804630.1|DSER	LOC6032837|XP_001843371.2|CQUI
OG0004856	LOC110189121|XP_020814755.1|DSER	LOC6032889|XP_038115758.1|CQUI
OG0004857	LOC110188890|XP_020814468.1|DSER	LOC6049345|XP_038121996.1|CQUI
OG0004858	LOC110189090|XP_020814722.1|DSER	LOC6031074|XP_038117926.1|CQUI
OG0004859	LOC110189063|XP_020814691.1|DSER	LOC6031066|XP_038121782.1|CQUI
OG0004860	LOC110188854|XP_020814420.1|DSER	LOC6031076|XP_001841927.1|CQUI
OG0004861	LOC110190440|XP_020816585.1|DSER	LOC6031081|XP_038114947.1|CQUI
OG0004862	LOC110190563|XP_020816796.1|DSER	LOC6031090|XP_038114567.1|CQUI
OG0004863	LOC110176141|XP_020798037.1|DSER	LOC6038677|XP_038116442.1|CQUI
OG0004864	LOC110183562|XP_020807522.1|DSER	LOC6038678|XP_038119126.1|CQUI
OG0004865	LOC110177324|XP_020799656.1|DSER	LOC6038680|XP_001848435.1|CQUI
OG0004866	LOC110187494|XP_020812548.1|DSER	LOC6042793|XP_038116607.1|CQUI
OG0004867	LOC110178393|XP_020801189.1|DSER	LOC6042378|XP_038113412.1|CQUI
OG0004868	LOC110189540|XP_020815330.1|DSER	LOC6042789|XP_001870794.1|CQUI
OG0004869	LOC110189729|XP_020815580.1|DSER	LOC6042795|XP_001870798.1|CQUI
OG0004870	LOC110189269|XP_020814943.1|DSER	LOC6042810|XP_001870808.1|CQUI
OG0004871	LOC110179352|XP_020802526.1|DSER	LOC6042816|XP_001870814.2|CQUI
OG0004872	LOC110184041|XP_020808075.1|DSER	LOC6047865|XP_001864864.1|CQUI
OG0004873	LOC110177042|XP_020799218.1|DSER	LOC6041056|XP_001850367.2|CQUI
OG0004874	LOC110176547|XP_020798597.1|DSER	LOC6041052|XP_001850363.2|CQUI
OG0004875	LOC110179460|XP_020802678.1|DSER	LOC6041042|XP_038121931.1|CQUI
OG0004876	LOC110179578|XP_020802828.1|DSER	LOC119769880|XP_038119587.1|CQUI
OG0004877	LOC110179016|XP_020802017.1|DSER	LOC6041025|XP_038122387.1|CQUI
OG0004878	LOC110191892|XP_020818540.1|DSER	LOC6031108|XP_038120035.1|CQUI
OG0004879	LOC110191611|XP_020818157.1|DSER	LOC6031116|XP_038118149.1|CQUI
OG0004880	LOC110190184|XP_020816191.1|DSER	LOC6031119|XP_001841964.1|CQUI
OG0004881	LOC110178783|XP_020801688.1|DSER	LOC6031120|XP_001841965.2|CQUI
OG0004882	LOC110186790|XP_020811730.1|DSER	LOC6031127|XP_038121858.1|CQUI
OG0004883	LOC110185317|XP_020809741.1|DSER	LOC6031128|XP_038121855.1|CQUI
OG0004884	LOC110176883|XP_020799020.1|DSER	LOC6031153|XP_038122195.1|CQUI
OG0004885	LOC110177645|XP_020800121.1|DSER	LOC6031160|XP_038122027.1|CQUI
OG0004886	LOC110178516|XP_020801326.1|DSER	LOC6031164|XP_001842007.1|CQUI
OG0004887	LOC110191592|XP_020818135.1|DSER	LOC6031165|XP_038121190.1|CQUI
OG0004888	LOC110184106|XP_020808155.1|DSER	LOC6031166|XP_038114576.1|CQUI
OG0004889	LOC110180690|XP_020804066.1|DSER	LOC6030975|XP_001841829.2|CQUI
OG0004890	LOC110182540|XP_020806274.1|DSER	LOC6030973|XP_038121809.1|CQUI
OG0004891	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER	LOC6030968|XP_038121630.1|CQUI
OG0004892	LOC110189536|XP_020815325.1|DSER	LOC6031064|XP_038119798.1|CQUI
OG0004893	LOC110180818|XP_020804158.1|DSER	LOC6043930|XP_001861513.1|CQUI
OG0004894	LOC110189383|XP_020815090.1|DSER	LOC6043927|XP_001861510.2|CQUI
OG0004895	LOC110181104|XP_020804434.1|DSER	LOC6045536|XP_001862891.2|CQUI
OG0004896	LOC110178457|XP_020801251.1|DSER	LOC6051435|XP_038120460.1|CQUI
OG0004897	LOC110178497|XP_020801303.1|DSER	LOC6041058|XP_038117480.1|CQUI
OG0004898	LOC110178008|XP_020800680.1|DSER	LOC6041018|XP_038114929.1|CQUI
OG0004899	LOC110191466|XP_020817978.1|DSER	LOC6031099|XP_038121429.1|CQUI
OG0004900	LOC110178002|XP_020800661.1|DSER	LOC6054043|XP_038116191.1|CQUI
OG0004901	LOC110177987|XP_020800642.1|DSER	LOC6043919|XP_001861504.2|CQUI
OG0004902	LOC110177579|XP_020800017.1|DSER	LOC6043923|XP_038118580.1|CQUI
OG0004903	LOC110184403|XP_020808627.1|DSER	LOC6052661|XP_038118295.1|CQUI
OG0004904	LOC110191308|XP_020817780.1|DSER	LOC6046849|XP_001863984.1|CQUI
OG0004905	LOC110191580|XP_020818122.1|DSER	LOC6046852|XP_038118359.1|CQUI
OG0004906	LOC110190799|XP_020817101.1|DSER	LOC6030986|XP_001841839.2|CQUI
OG0004907	LOC110187105|XP_020812174.1|DSER	LOC6040644|XP_001850009.2|CQUI
OG0004908	LOC110189997|XP_020815954.1|DSER	LOC6043377|XP_038116517.1|CQUI
OG0004909	LOC110189838|XP_020815697.1|DSER	LOC6049586|XP_038115882.1|CQUI
OG0004910	LOC110189961|XP_020815908.1|DSER	LOC6039568|XP_001849162.2|CQUI
OG0004911	LOC110186773|XP_020811705.1|DSER	LOC6039557|XP_038118886.1|CQUI
OG0004912	LOC110190804|XP_020817111.1|DSER	LOC6053801|XP_038120512.1|CQUI
OG0004913	LOC110182911|XP_020806731.1|DSER	LOC6052188|XP_001868490.1|CQUI
OG0004914	LOC110182905|XP_020806722.1|DSER	LOC6043324|XP_038116587.1|CQUI
OG0004915	LOC110178700|XP_020801563.1|DSER	LOC6043331|XP_001858490.1|CQUI
OG0004916	LOC110188351|XP_020813758.1|DSER	LOC6043338|XP_038118846.1|CQUI
OG0004917	LOC110190793|XP_020817092.1|DSER	LOC6053707|XP_001867574.2|CQUI
OG0004918	LOC110190791|XP_020817088.1|DSER	LOC6053706|XP_038117721.1|CQUI
OG0004919	LOC110186253|XP_020810993.1|DSER	LOC6053382|XP_038119032.1|CQUI
OG0004920	LOC110189933|XP_020815876.1|DSER	LOC6050541|XP_038120184.1|CQUI
