Orthogroup	DSER.longest_only	HILL.longest_only
OG0004736	LOC110186527|XP_020811388.1|DSER	LOC119660605|XP_037925219.1|HILL
OG0004737	LOC110176504|XP_020798537.1|DSER	LOC119652046|XP_037911909.1|HILL
OG0004738	LOC110176467|XP_020798485.1|DSER	LOC119650717|XP_037909658.1|HILL
OG0004739	LOC110185579|XP_020810171.1|DSER	LOC119652650|XP_037912826.1|HILL
OG0004740	LOC110187814|XP_020812951.1|DSER	LOC119651710|XP_037911351.1|HILL
OG0004741	LOC110186948|XP_020811942.1|DSER	LOC119651621|XP_037911204.1|HILL
OG0004742	LOC110185432|XP_020809914.1|DSER	LOC119660965|XP_037925950.1|HILL
OG0004743	LOC110191219|XP_020817645.1|DSER	LOC119657264|XP_037920023.1|HILL
OG0004744	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER	LOC119659925|XP_037924190.1|HILL
OG0004745	LOC110188008|XP_020813190.1|DSER	LOC119658857|XP_037922538.1|HILL
OG0004746	LOC110188301|XP_020813665.1|DSER	LOC119658591|XP_037921978.1|HILL
OG0004747	LOC110188302|XP_020813666.1|DSER	LOC119658592|XP_037921979.1|HILL
OG0004748	LOC110188177|XP_020813406.1|DSER	LOC119658982|XP_037922792.1|HILL
OG0004749	LOC110177241|XP_020799537.1|DSER	LOC119658626|XP_037922053.1|HILL
OG0004750	LOC110190970|XP_020817319.1|DSER	LOC119650598|XP_037909383.1|HILL
OG0004751	LOC110191872|XP_020818513.1|DSER	LOC119656651|XP_037919044.1|HILL
OG0004752	LOC110186827|XP_020811774.1|DSER	LOC119659430|XP_037923440.1|HILL
OG0004753	LOC110187706|XP_020812800.1|DSER	LOC119659164|XP_037923042.1|HILL
OG0004754	LOC110189021|XP_020814641.1|DSER	LOC119659162|XP_037923040.1|HILL
OG0004755	LOC110188240|XP_020813561.1|DSER	LOC119646660|XP_037903118.1|HILL
OG0004756	LOC110188236|XP_020813554.1|DSER	LOC119646659|XP_037903117.1|HILL
OG0004757	LOC110187656|XP_020812731.1|DSER	LOC119651981|XP_037911818.1|HILL
OG0004758	LOC110189345|XP_020815049.1|DSER	LOC119657492|XP_037920343.1|HILL
OG0004759	LOC110190831|XP_020817149.1|DSER	LOC119650650|XP_037909512.1|HILL
OG0004760	LOC110186928|XP_020811913.1|DSER	LOC119657397|XP_037920215.1|HILL
OG0004761	LOC110188440|XP_020813829.1|DSER	LOC119659497|XP_037923543.1|HILL
OG0004762	LOC110181458|XP_020804864.1|DSER	LOC119651175|XP_037910525.1|HILL
OG0004763	LOC110188350|XP_020813717.1|DSER	LOC119651811|XP_037911530.1|HILL
OG0004764	LOC110186589|XP_020811470.1|DSER	LOC119660161|XP_037924493.1|HILL
OG0004765	LOC110191036|XP_020817416.1|DSER	LOC119651583|XP_037911150.1|HILL
OG0004766	LOC110191161|XP_020817578.1|DSER	LOC119651411|XP_037910930.1|HILL
OG0004767	LOC110189060|XP_020814692.1|DSER	LOC119651129|XP_037910451.1|HILL
OG0004768	LOC110189051|XP_020814680.1|DSER	LOC119651128|XP_037910450.1|HILL
OG0004769	LOC110187271|XP_020812317.1|DSER	LOC119659440|XP_037923451.1|HILL
OG0004770	LOC110189797|XP_020815682.1|DSER	LOC119659123|XP_037922976.1|HILL
OG0004771	LOC110176528|XP_020798564.1|DSER	LOC119651884|XP_037911632.1|HILL
OG0004772	LOC110186914|XP_020811894.1|DSER	LOC119651147|XP_037910480.1|HILL
OG0004773	LOC110177201|XP_020799455.1|DSER	LOC119652454|XP_037912526.1|HILL
OG0004774	LOC110177203|XP_020799457.1|DSER	LOC119652455|XP_037912531.1|HILL
OG0004775	LOC110186999|XP_020812018.1|DSER	LOC119652648|XP_037912825.1|HILL
OG0004776	LOC110189598|XP_020815390.1|DSER	LOC119651638|XP_037911236.1|HILL
OG0004777	LOC110186430|XP_020811272.1|DSER	LOC119650759|XP_037909779.1|HILL
OG0004778	LOC110186016|XP_020810711.1|DSER	LOC119657685|XP_037920644.1|HILL
OG0004779	LOC110186405|XP_020811235.1|DSER	LOC119661344|XP_037926574.1|HILL
OG0004780	LOC110187218|XP_020812277.1|DSER	LOC119647073|XP_037903759.1|HILL
OG0004781	LOC110186636|XP_020811554.1|DSER	LOC119652277|XP_037912198.1|HILL
OG0004782	LOC110191380|XP_020817891.1|DSER	LOC119651366|XP_037910868.1|HILL
OG0004783	LOC110180645|XP_020803998.1|DSER	LOC119656828|XP_037919401.1|HILL
OG0004784	LOC110176633|XP_020798719.1|DSER	LOC119651404|XP_037910920.1|HILL
OG0004785	LOC110176623|XP_020798707.1|DSER	LOC119651315|XP_037910773.1|HILL
OG0004786	LOC110176625|XP_020798709.1|DSER	LOC119651934|XP_037911702.1|HILL
OG0004787	LOC110176589|XP_020798663.1|DSER	LOC119653144|XP_037913606.1|HILL
OG0004788	LOC110176597|XP_020798672.1|DSER	LOC119653141|XP_037913604.1|HILL
OG0004789	LOC110176599|XP_020798676.1|DSER	LOC119653143|XP_037913605.1|HILL
OG0004790	LOC110176455|XP_020798466.1|DSER	LOC119652266|XP_037912179.1|HILL
OG0004791	LOC110191388|XP_020817903.1|DSER	LOC119652076|XP_037911942.1|HILL
OG0004792	LOC110188597|XP_020814018.1|DSER	LOC119651728|XP_037911383.1|HILL
OG0004793	LOC110176520|XP_020798556.1|DSER	LOC119659008|XP_037922821.1|HILL
OG0004794	LOC110183935|XP_020807959.1|DSER	LOC119652838|XP_037913102.1|HILL
OG0004795	LOC110186552|XP_020811418.1|DSER	LOC119652527|XP_037912656.1|HILL
OG0004796	LOC110186591|XP_020811472.1|DSER	LOC119650639|XP_037909489.1|HILL
OG0004797	LOC110190032|XP_020815997.1|DSER	LOC119652964|XP_037913289.1|HILL
OG0004798	LOC110186743|XP_020811667.1|DSER	LOC119650602|XP_037909387.1|HILL
OG0004799	LOC110184042|XP_020808079.1|DSER	LOC119650872|XP_037909962.1|HILL
OG0004800	LOC110191227|XP_020817652.1|DSER	LOC119652460|XP_037912552.1|HILL
OG0004801	LOC110186585|XP_020811463.1|DSER	LOC119658926|XP_037922683.1|HILL
OG0004802	LOC110177210|XP_020799487.1|DSER	LOC119653001|XP_037913355.1|HILL
OG0004803	LOC110186669|XP_020811596.1|DSER	LOC119651072|XP_037910339.1|HILL
OG0004804	LOC110188262|XP_020813670.1|DSER	LOC119652910|XP_037913214.1|HILL
OG0004805	LOC110190665|XP_020816948.1|DSER	LOC119652950|XP_037913270.1|HILL
OG0004806	LOC110182538|XP_020806245.1|DSER	LOC119646447|XP_037902826.1|HILL
OG0004807	LOC110191101|XP_020817506.1|DSER	LOC119651232|XP_037910636.1|HILL
OG0004808	LOC110188448|XP_020813835.1|DSER	LOC119652992|XP_037913345.1|HILL
OG0004809	LOC110177157|XP_020799401.1|DSER	LOC119646127|XP_037902405.1|HILL
OG0004810	LOC110177184|XP_020799437.1|DSER	LOC119659012|XP_037922828.1|HILL
OG0004811	LOC110184663|XP_020808925.1|DSER	LOC119651304|XP_037910758.1|HILL
OG0004812	LOC110188904|XP_020814533.1|DSER	LOC119651965|XP_037911755.1|HILL
OG0004813	LOC110191338|XP_020817841.1|DSER	LOC119652598|XP_037912753.1|HILL
OG0004814	LOC110188323|XP_020813690.1|DSER	LOC119650948|XP_037910109.1|HILL
OG0004815	LOC110181792|XP_020805331.1|DSER	LOC119657093|XP_037919774.1|HILL
OG0004816	LOC110184389|XP_020808554.1|DSER	LOC119657482|XP_037920332.1|HILL
OG0004817	LOC110184450|XP_020808648.1|DSER	LOC119657103|XP_037919787.1|HILL
OG0004818	LOC110186427|XP_020811268.1|DSER	LOC119652607|XP_037912768.1|HILL
OG0004819	LOC110191321|XP_020817803.1|DSER	LOC119657915|XP_037921029.1|HILL
OG0004820	LOC110188591|XP_020814013.1|DSER	LOC119651749|XP_037911414.1|HILL
OG0004821	LOC110176476|XP_020798496.1|DSER	LOC119651676|XP_037911298.1|HILL
OG0004822	LOC110176412|XP_020798410.1|DSER	LOC119651664|XP_037911281.1|HILL
OG0004823	LOC110191324|XP_020817810.1|DSER	LOC119651836|XP_037911560.1|HILL
OG0004824	LOC110191325|XP_020817818.1|DSER	LOC119650772|XP_037909802.1|HILL
OG0004825	LOC110185480|XP_020810013.1|DSER	LOC119660946|XP_037925883.1|HILL
OG0004826	LOC110191033|XP_020817411.1|DSER	LOC119651897|XP_037911652.1|HILL
OG0004827	LOC110187713|XP_020812809.1|DSER	LOC119652469|XP_037912565.1|HILL
OG0004828	LOC110186417|XP_020811256.1|DSER	LOC119652623|XP_037912794.1|HILL
OG0004829	LOC110191170|XP_020817589.1|DSER	LOC119650894|XP_037910001.1|HILL
OG0004830	LOC110191406|XP_020817923.1|DSER	LOC119652629|XP_037912804.1|HILL
OG0004831	LOC110184750|XP_020809039.1|DSER	LOC119657751|XP_037920732.1|HILL
OG0004832	LOC110186489|XP_020811335.1|DSER	LOC119650910|XP_037910059.1|HILL
OG0004833	LOC110177119|XP_020799324.1|DSER	LOC119658030|XP_037921188.1|HILL
OG0004834	LOC110184772|XP_020809070.1|DSER	LOC119652942|XP_037913259.1|HILL
OG0004835	LOC110184707|XP_020808986.1|DSER	LOC119651573|XP_037911136.1|HILL
OG0004836	LOC110191102|XP_020817507.1|DSER	LOC119647061|XP_037903746.1|HILL
OG0004837	LOC110176693|XP_020798783.1|DSER	LOC119649816|XP_037908075.1|HILL
OG0004838	LOC110189028|XP_020814650.1|DSER	LOC119656550|XP_037918842.1|HILL
OG0004839	LOC110189012|XP_020814627.1|DSER	LOC119657955|XP_037921085.1|HILL
OG0004840	LOC110186170|XP_020810883.1|DSER	LOC119659882|XP_037924129.1|HILL
OG0004841	LOC110185777|XP_020810438.1|DSER	LOC119657827|XP_037920873.1|HILL
OG0004842	LOC110186540|XP_020811403.1|DSER	LOC119657044|XP_037919725.1|HILL
OG0004843	LOC110187834|XP_020812972.1|DSER	LOC119650651|XP_037909515.1|HILL
OG0004844	LOC110182617|XP_020806341.1|DSER	LOC119660485|XP_037925002.1|HILL
OG0004845	LOC110188379|XP_020813754.1|DSER	LOC119659005|XP_037922819.1|HILL
OG0004846	LOC110176969|XP_020799135.1|DSER	LOC119651550|XP_037911114.1|HILL
OG0004847	LOC110176968|XP_020799134.1|DSER	LOC119657752|XP_037920734.1|HILL
OG0004848	LOC110191016|XP_020817392.1|DSER	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL
OG0004849	LOC110184983|XP_020809295.1|DSER	LOC119657782|XP_037920784.1|HILL
OG0004850	LOC110177183|XP_020799434.1|DSER	LOC119650958|XP_037910129.1|HILL
OG0004851	LOC110177153|XP_020799394.1|DSER	LOC119650807|XP_037909874.1|HILL
OG0004852	LOC110191797|XP_020818406.1|DSER	LOC119652610|XP_037912773.1|HILL
OG0004853	LOC110179338|XP_020802501.1|DSER	LOC119660352|XP_037924779.1|HILL
OG0004854	LOC110187503|XP_020812559.1|DSER	LOC119647713|XP_037904732.1|HILL
OG0004855	LOC110181264|XP_020804630.1|DSER	LOC119650096|XP_037908542.1|HILL
OG0004856	LOC110189121|XP_020814755.1|DSER	LOC119649449|XP_037907527.1|HILL
OG0004857	LOC110188890|XP_020814468.1|DSER	LOC119648483|XP_037906173.1|HILL
OG0004858	LOC110189090|XP_020814722.1|DSER	LOC119647512|XP_037904402.1|HILL
OG0004859	LOC110189063|XP_020814691.1|DSER	LOC119649643|XP_037907826.1|HILL
OG0004860	LOC110188854|XP_020814420.1|DSER	LOC119649398|XP_037907451.1|HILL
OG0004861	LOC110190440|XP_020816585.1|DSER	LOC119650260|XP_037908789.1|HILL
OG0004862	LOC110190563|XP_020816796.1|DSER	LOC119648493|XP_037906187.1|HILL
OG0004863	LOC110176141|XP_020798037.1|DSER	LOC119648813|XP_037906593.1|HILL
OG0004864	LOC110183562|XP_020807522.1|DSER	LOC119648280|XP_037905863.1|HILL
OG0004865	LOC110177324|XP_020799656.1|DSER	LOC119646468|XP_037902846.1|HILL
OG0004866	LOC110187494|XP_020812548.1|DSER	LOC119648674|XP_037906393.1|HILL
OG0004867	LOC110178393|XP_020801189.1|DSER	LOC119661292|XP_037926507.1|HILL
OG0004868	LOC110189540|XP_020815330.1|DSER	LOC119649905|XP_037908230.1|HILL
OG0004869	LOC110189729|XP_020815580.1|DSER	LOC119646853|XP_037903403.1|HILL
OG0004870	LOC110189269|XP_020814943.1|DSER	LOC119661636|XP_037926987.1|HILL
OG0004871	LOC110179352|XP_020802526.1|DSER	LOC119646521|XP_037902909.1|HILL
OG0004872	LOC110184041|XP_020808075.1|DSER	LOC119661574|XP_037926901.1|HILL
OG0004873	LOC110177042|XP_020799218.1|DSER	LOC119649470|XP_037907555.1|HILL
OG0004874	LOC110176547|XP_020798597.1|DSER	LOC119646173|XP_037902480.1|HILL
OG0004875	LOC110179460|XP_020802678.1|DSER	LOC119651097|XP_037910382.1|HILL
OG0004876	LOC110179578|XP_020802828.1|DSER	LOC119646418|XP_037902792.1|HILL
OG0004877	LOC110179016|XP_020802017.1|DSER	LOC119650223|XP_037908728.1|HILL
OG0004878	LOC110191892|XP_020818540.1|DSER	LOC119646610|XP_037903039.1|HILL
OG0004879	LOC110191611|XP_020818157.1|DSER	LOC119656430|XP_037918728.1|HILL
OG0004880	LOC110190184|XP_020816191.1|DSER	LOC119648775|XP_037906537.1|HILL
OG0004881	LOC110178783|XP_020801688.1|DSER	LOC119648136|XP_037905609.1|HILL
OG0004882	LOC110186790|XP_020811730.1|DSER	LOC119648223|XP_037905767.1|HILL
OG0004883	LOC110185317|XP_020809741.1|DSER	LOC119649771|XP_037907999.1|HILL
OG0004884	LOC110176883|XP_020799020.1|DSER	LOC119661105|XP_037926222.1|HILL
OG0004885	LOC110177645|XP_020800121.1|DSER	LOC119661577|XP_037926904.1|HILL
OG0004886	LOC110178516|XP_020801326.1|DSER	LOC119659066|XP_037922908.1|HILL
OG0004887	LOC110191592|XP_020818135.1|DSER	LOC119661264|XP_037926445.1|HILL
OG0004888	LOC110184106|XP_020808155.1|DSER	LOC119647034|XP_037903704.1|HILL
OG0004889	LOC110180690|XP_020804066.1|DSER	LOC119661513|XP_037926814.1|HILL
OG0004890	LOC110182540|XP_020806274.1|DSER	LOC119646819|XP_037903362.1|HILL
OG0004891	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER	LOC119655774|XP_037917758.1|HILL
OG0004892	LOC110189536|XP_020815325.1|DSER	LOC119656024|XP_037918214.1|HILL
OG0004893	LOC110180818|XP_020804158.1|DSER	LOC119646608|XP_037903037.1|HILL
OG0004894	LOC110189383|XP_020815090.1|DSER	LOC119653684|XP_037914476.1|HILL
OG0004895	LOC110181104|XP_020804434.1|DSER	LOC119661728|XP_037927122.1|HILL
OG0004897	LOC110178497|XP_020801303.1|DSER	LOC119651207|XP_037910589.1|HILL
OG0004898	LOC110178008|XP_020800680.1|DSER	LOC119660127|XP_037924450.1|HILL
OG0004899	LOC110191466|XP_020817978.1|DSER	LOC119659519|XP_037923578.1|HILL
OG0004900	LOC110178002|XP_020800661.1|DSER	LOC119658871|XP_037922569.1|HILL
OG0004901	LOC110177987|XP_020800642.1|DSER	LOC119659396|XP_037923386.1|HILL
OG0004902	LOC110177579|XP_020800017.1|DSER	LOC119649113|XP_037907041.1|HILL
OG0004903	LOC110184403|XP_020808627.1|DSER	LOC119661236|XP_037926393.1|HILL
OG0004904	LOC110191308|XP_020817780.1|DSER	LOC119647059|XP_037903744.1|HILL
OG0004905	LOC110191580|XP_020818122.1|DSER	LOC119650857|XP_037909941.1|HILL
OG0004906	LOC110190799|XP_020817101.1|DSER	LOC119647878|XP_037905091.1|HILL
OG0004907	LOC110187105|XP_020812174.1|DSER	LOC119648096|XP_037905523.1|HILL
OG0004908	LOC110189997|XP_020815954.1|DSER	LOC119649228|XP_037907215.1|HILL
OG0004909	LOC110189838|XP_020815697.1|DSER	LOC119650214|XP_037908707.1|HILL
OG0004910	LOC110189961|XP_020815908.1|DSER	LOC119649016|XP_037906895.1|HILL
OG0004911	LOC110186773|XP_020811705.1|DSER	LOC119648207|XP_037905739.1|HILL
OG0004912	LOC110190804|XP_020817111.1|DSER	LOC119649456|XP_037907538.1|HILL
OG0004913	LOC110182911|XP_020806731.1|DSER	LOC119655947|XP_037918078.1|HILL
OG0004914	LOC110182905|XP_020806722.1|DSER	LOC119650069|XP_037908497.1|HILL
OG0004915	LOC110178700|XP_020801563.1|DSER	LOC119660025|XP_037924332.1|HILL
OG0004916	LOC110188351|XP_020813758.1|DSER	LOC119660014|XP_037924324.1|HILL
OG0004917	LOC110190793|XP_020817092.1|DSER	LOC119649568|XP_037907696.1|HILL
OG0004918	LOC110190791|XP_020817088.1|DSER	LOC119647451|XP_037904307.1|HILL
OG0004919	LOC110186253|XP_020810993.1|DSER	LOC119660148|XP_037924479.1|HILL
OG0004920	LOC110189933|XP_020815876.1|DSER	LOC119658415|XP_037921741.1|HILL
OG0004921	LOC110190347|XP_020816406.1|DSER	LOC119648890|XP_037906715.1|HILL
OG0004922	LOC110190340|XP_020816398.1|DSER	LOC119650000|XP_037908390.1|HILL
OG0004923	LOC110183580|XP_020807550.1|DSER	LOC119648341|XP_037905965.1|HILL
OG0004924	LOC110184789|XP_020809087.1|DSER	LOC119648607|XP_037906305.1|HILL
OG0004925	LOC110178615|XP_020801459.1|DSER	LOC119648909|XP_037906744.1|HILL
OG0004926	LOC110178777|XP_020801678.1|DSER	LOC119648160|XP_037905663.1|HILL
OG0004927	LOC110190462|XP_020816622.1|DSER	LOC119649986|XP_037908357.1|HILL
OG0004928	LOC110184115|XP_020808170.1|DSER	LOC119647764|XP_037904821.1|HILL
OG0004929	LOC110184494|XP_020808707.1|DSER	LOC119647998|XP_037905312.1|HILL
OG0004930	LOC110178232|XP_020800941.1|DSER	LOC119661707|XP_037927087.1|HILL
OG0004931	LOC110182865|XP_020806667.1|DSER	LOC119655301|XP_037917056.1|HILL
OG0004932	LOC110178806|XP_020801720.1|DSER	LOC119648709|XP_037906444.1|HILL
OG0004933	LOC110187091|XP_020812192.1|DSER	LOC119646348|XP_037902710.1|HILL
OG0004934	LOC110191521|XP_020818048.1|DSER	LOC119646799|XP_037903317.1|HILL
OG0004935	LOC110189712|XP_020815560.1|DSER	LOC119646614|XP_037903047.1|HILL
OG0004936	LOC110190084|XP_020816048.1|DSER	LOC119648843|XP_037906646.1|HILL
OG0004937	LOC110184711|XP_020808990.1|DSER	LOC119646864|XP_037903417.1|HILL
OG0004938	LOC110189115|XP_020814748.1|DSER	LOC119649503|XP_037907598.1|HILL
OG0004939	LOC110190178|XP_020816185.1|DSER	LOC119648275|XP_037905858.1|HILL
OG0004940	LOC110190152|XP_020816148.1|DSER	LOC119649260|XP_037907274.1|HILL
OG0004941	LOC110190521|XP_020816714.1|DSER	LOC119648897|XP_037906727.1|HILL
OG0004942	LOC110176204|XP_020798124.1|DSER	LOC119647421|XP_037904244.1|HILL
OG0004943	LOC110190469|XP_020816637.1|DSER	LOC119647942|XP_037905232.1|HILL
OG0004944	LOC110188817|XP_020814356.1|DSER	LOC119649877|XP_037908181.1|HILL
OG0004945	LOC110189775|XP_020815658.1|DSER	LOC119648933|XP_037906774.1|HILL
OG0004946	LOC110190203|XP_020816212.1|DSER	LOC119647536|XP_037904451.1|HILL
OG0004947	LOC110177611|XP_020800069.1|DSER	LOC119649183|XP_037907137.1|HILL
OG0004948	LOC110177633|XP_020800106.1|DSER	LOC119649411|XP_037907476.1|HILL
OG0004949	LOC110177566|XP_020799997.1|DSER	LOC119649719|XP_037907929.1|HILL
OG0004950	LOC110178790|XP_020801702.1|DSER	LOC119649711|XP_037907912.1|HILL
OG0004951	LOC110188669|XP_020814125.1|DSER	LOC119650718|XP_037909659.1|HILL
OG0004952	LOC110187300|XP_020812350.1|DSER	LOC119648124|XP_037905574.1|HILL
OG0004953	LOC110190588|XP_020816840.1|DSER	LOC119647618|XP_037904588.1|HILL
OG0004954	LOC110190547|XP_020816756.1|DSER	LOC119647615|XP_037904582.1|HILL
OG0004955	LOC110178750|XP_020801641.1|DSER	LOC119646509|XP_037902893.1|HILL
OG0004956	LOC110178010|XP_020800682.1|DSER	LOC119648642|XP_037906345.1|HILL
OG0004957	LOC110182785|XP_020806570.1|DSER	LOC119648910|XP_037906745.1|HILL
OG0004958	LOC110187255|XP_020812307.1|DSER	LOC119650325|XP_037908909.1|HILL
OG0004959	LOC110187179|XP_020812240.1|DSER	LOC119650368|XP_037909009.1|HILL
OG0004960	LOC110186890|XP_020811852.1|DSER	LOC119647465|XP_037904327.1|HILL
OG0004961	LOC110189392|XP_020815100.1|DSER	LOC119648039|XP_037905394.1|HILL
OG0004962	LOC110190171|XP_020816177.1|DSER	LOC119648037|XP_037905391.1|HILL
OG0004963	LOC110185186|XP_020809562.1|DSER	LOC119647843|XP_037905028.1|HILL
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC119648209|XP_037905742.1|HILL
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC119647987|XP_037905300.1|HILL
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC119647985|XP_037905296.1|HILL
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC119661482|XP_037926775.1|HILL
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC119649864|XP_037908162.1|HILL
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC119646575|XP_037902996.1|HILL
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC119649870|XP_037908170.1|HILL
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC119647641|XP_037904631.1|HILL
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC119649966|XP_037908330.1|HILL
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC119647607|XP_037904566.1|HILL
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC119648197|XP_037905719.1|HILL
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC119650109|XP_037908560.1|HILL
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC119650107|XP_037908557.1|HILL
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC119647172|XP_037903906.1|HILL
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC119661178|XP_037926324.1|HILL
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC119649795|XP_037908028.1|HILL
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC119648180|XP_037905692.1|HILL
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC119648234|XP_037905785.1|HILL
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC119649995|XP_037908383.1|HILL
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC119649843|XP_037908115.1|HILL
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC119648730|XP_037906473.1|HILL
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC119648396|XP_037906064.1|HILL
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC119649839|XP_037908112.1|HILL
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC119650296|XP_037908860.1|HILL
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC119650332|XP_037908915.1|HILL
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC119647936|XP_037905208.1|HILL
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC119659543|XP_037923616.1|HILL
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC119647323|XP_037904178.1|HILL
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC119660877|XP_037925721.1|HILL
OG0004993	LOC110181266|XP_020804631.1|DSER	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC119650373|XP_037909033.1|HILL
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC119649798|XP_037908030.1|HILL
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC119647940|XP_037905214.1|HILL
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC119652402|XP_037912441.1|HILL
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC119653276|XP_037913830.1|HILL
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC119649848|XP_037908133.1|HILL
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC119659051|XP_037922890.1|HILL
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC119647419|XP_037904237.1|HILL
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC119660626|XP_037925259.1|HILL
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC119649529|XP_037907643.1|HILL
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC119648336|XP_037905958.1|HILL
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC119647992|XP_037905305.1|HILL
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC119648819|XP_037906599.1|HILL
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC119650275|XP_037908828.1|HILL
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC119650274|XP_037908827.1|HILL
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC119650277|XP_037908830.1|HILL
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC119657580|XP_037920488.1|HILL
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC119661315|XP_037926535.1|HILL
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC119647456|XP_037904315.1|HILL
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC119648903|XP_037906735.1|HILL
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC119648732|XP_037906477.1|HILL
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC119650315|XP_037908897.1|HILL
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC119649027|XP_037906910.1|HILL
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC119649134|XP_037907067.1|HILL
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC119649232|XP_037907221.1|HILL
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC119659468|XP_037923485.1|HILL
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC119649626|XP_037907789.1|HILL
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC119649922|XP_037908253.1|HILL
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC119649623|XP_037907784.1|HILL
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC119649280|XP_037907297.1|HILL
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC119649756|XP_037907977.1|HILL
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC119649673|XP_037907860.1|HILL
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC119650403|XP_037909114.1|HILL
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC119660581|XP_037925163.1|HILL
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC119649887|XP_037908192.1|HILL
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC119649028|XP_037906913.1|HILL
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC119647690|XP_037904701.1|HILL
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC119649323|XP_037907353.1|HILL
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC119648350|XP_037905975.1|HILL
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC119649225|XP_037907212.1|HILL
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC119649773|XP_037908002.1|HILL
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC119647459|XP_037904319.1|HILL
