Orthogroup	DSIM.longest_only	AAEG.longest_only
OG0003333	LOC6730268|XP_002105551.3|DSIM	LOC5580130|XP_021699347.1|AAEG
OG0003334	LOC6726891|XP_002102293.1|DSIM	LOC5567931|XP_001651963.2|AAEG
OG0003335	LOC6728089|XP_002103441.1|DSIM	LOC5567933|XP_001651967.2|AAEG
OG0003336	LOC6729045|XP_002104366.1|DSIM	LOC5564393|XP_021700110.1|AAEG
OG0003337	LOC6730018|XP_016036789.1|DSIM	LOC5576478|XP_001662672.2|AAEG
OG0003338	LOC6727577|XP_016034171.1|DSIM	LOC5576481|XP_001662674.2|AAEG
OG0003339	LOC6730077|XP_016036847.1|DSIM	LOC5570698|XP_001659294.2|AAEG
OG0003340	LOC27206409|XP_016036845.1|DSIM	LOC5570699|XP_021701068.1|AAEG
OG0003341	LOC6726280|XP_002107241.1|DSIM	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG
OG0003342	LOC6726312|XP_016039858.1|DSIM	LOC5571567|XP_001653705.2|AAEG
OG0003343	LOC6726092|XP_039153268.1|DSIM	LOC5569251|XP_021701437.1|AAEG
OG0003344	LOC6732248|XP_016024927.1|DSIM	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	LOC27208328|XP_039153521.1|DSIM	LOC5565271|XP_021701757.1|AAEG
OG0003346	LOC6727546|XP_002102926.1|DSIM	LOC5578827|XP_001664044.1|AAEG
OG0003347	LOC6727561|XP_002102940.1|DSIM	LOC5567723|XP_001657630.2|AAEG
OG0003348	LOC6727540|XP_002102920.1|DSIM	LOC5567052|XP_021702364.1|AAEG
OG0003349	LOC6737980|XP_002084795.1|DSIM	LOC5576312|XP_001656046.1|AAEG
OG0003350	LOC6729202|XP_016035849.1|DSIM	LOC5576307|XP_021702688.1|AAEG
OG0003351	LOC6725288|XP_016038308.1|DSIM	LOC5566959|XP_021702823.1|AAEG
OG0003352	LOC6730229|XP_016036982.1|DSIM	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG
OG0003353	LOC6727789|XP_016034372.1|DSIM	LOC5576900|XP_021703214.1|AAEG
OG0003354	LOC6730279|XP_002105562.1|DSIM	LOC5576894|XP_021703285.1|AAEG
OG0003355	LOC6726385|XP_039153674.1|DSIM	LOC5576890|XP_001662990.2|AAEG
OG0003356	LOC6725415|XP_039152216.1|DSIM	LOC5576880|XP_001662980.2|AAEG
OG0003357	LOC6725724|XP_016039002.1|DSIM	LOC5576878|XP_001662978.1|AAEG
OG0003358	LOC6732617|XP_016025325.1|DSIM	LOC5564062|XP_001648368.1|AAEG
OG0003359	LOC6726207|XP_016039727.1|DSIM	LOC5564054|XP_001648381.1|AAEG
OG0003360	LOC6725977|XP_039153368.1|DSIM	LOC5564066|XP_021704044.1|AAEG
OG0003361	LOC6735265|XP_002082235.1|DSIM	LOC5578497|XP_021704289.1|AAEG
OG0003362	LOC6730379|XP_016037153.1|DSIM	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	LOC6727178|XP_016033670.1|DSIM	LOC5579202|XP_021705141.1|AAEG
OG0003364	LOC6728667|XP_016035327.1|DSIM	LOC5578139|XP_001663710.1|AAEG
OG0003365	LOC6726796|XP_016033296.1|DSIM	LOC5579301|XP_021705291.1|AAEG
OG0003366	LOC6738589|XP_002085393.2|DSIM	LOC5565040|XP_001649382.2|AAEG
OG0003367	LOC6738660|XP_002085462.1|DSIM	LOC5576008|XP_001662341.2|AAEG
OG0003368	LOC6738663|XP_016032485.1|DSIM	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	LOC6727052|XP_002102449.1|DSIM	LOC110678069|XP_021706303.1|AAEG
OG0003370	LOC6728725|XP_039150609.1|DSIM	LOC5565330|XP_001649677.1|AAEG
OG0003371	LOC6726519|XP_002107475.1|DSIM	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG
OG0003372	LOC6734386|XP_002081407.2|DSIM	LOC5579482|XP_001647780.1|AAEG
OG0003373	LOC6728460|XP_002103805.2|DSIM	LOC5575470|XP_001661987.3|AAEG
OG0003374	LOC27209183|XP_039152729.1|DSIM	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG
OG0003375	LOC6728079|XP_016034700.1|DSIM	LOC110678773|XP_021707804.1|AAEG
OG0003376	LOC6728659|XP_002103998.1|DSIM	LOC5565268|XP_001649604.1|AAEG
OG0003377	LOC6728663|XP_016035319.1|DSIM	LOC5564417|XP_021708027.1|AAEG
OG0003378	LOC6729894|XP_002105197.1|DSIM	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG
OG0003379	LOC6729103|XP_002104424.1|DSIM	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG
OG0003380	LOC6729088|XP_016035737.1|DSIM	LOC5572781|XP_001654180.1|AAEG
OG0003381	LOC6731912|XP_002079047.1|DSIM	LOC5580227|XP_001655934.2|AAEG
OG0003382	LOC6729866|XP_039151229.1|DSIM	LOC5580230|XP_021708254.1|AAEG
OG0003383	LOC6728817|XP_002104151.1|DSIM	LOC5578695|XP_001657094.2|AAEG
OG0003384	LOC6730440|XP_002077621.1|DSIM	LOC5568279|XP_001657976.1|AAEG
OG0003385	LOC6728970|XP_016035647.1|DSIM	LOC5568276|XP_001657975.2|AAEG
OG0003386	LOC6729480|XP_002104790.1|DSIM	LOC5566095|XP_001650454.1|AAEG
OG0003387	LOC27208939|XP_016036639.1|DSIM	LOC5566097|XP_001650455.1|AAEG
OG0003388	LOC6726192|XP_016039721.1|DSIM	LOC110679207|XP_021709028.1|AAEG
OG0003389	LOC6736110|XP_002083010.2|DSIM	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG
OG0003390	LOC6727497|XP_002102877.1|DSIM	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG
OG0003391	LOC6727718|XP_002103080.1|DSIM	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG
OG0003392	LOC6727794|XP_002103155.1|DSIM	LOC5572715|XP_001660532.2|AAEG
OG0003393	LOC6730055|XP_016036833.1|DSIM	LOC5568155|XP_021710093.1|AAEG
OG0003394	LOC6727190|XP_002102582.2|DSIM	LOC5568159|XP_001657903.2|AAEG
OG0003395	LOC6727180|XP_002102572.1|DSIM	LOC5566198|XP_021710187.1|AAEG
OG0003396	LOC6729949|XP_039151890.1|DSIM	LOC5566195|XP_001650574.2|AAEG
OG0003397	LOC6729183|XP_016035831.1|DSIM	LOC5567411|XP_001657413.2|AAEG
OG0003399	LOC6729536|XP_002104844.1|DSIM	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG
OG0003400	LOC6729557|XP_016036225.1|DSIM	LOC5568338|XP_021710740.1|AAEG
OG0003401	LOC6729061|XP_039151138.1|DSIM	LOC5577501|XP_021711436.1|AAEG
OG0003402	LOC6729051|XP_002104372.1|DSIM	LOC110679871|XP_021711570.1|AAEG
OG0003403	LOC6736084|XP_002082985.2|DSIM	LOC5577499|XP_001656515.2|AAEG
OG0003404	LOC6728188|XP_002103537.2|DSIM	LOC5577699|XP_021711667.1|AAEG
OG0003405	LOC6733907|XP_002080951.1|DSIM	LOC5572734|XP_001660546.2|AAEG
OG0003406	LOC6729896|XP_002105199.1|DSIM	LOC5572725|XP_001660544.1|AAEG
OG0003407	LOC6729895|XP_002105198.2|DSIM	LOC5572724|XP_001660542.1|AAEG
OG0003408	LOC6728049|XP_016034657.1|DSIM	LOC5572733|XP_001660547.2|AAEG
OG0003409	LOC6729039|XP_016035694.1|DSIM	LOC5572730|XP_021711963.1|AAEG
OG0003410	LOC6729075|XP_016035719.1|DSIM	LOC5572735|XP_001660557.1|AAEG
OG0003411	LOC6727859|XP_002103214.1|DSIM	LOC5567789|XP_001657692.1|AAEG
OG0003412	LOC6729994|XP_016036759.1|DSIM	LOC5567787|XP_021712246.1|AAEG
OG0003413	LOC6726661|XP_016033144.1|DSIM	LOC5567767|XP_001657667.2|AAEG
OG0003414	LOC6738052|XP_002084866.1|DSIM	LOC5569265|XP_021712555.1|AAEG
OG0003415	LOC6725958|XP_016039308.1|DSIM	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG
OG0003416	LOC6727236|XP_016033741.1|DSIM	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	LOC27206479|XP_039151393.1|DSIM	LOC5571790|XP_001659923.1|AAEG
OG0003418	LOC6728333|XP_016034965.1|DSIM	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	LOC6727219|XP_016033714.1|DSIM	LOC5567063|XP_001651463.2|AAEG
OG0003420	LOC6727220|XP_016033716.1|DSIM	LOC5567062|XP_021712857.1|AAEG
OG0003421	LOC6730016|XP_016036785.1|DSIM	LOC5567085|XP_021712943.1|AAEG
OG0003422	LOC6730015|XP_002105309.1|DSIM	LOC5577530|XP_021712944.1|AAEG
OG0003423	LOC6734987|XP_002081969.1|DSIM	LOC5573383|XP_001660867.2|AAEG
OG0003424	LOC6729312|XP_002104629.1|DSIM	LOC5573375|XP_001660864.2|AAEG
OG0003425	LOC6729003|XP_002104324.1|DSIM	LOC5573371|XP_001660857.1|AAEG
OG0003426	LOC6727533|XP_016034111.1|DSIM	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	LOC6727539|XP_002102919.2|DSIM	LOC5570624|XP_001659227.2|AAEG
OG0003428	LOC27208984|XP_016032357.1|DSIM	LOC5572584|XP_001654088.2|AAEG
OG0003429	LOC6735918|XP_002082828.1|DSIM	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	LOC6740158|XP_002077036.1|DSIM	LOC5575731|XP_021713117.1|AAEG
OG0003431	LOC6726726|XP_016033214.1|DSIM	LOC23687402|XP_021713130.1|AAEG
OG0003432	LOC6729362|XP_002104678.1|DSIM	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	LOC6730124|XP_016036881.1|DSIM	LOC5565237|XP_021713167.1|AAEG
OG0003434	LOC6726023|XP_002107005.1|DSIM	LOC5576286|XP_001662576.2|AAEG
OG0003435	LOC6729794|XP_002105099.3|DSIM	LOC5572168|XP_021713207.1|AAEG
OG0003436	LOC6726857|XP_002102259.2|DSIM	LOC5569222|XP_001652782.1|AAEG
OG0003437	LOC6726856|XP_039151309.1|DSIM	LOC5569219|XP_001652784.1|AAEG
OG0003438	LOC6726858|XP_002102260.1|DSIM	LOC5569226|XP_001652785.1|AAEG
OG0003439	LOC6729356|XP_002104672.1|DSIM	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	LOC6730387|XP_039151042.1|DSIM	LOC5578520|XP_021713299.1|AAEG
OG0003441	LOC6732325|XP_002079453.1|DSIM	LOC5578519|XP_001663910.1|AAEG
OG0003442	LOC6728824|XP_002104158.1|DSIM	LOC5565034|XP_021694403.1|AAEG
OG0003443	LOC27206273|XP_016030110.1|DSIM	LOC5576914|XP_001663011.1|AAEG
OG0003444	LOC6738771|XP_039149331.1|DSIM	LOC5576920|XP_001663017.1|AAEG
OG0003445	LOC6725494|XP_039152835.1|DSIM	LOC5580013|XP_021713335.1|AAEG
OG0003446	LOC27208824|XP_016039536.1|DSIM	LOC5580009|XP_021713348.1|AAEG
OG0003447	LOC27208511|XP_016037395.1|DSIM	LOC5580014|XP_021694307.1|AAEG
OG0003448	LOC6726650|XP_002102061.1|DSIM	LOC5574616|XP_001661533.1|AAEG
OG0003449	LOC6727748|XP_016034328.1|DSIM	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC6727970|XP_016034561.1|DSIM	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC6727240|XP_002102632.1|DSIM	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC6727241|XP_002102633.2|DSIM	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC6737104|XP_002083951.1|DSIM	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC6730789|XP_016023204.1|DSIM	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC6728645|XP_002103985.1|DSIM	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC6735567|XP_016028908.1|DSIM	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC6726757|XP_016033239.1|DSIM	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC6727648|XP_016034239.1|DSIM	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC6728456|XP_002103801.1|DSIM	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC6729212|XP_002104533.1|DSIM	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC6726854|XP_002102256.3|DSIM	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC6736886|XP_002083739.1|DSIM	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC6728113|XP_016034732.1|DSIM	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC6727728|XP_016034304.1|DSIM	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC6727747|XP_002103109.1|DSIM	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC6729475|XP_002104785.1|DSIM	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC6728103|XP_002103454.1|DSIM	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC6730385|XP_002105667.1|DSIM	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC6730156|XP_002105447.1|DSIM	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC6728127|XP_016034745.2|DSIM	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC6732697|XP_016025433.1|DSIM	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC6731713|XP_039154543.1|DSIM	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC6731876|XP_002079011.1|DSIM	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC6727511|XP_016034091.1|DSIM	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC6727295|XP_016033838.1|DSIM	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC120284214|XP_039152024.1|DSIM, LOC6724746|XP_039152030.1|DSIM	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC6728191|XP_016034822.1|DSIM	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC6728335|XP_039150775.1|DSIM	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC6728792|XP_002104127.2|DSIM	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC6726951|XP_002102353.1|DSIM	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC6726950|XP_002102352.1|DSIM	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC6726949|XP_039150781.1|DSIM	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC6726927|XP_002102329.1|DSIM	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC6728985|XP_002104307.1|DSIM	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC6728241|XP_002103590.1|DSIM	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC6728243|XP_002103592.1|DSIM	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC6739787|XP_016036788.1|DSIM	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC6729860|XP_016036598.1|DSIM	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC6728802|XP_016035491.1|DSIM	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC6727488|XP_002102868.3|DSIM	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC6739784|XP_039150614.1|DSIM	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC6729926|XP_016036684.1|DSIM	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC6729014|XP_002104335.2|DSIM	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC6726699|XP_039151585.1|DSIM	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC6732618|XP_002079737.2|DSIM	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC6728150|XP_002103500.1|DSIM	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC6727287|XP_016033802.1|DSIM	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC6739172|XP_016033047.1|DSIM	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC6728791|XP_016035483.1|DSIM	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC6732798|XP_002079911.1|DSIM	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC6728219|XP_002103568.1|DSIM	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC6728991|XP_039151643.1|DSIM	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC6729960|XP_016036724.1|DSIM	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC120284203|XP_039150769.1|DSIM	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC6728177|XP_016034794.1|DSIM	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC6726901|XP_016033409.1|DSIM	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC6729207|XP_016035859.2|DSIM	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC6736439|XP_016029952.1|DSIM	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC6729107|XP_002104428.1|DSIM	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC6729286|XP_016035927.1|DSIM	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC6729288|XP_016035929.1|DSIM	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC6729267|XP_016035912.2|DSIM	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC6729216|XP_016035870.1|DSIM	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC6728603|XP_016035234.1|DSIM	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC6734073|XP_002081108.1|DSIM	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC6728213|XP_002103562.1|DSIM	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC6727783|XP_039150475.1|DSIM	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC6726992|XP_016033493.1|DSIM	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC6737452|XP_039150227.1|DSIM	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC6737457|XP_016031226.1|DSIM	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC6737440|XP_016031212.1|DSIM	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC6733815|XP_002080859.1|DSIM	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC6732616|XP_016025324.1|DSIM	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC6726319|XP_016039872.1|DSIM	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC27206175|XP_016027967.1|DSIM	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC6727650|XP_002103027.1|DSIM	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC6733401|XP_016026325.1|DSIM	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC27208356|XP_016024454.1|DSIM	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC6737165|XP_002084011.2|DSIM	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC6727655|XP_016034246.1|DSIM	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC6737214|XP_016030920.1|DSIM	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC6737350|XP_016031076.1|DSIM	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC6737494|XP_016031282.1|DSIM	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC6736464|XP_002083335.1|DSIM	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC6733247|XP_016026122.1|DSIM	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC6735561|XP_002082481.1|DSIM	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC6734286|XP_002081315.1|DSIM	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC6734636|XP_002081644.1|DSIM	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC6734414|XP_016029690.1|DSIM	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC27206665|XP_016035981.1|DSIM	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC27208783|XP_039147740.1|DSIM	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC6724857|XP_002105896.1|DSIM	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC6737098|XP_002083945.2|DSIM	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC6739673|XP_016032946.1|DSIM	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC6738729|XP_016032540.1|DSIM	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC6735903|XP_039148362.1|DSIM	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC6733680|XP_016026653.1|DSIM	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC6733683|XP_016026655.1|DSIM	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC6739369|XP_002076278.1|DSIM	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC6735001|XP_002081983.1|DSIM	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC6733938|XP_002080982.1|DSIM	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC27209024|XP_039148215.1|DSIM	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC6738357|XP_002085167.1|DSIM	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC6736601|XP_016030192.1|DSIM	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC6738923|XP_016032753.1|DSIM	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC6738921|XP_016032749.1|DSIM	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC6736808|XP_016030466.1|DSIM	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC6737815|XP_016031597.1|DSIM	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC6737100|XP_016030727.1|DSIM	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC6735424|XP_016028734.1|DSIM	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC6734990|XP_016028276.1|DSIM	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC6727502|XP_002102882.1|DSIM	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC6737125|XP_002083972.1|DSIM	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC6736603|XP_016030196.1|DSIM	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC6728743|XP_039150643.1|DSIM	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC6734709|XP_016027920.1|DSIM	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC6733719|XP_039148542.1|DSIM	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC6736482|XP_016030018.1|DSIM	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC6733381|XP_016026308.1|DSIM	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC6736793|XP_016030437.1|DSIM	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC6734064|XP_016027067.1|DSIM	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC6734389|XP_002081410.1|DSIM	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC6736852|XP_002083708.2|DSIM	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC27206220|XP_016032129.1|DSIM	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC6738425|XP_002085234.1|DSIM	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC6736921|XP_002083768.2|DSIM	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC6737110|XP_016030736.1|DSIM	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC6735046|XP_016028334.1|DSIM	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC6735270|XP_002082240.1|DSIM	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC6736379|XP_016029889.1|DSIM	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC6737563|XP_016031353.1|DSIM	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC6733838|XP_016026851.1|DSIM	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC6733805|XP_002080849.2|DSIM	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC6738553|XP_002085358.1|DSIM	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC6724692|XP_039152071.1|DSIM	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC6730542|XP_039150718.1|DSIM	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC6728312|XP_016034946.1|DSIM	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC6734708|XP_002081715.2|DSIM	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC6736441|XP_002083312.1|DSIM	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC6736362|XP_016029854.1|DSIM	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC6737832|XP_016031608.1|DSIM	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC6737181|XP_039149976.1|DSIM	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC6737119|XP_002083966.1|DSIM	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC6734604|XP_016027755.1|DSIM	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC6733256|XP_002080319.1|DSIM	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC6733248|XP_002080311.1|DSIM	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC6736778|XP_002083634.1|DSIM	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC6730800|XP_002077968.1|DSIM	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC6737283|XP_039149283.1|DSIM	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC6733645|XP_016026608.1|DSIM	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC6735925|XP_016029281.1|DSIM	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC6737260|XP_002084100.1|DSIM	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC6733081|XP_016025786.1|DSIM	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC6729280|XP_002104600.1|DSIM	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC6734969|XP_002081963.2|DSIM	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC6735008|XP_002081989.1|DSIM	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC6737517|XP_016031313.1|DSIM	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC6733662|XP_002080709.1|DSIM	LOC5568291|XP_001652167.1|AAEG
