Orthogroup	DSIM.longest_only	CCAP.longest_only
OG0003185	LOC6734283|XP_016027349.1|DSIM	CCAP1982_LOCUS20300|CAD7012199.1|CCAP
OG0003186	LOC6735748|XP_002082661.1|DSIM	CCAP1982_LOCUS22787|CAD7014820.1|CCAP
OG0003187	LOC6730974|XP_002078135.1|DSIM	CCAP1982_LOCUS8202|CAD6999672.1|CCAP, CCAP1982_LOCUS8203|CAD6999673.1|CCAP
OG0003188	LOC6727606|XP_002102985.3|DSIM	CCAP1982_LOCUS647|CAD6991735.1|CCAP
OG0003189	LOC6738873|XP_016032692.1|DSIM	CCAP1982_LOCUS13993|CAD7005635.1|CCAP
OG0003190	LOC6734939|XP_002081936.1|DSIM	CCAP1982_LOCUS19411|CAD7011305.1|CCAP
OG0003191	LOC6737844|XP_002084672.2|DSIM	CCAP1982_LOCUS10775|CAD7002280.1|CCAP
OG0003192	LOC6738007|XP_016031800.1|DSIM	CCAP1982_LOCUS11677|CAD7003217.1|CCAP
OG0003193	LOC27208636|XP_016023612.1|DSIM	CCAP1982_LOCUS8477|CAD6999972.1|CCAP
OG0003194	LOC6738071|XP_016031898.1|DSIM	CCAP1982_LOCUS11676|CAD7003216.1|CCAP
OG0003196	LOC6738757|XP_002085557.1|DSIM	CCAP1982_LOCUS14467|CAD7006138.1|CCAP
OG0003197	LOC6738062|XP_016031881.1|DSIM	CCAP1982_LOCUS13794|CAD7005434.1|CCAP
OG0003198	LOC6731251|XP_002078410.1|DSIM	CCAP1982_LOCUS11783|CAD7003322.1|CCAP, CCAP1982_LOCUS11784|CAD7003323.1|CCAP
OG0003199	LOC6734399|XP_016029662.1|DSIM	CCAP1982_LOCUS14420|CAD7006088.1|CCAP
OG0003200	LOC6739276|XP_039147487.1|DSIM	CCAP1982_LOCUS20305|CAD7012204.1|CCAP
OG0003201	LOC6734397|XP_039147827.1|DSIM	CCAP1982_LOCUS21150|CAD7013072.1|CCAP
OG0003202	LOC6737221|XP_016030926.1|DSIM	CCAP1982_LOCUS13198|CAD7004809.1|CCAP, CCAP1982_LOCUS13212|CAD7004823.1|CCAP
OG0003203	LOC6734568|XP_016027682.1|DSIM	CCAP1982_LOCUS20592|CAD7012508.1|CCAP
OG0003204	LOC6727173|XP_016033669.1|DSIM	CCAP1982_LOCUS5019|CAD6996341.1|CCAP
OG0003205	LOC6735954|XP_002082863.1|DSIM	CCAP1982_LOCUS20520|CAD7012438.1|CCAP
OG0003206	LOC6733708|XP_002080755.1|DSIM	CCAP1982_LOCUS22638|CAD7014649.1|CCAP
OG0003207	LOC6730010|XP_016036772.1|DSIM	CCAP1982_LOCUS3262|CAD6994518.1|CCAP
OG0003208	LOC6737476|XP_002084312.2|DSIM	CCAP1982_LOCUS11171|CAD7002694.1|CCAP
OG0003209	LOC6733917|XP_002080961.1|DSIM	CCAP1982_LOCUS20404|CAD7012308.1|CCAP
OG0003210	LOC6729570|XP_002104878.1|DSIM	CCAP1982_LOCUS20391|CAD7012295.1|CCAP
OG0003211	LOC6734583|XP_016027705.1|DSIM	CCAP1982_LOCUS19867|CAD7011755.1|CCAP, CCAP1982_LOCUS7706|CAD6999169.1|CCAP
OG0003212	LOC6728390|XP_002103738.1|DSIM	CCAP1982_LOCUS179|CAD6991243.1|CCAP
OG0003213	LOC6734717|XP_002081724.1|DSIM	CCAP1982_LOCUS683|CAD6991778.1|CCAP
OG0003214	LOC6735225|XP_016028544.1|DSIM	CCAP1982_LOCUS19365|CAD7011257.1|CCAP
OG0003215	LOC6735236|XP_002082209.2|DSIM	CCAP1982_LOCUS19377|CAD7011269.1|CCAP
OG0003216	LOC6733596|XP_016026557.1|DSIM	CCAP1982_LOCUS19392|CAD7011285.1|CCAP, CCAP1982_LOCUS19390|CAD7011283.1|CCAP
OG0003217	LOC6739349|XP_016026493.2|DSIM	CCAP1982_LOCUS20969|CAD7012870.1|CCAP, CCAP1982_LOCUS20968|CAD7012869.1|CCAP
OG0003218	LOC6738787|XP_039149228.1|DSIM	CCAP1982_LOCUS13986|CAD7005628.1|CCAP, CCAP1982_LOCUS13985|CAD7005627.1|CCAP
OG0003219	LOC6738008|XP_016031806.1|DSIM	CCAP1982_LOCUS13980|CAD7005622.1|CCAP
OG0003220	LOC6732703|XP_016025438.1|DSIM	CCAP1982_LOCUS8794|CAD7000307.1|CCAP
OG0003222	LOC6733527|XP_016026491.1|DSIM	CCAP1982_LOCUS20971|CAD7012872.1|CCAP
OG0003223	LOC6734078|XP_002081113.1|DSIM	CCAP1982_LOCUS21036|CAD7012940.1|CCAP
OG0003224	LOC6740478|XP_016028341.1|DSIM	CCAP1982_LOCUS21022|CAD7012924.1|CCAP
OG0003225	LOC6739231|XP_016024672.1|DSIM	CCAP1982_LOCUS6144|CAD6997505.1|CCAP
OG0003226	LOC6733888|XP_016026911.1|DSIM	CCAP1982_LOCUS22677|CAD7014693.1|CCAP
OG0003228	LOC6729905|XP_016036660.1|DSIM	CCAP1982_LOCUS3305|CAD6994565.1|CCAP, CCAP1982_LOCUS3307|CAD6994569.1|CCAP, CCAP1982_LOCUS3309|CAD6994571.1|CCAP
OG0003229	LOC6738870|XP_002085665.1|DSIM	CCAP1982_LOCUS14261|CAD7005923.1|CCAP
OG0003232	LOC27207617|XP_016033188.1|DSIM	CCAP1982_LOCUS1531|CAD6992686.1|CCAP, CCAP1982_LOCUS1512|CAD6992667.1|CCAP, CCAP1982_LOCUS1516|CAD6992671.1|CCAP, CCAP1982_LOCUS1517|CAD6992672.1|CCAP, CCAP1982_LOCUS1525|CAD6992680.1|CCAP, CCAP1982_LOCUS1518|CAD6992673.1|CCAP, CCAP1982_LOCUS1507|CAD6992662.1|CCAP, CCAP1982_LOCUS1508|CAD6992663.1|CCAP
OG0003233	LOC6733992|XP_002081036.1|DSIM	CCAP1982_LOCUS21626|CAD7013570.1|CCAP, CCAP1982_LOCUS21625|CAD7013569.1|CCAP
OG0003235	LOC6729369|XP_016036011.1|DSIM	CCAP1982_LOCUS13117|CAD7004724.1|CCAP
OG0003236	LOC6736469|XP_016030008.2|DSIM, LOC6736470|XP_002083341.2|DSIM	CCAP1982_LOCUS22438|CAD7014442.1|CCAP
OG0003250	LOC6729079|XP_002104400.1|DSIM	CCAP1982_LOCUS3187|CAD6994436.1|CCAP
OG0003251	LOC6729799|XP_002105102.2|DSIM	CCAP1982_LOCUS3066|CAD6994309.1|CCAP
OG0003252	LOC27206436|XP_016035771.1|DSIM	CCAP1982_LOCUS3266|CAD6994522.1|CCAP
OG0003253	LOC6728342|XP_002103690.1|DSIM	CCAP1982_LOCUS1197|CAD6992332.1|CCAP
OG0003255	LOC6730323|XP_016037085.2|DSIM	CCAP1982_LOCUS1348|CAD6992496.1|CCAP
OG0003256	LOC6739685|XP_002076580.2|DSIM	CCAP1982_LOCUS2665|CAD6993870.1|CCAP
OG0003261	LOC6726668|XP_016033157.2|DSIM	CCAP1982_LOCUS1604|CAD6992763.1|CCAP
OG0003262	LOC27208500|XP_039151786.1|DSIM	CCAP1982_LOCUS3042|CAD6994281.1|CCAP
OG0003265	LOC6732262|XP_002079391.1|DSIM	CCAP1982_LOCUS5818|CAD6997176.1|CCAP
OG0003268	LOC6729972|XP_039150897.1|DSIM	CCAP1982_LOCUS3199|CAD6994452.1|CCAP
OG0003269	LOC6730090|XP_002105383.1|DSIM	CCAP1982_LOCUS3196|CAD6994449.1|CCAP
OG0003270	LOC6738081|XP_016031902.2|DSIM	CCAP1982_LOCUS14133|CAD7005784.1|CCAP
OG0003271	LOC6724716|XP_016037311.1|DSIM	CCAP1982_LOCUS9725|CAD7001227.1|CCAP
OG0003273	LOC6734185|XP_002081214.1|DSIM	CCAP1982_LOCUS21953|CAD7013944.1|CCAP
OG0003276	LOC6727814|XP_039151921.1|DSIM	CCAP1982_LOCUS4571|CAD6995870.1|CCAP
OG0003278	LOC27209075|XP_016036760.1|DSIM	CCAP1982_LOCUS230|CAD6991301.1|CCAP
OG0003280	LOC27208891|XP_016035624.1|DSIM	CCAP1982_LOCUS1635|CAD6992796.1|CCAP, CCAP1982_LOCUS1645|CAD6992806.1|CCAP, CCAP1982_LOCUS1654|CAD6992815.1|CCAP
OG0003281	LOC6727308|XP_002102695.1|DSIM	CCAP1982_LOCUS1035|CAD6992157.1|CCAP
OG0003283	LOC6732851|XP_016025571.1|DSIM	CCAP1982_LOCUS5562|CAD6996888.1|CCAP
OG0003285	LOC6730316|XP_016037078.1|DSIM	CCAP1982_LOCUS3345|CAD6994608.1|CCAP
OG0003286	LOC6729782|XP_016036465.1|DSIM	CCAP1982_LOCUS2982|CAD6994220.1|CCAP, CCAP1982_LOCUS2987|CAD6994225.1|CCAP
OG0003287	LOC6737735|XP_039150105.1|DSIM	CCAP1982_LOCUS22803|CAD7014836.1|CCAP
OG0003288	LOC6728024|XP_016034633.1|DSIM	CCAP1982_LOCUS4787|CAD6996080.1|CCAP
OG0003289	LOC6735780|XP_002082693.1|DSIM	CCAP1982_LOCUS14613|CAD7006290.1|CCAP
OG0003290	LOC6726682|XP_002102093.2|DSIM	CCAP1982_LOCUS1994|CAD6993170.1|CCAP
OG0003291	LOC6738733|XP_016032545.1|DSIM	CCAP1982_LOCUS11805|CAD7003346.1|CCAP
OG0003296	LOC27208240|XP_016034903.1|DSIM	CCAP1982_LOCUS3121|CAD6994368.1|CCAP
OG0003297	LOC6728679|XP_016035351.1|DSIM	CCAP1982_LOCUS3093|CAD6994337.1|CCAP
OG0003298	LOC6726289|XP_002107250.2|DSIM	CCAP1982_LOCUS23259|CAD7015314.1|CCAP
OG0003299	LOC6728076|XP_002103428.1|DSIM	CCAP1982_LOCUS2042|CAD6993223.1|CCAP
OG0003300	LOC6728066|XP_016034686.1|DSIM	CCAP1982_LOCUS2149|CAD6993333.1|CCAP
OG0003301	LOC6735061|XP_002082038.2|DSIM	CCAP1982_LOCUS19679|CAD7011590.1|CCAP
OG0003304	LOC6729277|XP_002104597.2|DSIM	CCAP1982_LOCUS3870|CAD6995149.1|CCAP
OG0003311	LOC6728528|XP_002103873.1|DSIM	CCAP1982_LOCUS4341|CAD6995635.1|CCAP
OG0003312	LOC6727729|XP_002103091.1|DSIM	CCAP1982_LOCUS22272|CAD7014269.1|CCAP
OG0003314	LOC6735960|XP_016029311.1|DSIM	CCAP1982_LOCUS20505|CAD7012419.1|CCAP
OG0003316	LOC6730301|XP_002105584.1|DSIM	CCAP1982_LOCUS3321|CAD6994582.1|CCAP
OG0003317	LOC6728044|XP_002103396.1|DSIM	CCAP1982_LOCUS1886|CAD6993054.1|CCAP
OG0003318	LOC6728701|XP_016035368.1|DSIM	CCAP1982_LOCUS3758|CAD6995028.1|CCAP, CCAP1982_LOCUS3759|CAD6995029.1|CCAP
OG0003319	LOC6726669|XP_016033158.1|DSIM	CCAP1982_LOCUS2506|CAD6993700.1|CCAP
OG0003320	LOC6730307|XP_016037068.1|DSIM	CCAP1982_LOCUS3327|CAD6994588.1|CCAP
OG0003321	LOC6730311|XP_016037076.1|DSIM	CCAP1982_LOCUS3338|CAD6994600.1|CCAP, CCAP1982_LOCUS3337|CAD6994598.1|CCAP
OG0003322	LOC6730313|XP_002105596.1|DSIM	CCAP1982_LOCUS3340|CAD6994602.1|CCAP
OG0003325	LOC6727150|XP_016033632.1|DSIM	CCAP1982_LOCUS1578|CAD6992733.1|CCAP
OG0003327	LOC6724719|XP_002105763.1|DSIM	CCAP1982_LOCUS10057|CAD7001563.1|CCAP
OG0003328	LOC6724914|XP_002105952.1|DSIM	CCAP1982_LOCUS6470|CAD6997846.1|CCAP
OG0003329	LOC6727313|XP_016033847.1|DSIM	CCAP1982_LOCUS1039|CAD6992164.1|CCAP
OG0003330	LOC6737432|XP_016031205.1|DSIM	CCAP1982_LOCUS11433|CAD7002969.1|CCAP
OG0003333	LOC6730268|XP_002105551.3|DSIM	CCAP1982_LOCUS1837|CAD6993002.1|CCAP
OG0003334	LOC6726891|XP_002102293.1|DSIM	CCAP1982_LOCUS2220|CAD6993405.1|CCAP
OG0003335	LOC6728089|XP_002103441.1|DSIM	CCAP1982_LOCUS4072|CAD6995353.1|CCAP
OG0003336	LOC6729045|XP_002104366.1|DSIM	CCAP1982_LOCUS1836|CAD6993001.1|CCAP
OG0003337	LOC6730018|XP_016036789.1|DSIM	CCAP1982_LOCUS1892|CAD6993062.1|CCAP
OG0003338	LOC6727577|XP_016034171.1|DSIM	CCAP1982_LOCUS1880|CAD6993048.1|CCAP
OG0003339	LOC6730077|XP_016036847.1|DSIM	CCAP1982_LOCUS1615|CAD6992774.1|CCAP
OG0003340	LOC27206409|XP_016036845.1|DSIM	CCAP1982_LOCUS1616|CAD6992775.1|CCAP
OG0003344	LOC6732248|XP_016024927.1|DSIM	CCAP1982_LOCUS7855|CAD6999328.1|CCAP
OG0003345	LOC27208328|XP_039153521.1|DSIM	CCAP1982_LOCUS1182|CAD6992314.1|CCAP, CCAP1982_LOCUS1181|CAD6992313.1|CCAP
OG0003346	LOC6727546|XP_002102926.1|DSIM	CCAP1982_LOCUS2126|CAD6993309.1|CCAP
OG0003347	LOC6727561|XP_002102940.1|DSIM	CCAP1982_LOCUS2089|CAD6993273.1|CCAP
OG0003348	LOC6727540|XP_002102920.1|DSIM	CCAP1982_LOCUS3393|CAD6994658.1|CCAP
OG0003350	LOC6729202|XP_016035849.1|DSIM	CCAP1982_LOCUS2667|CAD6993873.1|CCAP
OG0003352	LOC6730229|XP_016036982.1|DSIM	CCAP1982_LOCUS1141|CAD6992273.1|CCAP
OG0003353	LOC6727789|XP_016034372.1|DSIM	CCAP1982_LOCUS2848|CAD6994078.1|CCAP, CCAP1982_LOCUS2849|CAD6994079.1|CCAP, CCAP1982_LOCUS2847|CAD6994077.1|CCAP
OG0003354	LOC6730279|XP_002105562.1|DSIM	CCAP1982_LOCUS1761|CAD6992928.1|CCAP
OG0003358	LOC6732617|XP_016025325.1|DSIM	CCAP1982_LOCUS7669|CAD6999125.1|CCAP
OG0003361	LOC6735265|XP_002082235.1|DSIM	CCAP1982_LOCUS20535|CAD7012455.1|CCAP
OG0003362	LOC6730379|XP_016037153.1|DSIM	CCAP1982_LOCUS1173|CAD6992305.1|CCAP
OG0003363	LOC6727178|XP_016033670.1|DSIM	CCAP1982_LOCUS3061|CAD6994300.1|CCAP
OG0003364	LOC6728667|XP_016035327.1|DSIM	CCAP1982_LOCUS2179|CAD6993361.1|CCAP
OG0003365	LOC6726796|XP_016033296.1|DSIM	CCAP1982_LOCUS209|CAD6991278.1|CCAP, CCAP1982_LOCUS210|CAD6991279.1|CCAP
OG0003366	LOC6738589|XP_002085393.2|DSIM	CCAP1982_LOCUS14323|CAD7005987.1|CCAP
OG0003367	LOC6738660|XP_002085462.1|DSIM	CCAP1982_LOCUS14328|CAD7005992.1|CCAP
OG0003368	LOC6738663|XP_016032485.1|DSIM	CCAP1982_LOCUS12879|CAD7004474.1|CCAP
OG0003369	LOC6727052|XP_002102449.1|DSIM	CCAP1982_LOCUS751|CAD6991853.1|CCAP
OG0003370	LOC6728725|XP_039150609.1|DSIM	CCAP1982_LOCUS1732|CAD6992897.1|CCAP
OG0003373	LOC6728460|XP_002103805.2|DSIM	CCAP1982_LOCUS361|CAD6991435.1|CCAP, CCAP1982_LOCUS360|CAD6991434.1|CCAP
OG0003375	LOC6728079|XP_016034700.1|DSIM	CCAP1982_LOCUS2045|CAD6993226.1|CCAP
OG0003376	LOC6728659|XP_002103998.1|DSIM	CCAP1982_LOCUS2171|CAD6993353.1|CCAP
OG0003377	LOC6728663|XP_016035319.1|DSIM	CCAP1982_LOCUS2173|CAD6993355.1|CCAP
OG0003378	LOC6729894|XP_002105197.1|DSIM	CCAP1982_LOCUS1475|CAD6992627.1|CCAP
OG0003379	LOC6729103|XP_002104424.1|DSIM	CCAP1982_LOCUS2838|CAD6994067.1|CCAP
OG0003380	LOC6729088|XP_016035737.1|DSIM	CCAP1982_LOCUS1419|CAD6992571.1|CCAP
OG0003381	LOC6731912|XP_002079047.1|DSIM	CCAP1982_LOCUS2394|CAD6993583.1|CCAP
OG0003382	LOC6729866|XP_039151229.1|DSIM	CCAP1982_LOCUS2400|CAD6993590.1|CCAP
OG0003383	LOC6728817|XP_002104151.1|DSIM	CCAP1982_LOCUS3350|CAD6994613.1|CCAP
OG0003384	LOC6730440|XP_002077621.1|DSIM	CCAP1982_LOCUS8473|CAD6999968.1|CCAP
OG0003385	LOC6728970|XP_016035647.1|DSIM	CCAP1982_LOCUS2085|CAD6993268.1|CCAP
OG0003386	LOC6729480|XP_002104790.1|DSIM	CCAP1982_LOCUS1625|CAD6992786.1|CCAP
OG0003387	LOC27208939|XP_016036639.1|DSIM	CCAP1982_LOCUS2709|CAD6993918.1|CCAP
OG0003389	LOC6736110|XP_002083010.2|DSIM	CCAP1982_LOCUS7161|CAD6998583.1|CCAP
OG0003390	LOC6727497|XP_002102877.1|DSIM	CCAP1982_LOCUS1365|CAD6992516.1|CCAP
OG0003391	LOC6727718|XP_002103080.1|DSIM	CCAP1982_LOCUS2561|CAD6993763.1|CCAP, CCAP1982_LOCUS2559|CAD6993760.1|CCAP
OG0003392	LOC6727794|XP_002103155.1|DSIM	CCAP1982_LOCUS3862|CAD6995139.1|CCAP
OG0003393	LOC6730055|XP_016036833.1|DSIM	CCAP1982_LOCUS2532|CAD6993734.1|CCAP
OG0003394	LOC6727190|XP_002102582.2|DSIM	CCAP1982_LOCUS2772|CAD6993989.1|CCAP
OG0003395	LOC6727180|XP_002102572.1|DSIM	CCAP1982_LOCUS2763|CAD6993980.1|CCAP, CCAP1982_LOCUS2762|CAD6993979.1|CCAP
OG0003396	LOC6729949|XP_039151890.1|DSIM	CCAP1982_LOCUS1391|CAD6992542.1|CCAP
OG0003397	LOC6729183|XP_016035831.1|DSIM	CCAP1982_LOCUS3132|CAD6994379.1|CCAP
OG0003398	LOC6728949|XP_002104277.1|DSIM	CCAP1982_LOCUS2219|CAD6993404.1|CCAP
OG0003399	LOC6729536|XP_002104844.1|DSIM	CCAP1982_LOCUS3468|CAD6994735.1|CCAP
OG0003400	LOC6729557|XP_016036225.1|DSIM	CCAP1982_LOCUS3496|CAD6994764.1|CCAP, CCAP1982_LOCUS9004|CAD7000526.1|CCAP
OG0003401	LOC6729061|XP_039151138.1|DSIM	CCAP1982_LOCUS3720|CAD6994989.1|CCAP, CCAP1982_LOCUS3719|CAD6994988.1|CCAP
OG0003402	LOC6729051|XP_002104372.1|DSIM	CCAP1982_LOCUS3740|CAD6995009.1|CCAP
OG0003403	LOC6736084|XP_002082985.2|DSIM	CCAP1982_LOCUS21378|CAD7013307.1|CCAP
OG0003404	LOC6728188|XP_002103537.2|DSIM	CCAP1982_LOCUS1300|CAD6992440.1|CCAP
OG0003405	LOC6733907|XP_002080951.1|DSIM	CCAP1982_LOCUS23291|CAD7015346.1|CCAP
OG0003406	LOC6729896|XP_002105199.1|DSIM	CCAP1982_LOCUS2827|CAD6994055.1|CCAP
OG0003407	LOC6729895|XP_002105198.2|DSIM	CCAP1982_LOCUS2467|CAD6993660.1|CCAP
OG0003408	LOC6728049|XP_016034657.1|DSIM	CCAP1982_LOCUS1798|CAD6992966.1|CCAP
OG0003409	LOC6729039|XP_016035694.1|DSIM	CCAP1982_LOCUS3018|CAD6994257.1|CCAP
OG0003410	LOC6729075|XP_016035719.1|DSIM	CCAP1982_LOCUS3704|CAD6994973.1|CCAP
OG0003411	LOC6727859|XP_002103214.1|DSIM	CCAP1982_LOCUS5091|CAD6996418.1|CCAP
OG0003412	LOC6729994|XP_016036759.1|DSIM	CCAP1982_LOCUS231|CAD6991302.1|CCAP
OG0003413	LOC6726661|XP_016033144.1|DSIM	CCAP1982_LOCUS2307|CAD6993494.1|CCAP
OG0003414	LOC6738052|XP_002084866.1|DSIM	CCAP1982_LOCUS13788|CAD7005427.1|CCAP
OG0003416	LOC6727236|XP_016033741.1|DSIM	CCAP1982_LOCUS80|CAD6991138.1|CCAP
OG0003417	LOC27206479|XP_039151393.1|DSIM	CCAP1982_LOCUS1823|CAD6992992.1|CCAP
OG0003418	LOC6728333|XP_016034965.1|DSIM	CCAP1982_LOCUS3284|CAD6994543.1|CCAP
OG0003419	LOC6727219|XP_016033714.1|DSIM	CCAP1982_LOCUS2789|CAD6994012.1|CCAP
OG0003420	LOC6727220|XP_016033716.1|DSIM	CCAP1982_LOCUS2787|CAD6994010.1|CCAP, CCAP1982_LOCUS2788|CAD6994011.1|CCAP
OG0003421	LOC6730016|XP_016036785.1|DSIM	CCAP1982_LOCUS2391|CAD6993579.1|CCAP
OG0003422	LOC6730015|XP_002105309.1|DSIM	CCAP1982_LOCUS1891|CAD6993061.1|CCAP
OG0003423	LOC6734987|XP_002081969.1|DSIM	CCAP1982_LOCUS23232|CAD7015285.1|CCAP
OG0003424	LOC6729312|XP_002104629.1|DSIM	CCAP1982_LOCUS1988|CAD6993163.1|CCAP
OG0003425	LOC6729003|XP_002104324.1|DSIM	CCAP1982_LOCUS7009|CAD6998409.1|CCAP
OG0003426	LOC6727533|XP_016034111.1|DSIM	CCAP1982_LOCUS2998|CAD6994236.1|CCAP
OG0003427	LOC6727539|XP_002102919.2|DSIM	CCAP1982_LOCUS3011|CAD6994250.1|CCAP
OG0003428	LOC27208984|XP_016032357.1|DSIM	CCAP1982_LOCUS14183|CAD7005839.1|CCAP
OG0003429	LOC6735918|XP_002082828.1|DSIM	CCAP1982_LOCUS22596|CAD7014603.1|CCAP
OG0003430	LOC6740158|XP_002077036.1|DSIM	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP
OG0003431	LOC6726726|XP_016033214.1|DSIM	CCAP1982_LOCUS674|CAD6991766.1|CCAP
OG0003432	LOC6729362|XP_002104678.1|DSIM	CCAP1982_LOCUS4099|CAD6995381.1|CCAP
OG0003433	LOC6730124|XP_016036881.1|DSIM	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP
OG0003435	LOC6729794|XP_002105099.3|DSIM	CCAP1982_LOCUS3071|CAD6994314.1|CCAP
OG0003436	LOC6726857|XP_002102259.2|DSIM	CCAP1982_LOCUS2424|CAD6993614.1|CCAP
OG0003437	LOC6726856|XP_039151309.1|DSIM	CCAP1982_LOCUS2425|CAD6993615.1|CCAP
OG0003438	LOC6726858|XP_002102260.1|DSIM	CCAP1982_LOCUS2423|CAD6993613.1|CCAP
OG0003439	LOC6729356|XP_002104672.1|DSIM	CCAP1982_LOCUS1479|CAD6992631.1|CCAP
OG0003440	LOC6730387|XP_039151042.1|DSIM	CCAP1982_LOCUS3675|CAD6994941.1|CCAP
OG0003441	LOC6732325|XP_002079453.1|DSIM	CCAP1982_LOCUS5321|CAD6996637.1|CCAP
OG0003442	LOC6728824|XP_002104158.1|DSIM	CCAP1982_LOCUS1258|CAD6992394.1|CCAP
OG0003443	LOC27206273|XP_016030110.1|DSIM	CCAP1982_LOCUS14943|CAD7006637.1|CCAP
OG0003444	LOC6738771|XP_039149331.1|DSIM	CCAP1982_LOCUS14439|CAD7006107.1|CCAP
OG0003447	LOC27208511|XP_016037395.1|DSIM	CCAP1982_LOCUS9834|CAD7001337.1|CCAP
OG0003448	LOC6726650|XP_002102061.1|DSIM	CCAP1982_LOCUS2752|CAD6993967.1|CCAP
OG0003449	LOC6727748|XP_016034328.1|DSIM	CCAP1982_LOCUS3525|CAD6994794.1|CCAP
OG0003450	LOC6727970|XP_016034561.1|DSIM	CCAP1982_LOCUS3696|CAD6994964.1|CCAP
OG0003451	LOC6727240|XP_002102632.1|DSIM	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP
OG0003452	LOC6727241|XP_002102633.2|DSIM	CCAP1982_LOCUS73|CAD6991130.1|CCAP
OG0003453	LOC6737104|XP_002083951.1|DSIM	CCAP1982_LOCUS373|CAD6991447.1|CCAP
OG0003454	LOC6730789|XP_016023204.1|DSIM	CCAP1982_LOCUS6391|CAD6997761.1|CCAP
OG0003455	LOC6728645|XP_002103985.1|DSIM	CCAP1982_LOCUS2452|CAD6993642.1|CCAP
OG0003456	LOC6735567|XP_016028908.1|DSIM	CCAP1982_LOCUS23147|CAD7015197.1|CCAP
OG0003457	LOC6726757|XP_016033239.1|DSIM	CCAP1982_LOCUS4329|CAD6995623.1|CCAP
OG0003458	LOC6727648|XP_016034239.1|DSIM	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP
OG0003459	LOC6728456|XP_002103801.1|DSIM	CCAP1982_LOCUS363|CAD6991437.1|CCAP
OG0003460	LOC6729212|XP_002104533.1|DSIM	CCAP1982_LOCUS4024|CAD6995305.1|CCAP
OG0003461	LOC6726854|XP_002102256.3|DSIM	CCAP1982_LOCUS2426|CAD6993616.1|CCAP
OG0003463	LOC6728113|XP_016034732.1|DSIM	CCAP1982_LOCUS3767|CAD6995037.1|CCAP
OG0003464	LOC6727728|XP_016034304.1|DSIM	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP
OG0003465	LOC6727747|XP_002103109.1|DSIM	CCAP1982_LOCUS3523|CAD6994792.1|CCAP
OG0003466	LOC6729475|XP_002104785.1|DSIM	CCAP1982_LOCUS4123|CAD6995405.1|CCAP
OG0003467	LOC6728103|XP_002103454.1|DSIM	CCAP1982_LOCUS4096|CAD6995378.1|CCAP
OG0003468	LOC6730385|XP_002105667.1|DSIM	CCAP1982_LOCUS1166|CAD6992298.1|CCAP
OG0003469	LOC6730156|XP_002105447.1|DSIM	CCAP1982_LOCUS2027|CAD6993208.1|CCAP
OG0003470	LOC6728127|XP_016034745.2|DSIM	CCAP1982_LOCUS2015|CAD6993193.1|CCAP
OG0003471	LOC6732697|XP_016025433.1|DSIM	CCAP1982_LOCUS8797|CAD7000311.1|CCAP
OG0003472	LOC6731713|XP_039154543.1|DSIM	CCAP1982_LOCUS6283|CAD6997652.1|CCAP
OG0003473	LOC6731876|XP_002079011.1|DSIM	CCAP1982_LOCUS7925|CAD6999399.1|CCAP
OG0003474	LOC6727511|XP_016034091.1|DSIM	CCAP1982_LOCUS3875|CAD6995154.1|CCAP
OG0003477	LOC6728191|XP_016034822.1|DSIM	CCAP1982_LOCUS2284|CAD6993472.1|CCAP
OG0003478	LOC6728335|XP_039150775.1|DSIM	CCAP1982_LOCUS3292|CAD6994552.1|CCAP
OG0003479	LOC6728792|XP_002104127.2|DSIM	CCAP1982_LOCUS1053|CAD6992180.1|CCAP
OG0003480	LOC6726951|XP_002102353.1|DSIM	CCAP1982_LOCUS2077|CAD6993260.1|CCAP
OG0003481	LOC6726950|XP_002102352.1|DSIM	CCAP1982_LOCUS2076|CAD6993259.1|CCAP
OG0003482	LOC6726949|XP_039150781.1|DSIM	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP
OG0003483	LOC6726927|XP_002102329.1|DSIM	CCAP1982_LOCUS2056|CAD6993239.1|CCAP
OG0003484	LOC6728985|XP_002104307.1|DSIM	CCAP1982_LOCUS2209|CAD6993393.1|CCAP
OG0003485	LOC6728241|XP_002103590.1|DSIM	CCAP1982_LOCUS2380|CAD6993568.1|CCAP
OG0003486	LOC6728243|XP_002103592.1|DSIM	CCAP1982_LOCUS2382|CAD6993570.1|CCAP
OG0003487	LOC6739787|XP_016036788.1|DSIM	CCAP1982_LOCUS2529|CAD6993731.1|CCAP
OG0003488	LOC6729860|XP_016036598.1|DSIM	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP
