Orthogroup	DSIM.longest_only	SLEB.longest_only
OG0003943	LOC27206521|XP_016023531.1|DSIM	LOC115631085|XP_030383593.1|SLEB
OG0003944	LOC6732088|XP_002079220.1|DSIM	LOC115631680|XP_030384355.1|SLEB
OG0003945	LOC6739498|XP_002076395.1|DSIM	LOC115634728|XP_030388472.1|SLEB
OG0003946	LOC6732800|XP_002079913.1|DSIM	LOC115626221|XP_030377379.1|SLEB
OG0003947	LOC6732788|XP_002079901.2|DSIM	LOC115625830|XP_030376883.1|SLEB
OG0003948	LOC6732621|XP_002079740.1|DSIM	LOC115630810|XP_030383338.1|SLEB
OG0003949	LOC6732623|XP_039154511.1|DSIM	LOC115630812|XP_030383339.1|SLEB
OG0003950	LOC6731155|XP_016023707.1|DSIM	LOC115626328|XP_030377532.1|SLEB
OG0003951	LOC6731150|XP_002078308.2|DSIM	LOC115626444|XP_030377677.1|SLEB
OG0003952	LOC6731969|XP_002079103.1|DSIM	LOC115632015|XP_030384807.1|SLEB
OG0003953	LOC6731278|XP_016023841.1|DSIM	LOC115625783|XP_030376815.1|SLEB
OG0003954	LOC6736757|XP_016030379.1|DSIM	LOC115624932|XP_030375642.1|SLEB
OG0003955	LOC6731814|XP_016024503.1|DSIM	LOC115631400|XP_030383982.1|SLEB
OG0003956	LOC6732680|XP_016025401.1|DSIM	LOC115631588|XP_030384249.1|SLEB
OG0003957	LOC6737252|XP_016030964.1|DSIM	LOC115622683|XP_030372566.1|SLEB
OG0003958	LOC6726126|XP_016039626.1|DSIM	LOC115628027|XP_030379826.1|SLEB
OG0003959	LOC6735450|XP_016028753.1|DSIM	LOC115620989|XP_030370372.1|SLEB
OG0003960	LOC6733227|XP_039152613.1|DSIM	LOC115626953|XP_030378329.1|SLEB
OG0003961	LOC6731399|XP_039151770.1|DSIM	LOC115631008|XP_030383469.1|SLEB
OG0003962	LOC6731044|XP_016023550.1|DSIM	LOC115631772|XP_030384468.1|SLEB
OG0003963	LOC6732768|XP_002079881.2|DSIM	LOC115625895|XP_030376982.1|SLEB
OG0003964	LOC6730864|XP_016023290.1|DSIM	LOC115631440|XP_030384041.1|SLEB
OG0003965	LOC6731436|XP_016024062.1|DSIM	LOC115631390|XP_030383971.1|SLEB
OG0003966	LOC6739531|XP_016025910.1|DSIM, LOC120284354|XP_039147402.1|DSIM	LOC115625918|XP_030377012.1|SLEB
OG0003967	LOC6735571|XP_016028920.1|DSIM	LOC115620050|XP_030369031.1|SLEB
OG0003968	LOC6735568|XP_016028909.1|DSIM	LOC115627053|XP_030378461.1|SLEB
OG0003969	LOC6739261|XP_016028173.1|DSIM	LOC115620286|XP_030369323.1|SLEB
OG0003970	LOC6730459|XP_016022916.2|DSIM	LOC115631247|XP_030383816.1|SLEB
OG0003971	LOC6731772|XP_016024467.1|DSIM	LOC115631106|XP_030383624.1|SLEB
OG0003972	LOC6738108|XP_016031942.1|DSIM	LOC115632902|XP_030386052.1|SLEB
OG0003973	LOC6736145|XP_002083045.1|DSIM	LOC115619936|XP_030368825.1|SLEB
OG0003974	LOC6734080|XP_002081115.1|DSIM	LOC115633947|XP_030387325.1|SLEB
OG0003975	LOC6731576|XP_016024239.1|DSIM	LOC115626370|XP_030377585.1|SLEB
OG0003976	LOC6732831|XP_002079944.1|DSIM	LOC115625697|XP_030376698.1|SLEB
OG0003977	LOC6732199|XP_002079328.1|DSIM	LOC115625866|XP_030376937.1|SLEB
OG0003978	LOC6738657|XP_002085459.1|DSIM	LOC115621018|XP_030370401.1|SLEB
OG0003979	LOC6731844|XP_002078979.1|DSIM	LOC115628480|XP_030380463.1|SLEB
OG0003980	LOC6727995|XP_002103347.2|DSIM	LOC115621237|XP_030370688.1|SLEB
OG0003981	LOC6732093|XP_002079225.1|DSIM	LOC115628460|XP_030380438.1|SLEB
OG0003982	LOC6732816|XP_016025541.1|DSIM	LOC115625709|XP_030376713.1|SLEB
OG0003983	LOC6732457|XP_002079577.1|DSIM	LOC115626482|XP_030377729.1|SLEB
OG0003984	LOC6732760|XP_016025483.1|DSIM	LOC115625947|XP_030377043.1|SLEB
OG0003985	LOC6732764|XP_016025484.1|DSIM	LOC115625699|XP_030376700.1|SLEB
OG0003986	LOC6731339|XP_002078495.2|DSIM	LOC115631280|XP_030383854.1|SLEB
OG0003987	LOC6731341|XP_016023934.1|DSIM	LOC115630935|XP_030383362.1|SLEB
OG0003988	LOC6731046|XP_039147495.1|DSIM	LOC115630608|XP_030383091.1|SLEB
OG0003989	LOC6732064|XP_002079196.1|DSIM	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB
OG0003990	LOC6732389|XP_002079510.1|DSIM	LOC115626636|XP_030377906.1|SLEB
OG0003991	LOC6730978|XP_016023443.1|DSIM	LOC115630456|XP_030382877.1|SLEB
OG0003992	LOC6730975|XP_002078136.1|DSIM	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB
OG0003993	LOC6730961|XP_039149579.1|DSIM	LOC115630757|XP_030383272.1|SLEB
OG0003994	LOC6729993|XP_002105287.1|DSIM	LOC115621296|XP_030370763.1|SLEB
OG0003995	LOC6734288|XP_039147482.1|DSIM	LOC115621628|XP_030371192.1|SLEB
OG0003996	LOC6733624|XP_002080678.1|DSIM	LOC115634149|XP_030387582.1|SLEB
OG0003997	LOC6731344|XP_016023935.1|DSIM	LOC115631281|XP_030383855.1|SLEB
OG0003998	LOC27209337|XP_039148229.1|DSIM	LOC115632016|XP_030384808.1|SLEB
OG0003999	LOC6739549|XP_002076446.1|DSIM	LOC115626210|XP_030377359.1|SLEB
OG0004000	LOC27207325|XP_039153950.1|DSIM	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB
OG0004001	LOC6735998|XP_016029373.1|DSIM	LOC115631042|XP_030383535.1|SLEB
OG0004002	LOC6732901|XP_002080006.1|DSIM	LOC115625846|XP_030376909.1|SLEB
OG0004003	LOC6731959|XP_016024627.1|DSIM	LOC115631551|XP_030384188.1|SLEB
OG0004004	LOC6731452|XP_016024106.1|DSIM	LOC115628478|XP_030380460.1|SLEB
OG0004005	LOC6731087|XP_016023614.1|DSIM	LOC115628453|XP_030380425.1|SLEB
OG0004006	LOC6732977|XP_002080056.1|DSIM	LOC115628532|XP_030380556.1|SLEB
OG0004007	LOC6730857|XP_002078021.1|DSIM	LOC115631240|XP_030383810.1|SLEB
OG0004008	LOC6730424|XP_039147100.1|DSIM	LOC115632033|XP_030384845.1|SLEB
OG0004009	LOC6730705|XP_002077875.2|DSIM	LOC115631559|XP_030384210.1|SLEB
OG0004010	LOC6732273|XP_039153679.1|DSIM	LOC115626177|XP_030377312.1|SLEB
OG0004011	LOC6732234|XP_016024911.1|DSIM	LOC115626388|XP_030377607.1|SLEB
OG0004012	LOC6729122|XP_016035770.1|DSIM	LOC115621735|XP_030371326.1|SLEB
OG0004013	LOC6732296|XP_039154307.1|DSIM	LOC115625801|XP_030376838.1|SLEB
OG0004014	LOC6738109|XP_039149775.1|DSIM	LOC115632176|XP_030385068.1|SLEB
OG0004015	LOC6732161|XP_016024843.1|DSIM	LOC115631076|XP_030383581.1|SLEB
OG0004016	LOC6731788|XP_002078923.1|DSIM	LOC115631255|XP_030383828.1|SLEB
OG0004017	LOC6730955|XP_002078118.1|DSIM	LOC115630661|XP_030383163.1|SLEB
OG0004018	LOC6733322|XP_002080381.1|DSIM	LOC115623414|XP_030373589.1|SLEB
OG0004019	LOC6732991|XP_002080070.1|DSIM	LOC115630571|XP_030383048.1|SLEB
OG0004020	LOC27206524|XP_016023238.1|DSIM	LOC115631221|XP_030383787.1|SLEB
OG0004021	LOC6739182|XP_016023230.1|DSIM	LOC115631022|XP_030383496.1|SLEB
OG0004022	LOC6732498|XP_002079618.1|DSIM	LOC115631267|XP_030383839.1|SLEB
OG0004023	LOC6735284|XP_016028648.1|DSIM	LOC115634183|XP_030387629.1|SLEB
OG0004024	LOC6739242|XP_016025185.1|DSIM	LOC115631467|XP_030384080.1|SLEB
OG0004025	LOC6731681|XP_016024371.1|DSIM	LOC115625820|XP_030376870.1|SLEB
OG0004026	LOC6730656|XP_016023094.1|DSIM	LOC115631398|XP_030383981.1|SLEB
OG0004028	LOC6731115|XP_002078272.1|DSIM	LOC115629020|XP_030381175.1|SLEB
OG0004029	LOC6731523|XP_016024200.1|DSIM	LOC115628523|XP_030380540.1|SLEB
OG0004030	LOC6735975|XP_002082884.1|DSIM	LOC115625192|XP_030376022.1|SLEB
OG0004031	LOC6732067|XP_016024741.1|DSIM	LOC115631351|XP_030383927.1|SLEB
OG0004032	LOC6739551|XP_016025895.1|DSIM	LOC115625853|XP_030376918.1|SLEB
OG0004033	LOC6731706|XP_016024386.1|DSIM	LOC115626191|XP_030377331.1|SLEB
OG0004034	LOC6732724|XP_016025455.1|DSIM	LOC115630933|XP_030383360.1|SLEB
OG0004035	LOC6731036|XP_016023526.1|DSIM	LOC115631041|XP_030383528.1|SLEB
OG0004036	LOC6730771|XP_016023179.1|DSIM	LOC115630991|XP_030383437.1|SLEB
OG0004037	LOC6732142|XP_016024823.1|DSIM	LOC115631059|XP_030383558.1|SLEB
OG0004038	LOC27206531|XP_016022967.1|DSIM	LOC115632030|XP_030384836.1|SLEB
OG0004039	LOC6730697|XP_016023125.1|DSIM	LOC115631213|XP_030383778.1|SLEB
OG0004040	LOC6735772|XP_002082685.1|DSIM	LOC115633628|XP_030386923.1|SLEB
OG0004041	LOC27206588|XP_016038662.1|DSIM	LOC115633276|XP_030386547.1|SLEB
OG0004042	LOC27208893|XP_016030672.1|DSIM	LOC115622177|XP_030371924.1|SLEB
OG0004043	LOC6731874|XP_002079009.1|DSIM	LOC115630654|XP_030383156.1|SLEB
OG0004044	LOC6725376|XP_016038431.1|DSIM	LOC115627472|XP_030379008.1|SLEB
OG0004045	LOC6731915|XP_016024579.1|DSIM	LOC115631439|XP_030384039.1|SLEB
OG0004046	LOC27206200|XP_016022933.1|DSIM	LOC115631249|XP_030383819.1|SLEB
OG0004047	LOC6732044|XP_016024729.1|DSIM	LOC115631028|XP_030383506.1|SLEB
OG0004048	LOC6731013|XP_016023497.1|DSIM	LOC115630482|XP_030382923.1|SLEB
OG0004049	LOC6730418|XP_002077599.1|DSIM	LOC115631436|XP_030384034.1|SLEB
OG0004050	LOC6732741|XP_016025470.1|DSIM	LOC115631657|XP_030384329.1|SLEB
OG0004051	LOC6731984|XP_016024655.1|DSIM	LOC115631090|XP_030383598.1|SLEB
OG0004052	LOC6726322|XP_039152792.1|DSIM	LOC115626951|XP_030378327.1|SLEB
OG0004053	LOC27206159|XP_016027005.1|DSIM	LOC115630487|XP_030382935.1|SLEB
OG0004054	LOC6732690|XP_039154287.1|DSIM	LOC115631315|XP_030383890.1|SLEB
OG0004055	LOC6728665|XP_016035325.1|DSIM	LOC115621942|XP_030371649.1|SLEB
OG0004056	LOC6726644|XP_016033134.1|DSIM	LOC115621043|XP_030370424.1|SLEB
OG0004057	LOC6738758|XP_002085558.1|DSIM	LOC115622239|XP_030371996.1|SLEB
OG0004058	LOC6736583|XP_002083445.1|DSIM	LOC115632484|XP_030385519.1|SLEB
OG0004059	LOC6727168|XP_016033661.1|DSIM	LOC115624161|XP_030374617.1|SLEB
OG0004060	LOC6728541|XP_002103886.1|DSIM	LOC115624055|XP_030374496.1|SLEB
OG0004061	LOC6725719|XP_016038995.1|DSIM	LOC115626808|XP_030378139.1|SLEB
OG0004062	LOC27206263|XP_016029926.1|DSIM	LOC115622469|XP_030372272.1|SLEB
OG0004063	LOC6724960|XP_002105996.1|DSIM	LOC115626863|XP_030378230.1|SLEB
OG0004064	LOC6738214|XP_002085026.2|DSIM	LOC115633705|XP_030387026.1|SLEB
OG0004065	LOC6735664|XP_039148643.1|DSIM	LOC115624995|XP_030375726.1|SLEB
OG0004066	LOC6734500|XP_002081519.2|DSIM	LOC115634762|XP_030388517.1|SLEB
OG0004067	LOC6725700|XP_016038973.1|DSIM	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB
OG0004068	LOC6728839|XP_002104173.2|DSIM	LOC115625353|XP_030376246.1|SLEB
OG0004069	LOC6728837|XP_039151278.1|DSIM	LOC115625619|XP_030376620.1|SLEB
OG0004070	LOC6739613|XP_002076507.2|DSIM	LOC115632730|XP_030385835.1|SLEB
OG0004071	LOC6737366|XP_002084204.2|DSIM	LOC115622479|XP_030372284.1|SLEB
OG0004072	LOC6737367|XP_002084205.2|DSIM	LOC115622497|XP_030372303.1|SLEB
OG0004073	LOC6726313|XP_002107274.1|DSIM	LOC115626862|XP_030378229.1|SLEB
OG0004074	LOC6735715|XP_039148389.1|DSIM	LOC115622688|XP_030372577.1|SLEB
OG0004075	LOC6734321|XP_002081344.1|DSIM	LOC115634474|XP_030388065.1|SLEB
OG0004076	LOC6734319|XP_016027381.1|DSIM	LOC115634473|XP_030388064.1|SLEB
OG0004077	LOC6731432|XP_016024055.1|DSIM	LOC115631977|XP_030384737.1|SLEB
OG0004078	LOC6729714|XP_002105020.1|DSIM	LOC115625509|XP_030376433.1|SLEB
OG0004079	LOC6725364|XP_002106381.1|DSIM	LOC115629371|XP_030381689.1|SLEB
OG0004080	LOC6734789|XP_002081792.1|DSIM	LOC115620054|XP_030369047.1|SLEB
OG0004081	LOC6739433|XP_039147550.1|DSIM	LOC115624980|XP_030375695.1|SLEB
OG0004082	LOC6735487|XP_002082426.1|DSIM	LOC115627742|XP_030379377.1|SLEB
OG0004083	LOC6729324|XP_002104641.2|DSIM	LOC115620222|XP_030369223.1|SLEB
OG0004084	LOC120284815|XP_039150083.1|DSIM, LOC6738707|XP_039150080.1|DSIM	LOC115621413|XP_030370924.1|SLEB
OG0004085	LOC6727788|XP_016034360.1|DSIM	LOC115623375|XP_030373530.1|SLEB
OG0004086	LOC6739776|XP_016036551.1|DSIM	LOC115621200|XP_030370639.1|SLEB
OG0004087	LOC27207989|XP_016038848.1|DSIM	LOC115629180|XP_030381421.1|SLEB
OG0004088	LOC6729824|XP_002105127.1|DSIM	LOC115620542|XP_030369685.1|SLEB
OG0004089	LOC27208056|XP_039152221.1|DSIM	LOC115629338|XP_030381644.1|SLEB
OG0004090	LOC6729389|XP_016036036.1|DSIM	LOC115625345|XP_030376233.1|SLEB
OG0004091	LOC27206465|XP_016034647.1|DSIM	LOC115623942|XP_030374364.1|SLEB
OG0004092	LOC27208079|XP_016038388.2|DSIM	LOC115627070|XP_030378478.1|SLEB
OG0004094	LOC27208947|XP_016038034.1|DSIM	LOC115627049|XP_030378451.1|SLEB
OG0004095	LOC6728475|XP_002103820.2|DSIM	LOC115624377|XP_030374938.1|SLEB
OG0004096	LOC27207937|XP_016036553.1|DSIM	LOC115620835|XP_030370128.1|SLEB
OG0004097	LOC6737902|XP_002084730.1|DSIM	LOC115622879|XP_030372832.1|SLEB
OG0004098	LOC6727790|XP_016034363.1|DSIM	LOC115624962|XP_030375677.1|SLEB
OG0004099	LOC6726734|XP_016033230.2|DSIM	LOC115623554|XP_030373804.1|SLEB
OG0004100	LOC6726746|XP_002102157.1|DSIM	LOC115624190|XP_030374648.1|SLEB
OG0004101	LOC6726748|XP_002102159.2|DSIM	LOC115624084|XP_030374533.1|SLEB
OG0004102	LOC6726749|XP_039151478.1|DSIM	LOC115624297|XP_030374782.1|SLEB
OG0004103	LOC6729712|XP_002105018.1|DSIM	LOC115625507|XP_030376430.1|SLEB
OG0004104	LOC6729234|XP_016035886.1|DSIM	LOC115621663|XP_030371231.1|SLEB
OG0004105	LOC6738216|XP_016032077.1|DSIM	LOC115634785|XP_030388552.1|SLEB
OG0004106	LOC6739013|XP_002085808.1|DSIM	LOC115630702|XP_030383214.1|SLEB
OG0004107	LOC6736515|XP_002083385.1|DSIM	LOC115622610|XP_030372471.1|SLEB
OG0004108	LOC6728000|XP_002103352.1|DSIM	LOC115625288|XP_030376160.1|SLEB
OG0004109	LOC6729391|XP_016036037.1|DSIM	LOC115625346|XP_030376236.1|SLEB
OG0004110	LOC6739097|XP_039149852.1|DSIM	LOC115619990|XP_030368923.1|SLEB
OG0004111	LOC6729651|XP_016036291.1|DSIM	LOC115623472|XP_030373697.1|SLEB
OG0004112	LOC6729731|XP_016036390.1|DSIM	LOC115625332|XP_030376216.1|SLEB
OG0004113	LOC6726597|XP_016040271.1|DSIM	LOC115626741|XP_030378051.1|SLEB
OG0004114	LOC6725195|XP_002106218.1|DSIM	LOC115626753|XP_030378068.1|SLEB
OG0004115	LOC6725192|XP_039152986.1|DSIM	LOC115626958|XP_030378333.1|SLEB
OG0004116	LOC6729646|XP_016036288.1|DSIM	LOC115624411|XP_030375005.1|SLEB
OG0004117	LOC6727643|XP_002103020.1|DSIM	LOC115625234|XP_030376079.1|SLEB
OG0004118	LOC6734943|XP_002081940.1|DSIM	LOC115624533|XP_030375117.1|SLEB
OG0004119	LOC6727618|XP_002102997.1|DSIM	LOC115623549|XP_030373800.1|SLEB
OG0004120	LOC6739731|XP_039151002.1|DSIM	LOC115623661|XP_030373979.1|SLEB
OG0004121	LOC6736827|XP_002083683.1|DSIM	LOC115622962|XP_030372969.1|SLEB
OG0004122	LOC6728009|XP_002103361.1|DSIM	LOC115625573|XP_030376531.1|SLEB
OG0004123	LOC6727171|XP_016033663.1|DSIM	LOC115623338|XP_030373468.1|SLEB
OG0004124	LOC6725818|XP_016039143.1|DSIM	LOC115629256|XP_030381534.1|SLEB
OG0004125	LOC6730169|XP_016036927.1|DSIM	LOC115621820|XP_030371470.1|SLEB
OG0004126	LOC6730160|XP_039150385.1|DSIM	LOC115621098|XP_030370495.1|SLEB
OG0004127	LOC6731715|XP_016024391.1|DSIM	LOC115625755|XP_030376772.1|SLEB
OG0004128	LOC6739742|XP_002076635.1|DSIM	LOC115624021|XP_030374457.1|SLEB
OG0004129	LOC6734049|XP_016027056.2|DSIM	LOC115634837|XP_030388618.1|SLEB
OG0004130	LOC27207261|XP_039152397.1|DSIM	LOC115629253|XP_030381529.1|SLEB
OG0004131	LOC6727868|XP_039150586.1|DSIM	LOC115625070|XP_030375817.1|SLEB
OG0004132	LOC6736549|XP_016030128.1|DSIM	LOC115623251|XP_030373379.1|SLEB
OG0004133	LOC6732039|XP_002079171.1|DSIM	LOC115631981|XP_030384745.1|SLEB
OG0004134	LOC6729517|XP_016036190.1|DSIM	LOC115621059|XP_030370443.1|SLEB
OG0004135	LOC6727359|XP_039151704.1|DSIM	LOC115624331|XP_030374819.1|SLEB
OG0004136	LOC6727160|XP_002102553.1|DSIM	LOC115623683|XP_030374013.1|SLEB
OG0004137	LOC6733796|XP_002080840.1|DSIM	LOC115634341|XP_030387857.1|SLEB
OG0004138	LOC6738347|XP_002085157.1|DSIM	LOC115628341|XP_030380264.1|SLEB
OG0004139	LOC27207950|XP_016037965.1|DSIM	LOC115629170|XP_030381404.1|SLEB
OG0004140	LOC6725336|XP_002106353.1|DSIM	LOC115626857|XP_030378218.1|SLEB
OG0004141	LOC6735380|XP_016028708.1|DSIM	LOC115626385|XP_030377616.1|SLEB
OG0004142	LOC6725807|XP_016039128.2|DSIM	LOC115629220|XP_030381489.1|SLEB
OG0004143	LOC6728353|XP_002103701.1|DSIM	LOC115620606|XP_030369780.1|SLEB
OG0004144	LOC6731694|XP_002078830.1|DSIM	LOC115625690|XP_030376691.1|SLEB
OG0004145	LOC6737254|XP_002084094.1|DSIM	LOC115622792|XP_030372715.1|SLEB
OG0004146	LOC6727902|XP_016034521.1|DSIM	LOC115624413|XP_030375007.1|SLEB
OG0004147	LOC6731709|XP_002078844.1|DSIM	LOC115625832|XP_030376887.1|SLEB
OG0004148	LOC6728324|XP_016034958.1|DSIM	LOC115620988|XP_030370368.1|SLEB
OG0004149	LOC6727167|XP_016033658.1|DSIM	LOC115624122|XP_030374578.1|SLEB
OG0004150	LOC6728018|XP_002103370.2|DSIM	LOC115624120|XP_030374576.1|SLEB
OG0004151	LOC6730356|XP_002105638.1|DSIM	LOC115620402|XP_030369478.1|SLEB
OG0004152	LOC6726808|XP_016033308.1|DSIM	LOC115623365|XP_030373511.1|SLEB
OG0004153	LOC6739385|XP_002076294.1|DSIM	LOC115625602|XP_030376598.1|SLEB
OG0004154	LOC6738331|XP_002085141.2|DSIM	LOC115622116|XP_030371820.1|SLEB
OG0004155	LOC6727911|XP_002103266.1|DSIM	LOC115623859|XP_030374264.1|SLEB
OG0004156	LOC6728028|XP_016034643.1|DSIM	LOC115624149|XP_030374606.1|SLEB
OG0004157	LOC6740230|XP_016040001.1|DSIM	LOC115629143|XP_030381355.1|SLEB
OG0004158	LOC27206268|XP_016029762.1|DSIM	LOC115622423|XP_030372218.1|SLEB
OG0004159	LOC6729574|XP_002104882.1|DSIM	LOC115624365|XP_030374885.1|SLEB
OG0004160	LOC6736422|XP_002083294.1|DSIM	LOC115622468|XP_030372270.1|SLEB
OG0004161	LOC6728591|XP_016035222.1|DSIM	LOC115623673|XP_030374000.1|SLEB
OG0004162	LOC27206848|XP_016035467.1|DSIM	LOC115623642|XP_030373947.1|SLEB
OG0004163	LOC6728752|XP_039150637.1|DSIM	LOC115624127|XP_030374582.1|SLEB
OG0004164	LOC6726703|XP_039151577.1|DSIM	LOC115623929|XP_030374348.1|SLEB
OG0004165	LOC6735617|XP_016028980.1|DSIM	LOC115623390|XP_030373558.1|SLEB
OG0004166	LOC6735976|XP_002082885.1|DSIM	LOC115630004|XP_030382494.1|SLEB
OG0004167	LOC6728904|XP_002104234.2|DSIM	LOC115625909|XP_030377000.1|SLEB
OG0004168	LOC6729444|XP_016022617.1|DSIM	LOC115625069|XP_030375813.1|SLEB
OG0004169	LOC6725349|XP_039152962.1|DSIM	LOC115629639|XP_030382001.1|SLEB
OG0004170	LOC6725668|XP_039152387.1|DSIM	LOC115628741|XP_030380805.1|SLEB
OG0004171	LOC6725153|XP_002106179.1|DSIM	LOC115629676|XP_030382054.1|SLEB
OG0004172	LOC6726131|XP_016039637.1|DSIM	LOC115627773|XP_030379432.1|SLEB
OG0004173	LOC6734714|XP_002081721.1|DSIM	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB
OG0004174	LOC6734332|XP_016027407.1|DSIM	LOC115626137|XP_030377258.1|SLEB
OG0004175	LOC6734843|XP_002081845.1|DSIM	LOC115634437|XP_030388008.1|SLEB
OG0004176	LOC6737263|XP_016030972.1|DSIM	LOC115622486|XP_030372292.1|SLEB
OG0004177	LOC6728030|XP_016034644.1|DSIM	LOC115623555|XP_030373813.1|SLEB
OG0004178	LOC6727654|XP_039151188.1|DSIM	LOC115625527|XP_030376456.1|SLEB
OG0004179	LOC6724920|XP_016037778.1|DSIM	LOC115630036|XP_030382528.1|SLEB
OG0004180	LOC6727412|XP_016033964.1|DSIM	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB
OG0004181	LOC6729285|XP_016035925.1|DSIM	LOC115620201|XP_030369194.1|SLEB
OG0004182	LOC6737811|XP_039150316.1|DSIM	LOC115622689|XP_030372573.1|SLEB
OG0004183	LOC6737810|XP_016031591.2|DSIM	LOC115622476|XP_030372280.1|SLEB
OG0004184	LOC6736722|XP_016030338.1|DSIM	LOC115628267|XP_030380146.1|SLEB
OG0004185	LOC6732143|XP_016024824.1|DSIM	LOC115631060|XP_030383559.1|SLEB
OG0004186	LOC6724888|XP_002105926.1|DSIM	LOC115629142|XP_030381353.1|SLEB
OG0004187	LOC6728410|XP_002103757.2|DSIM	LOC115624217|XP_030374691.1|SLEB
OG0004188	LOC6727996|XP_016034596.1|DSIM	LOC115625276|XP_030376138.1|SLEB
OG0004189	LOC6727994|XP_002103346.1|DSIM	LOC115625286|XP_030376156.1|SLEB
OG0004190	LOC6727071|XP_016033565.1|DSIM	LOC115623582|XP_030373841.1|SLEB
OG0004191	LOC6727068|XP_002102465.1|DSIM	LOC115623984|XP_030374415.1|SLEB
OG0004192	LOC6727482|XP_016034071.1|DSIM	LOC115623596|XP_030373858.1|SLEB
OG0004193	LOC6725595|XP_039152552.1|DSIM	LOC115629478|XP_030381808.1|SLEB
OG0004194	LOC6727601|XP_016034194.1|DSIM	LOC115623434|XP_030373640.1|SLEB
OG0004195	LOC6740545|XP_016039406.1|DSIM	LOC115627479|XP_030379017.1|SLEB
OG0004196	LOC6730001|XP_002105295.3|DSIM	LOC115620716|XP_030369953.1|SLEB
OG0004197	LOC6728520|XP_002103865.2|DSIM	LOC115623413|XP_030373584.1|SLEB
OG0004198	LOC6726720|XP_002102131.2|DSIM	LOC115625047|XP_030375758.1|SLEB
OG0004199	LOC6727834|XP_039150865.1|DSIM	LOC115623649|XP_030373961.1|SLEB
OG0004200	LOC6735619|XP_016028982.1|DSIM	LOC115629050|XP_030381220.1|SLEB
OG0004201	LOC6730011|XP_002105305.2|DSIM	LOC115620574|XP_030369735.1|SLEB
OG0004202	LOC6729151|XP_002104472.1|DSIM	LOC115621197|XP_030370636.1|SLEB
OG0004203	LOC6727867|XP_016034448.1|DSIM	LOC115625072|XP_030375820.1|SLEB
OG0004204	LOC6738711|XP_002085512.1|DSIM	LOC115621640|XP_030371238.1|SLEB
OG0004205	LOC6738099|XP_002084913.1|DSIM	LOC115632596|XP_030385681.1|SLEB
OG0004206	LOC6727383|XP_016033919.1|DSIM	LOC115624123|XP_030374579.1|SLEB
OG0004207	LOC6727384|XP_002102769.1|DSIM	LOC115623577|XP_030373835.1|SLEB
OG0004208	LOC6728506|XP_016035144.1|DSIM	LOC115623619|XP_030373899.1|SLEB
OG0004209	LOC6729462|XP_016036136.1|DSIM	LOC115621873|XP_030371558.1|SLEB
OG0004210	LOC6727212|XP_002102604.2|DSIM	LOC115623671|XP_030373997.1|SLEB
OG0004211	LOC27208509|XP_016023038.1|DSIM	LOC115631904|XP_030384612.1|SLEB
OG0004212	LOC6728783|XP_016035463.1|DSIM	LOC115623636|XP_030373938.1|SLEB
OG0004213	LOC6728872|XP_016035566.1|DSIM	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB
OG0004215	LOC6734645|XP_002081652.2|DSIM	LOC115623668|XP_030373998.1|SLEB
OG0004216	LOC6738046|XP_016031871.1|DSIM	LOC115632524|XP_030385580.1|SLEB
OG0004217	LOC6736869|XP_016030518.1|DSIM	LOC115622565|XP_030372397.1|SLEB
OG0004218	LOC6726302|XP_002107263.2|DSIM	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB
OG0004219	LOC6728898|XP_002104231.1|DSIM	LOC115623356|XP_030373500.1|SLEB
OG0004220	LOC6727891|XP_039150686.1|DSIM	LOC115623621|XP_030373903.1|SLEB
OG0004221	LOC6727230|XP_002102622.1|DSIM	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB
OG0004222	LOC6728445|XP_016035054.1|DSIM	LOC115624267|XP_030374752.1|SLEB
OG0004223	LOC6728441|XP_016035047.2|DSIM	LOC115623475|XP_030373701.1|SLEB
OG0004224	LOC6726822|XP_016033327.1|DSIM	LOC115625201|XP_030376028.1|SLEB
OG0004225	LOC6725191|XP_002106215.1|DSIM	LOC115627223|XP_030378705.1|SLEB
OG0004226	LOC6727823|XP_016034410.1|DSIM	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB
OG0004227	LOC6727870|XP_016034450.1|DSIM	LOC115625451|XP_030376359.1|SLEB
OG0004228	LOC6727869|XP_002103224.1|DSIM	LOC115625071|XP_030375819.1|SLEB
OG0004229	LOC6734669|XP_016027857.1|DSIM	LOC115624998|XP_030375733.1|SLEB
OG0004230	LOC6725409|XP_039152192.1|DSIM	LOC115626934|XP_030378303.1|SLEB
