Orthogroup	DSIM.longest_only	BCOP.longest_only
OG0004797	LOC6729001|XP_016035665.1|DSIM	LOC119069040|XP_037028803.1|BCOP
OG0004799	LOC6728988|XP_002104310.1|DSIM	LOC119081245|XP_037045871.1|BCOP
OG0004800	LOC6728147|XP_016034756.1|DSIM	LOC119067464|XP_037026345.1|BCOP
OG0004801	LOC6729564|XP_002104872.1|DSIM	LOC119076307|XP_037038908.1|BCOP
OG0004802	LOC6727300|XP_039150423.1|DSIM	LOC119073243|XP_037034453.1|BCOP
OG0004803	LOC6729942|XP_016036702.1|DSIM	LOC119070484|XP_037030732.1|BCOP
OG0004804	LOC6726697|XP_039151580.1|DSIM	LOC119070545|XP_037030813.1|BCOP
OG0004805	LOC6728787|XP_016035473.1|DSIM	LOC119067280|XP_037026052.1|BCOP
OG0004806	LOC27207936|XP_016039172.1|DSIM	LOC119068779|XP_037028433.1|BCOP
OG0004807	LOC6729533|XP_016036206.1|DSIM	LOC119079932|XP_037043930.1|BCOP
OG0004808	LOC6728696|XP_002104032.1|DSIM	LOC119077387|XP_037040481.1|BCOP
OG0004809	LOC6727283|XP_002102672.1|DSIM	LOC119083955|XP_037049661.1|BCOP
OG0004810	LOC6727289|XP_002102676.1|DSIM	LOC119083935|XP_037049648.1|BCOP
OG0004811	LOC6738855|XP_016032674.1|DSIM	LOC119070082|XP_037030285.1|BCOP
OG0004812	LOC6728790|XP_039150548.1|DSIM	LOC119069596|XP_037029581.1|BCOP
OG0004813	LOC6729303|XP_002104620.2|DSIM	LOC119079861|XP_037043833.1|BCOP
OG0004814	LOC6728717|XP_039150605.1|DSIM	LOC119067023|XP_037025646.1|BCOP
OG0004815	LOC6725264|XP_016038269.1|DSIM	LOC119083592|XP_037049229.1|BCOP
OG0004816	LOC6725474|XP_016038582.1|DSIM	LOC119069056|XP_037028825.1|BCOP
OG0004817	LOC6725472|XP_002106488.2|DSIM	LOC119069060|XP_037028830.1|BCOP
OG0004818	LOC6728945|XP_002104273.1|DSIM	LOC119067224|XP_037025965.1|BCOP
OG0004819	LOC27207013|XP_016035839.1|DSIM	LOC119068473|XP_037027980.1|BCOP
OG0004820	LOC6728693|XP_002104029.2|DSIM	LOC119068667|XP_037028244.1|BCOP
OG0004821	LOC6730147|XP_016036912.1|DSIM	LOC119085770|XP_037052157.1|BCOP
OG0004822	LOC6728102|XP_016034715.1|DSIM	LOC119069781|XP_037029818.1|BCOP
OG0004823	LOC6739718|XP_016034814.1|DSIM	LOC119068767|XP_037028415.1|BCOP
OG0004824	LOC6728187|XP_002103536.1|DSIM	LOC119068789|XP_037028443.1|BCOP
OG0004825	LOC27207450|XP_016037326.1|DSIM	LOC119085044|XP_037051150.1|BCOP
OG0004826	LOC6726900|XP_002102302.1|DSIM	LOC119085265|XP_037051511.1|BCOP
OG0004827	LOC6726672|XP_002102083.1|DSIM	LOC119068308|XP_037027748.1|BCOP
OG0004828	LOC6729283|XP_002104603.1|DSIM	LOC119069743|XP_037029777.1|BCOP
OG0004829	LOC6729351|XP_002104667.1|DSIM	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP
OG0004830	LOC6728372|XP_016034984.1|DSIM	LOC119067939|XP_037027150.1|BCOP
OG0004831	LOC6736970|XP_002083817.1|DSIM	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP
OG0004832	LOC6728332|XP_002103681.1|DSIM	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP
OG0004833	LOC6726834|XP_002102241.1|DSIM	LOC119067299|XP_037026095.1|BCOP
OG0004834	LOC6729273|XP_002104593.1|DSIM	LOC119067924|XP_037027126.1|BCOP
OG0004835	LOC6729270|XP_002104590.1|DSIM	LOC119070460|XP_037030708.1|BCOP
OG0004836	LOC6729213|XP_002104534.1|DSIM	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP
OG0004837	LOC6738899|XP_016032721.1|DSIM	LOC119072528|XP_037033671.1|BCOP
OG0004838	LOC27208934|XP_016035244.1|DSIM	LOC119070505|XP_037030757.1|BCOP
OG0004839	LOC6728613|XP_016035247.1|DSIM	LOC119070503|XP_037030747.1|BCOP
OG0004840	LOC6729392|XP_016036038.1|DSIM	LOC119077749|XP_037040952.1|BCOP
OG0004841	LOC6732385|XP_002079506.1|DSIM	LOC119082998|XP_037048532.1|BCOP
OG0004842	LOC6730050|XP_002105343.2|DSIM	LOC119069119|XP_037028911.1|BCOP
OG0004843	LOC6727563|XP_016034161.1|DSIM	LOC119068430|XP_037027895.1|BCOP
OG0004844	LOC6732147|XP_016024834.1|DSIM	LOC119067104|XP_037025763.1|BCOP
OG0004845	LOC6726777|XP_016033258.1|DSIM	LOC119067100|XP_037025758.1|BCOP
OG0004846	LOC6730868|XP_002078032.1|DSIM	LOC119066722|XP_037025232.1|BCOP
OG0004847	LOC6730867|XP_002078031.1|DSIM	LOC119072915|XP_037034128.1|BCOP
OG0004848	LOC6727761|XP_002103123.1|DSIM	LOC119073856|XP_037035614.1|BCOP
OG0004849	LOC6731441|XP_016024075.1|DSIM	LOC119081136|XP_037045779.1|BCOP
OG0004850	LOC6727020|XP_016033509.1|DSIM	LOC119085749|XP_037052126.1|BCOP
OG0004851	LOC6727018|XP_002102416.1|DSIM	LOC119085754|XP_037052132.1|BCOP
OG0004852	LOC6727003|XP_016033495.1|DSIM	LOC119085767|XP_037052147.1|BCOP
OG0004853	LOC6735528|XP_002082464.2|DSIM	LOC119081784|XP_037046889.1|BCOP
OG0004854	LOC6737779|XP_016031557.1|DSIM	LOC119084865|XP_037050895.1|BCOP
OG0004855	LOC6739636|XP_002076532.1|DSIM	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP
OG0004856	LOC6737179|XP_039149968.1|DSIM	LOC119073469|XP_037034868.1|BCOP
OG0004857	LOC6736433|XP_039149747.1|DSIM	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP
OG0004858	LOC6737184|XP_039150202.1|DSIM	LOC119079828|XP_037043787.1|BCOP
OG0004859	LOC6737187|XP_002084033.1|DSIM	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP
OG0004860	LOC6736502|XP_016030081.1|DSIM	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP
OG0004861	LOC6737484|XP_039150209.1|DSIM	LOC119081072|XP_037045692.1|BCOP
OG0004862	LOC6737495|XP_039149020.1|DSIM	LOC119074388|XP_037036406.1|BCOP
OG0004863	LOC6736916|XP_016030565.1|DSIM	LOC119084931|XP_037050965.1|BCOP
OG0004864	LOC6736768|XP_002083624.1|DSIM	LOC119081219|XP_037045838.1|BCOP
OG0004865	LOC6729892|XP_002105195.1|DSIM	LOC119080887|XP_037045361.1|BCOP
OG0004866	LOC6737103|XP_002083950.1|DSIM	LOC119080369|XP_037044561.1|BCOP
OG0004867	LOC6734053|XP_016027061.1|DSIM	LOC119073990|XP_037035795.1|BCOP
OG0004868	LOC6733184|XP_016026068.1|DSIM	LOC119079744|XP_037043708.1|BCOP
OG0004869	LOC6733251|XP_002080314.1|DSIM	LOC119081377|XP_037046154.1|BCOP
OG0004870	LOC6733255|XP_016026130.1|DSIM	LOC119081382|XP_037046165.1|BCOP
OG0004871	LOC6736085|XP_002082986.2|DSIM	LOC119078931|XP_037042571.1|BCOP
OG0004872	LOC6736162|XP_002083062.1|DSIM	LOC119081560|XP_037046484.1|BCOP
OG0004873	LOC6731473|XP_002078622.1|DSIM	LOC119071534|XP_037032314.1|BCOP
OG0004874	LOC6729680|XP_002104986.1|DSIM	LOC119077748|XP_037040934.1|BCOP
OG0004875	LOC6740215|XP_039153677.1|DSIM	LOC119068412|XP_037027870.1|BCOP
OG0004876	LOC27208313|XP_016037594.1|DSIM	LOC119072503|XP_037033642.1|BCOP
OG0004877	LOC6737716|XP_002084547.1|DSIM	LOC119075483|XP_037037829.1|BCOP
OG0004878	LOC6733416|XP_002080473.1|DSIM	LOC119080515|XP_037044819.1|BCOP
OG0004879	LOC27208725|XP_016029402.1|DSIM	LOC119073821|XP_037035500.1|BCOP
OG0004880	LOC6739005|XP_002085800.1|DSIM	LOC119073313|XP_037034596.1|BCOP
OG0004881	LOC6737023|XP_002083870.1|DSIM	LOC119081274|XP_037045925.1|BCOP
OG0004882	LOC6737099|XP_016030726.1|DSIM	LOC119081283|XP_037045939.1|BCOP
OG0004883	LOC6736554|XP_016030132.1|DSIM	LOC119081280|XP_037045935.1|BCOP
OG0004884	LOC6734626|XP_039148746.1|DSIM	LOC119073428|XP_037034784.1|BCOP
OG0004885	LOC6734215|XP_002081244.2|DSIM	LOC119076083|XP_037038629.1|BCOP
OG0004886	LOC6734691|XP_016027888.1|DSIM	LOC119080153|XP_037044265.1|BCOP
OG0004887	LOC6735081|XP_002082058.1|DSIM	LOC119080147|XP_037044261.1|BCOP
OG0004888	LOC6735187|XP_016028473.2|DSIM	LOC119075404|XP_037037746.1|BCOP
OG0004889	LOC6733797|XP_016026756.1|DSIM	LOC119074112|XP_037035973.1|BCOP
OG0004890	LOC6734632|XP_002081640.2|DSIM	LOC119080893|XP_037045368.1|BCOP
OG0004891	LOC27207938|XP_039152910.1|DSIM	LOC119070729|XP_037031080.1|BCOP
OG0004892	LOC6735133|XP_016028414.1|DSIM	LOC119071890|XP_037032884.1|BCOP
OG0004893	LOC6735711|XP_039148390.1|DSIM	LOC119079913|XP_037043898.1|BCOP
OG0004894	LOC6734243|XP_016027293.1|DSIM	LOC119077347|XP_037040431.1|BCOP
OG0004895	LOC6735891|XP_039148360.1|DSIM	LOC119074084|XP_037035934.1|BCOP
OG0004896	LOC6735172|XP_039148344.1|DSIM	LOC119085038|XP_037051129.1|BCOP
OG0004897	LOC6735176|XP_039148338.1|DSIM	LOC119081407|XP_037046196.1|BCOP
OG0004898	LOC27208070|XP_039148223.1|DSIM	LOC119073887|XP_037035667.1|BCOP
OG0004899	LOC6733937|XP_039148228.1|DSIM	LOC119079716|XP_037043667.1|BCOP
OG0004900	LOC6733818|XP_002080862.2|DSIM	LOC119079987|XP_037044039.1|BCOP
OG0004901	LOC6733819|XP_002080863.2|DSIM	LOC119079334|XP_037043047.1|BCOP
OG0004902	LOC6736420|XP_002083292.1|DSIM	LOC119070375|XP_037030578.1|BCOP
OG0004903	LOC6735674|XP_002082592.1|DSIM	LOC119084961|XP_037051004.1|BCOP
OG0004904	LOC6729326|XP_002104643.2|DSIM	LOC119074005|XP_037035834.1|BCOP
OG0004905	LOC6739310|XP_016026382.1|DSIM	LOC119073847|XP_037035584.1|BCOP
OG0004906	LOC6737418|XP_016031182.1|DSIM	LOC119080319|XP_037044488.1|BCOP
OG0004907	LOC6737101|XP_002083948.2|DSIM	LOC119080380|XP_037044582.1|BCOP
OG0004908	LOC27207911|XP_016032759.1|DSIM	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP
OG0004909	LOC6738918|XP_016032742.1|DSIM	LOC119071877|XP_037032854.1|BCOP
OG0004910	LOC6738914|XP_016032736.1|DSIM	LOC119071865|XP_037032825.1|BCOP
OG0004911	LOC6736637|XP_016030234.1|DSIM	LOC119077381|XP_037040472.1|BCOP
OG0004912	LOC6737417|XP_002084255.1|DSIM	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP
OG0004913	LOC6735421|XP_002082363.1|DSIM	LOC119084868|XP_037050900.1|BCOP
OG0004914	LOC6735428|XP_016028735.1|DSIM	LOC119076239|XP_037038800.1|BCOP
OG0004915	LOC6736081|XP_016029474.1|DSIM	LOC119075480|XP_037037825.1|BCOP
OG0004916	LOC6734787|XP_016027989.1|DSIM	LOC119080698|XP_037045046.1|BCOP
OG0004917	LOC27209279|XP_016031198.1|DSIM	LOC119074973|XP_037037271.1|BCOP
OG0004918	LOC6737425|XP_002084262.1|DSIM	LOC119073188|XP_037034394.1|BCOP
OG0004919	LOC6730354|XP_002105636.1|DSIM	LOC119081123|XP_037045761.1|BCOP
OG0004920	LOC6738761|XP_002085561.1|DSIM	LOC119076625|XP_037039390.1|BCOP
OG0004921	LOC6737126|XP_016030755.1|DSIM	LOC119075016|XP_037037322.1|BCOP
OG0004922	LOC6737308|XP_016031028.2|DSIM	LOC119067779|XP_037026813.1|BCOP
OG0004923	LOC6736762|XP_016030384.1|DSIM	LOC119079333|XP_037043051.1|BCOP
OG0004924	LOC6736992|XP_002083839.1|DSIM	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP
OG0004925	LOC6736291|XP_002083175.2|DSIM	LOC119083668|XP_037049348.1|BCOP
OG0004926	LOC6737039|XP_016030670.1|DSIM	LOC119086074|XP_037052548.1|BCOP
OG0004927	LOC6737389|XP_016031132.1|DSIM	LOC119073245|XP_037034460.1|BCOP
OG0004928	LOC6735207|XP_016028485.2|DSIM	LOC119083561|XP_037049175.1|BCOP
OG0004929	LOC6736219|XP_016029693.1|DSIM	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP
OG0004930	LOC6734060|XP_016027063.1|DSIM	LOC119081722|XP_037046759.1|BCOP
OG0004931	LOC6735418|XP_002082360.1|DSIM	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP
OG0004932	LOC6736211|XP_016029655.1|DSIM	LOC119073436|XP_037034812.1|BCOP
OG0004933	LOC6734792|XP_016027993.1|DSIM	LOC119079833|XP_037043794.1|BCOP
OG0004934	LOC6735980|XP_002082889.1|DSIM	LOC119079265|XP_037042938.1|BCOP
OG0004935	LOC6735115|XP_016028372.1|DSIM	LOC119080367|XP_037044559.1|BCOP
OG0004936	LOC6736795|XP_039149210.1|DSIM	LOC119080314|XP_037044484.1|BCOP
OG0004937	LOC6736994|XP_002083841.2|DSIM	LOC119081616|XP_037046557.1|BCOP
OG0004938	LOC27209155|XP_016030856.1|DSIM	LOC119079896|XP_037043880.1|BCOP
OG0004939	LOC6738672|XP_002085474.1|DSIM	LOC119077464|XP_037040565.1|BCOP
OG0004940	LOC6738675|XP_016032504.1|DSIM	LOC119077365|XP_037040445.1|BCOP
OG0004941	LOC6738249|XP_002085061.1|DSIM	LOC119079991|XP_037044049.1|BCOP
OG0004942	LOC6736889|XP_016030537.1|DSIM	LOC119076517|XP_037039201.1|BCOP
OG0004943	LOC6737264|XP_016030971.1|DSIM	LOC119076891|XP_037039794.1|BCOP
OG0004944	LOC6736516|XP_002083386.2|DSIM	LOC119081254|XP_037045884.1|BCOP
OG0004945	LOC6733273|XP_002080336.1|DSIM	LOC119071639|XP_037032495.1|BCOP
OG0004946	LOC6739012|XP_016032841.1|DSIM	LOC119066317|XP_037024601.1|BCOP
OG0004947	LOC6736386|XP_039150166.1|DSIM	LOC119084690|XP_037050665.1|BCOP
OG0004948	LOC6736388|XP_002083260.2|DSIM	LOC119076038|XP_037038560.1|BCOP
OG0004949	LOC6736392|XP_039150125.1|DSIM	LOC119076222|XP_037038775.1|BCOP
OG0004950	LOC6736216|XP_016029659.1|DSIM	LOC119073892|XP_037035675.1|BCOP
OG0004951	LOC6729902|XP_002105204.1|DSIM	LOC119068251|XP_037027682.1|BCOP
OG0004952	LOC6737789|XP_002084617.1|DSIM	LOC119077106|XP_037040164.1|BCOP
OG0004953	LOC6738262|XP_002085073.1|DSIM	LOC119084905|XP_037050955.1|BCOP
OG0004954	LOC6738260|XP_002085071.2|DSIM	LOC119073320|XP_037034605.1|BCOP
OG0004955	LOC6737060|XP_002083907.1|DSIM	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP
OG0004956	LOC6733809|XP_002080853.2|DSIM	LOC119079417|XP_037043215.1|BCOP
OG0004957	LOC6739607|XP_016030177.1|DSIM	LOC119073733|XP_037035260.1|BCOP
OG0004958	LOC6737784|XP_002084612.2|DSIM	LOC119081433|XP_037046249.1|BCOP
OG0004959	LOC6737783|XP_016031565.2|DSIM	LOC119074040|XP_037035881.1|BCOP
OG0004960	LOC6737782|XP_016031563.1|DSIM	LOC119078298|XP_037041687.1|BCOP
OG0004961	LOC27208567|XP_016026899.1|DSIM	LOC119084962|XP_037051006.1|BCOP
OG0004962	LOC6738952|XP_002085747.1|DSIM	LOC119073263|XP_037034536.1|BCOP
OG0004963	LOC6738601|XP_016032446.1|DSIM	LOC119084801|XP_037050763.1|BCOP
OG0004964	LOC6737501|XP_016031297.2|DSIM	LOC119081263|XP_037045899.1|BCOP
OG0004965	LOC6737120|XP_002083967.1|DSIM	LOC119080539|XP_037044848.1|BCOP
OG0004966	LOC6737121|XP_002083968.1|DSIM	LOC119080490|XP_037044777.1|BCOP
OG0004967	LOC6733249|XP_002080312.2|DSIM	LOC119081371|XP_037046145.1|BCOP
OG0004968	LOC6736777|XP_002083633.3|DSIM	LOC119080918|XP_037045429.1|BCOP
OG0004969	LOC6734681|XP_002081688.1|DSIM	LOC119083682|XP_037049362.1|BCOP
OG0004970	LOC6736776|XP_016030412.1|DSIM	LOC119080913|XP_037045415.1|BCOP
OG0004971	LOC6736774|XP_016030404.1|DSIM	LOC119080915|XP_037045420.1|BCOP
OG0004972	LOC120284201|XP_039148938.1|DSIM	LOC119080925|XP_037045440.1|BCOP
OG0004973	LOC6734402|XP_002081423.1|DSIM	LOC119080934|XP_037045449.1|BCOP
OG0004974	LOC6737775|XP_002084603.1|DSIM	LOC119080720|XP_037045101.1|BCOP
OG0004975	LOC6736764|XP_002083620.1|DSIM	LOC119080177|XP_037044298.1|BCOP
OG0004976	LOC27206254|XP_016030304.1|DSIM	LOC119082796|XP_037048338.1|BCOP
OG0004977	LOC6735920|XP_002082830.1|DSIM	LOC119073470|XP_037034870.1|BCOP
OG0004978	LOC6735117|XP_016028389.1|DSIM	LOC119084805|XP_037050771.1|BCOP
OG0004979	LOC6737258|XP_002084098.1|DSIM	LOC119080645|XP_037044953.1|BCOP
OG0004980	LOC6738168|XP_002084981.1|DSIM	LOC119071510|XP_037032268.1|BCOP
OG0004981	LOC6738649|XP_002085451.1|DSIM	LOC119071300|XP_037032073.1|BCOP
OG0004982	LOC6738645|XP_002085447.1|DSIM	LOC119071251|XP_037031984.1|BCOP
OG0004983	LOC6737515|XP_002084351.2|DSIM	LOC119073305|XP_037034582.1|BCOP
OG0004984	LOC6737033|XP_016030667.1|DSIM	LOC119073303|XP_037034580.1|BCOP
OG0004985	LOC6736368|XP_016029865.1|DSIM	LOC119083866|XP_037049567.1|BCOP
OG0004986	LOC6738533|XP_002085339.1|DSIM	LOC119072209|XP_037033277.1|BCOP
OG0004987	LOC6738386|XP_016032212.1|DSIM	LOC119080661|XP_037044980.1|BCOP
OG0004988	LOC6736370|XP_002083246.2|DSIM	LOC119080695|XP_037045039.1|BCOP
OG0004989	LOC6738387|XP_002085196.1|DSIM	LOC119080758|XP_037045213.1|BCOP
OG0004990	LOC6735461|XP_002082400.1|DSIM	LOC119073677|XP_037035179.1|BCOP
OG0004991	LOC6739392|XP_016027097.1|DSIM	LOC119080383|XP_037044585.1|BCOP
OG0004992	LOC6739396|XP_002076302.1|DSIM	LOC119080381|XP_037044583.1|BCOP
OG0004994	LOC6736617|XP_002083473.2|DSIM	LOC119077236|XP_037040301.1|BCOP
OG0004997	LOC6734704|XP_002081711.1|DSIM	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP
OG0004998	LOC6734611|XP_002081619.1|DSIM	LOC119080350|XP_037044547.1|BCOP
OG0004999	LOC6736857|XP_016030502.1|DSIM	LOC119085242|XP_037051460.1|BCOP
OG0005000	LOC6733875|XP_002080919.1|DSIM	LOC119073414|XP_037034757.1|BCOP
OG0005001	LOC6737222|XP_039149818.1|DSIM	LOC119075762|XP_037038201.1|BCOP
OG0005002	LOC6728389|XP_002103737.2|DSIM	LOC119077769|XP_037040978.1|BCOP
OG0005003	LOC6737232|XP_016030941.1|DSIM	LOC119080535|XP_037044843.1|BCOP
OG0005004	LOC6737063|XP_002083910.1|DSIM	LOC119081614|XP_037046555.1|BCOP
OG0005005	LOC6738664|XP_016032486.1|DSIM	LOC119079297|XP_037042979.1|BCOP
OG0005006	LOC6736317|XP_016029792.1|DSIM	LOC119079664|XP_037043609.1|BCOP
OG0005007	LOC6738486|XP_002085292.1|DSIM	LOC119079272|XP_037042946.1|BCOP
OG0005008	LOC6736266|XP_016029755.1|DSIM	LOC119079683|XP_037043635.1|BCOP
OG0005009	LOC6738463|XP_002085270.1|DSIM	LOC119073419|XP_037034759.1|BCOP
OG0005010	LOC27209292|XP_016031492.1|DSIM	LOC119078133|XP_037041530.1|BCOP
OG0005011	LOC27208453|XP_016029364.1|DSIM	LOC119072370|XP_037033460.1|BCOP
OG0005012	LOC6738941|XP_002085736.1|DSIM	LOC119080448|XP_037044708.1|BCOP
OG0005013	LOC6728840|XP_002104174.2|DSIM	LOC119074550|XP_037036624.1|BCOP
OG0005015	LOC6738741|XP_002085541.3|DSIM	LOC119079346|XP_037043071.1|BCOP
OG0005016	LOC6738233|XP_002085045.1|DSIM	LOC119074671|XP_037036853.1|BCOP
OG0005017	LOC6739626|XP_016031001.1|DSIM	LOC119066121|XP_037024300.1|BCOP
OG0005018	LOC6736223|XP_016029733.1|DSIM	LOC119076971|XP_037039962.1|BCOP
OG0005019	LOC27207525|XP_016032127.1|DSIM	LOC119076429|XP_037039073.1|BCOP
OG0005020	LOC6733801|XP_002080845.1|DSIM	LOC119081392|XP_037046174.1|BCOP
OG0005021	LOC6731800|XP_002078935.1|DSIM	LOC119077651|XP_037040766.1|BCOP
OG0005022	LOC6736373|XP_002083249.1|DSIM	LOC119068432|XP_037027897.1|BCOP
OG0005023	LOC6733768|XP_016026723.1|DSIM	LOC119079831|XP_037043792.1|BCOP
OG0005024	LOC6736401|XP_039150126.1|DSIM	LOC119076642|XP_037039408.1|BCOP
OG0005025	LOC27209462|XP_016031163.1|DSIM	LOC119074896|XP_037037138.1|BCOP
OG0005026	LOC6737216|XP_002084056.1|DSIM	LOC119081220|XP_037045839.1|BCOP
OG0005027	LOC6736693|XP_039149095.1|DSIM	LOC119073701|XP_037035196.1|BCOP
OG0005028	LOC6728344|XP_016034970.1|DSIM	LOC119068477|XP_037027983.1|BCOP
OG0005029	LOC6738481|XP_002085288.2|DSIM	LOC119075588|XP_037037955.1|BCOP
OG0005030	LOC6736206|XP_002083101.1|DSIM	LOC119068277|XP_037027706.1|BCOP
OG0005031	LOC6737568|XP_016031357.1|DSIM	LOC119086060|XP_037052530.1|BCOP
OG0005032	LOC6738964|XP_016032791.1|DSIM	LOC119076635|XP_037039398.1|BCOP
OG0005033	LOC27208506|XP_016030547.1|DSIM	LOC119081726|XP_037046767.1|BCOP
OG0005034	LOC27209473|XP_016030549.1|DSIM	LOC119081823|XP_037046954.1|BCOP
OG0005035	LOC6738959|XP_016032785.1|DSIM	LOC119080717|XP_037045094.1|BCOP
OG0005036	LOC6736504|XP_002083374.1|DSIM	LOC119067221|XP_037025963.1|BCOP
OG0005037	LOC6737419|XP_016031185.1|DSIM	LOC119073608|XP_037035078.1|BCOP
OG0005038	LOC6736648|XP_016030242.1|DSIM	LOC119075194|XP_037037482.1|BCOP
OG0005039	LOC6730952|XP_002078115.1|DSIM	LOC119070323|XP_037030486.1|BCOP
OG0005040	LOC6738987|XP_002085782.2|DSIM	LOC119073817|XP_037035489.1|BCOP
OG0005041	LOC6738951|XP_002085746.1|DSIM	LOC119081329|XP_037046011.1|BCOP
OG0005042	LOC6736526|XP_002083396.2|DSIM	LOC119084797|XP_037050757.1|BCOP
OG0005043	LOC27206904|XP_016028815.1|DSIM	LOC119073901|XP_037035685.1|BCOP
OG0005044	LOC6735478|XP_002082417.1|DSIM	LOC119069510|XP_037029486.1|BCOP
OG0005045	LOC6735475|XP_016028814.1|DSIM	LOC119066172|XP_037024369.1|BCOP
OG0005046	LOC6735119|XP_002082096.1|DSIM	LOC119078148|XP_037041519.1|BCOP
OG0005047	LOC6737841|XP_002084669.1|DSIM	LOC119080703|XP_037045057.1|BCOP
OG0005048	LOC6737840|XP_002084668.1|DSIM	LOC119073804|XP_037035460.1|BCOP
OG0005049	LOC6738957|XP_039149584.1|DSIM	LOC119077285|XP_037040331.1|BCOP
OG0005050	LOC6739397|XP_016027096.1|DSIM	LOC119082843|XP_037048397.1|BCOP
OG0005051	LOC6738973|XP_016032800.1|DSIM	LOC119080690|XP_037045023.1|BCOP
OG0005052	LOC6738975|XP_002085770.1|DSIM	LOC119080743|XP_037045187.1|BCOP
OG0005053	LOC6731662|XP_002078802.1|DSIM	LOC119084626|XP_037050589.1|BCOP
OG0005054	LOC6738842|XP_016032662.1|DSIM	LOC119073254|XP_037034514.1|BCOP
OG0005055	LOC6726480|XP_016040095.1|DSIM	LOC119083451|XP_037049073.1|BCOP
OG0005056	LOC6734622|XP_016027773.1|DSIM	LOC119073358|XP_037034655.1|BCOP
OG0005057	LOC6737151|XP_016030792.1|DSIM	LOC119080191|XP_037044325.1|BCOP
OG0005058	LOC6736860|XP_039149199.1|DSIM	LOC119073798|XP_037035428.1|BCOP
OG0005059	LOC6736119|XP_016029507.1|DSIM	LOC119081776|XP_037046877.1|BCOP
OG0005060	LOC6736118|XP_016029501.1|DSIM	LOC119081749|XP_037046819.1|BCOP
OG0005061	LOC6731221|XP_002078380.2|DSIM	LOC119068733|XP_037028325.1|BCOP
OG0005062	LOC6735970|XP_016029327.1|DSIM	LOC119083564|XP_037049183.1|BCOP
OG0005063	LOC6730394|XP_002102052.1|DSIM	LOC119079879|XP_037043857.1|BCOP
OG0005064	LOC6738244|XP_002085056.1|DSIM	LOC119080420|XP_037044655.1|BCOP
OG0005065	LOC6733393|XP_016026315.1|DSIM	LOC119073445|XP_037034831.1|BCOP
OG0005066	LOC6734786|XP_002081789.2|DSIM	LOC119073516|XP_037034937.1|BCOP
OG0005067	LOC6735684|XP_016029054.1|DSIM	LOC119073946|XP_037035716.1|BCOP
OG0005068	LOC6738552|XP_002085357.2|DSIM	LOC119084242|XP_037050037.1|BCOP
OG0005069	LOC6733467|XP_002080524.1|DSIM	LOC119074502|XP_037036552.1|BCOP
OG0005070	LOC6739507|XP_016029346.1|DSIM	LOC119073865|XP_037035627.1|BCOP
OG0005071	LOC6737695|XP_016031463.1|DSIM	LOC119073318|XP_037034603.1|BCOP
OG0005072	LOC27206706|XP_016037648.1|DSIM	LOC119079369|XP_037043134.1|BCOP
OG0005073	LOC6735068|XP_002082045.1|DSIM	LOC119084020|XP_037049731.1|BCOP
OG0005074	LOC6737210|XP_016030905.1|DSIM	LOC119079755|XP_037043732.1|BCOP
OG0005075	LOC6735562|XP_002082482.1|DSIM	LOC119073709|XP_037035216.1|BCOP
OG0005076	LOC6733939|XP_002080983.2|DSIM	LOC119081356|XP_037046100.1|BCOP
OG0005078	LOC6736655|XP_016030256.1|DSIM	LOC119066068|XP_037024191.1|BCOP
OG0005079	LOC6736160|XP_016029568.1|DSIM	LOC119083647|XP_037049312.1|BCOP
OG0005081	LOC6733302|XP_016026225.1|DSIM	LOC119081654|XP_037046631.1|BCOP
OG0005082	LOC6738204|XP_002085017.1|DSIM	LOC119073347|XP_037034636.1|BCOP
OG0005083	LOC6731433|XP_002078584.1|DSIM	LOC119066271|XP_037024524.1|BCOP
OG0005084	LOC6737993|XP_039149684.1|DSIM	LOC119080906|XP_037045392.1|BCOP
OG0005085	LOC6737624|XP_039149899.1|DSIM	LOC119074188|XP_037036076.1|BCOP
OG0005086	LOC6733375|XP_002080432.2|DSIM	LOC119074143|XP_037036035.1|BCOP
OG0005087	LOC6737488|XP_016031270.1|DSIM	LOC119079836|XP_037043797.1|BCOP
