Orthogroup	DSIM.longest_only	DHYD.longest_only
OG0005081	LOC6733302|XP_016026225.1|DSIM	LOC111593878|XP_023162711.2|DHYD
OG0005082	LOC6738204|XP_002085017.1|DSIM	LOC111593527|XP_023162088.1|DHYD
OG0005083	LOC6731433|XP_002078584.1|DSIM	LOC111602872|XP_023175966.1|DHYD
OG0005084	LOC6737993|XP_039149684.1|DSIM	LOC111604409|XP_023178233.2|DHYD
OG0005085	LOC6737624|XP_039149899.1|DSIM	LOC111604415|XP_023178238.1|DHYD
OG0005086	LOC6733375|XP_002080432.2|DSIM	LOC111599947|XP_023171567.1|DHYD
OG0005087	LOC6737488|XP_016031270.1|DSIM	LOC111598681|XP_030081435.1|DHYD
OG0005088	LOC6733933|XP_039147400.1|DSIM	LOC111599953|XP_023171593.1|DHYD
OG0005089	LOC6733935|XP_002080979.1|DSIM	LOC111599951|XP_023171590.2|DHYD
OG0005090	LOC6735251|XP_002082224.1|DSIM	LOC111593733|XP_023162490.2|DHYD
OG0005091	LOC6734204|XP_039148067.1|DSIM	LOC111605230|XP_023179427.1|DHYD
OG0005092	LOC6737166|XP_002084012.1|DSIM	LOC111595042|XP_023164335.1|DHYD
OG0005093	LOC6738745|XP_016032556.1|DSIM	LOC111604457|XP_023178303.1|DHYD
OG0005094	LOC6736653|XP_039149939.1|DSIM	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC6736149|XP_016029535.1|DSIM	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC6730790|XP_002077958.1|DSIM	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC6735586|XP_016028948.1|DSIM	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC6736092|XP_016029486.1|DSIM	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC6736135|XP_002083035.1|DSIM	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC6736136|XP_016029525.1|DSIM	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC6727374|XP_002102759.1|DSIM	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC6735474|XP_016028781.1|DSIM	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC6735983|XP_002082892.1|DSIM	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC6731519|XP_002078667.1|DSIM	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC6738448|XP_002085255.1|DSIM	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC6736537|XP_039150056.1|DSIM	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC6736579|XP_002083441.1|DSIM	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC6734442|XP_002081462.1|DSIM	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC6725663|XP_002106669.2|DSIM	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC6738354|XP_002085164.2|DSIM	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC6736920|XP_016030566.1|DSIM	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC6736310|XP_002083194.1|DSIM	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC6736919|XP_016030570.1|DSIM	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC6736467|XP_002083338.1|DSIM	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC6731023|XP_016023512.1|DSIM	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC6738378|XP_002085187.1|DSIM	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC6739933|XP_039152697.1|DSIM	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC6731695|XP_002078831.2|DSIM	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC6734599|XP_016027731.1|DSIM	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC6736416|XP_016029919.1|DSIM	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC6738694|XP_002085496.1|DSIM	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC6737909|XP_016031684.1|DSIM	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC6738591|XP_002085395.1|DSIM	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC6738368|XP_039149611.1|DSIM	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC6738370|XP_039149596.1|DSIM	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC6737279|XP_016030996.1|DSIM	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC6736442|XP_002083313.1|DSIM	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC6734250|XP_016027300.1|DSIM	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC6738860|XP_016032683.1|DSIM	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC6738904|XP_002085699.1|DSIM	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC6737142|XP_016030768.1|DSIM	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC6737612|XP_002084444.1|DSIM	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC6736619|XP_016030206.1|DSIM	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC6737836|XP_016031610.2|DSIM	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC27206271|XP_016029927.1|DSIM	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC6736426|XP_016029930.1|DSIM	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC27207840|XP_016036565.1|DSIM	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC6736898|XP_002083751.1|DSIM	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC6736962|XP_016030601.1|DSIM	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC6731024|XP_002078185.1|DSIM	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC6734701|XP_039147840.1|DSIM	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC6737325|XP_002084163.1|DSIM	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC6737318|XP_016031039.1|DSIM	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC6737320|XP_002084158.1|DSIM	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC6737322|XP_002084160.1|DSIM	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC6738996|XP_002085791.1|DSIM	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC6738995|XP_016032822.1|DSIM	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC6737415|XP_016031175.1|DSIM	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC6734986|XP_002081968.1|DSIM	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC6738312|XP_002085122.1|DSIM	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC6736759|XP_002083615.2|DSIM	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC6736755|XP_002083611.1|DSIM	LOC111597421|XP_023167885.1|DHYD
OG0005153	LOC6736753|XP_002083609.1|DSIM	LOC111597417|XP_023167881.2|DHYD
OG0005154	LOC6736751|XP_016030376.1|DSIM	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC6736220|XP_039149392.1|DSIM	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC6727239|XP_002102631.1|DSIM	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC6735686|XP_016029057.1|DSIM	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC6737002|XP_016030628.1|DSIM	LOC111598070|XP_023168872.2|DHYD
OG0005159	LOC6738345|XP_016032191.2|DSIM	LOC111592455|XP_023160412.1|DHYD
OG0005160	LOC6739659|XP_002076553.1|DSIM	LOC111601067|XP_023173258.1|DHYD
OG0005161	LOC6739516|XP_016029406.1|DSIM	LOC111600767|XP_030080991.1|DHYD
OG0005162	LOC6725514|XP_002106527.1|DSIM	LOC111603172|XP_023176420.1|DHYD
OG0005163	LOC6739106|XP_002085899.1|DSIM	LOC111597630|XP_023168199.1|DHYD
OG0005164	LOC27209466|XP_016031585.1|DSIM	LOC111598763|XP_023169943.2|DHYD
OG0005165	LOC6733237|XP_016026117.1|DSIM	LOC111592153|XP_023159969.2|DHYD
OG0005166	LOC6726803|XP_002102210.1|DSIM	LOC111604898|XP_030078630.1|DHYD
OG0005167	LOC6726802|XP_002102209.2|DSIM	LOC111604932|XP_023178970.1|DHYD
OG0005168	LOC6738414|XP_002085223.2|DSIM	LOC111603728|XP_023177207.2|DHYD
OG0005169	LOC6736717|XP_016030329.1|DSIM	LOC111597520|XP_023168061.1|DHYD
OG0005170	LOC6736716|XP_016030326.1|DSIM	LOC111597478|XP_023167995.1|DHYD
OG0005171	LOC6736715|XP_002083571.1|DSIM	LOC111597529|XP_023168074.2|DHYD
OG0005172	LOC6735560|XP_016028897.1|DSIM	LOC111593574|XP_023162203.2|DHYD
OG0005173	LOC6733289|XP_002080352.3|DSIM	LOC111599931|XP_023171548.2|DHYD
OG0005174	LOC6735889|XP_016029244.1|DSIM	LOC111594117|XP_023163044.1|DHYD
OG0005175	LOC6735870|XP_002082780.2|DSIM	LOC111603837|XP_023177371.1|DHYD
OG0005176	LOC6735158|XP_016028438.1|DSIM	LOC111604157|XP_023177852.1|DHYD
OG0005177	LOC6735872|XP_016029235.1|DSIM	LOC111603815|XP_023177340.2|DHYD
OG0005178	LOC6737290|XP_002084130.1|DSIM	LOC111601664|XP_023174116.2|DHYD
OG0005179	LOC6737307|XP_002084147.2|DSIM	LOC111605175|XP_023179337.1|DHYD
OG0005180	LOC6736364|XP_016029857.1|DSIM	LOC111602916|XP_023176029.2|DHYD
OG0005181	LOC6726132|XP_016039646.1|DSIM	LOC111594063|XP_023162958.1|DHYD
OG0005182	LOC6733679|XP_016026650.1|DSIM	LOC111599964|XP_030079711.1|DHYD
OG0005183	LOC6733870|XP_016026892.1|DSIM	LOC111599047|XP_023170335.1|DHYD
OG0005184	LOC6733867|XP_039147390.1|DSIM	LOC111599169|XP_023170521.2|DHYD
OG0005185	LOC6733694|XP_016026666.1|DSIM	LOC111604192|XP_023177915.1|DHYD
OG0005186	LOC6733982|XP_016027015.1|DSIM	LOC111604461|XP_030081094.1|DHYD
OG0005187	LOC6733290|XP_039147935.1|DSIM	LOC111599959|XP_023171603.2|DHYD
OG0005188	LOC6735118|XP_016028393.1|DSIM	LOC111602313|XP_023175084.2|DHYD
OG0005189	LOC6726438|XP_016039996.1|DSIM	LOC111593035|XP_023161369.2|DHYD
OG0005190	LOC6737191|XP_002084037.2|DSIM	LOC111603055|XP_023176280.2|DHYD
OG0005191	LOC6727837|XP_016034423.1|DSIM	LOC111602959|XP_023176100.1|DHYD
OG0005192	LOC6735026|XP_016028300.1|DSIM	LOC111597675|XP_030080933.1|DHYD
OG0005193	LOC6733698|XP_039147806.1|DSIM	LOC111593876|XP_023162708.1|DHYD
OG0005194	LOC6735409|XP_039147352.1|DSIM	LOC111602099|XP_023174802.2|DHYD
OG0005195	LOC6733405|XP_002080462.2|DSIM	LOC111604181|XP_023177897.1|DHYD
OG0005196	LOC6738839|XP_002085639.1|DSIM	LOC111592296|XP_023160168.2|DHYD
OG0005197	LOC6739518|XP_016029419.1|DSIM	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD
OG0005198	LOC6737854|XP_002084682.3|DSIM	LOC111595383|XP_023164850.1|DHYD
OG0005199	LOC6734631|XP_002081639.1|DSIM	LOC111600740|XP_023172786.1|DHYD
OG0005200	LOC6734898|XP_002081895.1|DSIM	LOC111600572|XP_023172525.1|DHYD
OG0005201	LOC6736166|XP_002083066.1|DSIM	LOC111605387|XP_023179647.1|DHYD
OG0005202	LOC27208914|XP_016026360.1|DSIM	LOC111604164|XP_023177870.2|DHYD
OG0005203	LOC6734461|XP_039147503.1|DSIM	LOC111593753|XP_030081271.1|DHYD
OG0005204	LOC6731258|XP_016023814.1|DSIM	LOC111602328|XP_023175098.2|DHYD
OG0005205	LOC6730860|XP_016023286.1|DSIM	LOC111599370|XP_023170774.2|DHYD
OG0005206	LOC6735895|XP_002082805.1|DSIM	LOC111605286|XP_023179499.2|DHYD
OG0005207	LOC6733714|XP_002080761.2|DSIM	LOC111604602|XP_023178483.2|DHYD
OG0005208	LOC27207579|XP_039147861.1|DSIM	LOC111593892|XP_023162727.1|DHYD
OG0005209	LOC6732387|XP_002079508.3|DSIM	LOC111598930|XP_023170173.2|DHYD
OG0005210	LOC6732386|XP_039151677.1|DSIM	LOC111598965|XP_030080529.1|DHYD
OG0005211	LOC6739101|XP_016032942.1|DSIM	LOC111599757|XP_023171279.2|DHYD
OG0005212	LOC27207041|XP_016029418.1|DSIM	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD
OG0005213	LOC6725301|XP_002106319.1|DSIM	LOC111597247|XP_023167615.2|DHYD
OG0005214	LOC6731431|XP_016024054.1|DSIM	LOC111594955|XP_023164220.2|DHYD
OG0005215	LOC6730909|XP_016023340.1|DSIM	LOC111601922|XP_023174545.1|DHYD
OG0005216	LOC6732811|XP_002079924.1|DSIM	LOC111592547|XP_023160604.2|DHYD
OG0005217	LOC6733089|XP_039146949.1|DSIM	LOC111592504|XP_023160495.2|DHYD
OG0005218	LOC6731582|XP_016024258.1|DSIM	LOC111597215|XP_023167554.2|DHYD
OG0005219	LOC6733663|XP_002080710.1|DSIM	LOC111599935|XP_023171550.2|DHYD
OG0005220	LOC6736358|XP_002083234.1|DSIM	LOC111603714|XP_023177186.2|DHYD
OG0005221	LOC6731607|XP_002078748.2|DSIM	LOC111593168|XP_030080026.1|DHYD
OG0005222	LOC6732580|XP_039154548.1|DSIM	LOC111603519|XP_030079207.1|DHYD
OG0005223	LOC6732200|XP_002079329.1|DSIM	LOC111592552|XP_030079046.1|DHYD
OG0005224	LOC6731542|XP_039154529.1|DSIM	LOC111599501|XP_023170938.2|DHYD
OG0005225	LOC6739181|XP_002076092.2|DSIM	LOC111603907|XP_023177495.2|DHYD
OG0005226	LOC6731428|XP_016024045.1|DSIM	LOC111595764|XP_030080276.1|DHYD
OG0005227	LOC6732502|XP_016025159.1|DSIM	LOC111602478|XP_023175308.1|DHYD
OG0005228	LOC6732503|XP_002079623.2|DSIM	LOC111602541|XP_023175440.2|DHYD
OG0005229	LOC6730502|XP_016022952.1|DSIM	LOC111599069|XP_023170361.1|DHYD
OG0005230	LOC6731943|XP_016024607.1|DSIM	LOC111602444|XP_023175270.2|DHYD
OG0005231	LOC6730399|XP_002077580.1|DSIM	LOC111596009|XP_023165796.1|DHYD
OG0005232	LOC6730775|XP_016023193.1|DSIM	LOC111592500|XP_030079563.1|DHYD
OG0005233	LOC6732381|XP_002079502.1|DSIM	LOC111598985|XP_023170254.1|DHYD
OG0005234	LOC27206202|XP_039150766.1|DSIM	LOC111594689|XP_023163876.1|DHYD
OG0005235	LOC6732707|XP_002079821.1|DSIM	LOC111595786|XP_023165439.1|DHYD
OG0005236	LOC6730953|XP_016023414.1|DSIM	LOC111599150|XP_023170488.1|DHYD
OG0005237	LOC6730950|XP_016023411.1|DSIM	LOC111599081|XP_023170381.1|DHYD
OG0005238	LOC6730949|XP_002078112.1|DSIM	LOC111599152|XP_023170490.1|DHYD
OG0005239	LOC6730669|XP_016023109.1|DSIM	LOC111594228|XP_023163196.2|DHYD
OG0005240	LOC6731802|XP_016024486.1|DSIM	LOC111603914|XP_023177505.1|DHYD
OG0005241	LOC6730539|XP_039150708.1|DSIM	LOC111599151|XP_030080319.1|DHYD
OG0005242	LOC27207753|XP_016024549.1|DSIM	LOC111600926|XP_023173061.1|DHYD
OG0005243	LOC6730503|XP_002077684.1|DSIM	LOC111599189|XP_023170544.2|DHYD
OG0005244	LOC6728320|XP_016034955.1|DSIM	LOC111598339|XP_023169311.2|DHYD
OG0005245	LOC6727032|XP_002102430.1|DSIM	LOC111598634|XP_023169746.2|DHYD
OG0005246	LOC6730455|XP_002077636.1|DSIM	LOC111599089|XP_023170397.2|DHYD
OG0005247	LOC6739497|XP_016029251.1|DSIM	LOC111603799|XP_023177316.1|DHYD
OG0005248	LOC6728007|XP_016034605.1|DSIM	LOC111593396|XP_030079399.1|DHYD
OG0005249	LOC6727613|XP_016034202.1|DSIM	LOC111601372|XP_023173679.1|DHYD
OG0005250	LOC6733065|XP_016025766.1|DSIM	LOC111594280|XP_023163290.2|DHYD
OG0005251	LOC6731783|XP_016024474.1|DSIM	LOC111594406|XP_023163446.2|DHYD
OG0005252	LOC27209277|XP_016025494.1|DSIM	LOC111600170|XP_023171934.2|DHYD
OG0005253	LOC6733039|XP_016025729.1|DSIM	LOC111605567|XP_023179909.2|DHYD
OG0005254	LOC6732836|XP_002079949.2|DSIM	LOC111594111|XP_023163037.2|DHYD
OG0005255	LOC6732835|XP_016025560.1|DSIM	LOC111594110|XP_023163036.2|DHYD
OG0005256	LOC6740415|XP_002077271.1|DSIM	LOC111594703|XP_023163892.1|DHYD
OG0005257	LOC27206517|XP_016024189.1|DSIM	LOC111600420|XP_023172274.2|DHYD
OG0005258	LOC6731629|XP_002078769.2|DSIM	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD
OG0005259	LOC6732315|XP_002079443.2|DSIM	LOC111600446|XP_023172309.2|DHYD
OG0005260	LOC6732317|XP_016024980.1|DSIM	LOC111600448|XP_023172313.1|DHYD
OG0005261	LOC6731840|XP_016024524.1|DSIM	LOC111592625|XP_023160728.1|DHYD
OG0005262	LOC6731065|XP_002078224.1|DSIM	LOC111603885|XP_023177471.2|DHYD
OG0005263	LOC6732828|XP_016025552.1|DSIM	LOC111594095|XP_023163015.1|DHYD
OG0005264	LOC6727702|XP_016034278.1|DSIM	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD
OG0005265	LOC6732824|XP_016025546.1|DSIM	LOC111594755|XP_030079144.1|DHYD
OG0005266	LOC6732452|XP_002079572.1|DSIM	LOC111600622|XP_023172596.2|DHYD
OG0005267	LOC6730735|XP_002077903.1|DSIM	LOC111596063|XP_023165880.1|DHYD
OG0005268	LOC6730736|XP_002077904.1|DSIM	LOC111596061|XP_023165878.2|DHYD
OG0005269	LOC6730753|XP_039150043.1|DSIM	LOC111596104|XP_030080303.1|DHYD
OG0005270	LOC6731957|XP_002079092.1|DSIM	LOC111592542|XP_023160592.1|DHYD
OG0005271	LOC6732757|XP_016025478.1|DSIM	LOC111599000|XP_023170278.1|DHYD
OG0005272	LOC6732755|XP_002079868.1|DSIM	LOC111598944|XP_023170190.2|DHYD
OG0005273	LOC6731491|XP_002078640.1|DSIM	LOC111598950|XP_023170201.2|DHYD
OG0005274	LOC6731953|XP_039154573.1|DSIM	LOC111592534|XP_023160585.2|DHYD
OG0005275	LOC6731760|XP_016024441.1|DSIM	LOC111603951|XP_023177550.2|DHYD
OG0005276	LOC6730896|XP_016023322.1|DSIM	LOC111600909|XP_023173038.2|DHYD
OG0005277	LOC6730907|XP_016023339.1|DSIM	LOC111601942|XP_023174568.2|DHYD
OG0005278	LOC6735415|XP_002082357.1|DSIM	LOC111602143|XP_023174860.2|DHYD
OG0005279	LOC6731170|XP_016023718.1|DSIM	LOC111596353|XP_023166313.2|DHYD
OG0005280	LOC6730527|XP_002077706.2|DSIM	LOC111599049|XP_030080243.1|DHYD
OG0005281	LOC6730708|XP_016023143.1|DSIM	LOC111599319|XP_023170701.2|DHYD
OG0005282	LOC6726874|XP_002102276.1|DSIM	LOC111603032|XP_023176230.2|DHYD
OG0005283	LOC6729328|XP_016035965.1|DSIM	LOC111602687|XP_023175676.1|DHYD
OG0005284	LOC6733055|XP_016025737.2|DSIM	LOC111599055|XP_023170344.1|DHYD
OG0005285	LOC6733056|XP_002080134.1|DSIM	LOC111599054|XP_023170342.2|DHYD
OG0005286	LOC6730530|XP_039147280.1|DSIM	LOC111599217|XP_023170583.1|DHYD
OG0005287	LOC6730531|XP_002077710.1|DSIM	LOC111599216|XP_023170582.2|DHYD
OG0005288	LOC27206544|XP_039147201.1|DSIM	LOC111601409|XP_023173740.1|DHYD
OG0005289	LOC6725079|XP_039147446.1|DSIM	LOC111594399|XP_023163434.2|DHYD
OG0005290	LOC6726829|XP_016033335.1|DSIM	LOC111603593|XP_023177019.1|DHYD
OG0005291	LOC6732184|XP_002079313.1|DSIM	LOC111592600|XP_023160692.2|DHYD
OG0005292	LOC6732186|XP_016024869.1|DSIM	LOC111592550|XP_023160605.2|DHYD
OG0005293	LOC6732397|XP_002079518.2|DSIM	LOC111598961|XP_023170215.2|DHYD
OG0005294	LOC6732058|XP_002079190.1|DSIM	LOC111602448|XP_023175276.1|DHYD
OG0005295	LOC6732183|XP_039154315.1|DSIM	LOC111592643|XP_030079130.1|DHYD
OG0005296	LOC6726862|XP_016033364.1|DSIM	LOC111600835|XP_023172907.2|DHYD
OG0005297	LOC6731528|XP_016024202.1|DSIM	LOC111603966|XP_023177574.2|DHYD
OG0005298	LOC6731669|XP_002078809.1|DSIM	LOC111594691|XP_023163879.1|DHYD
OG0005299	LOC6730093|XP_002105386.1|DSIM	LOC111600236|XP_030080625.1|DHYD
OG0005300	LOC6725387|XP_016038461.1|DSIM	LOC111591989|XP_023159716.2|DHYD
OG0005301	LOC27206512|XP_016024373.1|DSIM	LOC111603746|XP_023177239.2|DHYD
OG0005302	LOC6734021|XP_016027043.2|DSIM	LOC111600585|XP_023172540.2|DHYD
OG0005303	LOC6732709|XP_002079823.1|DSIM	LOC111599368|XP_030079229.1|DHYD
OG0005304	LOC120284730|XP_039149215.1|DSIM, LOC6731215|XP_039149008.1|DSIM	LOC111594351|XP_023163379.2|DHYD
OG0005305	LOC6735414|XP_039147350.1|DSIM	LOC111602142|XP_023174859.2|DHYD
OG0005306	LOC6732555|XP_002079674.1|DSIM	LOC111602522|XP_023175374.1|DHYD
OG0005307	LOC6731938|XP_016024601.1|DSIM	LOC111595188|XP_023164539.1|DHYD
OG0005308	LOC6731843|XP_016024525.1|DSIM	LOC111596129|XP_023165968.1|DHYD
OG0005309	LOC6730845|XP_016023263.1|DSIM	LOC111596130|XP_023165971.2|DHYD
OG0005310	LOC6731474|XP_002078623.1|DSIM	LOC111596225|XP_023166110.1|DHYD
OG0005311	LOC6732119|XP_002079251.2|DSIM	LOC111595858|XP_023165541.2|DHYD
OG0005312	LOC6732156|XP_016024836.1|DSIM	LOC111605510|XP_023179830.2|DHYD
OG0005313	LOC6731765|XP_016024446.1|DSIM	LOC111594667|XP_023163839.2|DHYD
OG0005314	LOC6732041|XP_016024728.1|DSIM	LOC111601192|XP_030080283.1|DHYD
OG0005315	LOC6732692|XP_016025424.1|DSIM	LOC111594233|XP_030080275.1|DHYD
OG0005316	LOC6735413|XP_016028730.1|DSIM	LOC111602106|XP_023174815.2|DHYD
OG0005317	LOC6732550|XP_016025204.1|DSIM	LOC111602515|XP_023175366.2|DHYD
OG0005318	LOC6733134|XP_016025846.1|DSIM	LOC111593159|XP_023161530.2|DHYD
OG0005319	LOC6732399|XP_016025055.1|DSIM	LOC111598937|XP_023170183.2|DHYD
OG0005320	LOC6732894|XP_016025616.1|DSIM	LOC111600352|XP_023172191.2|DHYD
OG0005321	LOC6731910|XP_016024577.1|DSIM	LOC111595937|XP_023165665.2|DHYD
OG0005322	LOC6730624|XP_016023070.1|DSIM	LOC111596306|XP_023166233.2|DHYD
OG0005323	LOC6739228|XP_016024285.1|DSIM	LOC111593166|XP_030080012.1|DHYD
OG0005324	LOC6731676|XP_002078816.1|DSIM	LOC111594746|XP_023163957.2|DHYD
OG0005325	LOC27207633|XP_016023211.1|DSIM	LOC111603884|XP_023177469.2|DHYD
OG0005326	LOC27206834|XP_039154492.1|DSIM	LOC111594684|XP_023163871.2|DHYD
OG0005327	LOC6731589|XP_016024266.1|DSIM	LOC111593761|XP_023162547.1|DHYD
OG0005328	LOC6727717|XP_016034292.1|DSIM	LOC111601394|XP_023173705.1|DHYD
OG0005329	LOC6737371|XP_002084209.1|DSIM	LOC111599781|XP_023171319.2|DHYD
OG0005330	LOC6737370|XP_002084208.2|DSIM	LOC111599780|XP_023171318.1|DHYD
OG0005331	LOC6730734|XP_016023156.1|DSIM	LOC111596064|XP_023165881.1|DHYD
OG0005332	LOC6732969|XP_002080051.1|DSIM	LOC111594653|XP_023163819.1|DHYD
OG0005333	LOC6732075|XP_002079207.1|DSIM	LOC111594218|XP_023163184.2|DHYD
OG0005334	LOC6731807|XP_002078942.1|DSIM	LOC111594392|XP_023163427.1|DHYD
OG0005335	LOC6734278|XP_016027344.1|DSIM	LOC111592133|XP_030081990.1|DHYD
OG0005336	LOC6733777|XP_002080821.1|DSIM	LOC111600021|XP_023171702.2|DHYD
OG0005337	LOC6734932|XP_016028246.1|DSIM	LOC111601206|XP_023173465.2|DHYD
OG0005338	LOC6731743|XP_016024415.1|DSIM	LOC111603936|XP_023177533.2|DHYD
OG0005339	LOC6731832|XP_002078967.1|DSIM	LOC111592591|XP_023160675.1|DHYD
OG0005340	LOC6731721|XP_002078856.2|DSIM	LOC111603855|XP_023177422.2|DHYD
OG0005341	LOC6733572|XP_002080627.2|DSIM	LOC111597078|XP_023167376.1|DHYD
OG0005342	LOC6732010|XP_016024702.1|DSIM	LOC111603748|XP_023177237.1|DHYD
OG0005343	LOC6739289|XP_016026303.1|DSIM	LOC111599890|XP_023171481.2|DHYD
OG0005344	LOC6734087|XP_002081122.1|DSIM	LOC111595548|XP_023165104.1|DHYD
OG0005345	LOC6731222|XP_002078381.1|DSIM	LOC111596294|XP_023166218.1|DHYD
OG0005346	LOC6731293|XP_002078449.1|DSIM	LOC111605031|XP_023179131.1|DHYD
OG0005347	LOC6739201|XP_016023390.1|DSIM	LOC111602154|XP_023174874.2|DHYD
OG0005348	LOC6731773|XP_002078908.1|DSIM	LOC111594733|XP_030079039.1|DHYD
OG0005349	LOC6731764|XP_002078899.1|DSIM	LOC111594403|XP_023163444.2|DHYD
OG0005350	LOC6731954|XP_002079089.1|DSIM	LOC111592539|XP_023160590.2|DHYD
OG0005351	LOC6737208|XP_016030916.1|DSIM	LOC111603045|XP_023176257.2|DHYD
OG0005352	LOC6731811|XP_016024497.1|DSIM	LOC111597787|XP_023168429.2|DHYD
OG0005353	LOC6735058|XP_039148569.1|DSIM	LOC111595449|XP_023164944.2|DHYD
OG0005354	LOC6730794|XP_039150928.1|DSIM	LOC111593171|XP_030079077.1|DHYD
OG0005355	LOC6730434|XP_002077615.1|DSIM	LOC111602465|XP_023175293.2|DHYD
OG0005356	LOC6730436|XP_016022901.1|DSIM	LOC111602502|XP_023175342.2|DHYD
OG0005357	LOC6731393|XP_016024011.1|DSIM	LOC111592916|XP_030080272.1|DHYD
OG0005358	LOC6731305|XP_002078461.1|DSIM	LOC111593158|XP_023161529.2|DHYD
OG0005359	LOC6735788|XP_016029163.1|DSIM	LOC111599731|XP_023171244.2|DHYD
OG0005360	LOC6738617|XP_039149258.1|DSIM	LOC111592256|XP_023160106.1|DHYD
OG0005361	LOC6731892|XP_039154309.1|DSIM	LOC111601148|XP_023173387.2|DHYD
OG0005362	LOC6731747|XP_002078882.1|DSIM	LOC111603949|XP_023177548.1|DHYD
OG0005363	LOC6731108|XP_016023646.1|DSIM	LOC111602327|XP_023175096.2|DHYD
OG0005364	LOC6735465|XP_016028770.1|DSIM	LOC111593991|XP_023162854.1|DHYD
OG0005365	LOC6732992|XP_016025673.1|DSIM	LOC111594946|XP_023164207.2|DHYD
OG0005366	LOC6732993|XP_016025676.1|DSIM	LOC111594934|XP_023164194.1|DHYD
OG0005367	LOC6732995|XP_016025677.1|DSIM	LOC111594948|XP_023164213.1|DHYD
OG0005368	LOC6728808|XP_016035500.1|DSIM	LOC111595717|XP_023165333.1|DHYD
