Orthogroup	DSIM.longest_only	BTRY.longest_only
OG0005387	LOC6729048|XP_016035702.1|DSIM	LOC120766519|XP_039948021.1|BTRY
OG0005388	LOC6731081|XP_002078239.1|DSIM	LOC120769329|XP_039952219.1|BTRY
OG0005389	LOC6732031|XP_016024726.1|DSIM	LOC120767918|XP_039950211.1|BTRY
OG0005390	LOC120284189|XP_016023540.1|DSIM	LOC120768438|XP_039951058.1|BTRY
OG0005391	LOC27207560|XP_016023543.1|DSIM	LOC120768440|XP_039951060.1|BTRY
OG0005392	LOC6732603|XP_002079722.1|DSIM	LOC120769607|XP_039952622.1|BTRY
OG0005393	LOC6728278|XP_002103627.1|DSIM	LOC120773134|XP_039958067.1|BTRY
OG0005394	LOC6732601|XP_016025286.1|DSIM	LOC120767819|XP_039950034.1|BTRY
OG0005395	LOC6732681|XP_039147082.1|DSIM	LOC120768623|XP_039951324.1|BTRY
OG0005396	LOC6731469|XP_016024151.1|DSIM	LOC120769686|XP_039952742.1|BTRY
OG0005397	LOC6731471|XP_002078620.1|DSIM	LOC120769691|XP_039952752.1|BTRY
OG0005398	LOC6726805|XP_039151487.1|DSIM	LOC120775001|XP_039960862.1|BTRY
OG0005399	LOC6733558|XP_016026508.1|DSIM	LOC120772085|XP_039956417.1|BTRY
OG0005400	LOC6733635|XP_016026597.1|DSIM	LOC120770264|XP_039953507.1|BTRY
OG0005401	LOC6731481|XP_016024162.1|DSIM	LOC120768161|XP_039950656.1|BTRY
OG0005402	LOC6731480|XP_016024161.1|DSIM	LOC120768297|XP_039950859.1|BTRY
OG0005403	LOC6731475|XP_002078624.1|DSIM	LOC120768473|XP_039951114.1|BTRY
OG0005404	LOC6731476|XP_002078625.1|DSIM	LOC120768472|XP_039951113.1|BTRY
OG0005405	LOC27209071|XP_016029095.1|DSIM	LOC120772871|XP_039957641.1|BTRY
OG0005406	LOC6740743|XP_039147604.1|DSIM	LOC120770395|XP_039953760.1|BTRY
OG0005407	LOC6735783|XP_002082696.1|DSIM	LOC120771049|XP_039954786.1|BTRY
OG0005408	LOC6731031|XP_002078192.1|DSIM	LOC120769122|XP_039951918.1|BTRY
OG0005409	LOC6731404|XP_016024022.1|DSIM	LOC120768548|XP_039951224.1|BTRY
OG0005410	LOC6739211|XP_002076121.1|DSIM	LOC120771047|XP_039954782.1|BTRY
OG0005411	LOC6734148|XP_002081177.1|DSIM	LOC120773056|XP_039957924.1|BTRY
OG0005412	LOC6734158|XP_002081187.1|DSIM	LOC120772206|XP_039956606.1|BTRY
OG0005413	LOC6734240|XP_016027292.1|DSIM	LOC120771400|XP_039955302.1|BTRY
OG0005414	LOC6725686|XP_002106689.1|DSIM	LOC120774480|XP_039960074.1|BTRY
OG0005415	LOC6725750|XP_016039067.1|DSIM	LOC120775956|XP_039962302.1|BTRY
OG0005416	LOC6733388|XP_016026312.1|DSIM	LOC120770480|XP_039953920.1|BTRY
OG0005417	LOC6739246|XP_002076154.1|DSIM	LOC120768073|XP_039950533.1|BTRY
OG0005418	LOC6732979|XP_016025661.1|DSIM	LOC120768626|XP_039951326.1|BTRY
OG0005419	LOC6731826|XP_016024511.1|DSIM	LOC120781455|XP_039969603.1|BTRY
OG0005420	LOC6731276|XP_016023840.2|DSIM	LOC120769678|XP_039952732.1|BTRY
OG0005421	LOC6732046|XP_016024730.2|DSIM	LOC120768665|XP_039951377.1|BTRY
OG0005422	LOC6740213|XP_016039958.1|DSIM	LOC120774055|XP_039959294.1|BTRY
OG0005423	LOC6731638|XP_016024322.1|DSIM	LOC120767279|XP_039949087.1|BTRY
OG0005424	LOC6735442|XP_039147247.1|DSIM	LOC120771793|XP_039955924.1|BTRY
OG0005425	LOC6740535|XP_016039584.1|DSIM	LOC120774084|XP_039959346.1|BTRY
OG0005426	LOC6733689|XP_016026657.1|DSIM	LOC120772901|XP_039957714.1|BTRY
OG0005427	LOC6732769|XP_002079882.2|DSIM	LOC120769056|XP_039951840.1|BTRY
OG0005428	LOC6731194|XP_039146977.1|DSIM	LOC120767781|XP_039949960.1|BTRY
OG0005429	LOC6731213|XP_039148517.1|DSIM	LOC120769360|XP_039952255.1|BTRY
OG0005430	LOC6731214|XP_016023755.1|DSIM	LOC120768651|XP_039951356.1|BTRY
OG0005431	LOC6733110|XP_002080187.1|DSIM	LOC120769333|XP_039952222.1|BTRY
OG0005432	LOC27209015|XP_039149468.1|DSIM	LOC120768408|XP_039951023.1|BTRY
OG0005433	LOC6734896|XP_002081893.1|DSIM	LOC120772860|XP_039957613.1|BTRY
OG0005434	LOC6733124|XP_039154591.1|DSIM	LOC120768218|XP_039950722.1|BTRY
OG0005435	LOC6727091|XP_002102486.1|DSIM	LOC120769617|XP_039952654.1|BTRY
OG0005436	LOC6733131|XP_016025843.1|DSIM	LOC120769618|XP_039952655.1|BTRY
OG0005437	LOC6727763|XP_002103125.1|DSIM	LOC120772047|XP_039956358.1|BTRY
OG0005438	LOC6730510|XP_016022968.1|DSIM	LOC120767242|XP_039949016.1|BTRY
OG0005439	LOC6728225|XP_002103574.1|DSIM	LOC120769301|XP_039952169.1|BTRY
OG0005440	LOC6730918|XP_016023365.1|DSIM	LOC120767735|XP_039949878.1|BTRY
OG0005441	LOC27206506|XP_016024807.1|DSIM	LOC120767805|XP_039950009.1|BTRY
OG0005442	LOC6732743|XP_002079857.1|DSIM	LOC120769815|XP_039952956.1|BTRY
OG0005443	LOC6731784|XP_016024476.1|DSIM	LOC120780016|XP_039968235.1|BTRY
OG0005444	LOC6730448|XP_002077629.1|DSIM	LOC120768207|XP_039950713.1|BTRY
OG0005445	LOC6731872|XP_016024547.1|DSIM	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY
OG0005446	LOC6731426|XP_016024044.1|DSIM	LOC120775135|XP_039961100.1|BTRY
OG0005447	LOC6731022|XP_002078183.1|DSIM	LOC120769211|XP_039952037.1|BTRY
OG0005448	LOC6734603|XP_002081611.1|DSIM	LOC120771681|XP_039955744.1|BTRY
OG0005449	LOC6739838|XP_002076732.1|DSIM	LOC120773912|XP_039959036.1|BTRY
OG0005450	LOC6729933|XP_002105235.1|DSIM	LOC120769183|XP_039952003.1|BTRY
OG0005451	LOC6732645|XP_016025357.1|DSIM	LOC120769169|XP_039951988.1|BTRY
OG0005452	LOC6735781|XP_016029157.1|DSIM	LOC120770252|XP_039953488.1|BTRY
OG0005453	LOC6728844|XP_039151283.1|DSIM	LOC120775422|XP_039961541.1|BTRY
OG0005454	LOC6732092|XP_016024765.1|DSIM	LOC120769783|XP_039952901.1|BTRY
OG0005455	LOC6736094|XP_016029489.1|DSIM	LOC120772021|XP_039956321.1|BTRY
OG0005456	LOC6732780|XP_002079893.1|DSIM	LOC120768083|XP_039950546.1|BTRY
OG0005457	LOC6732778|XP_016025492.1|DSIM	LOC120769402|XP_039952312.1|BTRY
OG0005458	LOC6730593|XP_016023040.1|DSIM	LOC120767764|XP_039949935.1|BTRY
OG0005459	LOC6731018|XP_002078179.1|DSIM	LOC120768349|XP_039950935.1|BTRY
OG0005460	LOC6731083|XP_002078241.1|DSIM	LOC120769729|XP_039952810.1|BTRY
OG0005461	LOC6732763|XP_002079876.1|DSIM	LOC120769011|XP_039951789.1|BTRY
OG0005462	LOC6732761|XP_002079874.1|DSIM	LOC120768967|XP_039951694.1|BTRY
OG0005463	LOC6738054|XP_002084868.1|DSIM	LOC120776644|XP_039963411.1|BTRY
OG0005464	LOC6732765|XP_002079878.2|DSIM	LOC120769461|XP_039952406.1|BTRY
OG0005465	LOC6732777|XP_016025490.1|DSIM	LOC120767970|XP_039950312.1|BTRY
OG0005466	LOC6732779|XP_002079892.3|DSIM	LOC120768624|XP_039951325.1|BTRY
OG0005467	LOC6729148|XP_002104469.1|DSIM	LOC120767082|XP_039948882.1|BTRY
OG0005468	LOC6731454|XP_002078605.1|DSIM	LOC120768288|XP_039950848.1|BTRY
OG0005469	LOC6731495|XP_002078644.1|DSIM	LOC120768245|XP_039950770.1|BTRY
OG0005470	LOC6731497|XP_016024175.1|DSIM	LOC120767354|XP_039949254.1|BTRY
OG0005471	LOC6732566|XP_039146961.1|DSIM	LOC120768175|XP_039950673.1|BTRY
OG0005472	LOC6732564|XP_016025245.1|DSIM	LOC120767901|XP_039950180.1|BTRY
OG0005473	LOC6739221|XP_016023611.1|DSIM	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY
OG0005474	LOC6732062|XP_002079194.2|DSIM	LOC120767641|XP_039949746.1|BTRY
OG0005475	LOC6732061|XP_002079193.1|DSIM	LOC120767640|XP_039949745.1|BTRY
OG0005476	LOC6733448|XP_016026397.1|DSIM	LOC120772316|XP_039956767.1|BTRY
OG0005477	LOC6737632|XP_016031405.1|DSIM	LOC120778156|XP_039965816.1|BTRY
OG0005478	LOC6730965|XP_002078127.1|DSIM	LOC120769263|XP_039952101.1|BTRY
OG0005479	LOC6730966|XP_002078128.1|DSIM	LOC120767403|XP_039949374.1|BTRY
OG0005480	LOC27207912|XP_016023431.1|DSIM	LOC120767405|XP_039949377.1|BTRY
OG0005481	LOC6730877|XP_016023301.1|DSIM	LOC120767845|XP_039950076.1|BTRY
OG0005482	LOC6730875|XP_016023296.2|DSIM	LOC120767247|XP_039949031.1|BTRY
OG0005483	LOC6727965|XP_002103317.2|DSIM	LOC120766887|XP_039948571.1|BTRY
OG0005484	LOC6732423|XP_002079544.1|DSIM	LOC120769631|XP_039952670.1|BTRY
OG0005485	LOC6734299|XP_016027358.1|DSIM	LOC120771999|XP_039956290.1|BTRY
OG0005486	LOC6733626|XP_002080680.2|DSIM	LOC120772235|XP_039956661.1|BTRY
OG0005487	LOC6739185|XP_016023228.1|DSIM	LOC120772066|XP_039956386.1|BTRY
OG0005488	LOC6739198|XP_016023225.1|DSIM	LOC120772248|XP_039956679.1|BTRY
OG0005489	LOC6730525|XP_002077704.1|DSIM	LOC120768906|XP_039951603.1|BTRY
OG0005490	LOC6730524|XP_016022979.1|DSIM	LOC120769019|XP_039951795.1|BTRY
OG0005491	LOC6730617|XP_016023064.1|DSIM	LOC120769680|XP_039952737.1|BTRY
OG0005492	LOC6730623|XP_002077800.1|DSIM	LOC120769590|XP_039952583.1|BTRY
OG0005493	LOC6732864|XP_002079974.1|DSIM	LOC120768371|XP_039950971.1|BTRY
OG0005494	LOC6736124|XP_016029513.1|DSIM	LOC120772796|XP_039957514.1|BTRY
OG0005495	LOC6736164|XP_016029573.1|DSIM	LOC120770894|XP_039954488.1|BTRY
OG0005496	LOC6727279|XP_016033799.1|DSIM	LOC120776424|XP_039963007.1|BTRY
OG0005497	LOC6739253|XP_002076160.2|DSIM	LOC120768306|XP_039950876.1|BTRY
OG0005498	LOC6739252|XP_002076161.1|DSIM	LOC120768308|XP_039950879.1|BTRY
OG0005499	LOC6732898|XP_016025618.1|DSIM	LOC120767373|XP_039949285.1|BTRY
OG0005500	LOC6732897|XP_002080002.1|DSIM	LOC120767374|XP_039949287.1|BTRY
OG0005501	LOC6732758|XP_016025480.1|DSIM	LOC120768192|XP_039950696.1|BTRY
OG0005502	LOC6732759|XP_016025482.1|DSIM	LOC120768193|XP_039950697.1|BTRY
OG0005504	LOC6730599|XP_016023037.1|DSIM	LOC120767711|XP_039949840.1|BTRY
OG0005506	LOC6732978|XP_002080057.1|DSIM	LOC120769747|XP_039952837.1|BTRY
OG0005507	LOC6730427|XP_002077608.1|DSIM	LOC120769822|XP_039952964.1|BTRY
OG0005508	LOC6731900|XP_002079035.1|DSIM	LOC120769203|XP_039952032.1|BTRY
OG0005509	LOC6730702|XP_002077872.1|DSIM	LOC120767905|XP_039950186.1|BTRY
OG0005510	LOC6732279|XP_016024944.1|DSIM	LOC120767930|XP_039950225.1|BTRY
OG0005511	LOC6724781|XP_002105823.1|DSIM	LOC120773448|XP_039958272.1|BTRY
OG0005512	LOC6729121|XP_016035768.1|DSIM	LOC120766278|XP_039947613.1|BTRY
OG0005513	LOC6725965|XP_002106948.1|DSIM	LOC120768182|XP_039950684.1|BTRY
OG0005514	LOC6729047|XP_016035699.1|DSIM	LOC120782747|XP_039971123.1|BTRY
OG0005515	LOC6734196|XP_002081225.1|DSIM	LOC120770374|XP_039953725.1|BTRY
OG0005516	LOC6731804|XP_016024491.1|DSIM	LOC120769427|XP_039952343.1|BTRY
OG0005517	LOC6731450|XP_039147727.1|DSIM	LOC120769293|XP_039952153.1|BTRY
OG0005518	LOC27206499|XP_016025440.1|DSIM	LOC120769236|XP_039952070.1|BTRY
OG0005519	LOC27208695|XP_016027100.1|DSIM	LOC120771153|XP_039954964.1|BTRY
OG0005520	LOC6731885|XP_039154311.1|DSIM	LOC120767459|XP_039949467.1|BTRY
OG0005521	LOC6731883|XP_002079018.1|DSIM	LOC120769322|XP_039952207.1|BTRY
OG0005522	LOC6737646|XP_016031421.1|DSIM	LOC120767691|XP_039949817.1|BTRY
OG0005523	LOC6733037|XP_002080116.2|DSIM	LOC120769298|XP_039952161.1|BTRY
OG0005524	LOC6731311|XP_039151506.1|DSIM	LOC120767962|XP_039950287.1|BTRY
OG0005525	LOC6731682|XP_002078822.1|DSIM	LOC120768235|XP_039950754.1|BTRY
OG0005526	LOC6731781|XP_002078916.1|DSIM	LOC120769248|XP_039952084.1|BTRY
OG0005527	LOC6724747|XP_016037448.1|DSIM	LOC120779652|XP_039967936.1|BTRY
OG0005528	LOC6731355|XP_016023943.1|DSIM	LOC120769695|XP_039952756.1|BTRY
OG0005529	LOC6733063|XP_016025754.1|DSIM	LOC120769137|XP_039951943.1|BTRY
OG0005530	LOC6730784|XP_016023195.1|DSIM	LOC120768863|XP_039951552.1|BTRY
OG0005531	LOC6738986|XP_002085781.2|DSIM	LOC120777914|XP_039965431.1|BTRY
OG0005532	LOC6730403|XP_016022867.1|DSIM	LOC120768355|XP_039950944.1|BTRY
OG0005533	LOC27206526|XP_039150108.1|DSIM	LOC120768045|XP_039950486.1|BTRY
OG0005534	LOC6736302|XP_002083186.2|DSIM	LOC120774755|XP_039960448.1|BTRY
OG0005535	LOC6730649|XP_016023087.1|DSIM	LOC120767730|XP_039949873.1|BTRY
OG0005536	LOC27206560|XP_016025252.1|DSIM	LOC120767895|XP_039950166.1|BTRY
OG0005538	LOC6732671|XP_002079788.1|DSIM	LOC120768078|XP_039950542.1|BTRY
OG0005539	LOC6732734|XP_016025466.1|DSIM	LOC120768648|XP_039951353.1|BTRY
OG0005540	LOC6730489|XP_002077670.2|DSIM	LOC120768214|XP_039950718.1|BTRY
OG0005541	LOC6730423|XP_002077604.2|DSIM	LOC120768359|XP_039950951.1|BTRY
OG0005542	LOC6736630|XP_016030214.1|DSIM	LOC120777242|XP_039964369.1|BTRY
OG0005543	LOC6732812|XP_002079925.1|DSIM	LOC120767851|XP_039950085.1|BTRY
OG0005544	LOC6730468|XP_039146927.1|DSIM	LOC120768152|XP_039950647.1|BTRY
OG0005545	LOC6731968|XP_002079102.1|DSIM	LOC120769094|XP_039951886.1|BTRY
OG0005546	LOC6733035|XP_016025722.1|DSIM	LOC120768194|XP_039950699.1|BTRY
OG0005547	LOC6731472|XP_016024155.1|DSIM	LOC120769185|XP_039952006.1|BTRY
OG0005548	LOC6731477|XP_016024158.1|DSIM	LOC120769722|XP_039952797.1|BTRY
OG0005549	LOC6731479|XP_002078628.1|DSIM	LOC120768276|XP_039950809.1|BTRY
OG0005550	LOC6731063|XP_016023582.1|DSIM	LOC120768150|XP_039950645.1|BTRY
OG0005551	LOC6735189|XP_016028474.1|DSIM	LOC120772359|XP_039956858.1|BTRY
OG0005552	LOC6735188|XP_002082162.2|DSIM	LOC120771327|XP_039955207.1|BTRY
OG0005553	LOC6730600|XP_002077779.1|DSIM	LOC120767710|XP_039949839.1|BTRY
OG0005554	LOC6730945|XP_016023405.2|DSIM	LOC120769803|XP_039952931.1|BTRY
OG0005555	LOC6739202|XP_016023400.1|DSIM	LOC120768595|XP_039951292.1|BTRY
OG0005556	LOC6739204|XP_002076116.1|DSIM	LOC120768565|XP_039951246.1|BTRY
OG0005557	LOC6732546|XP_002079665.2|DSIM	LOC120767555|XP_039949620.1|BTRY
OG0005558	LOC6739874|XP_016038769.1|DSIM	LOC120767395|XP_039949348.1|BTRY
OG0005559	LOC6732976|XP_016025658.1|DSIM	LOC120768012|XP_039950382.1|BTRY
OG0005560	LOC6732544|XP_002079663.1|DSIM	LOC120767554|XP_039949618.1|BTRY
OG0005561	LOC27207672|XP_016038573.1|DSIM	LOC120767196|XP_039948931.1|BTRY
OG0005562	LOC6731005|XP_016023471.1|DSIM	LOC120769420|XP_039952332.1|BTRY
OG0005563	LOC6724739|XP_016037422.1|DSIM	LOC120779436|XP_039967607.1|BTRY
OG0005564	LOC6731770|XP_039154334.1|DSIM	LOC120767933|XP_039950226.1|BTRY
OG0005565	LOC6732604|XP_016025309.1|DSIM	LOC120769602|XP_039952616.1|BTRY
OG0005566	LOC6732605|XP_002079724.1|DSIM	LOC120769606|XP_039952620.1|BTRY
OG0005567	LOC6729464|XP_016036137.1|DSIM	LOC120775694|XP_039961976.1|BTRY
OG0005568	LOC6731028|XP_002078189.2|DSIM	LOC120768326|XP_039950899.1|BTRY
OG0005569	LOC6730658|XP_016023096.1|DSIM	LOC120768903|XP_039951594.1|BTRY
OG0005570	LOC6730526|XP_016022981.1|DSIM	LOC120769243|XP_039952077.1|BTRY
OG0005571	LOC6735830|XP_039148836.1|DSIM	LOC120772091|XP_039956429.1|BTRY
OG0005572	LOC6735536|XP_002082472.2|DSIM	LOC120771581|XP_039955586.1|BTRY
OG0005573	LOC6729622|XP_016036258.1|DSIM	LOC120766579|XP_039948110.1|BTRY
OG0005574	LOC6733398|XP_016026319.1|DSIM	LOC120771275|XP_039955134.1|BTRY
OG0005575	LOC27207042|XP_016035324.1|DSIM	LOC120766344|XP_039947704.1|BTRY
OG0005576	LOC6734711|XP_002081718.1|DSIM	LOC120771611|XP_039955629.1|BTRY
OG0005577	LOC6738121|XP_016031958.1|DSIM	LOC120776856|XP_039963835.1|BTRY
OG0005578	LOC6738821|XP_016032636.1|DSIM	LOC120777359|XP_039964561.1|BTRY
OG0005579	LOC27207176|XP_016032637.1|DSIM	LOC120777361|XP_039964564.1|BTRY
OG0005580	LOC6737384|XP_002084222.2|DSIM	LOC120777069|XP_039964129.1|BTRY
OG0005581	LOC6725257|XP_039153443.1|DSIM	LOC120773499|XP_039958375.1|BTRY
OG0005582	LOC6739074|XP_016032900.1|DSIM	LOC120778351|XP_039966073.1|BTRY
OG0005583	LOC6737282|XP_002084122.1|DSIM	LOC120778009|XP_039965608.1|BTRY
OG0005585	LOC6727053|XP_002102450.1|DSIM	LOC120766168|XP_039947451.1|BTRY
OG0005586	LOC6726830|XP_002102237.1|DSIM	LOC120775045|XP_039960958.1|BTRY
OG0005587	LOC6731914|XP_002079049.2|DSIM	LOC120772160|XP_039956531.1|BTRY
OG0005588	LOC6738246|XP_016032115.1|DSIM	LOC120778749|XP_039966657.1|BTRY
OG0005589	LOC6728849|XP_002104183.1|DSIM	LOC120781666|XP_039969825.1|BTRY
OG0005590	LOC6733263|XP_002080326.1|DSIM	LOC120770025|XP_039953059.1|BTRY
OG0005591	LOC27208834|XP_039152432.1|DSIM	LOC120774599|XP_039960263.1|BTRY
OG0005592	LOC6727787|XP_016034358.1|DSIM	LOC120766985|XP_039948723.1|BTRY
OG0005593	LOC6736436|XP_002083307.1|DSIM	LOC120778056|XP_039965670.1|BTRY
OG0005594	LOC6737084|XP_002083931.1|DSIM	LOC120776833|XP_039963788.1|BTRY
OG0005595	LOC6737083|XP_039148942.1|DSIM	LOC120776831|XP_039963786.1|BTRY
OG0005596	LOC6736410|XP_002083282.1|DSIM	LOC120778860|XP_039966827.1|BTRY
OG0005597	LOC6728964|XP_039151468.1|DSIM	LOC120779552|XP_039967828.1|BTRY
OG0005598	LOC6730121|XP_002105414.1|DSIM	LOC120767353|XP_039949253.1|BTRY
OG0005599	LOC6735533|XP_016028885.1|DSIM	LOC120773074|XP_039957953.1|BTRY
OG0005600	LOC6728923|XP_002104251.1|DSIM	LOC120766873|XP_039948538.1|BTRY
OG0005601	LOC27207490|XP_016040083.1|DSIM	LOC120774145|XP_039959477.1|BTRY
OG0005602	LOC6729719|XP_039151692.1|DSIM	LOC120771916|XP_039956141.1|BTRY
OG0005603	LOC6734591|XP_002081599.1|DSIM	LOC120772391|XP_039956915.1|BTRY
OG0005604	LOC6734588|XP_039148631.1|DSIM	LOC120770189|XP_039953353.1|BTRY
OG0005605	LOC6734120|XP_039147856.1|DSIM	LOC120770372|XP_039953723.1|BTRY
OG0005606	LOC6732053|XP_002079185.2|DSIM	LOC120767445|XP_039949441.1|BTRY
OG0005607	LOC6728521|XP_002103866.1|DSIM	LOC120782486|XP_039970720.1|BTRY
OG0005608	LOC27206719|XP_016035182.1|DSIM	LOC120782485|XP_039970717.1|BTRY
OG0005609	LOC6736593|XP_016030188.1|DSIM	LOC120778870|XP_039966847.1|BTRY
OG0005610	LOC6737227|XP_002084067.1|DSIM	LOC120776651|XP_039963427.1|BTRY
OG0005611	LOC6736632|XP_016030228.1|DSIM	LOC120777061|XP_039964109.1|BTRY
OG0005612	LOC6728437|XP_002103782.1|DSIM	LOC120769095|XP_039951892.1|BTRY
OG0005613	LOC6727824|XP_002103185.1|DSIM	LOC120766350|XP_039947712.1|BTRY
OG0005614	LOC6726809|XP_016033312.1|DSIM	LOC120771293|XP_039955163.1|BTRY
OG0005615	LOC6730346|XP_039150495.1|DSIM	LOC120772602|XP_039957254.1|BTRY
OG0005616	LOC6727991|XP_002103343.1|DSIM	LOC120766663|XP_039948231.1|BTRY
OG0005617	LOC6726971|XP_016033470.2|DSIM	LOC120779370|XP_039967500.1|BTRY
OG0005618	LOC6734072|XP_002081107.1|DSIM	LOC120772329|XP_039956806.1|BTRY
OG0005619	LOC6727544|XP_002102924.1|DSIM	LOC120782793|XP_039971201.1|BTRY
OG0005620	LOC6725625|XP_016038834.1|DSIM	LOC120775237|XP_039961250.1|BTRY
OG0005621	LOC6739992|XP_039152275.1|DSIM	LOC120774496|XP_039960101.1|BTRY
OG0005622	LOC6725302|XP_002106320.1|DSIM	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY
OG0005623	LOC6724961|XP_016037829.1|DSIM	LOC120774747|XP_039960438.1|BTRY
OG0005624	LOC6727030|XP_016033521.1|DSIM	LOC120777353|XP_039964546.1|BTRY
OG0005625	LOC6727903|XP_016034522.1|DSIM	LOC120776560|XP_039963255.1|BTRY
OG0005626	LOC6725401|XP_016038465.1|DSIM	LOC120780247|XP_039968441.1|BTRY
OG0005627	LOC6728467|XP_016035109.1|DSIM	LOC120769829|XP_039952965.1|BTRY
OG0005628	LOC6727975|XP_002103327.1|DSIM	LOC120769419|XP_039952336.1|BTRY
OG0005629	LOC6733993|XP_002081037.1|DSIM	LOC120771074|XP_039954822.1|BTRY
OG0005630	LOC6734164|XP_016027166.1|DSIM	LOC120771100|XP_039954875.1|BTRY
OG0005631	LOC6725633|XP_002106640.1|DSIM	LOC120775133|XP_039961097.1|BTRY
OG0005632	LOC6725898|XP_039152904.1|DSIM	LOC120774114|XP_039959410.1|BTRY
OG0005633	LOC6727582|XP_016034175.1|DSIM	LOC120782461|XP_039970686.1|BTRY
OG0005634	LOC6727657|XP_016034254.1|DSIM	LOC120769140|XP_039951950.1|BTRY
OG0005635	LOC6731754|XP_016024430.1|DSIM	LOC120768515|XP_039951177.1|BTRY
OG0005636	LOC6726967|XP_016033459.1|DSIM	LOC120770618|XP_039954157.1|BTRY
OG0005637	LOC6728911|XP_002104241.1|DSIM	LOC120782613|XP_039970915.1|BTRY
OG0005638	LOC6735374|XP_016028702.1|DSIM	LOC120771295|XP_039955161.1|BTRY
OG0005639	LOC6735499|XP_016028836.2|DSIM	LOC120770213|XP_039953415.1|BTRY
OG0005640	LOC6728490|XP_002103835.1|DSIM	LOC120766226|XP_039947536.1|BTRY
OG0005641	LOC6740033|XP_016038576.1|DSIM	LOC120774783|XP_039960493.1|BTRY
OG0005642	LOC6727214|XP_002102606.1|DSIM	LOC120775853|XP_039962160.1|BTRY
OG0005643	LOC6736765|XP_002083621.2|DSIM	LOC120778756|XP_039966666.1|BTRY
OG0005644	LOC6737478|XP_002084314.1|DSIM	LOC120777697|XP_039965105.1|BTRY
OG0005645	LOC6739966|XP_016037989.1|DSIM	LOC120774006|XP_039959216.1|BTRY
OG0005646	LOC27207696|XP_039153917.1|DSIM	LOC120773953|XP_039959114.1|BTRY
OG0005647	LOC6731175|XP_016023728.1|DSIM	LOC120782136|XP_039970208.1|BTRY
OG0005648	LOC6737628|XP_002084460.1|DSIM	LOC120778992|XP_039967027.1|BTRY
OG0005649	LOC6726738|XP_016033232.1|DSIM	LOC120768825|XP_039951513.1|BTRY
OG0005650	LOC6726732|XP_002102143.1|DSIM	LOC120766456|XP_039947913.1|BTRY
OG0005651	LOC6740573|XP_016038557.1|DSIM	LOC120774228|XP_039959620.1|BTRY
OG0005652	LOC6729839|XP_016036562.1|DSIM	LOC120766201|XP_039947495.1|BTRY
OG0005653	LOC6731847|XP_002078982.2|DSIM	LOC120769482|XP_039952439.1|BTRY
OG0005654	LOC6726718|XP_002102129.1|DSIM	LOC120766667|XP_039948234.1|BTRY
OG0005655	LOC6727999|XP_016034598.1|DSIM	LOC120780172|XP_039968385.1|BTRY
OG0005656	LOC6727986|XP_016034574.1|DSIM	LOC120782420|XP_039970605.1|BTRY
OG0005657	LOC6728779|XP_016035460.1|DSIM	LOC120782268|XP_039970385.1|BTRY
OG0005658	LOC6727433|XP_002102814.1|DSIM	LOC120779394|XP_039967526.1|BTRY
OG0005659	LOC6729625|XP_039151926.1|DSIM	LOC120775111|XP_039961065.1|BTRY
OG0005660	LOC6738335|XP_002085145.1|DSIM	LOC120777081|XP_039964143.1|BTRY
OG0005661	LOC6728770|XP_002104105.2|DSIM	LOC120779092|XP_039967191.1|BTRY
OG0005662	LOC6728496|XP_039151212.1|DSIM	LOC120779081|XP_039967166.1|BTRY
OG0005663	LOC6739984|XP_002076872.1|DSIM	LOC120775534|XP_039961689.1|BTRY
OG0005664	LOC6729881|XP_016036647.1|DSIM	LOC120782175|XP_039970246.1|BTRY
OG0005665	LOC6729732|XP_016036393.1|DSIM	LOC120768989|XP_039951760.1|BTRY
OG0005666	LOC6725561|XP_039153255.1|DSIM	LOC120774857|XP_039960613.1|BTRY
OG0005667	LOC6725193|XP_016038218.1|DSIM	LOC120775983|XP_039962342.1|BTRY
OG0005668	LOC6737633|XP_016031402.1|DSIM	LOC120777487|XP_039964760.1|BTRY
OG0005669	LOC6731398|XP_016024017.1|DSIM	LOC120768996|XP_039951765.1|BTRY
OG0005670	LOC6729618|XP_002104926.1|DSIM	LOC120770992|XP_039954676.1|BTRY
OG0005671	LOC6728703|XP_016035372.1|DSIM	LOC120782226|XP_039970323.1|BTRY
OG0005672	LOC6731782|XP_002078917.2|DSIM	LOC120781542|XP_039969710.1|BTRY
OG0005673	LOC6736438|XP_016029951.1|DSIM	LOC120778260|XP_039965971.1|BTRY
OG0005674	LOC6738003|XP_039149272.1|DSIM	LOC120766679|XP_039948254.1|BTRY
OG0005675	LOC6727908|XP_002103263.1|DSIM	LOC120766960|XP_039948684.1|BTRY
OG0005676	LOC6736825|XP_002083681.1|DSIM	LOC120778050|XP_039965660.1|BTRY
OG0005677	LOC6734629|XP_016027790.1|DSIM	LOC120771791|XP_039955922.1|BTRY
OG0005678	LOC6728843|XP_016035526.1|DSIM	LOC120780731|XP_039968927.1|BTRY
OG0005679	LOC6728023|XP_016034617.1|DSIM	LOC120766244|XP_039947563.1|BTRY
