Orthogroup	DSIM.longest_only	DVIR.longest_only
OG0003455	LOC6728645|XP_002103985.1|DSIM	LOC6630647|XP_002053030.1|DVIR
OG0003456	LOC6735567|XP_016028908.1|DSIM	LOC6624771|XP_002050724.2|DVIR
OG0003457	LOC6726757|XP_016033239.1|DSIM	LOC6633115|XP_002056589.1|DVIR
OG0003458	LOC6727648|XP_016034239.1|DSIM	LOC6632947|XP_032289817.1|DVIR
OG0003459	LOC6728456|XP_002103801.1|DSIM	LOC6629634|XP_002053336.1|DVIR
OG0003460	LOC6729212|XP_002104533.1|DSIM	LOC6631172|XP_002054302.1|DVIR
OG0003461	LOC6726854|XP_002102256.3|DSIM	LOC6632542|XP_002056185.3|DVIR
OG0003462	LOC6736886|XP_002083739.1|DSIM	LOC6623924|XP_002047385.2|DVIR
OG0003463	LOC6728113|XP_016034732.1|DSIM	LOC6634985|XP_002058433.1|DVIR
OG0003464	LOC6727728|XP_016034304.1|DSIM	LOC6630497|XP_032294784.1|DVIR
OG0003465	LOC6727747|XP_002103109.1|DSIM	LOC6632653|XP_002055805.2|DVIR
OG0003466	LOC6729475|XP_002104785.1|DSIM	LOC6631023|XP_002053828.1|DVIR
OG0003467	LOC6728103|XP_002103454.1|DSIM	LOC6631206|XP_002054437.1|DVIR
OG0003468	LOC6730385|XP_002105667.1|DSIM	LOC6629369|XP_002054447.1|DVIR
OG0003469	LOC6730156|XP_002105447.1|DSIM	LOC6635084|XP_002058414.1|DVIR
OG0003470	LOC6728127|XP_016034745.2|DSIM	LOC6630158|XP_002054778.3|DVIR
OG0003471	LOC6732697|XP_016025433.1|DSIM	LOC6627942|XP_002052667.1|DVIR
OG0003472	LOC6731713|XP_039154543.1|DSIM	LOC6634289|XP_032293734.1|DVIR
OG0003473	LOC6731876|XP_002079011.1|DSIM	LOC6629239|XP_002052615.1|DVIR
OG0003474	LOC6727511|XP_016034091.1|DSIM	LOC6630752|XP_032294925.1|DVIR
OG0003475	LOC6727295|XP_016033838.1|DSIM	LOC6629908|XP_032295227.1|DVIR
OG0003477	LOC6728191|XP_016034822.1|DSIM	LOC6630974|XP_002053862.2|DVIR
OG0003478	LOC6728335|XP_039150775.1|DSIM	LOC6632440|XP_002055825.3|DVIR
OG0003479	LOC6728792|XP_002104127.2|DSIM	LOC6629946|XP_002053004.2|DVIR
OG0003480	LOC6726951|XP_002102353.1|DSIM	LOC6635124|XP_002058541.1|DVIR
OG0003481	LOC6726950|XP_002102352.1|DSIM	LOC6635125|XP_002058542.1|DVIR
OG0003482	LOC6726949|XP_039150781.1|DSIM	LOC6635126|XP_032295154.1|DVIR
OG0003483	LOC6726927|XP_002102329.1|DSIM	LOC6635116|XP_032294997.1|DVIR
OG0003484	LOC6728985|XP_002104307.1|DSIM	LOC6631003|XP_002053949.2|DVIR
OG0003485	LOC6728241|XP_002103590.1|DSIM	LOC6632421|XP_002056093.3|DVIR
OG0003486	LOC6728243|XP_002103592.1|DSIM	LOC6632423|XP_002056095.2|DVIR
OG0003487	LOC6739787|XP_016036788.1|DSIM	LOC6634955|XP_002058589.1|DVIR
OG0003488	LOC6729860|XP_016036598.1|DSIM	LOC6632306|XP_002055995.1|DVIR
OG0003489	LOC6728802|XP_016035491.1|DSIM	LOC6629589|XP_002052996.1|DVIR
OG0003490	LOC6727488|XP_002102868.3|DSIM	LOC6629969|XP_032288910.1|DVIR
OG0003491	LOC6739784|XP_039150614.1|DSIM	LOC6629785|XP_032294975.1|DVIR
OG0003492	LOC6729926|XP_016036684.1|DSIM	LOC6634865|XP_002058700.2|DVIR
OG0003493	LOC6729014|XP_002104335.2|DSIM	LOC6630406|XP_002054194.2|DVIR
OG0003494	LOC6726699|XP_039151585.1|DSIM	LOC6630978|XP_002053866.1|DVIR
OG0003495	LOC6732618|XP_002079737.2|DSIM	LOC6627986|XP_002052698.2|DVIR
OG0003496	LOC6728150|XP_002103500.1|DSIM	LOC6635183|XP_002058382.1|DVIR
OG0003497	LOC6727287|XP_016033802.1|DSIM	LOC6629763|XP_002054148.1|DVIR
OG0003498	LOC6739172|XP_016033047.1|DSIM	LOC26530365|XP_015024789.1|DVIR
OG0003499	LOC6728791|XP_016035483.1|DSIM	LOC6629947|XP_015027302.1|DVIR
OG0003500	LOC6732798|XP_002079911.1|DSIM	LOC6633991|XP_002057658.1|DVIR
OG0003501	LOC6728219|XP_002103568.1|DSIM	LOC6632247|XP_002056076.1|DVIR
OG0003502	LOC6728991|XP_039151643.1|DSIM	LOC6630952|XP_032292872.1|DVIR
OG0003503	LOC6729960|XP_016036724.1|DSIM	LOC6629694|XP_002053975.1|DVIR
OG0003504	LOC120284203|XP_039150769.1|DSIM	LOC26530677|XP_015026255.1|DVIR
OG0003505	LOC6728177|XP_016034794.1|DSIM	LOC6634844|XP_032295189.1|DVIR
OG0003506	LOC6726901|XP_016033409.1|DSIM	LOC6634968|XP_002058715.1|DVIR
OG0003507	LOC6729207|XP_016035859.2|DSIM	LOC6630312|XP_002053729.2|DVIR
OG0003508	LOC6736439|XP_016029952.1|DSIM	LOC6624309|XP_015031326.1|DVIR
OG0003509	LOC6729107|XP_002104428.1|DSIM	LOC6635191|XP_032295122.1|DVIR
OG0003510	LOC6729286|XP_016035927.1|DSIM	LOC6630533|XP_002054808.1|DVIR
OG0003511	LOC6729288|XP_016035929.1|DSIM	LOC116651748|XP_032294647.1|DVIR, LOC6630532|XP_015026844.1|DVIR
OG0003512	LOC6729267|XP_016035912.2|DSIM	LOC6630026|XP_002054476.1|DVIR
OG0003513	LOC6729216|XP_016035870.1|DSIM	LOC6631176|XP_002054306.1|DVIR
OG0003514	LOC6728603|XP_016035234.1|DSIM	LOC6632419|XP_002055800.2|DVIR
OG0003515	LOC6734073|XP_002081108.1|DSIM	LOC6626739|XP_002049573.1|DVIR
OG0003516	LOC6728213|XP_002103562.1|DSIM	LOC6633126|XP_002056069.1|DVIR
OG0003517	LOC6727783|XP_039150475.1|DSIM	LOC6631129|XP_015027466.1|DVIR
OG0003518	LOC6726992|XP_016033493.1|DSIM	LOC6629312|XP_002053531.1|DVIR
OG0003519	LOC6737452|XP_039150227.1|DSIM	LOC6623240|XP_032290363.1|DVIR
OG0003520	LOC6737457|XP_016031226.1|DSIM	LOC6623119|XP_002047278.1|DVIR
OG0003521	LOC6737440|XP_016031212.1|DSIM	LOC6623334|XP_002047291.1|DVIR
OG0003522	LOC6733815|XP_002080859.1|DSIM	LOC6623109|XP_002047748.1|DVIR
OG0003523	LOC6732616|XP_016025324.1|DSIM	LOC6627984|XP_002052696.2|DVIR
OG0003524	LOC6726319|XP_016039872.1|DSIM	LOC6633604|XP_002057000.1|DVIR
OG0003525	LOC27206175|XP_016027967.1|DSIM	LOC6636320|XP_002059880.1|DVIR
OG0003526	LOC6727650|XP_002103027.1|DSIM	LOC6632945|XP_002056768.1|DVIR
OG0003527	LOC6733401|XP_016026325.1|DSIM	LOC6626187|XP_032291604.1|DVIR
OG0003529	LOC27208356|XP_016024454.1|DSIM	LOC6633884|XP_002057417.1|DVIR
OG0003530	LOC6737165|XP_002084011.2|DSIM	LOC6622693|XP_002046681.2|DVIR
OG0003531	LOC6727655|XP_016034246.1|DSIM	LOC6623575|XP_002047804.1|DVIR
OG0003532	LOC6737214|XP_016030920.1|DSIM	LOC6624652|XP_002047145.1|DVIR
OG0003533	LOC6737350|XP_016031076.1|DSIM	LOC6623579|XP_002046789.1|DVIR
OG0003534	LOC6737494|XP_016031282.1|DSIM	LOC6622885|XP_032291154.1|DVIR
OG0003535	LOC6736464|XP_002083335.1|DSIM	LOC6623988|XP_002047424.1|DVIR
OG0003536	LOC6733247|XP_016026122.1|DSIM	LOC6626476|XP_015030011.1|DVIR
OG0003537	LOC6735561|XP_002082481.1|DSIM	LOC6624767|XP_002050731.1|DVIR
OG0003538	LOC6734286|XP_002081315.1|DSIM	LOC6625761|XP_002048727.1|DVIR
OG0003539	LOC6734636|XP_002081644.1|DSIM	LOC6626354|XP_002048737.1|DVIR
OG0003540	LOC6734414|XP_016029690.1|DSIM	LOC6631255|XP_002053243.1|DVIR
OG0003541	LOC27206665|XP_016035981.1|DSIM	LOC26530378|XP_032295366.1|DVIR
OG0003542	LOC27208783|XP_039147740.1|DSIM	LOC6626434|XP_032291564.1|DVIR
OG0003543	LOC6724857|XP_002105896.1|DSIM	LOC6635479|XP_002059008.1|DVIR
OG0003544	LOC6737098|XP_002083945.2|DSIM	LOC6623385|XP_002047297.1|DVIR
OG0003545	LOC6739673|XP_016032946.1|DSIM	LOC6622496|XP_015030564.1|DVIR
OG0003546	LOC6738729|XP_016032540.1|DSIM	LOC6624553|XP_002047625.1|DVIR
OG0003547	LOC6735903|XP_039148362.1|DSIM	LOC6626081|XP_015030134.1|DVIR
OG0003548	LOC6733680|XP_016026653.1|DSIM	LOC6635972|XP_002059401.2|DVIR
OG0003549	LOC6733683|XP_016026655.1|DSIM	LOC6635971|XP_002059400.2|DVIR
OG0003550	LOC6739369|XP_002076278.1|DSIM	LOC6626362|XP_002050865.1|DVIR
OG0003551	LOC6735001|XP_002081983.1|DSIM	LOC6626617|XP_002050601.1|DVIR
OG0003552	LOC6733938|XP_002080982.1|DSIM	LOC6635925|XP_015024298.1|DVIR
OG0003553	LOC27209024|XP_039148215.1|DSIM	LOC6625916|XP_002050431.1|DVIR
OG0003554	LOC6738357|XP_002085167.1|DSIM	LOC6622945|XP_002046501.2|DVIR
OG0003555	LOC6736601|XP_016030192.1|DSIM	LOC6622473|XP_002046988.2|DVIR
OG0003556	LOC6738923|XP_016032753.1|DSIM	LOC6624066|XP_032290973.1|DVIR
OG0003557	LOC6738921|XP_016032749.1|DSIM	LOC6624173|XP_002046288.1|DVIR
OG0003558	LOC6736808|XP_016030466.1|DSIM	LOC6636604|XP_032291386.1|DVIR
OG0003559	LOC6737815|XP_016031597.1|DSIM	LOC6624327|XP_015030821.1|DVIR
OG0003560	LOC6737100|XP_016030727.1|DSIM	LOC6623407|XP_002047294.1|DVIR
OG0003561	LOC6735424|XP_016028734.1|DSIM	LOC6635825|XP_002059448.2|DVIR
OG0003562	LOC6734990|XP_016028276.1|DSIM	LOC6635805|XP_002059314.1|DVIR
OG0003563	LOC6727502|XP_002102882.1|DSIM	LOC6635037|XP_002058616.1|DVIR
OG0003564	LOC6737125|XP_002083972.1|DSIM	LOC6624677|XP_002046644.1|DVIR
OG0003565	LOC6736603|XP_016030196.1|DSIM	LOC6636578|XP_002060078.1|DVIR
OG0003566	LOC6728743|XP_039150643.1|DSIM	LOC6634894|XP_032295252.1|DVIR
OG0003567	LOC6734709|XP_016027920.1|DSIM	LOC6626338|XP_015030089.1|DVIR
OG0003568	LOC6733719|XP_039148542.1|DSIM	LOC6636451|XP_032291715.1|DVIR
OG0003569	LOC6736482|XP_016030018.1|DSIM	LOC6623928|XP_002047416.1|DVIR
OG0003570	LOC6733381|XP_016026308.1|DSIM	LOC6624817|XP_002050684.1|DVIR
OG0003571	LOC6736793|XP_016030437.1|DSIM	LOC6636591|XP_032291451.1|DVIR
OG0003572	LOC6734064|XP_016027067.1|DSIM	LOC6635960|XP_032292259.1|DVIR
OG0003573	LOC6734389|XP_002081410.1|DSIM	LOC6624963|XP_002049324.1|DVIR
OG0003574	LOC6736852|XP_002083708.2|DSIM	LOC6624447|XP_002046935.1|DVIR
OG0003575	LOC27206220|XP_016032129.1|DSIM	LOC6623179|XP_002046172.1|DVIR
OG0003576	LOC6738425|XP_002085234.1|DSIM	LOC6624029|XP_015030894.1|DVIR
OG0003577	LOC6736921|XP_002083768.2|DSIM	LOC6622444|XP_002047203.1|DVIR
OG0003578	LOC6737110|XP_016030736.1|DSIM	LOC116650100|XP_032289332.1|DVIR, LOC6622347|XP_002046397.1|DVIR
OG0003579	LOC6735046|XP_016028334.1|DSIM	LOC6626020|XP_032291708.1|DVIR
OG0003580	LOC6735270|XP_002082240.1|DSIM	LOC6626045|XP_002049143.1|DVIR
OG0003581	LOC6736379|XP_016029889.1|DSIM	LOC6624474|XP_032290886.1|DVIR
OG0003582	LOC6737563|XP_016031353.1|DSIM	LOC6624065|XP_002047857.1|DVIR
OG0003583	LOC6733838|XP_016026851.1|DSIM	LOC6625749|XP_032291836.1|DVIR
OG0003584	LOC6733805|XP_002080849.2|DSIM	LOC6626999|XP_002048741.1|DVIR
OG0003585	LOC6738553|XP_002085358.1|DSIM	LOC26531162|XP_032289054.1|DVIR, LOC116649903|XP_032289059.1|DVIR, LOC6624524|XP_032291021.1|DVIR
OG0003586	LOC6724692|XP_039152071.1|DSIM	LOC6636261|XP_002059730.1|DVIR
OG0003587	LOC6730542|XP_039150718.1|DSIM	LOC6629066|XP_002051610.1|DVIR
OG0003588	LOC6728312|XP_016034946.1|DSIM	LOC6635090|XP_002058420.2|DVIR
OG0003589	LOC6734708|XP_002081715.2|DSIM	LOC6625004|XP_002050675.2|DVIR
OG0003590	LOC6736441|XP_002083312.1|DSIM	LOC6624252|XP_002047448.1|DVIR
OG0003591	LOC6736362|XP_016029854.1|DSIM	LOC6622721|XP_015030723.1|DVIR
OG0003592	LOC6737832|XP_016031608.1|DSIM	LOC6622320|XP_002048175.2|DVIR
OG0003593	LOC6737181|XP_039149976.1|DSIM	LOC6623932|XP_002048295.2|DVIR
OG0003594	LOC6737119|XP_002083966.1|DSIM	LOC6623271|XP_002046877.1|DVIR
OG0003595	LOC6734604|XP_016027755.1|DSIM	LOC6636464|XP_032292140.1|DVIR
OG0003596	LOC6733256|XP_002080319.1|DSIM	LOC6625769|XP_002050471.1|DVIR
OG0003597	LOC6733248|XP_002080311.1|DSIM	LOC6626477|XP_002050462.2|DVIR
OG0003598	LOC6736778|XP_002083634.1|DSIM	LOC6623284|XP_002046090.1|DVIR
OG0003599	LOC6730800|XP_002077968.1|DSIM	LOC6627155|XP_002049159.1|DVIR
OG0003600	LOC6737283|XP_039149283.1|DSIM	LOC6623184|XP_032291054.1|DVIR
OG0003601	LOC6733645|XP_016026608.1|DSIM	LOC6625614|XP_015029007.1|DVIR
OG0003602	LOC6735925|XP_016029281.1|DSIM	LOC6635991|XP_002059309.2|DVIR
OG0003603	LOC6737260|XP_002084100.1|DSIM	LOC6623122|XP_002046588.2|DVIR
OG0003604	LOC6733081|XP_016025786.1|DSIM	LOC6633944|XP_032293584.1|DVIR
OG0003605	LOC6729280|XP_002104600.1|DSIM	LOC6630780|XP_002054814.1|DVIR
OG0003606	LOC6734969|XP_002081963.2|DSIM	LOC6626654|XP_015029852.1|DVIR
OG0003607	LOC6735008|XP_002081989.1|DSIM	LOC6624811|XP_002050607.1|DVIR
OG0003608	LOC6737517|XP_016031313.1|DSIM	LOC6622290|XP_002047123.1|DVIR
OG0003609	LOC6733662|XP_002080709.1|DSIM	LOC6635797|XP_002059385.1|DVIR
OG0003610	LOC6738532|XP_002085338.1|DSIM	LOC6624166|XP_032291020.1|DVIR
OG0003611	LOC27207730|XP_039149493.1|DSIM	LOC6623933|XP_015031064.1|DVIR
OG0003612	LOC6735459|XP_002082398.2|DSIM	LOC6635888|XP_002059413.1|DVIR, LOC116650938|XP_032292088.1|DVIR
OG0003613	LOC6733394|XP_002080451.1|DSIM	LOC6625476|XP_002050332.2|DVIR
OG0003614	LOC6733395|XP_002080452.1|DSIM	LOC6625477|XP_002050333.1|DVIR
OG0003615	LOC6735862|XP_016029227.1|DSIM	LOC6626638|XP_002050815.1|DVIR
OG0003616	LOC6735730|XP_002082643.1|DSIM	LOC6625428|XP_002048823.1|DVIR
OG0003617	LOC6734174|XP_016027183.1|DSIM	LOC6635943|XP_032292524.1|DVIR
OG0003618	LOC6734173|XP_016027181.1|DSIM	LOC6635944|XP_015024276.2|DVIR
OG0003619	LOC6734236|XP_016027287.1|DSIM	LOC6626009|XP_002050154.1|DVIR
OG0003620	LOC6736016|XP_002082925.1|DSIM	LOC6625320|XP_002050415.1|DVIR
OG0003621	LOC27207386|XP_016031122.1|DSIM	LOC6624060|XP_002046270.2|DVIR
OG0003622	LOC6737381|XP_016031126.1|DSIM	LOC6623566|XP_002046269.3|DVIR
OG0003623	LOC6734329|XP_016027405.1|DSIM	LOC6635348|XP_002058875.1|DVIR
OG0003624	LOC6735916|XP_002082826.1|DSIM	LOC6625579|XP_002048840.1|DVIR
OG0003625	LOC6733391|XP_002080448.1|DSIM	LOC6625694|XP_002048844.1|DVIR
OG0003626	LOC6734625|XP_016027779.2|DSIM	LOC6625584|XP_032291911.1|DVIR
OG0003627	LOC6735165|XP_039148781.1|DSIM	LOC6625030|XP_032292680.1|DVIR
OG0003628	LOC6733715|XP_039148805.1|DSIM	LOC6636501|XP_002059807.1|DVIR
OG0003629	LOC6734259|XP_002081288.1|DSIM	LOC6626640|XP_002048776.1|DVIR
OG0003630	LOC27208785|XP_016029393.1|DSIM	LOC6625981|XP_032292533.1|DVIR
OG0003631	LOC6738714|XP_002085515.1|DSIM	LOC6622883|XP_002047550.1|DVIR
OG0003632	LOC6736848|XP_016030496.1|DSIM	LOC6622239|XP_002046931.1|DVIR
OG0003633	LOC6734220|XP_002081249.1|DSIM	LOC6635981|XP_002059299.1|DVIR
OG0003634	LOC6737300|XP_016031011.2|DSIM	LOC6623451|XP_002046740.2|DVIR
OG0003635	LOC6736620|XP_039149243.1|DSIM	LOC6622319|XP_032290469.1|DVIR
OG0003636	LOC6733649|XP_002080703.1|DSIM	LOC6626393|XP_002048732.1|DVIR
OG0003637	LOC6734184|XP_002081213.1|DSIM	LOC6625158|XP_002050619.2|DVIR
OG0003638	LOC6738746|XP_016032557.1|DSIM	LOC6623052|XP_002048493.2|DVIR
OG0003639	LOC6731668|XP_002078808.1|DSIM	LOC6628796|XP_002051219.1|DVIR
OG0003640	LOC6734610|XP_016027763.1|DSIM	LOC6625534|XP_002051016.1|DVIR
OG0003641	LOC6735526|XP_002082462.1|DSIM	LOC6626361|XP_002050864.1|DVIR
OG0003642	LOC6733500|XP_016026459.1|DSIM	LOC6627252|XP_032292473.1|DVIR
OG0003643	LOC6736019|XP_002082928.1|DSIM	LOC6626436|XP_002050409.1|DVIR
OG0003644	LOC6733803|XP_016026761.1|DSIM	LOC6626355|XP_015029584.2|DVIR
OG0003645	LOC6736529|XP_002083399.2|DSIM	LOC6622941|XP_002047730.1|DVIR
OG0003646	LOC6737215|XP_002084055.1|DSIM	LOC6624656|XP_002047144.1|DVIR
OG0003647	LOC6737405|XP_002084243.1|DSIM	LOC6622630|XP_002047724.1|DVIR
OG0003648	LOC6731030|XP_002078191.2|DSIM	LOC6629220|XP_002051940.2|DVIR
OG0003649	LOC6729530|XP_002104838.2|DSIM	LOC6635229|XP_002058753.1|DVIR
OG0003650	LOC6726058|XP_002107040.2|DSIM	LOC6633825|XP_002057104.1|DVIR
OG0003651	LOC6730171|XP_016036930.1|DSIM	LOC6633074|XP_002056146.1|DVIR
OG0003652	LOC6737856|XP_002084684.1|DSIM	LOC6623069|XP_002048153.2|DVIR
OG0003653	LOC6738743|XP_002085543.1|DSIM	LOC6622982|XP_002048496.2|DVIR
OG0003654	LOC6738420|XP_002085229.2|DSIM	LOC6624167|XP_002046359.1|DVIR
OG0003655	LOC6732823|XP_002079936.1|DSIM	LOC6634299|XP_002057451.1|DVIR
OG0003656	LOC6737861|XP_016031631.1|DSIM	LOC6623024|XP_002048152.1|DVIR
OG0003657	LOC6739630|XP_016031371.1|DSIM	LOC6622933|XP_002047224.1|DVIR
OG0003658	LOC27206879|XP_016035452.1|DSIM	LOC6633001|XP_002056359.1|DVIR
OG0003659	LOC6738775|XP_002085575.1|DSIM	LOC6622791|XP_002048010.2|DVIR
OG0003660	LOC6736217|XP_039149354.1|DSIM	LOC6636833|XP_032291518.1|DVIR
OG0003661	LOC6736509|XP_016030086.1|DSIM	LOC6623338|XP_032290596.1|DVIR
OG0003662	LOC6738974|XP_002085769.1|DSIM	LOC6623915|XP_002048286.1|DVIR
OG0003663	LOC27209237|XP_039149783.1|DSIM	LOC6622451|XP_002047202.1|DVIR
OG0003664	LOC6736924|XP_039149780.1|DSIM	LOC6622315|XP_032290515.1|DVIR
OG0003665	LOC6733846|XP_016026862.1|DSIM	LOC6625058|XP_002050529.1|DVIR
OG0003666	LOC6733262|XP_016026150.1|DSIM	LOC6625774|XP_032291927.1|DVIR
OG0003667	LOC6736610|XP_039149432.1|DSIM	LOC6636573|XP_032291539.1|DVIR
OG0003668	LOC27206146|XP_016026024.1|DSIM	LOC6626113|XP_002050026.2|DVIR
OG0003669	LOC6733906|XP_002080950.1|DSIM	LOC6626556|XP_002050574.1|DVIR
OG0003670	LOC6733905|XP_002080949.1|DSIM	LOC6626555|XP_002050573.1|DVIR
OG0003671	LOC6735911|XP_039148350.1|DSIM	LOC6626666|XP_032291893.1|DVIR
OG0003672	LOC6729569|XP_002104877.1|DSIM	LOC6629580|XP_002054872.1|DVIR
OG0003673	LOC6735685|XP_039147325.1|DSIM	LOC6636373|XP_032291641.1|DVIR
OG0003674	LOC6734694|XP_016027893.1|DSIM	LOC6626535|XP_015030079.1|DVIR
OG0003675	LOC6733470|XP_002080527.2|DSIM	LOC6626548|XP_002050378.1|DVIR
OG0003676	LOC6733469|XP_016026421.1|DSIM	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR
OG0003677	LOC27209031|XP_016033087.1|DSIM	LOC6635264|XP_002058734.1|DVIR
OG0003678	LOC6736713|XP_016030324.1|DSIM	LOC6623303|XP_002047766.3|DVIR
OG0003679	LOC6736708|XP_016030322.1|DSIM	LOC6623358|XP_002047772.2|DVIR
OG0003680	LOC6735010|XP_002081991.2|DSIM	LOC6624813|XP_002050609.1|DVIR
OG0003681	LOC6734662|XP_002081669.1|DSIM	LOC6635872|XP_032291960.1|DVIR
OG0003682	LOC6728362|XP_039150932.1|DSIM	LOC6629844|XP_002054465.1|DVIR
OG0003683	LOC6734263|XP_039148431.1|DSIM	LOC6626644|XP_002048780.2|DVIR
OG0003684	LOC27208937|XP_016031206.1|DSIM	LOC6622531|XP_002046997.1|DVIR
OG0003685	LOC6737351|XP_016031078.1|DSIM	LOC6623535|XP_002046790.3|DVIR
OG0003686	LOC6733785|XP_016026735.1|DSIM	LOC6626341|XP_032291687.1|DVIR
OG0003687	LOC6734985|XP_002081967.2|DSIM	LOC6625730|XP_002051051.1|DVIR
OG0003688	LOC6735726|XP_002082639.1|DSIM	LOC6625490|XP_002048827.1|DVIR
OG0003689	LOC6739136|XP_016032982.1|DSIM	LOC6622329|XP_002047921.1|DVIR
OG0003690	LOC120284776|XP_039149547.1|DSIM, LOC6738509|XP_039149546.1|DSIM	LOC6624305|XP_002048676.1|DVIR
OG0003691	LOC6738207|XP_016032035.1|DSIM	LOC6622224|XP_002048679.1|DVIR
OG0003692	LOC6733376|XP_039147418.1|DSIM	LOC6635791|XP_002059380.1|DVIR
OG0003693	LOC6736209|XP_039149705.1|DSIM	LOC6623199|XP_032291393.1|DVIR
OG0003694	LOC6738314|XP_016032163.1|DSIM	LOC6623823|XP_002046234.2|DVIR
OG0003695	LOC6738459|XP_002085266.1|DSIM	LOC6622433|XP_002046702.1|DVIR
OG0003696	LOC6734022|XP_002081061.1|DSIM	LOC6627206|XP_002050124.2|DVIR
OG0003697	LOC6733826|XP_016026809.1|DSIM	LOC6626104|XP_002050508.1|DVIR
OG0003698	LOC6737443|XP_016031214.1|DSIM	LOC6623330|XP_002047289.1|DVIR
OG0003699	LOC6736083|XP_016029478.1|DSIM	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR
OG0003700	LOC6736132|XP_002083032.1|DSIM	LOC6626337|XP_002048867.1|DVIR
OG0003701	LOC6731429|XP_002078581.1|DSIM	LOC6627792|XP_002052680.1|DVIR
OG0003702	LOC6738011|XP_016031807.1|DSIM	LOC6622968|XP_002048048.1|DVIR
OG0003703	LOC6736578|XP_016030174.1|DSIM	LOC6624145|XP_002046904.1|DVIR
OG0003704	LOC6738457|XP_002085264.2|DSIM	LOC6622716|XP_002046704.1|DVIR
OG0003705	LOC6739319|XP_039148404.1|DSIM	LOC6626309|XP_015029997.1|DVIR
OG0003706	LOC27207062|XP_016030571.1|DSIM	LOC6622063|XP_002047009.1|DVIR
OG0003707	LOC6736308|XP_039149172.1|DSIM	LOC6622756|XP_032290568.1|DVIR
OG0003708	LOC27207496|XP_016032138.2|DSIM	LOC6623419|XP_032290992.1|DVIR
OG0003709	LOC6734241|XP_002081270.1|DSIM	LOC6626074|XP_002048761.1|DVIR
OG0003710	LOC6734242|XP_002081271.1|DSIM	LOC6626075|XP_002048762.1|DVIR
OG0003711	LOC6738701|XP_002085503.1|DSIM	LOC6622162|XP_002047537.1|DVIR
OG0003712	LOC6734484|XP_002081503.1|DSIM	LOC6626829|XP_002050198.1|DVIR
OG0003713	LOC6735398|XP_039147356.1|DSIM	LOC6626830|XP_002050199.2|DVIR
OG0003714	LOC6735399|XP_002082346.1|DSIM	LOC6626831|XP_002050200.1|DVIR
OG0003715	LOC6737261|XP_002084101.1|DSIM	LOC6624127|XP_032290679.1|DVIR
OG0003716	LOC6737908|XP_039148935.1|DSIM	LOC6624433|XP_002047467.1|DVIR
OG0003717	LOC6738366|XP_002085175.1|DSIM	LOC6622579|XP_002047011.1|DVIR
OG0003718	LOC6737233|XP_002084073.1|DSIM	LOC6622442|XP_002046417.1|DVIR
OG0003719	LOC6738005|XP_002084820.1|DSIM	LOC6622989|XP_002048045.1|DVIR
OG0003720	LOC6740277|XP_016040261.1|DSIM	LOC6631741|XP_002055461.1|DVIR
OG0003721	LOC6735722|XP_002082635.2|DSIM	LOC6625594|XP_002048832.1|DVIR
OG0003722	LOC6737163|XP_016030820.1|DSIM	LOC6622287|XP_032290293.1|DVIR
OG0003723	LOC6737429|XP_002084266.1|DSIM	LOC6622049|XP_002047001.1|DVIR
OG0003724	LOC6736896|XP_016030542.1|DSIM	LOC6623975|XP_002047393.1|DVIR
OG0003725	LOC6737837|XP_016031617.1|DSIM	LOC6622638|XP_015030506.1|DVIR
OG0003726	LOC6736871|XP_002083724.1|DSIM	LOC6624541|XP_002046950.1|DVIR
OG0003727	LOC6738997|XP_016032824.1|DSIM	LOC6624500|XP_032291199.1|DVIR
OG0003728	LOC6727862|XP_016034437.1|DSIM	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR
OG0003729	LOC6736408|XP_039150114.1|DSIM	LOC6636846|XP_032291467.1|DVIR
OG0003730	LOC6736532|XP_039149109.1|DSIM	LOC6623063|XP_032290765.1|DVIR
OG0003731	LOC6736752|XP_002083608.1|DSIM	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR
OG0003732	LOC6737604|XP_002084436.3|DSIM	LOC6623118|XP_032291125.1|DVIR
OG0003733	LOC6736327|XP_016029805.1|DSIM	LOC6622814|XP_002046694.1|DVIR
OG0003734	LOC6734433|XP_039149368.1|DSIM	LOC6622806|XP_002046477.3|DVIR
OG0003735	LOC6735961|XP_002082870.1|DSIM	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR
OG0003736	LOC6735139|XP_002082116.1|DSIM	LOC6625198|XP_002048751.1|DVIR
OG0003737	LOC6735687|XP_002082603.1|DSIM	LOC6625796|XP_002050894.1|DVIR
OG0003738	LOC6735762|XP_016029135.1|DSIM	LOC6625602|XP_015029961.1|DVIR
OG0003739	LOC6733385|XP_002080442.1|DSIM	LOC6625260|XP_002050689.2|DVIR
OG0003740	LOC27208943|XP_016026304.1|DSIM	LOC6624816|XP_002050683.1|DVIR
OG0003741	LOC6736328|XP_016029806.1|DSIM	LOC6622834|XP_002046695.1|DVIR
OG0003742	LOC6738621|XP_002085423.1|DSIM	LOC6624016|XP_002047587.1|DVIR
