Orthogroup	DSIM.longest_only	DNOV.longest_only
OG0003601	LOC6733645|XP_016026608.1|DSIM	LOC115761067|XP_030558544.1|DNOV
OG0003602	LOC6735925|XP_016029281.1|DSIM	LOC115762117|XP_030560081.1|DNOV
OG0003603	LOC6737260|XP_002084100.1|DSIM	LOC115767127|XP_030567149.1|DNOV
OG0003604	LOC6733081|XP_016025786.1|DSIM	LOC115762974|XP_030561212.1|DNOV
OG0003605	LOC6729280|XP_002104600.1|DSIM	LOC115764795|XP_030563899.1|DNOV
OG0003606	LOC6734969|XP_002081963.2|DSIM	LOC115761120|XP_030558621.1|DNOV
OG0003607	LOC6735008|XP_002081989.1|DSIM	LOC115760562|XP_030557827.1|DNOV
OG0003608	LOC6737517|XP_016031313.1|DSIM	LOC115769390|XP_030570045.1|DNOV
OG0003609	LOC6733662|XP_002080709.1|DSIM	LOC115762033|XP_030559959.1|DNOV
OG0003610	LOC6738532|XP_002085338.1|DSIM	LOC115766108|XP_030565792.1|DNOV
OG0003611	LOC27207730|XP_039149493.1|DSIM	LOC115762557|XP_030560695.1|DNOV
OG0003612	LOC6735459|XP_002082398.2|DSIM	LOC115762289|XP_030560314.1|DNOV
OG0003613	LOC6733394|XP_002080451.1|DSIM	LOC115761225|XP_030558778.1|DNOV
OG0003614	LOC6733395|XP_002080452.1|DSIM	LOC115761234|XP_030558790.1|DNOV
OG0003615	LOC6735862|XP_016029227.1|DSIM	LOC115760766|XP_030558111.1|DNOV
OG0003616	LOC6735730|XP_002082643.1|DSIM	LOC115762374|XP_030560414.1|DNOV
OG0003617	LOC6734174|XP_016027183.1|DSIM	LOC115762502|XP_030560600.1|DNOV
OG0003618	LOC6734173|XP_016027181.1|DSIM	LOC115762501|XP_030560599.1|DNOV
OG0003619	LOC6734236|XP_016027287.1|DSIM	LOC115771079|XP_030572494.1|DNOV
OG0003620	LOC6736016|XP_002082925.1|DSIM	LOC115764303|XP_030563102.1|DNOV
OG0003621	LOC27207386|XP_016031122.1|DSIM	LOC115762941|XP_030561184.1|DNOV
OG0003622	LOC6737381|XP_016031126.1|DSIM	LOC115762940|XP_030561181.1|DNOV
OG0003623	LOC6734329|XP_016027405.1|DSIM	LOC115760438|XP_030557614.1|DNOV, LOC115764487|XP_030563435.1|DNOV
OG0003624	LOC6735916|XP_002082826.1|DSIM	LOC115762452|XP_030560515.1|DNOV
OG0003625	LOC6733391|XP_002080448.1|DSIM	LOC115762401|XP_030560446.1|DNOV
OG0003626	LOC6734625|XP_016027779.2|DSIM	LOC115760719|XP_030558047.1|DNOV
OG0003627	LOC6735165|XP_039148781.1|DSIM	LOC115759692|XP_030556549.1|DNOV
OG0003628	LOC6733715|XP_039148805.1|DSIM	LOC115762204|XP_030560188.1|DNOV
OG0003629	LOC6734259|XP_002081288.1|DSIM	LOC115760802|XP_030558161.1|DNOV
OG0003630	LOC27208785|XP_016029393.1|DSIM	LOC115760516|XP_030557745.1|DNOV
OG0003631	LOC6738714|XP_002085515.1|DSIM	LOC115771388|XP_030572933.1|DNOV
OG0003632	LOC6736848|XP_016030496.1|DSIM	LOC115771147|XP_030572578.1|DNOV
OG0003633	LOC6734220|XP_002081249.1|DSIM	LOC115762137|XP_030560107.1|DNOV
OG0003634	LOC6737300|XP_016031011.2|DSIM	LOC115771126|XP_030572552.1|DNOV
OG0003635	LOC6736620|XP_039149243.1|DSIM	LOC115769596|XP_030570342.1|DNOV
OG0003636	LOC6733649|XP_002080703.1|DSIM	LOC115760844|XP_030558249.1|DNOV
OG0003637	LOC6734184|XP_002081213.1|DSIM	LOC115760504|XP_030557723.1|DNOV
OG0003638	LOC6738746|XP_016032557.1|DSIM	LOC115768338|XP_030568765.1|DNOV
OG0003639	LOC6731668|XP_002078808.1|DSIM	LOC115758969|XP_030555631.1|DNOV
OG0003640	LOC6734610|XP_016027763.1|DSIM	LOC115760613|XP_030557922.1|DNOV
OG0003641	LOC6735526|XP_002082462.1|DSIM	LOC115761079|XP_030558558.1|DNOV
OG0003642	LOC6733500|XP_016026459.1|DSIM	LOC115765025|XP_030564248.1|DNOV
OG0003643	LOC6736019|XP_002082928.1|DSIM	LOC115758377|XP_030554840.1|DNOV
OG0003644	LOC6733803|XP_016026761.1|DSIM	LOC115760829|XP_030558214.1|DNOV
OG0003645	LOC6736529|XP_002083399.2|DSIM	LOC115771467|XP_030573050.1|DNOV
OG0003646	LOC6737215|XP_002084055.1|DSIM	LOC115769403|XP_030570066.1|DNOV
OG0003647	LOC6737405|XP_002084243.1|DSIM	LOC115771469|XP_030573052.1|DNOV
OG0003648	LOC6731030|XP_002078191.2|DSIM	LOC115758515|XP_030555067.1|DNOV
OG0003649	LOC6729530|XP_002104838.2|DSIM	LOC115760384|XP_030557538.1|DNOV
OG0003650	LOC6726058|XP_002107040.2|DSIM	LOC115767348|XP_030567458.1|DNOV
OG0003651	LOC6730171|XP_016036930.1|DSIM	LOC115761315|XP_030558906.1|DNOV
OG0003652	LOC6737856|XP_002084684.1|DSIM	LOC115770180|XP_030571201.1|DNOV
OG0003653	LOC6738743|XP_002085543.1|DSIM	LOC115769265|XP_030569838.1|DNOV
OG0003654	LOC6738420|XP_002085229.2|DSIM	LOC115762921|XP_030561162.1|DNOV
OG0003655	LOC6732823|XP_002079936.1|DSIM	LOC115769164|XP_030569722.1|DNOV
OG0003656	LOC6737861|XP_016031631.1|DSIM	LOC115770363|XP_030571466.1|DNOV
OG0003657	LOC6739630|XP_016031371.1|DSIM	LOC115769911|XP_030570793.1|DNOV
OG0003658	LOC27206879|XP_016035452.1|DSIM	LOC115761575|XP_030559221.1|DNOV
OG0003659	LOC6738775|XP_002085575.1|DSIM	LOC115770051|XP_030570995.1|DNOV
OG0003660	LOC6736217|XP_039149354.1|DSIM	LOC115768090|XP_030568426.1|DNOV
OG0003661	LOC6736509|XP_016030086.1|DSIM	LOC115771277|XP_030572757.1|DNOV
OG0003662	LOC6738974|XP_002085769.1|DSIM	LOC115767692|XP_030567849.1|DNOV
OG0003663	LOC27209237|XP_039149783.1|DSIM	LOC115769814|XP_030570643.1|DNOV
OG0003664	LOC6736924|XP_039149780.1|DSIM	LOC115769887|XP_030570758.1|DNOV
OG0003665	LOC6733846|XP_016026862.1|DSIM	LOC115767370|XP_030567525.1|DNOV
OG0003666	LOC6733262|XP_016026150.1|DSIM	LOC115759426|XP_030556188.1|DNOV
OG0003667	LOC6736610|XP_039149432.1|DSIM	LOC115766961|XP_030566909.1|DNOV
OG0003668	LOC27206146|XP_016026024.1|DSIM	LOC115761009|XP_030558484.1|DNOV
OG0003669	LOC6733906|XP_002080950.1|DSIM	LOC115760873|XP_030558294.1|DNOV
OG0003670	LOC6733905|XP_002080949.1|DSIM	LOC115760871|XP_030558290.1|DNOV
OG0003671	LOC6735911|XP_039148350.1|DSIM	LOC115761083|XP_030558563.1|DNOV
OG0003672	LOC6729569|XP_002104877.1|DSIM	LOC115764808|XP_030563916.1|DNOV
OG0003673	LOC6735685|XP_039147325.1|DSIM	LOC115762035|XP_030559961.1|DNOV
OG0003674	LOC6734694|XP_016027893.1|DSIM	LOC115760565|XP_030557832.1|DNOV
OG0003675	LOC6733470|XP_002080527.2|DSIM	LOC115757800|XP_030554118.1|DNOV
OG0003676	LOC6733469|XP_016026421.1|DSIM	LOC115772109|XP_030553828.1|DNOV
OG0003677	LOC27209031|XP_016033087.1|DSIM	LOC115760347|XP_030557488.1|DNOV
OG0003678	LOC6736713|XP_016030324.1|DSIM	LOC115770203|XP_030571255.1|DNOV
OG0003679	LOC6736708|XP_016030322.1|DSIM	LOC115770204|XP_030571256.1|DNOV
OG0003680	LOC6735010|XP_002081991.2|DSIM	LOC115760561|XP_030557826.1|DNOV
OG0003681	LOC6734662|XP_002081669.1|DSIM	LOC115762174|XP_030560153.1|DNOV
OG0003682	LOC6728362|XP_039150932.1|DSIM	LOC115771738|XP_030573425.1|DNOV
OG0003683	LOC6734263|XP_039148431.1|DSIM	LOC115761110|XP_030558598.1|DNOV
OG0003684	LOC27208937|XP_016031206.1|DSIM	LOC115769615|XP_030570373.1|DNOV
OG0003685	LOC6737351|XP_016031078.1|DSIM	LOC115771186|XP_030572639.1|DNOV
OG0003686	LOC6733785|XP_016026735.1|DSIM	LOC115760671|XP_030557997.1|DNOV
OG0003687	LOC6734985|XP_002081967.2|DSIM	LOC115760978|XP_030558441.1|DNOV
OG0003688	LOC6735726|XP_002082639.1|DSIM	LOC115762146|XP_030560118.1|DNOV
OG0003689	LOC6739136|XP_016032982.1|DSIM	LOC115770224|XP_030571285.1|DNOV
OG0003690	LOC120284776|XP_039149547.1|DSIM, LOC6738509|XP_039149546.1|DSIM	LOC115769668|XP_030570441.1|DNOV
OG0003691	LOC6738207|XP_016032035.1|DSIM	LOC115769735|XP_030570530.1|DNOV
OG0003692	LOC6733376|XP_039147418.1|DSIM	LOC115762505|XP_030560605.1|DNOV
OG0003693	LOC6736209|XP_039149705.1|DSIM	LOC115762766|XP_030560970.1|DNOV
OG0003694	LOC6738314|XP_016032163.1|DSIM	LOC115762612|XP_030560768.1|DNOV
OG0003695	LOC6738459|XP_002085266.1|DSIM	LOC115770953|XP_030572279.1|DNOV
OG0003696	LOC6734022|XP_002081061.1|DSIM	LOC115760254|XP_030557378.1|DNOV
OG0003697	LOC6733826|XP_016026809.1|DSIM	LOC115771058|XP_030572473.1|DNOV
OG0003698	LOC6737443|XP_016031214.1|DSIM	LOC115769468|XP_030570142.1|DNOV
OG0003699	LOC6736083|XP_016029478.1|DSIM	LOC115764721|XP_030563788.1|DNOV
OG0003700	LOC6736132|XP_002083032.1|DSIM	LOC115762057|XP_030559998.1|DNOV
OG0003701	LOC6731429|XP_002078581.1|DSIM	LOC115760101|XP_030557150.1|DNOV
OG0003702	LOC6738011|XP_016031807.1|DSIM	LOC115770084|XP_030571054.1|DNOV
OG0003703	LOC6736578|XP_016030174.1|DSIM	LOC115771021|XP_030572401.1|DNOV
OG0003704	LOC6738457|XP_002085264.2|DSIM	LOC115771074|XP_030572486.1|DNOV
OG0003705	LOC6739319|XP_039148404.1|DSIM	LOC115764841|XP_030563953.1|DNOV
OG0003706	LOC27207062|XP_016030571.1|DSIM	LOC115769850|XP_030570687.1|DNOV
OG0003707	LOC6736308|XP_039149172.1|DSIM	LOC115769835|XP_030570669.1|DNOV
OG0003708	LOC27207496|XP_016032138.2|DSIM	LOC115762755|XP_030560956.1|DNOV
OG0003709	LOC6734241|XP_002081270.1|DSIM	LOC115760852|XP_030558263.1|DNOV
OG0003710	LOC6734242|XP_002081271.1|DSIM	LOC115760851|XP_030558262.1|DNOV
OG0003711	LOC6738701|XP_002085503.1|DSIM	LOC115771554|XP_030573160.1|DNOV
OG0003712	LOC6734484|XP_002081503.1|DSIM	LOC115763287|XP_030561636.1|DNOV
OG0003713	LOC6735398|XP_039147356.1|DSIM	LOC115758392|XP_030554866.1|DNOV
OG0003714	LOC6735399|XP_002082346.1|DSIM	LOC115758387|XP_030554851.1|DNOV
OG0003715	LOC6737261|XP_002084101.1|DSIM	LOC115767126|XP_030567147.1|DNOV
OG0003716	LOC6737908|XP_039148935.1|DSIM	LOC115769776|XP_030570601.1|DNOV
OG0003717	LOC6738366|XP_002085175.1|DSIM	LOC115769972|XP_030570884.1|DNOV
OG0003718	LOC6737233|XP_002084073.1|DSIM	LOC115762948|XP_030561194.1|DNOV
OG0003719	LOC6738005|XP_002084820.1|DSIM	LOC115770081|XP_030571050.1|DNOV
OG0003720	LOC6740277|XP_016040261.1|DSIM	LOC115765401|XP_030564796.1|DNOV
OG0003721	LOC6735722|XP_002082635.2|DSIM	LOC115762195|XP_030560177.1|DNOV
OG0003722	LOC6737163|XP_016030820.1|DSIM	LOC115770999|XP_030572359.1|DNOV
OG0003723	LOC6737429|XP_002084266.1|DSIM	LOC115769673|XP_030570448.1|DNOV
OG0003724	LOC6736896|XP_016030542.1|DSIM	LOC115769712|XP_030570501.1|DNOV
OG0003725	LOC6737837|XP_016031617.1|DSIM	LOC115770540|XP_030571704.1|DNOV
OG0003726	LOC6736871|XP_002083724.1|DSIM	LOC115769919|XP_030570804.1|DNOV
OG0003727	LOC6738997|XP_016032824.1|DSIM	LOC115769398|XP_030570059.1|DNOV
OG0003728	LOC6727862|XP_016034437.1|DSIM	LOC115770806|XP_030572089.1|DNOV
OG0003730	LOC6736532|XP_039149109.1|DSIM	LOC115771557|XP_030573162.1|DNOV
OG0003731	LOC6736752|XP_002083608.1|DSIM	LOC115762945|XP_030561190.1|DNOV
OG0003732	LOC6737604|XP_002084436.3|DSIM	LOC115770023|XP_030570938.1|DNOV
OG0003733	LOC6736327|XP_016029805.1|DSIM	LOC115771291|XP_030572774.1|DNOV
OG0003734	LOC6734433|XP_039149368.1|DSIM	LOC115765812|XP_030565394.1|DNOV
OG0003735	LOC6735961|XP_002082870.1|DSIM	LOC115760289|XP_030557425.1|DNOV
OG0003736	LOC6735139|XP_002082116.1|DSIM	LOC115760778|XP_030558128.1|DNOV
OG0003737	LOC6735687|XP_002082603.1|DSIM	LOC115760642|XP_030557962.1|DNOV
OG0003738	LOC6735762|XP_016029135.1|DSIM	LOC115763508|XP_030561969.1|DNOV
OG0003739	LOC6733385|XP_002080442.1|DSIM	LOC115760760|XP_030558101.1|DNOV
OG0003740	LOC27208943|XP_016026304.1|DSIM	LOC115760787|XP_030558143.1|DNOV
OG0003741	LOC6736328|XP_016029806.1|DSIM	LOC115771294|XP_030572779.1|DNOV
OG0003742	LOC6738621|XP_002085423.1|DSIM	LOC115771431|XP_030572995.1|DNOV
OG0003743	LOC6733465|XP_016026416.1|DSIM	LOC115760881|XP_030558304.1|DNOV
OG0003744	LOC6739291|XP_016026309.1|DSIM	LOC115760790|XP_030558146.1|DNOV
OG0003745	LOC6734163|XP_002081192.1|DSIM	LOC115762123|XP_030560088.1|DNOV
OG0003746	LOC6735469|XP_039148256.1|DSIM	LOC115771774|XP_030573493.1|DNOV
OG0003747	LOC6737807|XP_002084635.1|DSIM	LOC115771243|XP_030572704.1|DNOV
OG0003748	LOC6737803|XP_016031588.1|DSIM	LOC115771114|XP_030572538.1|DNOV
OG0003749	LOC6737798|XP_002084626.1|DSIM	LOC115771255|XP_030572726.1|DNOV
OG0003750	LOC6737801|XP_016031584.1|DSIM	LOC115771008|XP_030572373.1|DNOV
OG0003751	LOC6737795|XP_016031573.1|DSIM	LOC115771254|XP_030572719.1|DNOV
OG0003752	LOC6738406|XP_016032262.1|DSIM	LOC115769935|XP_030570836.1|DNOV
OG0003753	LOC6737044|XP_039150251.1|DSIM	LOC115771057|XP_030572465.1|DNOV
OG0003754	LOC6737043|XP_039150248.1|DSIM	LOC115771042|XP_030572441.1|DNOV
OG0003755	LOC27206218|XP_039150309.1|DSIM	LOC115769938|XP_030570841.1|DNOV
OG0003756	LOC6733148|XP_016026018.2|DSIM	LOC115759802|XP_030556748.1|DNOV
OG0003757	LOC6736146|XP_016029532.1|DSIM	LOC115762113|XP_030560077.1|DNOV
OG0003758	LOC6735163|XP_016028447.1|DSIM	LOC115757714|XP_030553936.1|DNOV
OG0003759	LOC6737305|XP_016031018.1|DSIM	LOC115771091|XP_030572504.1|DNOV
OG0003760	LOC6734965|XP_016028264.1|DSIM	LOC115758923|XP_030555584.1|DNOV
OG0003761	LOC6737291|XP_002084131.1|DSIM	LOC115769748|XP_030570551.1|DNOV
OG0003762	LOC6737293|XP_016031006.1|DSIM	LOC115769897|XP_030570776.1|DNOV
OG0003763	LOC6736973|XP_039149124.1|DSIM	LOC115762654|XP_030560820.1|DNOV
OG0003764	LOC6736968|XP_016030608.1|DSIM	LOC115762762|XP_030560965.1|DNOV
OG0003765	LOC6732253|XP_002079382.1|DSIM	LOC115769233|XP_030569806.1|DNOV
OG0003766	LOC6725138|XP_016038109.1|DSIM	LOC115768522|XP_030568973.1|DNOV
OG0003767	LOC6734637|XP_002081645.1|DSIM	LOC115760838|XP_030558242.1|DNOV
OG0003768	LOC6739381|XP_016027018.1|DSIM	LOC115762385|XP_030560425.1|DNOV
OG0003769	LOC6733979|XP_002081023.1|DSIM	LOC115762081|XP_030560033.1|DNOV
OG0003770	LOC6724744|XP_016037435.1|DSIM	LOC115766722|XP_030566533.1|DNOV
OG0003771	LOC6737248|XP_016030960.1|DSIM	LOC115762645|XP_030560811.1|DNOV
OG0003772	LOC6737386|XP_002084224.1|DSIM	LOC115762690|XP_030560872.1|DNOV
OG0003773	LOC6733793|XP_016026753.1|DSIM	LOC115760943|XP_030558383.1|DNOV
OG0003774	LOC6733787|XP_016026740.1|DSIM	LOC115760912|XP_030558342.1|DNOV
OG0003775	LOC6740245|XP_039152754.1|DSIM	LOC115769011|XP_030569582.1|DNOV
OG0003776	LOC6733288|XP_016026193.1|DSIM	LOC115762521|XP_030560641.1|DNOV
OG0003777	LOC6733484|XP_002080541.1|DSIM	LOC115764379|XP_030563204.1|DNOV
OG0003778	LOC6733997|XP_039148869.1|DSIM	LOC115761378|XP_030558992.1|DNOV
OG0003779	LOC6735406|XP_016028720.1|DSIM	LOC115762212|XP_030560199.1|DNOV
OG0003780	LOC6734899|XP_002081896.1|DSIM	LOC115759989|XP_030557006.1|DNOV
OG0003781	LOC6740338|XP_039152157.1|DSIM	LOC115766766|XP_030566619.1|DNOV
OG0003782	LOC27209123|XP_016037695.1|DSIM	LOC115768906|XP_030569484.1|DNOV
OG0003783	LOC6729876|XP_002105179.2|DSIM	LOC115764869|XP_030564006.1|DNOV
OG0003784	LOC6733659|XP_039148249.1|DSIM	LOC115760847|XP_030558259.1|DNOV
OG0003785	LOC27207467|XP_016026010.1|DSIM	LOC115765267|XP_030564619.1|DNOV
OG0003786	LOC6735064|XP_016028354.1|DSIM	LOC115765869|XP_030565503.1|DNOV
OG0003787	LOC6739466|XP_016028352.1|DSIM	LOC115765965|XP_030565617.1|DNOV
OG0003788	LOC6735984|XP_002082893.1|DSIM	LOC115771833|XP_030573578.1|DNOV
OG0003789	LOC6733417|XP_039148091.1|DSIM	LOC115771381|XP_030572929.1|DNOV
OG0003790	LOC6737108|XP_002083955.1|DSIM	LOC115762787|XP_030560999.1|DNOV
OG0003791	LOC6726968|XP_016033461.1|DSIM	LOC115764683|XP_030563731.1|DNOV
OG0003792	LOC6734970|XP_016028269.1|DSIM	LOC115759384|XP_030556174.1|DNOV
OG0003793	LOC6736148|XP_016029534.1|DSIM	LOC115762114|XP_030560078.1|DNOV
OG0003794	LOC6735710|XP_016029083.1|DSIM	LOC115765487|XP_030564944.1|DNOV
OG0003795	LOC27207737|XP_016031895.2|DSIM	LOC115770472|XP_030571614.1|DNOV
OG0003796	LOC6730089|XP_002105382.1|DSIM	LOC115764916|XP_030564079.1|DNOV
OG0003797	LOC6732323|XP_016024986.1|DSIM	LOC115769291|XP_030569878.1|DNOV
OG0003798	LOC6733720|XP_016026691.1|DSIM	LOC115762162|XP_030560139.1|DNOV
OG0003799	LOC27206600|XP_016029112.2|DSIM	LOC115758416|XP_030554928.1|DNOV
OG0003800	LOC6732328|XP_002079456.1|DSIM	LOC115763472|XP_030561917.1|DNOV
OG0003801	LOC6732891|XP_016025611.1|DSIM	LOC115763525|XP_030561989.1|DNOV
OG0003802	LOC6732899|XP_002080004.2|DSIM	LOC115763014|XP_030561263.1|DNOV
OG0003803	LOC6730087|XP_016036852.1|DSIM	LOC115764890|XP_030564036.1|DNOV
OG0003804	LOC6732346|XP_016024998.1|DSIM	LOC115763323|XP_030561683.1|DNOV
OG0003805	LOC6730406|XP_002077587.3|DSIM	LOC115765559|XP_030565056.1|DNOV
OG0003806	LOC6733155|XP_016026030.1|DSIM	LOC115759818|XP_030556770.1|DNOV
OG0003807	LOC6731142|XP_016023692.1|DSIM	LOC115759191|XP_030555928.1|DNOV
OG0003808	LOC27206216|XP_016032338.2|DSIM	LOC115771048|XP_030572449.1|DNOV
OG0003809	LOC6732733|XP_016025465.1|DSIM	LOC115759763|XP_030556678.1|DNOV
OG0003810	LOC6736088|XP_016029484.1|DSIM	LOC115757683|XP_030553884.1|DNOV
OG0003811	LOC6735259|XP_016028607.1|DSIM	LOC115758490|XP_030555035.1|DNOV
OG0003812	LOC6730420|XP_039147089.1|DSIM	LOC115759247|XP_030556007.1|DNOV
OG0003813	LOC6731693|XP_002078829.1|DSIM	LOC115759777|XP_030556703.1|DNOV
OG0003814	LOC6732096|XP_016024768.1|DSIM	LOC115765493|XP_030564960.1|DNOV
OG0003815	LOC27206460|XP_016033859.1|DSIM	LOC115771923|XP_030573681.1|DNOV
OG0003816	LOC6732825|XP_016025547.1|DSIM	LOC115769296|XP_030569883.1|DNOV
OG0003817	LOC6731635|XP_002078775.1|DSIM	LOC115763478|XP_030561924.1|DNOV
OG0003818	LOC6732726|XP_016025458.1|DSIM	LOC115758367|XP_030554815.1|DNOV
OG0003819	LOC6730926|XP_016023375.1|DSIM	LOC115759295|XP_030556057.1|DNOV
OG0003820	LOC6728842|XP_002104176.1|DSIM	LOC115766123|XP_030565804.1|DNOV
OG0003821	LOC6734482|XP_002081501.1|DSIM	LOC115759328|XP_030556103.1|DNOV
OG0003822	LOC6731210|XP_002078369.2|DSIM	LOC115758869|XP_030555521.1|DNOV
OG0003823	LOC6730615|XP_016023053.1|DSIM	LOC115759887|XP_030556862.1|DNOV
OG0003824	LOC6732837|XP_002079950.1|DSIM	LOC115763572|XP_030562051.1|DNOV
OG0003825	LOC6731533|XP_002078680.1|DSIM	LOC115763497|XP_030561952.1|DNOV
OG0003826	LOC27208514|XP_016023588.1|DSIM	LOC115760186|XP_030557275.1|DNOV
OG0003827	LOC6731631|XP_002078771.1|DSIM	LOC115763422|XP_030561841.1|DNOV
OG0003828	LOC6731634|XP_016024314.1|DSIM	LOC115763351|XP_030561729.1|DNOV
OG0003829	LOC6739237|XP_039154423.1|DSIM	LOC115769173|XP_030569738.1|DNOV
OG0003830	LOC6733064|XP_002080141.1|DSIM	LOC115758717|XP_030555330.1|DNOV
OG0003831	LOC6729037|XP_002104358.1|DSIM	LOC115761521|XP_030559152.1|DNOV
OG0003832	LOC6731268|XP_016023829.1|DSIM	LOC115759192|XP_030555929.1|DNOV
OG0003833	LOC6731270|XP_016023832.1|DSIM	LOC115759194|XP_030555933.1|DNOV
OG0003834	LOC6731283|XP_016023848.1|DSIM	LOC115759883|XP_030556858.1|DNOV
OG0003835	LOC6732445|XP_016025088.1|DSIM	LOC115763353|XP_030561734.1|DNOV
OG0003836	LOC6732756|XP_002079869.2|DSIM	LOC115758339|XP_030554773.1|DNOV
OG0003837	LOC6732754|XP_002079867.2|DSIM	LOC115759149|XP_030555862.1|DNOV
OG0003838	LOC6730884|XP_016023309.1|DSIM	LOC115759975|XP_030556988.1|DNOV
OG0003839	LOC6732207|XP_002079336.1|DSIM	LOC115769207|XP_030569774.1|DNOV
OG0003840	LOC6733468|XP_002080525.1|DSIM	LOC115762074|XP_030560027.1|DNOV
OG0003841	LOC6730721|XP_016023152.1|DSIM	LOC115758340|XP_030554774.1|DNOV
OG0003842	LOC6731924|XP_016024595.1|DSIM	LOC115763142|XP_030561452.1|DNOV
OG0003843	LOC6732274|XP_039153672.1|DSIM	LOC115769311|XP_030569901.1|DNOV
OG0003844	LOC6732205|XP_016024883.1|DSIM	LOC115763582|XP_030562062.1|DNOV
OG0003845	LOC6732396|XP_039151659.1|DSIM	LOC115759120|XP_030555823.1|DNOV
OG0003846	LOC6731653|XP_016024334.1|DSIM	LOC115763343|XP_030561714.1|DNOV
OG0003847	LOC27207473|XP_016024271.1|DSIM	LOC115763252|XP_030561590.1|DNOV
OG0003848	LOC6739737|XP_002076630.2|DSIM	LOC115771618|XP_030573256.1|DNOV
OG0003849	LOC6733872|XP_002080916.1|DSIM	LOC115761318|XP_030558914.1|DNOV
OG0003850	LOC6732293|XP_016024955.1|DSIM	LOC115769211|XP_030569781.1|DNOV
OG0003851	LOC6735410|XP_016028725.1|DSIM	LOC115762075|XP_030560024.1|DNOV
OG0003852	LOC6730670|XP_039154430.1|DSIM	LOC115760305|XP_030557453.1|DNOV
OG0003853	LOC6734687|XP_016027883.1|DSIM	LOC115761011|XP_030558481.1|DNOV
OG0003854	LOC6732554|XP_016025205.1|DSIM	LOC115758573|XP_030555147.1|DNOV
OG0003855	LOC6732553|XP_002079672.3|DSIM	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV
OG0003856	LOC6731939|XP_002079074.1|DSIM	LOC115759261|XP_030556023.1|DNOV
OG0003857	LOC6732493|XP_002079613.1|DSIM	LOC115765476|XP_030564916.1|DNOV
OG0003858	LOC27208298|XP_039153828.1|DSIM	LOC115769128|XP_030569694.1|DNOV
OG0003859	LOC6732727|XP_016025459.1|DSIM	LOC115758782|XP_030555413.1|DNOV
OG0003860	LOC6734989|XP_002081971.2|DSIM	LOC115762283|XP_030560307.1|DNOV
OG0003861	LOC6730756|XP_002077924.1|DSIM	LOC115763424|XP_030561843.1|DNOV
OG0003862	LOC6731173|XP_016023720.1|DSIM	LOC115758680|XP_030555280.1|DNOV
OG0003863	LOC6731609|XP_039151129.1|DSIM	LOC115763085|XP_030561376.1|DNOV
OG0003864	LOC6731608|XP_002078749.1|DSIM	LOC115763205|XP_030561530.1|DNOV
OG0003865	LOC6729673|XP_002104979.2|DSIM	LOC115759555|XP_030556377.1|DNOV
OG0003867	LOC27207535|XP_016025867.1|DSIM	LOC115759980|XP_030556993.1|DNOV
OG0003868	LOC6731789|XP_016024479.2|DSIM	LOC115768693|XP_030569240.1|DNOV
OG0003869	LOC6730858|XP_002078022.2|DSIM	LOC115759103|XP_030555801.1|DNOV
OG0003870	LOC6732682|XP_016025407.1|DSIM	LOC115767709|XP_030567863.1|DNOV
OG0003871	LOC6732074|XP_002079206.1|DSIM	LOC115758643|XP_030555239.1|DNOV
OG0003872	LOC6734934|XP_002081931.1|DSIM	LOC115761558|XP_030559206.1|DNOV
OG0003873	LOC6733045|XP_002080123.1|DSIM	LOC115768546|XP_030569014.1|DNOV
OG0003874	LOC6733066|XP_016025769.1|DSIM	LOC115763095|XP_030561392.1|DNOV
OG0003875	LOC6731745|XP_016024418.1|DSIM	LOC115763341|XP_030561710.1|DNOV
OG0003876	LOC6730591|XP_016023035.1|DSIM	LOC115758550|XP_030555107.1|DNOV
OG0003877	LOC6732456|XP_002079576.1|DSIM	LOC115763402|XP_030561812.1|DNOV
OG0003878	LOC6732728|XP_039147215.1|DSIM	LOC115758595|XP_030555175.1|DNOV
OG0003879	LOC27209130|XP_016029640.2|DSIM	LOC115762567|XP_030560710.1|DNOV
OG0003880	LOC27206237|XP_016031379.1|DSIM	LOC115770455|XP_030571593.1|DNOV
OG0003881	LOC6736098|XP_002082999.1|DSIM	LOC115760519|XP_030557747.1|DNOV
OG0003882	LOC27207977|XP_016026042.1|DSIM	LOC115762061|XP_030560007.1|DNOV
OG0003883	LOC6739896|XP_016038500.1|DSIM	LOC115765359|XP_030564734.1|DNOV
OG0003884	LOC6732250|XP_016024928.1|DSIM	LOC115769316|XP_030569910.1|DNOV
OG0003885	LOC6731230|XP_002078389.1|DSIM	LOC115763047|XP_030561331.1|DNOV
OG0003886	LOC6731229|XP_002078388.2|DSIM	LOC115763043|XP_030561324.1|DNOV
OG0003887	LOC6730722|XP_002077890.3|DSIM	LOC115758341|XP_030554775.1|DNOV
OG0003888	LOC6729132|XP_016035777.1|DSIM	LOC115761618|XP_030559306.1|DNOV
OG0003889	LOC6730544|XP_016022996.1|DSIM	LOC115758628|XP_030555223.1|DNOV
OG0003890	LOC6736639|XP_002083495.1|DSIM	LOC115771071|XP_030572483.1|DNOV
OG0003891	LOC6732259|XP_002079388.2|DSIM	LOC115769294|XP_030569880.1|DNOV
