Orthogroup	DSIM.longest_only	DALB.longest_only
OG0005340	LOC6731721|XP_002078856.2|DSIM	LOC117563293|XP_034097427.1|DALB
OG0005341	LOC6733572|XP_002080627.2|DSIM	LOC117572778|XP_034111764.1|DALB
OG0005342	LOC6732010|XP_016024702.1|DSIM	LOC117564778|XP_034099567.1|DALB
OG0005343	LOC6739289|XP_016026303.1|DSIM	LOC117569857|XP_034107081.1|DALB
OG0005344	LOC6734087|XP_002081122.1|DSIM	LOC117569283|XP_034106280.1|DALB
OG0005345	LOC6731222|XP_002078381.1|DSIM	LOC117563367|XP_034097557.1|DALB
OG0005346	LOC6731293|XP_002078449.1|DSIM	LOC117563262|XP_034097376.1|DALB
OG0005347	LOC6739201|XP_016023390.1|DSIM	LOC117564101|XP_034098638.1|DALB
OG0005348	LOC6731773|XP_002078908.1|DSIM	LOC117563309|XP_034097448.1|DALB
OG0005349	LOC6731764|XP_002078899.1|DSIM	LOC117565541|XP_034100576.1|DALB
OG0005350	LOC6731954|XP_002079089.1|DSIM	LOC117565462|XP_034100457.1|DALB
OG0005351	LOC6737208|XP_016030916.1|DSIM	LOC117569298|XP_034106297.1|DALB
OG0005352	LOC6731811|XP_016024497.1|DSIM	LOC117564205|XP_034098776.1|DALB
OG0005353	LOC6735058|XP_039148569.1|DSIM	LOC117572208|XP_034110768.1|DALB
OG0005354	LOC6730794|XP_039150928.1|DSIM	LOC117563804|XP_034098228.1|DALB
OG0005355	LOC6730434|XP_002077615.1|DSIM	LOC117564117|XP_034098665.1|DALB
OG0005356	LOC6730436|XP_016022901.1|DSIM	LOC117564125|XP_034098674.1|DALB
OG0005357	LOC6731393|XP_016024011.1|DSIM	LOC117565198|XP_034100093.1|DALB
OG0005358	LOC6731305|XP_002078461.1|DSIM	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB
OG0005359	LOC6735788|XP_016029163.1|DSIM	LOC117572639|XP_034111500.1|DALB
OG0005360	LOC6738617|XP_039149258.1|DSIM	LOC117569274|XP_034106267.1|DALB
OG0005363	LOC6731108|XP_016023646.1|DSIM	LOC117565177|XP_034100066.1|DALB
OG0005364	LOC6735465|XP_016028770.1|DSIM	LOC117569909|XP_034107139.1|DALB
OG0005365	LOC6732992|XP_016025673.1|DSIM	LOC117564204|XP_034098772.1|DALB
OG0005366	LOC6732993|XP_016025676.1|DSIM	LOC117564886|XP_034099725.1|DALB
OG0005367	LOC6732995|XP_016025677.1|DSIM	LOC117563991|XP_034098471.1|DALB
OG0005368	LOC6728808|XP_016035500.1|DSIM	LOC117576316|XP_034116862.1|DALB
OG0005369	LOC6730597|XP_002077776.1|DSIM	LOC117564894|XP_034099733.1|DALB
OG0005370	LOC6731942|XP_016024606.1|DSIM	LOC117564082|XP_034098601.1|DALB
OG0005371	LOC6731940|XP_016024605.1|DSIM	LOC117563482|XP_034097734.1|DALB
OG0005372	LOC6728723|XP_016035394.1|DSIM	LOC117574392|XP_034114121.1|DALB
OG0005373	LOC27206749|XP_016025907.1|DSIM	LOC117565704|XP_034100836.1|DALB
OG0005374	LOC6732552|XP_002079671.1|DSIM	LOC117563344|XP_034097513.1|DALB
OG0005375	LOC6732551|XP_002079670.1|DSIM	LOC117564953|XP_034099799.1|DALB
OG0005376	LOC6730520|XP_039147245.1|DSIM	LOC117566230|XP_034101666.1|DALB
OG0005377	LOC27208052|XP_016029877.1|DSIM	LOC117572499|XP_034111241.1|DALB
OG0005378	LOC6730574|XP_002077753.3|DSIM	LOC117564913|XP_034099758.1|DALB
OG0005379	LOC6730664|XP_016023106.1|DSIM	LOC117564732|XP_034099510.1|DALB
OG0005380	LOC6730562|XP_039148892.1|DSIM	LOC117563580|XP_034097857.1|DALB
OG0005381	LOC6732652|XP_016025363.1|DSIM	LOC117565491|XP_034100487.1|DALB
OG0005382	LOC6733017|XP_039154496.1|DSIM	LOC117565911|XP_034101155.1|DALB
OG0005383	LOC6738473|XP_039149702.1|DSIM	LOC117569629|XP_034106758.1|DALB
OG0005384	LOC6727836|XP_016034422.1|DSIM	LOC117575889|XP_034116221.1|DALB
OG0005385	LOC6735363|XP_016028693.1|DSIM	LOC117568748|XP_034105467.1|DALB
OG0005386	LOC6734737|XP_039147744.1|DSIM	LOC117571152|XP_034109050.1|DALB
OG0005387	LOC6729048|XP_016035702.1|DSIM	LOC117574123|XP_034113667.1|DALB
OG0005388	LOC6731081|XP_002078239.1|DSIM	LOC117565634|XP_034100735.1|DALB
OG0005389	LOC6732031|XP_016024726.1|DSIM	LOC117565936|XP_034101212.1|DALB
OG0005390	LOC120284189|XP_016023540.1|DSIM	LOC117563272|XP_034097391.1|DALB
OG0005391	LOC27207560|XP_016023543.1|DSIM	LOC117563276|XP_034097396.1|DALB
OG0005392	LOC6732603|XP_002079722.1|DSIM	LOC117566031|XP_034101366.1|DALB
OG0005393	LOC6728278|XP_002103627.1|DSIM	LOC117576641|XP_034117461.1|DALB
OG0005394	LOC6732601|XP_016025286.1|DSIM	LOC117563904|XP_034098358.1|DALB
OG0005395	LOC6732681|XP_039147082.1|DSIM	LOC117564571|XP_034099297.1|DALB
OG0005396	LOC6731469|XP_016024151.1|DSIM	LOC117563592|XP_034097869.1|DALB
OG0005397	LOC6731471|XP_002078620.1|DSIM	LOC117565362|XP_034100316.1|DALB
OG0005398	LOC6726805|XP_039151487.1|DSIM	LOC117576051|XP_034116473.1|DALB
OG0005399	LOC6733558|XP_016026508.1|DSIM	LOC117570185|XP_034107557.1|DALB
OG0005400	LOC6733635|XP_016026597.1|DSIM	LOC117566644|XP_034102077.1|DALB
OG0005401	LOC6731481|XP_016024162.1|DSIM	LOC117565363|XP_034100317.1|DALB
OG0005402	LOC6731480|XP_016024161.1|DSIM	LOC117566040|XP_034101381.1|DALB
OG0005403	LOC6731475|XP_002078624.1|DSIM	LOC117566038|XP_034101378.1|DALB
OG0005404	LOC6731476|XP_002078625.1|DSIM	LOC117566039|XP_034101379.1|DALB
OG0005405	LOC27209071|XP_016029095.1|DSIM	LOC117566689|XP_034102127.1|DALB
OG0005406	LOC6740743|XP_039147604.1|DSIM	LOC117570460|XP_034108013.1|DALB
OG0005407	LOC6735783|XP_002082696.1|DSIM	LOC117567229|XP_034102950.1|DALB
OG0005408	LOC6731031|XP_002078192.1|DSIM	LOC117566136|XP_034101509.1|DALB
OG0005409	LOC6731404|XP_016024022.1|DSIM	LOC117565093|XP_034099942.1|DALB
OG0005410	LOC6739211|XP_002076121.1|DSIM	LOC117563931|XP_034098394.1|DALB
OG0005412	LOC6734158|XP_002081187.1|DSIM	LOC117569709|XP_034106865.1|DALB
OG0005413	LOC6734240|XP_016027292.1|DSIM	LOC117570532|XP_034108129.1|DALB
OG0005414	LOC6725686|XP_002106689.1|DSIM	LOC117572433|XP_034111156.1|DALB
OG0005415	LOC6725750|XP_016039067.1|DSIM	LOC117578206|XP_034119434.1|DALB
OG0005416	LOC6733388|XP_016026312.1|DSIM	LOC117570938|XP_034108758.1|DALB
OG0005417	LOC6739246|XP_002076154.1|DSIM	LOC117565319|XP_034100250.1|DALB
OG0005418	LOC6732979|XP_016025661.1|DSIM	LOC117564034|XP_034098529.1|DALB
OG0005420	LOC6731276|XP_016023840.2|DSIM	LOC117565395|XP_034100368.1|DALB
OG0005421	LOC6732046|XP_016024730.2|DSIM	LOC117564952|XP_034099798.1|DALB
OG0005422	LOC6740213|XP_016039958.1|DSIM	LOC117573042|XP_034111826.1|DALB
OG0005423	LOC6731638|XP_016024322.1|DSIM	LOC117565922|XP_034101185.1|DALB
OG0005424	LOC6735442|XP_039147247.1|DSIM	LOC117567170|XP_034102876.1|DALB
OG0005425	LOC6740535|XP_016039584.1|DSIM	LOC117576046|XP_034116467.1|DALB
OG0005426	LOC6733689|XP_016026657.1|DSIM	LOC117572329|XP_034110956.1|DALB
OG0005428	LOC6731194|XP_039146977.1|DSIM	LOC117564234|XP_034098816.1|DALB
OG0005429	LOC6731213|XP_039148517.1|DSIM	LOC117563375|XP_034097570.1|DALB
OG0005430	LOC6731214|XP_016023755.1|DSIM	LOC117563374|XP_034097568.1|DALB
OG0005431	LOC6733110|XP_002080187.1|DSIM	LOC117565202|XP_034100098.1|DALB
OG0005432	LOC27209015|XP_039149468.1|DSIM	LOC117565707|XP_034100843.1|DALB
OG0005433	LOC6734896|XP_002081893.1|DSIM	LOC117567415|XP_034103282.1|DALB
OG0005434	LOC6733124|XP_039154591.1|DSIM	LOC117564633|XP_034099383.1|DALB
OG0005435	LOC6727091|XP_002102486.1|DSIM	LOC117565711|XP_034100847.1|DALB
OG0005436	LOC6733131|XP_016025843.1|DSIM	LOC117565710|XP_034100846.1|DALB
OG0005437	LOC6727763|XP_002103125.1|DSIM	LOC117575139|XP_034115136.1|DALB
OG0005438	LOC6730510|XP_016022968.1|DSIM	LOC117565816|XP_034101007.1|DALB
OG0005439	LOC6728225|XP_002103574.1|DSIM	LOC117575181|XP_034115181.1|DALB
OG0005440	LOC6730918|XP_016023365.1|DSIM	LOC117566231|XP_034101668.1|DALB
OG0005441	LOC27206506|XP_016024807.1|DSIM	LOC117565992|XP_034101301.1|DALB
OG0005442	LOC6732743|XP_002079857.1|DSIM	LOC117564221|XP_034098799.1|DALB
OG0005443	LOC6731784|XP_016024476.1|DSIM	LOC117566252|XP_034101696.1|DALB
OG0005444	LOC6730448|XP_002077629.1|DSIM	LOC117563566|XP_034097839.1|DALB
OG0005446	LOC6731426|XP_016024044.1|DSIM	LOC117563243|XP_034097345.1|DALB
OG0005447	LOC6731022|XP_002078183.1|DSIM	LOC117564822|XP_034099635.1|DALB
OG0005448	LOC6734603|XP_002081611.1|DSIM	LOC117567694|XP_034103710.1|DALB
OG0005449	LOC6739838|XP_002076732.1|DSIM	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB
OG0005450	LOC6729933|XP_002105235.1|DSIM	LOC117573642|XP_034112848.1|DALB
OG0005451	LOC6732645|XP_016025357.1|DSIM	LOC117563512|XP_034097779.1|DALB
OG0005452	LOC6735781|XP_016029157.1|DSIM	LOC117568622|XP_034105299.1|DALB
OG0005453	LOC6728844|XP_039151283.1|DSIM	LOC117574499|XP_034114234.1|DALB
OG0005454	LOC6732092|XP_016024765.1|DSIM	LOC117563610|XP_034097901.1|DALB
OG0005455	LOC6736094|XP_016029489.1|DSIM	LOC117571477|XP_034109530.1|DALB
OG0005456	LOC6732780|XP_002079893.1|DSIM	LOC117565684|XP_034100809.1|DALB
OG0005457	LOC6732778|XP_016025492.1|DSIM	LOC117565076|XP_034099915.1|DALB
OG0005459	LOC6731018|XP_002078179.1|DSIM	LOC117564823|XP_034099636.1|DALB
OG0005460	LOC6731083|XP_002078241.1|DSIM	LOC117565629|XP_034100730.1|DALB
OG0005461	LOC6732763|XP_002079876.1|DSIM	LOC117565467|XP_034100464.1|DALB
OG0005462	LOC6732761|XP_002079874.1|DSIM	LOC117565469|XP_034100466.1|DALB
OG0005463	LOC6738054|XP_002084868.1|DSIM	LOC117567479|XP_034103401.1|DALB
OG0005464	LOC6732765|XP_002079878.2|DSIM	LOC117565463|XP_034100458.1|DALB
OG0005465	LOC6732777|XP_016025490.1|DSIM	LOC117566034|XP_034101372.1|DALB
OG0005466	LOC6732779|XP_002079892.3|DSIM	LOC117571798|XP_034110054.1|DALB
OG0005467	LOC6729148|XP_002104469.1|DSIM	LOC117574823|XP_034114685.1|DALB
OG0005468	LOC6731454|XP_002078605.1|DSIM	LOC117566115|XP_034101477.1|DALB
OG0005469	LOC6731495|XP_002078644.1|DSIM	LOC117564057|XP_034098569.1|DALB
OG0005470	LOC6731497|XP_016024175.1|DSIM	LOC117564053|XP_034098564.1|DALB
OG0005471	LOC6732566|XP_039146961.1|DSIM	LOC117564306|XP_034098894.1|DALB
OG0005472	LOC6732564|XP_016025245.1|DSIM	LOC117564660|XP_034099409.1|DALB
OG0005473	LOC6739221|XP_016023611.1|DSIM	LOC117563739|XP_034098109.1|DALB
OG0005474	LOC6732062|XP_002079194.2|DSIM	LOC117563807|XP_034098231.1|DALB
OG0005475	LOC6732061|XP_002079193.1|DSIM	LOC117563400|XP_034097625.1|DALB
OG0005476	LOC6733448|XP_016026397.1|DSIM	LOC117572527|XP_034111278.1|DALB
OG0005477	LOC6737632|XP_016031405.1|DSIM	LOC117572566|XP_034111337.1|DALB
OG0005478	LOC6730965|XP_002078127.1|DSIM	LOC117563646|XP_034097946.1|DALB
OG0005479	LOC6730966|XP_002078128.1|DSIM	LOC117563645|XP_034097945.1|DALB
OG0005480	LOC27207912|XP_016023431.1|DSIM	LOC117564463|XP_034099141.1|DALB
OG0005481	LOC6730877|XP_016023301.1|DSIM	LOC117563552|XP_034097823.1|DALB
OG0005482	LOC6730875|XP_016023296.2|DSIM	LOC117563334|XP_034097493.1|DALB
OG0005483	LOC6727965|XP_002103317.2|DSIM	LOC117573421|XP_034112518.1|DALB
OG0005484	LOC6732423|XP_002079544.1|DSIM	LOC117564562|XP_034099286.1|DALB
OG0005485	LOC6734299|XP_016027358.1|DSIM	LOC117569328|XP_034106346.1|DALB
OG0005486	LOC6733626|XP_002080680.2|DSIM	LOC117570324|XP_034107756.1|DALB
OG0005487	LOC6739185|XP_016023228.1|DSIM	LOC117565558|XP_034100617.1|DALB
OG0005488	LOC6739198|XP_016023225.1|DSIM	LOC117565034|XP_034099874.1|DALB
OG0005489	LOC6730525|XP_002077704.1|DSIM	LOC117563223|XP_034097308.1|DALB
OG0005490	LOC6730524|XP_016022979.1|DSIM	LOC117563222|XP_034097307.1|DALB
OG0005491	LOC6730617|XP_016023064.1|DSIM	LOC117565759|XP_034100904.1|DALB
OG0005492	LOC6730623|XP_002077800.1|DSIM	LOC117565888|XP_034101120.1|DALB
OG0005493	LOC6732864|XP_002079974.1|DSIM	LOC117564226|XP_034098806.1|DALB
OG0005494	LOC6736124|XP_016029513.1|DSIM	LOC117572581|XP_034111356.1|DALB
OG0005495	LOC6736164|XP_016029573.1|DSIM	LOC117570452|XP_034108003.1|DALB
OG0005497	LOC6739253|XP_002076160.2|DSIM	LOC117564454|XP_034099126.1|DALB
OG0005498	LOC6739252|XP_002076161.1|DSIM	LOC117564457|XP_034099132.1|DALB
OG0005499	LOC6732898|XP_016025618.1|DSIM	LOC117563717|XP_034098065.1|DALB
OG0005500	LOC6732897|XP_002080002.1|DSIM	LOC117563718|XP_034098066.1|DALB
OG0005501	LOC6732758|XP_016025480.1|DSIM	LOC117578376|XP_034119699.1|DALB
OG0005502	LOC6732759|XP_016025482.1|DSIM	LOC117578377|XP_034119700.1|DALB
OG0005504	LOC6730599|XP_016023037.1|DSIM	LOC117563929|XP_034098392.1|DALB
OG0005506	LOC6732978|XP_002080057.1|DSIM	LOC117564032|XP_034098525.1|DALB
OG0005507	LOC6730427|XP_002077608.1|DSIM	LOC117563337|XP_034097499.1|DALB
OG0005508	LOC6731900|XP_002079035.1|DSIM	LOC117564069|XP_034098586.1|DALB
OG0005509	LOC6730702|XP_002077872.1|DSIM	LOC117564175|XP_034098734.1|DALB
OG0005510	LOC6732279|XP_016024944.1|DSIM	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB
OG0005511	LOC6724781|XP_002105823.1|DSIM	LOC117578010|XP_034119000.1|DALB
OG0005512	LOC6729121|XP_016035768.1|DSIM	LOC117575483|XP_034115607.1|DALB
OG0005513	LOC6725965|XP_002106948.1|DSIM	LOC117564066|XP_034098582.1|DALB
OG0005514	LOC6729047|XP_016035699.1|DSIM	LOC117575330|XP_034115378.1|DALB
OG0005515	LOC6734196|XP_002081225.1|DSIM	LOC117568202|XP_034104561.1|DALB
OG0005516	LOC6731804|XP_016024491.1|DSIM	LOC117564872|XP_034099710.1|DALB
OG0005517	LOC6731450|XP_039147727.1|DSIM	LOC117564042|XP_034098537.1|DALB
OG0005518	LOC27206499|XP_016025440.1|DSIM	LOC117564091|XP_034098619.1|DALB
OG0005519	LOC27208695|XP_016027100.1|DSIM	LOC117568527|XP_034105121.1|DALB
OG0005520	LOC6731885|XP_039154311.1|DSIM	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB
OG0005521	LOC6731883|XP_002079018.1|DSIM	LOC117564458|XP_034099133.1|DALB
OG0005522	LOC6737646|XP_016031421.1|DSIM	LOC117566687|XP_034102124.1|DALB
OG0005523	LOC6733037|XP_002080116.2|DSIM	LOC117563543|XP_034097813.1|DALB
OG0005524	LOC6731311|XP_039151506.1|DSIM	LOC117566070|XP_034101421.1|DALB
OG0005525	LOC6731682|XP_002078822.1|DSIM	LOC117565829|XP_034101027.1|DALB
OG0005526	LOC6731781|XP_002078916.1|DSIM	LOC117563461|XP_034097704.1|DALB
OG0005527	LOC6724747|XP_016037448.1|DSIM	LOC117573092|XP_034111887.1|DALB
OG0005528	LOC6731355|XP_016023943.1|DSIM	LOC117564837|XP_034099652.1|DALB
OG0005529	LOC6733063|XP_016025754.1|DSIM	LOC117564543|XP_034099257.1|DALB
OG0005530	LOC6730784|XP_016023195.1|DSIM	LOC117565096|XP_034099944.1|DALB
OG0005531	LOC6738986|XP_002085781.2|DSIM	LOC117567026|XP_034102618.1|DALB
OG0005532	LOC6730403|XP_016022867.1|DSIM	LOC117563680|XP_034097998.1|DALB
OG0005533	LOC27206526|XP_039150108.1|DSIM	LOC117564379|XP_034098990.1|DALB
OG0005534	LOC6736302|XP_002083186.2|DSIM	LOC117566854|XP_034102338.1|DALB
OG0005535	LOC6730649|XP_016023087.1|DSIM	LOC117565789|XP_034100957.1|DALB
OG0005536	LOC27206560|XP_016025252.1|DSIM	LOC117566237|XP_034101676.1|DALB
OG0005537	LOC6732153|XP_002079285.1|DSIM	LOC117564938|XP_034099782.1|DALB
OG0005538	LOC6732671|XP_002079788.1|DSIM	LOC117565998|XP_034101307.1|DALB
OG0005539	LOC6732734|XP_016025466.1|DSIM	LOC117563246|XP_034097349.1|DALB
OG0005540	LOC6730489|XP_002077670.2|DSIM	LOC117565841|XP_034101046.1|DALB
OG0005541	LOC6730423|XP_002077604.2|DSIM	LOC117564752|XP_034099533.1|DALB
OG0005542	LOC6736630|XP_016030214.1|DSIM	LOC117570050|XP_034107368.1|DALB
OG0005543	LOC6732812|XP_002079925.1|DSIM	LOC117563656|XP_034097959.1|DALB
OG0005544	LOC6730468|XP_039146927.1|DSIM	LOC117566112|XP_034101472.1|DALB
OG0005545	LOC6731968|XP_002079102.1|DSIM	LOC117563731|XP_034098101.1|DALB
OG0005546	LOC6733035|XP_016025722.1|DSIM	LOC117563776|XP_034098174.1|DALB
OG0005547	LOC6731472|XP_016024155.1|DSIM	LOC117564441|XP_034099070.1|DALB
OG0005548	LOC6731477|XP_016024158.1|DSIM	LOC117566035|XP_034101375.1|DALB
OG0005549	LOC6731479|XP_002078628.1|DSIM	LOC117566041|XP_034101382.1|DALB
OG0005550	LOC6731063|XP_016023582.1|DSIM	LOC117563920|XP_034098376.1|DALB
OG0005551	LOC6735189|XP_016028474.1|DSIM	LOC117570630|XP_034108289.1|DALB
OG0005552	LOC6735188|XP_002082162.2|DSIM	LOC117570625|XP_034108282.1|DALB
OG0005553	LOC6730600|XP_002077779.1|DSIM	LOC117563928|XP_034098390.1|DALB
OG0005554	LOC6730945|XP_016023405.2|DSIM	LOC117565500|XP_034100510.1|DALB
OG0005555	LOC6739202|XP_016023400.1|DSIM	LOC117565509|XP_034100533.1|DALB
OG0005556	LOC6739204|XP_002076116.1|DSIM	LOC117565503|XP_034100526.1|DALB
OG0005557	LOC6732546|XP_002079665.2|DSIM	LOC117565850|XP_034101059.1|DALB
OG0005558	LOC6739874|XP_016038769.1|DSIM	LOC117565497|XP_034100495.1|DALB
OG0005559	LOC6732976|XP_016025658.1|DSIM	LOC117564033|XP_034098527.1|DALB
OG0005560	LOC6732544|XP_002079663.1|DSIM	LOC117565847|XP_034101052.1|DALB
OG0005561	LOC27207672|XP_016038573.1|DSIM	LOC117564959|XP_034099831.1|DALB
OG0005562	LOC6731005|XP_016023471.1|DSIM	LOC117563524|XP_034097792.1|DALB
OG0005563	LOC6724739|XP_016037422.1|DSIM	LOC117573224|XP_034112148.1|DALB
OG0005564	LOC6731770|XP_039154334.1|DSIM	LOC117565815|XP_034101006.1|DALB
OG0005565	LOC6732604|XP_016025309.1|DSIM	LOC117566029|XP_034101364.1|DALB
OG0005566	LOC6732605|XP_002079724.1|DSIM	LOC117566030|XP_034101365.1|DALB
OG0005567	LOC6729464|XP_016036137.1|DSIM	LOC117575664|XP_034115841.1|DALB
OG0005568	LOC6731028|XP_002078189.2|DSIM	LOC117564074|XP_034098591.1|DALB
OG0005569	LOC6730658|XP_016023096.1|DSIM	LOC117564960|XP_034099806.1|DALB
OG0005570	LOC6730526|XP_016022981.1|DSIM	LOC117563224|XP_034097311.1|DALB
OG0005571	LOC6735830|XP_039148836.1|DSIM	LOC117567710|XP_034103758.1|DALB
OG0005572	LOC6735536|XP_002082472.2|DSIM	LOC117569793|XP_034106991.1|DALB
OG0005573	LOC6729622|XP_016036258.1|DSIM	LOC117576794|XP_034117744.1|DALB
OG0005574	LOC6733398|XP_016026319.1|DSIM	LOC117570284|XP_034107695.1|DALB
OG0005575	LOC27207042|XP_016035324.1|DSIM	LOC117574671|XP_034114467.1|DALB
OG0005576	LOC6734711|XP_002081718.1|DSIM	LOC117571787|XP_034110037.1|DALB
OG0005577	LOC6738121|XP_016031958.1|DSIM	LOC117569943|XP_034107195.1|DALB
OG0005578	LOC6738821|XP_016032636.1|DSIM	LOC117568517|XP_034105109.1|DALB
OG0005579	LOC27207176|XP_016032637.1|DSIM	LOC117568518|XP_034105111.1|DALB
OG0005580	LOC6737384|XP_002084222.2|DSIM	LOC117571840|XP_034110119.1|DALB
OG0005581	LOC6725257|XP_039153443.1|DSIM	LOC117577879|XP_034118731.1|DALB
OG0005582	LOC6739074|XP_016032900.1|DSIM	LOC117567618|XP_034103600.1|DALB
OG0005583	LOC6737282|XP_002084122.1|DSIM	LOC117570993|XP_034108833.1|DALB
OG0005584	LOC6731176|XP_039148766.1|DSIM	LOC117563854|XP_034098273.1|DALB
OG0005585	LOC6727053|XP_002102450.1|DSIM	LOC117576256|XP_034116786.1|DALB
OG0005586	LOC6726830|XP_002102237.1|DSIM	LOC117574058|XP_034113565.1|DALB
OG0005587	LOC6731914|XP_002079049.2|DSIM	LOC117570885|XP_034108674.1|DALB
OG0005588	LOC6738246|XP_016032115.1|DSIM	LOC117566804|XP_034102242.1|DALB
OG0005589	LOC6728849|XP_002104183.1|DSIM	LOC117576386|XP_034116989.1|DALB
OG0005590	LOC6733263|XP_002080326.1|DSIM	LOC117572194|XP_034110741.1|DALB
OG0005591	LOC27208834|XP_039152432.1|DSIM	LOC117578132|XP_034119229.1|DALB
OG0005592	LOC6727787|XP_016034358.1|DSIM	LOC117575345|XP_034115401.1|DALB
OG0005593	LOC6736436|XP_002083307.1|DSIM	LOC117568287|XP_034104695.1|DALB
OG0005594	LOC6737084|XP_002083931.1|DSIM	LOC117567095|XP_034102766.1|DALB
OG0005595	LOC6737083|XP_039148942.1|DSIM	LOC117567093|XP_034102764.1|DALB
OG0005596	LOC6736410|XP_002083282.1|DSIM	LOC117566383|XP_034101777.1|DALB
OG0005597	LOC6728964|XP_039151468.1|DSIM	LOC117574875|XP_034114794.1|DALB
OG0005598	LOC6730121|XP_002105414.1|DSIM	LOC117574063|XP_034113577.1|DALB
OG0005599	LOC6735533|XP_016028885.1|DSIM	LOC117569792|XP_034106984.1|DALB
OG0005600	LOC6728923|XP_002104251.1|DSIM	LOC117576408|XP_034117027.1|DALB
OG0005601	LOC27207490|XP_016040083.1|DSIM	LOC117578322|XP_034119669.1|DALB
OG0005602	LOC6729719|XP_039151692.1|DSIM	LOC117575765|XP_034116021.1|DALB
OG0005603	LOC6734591|XP_002081599.1|DSIM	LOC117572454|XP_034111177.1|DALB
OG0005604	LOC6734588|XP_039148631.1|DSIM	LOC117567098|XP_034102768.1|DALB
OG0005605	LOC6734120|XP_039147856.1|DSIM	LOC117566994|XP_034102559.1|DALB
OG0005606	LOC6732053|XP_002079185.2|DSIM	LOC117563832|XP_034098251.1|DALB
OG0005607	LOC6728521|XP_002103866.1|DSIM	LOC117575780|XP_034116040.1|DALB
OG0005608	LOC27206719|XP_016035182.1|DSIM	LOC117575046|XP_034115020.1|DALB
OG0005609	LOC6736593|XP_016030188.1|DSIM	LOC117567725|XP_034103778.1|DALB
OG0005610	LOC6737227|XP_002084067.1|DSIM	LOC117566973|XP_034102525.1|DALB
OG0005611	LOC6736632|XP_016030228.1|DSIM	LOC117569421|XP_034106466.1|DALB
OG0005612	LOC6728437|XP_002103782.1|DSIM	LOC117575033|XP_034115003.1|DALB
OG0005613	LOC6727824|XP_002103185.1|DSIM	LOC117574918|XP_034114859.1|DALB
OG0005614	LOC6726809|XP_016033312.1|DSIM	LOC117574129|XP_034113677.1|DALB
OG0005616	LOC6727991|XP_002103343.1|DSIM	LOC117573541|XP_034112711.1|DALB
OG0005617	LOC6726971|XP_016033470.2|DSIM	LOC117573995|XP_034113434.1|DALB
OG0005618	LOC6734072|XP_002081107.1|DSIM	LOC117567554|XP_034103504.1|DALB
OG0005619	LOC6727544|XP_002102924.1|DSIM	LOC117574718|XP_034114532.1|DALB
OG0005620	LOC6725625|XP_016038834.1|DSIM	LOC117578058|XP_034119083.1|DALB
OG0005621	LOC6739992|XP_039152275.1|DSIM	LOC117564836|XP_034099655.1|DALB
OG0005622	LOC6725302|XP_002106320.1|DSIM	LOC117577998|XP_034118988.1|DALB
OG0005623	LOC6724961|XP_016037829.1|DSIM	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB
OG0005624	LOC6727030|XP_016033521.1|DSIM	LOC117576877|XP_034117874.1|DALB
OG0005625	LOC6727903|XP_016034522.1|DSIM	LOC117573429|XP_034112532.1|DALB
OG0005626	LOC6725401|XP_016038465.1|DSIM	LOC117578074|XP_034119110.1|DALB
OG0005627	LOC6728467|XP_016035109.1|DSIM	LOC117576490|XP_034117155.1|DALB
OG0005628	LOC6727975|XP_002103327.1|DSIM	LOC117576265|XP_034116799.1|DALB
OG0005629	LOC6733993|XP_002081037.1|DSIM	LOC117567260|XP_034103001.1|DALB
OG0005630	LOC6734164|XP_016027166.1|DSIM	LOC117571894|XP_034110250.1|DALB
OG0005631	LOC6725633|XP_002106640.1|DSIM	LOC117568732|XP_034105449.1|DALB
OG0005632	LOC6725898|XP_039152904.1|DSIM	LOC117577874|XP_034118723.1|DALB
OG0005633	LOC6727582|XP_016034175.1|DSIM	LOC117576682|XP_034117569.1|DALB
OG0005634	LOC6727657|XP_016034254.1|DSIM	LOC117576854|XP_034117838.1|DALB
OG0005635	LOC6731754|XP_016024430.1|DSIM	LOC117565242|XP_034100144.1|DALB
OG0005636	LOC6726967|XP_016033459.1|DSIM	LOC117573281|XP_034112261.1|DALB
OG0005637	LOC6728911|XP_002104241.1|DSIM	LOC117573989|XP_034113429.1|DALB
OG0005638	LOC6735374|XP_016028702.1|DSIM	LOC117569662|XP_034106799.1|DALB
OG0005639	LOC6735499|XP_016028836.2|DSIM	LOC117572682|XP_034111607.1|DALB
OG0005640	LOC6728490|XP_002103835.1|DSIM	LOC117576507|XP_034117197.1|DALB
OG0005641	LOC6740033|XP_016038576.1|DSIM	LOC117574628|XP_034114413.1|DALB
OG0005642	LOC6727214|XP_002102606.1|DSIM	LOC117574215|XP_034113813.1|DALB
OG0005643	LOC6736765|XP_002083621.2|DSIM	LOC117570201|XP_034107579.1|DALB
OG0005644	LOC6737478|XP_002084314.1|DSIM	LOC117567286|XP_034103047.1|DALB
