Orthogroup	DSIM.longest_only	ASTE.longest_only
OG0004238	LOC6727637|XP_002103014.1|DSIM	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC6727223|XP_002102615.1|DSIM	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC6726775|XP_002102183.2|DSIM	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC6728862|XP_016035546.1|DSIM	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC6728845|XP_016035528.1|DSIM	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC6736858|XP_002083714.1|DSIM	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC6727600|XP_002102979.2|DSIM	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC6736316|XP_002083200.1|DSIM	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC6737684|XP_016031445.1|DSIM	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC6724943|XP_002105980.1|DSIM	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC6735395|XP_002082342.1|DSIM	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC6736200|XP_016029631.1|DSIM	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC6732195|XP_002079324.1|DSIM	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC6724787|XP_002105829.1|DSIM	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC120285045|XP_039151396.1|DSIM	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC6728880|XP_002104213.2|DSIM	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC6740240|XP_016040063.2|DSIM	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC6730749|XP_016023166.1|DSIM	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC6730140|XP_002105431.1|DSIM	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC6729562|XP_039150655.1|DSIM	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC6734795|XP_002081798.1|DSIM	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC6726723|XP_039151957.1|DSIM	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC6726819|XP_016033321.1|DSIM	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC6739767|XP_002076661.1|DSIM	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC6727467|XP_016034061.1|DSIM	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC6727137|XP_002102530.2|DSIM	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC6727065|XP_002102462.1|DSIM	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC6727874|XP_016034470.1|DSIM	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC6728748|XP_016035420.1|DSIM	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC6734041|XP_016027052.1|DSIM	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC6734735|XP_002081738.2|DSIM	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC27208844|XP_016026346.1|DSIM	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC6734284|XP_002081313.1|DSIM	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC6728527|XP_002103872.1|DSIM	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC6728360|XP_002103708.1|DSIM	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC6725591|XP_002106600.1|DSIM	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC6725690|XP_016038950.1|DSIM	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC6737196|XP_016030901.1|DSIM	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC6725837|XP_016039157.1|DSIM	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC6730499|XP_002077680.2|DSIM	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC6725157|XP_039153212.1|DSIM	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC6733512|XP_002080567.2|DSIM	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC6734825|XP_002081827.1|DSIM	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC6734826|XP_002081828.1|DSIM	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC27207169|XP_016023607.1|DSIM	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC6729310|XP_002104627.1|DSIM	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC6737700|XP_039149904.1|DSIM	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC6737699|XP_016031472.1|DSIM	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC6737692|XP_002084524.1|DSIM	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC6738730|XP_016032541.1|DSIM	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC6734453|XP_016027578.1|DSIM	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC6734505|XP_002081524.1|DSIM	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC27209382|XP_016030744.1|DSIM	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC6738213|XP_016032076.1|DSIM	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC6738096|XP_016031914.1|DSIM	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC6738095|XP_016031910.1|DSIM	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC6738093|XP_002084907.1|DSIM	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC6736042|XP_039147855.1|DSIM	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC6739357|XP_016026517.1|DSIM	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC6734375|XP_039147679.1|DSIM	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC6735397|XP_002082344.1|DSIM	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC6737115|XP_002083962.2|DSIM	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC6734723|XP_016027933.1|DSIM	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC6733750|XP_002080794.1|DSIM	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC6734937|XP_016028248.2|DSIM	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC6734313|XP_039148730.1|DSIM	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC27206886|XP_016027089.1|DSIM	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC6734385|XP_016027509.1|DSIM	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC6735973|XP_016029334.1|DSIM	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC6737359|XP_016031098.1|DSIM	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC6733608|XP_016026566.1|DSIM	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC6738811|XP_016032616.1|DSIM	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC6736020|XP_016029422.1|DSIM	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC6733221|XP_016026093.1|DSIM	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC6735591|XP_002082511.1|DSIM	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC6736050|XP_002082951.1|DSIM	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC6733781|XP_016026733.1|DSIM	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC6733511|XP_016026475.1|DSIM	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC6736028|XP_016029424.1|DSIM	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC6734201|XP_016027234.1|DSIM	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC6729098|XP_002104419.2|DSIM	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC6731514|XP_002078662.1|DSIM	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC6727569|XP_016034167.1|DSIM	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC6736349|XP_016029819.1|DSIM	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC27206493|XP_039154280.1|DSIM	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC6735792|XP_002082705.1|DSIM	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC6735793|XP_016029179.1|DSIM	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC6726099|XP_016039573.1|DSIM	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC6735899|XP_002082809.1|DSIM	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC27207297|XP_016029397.1|DSIM	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC6734950|XP_002081947.2|DSIM	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC6733775|XP_002080819.2|DSIM	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC6731684|XP_002078824.1|DSIM	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC6732565|XP_002079684.1|DSIM	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC6739224|XP_016023971.1|DSIM	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC6733244|XP_002080307.1|DSIM	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC6735359|XP_016028690.1|DSIM	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC6731456|XP_002078607.1|DSIM	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC6737422|XP_002084260.1|DSIM	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC6734493|XP_002081512.1|DSIM	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC6734492|XP_002081511.1|DSIM	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC6735855|XP_002082765.1|DSIM	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC6736179|XP_016029596.2|DSIM	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC6736173|XP_016029592.1|DSIM	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC6736170|XP_002083070.1|DSIM	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC6733094|XP_016025813.1|DSIM	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC6736048|XP_039148031.1|DSIM	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC6736044|XP_002082946.1|DSIM	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC6739505|XP_016029341.1|DSIM	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC6735968|XP_016029321.1|DSIM	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC6733355|XP_002080412.1|DSIM	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC6734380|XP_016027498.1|DSIM	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC27208387|XP_016033137.1|DSIM	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC6729891|XP_016036650.1|DSIM	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC6727978|XP_002103330.1|DSIM	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC6726961|XP_016033450.1|DSIM	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC6734266|XP_002081295.1|DSIM	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC6733362|XP_016026280.1|DSIM	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC6734077|XP_016027075.1|DSIM	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC6735223|XP_016028540.1|DSIM	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC27207351|XP_016032455.1|DSIM	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC6728542|XP_002103887.1|DSIM	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC6736262|XP_002083146.1|DSIM	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC6725832|XP_002106828.2|DSIM	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC6740725|XP_016027343.1|DSIM	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC6735490|XP_039147230.1|DSIM	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC6730501|XP_002077682.1|DSIM	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC6738854|XP_016032672.1|DSIM	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC6739161|XP_002085951.1|DSIM	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC6739326|XP_016026477.1|DSIM	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC6734827|XP_016028059.1|DSIM	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC6740067|XP_016038839.1|DSIM	LOC118504107|XP_035894087.1|ASTE
OG0004372	LOC6736039|XP_016029438.2|DSIM	LOC118504078|XP_035894035.1|ASTE
OG0004373	LOC27207372|XP_016034920.1|DSIM	LOC118504116|XP_035894100.1|ASTE
OG0004374	LOC6734929|XP_016028214.1|DSIM	LOC118505919|XP_035898281.1|ASTE
OG0004375	LOC6737109|XP_002083956.1|DSIM	LOC118505929|XP_035898328.1|ASTE
OG0004376	LOC6738784|XP_016032602.1|DSIM	LOC118507167|XP_035901124.1|ASTE
OG0004377	LOC6737514|XP_002084350.1|DSIM	LOC118512381|XP_035912644.1|ASTE
OG0004378	LOC6734580|XP_039148853.1|DSIM	LOC118507234|XP_035901373.1|ASTE
OG0004379	LOC6735492|XP_002082431.1|DSIM	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC6733607|XP_002080661.1|DSIM	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC6727760|XP_016034337.1|DSIM	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC6734099|XP_039148212.1|DSIM	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC27208918|XP_016027545.1|DSIM	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC27207294|XP_016027544.1|DSIM	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC6734042|XP_002081078.1|DSIM	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC6739394|XP_039147331.1|DSIM	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC6737963|XP_016031709.1|DSIM	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC6739423|XP_016027113.1|DSIM	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC6736721|XP_016030336.1|DSIM	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC6738212|XP_016032074.1|DSIM	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC6735286|XP_039147235.1|DSIM	LOC118505281|XP_035896745.1|ASTE
OG0004392	LOC6738219|XP_039149054.1|DSIM	LOC118508082|XP_035903438.1|ASTE
OG0004393	LOC6735152|XP_016028432.1|DSIM	LOC118504896|XP_035895850.1|ASTE
OG0004394	LOC6734788|XP_039147523.1|DSIM	LOC118517677|XP_035919969.1|ASTE
OG0004395	LOC6734357|XP_016027432.1|DSIM	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC6733186|XP_016026070.1|DSIM	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC6734282|XP_016027348.1|DSIM	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC6734281|XP_002081310.1|DSIM	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC6734667|XP_002081674.1|DSIM	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC6728894|XP_016035588.1|DSIM	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC6735940|XP_002082850.1|DSIM	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC6735937|XP_016029294.1|DSIM	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC6734494|XP_002081513.1|DSIM	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC6733194|XP_016026079.1|DSIM	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC6738819|XP_016032633.1|DSIM	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC6737968|XP_016031715.1|DSIM	LOC118505992|XP_035898458.1|ASTE
OG0004407	LOC6733620|XP_002080674.2|DSIM	LOC118504726|XP_035895460.1|ASTE
OG0004408	LOC6737953|XP_016031704.1|DSIM	LOC118507332|XP_035901614.1|ASTE
OG0004409	LOC6724704|XP_016022637.1|DSIM	LOC118512349|XP_035912536.1|ASTE
OG0004410	LOC6734936|XP_016028247.1|DSIM	LOC118504747|XP_035895529.1|ASTE
OG0004411	LOC6739104|XP_002085897.1|DSIM	LOC118512393|XP_035912663.1|ASTE
OG0004412	LOC6739103|XP_016032943.1|DSIM	LOC118512373|XP_035912616.1|ASTE
OG0004413	LOC27206277|XP_016029309.1|DSIM	LOC118512374|XP_035912618.1|ASTE
OG0004414	LOC6736010|XP_002082919.1|DSIM	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC6734571|XP_002081580.1|DSIM	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC27207618|XP_002080425.1|DSIM	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC6729465|XP_002104775.2|DSIM	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC6735128|XP_016028413.1|DSIM	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC6733604|XP_016026563.1|DSIM	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC6734200|XP_002081229.1|DSIM	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC6738530|XP_016032373.1|DSIM	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC6738465|XP_016032296.1|DSIM	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC6734859|XP_002081860.1|DSIM	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC6736053|XP_039148027.1|DSIM	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC6738868|XP_002085663.1|DSIM	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC6738856|XP_002085656.1|DSIM	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC6738228|XP_002085040.1|DSIM	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC6728193|XP_016034828.1|DSIM	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC27209444|XP_016023610.2|DSIM	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC6738069|XP_016031897.1|DSIM	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC6729040|XP_002104361.1|DSIM	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC6729041|XP_002104362.2|DSIM	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC6739047|XP_016032882.1|DSIM	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC6734280|XP_002081309.1|DSIM	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC6735268|XP_016028617.1|DSIM	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC6734396|XP_039147835.1|DSIM	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC6736185|XP_002083080.1|DSIM	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC6734437|XP_002081457.1|DSIM	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC6734489|XP_002081508.1|DSIM	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC6734935|XP_002081932.1|DSIM	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC6730629|XP_002077806.1|DSIM	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC6734894|XP_016028170.1|DSIM	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC6737799|XP_002084627.1|DSIM	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC6734829|XP_002081831.1|DSIM	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC6739510|XP_016029394.1|DSIM	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC6730297|XP_002105580.1|DSIM	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC6729373|XP_002104689.1|DSIM	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC6734946|XP_002081943.1|DSIM	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC6738200|XP_002085013.1|DSIM	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC6734117|XP_016027133.1|DSIM	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC6734128|XP_016027143.1|DSIM	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC6735271|XP_016028619.1|DSIM	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC6735062|XP_002082039.1|DSIM	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC6728435|XP_002103780.2|DSIM	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC6738193|XP_002085006.1|DSIM	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC6724776|XP_016037533.1|DSIM	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC6737683|XP_039149519.1|DSIM	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC6737708|XP_016031483.1|DSIM	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC6737876|XP_016031652.1|DSIM	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC6738453|XP_016032288.1|DSIM	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC6738136|XP_002084949.2|DSIM	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC6738637|XP_016032474.1|DSIM	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC6739141|XP_016032991.1|DSIM	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC6737971|XP_016031724.1|DSIM	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC6738647|XP_002085449.2|DSIM	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC6738630|XP_016032467.1|DSIM	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC6738788|XP_002085588.1|DSIM	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC6738789|XP_016032604.1|DSIM	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC6738155|XP_016031987.1|DSIM	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC6732655|XP_039147530.1|DSIM	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC6729054|XP_039151137.1|DSIM	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC6733754|XP_002080798.1|DSIM	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC27206964|XP_016027076.1|DSIM	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC6734079|XP_016027077.1|DSIM	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC6728283|XP_002103632.1|DSIM	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC6731097|XP_002078254.1|DSIM	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC6733509|XP_002080565.1|DSIM	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC6734488|XP_016027612.1|DSIM	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC6735971|XP_002082880.1|DSIM	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC6726591|XP_039153796.1|DSIM	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC120284191|XP_039148572.1|DSIM	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC6730273|XP_016037039.1|DSIM	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC6735963|XP_002082872.1|DSIM	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC6726958|XP_002102360.1|DSIM	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC6724866|XP_039153120.1|DSIM	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC6734941|XP_002081938.1|DSIM	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC6738422|XP_002085231.1|DSIM	LOC118509838|XP_035906923.1|ASTE
OG0004488	LOC6733298|XP_016026221.1|DSIM	LOC118512905|XP_035913923.1|ASTE
OG0004504	LOC6739677|XP_016033042.1|DSIM	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC6728139|XP_016034751.1|DSIM	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC27207186|XP_016036666.1|DSIM	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC6726957|XP_016033442.1|DSIM	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC6729764|XP_016036449.1|DSIM	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC6737688|XP_002084520.1|DSIM	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC27207946|XP_016039678.1|DSIM	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC6729511|XP_039150578.1|DSIM	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC6724735|XP_039152169.1|DSIM	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC6724715|XP_016037307.1|DSIM	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC6724711|XP_016037279.1|DSIM	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC6740125|XP_039153922.1|DSIM	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC6739858|XP_016039088.1|DSIM	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC27208971|XP_016038637.1|DSIM	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC6739840|XP_039153263.1|DSIM	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC6730029|XP_016036796.1|DSIM	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC6726075|XP_016039461.1|DSIM	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC6733181|XP_002080257.1|DSIM	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC6740034|XP_016038607.1|DSIM	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC6730318|XP_016037083.1|DSIM	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC6739961|XP_016037912.1|DSIM	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC6725883|XP_016039239.1|DSIM	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC6740311|XP_039153683.1|DSIM	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC6724971|XP_002106007.1|DSIM	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC27209411|XP_016040166.1|DSIM	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC6725209|XP_039153475.1|DSIM	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC27207010|XP_016039663.1|DSIM	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC27207662|XP_039150730.1|DSIM	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC6726010|XP_016039385.2|DSIM	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC6740103|XP_002076987.1|DSIM	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC6734793|XP_002081796.2|DSIM	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC6738339|XP_002085149.1|DSIM	LOC118502977|XP_035891687.1|ASTE
