Orthogroup	DSIM.longest_only	DMIR.longest_only
OG0004708	LOC6727139|XP_002102532.1|DSIM	LOC108154849|XP_017140754.1|DMIR
OG0004709	LOC6729004|XP_016035667.1|DSIM	LOC108155545|XP_017141913.1|DMIR
OG0004710	LOC6728105|XP_039151471.1|DSIM	LOC108155038|XP_017141092.1|DMIR
OG0004711	LOC6729790|XP_002105095.2|DSIM	LOC108156049|XP_017142810.2|DMIR
OG0004712	LOC6728200|XP_002103549.2|DSIM	LOC108155482|XP_017141795.1|DMIR
OG0004713	LOC6729355|XP_016035992.1|DSIM	LOC108156368|XP_017143261.1|DMIR
OG0004714	LOC6729368|XP_016036004.1|DSIM	LOC108154703|XP_017140542.2|DMIR
OG0004715	LOC6732320|XP_016024982.1|DSIM	LOC108161675|XP_017151471.1|DMIR
OG0004716	LOC6729344|XP_016035983.2|DSIM	LOC108156632|XP_017143719.1|DMIR
OG0004717	LOC6739885|XP_016038748.1|DSIM	LOC108163424|XP_017154222.2|DMIR
OG0004718	LOC6730856|XP_039146942.1|DSIM	LOC108163535|XP_017154377.1|DMIR
OG0004719	LOC6730272|XP_039150349.1|DSIM	LOC108156307|XP_033244397.1|DMIR
OG0004720	LOC6729320|XP_039151536.1|DSIM	LOC108156118|XP_017142912.1|DMIR
OG0004721	LOC6729898|XP_002105200.2|DSIM	LOC108155092|XP_017141203.1|DMIR
OG0004722	LOC6730038|XP_002105331.1|DSIM	LOC108156870|XP_017144087.1|DMIR
OG0004723	LOC27207986|XP_016040120.1|DSIM	LOC108155046|XP_017141111.1|DMIR
OG0004724	LOC6727532|XP_002102912.1|DSIM	LOC108156360|XP_017143253.2|DMIR
OG0004725	LOC6729792|XP_016036480.2|DSIM	LOC108156048|XP_017142809.1|DMIR
OG0004726	LOC6729859|XP_016036597.1|DSIM	LOC108156644|XP_017143735.1|DMIR
OG0004727	LOC6729240|XP_016035892.1|DSIM	LOC108157211|XP_033245305.1|DMIR
OG0004728	LOC6728343|XP_016034969.1|DSIM	LOC108154244|XP_017139967.1|DMIR
OG0004729	LOC6725890|XP_002106885.1|DSIM	LOC108164870|XP_017156305.1|DMIR
OG0004730	LOC6731256|XP_002078415.1|DSIM	LOC108163621|XP_017154509.1|DMIR
OG0004731	LOC6727509|XP_016034089.1|DSIM	LOC108156401|XP_017143328.1|DMIR
OG0004732	LOC6728675|XP_002104014.2|DSIM	LOC108157475|XP_017145043.2|DMIR
OG0004733	LOC6727730|XP_002103092.1|DSIM	LOC108156363|XP_017143255.1|DMIR
OG0004734	LOC6729028|XP_002104349.1|DSIM	LOC108155986|XP_017142667.2|DMIR
OG0004735	LOC6730386|XP_016037169.1|DSIM	LOC108157236|XP_017144686.1|DMIR
OG0004736	LOC6729964|XP_039150895.1|DSIM	LOC108155243|XP_017141422.1|DMIR
OG0004737	LOC6726674|XP_016033168.1|DSIM	LOC108157516|XP_017145107.1|DMIR
OG0004738	LOC6726675|XP_016033170.1|DSIM	LOC108157329|XP_017144834.1|DMIR
OG0004739	LOC6729275|XP_002104595.1|DSIM	LOC108154671|XP_017140501.1|DMIR
OG0004740	LOC6729477|XP_002104787.1|DSIM	LOC108157849|XP_017145542.1|DMIR
OG0004741	LOC6727531|XP_016034109.1|DSIM	LOC108154636|XP_017140448.1|DMIR
OG0004742	LOC6724724|XP_016037359.1|DSIM	LOC108164398|XP_017155513.1|DMIR
OG0004743	LOC6727501|XP_039150716.1|DSIM	LOC108156623|XP_017143668.1|DMIR
OG0004744	LOC27206835|XP_016025064.1|DSIM	LOC108163381|XP_017154124.1|DMIR
OG0004745	LOC27206454|XP_039151941.1|DSIM	LOC108156410|XP_017143344.1|DMIR
OG0004746	LOC6728457|XP_016035076.1|DSIM	LOC108155820|XP_017142397.1|DMIR
OG0004747	LOC6728458|XP_016035077.1|DSIM	LOC108155821|XP_017142399.1|DMIR
OG0004748	LOC6728455|XP_016035070.1|DSIM	LOC108155586|XP_017141984.1|DMIR
OG0004749	LOC6727315|XP_016033849.1|DSIM	LOC108155589|XP_033244126.1|DMIR
OG0004750	LOC6729042|XP_016035695.1|DSIM	LOC108156246|XP_017143084.1|DMIR
OG0004751	LOC6727974|XP_016034567.1|DSIM	LOC108155121|XP_033245624.1|DMIR
OG0004752	LOC27208451|XP_016036494.1|DSIM	LOC108154384|XP_017140137.1|DMIR
OG0004753	LOC6729491|XP_016036162.1|DSIM	LOC108154720|XP_017140570.1|DMIR
OG0004754	LOC6729903|XP_002105205.2|DSIM	LOC108154900|XP_017140838.1|DMIR
OG0004755	LOC6727326|XP_002102712.1|DSIM	LOC108156547|XP_017143554.1|DMIR
OG0004756	LOC6727327|XP_002102713.1|DSIM	LOC108156545|XP_017143550.1|DMIR
OG0004757	LOC6728280|XP_039150912.1|DSIM	LOC108154167|XP_017139817.2|DMIR
OG0004758	LOC6727626|XP_016034227.1|DSIM	LOC108156617|XP_017143660.1|DMIR
OG0004759	LOC6728969|XP_016035646.1|DSIM	LOC108156205|XP_017143029.1|DMIR
OG0004760	LOC27206989|XP_016034731.1|DSIM	LOC108156081|XP_033244137.1|DMIR
OG0004761	LOC6727746|XP_002103108.1|DSIM	LOC108155250|XP_017141431.1|DMIR
OG0004762	LOC6731233|XP_002078392.1|DSIM	LOC108162684|XP_017153021.1|DMIR
OG0004763	LOC6727571|XP_039150707.1|DSIM	LOC108157031|XP_017144333.1|DMIR
OG0004764	LOC6728138|XP_016034747.1|DSIM	LOC108155473|XP_017141785.1|DMIR
OG0004765	LOC6729461|XP_016036135.1|DSIM	LOC108156990|XP_017144271.1|DMIR
OG0004766	LOC6729441|XP_039151992.1|DSIM	LOC108154791|XP_017140670.1|DMIR
OG0004767	LOC6726694|XP_002102105.1|DSIM	LOC108155516|XP_017141846.1|DMIR
OG0004768	LOC6726696|XP_002102107.1|DSIM	LOC108155515|XP_017141844.1|DMIR
OG0004769	LOC6733022|XP_002080101.1|DSIM	LOC108162239|XP_017152364.1|DMIR
OG0004770	LOC6727616|XP_002102995.1|DSIM	LOC108155800|XP_017142370.1|DMIR
OG0004771	LOC6730150|XP_016036915.1|DSIM	LOC108154060|XP_033245899.1|DMIR
OG0004772	LOC6728942|XP_016035621.1|DSIM	LOC108156449|XP_017143396.1|DMIR
OG0004773	LOC6727293|XP_002102680.1|DSIM	LOC108154186|XP_017139850.1|DMIR
OG0004774	LOC6727291|XP_016033820.1|DSIM	LOC108154187|XP_033244757.1|DMIR
OG0004775	LOC6727513|XP_016034098.1|DSIM	LOC108156616|XP_033244733.1|DMIR
OG0004776	LOC6733305|XP_016026231.1|DSIM	LOC108159369|XP_017148085.1|DMIR
OG0004777	LOC27206634|XP_016025854.1|DSIM	LOC108154165|XP_017139816.1|DMIR
OG0004778	LOC6732266|XP_002079395.1|DSIM	LOC108162631|XP_017152943.2|DMIR
OG0004779	LOC6729281|XP_016035923.1|DSIM	LOC108154674|XP_033244412.1|DMIR
OG0004780	LOC6730825|XP_002077992.1|DSIM	LOC108163949|XP_017154979.1|DMIR
OG0004781	LOC6728338|XP_039150771.1|DSIM	LOC108156622|XP_033245430.1|DMIR
OG0004782	LOC6729322|XP_016035957.1|DSIM	LOC108156116|XP_017142905.1|DMIR
OG0004783	LOC6740126|XP_016039284.1|DSIM	LOC108157265|XP_017144739.1|DMIR
OG0004784	LOC6726952|XP_002102354.1|DSIM	LOC108157239|XP_017144698.1|DMIR
OG0004785	LOC6726938|XP_002102340.1|DSIM	LOC108157856|XP_017145551.1|DMIR
OG0004786	LOC27207009|XP_039150983.1|DSIM	LOC108154581|XP_017140372.1|DMIR
OG0004788	LOC6726934|XP_016033431.1|DSIM	LOC108154513|XP_017140302.1|DMIR
OG0004789	LOC6726933|XP_002102335.1|DSIM	LOC108153925|XP_017139509.1|DMIR
OG0004790	LOC6729741|XP_016036401.1|DSIM	LOC108157208|XP_017144646.1|DMIR
OG0004791	LOC6730338|XP_016037107.1|DSIM	LOC108155750|XP_017142271.1|DMIR
OG0004792	LOC6727494|XP_002102874.1|DSIM	LOC108154256|XP_017139980.2|DMIR
OG0004793	LOC6730108|XP_039150382.1|DSIM	LOC108155447|XP_017141752.1|DMIR
OG0004794	LOC6728190|XP_016034821.1|DSIM	LOC108156322|XP_017143203.1|DMIR
OG0004795	LOC6728245|XP_002103594.3|DSIM	LOC108155621|XP_017142040.1|DMIR
OG0004796	LOC6728314|XP_002103663.1|DSIM	LOC108155654|XP_017142095.2|DMIR
OG0004797	LOC6729001|XP_016035665.1|DSIM	LOC108155538|XP_017141898.1|DMIR
OG0004798	LOC6730017|XP_002105311.1|DSIM	LOC108154734|XP_017140590.1|DMIR
OG0004799	LOC6728988|XP_002104310.1|DSIM	LOC108156796|XP_017143964.1|DMIR
OG0004800	LOC6728147|XP_016034756.1|DSIM	LOC108157617|XP_017145242.1|DMIR
OG0004801	LOC6729564|XP_002104872.1|DSIM	LOC108156258|XP_017143108.1|DMIR
OG0004802	LOC6727300|XP_039150423.1|DSIM	LOC108154199|XP_017139905.1|DMIR
OG0004803	LOC6729942|XP_016036702.1|DSIM	LOC108155104|XP_017141223.1|DMIR
OG0004804	LOC6726697|XP_039151580.1|DSIM	LOC108155517|XP_033245026.1|DMIR
OG0004805	LOC6728787|XP_016035473.1|DSIM	LOC108154789|XP_033245937.1|DMIR
OG0004806	LOC27207936|XP_016039172.1|DSIM	LOC108158727|XP_017146818.1|DMIR
OG0004807	LOC6729533|XP_016036206.1|DSIM	LOC108154084|XP_017139687.1|DMIR
OG0004808	LOC6728696|XP_002104032.1|DSIM	LOC108156771|XP_017143926.1|DMIR
OG0004809	LOC6727283|XP_002102672.1|DSIM	LOC108155669|XP_017142122.1|DMIR
OG0004810	LOC6727289|XP_002102676.1|DSIM	LOC108154203|XP_017139911.1|DMIR
OG0004811	LOC6738855|XP_016032674.1|DSIM	LOC108151785|XP_017136121.1|DMIR
OG0004812	LOC6728790|XP_039150548.1|DSIM	LOC108156012|XP_017142706.1|DMIR
OG0004813	LOC6729303|XP_002104620.2|DSIM	LOC108156748|XP_017143899.1|DMIR
OG0004814	LOC6728717|XP_039150605.1|DSIM	LOC108154999|XP_017141035.1|DMIR
OG0004815	LOC6725264|XP_016038269.1|DSIM	LOC108159583|XP_017148524.1|DMIR
OG0004816	LOC6725474|XP_016038582.1|DSIM	LOC108151598|XP_017135771.1|DMIR
OG0004817	LOC6725472|XP_002106488.2|DSIM	LOC108162959|XP_017153450.1|DMIR
OG0004818	LOC6728945|XP_002104273.1|DSIM	LOC108157058|XP_017144377.1|DMIR
OG0004819	LOC27207013|XP_016035839.1|DSIM	LOC108157075|XP_017144399.1|DMIR
OG0004820	LOC6728693|XP_002104029.2|DSIM	LOC108156727|XP_017143870.1|DMIR
OG0004821	LOC6730147|XP_016036912.1|DSIM	LOC108155301|XP_017141505.1|DMIR
OG0004822	LOC6728102|XP_016034715.1|DSIM	LOC108155041|XP_017141101.1|DMIR
OG0004823	LOC6739718|XP_016034814.1|DSIM	LOC108156829|XP_017144021.1|DMIR
OG0004824	LOC6728187|XP_002103536.1|DSIM	LOC108156831|XP_017144029.1|DMIR
OG0004825	LOC27207450|XP_016037326.1|DSIM	LOC108164494|XP_033250254.1|DMIR
OG0004826	LOC6726900|XP_002102302.1|DSIM	LOC108155725|XP_017142222.1|DMIR
OG0004827	LOC6726672|XP_002102083.1|DSIM	LOC108156140|XP_017142944.1|DMIR
OG0004828	LOC6729283|XP_002104603.1|DSIM	LOC108154675|XP_017140505.1|DMIR
OG0004829	LOC6729351|XP_002104667.1|DSIM	LOC108157084|XP_017144422.1|DMIR
OG0004830	LOC6728372|XP_016034984.1|DSIM	LOC108154004|XP_017139587.2|DMIR
OG0004831	LOC6736970|XP_002083817.1|DSIM	LOC108151940|XP_017136360.1|DMIR
OG0004832	LOC6728332|XP_002103681.1|DSIM	LOC108154866|XP_017140784.1|DMIR
OG0004833	LOC6726834|XP_002102241.1|DSIM	LOC108155147|XP_017141297.1|DMIR
OG0004834	LOC6729273|XP_002104593.1|DSIM	LOC108156529|XP_017143524.1|DMIR
OG0004835	LOC6729270|XP_002104590.1|DSIM	LOC108156514|XP_017143508.1|DMIR
OG0004836	LOC6729213|XP_002104534.1|DSIM	LOC108156181|XP_017143001.1|DMIR
OG0004837	LOC6738899|XP_016032721.1|DSIM	LOC108151656|XP_017135864.1|DMIR
OG0004838	LOC27208934|XP_016035244.1|DSIM	LOC108154313|XP_017140060.1|DMIR
OG0004839	LOC6728613|XP_016035247.1|DSIM	LOC108156666|XP_017143772.2|DMIR
OG0004840	LOC6729392|XP_016036038.1|DSIM	LOC108156761|XP_017143913.1|DMIR
OG0004841	LOC6732385|XP_002079506.1|DSIM	LOC108162489|XP_017152729.1|DMIR
OG0004842	LOC6730050|XP_002105343.2|DSIM	LOC108155769|XP_017142310.1|DMIR
OG0004843	LOC6727563|XP_016034161.1|DSIM	LOC108155573|XP_017141964.2|DMIR
OG0004844	LOC6732147|XP_016024834.1|DSIM	LOC108164240|XP_033250019.1|DMIR
OG0004845	LOC6726777|XP_016033258.1|DSIM	LOC108155256|XP_017141440.1|DMIR
OG0004846	LOC6730868|XP_002078032.1|DSIM	LOC108161808|XP_017151656.1|DMIR
OG0004847	LOC6730867|XP_002078031.1|DSIM	LOC108161804|XP_017151649.1|DMIR
OG0004848	LOC6727761|XP_002103123.1|DSIM	LOC108156345|XP_033244534.1|DMIR
OG0004849	LOC6731441|XP_016024075.1|DSIM	LOC108162121|XP_017152183.1|DMIR
OG0004850	LOC6727020|XP_016033509.1|DSIM	LOC108155748|XP_017142267.1|DMIR
OG0004851	LOC6727018|XP_002102416.1|DSIM	LOC108157351|XP_017144860.1|DMIR
OG0004852	LOC6727003|XP_016033495.1|DSIM	LOC108157380|XP_017144899.1|DMIR
OG0004853	LOC6735528|XP_002082464.2|DSIM	LOC108159030|XP_017147439.1|DMIR
OG0004854	LOC6737779|XP_016031557.1|DSIM	LOC108151120|XP_017135027.1|DMIR
OG0004855	LOC6739636|XP_002076532.1|DSIM	LOC108151993|XP_017136451.1|DMIR
OG0004856	LOC6737179|XP_039149968.1|DSIM	LOC108165370|XP_033242366.1|DMIR
OG0004857	LOC6736433|XP_039149747.1|DSIM	LOC108153757|XP_017139380.1|DMIR
OG0004858	LOC6737184|XP_039150202.1|DSIM	LOC108151972|XP_033242357.1|DMIR
OG0004859	LOC6737187|XP_002084033.1|DSIM	LOC108153207|XP_017138518.1|DMIR
OG0004860	LOC6736502|XP_016030081.1|DSIM	LOC108153352|XP_017138808.1|DMIR
OG0004861	LOC6737484|XP_039150209.1|DSIM	LOC108152637|XP_017137608.1|DMIR
OG0004862	LOC6737495|XP_039149020.1|DSIM	LOC108152243|XP_033242636.1|DMIR
OG0004863	LOC6736916|XP_016030565.1|DSIM	LOC108152116|XP_017136680.1|DMIR
OG0004864	LOC6736768|XP_002083624.1|DSIM	LOC108151794|XP_017136131.1|DMIR
OG0004865	LOC6729892|XP_002105195.1|DSIM	LOC108156260|XP_017143112.2|DMIR
OG0004866	LOC6737103|XP_002083950.1|DSIM	LOC108150957|XP_017134780.1|DMIR
OG0004867	LOC6734053|XP_016027061.1|DSIM	LOC108158696|XP_033247482.1|DMIR
OG0004868	LOC6733184|XP_016026068.1|DSIM	LOC108159640|XP_017148594.1|DMIR
OG0004869	LOC6733251|XP_002080314.1|DSIM	LOC108158754|XP_017146855.1|DMIR
OG0004870	LOC6733255|XP_016026130.1|DSIM	LOC108158758|XP_017146860.1|DMIR, LOC117189883|XP_033250853.1|DMIR
OG0004871	LOC6736085|XP_002082986.2|DSIM	LOC117193446|XP_033254091.1|DMIR, LOC108159080|XP_017147523.1|DMIR
OG0004872	LOC6736162|XP_002083062.1|DSIM	LOC108159896|XP_017149008.1|DMIR, LOC117189782|XP_033250743.1|DMIR
OG0004873	LOC6731473|XP_002078622.1|DSIM	LOC108161783|XP_017151614.1|DMIR
OG0004874	LOC6729680|XP_002104986.1|DSIM	LOC108153898|XP_017139485.1|DMIR
OG0004875	LOC6740215|XP_039153677.1|DSIM	LOC108153267|XP_017138628.1|DMIR
OG0004876	LOC27208313|XP_016037594.1|DSIM	LOC108152073|XP_017136587.1|DMIR
OG0004877	LOC6737716|XP_002084547.1|DSIM	LOC108151401|XP_017135478.1|DMIR
OG0004878	LOC6733416|XP_002080473.1|DSIM	LOC108160546|XP_017150102.1|DMIR
OG0004879	LOC27208725|XP_016029402.1|DSIM	LOC108158895|XP_017147170.1|DMIR, LOC117190373|XP_033251345.1|DMIR
OG0004880	LOC6739005|XP_002085800.1|DSIM	LOC108153024|XP_017138267.1|DMIR
OG0004881	LOC6737023|XP_002083870.1|DSIM	LOC108152008|XP_017136473.1|DMIR
OG0004882	LOC6737099|XP_016030726.1|DSIM	LOC108152419|XP_017137221.1|DMIR
OG0004883	LOC6736554|XP_016030132.1|DSIM	LOC108151327|XP_017135367.1|DMIR
OG0004884	LOC6734626|XP_039148746.1|DSIM	LOC108159355|XP_033248296.1|DMIR, LOC117192547|XP_033253136.1|DMIR
OG0004885	LOC6734215|XP_002081244.2|DSIM	LOC108158914|XP_017147201.2|DMIR
OG0004886	LOC6734691|XP_016027888.1|DSIM	LOC117194183|XP_033254731.1|DMIR, LOC108158576|XP_017146507.1|DMIR
OG0004887	LOC6735081|XP_002082058.1|DSIM	LOC117188080|XP_033247296.1|DMIR, LOC108158649|XP_033247295.1|DMIR
OG0004888	LOC6735187|XP_016028473.2|DSIM	LOC108159508|XP_017148356.1|DMIR, LOC117189818|XP_033250767.1|DMIR
OG0004889	LOC6733797|XP_016026756.1|DSIM	LOC108158961|XP_017147281.2|DMIR, LOC117185951|XP_033247621.1|DMIR
OG0004890	LOC6734632|XP_002081640.2|DSIM	LOC117185956|XP_033253448.1|DMIR, LOC108159741|XP_033246744.1|DMIR
OG0004891	LOC27207938|XP_039152910.1|DSIM	LOC108153270|XP_017138627.1|DMIR
OG0004892	LOC6735133|XP_016028414.1|DSIM	LOC108160633|XP_017150249.1|DMIR
OG0004893	LOC6735711|XP_039148390.1|DSIM	LOC108159547|XP_017148436.1|DMIR
OG0004894	LOC6734243|XP_016027293.1|DSIM	LOC108160510|XP_017150040.1|DMIR, LOC117193407|XP_033254050.1|DMIR
OG0004895	LOC6735891|XP_039148360.1|DSIM	LOC108159221|XP_017147810.1|DMIR
OG0004896	LOC6735172|XP_039148344.1|DSIM	LOC117190723|XP_033251681.1|DMIR, LOC108160262|XP_017149619.1|DMIR
OG0004897	LOC6735176|XP_039148338.1|DSIM	LOC108160604|XP_017150197.1|DMIR
OG0004898	LOC27208070|XP_039148223.1|DSIM	LOC108159490|XP_017148319.1|DMIR, LOC117185831|XP_033252946.1|DMIR
OG0004899	LOC6733937|XP_039148228.1|DSIM	LOC117192293|XP_033252841.1|DMIR, LOC108158904|XP_033248080.1|DMIR
OG0004900	LOC6733818|XP_002080862.2|DSIM	LOC108158447|XP_017146219.2|DMIR
OG0004901	LOC6733819|XP_002080863.2|DSIM	LOC117192690|XP_033253315.1|DMIR, LOC108160469|XP_017149975.1|DMIR
OG0004902	LOC6736420|XP_002083292.1|DSIM	LOC108152173|XP_017136784.1|DMIR
OG0004903	LOC6735674|XP_002082592.1|DSIM	LOC108159943|XP_017149085.1|DMIR, LOC117194093|XP_033254627.1|DMIR
OG0004904	LOC6729326|XP_002104643.2|DSIM	LOC108154881|XP_017140812.1|DMIR
OG0004905	LOC6739310|XP_016026382.1|DSIM	LOC108158968|XP_033246749.1|DMIR, LOC117189839|XP_033250798.1|DMIR
OG0004906	LOC6737418|XP_016031182.1|DSIM	LOC108152569|XP_017137495.1|DMIR
OG0004907	LOC6737101|XP_002083948.2|DSIM	LOC108152418|XP_033243676.1|DMIR, LOC117186301|XP_033242780.1|DMIR
OG0004908	LOC27207911|XP_016032759.1|DSIM	LOC108153338|XP_017138762.1|DMIR
OG0004909	LOC6738918|XP_016032742.1|DSIM	LOC108151948|XP_017136373.1|DMIR
OG0004910	LOC6738914|XP_016032736.1|DSIM	LOC108151946|XP_017136370.1|DMIR
OG0004911	LOC6736637|XP_016030234.1|DSIM	LOC108152773|XP_017137843.1|DMIR
OG0004912	LOC6737417|XP_002084255.1|DSIM	LOC108152570|XP_017137497.1|DMIR
OG0004913	LOC6735421|XP_002082363.1|DSIM	LOC108158843|XP_017147054.1|DMIR, LOC117189619|XP_033250627.1|DMIR
OG0004914	LOC6735428|XP_016028735.1|DSIM	LOC108158841|XP_017147050.1|DMIR
OG0004915	LOC6736081|XP_016029474.1|DSIM	LOC108160287|XP_017149665.2|DMIR, LOC117185703|XP_033247211.1|DMIR
OG0004916	LOC6734787|XP_016027989.1|DSIM	LOC108159069|XP_017147505.1|DMIR, LOC117191542|XP_033252269.1|DMIR
OG0004917	LOC27209279|XP_016031198.1|DSIM	LOC108152718|XP_017137743.1|DMIR
OG0004918	LOC6737425|XP_002084262.1|DSIM	LOC108152717|XP_017137740.1|DMIR
OG0004919	LOC6730354|XP_002105636.1|DSIM	LOC108156484|XP_017143451.1|DMIR
OG0004920	LOC6738761|XP_002085561.1|DSIM	LOC108152135|XP_017136720.1|DMIR
OG0004921	LOC6737126|XP_016030755.1|DSIM	LOC108152212|XP_017136859.1|DMIR
OG0004922	LOC6737308|XP_016031028.2|DSIM	LOC108152946|XP_017138130.1|DMIR
OG0004923	LOC6736762|XP_016030384.1|DSIM	LOC108152361|XP_017137124.1|DMIR
OG0004924	LOC6736992|XP_002083839.1|DSIM	LOC108165572|XP_017157135.1|DMIR
OG0004925	LOC6736291|XP_002083175.2|DSIM	LOC108153552|XP_017139111.1|DMIR
OG0004926	LOC6737039|XP_016030670.1|DSIM	LOC108153699|XP_017139315.1|DMIR
OG0004927	LOC6737389|XP_016031132.1|DSIM	LOC108152911|XP_033242106.1|DMIR
OG0004928	LOC6735207|XP_016028485.2|DSIM	LOC108160580|XP_017150163.1|DMIR
OG0004929	LOC6736219|XP_016029693.1|DSIM	LOC108151388|XP_017135453.1|DMIR
OG0004930	LOC6734060|XP_016027063.1|DSIM	LOC108159012|XP_017147374.1|DMIR, LOC117192391|XP_033252958.1|DMIR
OG0004931	LOC6735418|XP_002082360.1|DSIM	LOC108158622|XP_017146587.1|DMIR
OG0004932	LOC6736211|XP_016029655.1|DSIM	LOC108165587|XP_017157150.1|DMIR
OG0004933	LOC6734792|XP_016027993.1|DSIM	LOC117191615|XP_033252325.1|DMIR, LOC108158559|XP_017146473.1|DMIR
OG0004934	LOC6735980|XP_002082889.1|DSIM	LOC117190744|XP_033251694.1|DMIR, LOC108159123|XP_017147596.1|DMIR
OG0004935	LOC6735115|XP_016028372.1|DSIM	LOC117193179|XP_033253814.1|DMIR, LOC108158671|XP_017146671.1|DMIR
OG0004936	LOC6736795|XP_039149210.1|DSIM	LOC108153441|XP_017138938.2|DMIR
OG0004937	LOC6736994|XP_002083841.2|DSIM	LOC108151688|XP_017135922.1|DMIR
OG0004938	LOC27209155|XP_016030856.1|DSIM	LOC108151812|XP_017136154.1|DMIR
OG0004939	LOC6738672|XP_002085474.1|DSIM	LOC108152628|XP_017137596.1|DMIR
OG0004940	LOC6738675|XP_016032504.1|DSIM	LOC108153617|XP_017139207.1|DMIR
OG0004941	LOC6738249|XP_002085061.1|DSIM	LOC108152013|XP_017136479.1|DMIR
OG0004942	LOC6736889|XP_016030537.1|DSIM	LOC108150907|XP_017134719.1|DMIR
OG0004943	LOC6737264|XP_016030971.1|DSIM	LOC108151356|XP_017135403.1|DMIR
OG0004944	LOC6736516|XP_002083386.2|DSIM	LOC108152996|XP_017138223.1|DMIR
OG0004945	LOC6733273|XP_002080336.1|DSIM	LOC117190824|XP_033251753.1|DMIR, LOC108160430|XP_017149922.1|DMIR
OG0004946	LOC6739012|XP_016032841.1|DSIM	LOC108152254|XP_017136950.1|DMIR
OG0004947	LOC6736386|XP_039150166.1|DSIM	LOC108151542|XP_017135691.1|DMIR
OG0004948	LOC6736388|XP_002083260.2|DSIM	LOC108153211|XP_017138523.1|DMIR
OG0004949	LOC6736392|XP_039150125.1|DSIM	LOC108153210|XP_017138521.1|DMIR
OG0004950	LOC6736216|XP_016029659.1|DSIM	LOC108165592|XP_017157156.1|DMIR
OG0004951	LOC6729902|XP_002105204.1|DSIM	LOC108156115|XP_017142904.1|DMIR
OG0004952	LOC6737789|XP_002084617.1|DSIM	LOC108151121|XP_017135030.1|DMIR
OG0004953	LOC6738262|XP_002085073.1|DSIM	LOC108151299|XP_017135323.1|DMIR
OG0004954	LOC6738260|XP_002085071.2|DSIM	LOC108151277|XP_017135294.1|DMIR
OG0004955	LOC6737060|XP_002083907.1|DSIM	LOC108151493|XP_017135622.1|DMIR
OG0004956	LOC6733809|XP_002080853.2|DSIM	LOC108158865|XP_017147087.1|DMIR, LOC117190414|XP_033251382.1|DMIR
OG0004957	LOC6739607|XP_016030177.1|DSIM	LOC108152955|XP_017138144.1|DMIR
OG0004958	LOC6737784|XP_002084612.2|DSIM	LOC108151119|XP_017135026.1|DMIR
OG0004959	LOC6737783|XP_016031565.2|DSIM	LOC108151126|XP_017135036.1|DMIR
OG0004960	LOC6737782|XP_016031563.1|DSIM	LOC108151115|XP_017135018.1|DMIR
OG0004961	LOC27208567|XP_016026899.1|DSIM	LOC108158508|XP_017146369.1|DMIR
OG0004962	LOC6738952|XP_002085747.1|DSIM	LOC108151325|XP_017135366.1|DMIR
OG0004963	LOC6738601|XP_016032446.1|DSIM	LOC108152273|XP_017136983.1|DMIR
OG0004964	LOC6737501|XP_016031297.2|DSIM	LOC108152593|XP_017137538.1|DMIR
OG0004965	LOC6737120|XP_002083967.1|DSIM	LOC108152068|XP_017136579.1|DMIR
OG0004966	LOC6737121|XP_002083968.1|DSIM	LOC108152067|XP_017136576.1|DMIR
OG0004967	LOC6733249|XP_002080312.2|DSIM	LOC108158756|XP_017146857.1|DMIR
OG0004968	LOC6736777|XP_002083633.3|DSIM	LOC108153165|XP_017138459.1|DMIR
OG0004969	LOC6734681|XP_002081688.1|DSIM	LOC108158907|XP_017147190.1|DMIR
OG0004970	LOC6736776|XP_016030412.1|DSIM	LOC108153444|XP_017138948.1|DMIR
OG0004971	LOC6736774|XP_016030404.1|DSIM	LOC108153432|XP_017138927.1|DMIR
OG0004972	LOC120284201|XP_039148938.1|DSIM	LOC108151084|XP_017134956.1|DMIR
OG0004973	LOC6734402|XP_002081423.1|DSIM	LOC108151216|XP_017135186.1|DMIR
OG0004974	LOC6737775|XP_002084603.1|DSIM	LOC108152376|XP_017137156.1|DMIR
OG0004975	LOC6736764|XP_002083620.1|DSIM	LOC108152362|XP_017137125.1|DMIR
OG0004976	LOC27206254|XP_016030304.1|DSIM	LOC108153489|XP_017139019.1|DMIR
OG0004977	LOC6735920|XP_002082830.1|DSIM	LOC117193035|XP_033253660.1|DMIR, LOC108158677|XP_017146695.1|DMIR
OG0004978	LOC6735117|XP_016028389.1|DSIM	LOC108158672|XP_017146673.1|DMIR
OG0004979	LOC6737258|XP_002084098.1|DSIM	LOC108151360|XP_017135408.1|DMIR
OG0004980	LOC6738168|XP_002084981.1|DSIM	LOC108150876|XP_017134672.2|DMIR
OG0004981	LOC6738649|XP_002085451.1|DSIM	LOC108152737|XP_017137771.1|DMIR
OG0004982	LOC6738645|XP_002085447.1|DSIM	LOC108152735|XP_017137768.1|DMIR
OG0004983	LOC6737515|XP_002084351.2|DSIM	LOC108152000|XP_017136458.1|DMIR
OG0004984	LOC6737033|XP_016030667.1|DSIM	LOC108153468|XP_017138989.1|DMIR
OG0004985	LOC6736368|XP_016029865.1|DSIM	LOC108151763|XP_017136093.1|DMIR
OG0004986	LOC6738533|XP_002085339.1|DSIM	LOC117186756|XP_033243852.1|DMIR, LOC108152665|XP_017137649.2|DMIR
