Orthogroup	DSIM.longest_only	DPSE.longest_only
OG0004524	LOC6739961|XP_016037912.1|DSIM	LOC4815346|XP_001354546.2|DPSE
OG0004525	LOC6725883|XP_016039239.1|DSIM	LOC4815021|XP_001354593.1|DPSE
OG0004526	LOC6740311|XP_039153683.1|DSIM	LOC6901544|XP_033238110.1|DPSE
OG0004527	LOC6724971|XP_002106007.1|DSIM	LOC4815120|XP_001354638.1|DPSE
OG0004528	LOC27209411|XP_016040166.1|DSIM	LOC4814470|XP_001355032.1|DPSE
OG0004529	LOC6725209|XP_039153475.1|DSIM	LOC4816068|XP_015041015.1|DPSE
OG0004530	LOC27207010|XP_016039663.1|DSIM	LOC4815058|XP_015041561.1|DPSE
OG0004531	LOC27207662|XP_039150730.1|DSIM	LOC4801670|XP_001358722.5|DPSE
OG0004532	LOC6726010|XP_016039385.2|DSIM	LOC4814791|XP_033240376.1|DPSE
OG0004533	LOC6740103|XP_002076987.1|DSIM	LOC4815749|XP_001355678.4|DPSE
OG0004534	LOC6734793|XP_002081796.2|DSIM	LOC6899833|XP_033239229.1|DPSE
OG0004535	LOC6738339|XP_002085149.1|DSIM	LOC4812029|XP_001352584.3|DPSE
OG0004536	LOC6726528|XP_016040176.1|DSIM	LOC6901646|XP_015041931.2|DPSE
OG0004537	LOC27208780|XP_016038375.1|DSIM	LOC4815485|XP_001355578.2|DPSE
OG0004538	LOC6735922|XP_016029279.1|DSIM	LOC6898514|XP_002138555.2|DPSE
OG0004539	LOC6727334|XP_016033860.1|DSIM	LOC4800298|XP_015038647.1|DPSE
OG0004540	LOC27207269|XP_039153980.1|DSIM, LOC6725620|XP_002106627.1|DSIM	LOC4815156|XP_015041749.2|DPSE
OG0004541	LOC6735050|XP_002082031.1|DSIM	LOC4804150|XP_015039642.2|DPSE
OG0004542	LOC6725516|XP_039152724.1|DSIM	LOC4815980|XP_015041308.1|DPSE
OG0004543	LOC6739982|XP_039153920.1|DSIM	LOC4815610|XP_033240636.1|DPSE
OG0004544	LOC27208217|XP_016037530.1|DSIM	LOC6901405|XP_033237733.1|DPSE
OG0004545	LOC6729080|XP_016035727.1|DSIM	LOC4801736|XP_001358779.1|DPSE
OG0004546	LOC6734285|XP_002081314.1|DSIM	LOC4803539|XP_001360249.2|DPSE
OG0004547	LOC6739938|XP_016037743.1|DSIM	LOC4814587|XP_001354523.3|DPSE
OG0004548	LOC6726441|XP_039153856.1|DSIM	LOC4815305|XP_001355011.2|DPSE
OG0004549	LOC6724798|XP_016037578.1|DSIM	LOC6901853|XP_033239805.1|DPSE
OG0004550	LOC6725406|XP_016038481.1|DSIM	LOC6901962|XP_015041029.2|DPSE
OG0004551	LOC6735373|XP_002082320.1|DSIM	LOC4804625|XP_001361157.1|DPSE
OG0004552	LOC6740188|XP_039152335.1|DSIM	LOC6901115|XP_033238589.1|DPSE
OG0004553	LOC6737319|XP_002084157.2|DSIM	LOC4812729|XP_001353108.2|DPSE
OG0004554	LOC6724978|XP_016037926.1|DSIM	LOC4815353|XP_001354647.4|DPSE
OG0004555	LOC6724979|XP_016037928.1|DSIM	LOC4815316|XP_001354648.3|DPSE
OG0004556	LOC6726394|XP_039153522.1|DSIM	LOC4814453|XP_001355116.3|DPSE
OG0004557	LOC6725049|XP_016038026.1|DSIM	LOC6901796|XP_033240123.1|DPSE
OG0004558	LOC6726632|XP_039154064.1|DSIM	LOC4815864|XP_033237589.1|DPSE
OG0004559	LOC6729279|XP_002104599.1|DSIM	LOC4801563|XP_001358635.2|DPSE
OG0004560	LOC27209273|XP_039154224.1|DSIM	LOC26532752|XP_033238945.1|DPSE
OG0004561	LOC6728077|XP_039151180.1|DSIM	LOC4801368|XP_001358475.3|DPSE
OG0004562	LOC6740248|XP_016035794.1|DSIM	LOC4800943|XP_001358127.2|DPSE
OG0004563	LOC6739734|XP_002076627.2|DSIM	LOC4801257|XP_001358380.3|DPSE
OG0004564	LOC6727395|XP_016033944.1|DSIM	LOC4803083|XP_001359882.2|DPSE
OG0004565	LOC6728050|XP_016034659.1|DSIM	LOC4801067|XP_001358229.2|DPSE
OG0004566	LOC6725605|XP_002106612.1|DSIM	LOC4814695|XP_001354864.2|DPSE
OG0004567	LOC27206359|XP_016038491.1|DSIM	LOC4815711|XP_001355551.1|DPSE
OG0004568	LOC6724871|XP_016037681.1|DSIM	LOC4815534|XP_001355429.4|DPSE
OG0004569	LOC6726688|XP_002102099.1|DSIM	LOC4802738|XP_001359601.3|DPSE
OG0004570	LOC6734741|XP_016027950.1|DSIM	LOC4803819|XP_001360474.3|DPSE
OG0004571	LOC6726356|XP_016039936.1|DSIM	LOC4814237|XP_001354365.1|DPSE
OG0004572	LOC6730964|XP_039149636.1|DSIM	LOC4817577|XP_001356982.2|DPSE
OG0004573	LOC6727541|XP_016034118.1|DSIM	LOC4801428|XP_015037248.2|DPSE
OG0004574	LOC6725242|XP_002106264.1|DSIM	LOC6901462|XP_015041718.2|DPSE
OG0004575	LOC6725243|XP_016038254.1|DSIM	LOC4814746|XP_001354844.3|DPSE
OG0004576	LOC6728946|XP_016035623.1|DSIM	LOC4801816|XP_001358849.1|DPSE
OG0004577	LOC6728192|XP_002103541.1|DSIM	LOC4802010|XP_001359015.1|DPSE
OG0004578	LOC27208872|XP_039152420.1|DSIM	LOC4814894|XP_001354708.2|DPSE
OG0004579	LOC6730854|XP_016023280.1|DSIM	LOC6903014|XP_033236468.1|DPSE
OG0004580	LOC6728228|XP_002103577.1|DSIM	LOC6897130|XP_002137311.1|DPSE
OG0004581	LOC6727982|XP_002103334.2|DSIM	LOC4801524|XP_001358600.1|DPSE
OG0004582	LOC6730284|XP_039150786.1|DSIM	LOC4800323|XP_001357586.4|DPSE
OG0004584	LOC6734552|XP_002081561.1|DSIM	LOC4805232|XP_001361669.3|DPSE
OG0004585	LOC6730132|XP_002105423.1|DSIM	LOC4800261|XP_015038545.1|DPSE
OG0004586	LOC6725137|XP_002106163.1|DSIM	LOC4814562|XP_001354908.3|DPSE
OG0004587	LOC6730312|XP_002105595.3|DSIM	LOC4800346|XP_001357567.3|DPSE
OG0004588	LOC6730314|XP_002105597.1|DSIM	LOC4800348|XP_001357565.1|DPSE
OG0004589	LOC6724722|XP_039152594.1|DSIM	LOC4815852|XP_033240883.1|DPSE
OG0004590	LOC6730100|XP_016036865.1|DSIM	LOC4800996|XP_033233142.1|DPSE
OG0004591	LOC6730095|XP_002105388.1|DSIM	LOC4800998|XP_001358173.3|DPSE
OG0004592	LOC6725937|XP_039152332.1|DSIM	LOC4814877|XP_001354823.2|DPSE
OG0004593	LOC6725638|XP_016039014.1|DSIM	LOC4815024|XP_001354805.2|DPSE
OG0004594	LOC6725460|XP_016038552.1|DSIM	LOC4814196|XP_015042390.2|DPSE
OG0004595	LOC6726022|XP_002107004.1|DSIM	LOC4814720|XP_001355202.1|DPSE
OG0004596	LOC6724770|XP_016037529.1|DSIM	LOC4814683|XP_001354786.3|DPSE
OG0004597	LOC27207152|XP_016039848.1|DSIM	LOC4815221|XP_001355183.2|DPSE
OG0004598	LOC6738361|XP_002085171.1|DSIM	LOC4812678|XP_001353062.1|DPSE
OG0004599	LOC6730883|XP_016023308.1|DSIM	LOC4816829|XP_001356697.2|DPSE
OG0004600	LOC6725703|XP_002106706.1|DSIM	LOC4815575|XP_001355335.1|DPSE
OG0004601	LOC6725714|XP_016038981.1|DSIM	LOC4815816|XP_033239164.1|DPSE
OG0004602	LOC6739871|XP_016038754.1|DSIM	LOC6903640|XP_033238826.1|DPSE
OG0004603	LOC6730477|XP_002077658.1|DSIM	LOC4817414|XP_001356420.1|DPSE
OG0004604	LOC27209326|XP_039152768.1|DSIM	LOC4814739|XP_001354752.2|DPSE
OG0004605	LOC6739860|XP_039153932.1|DSIM	LOC4816002|XP_001355664.4|DPSE
OG0004606	LOC6727404|XP_016033952.1|DSIM	LOC4802903|XP_001359730.3|DPSE
OG0004607	LOC6725039|XP_016038007.2|DSIM, LOC120285376|XP_039153893.1|DSIM	LOC6902173|XP_033238484.1|DPSE
OG0004608	LOC6740169|XP_039153435.1|DSIM	LOC6901538|XP_033238137.1|DPSE
OG0004609	LOC6726133|XP_016039649.1|DSIM	LOC4815197|XP_001355067.1|DPSE
OG0004610	LOC6739790|XP_016037019.1|DSIM	LOC6896706|XP_033236082.1|DPSE
OG0004611	LOC6730226|XP_039151724.1|DSIM	LOC4800386|XP_001357671.2|DPSE
OG0004612	LOC6730227|XP_002105510.1|DSIM	LOC4800385|XP_001357670.2|DPSE
OG0004613	LOC6727980|XP_016034572.1|DSIM	LOC4801525|XP_001358601.3|DPSE
OG0004614	LOC27207332|XP_016039234.1|DSIM	LOC4814214|XP_001354322.3|DPSE
OG0004615	LOC6725043|XP_016038009.1|DSIM	LOC6901553|XP_033238223.1|DPSE
OG0004616	LOC6725508|XP_002106521.1|DSIM	LOC4814927|XP_001354926.2|DPSE
OG0004617	LOC6732996|XP_002080075.1|DSIM	LOC4816935|XP_001356853.1|DPSE
OG0004618	LOC6729130|XP_016035774.1|DSIM	LOC4800703|XP_001357928.3|DPSE
OG0004619	LOC6729044|XP_002104365.1|DSIM	LOC4801959|XP_001358974.1|DPSE
OG0004620	LOC6727483|XP_016034072.1|DSIM	LOC4801011|XP_001358184.2|DPSE
OG0004621	LOC6728459|XP_002103804.1|DSIM	LOC4802797|XP_001359642.3|DPSE
OG0004622	LOC6727576|XP_039150631.1|DSIM	LOC4801457|XP_015037259.2|DPSE
OG0004623	LOC6730086|XP_002105379.1|DSIM	LOC4800505|XP_001357770.3|DPSE
OG0004624	LOC6726824|XP_002102231.2|DSIM	LOC4802428|XP_001359352.1|DPSE
OG0004625	LOC27206591|XP_039153713.1|DSIM	LOC6899785|XP_033241290.1|DPSE
OG0004626	LOC6724803|XP_039153022.1|DSIM	LOC6901154|XP_015041398.2|DPSE
OG0004627	LOC6736723|XP_016030346.1|DSIM	LOC6900299|XP_033240304.1|DPSE
OG0004628	LOC6724879|XP_016037709.1|DSIM	LOC4816000|XP_001355420.3|DPSE
OG0004629	LOC6728065|XP_016034683.1|DSIM	LOC26534253|XP_015038977.1|DPSE
OG0004630	LOC6730126|XP_016036886.1|DSIM	LOC4800238|XP_003736225.2|DPSE
OG0004632	LOC6727555|XP_016034136.1|DSIM	LOC4801437|XP_001358532.5|DPSE
OG0004633	LOC6730083|XP_016036851.1|DSIM	LOC4800503|XP_001357769.4|DPSE
OG0004634	LOC6730072|XP_002105365.1|DSIM	LOC4800495|XP_001357762.1|DPSE
OG0004635	LOC6725552|XP_016038695.1|DSIM	LOC6901052|XP_015042232.2|DPSE
OG0004636	LOC6740216|XP_039153519.1|DSIM	LOC4815035|XP_001354697.4|DPSE
OG0004637	LOC6724754|XP_039153833.1|DSIM	LOC6901857|XP_033240545.1|DPSE
OG0004638	LOC6740219|XP_039153979.1|DSIM	LOC4814891|XP_033237585.1|DPSE
OG0004639	LOC6729819|XP_002105122.1|DSIM	LOC6897067|XP_002137251.2|DPSE
OG0004640	LOC6729818|XP_039151750.1|DSIM	LOC6897066|XP_033232440.1|DPSE
OG0004641	LOC27207114|XP_039152579.1|DSIM	LOC4815471|XP_001355274.4|DPSE
OG0004642	LOC6737458|XP_016031227.1|DSIM	LOC6901858|XP_002133396.2|DPSE
OG0004643	LOC27207852|XP_016035563.1|DSIM	LOC4802628|XP_001359512.1|DPSE
OG0004644	LOC27209281|XP_016040012.1|DSIM	LOC6902118|XP_002133649.1|DPSE
OG0004645	LOC6730473|XP_002077654.1|DSIM	LOC4817263|XP_001356423.3|DPSE
OG0004646	LOC6730298|XP_016037059.1|DSIM	LOC4800334|XP_001357579.3|DPSE
OG0004647	LOC6726008|XP_002106990.1|DSIM	LOC4815230|XP_001355193.4|DPSE
OG0004648	LOC6740208|XP_002077082.1|DSIM	LOC4814331|XP_001354391.2|DPSE
OG0004649	LOC6725978|XP_016039352.1|DSIM	LOC6902205|XP_002133732.2|DPSE
OG0004650	LOC6731949|XP_002079084.1|DSIM	LOC4817428|XP_001356791.3|DPSE
OG0004651	LOC6727690|XP_039150956.1|DSIM	LOC13036333|XP_003736279.3|DPSE
OG0004652	LOC6739785|XP_016036659.1|DSIM	LOC6897046|XP_002137231.2|DPSE
OG0004653	LOC6739083|XP_002085876.1|DSIM	LOC4812902|XP_001353578.3|DPSE
OG0004654	LOC6730665|XP_002077835.1|DSIM	LOC4816917|XP_001356638.2|DPSE
OG0004655	LOC6729304|XP_002104621.3|DSIM	LOC4801687|XP_033239968.1|DPSE
OG0004656	LOC6726342|XP_016039916.1|DSIM	LOC4814235|XP_001354355.2|DPSE
OG0004657	LOC6727243|XP_002102635.1|DSIM	LOC4803294|XP_001360058.3|DPSE
OG0004658	LOC6728655|XP_002103995.1|DSIM	LOC4801033|XP_001358201.4|DPSE
OG0004659	LOC6729224|XP_002104545.1|DSIM	LOC4800642|XP_001357877.2|DPSE
OG0004660	LOC6729078|XP_039151337.1|DSIM	LOC4801734|XP_001358777.2|DPSE
OG0004661	LOC6727693|XP_002103055.2|DSIM	LOC4801192|XP_001358321.2|DPSE
OG0004662	LOC6727809|XP_039151923.1|DSIM	LOC6897609|XP_002137754.1|DPSE
OG0004663	LOC6725159|XP_002106185.2|DSIM	LOC4815002|XP_001355135.1|DPSE
OG0004664	LOC6725160|XP_016038180.1|DSIM	LOC6901749|XP_033241106.1|DPSE
OG0004665	LOC6725048|XP_016038022.1|DSIM	LOC4815227|XP_001355167.3|DPSE
OG0004666	LOC27208284|XP_016035397.1|DSIM	LOC4801509|XP_001358588.3|DPSE
OG0004667	LOC6728721|XP_002104057.1|DSIM	LOC4801504|XP_001358583.2|DPSE
OG0004668	LOC6726013|XP_039152952.1|DSIM	LOC6901810|XP_033237829.1|DPSE
OG0004669	LOC6731286|XP_002078443.1|DSIM	LOC6902353|XP_002133299.1|DPSE
OG0004670	LOC6729675|XP_002104981.2|DSIM	LOC4802649|XP_001359530.4|DPSE
OG0004671	LOC6728346|XP_002103694.1|DSIM	LOC6896926|XP_033238154.1|DPSE
OG0004672	LOC6728073|XP_039151175.1|DSIM	LOC4801364|XP_033232779.1|DPSE
OG0004673	LOC6730375|XP_002105657.1|DSIM	LOC4801703|XP_001358751.3|DPSE
OG0004674	LOC6729868|XP_016036618.1|DSIM	LOC4800662|XP_003736281.1|DPSE
OG0004675	LOC6729865|XP_016036604.1|DSIM	LOC4800657|XP_001357892.1|DPSE
OG0004676	LOC6726916|XP_002102318.1|DSIM	LOC4801916|XP_001358934.2|DPSE
OG0004677	LOC27208018|XP_016035968.1|DSIM	LOC4801758|XP_033232479.1|DPSE
OG0004678	LOC6729329|XP_002104646.2|DSIM	LOC4801757|XP_001358798.2|DPSE
OG0004679	LOC6727496|XP_016034084.1|DSIM	LOC6896990|XP_033232470.1|DPSE
OG0004680	LOC6727719|XP_016034293.1|DSIM	LOC4801210|XP_033232617.1|DPSE
OG0004681	LOC6728939|XP_002104267.1|DSIM	LOC4801700|XP_001358747.2|DPSE
OG0004682	LOC6730973|XP_002078134.1|DSIM	LOC4817568|XP_001356973.4|DPSE
OG0004683	LOC6728266|XP_002103615.2|DSIM	LOC4801396|XP_001358496.1|DPSE
OG0004684	LOC6728728|XP_002104063.2|DSIM	LOC4801500|XP_033236716.1|DPSE
OG0004685	LOC6730054|XP_016036828.1|DSIM	LOC4800480|XP_003736251.1|DPSE
OG0004686	LOC6728854|XP_002104188.1|DSIM	LOC4803040|XP_001359841.1|DPSE
OG0004687	LOC6730059|XP_002105352.1|DSIM	LOC4800483|XP_001357750.4|DPSE
OG0004688	LOC6728628|XP_002103969.1|DSIM	LOC4803236|XP_001360009.3|DPSE
OG0004689	LOC6729261|XP_002104581.2|DSIM	LOC6896816|XP_002137019.3|DPSE
OG0004690	LOC6726988|XP_002102389.2|DSIM	LOC4802276|XP_001359228.4|DPSE
OG0004691	LOC6730005|XP_039151377.1|DSIM	LOC4801253|XP_001358376.1|DPSE
OG0004692	LOC6729289|XP_016035930.1|DSIM	LOC4801572|XP_001358643.3|DPSE
OG0004693	LOC6729294|XP_016035935.1|DSIM	LOC4801574|XP_015037315.2|DPSE
OG0004694	LOC6729548|XP_016036219.1|DSIM	LOC117183982|XP_033235645.1|DPSE
OG0004695	LOC6729863|XP_016036600.1|DSIM	LOC4800659|XP_015038664.2|DPSE
OG0004696	LOC27206451|XP_016033797.2|DSIM	LOC4801551|XP_001358623.2|DPSE
OG0004697	LOC6726086|XP_016039543.1|DSIM	LOC26533845|XP_033237481.1|DPSE
OG0004698	LOC27208427|XP_016039711.2|DSIM	LOC4815625|XP_015041275.1|DPSE
OG0004699	LOC27209195|XP_039151571.1|DSIM	LOC4801013|XP_002137183.2|DPSE
OG0004700	LOC6726667|XP_016033156.1|DSIM	LOC4802755|XP_001359616.3|DPSE
OG0004701	LOC6727237|XP_016033742.1|DSIM	LOC4802247|XP_001359206.1|DPSE
OG0004702	LOC6729316|XP_016035946.1|DSIM	LOC4801744|XP_001358787.2|DPSE
OG0004703	LOC6729252|XP_016035905.1|DSIM	LOC4800558|XP_001357814.3|DPSE
OG0004704	LOC6729456|XP_016036131.1|DSIM	LOC6896752|XP_002136959.2|DPSE
OG0004705	LOC6728744|XP_002104079.2|DSIM	LOC4800849|XP_001358050.2|DPSE
OG0004706	LOC6737228|XP_002084068.2|DSIM	LOC4814087|XP_001354210.4|DPSE
OG0004707	LOC6731282|XP_016023847.1|DSIM	LOC4816261|XP_001355769.3|DPSE
OG0004708	LOC6727139|XP_002102532.1|DSIM	LOC4802991|XP_001359799.2|DPSE
OG0004709	LOC6729004|XP_016035667.1|DSIM	LOC4800965|XP_015038715.1|DPSE
OG0004710	LOC6728105|XP_039151471.1|DSIM	LOC4801943|XP_015037486.2|DPSE
OG0004711	LOC6729790|XP_002105095.2|DSIM	LOC4800741|XP_033232680.1|DPSE
OG0004712	LOC6728200|XP_002103549.2|DSIM	LOC4802003|XP_001359011.2|DPSE
OG0004713	LOC6729355|XP_016035992.1|DSIM	LOC6897340|XP_003736597.3|DPSE
OG0004714	LOC6729368|XP_016036004.1|DSIM	LOC4801790|XP_033240367.1|DPSE
OG0004715	LOC6732320|XP_016024982.1|DSIM	LOC4816547|XP_001356198.2|DPSE
OG0004716	LOC6729344|XP_016035983.2|DSIM	LOC4801765|XP_001358805.2|DPSE
OG0004717	LOC6739885|XP_016038748.1|DSIM	LOC6901086|XP_015042276.2|DPSE
OG0004718	LOC6730856|XP_039146942.1|DSIM	LOC4817427|XP_001356766.1|DPSE
OG0004719	LOC6730272|XP_039150349.1|DSIM	LOC6896689|XP_015038829.2|DPSE
OG0004720	LOC6729320|XP_039151536.1|DSIM	LOC4801748|XP_001358790.1|DPSE
OG0004721	LOC6729898|XP_002105200.2|DSIM	LOC4801106|XP_001358255.4|DPSE
OG0004722	LOC6730038|XP_002105331.1|DSIM	LOC4800469|XP_001357739.1|DPSE
OG0004723	LOC27207986|XP_016040120.1|DSIM	LOC4814680|XP_001354942.3|DPSE
OG0004724	LOC6727532|XP_002102912.1|DSIM	LOC4801336|XP_001358447.2|DPSE
OG0004725	LOC6729792|XP_016036480.2|DSIM	LOC4800739|XP_001357957.2|DPSE
OG0004726	LOC6729859|XP_016036597.1|DSIM	LOC4800654|XP_001357887.3|DPSE
OG0004727	LOC6729240|XP_016035892.1|DSIM	LOC4800550|XP_015038457.2|DPSE
OG0004728	LOC6728343|XP_016034969.1|DSIM	LOC4800842|XP_001358045.2|DPSE
OG0004729	LOC6725890|XP_002106885.1|DSIM	LOC4814929|XP_001354606.2|DPSE
OG0004730	LOC6731256|XP_002078415.1|DSIM	LOC6903530|XP_002132406.2|DPSE
OG0004731	LOC6727509|XP_016034089.1|DSIM	LOC4801837|XP_001358870.1|DPSE
OG0004732	LOC6728675|XP_002104014.2|DSIM	LOC13036441|XP_033233938.1|DPSE
OG0004733	LOC6727730|XP_002103092.1|DSIM	LOC4801051|XP_001358214.3|DPSE
OG0004734	LOC6729028|XP_002104349.1|DSIM	LOC4800983|XP_001358164.3|DPSE
OG0004735	LOC6730386|XP_016037169.1|DSIM	LOC4801934|XP_015037479.2|DPSE
OG0004736	LOC6729964|XP_039150895.1|DSIM	LOC4801697|XP_033233264.1|DPSE
OG0004737	LOC6726674|XP_016033168.1|DSIM	LOC4802748|XP_001359609.2|DPSE
OG0004738	LOC6726675|XP_016033170.1|DSIM	LOC6897778|XP_002137883.3|DPSE
OG0004739	LOC6729275|XP_002104595.1|DSIM	LOC4801559|XP_001358631.1|DPSE
OG0004740	LOC6729477|XP_002104787.1|DSIM	LOC6896858|XP_002137049.1|DPSE
OG0004741	LOC6727531|XP_016034109.1|DSIM	LOC4801974|XP_015037515.2|DPSE
OG0004742	LOC6724724|XP_016037359.1|DSIM	LOC6899878|XP_033237181.1|DPSE
OG0004743	LOC6727501|XP_039150716.1|DSIM	LOC4800514|XP_001357779.3|DPSE
OG0004744	LOC27206835|XP_016025064.1|DSIM	LOC4816603|XP_001356028.3|DPSE
OG0004745	LOC27206454|XP_039151941.1|DSIM	LOC6897635|XP_033236590.1|DPSE
OG0004746	LOC6728457|XP_016035076.1|DSIM	LOC4802795|XP_001359640.3|DPSE
OG0004747	LOC6728458|XP_016035077.1|DSIM	LOC4802796|XP_015038094.2|DPSE
OG0004748	LOC6728455|XP_016035070.1|DSIM	LOC6897810|XP_002137915.2|DPSE
OG0004749	LOC6727315|XP_016033849.1|DSIM	LOC4800881|XP_033233183.1|DPSE
OG0004750	LOC6729042|XP_016035695.1|DSIM	LOC4801962|XP_001358976.2|DPSE
OG0004751	LOC6727974|XP_016034567.1|DSIM	LOC4800695|XP_001357920.5|DPSE
OG0004752	LOC27208451|XP_016036494.1|DSIM	LOC6897054|XP_002137238.2|DPSE
OG0004753	LOC6729491|XP_016036162.1|DSIM	LOC4801289|XP_001358409.2|DPSE
OG0004754	LOC6729903|XP_002105205.2|DSIM	LOC4801103|XP_001358252.1|DPSE
OG0004755	LOC6727326|XP_002102712.1|DSIM	LOC6896790|XP_002136995.1|DPSE
OG0004756	LOC6727327|XP_002102713.1|DSIM	LOC4800535|XP_001357799.2|DPSE
OG0004757	LOC6728280|XP_039150912.1|DSIM	LOC4801409|XP_003736503.3|DPSE
OG0004758	LOC6727626|XP_016034227.1|DSIM	LOC6897957|XP_002138056.3|DPSE
OG0004759	LOC6728969|XP_016035646.1|DSIM	LOC4801584|XP_001358654.3|DPSE
OG0004760	LOC27206989|XP_016034731.1|DSIM	LOC4801578|XP_001358648.3|DPSE
OG0004761	LOC6727746|XP_002103108.1|DSIM	LOC4802102|XP_001359086.4|DPSE
OG0004762	LOC6731233|XP_002078392.1|DSIM	LOC4817861|XP_001357297.1|DPSE
OG0004763	LOC6727571|XP_039150707.1|DSIM	LOC4801453|XP_001358547.4|DPSE
OG0004764	LOC6728138|XP_016034747.1|DSIM	LOC4801632|XP_001358688.2|DPSE
OG0004765	LOC6729461|XP_016036135.1|DSIM	LOC4800433|XP_033232361.1|DPSE
OG0004766	LOC6729441|XP_039151992.1|DSIM	LOC6896754|XP_002136961.1|DPSE
OG0004767	LOC6726694|XP_002102105.1|DSIM	LOC4802733|XP_001359596.4|DPSE
OG0004768	LOC6726696|XP_002102107.1|DSIM	LOC4802731|XP_001359594.4|DPSE
OG0004769	LOC6733022|XP_002080101.1|DSIM	LOC6903074|XP_002132792.2|DPSE
OG0004770	LOC6727616|XP_002102995.1|DSIM	LOC4803173|XP_001359957.1|DPSE
OG0004771	LOC6730150|XP_016036915.1|DSIM	LOC6896712|XP_033235161.1|DPSE
OG0004772	LOC6728942|XP_016035621.1|DSIM	LOC4801704|XP_001358750.3|DPSE
OG0004773	LOC6727293|XP_002102680.1|DSIM	LOC4800897|XP_001358091.1|DPSE
OG0004774	LOC6727291|XP_016033820.1|DSIM	LOC6896955|XP_015038883.2|DPSE
OG0004775	LOC6727513|XP_016034098.1|DSIM	LOC4801833|XP_033232807.1|DPSE
OG0004776	LOC6733305|XP_016026231.1|DSIM	LOC4803451|XP_001360172.1|DPSE
OG0004777	LOC27206634|XP_016025854.1|DSIM	LOC4811790|XP_001352358.1|DPSE
OG0004778	LOC6732266|XP_002079395.1|DSIM	LOC4816411|XP_001356236.2|DPSE
OG0004779	LOC6729281|XP_016035923.1|DSIM	LOC4801568|XP_001358636.3|DPSE
OG0004780	LOC6730825|XP_002077992.1|DSIM	LOC4816701|XP_001355937.2|DPSE
OG0004781	LOC6728338|XP_039150771.1|DSIM	LOC6896783|XP_002136989.2|DPSE
OG0004782	LOC6729322|XP_016035957.1|DSIM	LOC4801750|XP_001358792.3|DPSE
OG0004783	LOC6740126|XP_016039284.1|DSIM	LOC6901628|XP_002134298.2|DPSE
OG0004784	LOC6726952|XP_002102354.1|DSIM	LOC4801884|XP_033239120.1|DPSE
OG0004785	LOC6726938|XP_002102340.1|DSIM	LOC4801896|XP_001358917.2|DPSE
OG0004786	LOC27207009|XP_039150983.1|DSIM	LOC4801899|XP_001358921.2|DPSE
OG0004788	LOC6726934|XP_016033431.1|DSIM	LOC4801903|XP_015037449.1|DPSE
OG0004789	LOC6726933|XP_002102335.1|DSIM	LOC4801904|XP_001358924.1|DPSE
OG0004790	LOC6729741|XP_016036401.1|DSIM	LOC4801720|XP_033241738.1|DPSE
OG0004791	LOC6730338|XP_016037107.1|DSIM	LOC4800727|XP_033233192.1|DPSE
OG0004792	LOC6727494|XP_002102874.1|DSIM	LOC6899370|XP_002136159.1|DPSE
OG0004793	LOC6730108|XP_039150382.1|DSIM	LOC6897401|XP_002137553.3|DPSE
OG0004794	LOC6728190|XP_016034821.1|DSIM	LOC4802012|XP_015037540.2|DPSE
OG0004795	LOC6728245|XP_002103594.3|DSIM	LOC4801384|XP_001358486.3|DPSE
OG0004796	LOC6728314|XP_002103663.1|DSIM	LOC4801349|XP_001358458.4|DPSE
OG0004797	LOC6729001|XP_016035665.1|DSIM	LOC4800961|XP_015038722.2|DPSE
OG0004798	LOC6730017|XP_002105311.1|DSIM	LOC4801165|XP_001358299.2|DPSE
OG0004799	LOC6728988|XP_002104310.1|DSIM	LOC4801592|XP_001358661.2|DPSE
OG0004800	LOC6728147|XP_016034756.1|DSIM	LOC4801640|XP_001358694.2|DPSE
OG0004802	LOC6727300|XP_039150423.1|DSIM	LOC4800891|XP_001358085.1|DPSE
OG0004803	LOC6729942|XP_016036702.1|DSIM	LOC4800636|XP_001357873.3|DPSE
OG0004804	LOC6726697|XP_039151580.1|DSIM	LOC4802730|XP_001359593.2|DPSE
OG0004805	LOC6728787|XP_016035473.1|DSIM	LOC6896758|XP_033232346.1|DPSE
OG0004806	LOC27207936|XP_016039172.1|DSIM	LOC4814824|XP_001354533.2|DPSE
OG0004807	LOC6729533|XP_016036206.1|DSIM	LOC4802123|XP_001359104.6|DPSE
OG0004808	LOC6728696|XP_002104032.1|DSIM	LOC4800777|XP_001357992.3|DPSE
OG0004809	LOC6727283|XP_002102672.1|DSIM	LOC4801556|XP_001358628.3|DPSE
OG0004810	LOC6727289|XP_002102676.1|DSIM	LOC4800902|XP_003736349.2|DPSE
OG0004811	LOC6738855|XP_016032674.1|DSIM	LOC4811921|XP_015044057.2|DPSE
OG0004812	LOC6728790|XP_039150548.1|DSIM	LOC4800592|XP_003736272.3|DPSE
OG0004813	LOC6729303|XP_002104620.2|DSIM	LOC4801689|XP_001358737.1|DPSE
OG0004814	LOC6728717|XP_039150605.1|DSIM	LOC4801495|XP_001358574.2|DPSE
OG0004815	LOC6725264|XP_016038269.1|DSIM	LOC4815235|XP_001355093.4|DPSE
OG0004816	LOC6725474|XP_016038582.1|DSIM	LOC4815010|XP_001354978.2|DPSE
OG0004817	LOC6725472|XP_002106488.2|DSIM	LOC4815256|XP_001354977.1|DPSE
