Orthogroup	DSIM.longest_only	HILL.longest_only
OG0003261	LOC6726668|XP_016033157.2|DSIM	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC27208500|XP_039151786.1|DSIM	LOC119650684|XP_037909573.1|HILL
OG0003263	LOC6740036|XP_016038626.1|DSIM	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC6726619|XP_016040301.1|DSIM	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC6732262|XP_002079391.1|DSIM	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC6731196|XP_016023741.1|DSIM	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC6726388|XP_039153676.1|DSIM	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC6729972|XP_039150897.1|DSIM	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC6730090|XP_002105383.1|DSIM	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC6738081|XP_016031902.2|DSIM	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC6724716|XP_016037311.1|DSIM	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC6726346|XP_039154087.1|DSIM	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC6734185|XP_002081214.1|DSIM	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC6725563|XP_039153251.1|DSIM	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC6725056|XP_016038032.1|DSIM	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC6727814|XP_039151921.1|DSIM	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC27208337|XP_016026967.1|DSIM	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC27209075|XP_016036760.1|DSIM	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC27207483|XP_016038377.1|DSIM	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC27208891|XP_016035624.1|DSIM	LOC119650729|XP_037909684.1|HILL
OG0003281	LOC6727308|XP_002102695.1|DSIM	LOC119652534|XP_037912664.1|HILL
OG0003282	LOC27209440|XP_039153660.1|DSIM	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC6732851|XP_016025571.1|DSIM	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC27207226|XP_039153900.1|DSIM	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC6730316|XP_016037078.1|DSIM	LOC119658605|XP_037922008.1|HILL
OG0003286	LOC6729782|XP_016036465.1|DSIM	LOC119656560|XP_037918869.1|HILL
OG0003287	LOC6737735|XP_039150105.1|DSIM	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC6728024|XP_016034633.1|DSIM	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC6735780|XP_002082693.1|DSIM	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC6726682|XP_002102093.2|DSIM	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC6738733|XP_016032545.1|DSIM	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC6725984|XP_002106966.1|DSIM	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC27207848|XP_016038382.1|DSIM	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC6734992|XP_002081974.1|DSIM	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC6726620|XP_016040307.1|DSIM	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC27208240|XP_016034903.1|DSIM	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC6728679|XP_016035351.1|DSIM	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC6726289|XP_002107250.2|DSIM	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC6728076|XP_002103428.1|DSIM	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC6728066|XP_016034686.1|DSIM	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC6735061|XP_002082038.2|DSIM	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC6725606|XP_016038805.1|DSIM	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC6734548|XP_002081557.2|DSIM	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC6729277|XP_002104597.2|DSIM	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC6740228|XP_039153852.1|DSIM	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC6733242|XP_016026120.1|DSIM	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC6726085|XP_016039539.1|DSIM	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC27208557|XP_016022938.2|DSIM	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC6726568|XP_016040229.1|DSIM	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC6725895|XP_002106890.2|DSIM	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC6728528|XP_002103873.1|DSIM	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC6727729|XP_002103091.1|DSIM	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC6724796|XP_002105837.1|DSIM	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC6735960|XP_016029311.1|DSIM	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC6726162|XP_016039689.1|DSIM	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC6728044|XP_002103396.1|DSIM	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC6728701|XP_016035368.1|DSIM	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC6726669|XP_016033158.1|DSIM	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC6730307|XP_016037068.1|DSIM	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC6730311|XP_016037076.1|DSIM	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC6730313|XP_002105596.1|DSIM	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC6739897|XP_016037524.1|DSIM	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC27209395|XP_016037713.1|DSIM	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC6727150|XP_016033632.1|DSIM	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC27208755|XP_039153737.1|DSIM	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC6724719|XP_002105763.1|DSIM	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC6724914|XP_002105952.1|DSIM	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC6727313|XP_016033847.1|DSIM	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC6737432|XP_016031205.1|DSIM	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC6726217|XP_016039744.1|DSIM	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC6726134|XP_002107111.1|DSIM	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC6730268|XP_002105551.3|DSIM	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC6726891|XP_002102293.1|DSIM	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC6728089|XP_002103441.1|DSIM	LOC119650665|XP_037909541.1|HILL
OG0003336	LOC6729045|XP_002104366.1|DSIM	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC6730018|XP_016036789.1|DSIM	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC6727577|XP_016034171.1|DSIM	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC6730077|XP_016036847.1|DSIM	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC27206409|XP_016036845.1|DSIM	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC6726280|XP_002107241.1|DSIM	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC6726312|XP_016039858.1|DSIM	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC6726092|XP_039153268.1|DSIM	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC6732248|XP_016024927.1|DSIM	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC27208328|XP_039153521.1|DSIM	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC6727546|XP_002102926.1|DSIM	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC6727561|XP_002102940.1|DSIM	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC6727540|XP_002102920.1|DSIM	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC6737980|XP_002084795.1|DSIM	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC6729202|XP_016035849.1|DSIM	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC6725288|XP_016038308.1|DSIM	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC6730229|XP_016036982.1|DSIM	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC6727789|XP_016034372.1|DSIM	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC6730279|XP_002105562.1|DSIM	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC6726385|XP_039153674.1|DSIM	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC6725415|XP_039152216.1|DSIM	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC6725724|XP_016039002.1|DSIM	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC6732617|XP_016025325.1|DSIM	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC6726207|XP_016039727.1|DSIM	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC6725977|XP_039153368.1|DSIM	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC6735265|XP_002082235.1|DSIM	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC6730379|XP_016037153.1|DSIM	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC6727178|XP_016033670.1|DSIM	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC6728667|XP_016035327.1|DSIM	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC6726796|XP_016033296.1|DSIM	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC6738589|XP_002085393.2|DSIM	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC6738660|XP_002085462.1|DSIM	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC6738663|XP_016032485.1|DSIM	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC6727052|XP_002102449.1|DSIM	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC6728725|XP_039150609.1|DSIM	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC6726519|XP_002107475.1|DSIM	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC6734386|XP_002081407.2|DSIM	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC6728460|XP_002103805.2|DSIM	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC27209183|XP_039152729.1|DSIM	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC6728079|XP_016034700.1|DSIM	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC6728659|XP_002103998.1|DSIM	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC6728663|XP_016035319.1|DSIM	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC6729894|XP_002105197.1|DSIM	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC6729103|XP_002104424.1|DSIM	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC6729088|XP_016035737.1|DSIM	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC6731912|XP_002079047.1|DSIM	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC6729866|XP_039151229.1|DSIM	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC6728817|XP_002104151.1|DSIM	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC6730440|XP_002077621.1|DSIM	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC6728970|XP_016035647.1|DSIM	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC6729480|XP_002104790.1|DSIM	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC27208939|XP_016036639.1|DSIM	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC6726192|XP_016039721.1|DSIM	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC6736110|XP_002083010.2|DSIM	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC6727497|XP_002102877.1|DSIM	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC6727718|XP_002103080.1|DSIM	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC6727794|XP_002103155.1|DSIM	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC6730055|XP_016036833.1|DSIM	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC6727190|XP_002102582.2|DSIM	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC6727180|XP_002102572.1|DSIM	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC6729949|XP_039151890.1|DSIM	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC6729183|XP_016035831.1|DSIM	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC6728949|XP_002104277.1|DSIM	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC6729536|XP_002104844.1|DSIM	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC6729557|XP_016036225.1|DSIM	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC6729061|XP_039151138.1|DSIM	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC6729051|XP_002104372.1|DSIM	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC6736084|XP_002082985.2|DSIM	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC6728188|XP_002103537.2|DSIM	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC6733907|XP_002080951.1|DSIM	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC6729896|XP_002105199.1|DSIM	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC6729895|XP_002105198.2|DSIM	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC6728049|XP_016034657.1|DSIM	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC6729039|XP_016035694.1|DSIM	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC6729075|XP_016035719.1|DSIM	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC6727859|XP_002103214.1|DSIM	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC6729994|XP_016036759.1|DSIM	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC6726661|XP_016033144.1|DSIM	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC6738052|XP_002084866.1|DSIM	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC6725958|XP_016039308.1|DSIM	LOC119652479|XP_037912580.1|HILL
OG0003416	LOC6727236|XP_016033741.1|DSIM	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC27206479|XP_039151393.1|DSIM	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC6728333|XP_016034965.1|DSIM	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC6727219|XP_016033714.1|DSIM	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC6727220|XP_016033716.1|DSIM	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC6730016|XP_016036785.1|DSIM	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC6730015|XP_002105309.1|DSIM	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC6734987|XP_002081969.1|DSIM	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC6729312|XP_002104629.1|DSIM	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC6729003|XP_002104324.1|DSIM	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC6727533|XP_016034111.1|DSIM	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC6727539|XP_002102919.2|DSIM	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC27208984|XP_016032357.1|DSIM	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC6735918|XP_002082828.1|DSIM	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC6740158|XP_002077036.1|DSIM	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC6726726|XP_016033214.1|DSIM	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC6729362|XP_002104678.1|DSIM	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC6730124|XP_016036881.1|DSIM	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC6726023|XP_002107005.1|DSIM	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC6729794|XP_002105099.3|DSIM	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC6726857|XP_002102259.2|DSIM	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC6726856|XP_039151309.1|DSIM	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC6726858|XP_002102260.1|DSIM	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC6729356|XP_002104672.1|DSIM	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC6730387|XP_039151042.1|DSIM	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC6732325|XP_002079453.1|DSIM	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC6728824|XP_002104158.1|DSIM	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC27206273|XP_016030110.1|DSIM	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC6738771|XP_039149331.1|DSIM	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC6725494|XP_039152835.1|DSIM	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC27208824|XP_016039536.1|DSIM	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC27208511|XP_016037395.1|DSIM	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC6726650|XP_002102061.1|DSIM	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC6727748|XP_016034328.1|DSIM	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC6727240|XP_002102632.1|DSIM	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC6727241|XP_002102633.2|DSIM	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC6737104|XP_002083951.1|DSIM	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC6730789|XP_016023204.1|DSIM	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC6728645|XP_002103985.1|DSIM	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC6735567|XP_016028908.1|DSIM	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC6726757|XP_016033239.1|DSIM	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC6727648|XP_016034239.1|DSIM	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC6728456|XP_002103801.1|DSIM	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC6729212|XP_002104533.1|DSIM	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC6726854|XP_002102256.3|DSIM	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC6736886|XP_002083739.1|DSIM	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC6728113|XP_016034732.1|DSIM	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC6727728|XP_016034304.1|DSIM	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC6727747|XP_002103109.1|DSIM	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC6729475|XP_002104785.1|DSIM	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC6728103|XP_002103454.1|DSIM	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC6730385|XP_002105667.1|DSIM	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC6730156|XP_002105447.1|DSIM	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC6728127|XP_016034745.2|DSIM	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC6732697|XP_016025433.1|DSIM	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC6731713|XP_039154543.1|DSIM	LOC119654164|XP_037915258.1|HILL
OG0003473	LOC6731876|XP_002079011.1|DSIM	LOC119653239|XP_037913766.1|HILL
OG0003474	LOC6727511|XP_016034091.1|DSIM	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC6727295|XP_016033838.1|DSIM	LOC119651746|XP_037911404.1|HILL
OG0003476	LOC120284214|XP_039152024.1|DSIM, LOC6724746|XP_039152030.1|DSIM	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC6728191|XP_016034822.1|DSIM	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC6728335|XP_039150775.1|DSIM	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC6728792|XP_002104127.2|DSIM	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC6726951|XP_002102353.1|DSIM	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC6726950|XP_002102352.1|DSIM	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC6726949|XP_039150781.1|DSIM	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC6728985|XP_002104307.1|DSIM	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC6728241|XP_002103590.1|DSIM	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC6728243|XP_002103592.1|DSIM	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC6739787|XP_016036788.1|DSIM	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC6729860|XP_016036598.1|DSIM	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC6728802|XP_016035491.1|DSIM	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC6727488|XP_002102868.3|DSIM	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC6739784|XP_039150614.1|DSIM	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC6729926|XP_016036684.1|DSIM	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC6729014|XP_002104335.2|DSIM	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC6726699|XP_039151585.1|DSIM	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC6732618|XP_002079737.2|DSIM	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC6728150|XP_002103500.1|DSIM	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC6727287|XP_016033802.1|DSIM	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC6739172|XP_016033047.1|DSIM	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC6728791|XP_016035483.1|DSIM	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC6732798|XP_002079911.1|DSIM	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC6728219|XP_002103568.1|DSIM	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC6728991|XP_039151643.1|DSIM	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC6729960|XP_016036724.1|DSIM	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC120284203|XP_039150769.1|DSIM	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC6726901|XP_016033409.1|DSIM	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC6729207|XP_016035859.2|DSIM	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC6736439|XP_016029952.1|DSIM	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC6729107|XP_002104428.1|DSIM	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC6729286|XP_016035927.1|DSIM	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC6729288|XP_016035929.1|DSIM	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC6729267|XP_016035912.2|DSIM	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC6729216|XP_016035870.1|DSIM	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC6728603|XP_016035234.1|DSIM	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC6734073|XP_002081108.1|DSIM	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC6728213|XP_002103562.1|DSIM	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC6727783|XP_039150475.1|DSIM	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC6726992|XP_016033493.1|DSIM	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC6737452|XP_039150227.1|DSIM	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC6737457|XP_016031226.1|DSIM	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC6737440|XP_016031212.1|DSIM	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC6733815|XP_002080859.1|DSIM	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC6732616|XP_016025324.1|DSIM	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC6726319|XP_016039872.1|DSIM	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC27206175|XP_016027967.1|DSIM	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC6727650|XP_002103027.1|DSIM	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC6733401|XP_016026325.1|DSIM	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC27208356|XP_016024454.1|DSIM	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC6737165|XP_002084011.2|DSIM	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC6727655|XP_016034246.1|DSIM	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC6737214|XP_016030920.1|DSIM	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC6737350|XP_016031076.1|DSIM	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC6737494|XP_016031282.1|DSIM	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC6736464|XP_002083335.1|DSIM	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC6733247|XP_016026122.1|DSIM	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC6735561|XP_002082481.1|DSIM	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC6734286|XP_002081315.1|DSIM	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC6734636|XP_002081644.1|DSIM	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC6734414|XP_016029690.1|DSIM	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC27206665|XP_016035981.1|DSIM	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC27208783|XP_039147740.1|DSIM	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC6724857|XP_002105896.1|DSIM	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC6737098|XP_002083945.2|DSIM	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC6739673|XP_016032946.1|DSIM	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC6738729|XP_016032540.1|DSIM	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC6733680|XP_016026653.1|DSIM	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC6733683|XP_016026655.1|DSIM	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC6739369|XP_002076278.1|DSIM	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC6735001|XP_002081983.1|DSIM	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC6733938|XP_002080982.1|DSIM	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC27209024|XP_039148215.1|DSIM	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC6738357|XP_002085167.1|DSIM	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC6736601|XP_016030192.1|DSIM	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC6738923|XP_016032753.1|DSIM	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC6738921|XP_016032749.1|DSIM	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC6736808|XP_016030466.1|DSIM	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC6737815|XP_016031597.1|DSIM	LOC119647454|XP_037904314.1|HILL
