Orthogroup	DVIR.longest_only	DMIR.longest_only
OG0006050	LOC6631055|XP_032294808.1|DVIR	LOC108156379|XP_017143281.1|DMIR
OG0006051	LOC6633785|XP_002056957.1|DVIR	LOC108163332|XP_017154062.1|DMIR
OG0006052	LOC6624819|XP_002048977.2|DVIR	LOC108159744|XP_017148771.1|DMIR, LOC117192519|XP_033253104.1|DMIR
OG0006053	LOC6622047|XP_002046401.1|DVIR, LOC116650144|XP_032289353.1|DVIR	LOC108151502|XP_017135633.1|DMIR
OG0006054	LOC6636190|XP_015024016.2|DVIR	LOC108164429|XP_033250299.1|DMIR
OG0006055	LOC6629843|XP_002054464.1|DVIR	LOC108154826|XP_017140716.1|DMIR
OG0006056	LOC6624925|XP_002049350.1|DVIR	LOC108158940|XP_017147249.1|DMIR
OG0006057	LOC6622706|XP_002047035.2|DVIR	LOC108151201|XP_017135164.1|DMIR
OG0006058	LOC6635107|XP_015024959.1|DVIR	LOC108156970|XP_017144247.1|DMIR
OG0006059	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR	LOC108152295|XP_017137006.1|DMIR
OG0006060	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR	LOC108152296|XP_017137007.1|DMIR
OG0006061	LOC6631470|XP_002055027.2|DVIR	LOC108157279|XP_017144769.1|DMIR
OG0006062	LOC6629660|XP_002053599.1|DVIR	LOC108154224|XP_017139940.1|DMIR
OG0006063	LOC6633958|XP_002057761.2|DVIR	LOC108162602|XP_017152910.1|DMIR
OG0006064	LOC6626320|XP_002050697.1|DVIR	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR
OG0006065	LOC6624148|XP_002047419.1|DVIR	LOC108165526|XP_017157086.1|DMIR
OG0006066	LOC6626209|XP_002049795.1|DVIR	LOC108160556|XP_017150117.1|DMIR
OG0006067	LOC6625935|XP_032293349.1|DVIR	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR
OG0006068	LOC6634818|XP_002058207.3|DVIR	LOC108153492|XP_017139026.1|DMIR
OG0006069	LOC6622285|XP_032290046.1|DVIR	LOC108165339|XP_017156862.1|DMIR
OG0006070	LOC6630521|XP_002054020.1|DVIR	LOC108153365|XP_017138821.1|DMIR
OG0006071	LOC6633185|XP_002055973.2|DVIR	LOC108157461|XP_017145023.1|DMIR
OG0006072	LOC6623354|XP_002047418.1|DVIR	LOC108165534|XP_017157097.1|DMIR
OG0006073	LOC6623477|XP_002047370.2|DVIR	LOC108151835|XP_017136200.1|DMIR
OG0006074	LOC6633455|XP_002057338.2|DVIR	LOC108156876|XP_017144097.1|DMIR
OG0006075	LOC116649734|XP_032296601.1|DVIR	LOC108155978|XP_017142659.1|DMIR
OG0006076	LOC6626941|XP_002050079.1|DVIR	LOC108159249|XP_017147860.1|DMIR
OG0006077	LOC6622987|XP_002047560.2|DVIR	LOC108152410|XP_017137209.1|DMIR
OG0006078	LOC6622992|XP_002047561.1|DVIR	LOC108152411|XP_017137213.1|DMIR
OG0006079	LOC6622292|XP_002048085.1|DVIR	LOC108151902|XP_017136300.1|DMIR
OG0006080	LOC6624368|XP_002048087.1|DVIR	LOC108152700|XP_017137710.1|DMIR
OG0006081	LOC6626733|XP_002049277.1|DVIR	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR
OG0006082	LOC6626735|XP_002049279.1|DVIR	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR
OG0006083	LOC6623555|XP_032291089.1|DVIR	LOC108151416|XP_017135493.1|DMIR
OG0006084	LOC6622349|XP_015030453.1|DVIR	LOC108152819|XP_017137899.1|DMIR
OG0006085	LOC6622719|XP_002048007.1|DVIR	LOC108155505|XP_017141834.1|DMIR
OG0006086	LOC6622163|XP_032290394.1|DVIR	LOC108153476|XP_017138999.1|DMIR
OG0006087	LOC6635409|XP_032293214.1|DVIR	LOC108159257|XP_017147882.1|DMIR
OG0006088	LOC6622270|XP_002048398.1|DVIR	LOC108151260|XP_017135267.1|DMIR
OG0006089	LOC6633736|XP_002057021.1|DVIR	LOC108151097|XP_017134980.1|DMIR
OG0006090	LOC6623412|XP_032290911.1|DVIR	LOC108151273|XP_017135288.1|DMIR
OG0006091	LOC6623899|XP_032290506.1|DVIR	LOC108151853|XP_017136227.2|DMIR
OG0006092	LOC26531317|XP_015024204.2|DVIR	LOC108162375|XP_017152582.1|DMIR
OG0006093	LOC6627190|XP_002049932.2|DVIR	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR
OG0006094	LOC6623551|XP_002048629.1|DVIR	LOC108151400|XP_017135476.1|DMIR
OG0006095	LOC6635795|XP_002059383.3|DVIR	LOC117193379|XP_033253995.1|DMIR, LOC108159086|XP_017147531.1|DMIR
OG0006096	LOC6626625|XP_002049701.1|DVIR	LOC108158541|XP_017146439.1|DMIR
OG0006097	LOC6623845|XP_002048263.1|DVIR	LOC108152598|XP_033243136.1|DMIR
OG0006098	LOC6628763|XP_002051903.1|DVIR	LOC108162691|XP_017153030.1|DMIR
OG0006099	LOC6625878|XP_002049679.1|DVIR	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR
OG0006100	LOC6627136|XP_002049430.1|DVIR	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR
OG0006101	LOC6636647|XP_032289190.1|DVIR	LOC108163188|XP_033249062.1|DMIR
OG0006102	LOC6627099|XP_002049942.1|DVIR	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR
OG0006103	LOC6634572|XP_032296290.1|DVIR	LOC108164783|XP_017156222.1|DMIR
OG0006104	LOC6636101|XP_032295511.1|DVIR	LOC108164668|XP_017156010.1|DMIR
OG0006105	LOC6636100|XP_032295680.1|DVIR	LOC108164619|XP_017155946.1|DMIR
OG0006106	LOC6624579|XP_015031571.1|DVIR	LOC108153456|XP_017138965.1|DMIR
OG0006107	LOC6625690|XP_002049816.1|DVIR	LOC108159593|XP_017148533.1|DMIR
OG0006108	LOC6631764|XP_002055172.1|DVIR	LOC108153238|XP_017138565.1|DMIR
OG0006109	LOC6622773|XP_002047667.1|DVIR	LOC108153007|XP_017138243.1|DMIR
OG0006110	LOC6622877|XP_002048032.1|DVIR	LOC108152645|XP_017137625.1|DMIR
OG0006111	LOC6626816|XP_032292085.1|DVIR	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR
OG0006112	LOC116651059|XP_032292639.1|DVIR	LOC117190762|XP_033251715.1|DMIR, LOC108159507|XP_017148354.1|DMIR
OG0006113	LOC6622639|XP_002046686.1|DVIR	LOC108153325|XP_017138731.1|DMIR
OG0006114	LOC6634954|XP_002058588.1|DVIR	LOC108154732|XP_017140587.1|DMIR
OG0006115	LOC6626068|XP_002049376.1|DVIR	LOC108159313|XP_017147976.1|DMIR
OG0006116	LOC6626738|XP_002049572.2|DVIR	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR
OG0006117	LOC6626879|XP_002049155.1|DVIR	LOC108159861|XP_017148949.1|DMIR
OG0006118	LOC6625880|XP_032293010.1|DVIR	LOC117187696|XP_033246296.1|DMIR, LOC108160841|XP_033252161.1|DMIR
OG0006119	LOC6625098|XP_002049549.1|DVIR	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR
OG0006120	LOC6624821|XP_002048979.1|DVIR	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR
OG0006121	LOC6622090|XP_002048017.1|DVIR	LOC108152529|XP_017137423.1|DMIR
OG0006122	LOC6636262|XP_002059731.2|DVIR	LOC108164426|XP_017155595.1|DMIR
OG0006123	LOC6624970|XP_002049478.3|DVIR	LOC108160809|XP_033247561.1|DMIR
OG0006124	LOC6630034|XP_002054025.1|DVIR	LOC108156723|XP_017143863.1|DMIR
OG0006125	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR	LOC108152579|XP_017137505.1|DMIR
OG0006126	LOC6624091|XP_002046876.1|DVIR	LOC108152063|XP_017136566.1|DMIR
OG0006127	LOC6623569|XP_002048224.1|DVIR	LOC108152432|XP_033242708.1|DMIR
OG0006128	LOC6623671|XP_002048243.1|DVIR	LOC108153138|XP_017138423.1|DMIR
OG0006129	LOC6622967|XP_002048216.1|DVIR	LOC108152496|XP_017137360.1|DMIR
OG0006130	LOC6624555|XP_002048260.1|DVIR	LOC108150874|XP_017134670.1|DMIR
OG0006131	LOC6623777|XP_002048257.1|DVIR	LOC108151033|XP_017134882.1|DMIR
OG0006132	LOC6623219|XP_002048248.1|DVIR	LOC108151037|XP_017134893.1|DMIR
OG0006133	LOC6623805|XP_002048261.1|DVIR	LOC108150875|XP_017134671.1|DMIR
OG0006134	LOC6622666|XP_032290700.1|DVIR	LOC108151692|XP_033242155.1|DMIR
OG0006135	LOC6623628|XP_032290507.1|DVIR	LOC108150870|XP_017134662.1|DMIR
OG0006136	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR	LOC108152580|XP_017137510.1|DMIR
OG0006137	LOC6622675|XP_002047994.1|DVIR	LOC108165506|XP_017157052.1|DMIR
OG0006138	LOC6627282|XP_032292813.1|DVIR	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR
OG0006139	LOC6624990|XP_002048921.2|DVIR	LOC108159048|XP_017147466.1|DMIR
OG0006140	LOC6625920|XP_002049459.1|DVIR	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR
OG0006141	LOC6625723|XP_002049017.1|DVIR	LOC108160660|XP_033247548.1|DMIR
OG0006142	LOC6623029|XP_032290511.1|DVIR	LOC108150925|XP_017134745.1|DMIR
OG0006143	LOC6622561|XP_015031533.1|DVIR	LOC108152571|XP_017137498.1|DMIR
OG0006144	LOC6624321|XP_002048519.1|DVIR	LOC108153222|XP_017138539.1|DMIR
OG0006145	LOC6622960|XP_015031539.1|DVIR	LOC108152139|XP_017136726.1|DMIR
OG0006146	LOC6634371|XP_032293703.1|DVIR	LOC108162196|XP_017152291.1|DMIR
OG0006147	LOC6629587|XP_002052994.1|DVIR	LOC108157089|XP_017144442.1|DMIR
OG0006148	LOC6622847|XP_002048024.1|DVIR	LOC108151579|XP_017135745.1|DMIR
OG0006149	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR	LOC108152944|XP_017138128.1|DMIR
OG0006150	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR	LOC108152941|XP_017138125.1|DMIR
OG0006151	LOC6633955|XP_002057758.1|DVIR	LOC108162591|XP_017152897.1|DMIR
OG0006152	LOC6630856|XP_002052951.2|DVIR	LOC108157142|XP_017144534.1|DMIR
OG0006153	LOC6624966|XP_002049327.1|DVIR	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR
OG0006154	LOC6629677|XP_002053660.1|DVIR	LOC108157484|XP_017145063.1|DMIR
OG0006155	LOC6629591|XP_002052998.1|DVIR	LOC108155779|XP_017142327.1|DMIR
OG0006156	LOC6629421|XP_002053155.2|DVIR	LOC108156190|XP_017143010.1|DMIR
OG0006157	LOC6635395|XP_032293203.1|DVIR	LOC108159122|XP_017147594.1|DMIR, LOC117190745|XP_033251695.1|DMIR
OG0006158	LOC6622365|XP_002046968.2|DVIR	LOC108152895|XP_017138029.1|DMIR
OG0006159	LOC6626629|XP_002049413.2|DVIR	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR
OG0006160	LOC6635398|XP_002058841.1|DVIR	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR
OG0006161	LOC6625698|XP_032291946.1|DVIR	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR
OG0006162	LOC6636257|XP_032290066.1|DVIR	LOC108164414|XP_017155578.1|DMIR
OG0006163	LOC6624798|XP_032291710.1|DVIR	LOC108158441|XP_017146213.2|DMIR
OG0006165	LOC6623876|XP_002048647.2|DVIR	LOC108153631|XP_017139224.1|DMIR
OG0006166	LOC6627343|XP_002052454.1|DVIR	LOC117186737|XP_033243793.1|DMIR, LOC108151174|XP_017135094.1|DMIR, LOC108164044|XP_017155111.1|DMIR
OG0006167	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR	LOC108160232|XP_017149575.1|DMIR
OG0006168	LOC6636041|XP_002059568.1|DVIR	LOC108150832|XP_017134631.1|DMIR
OG0006168	LOC6636040|XP_002059567.1|DVIR	LOC108151791|XP_017136132.2|DMIR
OG0006169	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR	LOC108151099|XP_017134982.1|DMIR, LOC117187726|XP_033246398.1|DMIR
OG0006170	LOC6631309|XP_002055052.3|DVIR	LOC117191541|XP_033252268.1|DMIR, LOC117191539|XP_033252267.1|DMIR, LOC117188436|XP_033248210.1|DMIR, LOC117187791|XP_033246531.1|DMIR, LOC117188435|XP_033248208.1|DMIR, LOC117187755|XP_033246457.1|DMIR, LOC117187788|XP_033246526.1|DMIR, LOC117187792|XP_033246532.1|DMIR, LOC117187790|XP_033246530.1|DMIR, LOC117187793|XP_033246533.1|DMIR, LOC117188434|XP_033248207.1|DMIR
OG0006171	LOC6623170|XP_002046725.1|DVIR	LOC108161483|XP_017151242.2|DMIR
OG0006172	LOC6623001|XP_002046675.1|DVIR	LOC108165279|XP_017156803.1|DMIR
OG0006173	LOC6627622|XP_002051713.1|DVIR	LOC108164276|XP_017155411.1|DMIR
OG0006174	LOC6624424|XP_002048374.1|DVIR	LOC108153258|XP_017138610.2|DMIR
OG0006175	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR	LOC117193820|XP_033254422.1|DMIR, LOC108158861|XP_017147081.1|DMIR, LOC117192556|XP_033253148.1|DMIR, LOC108158859|XP_017147079.2|DMIR, LOC117188380|XP_033248056.1|DMIR
OG0006176	LOC6634084|XP_032293622.1|DVIR	LOC108162331|XP_017152511.1|DMIR, LOC108163304|XP_017154006.1|DMIR
OG0006177	LOC26530520|XP_015030218.1|DVIR	LOC108153899|XP_033245438.1|DMIR, LOC108154551|XP_033245439.1|DMIR, LOC108163230|XP_017153876.1|DMIR
OG0006181	LOC6629713|XP_002053075.1|DVIR	LOC108156240|XP_017143077.1|DMIR
OG0006182	LOC6629535|XP_002053969.1|DVIR	LOC108157187|XP_017144604.1|DMIR
OG0006183	LOC6629641|XP_032294972.1|DVIR	LOC108154941|XP_017140919.1|DMIR
OG0006184	LOC6630405|XP_002054193.1|DVIR	LOC108156225|XP_017143053.1|DMIR
OG0006185	LOC6634882|XP_002058501.1|DVIR	LOC108156296|XP_017143169.1|DMIR
OG0006186	LOC6630411|XP_032295331.1|DVIR	LOC108156229|XP_017143057.1|DMIR
OG0006187	LOC6632427|XP_002056099.1|DVIR	LOC108157497|XP_017145085.1|DMIR
OG0006188	LOC6633574|XP_015025482.1|DVIR	LOC108153769|XP_017139399.1|DMIR
OG0006189	LOC6633575|XP_002057079.1|DVIR	LOC108153817|XP_017139422.1|DMIR
OG0006190	LOC6632506|XP_002056011.1|DVIR	LOC108154722|XP_017140573.1|DMIR
OG0006191	LOC6630963|XP_002054740.1|DVIR	LOC108156718|XP_017143858.1|DMIR
OG0006192	LOC6633631|XP_002057275.2|DVIR	LOC108155212|XP_017141388.1|DMIR
OG0006193	LOC6631574|XP_002055039.2|DVIR	LOC108160563|XP_017150131.1|DMIR
OG0006194	LOC6636670|XP_002060148.1|DVIR	LOC108164754|XP_017156143.1|DMIR
OG0006195	LOC6634438|XP_002058053.2|DVIR	LOC108164107|XP_017155190.2|DMIR, LOC117186630|XP_033243533.1|DMIR
OG0006196	LOC6629303|XP_015027287.1|DVIR	LOC108154148|XP_033244694.1|DMIR
OG0006198	LOC6633687|XP_032296502.1|DVIR	LOC108162264|XP_017152408.2|DMIR
OG0006199	LOC6631120|XP_002054240.1|DVIR	LOC108155331|XP_017141561.1|DMIR
OG0006200	LOC6630685|XP_002054408.2|DVIR	LOC108157445|XP_017144989.1|DMIR
OG0006201	LOC6632124|XP_032295718.1|DVIR	LOC108160824|XP_017150547.1|DMIR
OG0006202	LOC6632003|XP_002055095.2|DVIR	LOC108160816|XP_017150535.1|DMIR
OG0006203	LOC6636109|XP_032296203.1|DVIR	LOC108157354|XP_017144868.1|DMIR
OG0006204	LOC6630404|XP_002054269.2|DVIR	LOC108156739|XP_017143887.1|DMIR
OG0006205	LOC26530651|XP_032289310.1|DVIR	LOC108157151|XP_017144552.1|DMIR
OG0006206	LOC6634294|XP_002057446.1|DVIR	LOC117186646|XP_033243573.1|DMIR
OG0006207	LOC6628181|XP_002052915.1|DVIR	LOC108161828|XP_017151676.1|DMIR
OG0006208	LOC6628701|XP_002052566.1|DVIR	LOC108165588|XP_017157151.1|DMIR
OG0006209	LOC6631743|XP_002055463.1|DVIR	LOC108153714|XP_017139334.1|DMIR
OG0006210	LOC6635536|XP_002059106.2|DVIR	LOC108154173|XP_017139841.1|DMIR
OG0006211	LOC6628560|XP_002051957.1|DVIR	LOC108162123|XP_017152187.1|DMIR
OG0006212	LOC6628559|XP_002051956.1|DVIR	LOC108162122|XP_017152185.1|DMIR
OG0006213	LOC6634971|XP_002058718.1|DVIR	LOC108157846|XP_017145538.1|DMIR
OG0006214	LOC6631913|XP_002055594.1|DVIR	LOC108164662|XP_017156004.1|DMIR
OG0006215	LOC6633804|XP_032296530.1|DVIR	LOC108153923|XP_017139511.1|DMIR
OG0006216	LOC6631074|XP_002054230.2|DVIR	LOC108157026|XP_017144325.1|DMIR
OG0006217	LOC6631320|XP_002055287.1|DVIR	LOC108164586|XP_017155901.1|DMIR
OG0006218	LOC6634339|XP_002057467.1|DVIR	LOC108163696|XP_017154618.2|DMIR
OG0006219	LOC6634689|XP_032289233.1|DVIR	LOC108150975|XP_017134804.1|DMIR
OG0006220	LOC6622366|XP_002048409.1|DVIR	LOC108152612|XP_017137566.1|DMIR
OG0006221	LOC6629276|XP_002052982.3|DVIR	LOC108157275|XP_017144762.1|DMIR
OG0006222	LOC6629770|XP_002052984.1|DVIR	LOC108156745|XP_017143896.1|DMIR
OG0006224	LOC6631420|XP_015026453.2|DVIR	LOC108157161|XP_033243053.1|DMIR
OG0006225	LOC6636178|XP_002059564.1|DVIR	LOC108164529|XP_017155810.1|DMIR
OG0006226	LOC6627261|XP_002049917.1|DVIR	LOC117192575|XP_033253185.1|DMIR, LOC108158494|XP_017146294.1|DMIR
OG0006227	LOC26530480|XP_015023749.1|DVIR	LOC108164633|XP_017155967.1|DMIR
OG0006228	LOC6625216|XP_002049935.1|DVIR	LOC108158661|XP_017146647.1|DMIR
OG0006229	LOC6636205|XP_015024129.1|DVIR	LOC108164456|XP_017155664.1|DMIR
OG0006230	LOC6631525|XP_002055332.1|DVIR	LOC108160771|XP_017150464.1|DMIR
OG0006231	LOC6632025|XP_032296017.1|DVIR	LOC108154095|XP_017139707.1|DMIR
OG0006232	LOC6631475|XP_002055119.3|DVIR	LOC117186154|XP_033242249.1|DMIR, LOC117186153|XP_033242243.1|DMIR
OG0006233	LOC6631476|XP_032295897.1|DVIR	LOC117186766|XP_033243882.1|DMIR
OG0006234	LOC6632013|XP_002055386.1|DVIR	LOC108156324|XP_017143211.1|DMIR
OG0006235	LOC6631557|XP_002055434.2|DVIR	LOC108164701|XP_017156062.1|DMIR
OG0006236	LOC6634758|XP_032296459.1|DVIR	LOC108164145|XP_017155242.1|DMIR
OG0006237	LOC6632212|XP_002055526.1|DVIR	LOC108157214|XP_017144658.1|DMIR
OG0006238	LOC6631414|XP_002055423.2|DVIR	LOC108164757|XP_017156149.1|DMIR
OG0006239	LOC6633347|XP_002056788.1|DVIR	LOC108156200|XP_017143027.1|DMIR
OG0006240	LOC6632815|XP_002055902.1|DVIR	LOC108156754|XP_017143904.1|DMIR
OG0006241	LOC6632135|XP_002055387.1|DVIR	LOC108156291|XP_017143167.1|DMIR
OG0006242	LOC6636169|XP_032295681.1|DVIR	LOC108164934|XP_033246459.1|DMIR
OG0006243	LOC6629887|XP_032294833.1|DVIR	LOC108155365|XP_017141616.1|DMIR
OG0006244	LOC6629777|XP_002052991.2|DVIR	LOC108157061|XP_017144380.1|DMIR
OG0006245	LOC6635208|XP_002058396.1|DVIR	LOC108155399|XP_017141680.1|DMIR
OG0006246	LOC6635518|XP_002058936.1|DVIR	LOC108164956|XP_017156446.1|DMIR
OG0006247	LOC6635920|XP_032292209.1|DVIR	LOC108160311|XP_017149720.1|DMIR
OG0006248	LOC6629988|XP_002054170.1|DVIR	LOC108157335|XP_017144842.1|DMIR
OG0006249	LOC6628774|XP_002052765.1|DVIR	LOC108163068|XP_017153632.1|DMIR
OG0006250	LOC6631769|XP_015026634.1|DVIR	LOC108155415|XP_033249470.1|DMIR
OG0006251	LOC6637099|XP_002060505.2|DVIR	LOC108156321|XP_017143202.1|DMIR
OG0006252	LOC116651875|XP_032295019.1|DVIR	LOC108156320|XP_017143201.1|DMIR
OG0006253	LOC6635517|XP_002058935.2|DVIR	LOC108155701|XP_017142172.1|DMIR
OG0006254	LOC6630887|XP_002053133.1|DVIR	LOC117186604|XP_033243484.1|DMIR
OG0006255	LOC6630807|XP_002054275.1|DVIR	LOC108156658|XP_017143760.2|DMIR
OG0006256	LOC6632136|XP_002055388.1|DVIR	LOC108156316|XP_017143198.1|DMIR
OG0006257	LOC6631535|XP_015026620.1|DVIR	LOC108164692|XP_017156053.1|DMIR
OG0006258	LOC6631742|XP_032296090.1|DVIR	LOC108153704|XP_017139323.1|DMIR
OG0006259	LOC6635186|XP_002058385.1|DVIR	LOC108154938|XP_017140917.1|DMIR
OG0006260	LOC6632088|XP_002055636.1|DVIR	LOC108159003|XP_017147365.1|DMIR
OG0006261	LOC6627883|XP_002052007.1|DVIR	LOC108162296|XP_017152449.1|DMIR
OG0006262	LOC6632163|XP_002055772.1|DVIR	LOC108163829|XP_017154822.1|DMIR
OG0006263	LOC6633386|XP_002056797.1|DVIR	LOC108152446|XP_017137289.1|DMIR
OG0006264	LOC6633448|XP_002056910.1|DVIR	LOC108152487|XP_017137355.1|DMIR
OG0006265	LOC6627192|XP_002049934.1|DVIR	LOC108159562|XP_017148489.1|DMIR
OG0006266	LOC6631406|XP_002055004.1|DVIR	LOC108152466|XP_017137326.1|DMIR
OG0006267	LOC6631550|XP_032295717.1|DVIR	LOC108163215|XP_017153863.1|DMIR
OG0006268	LOC6626416|XP_002050914.2|DVIR	LOC108160239|XP_017149585.2|DMIR, LOC117187722|XP_033246365.1|DMIR
OG0006269	LOC6632820|XP_002055907.1|DVIR	LOC108154620|XP_017140429.1|DMIR
OG0006270	LOC6631462|XP_002055550.2|DVIR	LOC108151554|XP_017135713.1|DMIR
OG0006271	LOC6629409|XP_002053065.1|DVIR	LOC108153986|XP_017139570.2|DMIR
OG0006272	LOC6631746|XP_002055466.1|DVIR	LOC108164159|XP_017155258.1|DMIR
OG0006273	LOC6625719|XP_002050489.1|DVIR	LOC117190825|XP_033251754.1|DMIR, LOC108160431|XP_017149923.1|DMIR
OG0006274	LOC6634537|XP_032296464.1|DVIR	LOC108165178|XP_017156738.1|DMIR
OG0006275	LOC6636730|XP_032295792.1|DVIR	LOC108161507|XP_017151275.1|DMIR
OG0006276	LOC6622107|XP_002046463.1|DVIR	LOC108151724|XP_017135990.1|DMIR
OG0006277	LOC6627131|XP_002048949.1|DVIR	LOC108156500|XP_033244406.1|DMIR
OG0006278	LOC6631366|XP_002055294.2|DVIR	LOC108165302|XP_017156829.1|DMIR
OG0006279	LOC6636725|XP_015023785.1|DVIR	LOC108161320|XP_017151039.1|DMIR
OG0006280	LOC6632143|XP_015026432.2|DVIR	LOC108159474|XP_017148291.1|DMIR
OG0006281	LOC6632144|XP_002055396.1|DVIR	LOC108159486|XP_017148311.1|DMIR
OG0006282	LOC6633808|XP_002057097.1|DVIR	LOC108154078|XP_017139678.1|DMIR
OG0006283	LOC6630782|XP_015026841.1|DVIR	LOC108154677|XP_017140508.1|DMIR
OG0006284	LOC6623596|XP_002046184.1|DVIR	LOC108151301|XP_017135325.1|DMIR
OG0006285	LOC6632732|XP_002056055.1|DVIR	LOC108155518|XP_017141853.1|DMIR
OG0006286	LOC6632852|XP_002056250.2|DVIR	LOC108157145|XP_017144538.1|DMIR
OG0006287	LOC6631527|XP_002055334.1|DVIR	LOC108164953|XP_017156439.1|DMIR
OG0006288	LOC6630195|XP_002054096.2|DVIR	LOC108155508|XP_017141837.1|DMIR
OG0006289	LOC6632583|XP_002056223.1|DVIR	LOC108154986|XP_017141016.1|DMIR
OG0006290	LOC6635548|XP_002059095.1|DVIR	LOC108160219|XP_033242552.1|DMIR
OG0006291	LOC6628524|XP_002051682.2|DVIR	LOC108161971|XP_017151918.1|DMIR
OG0006292	LOC6633663|XP_015025569.1|DVIR	LOC108152999|XP_017138226.1|DMIR
OG0006293	LOC6622689|XP_002047234.1|DVIR	LOC108151456|XP_017135566.1|DMIR
OG0006294	LOC6631748|XP_002055040.2|DVIR	LOC108160542|XP_017150097.1|DMIR
OG0006295	LOC6633521|XP_002057069.1|DVIR	LOC108154048|XP_017139632.1|DMIR
OG0006296	LOC6631431|XP_002055539.2|DVIR	LOC108161057|XP_017150826.1|DMIR
OG0006297	LOC6634463|XP_032296369.1|DVIR	LOC108155384|XP_017141652.1|DMIR
OG0006298	LOC6632201|XP_002054944.1|DVIR	LOC108160554|XP_017150119.1|DMIR
OG0006299	LOC6631793|XP_032296086.1|DVIR	LOC108154706|XP_017140549.1|DMIR
OG0006300	LOC6631969|XP_002055016.1|DVIR	LOC108159233|XP_017147832.1|DMIR
OG0006301	LOC6634410|XP_002057931.1|DVIR	LOC108155019|XP_017141064.1|DMIR, LOC117188174|XP_033247511.1|DMIR
OG0006302	LOC6634454|XP_002058173.1|DVIR	LOC108164540|XP_017155831.1|DMIR
OG0006303	LOC6626903|XP_015030175.1|DVIR	LOC108159880|XP_017148982.2|DMIR
OG0006304	LOC6629696|XP_002053977.1|DVIR	LOC108155158|XP_017141309.1|DMIR
OG0006305	LOC6629693|XP_032292741.1|DVIR	LOC108155160|XP_017141312.1|DMIR
OG0006306	LOC26530829|XP_032296670.1|DVIR	LOC108154075|XP_017139671.1|DMIR
OG0006307	LOC6629366|XP_032294813.1|DVIR	LOC108155343|XP_017141588.1|DMIR
OG0006308	LOC6631981|XP_002055606.1|DVIR	LOC108151687|XP_017135921.1|DMIR
OG0006309	LOC6631846|XP_032295713.1|DVIR	LOC108164720|XP_017156094.1|DMIR
OG0006310	LOC6629422|XP_002054354.1|DVIR	LOC108156686|XP_017143815.1|DMIR
OG0006311	LOC6634469|XP_002058240.2|DVIR	LOC108157212|XP_017144691.1|DMIR
OG0006312	LOC6634468|XP_002058239.1|DVIR	LOC108164851|XP_017156268.1|DMIR
OG0006313	LOC6634575|XP_002058076.1|DVIR	LOC108155987|XP_017142672.1|DMIR
OG0006314	LOC6636718|XP_002060191.1|DVIR	LOC117186409|XP_033243060.1|DMIR
OG0006315	LOC6632831|XP_032289792.1|DVIR	LOC108154616|XP_017140422.1|DMIR
OG0006316	LOC6636327|XP_002059926.1|DVIR	LOC108158366|XP_017146111.1|DMIR
OG0006317	LOC6634615|XP_002058100.1|DVIR	LOC108155656|XP_017142102.1|DMIR
OG0006318	LOC6631979|XP_002055604.1|DVIR	LOC108161426|XP_017151179.1|DMIR
