Orthogroup	DVIR.longest_only	DSUZ.longest_only
OG0004212	LOC6629799|XP_032290634.1|DVIR	LOC108017493|XP_016940033.1|DSUZ
OG0004213	LOC6629441|XP_002053158.1|DVIR	LOC108018520|XP_016941562.2|DSUZ
OG0004214	LOC6626448|XP_032292926.1|DVIR	LOC108008399|XP_016927733.1|DSUZ
OG0004215	LOC6624924|XP_002049349.2|DVIR	LOC108018068|XP_016940953.1|DSUZ
OG0004216	LOC6624357|XP_032290851.1|DVIR	LOC108012461|XP_016933338.1|DSUZ
OG0004217	LOC6623508|XP_002046948.1|DVIR	LOC108012392|XP_016933239.1|DSUZ
OG0004218	LOC6629871|XP_002053380.1|DVIR	LOC108016656|XP_016938854.1|DSUZ
OG0004219	LOC6629277|XP_002054685.1|DVIR	LOC108007984|XP_016927253.2|DSUZ
OG0004220	LOC6630982|XP_032293793.1|DVIR	LOC108014568|XP_036673373.1|DSUZ
OG0004221	LOC6629905|XP_002053403.1|DVIR	LOC108014420|XP_016936020.1|DSUZ
OG0004222	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR	LOC108014340|XP_036673846.1|DSUZ
OG0004223	LOC6630076|XP_002053086.1|DVIR	LOC108019288|XP_016942592.2|DSUZ
OG0004224	LOC6630670|XP_032295218.1|DVIR	LOC108016274|XP_036674891.1|DSUZ
OG0004225	LOC6632028|XP_002055018.1|DVIR	LOC108018921|XP_016942002.1|DSUZ
OG0004226	LOC6629851|XP_015027242.2|DVIR	LOC108004949|XP_036673726.1|DSUZ
OG0004227	LOC6630332|XP_032290369.1|DVIR	LOC108014802|XP_036673548.1|DSUZ
OG0004228	LOC6630331|XP_002053352.2|DVIR	LOC108014803|XP_036673547.1|DSUZ
OG0004229	LOC6627153|XP_032293028.1|DVIR	LOC108018028|XP_016940883.1|DSUZ
OG0004230	LOC6633883|XP_032296051.1|DVIR	LOC108018855|XP_036675743.1|DSUZ
OG0004231	LOC6623588|XP_002046314.1|DVIR	LOC108010758|XP_036671504.1|DSUZ
OG0004232	LOC6624234|XP_015030975.1|DVIR	LOC108020018|XP_036671506.1|DSUZ
OG0004233	LOC6623562|XP_032291178.1|DVIR	LOC108020032|XP_016943610.1|DSUZ
OG0004234	LOC6624112|XP_015030972.1|DVIR	LOC108020043|XP_016943625.1|DSUZ
OG0004235	LOC6631495|XP_002055129.1|DVIR	LOC108015137|XP_016936893.1|DSUZ
OG0004236	LOC6630366|XP_002054902.3|DVIR	LOC108018623|XP_036673577.1|DSUZ
OG0004237	LOC6632672|XP_032289525.1|DVIR	LOC108019326|XP_036675077.1|DSUZ
OG0004238	LOC6629657|XP_002053596.1|DVIR	LOC108007383|XP_036675549.1|DSUZ
OG0004239	LOC6630126|XP_002053397.1|DVIR	LOC108014422|XP_016936022.2|DSUZ
OG0004240	LOC6633098|XP_002056578.1|DVIR	LOC108006952|XP_016926046.1|DSUZ
OG0004241	LOC6629353|XP_002053269.1|DVIR	LOC108018521|XP_016941563.2|DSUZ
OG0004242	LOC6632458|XP_032289657.1|DVIR	LOC108011559|XP_016932216.2|DSUZ
OG0004243	LOC6622251|XP_002046942.1|DVIR	LOC108014474|XP_016936091.2|DSUZ
OG0004244	LOC6629652|XP_002053562.1|DVIR	LOC108018636|XP_016941693.2|DSUZ
OG0004245	LOC6622739|XP_002047038.1|DVIR	LOC108013227|XP_016934445.1|DSUZ
OG0004246	LOC6622848|XP_002048592.1|DVIR	LOC108014501|XP_036670619.1|DSUZ
OG0004247	LOC6633427|XP_002057220.1|DVIR	LOC108016603|XP_016938782.1|DSUZ
OG0004248	LOC6625571|XP_002049596.1|DVIR	LOC108010198|XP_016930531.1|DSUZ
OG0004249	LOC6636832|XP_002060305.1|DVIR	LOC108013122|XP_016934286.1|DSUZ
OG0004250	LOC6634327|XP_002057680.2|DVIR	LOC108021233|XP_016945331.1|DSUZ
OG0004251	LOC6632183|XP_002055638.3|DVIR	LOC108016845|XP_036676220.1|DSUZ
OG0004252	LOC6633093|XP_002056276.1|DVIR	LOC108017489|XP_016940026.2|DSUZ
OG0004253	LOC6629602|XP_002054667.1|DVIR	LOC108018549|XP_016941591.2|DSUZ
OG0004254	LOC6634543|XP_002058287.1|DVIR	LOC108014993|XP_016936704.1|DSUZ
OG0004256	LOC6625725|XP_032293111.1|DVIR	LOC108008247|XP_036669602.1|DSUZ
OG0004257	LOC6635210|XP_002058398.1|DVIR	LOC108015481|XP_016937400.2|DSUZ
OG0004258	LOC6629675|XP_032290814.1|DVIR	LOC108005016|XP_036673279.1|DSUZ
OG0004259	LOC6626084|XP_002049022.1|DVIR	LOC108017959|XP_016940717.1|DSUZ
OG0004260	LOC6629382|XP_032293000.1|DVIR	LOC108013793|XP_036675142.1|DSUZ
OG0004261	LOC6630672|XP_002054630.1|DVIR	LOC108016232|XP_036674894.1|DSUZ
OG0004262	LOC6629526|XP_002053328.1|DVIR	LOC108006403|XP_016925414.1|DSUZ
OG0004263	LOC6630536|XP_032294916.1|DVIR	LOC108010757|XP_036672648.1|DSUZ
OG0004264	LOC6630278|XP_002054889.2|DVIR	LOC108016089|XP_036674788.1|DSUZ
OG0004265	LOC6632337|XP_002056405.1|DVIR	LOC108017115|XP_016939565.1|DSUZ
OG0004266	LOC6630815|XP_002053360.1|DVIR	LOC118877689|XP_036673343.1|DSUZ
OG0004267	LOC6630120|XP_002053391.1|DVIR	LOC118877948|XP_036674583.1|DSUZ
OG0004268	LOC6624859|XP_032293108.1|DVIR	LOC108009776|XP_016929896.1|DSUZ
OG0004269	LOC6625960|XP_015029423.1|DVIR	LOC108009658|XP_016929666.1|DSUZ
OG0004270	LOC26530602|XP_015030226.1|DVIR	LOC108017927|XP_016940607.1|DSUZ
OG0004271	LOC6626223|XP_002049799.1|DVIR	LOC108019797|XP_016943287.1|DSUZ
OG0004272	LOC6630591|XP_002053282.1|DVIR	LOC108006027|XP_016924959.1|DSUZ
OG0004273	LOC6629846|XP_002054467.2|DVIR	LOC108018720|XP_016941781.2|DSUZ
OG0004274	LOC6636002|XP_002059502.2|DVIR	LOC108019088|XP_016942251.1|DSUZ
OG0004275	LOC6632098|XP_002055513.2|DVIR	LOC108005339|XP_016924064.1|DSUZ
OG0004276	LOC6623810|XP_002048310.1|DVIR	LOC118877373|XP_036671804.1|DSUZ
OG0004277	LOC6623706|XP_002048615.1|DVIR	LOC108010692|XP_036671996.1|DSUZ
OG0004278	LOC6633645|XP_002056839.1|DVIR	LOC108005182|XP_016923855.2|DSUZ
OG0004279	LOC6628371|XP_015028550.1|DVIR	LOC108021497|XP_016945733.1|DSUZ
OG0004280	LOC6636053|XP_032296062.1|DVIR	LOC108004656|XP_016923102.1|DSUZ
OG0004281	LOC6627009|XP_002049619.1|DVIR	LOC108019891|XP_016943459.1|DSUZ
OG0004282	LOC6625291|XP_002049776.1|DVIR	LOC108010039|XP_016930336.1|DSUZ
OG0004283	LOC6625290|XP_032292907.1|DVIR	LOC108010040|XP_016930338.1|DSUZ
OG0004284	LOC26530847|XP_015028866.2|DVIR	LOC108015428|XP_016937354.1|DSUZ
OG0004285	LOC6630255|XP_002053769.1|DVIR	LOC108017501|XP_016940046.2|DSUZ
OG0004286	LOC6623554|XP_002048609.1|DVIR	LOC108010702|XP_016931101.1|DSUZ
OG0004287	LOC6623641|XP_002048610.1|DVIR	LOC108010696|XP_016931093.1|DSUZ
OG0004288	LOC6623478|XP_002048603.1|DVIR	LOC108010698|XP_016931097.1|DSUZ
OG0004289	LOC6624464|XP_032291165.1|DVIR	LOC108011050|XP_036670707.1|DSUZ
OG0004290	LOC6626364|XP_002050693.1|DVIR	LOC108008520|XP_016927879.1|DSUZ
OG0004291	LOC6625278|XP_002049863.1|DVIR	LOC108008367|XP_016927694.1|DSUZ
OG0004292	LOC26530770|XP_015031649.1|DVIR	LOC108005887|XP_016924764.1|DSUZ
OG0004293	LOC6622119|XP_002047687.1|DVIR	LOC108006635|XP_016925659.2|DSUZ
OG0004294	LOC6622596|XP_032290705.1|DVIR	LOC108010910|XP_036671209.1|DSUZ
OG0004295	LOC6622115|XP_002047988.1|DVIR	LOC108013431|XP_016934785.1|DSUZ
OG0004296	LOC6622642|XP_002047990.1|DVIR	LOC108013460|XP_016934827.1|DSUZ
OG0004297	LOC6624993|XP_002049451.1|DVIR	LOC108008547|XP_036669482.1|DSUZ
OG0004298	LOC6625655|XP_002049872.1|DVIR	LOC108019853|XP_016943385.1|DSUZ
OG0004299	LOC6624791|XP_032293228.1|DVIR	LOC108019601|XP_036670009.1|DSUZ
OG0004300	LOC6625569|XP_002049594.1|DVIR	LOC108010199|XP_016930532.1|DSUZ
OG0004301	LOC6624093|XP_002046875.1|DVIR	LOC108005755|XP_016924571.2|DSUZ
OG0004302	LOC6626878|XP_002049154.1|DVIR	LOC108009097|XP_016928650.1|DSUZ
OG0004303	LOC6625416|XP_002049292.1|DVIR	LOC108009636|XP_016929619.1|DSUZ
OG0004304	LOC6627242|XP_032293168.1|DVIR	LOC108008508|XP_016927864.1|DSUZ
OG0004305	LOC6625169|XP_032293369.1|DVIR	LOC108019755|XP_016943195.1|DSUZ
OG0004306	LOC6625146|XP_002049555.1|DVIR	LOC108010131|XP_016930448.1|DSUZ
OG0004307	LOC6625885|XP_002049335.1|DVIR	LOC108018204|XP_016941210.1|DSUZ
OG0004308	LOC6625437|XP_002049973.1|DVIR	LOC108018194|XP_016941195.1|DSUZ
OG0004309	LOC6623657|XP_002046797.1|DVIR	LOC108012582|XP_016933486.1|DSUZ
OG0004310	LOC6626438|XP_032293043.1|DVIR	LOC108019851|XP_016943379.1|DSUZ
OG0004311	LOC6624613|XP_002048064.1|DVIR	LOC108006230|XP_016925157.1|DSUZ
OG0004312	LOC6624774|XP_002049435.1|DVIR	LOC108010208|XP_016930541.1|DSUZ
OG0004313	LOC6625245|XP_002049198.2|DVIR	LOC108019837|XP_016943355.2|DSUZ
OG0004314	LOC6625625|XP_032293344.1|DVIR	LOC108009176|XP_016928799.1|DSUZ
OG0004315	LOC6625918|XP_002049457.3|DVIR	LOC108009859|XP_016930048.1|DSUZ
OG0004316	LOC6627189|XP_002049931.1|DVIR	LOC108010218|XP_016930551.1|DSUZ
OG0004317	LOC6627008|XP_002049618.1|DVIR	LOC108019621|XP_016942991.1|DSUZ
OG0004318	LOC6624783|XP_015029765.1|DVIR	LOC108009596|XP_016929557.1|DSUZ
OG0004319	LOC6625550|XP_002049000.1|DVIR	LOC108019886|XP_016943447.1|DSUZ
OG0004320	LOC6635209|XP_002058397.1|DVIR	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ
OG0004321	LOC6634150|XP_002057627.1|DVIR	LOC108018118|XP_016941043.1|DSUZ
OG0004322	LOC6632849|XP_032289634.1|DVIR	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ
OG0004323	LOC6622894|XP_002046492.2|DVIR	LOC108012815|XP_016933744.1|DSUZ
OG0004324	LOC6627468|XP_002052899.1|DVIR	LOC108021215|XP_016945302.1|DSUZ
OG0004325	LOC6626694|XP_002049419.1|DVIR	LOC108010149|XP_016930473.1|DSUZ
OG0004326	LOC6626695|XP_015029460.1|DVIR	LOC108010148|XP_016930472.1|DSUZ
OG0004327	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR	LOC108019181|XP_016942439.1|DSUZ
OG0004328	LOC6626078|XP_002050794.1|DVIR	LOC108008678|XP_016928060.1|DSUZ
OG0004329	LOC6626405|XP_002050013.1|DVIR	LOC108009315|XP_016929061.1|DSUZ
OG0004330	LOC6627225|XP_002049854.1|DVIR	LOC108008489|XP_016927838.1|DSUZ
OG0004331	LOC6626115|XP_002049922.1|DVIR	LOC108008352|XP_016927670.1|DSUZ
OG0004332	LOC6629093|XP_002052440.2|DVIR	LOC108005370|XP_016924121.1|DSUZ
OG0004333	LOC6629158|XP_002052361.1|DVIR	LOC108019511|XP_016942832.1|DSUZ
OG0004334	LOC6628866|XP_002052085.1|DVIR	LOC108005792|XP_016924614.1|DSUZ
OG0004335	LOC6625405|XP_002049840.1|DVIR	LOC108018010|XP_016940857.1|DSUZ
OG0004336	LOC6626775|XP_002049839.2|DVIR	LOC108010230|XP_016930564.1|DSUZ
OG0004337	LOC6627671|XP_002051947.3|DVIR	LOC108005715|XP_016924536.1|DSUZ
OG0004338	LOC6623182|XP_002047263.1|DVIR	LOC108012978|XP_016934032.1|DSUZ
OG0004339	LOC6625898|XP_002049710.2|DVIR	LOC108008442|XP_016927781.1|DSUZ
OG0004340	LOC6624749|XP_002049709.1|DVIR	LOC108008441|XP_016927780.1|DSUZ
OG0004341	LOC6625371|XP_002049067.2|DVIR	LOC108008318|XP_016927624.1|DSUZ
OG0004342	LOC6627114|XP_032293165.1|DVIR	LOC108010295|XP_036669462.1|DSUZ
OG0004343	LOC6625249|XP_002048972.2|DVIR	LOC108009848|XP_016930031.1|DSUZ
OG0004344	LOC6625256|XP_002048976.1|DVIR	LOC108010029|XP_016930317.1|DSUZ
OG0004345	LOC6629193|XP_002051595.1|DVIR	LOC108021522|XP_016945770.1|DSUZ
OG0004346	LOC6624998|XP_032292965.1|DVIR	LOC108009834|XP_016930013.1|DSUZ
OG0004347	LOC6624995|XP_002049453.1|DVIR	LOC108009924|XP_016930140.1|DSUZ
OG0004348	LOC6625544|XP_002049979.2|DVIR	LOC108010201|XP_016930534.1|DSUZ
OG0004349	LOC6625306|XP_032292586.1|DVIR	LOC108018109|XP_016941015.1|DSUZ
OG0004350	LOC6625699|XP_002049785.1|DVIR	LOC108017879|XP_016940531.1|DSUZ
OG0004351	LOC6624789|XP_002049340.1|DVIR	LOC108019749|XP_016943180.1|DSUZ
OG0004352	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR	LOC108011631|XP_016932309.1|DSUZ
OG0004353	LOC6633179|XP_002055967.1|DVIR	LOC108012021|XP_016932788.2|DSUZ
OG0004354	LOC6633085|XP_002055963.2|DVIR	LOC108006416|XP_016925429.2|DSUZ
OG0004355	LOC6630002|XP_002054715.1|DVIR	LOC108020091|XP_036678140.1|DSUZ, LOC108016060|XP_036675204.1|DSUZ
OG0004356	LOC6626931|XP_002049238.1|DVIR	LOC108019857|XP_016943389.2|DSUZ
OG0004357	LOC6625702|XP_002049788.1|DVIR	LOC108017715|XP_016940313.2|DSUZ
OG0004358	LOC6624830|XP_002049569.1|DVIR	LOC108009849|XP_016930035.1|DSUZ
OG0004359	LOC6635371|XP_032293016.1|DVIR	LOC108018029|XP_036669752.1|DSUZ
OG0004360	LOC6622310|XP_002047595.1|DVIR	LOC108020730|XP_016944591.1|DSUZ
OG0004361	LOC6629662|XP_032292535.1|DVIR	LOC108006035|XP_016924967.1|DSUZ
OG0004362	LOC6622929|XP_002047084.1|DVIR	LOC108012400|XP_016933249.1|DSUZ
OG0004363	LOC6633650|XP_002056844.1|DVIR	LOC108005454|XP_016924235.1|DSUZ
OG0004364	LOC6626858|XP_002049229.1|DVIR	LOC108019632|XP_016943004.1|DSUZ
OG0004365	LOC6625691|XP_002049817.2|DVIR	LOC108009932|XP_016930163.1|DSUZ
OG0004366	LOC6628373|XP_002052873.1|DVIR	LOC108021499|XP_016945736.1|DSUZ
OG0004367	LOC6624616|XP_002047613.2|DVIR	LOC108005794|XP_016924612.1|DSUZ
OG0004368	LOC6622844|XP_002047663.1|DVIR	LOC108007703|XP_016926932.1|DSUZ
OG0004369	LOC6627012|XP_002049622.2|DVIR	LOC108019741|XP_016943163.1|DSUZ
OG0004370	LOC6627076|XP_002049774.2|DVIR	LOC108009997|XP_016930270.1|DSUZ
OG0004371	LOC6631438|XP_002055676.1|DVIR	LOC108004736|XP_016923250.1|DSUZ
OG0004372	LOC6626004|XP_032292964.1|DVIR	LOC108008140|XP_036669413.1|DSUZ
OG0004373	LOC6624950|XP_002049174.2|DVIR	LOC108011574|XP_016932233.2|DSUZ
OG0004374	LOC6626853|XP_015029897.1|DVIR	LOC108009074|XP_036669343.1|DSUZ
OG0004375	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR	LOC108005913|XP_016924811.2|DSUZ
OG0004376	LOC6622943|XP_002048039.1|DVIR	LOC108019986|XP_036671703.1|DSUZ
OG0004377	LOC6623362|XP_002047120.1|DVIR	LOC108013531|XP_016934917.1|DSUZ
OG0004378	LOC6626488|XP_002049687.3|DVIR	LOC108009634|XP_036668959.1|DSUZ
OG0004379	LOC6625689|XP_032292867.1|DVIR	LOC108009820|XP_016929992.1|DSUZ
OG0004380	LOC6626437|XP_002048905.1|DVIR	LOC108019630|XP_016943001.1|DSUZ
OG0004381	LOC6633131|XP_002055812.2|DVIR	LOC108014750|XP_036673810.1|DSUZ, LOC118878587|XP_036677516.1|DSUZ
OG0004382	LOC6625953|XP_032292971.1|DVIR	LOC108009228|XP_016928880.1|DSUZ
OG0004383	LOC6626253|XP_015029646.1|DVIR	LOC108010193|XP_016930524.1|DSUZ
OG0004384	LOC6626255|XP_002048939.1|DVIR	LOC108009415|XP_016929232.1|DSUZ
OG0004385	LOC6624858|XP_002049206.1|DVIR	LOC108009972|XP_016930224.1|DSUZ
OG0004386	LOC6625644|XP_032292881.1|DVIR	LOC108010324|XP_016930735.1|DSUZ
OG0004387	LOC6622093|XP_032290766.1|DVIR	LOC108013235|XP_036670718.1|DSUZ
OG0004388	LOC6625949|XP_002049386.1|DVIR	LOC108008659|XP_016928036.1|DSUZ
OG0004389	LOC6623753|XP_002047363.3|DVIR	LOC108020068|XP_016943657.1|DSUZ
OG0004390	LOC6637046|XP_032289950.1|DVIR	LOC108013779|XP_036670933.1|DSUZ
OG0004391	LOC6626135|XP_002049129.2|DVIR	LOC108008105|XP_036669280.1|DSUZ
OG0004392	LOC6622068|XP_032290842.1|DVIR	LOC108013767|XP_036671108.1|DSUZ
OG0004393	LOC6625385|XP_002050302.1|DVIR	LOC108019911|XP_016943501.1|DSUZ
OG0004394	LOC6625862|XP_002050855.2|DVIR	LOC108018184|XP_016941174.1|DSUZ
OG0004395	LOC6626925|XP_002049539.1|DVIR	LOC108019682|XP_016943063.1|DSUZ
OG0004396	LOC6625091|XP_002049358.1|DVIR	LOC108010722|XP_016931133.1|DSUZ, LOC118876748|XP_036677785.1|DSUZ
OG0004397	LOC6626225|XP_002049801.1|DVIR	LOC108019798|XP_016943289.1|DSUZ
OG0004398	LOC6625088|XP_002049355.1|DVIR	LOC108019799|XP_016943290.1|DSUZ
OG0004399	LOC6627026|XP_002050586.1|DVIR	LOC108018178|XP_016941166.1|DSUZ
OG0004400	LOC6629264|XP_002054681.1|DVIR	LOC108007971|XP_016927230.1|DSUZ
OG0004401	LOC6626861|XP_002049252.1|DVIR	LOC108010236|XP_016930578.1|DSUZ
OG0004402	LOC6626589|XP_002049768.1|DVIR	LOC108010065|XP_016930367.1|DSUZ
OG0004403	LOC6624746|XP_002049706.1|DVIR	LOC108009408|XP_016929217.1|DSUZ
OG0004404	LOC6624841|XP_032293091.1|DVIR	LOC108010967|XP_016931474.2|DSUZ
OG0004405	LOC6623070|XP_032290664.1|DVIR	LOC108006224|XP_036671549.1|DSUZ
OG0004406	LOC6622551|XP_015031422.1|DVIR	LOC108012998|XP_016934066.1|DSUZ
OG0004407	LOC6624986|XP_002048917.1|DVIR	LOC108018001|XP_016940840.1|DSUZ
OG0004408	LOC6623665|XP_002047633.2|DVIR	LOC108012590|XP_016933498.1|DSUZ
OG0004409	LOC6636243|XP_002059756.2|DVIR	LOC108020356|XP_016944043.1|DSUZ
OG0004410	LOC6627241|XP_032293222.1|DVIR	LOC108009056|XP_016928550.1|DSUZ
OG0004411	LOC6622142|XP_002047712.1|DVIR	LOC108007457|XP_016926614.1|DSUZ
OG0004412	LOC6622457|XP_002047710.2|DVIR	LOC108007456|XP_016926613.2|DSUZ
OG0004413	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR	LOC108010190|XP_016930522.1|DSUZ
OG0004414	LOC6625547|XP_002049982.1|DVIR	LOC108008491|XP_016927840.1|DSUZ
OG0004415	LOC6626452|XP_002049682.1|DVIR	LOC108009718|XP_016929769.1|DSUZ
OG0004416	LOC6626208|XP_002049794.1|DVIR	LOC108018216|XP_016941223.1|DSUZ
OG0004417	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR	LOC108017287|XP_016939793.2|DSUZ
OG0004418	LOC6624793|XP_002049344.2|DVIR	LOC108018089|XP_036669805.1|DSUZ
OG0004419	LOC6635375|XP_032293163.1|DVIR	LOC108019577|XP_036669809.1|DSUZ
OG0004420	LOC6625523|XP_032293087.1|DVIR	LOC108019641|XP_016943014.1|DSUZ
OG0004421	LOC116650434|XP_032289981.1|DVIR	LOC108010500|XP_016930861.2|DSUZ
OG0004422	LOC6622286|XP_002046953.1|DVIR	LOC108004799|XP_016923340.1|DSUZ
OG0004423	LOC6627064|XP_002049315.1|DVIR	LOC108009322|XP_016929082.1|DSUZ
OG0004424	LOC6625923|XP_032292953.1|DVIR	LOC108009745|XP_016929829.1|DSUZ
OG0004425	LOC6623183|XP_002048112.1|DVIR	LOC108013071|XP_036672113.1|DSUZ
OG0004426	LOC6624498|XP_002048119.1|DVIR	LOC108013193|XP_016934390.1|DSUZ
OG0004427	LOC6624631|XP_002048088.1|DVIR	LOC108014020|XP_016935519.2|DSUZ
OG0004428	LOC6630588|XP_015027063.1|DVIR	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ
OG0004429	LOC6628035|XP_002052912.1|DVIR	LOC108005279|XP_016923962.1|DSUZ
OG0004430	LOC6624398|XP_002047649.1|DVIR	LOC108013270|XP_016934526.1|DSUZ
OG0004431	LOC6631081|XP_002053807.1|DVIR	LOC108018571|XP_016941616.2|DSUZ
OG0004432	LOC6630972|XP_002053806.2|DVIR	LOC108018569|XP_016941614.2|DSUZ
OG0004433	LOC6623802|XP_015031578.1|DVIR	LOC108017616|XP_036671718.1|DSUZ
OG0004434	LOC6625089|XP_002049356.1|DVIR	LOC108019661|XP_016943041.1|DSUZ
OG0004435	LOC6626047|XP_002049145.2|DVIR	LOC108010314|XP_016930699.1|DSUZ
OG0004436	LOC6626331|XP_032293374.1|DVIR	LOC108009712|XP_016929758.2|DSUZ
OG0004437	LOC6627142|XP_002048954.1|DVIR	LOC108008690|XP_016928073.1|DSUZ
OG0004438	LOC6626953|XP_002049405.1|DVIR	LOC108010107|XP_016930417.1|DSUZ
OG0004439	LOC6626958|XP_002049410.1|DVIR	LOC108010105|XP_016930415.1|DSUZ
OG0004440	LOC6627240|XP_002049161.1|DVIR	LOC108009061|XP_016928555.1|DSUZ
OG0004441	LOC6628353|XP_002052219.1|DVIR	LOC108007855|XP_016927110.1|DSUZ
OG0004442	LOC6626100|XP_015029791.1|DVIR	LOC108009822|XP_016929995.1|DSUZ
OG0004443	LOC6622213|XP_002046908.1|DVIR	LOC108013466|XP_016934831.1|DSUZ
OG0004444	LOC6625378|XP_002048994.1|DVIR	LOC108008453|XP_016927795.1|DSUZ
OG0004445	LOC6635317|XP_032293164.1|DVIR	LOC108008406|XP_016927741.1|DSUZ
OG0004446	LOC6632880|XP_002055932.2|DVIR	LOC108012160|XP_016932943.2|DSUZ
OG0004447	LOC6632226|XP_002055874.1|DVIR	LOC108020626|XP_016944466.2|DSUZ
OG0004448	LOC6627222|XP_002049851.1|DVIR	LOC108009489|XP_016929370.1|DSUZ
OG0004449	LOC6622396|XP_002048415.2|DVIR	LOC108017673|XP_036671331.1|DSUZ
OG0004450	LOC6625674|XP_002049373.2|DVIR	LOC108009211|XP_016928860.1|DSUZ
OG0004451	LOC6625275|XP_002049366.1|DVIR	LOC108010142|XP_016930465.1|DSUZ
OG0004452	LOC6626044|XP_002049142.1|DVIR	LOC108008461|XP_016927804.1|DSUZ
OG0004453	LOC6625787|XP_032292919.1|DVIR	LOC108006186|XP_016925112.1|DSUZ
OG0004454	LOC6629971|XP_002053080.1|DVIR	LOC108019250|XP_036673836.1|DSUZ
OG0004455	LOC6622368|XP_032290028.1|DVIR	LOC108007530|XP_036671364.1|DSUZ
OG0004456	LOC6634399|XP_002058152.1|DVIR	LOC108016909|XP_016939315.1|DSUZ
OG0004457	LOC6622278|XP_032289873.1|DVIR	LOC108014489|XP_036670625.1|DSUZ
OG0004458	LOC6623770|XP_002048621.2|DVIR	LOC108010714|XP_016931117.2|DSUZ
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	LOC108020840|XP_036672156.1|DSUZ
OG0004460	LOC6622501|XP_002046707.1|DVIR	LOC108013131|XP_016934299.1|DSUZ
OG0004461	LOC6623386|XP_002048230.1|DVIR	LOC108019507|XP_016942825.2|DSUZ
OG0004462	LOC6623076|XP_002047572.1|DVIR	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ
OG0004463	LOC6622852|XP_015031356.1|DVIR	LOC108007697|XP_016926923.2|DSUZ
OG0004464	LOC6622571|XP_032290716.1|DVIR	LOC108013195|XP_016934392.1|DSUZ
OG0004465	LOC6629174|XP_002052369.1|DVIR	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ
OG0004466	LOC6624574|XP_032291092.1|DVIR	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ
OG0004467	LOC6622980|XP_002048041.1|DVIR	LOC108006228|XP_036670763.1|DSUZ
OG0004468	LOC6622955|XP_002048042.1|DVIR	LOC108006225|XP_016925153.2|DSUZ
OG0004469	LOC6623643|XP_032290512.1|DVIR	LOC108011381|XP_016931987.2|DSUZ
OG0004470	LOC6627901|XP_002051815.1|DVIR	LOC108021465|XP_016945686.1|DSUZ
OG0004471	LOC6630882|XP_032290487.1|DVIR	LOC108006445|XP_036672974.1|DSUZ
OG0004472	LOC6625924|XP_002049294.1|DVIR	LOC108008329|XP_016927643.1|DSUZ
OG0004473	LOC6624828|XP_002049567.2|DVIR	LOC108008152|XP_016927430.1|DSUZ
OG0004474	LOC6624827|XP_002049566.1|DVIR	LOC108008526|XP_016927884.1|DSUZ
OG0004475	LOC6625052|XP_002049173.1|DVIR	LOC108011573|XP_016932230.1|DSUZ
OG0004476	LOC6627943|XP_002051416.2|DVIR	LOC108010240|XP_016930585.1|DSUZ
OG0004477	LOC6626873|XP_002049617.1|DVIR	LOC108019604|XP_016942971.1|DSUZ
OG0004478	LOC6626627|XP_002049411.1|DVIR	LOC108008821|XP_016928215.1|DSUZ
OG0004479	LOC6625304|XP_002049968.2|DVIR	LOC108017791|XP_016940424.1|DSUZ
OG0004480	LOC6631739|XP_002055459.1|DVIR	LOC108015349|XP_016937248.1|DSUZ
OG0004481	LOC6625975|XP_002050506.1|DVIR	LOC108008599|XP_016927967.1|DSUZ
OG0004482	LOC6629477|XP_032295955.1|DVIR	LOC108018265|XP_036675586.1|DSUZ
OG0004483	LOC6625227|XP_002049964.1|DVIR	LOC108010290|XP_016930649.1|DSUZ
OG0004484	LOC6630000|XP_002054713.1|DVIR	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ
OG0004485	LOC6635474|XP_032296264.1|DVIR	LOC108016582|XP_016938755.1|DSUZ
OG0004486	LOC6625047|XP_002049168.1|DVIR	LOC108009192|XP_016928833.1|DSUZ
OG0004487	LOC6624014|XP_002047404.1|DVIR	LOC108006820|XP_036671801.1|DSUZ
OG0004488	LOC6635947|XP_002059390.1|DVIR	LOC108017679|XP_016940277.1|DSUZ, LOC108017680|XP_016940278.1|DSUZ
