Orthogroup	DVIR.longest_only	DERE.longest_only
OG0003618	LOC6635944|XP_015024276.2|DVIR	LOC6546585|XP_026837026.1|DERE
OG0003619	LOC6626009|XP_002050154.1|DVIR	LOC6546625|XP_026836662.1|DERE
OG0003620	LOC6625320|XP_002050415.1|DVIR	LOC6547968|XP_001976561.1|DERE
OG0003621	LOC6624060|XP_002046270.2|DVIR	LOC6545032|XP_001971564.1|DERE
OG0003622	LOC6623566|XP_002046269.3|DVIR	LOC6545031|XP_026832665.1|DERE
OG0003623	LOC6635348|XP_002058875.1|DVIR	LOC6549547|XP_001975753.1|DERE
OG0003624	LOC6625579|XP_002048840.1|DVIR	LOC6547868|XP_001976447.1|DERE
OG0003625	LOC6625694|XP_002048844.1|DVIR	LOC6542630|XP_001970609.1|DERE
OG0003626	LOC6625584|XP_032291911.1|DVIR	LOC6548986|XP_015011694.1|DERE
OG0003627	LOC6625030|XP_032292680.1|DVIR	LOC6547298|XP_001974724.1|DERE
OG0003628	LOC6636501|XP_002059807.1|DVIR	LOC6541079|XP_015015408.1|DERE
OG0003629	LOC6626640|XP_002048776.1|DVIR	LOC6549585|XP_001975819.1|DERE
OG0003630	LOC6625981|XP_032292533.1|DVIR	LOC6547947|XP_001976549.1|DERE
OG0003631	LOC6622883|XP_002047550.1|DVIR	LOC6545522|XP_001973363.1|DERE
OG0003632	LOC6622239|XP_002046931.1|DVIR	LOC6544039|XP_001971963.1|DERE
OG0003633	LOC6635981|XP_002059299.1|DVIR	LOC6546648|XP_001975857.1|DERE
OG0003634	LOC6623451|XP_002046740.2|DVIR	LOC6545772|XP_001971639.2|DERE
OG0003635	LOC6622319|XP_032290469.1|DVIR	LOC6545934|XP_026832632.1|DERE
OG0003636	LOC6626393|XP_002048732.1|DVIR	LOC6541066|XP_001970368.1|DERE
OG0003637	LOC6625158|XP_002050619.2|DVIR	LOC6546796|XP_001975890.1|DERE
OG0003638	LOC6623052|XP_002048493.2|DVIR	LOC6545854|XP_026832407.1|DERE
OG0003639	LOC6628796|XP_002051219.1|DVIR	LOC6542445|XP_001969340.1|DERE
OG0003640	LOC6625534|XP_002051016.1|DVIR	LOC6548346|XP_001975517.1|DERE
OG0003641	LOC6626361|XP_002050864.1|DVIR	LOC6547857|XP_001975040.1|DERE
OG0003642	LOC6627252|XP_032292473.1|DVIR	LOC6542110|XP_026835339.1|DERE
OG0003643	LOC6626436|XP_002050409.1|DVIR	LOC6548240|XP_001976567.1|DERE
OG0003644	LOC6626355|XP_015029584.2|DVIR	LOC6543120|XP_001969115.1|DERE
OG0003645	LOC6622941|XP_002047730.1|DVIR	LOC6546292|XP_001971315.1|DERE
OG0003646	LOC6624656|XP_002047144.1|DVIR	LOC6543673|XP_001971371.1|DERE
OG0003647	LOC6622630|XP_002047724.1|DVIR	LOC6545591|XP_001972148.1|DERE
OG0003648	LOC6629220|XP_002051940.2|DVIR	LOC6540967|XP_001968744.1|DERE
OG0003649	LOC6635229|XP_002058753.1|DVIR	LOC6555320|XP_001981881.1|DERE
OG0003650	LOC6633825|XP_002057104.1|DVIR	LOC6550750|XP_001978047.1|DERE
OG0003651	LOC6633074|XP_002056146.1|DVIR	LOC6554232|XP_001981249.1|DERE
OG0003652	LOC6623069|XP_002048153.2|DVIR	LOC6545243|XP_001972567.2|DERE
OG0003653	LOC6622982|XP_002048496.2|DVIR	LOC6545551|XP_001973390.1|DERE
OG0003654	LOC6624167|XP_002046359.1|DVIR	LOC6543903|XP_001972974.2|DERE
OG0003655	LOC6634299|XP_002057451.1|DVIR	LOC6549283|XP_001974245.1|DERE
OG0003656	LOC6623024|XP_002048152.1|DVIR	LOC6545164|XP_001972572.2|DERE
OG0003657	LOC6622933|XP_002047224.1|DVIR	LOC6543553|XP_001972306.1|DERE
OG0003658	LOC6633001|XP_002056359.1|DVIR	LOC6552000|XP_001980808.1|DERE
OG0003659	LOC6622791|XP_002048010.2|DVIR	LOC6545784|XP_001973420.1|DERE
OG0003660	LOC6636833|XP_032291518.1|DVIR	LOC6544855|XP_026832856.1|DERE
OG0003661	LOC6623338|XP_032290596.1|DVIR	LOC6546153|XP_001971296.1|DERE
OG0003662	LOC6623915|XP_002048286.1|DVIR	LOC6543595|XP_001973597.1|DERE
OG0003663	LOC6622451|XP_002047202.1|DVIR	LOC6544399|XP_001972029.1|DERE
OG0003664	LOC6622315|XP_032290515.1|DVIR	LOC26526615|XP_026832899.1|DERE
OG0003665	LOC6625058|XP_002050529.1|DVIR	LOC6541413|XP_001969067.1|DERE
OG0003666	LOC6625774|XP_032291927.1|DVIR	LOC6542446|XP_001970732.1|DERE
OG0003667	LOC6636573|XP_032291539.1|DVIR	LOC6546035|XP_001971724.1|DERE
OG0003668	LOC6626113|XP_002050026.2|DVIR	LOC6542829|XP_026839327.1|DERE
OG0003669	LOC6626556|XP_002050574.1|DVIR	LOC6547550|XP_001976171.1|DERE
OG0003670	LOC6626555|XP_002050573.1|DVIR	LOC6547551|XP_001976172.1|DERE
OG0003671	LOC6626666|XP_032291893.1|DVIR	LOC6547863|XP_026836931.1|DERE
OG0003672	LOC6629580|XP_002054872.1|DVIR	LOC6555274|XP_001981839.1|DERE
OG0003673	LOC6636373|XP_032291641.1|DVIR	LOC6548026|XP_001975183.1|DERE
OG0003674	LOC6626535|XP_015030079.1|DVIR	LOC6548776|XP_026835893.1|DERE
OG0003675	LOC6626548|XP_002050378.1|DVIR	LOC6541550|XP_001970536.1|DERE
OG0003676	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR	LOC6542801|XP_015014600.1|DERE
OG0003677	LOC6635264|XP_002058734.1|DVIR	LOC26526215|XP_015014242.1|DERE
OG0003678	LOC6623303|XP_002047766.3|DVIR	LOC6543570|XP_001971830.3|DERE
OG0003679	LOC6623358|XP_002047772.2|DVIR	LOC6543565|XP_001971825.1|DERE
OG0003680	LOC6624813|XP_002050609.1|DVIR	LOC6546825|XP_001974582.1|DERE
OG0003681	LOC6635872|XP_032291960.1|DVIR	LOC6548848|XP_001975462.1|DERE
OG0003682	LOC6629844|XP_002054465.1|DVIR	LOC6553670|XP_001980412.1|DERE
OG0003683	LOC6626644|XP_002048780.2|DVIR	LOC6549523|XP_001975815.2|DERE
OG0003684	LOC6622531|XP_002046997.1|DVIR	LOC6545822|XP_001972175.1|DERE
OG0003685	LOC6623535|XP_002046790.3|DVIR	LOC6545481|XP_026833289.1|DERE
OG0003686	LOC6626341|XP_032291687.1|DVIR	LOC6543376|XP_001969133.2|DERE
OG0003687	LOC6625730|XP_002051051.1|DVIR	LOC6546570|XP_001974560.1|DERE
OG0003688	LOC6625490|XP_002048827.1|DVIR	LOC6546658|XP_001974501.1|DERE
OG0003689	LOC6622329|XP_002047921.1|DVIR	LOC6544239|XP_026832783.1|DERE
OG0003690	LOC6624305|XP_002048676.1|DVIR	LOC6546354|XP_026833192.1|DERE
OG0003691	LOC6622224|XP_002048679.1|DVIR	LOC6543793|XP_001973141.2|DERE
OG0003692	LOC6635791|XP_002059380.1|DVIR	LOC6541648|XP_001970625.1|DERE
OG0003693	LOC6623199|XP_032291393.1|DVIR	LOC6544827|XP_001970985.1|DERE
OG0003694	LOC6623823|XP_002046234.2|DVIR	LOC6545261|XP_001973251.1|DERE
OG0003695	LOC6622433|XP_002046702.1|DVIR	LOC6543612|XP_001972943.1|DERE
OG0003696	LOC6627206|XP_002050124.2|DVIR	LOC6546609|XP_001976045.2|DERE
OG0003697	LOC6626104|XP_002050508.1|DVIR	LOC6542280|XP_026835182.1|DERE
OG0003698	LOC6623330|XP_002047289.1|DVIR	LOC6545977|XP_001972186.1|DERE
OG0003699	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR	LOC6548257|XP_026836880.1|DERE
OG0003700	LOC6626337|XP_002048867.1|DVIR	LOC6548406|XP_001976672.1|DERE
OG0003701	LOC6627792|XP_002052680.1|DVIR	LOC6542295|XP_001970231.1|DERE
OG0003702	LOC6622968|XP_002048048.1|DVIR	LOC6545536|XP_001972704.1|DERE
OG0003703	LOC6624145|XP_002046904.1|DVIR	LOC6543761|XP_001971355.1|DERE
OG0003704	LOC6622716|XP_002046704.1|DVIR	LOC6543614|XP_001972945.1|DERE
OG0003705	LOC6626309|XP_015029997.1|DVIR	LOC6543114|XP_026835501.1|DERE
OG0003706	LOC6622063|XP_002047009.1|DVIR	LOC6544633|XP_001972023.1|DERE
OG0003707	LOC6622756|XP_032290568.1|DVIR	LOC6545577|XP_026833103.1|DERE
OG0003709	LOC6626074|XP_002048761.1|DVIR	LOC6546620|XP_001975836.1|DERE
OG0003710	LOC6626075|XP_002048762.1|DVIR	LOC6546619|XP_001975835.1|DERE
OG0003711	LOC6622162|XP_002047537.1|DVIR	LOC6545571|XP_001973350.1|DERE
OG0003712	LOC6626829|XP_002050198.1|DVIR	LOC6549330|XP_001975630.1|DERE
OG0003713	LOC6626830|XP_002050199.2|DVIR	LOC6547471|XP_001974923.3|DERE
OG0003714	LOC6626831|XP_002050200.1|DVIR	LOC6547472|XP_001974924.1|DERE
OG0003715	LOC6624127|XP_032290679.1|DVIR	LOC6545720|XP_001971673.1|DERE
OG0003716	LOC6624433|XP_002047467.1|DVIR	LOC6544946|XP_001972619.1|DERE
OG0003717	LOC6622579|XP_002047011.1|DVIR	LOC6543937|XP_001973027.1|DERE
OG0003718	LOC6622442|XP_002046417.1|DVIR	LOC6544397|XP_001971698.1|DERE
OG0003719	LOC6622989|XP_002048045.1|DVIR	LOC6545532|XP_001972700.1|DERE
OG0003720	LOC6631741|XP_002055461.1|DVIR	LOC6549934|XP_001978682.1|DERE
OG0003721	LOC6625594|XP_002048832.1|DVIR	LOC6546679|XP_001974506.1|DERE
OG0003722	LOC6622287|XP_032290293.1|DVIR	LOC6544050|XP_026833936.1|DERE
OG0003723	LOC6622049|XP_002047001.1|DVIR	LOC6545818|XP_026833845.1|DERE
OG0003724	LOC6623975|XP_002047393.1|DVIR	LOC6544668|XP_001972005.1|DERE
OG0003725	LOC6622638|XP_015030506.1|DVIR	LOC6545307|XP_015013931.1|DERE
OG0003726	LOC6624541|XP_002046950.1|DVIR	LOC6544333|XP_001971984.1|DERE
OG0003727	LOC6624500|XP_032291199.1|DVIR	LOC6543538|XP_026833274.1|DERE
OG0003728	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR	LOC6553264|XP_001980154.1|DERE
OG0003729	LOC6636846|XP_032291467.1|DVIR	LOC6545941|XP_015013528.1|DERE
OG0003730	LOC6623063|XP_032290765.1|DVIR	LOC6546372|XP_015013466.1|DERE
OG0003731	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR	LOC6543751|XP_001971869.1|DERE
OG0003732	LOC6623118|XP_032291125.1|DVIR	LOC6544010|XP_001972329.1|DERE
OG0003733	LOC6622814|XP_002046694.1|DVIR	LOC6545690|XP_015013560.1|DERE
OG0003734	LOC6622806|XP_002046477.3|DVIR	LOC6545237|XP_026833317.1|DERE
OG0003735	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR	LOC6547988|XP_001976490.1|DERE
OG0003736	LOC6625198|XP_002048751.1|DVIR	LOC6547016|XP_001974703.1|DERE
OG0003737	LOC6625796|XP_002050894.1|DVIR	LOC6548467|XP_001975186.1|DERE
OG0003738	LOC6625602|XP_015029961.1|DVIR	LOC6547342|XP_001976295.2|DERE
OG0003739	LOC6625260|XP_002050689.2|DVIR	LOC6543353|XP_026834682.1|DERE
OG0003740	LOC6624816|XP_002050683.1|DVIR	LOC6543061|XP_001970620.1|DERE
OG0003741	LOC6622834|XP_002046695.1|DVIR	LOC6545691|XP_026832590.1|DERE
OG0003742	LOC6624016|XP_002047587.1|DVIR	LOC6544988|XP_001973280.1|DERE
OG0003743	LOC6625810|XP_032292231.1|DVIR	LOC6541356|XP_001970541.2|DERE
OG0003744	LOC6624818|XP_002050685.1|DVIR	LOC6541178|XP_001970618.1|DERE
OG0003745	LOC6636498|XP_002059804.1|DVIR	LOC6546543|XP_001975908.1|DERE
OG0003746	LOC6626276|XP_002050163.1|DVIR	LOC6547658|XP_015012206.1|DERE
OG0003747	LOC6622216|XP_032291017.1|DVIR	LOC6545027|XP_001972523.1|DERE
OG0003748	LOC6624123|XP_002046910.3|DVIR	LOC6545025|XP_001972521.2|DERE
OG0003749	LOC6624292|XP_002046907.1|DVIR	LOC6544598|XP_001972518.1|DERE
OG0003750	LOC6623526|XP_002046909.1|DVIR	LOC6545024|XP_001972520.1|DERE
OG0003751	LOC6624290|XP_032290402.1|DVIR	LOC6544597|XP_026833321.1|DERE
OG0003752	LOC6622528|XP_002047247.2|DVIR	LOC6543912|XP_015014018.1|DERE
OG0003753	LOC6623875|XP_002046840.1|DVIR	LOC6544847|XP_001971537.1|DERE
OG0003754	LOC6623857|XP_002046839.2|DVIR	LOC6544849|XP_026832494.1|DERE
OG0003755	LOC6622826|XP_002047244.3|DVIR	LOC6543908|XP_001972979.2|DERE
OG0003756	LOC6626125|XP_002050032.1|DVIR	LOC6541655|XP_001970840.1|DERE
OG0003757	LOC6627256|XP_002048877.1|DVIR	LOC6548434|XP_001976686.1|DERE
OG0003758	LOC6625033|XP_032292694.1|DVIR	LOC6547295|XP_026835729.1|DERE
OG0003759	LOC6623279|XP_015031159.2|DVIR	LOC6545866|XP_015013378.1|DERE
OG0003760	LOC6627184|XP_002049749.2|DVIR	LOC6546763|XP_026835817.1|DERE
OG0003761	LOC6623289|XP_002046964.1|DVIR	LOC6545809|XP_026833841.1|DERE
OG0003762	LOC6622317|XP_032290306.1|DVIR	LOC6545807|XP_026833838.1|DERE
OG0003763	LOC6623337|XP_015031047.2|DVIR	LOC6545186|XP_015013862.1|DERE
OG0003764	LOC6623387|XP_015031046.1|DVIR	LOC6545280|XP_026833412.1|DERE
OG0003765	LOC6634336|XP_002057464.1|DVIR	LOC6540924|XP_001969579.1|DERE
OG0003766	LOC6634788|XP_002058124.1|DVIR	LOC6551198|XP_001976930.1|DERE
OG0003767	LOC6626353|XP_002048736.1|DVIR	LOC6546598|XP_001975486.1|DERE
OG0003768	LOC6635858|XP_032292362.1|DVIR	LOC6547170|XP_001976087.1|DERE
OG0003769	LOC6636386|XP_002059799.1|DVIR	LOC6547175|XP_001976092.1|DERE
OG0003770	LOC6636194|XP_032290079.1|DVIR	LOC6555886|XP_026839005.1|DERE
OG0003771	LOC6622409|XP_002046406.1|DVIR	LOC6545803|XP_026832446.1|DERE
OG0003772	LOC6624226|XP_002046300.1|DVIR	LOC6545051|XP_001971558.1|DERE
OG0003773	LOC6625713|XP_015030192.1|DVIR	LOC6541781|XP_001969126.1|DERE
OG0003774	LOC6626342|XP_002050680.1|DVIR	LOC6541329|XP_001969130.2|DERE
OG0003775	LOC6634820|XP_032296477.1|DVIR	LOC6550496|XP_001977811.1|DERE
OG0003776	LOC6635952|XP_032292092.1|DVIR	LOC6542901|XP_001970707.1|DERE
OG0003777	LOC6626311|XP_002050390.1|DVIR	LOC6543163|XP_026834672.1|DERE
OG0003778	LOC6625401|XP_032292008.1|DVIR	LOC6546872|XP_026836453.1|DERE
OG0003779	LOC6635828|XP_015024211.1|DVIR	LOC6547397|XP_026836672.1|DERE
OG0003780	LOC6625895|XP_002050116.1|DVIR	LOC6548134|XP_001975226.1|DERE
OG0003781	LOC6636211|XP_002059712.1|DVIR	LOC6555811|XP_026839220.1|DERE
OG0003782	LOC6634690|XP_002058343.3|DVIR	LOC6555776|XP_026837512.1|DERE
OG0003783	LOC6633215|XP_002055980.1|DVIR	LOC6554389|XP_001981512.1|DERE
OG0003784	LOC6626387|XP_002048729.1|DVIR	LOC6541054|XP_001970365.1|DERE
OG0003785	LOC6626273|XP_002050039.1|DVIR	LOC6542057|XP_001970846.1|DERE
OG0003786	LOC6625974|XP_002050505.1|DVIR	LOC6547042|XP_001974631.1|DERE
OG0003787	LOC6626103|XP_032292554.1|DVIR	LOC26526511|XP_015012812.1|DERE
OG0003788	LOC6625792|XP_002049988.2|DVIR	LOC6548054|XP_001976515.1|DERE
OG0003789	LOC6626349|XP_015029237.1|DVIR	LOC6542774|XP_015014611.1|DERE
OG0003790	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR	LOC6544492|XP_001971475.1|DERE
OG0003791	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR	LOC6553082|XP_015009447.1|DERE
OG0003792	LOC6626653|XP_002049883.1|DVIR	LOC6546783|XP_001974557.1|DERE
OG0003793	LOC6627258|XP_002048879.1|DVIR	LOC6548436|XP_001976688.1|DERE
OG0003794	LOC6625985|XP_002050063.1|DVIR	LOC6546699|XP_001974515.1|DERE
OG0003795	LOC6622255|XP_032290735.1|DVIR	LOC6545746|XP_026833117.1|DERE
OG0003796	LOC6632223|XP_002055891.2|DVIR	LOC6554537|XP_001981322.1|DERE
OG0003797	LOC6634164|XP_002057531.1|DVIR	LOC6540643|XP_026834100.1|DERE
OG0003798	LOC6636452|XP_032291729.1|DVIR	LOC6542264|XP_001969194.1|DERE
OG0003799	LOC6626015|XP_002050239.3|DVIR	LOC6547479|XP_001976275.3|DERE
OG0003800	LOC6633894|XP_002057587.1|DVIR	LOC6540613|XP_001968891.1|DERE
OG0003801	LOC6634351|XP_002057815.1|DVIR	LOC6549118|XP_026836834.1|DERE
OG0003802	LOC6634003|XP_002057824.1|DVIR	LOC6548914|XP_001974181.1|DERE
OG0003803	LOC6632221|XP_002055889.1|DVIR	LOC6554539|XP_001981324.1|DERE
OG0003804	LOC6634389|XP_032293690.1|DVIR	LOC6540582|XP_001968896.2|DERE
OG0003805	LOC6635627|XP_002059119.1|DVIR	LOC6542178|XP_001968121.2|DERE
OG0003806	LOC6629176|XP_002052371.1|DVIR	LOC6542882|XP_001970825.2|DERE
OG0003807	LOC6628914|XP_032293546.1|DVIR	LOC6540681|XP_026834284.1|DERE
OG0003808	LOC6623651|XP_032290185.1|DVIR	LOC6546218|XP_026832627.1|DERE
OG0003809	LOC6627941|XP_002052666.1|DVIR	LOC6549325|XP_001974330.1|DERE
OG0003810	LOC6626421|XP_032292316.1|DVIR	LOC6548640|XP_015012696.1|DERE
OG0003811	LOC6627102|XP_002049945.1|DVIR	LOC6547651|XP_001974809.1|DERE
OG0003812	LOC6628759|XP_032294343.1|DVIR	LOC6540971|XP_015015239.1|DERE
OG0003813	LOC6629150|XP_002052444.1|DVIR	LOC6542509|XP_026835510.1|DERE
OG0003814	LOC6635671|XP_002059206.1|DVIR	LOC6541280|XP_026835143.1|DERE
OG0003815	LOC6629893|XP_002053988.1|DVIR	LOC6553691|XP_001979421.1|DERE
OG0003816	LOC6634301|XP_015025271.1|DVIR	LOC26526813|XP_015012858.1|DERE
OG0003817	LOC6634384|XP_002057578.1|DVIR	LOC6543129|XP_001969306.1|DERE
OG0003818	LOC6627880|XP_002052004.1|DVIR	LOC6549261|XP_026836063.1|DERE
OG0003819	LOC6627410|XP_002051920.1|DVIR	LOC6543202|XP_001968629.1|DERE
OG0003820	LOC6632454|XP_002056300.1|DVIR	LOC6552454|XP_026838044.1|DERE
OG0003821	LOC6624802|XP_002050196.1|DVIR	LOC6549332|XP_001975632.1|DERE
OG0003822	LOC6628012|XP_002051316.1|DVIR	LOC6541728|XP_001970013.1|DERE
OG0003823	LOC6628441|XP_002052226.2|DVIR	LOC6541988|XP_001968329.1|DERE
OG0003824	LOC6633939|XP_032293555.1|DVIR	LOC6549313|XP_001974235.1|DERE
OG0003825	LOC6634372|XP_002057566.1|DVIR	LOC6543485|XP_001969213.1|DERE
OG0003826	LOC6628101|XP_002052425.1|DVIR	LOC113564153|XP_026835561.1|DERE, LOC6540701|XP_001968793.1|DERE
OG0003827	LOC6634385|XP_002057579.2|DVIR	LOC6541390|XP_001969301.2|DERE
OG0003828	LOC6634387|XP_002057581.2|DVIR	LOC6542825|XP_001969304.1|DERE
OG0003829	LOC6634128|XP_002057516.2|DVIR	LOC6543505|XP_001969524.1|DERE
OG0003830	LOC6628491|XP_002051486.2|DVIR	LOC6548858|XP_001974046.1|DERE
OG0003831	LOC6631084|XP_015027545.1|DVIR	LOC6555419|XP_001982338.1|DERE
OG0003832	LOC6628075|XP_002051440.1|DVIR	LOC6542522|XP_026835452.1|DERE
OG0003833	LOC6628072|XP_002051437.1|DVIR	LOC6542944|XP_001970073.1|DERE
OG0003834	LOC6627544|XP_002052491.2|DVIR	LOC6542457|XP_026834467.1|DERE
OG0003835	LOC6634246|XP_032293506.1|DVIR	LOC6541824|XP_001968984.2|DERE
OG0003836	LOC6628470|XP_002051545.2|DVIR	LOC6549444|XP_001974309.2|DERE
OG0003837	LOC6628468|XP_032293803.1|DVIR	LOC6549405|XP_001974311.1|DERE
OG0003838	LOC6627961|XP_002052537.1|DVIR	LOC6542875|XP_026834917.1|DERE
OG0003839	LOC6634181|XP_002057439.1|DVIR	LOC6541608|XP_001969625.2|DERE
OG0003840	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR	LOC6543358|XP_001970538.1|DERE
OG0003841	LOC6627529|XP_002051973.2|DVIR	LOC6542466|XP_001968421.1|DERE
OG0003842	LOC6627822|XP_002051135.1|DVIR	LOC6542606|XP_001969882.1|DERE
OG0003843	LOC6633975|XP_002057483.3|DVIR	LOC6540962|XP_026835150.1|DERE
OG0003844	LOC6634221|XP_032293755.1|DVIR	LOC6541766|XP_015014427.1|DERE
OG0003845	LOC6628509|XP_032293776.1|DVIR	LOC6541960|XP_026834826.1|DERE
OG0003846	LOC6634039|XP_015025330.1|DVIR	LOC6541220|XP_026834341.1|DERE
OG0003847	LOC6627418|XP_002051091.2|DVIR	LOC6541654|XP_001969267.2|DERE
OG0003848	LOC6631117|XP_002054237.1|DVIR	LOC6552235|XP_001979800.1|DERE
OG0003849	LOC6626213|XP_002050548.2|DVIR	LOC6541932|XP_001969045.3|DERE
OG0003850	LOC6634045|XP_015025255.1|DVIR	LOC6543498|XP_001969541.1|DERE
OG0003851	LOC6635849|XP_002059461.1|DVIR	LOC6547091|XP_001974930.1|DERE
OG0003852	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR	LOC6543196|XP_026835216.1|DERE
OG0003853	LOC6627274|XP_032292311.1|DVIR	LOC6548754|XP_015012306.1|DERE
OG0003854	LOC6627707|XP_002051991.1|DVIR	LOC6547747|XP_001976256.1|DERE
OG0003855	LOC6627706|XP_002051990.2|DVIR	LOC6547617|XP_001976254.3|DERE
OG0003856	LOC6627807|XP_032294269.1|DVIR	LOC6542996|XP_026834946.1|DERE
OG0003857	LOC6635641|XP_032294704.1|DVIR	LOC6541627|XP_001969029.1|DERE
OG0003858	LOC6634676|XP_032296466.1|DVIR	LOC6550348|XP_026837576.1|DERE
OG0003859	LOC6627328|XP_002051924.1|DVIR	LOC6549260|XP_026837018.1|DERE
OG0003860	LOC6635806|XP_002059315.2|DVIR	LOC6546550|XP_001974564.1|DERE
OG0003861	LOC6629121|XP_002052113.1|DVIR	LOC6543341|XP_001968453.1|DERE
OG0003862	LOC6628171|XP_015028196.2|DVIR	LOC6541881|XP_015014482.1|DERE
OG0003863	LOC6627669|XP_002051109.2|DVIR	LOC6543165|XP_001969281.1|DERE
OG0003864	LOC6627668|XP_002051108.1|DVIR	LOC6542107|XP_015015015.1|DERE
OG0003865	LOC6630236|XP_002054576.1|DVIR	LOC6554312|XP_001981743.1|DERE
OG0003866	LOC6634053|XP_032293820.1|DVIR	LOC6549051|XP_026836703.1|DERE
OG0003867	LOC26531466|XP_032294254.1|DVIR	LOC26526993|XP_015012893.1|DERE
OG0003868	LOC6633616|XP_002057185.2|DVIR	LOC6542023|XP_001969454.2|DERE
OG0003869	LOC6628233|XP_002051803.1|DVIR	LOC6542846|XP_001968554.1|DERE
OG0003870	LOC6629032|XP_032294539.1|DVIR	LOC6549289|XP_015012073.1|DERE
OG0003871	LOC6627899|XP_002051813.1|DVIR	LOC6541804|XP_001969753.1|DERE
OG0003872	LOC6624756|XP_002049750.1|DVIR	LOC6546735|XP_001974528.1|DERE
OG0003873	LOC6635636|XP_002059241.1|DVIR	LOC6548786|XP_001974065.1|DERE
OG0003874	LOC6634061|XP_032293788.1|DVIR	LOC6548903|XP_026837113.1|DERE
OG0003875	LOC6634125|XP_002057726.1|DVIR	LOC6543210|XP_026834326.1|DERE
OG0003876	LOC6627842|XP_002051732.1|DVIR	LOC6543423|XP_001968304.1|DERE
OG0003877	LOC6634146|XP_002057623.1|DVIR	LOC6542063|XP_001968994.3|DERE
OG0003878	LOC6627329|XP_015028803.1|DVIR	LOC6549259|XP_015012068.1|DERE
OG0003879	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR	LOC26527079|XP_015014392.1|DERE
OG0003880	LOC26530969|XP_032291108.1|DVIR	LOC6543786|XP_026833061.1|DERE
OG0003881	LOC6626306|XP_002048785.1|DVIR	LOC6548566|XP_001976638.1|DERE
OG0003882	LOC6636376|XP_002059905.2|DVIR	LOC6542053|XP_026834763.1|DERE
OG0003883	LOC6632030|XP_015026411.2|DVIR	LOC6550310|XP_026838319.1|DERE
OG0003884	LOC6634321|XP_002057461.1|DVIR	LOC6540931|XP_001969582.1|DERE
OG0003885	LOC6628223|XP_002051171.1|DVIR	LOC6540878|XP_001970032.1|DERE
OG0003886	LOC6628224|XP_002051172.1|DVIR	LOC6540879|XP_001970031.2|DERE
OG0003887	LOC6627530|XP_002051974.2|DVIR	LOC6542611|XP_001968422.2|DERE
OG0003888	LOC6633042|XP_002056265.2|DVIR	LOC6555133|XP_015008857.1|DERE
OG0003889	LOC6629064|XP_002051608.1|DVIR	LOC6541027|XP_001968259.1|DERE
OG0003890	LOC6623909|XP_002046837.1|DVIR	LOC6546472|XP_001971753.1|DERE
OG0003891	LOC6634338|XP_002057466.1|DVIR	LOC6542239|XP_001969575.1|DERE
OG0003892	LOC6636850|XP_002060280.1|DVIR	LOC6543770|XP_001971198.1|DERE
OG0003893	LOC6634184|XP_002057442.1|DVIR	LOC6549648|XP_001974253.1|DERE
OG0003894	LOC6628045|XP_002051156.1|DVIR	LOC6542684|XP_001969976.1|DERE
OG0003895	LOC6631461|XP_002055549.2|DVIR	LOC6547649|XP_001974983.1|DERE
OG0003896	LOC6626174|XP_002050159.2|DVIR	LOC6547646|XP_015012205.2|DERE
OG0003897	LOC6625893|XP_002050114.1|DVIR	LOC6548150|XP_001975224.1|DERE
OG0003898	LOC6634258|XP_002057644.1|DVIR	LOC6549155|XP_001974284.2|DERE
OG0003899	LOC6627774|XP_002052836.1|DVIR	LOC6540774|XP_001968175.1|DERE
OG0003900	LOC6635686|XP_002059281.1|DVIR	LOC6542964|XP_026834033.1|DERE
OG0003901	LOC6635642|XP_002059188.1|DVIR	LOC6542768|XP_001969028.1|DERE
OG0003902	LOC6635643|XP_002059189.1|DVIR	LOC6541494|XP_026834581.1|DERE
OG0003903	LOC6629099|XP_002051683.1|DVIR	LOC6542137|XP_001969675.1|DERE
OG0003904	LOC6629100|XP_002051684.1|DVIR	LOC6543130|XP_001969676.1|DERE
OG0003905	LOC6629322|XP_002053055.2|DVIR	LOC6554488|XP_001981933.1|DERE
OG0003906	LOC6626088|XP_032293160.1|DVIR	LOC6548076|XP_001975168.1|DERE
OG0003907	LOC6628727|XP_032294092.1|DVIR	LOC6543143|XP_001968223.2|DERE
OG0003908	LOC6628728|XP_002052881.1|DVIR	LOC6543357|XP_001968224.2|DERE
OG0003909	LOC6636440|XP_002059829.1|DVIR, LOC116649738|XP_032291660.1|DVIR	LOC6547245|XP_001976131.1|DERE
