Orthogroup	DVIR.longest_only	AALB.longest_only
OG0003572	LOC6635960|XP_032292259.1|DVIR	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC6624963|XP_002049324.1|DVIR	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC6624447|XP_002046935.1|DVIR	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC6623179|XP_002046172.1|DVIR	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC6624029|XP_015030894.1|DVIR	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC6622444|XP_002047203.1|DVIR	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC116650100|XP_032289332.1|DVIR, LOC6622347|XP_002046397.1|DVIR	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC6626020|XP_032291708.1|DVIR	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC6626045|XP_002049143.1|DVIR	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC6624474|XP_032290886.1|DVIR	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC6624065|XP_002047857.1|DVIR	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC6625749|XP_032291836.1|DVIR	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC6626999|XP_002048741.1|DVIR	LOC118463155|XP_035785431.1|AALB
OG0003585	LOC26531162|XP_032289054.1|DVIR, LOC116649903|XP_032289059.1|DVIR, LOC6624524|XP_032291021.1|DVIR	LOC118465320|XP_035789339.1|AALB
OG0003586	LOC6636261|XP_002059730.1|DVIR	LOC118462986|XP_035785088.1|AALB
OG0003587	LOC6629066|XP_002051610.1|DVIR	LOC118467109|XP_035793062.1|AALB
OG0003588	LOC6635090|XP_002058420.2|DVIR	LOC118462694|XP_035784512.1|AALB
OG0003590	LOC6624252|XP_002047448.1|DVIR	LOC118465338|XP_035789381.1|AALB
OG0003591	LOC6622721|XP_015030723.1|DVIR	LOC118465339|XP_035789382.1|AALB
OG0003592	LOC6622320|XP_002048175.2|DVIR	LOC118465343|XP_035789393.1|AALB
OG0003593	LOC6623932|XP_002048295.2|DVIR	LOC118462954|XP_035784992.1|AALB
OG0003594	LOC6623271|XP_002046877.1|DVIR	LOC118464598|XP_035787935.1|AALB
OG0003595	LOC6636464|XP_032292140.1|DVIR	LOC118467808|XP_035794578.1|AALB
OG0003596	LOC6625769|XP_002050471.1|DVIR	LOC118462707|XP_035784540.1|AALB
OG0003597	LOC6626477|XP_002050462.2|DVIR	LOC118462703|XP_035784534.1|AALB
OG0003598	LOC6623284|XP_002046090.1|DVIR	LOC118465770|XP_035790179.1|AALB
OG0003599	LOC6627155|XP_002049159.1|DVIR	LOC118457857|XP_035775643.1|AALB
OG0003600	LOC6623184|XP_032291054.1|DVIR	LOC118465904|XP_035790451.1|AALB
OG0003601	LOC6625614|XP_015029007.1|DVIR	LOC118463883|XP_035786698.1|AALB
OG0003602	LOC6635991|XP_002059309.2|DVIR	LOC118463249|XP_035785611.1|AALB
OG0003603	LOC6623122|XP_002046588.2|DVIR	LOC118463770|XP_035786478.1|AALB
OG0003604	LOC6633944|XP_032293584.1|DVIR	LOC118464675|XP_035788086.1|AALB
OG0003605	LOC6630780|XP_002054814.1|DVIR	LOC118460666|XP_035781032.1|AALB
OG0003606	LOC6626654|XP_015029852.1|DVIR	LOC118463028|XP_035785163.1|AALB
OG0003607	LOC6624811|XP_002050607.1|DVIR	LOC118463025|XP_035785160.1|AALB
OG0003608	LOC6622290|XP_002047123.1|DVIR	LOC118463040|XP_035785177.1|AALB
OG0003609	LOC6635797|XP_002059385.1|DVIR	LOC118467482|XP_035793917.1|AALB
OG0003610	LOC6624166|XP_032291020.1|DVIR	LOC118463293|XP_035785669.1|AALB
OG0003611	LOC6623933|XP_015031064.1|DVIR	LOC118467170|XP_035793229.1|AALB
OG0003612	LOC6635888|XP_002059413.1|DVIR, LOC116650938|XP_032292088.1|DVIR	LOC118465388|XP_035789477.1|AALB
OG0003613	LOC6625476|XP_002050332.2|DVIR	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB
OG0003614	LOC6625477|XP_002050333.1|DVIR	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB
OG0003615	LOC6626638|XP_002050815.1|DVIR	LOC118465526|XP_035789743.1|AALB
OG0003616	LOC6625428|XP_002048823.1|DVIR	LOC118466679|XP_035792192.1|AALB
OG0003617	LOC6635943|XP_032292524.1|DVIR	LOC118467348|XP_035793623.1|AALB
OG0003618	LOC6635944|XP_015024276.2|DVIR	LOC118467341|XP_035793612.1|AALB
OG0003619	LOC6626009|XP_002050154.1|DVIR	LOC118464469|XP_035787771.1|AALB
OG0003620	LOC6625320|XP_002050415.1|DVIR	LOC118464471|XP_035787773.1|AALB
OG0003621	LOC6624060|XP_002046270.2|DVIR	LOC118466430|XP_035791619.1|AALB
OG0003622	LOC6623566|XP_002046269.3|DVIR	LOC118466427|XP_035791603.1|AALB
OG0003623	LOC6635348|XP_002058875.1|DVIR	LOC118464106|XP_035787085.1|AALB
OG0003624	LOC6625579|XP_002048840.1|DVIR	LOC118467085|XP_035793018.1|AALB
OG0003625	LOC6625694|XP_002048844.1|DVIR	LOC118462921|XP_035784921.1|AALB
OG0003626	LOC6625584|XP_032291911.1|DVIR	LOC118464468|XP_035787770.1|AALB
OG0003627	LOC6625030|XP_032292680.1|DVIR	LOC118464466|XP_035787767.1|AALB
OG0003628	LOC6636501|XP_002059807.1|DVIR	LOC118467591|XP_035794150.1|AALB
OG0003629	LOC6626640|XP_002048776.1|DVIR	LOC118465427|XP_035789549.1|AALB
OG0003630	LOC6625981|XP_032292533.1|DVIR	LOC118465596|XP_035789857.1|AALB
OG0003631	LOC6622883|XP_002047550.1|DVIR	LOC118464826|XP_035788395.1|AALB
OG0003632	LOC6622239|XP_002046931.1|DVIR	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB
OG0003633	LOC6635981|XP_002059299.1|DVIR	LOC118463061|XP_035785209.1|AALB
OG0003634	LOC6623451|XP_002046740.2|DVIR	LOC118463068|XP_035785220.1|AALB
OG0003635	LOC6622319|XP_032290469.1|DVIR	LOC118464836|XP_035788407.1|AALB
OG0003636	LOC6626393|XP_002048732.1|DVIR	LOC118463062|XP_035785210.1|AALB
OG0003637	LOC6625158|XP_002050619.2|DVIR	LOC118464763|XP_035788275.1|AALB
OG0003638	LOC6623052|XP_002048493.2|DVIR	LOC118467152|XP_035793184.1|AALB
OG0003639	LOC6628796|XP_002051219.1|DVIR	LOC118467156|XP_035793193.1|AALB
OG0003640	LOC6625534|XP_002051016.1|DVIR	LOC118462649|XP_035784391.1|AALB
OG0003641	LOC6626361|XP_002050864.1|DVIR	LOC118466290|XP_035791269.1|AALB
OG0003642	LOC6627252|XP_032292473.1|DVIR	LOC118466291|XP_035791271.1|AALB
OG0003643	LOC6626436|XP_002050409.1|DVIR	LOC118466293|XP_035791273.1|AALB
OG0003644	LOC6626355|XP_015029584.2|DVIR	LOC118466150|XP_035791013.1|AALB
OG0003645	LOC6622941|XP_002047730.1|DVIR	LOC118466406|XP_035791567.1|AALB
OG0003646	LOC6624656|XP_002047144.1|DVIR	LOC118466403|XP_035791564.1|AALB
OG0003647	LOC6622630|XP_002047724.1|DVIR	LOC118466415|XP_035791583.1|AALB
OG0003648	LOC6629220|XP_002051940.2|DVIR	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB
OG0003649	LOC6635229|XP_002058753.1|DVIR	LOC118467093|XP_035793031.1|AALB
OG0003650	LOC6633825|XP_002057104.1|DVIR	LOC118467084|XP_035793017.1|AALB
OG0003651	LOC6633074|XP_002056146.1|DVIR	LOC118465000|XP_035788740.1|AALB
OG0003652	LOC6623069|XP_002048153.2|DVIR	LOC118464213|XP_035787277.1|AALB
OG0003653	LOC6622982|XP_002048496.2|DVIR	LOC118466938|XP_035792727.1|AALB
OG0003654	LOC6624167|XP_002046359.1|DVIR	LOC118467201|XP_035793308.1|AALB
OG0003655	LOC6634299|XP_002057451.1|DVIR	LOC118467200|XP_035793307.1|AALB
OG0003656	LOC6623024|XP_002048152.1|DVIR	LOC118467196|XP_035793302.1|AALB
OG0003657	LOC6622933|XP_002047224.1|DVIR	LOC118467706|XP_035794383.1|AALB
OG0003658	LOC6633001|XP_002056359.1|DVIR	LOC118465603|XP_035789871.1|AALB
OG0003659	LOC6622791|XP_002048010.2|DVIR	LOC118464833|XP_035788402.1|AALB
OG0003660	LOC6636833|XP_032291518.1|DVIR	LOC118466261|XP_035791209.1|AALB
OG0003661	LOC6623338|XP_032290596.1|DVIR	LOC118463077|XP_035785231.1|AALB
OG0003662	LOC6623915|XP_002048286.1|DVIR	LOC118464773|XP_035788295.1|AALB
OG0003663	LOC6622451|XP_002047202.1|DVIR	LOC118467758|XP_035794479.1|AALB
OG0003664	LOC6622315|XP_032290515.1|DVIR	LOC118467753|XP_035794467.1|AALB
OG0003665	LOC6625058|XP_002050529.1|DVIR	LOC118464272|XP_035787427.1|AALB
OG0003666	LOC6625774|XP_032291927.1|DVIR	LOC118466836|XP_035792537.1|AALB
OG0003667	LOC6636573|XP_032291539.1|DVIR	LOC118466732|XP_035792308.1|AALB
OG0003668	LOC6626113|XP_002050026.2|DVIR	LOC118463986|XP_035786900.1|AALB
OG0003669	LOC6626556|XP_002050574.1|DVIR	LOC118464145|XP_035787143.1|AALB
OG0003670	LOC6626555|XP_002050573.1|DVIR	LOC118464143|XP_035787141.1|AALB
OG0003671	LOC6626666|XP_032291893.1|DVIR	LOC118463962|XP_035786840.1|AALB
OG0003672	LOC6629580|XP_002054872.1|DVIR	LOC118466816|XP_035792498.1|AALB
OG0003673	LOC6636373|XP_032291641.1|DVIR	LOC118466308|XP_035791312.1|AALB
OG0003674	LOC6626535|XP_015030079.1|DVIR	LOC118467187|XP_035793282.1|AALB
OG0003675	LOC6626548|XP_002050378.1|DVIR	LOC118467189|XP_035793289.1|AALB
OG0003676	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR	LOC118467181|XP_035793257.1|AALB
OG0003677	LOC6635264|XP_002058734.1|DVIR	LOC118466130|XP_035790973.1|AALB
OG0003678	LOC6623303|XP_002047766.3|DVIR	LOC118467642|XP_035794261.1|AALB
OG0003679	LOC6623358|XP_002047772.2|DVIR	LOC118464681|XP_035788097.1|AALB
OG0003680	LOC6624813|XP_002050609.1|DVIR	LOC118464254|XP_035787383.1|AALB
OG0003681	LOC6635872|XP_032291960.1|DVIR	LOC118467352|XP_035793628.1|AALB
OG0003682	LOC6629844|XP_002054465.1|DVIR	LOC118467748|XP_035794451.1|AALB
OG0003683	LOC6626644|XP_002048780.2|DVIR	LOC118464407|XP_035787655.1|AALB
OG0003684	LOC6622531|XP_002046997.1|DVIR	LOC118467083|XP_035793015.1|AALB
OG0003685	LOC6623535|XP_002046790.3|DVIR	LOC118466185|XP_035791075.1|AALB
OG0003686	LOC6626341|XP_032291687.1|DVIR	LOC118466184|XP_035791071.1|AALB
OG0003687	LOC6625730|XP_002051051.1|DVIR	LOC118467335|XP_035793584.1|AALB
OG0003688	LOC6625490|XP_002048827.1|DVIR	LOC118467336|XP_035793586.1|AALB
OG0003689	LOC6622329|XP_002047921.1|DVIR	LOC118467004|XP_035792839.1|AALB
OG0003690	LOC6624305|XP_002048676.1|DVIR	LOC118467003|XP_035792836.1|AALB
OG0003691	LOC6622224|XP_002048679.1|DVIR	LOC118465187|XP_035789049.1|AALB
OG0003692	LOC6635791|XP_002059380.1|DVIR	LOC118465047|XP_035788823.1|AALB
OG0003693	LOC6623199|XP_032291393.1|DVIR	LOC118463611|XP_035786184.1|AALB
OG0003694	LOC6623823|XP_002046234.2|DVIR	LOC118467900|XP_035794713.1|AALB
OG0003695	LOC6622433|XP_002046702.1|DVIR	LOC118463425|XP_035785881.1|AALB
OG0003696	LOC6627206|XP_002050124.2|DVIR	LOC118462943|XP_035784974.1|AALB
OG0003697	LOC6626104|XP_002050508.1|DVIR	LOC118466958|XP_035792753.1|AALB
OG0003698	LOC6623330|XP_002047289.1|DVIR	LOC118463273|XP_035785642.1|AALB
OG0003699	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR	LOC118466488|XP_035791781.1|AALB
OG0003700	LOC6626337|XP_002048867.1|DVIR	LOC118462605|XP_035784328.1|AALB
OG0003701	LOC6627792|XP_002052680.1|DVIR	LOC118466967|XP_035792772.1|AALB
OG0003702	LOC6622968|XP_002048048.1|DVIR	LOC118466964|XP_035792768.1|AALB
OG0003703	LOC6624145|XP_002046904.1|DVIR	LOC118463669|XP_035786319.1|AALB
OG0003704	LOC6622716|XP_002046704.1|DVIR	LOC118463667|XP_035786317.1|AALB
OG0003705	LOC6626309|XP_015029997.1|DVIR	LOC118467369|XP_035793670.1|AALB
OG0003706	LOC6622063|XP_002047009.1|DVIR	LOC118463403|XP_035785844.1|AALB
OG0003707	LOC6622756|XP_032290568.1|DVIR	LOC118462487|XP_035784087.1|AALB
OG0003708	LOC6623419|XP_032290992.1|DVIR	LOC118467266|XP_035793441.1|AALB
OG0003709	LOC6626074|XP_002048761.1|DVIR	LOC118464636|XP_035787975.1|AALB
OG0003710	LOC6626075|XP_002048762.1|DVIR	LOC118462640|XP_035784380.1|AALB
OG0003711	LOC6622162|XP_002047537.1|DVIR	LOC118463308|XP_035785686.1|AALB
OG0003712	LOC6626829|XP_002050198.1|DVIR	LOC118464427|XP_035787683.1|AALB
OG0003713	LOC6626830|XP_002050199.2|DVIR	LOC118463939|XP_035786800.1|AALB
OG0003714	LOC6626831|XP_002050200.1|DVIR	LOC118463938|XP_035786799.1|AALB
OG0003715	LOC6624127|XP_032290679.1|DVIR	LOC118464577|XP_035787913.1|AALB
OG0003716	LOC6624433|XP_002047467.1|DVIR	LOC118467772|XP_035794494.1|AALB
OG0003717	LOC6622579|XP_002047011.1|DVIR	LOC118466725|XP_035792289.1|AALB
OG0003718	LOC6622442|XP_002046417.1|DVIR	LOC118466423|XP_035791596.1|AALB
OG0003719	LOC6622989|XP_002048045.1|DVIR	LOC118463130|XP_035785380.1|AALB
OG0003720	LOC6631741|XP_002055461.1|DVIR	LOC118465613|XP_035789883.1|AALB
OG0003721	LOC6625594|XP_002048832.1|DVIR	LOC118465616|XP_035789890.1|AALB
OG0003722	LOC6622287|XP_032290293.1|DVIR	LOC118464082|XP_035787032.1|AALB
OG0003723	LOC6622049|XP_002047001.1|DVIR	LOC118464092|XP_035787050.1|AALB
OG0003724	LOC6623975|XP_002047393.1|DVIR	LOC118467599|XP_035794178.1|AALB
OG0003725	LOC6622638|XP_015030506.1|DVIR	LOC118466222|XP_035791146.1|AALB
OG0003726	LOC6624541|XP_002046950.1|DVIR	LOC118466220|XP_035791140.1|AALB
OG0003728	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR	LOC118464313|XP_035787502.1|AALB
OG0003729	LOC6636846|XP_032291467.1|DVIR	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB
OG0003730	LOC6623063|XP_032290765.1|DVIR	LOC118467261|XP_035793437.1|AALB
OG0003731	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR	LOC118467074|XP_035793002.1|AALB
OG0003732	LOC6623118|XP_032291125.1|DVIR	LOC118467901|XP_035794718.1|AALB
OG0003733	LOC6622814|XP_002046694.1|DVIR	LOC118467898|XP_035794709.1|AALB
OG0003734	LOC6622806|XP_002046477.3|DVIR	LOC118466443|XP_035791645.1|AALB
OG0003735	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR	LOC118465755|XP_035790151.1|AALB
OG0003736	LOC6625198|XP_002048751.1|DVIR	LOC118465769|XP_035790177.1|AALB
OG0003737	LOC6625796|XP_002050894.1|DVIR	LOC118465760|XP_035790157.1|AALB
OG0003739	LOC6625260|XP_002050689.2|DVIR	LOC118463094|XP_035785269.1|AALB
OG0003740	LOC6624816|XP_002050683.1|DVIR	LOC118463095|XP_035785271.1|AALB
OG0003741	LOC6622834|XP_002046695.1|DVIR	LOC118463097|XP_035785276.1|AALB
OG0003742	LOC6624016|XP_002047587.1|DVIR	LOC118464124|XP_035787110.1|AALB
OG0003743	LOC6625810|XP_032292231.1|DVIR	LOC118467680|XP_035794344.1|AALB
OG0003744	LOC6624818|XP_002050685.1|DVIR	LOC118467682|XP_035794346.1|AALB
OG0003745	LOC6636498|XP_002059804.1|DVIR	LOC118467684|XP_035794348.1|AALB
OG0003746	LOC6626276|XP_002050163.1|DVIR	LOC118466242|XP_035791185.1|AALB
OG0003747	LOC6622216|XP_032291017.1|DVIR	LOC118466247|XP_035791192.1|AALB
OG0003748	LOC6624123|XP_002046910.3|DVIR	LOC118466244|XP_035791187.1|AALB
OG0003749	LOC6624292|XP_002046907.1|DVIR	LOC118466246|XP_035791191.1|AALB
OG0003750	LOC6623526|XP_002046909.1|DVIR	LOC118466250|XP_035791195.1|AALB
OG0003751	LOC6624290|XP_032290402.1|DVIR	LOC118466283|XP_035791256.1|AALB
OG0003752	LOC6622528|XP_002047247.2|DVIR	LOC118465649|XP_035789955.1|AALB
OG0003753	LOC6623875|XP_002046840.1|DVIR	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC6623857|XP_002046839.2|DVIR	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC6622826|XP_002047244.3|DVIR	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC6626125|XP_002050032.1|DVIR	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC6627256|XP_002048877.1|DVIR	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC6625033|XP_032292694.1|DVIR	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC6623279|XP_015031159.2|DVIR	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC6627184|XP_002049749.2|DVIR	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC6623289|XP_002046964.1|DVIR	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC6622317|XP_032290306.1|DVIR	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC6623337|XP_015031047.2|DVIR	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC6623387|XP_015031046.1|DVIR	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC6634336|XP_002057464.1|DVIR	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC6634788|XP_002058124.1|DVIR	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC6626353|XP_002048736.1|DVIR	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC6635858|XP_032292362.1|DVIR	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC6636386|XP_002059799.1|DVIR	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC6636194|XP_032290079.1|DVIR	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC6622409|XP_002046406.1|DVIR	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC6624226|XP_002046300.1|DVIR	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC6625713|XP_015030192.1|DVIR	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC6626342|XP_002050680.1|DVIR	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC6634820|XP_032296477.1|DVIR	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC6635952|XP_032292092.1|DVIR	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC6626311|XP_002050390.1|DVIR	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC6625401|XP_032292008.1|DVIR	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC6635828|XP_015024211.1|DVIR	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC6625895|XP_002050116.1|DVIR	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC6636211|XP_002059712.1|DVIR	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC6634690|XP_002058343.3|DVIR	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC6633215|XP_002055980.1|DVIR	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC6626387|XP_002048729.1|DVIR	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC6626273|XP_002050039.1|DVIR	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC6625974|XP_002050505.1|DVIR	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC6626103|XP_032292554.1|DVIR	LOC118464200|XP_035787252.1|AALB
OG0003788	LOC6625792|XP_002049988.2|DVIR	LOC118464396|XP_035787639.1|AALB
OG0003789	LOC6626349|XP_015029237.1|DVIR	LOC118464393|XP_035787633.1|AALB
OG0003790	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR	LOC118464404|XP_035787651.1|AALB
OG0003791	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR	LOC118461453|XP_035782675.1|AALB
OG0003792	LOC6626653|XP_002049883.1|DVIR	LOC118461399|XP_035782557.1|AALB
OG0003793	LOC6627258|XP_002048879.1|DVIR	LOC118460015|XP_035779839.1|AALB
OG0003794	LOC6625985|XP_002050063.1|DVIR	LOC118464505|XP_035787834.1|AALB
OG0003795	LOC6622255|XP_032290735.1|DVIR	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB
OG0003796	LOC6632223|XP_002055891.2|DVIR	LOC118467168|XP_035793226.1|AALB
OG0003797	LOC6634164|XP_002057531.1|DVIR	LOC118459879|XP_035779565.1|AALB
OG0003798	LOC6636452|XP_032291729.1|DVIR	LOC118459882|XP_035779572.1|AALB
OG0003799	LOC6626015|XP_002050239.3|DVIR	LOC118457992|XP_035775952.1|AALB
OG0003800	LOC6633894|XP_002057587.1|DVIR	LOC118456736|XP_035773679.1|AALB
OG0003801	LOC6634351|XP_002057815.1|DVIR	LOC118458226|XP_035776386.1|AALB
OG0003802	LOC6634003|XP_002057824.1|DVIR	LOC118468511|XP_035795241.1|AALB
OG0003803	LOC6632221|XP_002055889.1|DVIR	LOC118468791|XP_035795892.1|AALB
OG0003804	LOC6634389|XP_032293690.1|DVIR	LOC118468943|XP_035796175.1|AALB
OG0003805	LOC6635627|XP_002059119.1|DVIR	LOC118468940|XP_035796168.1|AALB
OG0003806	LOC6629176|XP_002052371.1|DVIR	LOC118468942|XP_035796173.1|AALB
OG0003807	LOC6628914|XP_032293546.1|DVIR	LOC118467305|XP_035793526.1|AALB
OG0003808	LOC6623651|XP_032290185.1|DVIR	LOC118460858|XP_035781457.1|AALB
OG0003809	LOC6627941|XP_002052666.1|DVIR	LOC118461847|XP_035783525.1|AALB
OG0003810	LOC6626421|XP_032292316.1|DVIR	LOC118458955|XP_035777829.1|AALB
OG0003811	LOC6627102|XP_002049945.1|DVIR	LOC118462591|XP_035784297.1|AALB
OG0003812	LOC6628759|XP_032294343.1|DVIR	LOC118456167|XP_035772593.1|AALB
OG0003813	LOC6629150|XP_002052444.1|DVIR	LOC118457969|XP_035775903.1|AALB
OG0003814	LOC6635671|XP_002059206.1|DVIR	LOC118457739|XP_035775442.1|AALB
OG0003815	LOC6629893|XP_002053988.1|DVIR	LOC118457743|XP_035775448.1|AALB
OG0003816	LOC6634301|XP_015025271.1|DVIR	LOC118461879|XP_035783609.1|AALB
OG0003817	LOC6634384|XP_002057578.1|DVIR	LOC118457510|XP_035775044.1|AALB
OG0003819	LOC6627410|XP_002051920.1|DVIR	LOC118462908|XP_035784901.1|AALB
OG0003820	LOC6632454|XP_002056300.1|DVIR	LOC118468215|XP_035794903.1|AALB
OG0003821	LOC6624802|XP_002050196.1|DVIR	LOC118458371|XP_035776659.1|AALB
OG0003822	LOC6628012|XP_002051316.1|DVIR	LOC118457153|XP_035774371.1|AALB
OG0003823	LOC6628441|XP_002052226.2|DVIR	LOC118457866|XP_035775658.1|AALB
OG0003824	LOC6633939|XP_032293555.1|DVIR	LOC118456884|XP_035773896.1|AALB
OG0003825	LOC6634372|XP_002057566.1|DVIR	LOC118456837|XP_035773826.1|AALB
OG0003826	LOC6628101|XP_002052425.1|DVIR	LOC118458379|XP_035776678.1|AALB
OG0003827	LOC6634385|XP_002057579.2|DVIR	LOC118460075|XP_035779983.1|AALB
OG0003828	LOC6634387|XP_002057581.2|DVIR	LOC118460074|XP_035779981.1|AALB
OG0003829	LOC6634128|XP_002057516.2|DVIR	LOC118460071|XP_035779963.1|AALB
OG0003830	LOC6628491|XP_002051486.2|DVIR	LOC118456966|XP_035774053.1|AALB
OG0003831	LOC6631084|XP_015027545.1|DVIR	LOC118456777|XP_035773745.1|AALB
OG0003832	LOC6628075|XP_002051440.1|DVIR	LOC118459790|XP_035779409.1|AALB
OG0003833	LOC6628072|XP_002051437.1|DVIR	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB
OG0003834	LOC6627544|XP_002052491.2|DVIR	LOC118457516|XP_035775053.1|AALB
OG0003835	LOC6634246|XP_032293506.1|DVIR	LOC118460964|XP_035781634.1|AALB
OG0003836	LOC6628470|XP_002051545.2|DVIR	LOC118460572|XP_035780873.1|AALB
OG0003837	LOC6628468|XP_032293803.1|DVIR	LOC118460568|XP_035780863.1|AALB
OG0003838	LOC6627961|XP_002052537.1|DVIR	LOC118468599|XP_035795475.1|AALB
OG0003839	LOC6634181|XP_002057439.1|DVIR	LOC118456470|XP_035773154.1|AALB
OG0003840	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR	LOC118461893|XP_035783640.1|AALB
OG0003841	LOC6627529|XP_002051973.2|DVIR	LOC118464174|XP_035787207.1|AALB
OG0003842	LOC6627822|XP_002051135.1|DVIR	LOC118459052|XP_035777971.1|AALB
OG0003843	LOC6633975|XP_002057483.3|DVIR	LOC118458558|XP_035777093.1|AALB
OG0003844	LOC6634221|XP_032293755.1|DVIR	LOC118457501|XP_035775030.1|AALB
OG0003845	LOC6628509|XP_032293776.1|DVIR	LOC118457660|XP_035775301.1|AALB
OG0003846	LOC6634039|XP_015025330.1|DVIR	LOC118460412|XP_035780592.1|AALB
OG0003847	LOC6627418|XP_002051091.2|DVIR	LOC118460699|XP_035781109.1|AALB
OG0003848	LOC6631117|XP_002054237.1|DVIR	LOC118461871|XP_035783590.1|AALB
OG0003849	LOC6626213|XP_002050548.2|DVIR	LOC118457450|XP_035774939.1|AALB
OG0003850	LOC6634045|XP_015025255.1|DVIR	LOC118456297|XP_035772828.1|AALB
OG0003851	LOC6635849|XP_002059461.1|DVIR	LOC118460436|XP_035780622.1|AALB
OG0003852	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR	LOC118467789|XP_035794558.1|AALB
OG0003853	LOC6627274|XP_032292311.1|DVIR	LOC118461159|XP_035782049.1|AALB
OG0003854	LOC6627707|XP_002051991.1|DVIR	LOC118457893|XP_035775758.1|AALB
OG0003855	LOC6627706|XP_002051990.2|DVIR	LOC118457892|XP_035775754.1|AALB
OG0003856	LOC6627807|XP_032294269.1|DVIR	LOC118459061|XP_035777985.1|AALB
OG0003857	LOC6635641|XP_032294704.1|DVIR	LOC118456685|XP_035773565.1|AALB
OG0003859	LOC6627328|XP_002051924.1|DVIR	LOC118456763|XP_035773721.1|AALB
OG0003860	LOC6635806|XP_002059315.2|DVIR	LOC118458084|XP_035776137.1|AALB
OG0003861	LOC6629121|XP_002052113.1|DVIR	LOC118458442|XP_035776817.1|AALB
OG0003862	LOC6628171|XP_015028196.2|DVIR	LOC118457305|XP_035774675.1|AALB
OG0003863	LOC6627669|XP_002051109.2|DVIR	LOC118457303|XP_035774672.1|AALB
