Orthogroup	DVIR.longest_only	DKIK.longest_only
OG0003625	LOC6625694|XP_002048844.1|DVIR	LOC108076776|XP_017025269.1|DKIK
OG0003626	LOC6625584|XP_032291911.1|DVIR	LOC108078123|XP_017027235.1|DKIK
OG0003627	LOC6625030|XP_032292680.1|DVIR	LOC108082569|XP_017033515.1|DKIK
OG0003628	LOC6636501|XP_002059807.1|DVIR	LOC108078143|XP_017027271.1|DKIK
OG0003629	LOC6626640|XP_002048776.1|DVIR	LOC108080948|XP_017031348.1|DKIK
OG0003630	LOC6625981|XP_032292533.1|DVIR	LOC108072171|XP_017018710.1|DKIK
OG0003631	LOC6622883|XP_002047550.1|DVIR	LOC108083281|XP_017034499.1|DKIK
OG0003632	LOC6622239|XP_002046931.1|DVIR	LOC108070557|XP_017016571.1|DKIK
OG0003633	LOC6635981|XP_002059299.1|DVIR	LOC108078256|XP_017027479.1|DKIK
OG0003634	LOC6623451|XP_002046740.2|DVIR	LOC108077545|XP_017026426.1|DKIK
OG0003635	LOC6622319|XP_032290469.1|DVIR	LOC108073997|XP_017021339.1|DKIK
OG0003636	LOC6626393|XP_002048732.1|DVIR	LOC108078126|XP_017027239.1|DKIK
OG0003637	LOC6625158|XP_002050619.2|DVIR	LOC108077995|XP_017027037.1|DKIK
OG0003638	LOC6623052|XP_002048493.2|DVIR	LOC108074003|XP_017021353.1|DKIK
OG0003639	LOC6628796|XP_002051219.1|DVIR	LOC108077086|XP_017025742.1|DKIK
OG0003640	LOC6625534|XP_002051016.1|DVIR	LOC108078213|XP_017027389.1|DKIK
OG0003641	LOC6626361|XP_002050864.1|DVIR	LOC108082591|XP_017033545.1|DKIK
OG0003642	LOC6627252|XP_032292473.1|DVIR	LOC108078110|XP_017027203.1|DKIK
OG0003643	LOC6626436|XP_002050409.1|DVIR	LOC108070829|XP_017016936.1|DKIK
OG0003644	LOC6626355|XP_015029584.2|DVIR	LOC108082453|XP_017033313.1|DKIK
OG0003645	LOC6622941|XP_002047730.1|DVIR	LOC108075085|XP_017022858.1|DKIK
OG0003646	LOC6624656|XP_002047144.1|DVIR	LOC108070569|XP_017016610.1|DKIK
OG0003647	LOC6622630|XP_002047724.1|DVIR	LOC108078933|XP_017028570.1|DKIK
OG0003648	LOC6629220|XP_002051940.2|DVIR	LOC108086228|XP_017038585.1|DKIK
OG0003649	LOC6635229|XP_002058753.1|DVIR	LOC108073459|XP_017020583.1|DKIK
OG0003650	LOC6633825|XP_002057104.1|DVIR	LOC108080506|XP_017030764.1|DKIK
OG0003651	LOC6633074|XP_002056146.1|DVIR	LOC108085878|XP_017038128.1|DKIK
OG0003652	LOC6623069|XP_002048153.2|DVIR	LOC108070461|XP_017016431.1|DKIK
OG0003653	LOC6622982|XP_002048496.2|DVIR	LOC108073920|XP_017021207.1|DKIK
OG0003654	LOC6624167|XP_002046359.1|DVIR	LOC108078798|XP_017028352.1|DKIK
OG0003655	LOC6634299|XP_002057451.1|DVIR	LOC108082805|XP_017033852.1|DKIK
OG0003656	LOC6623024|XP_002048152.1|DVIR	LOC108070439|XP_017016403.1|DKIK
OG0003657	LOC6622933|XP_002047224.1|DVIR	LOC108073324|XP_017020374.1|DKIK
OG0003658	LOC6633001|XP_002056359.1|DVIR	LOC108073210|XP_017020227.1|DKIK
OG0003659	LOC6622791|XP_002048010.2|DVIR	LOC108083056|XP_017034176.1|DKIK
OG0003660	LOC6636833|XP_032291518.1|DVIR	LOC108079078|XP_017028790.1|DKIK
OG0003661	LOC6623338|XP_032290596.1|DVIR	LOC108075154|XP_017022930.1|DKIK
OG0003662	LOC6623915|XP_002048286.1|DVIR	LOC108085820|XP_017038060.1|DKIK
OG0003663	LOC6622451|XP_002047202.1|DVIR	LOC108084408|XP_017036095.1|DKIK
OG0003664	LOC6622315|XP_032290515.1|DVIR	LOC108084417|XP_017036110.1|DKIK
OG0003665	LOC6625058|XP_002050529.1|DVIR	LOC108085144|XP_017037153.1|DKIK
OG0003666	LOC6625774|XP_032291927.1|DVIR	LOC108070537|XP_017016550.1|DKIK
OG0003667	LOC6636573|XP_032291539.1|DVIR	LOC108079789|XP_017029735.1|DKIK
OG0003668	LOC6626113|XP_002050026.2|DVIR	LOC108071978|XP_017018441.1|DKIK
OG0003669	LOC6626556|XP_002050574.1|DVIR	LOC108078489|XP_017027860.1|DKIK
OG0003670	LOC6626555|XP_002050573.1|DVIR	LOC108078487|XP_017027859.1|DKIK
OG0003671	LOC6626666|XP_032291893.1|DVIR	LOC108076381|XP_017024681.1|DKIK
OG0003672	LOC6629580|XP_002054872.1|DVIR	LOC108071368|XP_017017600.1|DKIK
OG0003673	LOC6636373|XP_032291641.1|DVIR	LOC108076789|XP_017025289.1|DKIK
OG0003674	LOC6626535|XP_015030079.1|DVIR	LOC108078310|XP_017027592.1|DKIK
OG0003675	LOC6626548|XP_002050378.1|DVIR	LOC108076643|XP_017025064.1|DKIK
OG0003676	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR	LOC108076638|XP_017025054.1|DKIK
OG0003677	LOC6635264|XP_002058734.1|DVIR	LOC108070580|XP_017016627.1|DKIK
OG0003678	LOC6623303|XP_002047766.3|DVIR	LOC108073464|XP_017020591.1|DKIK
OG0003679	LOC6623358|XP_002047772.2|DVIR	LOC108073571|XP_017020746.1|DKIK
OG0003680	LOC6624813|XP_002050609.1|DVIR	LOC108073044|XP_017019996.1|DKIK
OG0003681	LOC6635872|XP_032291960.1|DVIR	LOC108082603|XP_017033565.1|DKIK
OG0003682	LOC6629844|XP_002054465.1|DVIR	LOC108077777|XP_017026763.1|DKIK
OG0003683	LOC6626644|XP_002048780.2|DVIR	LOC108081010|XP_017031435.1|DKIK
OG0003684	LOC6622531|XP_002046997.1|DVIR	LOC108078760|XP_017028285.1|DKIK
OG0003685	LOC6623535|XP_002046790.3|DVIR	LOC108078629|XP_017028042.1|DKIK
OG0003686	LOC6626341|XP_032291687.1|DVIR	LOC108078227|XP_017027416.1|DKIK
OG0003687	LOC6625730|XP_002051051.1|DVIR	LOC108072964|XP_017019885.1|DKIK
OG0003688	LOC6625490|XP_002048827.1|DVIR	LOC108078183|XP_017027338.1|DKIK
OG0003689	LOC6622329|XP_002047921.1|DVIR	LOC108072798|XP_017019575.1|DKIK
OG0003690	LOC6624305|XP_002048676.1|DVIR	LOC108080672|XP_017030994.1|DKIK
OG0003691	LOC6622224|XP_002048679.1|DVIR	LOC108083640|XP_017035000.1|DKIK
OG0003692	LOC6635791|XP_002059380.1|DVIR	LOC108073042|XP_017019994.1|DKIK
OG0003693	LOC6623199|XP_032291393.1|DVIR	LOC108079105|XP_017028832.1|DKIK
OG0003694	LOC6623823|XP_002046234.2|DVIR	LOC108071488|XP_017017739.1|DKIK
OG0003695	LOC6622433|XP_002046702.1|DVIR	LOC108077543|XP_017026421.1|DKIK
OG0003696	LOC6627206|XP_002050124.2|DVIR	LOC108073085|XP_017020041.1|DKIK
OG0003697	LOC6626104|XP_002050508.1|DVIR	LOC108085148|XP_017037156.1|DKIK
OG0003698	LOC6623330|XP_002047289.1|DVIR	LOC108078939|XP_017028577.1|DKIK
OG0003699	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR	LOC108070883|XP_017017017.1|DKIK
OG0003700	LOC6626337|XP_002048867.1|DVIR	LOC108074746|XP_017022409.1|DKIK
OG0003701	LOC6627792|XP_002052680.1|DVIR	LOC108077104|XP_017025787.1|DKIK
OG0003702	LOC6622968|XP_002048048.1|DVIR	LOC108083160|XP_017034336.1|DKIK
OG0003703	LOC6624145|XP_002046904.1|DVIR	LOC108079836|XP_017029825.1|DKIK
OG0003704	LOC6622716|XP_002046704.1|DVIR	LOC108077476|XP_017026284.1|DKIK
OG0003705	LOC6626309|XP_015029997.1|DVIR	LOC108076737|XP_017025208.1|DKIK
OG0003706	LOC6622063|XP_002047009.1|DVIR	LOC108083141|XP_017034312.1|DKIK
OG0003707	LOC6622756|XP_032290568.1|DVIR	LOC108073946|XP_017021251.1|DKIK
OG0003708	LOC6623419|XP_032290992.1|DVIR	LOC108078782|XP_017028319.1|DKIK
OG0003709	LOC6626074|XP_002048761.1|DVIR	LOC108081790|XP_017032496.1|DKIK
OG0003710	LOC6626075|XP_002048762.1|DVIR	LOC108081827|XP_017032556.1|DKIK
OG0003711	LOC6622162|XP_002047537.1|DVIR	LOC108083299|XP_017034526.1|DKIK
OG0003712	LOC6626829|XP_002050198.1|DVIR	LOC108074655|XP_017022261.1|DKIK
OG0003713	LOC6626830|XP_002050199.2|DVIR	LOC108076792|XP_017025299.1|DKIK
OG0003714	LOC6626831|XP_002050200.1|DVIR	LOC108076791|XP_017025298.1|DKIK
OG0003715	LOC6624127|XP_032290679.1|DVIR	LOC108078853|XP_017028437.1|DKIK
OG0003716	LOC6624433|XP_002047467.1|DVIR	LOC108075262|XP_017023117.1|DKIK
OG0003717	LOC6622579|XP_002047011.1|DVIR	LOC108079797|XP_017029765.1|DKIK
OG0003718	LOC6622442|XP_002046417.1|DVIR	LOC108072659|XP_017019381.1|DKIK
OG0003719	LOC6622989|XP_002048045.1|DVIR	LOC108083075|XP_017034203.1|DKIK
OG0003720	LOC6631741|XP_002055461.1|DVIR	LOC108074175|XP_017021600.1|DKIK
OG0003721	LOC6625594|XP_002048832.1|DVIR	LOC108078323|XP_017027611.1|DKIK
OG0003722	LOC6622287|XP_032290293.1|DVIR	LOC108078302|XP_017027578.1|DKIK
OG0003723	LOC6622049|XP_002047001.1|DVIR	LOC108078762|XP_017028289.1|DKIK
OG0003724	LOC6623975|XP_002047393.1|DVIR	LOC108086008|XP_017038309.1|DKIK
OG0003725	LOC6622638|XP_015030506.1|DVIR	LOC108070436|XP_017016394.1|DKIK
OG0003726	LOC6624541|XP_002046950.1|DVIR	LOC108086010|XP_017038311.1|DKIK
OG0003727	LOC6624500|XP_032291199.1|DVIR	LOC108078820|XP_017028393.1|DKIK
OG0003728	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR	LOC108084309|XP_017035962.1|DKIK
OG0003729	LOC6636846|XP_032291467.1|DVIR	LOC108079741|XP_017029643.1|DKIK
OG0003730	LOC6623063|XP_032290765.1|DVIR	LOC108075060|XP_017022830.1|DKIK
OG0003731	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR	LOC108079877|XP_017029882.1|DKIK
OG0003732	LOC6623118|XP_032291125.1|DVIR	LOC108073514|XP_017020676.1|DKIK
OG0003733	LOC6622814|XP_002046694.1|DVIR	LOC108080529|XP_017030821.1|DKIK
OG0003734	LOC6622806|XP_002046477.3|DVIR	LOC108078535|XP_017027939.1|DKIK
OG0003735	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR	LOC108072094|XP_017018597.1|DKIK
OG0003736	LOC6625198|XP_002048751.1|DVIR	LOC108081183|XP_017031731.1|DKIK
OG0003737	LOC6625796|XP_002050894.1|DVIR	LOC108078178|XP_017027331.1|DKIK
OG0003738	LOC6625602|XP_015029961.1|DVIR	LOC108076166|XP_017024381.1|DKIK
OG0003739	LOC6625260|XP_002050689.2|DVIR	LOC108076753|XP_017025239.1|DKIK
OG0003740	LOC6624816|XP_002050683.1|DVIR	LOC108073034|XP_017019984.1|DKIK
OG0003741	LOC6622834|XP_002046695.1|DVIR	LOC108080765|XP_017031118.1|DKIK
OG0003742	LOC6624016|XP_002047587.1|DVIR	LOC108085512|XP_017037624.1|DKIK
OG0003743	LOC6625810|XP_032292231.1|DVIR	LOC108076639|XP_017025059.1|DKIK
OG0003744	LOC6624818|XP_002050685.1|DVIR	LOC108072987|XP_017019924.1|DKIK
OG0003745	LOC6636498|XP_002059804.1|DVIR	LOC108072893|XP_017019705.1|DKIK
OG0003746	LOC6626276|XP_002050163.1|DVIR	LOC108078151|XP_017027283.1|DKIK
OG0003747	LOC6622216|XP_032291017.1|DVIR	LOC108083005|XP_017034118.1|DKIK
OG0003748	LOC6624123|XP_002046910.3|DVIR	LOC108083024|XP_017034145.1|DKIK
OG0003749	LOC6624292|XP_002046907.1|DVIR	LOC108073986|XP_017021327.1|DKIK
OG0003750	LOC6623526|XP_002046909.1|DVIR	LOC108083137|XP_017034305.1|DKIK
OG0003751	LOC6624290|XP_032290402.1|DVIR	LOC108073950|XP_017021255.1|DKIK
OG0003752	LOC6622528|XP_002047247.2|DVIR	LOC108078821|XP_017028394.1|DKIK
OG0003753	LOC6623875|XP_002046840.1|DVIR	LOC108079126|XP_017028859.1|DKIK
OG0003754	LOC6623857|XP_002046839.2|DVIR	LOC108079075|XP_017028786.1|DKIK
OG0003755	LOC6622826|XP_002047244.3|DVIR	LOC108078845|XP_017028429.1|DKIK
OG0003756	LOC6626125|XP_002050032.1|DVIR	LOC108075762|XP_017023810.1|DKIK
OG0003757	LOC6627256|XP_002048877.1|DVIR	LOC108072346|XP_017018926.1|DKIK
OG0003758	LOC6625033|XP_032292694.1|DVIR	LOC108082471|XP_017033351.1|DKIK
OG0003759	LOC6623279|XP_015031159.2|DVIR	LOC108077509|XP_017026350.1|DKIK
OG0003760	LOC6627184|XP_002049749.2|DVIR	LOC108072995|XP_017019931.1|DKIK
OG0003761	LOC6623289|XP_002046964.1|DVIR	LOC108077514|XP_017026367.1|DKIK
OG0003762	LOC6622317|XP_032290306.1|DVIR	LOC108077516|XP_017026368.1|DKIK
OG0003763	LOC6623337|XP_015031047.2|DVIR	LOC108071656|XP_017017941.1|DKIK
OG0003764	LOC6623387|XP_015031046.1|DVIR	LOC108071658|XP_017017946.1|DKIK
OG0003765	LOC6634336|XP_002057464.1|DVIR	LOC108085305|XP_017037351.1|DKIK
OG0003766	LOC6634788|XP_002058124.1|DVIR	LOC108076053|XP_017024227.1|DKIK
OG0003767	LOC6626353|XP_002048736.1|DVIR	LOC108082457|XP_017033322.1|DKIK
OG0003768	LOC6635858|XP_032292362.1|DVIR	LOC108078434|XP_017027804.1|DKIK
OG0003769	LOC6636386|XP_002059799.1|DVIR	LOC108078231|XP_017027422.1|DKIK
OG0003770	LOC6636194|XP_032290079.1|DVIR	LOC108077515|XP_017026371.1|DKIK
OG0003771	LOC6622409|XP_002046406.1|DVIR	LOC108072803|XP_017019583.1|DKIK
OG0003772	LOC6624226|XP_002046300.1|DVIR	LOC108078713|XP_017028186.1|DKIK
OG0003773	LOC6625713|XP_015030192.1|DVIR	LOC108078435|XP_017027805.1|DKIK
OG0003774	LOC6626342|XP_002050680.1|DVIR	LOC108078303|XP_017027575.1|DKIK
OG0003775	LOC6634820|XP_032296477.1|DVIR	LOC108082926|XP_017034006.1|DKIK
OG0003776	LOC6635952|XP_032292092.1|DVIR	LOC108080707|XP_017031033.1|DKIK
OG0003777	LOC6626311|XP_002050390.1|DVIR	LOC108076780|XP_017025274.1|DKIK
OG0003778	LOC6625401|XP_032292008.1|DVIR	LOC108078150|XP_017027282.1|DKIK
OG0003779	LOC6635828|XP_015024211.1|DVIR	LOC108076722|XP_017025177.1|DKIK
OG0003780	LOC6625895|XP_002050116.1|DVIR	LOC108074718|XP_017022351.1|DKIK
OG0003781	LOC6636211|XP_002059712.1|DVIR	LOC108082653|XP_017033633.1|DKIK
OG0003782	LOC6634690|XP_002058343.3|DVIR	LOC108079438|XP_017029260.1|DKIK
OG0003783	LOC6633215|XP_002055980.1|DVIR	LOC108083733|XP_017035130.1|DKIK
OG0003784	LOC6626387|XP_002048729.1|DVIR	LOC108078129|XP_017027245.1|DKIK
OG0003785	LOC6626273|XP_002050039.1|DVIR	LOC108085924|XP_017038191.1|DKIK
OG0003786	LOC6625974|XP_002050505.1|DVIR	LOC108076724|XP_017025183.1|DKIK
OG0003787	LOC6626103|XP_032292554.1|DVIR	LOC108076551|XP_017024951.1|DKIK
OG0003788	LOC6625792|XP_002049988.2|DVIR	LOC108072144|XP_017018675.1|DKIK
OG0003789	LOC6626349|XP_015029237.1|DVIR	LOC108078193|XP_017027350.1|DKIK
OG0003790	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR	LOC108071551|XP_017017818.1|DKIK
OG0003791	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR	LOC108081161|XP_017031694.1|DKIK
OG0003792	LOC6626653|XP_002049883.1|DVIR	LOC108072885|XP_017019695.1|DKIK
OG0003793	LOC6627258|XP_002048879.1|DVIR	LOC108072347|XP_017018927.1|DKIK
OG0003794	LOC6625985|XP_002050063.1|DVIR	LOC108078230|XP_017027421.1|DKIK
OG0003795	LOC6622255|XP_032290735.1|DVIR	LOC108072773|XP_017019540.1|DKIK
OG0003796	LOC6632223|XP_002055891.2|DVIR	LOC108073440|XP_017020552.1|DKIK
OG0003797	LOC6634164|XP_002057531.1|DVIR	LOC108077446|XP_017026253.1|DKIK
OG0003798	LOC6636452|XP_032291729.1|DVIR	LOC108078457|XP_017027837.1|DKIK
OG0003799	LOC6626015|XP_002050239.3|DVIR	LOC108076424|XP_017024758.1|DKIK
OG0003800	LOC6633894|XP_002057587.1|DVIR	LOC108077441|XP_017026249.1|DKIK
OG0003801	LOC6634351|XP_002057815.1|DVIR	LOC108072503|XP_017019163.1|DKIK
OG0003802	LOC6634003|XP_002057824.1|DVIR	LOC108072604|XP_017019315.1|DKIK
OG0003803	LOC6632221|XP_002055889.1|DVIR	LOC108084923|XP_017036808.1|DKIK
OG0003804	LOC6634389|XP_032293690.1|DVIR	LOC108077397|XP_017026179.1|DKIK
OG0003805	LOC6635627|XP_002059119.1|DVIR	LOC108079627|XP_017029498.1|DKIK
OG0003806	LOC6629176|XP_002052371.1|DVIR	LOC108072564|XP_017019244.1|DKIK
OG0003807	LOC6628914|XP_032293546.1|DVIR	LOC108075889|XP_017023987.1|DKIK
OG0003808	LOC6623651|XP_032290185.1|DVIR	LOC108071953|XP_017018409.1|DKIK
OG0003809	LOC6627941|XP_002052666.1|DVIR	LOC108079660|XP_017029546.1|DKIK
OG0003810	LOC6626421|XP_032292316.1|DVIR	LOC108077960|XP_017026989.1|DKIK
OG0003811	LOC6627102|XP_002049945.1|DVIR	LOC108076615|XP_017025025.1|DKIK
OG0003812	LOC6628759|XP_032294343.1|DVIR	LOC108070506|XP_017016492.1|DKIK
OG0003813	LOC6629150|XP_002052444.1|DVIR	LOC108082032|XP_017032792.1|DKIK
OG0003814	LOC6635671|XP_002059206.1|DVIR	LOC108077284|XP_017026051.1|DKIK
OG0003815	LOC6629893|XP_002053988.1|DVIR	LOC108072976|XP_017019906.1|DKIK
OG0003816	LOC6634301|XP_015025271.1|DVIR	LOC108082793|XP_017033829.1|DKIK
OG0003817	LOC6634384|XP_002057578.1|DVIR	LOC108077205|XP_017025942.1|DKIK
OG0003818	LOC6627880|XP_002052004.1|DVIR	LOC108079547|XP_017029374.1|DKIK
OG0003819	LOC6627410|XP_002051920.1|DVIR	LOC108086067|XP_017038374.1|DKIK
OG0003820	LOC6632454|XP_002056300.1|DVIR	LOC108072061|XP_017018546.1|DKIK
OG0003821	LOC6624802|XP_002050196.1|DVIR	LOC108074761|XP_017022425.1|DKIK
OG0003822	LOC6628012|XP_002051316.1|DVIR	LOC108082821|XP_017033870.1|DKIK
OG0003823	LOC6628441|XP_002052226.2|DVIR	LOC108074552|XP_017022139.1|DKIK
OG0003824	LOC6633939|XP_032293555.1|DVIR	LOC108072545|XP_017019206.1|DKIK, LOC108072543|XP_017019205.1|DKIK
OG0003825	LOC6634372|XP_002057566.1|DVIR	LOC108074839|XP_017022536.1|DKIK
OG0003826	LOC6628101|XP_002052425.1|DVIR	LOC108081364|XP_017032005.1|DKIK
OG0003827	LOC6634385|XP_002057579.2|DVIR	LOC108082211|XP_017033030.1|DKIK
OG0003828	LOC6634387|XP_002057581.2|DVIR	LOC108082174|XP_017032968.1|DKIK
OG0003829	LOC6634128|XP_002057516.2|DVIR	LOC108074445|XP_017021975.1|DKIK
OG0003830	LOC6628491|XP_002051486.2|DVIR	LOC108070510|XP_017016496.1|DKIK
OG0003831	LOC6631084|XP_015027545.1|DVIR	LOC108078859|XP_017028453.1|DKIK, LOC108073553|XP_017020727.1|DKIK
OG0003832	LOC6628075|XP_002051440.1|DVIR	LOC108075792|XP_017023849.1|DKIK
OG0003833	LOC6628072|XP_002051437.1|DVIR	LOC108075911|XP_017024025.1|DKIK
OG0003834	LOC6627544|XP_002052491.2|DVIR	LOC108075885|XP_017023981.1|DKIK
OG0003835	LOC6634246|XP_032293506.1|DVIR	LOC108075877|XP_017023970.1|DKIK
OG0003836	LOC6628470|XP_002051545.2|DVIR	LOC108074809|XP_017022492.1|DKIK
OG0003837	LOC6628468|XP_032293803.1|DVIR	LOC108074808|XP_017022491.1|DKIK
OG0003838	LOC6627961|XP_002052537.1|DVIR	LOC108086071|XP_017038379.1|DKIK
OG0003839	LOC6634181|XP_002057439.1|DVIR	LOC108077412|XP_017026201.1|DKIK
OG0003840	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR	LOC108076642|XP_017025062.1|DKIK
OG0003841	LOC6627529|XP_002051973.2|DVIR	LOC108077449|XP_017026257.1|DKIK
OG0003842	LOC6627822|XP_002051135.1|DVIR	LOC108077007|XP_017025571.1|DKIK
OG0003843	LOC6633975|XP_002057483.3|DVIR	LOC108085287|XP_017037332.1|DKIK
OG0003844	LOC6634221|XP_032293755.1|DVIR	LOC108079971|XP_017030025.1|DKIK
OG0003845	LOC6628509|XP_032293776.1|DVIR	LOC108085259|XP_017037298.1|DKIK
OG0003846	LOC6634039|XP_015025330.1|DVIR	LOC108077219|XP_017025963.1|DKIK
OG0003847	LOC6627418|XP_002051091.2|DVIR	LOC108082843|XP_017033899.1|DKIK
OG0003848	LOC6631117|XP_002054237.1|DVIR	LOC108084278|XP_017035923.1|DKIK
OG0003849	LOC6626213|XP_002050548.2|DVIR	LOC108074468|XP_017022024.1|DKIK
OG0003850	LOC6634045|XP_015025255.1|DVIR	LOC108075289|XP_017023174.1|DKIK
OG0003851	LOC6635849|XP_002059461.1|DVIR	LOC108076735|XP_017025202.1|DKIK
OG0003852	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR	LOC108074579|XP_017022175.1|DKIK
OG0003853	LOC6627274|XP_032292311.1|DVIR	LOC108072979|XP_017019905.1|DKIK
OG0003854	LOC6627707|XP_002051991.1|DVIR	LOC108077287|XP_017026053.1|DKIK
OG0003855	LOC6627706|XP_002051990.2|DVIR	LOC108077072|XP_017025729.1|DKIK
OG0003856	LOC6627807|XP_032294269.1|DVIR	LOC108081962|XP_017032685.1|DKIK
OG0003857	LOC6635641|XP_032294704.1|DVIR	LOC108072549|XP_017019212.1|DKIK
OG0003858	LOC6634676|XP_032296466.1|DVIR	LOC108079212|XP_017028974.1|DKIK
OG0003859	LOC6627328|XP_002051924.1|DVIR	LOC108079643|XP_017029522.1|DKIK
OG0003860	LOC6635806|XP_002059315.2|DVIR	LOC108073029|XP_017019978.1|DKIK
OG0003861	LOC6629121|XP_002052113.1|DVIR	LOC108086209|XP_017038561.1|DKIK
OG0003862	LOC6628171|XP_015028196.2|DVIR	LOC108082183|XP_017032991.1|DKIK
OG0003863	LOC6627669|XP_002051109.2|DVIR	LOC108082162|XP_017032952.1|DKIK
OG0003864	LOC6627668|XP_002051108.1|DVIR	LOC108082110|XP_017032899.1|DKIK
OG0003865	LOC6630236|XP_002054576.1|DVIR	LOC108077892|XP_017026918.1|DKIK
OG0003866	LOC6634053|XP_032293820.1|DVIR	LOC108075941|XP_017024073.1|DKIK
OG0003867	LOC26531466|XP_032294254.1|DVIR	LOC108083308|XP_017034534.1|DKIK
OG0003868	LOC6633616|XP_002057185.2|DVIR	LOC108076923|XP_017025456.1|DKIK
OG0003869	LOC6628233|XP_002051803.1|DVIR	LOC108082226|XP_017033053.1|DKIK
OG0003870	LOC6629032|XP_032294539.1|DVIR	LOC108083893|XP_017035379.1|DKIK
OG0003871	LOC6627899|XP_002051813.1|DVIR	LOC108074614|XP_017022226.1|DKIK
OG0003872	LOC6624756|XP_002049750.1|DVIR	LOC108078163|XP_017027304.1|DKIK
OG0003873	LOC6635636|XP_002059241.1|DVIR	LOC108081363|XP_017032004.1|DKIK
OG0003874	LOC6634061|XP_032293788.1|DVIR	LOC108070517|XP_017016505.1|DKIK
OG0003875	LOC6634125|XP_002057726.1|DVIR	LOC108074576|XP_017022167.1|DKIK
OG0003876	LOC6627842|XP_002051732.1|DVIR	LOC108081444|XP_017032122.1|DKIK
OG0003877	LOC6634146|XP_002057623.1|DVIR	LOC108075947|XP_017024082.1|DKIK
OG0003878	LOC6627329|XP_015028803.1|DVIR	LOC108079642|XP_017029519.1|DKIK
OG0003879	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR	LOC108079042|XP_017028714.1|DKIK
OG0003880	LOC26530969|XP_032291108.1|DVIR	LOC108073476|XP_017020617.1|DKIK
OG0003881	LOC6626306|XP_002048785.1|DVIR	LOC108076392|XP_017024718.1|DKIK
OG0003882	LOC6636376|XP_002059905.2|DVIR	LOC108084315|XP_017035970.1|DKIK, LOC108070935|XP_017017076.1|DKIK
OG0003883	LOC6632030|XP_015026411.2|DVIR	LOC108083847|XP_017035314.1|DKIK
OG0003884	LOC6634321|XP_002057461.1|DVIR	LOC108085286|XP_017037331.1|DKIK
OG0003885	LOC6628223|XP_002051171.1|DVIR	LOC108082827|XP_017033875.1|DKIK
OG0003886	LOC6628224|XP_002051172.1|DVIR	LOC108082825|XP_017033873.1|DKIK
OG0003887	LOC6627530|XP_002051974.2|DVIR	LOC108077439|XP_017026247.1|DKIK
OG0003888	LOC6633042|XP_002056265.2|DVIR	LOC108084246|XP_017035872.1|DKIK
OG0003889	LOC6629064|XP_002051608.1|DVIR	LOC108074423|XP_017021946.1|DKIK
OG0003890	LOC6623909|XP_002046837.1|DVIR	LOC108079711|XP_017029608.1|DKIK
OG0003891	LOC6634338|XP_002057466.1|DVIR	LOC108085301|XP_017037348.1|DKIK
OG0003892	LOC6636850|XP_002060280.1|DVIR	LOC108079878|XP_017029883.1|DKIK
OG0003893	LOC6634184|XP_002057442.1|DVIR	LOC108078484|XP_017027856.1|DKIK, LOC108082764|XP_017033780.1|DKIK
OG0003894	LOC6628045|XP_002051156.1|DVIR	LOC108076933|XP_017025467.1|DKIK
OG0003895	LOC6631461|XP_002055549.2|DVIR	LOC108077962|XP_017026991.1|DKIK
OG0003896	LOC6626174|XP_002050159.2|DVIR	LOC108078388|XP_017027731.1|DKIK
OG0003897	LOC6625893|XP_002050114.1|DVIR	LOC108074720|XP_017022352.1|DKIK
OG0003898	LOC6634258|XP_002057644.1|DVIR	LOC108082748|XP_017033754.1|DKIK
OG0003899	LOC6627774|XP_002052836.1|DVIR	LOC108086173|XP_017038523.1|DKIK
OG0003900	LOC6635686|XP_002059281.1|DVIR	LOC108077403|XP_017026191.1|DKIK
OG0003901	LOC6635642|XP_002059188.1|DVIR	LOC108072548|XP_017019211.1|DKIK
OG0003902	LOC6635643|XP_002059189.1|DVIR	LOC108072598|XP_017019299.1|DKIK
OG0003903	LOC6629099|XP_002051683.1|DVIR	LOC108077245|XP_017025994.1|DKIK
OG0003904	LOC6629100|XP_002051684.1|DVIR	LOC108077244|XP_017025993.1|DKIK
OG0003905	LOC6629322|XP_002053055.2|DVIR	LOC108073555|XP_017020730.1|DKIK
OG0003906	LOC6626088|XP_032293160.1|DVIR	LOC108072435|XP_017019047.1|DKIK, LOC108085057|XP_017037009.1|DKIK
OG0003907	LOC6628727|XP_032294092.1|DVIR	LOC108079118|XP_017028852.1|DKIK
OG0003908	LOC6628728|XP_002052881.1|DVIR	LOC108079127|XP_017028865.1|DKIK
