Orthogroup	DVIR.longest_only	DPER.longest_only
OG0004656	LOC6635452|XP_002059054.1|DVIR	LOC6601749|XP_026846947.1|DPER
OG0004657	LOC6632965|XP_002056355.3|DVIR	LOC6594296|XP_002019944.1|DPER
OG0004658	LOC6631196|XP_002053039.1|DVIR	LOC6588203|XP_002012882.1|DPER
OG0004659	LOC6629310|XP_002052974.1|DVIR	LOC6594860|XP_002020068.1|DPER
OG0004660	LOC6630916|XP_002053775.1|DVIR	LOC6587403|XP_002013492.1|DPER
OG0004661	LOC6630545|XP_002054416.1|DVIR	LOC6587520|XP_002013073.1|DPER
OG0004662	LOC6632329|XP_002056389.1|DVIR	LOC6591840|XP_002017208.2|DPER
OG0004663	LOC6636051|XP_002059515.1|DVIR	LOC6597510|XP_002022658.1|DPER
OG0004664	LOC6636050|XP_002059514.1|DVIR	LOC6597529|XP_026849285.1|DPER
OG0004665	LOC6634719|XP_002058318.1|DVIR	LOC6597559|XP_002022808.2|DPER
OG0004666	LOC6630044|XP_032295130.1|DVIR	LOC6588207|XP_002013743.1|DPER
OG0004667	LOC26531172|XP_015027868.1|DVIR	LOC6588123|XP_002013748.1|DPER
OG0004668	LOC6633857|XP_032295880.1|DVIR	LOC6597577|XP_026848921.1|DPER
OG0004669	LOC6627541|XP_002052488.1|DVIR	LOC6593429|XP_002019114.1|DPER
OG0004670	LOC6630234|XP_002054574.3|DVIR	LOC6591719|XP_002017412.1|DPER
OG0004671	LOC6630247|XP_002053761.1|DVIR	LOC6598707|XP_002023886.2|DPER
OG0004672	LOC6630400|XP_032294921.1|DVIR	LOC6588416|XP_002013939.2|DPER
OG0004673	LOC6631093|XP_002054053.1|DVIR	LOC6587519|XP_002013531.1|DPER
OG0004674	LOC6632300|XP_002055989.2|DVIR	LOC6595192|XP_026841641.1|DPER
OG0004675	LOC6632302|XP_002055991.1|DVIR	LOC6595120|XP_026851037.1|DPER
OG0004676	LOC6635122|XP_002058574.1|DVIR	LOC6587776|XP_002013278.1|DPER
OG0004677	LOC6635011|XP_032295175.1|DVIR	LOC6588452|XP_026846348.1|DPER
OG0004678	LOC6631192|XP_002054837.1|DVIR	LOC6588451|XP_002013462.1|DPER
OG0004679	LOC6631183|XP_002053238.1|DVIR	LOC6604379|XP_002029282.2|DPER
OG0004680	LOC6630690|XP_032295315.1|DVIR	LOC6587605|XP_026840607.1|DPER
OG0004681	LOC6629569|XP_002054852.2|DVIR	LOC6587562|XP_002013535.1|DPER
OG0004682	LOC6627311|XP_002052141.1|DVIR	LOC6595509|XP_002020614.2|DPER
OG0004683	LOC6632537|XP_002056180.1|DVIR	LOC6587576|XP_002013900.1|DPER
OG0004684	LOC116651838|XP_032294830.1|DVIR, LOC6630831|XP_002054117.1|DVIR	LOC6588082|XP_002013754.2|DPER
OG0004685	LOC6632745|XP_015025972.1|DVIR	LOC6594984|XP_026840058.1|DPER
OG0004686	LOC6632612|XP_002056312.1|DVIR	LOC6594009|XP_002019631.1|DPER
OG0004687	LOC6632986|XP_002055836.2|DVIR	LOC6594987|XP_026844885.1|DPER
OG0004688	LOC6629959|XP_015027150.1|DVIR	LOC6594045|XP_026850301.1|DPER
OG0004689	LOC6630606|XP_002054481.2|DVIR	LOC6594995|XP_002020161.1|DPER
OG0004690	LOC26531269|XP_032291384.1|DVIR	LOC6591745|XP_026840468.1|DPER
OG0004691	LOC6632758|XP_002055856.1|DVIR	LOC6587772|XP_026851049.1|DPER
OG0004692	LOC6630531|XP_002054806.1|DVIR, LOC116649728|XP_032294649.1|DVIR	LOC6587769|XP_026848896.1|DPER
OG0004693	LOC6630527|XP_002054804.2|DVIR	LOC6587747|XP_026840273.1|DPER
OG0004694	LOC6629491|XP_002052950.2|DVIR	LOC6591408|XP_026849814.1|DPER
OG0004695	LOC6632304|XP_002055993.2|DVIR	LOC6595122|XP_026850738.1|DPER
OG0004696	LOC6629736|XP_002054140.1|DVIR	LOC6587938|XP_002013705.1|DPER
OG0004697	LOC6631362|XP_032296002.1|DVIR	LOC6604248|XP_026846745.1|DPER, LOC6604475|XP_026846746.1|DPER
OG0004698	LOC6632138|XP_002055390.1|DVIR	LOC6600026|XP_026849211.1|DPER
OG0004699	LOC6629710|XP_002053072.1|DVIR	LOC113566459|XP_026847904.1|DPER
OG0004700	LOC6633036|XP_032289642.1|DVIR	LOC6594381|XP_026850774.1|DPER
OG0004701	LOC6629416|XP_002053150.1|DVIR	LOC6591418|XP_002016944.1|DPER
OG0004702	LOC6630767|XP_002054825.2|DVIR	LOC6587338|XP_002013479.1|DPER
OG0004703	LOC6630176|XP_015027069.1|DVIR	LOC6595017|XP_002020170.1|DPER
OG0004704	LOC6630642|XP_002053025.1|DVIR	LOC6594803|XP_002020218.1|DPER
OG0004705	LOC6634893|XP_002058481.1|DVIR	LOC6598787|XP_002023898.1|DPER
OG0004706	LOC6622495|XP_002046422.1|DVIR	LOC6599485|XP_002024605.1|DPER
OG0004707	LOC6629699|XP_002052957.2|DVIR	LOC113565487|XP_026843446.1|DPER
OG0004708	LOC6630277|XP_002054888.3|DVIR	LOC6594161|XP_002019570.1|DPER
OG0004709	LOC6634939|XP_002058709.1|DVIR	LOC6587830|XP_026850860.1|DPER
OG0004710	LOC6631208|XP_002054439.1|DVIR	LOC6587485|XP_026840308.1|DPER
OG0004711	LOC6630225|XP_032295015.1|DVIR	LOC6598656|XP_026840067.1|DPER
OG0004712	LOC6630582|XP_002053854.1|DVIR	LOC6587673|XP_002013160.1|DPER
OG0004713	LOC6635149|XP_002058633.2|DVIR	LOC6587597|XP_002013432.1|DPER
OG0004714	LOC26530937|XP_032295164.1|DVIR	LOC113564958|XP_026840524.1|DPER
OG0004715	LOC6634161|XP_002057528.1|DVIR	LOC6598115|XP_002023271.1|DPER
OG0004716	LOC6634852|XP_002058642.1|DVIR	LOC6588513|XP_026851088.1|DPER
OG0004717	LOC6631317|XP_032295656.1|DVIR	LOC6602852|XP_026845936.1|DPER
OG0004718	LOC6628231|XP_002051801.1|DVIR	LOC6589035|XP_002015082.1|DPER
OG0004719	LOC6629476|XP_032295555.1|DVIR	LOC6595171|XP_026840217.1|DPER
OG0004720	LOC6630770|XP_002054828.1|DVIR	LOC6588492|XP_002013474.1|DPER
OG0004721	LOC6632941|XP_002056128.1|DVIR	LOC6588154|XP_026846274.1|DPER
OG0004722	LOC6634876|XP_032295029.1|DVIR	LOC6595236|XP_026849720.1|DPER
OG0004723	LOC6634411|XP_002057932.1|DVIR	LOC6597337|XP_002022525.1|DPER
OG0004724	LOC6631118|XP_002054238.2|DVIR	LOC6588638|XP_002013969.2|DPER
OG0004725	LOC6632594|XP_002056021.2|DVIR	LOC6598655|XP_026846580.1|DPER
OG0004726	LOC6632307|XP_002055996.1|DVIR	LOC6595125|XP_026847032.1|DPER
OG0004727	LOC6629552|XP_015027072.1|DVIR	LOC6595104|XP_026840119.1|DPER
OG0004728	LOC6633124|XP_002056067.1|DVIR	LOC6598712|XP_002023891.1|DPER
OG0004729	LOC6632023|XP_002055238.1|DVIR	LOC6598440|XP_002023567.1|DPER
OG0004730	LOC6627904|XP_002051397.1|DVIR	LOC6593525|XP_002018750.1|DPER
OG0004731	LOC6630754|XP_002054493.1|DVIR	LOC6588129|XP_002013370.1|DPER
OG0004732	LOC6630569|XP_002054386.1|DVIR	LOC6587271|XP_002012904.1|DPER
OG0004733	LOC6630570|XP_002054387.1|DVIR	LOC6588218|XP_002012903.1|DPER
OG0004734	LOC6631088|XP_032293627.1|DVIR	LOC6587869|XP_002012811.1|DPER
OG0004735	LOC6629370|XP_032294949.1|DVIR	LOC6587377|XP_026850874.1|DPER
OG0004736	LOC6631215|XP_032289600.1|DVIR	LOC6587572|XP_026840144.1|DPER
OG0004737	LOC6634915|XP_002058675.1|DVIR	LOC6594582|XP_002019287.1|DPER
OG0004738	LOC6634917|XP_032294885.1|DVIR	LOC6594586|XP_002019286.2|DPER
OG0004739	LOC6630785|XP_002054819.1|DVIR	LOC6587778|XP_002013696.1|DPER
OG0004740	LOC6629268|XP_002052975.1|DVIR	LOC6594862|XP_002020070.1|DPER
OG0004741	LOC6635013|XP_002058657.1|DVIR	LOC6588426|XP_026840530.1|DPER
OG0004742	LOC6636199|XP_032290104.1|DVIR	LOC6602028|XP_026846776.1|DPER
OG0004743	LOC6635036|XP_002058615.1|DVIR	LOC6594942|XP_002020311.1|DPER
OG0004744	LOC6627395|XP_002052147.1|DVIR	LOC6596612|XP_002021608.2|DPER
OG0004745	LOC6633114|XP_032289723.1|DVIR	LOC6591366|XP_026843723.1|DPER
OG0004746	LOC6629632|XP_002053334.2|DVIR	LOC6594407|XP_026842633.1|DPER
OG0004747	LOC6629633|XP_015027207.1|DVIR	LOC6594408|XP_026842644.1|DPER
OG0004748	LOC6629635|XP_002053337.2|DVIR	LOC6594405|XP_026840213.1|DPER
OG0004749	LOC6629967|XP_002054169.3|DVIR	LOC6598690|XP_026840220.1|DPER, LOC113565962|XP_026845195.1|DPER
OG0004750	LOC6630971|XP_002053805.1|DVIR	LOC6588608|XP_002013217.1|DPER
OG0004751	LOC6633081|XP_015025995.1|DVIR	LOC6594816|XP_002020011.2|DPER
OG0004752	LOC6630573|XP_002053922.1|DVIR	LOC6588443|XP_002012995.1|DPER
OG0004753	LOC6632507|XP_002056012.2|DVIR	LOC6587343|XP_002014024.1|DPER
OG0004754	LOC6632937|XP_002056124.1|DVIR	LOC6588485|XP_002012968.1|DPER
OG0004755	LOC6630148|XP_002054179.1|DVIR	LOC6594964|XP_002020332.1|DPER
OG0004756	LOC6630149|XP_032295150.1|DVIR	LOC6595068|XP_002020333.1|DPER
OG0004757	LOC6632371|XP_015025871.1|DVIR	LOC6587509|XP_026845255.1|DPER
OG0004758	LOC6629403|XP_002053583.2|DVIR	LOC6594085|XP_026850334.1|DPER
OG0004759	LOC6631009|XP_002053953.1|DVIR	LOC6587333|XP_026841670.1|DPER
OG0004760	LOC6634923|XP_002058434.1|DVIR	LOC6587756|XP_002013675.1|DPER
OG0004761	LOC6632652|XP_002055804.3|DVIR	LOC6592092|XP_026843350.1|DPER
OG0004762	LOC6628084|XP_002051168.1|DVIR	LOC6593971|XP_002018956.1|DPER
OG0004763	LOC6632850|XP_002056248.3|DVIR	LOC6588442|XP_002013812.1|DPER
OG0004764	LOC6630006|XP_002054768.1|DVIR	LOC6588643|XP_002013618.1|DPER
OG0004765	LOC6630646|XP_002053029.3|DVIR	LOC6595275|XP_002020214.2|DPER
OG0004766	LOC6630339|XP_002053014.1|DVIR	LOC6595196|XP_002020231.1|DPER
OG0004767	LOC6633029|XP_002056056.1|DVIR	LOC6592090|XP_002017534.1|DPER
OG0004768	LOC6630980|XP_032290714.1|DVIR	LOC6592088|XP_026850725.1|DPER
OG0004769	LOC6628467|XP_015028213.2|DVIR	LOC6588685|XP_002015213.1|DPER
OG0004770	LOC6629364|XP_002053573.1|DVIR	LOC6594302|XP_002019800.1|DPER
OG0004771	LOC6635220|XP_002058408.1|DVIR	LOC6594796|XP_002020477.2|DPER
OG0004772	LOC6630048|XP_002054567.2|DVIR	LOC6587550|XP_002013532.1|DPER
OG0004773	LOC6629767|XP_002054152.1|DVIR	LOC6598846|XP_002023964.1|DPER
OG0004774	LOC6629762|XP_015026993.1|DVIR	LOC6598849|XP_026848064.1|DPER
OG0004775	LOC6635111|XP_032295081.1|DVIR	LOC6588161|XP_002013374.1|DPER, LOC113565370|XP_026842923.1|DPER
OG0004776	LOC6636345|XP_002059944.1|DVIR	LOC6590883|XP_002015551.1|DPER
OG0004777	LOC6629302|XP_002052966.1|DVIR	LOC6591323|XP_002016796.1|DPER
OG0004778	LOC6634345|XP_002057473.1|DVIR	LOC6598024|XP_002023216.1|DPER
OG0004779	LOC6630779|XP_032295205.1|DVIR	LOC6587837|XP_026847038.1|DPER
OG0004780	LOC6628132|XP_002052927.1|DVIR	LOC6596308|XP_002021478.1|DPER
OG0004781	LOC6632548|XP_002055827.3|DVIR	LOC6594945|XP_026851281.1|DPER
OG0004782	LOC6630772|XP_002054830.3|DVIR	LOC6588401|XP_002013472.1|DPER
OG0004783	LOC6636104|XP_002059646.1|DVIR	LOC6597309|XP_026846588.1|DPER
OG0004784	LOC6634952|XP_002058540.1|DVIR	LOC6587835|XP_002013312.1|DPER
OG0004785	LOC6634903|XP_032295351.1|DVIR	LOC6587240|XP_002013298.1|DPER
OG0004786	LOC6634906|XP_002058558.1|DVIR	LOC6587840|XP_002013296.1|DPER
OG0004787	LOC6634908|XP_002058560.1|DVIR	LOC6587857|XP_002013294.1|DPER
OG0004788	LOC6634909|XP_002058561.1|DVIR	LOC6587738|XP_026839897.1|DPER
OG0004789	LOC6634910|XP_032295321.1|DVIR	LOC6587762|XP_002013292.1|DPER
OG0004790	LOC6630037|XP_002054028.3|DVIR	LOC6587407|XP_026846518.1|DPER
OG0004791	LOC6631057|XP_002054223.1|DVIR	LOC6598666|XP_002023754.1|DPER
OG0004792	LOC6635100|XP_002058348.1|DVIR	LOC6588038|XP_002012841.1|DPER
OG0004793	LOC6631271|XP_032291750.1|DVIR	LOC6588667|XP_026851118.1|DPER
OG0004794	LOC6630975|XP_002053863.1|DVIR	LOC6587995|XP_002013151.1|DPER
OG0004795	LOC6632425|XP_002056097.2|DVIR	LOC6587521|XP_002013916.1|DPER
OG0004796	LOC6635088|XP_002058418.2|DVIR	LOC6588194|XP_026840321.1|DPER
OG0004797	LOC6630305|XP_032295393.1|DVIR	LOC6587660|XP_002012785.2|DPER
OG0004798	LOC6635182|XP_002058586.1|DVIR	LOC6587446|XP_002013042.1|DPER
OG0004799	LOC6630955|XP_002053945.1|DVIR	LOC6587280|XP_002013659.1|DPER
OG0004800	LOC6629667|XP_032295057.1|DVIR	LOC6588185|XP_026843609.1|DPER
OG0004801	LOC6629676|XP_002053659.1|DVIR	LOC6594671|XP_026850228.1|DPER
OG0004802	LOC26530763|XP_015027823.2|DVIR	LOC6598840|XP_026847919.1|DPER
OG0004803	LOC6630153|XP_032295299.1|DVIR	LOC6595258|XP_026840375.1|DPER
OG0004804	LOC6630979|XP_032290751.1|DVIR	LOC6592087|XP_002017531.1|DPER
OG0004805	LOC6629951|XP_032288746.1|DVIR	LOC6595205|XP_026850482.1|DPER
OG0004806	LOC6634499|XP_002058237.1|DVIR	LOC6600774|XP_026845168.1|DPER
OG0004807	LOC26530603|XP_015027812.1|DVIR	LOC6591420|XP_002016777.2|DPER
OG0004808	LOC6632729|XP_002056052.1|DVIR	LOC6598643|XP_002023824.1|DPER
OG0004809	LOC26531304|XP_015027883.1|DVIR	LOC6588028|XP_002013699.1|DPER
OG0004810	LOC6629765|XP_002054150.2|DVIR	LOC6598852|XP_002023970.2|DPER
OG0004811	LOC6624427|XP_015030508.1|DVIR	LOC6601922|XP_026848540.1|DPER
OG0004812	LOC6629948|XP_032296718.1|DVIR	LOC6595143|XP_026847762.1|DPER
OG0004813	LOC6629937|XP_002054365.1|DVIR	LOC6587613|XP_002013550.1|DPER
OG0004814	LOC6631218|XP_002053961.1|DVIR	LOC6588124|XP_002013761.1|DPER
OG0004815	LOC6634391|XP_002058144.2|DVIR	LOC6603082|XP_026847113.1|DPER
OG0004816	LOC6632166|XP_002055264.3|DVIR	LOC6597261|XP_002022455.1|DPER
OG0004817	LOC6632122|XP_002055260.2|DVIR	LOC6597262|XP_002022456.1|DPER
OG0004818	LOC6629884|XP_002054544.1|DVIR	LOC6588094|XP_002013393.1|DPER
OG0004819	LOC6630821|XP_002054728.1|DVIR	LOC6595086|XP_002020148.1|DPER
OG0004820	LOC6632726|XP_002056049.3|DVIR	LOC6598640|XP_002023821.1|DPER
OG0004821	LOC6635218|XP_032294788.1|DVIR	LOC6594794|XP_026848368.1|DPER
OG0004822	LOC6631205|XP_015027691.1|DVIR	LOC6587467|XP_026843220.1|DPER
OG0004823	LOC6635001|XP_002058514.2|DVIR	LOC6587175|XP_026840455.1|DPER
OG0004824	LOC6635002|XP_002058515.1|DVIR	LOC6587410|XP_002014013.1|DPER
OG0004825	LOC6636196|XP_032290148.1|DVIR	LOC6602025|XP_026846763.1|DPER
OG0004826	LOC6634967|XP_002058714.2|DVIR	LOC6587592|XP_002013263.2|DPER
OG0004827	LOC6634913|XP_002058673.1|DVIR	LOC6594584|XP_026850831.1|DPER
OG0004828	LOC6630777|XP_002054811.1|DVIR	LOC6587864|XP_002013688.1|DPER
OG0004829	LOC6635152|XP_002058636.1|DVIR	LOC6588173|XP_002013438.1|DPER
OG0004830	LOC6630877|XP_002054325.3|DVIR	LOC6598719|XP_026840122.1|DPER
OG0004831	LOC6623345|XP_002046129.1|DVIR	LOC6601471|XP_002026438.2|DPER
OG0004832	LOC6635080|XP_002058726.1|DVIR	LOC6594952|XP_002020320.1|DPER
OG0004833	LOC6629564|XP_002053652.1|DVIR	LOC6592060|XP_002017447.1|DPER
OG0004834	LOC6630787|XP_002054821.1|DVIR	LOC6595087|XP_002020149.1|DPER
OG0004835	LOC6630023|XP_002054473.1|DVIR	LOC6595090|XP_002020152.1|DPER
OG0004836	LOC6631173|XP_002054303.1|DVIR	LOC6587831|XP_002014096.1|DPER
OG0004837	LOC6624582|XP_002048089.1|DVIR	LOC6601829|XP_026849336.1|DPER
OG0004838	LOC6633110|XP_015025949.1|DVIR	LOC6591613|XP_026851141.1|DPER
OG0004839	LOC6632885|XP_002055792.2|DVIR	LOC6591447|XP_026840100.1|DPER
OG0004840	LOC6630625|XP_002053299.1|DVIR	LOC6591654|XP_002016849.1|DPER
OG0004841	LOC6628656|XP_002051506.1|DVIR	LOC6593698|XP_002018845.1|DPER
OG0004842	LOC6632706|XP_002055829.1|DVIR	LOC6594981|XP_002020272.1|DPER
OG0004843	LOC6632844|XP_002056242.1|DVIR	LOC6588381|XP_002013819.1|DPER
OG0004844	LOC6632959|XP_002056576.1|DVIR	LOC6602255|XP_002027285.1|DPER
OG0004845	LOC6632958|XP_002056575.1|DVIR	LOC6591812|XP_002017233.1|DPER
OG0004846	LOC6628381|XP_002052633.2|DVIR	LOC6589061|XP_026844046.1|DPER
OG0004847	LOC6628380|XP_002052632.1|DVIR	LOC6589060|XP_002014548.2|DPER
OG0004848	LOC6623991|XP_002048667.1|DVIR	LOC6587301|XP_002014188.1|DPER
OG0004849	LOC6628923|XP_015028419.1|DVIR	LOC6589855|XP_026844846.1|DPER
OG0004850	LOC6631134|XP_015027468.1|DVIR	LOC6591505|XP_002016955.1|DPER
OG0004851	LOC6631135|XP_002053511.1|DVIR	LOC6591508|XP_002016958.1|DPER
OG0004852	LOC6631282|XP_032291418.1|DVIR	LOC6591445|XP_002016968.1|DPER
OG0004853	LOC6626839|XP_002050841.2|DVIR	LOC6590558|XP_002015945.1|DPER
OG0004854	LOC6623098|XP_015030871.1|DVIR	LOC6596127|XP_002021091.1|DPER
OG0004855	LOC26530891|XP_015031662.1|DVIR	LOC6598910|XP_026847829.1|DPER
OG0004856	LOC6623982|XP_015030488.1|DVIR	LOC6599863|XP_026847298.1|DPER
OG0004857	LOC6624680|XP_002047151.2|DVIR	LOC6595872|XP_026845618.1|DPER
OG0004858	LOC6624032|XP_032290321.1|DVIR	LOC6599842|XP_026847326.1|DPER
OG0004859	LOC6623866|XP_002048301.1|DVIR	LOC6599844|XP_002024993.1|DPER
OG0004860	LOC6624709|XP_002046631.1|DVIR	LOC6599625|XP_026849540.1|DPER
OG0004861	LOC6622904|XP_032290283.1|DVIR	LOC6602773|XP_026847946.1|DPER
OG0004862	LOC6622836|XP_032290626.1|DVIR	LOC6602815|XP_026847804.1|DPER
OG0004863	LOC6622549|XP_002047004.2|DVIR	LOC6602833|XP_002027804.2|DPER
OG0004864	LOC6622983|XP_002047080.1|DVIR	LOC113566444|XP_026847794.1|DPER
OG0004865	LOC6633178|XP_002055966.1|DVIR	LOC6594825|XP_002020020.1|DPER
OG0004866	LOC6624609|XP_002046990.1|DVIR	LOC6596114|XP_002021267.1|DPER
OG0004867	LOC6635969|XP_002059333.1|DVIR	LOC6600925|XP_026841082.1|DPER
OG0004868	LOC6635970|XP_002059334.1|DVIR	LOC6592909|XP_002018577.1|DPER
OG0004869	LOC6626703|XP_002050465.1|DVIR	LOC6591119|XP_002015500.1|DPER
OG0004870	LOC6626708|XP_015029187.1|DVIR	LOC6590302|XP_002015506.1|DPER
OG0004871	LOC6626467|XP_002050369.3|DVIR	LOC6600848|XP_002025985.1|DPER
OG0004872	LOC6625267|XP_002050630.1|DVIR	LOC6591158|XP_002015684.1|DPER
OG0004873	LOC6627557|XP_002052641.1|DVIR	LOC6588751|XP_002014838.1|DPER
OG0004874	LOC6629571|XP_002054854.2|DVIR	LOC6591329|XP_026851010.1|DPER
OG0004875	LOC6631701|XP_002054971.2|DVIR	LOC6603100|XP_026847068.1|DPER
OG0004876	LOC6631400|XP_002055670.2|DVIR	LOC6596717|XP_026845811.1|DPER
OG0004877	LOC6623771|XP_002048628.1|DVIR	LOC6600650|XP_002025659.1|DPER
OG0004878	LOC6626347|XP_002050348.1|DVIR	LOC6591018|XP_002016370.1|DPER
OG0004879	LOC6626141|XP_002050006.2|DVIR	LOC6590411|XP_026841790.1|DPER
OG0004880	LOC6624724|XP_002048124.1|DVIR	LOC6601918|XP_002026844.1|DPER
OG0004881	LOC6623604|XP_002047334.1|DVIR	LOC6599512|XP_002024640.2|DPER
OG0004882	LOC6623249|XP_002047296.1|DVIR	LOC6596110|XP_026845536.1|DPER, LOC113565126|XP_026841741.1|DPER, LOC6603521|XP_002028499.1|DPER
OG0004883	LOC6623147|XP_002047752.2|DVIR	LOC6600518|XP_026847594.1|DPER
OG0004884	LOC6625585|XP_032292240.1|DVIR	LOC6602112|XP_026841628.1|DPER
OG0004885	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR	LOC6593223|XP_002018483.2|DPER
OG0004886	LOC6627278|XP_002050655.1|DVIR	LOC6600901|XP_026840938.1|DPER
OG0004887	LOC6625352|XP_002051005.1|DVIR	LOC6592866|XP_002018533.2|DPER
OG0004888	LOC6626821|XP_032292071.1|DVIR	LOC6590919|XP_026842128.1|DPER
OG0004889	LOC6626018|XP_015029190.1|DVIR	LOC6592784|XP_026841079.1|DPER
OG0004890	LOC6625340|XP_002050422.1|DVIR	LOC6602119|XP_026840624.1|DPER
OG0004891	LOC6633253|XP_032296583.1|DVIR	LOC6602583|XP_002027607.2|DPER
OG0004892	LOC6624796|XP_015029736.1|DVIR	LOC6592330|XP_026842535.1|DPER
OG0004893	LOC6626289|XP_032292650.1|DVIR	LOC6591283|XP_002016499.2|DPER
OG0004894	LOC6626076|XP_002048763.1|DVIR	LOC6592967|XP_002017702.1|DPER
OG0004895	LOC6626838|XP_002050840.1|DVIR	LOC6592405|XP_002018150.1|DPER
OG0004896	LOC6627124|XP_015029968.1|DVIR	LOC6590966|XP_026840912.1|DPER
OG0004897	LOC6627204|XP_002050276.3|DVIR	LOC6591229|XP_026842025.1|DPER
OG0004898	LOC6626497|XP_032292441.1|DVIR	LOC6593012|XP_026840895.1|DPER
OG0004899	LOC6635927|XP_032291627.1|DVIR	LOC6601268|XP_026841734.1|DPER
OG0004900	LOC6625914|XP_002050429.1|DVIR	LOC6590151|XP_002016318.1|DPER
OG0004901	LOC6625915|XP_002050430.3|DVIR	LOC6592565|XP_002018247.1|DPER
OG0004902	LOC6622353|XP_002046545.1|DVIR	LOC6595861|XP_026845231.1|DPER
OG0004903	LOC6625867|XP_002050788.1|DVIR	LOC6593133|XP_002018107.1|DPER
OG0004904	LOC6631190|XP_032294873.1|DVIR	LOC113566243|XP_026846827.1|DPER
OG0004905	LOC6625678|XP_015029591.1|DVIR	LOC6590839|XP_026841051.1|DPER
OG0004906	LOC6623196|XP_032290548.1|DVIR	LOC6599630|XP_026849542.1|DPER
OG0004907	LOC6623413|XP_002047295.2|DVIR	LOC6596111|XP_002021264.1|DPER
OG0004908	LOC6624162|XP_002046292.1|DVIR	LOC6604426|XP_026845682.1|DPER
OG0004909	LOC6623779|XP_015031075.1|DVIR	LOC6597127|XP_026845591.1|DPER
OG0004910	LOC6623959|XP_002046284.1|DVIR	LOC6597128|XP_002022316.1|DPER
OG0004911	LOC6622181|XP_002046838.2|DVIR	LOC6601680|XP_026847532.1|DPER
OG0004912	LOC6623130|XP_002047258.1|DVIR	LOC6599629|XP_002024739.1|DPER
OG0004913	LOC6635839|XP_002059451.1|DVIR	LOC6592483|XP_002017925.1|DPER
OG0004914	LOC6635823|XP_002059446.3|DVIR	LOC6592478|XP_026841675.1|DPER
OG0004915	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR	LOC6601296|XP_026841669.1|DPER
OG0004916	LOC6624853|XP_002050854.3|DVIR	LOC6590142|XP_026842863.1|DPER
OG0004917	LOC6622231|XP_002046355.2|DVIR	LOC113566362|XP_026847462.1|DPER
OG0004918	LOC6624140|XP_032290929.1|DVIR	LOC6599778|XP_002024865.2|DPER
OG0004919	LOC6629745|XP_002053887.1|DVIR	LOC6588454|XP_002012979.1|DPER
OG0004920	LOC6622977|XP_002048482.2|DVIR	LOC6599076|XP_002024209.1|DPER
OG0004921	LOC6624610|XP_032291031.1|DVIR	LOC6597133|XP_026845421.1|DPER
OG0004922	LOC6623342|XP_002046751.1|DVIR	LOC6602483|XP_026848754.1|DPER, LOC113566940|XP_026849972.1|DPER
OG0004923	LOC6624308|XP_002046344.1|DVIR	LOC6599786|XP_002024873.1|DPER
OG0004924	LOC6623498|XP_002046149.1|DVIR	LOC6601425|XP_002026461.1|DPER
OG0004925	LOC6623307|XP_002046115.3|DVIR	LOC6603951|XP_026847991.1|DPER
OG0004926	LOC6623484|XP_002046165.1|DVIR	LOC6601667|XP_002026732.1|DPER
OG0004927	LOC6623485|XP_015031016.1|DVIR	LOC6602732|XP_026849499.1|DPER
OG0004928	LOC6626947|XP_015029034.1|DVIR	LOC6590074|XP_026842526.1|DPER
OG0004929	LOC6622740|XP_015030934.1|DVIR	LOC6601070|XP_026847308.1|DPER
OG0004930	LOC6635962|XP_032291698.1|DVIR	LOC6600951|XP_026842503.1|DPER
OG0004931	LOC6635842|XP_002059454.1|DVIR	LOC6592485|XP_002017927.1|DPER
OG0004932	LOC6623532|XP_032290834.1|DVIR	LOC6601094|XP_002026059.2|DPER
OG0004933	LOC6625181|XP_032291968.1|DVIR	LOC6591061|XP_002015692.1|DPER
OG0004934	LOC6635400|XP_002058843.1|DVIR	LOC6590984|XP_002016549.1|DPER
OG0004935	LOC6625079|XP_002050984.1|DVIR	LOC6592326|XP_026841185.1|DPER
OG0004936	LOC6636594|XP_032291410.1|DVIR	LOC6599741|XP_026847407.1|DPER
OG0004937	LOC6623440|XP_002047298.2|DVIR	LOC6601428|XP_002026464.2|DPER
OG0004938	LOC6622439|XP_002048189.2|DVIR	LOC6596118|XP_002020966.1|DPER
OG0004939	LOC6622462|XP_002047505.1|DVIR	LOC6602363|XP_002027394.2|DPER
OG0004940	LOC6622133|XP_002047513.3|DVIR	LOC6602372|XP_002027403.1|DPER
OG0004941	LOC6623296|XP_032290830.1|DVIR	LOC6599800|XP_026847349.1|DPER
OG0004942	LOC6623672|XP_002047388.1|DVIR	LOC6600308|XP_002025362.1|DPER
OG0004943	LOC6624660|XP_002046592.1|DVIR	LOC6601208|XP_026848069.1|DPER
OG0004944	LOC6623558|XP_002046616.2|DVIR	LOC6604287|XP_002029201.2|DPER
OG0004945	LOC6625718|XP_032291925.1|DVIR	LOC6590053|XP_002015526.1|DPER
OG0004946	LOC6624632|XP_002047612.2|DVIR	LOC6603336|XP_026848059.1|DPER
OG0004947	LOC6622048|XP_002046381.1|DVIR	LOC6600268|XP_002025385.1|DPER
