Orthogroup	DVIR.longest_only	ASTE.longest_only
OG0004725	LOC6632594|XP_002056021.2|DVIR	LOC118505011|XP_035896092.1|ASTE
OG0004726	LOC6632307|XP_002055996.1|DVIR	LOC118507877|XP_035902981.1|ASTE
OG0004727	LOC6629552|XP_015027072.1|DVIR	LOC118506905|XP_035900585.1|ASTE
OG0004728	LOC6633124|XP_002056067.1|DVIR	LOC118506915|XP_035900603.1|ASTE
OG0004729	LOC6632023|XP_002055238.1|DVIR	LOC118504280|XP_035894448.1|ASTE
OG0004730	LOC6627904|XP_002051397.1|DVIR	LOC118512956|XP_035914072.1|ASTE
OG0004731	LOC6630754|XP_002054493.1|DVIR	LOC118506465|XP_035899532.1|ASTE
OG0004732	LOC6630569|XP_002054386.1|DVIR	LOC118503288|XP_035892270.1|ASTE
OG0004733	LOC6630570|XP_002054387.1|DVIR	LOC118503287|XP_035892269.1|ASTE
OG0004734	LOC6631088|XP_032293627.1|DVIR	LOC118503283|XP_035892263.1|ASTE
OG0004735	LOC6629370|XP_032294949.1|DVIR	LOC118502670|XP_035891035.1|ASTE
OG0004736	LOC6631215|XP_032289600.1|DVIR	LOC118503296|XP_035892283.1|ASTE
OG0004737	LOC6634915|XP_002058675.1|DVIR	LOC118503612|XP_035892980.1|ASTE
OG0004738	LOC6634917|XP_032294885.1|DVIR	LOC118503026|XP_035891743.1|ASTE
OG0004739	LOC6630785|XP_002054819.1|DVIR	LOC118503032|XP_035891756.1|ASTE
OG0004740	LOC6629268|XP_002052975.1|DVIR	LOC118505250|XP_035896696.1|ASTE
OG0004741	LOC6635013|XP_002058657.1|DVIR	LOC118505177|XP_035896523.1|ASTE
OG0004742	LOC6636199|XP_032290104.1|DVIR	LOC118505139|XP_035896381.1|ASTE
OG0004743	LOC6635036|XP_002058615.1|DVIR	LOC118506918|XP_035900607.1|ASTE
OG0004744	LOC6627395|XP_002052147.1|DVIR	LOC118506876|XP_035900513.1|ASTE
OG0004745	LOC6633114|XP_032289723.1|DVIR	LOC118505848|XP_035898115.1|ASTE
OG0004746	LOC6629632|XP_002053334.2|DVIR	LOC118503461|XP_035892639.1|ASTE
OG0004747	LOC6629633|XP_015027207.1|DVIR	LOC118503465|XP_035892644.1|ASTE
OG0004748	LOC6629635|XP_002053337.2|DVIR	LOC118504716|XP_035895446.1|ASTE
OG0004749	LOC6629967|XP_002054169.3|DVIR	LOC118507891|XP_035903022.1|ASTE
OG0004750	LOC6630971|XP_002053805.1|DVIR	LOC118502406|XP_035890522.1|ASTE
OG0004751	LOC6633081|XP_015025995.1|DVIR	LOC118503464|XP_035892643.1|ASTE
OG0004752	LOC6630573|XP_002053922.1|DVIR	LOC118506451|XP_035899483.1|ASTE
OG0004753	LOC6632507|XP_002056012.2|DVIR	LOC118506449|XP_035899479.1|ASTE
OG0004754	LOC6632937|XP_002056124.1|DVIR	LOC118506448|XP_035899478.1|ASTE
OG0004755	LOC6630148|XP_002054179.1|DVIR	LOC118508494|XP_035904220.1|ASTE
OG0004756	LOC6630149|XP_032295150.1|DVIR	LOC118508493|XP_035904219.1|ASTE
OG0004757	LOC6632371|XP_015025871.1|DVIR	LOC118502820|XP_035891378.1|ASTE
OG0004758	LOC6629403|XP_002053583.2|DVIR	LOC118505400|XP_035897025.1|ASTE
OG0004759	LOC6631009|XP_002053953.1|DVIR	LOC118505403|XP_035897031.1|ASTE
OG0004760	LOC6634923|XP_002058434.1|DVIR	LOC118506441|XP_035899468.1|ASTE
OG0004761	LOC6632652|XP_002055804.3|DVIR	LOC118504902|XP_035895861.1|ASTE
OG0004762	LOC6628084|XP_002051168.1|DVIR	LOC118502548|XP_035890722.1|ASTE
OG0004763	LOC6632850|XP_002056248.3|DVIR	LOC118507875|XP_035902976.1|ASTE
OG0004764	LOC6630006|XP_002054768.1|DVIR	LOC118507866|XP_035902965.1|ASTE
OG0004765	LOC6630646|XP_002053029.3|DVIR	LOC118507874|XP_035902974.1|ASTE
OG0004766	LOC6630339|XP_002053014.1|DVIR	LOC118507852|XP_035902878.1|ASTE
OG0004767	LOC6633029|XP_002056056.1|DVIR	LOC118502861|XP_035891462.1|ASTE
OG0004768	LOC6630980|XP_032290714.1|DVIR	LOC118506894|XP_035900566.1|ASTE
OG0004769	LOC6628467|XP_015028213.2|DVIR	LOC118506921|XP_035900611.1|ASTE
OG0004770	LOC6629364|XP_002053573.1|DVIR	LOC118506956|XP_035900669.1|ASTE
OG0004771	LOC6635220|XP_002058408.1|DVIR	LOC118506938|XP_035900649.1|ASTE
OG0004772	LOC6630048|XP_002054567.2|DVIR	LOC118517614|XP_035919803.1|ASTE
OG0004773	LOC6629767|XP_002054152.1|DVIR	LOC118506458|XP_035899513.1|ASTE
OG0004774	LOC6629762|XP_015026993.1|DVIR	LOC118506454|XP_035899485.1|ASTE
OG0004775	LOC6635111|XP_032295081.1|DVIR	LOC118506459|XP_035899514.1|ASTE
OG0004776	LOC6636345|XP_002059944.1|DVIR	LOC118504291|XP_035894480.1|ASTE
OG0004777	LOC6629302|XP_002052966.1|DVIR	LOC118502751|XP_035891210.1|ASTE
OG0004778	LOC6634345|XP_002057473.1|DVIR	LOC118504447|XP_035894833.1|ASTE
OG0004779	LOC6630779|XP_032295205.1|DVIR	LOC118504445|XP_035894825.1|ASTE
OG0004780	LOC6628132|XP_002052927.1|DVIR	LOC118504448|XP_035894834.1|ASTE
OG0004781	LOC6632548|XP_002055827.3|DVIR	LOC118504436|XP_035894770.1|ASTE
OG0004782	LOC6630772|XP_002054830.3|DVIR	LOC118508309|XP_035903860.1|ASTE
OG0004783	LOC6636104|XP_002059646.1|DVIR	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE
OG0004784	LOC6634952|XP_002058540.1|DVIR	LOC118507921|XP_035903114.1|ASTE
OG0004785	LOC6634903|XP_032295351.1|DVIR	LOC118502942|XP_035891586.1|ASTE
OG0004786	LOC6634906|XP_002058558.1|DVIR	LOC118502940|XP_035891584.1|ASTE
OG0004787	LOC6634908|XP_002058560.1|DVIR	LOC118502422|XP_035890542.1|ASTE
OG0004788	LOC6634909|XP_002058561.1|DVIR	LOC118502937|XP_035891581.1|ASTE
OG0004789	LOC6634910|XP_032295321.1|DVIR	LOC118502938|XP_035891582.1|ASTE
OG0004790	LOC6630037|XP_002054028.3|DVIR	LOC118502930|XP_035891569.1|ASTE
OG0004791	LOC6631057|XP_002054223.1|DVIR	LOC118502923|XP_035891554.1|ASTE
OG0004792	LOC6635100|XP_002058348.1|DVIR	LOC118502925|XP_035891556.1|ASTE
OG0004793	LOC6631271|XP_032291750.1|DVIR	LOC118506373|XP_035899291.1|ASTE
OG0004794	LOC6630975|XP_002053863.1|DVIR	LOC118504689|XP_035895401.1|ASTE
OG0004795	LOC6632425|XP_002056097.2|DVIR	LOC118506786|XP_035900295.1|ASTE
OG0004796	LOC6635088|XP_002058418.2|DVIR	LOC118507511|XP_035901944.1|ASTE
OG0004797	LOC6630305|XP_032295393.1|DVIR	LOC118507515|XP_035901962.1|ASTE
OG0004798	LOC6635182|XP_002058586.1|DVIR	LOC118502965|XP_035891622.1|ASTE
OG0004799	LOC6630955|XP_002053945.1|DVIR	LOC118507901|XP_035903048.1|ASTE
OG0004800	LOC6629667|XP_032295057.1|DVIR	LOC118504402|XP_035894722.1|ASTE
OG0004801	LOC6629676|XP_002053659.1|DVIR	LOC118504831|XP_035895728.1|ASTE
OG0004802	LOC26530763|XP_015027823.2|DVIR	LOC118507495|XP_035901917.1|ASTE
OG0004803	LOC6630153|XP_032295299.1|DVIR	LOC118506358|XP_035899264.1|ASTE
OG0004804	LOC6630979|XP_032290751.1|DVIR	LOC118503122|XP_035891961.1|ASTE
OG0004805	LOC6629951|XP_032288746.1|DVIR	LOC118505542|XP_035897364.1|ASTE
OG0004806	LOC6634499|XP_002058237.1|DVIR	LOC118505238|XP_035896671.1|ASTE
OG0004807	LOC26530603|XP_015027812.1|DVIR	LOC118507518|XP_035901971.1|ASTE
OG0004808	LOC6632729|XP_002056052.1|DVIR	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE
OG0004809	LOC26531304|XP_015027883.1|DVIR	LOC118507817|XP_035902787.1|ASTE
OG0004810	LOC6629765|XP_002054150.2|DVIR	LOC118507816|XP_035902785.1|ASTE
OG0004811	LOC6624427|XP_015030508.1|DVIR	LOC118504489|XP_035894901.1|ASTE
OG0004812	LOC6629948|XP_032296718.1|DVIR	LOC118507691|XP_035902386.1|ASTE
OG0004813	LOC6629937|XP_002054365.1|DVIR	LOC118507474|XP_035901872.1|ASTE
OG0004814	LOC6631218|XP_002053961.1|DVIR	LOC118505038|XP_035896169.1|ASTE
OG0004815	LOC6634391|XP_002058144.2|DVIR	LOC118507731|XP_035902581.1|ASTE
OG0004816	LOC6632166|XP_002055264.3|DVIR	LOC118503574|XP_035892901.1|ASTE
OG0004817	LOC6632122|XP_002055260.2|DVIR	LOC118507964|XP_035903186.1|ASTE
OG0004818	LOC6629884|XP_002054544.1|DVIR	LOC118511920|XP_035911451.1|ASTE
OG0004819	LOC6630821|XP_002054728.1|DVIR	LOC118511918|XP_035911449.1|ASTE
OG0004820	LOC6632726|XP_002056049.3|DVIR	LOC118511917|XP_035911448.1|ASTE
OG0004821	LOC6635218|XP_032294788.1|DVIR	LOC118511914|XP_035911439.1|ASTE
OG0004822	LOC6631205|XP_015027691.1|DVIR	LOC118511928|XP_035911490.1|ASTE
OG0004823	LOC6635001|XP_002058514.2|DVIR	LOC118510414|XP_035908071.1|ASTE
OG0004824	LOC6635002|XP_002058515.1|DVIR	LOC118513706|XP_035915730.1|ASTE
OG0004825	LOC6636196|XP_032290148.1|DVIR	LOC118511986|XP_035911619.1|ASTE
OG0004826	LOC6634967|XP_002058714.2|DVIR	LOC118511970|XP_035911600.1|ASTE
OG0004827	LOC6634913|XP_002058673.1|DVIR	LOC118511972|XP_035911602.1|ASTE
OG0004828	LOC6630777|XP_002054811.1|DVIR	LOC118511979|XP_035911611.1|ASTE
OG0004829	LOC6635152|XP_002058636.1|DVIR	LOC118502960|XP_035891616.1|ASTE
OG0004830	LOC6630877|XP_002054325.3|DVIR	LOC118502992|XP_035891685.1|ASTE
OG0004831	LOC6623345|XP_002046129.1|DVIR	LOC118503119|XP_035891957.1|ASTE
OG0004832	LOC6635080|XP_002058726.1|DVIR	LOC118506820|XP_035900401.1|ASTE
OG0004833	LOC6629564|XP_002053652.1|DVIR	LOC118505425|XP_035897080.1|ASTE
OG0004834	LOC6630787|XP_002054821.1|DVIR	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE
OG0004835	LOC6630023|XP_002054473.1|DVIR	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE
OG0004836	LOC6631173|XP_002054303.1|DVIR	LOC118504295|XP_035894484.1|ASTE
OG0004837	LOC6624582|XP_002048089.1|DVIR	LOC118503765|XP_035893327.1|ASTE
OG0004838	LOC6633110|XP_015025949.1|DVIR	LOC118506919|XP_035900608.1|ASTE
OG0004839	LOC6632885|XP_002055792.2|DVIR	LOC118506907|XP_035900590.1|ASTE
OG0004840	LOC6630625|XP_002053299.1|DVIR	LOC118509343|XP_035905748.1|ASTE
OG0004841	LOC6628656|XP_002051506.1|DVIR	LOC118508582|XP_035904380.1|ASTE
OG0004842	LOC6632706|XP_002055829.1|DVIR	LOC118504662|XP_035895338.1|ASTE
OG0004843	LOC6632844|XP_002056242.1|DVIR	LOC118503118|XP_035891956.1|ASTE
OG0004844	LOC6632959|XP_002056576.1|DVIR	LOC118504427|XP_035894759.1|ASTE
OG0004845	LOC6632958|XP_002056575.1|DVIR	LOC118504426|XP_035894756.1|ASTE
OG0004846	LOC6628381|XP_002052633.2|DVIR	LOC118504685|XP_035895392.1|ASTE
OG0004847	LOC6628380|XP_002052632.1|DVIR	LOC118505042|XP_035896187.1|ASTE
OG0004848	LOC6623991|XP_002048667.1|DVIR	LOC118502863|XP_035891464.1|ASTE
OG0004850	LOC6631134|XP_015027468.1|DVIR	LOC118507772|XP_035902695.1|ASTE
OG0004851	LOC6631135|XP_002053511.1|DVIR	LOC118507770|XP_035902684.1|ASTE
OG0004852	LOC6631282|XP_032291418.1|DVIR	LOC118507778|XP_035902704.1|ASTE
OG0004853	LOC6626839|XP_002050841.2|DVIR	LOC118511467|XP_035910478.1|ASTE
OG0004854	LOC6623098|XP_015030871.1|DVIR	LOC118510172|XP_035907582.1|ASTE
OG0004855	LOC26530891|XP_015031662.1|DVIR	LOC118510182|XP_035907597.1|ASTE
OG0004856	LOC6623982|XP_015030488.1|DVIR	LOC118513116|XP_035914408.1|ASTE
OG0004857	LOC6624680|XP_002047151.2|DVIR	LOC118513137|XP_035914455.1|ASTE
OG0004858	LOC6624032|XP_032290321.1|DVIR	LOC118514418|XP_035917197.1|ASTE
OG0004859	LOC6623866|XP_002048301.1|DVIR	LOC118514419|XP_035917201.1|ASTE
OG0004860	LOC6624709|XP_002046631.1|DVIR	LOC118514426|XP_035917221.1|ASTE
OG0004861	LOC6622904|XP_032290283.1|DVIR	LOC118514421|XP_035917210.1|ASTE
OG0004863	LOC6622549|XP_002047004.2|DVIR	LOC118512171|XP_035912150.1|ASTE
OG0004864	LOC6622983|XP_002047080.1|DVIR	LOC118512178|XP_035912157.1|ASTE
OG0004865	LOC6633178|XP_002055966.1|DVIR	LOC118512177|XP_035912156.1|ASTE
OG0004866	LOC6624609|XP_002046990.1|DVIR	LOC118508915|XP_035904670.1|ASTE
OG0004867	LOC6635969|XP_002059333.1|DVIR	LOC118512966|XP_035914085.1|ASTE
OG0004868	LOC6635970|XP_002059334.1|DVIR	LOC118512954|XP_035914068.1|ASTE
OG0004869	LOC6626703|XP_002050465.1|DVIR	LOC118510596|XP_035908494.1|ASTE
OG0004870	LOC6626708|XP_015029187.1|DVIR	LOC118510600|XP_035908500.1|ASTE
OG0004871	LOC6626467|XP_002050369.3|DVIR	LOC118512068|XP_035911847.1|ASTE
OG0004872	LOC6625267|XP_002050630.1|DVIR	LOC118503195|XP_035892070.1|ASTE
OG0004873	LOC6627557|XP_002052641.1|DVIR	LOC118512194|XP_035912189.1|ASTE
OG0004874	LOC6629571|XP_002054854.2|DVIR	LOC118512195|XP_035912190.1|ASTE
OG0004875	LOC6631701|XP_002054971.2|DVIR	LOC118512180|XP_035912160.1|ASTE
OG0004876	LOC6631400|XP_002055670.2|DVIR	LOC118512182|XP_035912165.1|ASTE
OG0004877	LOC6623771|XP_002048628.1|DVIR	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE
OG0004878	LOC6626347|XP_002050348.1|DVIR	LOC118508896|XP_035904625.1|ASTE
OG0004879	LOC6626141|XP_002050006.2|DVIR	LOC118512041|XP_035911746.1|ASTE
OG0004880	LOC6624724|XP_002048124.1|DVIR	LOC118512113|XP_035911981.1|ASTE
OG0004881	LOC6623604|XP_002047334.1|DVIR	LOC118512054|XP_035911798.1|ASTE
OG0004883	LOC6623147|XP_002047752.2|DVIR	LOC118512082|XP_035911934.1|ASTE
OG0004884	LOC6625585|XP_032292240.1|DVIR	LOC118512044|XP_035911760.1|ASTE
OG0004885	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR	LOC118512091|XP_035911948.1|ASTE
OG0004886	LOC6627278|XP_002050655.1|DVIR	LOC118512089|XP_035911946.1|ASTE
OG0004887	LOC6625352|XP_002051005.1|DVIR	LOC118512122|XP_035911993.1|ASTE
OG0004888	LOC6626821|XP_032292071.1|DVIR	LOC118512043|XP_035911756.1|ASTE
OG0004889	LOC6626018|XP_015029190.1|DVIR	LOC118514168|XP_035916722.1|ASTE
OG0004890	LOC6625340|XP_002050422.1|DVIR	LOC118512098|XP_035911957.1|ASTE
OG0004891	LOC6633253|XP_032296583.1|DVIR	LOC118514247|XP_035916853.1|ASTE
OG0004892	LOC6624796|XP_015029736.1|DVIR	LOC118512079|XP_035911911.1|ASTE
OG0004893	LOC6626289|XP_032292650.1|DVIR	LOC118508873|XP_035904569.1|ASTE
OG0004894	LOC6626076|XP_002048763.1|DVIR	LOC118508880|XP_035904586.1|ASTE
OG0004895	LOC6626838|XP_002050840.1|DVIR	LOC118508874|XP_035904570.1|ASTE
OG0004896	LOC6627124|XP_015029968.1|DVIR	LOC118508877|XP_035904578.1|ASTE
OG0004897	LOC6627204|XP_002050276.3|DVIR	LOC118508871|XP_035904567.1|ASTE
OG0004898	LOC6626497|XP_032292441.1|DVIR	LOC118508867|XP_035904547.1|ASTE
OG0004899	LOC6635927|XP_032291627.1|DVIR	LOC118508863|XP_035904516.1|ASTE
OG0004900	LOC6625914|XP_002050429.1|DVIR	LOC118511450|XP_035910443.1|ASTE
OG0004901	LOC6625915|XP_002050430.3|DVIR	LOC118513313|XP_035914794.1|ASTE
OG0004902	LOC6622353|XP_002046545.1|DVIR	LOC118510474|XP_035908234.1|ASTE
OG0004903	LOC6625867|XP_002050788.1|DVIR	LOC118508904|XP_035904656.1|ASTE
OG0004904	LOC6631190|XP_032294873.1|DVIR	LOC118510147|XP_035907532.1|ASTE
OG0004905	LOC6625678|XP_015029591.1|DVIR	LOC118510149|XP_035907539.1|ASTE
OG0004906	LOC6623196|XP_032290548.1|DVIR	LOC118511513|XP_035910582.1|ASTE
OG0004907	LOC6623413|XP_002047295.2|DVIR	LOC118509029|XP_035904959.1|ASTE
OG0004908	LOC6624162|XP_002046292.1|DVIR	LOC118509600|XP_035906284.1|ASTE
OG0004909	LOC6623779|XP_015031075.1|DVIR	LOC118509605|XP_035906295.1|ASTE
OG0004910	LOC6623959|XP_002046284.1|DVIR	LOC118513076|XP_035914331.1|ASTE
OG0004911	LOC6622181|XP_002046838.2|DVIR	LOC118513085|XP_035914346.1|ASTE
OG0004912	LOC6623130|XP_002047258.1|DVIR	LOC118511512|XP_035910581.1|ASTE
OG0004913	LOC6635839|XP_002059451.1|DVIR	LOC118512958|XP_035914075.1|ASTE
OG0004914	LOC6635823|XP_002059446.3|DVIR	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE
OG0004915	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR	LOC118509107|XP_035905166.1|ASTE
OG0004916	LOC6624853|XP_002050854.3|DVIR	LOC118509101|XP_035905150.1|ASTE
OG0004917	LOC6622231|XP_002046355.2|DVIR	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE
OG0004918	LOC6624140|XP_032290929.1|DVIR	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE
OG0004919	LOC6629745|XP_002053887.1|DVIR	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE
OG0004920	LOC6622977|XP_002048482.2|DVIR	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE
OG0004921	LOC6624610|XP_032291031.1|DVIR	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE
OG0004922	LOC6623342|XP_002046751.1|DVIR	LOC118513034|XP_035914204.1|ASTE
OG0004923	LOC6624308|XP_002046344.1|DVIR	LOC118509423|XP_035905904.1|ASTE
OG0004924	LOC6623498|XP_002046149.1|DVIR	LOC118514460|XP_035917270.1|ASTE
OG0004925	LOC6623307|XP_002046115.3|DVIR	LOC118510078|XP_035907377.1|ASTE
OG0004926	LOC6623484|XP_002046165.1|DVIR	LOC118514281|XP_035916916.1|ASTE
OG0004927	LOC6623485|XP_015031016.1|DVIR	LOC118510532|XP_035908373.1|ASTE
OG0004928	LOC6626947|XP_015029034.1|DVIR	LOC118511367|XP_035910238.1|ASTE
OG0004929	LOC6622740|XP_015030934.1|DVIR	LOC118511371|XP_035910258.1|ASTE
OG0004930	LOC6635962|XP_032291698.1|DVIR	LOC118512943|XP_035914043.1|ASTE
OG0004931	LOC6635842|XP_002059454.1|DVIR	LOC118512961|XP_035914080.1|ASTE
OG0004932	LOC6623532|XP_032290834.1|DVIR	LOC118512951|XP_035914062.1|ASTE
OG0004933	LOC6625181|XP_032291968.1|DVIR	LOC118511494|XP_035910546.1|ASTE
OG0004934	LOC6635400|XP_002058843.1|DVIR	LOC118512179|XP_035912159.1|ASTE
OG0004935	LOC6625079|XP_002050984.1|DVIR	LOC118510564|XP_035908442.1|ASTE
OG0004936	LOC6636594|XP_032291410.1|DVIR	LOC118509631|XP_035906410.1|ASTE
OG0004937	LOC6623440|XP_002047298.2|DVIR	LOC118512438|XP_035912792.1|ASTE
OG0004939	LOC6622462|XP_002047505.1|DVIR	LOC118510502|XP_035908298.1|ASTE
OG0004940	LOC6622133|XP_002047513.3|DVIR	LOC118510496|XP_035908283.1|ASTE
OG0004941	LOC6623296|XP_032290830.1|DVIR	LOC118510493|XP_035908278.1|ASTE
OG0004942	LOC6623672|XP_002047388.1|DVIR	LOC118510490|XP_035908275.1|ASTE
OG0004943	LOC6624660|XP_002046592.1|DVIR	LOC118510491|XP_035908276.1|ASTE
OG0004944	LOC6623558|XP_002046616.2|DVIR	LOC118514264|XP_035916874.1|ASTE
OG0004945	LOC6625718|XP_032291925.1|DVIR	LOC118514488|XP_035917304.1|ASTE
OG0004946	LOC6624632|XP_002047612.2|DVIR	LOC118510516|XP_035908333.1|ASTE
OG0004947	LOC6622048|XP_002046381.1|DVIR	LOC118510526|XP_035908363.1|ASTE
OG0004948	LOC6624312|XP_032290890.1|DVIR	LOC118510527|XP_035908364.1|ASTE
OG0004949	LOC6624505|XP_032290887.1|DVIR	LOC118510529|XP_035908367.1|ASTE
OG0004950	LOC6627338|XP_002052235.1|DVIR	LOC118514456|XP_035917266.1|ASTE
OG0004951	LOC6632938|XP_032289671.1|DVIR	LOC118510534|XP_035908377.1|ASTE
OG0004952	LOC6622351|XP_002046966.1|DVIR	LOC118510557|XP_035908432.1|ASTE
OG0004953	LOC6623585|XP_002046183.1|DVIR	LOC118510561|XP_035908438.1|ASTE
OG0004954	LOC6623659|XP_002046181.1|DVIR	LOC118510464|XP_035908212.1|ASTE
OG0004955	LOC6623984|XP_002046855.1|DVIR	LOC118513608|XP_035915551.1|ASTE
OG0004956	LOC6635936|XP_002059375.1|DVIR	LOC118512074|XP_035911895.1|ASTE
OG0004957	LOC6622408|XP_002046973.2|DVIR	LOC118512133|XP_035912031.1|ASTE
OG0004958	LOC6622173|XP_032290213.1|DVIR	LOC118512138|XP_035912048.1|ASTE
OG0004959	LOC6623243|XP_032290217.1|DVIR	LOC118512154|XP_035912087.1|ASTE
OG0004960	LOC6623270|XP_015030875.1|DVIR	LOC118512145|XP_035912071.1|ASTE
OG0004961	LOC6626212|XP_002050547.2|DVIR	LOC118512148|XP_035912077.1|ASTE
OG0004962	LOC6623309|XP_002047755.1|DVIR	LOC118512147|XP_035912076.1|ASTE
OG0004963	LOC6622170|XP_032290191.1|DVIR	LOC118512155|XP_035912088.1|ASTE
OG0004964	LOC6624539|XP_002047109.1|DVIR	LOC118509534|XP_035906147.1|ASTE
OG0004965	LOC6623965|XP_002046878.1|DVIR	LOC118512681|XP_035913357.1|ASTE
OG0004966	LOC6622193|XP_002046879.1|DVIR	LOC118512687|XP_035913370.1|ASTE
OG0004967	LOC6626478|XP_002050463.1|DVIR	LOC118509432|XP_035905914.1|ASTE
OG0004968	LOC6623145|XP_002046091.3|DVIR	LOC118512742|XP_035913522.1|ASTE
OG0004969	LOC6626651|XP_002050645.1|DVIR	LOC118512739|XP_035913500.1|ASTE
OG0004970	LOC6623146|XP_002046092.1|DVIR	LOC118512740|XP_035913501.1|ASTE
OG0004971	LOC6623281|XP_002046095.1|DVIR	LOC118512741|XP_035913502.1|ASTE
OG0004972	LOC26531321|XP_015031728.1|DVIR	LOC118512747|XP_035913526.1|ASTE
OG0004973	LOC6636838|XP_002060311.1|DVIR	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE
OG0004974	LOC6623204|XP_002046738.1|DVIR	LOC118513094|XP_035914388.1|ASTE
OG0004975	LOC6624360|XP_002046346.1|DVIR	LOC118509426|XP_035905907.1|ASTE
OG0004976	LOC6636919|XP_032291477.1|DVIR	LOC118509425|XP_035905906.1|ASTE
OG0004977	LOC6635804|XP_002059313.1|DVIR	LOC118510274|XP_035907781.1|ASTE
OG0004978	LOC6625077|XP_002050982.1|DVIR	LOC118509481|XP_035906026.1|ASTE
OG0004979	LOC6624075|XP_002046586.1|DVIR	LOC118509497|XP_035906048.1|ASTE
OG0004980	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR	LOC118509932|XP_035907155.1|ASTE
OG0004981	LOC6623013|XP_002047563.1|DVIR	LOC118510069|XP_035907354.1|ASTE
OG0004982	LOC6623023|XP_002047566.1|DVIR	LOC118510068|XP_035907353.1|ASTE
OG0004983	LOC6623318|XP_002047121.1|DVIR	LOC118510070|XP_035907356.1|ASTE
OG0004984	LOC6623738|XP_002047340.2|DVIR	LOC118509939|XP_035907163.1|ASTE
OG0004985	LOC6624509|XP_015030890.1|DVIR	LOC118509528|XP_035906138.1|ASTE
OG0004986	LOC6622197|XP_015031518.1|DVIR	LOC118509525|XP_035906128.1|ASTE
OG0004987	LOC6622079|XP_015030785.1|DVIR	LOC118509523|XP_035906122.1|ASTE
OG0004988	LOC6624515|XP_032291030.1|DVIR	LOC118509529|XP_035906142.1|ASTE
OG0004989	LOC6622100|XP_002047026.1|DVIR	LOC118510323|XP_035907863.1|ASTE
OG0004990	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR	LOC118509787|XP_035906824.1|ASTE
OG0004991	LOC6626915|XP_002050969.1|DVIR	LOC118509894|XP_035907034.1|ASTE
OG0004992	LOC6626916|XP_002050970.1|DVIR	LOC118509898|XP_035907040.1|ASTE
OG0004993	LOC6622356|XP_002046967.1|DVIR	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE
OG0004994	LOC6636566|XP_002060070.1|DVIR	LOC118512831|XP_035913756.1|ASTE
OG0004995	LOC6623656|XP_002046560.3|DVIR	LOC118512826|XP_035913698.1|ASTE
OG0004996	LOC6623718|XP_002046271.1|DVIR	LOC118512801|XP_035913632.1|ASTE
OG0004997	LOC6625000|XP_002050671.2|DVIR	LOC118511548|XP_035910650.1|ASTE
OG0004998	LOC6625525|XP_002051019.1|DVIR	LOC118509666|XP_035906543.1|ASTE
OG0004999	LOC6622254|XP_002046941.1|DVIR	LOC118510409|XP_035908060.1|ASTE
OG0005000	LOC6626571|XP_002050550.1|DVIR	LOC118512887|XP_035913881.1|ASTE
OG0005001	LOC6624418|XP_002046925.2|DVIR	LOC118512213|XP_035912221.1|ASTE
OG0005002	LOC6630555|XP_002053273.1|DVIR	LOC118509593|XP_035906266.1|ASTE
OG0005003	LOC6622137|XP_002046418.1|DVIR	LOC118510389|XP_035908037.1|ASTE
OG0005004	LOC6623191|XP_002046859.2|DVIR	LOC118510346|XP_035907932.1|ASTE
OG0005005	LOC6622414|XP_002047500.1|DVIR	LOC118511388|XP_035910300.1|ASTE
OG0005006	LOC6622741|XP_015030776.1|DVIR	LOC118510408|XP_035908059.1|ASTE
OG0005007	LOC6623773|XP_015030856.1|DVIR	LOC118510410|XP_035908061.1|ASTE
OG0005008	LOC6623409|XP_002047780.1|DVIR	LOC118509624|XP_035906376.1|ASTE
OG0005009	LOC6623936|XP_002047372.1|DVIR	LOC118509781|XP_035906814.1|ASTE
OG0005010	LOC6623788|XP_002048630.2|DVIR	LOC118511436|XP_035910424.1|ASTE
OG0005011	LOC6625741|XP_002050001.2|DVIR	LOC118511435|XP_035910419.1|ASTE
