Orthogroup	DVIR.longest_only	CQUI.longest_only
OG0004444	LOC6625378|XP_002048994.1|DVIR	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC6635317|XP_032293164.1|DVIR	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC6632880|XP_002055932.2|DVIR	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC6632226|XP_002055874.1|DVIR	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC6627222|XP_002049851.1|DVIR	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC6622396|XP_002048415.2|DVIR	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC6625674|XP_002049373.2|DVIR	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC6625275|XP_002049366.1|DVIR	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC6626044|XP_002049142.1|DVIR	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC6625787|XP_032292919.1|DVIR	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC6629971|XP_002053080.1|DVIR	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC6622368|XP_032290028.1|DVIR	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC6634399|XP_002058152.1|DVIR	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC6622278|XP_032289873.1|DVIR	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC6623770|XP_002048621.2|DVIR	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC6622501|XP_002046707.1|DVIR	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC6623386|XP_002048230.1|DVIR	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC6623076|XP_002047572.1|DVIR	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC6622852|XP_015031356.1|DVIR	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC6622571|XP_032290716.1|DVIR	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC6629174|XP_002052369.1|DVIR	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC6624574|XP_032291092.1|DVIR	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC6622980|XP_002048041.1|DVIR	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC6622955|XP_002048042.1|DVIR	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC6623643|XP_032290512.1|DVIR	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC6627901|XP_002051815.1|DVIR	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC6630882|XP_032290487.1|DVIR	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC6625924|XP_002049294.1|DVIR	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC6624828|XP_002049567.2|DVIR	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC6624827|XP_002049566.1|DVIR	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC6625052|XP_002049173.1|DVIR	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC6627943|XP_002051416.2|DVIR	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC6626873|XP_002049617.1|DVIR	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC6626627|XP_002049411.1|DVIR	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC6625304|XP_002049968.2|DVIR	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC6631739|XP_002055459.1|DVIR	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC6625975|XP_002050506.1|DVIR	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC6629477|XP_032295955.1|DVIR	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC6625227|XP_002049964.1|DVIR	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC6630000|XP_002054713.1|DVIR	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC6635474|XP_032296264.1|DVIR	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC6625047|XP_002049168.1|DVIR	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC6624014|XP_002047404.1|DVIR	LOC6039882|XP_001849382.1|CQUI
OG0004489	LOC6624461|XP_002046635.1|DVIR	LOC119769130|XP_038116959.1|CQUI
OG0004490	LOC6636416|XP_002059872.1|DVIR	LOC119769609|XP_038118647.1|CQUI
OG0004504	LOC6635251|XP_002058759.1|DVIR	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC6630005|XP_015026849.1|DVIR	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC6631158|XP_002054512.1|DVIR	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC6634947|XP_002058535.2|DVIR	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC6634922|XP_002058682.2|DVIR	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC6623125|XP_002048596.1|DVIR	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC6634403|XP_032289261.1|DVIR	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC6631143|XP_002054246.2|DVIR	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC6636202|XP_002059692.2|DVIR	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC6636221|XP_002059701.1|DVIR	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC6636230|XP_015024003.1|DVIR	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC6632194|XP_002054982.2|DVIR	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC6633520|XP_002057068.2|DVIR	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC6631849|XP_032296029.1|DVIR	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC6636526|XP_032289124.1|DVIR	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC6634873|XP_002058602.2|DVIR	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC6632150|XP_015026316.1|DVIR	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC6635863|XP_032292678.1|DVIR	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC6635527|XP_002059098.1|DVIR	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC6632823|XP_032289482.1|DVIR	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC6633592|XP_002056804.2|DVIR	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC6631992|XP_015026582.1|DVIR	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC6634805|XP_032289260.1|DVIR	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC6636653|XP_002060131.1|DVIR	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC6636014|XP_002059538.2|DVIR	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC6631968|XP_002055015.2|DVIR	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC6633022|XP_032289597.1|DVIR	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC6633570|XP_002057375.3|DVIR	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC6633829|XP_002057108.1|DVIR	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC6631948|XP_002055400.1|DVIR	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC6623474|XP_002046254.1|DVIR	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC6632055|XP_032295882.1|DVIR	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC6633578|XP_032296569.1|DVIR	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC6635803|XP_015024249.1|DVIR	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC6629897|XP_002053992.1|DVIR	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC6634638|XP_032296401.1|DVIR	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC6625212|XP_015029807.1|DVIR	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC6632051|XP_032295759.1|DVIR	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC6633730|XP_002057015.3|DVIR	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC6634472|XP_002058243.2|DVIR	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC6630914|XP_002053773.1|DVIR	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC6626386|XP_002048728.1|DVIR	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC6633449|XP_002056911.1|DVIR	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC6632014|XP_002054947.1|DVIR	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC6634530|XP_032296438.1|DVIR	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC6633815|XP_032296528.1|DVIR	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC6626789|XP_002049828.1|DVIR	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC6633316|XP_032296683.1|DVIR	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC6623399|XP_002046760.1|DVIR	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC6636697|XP_002060117.2|DVIR	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC6636696|XP_002060116.1|DVIR	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC6632119|XP_032296193.1|DVIR	LOC6050817|XP_001867349.2|CQUI
OG0004557	LOC6634720|XP_032289224.1|DVIR	LOC6051312|XP_038113046.1|CQUI
OG0004558	LOC6632142|XP_002055394.2|DVIR	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC6630781|XP_002054815.1|DVIR	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC26530460|XP_032296669.1|DVIR	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC6630943|XP_032296190.1|DVIR	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC6630063|XP_002054285.1|DVIR	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC6630290|XP_032295103.1|DVIR	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC6632520|XP_032289567.1|DVIR	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC6629529|XP_002053963.1|DVIR	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC6631669|XP_002055411.1|DVIR	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC6634471|XP_002058242.1|DVIR	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC6634736|XP_032289215.1|DVIR	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC6633034|XP_002056061.2|DVIR	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC6627218|XP_002050215.1|DVIR	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC6635435|XP_002059071.1|DVIR	LOC6048970|XP_038111393.1|CQUI
OG0004572	LOC6629015|XP_002052757.1|DVIR	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	LOC6632608|XP_032289522.1|DVIR	LOC6041275|XP_038104486.1|CQUI
OG0004574	LOC6633362|XP_002057166.1|DVIR	LOC6044158|XP_001861707.1|CQUI
OG0004575	LOC6633361|XP_032296533.1|DVIR	LOC6044160|XP_038114472.1|CQUI
OG0004576	LOC6629883|XP_002054543.1|DVIR	LOC6049186|XP_001865990.1|CQUI
OG0004577	LOC6630973|XP_032289911.1|DVIR	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC6631801|XP_015026728.1|DVIR	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC6628057|XP_032294626.1|DVIR	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC6632253|XP_002056082.1|DVIR	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC6634884|XP_002058503.1|DVIR	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC6630468|XP_002054104.2|DVIR	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC6631672|XP_002055414.1|DVIR	LOC6052125|XP_038104612.1|CQUI
OG0004584	LOC6626091|XP_002049400.1|DVIR	LOC6052126|XP_001868442.2|CQUI
OG0004585	LOC6633025|XP_002055942.1|DVIR	LOC119765345|XP_038104987.1|CQUI
OG0004586	LOC6634789|XP_032296324.1|DVIR	LOC6050929|XP_038104034.1|CQUI
OG0004587	LOC6632829|XP_032289481.1|DVIR	LOC6045948|XP_038105657.1|CQUI
OG0004588	LOC6632827|XP_002055913.1|DVIR	LOC6045954|XP_001863228.1|CQUI
OG0004589	LOC6631946|XP_032295426.1|DVIR	LOC6045348|XP_038104219.1|CQUI
OG0004590	LOC6632814|XP_032289443.1|DVIR	LOC6035104|XP_038122870.1|CQUI
OG0004591	LOC6632262|XP_015025983.1|DVIR	LOC6035105|XP_038105687.1|CQUI
OG0004592	LOC6631425|XP_002054939.1|DVIR	LOC6035111|XP_038113017.1|CQUI
OG0004593	LOC6633446|XP_002056908.1|DVIR	LOC6035120|XP_038105529.1|CQUI
OG0004594	LOC6632009|XP_032296004.1|DVIR	LOC6040457|XP_038110915.1|CQUI
OG0004595	LOC6633744|XP_002057029.1|DVIR	LOC6040461|XP_001849848.2|CQUI
OG0004596	LOC6634475|XP_032296429.1|DVIR	LOC6052837|XP_038104294.1|CQUI
OG0004597	LOC6634582|XP_002058083.1|DVIR	LOC6046918|XP_001864043.2|CQUI
OG0004598	LOC6622978|XP_002046506.1|DVIR	LOC119767056|XP_038110423.1|CQUI
OG0004599	LOC6628258|XP_002052538.1|DVIR	LOC6035348|XP_001845559.2|CQUI
OG0004600	LOC6636170|XP_002059556.1|DVIR	LOC6048191|XP_001865145.1|CQUI
OG0004601	LOC6636023|XP_002059547.3|DVIR	LOC6052430|XP_038104097.1|CQUI
OG0004602	LOC6631937|XP_002055484.1|DVIR	LOC6044995|XP_001862419.2|CQUI
OG0004603	LOC6628197|XP_002052856.1|DVIR	LOC6044768|XP_001862228.2|CQUI
OG0004604	LOC6632048|XP_002055245.1|DVIR	LOC6044773|XP_001862232.2|CQUI
OG0004605	LOC6631422|XP_002055307.2|DVIR	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI
OG0004606	LOC6632503|XP_015026166.1|DVIR	LOC6040734|XP_038107461.1|CQUI
OG0004607	LOC6634743|XP_032296279.1|DVIR	LOC6039036|XP_038105073.1|CQUI
OG0004608	LOC6636130|XP_032296081.1|DVIR	LOC6039054|XP_038105592.1|CQUI
OG0004609	LOC6631482|XP_002055427.1|DVIR	LOC6045132|XP_001862534.1|CQUI
OG0004610	LOC6631279|XP_032295420.1|DVIR	LOC6045381|XP_038104655.1|CQUI
OG0004611	LOC6629501|XP_032294834.1|DVIR	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC6629502|XP_002054522.1|DVIR	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC6634885|XP_002058504.1|DVIR	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC6632171|XP_002055269.2|DVIR	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC6634749|XP_032296276.1|DVIR	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC6636661|XP_002060139.1|DVIR	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC6628830|XP_002052071.1|DVIR	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC6629531|XP_002053965.1|DVIR	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC6630969|XP_002053803.1|DVIR	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC6629712|XP_002053074.1|DVIR	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC6629631|XP_002053333.1|DVIR	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC6632907|XP_015026075.1|DVIR	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC6632220|XP_002055888.1|DVIR	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC6634439|XP_032296347.1|DVIR	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC6631543|XP_032295830.1|DVIR	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC6623650|XP_002046306.2|DVIR	LOC6054024|XP_038115572.1|CQUI
OG0004628	LOC6636926|XP_032289219.1|DVIR	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC6630470|XP_015027016.1|DVIR	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC6633060|XP_032289698.1|DVIR	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC6632805|XP_032289411.1|DVIR	LOC6048768|XP_001865645.1|CQUI
OG0004631	LOC6633584|XP_002057262.1|DVIR, LOC6623960|XP_002046847.1|DVIR	LOC6048209|XP_001865162.2|CQUI, LOC6035886|XP_001845999.1|CQUI
OG0004632	LOC6632806|XP_002056233.2|DVIR	LOC6048779|XP_038109334.1|CQUI
OG0004633	LOC6632217|XP_002055885.1|DVIR	LOC6045007|XP_038116758.1|CQUI
OG0004634	LOC6633234|XP_002055849.1|DVIR	LOC6051445|XP_001867883.2|CQUI
OG0004635	LOC6631942|XP_002055044.2|DVIR	LOC6051832|XP_038105109.1|CQUI
OG0004636	LOC6632091|XP_032295384.1|DVIR	LOC6038486|XP_038105456.1|CQUI
OG0004637	LOC6633413|XP_015025557.1|DVIR	LOC6035139|XP_038104086.1|CQUI
OG0004639	LOC6630242|XP_002053906.2|DVIR	LOC6038658|XP_038104660.1|CQUI
OG0004640	LOC6630244|XP_002053908.2|DVIR	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC6633851|XP_032295983.1|DVIR	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC6633414|XP_002056813.1|DVIR	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC6629349|XP_002053265.1|DVIR	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC6634681|XP_002057997.1|DVIR	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC6628190|XP_002052849.1|DVIR	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC6633814|XP_032296599.1|DVIR	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC6633748|XP_002056934.1|DVIR	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC6627753|XP_032293389.1|DVIR	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC6630547|XP_002054418.3|DVIR	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC6632939|XP_002056126.1|DVIR	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC6622712|XP_002048313.1|DVIR	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC6628457|XP_002051829.1|DVIR	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC6629938|XP_002054366.3|DVIR	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC6635452|XP_002059054.1|DVIR	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC6632965|XP_002056355.3|DVIR	LOC6034771|XP_038105085.1|CQUI
OG0004658	LOC6631196|XP_002053039.1|DVIR	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI
OG0004659	LOC6629310|XP_002052974.1|DVIR	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC6630916|XP_002053775.1|DVIR	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC6630545|XP_002054416.1|DVIR	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC6632329|XP_002056389.1|DVIR	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC6636051|XP_002059515.1|DVIR	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC6636050|XP_002059514.1|DVIR	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC6634719|XP_002058318.1|DVIR	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC6630044|XP_032295130.1|DVIR	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC26531172|XP_015027868.1|DVIR	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC6633857|XP_032295880.1|DVIR	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC6627541|XP_002052488.1|DVIR	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC6630234|XP_002054574.3|DVIR	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC6630247|XP_002053761.1|DVIR	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC6630400|XP_032294921.1|DVIR	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC6631093|XP_002054053.1|DVIR	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC6632300|XP_002055989.2|DVIR	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC6632302|XP_002055991.1|DVIR	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC6635122|XP_002058574.1|DVIR	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC6635011|XP_032295175.1|DVIR	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC6631192|XP_002054837.1|DVIR	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC6631183|XP_002053238.1|DVIR	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC6629569|XP_002054852.2|DVIR	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC6627311|XP_002052141.1|DVIR	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC6632537|XP_002056180.1|DVIR	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC116651838|XP_032294830.1|DVIR, LOC6630831|XP_002054117.1|DVIR	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC6632745|XP_015025972.1|DVIR	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC6632612|XP_002056312.1|DVIR	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC6632986|XP_002055836.2|DVIR	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC6629959|XP_015027150.1|DVIR	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC6630606|XP_002054481.2|DVIR	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC26531269|XP_032291384.1|DVIR	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC6632758|XP_002055856.1|DVIR	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC6630531|XP_002054806.1|DVIR, LOC116649728|XP_032294649.1|DVIR	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC6630527|XP_002054804.2|DVIR	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC6629491|XP_002052950.2|DVIR	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC6632304|XP_002055993.2|DVIR	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC6629736|XP_002054140.1|DVIR	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC116650828|XP_032291623.1|DVIR, LOC6631362|XP_032296002.1|DVIR	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC6632138|XP_002055390.1|DVIR	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC6629710|XP_002053072.1|DVIR	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC6633036|XP_032289642.1|DVIR	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC6629416|XP_002053150.1|DVIR	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC6630767|XP_002054825.2|DVIR	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC6630176|XP_015027069.1|DVIR	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC6630642|XP_002053025.1|DVIR	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC6634893|XP_002058481.1|DVIR	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC6622495|XP_002046422.1|DVIR	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC6629699|XP_002052957.2|DVIR	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC6630277|XP_002054888.3|DVIR	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC6634939|XP_002058709.1|DVIR	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC6631208|XP_002054439.1|DVIR	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC6630225|XP_032295015.1|DVIR	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC6630582|XP_002053854.1|DVIR	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC6635149|XP_002058633.2|DVIR	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC26530937|XP_032295164.1|DVIR	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC6634161|XP_002057528.1|DVIR	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC6634852|XP_002058642.1|DVIR	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC6631317|XP_032295656.1|DVIR	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC6628231|XP_002051801.1|DVIR	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC6629476|XP_032295555.1|DVIR	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC6630770|XP_002054828.1|DVIR	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC6634876|XP_032295029.1|DVIR	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC6631118|XP_002054238.2|DVIR	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC6632594|XP_002056021.2|DVIR	LOC6032650|XP_038104199.1|CQUI
OG0004726	LOC6632307|XP_002055996.1|DVIR	LOC6032660|XP_038104648.1|CQUI
OG0004727	LOC6629552|XP_015027072.1|DVIR	LOC6046598|XP_038104662.1|CQUI
OG0004728	LOC6633124|XP_002056067.1|DVIR	LOC6042430|XP_001851545.1|CQUI
OG0004729	LOC6632023|XP_002055238.1|DVIR	LOC6037482|XP_001847392.1|CQUI
OG0004730	LOC6627904|XP_002051397.1|DVIR	LOC6037484|XP_001847394.2|CQUI
OG0004731	LOC6630754|XP_002054493.1|DVIR	LOC6031661|XP_001842407.1|CQUI
OG0004732	LOC6630569|XP_002054386.1|DVIR	LOC6046292|XP_038109784.1|CQUI
OG0004733	LOC6630570|XP_002054387.1|DVIR	LOC6046295|XP_001863520.1|CQUI
OG0004734	LOC6631088|XP_032293627.1|DVIR	LOC6046299|XP_001863524.2|CQUI
OG0004735	LOC6629370|XP_032294949.1|DVIR	LOC6039070|XP_038122825.1|CQUI
OG0004736	LOC6631215|XP_032289600.1|DVIR	LOC6048415|XP_038117705.1|CQUI
OG0004737	LOC6634915|XP_002058675.1|DVIR	LOC6039929|XP_001849427.1|CQUI
OG0004738	LOC6634917|XP_032294885.1|DVIR	LOC6039931|XP_001849429.2|CQUI
OG0004739	LOC6630785|XP_002054819.1|DVIR	LOC6039934|XP_001849431.2|CQUI
OG0004740	LOC6629268|XP_002052975.1|DVIR	LOC6033684|XP_001844110.2|CQUI
OG0004741	LOC6635013|XP_002058657.1|DVIR	LOC6033683|XP_001844109.1|CQUI
OG0004742	LOC6636199|XP_032290104.1|DVIR	LOC6033676|XP_038108765.1|CQUI
OG0004743	LOC6635036|XP_002058615.1|DVIR	LOC6035507|XP_001845677.2|CQUI
OG0004744	LOC6627395|XP_002052147.1|DVIR	LOC6035527|XP_001845692.2|CQUI
OG0004745	LOC6633114|XP_032289723.1|DVIR	LOC119768951|XP_038116720.1|CQUI
OG0004746	LOC6629632|XP_002053334.2|DVIR	LOC6034950|XP_038105446.1|CQUI
OG0004747	LOC6629633|XP_015027207.1|DVIR	LOC6034945|XP_001845206.2|CQUI
OG0004748	LOC6629635|XP_002053337.2|DVIR	LOC6034937|XP_038122916.1|CQUI
OG0004749	LOC6629967|XP_002054169.3|DVIR	LOC6037416|XP_038116787.1|CQUI
OG0004750	LOC6630971|XP_002053805.1|DVIR	LOC6033696|XP_001844121.1|CQUI
