Orthogroup	DVIR.longest_only	DSER.longest_only
OG0005244	LOC6630426|XP_002053738.1|DVIR	LOC110186715|XP_020811645.1|DSER
OG0005245	LOC6629718|XP_002053675.3|DVIR	LOC110177146|XP_020799383.1|DSER
OG0005246	LOC6627598|XP_002052829.1|DVIR	LOC110187554|XP_020812602.1|DSER
OG0005247	LOC6625872|XP_002050792.1|DVIR	LOC110181125|XP_020804456.1|DSER
OG0005248	LOC6636057|XP_015024185.1|DVIR	LOC110188688|XP_020814150.1|DSER
OG0005249	LOC6629362|XP_002053571.1|DVIR	LOC110189426|XP_020815153.1|DSER
OG0005250	LOC6634076|XP_002057897.2|DVIR	LOC110182747|XP_020806516.1|DSER
OG0005251	LOC6627379|XP_032294058.1|DVIR	LOC110183300|XP_020807197.1|DSER
OG0005252	LOC6633911|XP_015025311.1|DVIR	LOC110181346|XP_020804727.1|DSER
OG0005253	LOC6635673|XP_015024545.1|DVIR	LOC110187442|XP_020812490.1|DSER
OG0005254	LOC6633938|XP_002057608.1|DVIR	LOC110185975|XP_020810656.1|DSER
OG0005255	LOC6633937|XP_002057607.1|DVIR	LOC110185953|XP_020810631.1|DSER
OG0005256	LOC6629179|XP_002052374.2|DVIR	LOC110188776|XP_020814277.1|DSER
OG0005257	LOC6634151|XP_002057628.2|DVIR	LOC110183852|XP_020807861.1|DSER
OG0005258	LOC6634070|XP_002057872.1|DVIR	LOC110183746|XP_020807760.1|DSER
OG0005259	LOC6634135|XP_002057523.2|DVIR	LOC110185604|XP_020810206.1|DSER
OG0005260	LOC6634157|XP_032289010.1|DVIR	LOC110185605|XP_020810209.1|DSER
OG0005261	LOC6627824|XP_002051137.2|DVIR	LOC110183388|XP_020807314.1|DSER
OG0005262	LOC6628096|XP_002052420.1|DVIR	LOC110187382|XP_020812429.1|DSER
OG0005263	LOC6633909|XP_002057602.2|DVIR	LOC110185709|XP_020810343.1|DSER
OG0005264	LOC6630686|XP_002054409.2|DVIR	LOC110187784|XP_020812913.1|DSER
OG0005265	LOC6634300|XP_002057452.1|DVIR	LOC110181384|XP_020804774.1|DSER
OG0005266	LOC6633931|XP_002057620.1|DVIR	LOC110185600|XP_020810202.1|DSER
OG0005267	LOC6628890|XP_002052091.1|DVIR	LOC110184913|XP_020809217.1|DSER
OG0005268	LOC6628891|XP_015028761.1|DVIR	LOC110184912|XP_020809216.1|DSER
OG0005269	LOC6629118|XP_002052110.1|DVIR	LOC110184916|XP_020809220.1|DSER
OG0005270	LOC6629213|XP_002051263.1|DVIR	LOC110183151|XP_020807000.1|DSER
OG0005271	LOC6628466|XP_002051541.1|DVIR	LOC110183813|XP_020807824.1|DSER
OG0005272	LOC6628469|XP_032293802.1|DVIR	LOC110183814|XP_020807825.1|DSER
OG0005273	LOC6628905|XP_002051549.1|DVIR	LOC110183822|XP_020807833.1|DSER
OG0005274	LOC6629243|XP_002051267.1|DVIR	LOC110183176|XP_020807027.1|DSER
OG0005275	LOC6636618|XP_002060084.2|DVIR	LOC110183373|XP_020807294.1|DSER
OG0005276	LOC6628025|XP_015028648.1|DVIR	LOC110187538|XP_020812590.1|DSER
OG0005277	LOC6627722|XP_002052515.1|DVIR	LOC110187563|XP_020812610.1|DSER
OG0005278	LOC6635845|XP_002059457.1|DVIR	LOC110182863|XP_020806664.1|DSER
OG0005279	LOC6628169|XP_015028192.1|DVIR	LOC110185869|XP_020810538.1|DSER
OG0005280	LOC6628212|XP_002052941.1|DVIR	LOC110185540|XP_020810106.1|DSER
OG0005281	LOC6627356|XP_032294194.1|DVIR	LOC110184946|XP_020809251.1|DSER
OG0005282	LOC6630460|XP_002053457.1|DVIR	LOC110187650|XP_020812717.1|DSER
OG0005283	LOC6631191|XP_002054836.1|DVIR	LOC110188722|XP_020814198.1|DSER
OG0005284	LOC6627472|XP_002052903.2|DVIR	LOC110187429|XP_020812476.1|DSER
OG0005285	LOC6627473|XP_002052904.1|DVIR	LOC110187437|XP_020812487.1|DSER
OG0005286	LOC6628254|XP_015028557.1|DVIR	LOC110186115|XP_020810822.1|DSER
OG0005287	LOC6628208|XP_002052937.1|DVIR	LOC110185993|XP_020810679.1|DSER
OG0005288	LOC6628362|XP_002052551.1|DVIR	LOC110182679|XP_020806425.1|DSER
OG0005289	LOC6627380|XP_002052400.1|DVIR	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER
OG0005290	LOC6630765|XP_002054624.1|DVIR	LOC110177245|XP_020799548.1|DSER
OG0005291	LOC6634273|XP_002057690.1|DVIR	LOC110185745|XP_020810400.1|DSER
OG0005292	LOC6634271|XP_002057688.1|DVIR	LOC110185743|XP_020810398.1|DSER
OG0005293	LOC6628499|XP_002051494.1|DVIR	LOC110185899|XP_020810572.1|DSER
OG0005294	LOC6629202|XP_002052621.1|DVIR	LOC110184995|XP_020809306.1|DSER
OG0005295	LOC6634274|XP_032293647.1|DVIR	LOC110186101|XP_020810805.1|DSER
OG0005296	LOC6629598|XP_002053551.2|DVIR	LOC110187693|XP_020812785.1|DSER
OG0005297	LOC6634375|XP_015025240.1|DVIR	LOC110183866|XP_020807878.1|DSER
OG0005298	LOC6628795|XP_002051218.1|DVIR	LOC110177870|XP_020800485.1|DSER
OG0005299	LOC6632260|XP_002055895.1|DVIR	LOC110189025|XP_020814647.1|DSER
OG0005300	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR	LOC110184333|XP_020808488.1|DSER
OG0005301	LOC6629149|XP_015028671.1|DVIR	LOC110183193|XP_020807058.1|DSER
OG0005302	LOC6627207|XP_032291849.1|DVIR	LOC110180267|XP_020803582.1|DSER
OG0005303	LOC6628663|XP_032294534.1|DVIR	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER
OG0005304	LOC6628332|XP_002051204.1|DVIR	LOC110185042|XP_020809354.1|DSER
OG0005305	LOC6635844|XP_002059456.1|DVIR	LOC110182862|XP_020806663.1|DSER
OG0005306	LOC6627708|XP_032293911.1|DVIR	LOC110184868|XP_020809173.1|DSER
OG0005307	LOC6627810|XP_002051772.1|DVIR	LOC110183175|XP_020807025.1|DSER
OG0005308	LOC6627978|XP_002051784.1|DVIR	LOC110183387|XP_020807313.1|DSER
OG0005309	LOC6627998|XP_002051787.2|DVIR	LOC110183758|XP_020807775.1|DSER
OG0005310	LOC6627558|XP_002052642.1|DVIR	LOC110177041|XP_020799217.1|DSER
OG0005311	LOC6635751|XP_015024520.1|DVIR	LOC110183915|XP_020807917.1|DSER
OG0005312	LOC6628523|XP_015027981.1|DVIR	LOC110182596|XP_020806310.1|DSER
OG0005313	LOC6629131|XP_015028442.1|DVIR	LOC110183295|XP_020807188.1|DSER
OG0005314	LOC6628950|XP_002052353.1|DVIR	LOC110184961|XP_020809268.1|DSER
OG0005315	LOC6627587|XP_002052818.3|DVIR	LOC110187493|XP_020812541.1|DSER
OG0005316	LOC6635846|XP_002059458.1|DVIR	LOC110182899|XP_020806713.1|DSER
OG0005317	LOC6627703|XP_002051987.1|DVIR	LOC110184863|XP_020809167.1|DSER
OG0005318	LOC6629246|XP_002051270.2|DVIR	LOC110188772|XP_020814267.1|DSER
OG0005319	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR	LOC110185648|XP_020810265.1|DSER
OG0005320	LOC6634355|XP_002057819.2|DVIR	LOC110185815|XP_020810480.1|DSER
OG0005321	LOC6635640|XP_002059186.2|DVIR	LOC110183417|XP_020807353.1|DSER
OG0005322	LOC6628356|XP_032294497.1|DVIR	LOC110181293|XP_020804673.1|DSER
OG0005323	LOC6627664|XP_032293438.1|DVIR	LOC110183795|XP_020807809.1|DSER
OG0005324	LOC6628594|XP_002051209.2|DVIR	LOC110177878|XP_020800502.1|DSER
OG0005325	LOC26531038|XP_015025381.1|DVIR	LOC110186106|XP_020810812.1|DSER
OG0005326	LOC6628335|XP_015028057.1|DVIR	LOC110183448|XP_020807387.1|DSER
OG0005327	LOC6627413|XP_002051086.1|DVIR	LOC110181421|XP_020804822.1|DSER
OG0005328	LOC6630691|XP_002054398.2|DVIR	LOC110187696|XP_020812790.1|DSER
OG0005329	LOC6622192|XP_002047866.1|DVIR	LOC110190798|XP_020817100.1|DSER
OG0005330	LOC6624138|XP_002047867.1|DVIR	LOC110190797|XP_020817099.1|DSER
OG0005331	LOC6628889|XP_002052090.1|DVIR	LOC110184861|XP_020809162.1|DSER
OG0005332	LOC6627499|XP_002052207.1|DVIR	LOC110187317|XP_020812365.1|DSER
OG0005333	LOC6628531|XP_002052727.1|DVIR	LOC110183027|XP_020806873.1|DSER
OG0005334	LOC6636635|XP_015023805.1|DVIR	LOC110183358|XP_020807279.1|DSER
OG0005335	LOC6626857|XP_002049228.2|DVIR	LOC110189634|XP_020815437.1|DSER
OG0005336	LOC6626117|XP_015029859.1|DVIR	LOC110189397|XP_020815111.1|DSER
OG0005337	LOC6624758|XP_002049752.2|DVIR	LOC110176628|XP_020798716.1|DSER
OG0005338	LOC6634127|XP_002057728.1|DVIR	LOC110177644|XP_020800118.1|DSER
OG0005339	LOC6627817|XP_002051142.3|DVIR	LOC110183285|XP_020807174.1|DSER
OG0005340	LOC6634281|XP_015025187.1|DVIR	LOC110187346|XP_020812392.1|DSER
OG0005341	LOC6625654|XP_002049871.1|DVIR	LOC110178906|XP_020801845.1|DSER
OG0005342	LOC6627894|XP_032294203.1|DVIR	LOC110183978|XP_020807993.1|DSER
OG0005343	LOC6635937|XP_002059376.2|DVIR	LOC110180024|XP_020803284.1|DSER
OG0005344	LOC6625645|XP_002049560.1|DVIR	LOC110177863|XP_020800467.1|DSER, LOC110179400|XP_020802583.1|DSER
OG0005345	LOC6634346|XP_015025174.1|DVIR	LOC110180585|XP_020803936.1|DSER
OG0005346	LOC6627461|XP_002052483.1|DVIR	LOC110185937|XP_020810610.1|DSER
OG0005347	LOC6629165|XP_002051904.1|DVIR	LOC110187511|XP_020812564.1|DSER
OG0005348	LOC6627378|XP_002052398.2|DVIR	LOC110183393|XP_020807319.1|DSER
OG0005349	LOC6627381|XP_002052401.1|DVIR	LOC110183322|XP_020807227.1|DSER
OG0005350	LOC6629216|XP_002051266.1|DVIR	LOC110183168|XP_020807019.1|DSER
OG0005351	LOC6624231|XP_032290345.1|DVIR	LOC110189096|XP_020814730.1|DSER
OG0005352	LOC6628159|XP_002052414.2|DVIR	LOC110183274|XP_020807160.1|DSER
OG0005353	LOC6625783|XP_002049581.1|DVIR	LOC110176359|XP_020798346.1|DSER
OG0005354	LOC6627734|XP_032293588.1|DVIR	LOC110185567|XP_020810150.1|DSER
OG0005355	LOC6628640|XP_002051884.3|DVIR	LOC110178175|XP_020800868.1|DSER
OG0005356	LOC6628639|XP_002051883.1|DVIR	LOC110178095|XP_020800761.1|DSER
OG0005357	LOC6628880|XP_002051660.1|DVIR	LOC110176851|XP_020798980.1|DSER
OG0005358	LOC6627735|XP_002051119.1|DVIR	LOC110185555|XP_020810131.1|DSER
OG0005359	LOC6626691|XP_002049416.1|DVIR	LOC110177392|XP_020799756.1|DSER
OG0005360	LOC6624036|XP_002047591.1|DVIR	LOC110185241|XP_020809636.1|DSER
OG0005361	LOC6629110|XP_002052604.1|DVIR	LOC110183485|XP_020807424.1|DSER
OG0005362	LOC6634122|XP_002057723.1|DVIR	LOC110187307|XP_020812355.1|DSER
OG0005363	LOC6627992|XP_002051429.1|DVIR	LOC110182702|XP_020806457.1|DSER
OG0005364	LOC6626175|XP_002050160.1|DVIR	LOC110179219|XP_020802313.1|DSER
OG0005365	LOC6628042|XP_032293909.1|DVIR	LOC110185002|XP_020809314.1|DSER
OG0005366	LOC6628043|XP_002052691.3|DVIR	LOC110184942|XP_020809248.1|DSER
OG0005367	LOC6627981|XP_002052693.1|DVIR	LOC110184977|XP_020809285.1|DSER
OG0005368	LOC6629778|XP_002052992.1|DVIR	LOC110190991|XP_020817362.1|DSER
OG0005369	LOC6627438|XP_032294444.1|DVIR	LOC110181152|XP_020804485.1|DSER
OG0005370	LOC6627915|XP_032294485.1|DVIR	LOC110183158|XP_020807009.1|DSER
OG0005371	LOC6627806|XP_002051768.1|DVIR	LOC110183160|XP_020807010.1|DSER
OG0005372	LOC6630039|XP_002054558.3|DVIR	LOC110188188|XP_020813423.1|DSER
OG0005373	LOC6629009|XP_002051278.1|DVIR	LOC110191701|XP_020818276.1|DSER
OG0005374	LOC6627705|XP_002051989.1|DVIR	LOC110184897|XP_020809203.1|DSER
OG0005375	LOC6627704|XP_002051988.2|DVIR	LOC110184896|XP_020809202.1|DSER
OG0005376	LOC6635684|XP_002059279.3|DVIR	LOC110186061|XP_020810757.1|DSER
OG0005377	LOC6624402|XP_002046370.1|DVIR	LOC110177556|XP_020799986.1|DSER
OG0005378	LOC6627654|XP_002051718.3|DVIR	LOC110185695|XP_020810321.1|DSER
OG0005379	LOC6628458|XP_002051830.2|DVIR	LOC110182257|XP_020805934.1|DSER
OG0005380	LOC6627618|XP_002051709.2|DVIR	LOC110186042|XP_020810740.1|DSER
OG0005381	LOC6628529|XP_002052725.2|DVIR	LOC110187464|XP_020812511.1|DSER
OG0005382	LOC6628537|XP_032294468.1|DVIR	LOC110187264|XP_020812311.1|DSER
OG0005383	LOC6623564|XP_002046881.3|DVIR	LOC110185190|XP_020809571.1|DSER
OG0005384	LOC6631067|XP_002053212.1|DVIR	LOC110190969|XP_020817318.1|DSER
OG0005385	LOC6626772|XP_002049836.2|DVIR	LOC110182917|XP_020806738.1|DSER
OG0005386	LOC6624906|XP_002050219.2|DVIR	LOC110178208|XP_020800909.1|DSER
OG0005387	LOC6630966|XP_032289666.1|DVIR	LOC110187652|XP_020812720.1|DSER
OG0005388	LOC6628184|XP_032294387.1|DVIR	LOC110187415|XP_020812463.1|DSER
OG0005389	LOC6627550|XP_002052285.1|DVIR	LOC110183987|XP_020808003.1|DSER
OG0005390	LOC6628542|XP_002051854.1|DVIR	LOC110182306|XP_020805981.1|DSER
OG0005391	LOC6628540|XP_002051852.1|DVIR	LOC110182308|XP_020805983.1|DSER
OG0005392	LOC6635735|XP_002059150.1|DVIR	LOC110179797|XP_020803066.1|DSER
OG0005393	LOC6632369|XP_002056199.1|DVIR	LOC110188106|XP_020813337.1|DSER
OG0005394	LOC6635715|XP_002059152.1|DVIR	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER
OG0005395	LOC6629031|XP_002052808.1|DVIR	LOC110178113|XP_020800785.1|DSER
OG0005396	LOC6627373|XP_002052638.2|DVIR	LOC110176955|XP_020799118.1|DSER
OG0005397	LOC6627376|XP_002052639.1|DVIR	LOC110176933|XP_020799089.1|DSER
OG0005398	LOC6632900|XP_002056751.1|DVIR	LOC110177180|XP_020799430.1|DSER
OG0005399	LOC6626766|XP_032292089.1|DVIR	LOC110180251|XP_020803570.1|DSER
OG0005400	LOC6627281|XP_002048700.2|DVIR	LOC110188998|XP_020814608.1|DSER
OG0005401	LOC6627565|XP_002052649.1|DVIR	LOC110176954|XP_020799116.1|DSER
OG0005402	LOC6627564|XP_002052648.1|DVIR	LOC110176956|XP_020799121.1|DSER
OG0005403	LOC6627559|XP_002052643.1|DVIR	LOC110176871|XP_020799005.1|DSER
OG0005404	LOC6627560|XP_002052644.1|DVIR	LOC110176872|XP_020799006.1|DSER
OG0005405	LOC6625593|XP_002048831.1|DVIR	LOC110178346|XP_020801127.1|DSER
OG0005406	LOC6625501|XP_002051007.1|DVIR	LOC110191590|XP_020818134.1|DSER
OG0005407	LOC6627022|XP_002050582.1|DVIR	LOC110176053|XP_020797929.1|DSER
OG0005408	LOC6628138|XP_002052306.1|DVIR	LOC110182353|XP_020806052.1|DSER
OG0005409	LOC6628424|XP_002051863.1|DVIR	LOC110177003|XP_020799172.1|DSER
OG0005410	LOC6627680|XP_002051737.1|DVIR	LOC110182390|XP_020806088.1|DSER
OG0005411	LOC6625635|XP_002050760.1|DVIR	LOC110178380|XP_020801176.1|DSER
OG0005412	LOC6625665|XP_002050786.1|DVIR	LOC110178360|XP_020801151.1|DSER
OG0005413	LOC6626073|XP_002048760.2|DVIR	LOC110189734|XP_020815587.1|DSER
OG0005414	LOC6634741|XP_002058189.1|DVIR	LOC110180446|XP_020803773.1|DSER
OG0005415	LOC6636659|XP_032295791.1|DVIR	LOC110179674|XP_020802944.1|DSER
OG0005416	LOC6626363|XP_002050692.1|DVIR	LOC110191567|XP_020818107.1|DSER
OG0005417	LOC6627987|XP_002052699.1|DVIR	LOC110187216|XP_020812275.1|DSER
OG0005418	LOC6627493|XP_002052201.1|DVIR	LOC110184957|XP_020809263.1|DSER
OG0005419	LOC6628044|XP_002051155.1|DVIR	LOC110183317|XP_020807221.1|DSER
OG0005420	LOC6627649|XP_002052500.1|DVIR	LOC110185846|XP_020810512.1|DSER
OG0005421	LOC6627877|XP_002052001.1|DVIR	LOC110184969|XP_020809276.1|DSER
OG0005422	LOC6631880|XP_032295371.1|DVIR	LOC110179563|XP_020802803.1|DSER
OG0005423	LOC6627347|XP_002052458.2|DVIR	LOC110176855|XP_020798987.1|DSER
OG0005424	LOC6635901|XP_002059426.1|DVIR	LOC110182969|XP_020806822.1|DSER
OG0005425	LOC6636689|XP_032295771.1|DVIR	LOC110184595|XP_020808844.1|DSER
OG0005426	LOC6625354|XP_002050321.3|DVIR	LOC110177062|XP_020799237.1|DSER
OG0005427	LOC6634117|XP_002057718.1|DVIR	LOC110181427|XP_020804828.1|DSER
OG0005428	LOC6628617|XP_032293719.1|DVIR	LOC110185630|XP_020810242.1|DSER
OG0005429	LOC6628739|XP_002051555.1|DVIR	LOC110185044|XP_020809355.1|DSER
OG0005430	LOC6628738|XP_002051554.1|DVIR	LOC110185041|XP_020809353.1|DSER
OG0005431	LOC6628962|XP_002051567.1|DVIR	LOC110185098|XP_020809447.1|DSER
OG0005432	LOC6627300|XP_015028163.1|DVIR	LOC110182823|XP_020806618.1|DSER
OG0005433	LOC6625101|XP_002050120.1|DVIR	LOC110177785|XP_020800315.1|DSER
OG0005434	LOC6627797|XP_002051307.1|DVIR	LOC110185109|XP_020809458.1|DSER
OG0005435	LOC6627297|XP_002051282.2|DVIR	LOC110182822|XP_020806617.1|DSER
OG0005436	LOC6627299|XP_002051283.1|DVIR	LOC110176025|XP_020797895.1|DSER
OG0005437	LOC6633107|XP_032288756.1|DVIR	LOC110191410|XP_020817927.1|DSER
OG0005438	LOC6629047|XP_002052885.1|DVIR	LOC110176823|XP_020798932.1|DSER
OG0005439	LOC6632251|XP_002056080.1|DVIR	LOC110185434|XP_020809920.1|DSER
OG0005440	LOC6627689|XP_032294473.1|DVIR	LOC110178213|XP_020800914.1|DSER
OG0005441	LOC6628885|XP_002051665.1|DVIR	LOC110177977|XP_020800630.1|DSER
OG0005442	LOC6627768|XP_002052657.1|DVIR	LOC110176865|XP_020798999.1|DSER
OG0005443	LOC6636634|XP_032289180.1|DVIR	LOC110183357|XP_020807277.1|DSER
OG0005444	LOC6628831|XP_002052072.1|DVIR	LOC110187596|XP_020812647.1|DSER
OG0005445	LOC6628109|XP_032294347.1|DVIR	LOC110183474|XP_020807411.1|DSER
OG0005446	LOC6627789|XP_002052677.2|DVIR	LOC110176810|XP_020798909.1|DSER
OG0005447	LOC6635774|XP_002059170.1|DVIR	LOC110182329|XP_020806020.1|DSER
OG0005448	LOC6636465|XP_002059914.1|DVIR	LOC110177797|XP_020800345.1|DSER
OG0005449	LOC6635291|XP_002058801.1|DVIR	LOC110184482|XP_020808692.1|DSER
OG0005450	LOC6630302|XP_002054187.1|DVIR	LOC110186244|XP_020810972.1|DSER
OG0005451	LOC6628401|XP_015028524.1|DVIR	LOC110187481|XP_020812527.1|DSER
OG0005452	LOC6625124|XP_032292327.1|DVIR	LOC110179221|XP_020802318.1|DSER
OG0005453	LOC6632456|XP_002056302.1|DVIR	LOC110186917|XP_020811898.1|DSER
OG0005454	LOC6635667|XP_002059202.1|DVIR	LOC110184818|XP_020809117.1|DSER
OG0005455	LOC6625888|XP_002050359.1|DVIR	LOC110176784|XP_020798883.1|DSER
OG0005456	LOC6634254|XP_002057640.1|DVIR	LOC110181431|XP_020804833.1|DSER
OG0005457	LOC6634252|XP_015025221.1|DVIR	LOC110181414|XP_020804811.1|DSER
OG0005458	LOC6628508|XP_015028273.1|DVIR	LOC110187341|XP_020812388.1|DSER
OG0005459	LOC6628826|XP_002052591.2|DVIR	LOC110182315|XP_020806002.1|DSER
OG0005460	LOC6628182|XP_032294385.1|DVIR	LOC110187408|XP_020812455.1|DSER
OG0005461	LOC6628066|XP_002051535.1|DVIR	LOC110183776|XP_020807792.1|DSER
OG0005462	LOC6628068|XP_002051537.1|DVIR	LOC110183777|XP_020807793.1|DSER
OG0005463	LOC6624328|XP_002047891.1|DVIR	LOC110176274|XP_020798250.1|DSER
OG0005464	LOC6628065|XP_002051534.2|DVIR	LOC110181455|XP_020804860.1|DSER
OG0005465	LOC6634251|XP_002057637.2|DVIR	LOC110181456|XP_020804862.1|DSER
OG0005466	LOC6634253|XP_002057639.1|DVIR	LOC110181413|XP_020804810.1|DSER
OG0005467	LOC116651868|XP_032295002.1|DVIR, LOC6630064|XP_032295266.1|DVIR	LOC110177394|XP_020799757.1|DSER
OG0005468	LOC6627673|XP_002051949.1|DVIR	LOC110176861|XP_020798994.1|DSER
OG0005469	LOC6628909|XP_002051553.1|DVIR	LOC110183839|XP_020807849.1|DSER
OG0005470	LOC6634370|XP_002057564.1|DVIR	LOC110183838|XP_020807847.1|DSER
OG0005471	LOC6629159|XP_002052362.1|DVIR	LOC110184870|XP_020809176.1|DSER
OG0005472	LOC6628957|XP_002052360.1|DVIR	LOC110184937|XP_020809241.1|DSER
OG0005473	LOC6628034|XP_002052911.1|DVIR	LOC110187406|XP_020812453.1|DSER
OG0005474	LOC6629206|XP_002052625.2|DVIR	LOC110187322|XP_020812369.1|DSER
OG0005475	LOC6629205|XP_002052624.1|DVIR	LOC110187297|XP_020812345.1|DSER
OG0005476	LOC6635879|XP_002059352.2|DVIR	LOC110182893|XP_020806702.1|DSER
OG0005477	LOC6622934|XP_002048540.2|DVIR	LOC110189886|XP_020815794.1|DSER
OG0005478	LOC6629014|XP_002052756.1|DVIR	LOC110185884|XP_020810555.1|DSER
OG0005479	LOC6629013|XP_002052755.1|DVIR	LOC110185883|XP_020810553.1|DSER
OG0005480	LOC6628113|XP_002052309.1|DVIR	LOC110185749|XP_020810406.1|DSER
OG0005481	LOC6628263|XP_002052543.1|DVIR	LOC110176966|XP_020799132.1|DSER
OG0005482	LOC6628265|XP_002052545.2|DVIR	LOC110177096|XP_020799291.1|DSER
OG0005483	LOC6630294|XP_032295294.1|DVIR	LOC110191712|XP_020818285.1|DSER
OG0005484	LOC6627435|XP_002052161.1|DVIR	LOC110182394|XP_020806093.1|DSER
OG0005485	LOC6627148|XP_032292141.1|DVIR	LOC110176308|XP_020798288.1|DSER
OG0005486	LOC6626614|XP_002048708.1|DVIR	LOC110178271|XP_020800996.1|DSER
OG0005487	LOC6627859|XP_002052278.3|DVIR	LOC110183977|XP_020807991.1|DSER
OG0005488	LOC6627860|XP_002052279.3|DVIR	LOC110183960|XP_020807975.1|DSER
OG0005489	LOC6635688|XP_002059283.1|DVIR	LOC110185654|XP_020810272.1|DSER
OG0005490	LOC6635687|XP_002059282.2|DVIR	LOC110185688|XP_020810315.1|DSER
OG0005491	LOC6628440|XP_032294566.1|DVIR	LOC110181307|XP_020804687.1|DSER
OG0005492	LOC6628357|XP_002052223.1|DVIR	LOC110181294|XP_020804674.1|DSER
OG0005493	LOC6628320|XP_032293737.1|DVIR	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER
OG0005494	LOC6626235|XP_002048859.1|DVIR	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER
OG0005495	LOC6625265|XP_002050628.1|DVIR	LOC110184072|XP_020808110.1|DSER
OG0005496	LOC6629739|XP_002054143.1|DVIR	LOC110177173|XP_020799417.1|DSER
OG0005497	LOC6634006|XP_002057827.1|DVIR	LOC110185724|XP_020810366.1|DSER
OG0005498	LOC6634005|XP_002057826.1|DVIR	LOC110185725|XP_020810367.1|DSER
OG0005499	LOC6634000|XP_002057821.3|DVIR	LOC110186111|XP_020810817.1|DSER
OG0005500	LOC6634001|XP_002057822.1|DVIR	LOC110186114|XP_020810819.1|DSER
OG0005501	LOC6628465|XP_002051540.1|DVIR	LOC110183738|XP_020807745.1|DSER
OG0005502	LOC6628464|XP_002051539.1|DVIR	LOC110183740|XP_020807746.1|DSER
OG0005503	LOC6629231|XP_032293393.1|DVIR	LOC110183184|XP_020807033.1|DSER
OG0005504	LOC6627678|XP_002051735.1|DVIR	LOC110183204|XP_020807076.1|DSER
OG0005506	LOC6627494|XP_015028378.1|DVIR	LOC110184992|XP_020809302.1|DSER
OG0005507	LOC6628719|XP_002051892.1|DVIR	LOC110178168|XP_020800861.1|DSER
OG0005508	LOC6628765|XP_032294264.1|DVIR	LOC110183454|XP_020807393.1|DSER
OG0005509	LOC6628558|XP_015028288.1|DVIR	LOC110176973|XP_020799137.1|DSER
OG0005510	LOC6634023|XP_002057487.2|DVIR	LOC110185877|XP_020810548.1|DSER
OG0005511	LOC6636082|XP_002059613.3|DVIR	LOC110183078|XP_020806923.1|DSER
OG0005512	LOC6631212|XP_002053955.1|DVIR	LOC110188627|XP_020814059.1|DSER
OG0005513	LOC6628157|XP_002052412.2|DVIR	LOC110187118|XP_020812187.1|DSER
OG0005514	LOC6630967|XP_002053801.1|DVIR	LOC110187705|XP_020812799.1|DSER
OG0005515	LOC6626219|XP_002050747.1|DVIR	LOC110182492|XP_020806201.1|DSER
OG0005516	LOC6636642|XP_002060109.1|DVIR	LOC110183335|XP_020807244.1|DSER
OG0005517	LOC6627350|XP_032294276.1|DVIR	LOC110184979|XP_020809288.1|DSER
OG0005518	LOC6629257|XP_002052781.2|DVIR	LOC110176920|XP_020799072.1|DSER
OG0005519	LOC6626902|XP_002050964.1|DVIR	LOC110177688|XP_020800170.1|DSER
OG0005520	LOC6629113|XP_015028499.1|DVIR	LOC110183455|XP_020807394.1|DSER
OG0005521	LOC6629233|XP_002052609.1|DVIR	LOC110183405|XP_020807339.1|DSER
OG0005522	LOC6623353|XP_032289988.1|DVIR	LOC110181262|XP_020804628.1|DSER
OG0005523	LOC6628436|XP_002052044.2|DVIR	LOC110187425|XP_020812474.1|DSER
OG0005524	LOC6633904|XP_002057597.1|DVIR	LOC110185715|XP_020810351.1|DSER
OG0005525	LOC6629091|XP_002052438.1|DVIR	LOC110183411|XP_020807346.1|DSER
OG0005526	LOC6629127|XP_002052393.1|DVIR	LOC110183301|XP_020807200.1|DSER
OG0005527	LOC6636182|XP_032290054.1|DVIR	LOC110184519|XP_020808745.1|DSER
OG0005528	LOC6628474|XP_002052557.2|DVIR	LOC110182667|XP_020806405.1|DSER
OG0005529	LOC6634238|XP_032293765.1|DVIR	LOC110182724|XP_020806484.1|DSER
OG0005530	LOC6628806|XP_032293558.1|DVIR	LOC110185751|XP_020810408.1|DSER
OG0005531	LOC6624409|XP_002047169.1|DVIR	LOC110189849|XP_020815718.1|DSER
OG0005532	LOC6635625|XP_002059117.1|DVIR	LOC110177095|XP_020799286.1|DSER
OG0005533	LOC6628985|XP_002052116.1|DVIR	LOC110182322|XP_020806012.1|DSER
OG0005534	LOC6636840|XP_002060312.1|DVIR	LOC110178756|XP_020801648.1|DSER
OG0005535	LOC6627684|XP_002051741.1|DVIR	LOC110182260|XP_020805936.1|DSER
OG0005536	LOC6629040|XP_002052186.1|DVIR	LOC110184898|XP_020809204.1|DSER
OG0005537	LOC6628520|XP_002051678.1|DVIR	LOC110182607|XP_020806328.1|DSER
