Orthogroup	DVIR.longest_only	DPSE.longest_only
OG0004854	LOC6623098|XP_015030871.1|DVIR	LOC6900440|XP_015042767.2|DPSE
OG0004855	LOC26530891|XP_015031662.1|DVIR	LOC6900755|XP_002135114.3|DPSE
OG0004856	LOC6623982|XP_015030488.1|DVIR	LOC4812248|XP_033238732.1|DPSE
OG0004857	LOC6624680|XP_002047151.2|DVIR	LOC4813081|XP_001353569.3|DPSE
OG0004858	LOC6624032|XP_032290321.1|DVIR	LOC4812378|XP_033237976.1|DPSE
OG0004859	LOC6623866|XP_002048301.1|DVIR	LOC4812062|XP_001352518.2|DPSE
OG0004860	LOC6624709|XP_002046631.1|DVIR	LOC4814151|XP_001354294.1|DPSE
OG0004861	LOC6622904|XP_032290283.1|DVIR	LOC4813529|XP_033237632.1|DPSE
OG0004862	LOC6622836|XP_032290626.1|DVIR	LOC6900735|XP_033241263.1|DPSE
OG0004863	LOC6622549|XP_002047004.2|DVIR	LOC4813226|XP_001353862.4|DPSE
OG0004864	LOC6622983|XP_002047080.1|DVIR	LOC4813213|XP_001353887.3|DPSE
OG0004865	LOC6633178|XP_002055966.1|DVIR	LOC4800687|XP_001357913.2|DPSE
OG0004866	LOC6624609|XP_002046990.1|DVIR	LOC4812988|XP_001353463.2|DPSE
OG0004867	LOC6635969|XP_002059333.1|DVIR	LOC6898950|XP_002138911.3|DPSE
OG0004868	LOC6635970|XP_002059334.1|DVIR	LOC4804828|XP_033234156.1|DPSE
OG0004869	LOC6626703|XP_002050465.1|DVIR	LOC4803425|XP_001360140.2|DPSE
OG0004870	LOC6626708|XP_015029187.1|DVIR	LOC4803430|XP_001360145.1|DPSE
OG0004871	LOC6626467|XP_002050369.3|DVIR	LOC4805452|XP_001361851.2|DPSE
OG0004872	LOC6625267|XP_002050630.1|DVIR	LOC4803563|XP_001360270.2|DPSE
OG0004873	LOC6627557|XP_002052641.1|DVIR	LOC4817473|XP_001356599.3|DPSE
OG0004874	LOC6629571|XP_002054854.2|DVIR	LOC4802230|XP_001359193.3|DPSE
OG0004875	LOC6631701|XP_002054971.2|DVIR	LOC6901726|XP_002134394.3|DPSE
OG0004876	LOC6631400|XP_002055670.2|DVIR	LOC117184453|XP_033237998.1|DPSE, LOC4814242|XP_001354480.3|DPSE
OG0004877	LOC6623771|XP_002048628.1|DVIR	LOC4812225|XP_001352783.3|DPSE
OG0004878	LOC6626347|XP_002050348.1|DVIR	LOC4804135|XP_001360741.1|DPSE
OG0004879	LOC6626141|XP_002050006.2|DVIR	LOC6898449|XP_015039816.2|DPSE
OG0004880	LOC6624724|XP_002048124.1|DVIR	LOC4812278|XP_001352974.1|DPSE
OG0004881	LOC6623604|XP_002047334.1|DVIR	LOC4814098|XP_001354229.3|DPSE
OG0004882	LOC6623249|XP_002047296.1|DVIR	LOC4813449|XP_001353459.4|DPSE
OG0004883	LOC6623147|XP_002047752.2|DVIR	LOC4812186|XP_001352729.4|DPSE
OG0004884	LOC6625585|XP_032292240.1|DVIR	LOC4804863|XP_033234796.1|DPSE
OG0004885	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR	LOC4804754|XP_001361266.5|DPSE
OG0004886	LOC6627278|XP_002050655.1|DVIR	LOC4805473|XP_001361868.2|DPSE
OG0004887	LOC6625352|XP_002051005.1|DVIR	LOC4804789|XP_001361297.2|DPSE
OG0004888	LOC6626821|XP_032292071.1|DVIR	LOC4803627|XP_001360315.3|DPSE
OG0004889	LOC6626018|XP_015029190.1|DVIR	LOC4804713|XP_015040133.2|DPSE
OG0004890	LOC6625340|XP_002050422.1|DVIR	LOC4804871|XP_033233447.1|DPSE
OG0004891	LOC6633253|XP_032296583.1|DVIR	LOC4814299|XP_001354437.2|DPSE
OG0004892	LOC6624796|XP_015029736.1|DVIR	LOC4804368|XP_033233267.1|DPSE
OG0004893	LOC6626289|XP_032292650.1|DVIR	LOC4804239|XP_001360830.1|DPSE
OG0004894	LOC6626076|XP_002048763.1|DVIR	LOC4805141|XP_001361593.3|DPSE
OG0004895	LOC6626838|XP_002050840.1|DVIR	LOC6898495|XP_002138536.1|DPSE
OG0004896	LOC6627124|XP_015029968.1|DVIR	LOC4803744|XP_015039308.2|DPSE
OG0004897	LOC6627204|XP_002050276.3|DVIR	LOC4803742|XP_033234352.1|DPSE
OG0004898	LOC6626497|XP_032292441.1|DVIR	LOC6898522|XP_002138563.1|DPSE
OG0004899	LOC6635927|XP_032291627.1|DVIR	LOC6899084|XP_033234682.1|DPSE
OG0004900	LOC6625914|XP_002050429.1|DVIR	LOC4804091|XP_001360709.3|DPSE
OG0004901	LOC6625915|XP_002050430.3|DVIR	LOC6898519|XP_002138560.2|DPSE
OG0004902	LOC6622353|XP_002046545.1|DVIR	LOC4813582|XP_001353561.3|DPSE
OG0004903	LOC6625867|XP_002050788.1|DVIR	LOC6898822|XP_002138795.1|DPSE
OG0004904	LOC6631190|XP_032294873.1|DVIR	LOC4801755|XP_001358796.2|DPSE
OG0004905	LOC6625678|XP_015029591.1|DVIR	LOC4803635|XP_015039218.1|DPSE
OG0004906	LOC6623196|XP_032290548.1|DVIR	LOC4814144|XP_001354296.2|DPSE
OG0004907	LOC6623413|XP_002047295.2|DVIR	LOC4812821|XP_001353460.1|DPSE
OG0004908	LOC6624162|XP_002046292.1|DVIR	LOC4813082|XP_001353217.1|DPSE
OG0004909	LOC6623779|XP_015031075.1|DVIR	LOC4812930|XP_001353223.3|DPSE
OG0004910	LOC6623959|XP_002046284.1|DVIR	LOC4812769|XP_001353225.3|DPSE
OG0004911	LOC6622181|XP_002046838.2|DVIR	LOC6900181|XP_002135520.1|DPSE
OG0004912	LOC6623130|XP_002047258.1|DVIR	LOC4814058|XP_001354295.1|DPSE
OG0004913	LOC6635839|XP_002059451.1|DVIR	LOC4804424|XP_001360990.2|DPSE
OG0004914	LOC6635823|XP_002059446.3|DVIR	LOC6898485|XP_002138527.2|DPSE
OG0004915	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR	LOC4805587|XP_001361968.1|DPSE
OG0004916	LOC6624853|XP_002050854.3|DVIR	LOC4803781|XP_001360444.3|DPSE
OG0004917	LOC6622231|XP_002046355.2|DVIR	LOC4812495|XP_001352607.3|DPSE
OG0004918	LOC6624140|XP_032290929.1|DVIR	LOC4812409|XP_001352606.2|DPSE
OG0004919	LOC6629745|XP_002053887.1|DVIR	LOC4801114|XP_001358261.3|DPSE
OG0004920	LOC6622977|XP_002048482.2|DVIR	LOC4813046|XP_001354013.3|DPSE
OG0004921	LOC6624610|XP_032291031.1|DVIR	LOC4813191|XP_033240186.1|DPSE
OG0004922	LOC6623342|XP_002046751.1|DVIR	LOC4812733|XP_033238673.1|DPSE
OG0004923	LOC6624308|XP_002046344.1|DVIR	LOC4812485|XP_001352599.1|DPSE
OG0004924	LOC6623498|XP_002046149.1|DVIR	LOC4813748|XP_001353825.2|DPSE
OG0004925	LOC6623307|XP_002046115.3|DVIR	LOC4812462|XP_001352872.2|DPSE
OG0004926	LOC6623484|XP_002046165.1|DVIR	LOC4812258|XP_001352847.1|DPSE
OG0004927	LOC6623485|XP_015031016.1|DVIR	LOC6900907|XP_033241330.1|DPSE
OG0004928	LOC6626947|XP_015029034.1|DVIR	LOC4804067|XP_015039581.2|DPSE
OG0004929	LOC6622740|XP_015030934.1|DVIR	LOC4811974|XP_033240584.1|DPSE
OG0004930	LOC6635962|XP_032291698.1|DVIR	LOC6898955|XP_033235089.1|DPSE
OG0004931	LOC6635842|XP_002059454.1|DVIR	LOC4804426|XP_001360992.2|DPSE
OG0004932	LOC6623532|XP_032290834.1|DVIR	LOC4812292|XP_001352503.4|DPSE
OG0004933	LOC6625181|XP_032291968.1|DVIR	LOC4803571|XP_001360278.1|DPSE
OG0004934	LOC6635400|XP_002058843.1|DVIR	LOC4804283|XP_001360864.1|DPSE
OG0004935	LOC6625079|XP_002050984.1|DVIR	LOC4804813|XP_001361315.2|DPSE
OG0004936	LOC6636594|XP_032291410.1|DVIR	LOC4812491|XP_001352645.4|DPSE
OG0004937	LOC6623440|XP_002047298.2|DVIR	LOC4812909|XP_015043201.2|DPSE
OG0004938	LOC6622439|XP_002048189.2|DVIR	LOC4813433|XP_001353259.2|DPSE
OG0004939	LOC6622462|XP_002047505.1|DVIR	LOC4812365|XP_001352941.3|DPSE
OG0004940	LOC6622133|XP_002047513.3|DVIR	LOC4812408|XP_001352943.4|DPSE
OG0004941	LOC6623296|XP_032290830.1|DVIR	LOC6899995|XP_015043675.2|DPSE
OG0004942	LOC6623672|XP_002047388.1|DVIR	LOC4813799|XP_001353745.3|DPSE
OG0004943	LOC6624660|XP_002046592.1|DVIR	LOC4813935|XP_033239659.1|DPSE
OG0004944	LOC6623558|XP_002046616.2|DVIR	LOC4814124|XP_033238397.1|DPSE
OG0004945	LOC6625718|XP_032291925.1|DVIR	LOC4803412|XP_001360159.2|DPSE
OG0004946	LOC6624632|XP_002047612.2|DVIR	LOC4813959|XP_001354118.1|DPSE
OG0004947	LOC6622048|XP_002046381.1|DVIR	LOC4813605|XP_001353729.2|DPSE
OG0004948	LOC6624312|XP_032290890.1|DVIR	LOC4813751|XP_001353731.3|DPSE
OG0004949	LOC6624505|XP_032290887.1|DVIR	LOC4813165|XP_001353734.4|DPSE
OG0004950	LOC6627338|XP_002052235.1|DVIR	LOC6899977|XP_015043636.2|DPSE
OG0004951	LOC6632938|XP_032289671.1|DVIR	LOC4801104|XP_015038651.2|DPSE
OG0004952	LOC6622351|XP_002046966.1|DVIR	LOC4813132|XP_001353355.3|DPSE
OG0004953	LOC6623585|XP_002046183.1|DVIR	LOC4812253|XP_001352538.1|DPSE
OG0004954	LOC6623659|XP_002046181.1|DVIR	LOC4812164|XP_001352536.2|DPSE
OG0004955	LOC6623984|XP_002046855.1|DVIR	LOC4814014|XP_001354181.1|DPSE
OG0004956	LOC6635936|XP_002059375.1|DVIR	LOC4804082|XP_001360700.3|DPSE
OG0004957	LOC6622408|XP_002046973.2|DVIR	LOC4813673|XP_001353475.4|DPSE
OG0004958	LOC6622173|XP_032290213.1|DVIR	LOC6900442|XP_033239503.1|DPSE
OG0004959	LOC6623243|XP_032290217.1|DVIR	LOC4813153|XP_033241415.1|DPSE
OG0004960	LOC6623270|XP_015030875.1|DVIR	LOC4813184|XP_015042771.2|DPSE
OG0004961	LOC6626212|XP_002050547.2|DVIR	LOC4805338|XP_001361754.3|DPSE
OG0004962	LOC6623309|XP_002047755.1|DVIR	LOC4812195|XP_001352726.3|DPSE
OG0004963	LOC6622170|XP_032290191.1|DVIR	LOC6900521|XP_002134909.2|DPSE
OG0004964	LOC6624539|XP_002047109.1|DVIR	LOC4813008|XP_033238271.1|DPSE
OG0004965	LOC6623965|XP_002046878.1|DVIR	LOC4812254|XP_001352691.2|DPSE
OG0004966	LOC6622193|XP_002046879.1|DVIR	LOC4812535|XP_001352692.1|DPSE
OG0004967	LOC6626478|XP_002050463.1|DVIR	LOC4803423|XP_033234252.1|DPSE
OG0004968	LOC6623145|XP_002046091.3|DVIR	LOC4812339|XP_001352634.2|DPSE
OG0004969	LOC6626651|XP_002050645.1|DVIR	LOC4805665|XP_001362026.1|DPSE
OG0004970	LOC6623146|XP_002046092.1|DVIR	LOC4812628|XP_001352633.3|DPSE
OG0004971	LOC6623281|XP_002046095.1|DVIR	LOC4812262|XP_001352631.1|DPSE
OG0004972	LOC26531321|XP_015031728.1|DVIR	LOC26532415|XP_015043765.1|DPSE
OG0004973	LOC6636838|XP_002060311.1|DVIR	LOC4812421|XP_001352493.2|DPSE
OG0004974	LOC6623204|XP_002046738.1|DVIR	LOC6900438|XP_002134829.2|DPSE
OG0004975	LOC6624360|XP_002046346.1|DVIR	LOC4811985|XP_001352601.1|DPSE
OG0004976	LOC6636919|XP_032291477.1|DVIR	LOC4812227|XP_033239295.1|DPSE
OG0004977	LOC6635804|XP_002059313.1|DVIR	LOC4804528|XP_001361076.2|DPSE
OG0004978	LOC6625077|XP_002050982.1|DVIR	LOC4804815|XP_001361317.3|DPSE
OG0004979	LOC6624075|XP_002046586.1|DVIR	LOC4813930|XP_001354092.2|DPSE
OG0004980	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR	LOC4813624|XP_033239975.1|DPSE
OG0004981	LOC6623013|XP_002047563.1|DVIR	LOC4811877|XP_001352926.2|DPSE
OG0004982	LOC6623023|XP_002047566.1|DVIR	LOC4812423|XP_001352929.3|DPSE
OG0004983	LOC6623318|XP_002047121.1|DVIR	LOC4812800|XP_033240781.1|DPSE
OG0004984	LOC6623738|XP_002047340.2|DVIR	LOC4811898|XP_001352850.4|DPSE
OG0004985	LOC6624509|XP_015030890.1|DVIR	LOC6900117|XP_015043830.2|DPSE
OG0004986	LOC6622197|XP_015031518.1|DVIR	LOC4813864|XP_001353965.3|DPSE
OG0004987	LOC6622079|XP_015030785.1|DVIR	LOC4812304|XP_033240842.1|DPSE
OG0004988	LOC6624515|XP_032291030.1|DVIR	LOC4812497|XP_015043833.2|DPSE
OG0004989	LOC6622100|XP_002047026.1|DVIR	LOC4812021|XP_033238674.1|DPSE
OG0004990	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR	LOC6898473|XP_002138515.1|DPSE
OG0004991	LOC6626915|XP_002050969.1|DVIR	LOC4803376|XP_001360095.2|DPSE
OG0004992	LOC6626916|XP_002050970.1|DVIR	LOC4803377|XP_001360094.1|DPSE
OG0004993	LOC6622356|XP_002046967.1|DVIR	LOC4813794|XP_001353356.3|DPSE
OG0004994	LOC6636566|XP_002060070.1|DVIR	LOC4812583|XP_033237413.1|DPSE
OG0004995	LOC6623656|XP_002046560.3|DVIR	LOC4812757|XP_033237527.1|DPSE
OG0004996	LOC6623718|XP_002046271.1|DVIR	LOC4814039|XP_001354163.3|DPSE
OG0004997	LOC6625000|XP_002050671.2|DVIR	LOC4805633|XP_001362003.1|DPSE
OG0004998	LOC6625525|XP_002051019.1|DVIR	LOC4804851|XP_001361344.3|DPSE
OG0004999	LOC6622254|XP_002046941.1|DVIR	LOC4814121|XP_001354280.2|DPSE
OG0005000	LOC6626571|XP_002050550.1|DVIR	LOC4805335|XP_033233870.1|DPSE
OG0005001	LOC6624418|XP_002046925.2|DVIR	LOC4814077|XP_033237853.1|DPSE
OG0005002	LOC6630555|XP_002053273.1|DVIR	LOC4802621|XP_001359506.1|DPSE
OG0005003	LOC6622137|XP_002046418.1|DVIR	LOC4814171|XP_001354206.1|DPSE
OG0005004	LOC6623191|XP_002046859.2|DVIR	LOC4813995|XP_001354184.2|DPSE
OG0005005	LOC6622414|XP_002047500.1|DVIR	LOC6900243|XP_002135572.1|DPSE
OG0005006	LOC6622741|XP_015030776.1|DVIR	LOC6899939|XP_015043574.1|DPSE, LOC6899586|XP_033239509.1|DPSE
OG0005007	LOC6623773|XP_015030856.1|DVIR	LOC6900507|XP_002134896.3|DPSE
OG0005008	LOC6623409|XP_002047780.1|DVIR	LOC4813311|XP_033241079.1|DPSE
OG0005009	LOC6623936|XP_002047372.1|DVIR	LOC4812916|XP_001353791.1|DPSE
OG0005010	LOC6623788|XP_002048630.2|DVIR	LOC4812179|XP_001352781.3|DPSE
OG0005011	LOC6625741|XP_002050001.2|DVIR	LOC4804297|XP_001360877.4|DPSE
OG0005012	LOC6623186|XP_002047760.1|DVIR	LOC4813584|XP_001353211.3|DPSE
OG0005013	LOC6629859|XP_002053182.2|DVIR	LOC4803027|XP_001359829.2|DPSE
OG0005014	LOC6624266|XP_002047114.1|DVIR	LOC4813140|XP_001353716.1|DPSE
OG0005015	LOC6623053|XP_002048498.1|DVIR	LOC4813403|XP_033240328.1|DPSE
OG0005016	LOC6622334|XP_032290750.1|DVIR	LOC6900119|XP_015043844.2|DPSE
OG0005017	LOC6624359|XP_032290311.1|DVIR	LOC6900888|XP_033239298.1|DPSE
OG0005018	LOC6622803|XP_002046482.1|DVIR	LOC4814138|XP_001354244.2|DPSE
OG0005019	LOC6624270|XP_002046538.1|DVIR	LOC4812413|XP_001352531.1|DPSE
OG0005020	LOC6626064|XP_002048854.1|DVIR	LOC4804710|XP_001361228.2|DPSE
OG0005021	LOC6629060|XP_002052388.1|DVIR	LOC6903321|XP_002132509.2|DPSE
OG0005022	LOC6624283|XP_002046372.1|DVIR	LOC4813511|XP_001353724.2|DPSE
OG0005023	LOC6625337|XP_015030006.1|DVIR	LOC4804367|XP_033234428.1|DPSE
OG0005024	LOC6636854|XP_002060284.2|DVIR	LOC4812464|XP_033238518.1|DPSE
OG0005025	LOC6622752|XP_002047727.1|DVIR	LOC4814188|XP_001354314.4|DPSE
OG0005026	LOC6624608|XP_002047143.1|DVIR	LOC4814168|XP_001354262.1|DPSE
OG0005027	LOC6636918|XP_032291512.1|DVIR	LOC4812011|XP_015043557.2|DPSE
OG0005028	LOC6633123|XP_032289645.1|DVIR	LOC4800841|XP_001358044.3|DPSE
OG0005029	LOC6623153|XP_002046825.1|DVIR	LOC4813330|XP_033237987.1|DPSE
OG0005030	LOC6623113|XP_002046120.2|DVIR	LOC4812494|XP_001352507.2|DPSE
OG0005031	LOC6624137|XP_032290454.1|DVIR	LOC4812933|XP_033238287.1|DPSE
OG0005032	LOC6624618|XP_002048275.1|DVIR	LOC4813786|XP_001354067.2|DPSE
OG0005033	LOC6623889|XP_032290399.1|DVIR	LOC6900658|XP_033239599.1|DPSE
OG0005034	LOC26531534|XP_015031754.1|DVIR	LOC4812852|XP_001353738.3|DPSE
OG0005035	LOC6623567|XP_002048270.2|DVIR	LOC4812935|XP_001354063.4|DPSE
OG0005036	LOC6624534|XP_002046629.1|DVIR	LOC4814062|XP_001354292.1|DPSE
OG0005037	LOC6623164|XP_015031277.1|DVIR	LOC4814145|XP_015042474.1|DPSE
OG0005038	LOC6624732|XP_002047186.1|DVIR	LOC4812076|XP_015043924.2|DPSE
OG0005039	LOC6635702|XP_032294555.1|DVIR	LOC4817586|XP_001356989.2|DPSE
OG0005040	LOC6623863|XP_002047170.1|DVIR	LOC6900879|XP_033239651.1|DPSE
OG0005041	LOC6623316|XP_002047756.1|DVIR	LOC4812419|XP_001352725.2|DPSE
OG0005042	LOC6623746|XP_002047351.1|DVIR	LOC4814043|XP_001354144.2|DPSE
OG0005043	LOC6625964|XP_002050958.1|DVIR	LOC4805520|XP_001361910.3|DPSE
OG0005044	LOC6627171|XP_002050956.1|DVIR	LOC4805518|XP_001361908.2|DPSE
OG0005045	LOC6626818|XP_015029949.1|DVIR	LOC4805516|XP_033233790.1|DPSE
OG0005046	LOC6625074|XP_002050979.1|DVIR	LOC4804818|XP_001361320.3|DPSE
OG0005047	LOC6622888|XP_002048165.1|DVIR	LOC4813603|XP_001353406.1|DPSE
OG0005048	LOC6622491|XP_002048167.1|DVIR	LOC6900483|XP_002134873.1|DPSE
OG0005049	LOC6623879|XP_032291132.1|DVIR	LOC4813086|XP_015043459.2|DPSE
OG0005050	LOC6626918|XP_032292357.1|DVIR	LOC4803378|XP_033233889.1|DPSE
OG0005051	LOC6623809|XP_002048285.1|DVIR	LOC4813796|XP_001354073.2|DPSE
OG0005052	LOC6623945|XP_002048287.1|DVIR	LOC4813802|XP_001354075.2|DPSE
OG0005053	LOC6628802|XP_002051225.1|DVIR	LOC4817364|XP_001356365.2|DPSE
OG0005054	LOC6624527|XP_002047603.3|DVIR	LOC4813974|XP_001354131.4|DPSE
OG0005055	LOC6634554|XP_002057971.2|DVIR	LOC4815040|XP_001354903.4|DPSE
OG0005056	LOC6625486|XP_032291943.1|DVIR	LOC4804861|XP_033234381.1|DPSE
OG0005057	LOC6622900|XP_002046671.2|DVIR	LOC4812896|XP_015042655.2|DPSE
OG0005058	LOC6622264|XP_032291220.1|DVIR	LOC4813588|XP_033239753.1|DPSE
OG0005059	LOC6625423|XP_032292510.1|DVIR	LOC4805298|XP_001361720.3|DPSE
OG0005060	LOC6625046|XP_032292509.1|DVIR	LOC4805299|XP_033233556.1|DPSE
OG0005061	LOC6634216|XP_002057809.1|DVIR	LOC4817836|XP_001357288.2|DPSE
OG0005062	LOC6625229|XP_015029871.1|DVIR	LOC4803524|XP_015039145.1|DPSE
OG0005063	LOC6626801|XP_032292566.1|DVIR	LOC6898025|XP_002138114.1|DPSE
OG0005064	LOC6622514|XP_002048186.1|DVIR	LOC4813543|XP_001353263.1|DPSE
OG0005065	LOC6625710|XP_032291565.1|DVIR	LOC4804909|XP_001361394.4|DPSE
OG0005066	LOC6624852|XP_015030145.1|DVIR	LOC4803783|XP_015039361.1|DPSE
OG0005067	LOC6636372|XP_002059901.1|DVIR	LOC4805215|XP_033234098.1|DPSE
OG0005068	LOC6624189|XP_002048353.1|DVIR	LOC4813448|XP_001353971.1|DPSE
OG0005069	LOC6625056|XP_032292232.1|DVIR	LOC4804023|XP_001360653.2|DPSE
OG0005070	LOC6625742|XP_032292491.1|DVIR	LOC4804288|XP_001360869.4|DPSE
OG0005071	LOC6623465|XP_002048605.1|DVIR	LOC4812780|XP_001353901.1|DPSE
OG0005072	LOC6631762|XP_002055170.1|DVIR	LOC4815419|XP_001355450.1|DPSE
OG0005073	LOC6626808|XP_002050925.1|DVIR	LOC4804782|XP_001361291.2|DPSE
OG0005074	LOC6624272|XP_015030668.2|DVIR	LOC6900206|XP_015043940.2|DPSE
OG0005075	LOC6624766|XP_002050730.1|DVIR	LOC4805714|XP_001362069.1|DPSE
OG0005076	LOC6635924|XP_002059364.1|DVIR	LOC6899083|XP_002139000.1|DPSE
OG0005078	LOC6624716|XP_002046579.2|DVIR	LOC4812147|XP_001352869.3|DPSE
OG0005079	LOC6626598|XP_015029120.2|DVIR	LOC4803560|XP_033234187.1|DPSE
OG0005080	LOC6623149|XP_002047750.1|DVIR	LOC4811973|XP_001352730.3|DPSE
OG0005081	LOC6636342|XP_002059941.2|DVIR	LOC6898096|XP_002138178.2|DPSE
OG0005082	LOC6624419|XP_002048677.1|DVIR	LOC6900494|XP_002134884.1|DPSE
OG0005083	LOC6631650|XP_002055340.1|DVIR	LOC6901215|XP_002133916.1|DPSE
OG0005084	LOC6623825|XP_032289927.1|DVIR	LOC4813614|XP_033240614.1|DPSE
OG0005085	LOC6622379|XP_002048531.2|DVIR	LOC4813851|XP_001353945.1|DPSE
OG0005086	LOC6635792|XP_002059381.1|DVIR	LOC4804927|XP_001361410.2|DPSE
OG0005087	LOC6622892|XP_032291148.1|DVIR	LOC4813147|XP_015043252.2|DPSE
OG0005088	LOC6635932|XP_032292201.1|DVIR	LOC4805648|XP_033234683.1|DPSE
OG0005089	LOC6635930|XP_002059369.1|DVIR	LOC4805646|XP_001362013.2|DPSE
OG0005090	LOC6625274|XP_002049365.1|DVIR	LOC4803661|XP_001360344.1|DPSE
OG0005091	LOC6636316|XP_002059876.2|DVIR	LOC4804764|XP_033233241.1|DPSE
OG0005092	LOC6622434|XP_002048195.1|DVIR	LOC4813575|XP_001353256.2|DPSE
OG0005093	LOC6623047|XP_032289965.1|DVIR	LOC4813411|XP_015042974.2|DPSE
OG0005094	LOC6624729|XP_002046581.3|DVIR	LOC4812116|XP_033241394.1|DPSE
OG0005095	LOC6635834|XP_002059469.1|DVIR	LOC4803545|XP_001360254.3|DPSE
OG0005096	LOC6634192|XP_002057785.1|DVIR	LOC4816353|XP_001356155.4|DPSE
OG0005097	LOC6626760|XP_002050711.1|DVIR	LOC4805288|XP_001361710.1|DPSE
OG0005098	LOC6625889|XP_002050360.1|DVIR	LOC6898968|XP_033235080.1|DPSE
OG0005099	LOC6626784|XP_002048870.1|DVIR	LOC4804693|XP_001361212.2|DPSE
OG0005100	LOC6626785|XP_002048871.1|DVIR	LOC4804692|XP_001361211.2|DPSE
OG0005101	LOC6630192|XP_002053261.1|DVIR	LOC4803063|XP_001359864.2|DPSE
OG0005102	LOC6626817|XP_015029933.1|DVIR	LOC4805515|XP_033233770.1|DPSE
OG0005103	LOC6625789|XP_002049985.1|DVIR	LOC4804286|XP_001360867.2|DPSE
OG0005104	LOC6634381|XP_002057575.1|DVIR	LOC4818065|XP_001357421.2|DPSE
OG0005105	LOC6623238|XP_002046714.1|DVIR	LOC4813439|XP_001353803.2|DPSE
OG0005106	LOC6622901|XP_032290771.1|DVIR	LOC6900092|XP_033238033.1|DPSE
OG0005107	LOC6624352|XP_002046970.2|DVIR	LOC6900514|XP_002134903.3|DPSE
OG0005108	LOC6626466|XP_002050706.1|DVIR	LOC4805344|XP_001361759.2|DPSE
OG0005109	LOC6632175|XP_015026309.1|DVIR	LOC4814210|XP_001354318.3|DPSE
OG0005110	LOC6622936|XP_002046499.1|DVIR	LOC4812353|XP_001352594.4|DPSE
OG0005111	LOC6622569|XP_032290872.1|DVIR	LOC6900729|XP_015043224.2|DPSE
OG0005112	LOC6622757|XP_002047045.1|DVIR	LOC4812549|XP_001352459.3|DPSE
OG0005113	LOC6622564|XP_002047007.2|DVIR	LOC4813484|XP_001353859.2|DPSE
OG0005114	LOC6624202|XP_032290358.1|DVIR	LOC4813837|XP_001354034.3|DPSE
OG0005115	LOC6635773|XP_032294707.1|DVIR	LOC4816458|XP_001355941.3|DPSE
OG0005116	LOC6622617|XP_002047018.1|DVIR	LOC4812162|XP_001352828.3|DPSE
OG0005117	LOC6633494|XP_002057353.1|DVIR	LOC4815260|XP_001354741.2|DPSE
OG0005118	LOC6629152|XP_002052446.1|DVIR	LOC4816893|XP_001356338.1|DPSE
OG0005119	LOC6636470|XP_032292123.1|DVIR	LOC4803359|XP_033235006.1|DPSE
OG0005120	LOC6622725|XP_002046550.2|DVIR	LOC4813593|XP_001353556.2|DPSE
OG0005121	LOC6622650|XP_032290318.1|DVIR	LOC4812153|XP_033239701.1|DPSE
OG0005122	LOC6624381|XP_002047468.1|DVIR	LOC4813070|XP_001353585.1|DPSE
OG0005123	LOC6624157|XP_002048669.1|DVIR	LOC4813704|XP_001353996.1|DPSE
OG0005124	LOC6622599|XP_032291048.1|DVIR	LOC4812252|XP_033238424.1|DPSE
OG0005125	LOC6622602|XP_032291047.1|DVIR	LOC4812251|XP_033238077.1|DPSE
OG0005126	LOC6624260|XP_002046603.1|DVIR	LOC4813946|XP_001354106.1|DPSE
OG0005127	LOC6624294|XP_002047447.1|DVIR	LOC4813701|XP_033237365.1|DPSE
OG0005128	LOC6626256|XP_032291861.1|DVIR	LOC4804043|XP_033233794.1|DPSE
OG0005129	LOC6623633|XP_002048115.1|DVIR	LOC4812443|XP_015044062.1|DPSE
OG0005130	LOC6622697|XP_002048086.3|DVIR	LOC4811990|XP_001353011.2|DPSE
OG0005131	LOC6622542|XP_032290300.1|DVIR	LOC6900390|XP_033238574.1|DPSE
OG0005132	LOC6623264|XP_002047811.1|DVIR	LOC4813062|XP_001353652.1|DPSE
OG0005133	LOC6636564|XP_002060068.1|DVIR	LOC4812478|XP_033239821.1|DPSE
OG0005134	LOC6622608|XP_002048171.1|DVIR	LOC4813883|XP_033239844.1|DPSE
OG0005135	LOC6623319|XP_002046542.1|DVIR	LOC4813721|XP_001353563.1|DPSE
OG0005136	LOC6622130|XP_002046540.1|DVIR	LOC6900554|XP_002134937.2|DPSE
OG0005137	LOC6630446|XP_002053721.1|DVIR	LOC4801241|XP_001358364.3|DPSE
OG0005138	LOC6623836|XP_002047395.1|DVIR	LOC4812974|XP_001353739.1|DPSE
OG0005139	LOC6624404|XP_002046533.2|DVIR	LOC4812864|XP_015043213.2|DPSE
OG0005140	LOC6629217|XP_002051937.2|DVIR	LOC4816344|XP_001355946.2|DPSE
OG0005141	LOC6626717|XP_002050667.2|DVIR	LOC4805356|XP_004444478.3|DPSE
OG0005142	LOC6623507|XP_002046765.1|DVIR	LOC4812723|XP_001353102.3|DPSE
