Orthogroup	DVIR.longest_only	DSEC.longest_only
OG0003550	LOC6626362|XP_002050865.1|DVIR	LOC6608462|XP_002033196.1|DSEC
OG0003551	LOC6626617|XP_002050601.1|DVIR	LOC6609688|XP_002034346.1|DSEC
OG0003552	LOC6635925|XP_015024298.1|DVIR	LOC6608597|XP_032572272.1|DSEC
OG0003553	LOC6625916|XP_002050431.1|DVIR	LOC6608459|XP_032570865.1|DSEC
OG0003554	LOC6622945|XP_002046501.2|DVIR	LOC6605985|XP_002030797.1|DSEC
OG0003555	LOC6622473|XP_002046988.2|DVIR	LOC6610596|XP_032573616.1|DSEC
OG0003556	LOC6624066|XP_032290973.1|DVIR	LOC6616371|XP_032575246.1|DSEC
OG0003557	LOC6624173|XP_002046288.1|DVIR	LOC6616369|XP_002040729.1|DSEC
OG0003558	LOC6636604|XP_032291386.1|DVIR	LOC6610813|XP_032575450.1|DSEC
OG0003559	LOC6624327|XP_015030821.1|DVIR	LOC6605435|XP_032576003.1|DSEC
OG0003560	LOC6623407|XP_002047294.1|DVIR	LOC6611111|XP_002035668.1|DSEC
OG0003561	LOC6635825|XP_002059448.2|DVIR	LOC6610111|XP_032572274.1|DSEC
OG0003562	LOC6635805|XP_002059314.1|DVIR	LOC6609678|XP_032573067.1|DSEC
OG0003563	LOC6635037|XP_002058616.1|DVIR	LOC6620513|XP_002044717.1|DSEC
OG0003564	LOC6624677|XP_002046644.1|DVIR	LOC6611135|XP_002035692.2|DSEC
OG0003565	LOC6636578|XP_002060078.1|DVIR	LOC6610597|XP_002035170.1|DSEC
OG0003566	LOC6634894|XP_032295252.1|DVIR	LOC6607063|XP_032576777.1|DSEC
OG0003567	LOC6626338|XP_015030089.1|DVIR	LOC6609378|XP_002034067.1|DSEC
OG0003568	LOC6636451|XP_032291715.1|DVIR	LOC6608358|XP_032570514.1|DSEC
OG0003569	LOC6623928|XP_002047416.1|DVIR	LOC6610477|XP_002035057.1|DSEC
OG0003570	LOC6624817|XP_002050684.1|DVIR	LOC6608007|XP_002032755.1|DSEC
OG0003571	LOC6636591|XP_032291451.1|DVIR	LOC6610797|XP_002035363.2|DSEC
OG0003572	LOC6635960|XP_032292259.1|DVIR	LOC6608732|XP_032571238.1|DSEC
OG0003573	LOC6624963|XP_002049324.1|DVIR	LOC6609076|XP_002033779.1|DSEC
OG0003574	LOC6624447|XP_002046935.1|DVIR	LOC6610854|XP_032575371.1|DSEC
OG0003575	LOC6623179|XP_002046172.1|DVIR	LOC6605881|XP_002030695.2|DSEC
OG0003576	LOC6624029|XP_015030894.1|DVIR	LOC6606053|XP_002030864.1|DSEC
OG0003577	LOC6622444|XP_002047203.1|DVIR	LOC6610921|XP_002035478.1|DSEC
OG0003578	LOC116650100|XP_032289332.1|DVIR, LOC6622347|XP_002046397.1|DVIR	LOC6611121|XP_002035678.1|DSEC
OG0003579	LOC6626020|XP_032291708.1|DVIR	LOC6609732|XP_002034389.1|DSEC
OG0003580	LOC6626045|XP_002049143.1|DVIR	LOC6609956|XP_002034602.1|DSEC
OG0003581	LOC6624474|XP_032290886.1|DVIR	LOC6610370|XP_032573127.1|DSEC
OG0003582	LOC6624065|XP_002047857.1|DVIR	LOC6605170|XP_032573799.1|DSEC
OG0003583	LOC6625749|XP_032291836.1|DVIR	LOC6608480|XP_002033214.1|DSEC
OG0003584	LOC6626999|XP_002048741.1|DVIR	LOC6608442|XP_002033176.2|DSEC
OG0003585	LOC26531162|XP_032289054.1|DVIR, LOC116649903|XP_032289059.1|DVIR, LOC6624524|XP_032291021.1|DVIR	LOC6618293|XP_002042566.1|DSEC
OG0003586	LOC6636261|XP_002059730.1|DVIR	LOC116801933|XP_032579837.1|DSEC
OG0003587	LOC6629066|XP_002051610.1|DVIR	LOC6617350|XP_002041675.1|DSEC
OG0003588	LOC6635090|XP_002058420.2|DVIR	LOC6606617|XP_002031418.1|DSEC
OG0003589	LOC6625004|XP_002050675.2|DVIR	LOC6609377|XP_002034066.1|DSEC
OG0003590	LOC6624252|XP_002047448.1|DVIR	LOC6610434|XP_002035015.1|DSEC
OG0003591	LOC6622721|XP_015030723.1|DVIR	LOC6610347|XP_032574190.1|DSEC
OG0003592	LOC6622320|XP_002048175.2|DVIR	LOC6605450|XP_032574795.1|DSEC
OG0003593	LOC6623932|XP_002048295.2|DVIR	LOC6604781|XP_032574416.1|DSEC
OG0003594	LOC6623271|XP_002046877.1|DVIR	LOC6611128|XP_032574406.1|DSEC
OG0003595	LOC6636464|XP_032292140.1|DVIR	LOC6609272|XP_032571344.1|DSEC
OG0003596	LOC6625769|XP_002050471.1|DVIR	LOC6607880|XP_002032634.2|DSEC
OG0003597	LOC6626477|XP_002050462.2|DVIR	LOC6607870|XP_002032624.1|DSEC
OG0003598	LOC6623284|XP_002046090.1|DVIR	LOC6610779|XP_032575705.1|DSEC
OG0003599	LOC6627155|XP_002049159.1|DVIR	LOC6613181|XP_002037662.1|DSEC
OG0003600	LOC6623184|XP_032291054.1|DVIR	LOC6604879|XP_032574955.1|DSEC
OG0003601	LOC6625614|XP_015029007.1|DVIR	LOC6608280|XP_032571776.1|DSEC
OG0003602	LOC6635991|XP_002059309.2|DVIR	LOC6615763|XP_032572694.1|DSEC
OG0003603	LOC6623122|XP_002046588.2|DVIR	LOC6604860|XP_002029705.1|DSEC
OG0003604	LOC6633944|XP_032293584.1|DVIR	LOC6619302|XP_032573954.1|DSEC
OG0003605	LOC6630780|XP_002054814.1|DVIR	LOC6607623|XP_002032391.1|DSEC
OG0003606	LOC6626654|XP_015029852.1|DVIR	LOC6609653|XP_002034327.1|DSEC
OG0003607	LOC6624811|XP_002050607.1|DVIR	LOC6609695|XP_002034352.1|DSEC
OG0003608	LOC6622290|XP_002047123.1|DVIR	LOC6605129|XP_002029970.1|DSEC
OG0003609	LOC6635797|XP_002059385.1|DVIR	LOC6608298|XP_002033035.1|DSEC
OG0003610	LOC6624166|XP_032291020.1|DVIR	LOC6620534|XP_002044733.1|DSEC
OG0003611	LOC6623933|XP_015031064.1|DVIR	LOC6604985|XP_032575400.1|DSEC
OG0003612	LOC6635888|XP_002059413.1|DVIR, LOC116650938|XP_032292088.1|DVIR	LOC6615272|XP_002039676.1|DSEC
OG0003613	LOC6625476|XP_002050332.2|DVIR	LOC6608019|XP_002032767.1|DSEC
OG0003614	LOC6625477|XP_002050333.1|DVIR	LOC6608020|XP_002032768.1|DSEC
OG0003615	LOC6626638|XP_002050815.1|DVIR	LOC6615699|XP_002040070.1|DSEC
OG0003616	LOC6625428|XP_002048823.1|DVIR	LOC6615560|XP_002039934.1|DSEC
OG0003617	LOC6635943|XP_032292524.1|DVIR	LOC6608858|XP_032570784.1|DSEC
OG0003618	LOC6635944|XP_015024276.2|DVIR	LOC6608857|XP_032570780.1|DSEC
OG0003619	LOC6626009|XP_002050154.1|DVIR	LOC6608914|XP_002033628.1|DSEC
OG0003620	LOC6625320|XP_002050415.1|DVIR	LOC6613028|XP_002037518.1|DSEC
OG0003621	LOC6624060|XP_002046270.2|DVIR	LOC6604981|XP_002029824.1|DSEC
OG0003622	LOC6623566|XP_002046269.3|DVIR	LOC6604982|XP_032573648.1|DSEC
OG0003623	LOC6635348|XP_002058875.1|DVIR	LOC116800661|XP_032572716.1|DSEC
OG0003624	LOC6625579|XP_002048840.1|DVIR	LOC6615755|XP_002040126.1|DSEC
OG0003625	LOC6625694|XP_002048844.1|DVIR	LOC6608017|XP_032572866.1|DSEC
OG0003626	LOC6625584|XP_032291911.1|DVIR	LOC6609294|XP_002033984.1|DSEC
OG0003627	LOC6625030|XP_032292680.1|DVIR	LOC6609842|XP_032572487.1|DSEC
OG0003628	LOC6636501|XP_002059807.1|DVIR	LOC6608353|XP_032572633.1|DSEC
OG0003629	LOC6626640|XP_002048776.1|DVIR	LOC6608939|XP_002033653.1|DSEC
OG0003630	LOC6625981|XP_032292533.1|DVIR	LOC6613016|XP_032570962.1|DSEC
OG0003631	LOC6622883|XP_002047550.1|DVIR	LOC6619379|XP_002043595.1|DSEC
OG0003632	LOC6622239|XP_002046931.1|DVIR	LOC6610850|XP_002035416.1|DSEC
OG0003633	LOC6635981|XP_002059299.1|DVIR	LOC6608899|XP_002033613.1|DSEC
OG0003634	LOC6623451|XP_002046740.2|DVIR	LOC6604895|XP_032574517.1|DSEC
OG0003635	LOC6622319|XP_032290469.1|DVIR	LOC6610615|XP_032574100.1|DSEC
OG0003636	LOC6626393|XP_002048732.1|DVIR	LOC6608284|XP_002033028.1|DSEC
OG0003637	LOC6625158|XP_002050619.2|DVIR	LOC6608866|XP_002033580.1|DSEC
OG0003638	LOC6623052|XP_002048493.2|DVIR	LOC6619408|XP_032573969.1|DSEC
OG0003639	LOC6628796|XP_002051219.1|DVIR	LOC6611849|XP_002036371.1|DSEC
OG0003640	LOC6625534|XP_002051016.1|DVIR	LOC6609277|XP_002033967.1|DSEC
OG0003641	LOC6626361|XP_002050864.1|DVIR	LOC6615346|XP_002039744.1|DSEC
OG0003642	LOC6627252|XP_032292473.1|DVIR	LOC6608123|XP_032570469.1|DSEC
OG0003643	LOC6626436|XP_002050409.1|DVIR	LOC6613035|XP_002037525.1|DSEC
OG0003644	LOC6626355|XP_015029584.2|DVIR	LOC6608439|XP_032572801.1|DSEC
OG0003645	LOC6622941|XP_002047730.1|DVIR	LOC6610521|XP_002035101.1|DSEC
OG0003646	LOC6624656|XP_002047144.1|DVIR	LOC6604818|XP_002029662.1|DSEC
OG0003647	LOC6622630|XP_002047724.1|DVIR	LOC6605010|XP_002029853.1|DSEC
OG0003648	LOC6629220|XP_002051940.2|DVIR	LOC6613416|XP_002037890.2|DSEC
OG0003649	LOC6635229|XP_002058753.1|DVIR	LOC6619644|XP_002043859.1|DSEC
OG0003650	LOC6633825|XP_002057104.1|DVIR	LOC6619962|XP_032581273.1|DSEC
OG0003651	LOC6633074|XP_002056146.1|DVIR	LOC6612810|XP_032579156.1|DSEC
OG0003652	LOC6623069|XP_002048153.2|DVIR	LOC6605479|XP_002030312.1|DSEC
OG0003653	LOC6622982|XP_002048496.2|DVIR	LOC6619405|XP_002043620.1|DSEC
OG0003654	LOC6624167|XP_002046359.1|DVIR	LOC6606049|XP_002030860.2|DSEC
OG0003655	LOC6634299|XP_002057451.1|DVIR	LOC6614696|XP_002039123.1|DSEC
OG0003656	LOC6623024|XP_002048152.1|DVIR	LOC6605484|XP_002030317.2|DSEC
OG0003657	LOC6622933|XP_002047224.1|DVIR	LOC6605185|XP_002030024.1|DSEC
OG0003658	LOC6633001|XP_002056359.1|DVIR	LOC6607095|XP_002031883.1|DSEC
OG0003659	LOC6622791|XP_002048010.2|DVIR	LOC6619437|XP_002043652.1|DSEC
OG0003660	LOC6636833|XP_032291518.1|DVIR	LOC6610153|XP_032573886.1|DSEC
OG0003661	LOC6623338|XP_032290596.1|DVIR	LOC6610498|XP_032573995.1|DSEC
OG0003662	LOC6623915|XP_002048286.1|DVIR	LOC6616419|XP_002040779.1|DSEC
OG0003663	LOC6622451|XP_002047202.1|DVIR	LOC6610923|XP_002035480.1|DSEC
OG0003664	LOC6622315|XP_032290515.1|DVIR	LOC6610925|XP_002035482.1|DSEC
OG0003665	LOC6625058|XP_002050529.1|DVIR	LOC6608492|XP_002033226.1|DSEC
OG0003666	LOC6625774|XP_032291927.1|DVIR	LOC6607886|XP_002032640.1|DSEC
OG0003667	LOC6636573|XP_032291539.1|DVIR	LOC6610604|XP_002035172.1|DSEC
OG0003668	LOC6626113|XP_002050026.2|DVIR	LOC6620583|XP_032570445.1|DSEC
OG0003669	LOC6626556|XP_002050574.1|DVIR	LOC6608559|XP_002033293.1|DSEC
OG0003670	LOC6626555|XP_002050573.1|DVIR	LOC6608558|XP_002033292.1|DSEC
OG0003671	LOC6626666|XP_032291893.1|DVIR	LOC6615750|XP_032570336.1|DSEC
OG0003672	LOC6629580|XP_002054872.1|DVIR	LOC6619686|XP_002043901.1|DSEC
OG0003673	LOC6636373|XP_032291641.1|DVIR	LOC6621912|XP_032571016.1|DSEC
OG0003674	LOC6626535|XP_015030079.1|DVIR	LOC6609361|XP_032570551.1|DSEC
OG0003675	LOC6626548|XP_002050378.1|DVIR	LOC6608097|XP_002032845.1|DSEC
OG0003676	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR	LOC6608096|XP_032572316.1|DSEC
OG0003677	LOC6635264|XP_002058734.1|DVIR	LOC116800898|XP_032573234.1|DSEC
OG0003678	LOC6623303|XP_002047766.3|DVIR	LOC6610709|XP_002035275.1|DSEC
OG0003679	LOC6623358|XP_002047772.2|DVIR	LOC6610704|XP_002035270.1|DSEC
OG0003680	LOC6624813|XP_002050609.1|DVIR	LOC6609697|XP_002034354.1|DSEC
OG0003681	LOC6635872|XP_032291960.1|DVIR	LOC6609334|XP_002034023.1|DSEC
OG0003682	LOC6629844|XP_002054465.1|DVIR	LOC6606670|XP_032577181.1|DSEC
OG0003683	LOC6626644|XP_002048780.2|DVIR	LOC6608943|XP_032571687.1|DSEC
OG0003684	LOC6622531|XP_002046997.1|DVIR	LOC6605039|XP_002029881.1|DSEC
OG0003685	LOC6623535|XP_002046790.3|DVIR	LOC6604949|XP_032574504.1|DSEC
OG0003686	LOC6626341|XP_032291687.1|DVIR	LOC6608424|XP_032572501.1|DSEC
OG0003687	LOC6625730|XP_002051051.1|DVIR	LOC6609673|XP_002034331.1|DSEC
OG0003688	LOC6625490|XP_002048827.1|DVIR	LOC6615556|XP_002039930.1|DSEC
OG0003689	LOC6622329|XP_002047921.1|DVIR	LOC6616584|XP_032574205.1|DSEC
OG0003690	LOC6624305|XP_002048676.1|DVIR	LOC116801074|XP_032574489.1|DSEC
OG0003691	LOC6622224|XP_002048679.1|DVIR	LOC6605833|XP_032573369.1|DSEC
OG0003692	LOC6635791|XP_002059380.1|DVIR	LOC6608001|XP_002032749.2|DSEC
OG0003693	LOC6623199|XP_032291393.1|DVIR	LOC6610145|XP_032574520.1|DSEC
OG0003694	LOC6623823|XP_002046234.2|DVIR	LOC6605946|XP_002030758.1|DSEC
OG0003695	LOC6622433|XP_002046702.1|DVIR	LOC6606083|XP_032574185.1|DSEC
OG0003696	LOC6627206|XP_002050124.2|DVIR	LOC6608692|XP_002033419.1|DSEC
OG0003697	LOC6626104|XP_002050508.1|DVIR	LOC6608467|XP_002033201.1|DSEC
OG0003698	LOC6623330|XP_002047289.1|DVIR	LOC6605050|XP_002029892.1|DSEC
OG0003699	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR	LOC6618830|XP_032571384.1|DSEC
OG0003700	LOC6626337|XP_002048867.1|DVIR	LOC6618881|XP_002043129.2|DSEC
OG0003701	LOC6627792|XP_002052680.1|DVIR	LOC6611607|XP_002036144.1|DSEC
OG0003702	LOC6622968|XP_002048048.1|DVIR	LOC6605639|XP_002030457.1|DSEC
OG0003703	LOC6624145|XP_002046904.1|DVIR	LOC6610574|XP_032574260.1|DSEC
OG0003704	LOC6622716|XP_002046704.1|DVIR	LOC6606081|XP_002030890.1|DSEC
OG0003705	LOC6626309|XP_015029997.1|DVIR	LOC6608105|XP_032570123.1|DSEC
OG0003706	LOC6622063|XP_002047009.1|DVIR	LOC6610918|XP_002035475.1|DSEC
OG0003707	LOC6622756|XP_032290568.1|DVIR	LOC6610292|XP_032573792.1|DSEC
OG0003708	LOC6623419|XP_032290992.1|DVIR	LOC6605882|XP_002030696.2|DSEC
OG0003709	LOC6626074|XP_002048761.1|DVIR	LOC6608920|XP_002033634.1|DSEC
OG0003710	LOC6626075|XP_002048762.1|DVIR	LOC6608921|XP_002033635.1|DSEC
OG0003711	LOC6622162|XP_002047537.1|DVIR	LOC6619365|XP_032574634.1|DSEC
OG0003712	LOC6626829|XP_002050198.1|DVIR	LOC6609147|XP_002033849.1|DSEC
OG0003713	LOC6626830|XP_002050199.2|DVIR	LOC6610087|XP_002034703.1|DSEC
OG0003714	LOC6626831|XP_002050200.1|DVIR	LOC6610088|XP_002034704.1|DSEC
OG0003715	LOC6624127|XP_032290679.1|DVIR	LOC6604861|XP_002029706.1|DSEC
OG0003716	LOC6624433|XP_002047467.1|DVIR	LOC6605530|XP_032574244.1|DSEC
OG0003717	LOC6622579|XP_002047011.1|DVIR	LOC6605994|XP_002030805.1|DSEC
OG0003718	LOC6622442|XP_002046417.1|DVIR	LOC6604835|XP_002029680.1|DSEC
OG0003719	LOC6622989|XP_002048045.1|DVIR	LOC6605634|XP_002030452.1|DSEC
OG0003720	LOC6631741|XP_002055461.1|DVIR	LOC6615222|XP_002039628.1|DSEC
OG0003721	LOC6625594|XP_002048832.1|DVIR	LOC6615550|XP_002039924.1|DSEC
OG0003722	LOC6622287|XP_032290293.1|DVIR	LOC6611176|XP_032573334.1|DSEC
OG0003723	LOC6622049|XP_002047001.1|DVIR	LOC6605035|XP_002029877.1|DSEC
OG0003724	LOC6623975|XP_002047393.1|DVIR	LOC6610894|XP_002035457.1|DSEC
OG0003725	LOC6622638|XP_015030506.1|DVIR	LOC6605455|XP_032574652.1|DSEC
OG0003726	LOC6624541|XP_002046950.1|DVIR	LOC6610872|XP_032573757.1|DSEC
OG0003727	LOC6624500|XP_032291199.1|DVIR	LOC6616444|XP_002040805.2|DSEC
OG0003728	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR	LOC6606152|XP_002030960.1|DSEC
OG0003729	LOC6636846|XP_032291467.1|DVIR	LOC6610400|XP_032576038.1|DSEC
OG0003730	LOC6623063|XP_032290765.1|DVIR	LOC6610523|XP_032574060.1|DSEC
OG0003731	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR	LOC6610750|XP_002035316.1|DSEC
OG0003732	LOC6623118|XP_032291125.1|DVIR	LOC6605211|XP_002030049.1|DSEC
OG0003733	LOC6622814|XP_002046694.1|DVIR	LOC6610309|XP_032574676.1|DSEC
OG0003734	LOC6622806|XP_002046477.3|DVIR	LOC6610191|XP_032575063.1|DSEC
OG0003735	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR	LOC6615798|XP_002040168.1|DSEC
OG0003736	LOC6625198|XP_002048751.1|DVIR	LOC6609817|XP_032571456.1|DSEC
OG0003737	LOC6625796|XP_002050894.1|DVIR	LOC6615512|XP_002039891.1|DSEC
OG0003738	LOC6625602|XP_015029961.1|DVIR	LOC6615598|XP_032572135.1|DSEC
OG0003739	LOC6625260|XP_002050689.2|DVIR	LOC6608012|XP_032570327.1|DSEC
OG0003740	LOC6624816|XP_002050683.1|DVIR	LOC6608006|XP_002032754.1|DSEC
OG0003741	LOC6622834|XP_002046695.1|DVIR	LOC6610310|XP_002034905.1|DSEC
OG0003742	LOC6624016|XP_002047587.1|DVIR	LOC6618363|XP_002042633.1|DSEC
OG0003743	LOC6625810|XP_032292231.1|DVIR	LOC6608091|XP_032570251.1|DSEC
OG0003744	LOC6624818|XP_002050685.1|DVIR	LOC6608008|XP_002032756.1|DSEC
OG0003745	LOC6636498|XP_002059804.1|DVIR	LOC6608847|XP_002033561.1|DSEC
OG0003746	LOC6626276|XP_002050163.1|DVIR	LOC6615282|XP_032572204.1|DSEC
OG0003747	LOC6622216|XP_032291017.1|DVIR	LOC6605427|XP_002030260.1|DSEC
OG0003748	LOC6624123|XP_002046910.3|DVIR	LOC6605424|XP_002030257.2|DSEC
OG0003749	LOC6624292|XP_002046907.1|DVIR	LOC6605420|XP_002030253.1|DSEC
OG0003750	LOC6623526|XP_002046909.1|DVIR	LOC6605422|XP_002030255.1|DSEC
OG0003751	LOC6624290|XP_032290402.1|DVIR	LOC6605418|XP_032573269.1|DSEC
OG0003752	LOC6622528|XP_002047247.2|DVIR	LOC6606041|XP_032575387.1|DSEC
OG0003753	LOC6623875|XP_002046840.1|DVIR	LOC6611056|XP_002035613.1|DSEC
OG0003754	LOC6623857|XP_002046839.2|DVIR	LOC6611052|XP_032575779.1|DSEC
OG0003755	LOC6622826|XP_002047244.3|DVIR	LOC6606044|XP_032575910.1|DSEC
OG0003756	LOC6626125|XP_002050032.1|DVIR	LOC6620412|XP_032571505.1|DSEC
OG0003757	LOC6627256|XP_002048877.1|DVIR	LOC6618894|XP_002043142.1|DSEC
OG0003758	LOC6625033|XP_032292694.1|DVIR	LOC6609839|XP_032570522.1|DSEC
OG0003759	LOC6623279|XP_015031159.2|DVIR	LOC6604901|XP_032574869.1|DSEC
OG0003760	LOC6627184|XP_002049749.2|DVIR	LOC6609650|XP_032573056.1|DSEC
OG0003761	LOC6623289|XP_002046964.1|DVIR	LOC6604886|XP_002029731.1|DSEC
OG0003762	LOC6622317|XP_032290306.1|DVIR	LOC6604888|XP_032573337.1|DSEC
OG0003763	LOC6623337|XP_015031047.2|DVIR	LOC6620842|XP_032574199.1|DSEC
OG0003764	LOC6623387|XP_015031046.1|DVIR	LOC6610967|XP_032574075.1|DSEC
OG0003765	LOC6634336|XP_002057464.1|DVIR	LOC6611198|XP_002035754.1|DSEC
OG0003766	LOC6634788|XP_002058124.1|DVIR	LOC6612452|XP_002036960.1|DSEC
OG0003767	LOC6626353|XP_002048736.1|DVIR	LOC6609305|XP_002033995.1|DSEC
OG0003768	LOC6635858|XP_032292362.1|DVIR	LOC6608644|XP_002033378.2|DSEC
OG0003769	LOC6636386|XP_002059799.1|DVIR	LOC6608639|XP_002033373.2|DSEC
OG0003770	LOC6636194|XP_032290079.1|DVIR	LOC6620113|XP_002044325.2|DSEC
OG0003771	LOC6622409|XP_002046406.1|DVIR	LOC6604847|XP_002029692.1|DSEC
OG0003772	LOC6624226|XP_002046300.1|DVIR	LOC6604987|XP_002029830.1|DSEC
OG0003773	LOC6625713|XP_015030192.1|DVIR	LOC6608432|XP_002033166.1|DSEC
OG0003774	LOC6626342|XP_002050680.1|DVIR	LOC6608426|XP_032572502.1|DSEC
OG0003775	LOC6634820|XP_032296477.1|DVIR	LOC6615038|XP_032580787.1|DSEC
OG0003776	LOC6635952|XP_032292092.1|DVIR	LOC6607909|XP_002032663.1|DSEC
OG0003777	LOC6626311|XP_002050390.1|DVIR	LOC6608107|XP_002032855.1|DSEC
OG0003778	LOC6625401|XP_032292008.1|DVIR	LOC6608665|XP_002033398.2|DSEC
OG0003779	LOC6635828|XP_015024211.1|DVIR	LOC6610095|XP_032572783.1|DSEC
OG0003780	LOC6625895|XP_002050116.1|DVIR	LOC6609589|XP_002034266.1|DSEC
OG0003781	LOC6636211|XP_002059712.1|DVIR	LOC6619459|XP_032579786.1|DSEC
OG0003782	LOC6634690|XP_002058343.3|DVIR	LOC6616015|XP_032581756.1|DSEC
OG0003783	LOC6633215|XP_002055980.1|DVIR	LOC6618705|XP_002042964.1|DSEC
OG0003784	LOC6626387|XP_002048729.1|DVIR	LOC6608294|XP_002033031.1|DSEC
OG0003785	LOC6626273|XP_002050039.1|DVIR	LOC6620403|XP_002044612.2|DSEC
OG0003786	LOC6625974|XP_002050505.1|DVIR	LOC6609749|XP_032572775.1|DSEC
OG0003787	LOC6626103|XP_032292554.1|DVIR	LOC6609748|XP_032572779.1|DSEC
OG0003788	LOC6625792|XP_002049988.2|DVIR	LOC6615824|XP_002040194.1|DSEC
OG0003789	LOC6626349|XP_015029237.1|DVIR	LOC6608042|XP_032570649.1|DSEC
OG0003790	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR	LOC6611119|XP_002035676.1|DSEC
OG0003791	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR	LOC6614112|XP_032577603.1|DSEC
OG0003792	LOC6626653|XP_002049883.1|DVIR	LOC6609654|XP_002034328.1|DSEC
OG0003793	LOC6627258|XP_002048879.1|DVIR	LOC6621366|XP_032570046.1|DSEC
OG0003794	LOC6625985|XP_002050063.1|DVIR	LOC6615536|XP_002039915.2|DSEC
OG0003795	LOC6622255|XP_032290735.1|DVIR	LOC6605693|XP_032575739.1|DSEC
OG0003796	LOC6632223|XP_002055891.2|DVIR	LOC6612732|XP_002037235.1|DSEC
OG0003797	LOC6634164|XP_002057531.1|DVIR	LOC6611269|XP_032572893.1|DSEC
OG0003798	LOC6636452|XP_032291729.1|DVIR	LOC6608360|XP_032572940.1|DSEC
OG0003799	LOC6626015|XP_002050239.3|DVIR	LOC6615579|XP_002039953.1|DSEC
OG0003800	LOC6633894|XP_002057587.1|DVIR	LOC6611277|XP_002035832.1|DSEC
OG0003801	LOC6634351|XP_002057815.1|DVIR	LOC6614765|XP_032573134.1|DSEC
OG0003802	LOC6634003|XP_002057824.1|DVIR	LOC6614775|XP_002039194.1|DSEC
OG0003803	LOC6632221|XP_002055889.1|DVIR	LOC6612729|XP_002037232.1|DSEC
OG0003804	LOC6634389|XP_032293690.1|DVIR	LOC6611291|XP_032583664.1|DSEC
OG0003805	LOC6635627|XP_002059119.1|DVIR	LOC6617202|XP_032576390.1|DSEC
OG0003806	LOC6629176|XP_002052371.1|DVIR	LOC6619115|XP_032572119.1|DSEC
OG0003807	LOC6628914|XP_032293546.1|DVIR	LOC6613554|XP_032571346.1|DSEC
OG0003808	LOC6623651|XP_032290185.1|DVIR	LOC6606116|XP_032573944.1|DSEC
OG0003809	LOC6627941|XP_002052666.1|DVIR	LOC6614607|XP_032581166.1|DSEC
OG0003810	LOC6626421|XP_032292316.1|DVIR	LOC6618835|XP_032571986.1|DSEC
OG0003811	LOC6627102|XP_002049945.1|DVIR	LOC6609941|XP_002034588.1|DSEC
OG0003812	LOC6628759|XP_032294343.1|DVIR	LOC6617215|XP_032583619.1|DSEC
OG0003813	LOC6629150|XP_002052444.1|DVIR	LOC6611874|XP_002036392.2|DSEC
OG0003814	LOC6635671|XP_002059206.1|DVIR	LOC6617744|XP_002042056.1|DSEC
OG0003815	LOC6629893|XP_002053988.1|DVIR	LOC6619256|XP_002043473.1|DSEC
OG0003816	LOC6634301|XP_015025271.1|DVIR	LOC6614698|XP_002039125.2|DSEC
OG0003817	LOC6634384|XP_002057578.1|DVIR	LOC6611815|XP_002036337.1|DSEC
OG0003818	LOC6627880|XP_002052004.1|DVIR	LOC6614600|XP_032583455.1|DSEC
OG0003819	LOC6627410|XP_002051920.1|DVIR	LOC6613297|XP_002037774.1|DSEC
OG0003820	LOC6632454|XP_002056300.1|DVIR	LOC6607163|XP_002031949.1|DSEC
OG0003821	LOC6624802|XP_002050196.1|DVIR	LOC6609145|XP_002033847.1|DSEC
OG0003822	LOC6628012|XP_002051316.1|DVIR	LOC6613624|XP_002038094.1|DSEC
OG0003823	LOC6628441|XP_002052226.2|DVIR	LOC6617418|XP_032571718.1|DSEC
OG0003824	LOC6633939|XP_032293555.1|DVIR	LOC6614707|XP_032577097.1|DSEC
OG0003825	LOC6634372|XP_002057566.1|DVIR	LOC6611711|XP_002036244.1|DSEC
OG0003826	LOC6628101|XP_002052425.1|DVIR	LOC6613474|XP_032583181.1|DSEC
OG0003827	LOC6634385|XP_002057579.2|DVIR	LOC6611811|XP_002036333.1|DSEC
OG0003828	LOC6634387|XP_002057581.2|DVIR	LOC6611814|XP_002036336.1|DSEC
OG0003829	LOC6634128|XP_002057516.2|DVIR	LOC6611256|XP_002035811.1|DSEC
OG0003830	LOC6628491|XP_002051486.2|DVIR	LOC6618267|XP_002042540.1|DSEC
OG0003831	LOC6631084|XP_015027545.1|DVIR	LOC6607364|XP_002032137.1|DSEC
OG0003832	LOC6628075|XP_002051440.1|DVIR	LOC6611442|XP_032571788.1|DSEC
OG0003833	LOC6628072|XP_002051437.1|DVIR	LOC6611444|XP_002035987.1|DSEC
OG0003834	LOC6627544|XP_002052491.2|DVIR	LOC6611460|XP_002036002.1|DSEC
OG0003835	LOC6634246|XP_032293506.1|DVIR	LOC6611384|XP_032577402.1|DSEC
