Orthogroup	DVIR.longest_only	DMEL.longest_only
OG0004345	LOC6629193|XP_002051595.1|DVIR	CG1416|NP_610121.2|DMEL
OG0004346	LOC6624998|XP_032292965.1|DVIR	mAChR-A|NP_523844.2|DMEL
OG0004347	LOC6624995|XP_002049453.1|DVIR	bs|NP_726438.1|DMEL
OG0004348	LOC6625544|XP_002049979.2|DVIR	CG13566|NP_611858.2|DMEL
OG0004349	LOC6625306|XP_032292586.1|DVIR	kcc|NP_001286795.1|DMEL
OG0004350	LOC6625699|XP_002049785.1|DVIR	Glo1|NP_610270.1|DMEL
OG0004351	LOC6624789|XP_002049340.1|DVIR	AGO1|NP_725341.1|DMEL
OG0004352	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR	abs|NP_524220.1|DMEL
OG0004353	LOC6633179|XP_002055967.1|DVIR	CG5003|NP_651593.1|DMEL
OG0004354	LOC6633085|XP_002055963.2|DVIR	CG31301|NP_650449.1|DMEL
OG0004355	LOC6630002|XP_002054715.1|DVIR	CG42724|NP_001189184.1|DMEL
OG0004356	LOC6626931|XP_002049238.1|DVIR	AGBE|NP_788342.1|DMEL
OG0004357	LOC6625702|XP_002049788.1|DVIR	so|NP_476733.1|DMEL
OG0004358	LOC6624830|XP_002049569.1|DVIR	pds5|NP_610719.1|DMEL
OG0004359	LOC6635371|XP_032293016.1|DVIR	hppy|NP_725863.1|DMEL
OG0004360	LOC6622310|XP_002047595.1|DVIR	Rad9|NP_649066.1|DMEL
OG0004361	LOC6629662|XP_032292535.1|DVIR	GCC88|NP_650055.1|DMEL
OG0004362	LOC6622929|XP_002047084.1|DVIR	CG13901|NP_612061.2|DMEL
OG0004363	LOC6633650|XP_002056844.1|DVIR	CG12096|NP_572862.2|DMEL
OG0004364	LOC6626858|XP_002049229.1|DVIR	AQP|NP_523728.1|DMEL
OG0004365	LOC6625691|XP_002049817.2|DVIR	ktub|NP_611549.2|DMEL
OG0004366	LOC6628373|XP_002052873.1|DVIR	PGAP2|NP_608548.1|DMEL
OG0004367	LOC6624616|XP_002047613.2|DVIR	Las|NP_524183.2|DMEL
OG0004368	LOC6622844|XP_002047663.1|DVIR	Ssl1|NP_649427.1|DMEL
OG0004369	LOC6627012|XP_002049622.2|DVIR	LRP1|NP_001260800.2|DMEL
OG0004370	LOC6627076|XP_002049774.2|DVIR	Dek|NP_652058.1|DMEL
OG0004371	LOC6631438|XP_002055676.1|DVIR	CG17333|NP_572656.1|DMEL
OG0004372	LOC6626004|XP_032292964.1|DVIR	nvy|NP_001261166.1|DMEL
OG0004373	LOC6624950|XP_002049174.2|DVIR	CG17327|NP_731760.1|DMEL
OG0004374	LOC6626853|XP_015029897.1|DVIR	Patronin|NP_001261051.1|DMEL
OG0004375	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR	RhoGEF4|NP_648101.1|DMEL
OG0004376	LOC6622943|XP_002048039.1|DVIR	sNPF-R|NP_524176.1|DMEL
OG0004377	LOC6623362|XP_002047120.1|DVIR	Dronc|NP_524017.1|DMEL
OG0004378	LOC6626488|XP_002049687.3|DVIR	chn|NP_001246331.1|DMEL
OG0004379	LOC6625689|XP_032292867.1|DVIR	mago|NP_476636.1|DMEL
OG0004380	LOC6626437|XP_002048905.1|DVIR	DCTN2-p50|NP_524690.1|DMEL
OG0004381	LOC6633131|XP_002055812.2|DVIR	Pxd|NP_001163633.1|DMEL
OG0004382	LOC6625953|XP_032292971.1|DVIR	CG8858|NP_610746.1|DMEL
OG0004383	LOC6626253|XP_015029646.1|DVIR	CysRS-m|NP_610930.1|DMEL
OG0004384	LOC6626255|XP_002048939.1|DVIR	CG13018|NP_652380.2|DMEL
OG0004385	LOC6624858|XP_002049206.1|DVIR	CG13192|NP_610702.1|DMEL
OG0004386	LOC6625644|XP_032292881.1|DVIR	jeb|NP_610726.1|DMEL
OG0004387	LOC6622093|XP_032290766.1|DVIR	cmb|NP_729901.1|DMEL
OG0004388	LOC6625949|XP_002049386.1|DVIR	CG8854|NP_610749.3|DMEL
OG0004389	LOC6623753|XP_002047363.3|DVIR	Ack|NP_647859.1|DMEL
OG0004390	LOC6637046|XP_032289950.1|DVIR	Pka-C3|NP_730083.2|DMEL
OG0004391	LOC6626135|XP_002049129.2|DVIR	CG15125|NP_001286618.1|DMEL
OG0004392	LOC6622068|XP_032290842.1|DVIR	brm|NP_001261906.1|DMEL
OG0004393	LOC6625385|XP_002050302.1|DVIR	Ntan1|NP_611355.2|DMEL
OG0004394	LOC6625862|XP_002050855.2|DVIR	CG4945|NP_788382.1|DMEL
OG0004395	LOC6626925|XP_002049539.1|DVIR	Cpr50Cb|NP_610901.1|DMEL
OG0004396	LOC6625091|XP_002049358.1|DVIR	CG14591|NP_610196.1|DMEL
OG0004397	LOC6626225|XP_002049801.1|DVIR	Fsn|NP_610849.1|DMEL
OG0004398	LOC6625088|XP_002049355.1|DVIR	CG17059|NP_652383.1|DMEL
OG0004399	LOC6627026|XP_002050586.1|DVIR	Rif1|NP_725497.1|DMEL
OG0004400	LOC6629264|XP_002054681.1|DVIR	CG8112|NP_731269.2|DMEL
OG0004401	LOC6626861|XP_002049252.1|DVIR	CG4797|NP_726368.2|DMEL
OG0004402	LOC6626589|XP_002049768.1|DVIR	Ssrp|NP_523830.2|DMEL
OG0004403	LOC6624746|XP_002049706.1|DVIR	ttv|NP_001356963.1|DMEL
OG0004404	LOC6624841|XP_032293091.1|DVIR	Ars2|NP_610203.2|DMEL
OG0004405	LOC6623070|XP_032290664.1|DVIR	rdgC|NP_536738.3|DMEL
OG0004406	LOC6622551|XP_015031422.1|DVIR	stv|NP_001097600.1|DMEL
OG0004407	LOC6624986|XP_002048917.1|DVIR	Spt|NP_610423.3|DMEL
OG0004408	LOC6623665|XP_002047633.2|DVIR	CG14105|NP_648644.1|DMEL
OG0004409	LOC6636243|XP_002059756.2|DVIR	Hcf|NP_524621.2|DMEL
OG0004410	LOC6627241|XP_032293222.1|DVIR	MESR4|NP_001097359.1|DMEL
OG0004411	LOC6622142|XP_002047712.1|DVIR	CG11523|NP_649386.1|DMEL
OG0004412	LOC6622457|XP_002047710.2|DVIR	Ddx1|NP_524212.2|DMEL
OG0004413	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR	ken|NP_523833.1|DMEL
OG0004414	LOC6625547|XP_002049982.1|DVIR	Rap2l|NP_477402.1|DMEL
OG0004415	LOC6626452|XP_002049682.1|DVIR	pcs|NP_611010.4|DMEL
OG0004416	LOC6626208|XP_002049794.1|DVIR	kappaB-Ras|NP_610278.1|DMEL
OG0004417	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR	Ude|NP_001262929.1|DMEL
OG0004418	LOC6624793|XP_002049344.2|DVIR	CG43066|NP_001246408.1|DMEL
OG0004419	LOC6635375|XP_032293163.1|DVIR	sns|NP_001036532.1|DMEL
OG0004420	LOC6625523|XP_032293087.1|DVIR	CG8778|NP_610805.1|DMEL
OG0004421	LOC116650434|XP_032289981.1|DVIR	Tsp74F|NP_524132.1|DMEL
OG0004422	LOC6622286|XP_002046953.1|DVIR	UQCR-Q|NP_648985.1|DMEL
OG0004423	LOC6627064|XP_002049315.1|DVIR	fat-spondin|NP_477435.1|DMEL
OG0004424	LOC6625923|XP_032292953.1|DVIR	prom|NP_001137754.1|DMEL
OG0004425	LOC6623183|XP_002048112.1|DVIR	CG5955|NP_649230.1|DMEL
OG0004426	LOC6624498|XP_002048119.1|DVIR	mRpL15|NP_524185.1|DMEL
OG0004427	LOC6624631|XP_002048088.1|DVIR	mRpS31|NP_524100.1|DMEL
OG0004428	LOC6630588|XP_015027063.1|DVIR	Task6|NP_650300.2|DMEL
OG0004429	LOC6628035|XP_002052912.1|DVIR	CG14015|NP_608937.1|DMEL
OG0004430	LOC6624398|XP_002047649.1|DVIR	mop|NP_648722.2|DMEL
OG0004431	LOC6631081|XP_002053807.1|DVIR	mRpL35|NP_651001.2|DMEL
OG0004432	LOC6630972|XP_002053806.2|DVIR	CG6028|NP_651002.3|DMEL
OG0004433	LOC6623802|XP_015031578.1|DVIR	CG32447|NP_996144.1|DMEL
OG0004434	LOC6625089|XP_002049356.1|DVIR	CG4646|NP_610848.1|DMEL
OG0004435	LOC6626047|XP_002049145.2|DVIR	Oseg6|NP_611426.1|DMEL
OG0004436	LOC6626331|XP_032293374.1|DVIR	mam|NP_525115.1|DMEL
OG0004437	LOC6627142|XP_002048954.1|DVIR	Kr|NP_523867.1|DMEL
OG0004438	LOC6626953|XP_002049405.1|DVIR	eIF3m|NP_610932.1|DMEL
OG0004439	LOC6626958|XP_002049410.1|DVIR	PRAS40|NP_001303349.1|DMEL
OG0004440	LOC6627240|XP_002049161.1|DVIR	RpL18A|NP_523774.1|DMEL
OG0004441	LOC6628353|XP_002052219.1|DVIR	Npc2a|NP_608637.1|DMEL
OG0004442	LOC6626100|XP_015029791.1|DVIR	CG10939|NP_524712.1|DMEL
OG0004443	LOC6622213|XP_002046908.1|DVIR	Pbgs|NP_648564.1|DMEL
OG0004444	LOC6625378|XP_002048994.1|DVIR	eEF1beta|NP_524808.3|DMEL
OG0004445	LOC6635317|XP_032293164.1|DVIR	CG16786|NP_611883.1|DMEL
OG0004446	LOC6632880|XP_002055932.2|DVIR	Alp4|NP_524601.2|DMEL
OG0004447	LOC6632226|XP_002055874.1|DVIR	Spase22-23|NP_651234.1|DMEL
OG0004448	LOC6627222|XP_002049851.1|DVIR	CG14483|NP_611235.1|DMEL
OG0004449	LOC6622396|XP_002048415.2|DVIR	fwe|NP_648804.1|DMEL
OG0004450	LOC6625674|XP_002049373.2|DVIR	mIF3|NP_001350856.1|DMEL
OG0004451	LOC6625275|XP_002049366.1|DVIR	CG8839|NP_610764.1|DMEL
OG0004452	LOC6626044|XP_002049142.1|DVIR	CG15120|NP_611428.1|DMEL
OG0004453	LOC6625787|XP_032292919.1|DVIR	Naus|NP_611299.2|DMEL
OG0004454	LOC6629971|XP_002053080.1|DVIR	Spt3|NP_650146.1|DMEL
OG0004455	LOC6622368|XP_032290028.1|DVIR	comm2|NP_648801.2|DMEL
OG0004456	LOC6634399|XP_002058152.1|DVIR	CG18273|NP_569843.2|DMEL
OG0004457	LOC6622278|XP_032289873.1|DVIR	CG7368|NP_001036599.1|DMEL
OG0004458	LOC6623770|XP_002048621.2|DVIR	CG6024|NP_001368949.1|DMEL
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	CG42588|NP_648604.2|DMEL
OG0004460	LOC6622501|XP_002046707.1|DVIR	Sec3|NP_648976.2|DMEL
OG0004461	LOC6623386|XP_002048230.1|DVIR	Toll-6|NP_524081.1|DMEL
OG0004462	LOC6623076|XP_002047572.1|DVIR	CG3808|NP_649083.2|DMEL
OG0004463	LOC6622852|XP_015031356.1|DVIR	CG11241|NP_730741.2|DMEL
OG0004464	LOC6622571|XP_032290716.1|DVIR	Spt20|NP_001287062.1|DMEL
OG0004465	LOC6629174|XP_002052369.1|DVIR	Naxd|NP_649090.1|DMEL
OG0004466	LOC6624574|XP_032291092.1|DVIR	CG32204|NP_001369059.1|DMEL
OG0004467	LOC6622980|XP_002048041.1|DVIR	CG14185|NP_649175.1|DMEL
OG0004468	LOC6622955|XP_002048042.1|DVIR	Ir76b|NP_649176.1|DMEL
OG0004469	LOC6623643|XP_032290512.1|DVIR	CG7945|NP_730051.1|DMEL
OG0004470	LOC6627901|XP_002051815.1|DVIR	Socs36E|NP_523593.5|DMEL
OG0004471	LOC6630882|XP_032290487.1|DVIR	CG42390|NP_001369028.1|DMEL
OG0004472	LOC6625924|XP_002049294.1|DVIR	dap|NP_476948.1|DMEL
OG0004473	LOC6624828|XP_002049567.2|DVIR	CG43191|NP_001246272.1|DMEL
OG0004474	LOC6624827|XP_002049566.1|DVIR	128up|NP_536733.1|DMEL
OG0004475	LOC6625052|XP_002049173.1|DVIR	CG7488|NP_650248.1|DMEL
OG0004476	LOC6627943|XP_002051416.2|DVIR	CG7251|NP_608944.1|DMEL
OG0004477	LOC6626873|XP_002049617.1|DVIR	Rs1|NP_651970.1|DMEL
OG0004478	LOC6626627|XP_002049411.1|DVIR	Oaz|NP_001188929.1|DMEL
OG0004479	LOC6625304|XP_002049968.2|DVIR	CG3735|NP_611851.1|DMEL
OG0004480	LOC6631739|XP_002055459.1|DVIR	anox|NP_001027085.1|DMEL
OG0004481	LOC6625975|XP_002050506.1|DVIR	CG42518|NP_001163187.1|DMEL
OG0004482	LOC6629477|XP_032295955.1|DVIR	CG15544|NP_651828.2|DMEL
OG0004483	LOC6625227|XP_002049964.1|DVIR	CG5339|NP_611846.1|DMEL
OG0004484	LOC6630000|XP_002054713.1|DVIR	Hr83|NP_649647.1|DMEL
OG0004485	LOC6635474|XP_032296264.1|DVIR	Gr2a|NP_001162633.1|DMEL
OG0004486	LOC6625047|XP_002049168.1|DVIR	UQCR-6.4|NP_611233.1|DMEL
OG0004487	LOC6624014|XP_002047404.1|DVIR	Papst2|NP_648954.1|DMEL
OG0004488	LOC6635947|XP_002059390.1|DVIR	ppk25|NP_995766.1|DMEL
OG0004489	LOC6624461|XP_002046635.1|DVIR	CG13928|NP_647635.1|DMEL
OG0004490	LOC6636416|XP_002059872.1|DVIR	Obp49a|NP_610812.1|DMEL
OG0004491	LOC6628712|XP_002051330.1|DVIR	ppk7|NP_609016.2|DMEL
OG0004492	LOC6631702|XP_015026444.2|DVIR, LOC6624517|XP_002048126.1|DVIR	CG42529|NP_001163471.1|DMEL, ms_3_76Ca|NP_649146.1|DMEL
OG0004493	LOC6622637|XP_002048452.1|DVIR	CG43894|NP_001261790.1|DMEL
OG0004494	LOC6633163|XP_002056612.2|DVIR, LOC6632984|XP_002056487.2|DVIR	Cenp-C|NP_731254.2|DMEL
OG0004495	LOC6630853|XP_032292060.1|DVIR, LOC6630851|XP_002053933.2|DVIR, LOC116650851|XP_032291603.1|DVIR	CG42335|NP_732655.3|DMEL
OG0004496	LOC6624377|XP_002046911.2|DVIR	Cyp12d1-p|NP_610635.4|DMEL, Cyp12d1-d|NP_995812.1|DMEL
OG0004497	LOC6626426|XP_002050266.1|DVIR	MFS1|NP_726254.1|DMEL
OG0004498	LOC116651240|XP_032293100.1|DVIR	CG44142|NP_001262532.1|DMEL, CG45080|NP_001287312.1|DMEL
OG0004500	LOC6626948|XP_002050938.1|DVIR	CG18605|NP_001188974.1|DMEL
OG0004501	LOC6635968|XP_002059332.1|DVIR	cuff|NP_610709.1|DMEL
OG0004503	LOC6625313|XP_032291679.1|DVIR, LOC6625312|XP_032291680.1|DVIR	CG34303|NP_001356898.1|DMEL
OG0004504	LOC6635251|XP_002058759.1|DVIR	CkIIalpha|NP_001036624.1|DMEL
OG0004505	LOC6630005|XP_015026849.1|DVIR	Abi|NP_001247091.1|DMEL
OG0004506	LOC6631158|XP_002054512.1|DVIR	CG4849|NP_651605.1|DMEL
OG0004507	LOC6634947|XP_002058535.2|DVIR	CG18048|NP_649646.3|DMEL
OG0004508	LOC6634922|XP_002058682.2|DVIR	beat-VII|NP_733162.2|DMEL
OG0004509	LOC6623125|XP_002048596.1|DVIR	PCID2|NP_648486.1|DMEL
OG0004510	LOC6634403|XP_032289261.1|DVIR	Rok|NP_536796.2|DMEL
OG0004511	LOC6631143|XP_002054246.2|DVIR	tnc|NP_651318.3|DMEL
OG0004512	LOC6636202|XP_002059692.2|DVIR	PlexA|NP_524637.2|DMEL
OG0004513	LOC6636221|XP_002059701.1|DVIR	onecut|NP_524842.2|DMEL
OG0004514	LOC6636230|XP_015024003.1|DVIR	Asator|NP_651924.2|DMEL
OG0004515	LOC6632194|XP_002054982.2|DVIR	yl|NP_996433.1|DMEL
OG0004516	LOC6633520|XP_002057068.2|DVIR	Rab40|NP_727611.1|DMEL
OG0004517	LOC6631849|XP_032296029.1|DVIR	CG7766|NP_001245588.1|DMEL
OG0004518	LOC6636526|XP_032289124.1|DVIR	tay|NP_001259585.1|DMEL
OG0004519	LOC6634873|XP_002058602.2|DVIR	eEF1gamma|NP_652000.1|DMEL
OG0004520	LOC6632150|XP_015026316.1|DVIR	Rhp|NP_511168.3|DMEL
OG0004521	LOC6635863|XP_032292678.1|DVIR	mle|NP_476641.1|DMEL
OG0004522	LOC6635527|XP_002059098.1|DVIR	Rbm13|NP_572508.1|DMEL
OG0004523	LOC6632823|XP_032289482.1|DVIR	CG12054|NP_651853.1|DMEL
OG0004524	LOC6633592|XP_002056804.2|DVIR	Spg7|NP_570017.1|DMEL
OG0004525	LOC6631992|XP_015026582.1|DVIR	Nadsyn|NP_572913.1|DMEL
OG0004526	LOC6634805|XP_032289260.1|DVIR	ovo|NP_726971.1|DMEL
OG0004527	LOC6636653|XP_002060131.1|DVIR	eIF2Bbeta|NP_570020.1|DMEL
OG0004528	LOC6632128|XP_002055101.1|DVIR	CG15456|NP_652292.1|DMEL
OG0004529	LOC6636014|XP_002059538.2|DVIR	CG42699|NP_572263.2|DMEL
OG0004530	LOC6631968|XP_002055015.2|DVIR	CDC50|NP_573128.2|DMEL
OG0004531	LOC6633022|XP_032289597.1|DVIR	CG13847|NP_651043.2|DMEL
OG0004532	LOC6633570|XP_002057375.3|DVIR	HDAC6|NP_001259569.1|DMEL
OG0004533	LOC6633829|XP_002057108.1|DVIR	CG2200|NP_572852.1|DMEL
OG0004534	LOC6631948|XP_002055400.1|DVIR	RpLP2|NP_523764.1|DMEL
OG0004535	LOC6623474|XP_002046254.1|DVIR	st|NP_524108.1|DMEL
OG0004536	LOC6632055|XP_032295882.1|DVIR	RhoGAP19D|NP_001285496.1|DMEL
OG0004537	LOC6633578|XP_032296569.1|DVIR	iav|NP_572353.1|DMEL
OG0004538	LOC6635803|XP_015024249.1|DVIR	CG5504|NP_995932.1|DMEL
OG0004539	LOC6629897|XP_002053992.1|DVIR	DPCoAC|NP_650891.1|DMEL
OG0004540	LOC6634638|XP_032296401.1|DVIR	BTBD9|NP_572649.1|DMEL
OG0004541	LOC6625212|XP_015029807.1|DVIR	Pcl|NP_476672.1|DMEL
OG0004542	LOC6632051|XP_032295759.1|DVIR	su_r_|NP_727320.1|DMEL
OG0004543	LOC6633730|XP_002057015.3|DVIR	CG42749|NP_001188545.1|DMEL
OG0004544	LOC6634472|XP_002058243.2|DVIR	ebo|NP_001284739.1|DMEL
OG0004545	LOC6630914|XP_002053773.1|DVIR	CG5380|NP_651029.1|DMEL
OG0004546	LOC6626386|XP_002048728.1|DVIR	fsd|NP_610851.2|DMEL
OG0004547	LOC6633449|XP_002056911.1|DVIR	eIF2Bepsilon|NP_569961.2|DMEL
OG0004548	LOC6632014|XP_002054947.1|DVIR	CG32536|NP_728237.1|DMEL
OG0004549	LOC6634530|XP_032296438.1|DVIR	Hmt4-20|NP_569853.1|DMEL
OG0004550	LOC6633815|XP_032296528.1|DVIR	Tbh|NP_788884.1|DMEL
OG0004551	LOC6626789|XP_002049828.1|DVIR	MED8|NP_722456.1|DMEL
OG0004552	LOC6633316|XP_032296683.1|DVIR	wupA|NP_728142.1|DMEL
OG0004553	LOC6623399|XP_002046760.1|DVIR	Cdc6|NP_648247.1|DMEL
OG0004554	LOC6636697|XP_002060117.2|DVIR	crm|NP_477105.2|DMEL
OG0004555	LOC6636696|XP_002060116.1|DVIR	Syx4|NP_525057.2|DMEL
OG0004556	LOC6632119|XP_032296193.1|DVIR	CG7332|NP_573338.1|DMEL
OG0004557	LOC6634720|XP_032289224.1|DVIR	CG42541|NP_996345.3|DMEL
OG0004558	LOC6632142|XP_002055394.2|DVIR	Cluap1|NP_608470.1|DMEL
OG0004559	LOC6630781|XP_002054815.1|DVIR	SdhD|NP_651181.1|DMEL
OG0004560	LOC26530460|XP_032296669.1|DVIR	eIF4B|NP_001015319.1|DMEL
OG0004561	LOC6630943|XP_032296190.1|DVIR	CG14853|NP_650376.1|DMEL
OG0004562	LOC6630063|XP_002054285.1|DVIR	CG6972|NP_001303445.1|DMEL
OG0004563	LOC6630290|XP_032295103.1|DVIR	CG6125|NP_732032.1|DMEL
OG0004564	LOC6632520|XP_032289567.1|DVIR	CG4770|NP_650848.1|DMEL
OG0004565	LOC6629529|XP_002053963.1|DVIR	CG3631|NP_731951.2|DMEL
OG0004566	LOC6631669|XP_002055411.1|DVIR	CG2124|NP_572638.1|DMEL
OG0004567	LOC6634471|XP_002058242.1|DVIR	UbcE2H|NP_572438.1|DMEL
OG0004568	LOC6634736|XP_032289215.1|DVIR	Nmdar2|NP_001014714.1|DMEL
OG0004569	LOC6633034|XP_002056061.2|DVIR	CG32944|NP_788574.3|DMEL
OG0004570	LOC6627218|XP_002050215.1|DVIR	Khc|NP_476590.1|DMEL
OG0004571	LOC6635435|XP_002059071.1|DVIR	Pgant7|NP_573301.2|DMEL
OG0004572	LOC6629015|XP_002052757.1|DVIR	CG15432|NP_608832.1|DMEL
OG0004573	LOC6632608|XP_032289522.1|DVIR	CG7702|NP_650740.1|DMEL
OG0004574	LOC6633362|XP_002057166.1|DVIR	MCTS1|NP_572288.1|DMEL
OG0004575	LOC6633361|XP_032296533.1|DVIR	CG5937|NP_001096888.2|DMEL
OG0004576	LOC6629883|XP_002054543.1|DVIR	COX7A|NP_001246986.1|DMEL
OG0004577	LOC6630973|XP_032289911.1|DVIR	CG9588|NP_650301.1|DMEL
OG0004578	LOC6631801|XP_015026728.1|DVIR	Dlic|NP_572694.1|DMEL
OG0004579	LOC6628057|XP_032294626.1|DVIR	GramD1B|NP_995623.2|DMEL
OG0004580	LOC6632253|XP_002056082.1|DVIR	CG34309|NP_001097771.1|DMEL
OG0004581	LOC6634884|XP_002058503.1|DVIR	Sra-1|NP_650447.1|DMEL
OG0004582	LOC6630468|XP_002054104.2|DVIR	Ptx1|NP_001138130.2|DMEL
OG0004583	LOC6631672|XP_002055414.1|DVIR	CG12121|NP_572545.1|DMEL
OG0004584	LOC6626091|XP_002049400.1|DVIR	U3-55K|NP_001014529.1|DMEL
OG0004585	LOC6633025|XP_002055942.1|DVIR	Capa|NP_524552.1|DMEL
OG0004586	LOC6634789|XP_032296324.1|DVIR	CG4041|NP_572197.4|DMEL
OG0004587	LOC6632829|XP_032289481.1|DVIR	chp|NP_001263137.1|DMEL
OG0004588	LOC6632827|XP_002055913.1|DVIR	CG1542|NP_651850.1|DMEL
OG0004589	LOC6631946|XP_032295426.1|DVIR	l_1_G0196|NP_001097041.2|DMEL
OG0004590	LOC6632814|XP_032289443.1|DVIR	kay|NP_001027577.2|DMEL
OG0004591	LOC6632262|XP_015025983.1|DVIR	yata|NP_651722.1|DMEL
OG0004592	LOC6631425|XP_002054939.1|DVIR	CG1461|NP_572953.1|DMEL
OG0004593	LOC6633446|XP_002056908.1|DVIR	sicily|NP_572765.1|DMEL
OG0004594	LOC6632009|XP_032296004.1|DVIR	Nrg|NP_001245581.1|DMEL
OG0004595	LOC6633744|XP_002057029.1|DVIR	Ahcy|NP_511164.2|DMEL
OG0004596	LOC6634475|XP_032296429.1|DVIR	ase|NP_476694.1|DMEL
OG0004597	LOC6634582|XP_002058083.1|DVIR	Spt7|NP_573248.2|DMEL
OG0004598	LOC6622978|XP_002046506.1|DVIR	Mo25|NP_524117.1|DMEL
OG0004599	LOC6628258|XP_002052538.1|DVIR	Spindly|NP_608791.2|DMEL
OG0004600	LOC6636170|XP_002059556.1|DVIR	Tango10|NP_572743.1|DMEL
OG0004601	LOC6636023|XP_002059547.3|DVIR	dy|NP_511130.2|DMEL
OG0004602	LOC6631937|XP_002055484.1|DVIR	ATPsyndelta|NP_572610.1|DMEL
OG0004603	LOC6628197|XP_002052856.1|DVIR	cold|NP_608536.1|DMEL
OG0004604	LOC6632048|XP_002055245.1|DVIR	CG12056|NP_572535.1|DMEL
OG0004605	LOC6631422|XP_002055307.2|DVIR	mgl|NP_001096924.2|DMEL
OG0004606	LOC6632503|XP_015026166.1|DVIR	Ask1|NP_477089.3|DMEL
OG0004607	LOC6634743|XP_032296279.1|DVIR	fd3F|NP_001356931.1|DMEL
OG0004608	LOC6636130|XP_032296081.1|DVIR	Nup153|NP_001097002.1|DMEL
OG0004609	LOC6631482|XP_002055427.1|DVIR	CG4239|NP_573122.1|DMEL
OG0004610	LOC6631279|XP_032295420.1|DVIR	CG2246|NP_001189321.1|DMEL
OG0004611	LOC6629501|XP_032294834.1|DVIR	aralar1|NP_001247368.1|DMEL
OG0004612	LOC6629502|XP_002054522.1|DVIR	CG2224|NP_651796.1|DMEL
OG0004613	LOC6634885|XP_002058504.1|DVIR	CG6218|NP_650448.1|DMEL
OG0004614	LOC6632171|XP_002055269.2|DVIR	DNAlig4|NP_572907.1|DMEL
OG0004615	LOC6634749|XP_032296276.1|DVIR	ec|NP_001096877.1|DMEL
OG0004616	LOC6636661|XP_002060139.1|DVIR	Ost48|NP_511096.2|DMEL
OG0004617	LOC6628830|XP_002052071.1|DVIR	CG9328|NP_610059.1|DMEL
OG0004618	LOC6629531|XP_002053965.1|DVIR	CG31156|NP_651070.3|DMEL
OG0004619	LOC6630969|XP_002053803.1|DVIR	CG13409|NP_651004.1|DMEL
OG0004620	LOC6629712|XP_002053074.1|DVIR	Nsun5|NP_650787.1|DMEL
OG0004621	LOC6629631|XP_002053333.1|DVIR	CG6962|NP_650124.1|DMEL
OG0004622	LOC6632907|XP_015026075.1|DVIR	CG15803|NP_001287388.1|DMEL
OG0004623	LOC6632220|XP_002055888.1|DVIR	Naa40|NP_651715.1|DMEL
OG0004624	LOC6630759|XP_002054618.1|DVIR	Pcmt|NP_536756.1|DMEL
OG0004625	LOC6634439|XP_032296347.1|DVIR	Rab3-GEF|NP_001259560.1|DMEL
OG0004626	LOC6631543|XP_032295830.1|DVIR	sdk|NP_001284756.1|DMEL
OG0004627	LOC6623650|XP_002046306.2|DVIR	ens|NP_001097498.1|DMEL
OG0004628	LOC6636926|XP_032289219.1|DVIR	Scgdelta|NP_525039.1|DMEL
OG0004629	LOC6630470|XP_015027016.1|DVIR	CG7530|NP_650387.1|DMEL
OG0004630	LOC6633060|XP_032289698.1|DVIR	CG34133|NP_001036772.2|DMEL
OG0004631	LOC6632805|XP_032289411.1|DVIR	CG7694|NP_001138076.1|DMEL
OG0004632	LOC6632806|XP_002056233.2|DVIR	fray|NP_001303449.2|DMEL
OG0004633	LOC6632217|XP_002055885.1|DVIR	CG15506|NP_651714.1|DMEL
OG0004634	LOC6633234|XP_002055849.1|DVIR	Obp99a|NP_651707.1|DMEL
OG0004635	LOC6631942|XP_002055044.2|DVIR	CG42797|NP_572574.2|DMEL
OG0004636	LOC6632091|XP_032295384.1|DVIR	CG34401|NP_001356949.1|DMEL
OG0004637	LOC6633413|XP_015025557.1|DVIR	RhoGAP1A|NP_001284725.1|DMEL
OG0004638	LOC6635417|XP_032296143.1|DVIR	CG43759|NP_001259697.1|DMEL
OG0004639	LOC6630242|XP_002053906.2|DVIR	Cpr97Eb|NP_651530.1|DMEL
OG0004640	LOC6630244|XP_002053908.2|DVIR	CG14257|NP_651528.2|DMEL
OG0004641	LOC6633851|XP_032295983.1|DVIR	CG15743|NP_572869.1|DMEL
OG0004642	LOC6633414|XP_002056813.1|DVIR	CG3335|NP_648337.1|DMEL
OG0004643	LOC6629349|XP_002053265.1|DVIR	IscU|NP_649840.1|DMEL
OG0004644	LOC6634681|XP_002057997.1|DVIR	mRpS14|NP_728245.1|DMEL
OG0004645	LOC6628190|XP_002052849.1|DVIR	Tspo|NP_608531.1|DMEL
OG0004646	LOC6632879|XP_002055931.1|DVIR	Chchd3|NP_651838.1|DMEL
OG0004647	LOC6633814|XP_032296599.1|DVIR	dah|NP_511162.1|DMEL
OG0004648	LOC6632168|XP_015026659.2|DVIR	Nup35|NP_573314.1|DMEL
