Orthogroup	DVIR.longest_only	DFIC.longest_only
OG0006056	LOC6624925|XP_002049350.1|DVIR	LOC108087640|XP_017040593.1|DFIC
OG0006057	LOC6622706|XP_002047035.2|DVIR	LOC108100561|XP_017060024.1|DFIC
OG0006058	LOC6635107|XP_015024959.1|DVIR	LOC108087943|XP_017041020.1|DFIC
OG0006059	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR	LOC108089510|XP_017043318.1|DFIC
OG0006060	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR	LOC108089511|XP_017043320.1|DFIC
OG0006061	LOC6631470|XP_002055027.2|DVIR	LOC108098001|XP_017056126.1|DFIC
OG0006062	LOC6629660|XP_002053599.1|DVIR	LOC108087262|XP_017040057.1|DFIC
OG0006063	LOC6633958|XP_002057761.2|DVIR	LOC108089149|XP_017042760.1|DFIC
OG0006064	LOC6626320|XP_002050697.1|DVIR	LOC108093627|XP_017049264.1|DFIC
OG0006065	LOC6624148|XP_002047419.1|DVIR	LOC108099042|XP_017057792.1|DFIC
OG0006066	LOC6626209|XP_002049795.1|DVIR	LOC108094035|XP_017049956.1|DFIC
OG0006067	LOC6625935|XP_032293349.1|DVIR	LOC108090257|XP_017044342.1|DFIC
OG0006068	LOC6634818|XP_002058207.3|DVIR	LOC108097473|XP_017055236.1|DFIC
OG0006069	LOC6622285|XP_032290046.1|DVIR	LOC108099903|XP_017059050.1|DFIC
OG0006070	LOC6630521|XP_002054020.1|DVIR	LOC108088935|XP_017042448.1|DFIC
OG0006071	LOC6633185|XP_002055973.2|DVIR	LOC108095892|XP_017052695.1|DFIC
OG0006072	LOC6623354|XP_002047418.1|DVIR	LOC108099689|XP_017058810.1|DFIC
OG0006073	LOC6623477|XP_002047370.2|DVIR	LOC108100706|XP_017060223.1|DFIC
OG0006074	LOC6633455|XP_002057338.2|DVIR	LOC108101688|XP_017061606.1|DFIC
OG0006075	LOC116649734|XP_032296601.1|DVIR	LOC108095390|XP_017051959.1|DFIC
OG0006076	LOC6626941|XP_002050079.1|DVIR	LOC108086749|XP_017039278.1|DFIC
OG0006077	LOC6622987|XP_002047560.2|DVIR	LOC108088884|XP_017042370.1|DFIC
OG0006078	LOC6622992|XP_002047561.1|DVIR	LOC108088899|XP_017042389.1|DFIC
OG0006079	LOC6622292|XP_002048085.1|DVIR	LOC108096279|XP_017053234.1|DFIC
OG0006080	LOC6624368|XP_002048087.1|DVIR	LOC108096348|XP_017053385.1|DFIC
OG0006081	LOC6626733|XP_002049277.1|DVIR	LOC108090751|XP_017045072.1|DFIC
OG0006082	LOC6626735|XP_002049279.1|DVIR	LOC108090761|XP_017045082.1|DFIC
OG0006083	LOC6623555|XP_032291089.1|DVIR	LOC108088310|XP_017041530.1|DFIC
OG0006084	LOC6622349|XP_015030453.1|DVIR	LOC108096379|XP_017053420.1|DFIC
OG0006085	LOC6622719|XP_002048007.1|DVIR	LOC108088931|XP_017042443.1|DFIC
OG0006086	LOC6622163|XP_032290394.1|DVIR	LOC108088875|XP_017042351.1|DFIC
OG0006087	LOC6635409|XP_032293214.1|DVIR	LOC108093890|XP_017049735.1|DFIC
OG0006088	LOC6622270|XP_002048398.1|DVIR	LOC108099904|XP_017059051.1|DFIC
OG0006089	LOC6633736|XP_002057021.1|DVIR	LOC108095350|XP_017051919.1|DFIC
OG0006090	LOC6623412|XP_032290911.1|DVIR	LOC108089581|XP_017043425.1|DFIC
OG0006091	LOC6623899|XP_032290506.1|DVIR	LOC108087496|XP_017040381.1|DFIC
OG0006092	LOC26531317|XP_015024204.2|DVIR	LOC108095356|XP_017051926.1|DFIC
OG0006093	LOC6627190|XP_002049932.2|DVIR	LOC108090645|XP_017044912.1|DFIC
OG0006094	LOC6623551|XP_002048629.1|DVIR	LOC108100161|XP_017059413.1|DFIC
OG0006095	LOC6635795|XP_002059383.3|DVIR	LOC108090395|XP_017044533.1|DFIC
OG0006096	LOC6626625|XP_002049701.1|DVIR	LOC108086739|XP_017039260.1|DFIC
OG0006097	LOC6623845|XP_002048263.1|DVIR	LOC108088318|XP_017041543.1|DFIC
OG0006098	LOC6628763|XP_002051903.1|DVIR	LOC108091561|XP_017046322.1|DFIC
OG0006099	LOC6625878|XP_002049679.1|DVIR	LOC108087677|XP_017040671.1|DFIC
OG0006100	LOC6627136|XP_002049430.1|DVIR	LOC108096548|XP_017053726.1|DFIC
OG0006101	LOC6636647|XP_032289190.1|DVIR	LOC108089248|XP_017042901.1|DFIC
OG0006102	LOC6627099|XP_002049942.1|DVIR	LOC108094922|XP_017051269.1|DFIC
OG0006103	LOC6634572|XP_032296290.1|DVIR	LOC108091188|XP_017045754.1|DFIC
OG0006104	LOC6636101|XP_032295511.1|DVIR	LOC108095374|XP_017051943.1|DFIC
OG0006105	LOC6636100|XP_032295680.1|DVIR	LOC108095303|XP_017051852.1|DFIC
OG0006106	LOC6624579|XP_015031571.1|DVIR	LOC108088890|XP_017042376.1|DFIC
OG0006107	LOC6625690|XP_002049816.1|DVIR	LOC108095211|XP_017051710.1|DFIC
OG0006108	LOC6631764|XP_002055172.1|DVIR	LOC108097176|XP_017054803.1|DFIC
OG0006109	LOC6622773|XP_002047667.1|DVIR	LOC108088779|XP_017042225.1|DFIC
OG0006110	LOC6622877|XP_002048032.1|DVIR	LOC108088285|XP_017041495.1|DFIC
OG0006111	LOC6626816|XP_032292085.1|DVIR	LOC108095181|XP_017051655.1|DFIC
OG0006112	LOC116651059|XP_032292639.1|DVIR	LOC108090974|XP_017045418.1|DFIC
OG0006113	LOC6622639|XP_002046686.1|DVIR	LOC108089420|XP_017043113.1|DFIC
OG0006114	LOC6634954|XP_002058588.1|DVIR	LOC108086548|XP_017038975.1|DFIC
OG0006115	LOC6626068|XP_002049376.1|DVIR	LOC108086760|XP_017039288.1|DFIC
OG0006116	LOC6626738|XP_002049572.2|DVIR	LOC108087727|XP_017040737.1|DFIC
OG0006117	LOC6626879|XP_002049155.1|DVIR	LOC108093735|XP_017049479.1|DFIC
OG0006118	LOC6625880|XP_032293010.1|DVIR	LOC108093719|XP_017049415.1|DFIC
OG0006119	LOC6625098|XP_002049549.1|DVIR	LOC108094757|XP_017051003.1|DFIC
OG0006120	LOC6624821|XP_002048979.1|DVIR	LOC108094016|XP_017049932.1|DFIC
OG0006121	LOC6622090|XP_002048017.1|DVIR	LOC108088865|XP_017042334.1|DFIC
OG0006122	LOC6636262|XP_002059731.2|DVIR	LOC108098415|XP_017056798.1|DFIC
OG0006123	LOC6624970|XP_002049478.3|DVIR	LOC108101932|XP_017062004.1|DFIC
OG0006124	LOC6630034|XP_002054025.1|DVIR	LOC108091882|XP_017046752.1|DFIC
OG0006125	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR	LOC108089492|XP_017043262.1|DFIC
OG0006126	LOC6624091|XP_002046876.1|DVIR	LOC108089438|XP_017043162.1|DFIC
OG0006127	LOC6623569|XP_002048224.1|DVIR	LOC108096367|XP_017053407.1|DFIC
OG0006128	LOC6623671|XP_002048243.1|DVIR	LOC108096420|XP_017053494.1|DFIC
OG0006129	LOC6622967|XP_002048216.1|DVIR	LOC108096380|XP_017053424.1|DFIC
OG0006130	LOC6624555|XP_002048260.1|DVIR	LOC108096329|XP_017053351.1|DFIC
OG0006131	LOC6623777|XP_002048257.1|DVIR	LOC108096260|XP_017053205.1|DFIC
OG0006132	LOC6623219|XP_002048248.1|DVIR	LOC108096432|XP_017053510.1|DFIC
OG0006133	LOC6623805|XP_002048261.1|DVIR	LOC108096330|XP_017053352.1|DFIC
OG0006134	LOC6622666|XP_032290700.1|DVIR	LOC108096374|XP_017053415.1|DFIC
OG0006135	LOC6623628|XP_032290507.1|DVIR	LOC108096314|XP_017053295.1|DFIC
OG0006136	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR	LOC108089495|XP_017043269.1|DFIC
OG0006137	LOC6622675|XP_002047994.1|DVIR	LOC108087479|XP_017040346.1|DFIC
OG0006138	LOC6627282|XP_032292813.1|DVIR	LOC108101454|XP_017061285.1|DFIC
OG0006139	LOC6624990|XP_002048921.2|DVIR	LOC108090352|XP_017044462.1|DFIC
OG0006140	LOC6625920|XP_002049459.1|DVIR	LOC108101900|XP_017061956.1|DFIC
OG0006141	LOC6625723|XP_002049017.1|DVIR	LOC108090462|XP_017044649.1|DFIC
OG0006142	LOC6623029|XP_032290511.1|DVIR	LOC108088287|XP_017041497.1|DFIC
OG0006143	LOC6622561|XP_015031533.1|DVIR	LOC108095428|XP_017052025.1|DFIC
OG0006144	LOC6624321|XP_002048519.1|DVIR	LOC108086904|XP_017039465.1|DFIC
OG0006145	LOC6622960|XP_015031539.1|DVIR	LOC108100378|XP_017059716.1|DFIC
OG0006146	LOC6634371|XP_032293703.1|DVIR	LOC108100967|XP_017060607.1|DFIC
OG0006147	LOC6629587|XP_002052994.1|DVIR	LOC108099349|XP_017058318.1|DFIC
OG0006148	LOC6622847|XP_002048024.1|DVIR	LOC108100453|XP_017059868.1|DFIC
OG0006149	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR	LOC108095441|XP_017052040.1|DFIC
OG0006150	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR	LOC108095439|XP_017052037.1|DFIC
OG0006151	LOC6633955|XP_002057758.1|DVIR	LOC108089147|XP_017042758.1|DFIC
OG0006152	LOC6630856|XP_002052951.2|DVIR	LOC108095848|XP_017052633.1|DFIC
OG0006153	LOC6624966|XP_002049327.1|DVIR	LOC108094058|XP_017049986.1|DFIC
OG0006154	LOC6629677|XP_002053660.1|DVIR	LOC108095680|XP_017052338.1|DFIC
OG0006155	LOC6629591|XP_002052998.1|DVIR	LOC108099353|XP_017058322.1|DFIC
OG0006156	LOC6629421|XP_002053155.2|DVIR	LOC108099391|XP_017058379.1|DFIC
OG0006157	LOC6635395|XP_032293203.1|DVIR	LOC108090983|XP_017045428.1|DFIC
OG0006158	LOC6622365|XP_002046968.2|DVIR	LOC108089408|XP_017043092.1|DFIC
OG0006159	LOC6626629|XP_002049413.2|DVIR	LOC108101608|XP_017061510.1|DFIC
OG0006160	LOC6635398|XP_002058841.1|DVIR	LOC108090968|XP_017045403.1|DFIC
OG0006161	LOC6625698|XP_032291946.1|DVIR	LOC108090254|XP_017044339.1|DFIC
OG0006162	LOC6636257|XP_032290066.1|DVIR	LOC108098397|XP_017056761.1|DFIC
OG0006163	LOC6624798|XP_032291710.1|DVIR	LOC108101473|XP_017061308.1|DFIC
OG0006165	LOC6623876|XP_002048647.2|DVIR	LOC108088816|XP_017042273.1|DFIC
OG0006166	LOC6627343|XP_002052454.1|DVIR	LOC108097839|XP_017055856.1|DFIC, LOC108100592|XP_017060103.1|DFIC
OG0006167	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR	LOC108101425|XP_017061243.1|DFIC
OG0006168	LOC6636041|XP_002059568.1|DVIR	LOC108101637|XP_017061539.1|DFIC
OG0006169	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR	LOC108098598|XP_017057186.1|DFIC, LOC108101640|XP_017061540.1|DFIC, LOC108095351|XP_017051920.1|DFIC
OG0006170	LOC6631309|XP_002055052.3|DVIR	LOC108087794|XP_017040826.1|DFIC
OG0006171	LOC6623170|XP_002046725.1|DVIR	LOC108099755|XP_017058874.1|DFIC
OG0006172	LOC6623001|XP_002046675.1|DVIR	LOC108086959|XP_017039560.1|DFIC
OG0006173	LOC6627622|XP_002051713.1|DVIR	LOC108095145|XP_017051574.1|DFIC
OG0006174	LOC6624424|XP_002048374.1|DVIR	LOC108099983|XP_017059169.1|DFIC, LOC108099750|XP_017058868.1|DFIC
OG0006175	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR	LOC108095150|XP_017051576.1|DFIC
OG0006176	LOC6634084|XP_032293622.1|DVIR	LOC108095757|XP_017052442.1|DFIC, LOC108095747|XP_017052421.1|DFIC
OG0006177	LOC26530520|XP_015030218.1|DVIR	LOC108096209|XP_017053085.1|DFIC, LOC108095721|XP_017052384.1|DFIC
OG0006181	LOC6629713|XP_002053075.1|DVIR	LOC108087960|XP_017041042.1|DFIC
OG0006182	LOC6629535|XP_002053969.1|DVIR	LOC108099643|XP_017058761.1|DFIC
OG0006183	LOC6629641|XP_032294972.1|DVIR	LOC108092125|XP_017047117.1|DFIC
OG0006184	LOC6630405|XP_002054193.1|DVIR	LOC108099583|XP_017058677.1|DFIC
OG0006185	LOC6634882|XP_002058501.1|DVIR	LOC108097139|XP_017054732.1|DFIC
OG0006186	LOC6630411|XP_032295331.1|DVIR	LOC108099445|XP_017058471.1|DFIC
OG0006187	LOC6632427|XP_002056099.1|DVIR	LOC108099336|XP_017058300.1|DFIC
OG0006188	LOC6633574|XP_015025482.1|DVIR	LOC108097138|XP_017054725.1|DFIC
OG0006190	LOC6632506|XP_002056011.1|DVIR	LOC108099359|XP_017058334.1|DFIC
OG0006191	LOC6630963|XP_002054740.1|DVIR	LOC108088471|XP_017041747.1|DFIC
OG0006192	LOC6633631|XP_002057275.2|DVIR	LOC108092939|XP_017048295.1|DFIC
OG0006193	LOC6631574|XP_002055039.2|DVIR	LOC108097670|XP_017055613.1|DFIC
OG0006194	LOC6636670|XP_002060148.1|DVIR	LOC108102133|XP_017062291.1|DFIC
OG0006195	LOC6634438|XP_002058053.2|DVIR	LOC108094599|XP_017050735.1|DFIC
OG0006196	LOC6629303|XP_015027287.1|DVIR	LOC108098969|XP_017057675.1|DFIC
OG0006198	LOC6633687|XP_032296502.1|DVIR	LOC108091056|XP_017045496.1|DFIC
OG0006199	LOC6631120|XP_002054240.1|DVIR	LOC108095774|XP_017052508.1|DFIC
OG0006200	LOC6630685|XP_002054408.2|DVIR	LOC108092175|XP_017047187.1|DFIC
OG0006201	LOC6632124|XP_032295718.1|DVIR	LOC108088676|XP_017042100.1|DFIC
OG0006202	LOC6632003|XP_002055095.2|DVIR	LOC108088583|XP_017041922.1|DFIC
OG0006203	LOC6636109|XP_032296203.1|DVIR	LOC108097962|XP_017056062.1|DFIC
OG0006204	LOC6630404|XP_002054269.2|DVIR	LOC108092224|XP_017047247.1|DFIC
OG0006205	LOC26530651|XP_032289310.1|DVIR	LOC108097517|XP_017055330.1|DFIC
OG0006206	LOC6634294|XP_002057446.1|DVIR	LOC108094716|XP_017050942.1|DFIC
OG0006207	LOC6628181|XP_002052915.1|DVIR	LOC108089850|XP_017043783.1|DFIC
OG0006208	LOC6628701|XP_002052566.1|DVIR	LOC108099145|XP_017057977.1|DFIC
OG0006209	LOC6631743|XP_002055463.1|DVIR	LOC108097944|XP_017056025.1|DFIC
OG0006210	LOC6635536|XP_002059106.2|DVIR	LOC108088594|XP_017041931.1|DFIC
OG0006211	LOC6628560|XP_002051957.1|DVIR	LOC108092651|XP_017047792.1|DFIC
OG0006212	LOC6628559|XP_002051956.1|DVIR	LOC108092649|XP_017047790.1|DFIC
OG0006213	LOC6634971|XP_002058718.1|DVIR	LOC108098460|XP_017056854.1|DFIC
OG0006214	LOC6631913|XP_002055594.1|DVIR	LOC108102168|XP_017062357.1|DFIC
OG0006215	LOC6633804|XP_032296530.1|DVIR	LOC108097932|XP_017056010.1|DFIC
OG0006216	LOC6631074|XP_002054230.2|DVIR	LOC108095940|XP_017052766.1|DFIC
OG0006217	LOC6631320|XP_002055287.1|DVIR	LOC108097978|XP_017056085.1|DFIC
OG0006218	LOC6634339|XP_002057467.1|DVIR	LOC108092679|XP_017047855.1|DFIC
OG0006219	LOC6634689|XP_032289233.1|DVIR	LOC108097181|XP_017054812.1|DFIC
OG0006220	LOC6622366|XP_002048409.1|DVIR	LOC108099930|XP_017059089.1|DFIC
OG0006221	LOC6629276|XP_002052982.3|DVIR	LOC108086867|XP_017039418.1|DFIC
OG0006222	LOC6629770|XP_002052984.1|DVIR	LOC108086843|XP_017039382.1|DFIC
OG0006224	LOC6631420|XP_015026453.2|DVIR	LOC108097518|XP_017055334.1|DFIC
OG0006225	LOC6636178|XP_002059564.1|DVIR	LOC108101645|XP_017061550.1|DFIC
OG0006226	LOC6627261|XP_002049917.1|DVIR	LOC108096531|XP_017053704.1|DFIC
OG0006227	LOC26530480|XP_015023749.1|DVIR	LOC108091077|XP_017045569.1|DFIC
OG0006228	LOC6625216|XP_002049935.1|DVIR	LOC108094831|XP_017051112.1|DFIC
OG0006229	LOC6636205|XP_015024129.1|DVIR	LOC108095014|XP_017051348.1|DFIC
OG0006230	LOC6631525|XP_002055332.1|DVIR	LOC108098014|XP_017056148.1|DFIC
OG0006231	LOC6632025|XP_032296017.1|DVIR	LOC108097588|XP_017055470.1|DFIC
OG0006232	LOC6631475|XP_002055119.3|DVIR	LOC108094683|XP_017050892.1|DFIC
OG0006233	LOC6631476|XP_032295897.1|DVIR	LOC108094728|XP_017050963.1|DFIC
OG0006234	LOC6632013|XP_002055386.1|DVIR	LOC108098122|XP_017056331.1|DFIC
OG0006235	LOC6631557|XP_002055434.2|DVIR	LOC108094454|XP_017050525.1|DFIC
OG0006236	LOC6634758|XP_032296459.1|DVIR	LOC108094604|XP_017050745.1|DFIC
OG0006237	LOC6632212|XP_002055526.1|DVIR	LOC108097423|XP_017055179.1|DFIC
OG0006238	LOC6631414|XP_002055423.2|DVIR	LOC108097724|XP_017055711.1|DFIC
OG0006239	LOC6633347|XP_002056788.1|DVIR	LOC108102127|XP_017062278.1|DFIC
OG0006240	LOC6632815|XP_002055902.1|DVIR	LOC108088527|XP_017041859.1|DFIC
OG0006241	LOC6632135|XP_002055387.1|DVIR	LOC108098121|XP_017056330.1|DFIC
OG0006242	LOC6636169|XP_032295681.1|DVIR	LOC108101700|XP_017061627.1|DFIC
OG0006243	LOC6629887|XP_032294833.1|DVIR	LOC108098952|XP_017057649.1|DFIC
OG0006244	LOC6629777|XP_002052991.2|DVIR	LOC108099580|XP_017058674.1|DFIC
OG0006245	LOC6635208|XP_002058396.1|DVIR	LOC108099397|XP_017058389.1|DFIC
OG0006246	LOC6635518|XP_002058936.1|DVIR	LOC108097155|XP_017054766.1|DFIC
OG0006247	LOC6635920|XP_032292209.1|DVIR	LOC108101538|XP_017061409.1|DFIC
OG0006248	LOC6629988|XP_002054170.1|DVIR	LOC108093360|XP_017048866.1|DFIC
OG0006249	LOC6628774|XP_002052765.1|DVIR	LOC108101315|XP_017061106.1|DFIC, LOC108092825|XP_017048158.1|DFIC
OG0006250	LOC6631769|XP_015026634.1|DVIR	LOC108094634|XP_017050811.1|DFIC
OG0006251	LOC6637099|XP_002060505.2|DVIR	LOC108095801|XP_017052555.1|DFIC
OG0006252	LOC116651875|XP_032295019.1|DVIR	LOC108095800|XP_017052554.1|DFIC
OG0006253	LOC6635517|XP_002058935.2|DVIR	LOC108097152|XP_017054761.1|DFIC
OG0006254	LOC6630887|XP_002053133.1|DVIR	LOC108089986|XP_017043975.1|DFIC
OG0006255	LOC6630807|XP_002054275.1|DVIR	LOC108095980|XP_017052814.1|DFIC
OG0006256	LOC6632136|XP_002055388.1|DVIR	LOC108098043|XP_017056197.1|DFIC
OG0006257	LOC6631535|XP_015026620.1|DVIR	LOC108097538|XP_017055373.1|DFIC
OG0006258	LOC6631742|XP_032296090.1|DVIR	LOC108097943|XP_017056024.1|DFIC
OG0006259	LOC6635186|XP_002058385.1|DVIR	LOC108092151|XP_017047158.1|DFIC
OG0006260	LOC6632088|XP_002055636.1|DVIR	LOC108097539|XP_017055377.1|DFIC
OG0006261	LOC6627883|XP_002052007.1|DVIR	LOC108093488|XP_017049065.1|DFIC
OG0006262	LOC6632163|XP_002055772.1|DVIR	LOC108097497|XP_017055295.1|DFIC
OG0006263	LOC6633386|XP_002056797.1|DVIR	LOC108097317|XP_017055025.1|DFIC
OG0006264	LOC6633448|XP_002056910.1|DVIR	LOC108097003|XP_017054480.1|DFIC
OG0006265	LOC6627192|XP_002049934.1|DVIR	LOC108093745|XP_017049500.1|DFIC
OG0006266	LOC6631406|XP_002055004.1|DVIR	LOC108097104|XP_017054662.1|DFIC
OG0006267	LOC6631550|XP_032295717.1|DVIR	LOC108102211|XP_017062423.1|DFIC
OG0006268	LOC6626416|XP_002050914.2|DVIR	LOC108096736|XP_017054073.1|DFIC
OG0006269	LOC6632820|XP_002055907.1|DVIR	LOC108099656|XP_017058779.1|DFIC
OG0006270	LOC6631462|XP_002055550.2|DVIR	LOC108097467|XP_017055228.1|DFIC
OG0006271	LOC6629409|XP_002053065.1|DVIR	LOC108087364|XP_017040193.1|DFIC
OG0006272	LOC6631746|XP_002055466.1|DVIR	LOC108097702|XP_017055676.1|DFIC
OG0006273	LOC6625719|XP_002050489.1|DVIR	LOC108094241|XP_017050189.1|DFIC
OG0006274	LOC6634537|XP_032296464.1|DVIR	LOC108095502|XP_017052097.1|DFIC
OG0006275	LOC6636730|XP_032295792.1|DVIR	LOC108097275|XP_017054962.1|DFIC
OG0006276	LOC6622107|XP_002046463.1|DVIR	LOC108098988|XP_017057700.1|DFIC
OG0006277	LOC6627131|XP_002048949.1|DVIR	LOC108098648|XP_017057211.1|DFIC
OG0006278	LOC6631366|XP_002055294.2|DVIR	LOC108097911|XP_017055937.1|DFIC
OG0006279	LOC6636725|XP_015023785.1|DVIR	LOC108097527|XP_017055358.1|DFIC
OG0006280	LOC6632143|XP_015026432.2|DVIR	LOC108100921|XP_017060529.1|DFIC
OG0006281	LOC6632144|XP_002055396.1|DVIR	LOC108100920|XP_017060528.1|DFIC
OG0006282	LOC6633808|XP_002057097.1|DVIR	LOC108097603|XP_017055499.1|DFIC
OG0006283	LOC6630782|XP_015026841.1|DVIR	LOC108087150|XP_017039853.1|DFIC
OG0006284	LOC6623596|XP_002046184.1|DVIR	LOC108089580|XP_017043424.1|DFIC
OG0006285	LOC6632732|XP_002056055.1|DVIR	LOC108098542|XP_017057019.1|DFIC
OG0006286	LOC6632852|XP_002056250.2|DVIR	LOC108087353|XP_017040183.1|DFIC
OG0006287	LOC6631527|XP_002055334.1|DVIR	LOC108097786|XP_017055805.1|DFIC
OG0006288	LOC6630195|XP_002054096.2|DVIR	LOC108086870|XP_017039421.1|DFIC
OG0006289	LOC6632583|XP_002056223.1|DVIR	LOC108087322|XP_017040141.1|DFIC
OG0006290	LOC6635548|XP_002059095.1|DVIR	LOC108088647|XP_017042058.1|DFIC
OG0006291	LOC6628524|XP_002051682.2|DVIR	LOC108100858|XP_017060427.1|DFIC
OG0006292	LOC6633663|XP_015025569.1|DVIR	LOC108091220|XP_017045811.1|DFIC
OG0006293	LOC6622689|XP_002047234.1|DVIR	LOC108100506|XP_017059946.1|DFIC
OG0006294	LOC6631748|XP_002055040.2|DVIR	LOC108097669|XP_017055612.1|DFIC
OG0006295	LOC6633521|XP_002057069.1|DVIR	LOC108092870|XP_017048195.1|DFIC
OG0006296	LOC6631431|XP_002055539.2|DVIR	LOC108094437|XP_017050500.1|DFIC
OG0006297	LOC6634463|XP_032296369.1|DVIR	LOC108092792|XP_017048049.1|DFIC
OG0006298	LOC6632201|XP_002054944.1|DVIR	LOC108097758|XP_017055758.1|DFIC
OG0006299	LOC6631793|XP_032296086.1|DVIR	LOC108091303|XP_017045915.1|DFIC
OG0006300	LOC6631969|XP_002055016.1|DVIR	LOC108097202|XP_017054836.1|DFIC
OG0006301	LOC6634410|XP_002057931.1|DVIR	LOC108088622|XP_017042019.1|DFIC
OG0006302	LOC6634454|XP_002058173.1|DVIR	LOC108091215|XP_017045801.1|DFIC
OG0006303	LOC6626903|XP_015030175.1|DVIR	LOC108087682|XP_017040675.1|DFIC
OG0006304	LOC6629696|XP_002053977.1|DVIR	LOC108097490|XP_017055283.1|DFIC
OG0006305	LOC6629693|XP_032292741.1|DVIR	LOC108097494|XP_017055286.1|DFIC
OG0006306	LOC26530829|XP_032296670.1|DVIR	LOC108095827|XP_017052598.1|DFIC
OG0006307	LOC6629366|XP_032294813.1|DVIR	LOC108098685|XP_017057283.1|DFIC
OG0006308	LOC6631981|XP_002055606.1|DVIR	LOC108098062|XP_017056240.1|DFIC
OG0006309	LOC6631846|XP_032295713.1|DVIR	LOC108098018|XP_017056157.1|DFIC
OG0006310	LOC6629422|XP_002054354.1|DVIR	LOC108090195|XP_017044271.1|DFIC
OG0006311	LOC6634469|XP_002058240.2|DVIR	LOC108097880|XP_017055905.1|DFIC
OG0006313	LOC6634575|XP_002058076.1|DVIR	LOC108095366|XP_017051936.1|DFIC
OG0006314	LOC6636718|XP_002060191.1|DVIR	LOC108094727|XP_017050962.1|DFIC
OG0006315	LOC6632831|XP_032289792.1|DVIR	LOC108086812|XP_017039340.1|DFIC
OG0006316	LOC6636327|XP_002059926.1|DVIR	LOC108100929|XP_017060559.1|DFIC
OG0006317	LOC6634615|XP_002058100.1|DVIR	LOC108095365|XP_017051935.1|DFIC
OG0006318	LOC6631979|XP_002055604.1|DVIR	LOC108094426|XP_017050489.1|DFIC
OG0006319	LOC6627264|XP_002049920.1|DVIR	LOC108090706|XP_017044988.1|DFIC
OG0006320	LOC6631628|XP_032295528.1|DVIR	LOC108097426|XP_017055183.1|DFIC
OG0006321	LOC6636037|XP_002059642.2|DVIR	LOC108088672|XP_017042094.1|DFIC
OG0006322	LOC6631673|XP_002055415.2|DVIR	LOC108097600|XP_017055496.1|DFIC
OG0006324	LOC6636020|XP_002059544.1|DVIR	LOC108097241|XP_017054908.1|DFIC
OG0006325	LOC6631112|XP_002054136.1|DVIR	LOC108093347|XP_017048844.1|DFIC
OG0006326	LOC6623548|XP_002048240.1|DVIR	LOC108096325|XP_017053346.1|DFIC
OG0006327	LOC6629757|XP_002053899.1|DVIR	LOC108086575|XP_017039021.1|DFIC
OG0006328	LOC6635166|XP_015024873.1|DVIR	LOC108095753|XP_017052430.1|DFIC
OG0006329	LOC6633789|XP_032296523.1|DVIR	LOC108095558|XP_017052182.1|DFIC
OG0006330	LOC6631123|XP_015026974.1|DVIR	LOC108095863|XP_017052653.1|DFIC
OG0006331	LOC6636108|XP_002059650.1|DVIR	LOC108098002|XP_017056127.1|DFIC
OG0006332	LOC6633499|XP_015025566.1|DVIR	LOC108095594|XP_017052247.1|DFIC
OG0006333	LOC6631783|XP_032295560.1|DVIR	LOC108102206|XP_017062397.1|DFIC
OG0006334	LOC6633523|XP_032296586.1|DVIR	LOC108092872|XP_017048197.1|DFIC
OG0006335	LOC6630957|XP_002054734.1|DVIR	LOC108091694|XP_017046516.1|DFIC
OG0006336	LOC6634404|XP_032289265.1|DVIR	LOC108091230|XP_017045824.1|DFIC
OG0006337	LOC6631873|XP_002055734.1|DVIR	LOC108091223|XP_017045817.1|DFIC
OG0006338	LOC6630832|XP_032294832.1|DVIR, LOC116650262|XP_032289391.1|DVIR	LOC108098559|XP_017057054.1|DFIC
OG0006339	LOC6635287|XP_032289304.1|DVIR	LOC108094678|XP_017050884.1|DFIC
OG0006340	LOC6634426|XP_002057938.1|DVIR	LOC108094472|XP_017050549.1|DFIC
OG0006341	LOC6631724|XP_032295527.1|DVIR	LOC108097675|XP_017055620.1|DFIC
OG0006342	LOC26531736|XP_032295525.1|DVIR	LOC108097697|XP_017055659.1|DFIC
OG0006343	LOC6631725|XP_015026356.1|DVIR	LOC108097401|XP_017055145.1|DFIC
OG0006344	LOC6631657|XP_032295463.1|DVIR	LOC108098137|XP_017056350.1|DFIC
OG0006345	LOC6629533|XP_032293012.1|DVIR	LOC108099354|XP_017058328.1|DFIC
OG0006346	LOC6634872|XP_002058601.1|DVIR	LOC108086581|XP_017039026.1|DFIC
OG0006347	LOC6630523|XP_015027033.1|DVIR	LOC108092073|XP_017047034.1|DFIC
