Orthogroup	DVIR.longest_only	DANA.longest_only
OG0004257	LOC6635210|XP_002058398.1|DVIR	LOC6499015|XP_001955508.1|DANA
OG0004258	LOC6629675|XP_032290814.1|DVIR	LOC6500220|XP_032305319.1|DANA
OG0004259	LOC6626084|XP_002049022.1|DVIR	LOC6496300|XP_001960647.1|DANA
OG0004260	LOC6629382|XP_032293000.1|DVIR	LOC6501675|XP_032312185.1|DANA
OG0004261	LOC6630672|XP_002054630.1|DVIR	LOC6500487|XP_014766582.1|DANA
OG0004262	LOC6629526|XP_002053328.1|DVIR	LOC6503401|XP_001967502.1|DANA
OG0004263	LOC6630536|XP_032294916.1|DVIR	LOC6501241|XP_001954832.1|DANA
OG0004264	LOC6630278|XP_002054889.2|DVIR	LOC6499641|XP_001954239.1|DANA
OG0004265	LOC6632337|XP_002056405.1|DVIR	LOC6500098|XP_001953231.1|DANA
OG0004266	LOC6630815|XP_002053360.1|DVIR	LOC6494166|XP_001965970.1|DANA
OG0004267	LOC6630120|XP_002053391.1|DVIR	LOC6505709|XP_001964416.1|DANA
OG0004268	LOC6624859|XP_032293108.1|DVIR	LOC6494321|XP_032306141.1|DANA
OG0004269	LOC6625960|XP_015029423.1|DVIR	LOC6495124|XP_001959000.1|DANA
OG0004270	LOC26530602|XP_015030226.1|DVIR	LOC26514796|XP_014764049.1|DANA
OG0004271	LOC6626223|XP_002049799.1|DVIR	LOC6495803|XP_001959621.1|DANA
OG0004272	LOC6630591|XP_002053282.1|DVIR	LOC6500939|XP_001954212.1|DANA
OG0004273	LOC6629846|XP_002054467.2|DVIR	LOC6500736|XP_001953816.1|DANA
OG0004274	LOC6636002|XP_002059502.2|DVIR	LOC6502316|XP_001966224.1|DANA
OG0004275	LOC6632098|XP_002055513.2|DVIR	LOC6503984|XP_001963956.1|DANA
OG0004276	LOC6623810|XP_002048310.1|DVIR	LOC6502415|XP_032311180.1|DANA
OG0004277	LOC6623706|XP_002048615.1|DVIR	LOC6507152|XP_001956579.2|DANA
OG0004278	LOC6633645|XP_002056839.1|DVIR	LOC6503649|XP_001964000.1|DANA
OG0004279	LOC6628371|XP_015028550.1|DVIR	LOC6497889|XP_001961652.1|DANA
OG0004280	LOC6636053|XP_032296062.1|DVIR	LOC6504024|XP_032308594.1|DANA
OG0004281	LOC6627009|XP_002049619.1|DVIR	LOC6496506|XP_001961040.1|DANA
OG0004282	LOC6625291|XP_002049776.1|DVIR	LOC6494278|XP_001960615.1|DANA
OG0004283	LOC6625290|XP_032292907.1|DVIR	LOC6496286|XP_001960614.1|DANA
OG0004284	LOC26530847|XP_015028866.2|DVIR	LOC26514190|XP_014762303.1|DANA
OG0004285	LOC6630255|XP_002053769.1|DVIR	LOC6500758|XP_001953862.1|DANA
OG0004286	LOC6623554|XP_002048609.1|DVIR	LOC6507155|XP_032309755.1|DANA
OG0004287	LOC6623641|XP_002048610.1|DVIR	LOC6507156|XP_032310003.1|DANA
OG0004288	LOC6623478|XP_002048603.1|DVIR	LOC6507904|XP_001956568.1|DANA
OG0004289	LOC6624464|XP_032291165.1|DVIR	LOC6493580|XP_001958036.1|DANA
OG0004290	LOC6626364|XP_002050693.1|DVIR	LOC6496325|XP_001960706.1|DANA
OG0004291	LOC6625278|XP_002049863.1|DVIR	LOC6494199|XP_001960767.1|DANA
OG0004292	LOC26530770|XP_015031649.1|DVIR	LOC26513871|XP_014765544.1|DANA
OG0004293	LOC6622119|XP_002047687.1|DVIR	LOC6506731|XP_001957336.1|DANA
OG0004294	LOC6622596|XP_032290705.1|DVIR	LOC6493619|XP_032310369.1|DANA
OG0004295	LOC6622115|XP_002047988.1|DVIR	LOC6493503|XP_032309554.1|DANA
OG0004296	LOC6622642|XP_002047990.1|DVIR	LOC6493504|XP_001957883.2|DANA
OG0004297	LOC6624993|XP_002049451.1|DVIR	LOC6496305|XP_001960657.1|DANA
OG0004298	LOC6625655|XP_002049872.1|DVIR	LOC6495223|XP_001958813.1|DANA
OG0004299	LOC6624791|XP_032293228.1|DVIR	LOC6494021|XP_032306854.1|DANA
OG0004300	LOC6625569|XP_002049594.1|DVIR	LOC6495510|XP_001959003.1|DANA
OG0004301	LOC6624093|XP_002046875.1|DVIR	LOC6506494|XP_001957769.1|DANA
OG0004302	LOC6626878|XP_002049154.1|DVIR	LOC6495610|XP_001959197.2|DANA
OG0004303	LOC6625416|XP_002049292.1|DVIR	LOC6494351|XP_001960485.1|DANA
OG0004304	LOC6627242|XP_032293168.1|DVIR	LOC6494506|XP_032307054.1|DANA
OG0004305	LOC6625169|XP_032293369.1|DVIR	LOC6494051|XP_032306239.1|DANA
OG0004306	LOC6625146|XP_002049555.1|DVIR	LOC6495492|XP_001958965.1|DANA
OG0004307	LOC6625885|XP_002049335.1|DVIR	LOC6496559|XP_001961144.1|DANA
OG0004308	LOC6625437|XP_002049973.1|DVIR	LOC6495724|XP_032305996.1|DANA
OG0004309	LOC6623657|XP_002046797.1|DVIR	LOC6506998|XP_001956856.1|DANA
OG0004310	LOC6626438|XP_032293043.1|DVIR	LOC6495236|XP_032306942.1|DANA
OG0004311	LOC6624613|XP_002048064.1|DVIR	LOC6507938|XP_001956649.1|DANA
OG0004312	LOC6624774|XP_002049435.1|DVIR	LOC6494245|XP_001960671.1|DANA
OG0004313	LOC6625245|XP_002049198.2|DVIR	LOC6493917|XP_032311563.1|DANA
OG0004314	LOC6625625|XP_032293344.1|DVIR	LOC6496095|XP_001960217.2|DANA
OG0004315	LOC6625918|XP_002049457.3|DVIR	LOC6496446|XP_001960926.3|DANA
OG0004316	LOC6627189|XP_002049931.1|DVIR	LOC6495893|XP_001959795.1|DANA
OG0004317	LOC6627008|XP_002049618.1|DVIR	LOC6496505|XP_001961039.1|DANA
OG0004318	LOC6624783|XP_015029765.1|DVIR	LOC6494246|XP_032306096.1|DANA
OG0004319	LOC6625550|XP_002049000.1|DVIR	LOC6496243|XP_001960526.1|DANA
OG0004320	LOC6635209|XP_002058397.1|DVIR	LOC26514649|XP_014767317.1|DANA
OG0004321	LOC6634150|XP_002057627.1|DVIR	LOC6497499|XP_001961958.1|DANA
OG0004322	LOC6632849|XP_032289634.1|DVIR	LOC6500893|XP_032312144.1|DANA
OG0004323	LOC6622894|XP_002046492.2|DVIR	LOC6507658|XP_001956090.1|DANA
OG0004324	LOC6627468|XP_002052899.1|DVIR	LOC26514427|XP_014762327.1|DANA
OG0004325	LOC6626694|XP_002049419.1|DVIR	LOC6496397|XP_001960819.1|DANA
OG0004326	LOC6626695|XP_015029460.1|DVIR	LOC6494180|XP_032305924.1|DANA
OG0004327	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR	LOC6502886|XP_032311832.1|DANA
OG0004328	LOC6626078|XP_002050794.1|DVIR	LOC6494698|XP_001959835.1|DANA
OG0004329	LOC6626405|XP_002050013.1|DVIR	LOC6494235|XP_032307180.1|DANA
OG0004330	LOC6627225|XP_002049854.1|DVIR	LOC6496083|XP_001960184.1|DANA
OG0004331	LOC6626115|XP_002049922.1|DVIR	LOC6495986|XP_001959983.1|DANA
OG0004332	LOC6629093|XP_002052440.2|DVIR	LOC6498047|XP_001961964.1|DANA
OG0004333	LOC6629158|XP_002052361.1|DVIR	LOC6497365|XP_001962241.1|DANA
OG0004334	LOC6628866|XP_002052085.1|DVIR	LOC6498671|XP_001963287.1|DANA
OG0004335	LOC6625405|XP_002049840.1|DVIR	LOC6496640|XP_001961313.3|DANA
OG0004336	LOC6626775|XP_002049839.2|DVIR	LOC6495109|XP_001959034.1|DANA
OG0004337	LOC6627671|XP_002051947.3|DVIR	LOC6498085|XP_001962050.2|DANA
OG0004338	LOC6623182|XP_002047263.1|DVIR	LOC6507278|XP_001956336.1|DANA
OG0004339	LOC6625898|XP_002049710.2|DVIR	LOC6496350|XP_001960742.2|DANA
OG0004340	LOC6624749|XP_002049709.1|DVIR	LOC6494212|XP_001960741.1|DANA
OG0004341	LOC6625371|XP_002049067.2|DVIR	LOC6496414|XP_001960868.2|DANA
OG0004342	LOC6627114|XP_032293165.1|DVIR	LOC6494373|XP_032306822.1|DANA
OG0004343	LOC6625249|XP_002048972.2|DVIR	LOC6494374|XP_001960441.3|DANA
OG0004344	LOC6625256|XP_002048976.1|DVIR	LOC6496202|XP_001960437.1|DANA
OG0004345	LOC6629193|XP_002051595.1|DVIR	LOC6504125|XP_001965190.1|DANA
OG0004346	LOC6624998|XP_032292965.1|DVIR	LOC6496304|XP_014763749.1|DANA
OG0004347	LOC6624995|XP_002049453.1|DVIR	LOC6494256|XP_001960656.1|DANA
OG0004348	LOC6625544|XP_002049979.2|DVIR	LOC6494906|XP_001959449.2|DANA
OG0004349	LOC6625306|XP_032292586.1|DVIR	LOC6495721|XP_014763464.1|DANA
OG0004350	LOC6625699|XP_002049785.1|DVIR	LOC6495086|XP_001959094.1|DANA
OG0004351	LOC6624789|XP_002049340.1|DVIR	LOC6494017|XP_001961139.1|DANA
OG0004352	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR	LOC26515247|XP_032305708.1|DANA
OG0004353	LOC6633179|XP_002055967.1|DVIR	LOC6501454|XP_001955291.2|DANA
OG0004354	LOC6633085|XP_002055963.2|DVIR	LOC6505645|XP_001964539.1|DANA
OG0004355	LOC6630002|XP_002054715.1|DVIR	LOC6499452|XP_014766073.1|DANA
OG0004356	LOC6626931|XP_002049238.1|DVIR	LOC6494803|XP_001959638.1|DANA
OG0004357	LOC6625702|XP_002049788.1|DVIR	LOC6495799|XP_001959611.1|DANA
OG0004358	LOC6624830|XP_002049569.1|DVIR	LOC6495135|XP_014763170.1|DANA
OG0004359	LOC6635371|XP_032293016.1|DVIR	LOC6494441|XP_001960310.2|DANA
OG0004360	LOC6622310|XP_002047595.1|DVIR	LOC6493670|XP_001958195.1|DANA
OG0004361	LOC6629662|XP_032292535.1|DVIR	LOC6501030|XP_001954418.1|DANA
OG0004362	LOC6622929|XP_002047084.1|DVIR	LOC6507651|XP_001956075.1|DANA
OG0004363	LOC6633650|XP_002056844.1|DVIR	LOC6504008|XP_001963995.1|DANA
OG0004364	LOC6626858|XP_002049229.1|DVIR	LOC6495807|XP_001959627.2|DANA
OG0004365	LOC6625691|XP_002049817.2|DVIR	LOC6494793|XP_032306048.1|DANA
OG0004366	LOC6628373|XP_002052873.1|DVIR	LOC6497641|XP_001961654.1|DANA
OG0004367	LOC6624616|XP_002047613.2|DVIR	LOC6506768|XP_001957274.1|DANA
OG0004368	LOC6622844|XP_002047663.1|DVIR	LOC6493871|XP_001958595.1|DANA
OG0004369	LOC6627012|XP_002049622.2|DVIR	LOC6495196|XP_001958875.2|DANA
OG0004370	LOC6627076|XP_002049774.2|DVIR	LOC6494279|XP_001960613.1|DANA
OG0004371	LOC6631438|XP_002055676.1|DVIR	LOC6503134|XP_001963492.1|DANA
OG0004372	LOC6626004|XP_032292964.1|DVIR	LOC6494253|XP_032306752.1|DANA
OG0004373	LOC6624950|XP_002049174.2|DVIR	LOC6496658|XP_001961347.1|DANA
OG0004374	LOC6626853|XP_015029897.1|DVIR	LOC6494641|XP_032306542.1|DANA
OG0004375	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR	LOC6506498|XP_001957762.1|DANA
OG0004376	LOC6622943|XP_002048039.1|DVIR	LOC6507840|XP_001956451.1|DANA
OG0004377	LOC6623362|XP_002047120.1|DVIR	LOC6493453|XP_001957782.1|DANA
OG0004378	LOC6626488|XP_002049687.3|DVIR	LOC6495162|XP_032306081.1|DANA
OG0004379	LOC6625689|XP_032292867.1|DVIR	LOC6494794|XP_001959654.1|DANA
OG0004380	LOC6626437|XP_002048905.1|DVIR	LOC6495235|XP_001958791.1|DANA
OG0004381	LOC6633131|XP_002055812.2|DVIR	LOC6499865|XP_001953744.1|DANA
OG0004382	LOC6625953|XP_032292971.1|DVIR	LOC6494937|XP_001959364.1|DANA
OG0004383	LOC6626253|XP_015029646.1|DVIR	LOC6495748|XP_001959490.1|DANA
OG0004384	LOC6626255|XP_002048939.1|DVIR	LOC6495750|XP_001959492.1|DANA
OG0004385	LOC6624858|XP_002049206.1|DVIR	LOC6494322|XP_001960535.1|DANA
OG0004386	LOC6625644|XP_032292881.1|DVIR	LOC6495494|XP_001958969.1|DANA
OG0004387	LOC6622093|XP_032290766.1|DVIR	LOC6506127|XP_001958495.1|DANA
OG0004388	LOC6625949|XP_002049386.1|DVIR	LOC6494934|XP_032306960.1|DANA
OG0004389	LOC6623753|XP_002047363.3|DVIR	LOC6493422|XP_001957717.3|DANA
OG0004390	LOC6637046|XP_032289950.1|DVIR	LOC6493238|XP_014764266.1|DANA
OG0004391	LOC6626135|XP_002049129.2|DVIR	LOC6494594|XP_001960045.2|DANA
OG0004392	LOC6622068|XP_032290842.1|DVIR	LOC6493236|XP_032310364.1|DANA
OG0004393	LOC6625385|XP_002050302.1|DVIR	LOC6495646|XP_032306126.1|DANA
OG0004394	LOC6625862|XP_002050855.2|DVIR	LOC6496445|XP_032306461.1|DANA
OG0004395	LOC6626925|XP_002049539.1|DVIR	LOC6496546|XP_001961118.1|DANA
OG0004396	LOC6625091|XP_002049358.1|DVIR	LOC6496659|XP_001961350.1|DANA
OG0004397	LOC6626225|XP_002049801.1|DVIR	LOC6495804|XP_001959623.1|DANA
OG0004398	LOC6625088|XP_002049355.1|DVIR	LOC6494806|XP_001959624.1|DANA
OG0004399	LOC6627026|XP_002050586.1|DVIR	LOC6496207|XP_001960452.1|DANA
OG0004400	LOC6629264|XP_002054681.1|DVIR	LOC6500959|XP_001954248.1|DANA
OG0004401	LOC6626861|XP_002049252.1|DVIR	LOC6495308|XP_001958655.2|DANA
OG0004402	LOC6626589|XP_002049768.1|DVIR	LOC6495310|XP_001958652.1|DANA
OG0004403	LOC6624746|XP_002049706.1|DVIR	LOC6496091|XP_001960206.1|DANA
OG0004404	LOC6624841|XP_032293091.1|DVIR	LOC6496655|XP_001961341.1|DANA
OG0004405	LOC6623070|XP_032290664.1|DVIR	LOC6492922|XP_014764150.1|DANA
OG0004406	LOC6622551|XP_015031422.1|DVIR	LOC6506109|XP_014764629.1|DANA
OG0004407	LOC6624986|XP_002048917.1|DVIR	LOC6495834|XP_001959679.1|DANA
OG0004408	LOC6623665|XP_002047633.2|DVIR	LOC6493280|XP_001957430.1|DANA
OG0004409	LOC6636243|XP_002059756.2|DVIR	LOC6502326|XP_014760022.1|DANA
OG0004410	LOC6627241|XP_032293222.1|DVIR	LOC6494211|XP_032306790.1|DANA
OG0004411	LOC6622142|XP_002047712.1|DVIR	LOC6506129|XP_001958493.2|DANA
OG0004412	LOC6622457|XP_002047710.2|DVIR	LOC6493815|XP_001958492.1|DANA
OG0004413	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR	LOC6495714|XP_001959424.1|DANA
OG0004414	LOC6625547|XP_002049982.1|DVIR	LOC6494229|XP_001960696.1|DANA
OG0004415	LOC6626452|XP_002049682.1|DVIR	LOC6495160|XP_001958936.1|DANA
OG0004416	LOC6626208|XP_002049794.1|DVIR	LOC6494811|XP_001959616.1|DANA
OG0004417	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR	LOC6505827|XP_001964441.1|DANA
OG0004418	LOC6624793|XP_002049344.2|DVIR	LOC6494828|XP_001959586.2|DANA
OG0004419	LOC6635375|XP_032293163.1|DVIR	LOC6495233|XP_014763198.1|DANA
OG0004420	LOC6625523|XP_032293087.1|DVIR	LOC6494329|XP_001960525.1|DANA
OG0004421	LOC116650434|XP_032289981.1|DVIR	LOC6507851|XP_001956469.1|DANA
OG0004422	LOC6622286|XP_002046953.1|DVIR	LOC6493403|XP_014764361.1|DANA
OG0004423	LOC6627064|XP_002049315.1|DVIR	LOC6494299|XP_001960578.1|DANA
OG0004424	LOC6625923|XP_032292953.1|DVIR	LOC6494115|XP_032306956.1|DANA
OG0004425	LOC6623183|XP_002048112.1|DVIR	LOC6493216|XP_001957284.1|DANA
OG0004426	LOC6624498|XP_002048119.1|DVIR	LOC6506767|XP_001957276.1|DANA
OG0004427	LOC6624631|XP_002048088.1|DVIR	LOC6506742|XP_001957322.1|DANA
OG0004428	LOC6630588|XP_015027063.1|DVIR	LOC6500151|XP_032305409.1|DANA
OG0004429	LOC6628035|XP_002052912.1|DVIR	LOC6497568|XP_001961798.2|DANA
OG0004430	LOC6624398|XP_002047649.1|DVIR	LOC6507807|XP_001956387.1|DANA
OG0004431	LOC6631081|XP_002053807.1|DVIR	LOC6500841|XP_001954017.1|DANA
OG0004432	LOC6630972|XP_002053806.2|DVIR	LOC6499742|XP_001954018.2|DANA
OG0004433	LOC6623802|XP_015031578.1|DVIR	LOC6507275|XP_001956347.1|DANA
OG0004434	LOC6625089|XP_002049356.1|DVIR	LOC6495805|XP_001959625.1|DANA
OG0004435	LOC6626047|XP_002049145.2|DVIR	LOC6496023|XP_001960064.1|DANA
OG0004436	LOC6626331|XP_032293374.1|DVIR	LOC6494881|XP_032307182.1|DANA
OG0004437	LOC6627142|XP_002048954.1|DVIR	LOC6494366|XP_001960451.1|DANA
OG0004438	LOC6626953|XP_002049405.1|DVIR	LOC6495747|XP_001959488.1|DANA
OG0004439	LOC6626958|XP_002049410.1|DVIR	LOC6496347|XP_001960737.1|DANA
OG0004440	LOC6627240|XP_002049161.1|DVIR	LOC6496351|XP_001960744.1|DANA
OG0004441	LOC6628353|XP_002052219.1|DVIR	LOC6497415|XP_001962129.1|DANA
OG0004442	LOC6626100|XP_015029791.1|DVIR	LOC6494315|XP_001960548.1|DANA
OG0004443	LOC6622213|XP_002046908.1|DVIR	LOC6507618|XP_001956008.1|DANA
OG0004444	LOC6625378|XP_002048994.1|DVIR	LOC6494280|XP_001960611.1|DANA
OG0004445	LOC6635317|XP_032293164.1|DVIR	LOC6494234|XP_032306836.1|DANA
OG0004446	LOC6632880|XP_002055932.2|DVIR	LOC6505584|XP_001964649.1|DANA
OG0004447	LOC6632226|XP_002055874.1|DVIR	LOC6501651|XP_001955684.1|DANA
OG0004448	LOC6627222|XP_002049851.1|DVIR	LOC6494451|XP_001960299.1|DANA
OG0004449	LOC6622396|XP_002048415.2|DVIR	LOC6502872|XP_001967423.2|DANA, LOC6493245|XP_001957346.2|DANA
OG0004450	LOC6625674|XP_002049373.2|DVIR	LOC6495688|XP_001959382.3|DANA
OG0004451	LOC6625275|XP_002049366.1|DVIR	LOC6494929|XP_001959388.1|DANA
OG0004452	LOC6626044|XP_002049142.1|DVIR	LOC6494583|XP_001960061.1|DANA
OG0004453	LOC6625787|XP_032292919.1|DVIR	LOC6495504|XP_001958991.1|DANA
OG0004454	LOC6629971|XP_002053080.1|DVIR	LOC6500013|XP_001953405.2|DANA
OG0004455	LOC6622368|XP_032290028.1|DVIR	LOC6493247|XP_001957352.1|DANA
OG0004456	LOC6634399|XP_002058152.1|DVIR	LOC6503502|XP_001964257.2|DANA
OG0004457	LOC6622278|XP_032289873.1|DVIR	LOC6507900|XP_001956558.1|DANA
OG0004458	LOC6623770|XP_002048621.2|DVIR	LOC6507149|XP_001956583.2|DANA
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	LOC6506215|XP_032309804.1|DANA
OG0004460	LOC6622501|XP_002046707.1|DVIR	LOC6506945|XP_001956938.1|DANA
OG0004461	LOC6623386|XP_002048230.1|DVIR	LOC6506335|XP_001958079.1|DANA
OG0004462	LOC6623076|XP_002047572.1|DVIR	LOC6493657|XP_001958172.1|DANA
OG0004463	LOC6622852|XP_015031356.1|DVIR	LOC6506089|XP_014764623.1|DANA
OG0004464	LOC6622571|XP_032290716.1|DVIR	LOC6506112|XP_001958527.1|DANA
OG0004465	LOC6629174|XP_002052369.1|DVIR	LOC6497956|XP_001965896.2|DANA
OG0004466	LOC6624574|XP_032291092.1|DVIR	LOC6493661|XP_001958178.2|DANA
OG0004467	LOC6622980|XP_002048041.1|DVIR	LOC6507217|XP_001956449.1|DANA
OG0004468	LOC6622955|XP_002048042.1|DVIR	LOC6507838|XP_001956448.1|DANA
OG0004469	LOC6623643|XP_032290512.1|DVIR	LOC6493595|XP_032309846.1|DANA
OG0004470	LOC6627901|XP_002051815.1|DVIR	LOC6497896|XP_032307672.1|DANA
OG0004471	LOC6630882|XP_032290487.1|DVIR	LOC6500850|XP_001954031.1|DANA
OG0004472	LOC6625924|XP_002049294.1|DVIR	LOC6496226|XP_001960488.1|DANA
OG0004473	LOC6624828|XP_002049567.2|DVIR	LOC26513706|XP_014763929.1|DANA
OG0004474	LOC6624827|XP_002049566.1|DVIR	LOC6495137|XP_001958975.1|DANA
OG0004475	LOC6625052|XP_002049173.1|DVIR	LOC6493908|XP_001961348.1|DANA
OG0004476	LOC6627943|XP_002051416.2|DVIR	LOC6497140|XP_001962677.1|DANA, LOC6497160|XP_001962649.2|DANA
OG0004477	LOC6626873|XP_002049617.1|DVIR	LOC6496504|XP_001961038.1|DANA
OG0004478	LOC6626627|XP_002049411.1|DVIR	LOC6496346|XP_014763775.1|DANA
OG0004479	LOC6625304|XP_002049968.2|DVIR	LOC6494910|XP_001959440.2|DANA
OG0004480	LOC6631739|XP_002055459.1|DVIR	LOC6504514|XP_001967050.1|DANA
OG0004481	LOC6625975|XP_002050506.1|DVIR	LOC6494997|XP_001959249.1|DANA
OG0004482	LOC6629477|XP_032295955.1|DVIR	LOC6505575|XP_032305425.1|DANA
OG0004483	LOC6625227|XP_002049964.1|DVIR	LOC6494913|XP_001959433.1|DANA
OG0004484	LOC6630000|XP_002054713.1|DVIR	LOC6499453|XP_001954610.2|DANA
OG0004485	LOC6635474|XP_032296264.1|DVIR	LOC6503706|XP_001963890.2|DANA
OG0004486	LOC6625047|XP_002049168.1|DVIR	LOC6496089|XP_001960200.1|DANA
OG0004487	LOC6624014|XP_002047404.1|DVIR	LOC6492977|XP_001956779.1|DANA
OG0004488	LOC6635947|XP_002059390.1|DVIR	LOC6495994|XP_001960001.1|DANA
OG0004489	LOC6624461|XP_002046635.1|DVIR	LOC6506656|XP_001957467.1|DANA
OG0004490	LOC6636416|XP_002059872.1|DVIR	LOC6495941|XP_001959897.2|DANA
OG0004491	LOC6628712|XP_002051330.1|DVIR	LOC6498203|XP_001962289.2|DANA
OG0004492	LOC6631702|XP_015026444.2|DVIR, LOC6624517|XP_002048126.1|DVIR	LOC6506356|XP_001958035.1|DANA
OG0004493	LOC6622637|XP_002048452.1|DVIR	LOC6506385|XP_001957975.1|DANA
OG0004494	LOC6633163|XP_002056612.2|DVIR, LOC6632984|XP_002056487.2|DVIR	LOC6501433|XP_001955242.2|DANA
OG0004495	LOC6630853|XP_032292060.1|DVIR, LOC6630851|XP_002053933.2|DVIR, LOC116650851|XP_032291603.1|DVIR	LOC6500822|XP_001953979.1|DANA
OG0004496	LOC6624377|XP_002046911.2|DVIR	LOC6495290|XP_001958692.2|DANA, LOC6495291|XP_001958691.1|DANA
OG0004497	LOC6626426|XP_002050266.1|DVIR	LOC6496382|XP_001960795.1|DANA
OG0004498	LOC116651240|XP_032293100.1|DVIR	LOC6500177|XP_001953082.1|DANA
OG0004500	LOC6626948|XP_002050938.1|DVIR	LOC6493994|XP_001961177.2|DANA
OG0004501	LOC6635968|XP_002059332.1|DVIR	LOC6495947|XP_014763556.1|DANA
OG0004503	LOC6625313|XP_032291679.1|DVIR, LOC6625312|XP_032291680.1|DVIR	LOC6501151|XP_014766910.1|DANA, LOC26514681|XP_032305640.1|DANA, LOC26513985|XP_014767236.1|DANA
OG0004504	LOC6635251|XP_002058759.1|DVIR	LOC6493877|XP_032309957.1|DANA
OG0004505	LOC6630005|XP_015026849.1|DVIR	LOC6501558|XP_014767098.1|DANA
OG0004506	LOC6631158|XP_002054512.1|DVIR	LOC6501638|XP_001955656.1|DANA
OG0004507	LOC6634947|XP_002058535.2|DVIR	LOC6499193|XP_014765939.1|DANA
OG0004508	LOC6634922|XP_002058682.2|DVIR	LOC6501344|XP_001955032.2|DANA
OG0004509	LOC6623125|XP_002048596.1|DVIR	LOC6507901|XP_001956563.1|DANA
OG0004510	LOC6634403|XP_032289261.1|DVIR	LOC6503712|XP_014761043.1|DANA
OG0004511	LOC6631143|XP_002054246.2|DVIR	LOC6499115|XP_001955271.2|DANA
OG0004512	LOC6636202|XP_002059692.2|DVIR	LOC6504544|XP_032312059.1|DANA
OG0004513	LOC6636221|XP_002059701.1|DVIR	LOC6503317|XP_032308636.1|DANA
OG0004514	LOC6636230|XP_015024003.1|DVIR	LOC6505445|XP_032311772.1|DANA
OG0004515	LOC6632194|XP_002054982.2|DVIR	LOC6502005|XP_001966853.2|DANA
OG0004516	LOC6633520|XP_002057068.2|DVIR	LOC6502261|XP_032309363.1|DANA
OG0004517	LOC6631849|XP_032296029.1|DVIR	LOC6501875|XP_014759632.1|DANA
OG0004518	LOC6636526|XP_032289124.1|DVIR	LOC6502895|XP_032311885.1|DANA
OG0004519	LOC6634873|XP_002058602.2|DVIR	LOC6501180|XP_001954706.1|DANA
OG0004520	LOC6632150|XP_015026316.1|DVIR	LOC6502899|XP_032311793.1|DANA
OG0004521	LOC6635863|XP_032292678.1|DVIR	LOC6496663|XP_001961356.1|DANA
OG0004522	LOC6635527|XP_002059098.1|DVIR	LOC6501942|XP_001966735.1|DANA
OG0004523	LOC6632823|XP_032289482.1|DVIR	LOC6501194|XP_001954739.2|DANA
OG0004524	LOC6633592|XP_002056804.2|DVIR	LOC6504054|XP_001964089.1|DANA
OG0004525	LOC6631992|XP_015026582.1|DVIR	LOC6505012|XP_001965631.1|DANA
OG0004526	LOC6634805|XP_032289260.1|DVIR	LOC6503063|XP_032308931.1|DANA
OG0004527	LOC6636653|XP_002060131.1|DVIR	LOC6505109|XP_001965441.1|DANA
OG0004528	LOC6632128|XP_002055101.1|DVIR	LOC6501971|XP_001966791.1|DANA
OG0004529	LOC6636014|XP_002059538.2|DVIR	LOC6503892|XP_014761112.1|DANA
OG0004530	LOC6631968|XP_002055015.2|DVIR	LOC6502135|XP_001966143.2|DANA
OG0004531	LOC6633022|XP_032289597.1|DVIR	LOC6499362|XP_014766034.1|DANA
OG0004532	LOC6633570|XP_002057375.3|DVIR	LOC6503733|XP_001963843.3|DANA
OG0004533	LOC6633829|XP_002057108.1|DVIR	LOC6504088|XP_001964149.1|DANA
OG0004534	LOC6631948|XP_002055400.1|DVIR	LOC6502889|XP_001963656.1|DANA
OG0004535	LOC6623474|XP_002046254.1|DVIR	LOC6506550|XP_001957666.1|DANA
OG0004536	LOC6632055|XP_032295882.1|DVIR	LOC6498787|XP_032308312.1|DANA
OG0004537	LOC6633578|XP_032296569.1|DVIR	LOC6502102|XP_032309403.1|DANA
OG0004538	LOC6635803|XP_015024249.1|DVIR	LOC6495920|XP_014763536.1|DANA
OG0004539	LOC6629897|XP_002053992.1|DVIR	LOC6505847|XP_014760815.1|DANA
OG0004540	LOC6634638|XP_032296401.1|DVIR	LOC6503131|XP_001963482.1|DANA
OG0004541	LOC6625212|XP_015029807.1|DVIR	LOC6495500|XP_001958984.1|DANA
OG0004542	LOC6632051|XP_032295759.1|DVIR	LOC6501864|XP_001966779.1|DANA
OG0004543	LOC6633730|XP_002057015.3|DVIR	LOC6504017|XP_032308411.1|DANA
OG0004544	LOC6634472|XP_002058243.2|DVIR	LOC6503503|XP_001964254.2|DANA
OG0004545	LOC6630914|XP_002053773.1|DVIR	LOC6499728|XP_001954051.1|DANA
OG0004546	LOC6626386|XP_002048728.1|DVIR	LOC6496518|XP_001961056.1|DANA
OG0004547	LOC6633449|XP_002056911.1|DVIR	LOC6502227|XP_001966022.1|DANA
OG0004548	LOC6632014|XP_002054947.1|DVIR	LOC6498751|XP_001967274.3|DANA
