Orthogroup	DVIR.longest_only	AAEG.longest_only
OG0004268	LOC6624859|XP_032293108.1|DVIR	LOC110679302|XP_021709310.1|AAEG
OG0004269	LOC6625960|XP_015029423.1|DVIR	LOC5577029|XP_021705488.1|AAEG
OG0004270	LOC26530602|XP_015030226.1|DVIR	LOC5577035|XP_001663131.1|AAEG
OG0004271	LOC6626223|XP_002049799.1|DVIR	LOC5564788|XP_001649113.1|AAEG
OG0004272	LOC6630591|XP_002053282.1|DVIR	LOC5564782|XP_001649116.1|AAEG
OG0004273	LOC6629846|XP_002054467.2|DVIR	LOC5564793|XP_001649117.1|AAEG
OG0004274	LOC6636002|XP_002059502.2|DVIR	LOC5564776|XP_001649124.1|AAEG
OG0004275	LOC6632098|XP_002055513.2|DVIR	LOC5572255|XP_021704144.1|AAEG
OG0004276	LOC6623810|XP_002048310.1|DVIR	LOC5570021|XP_001658911.2|AAEG
OG0004277	LOC6623706|XP_002048615.1|DVIR	LOC5570040|XP_001658930.1|AAEG
OG0004278	LOC6633645|XP_002056839.1|DVIR	LOC5570045|XP_001658935.1|AAEG
OG0004279	LOC6628371|XP_015028550.1|DVIR	LOC5568017|XP_001657838.1|AAEG
OG0004280	LOC6636053|XP_032296062.1|DVIR	LOC5568022|XP_021709415.1|AAEG
OG0004281	LOC6627009|XP_002049619.1|DVIR	LOC5579834|XP_001651509.2|AAEG
OG0004282	LOC6625291|XP_002049776.1|DVIR	LOC5579832|XP_001651505.2|AAEG
OG0004283	LOC6625290|XP_032292907.1|DVIR	LOC5579829|XP_021711510.1|AAEG
OG0004284	LOC26530847|XP_015028866.2|DVIR	LOC5578193|XP_001656834.1|AAEG
OG0004285	LOC6630255|XP_002053769.1|DVIR	LOC5578203|XP_001656845.2|AAEG
OG0004286	LOC6623554|XP_002048609.1|DVIR	LOC5573027|XP_001660678.1|AAEG
OG0004287	LOC6623641|XP_002048610.1|DVIR	LOC5575478|XP_021704121.1|AAEG
OG0004288	LOC6623478|XP_002048603.1|DVIR	LOC5575482|XP_001661998.1|AAEG
OG0004289	LOC6624464|XP_032291165.1|DVIR	LOC5570561|XP_021708902.1|AAEG
OG0004290	LOC6626364|XP_002050693.1|DVIR	LOC5572995|XP_001654323.2|AAEG
OG0004291	LOC6625278|XP_002049863.1|DVIR	LOC5579041|XP_001657235.1|AAEG
OG0004292	LOC26530770|XP_015031649.1|DVIR	LOC5579044|XP_001657237.1|AAEG
OG0004293	LOC6622119|XP_002047687.1|DVIR	LOC5579046|XP_001657241.1|AAEG
OG0004294	LOC6622596|XP_032290705.1|DVIR	LOC5567940|XP_001657765.2|AAEG
OG0004295	LOC6622115|XP_002047988.1|DVIR	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG
OG0004296	LOC6622642|XP_002047990.1|DVIR	LOC5567945|XP_001657756.2|AAEG
OG0004297	LOC6624993|XP_002049451.1|DVIR	LOC5576246|XP_021705485.1|AAEG
OG0004298	LOC6625655|XP_002049872.1|DVIR	LOC5576239|XP_001656017.2|AAEG
OG0004299	LOC6624791|XP_032293228.1|DVIR	LOC5576237|XP_021709188.1|AAEG
OG0004300	LOC6625569|XP_002049594.1|DVIR	LOC5568393|XP_001658037.1|AAEG
OG0004301	LOC6624093|XP_002046875.1|DVIR	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG
OG0004302	LOC6626878|XP_002049154.1|DVIR	LOC5566609|XP_001651006.2|AAEG
OG0004303	LOC6625416|XP_002049292.1|DVIR	LOC5566596|XP_001650993.1|AAEG
OG0004304	LOC6627242|XP_032293168.1|DVIR	LOC5566594|XP_021705105.1|AAEG
OG0004305	LOC6625169|XP_032293369.1|DVIR	LOC5566589|XP_021709067.1|AAEG
OG0004306	LOC6625146|XP_002049555.1|DVIR	LOC5563915|XP_001648221.2|AAEG
OG0004307	LOC6625885|XP_002049335.1|DVIR	LOC5563913|XP_001648213.2|AAEG
OG0004308	LOC6625437|XP_002049973.1|DVIR	LOC5563900|XP_021708791.1|AAEG
OG0004309	LOC6623657|XP_002046797.1|DVIR	LOC5567500|XP_001651798.1|AAEG
OG0004310	LOC6626438|XP_032293043.1|DVIR	LOC5571126|XP_021709267.1|AAEG
OG0004311	LOC6624613|XP_002048064.1|DVIR	LOC5574767|XP_021705247.1|AAEG
OG0004312	LOC6624774|XP_002049435.1|DVIR	LOC5578343|XP_001656912.2|AAEG
OG0004313	LOC6625245|XP_002049198.2|DVIR	LOC5578342|XP_001656911.2|AAEG
OG0004314	LOC6625625|XP_032293344.1|DVIR	LOC5573755|XP_021708369.1|AAEG
OG0004315	LOC6625918|XP_002049457.3|DVIR	LOC5573753|XP_001654781.1|AAEG
OG0004316	LOC6627189|XP_002049931.1|DVIR	LOC5573752|XP_001654780.2|AAEG
OG0004317	LOC6627008|XP_002049618.1|DVIR	LOC5573747|XP_001654775.2|AAEG
OG0004318	LOC6624783|XP_015029765.1|DVIR	LOC5573737|XP_001654763.2|AAEG
OG0004319	LOC6625550|XP_002049000.1|DVIR	LOC5579653|XP_001648127.2|AAEG
OG0004320	LOC6635209|XP_002058397.1|DVIR	LOC5572221|XP_021710698.1|AAEG
OG0004321	LOC6634150|XP_002057627.1|DVIR	LOC5577235|XP_001656341.1|AAEG
OG0004322	LOC6632849|XP_032289634.1|DVIR	LOC5577233|XP_021705236.1|AAEG
OG0004323	LOC6622894|XP_002046492.2|DVIR	LOC5564723|XP_001649078.2|AAEG
OG0004324	LOC6627468|XP_002052899.1|DVIR	LOC5564731|XP_001649076.2|AAEG
OG0004325	LOC6626694|XP_002049419.1|DVIR	LOC5564726|XP_001649070.1|AAEG
OG0004326	LOC6626695|XP_015029460.1|DVIR	LOC5565490|XP_021705968.1|AAEG
OG0004327	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR	LOC5576927|XP_021709153.1|AAEG
OG0004328	LOC6626078|XP_002050794.1|DVIR	LOC5576937|XP_001656299.2|AAEG
OG0004329	LOC6626405|XP_002050013.1|DVIR	LOC5575771|XP_021704796.1|AAEG
OG0004330	LOC6627225|XP_002049854.1|DVIR	LOC5573068|XP_001654399.1|AAEG
OG0004331	LOC6626115|XP_002049922.1|DVIR	LOC5573062|XP_001654385.2|AAEG
OG0004332	LOC6629093|XP_002052440.2|DVIR	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG
OG0004333	LOC6629158|XP_002052361.1|DVIR	LOC5570999|XP_001653427.2|AAEG
OG0004334	LOC6628866|XP_002052085.1|DVIR	LOC5570998|XP_021706986.1|AAEG
OG0004335	LOC6625405|XP_002049840.1|DVIR	LOC5571005|XP_001653434.1|AAEG
OG0004336	LOC6626775|XP_002049839.2|DVIR	LOC5571009|XP_001653438.1|AAEG
OG0004337	LOC6627671|XP_002051947.3|DVIR	LOC5571011|XP_001653441.1|AAEG
OG0004338	LOC6623182|XP_002047263.1|DVIR	LOC5571016|XP_021710932.1|AAEG
OG0004339	LOC6625898|XP_002049710.2|DVIR	LOC5575074|XP_001661812.1|AAEG
OG0004340	LOC6624749|XP_002049709.1|DVIR	LOC5575075|XP_021707755.1|AAEG
OG0004341	LOC6625371|XP_002049067.2|DVIR	LOC5575082|XP_001661804.1|AAEG
OG0004342	LOC6627114|XP_032293165.1|DVIR	LOC5578878|XP_001664087.2|AAEG
OG0004343	LOC6625249|XP_002048972.2|DVIR	LOC5576142|XP_021710000.1|AAEG
OG0004344	LOC6625256|XP_002048976.1|DVIR	LOC5565029|XP_021706847.1|AAEG
OG0004345	LOC6629193|XP_002051595.1|DVIR	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG
OG0004346	LOC6624998|XP_032292965.1|DVIR	LOC23687601|XP_021708563.1|AAEG
OG0004347	LOC6624995|XP_002049453.1|DVIR	LOC5570985|XP_021706602.1|AAEG
OG0004348	LOC6625544|XP_002049979.2|DVIR	LOC5563928|XP_021705111.1|AAEG
OG0004349	LOC6625306|XP_032292586.1|DVIR	LOC5575390|XP_021705255.1|AAEG
OG0004350	LOC6625699|XP_002049785.1|DVIR	LOC5564296|XP_001648645.2|AAEG
OG0004351	LOC6624789|XP_002049340.1|DVIR	LOC5566763|XP_021704818.1|AAEG
OG0004352	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR	LOC5575284|XP_021706749.1|AAEG
OG0004353	LOC6633179|XP_002055967.1|DVIR	LOC5575275|XP_001661881.1|AAEG
OG0004354	LOC6633085|XP_002055963.2|DVIR	LOC110679616|XP_021710599.1|AAEG
OG0004355	LOC6630002|XP_002054715.1|DVIR	LOC5575272|XP_021710551.1|AAEG
OG0004356	LOC6626931|XP_002049238.1|DVIR	LOC5573623|XP_001660945.1|AAEG
OG0004357	LOC6625702|XP_002049788.1|DVIR	LOC5571581|XP_021707500.1|AAEG
OG0004358	LOC6624830|XP_002049569.1|DVIR	LOC5563890|XP_021710388.1|AAEG
OG0004359	LOC6635371|XP_032293016.1|DVIR	LOC23687758|XP_021710910.1|AAEG
OG0004360	LOC6622310|XP_002047595.1|DVIR	LOC5573833|XP_001654863.1|AAEG
OG0004361	LOC6629662|XP_032292535.1|DVIR	LOC5573834|XP_001654860.1|AAEG
OG0004362	LOC6622929|XP_002047084.1|DVIR	LOC5573828|XP_001654855.1|AAEG
OG0004363	LOC6633650|XP_002056844.1|DVIR	LOC5574292|XP_001661342.2|AAEG
OG0004364	LOC6626858|XP_002049229.1|DVIR	LOC5563997|XP_001648319.1|AAEG
OG0004365	LOC6625691|XP_002049817.2|DVIR	LOC5578237|XP_021707309.1|AAEG
OG0004366	LOC6628373|XP_002052873.1|DVIR	LOC5577459|XP_001663392.2|AAEG
OG0004367	LOC6624616|XP_002047613.2|DVIR	LOC5571879|XP_001659989.1|AAEG
OG0004368	LOC6622844|XP_002047663.1|DVIR	LOC5568688|XP_001652513.1|AAEG
OG0004369	LOC6627012|XP_002049622.2|DVIR	LOC5568706|XP_021706493.1|AAEG
OG0004370	LOC6627076|XP_002049774.2|DVIR	LOC5568717|XP_021708349.1|AAEG
OG0004371	LOC6631438|XP_002055676.1|DVIR	LOC5563882|XP_001648196.1|AAEG
OG0004372	LOC6626004|XP_032292964.1|DVIR	LOC5563881|XP_021710919.1|AAEG
OG0004373	LOC6624950|XP_002049174.2|DVIR	LOC5570164|XP_021707207.1|AAEG
OG0004374	LOC6626853|XP_015029897.1|DVIR	LOC5573475|XP_021710389.1|AAEG
OG0004375	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR	LOC5566310|XP_001650681.1|AAEG
OG0004376	LOC6622943|XP_002048039.1|DVIR	LOC5569778|XP_021705044.1|AAEG
OG0004377	LOC6623362|XP_002047120.1|DVIR	LOC5574962|XP_001655433.2|AAEG
OG0004378	LOC6626488|XP_002049687.3|DVIR	LOC5578279|XP_021707175.1|AAEG
OG0004379	LOC6625689|XP_032292867.1|DVIR	LOC5574943|XP_001655409.1|AAEG
OG0004380	LOC6626437|XP_002048905.1|DVIR	LOC5567360|XP_021706163.1|AAEG
OG0004381	LOC6633131|XP_002055812.2|DVIR	LOC5567513|XP_021705031.1|AAEG
OG0004382	LOC6625953|XP_032292971.1|DVIR	LOC5580241|XP_001662429.2|AAEG
OG0004383	LOC6626253|XP_015029646.1|DVIR	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC6626255|XP_002048939.1|DVIR	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC6624858|XP_002049206.1|DVIR	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC6625644|XP_032292881.1|DVIR	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC6622093|XP_032290766.1|DVIR	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC6625949|XP_002049386.1|DVIR	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC6623753|XP_002047363.3|DVIR	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC6637046|XP_032289950.1|DVIR	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC6626135|XP_002049129.2|DVIR	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC6622068|XP_032290842.1|DVIR	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC6625385|XP_002050302.1|DVIR	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC6625862|XP_002050855.2|DVIR	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC6626925|XP_002049539.1|DVIR	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC6625091|XP_002049358.1|DVIR	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC6626225|XP_002049801.1|DVIR	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC6625088|XP_002049355.1|DVIR	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC6627026|XP_002050586.1|DVIR	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC6629264|XP_002054681.1|DVIR	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC6626861|XP_002049252.1|DVIR	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC6626589|XP_002049768.1|DVIR	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC6624746|XP_002049706.1|DVIR	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC6624841|XP_032293091.1|DVIR	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC6623070|XP_032290664.1|DVIR	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC6622551|XP_015031422.1|DVIR	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC6624986|XP_002048917.1|DVIR	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC6623665|XP_002047633.2|DVIR	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC6636243|XP_002059756.2|DVIR	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC6627241|XP_032293222.1|DVIR	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC6622142|XP_002047712.1|DVIR	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC6622457|XP_002047710.2|DVIR	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC6625547|XP_002049982.1|DVIR	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC6626452|XP_002049682.1|DVIR	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC6626208|XP_002049794.1|DVIR	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC6624793|XP_002049344.2|DVIR	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC6635375|XP_032293163.1|DVIR	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC6625523|XP_032293087.1|DVIR	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC116650434|XP_032289981.1|DVIR, LOC6624185|XP_002048687.1|DVIR	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC6622286|XP_002046953.1|DVIR	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC6627064|XP_002049315.1|DVIR	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC6625923|XP_032292953.1|DVIR	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC6623183|XP_002048112.1|DVIR	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC6624498|XP_002048119.1|DVIR	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC6624631|XP_002048088.1|DVIR	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC6630588|XP_015027063.1|DVIR	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC6628035|XP_002052912.1|DVIR	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC6624398|XP_002047649.1|DVIR	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC6631081|XP_002053807.1|DVIR	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC6630972|XP_002053806.2|DVIR	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC6623802|XP_015031578.1|DVIR	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC6625089|XP_002049356.1|DVIR	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC6626047|XP_002049145.2|DVIR	LOC5564592|XP_001648929.2|AAEG
OG0004436	LOC6626331|XP_032293374.1|DVIR	LOC5564596|XP_021704858.1|AAEG
OG0004437	LOC6627142|XP_002048954.1|DVIR	LOC5564587|XP_001648943.2|AAEG
OG0004438	LOC6626953|XP_002049405.1|DVIR	LOC5564581|XP_001648944.1|AAEG
OG0004439	LOC6626958|XP_002049410.1|DVIR	LOC5579921|XP_021705817.1|AAEG
OG0004440	LOC6627240|XP_002049161.1|DVIR	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG
OG0004441	LOC6628353|XP_002052219.1|DVIR	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG
OG0004442	LOC6626100|XP_015029791.1|DVIR	LOC5577284|XP_001663319.1|AAEG
OG0004443	LOC6622213|XP_002046908.1|DVIR	LOC5574180|XP_001661237.1|AAEG
OG0004444	LOC6625378|XP_002048994.1|DVIR	LOC5567491|XP_001657499.1|AAEG
OG0004445	LOC6635317|XP_032293164.1|DVIR	LOC5567474|XP_021708276.1|AAEG
OG0004446	LOC6632880|XP_002055932.2|DVIR	LOC5567473|XP_001657478.1|AAEG
OG0004447	LOC6632226|XP_002055874.1|DVIR	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG
OG0004448	LOC6627222|XP_002049851.1|DVIR	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG
OG0004449	LOC6622396|XP_002048415.2|DVIR	LOC5567464|XP_001657464.1|AAEG
OG0004450	LOC6625674|XP_002049373.2|DVIR	LOC5569725|XP_001652952.2|AAEG
OG0004451	LOC6625275|XP_002049366.1|DVIR	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG
OG0004452	LOC6626044|XP_002049142.1|DVIR	LOC5566540|XP_001650935.1|AAEG
OG0004453	LOC6625787|XP_032292919.1|DVIR	LOC5566539|XP_021708933.1|AAEG
OG0004454	LOC6629971|XP_002053080.1|DVIR	LOC5568974|XP_001652628.1|AAEG
OG0004455	LOC6622368|XP_032290028.1|DVIR	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG
OG0004456	LOC6634399|XP_002058152.1|DVIR	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG
OG0004457	LOC6622278|XP_032289873.1|DVIR	LOC5568952|XP_001652622.1|AAEG
OG0004458	LOC6623770|XP_002048621.2|DVIR	LOC5568949|XP_021709778.1|AAEG
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	LOC5568954|XP_021709787.1|AAEG
OG0004460	LOC6622501|XP_002046707.1|DVIR	LOC5571614|XP_001659809.1|AAEG
OG0004461	LOC6623386|XP_002048230.1|DVIR	LOC5565429|XP_021710321.1|AAEG
OG0004462	LOC6623076|XP_002047572.1|DVIR	LOC5565421|XP_001649776.1|AAEG
OG0004463	LOC6622852|XP_015031356.1|DVIR	LOC5565436|XP_021706597.1|AAEG
OG0004464	LOC6622571|XP_032290716.1|DVIR	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG
OG0004465	LOC6629174|XP_002052369.1|DVIR	LOC5565418|XP_001649762.2|AAEG
OG0004466	LOC6624574|XP_032291092.1|DVIR	LOC110679619|XP_021710611.1|AAEG
OG0004467	LOC6622980|XP_002048041.1|DVIR	LOC5567897|XP_021710633.1|AAEG
OG0004468	LOC6622955|XP_002048042.1|DVIR	LOC5567895|XP_001651932.2|AAEG
OG0004469	LOC6623643|XP_032290512.1|DVIR	LOC5567889|XP_001651924.1|AAEG
OG0004470	LOC6627901|XP_002051815.1|DVIR	LOC5576330|XP_021711018.1|AAEG
OG0004471	LOC6630882|XP_032290487.1|DVIR	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG
OG0004472	LOC6625924|XP_002049294.1|DVIR	LOC5566694|XP_001651102.1|AAEG
OG0004473	LOC6624828|XP_002049567.2|DVIR	LOC5566690|XP_001651097.2|AAEG
OG0004474	LOC6624827|XP_002049566.1|DVIR	LOC5566689|XP_001651096.1|AAEG
OG0004475	LOC6625052|XP_002049173.1|DVIR	LOC5566686|XP_001651093.2|AAEG
OG0004476	LOC6627943|XP_002051416.2|DVIR	LOC110679862|XP_021711515.1|AAEG
OG0004477	LOC6626873|XP_002049617.1|DVIR	LOC5573219|XP_001654429.1|AAEG
OG0004478	LOC6626627|XP_002049411.1|DVIR	LOC5573207|XP_021704335.1|AAEG
OG0004479	LOC6625304|XP_002049968.2|DVIR	LOC110681240|XP_021712701.1|AAEG
OG0004480	LOC6631739|XP_002055459.1|DVIR	LOC110681364|XP_021712803.1|AAEG
OG0004481	LOC6625975|XP_002050506.1|DVIR	LOC110681382|XP_021712816.1|AAEG
OG0004504	LOC6635251|XP_002058759.1|DVIR	LOC5575837|XP_001655863.1|AAEG
OG0004505	LOC6630005|XP_015026849.1|DVIR	LOC5579632|XP_021694457.1|AAEG
OG0004506	LOC6631158|XP_002054512.1|DVIR	LOC5574745|XP_021694464.1|AAEG
OG0004507	LOC6634947|XP_002058535.2|DVIR	LOC5574527|XP_001655179.1|AAEG
OG0004508	LOC6634922|XP_002058682.2|DVIR	LOC5572379|XP_021694488.1|AAEG
OG0004509	LOC6623125|XP_002048596.1|DVIR	LOC5572030|XP_001660135.1|AAEG
OG0004510	LOC6634403|XP_032289261.1|DVIR	LOC5579816|XP_001651046.2|AAEG
OG0004511	LOC6631143|XP_002054246.2|DVIR	LOC5579824|XP_021694545.1|AAEG
OG0004512	LOC6636202|XP_002059692.2|DVIR	LOC5574317|XP_021694571.1|AAEG
OG0004513	LOC6636221|XP_002059701.1|DVIR	LOC5574321|XP_021694582.1|AAEG
OG0004514	LOC6636230|XP_015024003.1|DVIR	LOC5574326|XP_021694590.1|AAEG
OG0004515	LOC6632194|XP_002054982.2|DVIR	LOC5569465|XP_001658550.2|AAEG
OG0004516	LOC6633520|XP_002057068.2|DVIR	LOC5569464|XP_021694638.1|AAEG
OG0004517	LOC6631849|XP_032296029.1|DVIR	LOC5569470|XP_021694657.1|AAEG
OG0004518	LOC6636526|XP_032289124.1|DVIR	LOC110680850|XP_021712338.1|AAEG
OG0004519	LOC6634873|XP_002058602.2|DVIR	LOC5574648|XP_001661570.1|AAEG
OG0004520	LOC6632150|XP_015026316.1|DVIR	LOC5564255|XP_021694700.1|AAEG
OG0004521	LOC6635863|XP_032292678.1|DVIR	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG
OG0004522	LOC6635527|XP_002059098.1|DVIR	LOC5574723|XP_001655305.2|AAEG
OG0004523	LOC6632823|XP_032289482.1|DVIR	LOC110674766|XP_021694740.1|AAEG
OG0004524	LOC6633592|XP_002056804.2|DVIR	LOC5578731|XP_001664033.2|AAEG
OG0004525	LOC6631992|XP_015026582.1|DVIR	LOC5568128|XP_021694758.1|AAEG
OG0004526	LOC6634805|XP_032289260.1|DVIR	LOC23687941|XP_021694763.1|AAEG
OG0004527	LOC6636653|XP_002060131.1|DVIR	LOC5567108|XP_001651487.2|AAEG
OG0004528	LOC6632128|XP_002055101.1|DVIR	LOC5575264|XP_001661860.2|AAEG
OG0004529	LOC6636014|XP_002059538.2|DVIR	LOC5565679|XP_021694863.1|AAEG
OG0004530	LOC6631968|XP_002055015.2|DVIR	LOC5580068|XP_001654806.1|AAEG
OG0004531	LOC6633022|XP_032289597.1|DVIR	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC6633570|XP_002057375.3|DVIR	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC6633829|XP_002057108.1|DVIR	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC6631948|XP_002055400.1|DVIR	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC6623474|XP_002046254.1|DVIR	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC6632055|XP_032295882.1|DVIR	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC6633578|XP_032296569.1|DVIR	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC6635803|XP_015024249.1|DVIR	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC6629897|XP_002053992.1|DVIR	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC6634638|XP_032296401.1|DVIR	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC6625212|XP_015029807.1|DVIR	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC6632051|XP_032295759.1|DVIR	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC6633730|XP_002057015.3|DVIR	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC6634472|XP_002058243.2|DVIR	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC6630914|XP_002053773.1|DVIR	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC6626386|XP_002048728.1|DVIR	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC6633449|XP_002056911.1|DVIR	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC6632014|XP_002054947.1|DVIR	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC6634530|XP_032296438.1|DVIR	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC6633815|XP_032296528.1|DVIR	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC6626789|XP_002049828.1|DVIR	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC6633316|XP_032296683.1|DVIR	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC6623399|XP_002046760.1|DVIR	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC6636697|XP_002060117.2|DVIR	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC6636696|XP_002060116.1|DVIR	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC6632119|XP_032296193.1|DVIR	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC6634720|XP_032289224.1|DVIR	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC6632142|XP_002055394.2|DVIR	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC6630781|XP_002054815.1|DVIR	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC26530460|XP_032296669.1|DVIR	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC6630943|XP_032296190.1|DVIR	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC6630063|XP_002054285.1|DVIR	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC6630290|XP_032295103.1|DVIR	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC6632520|XP_032289567.1|DVIR	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC6629529|XP_002053963.1|DVIR	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC6631669|XP_002055411.1|DVIR	LOC5578310|XP_001656894.2|AAEG
