Orthogroup	DVIR.longest_only	CCAP.longest_only
OG0005050	LOC6626918|XP_032292357.1|DVIR	CCAP1982_LOCUS7096|CAD6998507.1|CCAP
OG0005051	LOC6623809|XP_002048285.1|DVIR	CCAP1982_LOCUS13086|CAD7004692.1|CCAP
OG0005052	LOC6623945|XP_002048287.1|DVIR	CCAP1982_LOCUS13089|CAD7004696.1|CCAP
OG0005053	LOC6628802|XP_002051225.1|DVIR	CCAP1982_LOCUS5614|CAD6996946.1|CCAP
OG0005054	LOC6624527|XP_002047603.3|DVIR	CCAP1982_LOCUS14249|CAD7005909.1|CCAP
OG0005056	LOC6625486|XP_032291943.1|DVIR	CCAP1982_LOCUS21850|CAD7013830.1|CCAP
OG0005057	LOC6622900|XP_002046671.2|DVIR	CCAP1982_LOCUS12376|CAD7003953.1|CCAP
OG0005058	LOC6622264|XP_032291220.1|DVIR	CCAP1982_LOCUS11271|CAD7002801.1|CCAP
OG0005059	LOC6625423|XP_032292510.1|DVIR	CCAP1982_LOCUS7228|CAD6998663.1|CCAP
OG0005060	LOC6625046|XP_032292509.1|DVIR	CCAP1982_LOCUS7229|CAD6998664.1|CCAP
OG0005061	LOC6634216|XP_002057809.1|DVIR	CCAP1982_LOCUS5455|CAD6996780.1|CCAP
OG0005062	LOC6625229|XP_015029871.1|DVIR	CCAP1982_LOCUS21113|CAD7013028.1|CCAP
OG0005063	LOC6626801|XP_032292566.1|DVIR	CCAP1982_LOCUS23290|CAD7015345.1|CCAP
OG0005064	LOC6622514|XP_002048186.1|DVIR	CCAP1982_LOCUS12051|CAD7003605.1|CCAP
OG0005065	LOC6625710|XP_032291565.1|DVIR	CCAP1982_LOCUS22008|CAD7014001.1|CCAP
OG0005066	LOC6624852|XP_015030145.1|DVIR	CCAP1982_LOCUS22428|CAD7014432.1|CCAP
OG0005067	LOC6636372|XP_002059901.1|DVIR	CCAP1982_LOCUS22969|CAD7015012.1|CCAP
OG0005069	LOC6625056|XP_032292232.1|DVIR	CCAP1982_LOCUS21672|CAD7013621.1|CCAP
OG0005070	LOC6625742|XP_032292491.1|DVIR	CCAP1982_LOCUS19568|CAD7011468.1|CCAP
OG0005071	LOC6623465|XP_002048605.1|DVIR	CCAP1982_LOCUS14018|CAD7005662.1|CCAP
OG0005073	LOC6626808|XP_002050925.1|DVIR	CCAP1982_LOCUS21903|CAD7013889.1|CCAP
OG0005074	LOC6624272|XP_015030668.2|DVIR	CCAP1982_LOCUS10831|CAD7002346.1|CCAP
OG0005075	LOC6624766|XP_002050730.1|DVIR	CCAP1982_LOCUS21635|CAD7013579.1|CCAP
OG0005076	LOC6635924|XP_002059364.1|DVIR	CCAP1982_LOCUS22720|CAD7014742.1|CCAP
OG0005078	LOC6624716|XP_002046579.2|DVIR	CCAP1982_LOCUS11549|CAD7003086.1|CCAP
OG0005079	LOC6626598|XP_015029120.2|DVIR	CCAP1982_LOCUS22929|CAD7014969.1|CCAP
OG0005080	LOC6623149|XP_002047750.1|DVIR	CCAP1982_LOCUS12763|CAD7004347.1|CCAP
OG0005081	LOC6636342|XP_002059941.2|DVIR	CCAP1982_LOCUS23388|CAD7015447.1|CCAP
OG0005082	LOC6624419|XP_002048677.1|DVIR	CCAP1982_LOCUS14317|CAD7005980.1|CCAP
OG0005084	LOC6623825|XP_032289927.1|DVIR	CCAP1982_LOCUS14164|CAD7005818.1|CCAP
OG0005085	LOC6622379|XP_002048531.2|DVIR	CCAP1982_LOCUS14158|CAD7005812.1|CCAP
OG0005086	LOC6635792|XP_002059381.1|DVIR	CCAP1982_LOCUS21676|CAD7013626.1|CCAP
OG0005087	LOC6622892|XP_032291148.1|DVIR	CCAP1982_LOCUS12119|CAD7003682.1|CCAP
OG0005088	LOC6635932|XP_032292201.1|DVIR	CCAP1982_LOCUS22730|CAD7014753.1|CCAP
OG0005089	LOC6635930|XP_002059369.1|DVIR	CCAP1982_LOCUS22728|CAD7014751.1|CCAP
OG0005090	LOC6625274|XP_002049365.1|DVIR	CCAP1982_LOCUS20145|CAD7012043.1|CCAP
OG0005091	LOC6636316|XP_002059876.2|DVIR	CCAP1982_LOCUS21588|CAD7013528.1|CCAP
OG0005093	LOC6623047|XP_032289965.1|DVIR	CCAP1982_LOCUS11672|CAD7003212.1|CCAP
OG0005094	LOC6624729|XP_002046581.3|DVIR	CCAP1982_LOCUS11553|CAD7003090.1|CCAP
OG0005095	LOC6635834|XP_002059469.1|DVIR	CCAP1982_LOCUS22746|CAD7014773.1|CCAP
OG0005096	LOC6634192|XP_002057785.1|DVIR	CCAP1982_LOCUS5579|CAD6996906.1|CCAP
OG0005097	LOC6626760|XP_002050711.1|DVIR	CCAP1982_LOCUS22877|CAD7014913.1|CCAP
OG0005098	LOC6625889|XP_002050360.1|DVIR	CCAP1982_LOCUS22814|CAD7014847.1|CCAP
OG0005099	LOC6626784|XP_002048870.1|DVIR	CCAP1982_LOCUS22422|CAD7014426.1|CCAP
OG0005100	LOC6626785|XP_002048871.1|DVIR	CCAP1982_LOCUS22423|CAD7014427.1|CCAP
OG0005101	LOC6630192|XP_002053261.1|DVIR	CCAP1982_LOCUS629|CAD6991716.1|CCAP
OG0005102	LOC6626817|XP_015029933.1|DVIR	CCAP1982_LOCUS21789|CAD7013764.1|CCAP
OG0005103	LOC6625789|XP_002049985.1|DVIR	CCAP1982_LOCUS19567|CAD7011467.1|CCAP
OG0005105	LOC6623238|XP_002046714.1|DVIR	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP
OG0005106	LOC6622901|XP_032290771.1|DVIR	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP
OG0005107	LOC6624352|XP_002046970.2|DVIR	CCAP1982_LOCUS11286|CAD7002815.1|CCAP
OG0005108	LOC6626466|XP_002050706.1|DVIR	CCAP1982_LOCUS21876|CAD7013857.1|CCAP
OG0005110	LOC6622936|XP_002046499.1|DVIR	CCAP1982_LOCUS11756|CAD7003294.1|CCAP
OG0005111	LOC6622569|XP_032290872.1|DVIR	CCAP1982_LOCUS10912|CAD7002421.1|CCAP
OG0005112	LOC6622757|XP_002047045.1|DVIR	CCAP1982_LOCUS10915|CAD7002424.1|CCAP
OG0005113	LOC6622564|XP_002047007.2|DVIR	CCAP1982_LOCUS10914|CAD7002423.1|CCAP
OG0005114	LOC6624202|XP_032290358.1|DVIR	CCAP1982_LOCUS11402|CAD7002937.1|CCAP
OG0005115	LOC6635773|XP_032294707.1|DVIR	CCAP1982_LOCUS9125|CAD7000651.1|CCAP
OG0005116	LOC6622617|XP_002047018.1|DVIR	CCAP1982_LOCUS11754|CAD7003292.1|CCAP
OG0005118	LOC6629152|XP_002052446.1|DVIR	CCAP1982_LOCUS5705|CAD6997051.1|CCAP
OG0005119	LOC6636470|XP_032292123.1|DVIR	CCAP1982_LOCUS21355|CAD7013284.1|CCAP
OG0005120	LOC6622725|XP_002046550.2|DVIR	CCAP1982_LOCUS12996|CAD7004601.1|CCAP
OG0005121	LOC6622650|XP_032290318.1|DVIR	CCAP1982_LOCUS12864|CAD7004458.1|CCAP
OG0005122	LOC6624381|XP_002047468.1|DVIR	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP
OG0005123	LOC6624157|XP_002048669.1|DVIR	CCAP1982_LOCUS14325|CAD7005989.1|CCAP
OG0005125	LOC6622602|XP_032291047.1|DVIR	CCAP1982_LOCUS11993|CAD7003543.1|CCAP
OG0005126	LOC6624260|XP_002046603.1|DVIR	CCAP1982_LOCUS10816|CAD7002326.1|CCAP
OG0005127	LOC6624294|XP_002047447.1|DVIR	CCAP1982_LOCUS11385|CAD7002919.1|CCAP
OG0005128	LOC6626256|XP_032291861.1|DVIR	CCAP1982_LOCUS23102|CAD7015153.1|CCAP
OG0005129	LOC6623633|XP_002048115.1|DVIR	CCAP1982_LOCUS14042|CAD7005690.1|CCAP
OG0005130	LOC6622697|XP_002048086.3|DVIR	CCAP1982_LOCUS14256|CAD7005918.1|CCAP
OG0005131	LOC6622542|XP_032290300.1|DVIR	CCAP1982_LOCUS12361|CAD7003939.1|CCAP
OG0005132	LOC6623264|XP_002047811.1|DVIR	CCAP1982_LOCUS11055|CAD7002567.1|CCAP
OG0005133	LOC6636564|XP_002060068.1|DVIR	CCAP1982_LOCUS12500|CAD7004075.1|CCAP
OG0005134	LOC6622608|XP_002048171.1|DVIR	CCAP1982_LOCUS12244|CAD7003811.1|CCAP
OG0005135	LOC6623319|XP_002046542.1|DVIR	CCAP1982_LOCUS11607|CAD7003146.1|CCAP
OG0005136	LOC6622130|XP_002046540.1|DVIR	CCAP1982_LOCUS11605|CAD7003144.1|CCAP
OG0005137	LOC6630446|XP_002053721.1|DVIR	CCAP1982_LOCUS448|CAD6991529.1|CCAP
OG0005138	LOC6623836|XP_002047395.1|DVIR	CCAP1982_LOCUS14907|CAD7006596.1|CCAP
OG0005139	LOC6624404|XP_002046533.2|DVIR	CCAP1982_LOCUS11908|CAD7003454.1|CCAP
OG0005140	LOC6629217|XP_002051937.2|DVIR	CCAP1982_LOCUS8839|CAD7000357.1|CCAP
OG0005141	LOC6626717|XP_002050667.2|DVIR	CCAP1982_LOCUS22651|CAD7014663.1|CCAP
OG0005142	LOC6623507|XP_002046765.1|DVIR	CCAP1982_LOCUS11247|CAD7002774.1|CCAP
OG0005143	LOC6623381|XP_015031169.1|DVIR	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP
OG0005144	LOC6623459|XP_032291174.1|DVIR	CCAP1982_LOCUS11237|CAD7002763.1|CCAP
OG0005145	LOC6623458|XP_002046763.1|DVIR	CCAP1982_LOCUS11241|CAD7002766.1|CCAP
OG0005146	LOC6624605|XP_002047182.1|DVIR	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP
OG0005147	LOC6624644|XP_032291198.1|DVIR	CCAP1982_LOCUS13012|CAD7004617.1|CCAP
OG0005148	LOC6623457|XP_002048198.1|DVIR	CCAP1982_LOCUS12980|CAD7004585.1|CCAP
OG0005149	LOC6625729|XP_002051050.1|DVIR	CCAP1982_LOCUS23347|CAD7015404.1|CCAP
OG0005150	LOC6623849|XP_002046232.1|DVIR	CCAP1982_LOCUS11735|CAD7003273.1|CCAP
OG0005151	LOC6624248|XP_002046341.1|DVIR	CCAP1982_LOCUS12320|CAD7003890.1|CCAP
OG0005152	LOC6623927|XP_002046337.1|DVIR	CCAP1982_LOCUS12318|CAD7003888.1|CCAP
OG0005153	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR	CCAP1982_LOCUS12326|CAD7003897.1|CCAP
OG0005154	LOC6624119|XP_002046333.1|DVIR	CCAP1982_LOCUS12707|CAD7004288.1|CCAP
OG0005155	LOC6622813|XP_002046480.2|DVIR	CCAP1982_LOCUS14824|CAD7006510.1|CCAP
OG0005156	LOC6629418|XP_002053152.1|DVIR	CCAP1982_LOCUS77|CAD6991134.1|CCAP
OG0005157	LOC6625795|XP_002050893.1|DVIR	CCAP1982_LOCUS22962|CAD7015005.1|CCAP
OG0005158	LOC6623375|XP_002047308.1|DVIR	CCAP1982_LOCUS12420|CAD7003998.1|CCAP
OG0005159	LOC6622114|XP_002046508.1|DVIR	CCAP1982_LOCUS12407|CAD7003984.1|CCAP
OG0005160	LOC6623711|XP_002046814.2|DVIR	CCAP1982_LOCUS12808|CAD7004398.1|CCAP
OG0005161	LOC6625336|XP_002050418.1|DVIR	CCAP1982_LOCUS7171|CAD6998593.1|CCAP
OG0005163	LOC6622450|XP_002047955.1|DVIR	CCAP1982_LOCUS14159|CAD7005813.1|CCAP
OG0005164	LOC26531093|XP_015031691.1|DVIR	CCAP1982_LOCUS11218|CAD7002744.1|CCAP
OG0005165	LOC6624857|XP_002049205.1|DVIR	CCAP1982_LOCUS4891|CAD6996201.1|CCAP
OG0005166	LOC6632898|XP_002056749.1|DVIR	CCAP1982_LOCUS5047|CAD6996368.1|CCAP
OG0005167	LOC6632897|XP_002056748.1|DVIR	CCAP1982_LOCUS5048|CAD6996369.1|CCAP
OG0005168	LOC6622840|XP_002047245.1|DVIR	CCAP1982_LOCUS11173|CAD7002696.1|CCAP
OG0005169	LOC6623167|XP_032290690.1|DVIR	CCAP1982_LOCUS11179|CAD7002702.1|CCAP
OG0005170	LOC6623110|XP_032290600.1|DVIR	CCAP1982_LOCUS11178|CAD7002701.1|CCAP
OG0005171	LOC6623092|XP_002047765.1|DVIR	CCAP1982_LOCUS11180|CAD7002703.1|CCAP
OG0005172	LOC6624750|XP_032291945.1|DVIR	CCAP1982_LOCUS21644|CAD7013589.1|CCAP
OG0005173	LOC6635951|XP_002059393.2|DVIR	CCAP1982_LOCUS22295|CAD7014293.1|CCAP
OG0005174	LOC6626836|XP_002050838.1|DVIR	CCAP1982_LOCUS22036|CAD7014030.1|CCAP
OG0005175	LOC6626897|XP_032292026.1|DVIR	CCAP1982_LOCUS22017|CAD7014011.1|CCAP
OG0005176	LOC6625202|XP_032292142.1|DVIR	CCAP1982_LOCUS21771|CAD7013740.1|CCAP
OG0005177	LOC6626899|XP_015029068.2|DVIR	CCAP1982_LOCUS22022|CAD7014016.1|CCAP
OG0005178	LOC6622333|XP_002046965.1|DVIR	CCAP1982_LOCUS11224|CAD7002750.1|CCAP
OG0005179	LOC6623390|XP_002046750.1|DVIR	CCAP1982_LOCUS11191|CAD7002716.1|CCAP
OG0005180	LOC6624715|XP_002046643.2|DVIR	CCAP1982_LOCUS14936|CAD7006629.1|CCAP
OG0005182	LOC6635973|XP_032292632.1|DVIR	CCAP1982_LOCUS21616|CAD7013558.1|CCAP
OG0005183	LOC6625542|XP_015030046.1|DVIR	CCAP1982_LOCUS21611|CAD7013553.1|CCAP
OG0005184	LOC6625539|XP_032291690.1|DVIR	CCAP1982_LOCUS21607|CAD7013548.1|CCAP
OG0005185	LOC6625707|XP_002050328.1|DVIR	CCAP1982_LOCUS22002|CAD7013993.1|CCAP
OG0005186	LOC6635860|XP_002059482.1|DVIR	CCAP1982_LOCUS21752|CAD7013715.1|CCAP
OG0005187	LOC6635950|XP_032292592.1|DVIR	CCAP1982_LOCUS22294|CAD7014292.1|CCAP
OG0005188	LOC6625075|XP_002050980.1|DVIR	CCAP1982_LOCUS22762|CAD7014793.1|CCAP
OG0005190	LOC6624040|XP_002048305.1|DVIR	CCAP1982_LOCUS11444|CAD7002981.1|CCAP
OG0005191	LOC6631066|XP_032291052.1|DVIR	CCAP1982_LOCUS264|CAD6991335.1|CCAP
OG0005192	LOC6626048|XP_032291888.1|DVIR	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP
OG0005193	LOC6625695|XP_002048845.2|DVIR	CCAP1982_LOCUS23365|CAD7015423.1|CCAP
OG0005194	LOC6635826|XP_002059462.1|DVIR	CCAP1982_LOCUS7190|CAD6998616.1|CCAP
OG0005195	LOC6625943|XP_002050340.1|DVIR	CCAP1982_LOCUS22634|CAD7014645.1|CCAP
OG0005196	LOC6622690|XP_002047600.1|DVIR	CCAP1982_LOCUS14239|CAD7005899.1|CCAP
OG0005197	LOC6625316|XP_002050411.2|DVIR	CCAP1982_LOCUS22401|CAD7014409.1|CCAP
OG0005198	LOC6622710|XP_002048157.3|DVIR	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP
OG0005199	LOC6625341|XP_002050423.3|DVIR	CCAP1982_LOCUS21243|CAD7013172.1|CCAP
OG0005200	LOC6625896|XP_032291713.1|DVIR	CCAP1982_LOCUS23197|CAD7015248.1|CCAP
OG0005201	LOC6625263|XP_002050626.1|DVIR	CCAP1982_LOCUS7252|CAD6998695.1|CCAP
OG0005202	LOC6626350|XP_002050351.2|DVIR	CCAP1982_LOCUS21195|CAD7013122.1|CCAP
OG0005203	LOC6626928|XP_032292573.1|DVIR	CCAP1982_LOCUS7149|CAD6998568.1|CCAP
OG0005204	LOC6627903|XP_002051396.2|DVIR	CCAP1982_LOCUS6398|CAD6997769.1|CCAP
OG0005205	LOC6628235|XP_032294617.1|DVIR	CCAP1982_LOCUS6921|CAD6998312.1|CCAP
OG0005206	LOC6636358|XP_002059887.1|DVIR	CCAP1982_LOCUS22250|CAD7014247.1|CCAP
OG0005207	LOC6636500|XP_032291727.1|DVIR	CCAP1982_LOCUS22905|CAD7014942.1|CCAP
OG0005208	LOC6626065|XP_002048855.1|DVIR	CCAP1982_LOCUS22121|CAD7014114.1|CCAP
OG0005209	LOC6628654|XP_002051504.1|DVIR	CCAP1982_LOCUS5437|CAD6996758.1|CCAP
OG0005210	LOC6628655|XP_032293411.1|DVIR	CCAP1982_LOCUS5436|CAD6996757.1|CCAP
OG0005211	LOC6622431|XP_002047711.1|DVIR	CCAP1982_LOCUS11690|CAD7003229.1|CCAP
OG0005212	LOC6625317|XP_032291560.1|DVIR	CCAP1982_LOCUS7176|CAD6998601.1|CCAP
OG0005213	LOC6633552|XP_002057249.1|DVIR	CCAP1982_LOCUS5508|CAD6996835.1|CCAP
OG0005214	LOC6627794|XP_032294398.1|DVIR	CCAP1982_LOCUS7805|CAD6999276.1|CCAP
OG0005215	LOC6627721|XP_002052514.1|DVIR	CCAP1982_LOCUS8738|CAD7000246.1|CCAP
OG0005216	LOC6634218|XP_002057667.3|DVIR	CCAP1982_LOCUS7739|CAD6999205.1|CCAP
OG0005217	LOC6628566|XP_032293573.1|DVIR	CCAP1982_LOCUS6400|CAD6997772.1|CCAP
OG0005218	LOC6627387|XP_002051077.1|DVIR	CCAP1982_LOCUS5377|CAD6996693.1|CCAP
OG0005219	LOC6635798|XP_002059386.1|DVIR	CCAP1982_LOCUS22495|CAD7014493.1|CCAP
OG0005220	LOC6622880|XP_002047237.1|DVIR	CCAP1982_LOCUS12769|CAD7004354.1|CCAP
OG0005221	LOC6627667|XP_002051107.2|DVIR	CCAP1982_LOCUS5724|CAD6997071.1|CCAP
OG0005222	LOC6635768|XP_032294706.1|DVIR	CCAP1982_LOCUS7540|CAD6998993.1|CCAP
OG0005223	LOC6634226|XP_002057675.1|DVIR	CCAP1982_LOCUS5696|CAD6997038.1|CCAP
OG0005224	LOC6629082|XP_002051605.2|DVIR	CCAP1982_LOCUS9099|CAD7000625.1|CCAP
OG0005225	LOC6634100|XP_002057711.1|DVIR	CCAP1982_LOCUS5399|CAD6996717.1|CCAP
OG0005226	LOC6627791|XP_032293961.1|DVIR	CCAP1982_LOCUS8836|CAD7000354.1|CCAP
OG0005227	LOC6627827|XP_002051751.1|DVIR	CCAP1982_LOCUS8073|CAD6999553.1|CCAP
OG0005228	LOC6627733|XP_002051750.1|DVIR	CCAP1982_LOCUS8072|CAD6999552.1|CCAP
OG0005229	LOC6628724|XP_032294040.1|DVIR	CCAP1982_LOCUS7490|CAD6998944.1|CCAP
OG0005230	LOC6627914|XP_032294488.1|DVIR	CCAP1982_LOCUS7079|CAD6998486.1|CCAP
OG0005231	LOC6635754|XP_002059111.1|DVIR	CCAP1982_LOCUS8695|CAD7000203.1|CCAP
OG0005232	LOC6628732|XP_032293429.1|DVIR	CCAP1982_LOCUS5367|CAD6996683.1|CCAP
OG0005233	LOC6628660|XP_002051510.1|DVIR	CCAP1982_LOCUS5688|CAD6997029.1|CCAP
OG0005234	LOC6634292|XP_032289007.1|DVIR	CCAP1982_LOCUS6210|CAD6997571.1|CCAP
OG0005235	LOC6628344|XP_002052675.1|DVIR	CCAP1982_LOCUS7029|CAD6998429.1|CCAP
OG0005236	LOC6635700|XP_032294563.1|DVIR	CCAP1982_LOCUS8175|CAD6999641.1|CCAP
OG0005237	LOC6635703|XP_002059276.1|DVIR	CCAP1982_LOCUS8171|CAD6999637.1|CCAP
OG0005238	LOC6635683|XP_002059278.1|DVIR	CCAP1982_LOCUS8166|CAD6999632.1|CCAP
OG0005239	LOC6628751|XP_032294406.1|DVIR, LOC116649721|XP_032296027.1|DVIR	CCAP1982_LOCUS6979|CAD6998379.1|CCAP
OG0005240	LOC6636620|XP_002060083.1|DVIR	CCAP1982_LOCUS6461|CAD6997837.1|CCAP
OG0005241	LOC6628252|XP_002052931.1|DVIR	CCAP1982_LOCUS7043|CAD6998445.1|CCAP
OG0005242	LOC6629201|XP_002052620.1|DVIR	CCAP1982_LOCUS7927|CAD6999401.1|CCAP
OG0005243	LOC6628725|XP_015028570.1|DVIR	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP
OG0005244	LOC6630426|XP_002053738.1|DVIR	CCAP1982_LOCUS4235|CAD6995523.1|CCAP
OG0005245	LOC6629718|XP_002053675.3|DVIR	CCAP1982_LOCUS4791|CAD6996086.1|CCAP
OG0005246	LOC6627598|XP_002052829.1|DVIR	CCAP1982_LOCUS20299|CAD7012198.1|CCAP
OG0005247	LOC6625872|XP_002050792.1|DVIR	CCAP1982_LOCUS22014|CAD7014007.1|CCAP
OG0005249	LOC6629362|XP_002053571.1|DVIR	CCAP1982_LOCUS4948|CAD6996265.1|CCAP
OG0005250	LOC6634076|XP_002057897.2|DVIR	CCAP1982_LOCUS5417|CAD6996737.1|CCAP
OG0005251	LOC6627379|XP_032294058.1|DVIR	CCAP1982_LOCUS5703|CAD6997049.1|CCAP
OG0005252	LOC6633911|XP_015025311.1|DVIR	CCAP1982_LOCUS5823|CAD6997182.1|CCAP
OG0005253	LOC6635673|XP_015024545.1|DVIR	CCAP1982_LOCUS8329|CAD6999815.1|CCAP
OG0005254	LOC6633938|XP_002057608.1|DVIR	CCAP1982_LOCUS6112|CAD6997470.1|CCAP
OG0005255	LOC6633937|XP_002057607.1|DVIR	CCAP1982_LOCUS6111|CAD6997469.1|CCAP
OG0005256	LOC6629179|XP_002052374.2|DVIR	CCAP1982_LOCUS5887|CAD6997254.1|CCAP
OG0005257	LOC6634151|XP_002057628.2|DVIR	CCAP1982_LOCUS5518|CAD6996842.1|CCAP
OG0005259	LOC6634135|XP_002057523.2|DVIR	CCAP1982_LOCUS6562|CAD6997945.1|CCAP
OG0005260	LOC6634157|XP_032289010.1|DVIR	CCAP1982_LOCUS6561|CAD6997944.1|CCAP
OG0005261	LOC6627824|XP_002051137.2|DVIR	CCAP1982_LOCUS3341|CAD6994603.1|CCAP
OG0005262	LOC6628096|XP_002052420.1|DVIR	CCAP1982_LOCUS7352|CAD6998798.1|CCAP
OG0005263	LOC6633909|XP_002057602.2|DVIR	CCAP1982_LOCUS5535|CAD6996859.1|CCAP
OG0005264	LOC6630686|XP_002054409.2|DVIR	CCAP1982_LOCUS3028|CAD6994267.1|CCAP
OG0005265	LOC6634300|XP_002057452.1|DVIR	CCAP1982_LOCUS7862|CAD6999335.1|CCAP
OG0005266	LOC6633931|XP_002057620.1|DVIR	CCAP1982_LOCUS6217|CAD6997578.1|CCAP
OG0005267	LOC6628890|XP_002052091.1|DVIR	CCAP1982_LOCUS8499|CAD6999993.1|CCAP
OG0005268	LOC6628891|XP_015028761.1|DVIR	CCAP1982_LOCUS8498|CAD6999992.1|CCAP
OG0005269	LOC6629118|XP_002052110.1|DVIR	CCAP1982_LOCUS8496|CAD6999990.1|CCAP
OG0005271	LOC6628466|XP_002051541.1|DVIR	CCAP1982_LOCUS5805|CAD6997162.1|CCAP
OG0005272	LOC6628469|XP_032293802.1|DVIR	CCAP1982_LOCUS5806|CAD6997163.1|CCAP
OG0005273	LOC6628905|XP_002051549.1|DVIR	CCAP1982_LOCUS5812|CAD6997169.1|CCAP
OG0005274	LOC6629243|XP_002051267.1|DVIR	CCAP1982_LOCUS5648|CAD6996986.1|CCAP
OG0005275	LOC6636618|XP_002060084.2|DVIR	CCAP1982_LOCUS5621|CAD6996953.1|CCAP
OG0005276	LOC6628025|XP_015028648.1|DVIR	CCAP1982_LOCUS8750|CAD7000260.1|CCAP
OG0005277	LOC6627722|XP_002052515.1|DVIR	CCAP1982_LOCUS8739|CAD7000247.1|CCAP
OG0005279	LOC6628169|XP_015028192.1|DVIR	CCAP1982_LOCUS6232|CAD6997593.1|CCAP
OG0005280	LOC6628212|XP_002052941.1|DVIR	CCAP1982_LOCUS7879|CAD6999352.1|CCAP
OG0005281	LOC6627356|XP_032294194.1|DVIR	CCAP1982_LOCUS8936|CAD7000459.1|CCAP
OG0005282	LOC6630460|XP_002053457.1|DVIR	CCAP1982_LOCUS573|CAD6991659.1|CCAP
OG0005283	LOC6631191|XP_002054836.1|DVIR	CCAP1982_LOCUS21460|CAD7013395.1|CCAP
OG0005284	LOC6627472|XP_002052903.2|DVIR	CCAP1982_LOCUS5666|CAD6997005.1|CCAP
OG0005285	LOC6627473|XP_002052904.1|DVIR	CCAP1982_LOCUS7866|CAD6999339.1|CCAP
OG0005286	LOC6628254|XP_015028557.1|DVIR	CCAP1982_LOCUS7035|CAD6998435.1|CCAP
OG0005287	LOC6628208|XP_002052937.1|DVIR	CCAP1982_LOCUS7037|CAD6998437.1|CCAP
OG0005288	LOC6628362|XP_002052551.1|DVIR	CCAP1982_LOCUS8851|CAD7000371.1|CCAP
OG0005289	LOC6627380|XP_002052400.1|DVIR	CCAP1982_LOCUS5620|CAD6996952.1|CCAP
OG0005290	LOC6630765|XP_002054624.1|DVIR	CCAP1982_LOCUS651|CAD6991739.1|CCAP
OG0005291	LOC6634273|XP_002057690.1|DVIR	CCAP1982_LOCUS6537|CAD6997919.1|CCAP
OG0005292	LOC6634271|XP_002057688.1|DVIR	CCAP1982_LOCUS6539|CAD6997921.1|CCAP
OG0005293	LOC6628499|XP_002051494.1|DVIR	CCAP1982_LOCUS5353|CAD6996669.1|CCAP
OG0005294	LOC6629202|XP_002052621.1|DVIR	CCAP1982_LOCUS7803|CAD6999274.1|CCAP
OG0005295	LOC6634274|XP_032293647.1|DVIR	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP
OG0005296	LOC6629598|XP_002053551.2|DVIR	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP
OG0005297	LOC6634375|XP_015025240.1|DVIR	CCAP1982_LOCUS9120|CAD7000646.1|CCAP
OG0005298	LOC6628795|XP_002051218.1|DVIR	CCAP1982_LOCUS7722|CAD6999186.1|CCAP
OG0005299	LOC6632260|XP_002055895.1|DVIR	CCAP1982_LOCUS2494|CAD6993688.1|CCAP
OG0005301	LOC6629149|XP_015028671.1|DVIR	CCAP1982_LOCUS5707|CAD6997053.1|CCAP
OG0005302	LOC6627207|XP_032291849.1|DVIR	CCAP1982_LOCUS21449|CAD7013384.1|CCAP
OG0005303	LOC6628663|XP_032294534.1|DVIR	CCAP1982_LOCUS8117|CAD6999594.1|CCAP
OG0005304	LOC6628332|XP_002051204.1|DVIR	CCAP1982_LOCUS9053|CAD7000579.1|CCAP
OG0005305	LOC6635844|XP_002059456.1|DVIR	CCAP1982_LOCUS21720|CAD7013678.1|CCAP
OG0005306	LOC6627708|XP_032293911.1|DVIR	CCAP1982_LOCUS7897|CAD6999370.1|CCAP
OG0005307	LOC6627810|XP_002051772.1|DVIR	CCAP1982_LOCUS7074|CAD6998480.1|CCAP
OG0005308	LOC6627978|XP_002051784.1|DVIR	CCAP1982_LOCUS7069|CAD6998474.1|CCAP
OG0005310	LOC6627558|XP_002052642.1|DVIR	CCAP1982_LOCUS8824|CAD7000341.1|CCAP
