Orthogroup	DVIR.longest_only	DELE.longest_only
OG0006150	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR	LOC108146880|XP_017128602.1|DELE
OG0006151	LOC6633955|XP_002057758.1|DVIR	LOC108141824|XP_017120892.1|DELE
OG0006152	LOC6630856|XP_002052951.2|DVIR	LOC108143994|XP_017124102.1|DELE
OG0006153	LOC6624966|XP_002049327.1|DVIR	LOC108144862|XP_017125500.1|DELE
OG0006154	LOC6629677|XP_002053660.1|DVIR	LOC108143880|XP_017123941.1|DELE
OG0006155	LOC6629591|XP_002052998.1|DVIR	LOC108142896|XP_017122472.1|DELE
OG0006156	LOC6629421|XP_002053155.2|DVIR	LOC108143912|XP_017123981.1|DELE
OG0006157	LOC6635395|XP_032293203.1|DVIR	LOC108144170|XP_017124319.1|DELE
OG0006158	LOC6622365|XP_002046968.2|DVIR	LOC108146889|XP_017128611.1|DELE
OG0006159	LOC6626629|XP_002049413.2|DVIR	LOC108149691|XP_017132946.1|DELE, LOC108136647|XP_017113462.1|DELE
OG0006160	LOC6635398|XP_002058841.1|DVIR	LOC108144885|XP_017125533.1|DELE
OG0006161	LOC6625698|XP_032291946.1|DVIR	LOC108143403|XP_017123273.1|DELE
OG0006162	LOC6636257|XP_032290066.1|DVIR	LOC108145288|XP_017126091.1|DELE
OG0006163	LOC6624798|XP_032291710.1|DVIR	LOC108149714|XP_017132968.1|DELE
OG0006165	LOC6623876|XP_002048647.2|DVIR	LOC108143273|XP_017123077.1|DELE
OG0006166	LOC6627343|XP_002052454.1|DVIR	LOC108141669|XP_017120631.1|DELE
OG0006167	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR	LOC108145238|XP_017125994.1|DELE
OG0006168	LOC6636041|XP_002059568.1|DVIR	LOC108140650|XP_017119071.1|DELE
OG0006169	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR	LOC108147626|XP_017129771.1|DELE
OG0006170	LOC6631309|XP_002055052.3|DVIR	LOC108145219|XP_017125963.1|DELE
OG0006171	LOC6623170|XP_002046725.1|DVIR	LOC108135514|XP_017111748.1|DELE
OG0006172	LOC6623001|XP_002046675.1|DVIR	LOC108142185|XP_017121359.1|DELE, LOC108142186|XP_017121360.1|DELE
OG0006173	LOC6627622|XP_002051713.1|DVIR	LOC108147866|XP_017130113.1|DELE, LOC108147864|XP_017130111.1|DELE
OG0006174	LOC6624424|XP_002048374.1|DVIR	LOC108135705|XP_017112037.1|DELE
OG0006175	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR	LOC108145486|XP_017126432.1|DELE
OG0006176	LOC6634084|XP_032293622.1|DVIR	LOC108135211|XP_017111325.1|DELE, LOC108135467|XP_017111698.1|DELE
OG0006177	LOC26530520|XP_015030218.1|DVIR	LOC108135491|XP_017111723.1|DELE
OG0006181	LOC6629713|XP_002053075.1|DVIR	LOC108135792|XP_017112148.1|DELE
OG0006182	LOC6629535|XP_002053969.1|DVIR	LOC108148926|XP_017131732.1|DELE
OG0006183	LOC6629641|XP_032294972.1|DVIR	LOC108139325|XP_017117523.1|DELE
OG0006184	LOC6630405|XP_002054193.1|DVIR	LOC108144035|XP_017124156.1|DELE
OG0006185	LOC6634882|XP_002058501.1|DVIR	LOC108141195|XP_017119928.1|DELE
OG0006186	LOC6630411|XP_032295331.1|DVIR	LOC108143930|XP_017124004.1|DELE
OG0006187	LOC6632427|XP_002056099.1|DVIR	LOC108148500|XP_017131026.1|DELE
OG0006188	LOC6633574|XP_015025482.1|DVIR	LOC108138576|XP_017116347.1|DELE
OG0006189	LOC6633575|XP_002057079.1|DVIR	LOC108138578|XP_017116352.1|DELE
OG0006190	LOC6632506|XP_002056011.1|DVIR	LOC108143012|XP_017122690.1|DELE
OG0006191	LOC6630963|XP_002054740.1|DVIR	LOC108147181|XP_017129011.1|DELE
OG0006192	LOC6633631|XP_002057275.2|DVIR	LOC108137594|XP_017114814.1|DELE
OG0006193	LOC6631574|XP_002055039.2|DVIR	LOC108147688|XP_017129889.1|DELE
OG0006194	LOC6636670|XP_002060148.1|DVIR	LOC108141621|XP_017120576.1|DELE
OG0006195	LOC6634438|XP_002058053.2|DVIR	LOC108148180|XP_017130571.1|DELE
OG0006196	LOC6629303|XP_015027287.1|DVIR	LOC108139357|XP_017117570.1|DELE
OG0006198	LOC6633687|XP_032296502.1|DVIR	LOC108142282|XP_017121500.1|DELE
OG0006199	LOC6631120|XP_002054240.1|DVIR	LOC108143858|XP_017123909.1|DELE
OG0006200	LOC6630685|XP_002054408.2|DVIR	LOC108140725|XP_017119182.1|DELE
OG0006201	LOC6632124|XP_032295718.1|DVIR	LOC108136517|XP_017113266.1|DELE
OG0006202	LOC6632003|XP_002055095.2|DVIR	LOC108136665|XP_017113479.1|DELE
OG0006203	LOC6636109|XP_032296203.1|DVIR	LOC108136253|XP_017112787.1|DELE
OG0006204	LOC6630404|XP_002054269.2|DVIR	LOC108136991|XP_017113975.1|DELE
OG0006205	LOC26530651|XP_032289310.1|DVIR	LOC108137421|XP_017114573.1|DELE
OG0006206	LOC6634294|XP_002057446.1|DVIR	LOC108134935|XP_017110944.1|DELE
OG0006207	LOC6628181|XP_002052915.1|DVIR	LOC108149387|XP_017132405.1|DELE
OG0006208	LOC6628701|XP_002052566.1|DVIR	LOC108146040|XP_017127325.1|DELE
OG0006209	LOC6631743|XP_002055463.1|DVIR	LOC108136608|XP_017113415.1|DELE
OG0006210	LOC6635536|XP_002059106.2|DVIR	LOC108136417|XP_017113013.1|DELE
OG0006211	LOC6628560|XP_002051957.1|DVIR	LOC108149519|XP_017132636.1|DELE
OG0006212	LOC6628559|XP_002051956.1|DVIR	LOC108149518|XP_017132635.1|DELE
OG0006213	LOC6634971|XP_002058718.1|DVIR	LOC108140998|XP_017119561.1|DELE
OG0006214	LOC6631913|XP_002055594.1|DVIR	LOC108141620|XP_017120575.1|DELE
OG0006215	LOC6633804|XP_032296530.1|DVIR	LOC108136441|XP_017113089.1|DELE
OG0006216	LOC6631074|XP_002054230.2|DVIR	LOC108148942|XP_017131763.1|DELE
OG0006217	LOC6631320|XP_002055287.1|DVIR	LOC108136336|XP_017112929.1|DELE
OG0006218	LOC6634339|XP_002057467.1|DVIR	LOC108149498|XP_017132610.1|DELE
OG0006219	LOC6634689|XP_032289233.1|DVIR	LOC108150395|XP_017134038.1|DELE
OG0006220	LOC6622366|XP_002048409.1|DVIR	LOC108135698|XP_017112028.1|DELE
OG0006221	LOC6629276|XP_002052982.3|DVIR	LOC108143104|XP_017122815.1|DELE
OG0006222	LOC6629770|XP_002052984.1|DVIR	LOC108142906|XP_017122482.1|DELE
OG0006224	LOC6631420|XP_015026453.2|DVIR	LOC108137403|XP_017114551.1|DELE
OG0006225	LOC6636178|XP_002059564.1|DVIR	LOC108141197|XP_017119934.1|DELE
OG0006226	LOC6627261|XP_002049917.1|DVIR	LOC108143284|XP_017123088.1|DELE
OG0006227	LOC26530480|XP_015023749.1|DVIR	LOC108142431|XP_017121779.1|DELE
OG0006228	LOC6625216|XP_002049935.1|DVIR	LOC108143383|XP_017123237.1|DELE
OG0006229	LOC6636205|XP_015024129.1|DVIR	LOC108145284|XP_017126077.1|DELE
OG0006230	LOC6631525|XP_002055332.1|DVIR	LOC108149983|XP_017133395.1|DELE
OG0006231	LOC6632025|XP_032296017.1|DVIR	LOC108138523|XP_017116272.1|DELE
OG0006232	LOC6631475|XP_002055119.3|DVIR	LOC108138549|XP_017116309.1|DELE
OG0006233	LOC6631476|XP_032295897.1|DVIR	LOC108138448|XP_017116137.1|DELE
OG0006234	LOC6632013|XP_002055386.1|DVIR	LOC108149982|XP_017133394.1|DELE
OG0006235	LOC6631557|XP_002055434.2|DVIR	LOC108134890|XP_017110882.1|DELE
OG0006236	LOC6634758|XP_032296459.1|DVIR	LOC108148165|XP_017130553.1|DELE
OG0006237	LOC6632212|XP_002055526.1|DVIR	LOC108137409|XP_017114557.1|DELE
OG0006238	LOC6631414|XP_002055423.2|DVIR	LOC108145572|XP_017126574.1|DELE
OG0006239	LOC6633347|XP_002056788.1|DVIR	LOC108140935|XP_017119492.1|DELE
OG0006240	LOC6632815|XP_002055902.1|DVIR	LOC108148549|XP_017131086.1|DELE
OG0006241	LOC6632135|XP_002055387.1|DVIR	LOC108149981|XP_017133392.1|DELE
OG0006242	LOC6636169|XP_032295681.1|DVIR	LOC108137732|XP_017115120.1|DELE
OG0006243	LOC6629887|XP_032294833.1|DVIR	LOC108139266|XP_017117443.1|DELE
OG0006244	LOC6629777|XP_002052991.2|DVIR	LOC108142955|XP_017122585.1|DELE
OG0006245	LOC6635208|XP_002058396.1|DVIR	LOC108148762|XP_017131453.1|DELE
OG0006246	LOC6635518|XP_002058936.1|DVIR	LOC108136212|XP_017112708.1|DELE
OG0006247	LOC6635920|XP_032292209.1|DVIR	LOC108149625|XP_017132844.1|DELE
OG0006248	LOC6629988|XP_002054170.1|DVIR	LOC108140791|XP_017119274.1|DELE
OG0006249	LOC6628774|XP_002052765.1|DVIR	LOC108134969|XP_017110985.1|DELE
OG0006250	LOC6631769|XP_015026634.1|DVIR	LOC108136511|XP_017113260.1|DELE
OG0006251	LOC6637099|XP_002060505.2|DVIR	LOC108148646|XP_017131260.1|DELE
OG0006252	LOC116651875|XP_032295019.1|DVIR	LOC108148644|XP_017131257.1|DELE
OG0006253	LOC6635517|XP_002058935.2|DVIR	LOC108136210|XP_017112707.1|DELE
OG0006254	LOC6630887|XP_002053133.1|DVIR	LOC108141995|XP_017121148.1|DELE
OG0006255	LOC6630807|XP_002054275.1|DVIR	LOC108137398|XP_017114546.1|DELE
OG0006256	LOC6632136|XP_002055388.1|DVIR	LOC108150023|XP_017133472.1|DELE
OG0006257	LOC6631535|XP_015026620.1|DVIR	LOC108137276|XP_017114363.1|DELE
OG0006258	LOC6631742|XP_032296090.1|DVIR	LOC108136570|XP_017113367.1|DELE
OG0006259	LOC6635186|XP_002058385.1|DVIR	LOC108139356|XP_017117569.1|DELE
OG0006260	LOC6632088|XP_002055636.1|DVIR	LOC108137277|XP_017114365.1|DELE
OG0006261	LOC6627883|XP_002052007.1|DVIR	LOC108138200|XP_017115806.1|DELE
OG0006262	LOC6632163|XP_002055772.1|DVIR	LOC108137332|XP_017114453.1|DELE
OG0006263	LOC6633386|XP_002056797.1|DVIR	LOC108136251|XP_017112778.1|DELE
OG0006264	LOC6633448|XP_002056910.1|DVIR	LOC108136165|XP_017112651.1|DELE
OG0006265	LOC6627192|XP_002049934.1|DVIR	LOC108141410|XP_017120262.1|DELE
OG0006266	LOC6631406|XP_002055004.1|DVIR	LOC108136314|XP_017112901.1|DELE
OG0006267	LOC6631550|XP_032295717.1|DVIR	LOC108136596|XP_017113399.1|DELE
OG0006268	LOC6626416|XP_002050914.2|DVIR	LOC108134637|XP_017110513.1|DELE
OG0006269	LOC6632820|XP_002055907.1|DVIR	LOC108143105|XP_017122816.1|DELE
OG0006270	LOC6631462|XP_002055550.2|DVIR	LOC108137255|XP_017114328.1|DELE
OG0006271	LOC6629409|XP_002053065.1|DVIR	LOC108135870|XP_017112262.1|DELE
OG0006272	LOC6631746|XP_002055466.1|DVIR	LOC108138573|XP_017116344.1|DELE
OG0006273	LOC6625719|XP_002050489.1|DVIR	LOC108145056|XP_017125725.1|DELE
OG0006274	LOC6634537|XP_032296464.1|DVIR	LOC108136227|XP_017112737.1|DELE
OG0006275	LOC6636730|XP_032295792.1|DVIR	LOC108141007|XP_017119574.1|DELE
OG0006276	LOC6622107|XP_002046463.1|DVIR	LOC108146323|XP_017127776.1|DELE
OG0006277	LOC6627131|XP_002048949.1|DVIR	LOC108135873|XP_017112263.1|DELE
OG0006278	LOC6631366|XP_002055294.2|DVIR	LOC108136185|XP_017112672.1|DELE
OG0006279	LOC6636725|XP_015023785.1|DVIR	LOC108135420|XP_017111629.1|DELE
OG0006280	LOC6632143|XP_015026432.2|DVIR	LOC108140878|XP_017119397.1|DELE
OG0006281	LOC6632144|XP_002055396.1|DVIR	LOC108140877|XP_017119396.1|DELE
OG0006282	LOC6633808|XP_002057097.1|DVIR	LOC108147602|XP_017129731.1|DELE
OG0006283	LOC6630782|XP_015026841.1|DVIR	LOC108150396|XP_017134042.1|DELE
OG0006284	LOC6623596|XP_002046184.1|DVIR	LOC108146387|XP_017127870.1|DELE
OG0006285	LOC6632732|XP_002056055.1|DVIR	LOC108141224|XP_017119965.1|DELE
OG0006286	LOC6632852|XP_002056250.2|DVIR	LOC108137011|XP_017114000.1|DELE
OG0006287	LOC6631527|XP_002055334.1|DVIR	LOC108135438|XP_017111668.1|DELE
OG0006288	LOC6630195|XP_002054096.2|DVIR	LOC108144040|XP_017124167.1|DELE
OG0006289	LOC6632583|XP_002056223.1|DVIR	LOC108136818|XP_017113711.1|DELE
OG0006290	LOC6635548|XP_002059095.1|DVIR	LOC108136504|XP_017113232.1|DELE
OG0006291	LOC6628524|XP_002051682.2|DVIR	LOC108138325|XP_017115976.1|DELE
OG0006292	LOC6633663|XP_015025569.1|DVIR	LOC108149999|XP_017133425.1|DELE
OG0006293	LOC6622689|XP_002047234.1|DVIR	LOC108145660|XP_017126702.1|DELE
OG0006294	LOC6631748|XP_002055040.2|DVIR	LOC108147687|XP_017129886.1|DELE
OG0006295	LOC6633521|XP_002057069.1|DVIR	LOC108137584|XP_017114803.1|DELE
OG0006296	LOC6631431|XP_002055539.2|DVIR	LOC108134845|XP_017110795.1|DELE
OG0006297	LOC6634463|XP_032296369.1|DVIR	LOC108148149|XP_017130511.1|DELE
OG0006298	LOC6632201|XP_002054944.1|DVIR	LOC108147732|XP_017129949.1|DELE
OG0006299	LOC6631793|XP_032296086.1|DVIR	LOC108135910|XP_017112317.1|DELE
OG0006300	LOC6631969|XP_002055016.1|DVIR	LOC108141172|XP_017119892.1|DELE
OG0006301	LOC6634410|XP_002057931.1|DVIR	LOC108147725|XP_017129943.1|DELE
OG0006302	LOC6634454|XP_002058173.1|DVIR	LOC108144579|XP_017125064.1|DELE
OG0006303	LOC6626903|XP_015030175.1|DVIR	LOC108144551|XP_017125014.1|DELE
OG0006304	LOC6629696|XP_002053977.1|DVIR	LOC108148765|XP_017131456.1|DELE
OG0006305	LOC6629693|XP_032292741.1|DVIR	LOC108148625|XP_017131213.1|DELE
OG0006306	LOC26530829|XP_032296670.1|DVIR	LOC108143922|XP_017123995.1|DELE
OG0006307	LOC6629366|XP_032294813.1|DVIR	LOC108143110|XP_017122822.1|DELE
OG0006308	LOC6631981|XP_002055606.1|DVIR	LOC108150040|XP_017133491.1|DELE
OG0006309	LOC6631846|XP_032295713.1|DVIR	LOC108147656|XP_017129825.1|DELE
OG0006310	LOC6629422|XP_002054354.1|DVIR	LOC108148362|XP_017130870.1|DELE
OG0006311	LOC6634469|XP_002058240.2|DVIR	LOC108136434|XP_017113080.1|DELE
OG0006312	LOC6634468|XP_002058239.1|DVIR	LOC108136610|XP_017113418.1|DELE
OG0006313	LOC6634575|XP_002058076.1|DVIR	LOC108138550|XP_017116310.1|DELE
OG0006314	LOC6636718|XP_002060191.1|DVIR	LOC108134819|XP_017110761.1|DELE
OG0006315	LOC6632831|XP_032289792.1|DVIR	LOC108142950|XP_017122572.1|DELE
OG0006316	LOC6636327|XP_002059926.1|DVIR	LOC108140900|XP_017119433.1|DELE
OG0006317	LOC6634615|XP_002058100.1|DVIR	LOC108138592|XP_017116372.1|DELE
OG0006318	LOC6631979|XP_002055604.1|DVIR	LOC108134869|XP_017110847.1|DELE
OG0006319	LOC6627264|XP_002049920.1|DVIR	LOC108141527|XP_017120449.1|DELE
OG0006320	LOC6631628|XP_032295528.1|DVIR	LOC108137335|XP_017114456.1|DELE
OG0006321	LOC6636037|XP_002059642.2|DVIR	LOC108136523|XP_017113287.1|DELE
OG0006322	LOC6631673|XP_002055415.2|DVIR	LOC108137406|XP_017114553.1|DELE
OG0006324	LOC6636020|XP_002059544.1|DVIR	LOC108136277|XP_017112846.1|DELE
OG0006325	LOC6631112|XP_002054136.1|DVIR	LOC108140779|XP_017119256.1|DELE
OG0006326	LOC6623548|XP_002048240.1|DVIR	LOC108136128|XP_017112608.1|DELE
OG0006327	LOC6629757|XP_002053899.1|DVIR	LOC108149005|XP_017131838.1|DELE
OG0006328	LOC6635166|XP_015024873.1|DVIR	LOC108137363|XP_017114488.1|DELE
OG0006329	LOC6633789|XP_032296523.1|DVIR	LOC108136269|XP_017112817.1|DELE
OG0006330	LOC6631123|XP_015026974.1|DVIR	LOC108143855|XP_017123906.1|DELE
OG0006331	LOC6636108|XP_002059650.1|DVIR	LOC108137310|XP_017114424.1|DELE
OG0006332	LOC6633499|XP_015025566.1|DVIR	LOC108150012|XP_017133454.1|DELE
OG0006333	LOC6631783|XP_032295560.1|DVIR	LOC108136501|XP_017113224.1|DELE
OG0006334	LOC6633523|XP_032296586.1|DVIR	LOC108136447|XP_017113101.1|DELE
OG0006335	LOC6630957|XP_002054734.1|DVIR	LOC108148922|XP_017131728.1|DELE
OG0006336	LOC6634404|XP_032289265.1|DVIR	LOC108138409|XP_017116083.1|DELE
OG0006337	LOC6631873|XP_002055734.1|DVIR	LOC108142274|XP_017121488.1|DELE
OG0006338	LOC6630832|XP_032294832.1|DVIR, LOC116650262|XP_032289391.1|DVIR	LOC108140960|XP_017119516.1|DELE
OG0006339	LOC6635287|XP_032289304.1|DVIR	LOC108134906|XP_017110905.1|DELE
OG0006340	LOC6634426|XP_002057938.1|DVIR	LOC108147694|XP_017129897.1|DELE
OG0006341	LOC6631724|XP_032295527.1|DVIR	LOC108137290|XP_017114398.1|DELE
OG0006342	LOC26531736|XP_032295525.1|DVIR	LOC108137306|XP_017114419.1|DELE
OG0006343	LOC6631725|XP_015026356.1|DVIR	LOC108137233|XP_017114301.1|DELE
OG0006344	LOC6631657|XP_032295463.1|DVIR	LOC108150044|XP_017133498.1|DELE
OG0006345	LOC6629533|XP_032293012.1|DVIR	LOC108148712|XP_017131366.1|DELE
OG0006346	LOC6634872|XP_002058601.1|DVIR	LOC108148747|XP_017131430.1|DELE
OG0006347	LOC6630523|XP_015027033.1|DVIR	LOC108136760|XP_017113600.1|DELE
OG0006348	LOC6636694|XP_015023787.1|DVIR	LOC108141394|XP_017120241.1|DELE
OG0006349	LOC6631500|XP_002055007.1|DVIR	LOC108136270|XP_017112825.1|DELE
OG0006350	LOC6632219|XP_002055887.2|DVIR	LOC108149025|XP_017131860.1|DELE
OG0006351	LOC6636136|XP_002059530.1|DVIR	LOC108137667|XP_017115010.1|DELE
OG0006352	LOC6626094|XP_002049403.1|DVIR	LOC108149823|XP_017133184.1|DELE
OG0006353	LOC6633177|XP_032289583.1|DVIR	LOC108149009|XP_017131841.1|DELE
OG0006354	LOC6630058|XP_015026957.1|DVIR	LOC108137377|XP_017114517.1|DELE
OG0006355	LOC6632070|XP_002055037.2|DVIR	LOC108137270|XP_017114353.1|DELE
OG0006356	LOC6633719|XP_002057084.1|DVIR	LOC108136237|XP_017112757.1|DELE
OG0006357	LOC6634549|XP_015025109.1|DVIR	LOC108148150|XP_017130514.1|DELE
OG0006358	LOC6622244|XP_002046369.3|DVIR	LOC108145974|XP_017127194.1|DELE
OG0006359	LOC6634886|XP_002058505.1|DVIR	LOC108140582|XP_017118953.1|DELE
OG0006360	LOC6634817|XP_032296293.1|DVIR	LOC108141535|XP_017120465.1|DELE
OG0006361	LOC6633190|XP_002056677.1|DVIR	LOC108148407|XP_017130931.1|DELE
OG0006362	LOC6633329|XP_015025461.1|DVIR	LOC108137125|XP_017114153.1|DELE
OG0006363	LOC6635421|XP_032295484.1|DVIR	LOC108134856|XP_017110828.1|DELE
OG0006364	LOC26531744|XP_015028981.1|DVIR	LOC108138186|XP_017115787.1|DELE
OG0006365	LOC6631957|XP_002055220.1|DVIR	LOC108145157|XP_017125876.1|DELE
OG0006366	LOC6631902|XP_002055214.3|DVIR	LOC108144619|XP_017125137.1|DELE
OG0006367	LOC6631391|XP_032295916.1|DVIR	LOC108137404|XP_017114552.1|DELE
OG0006368	LOC6629832|XP_002054532.1|DVIR	LOC108148888|XP_017131680.1|DELE
OG0006369	LOC6629835|XP_032295362.1|DVIR	LOC108148627|XP_017131219.1|DELE
OG0006371	LOC6630193|XP_002054094.1|DVIR	LOC108143773|XP_017123790.1|DELE
OG0006372	LOC6630243|XP_032292516.1|DVIR	LOC108149031|XP_017131871.1|DELE
OG0006373	LOC6631710|XP_032295871.1|DVIR	LOC108136528|XP_017113291.1|DELE
OG0006374	LOC6633635|XP_002057279.1|DVIR	LOC108136532|XP_017113302.1|DELE
OG0006375	LOC6633746|XP_002057031.1|DVIR	LOC108137668|XP_017115012.1|DELE
OG0006376	LOC6631829|XP_002055471.1|DVIR	LOC108137412|XP_017114560.1|DELE
OG0006377	LOC6632169|XP_002055267.1|DVIR	LOC108136633|XP_017113441.1|DELE
OG0006378	LOC6632258|XP_032288762.1|DVIR	LOC108148897|XP_017131700.1|DELE
OG0006379	LOC6633674|XP_002056933.1|DVIR	LOC108148134|XP_017130472.1|DELE
OG0006380	LOC6634532|XP_002057961.1|DVIR	LOC108137184|XP_017114256.1|DELE
OG0006381	LOC6636103|XP_002059645.1|DVIR	LOC108137126|XP_017114155.1|DELE
OG0006382	LOC6633830|XP_002057109.1|DVIR	LOC108150035|XP_017133487.1|DELE
OG0006383	LOC6634643|XP_002058042.3|DVIR	LOC108138410|XP_017116084.1|DELE
OG0006384	LOC6633862|XP_002056964.1|DVIR	LOC108138411|XP_017116088.1|DELE
OG0006385	LOC6630057|XP_002054279.1|DVIR	LOC108137375|XP_017114515.1|DELE
OG0006386	LOC6627450|XP_002052472.1|DVIR	LOC108135223|XP_017111342.1|DELE
OG0006387	LOC6629494|XP_002054514.1|DVIR	LOC108148488|XP_017131010.1|DELE
OG0006388	LOC6633524|XP_002057072.1|DVIR	LOC108136445|XP_017113097.1|DELE
OG0006389	LOC6633525|XP_002057073.1|DVIR	LOC108136446|XP_017113098.1|DELE
OG0006390	LOC6630362|XP_002054898.1|DVIR	LOC108136799|XP_017113680.1|DELE
OG0006391	LOC6632470|XP_002056171.1|DVIR	LOC108135936|XP_017112377.1|DELE
OG0006392	LOC6633391|XP_002056802.1|DVIR	LOC108136331|XP_017112924.1|DELE
OG0006393	LOC6627729|XP_002051746.2|DVIR	LOC108150529|XP_017134247.1|DELE
OG0006394	LOC6630546|XP_002054417.1|DVIR	LOC108140404|XP_017118608.1|DELE
OG0006395	LOC6632819|XP_002055906.1|DVIR	LOC108143096|XP_017122806.1|DELE
OG0006396	LOC6634825|XP_002058214.1|DVIR	LOC108137769|XP_017115160.1|DELE
OG0006397	LOC6634721|XP_002058320.3|DVIR	LOC108136478|XP_017113179.1|DELE
OG0006398	LOC6634534|XP_002057963.1|DVIR	LOC108141335|XP_017120120.1|DELE
OG0006399	LOC6633849|XP_002057201.1|DVIR	LOC108137673|XP_017115017.1|DELE
OG0006400	LOC6633850|XP_002057202.1|DVIR	LOC108137672|XP_017115016.1|DELE
OG0006401	LOC6622831|XP_032290925.1|DVIR	LOC108135539|XP_017111776.1|DELE
OG0006402	LOC6629417|XP_002053151.3|DVIR	LOC108140804|XP_017119292.1|DELE
OG0006403	LOC6632964|XP_032289720.1|DVIR	LOC108140354|XP_017118537.1|DELE
OG0006404	LOC6632963|XP_002056353.2|DVIR	LOC108140519|XP_017118817.1|DELE
OG0006405	LOC6622259|XP_032290452.1|DVIR	LOC108146952|XP_017128696.1|DELE
OG0006406	LOC6630221|XP_002054795.1|DVIR	LOC108147227|XP_017129108.1|DELE
OG0006407	LOC6635540|XP_002059087.1|DVIR	LOC108136488|XP_017113191.1|DELE
OG0006408	LOC6634424|XP_002057936.1|DVIR	LOC108147701|XP_017129911.1|DELE
OG0006409	LOC6633666|XP_002056925.1|DVIR	LOC108148178|XP_017130568.1|DELE
OG0006410	LOC6633684|XP_002057289.2|DVIR	LOC108137693|XP_017115055.1|DELE
OG0006411	LOC6636657|XP_002060135.1|DVIR	LOC108137753|XP_017115142.1|DELE
OG0006412	LOC6634920|XP_002058680.1|DVIR	LOC108148893|XP_017131692.1|DELE
OG0006413	LOC6631035|XP_015027593.1|DVIR, LOC116650264|XP_032289393.1|DVIR	LOC108148789|XP_017131495.1|DELE
OG0006414	LOC6630210|XP_032294108.1|DVIR	LOC108144070|XP_017124206.1|DELE
OG0006415	LOC6631336|XP_002055773.1|DVIR	LOC108137284|XP_017114382.1|DELE
OG0006416	LOC6636060|XP_002059591.2|DVIR	LOC108138553|XP_017116312.1|DELE
OG0006417	LOC6634123|XP_002057724.1|DVIR	LOC108138870|XP_017116886.1|DELE
OG0006418	LOC6631798|XP_002055377.2|DVIR	LOC108150028|XP_017133477.1|DELE
OG0006419	LOC6631059|XP_002054225.1|DVIR	LOC108143056|XP_017122757.1|DELE
OG0006420	LOC6630776|XP_002054810.1|DVIR	LOC108135181|XP_017111292.1|DELE
OG0006421	LOC6627988|XP_032293714.1|DVIR	LOC108137775|XP_017115167.1|DELE
OG0006422	LOC6627995|XP_002051432.1|DVIR	LOC108137796|XP_017115189.1|DELE
OG0006423	LOC6630564|XP_002054381.1|DVIR	LOC108148814|XP_017131554.1|DELE
OG0006424	LOC6630565|XP_002054382.1|DVIR	LOC108148816|XP_017131558.1|DELE
OG0006425	LOC6630562|XP_002054379.1|DVIR	LOC108148731|XP_017131399.1|DELE
OG0006426	LOC6630075|XP_002054378.1|DVIR	LOC108148730|XP_017131398.1|DELE
OG0006427	LOC6633219|XP_002055984.1|DVIR	LOC108147303|XP_017129216.1|DELE
OG0006428	LOC6635143|XP_015024890.1|DVIR	LOC108140579|XP_017118949.1|DELE
OG0006429	LOC6631189|XP_015026836.1|DVIR	LOC108136732|XP_017113553.1|DELE
OG0006430	LOC6624081|XP_002048105.1|DVIR	LOC108142770|XP_017122299.1|DELE
OG0006431	LOC6630989|XP_002053234.1|DVIR	LOC108148786|XP_017131490.1|DELE
OG0006432	LOC6635083|XP_032289355.1|DVIR	LOC108135774|XP_017112119.1|DELE
OG0006433	LOC6630524|XP_002054802.1|DVIR	LOC108134777|XP_017110715.1|DELE
OG0006434	LOC6629126|XP_002052392.2|DVIR	LOC108141838|XP_017120911.1|DELE
OG0006435	LOC6632232|XP_032288907.1|DVIR	LOC108147224|XP_017129093.1|DELE
OG0006436	LOC6622359|XP_002048530.1|DVIR	LOC108150021|XP_017133468.1|DELE
OG0006437	LOC6631784|XP_032295726.1|DVIR	LOC108136509|XP_017113250.1|DELE
OG0006438	LOC6627770|XP_002052832.1|DVIR	LOC108137865|XP_017115290.1|DELE
OG0006439	LOC6630374|XP_002054349.1|DVIR	LOC108135081|XP_017111136.1|DELE
OG0006440	LOC6630373|XP_002054348.2|DVIR	LOC108135084|XP_017111142.1|DELE
OG0006441	LOC6635173|XP_002058577.2|DVIR	LOC108148343|XP_017130844.1|DELE
OG0006442	LOC6629405|XP_002053062.1|DVIR	LOC108143046|XP_017122743.1|DELE
OG0006443	LOC6629315|XP_032291458.1|DVIR	LOC108148288|XP_017130746.1|DELE
OG0006444	LOC6633077|XP_002056149.1|DVIR	LOC108148913|XP_017131718.1|DELE
OG0006445	LOC6631447|XP_002054958.3|DVIR	LOC108136306|XP_017112889.1|DELE
OG0006446	LOC6629860|XP_002052946.2|DVIR	LOC108144041|XP_017124168.1|DELE
OG0006447	LOC6629490|XP_032288945.1|DVIR	LOC108144064|XP_017124199.1|DELE
OG0006448	LOC6635058|XP_002058625.1|DVIR	LOC108136999|XP_017113986.1|DELE
OG0006449	LOC6635061|XP_032294942.1|DVIR	LOC108136704|XP_017113518.1|DELE
