Orthogroup	DVIR.longest_only	HILL.longest_only
OG0004406	LOC6622551|XP_015031422.1|DVIR	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL
OG0004407	LOC6624986|XP_002048917.1|DVIR	LOC119655023|XP_037916626.1|HILL
OG0004408	LOC6623665|XP_002047633.2|DVIR	LOC119648240|XP_037905796.1|HILL
OG0004409	LOC6636243|XP_002059756.2|DVIR	LOC119661037|XP_037926134.1|HILL
OG0004410	LOC6627241|XP_032293222.1|DVIR	LOC119654218|XP_037915359.1|HILL
OG0004411	LOC6622142|XP_002047712.1|DVIR	LOC119654624|XP_037916024.1|HILL
OG0004412	LOC6622457|XP_002047710.2|DVIR	LOC119655450|XP_037917276.1|HILL
OG0004413	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR	LOC119654439|XP_037915766.1|HILL
OG0004414	LOC6625547|XP_002049982.1|DVIR	LOC119653520|XP_037914116.1|HILL
OG0004415	LOC6626452|XP_002049682.1|DVIR	LOC119654312|XP_037915563.1|HILL
OG0004416	LOC6626208|XP_002049794.1|DVIR	LOC119653589|XP_037914267.1|HILL
OG0004417	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR	LOC119652493|XP_037912604.1|HILL
OG0004418	LOC6624793|XP_002049344.2|DVIR	LOC119655953|XP_037918085.1|HILL
OG0004419	LOC6635375|XP_032293163.1|DVIR	LOC119654306|XP_037915553.1|HILL
OG0004420	LOC6625523|XP_032293087.1|DVIR	LOC119652373|XP_037912398.1|HILL
OG0004421	LOC116650434|XP_032289981.1|DVIR, LOC6624185|XP_002048687.1|DVIR	LOC119647886|XP_037905108.1|HILL
OG0004422	LOC6622286|XP_002046953.1|DVIR	LOC119650068|XP_037908493.1|HILL
OG0004423	LOC6627064|XP_002049315.1|DVIR	LOC119655174|XP_037916852.1|HILL
OG0004424	LOC6625923|XP_032292953.1|DVIR	LOC119656178|XP_037918452.1|HILL
OG0004425	LOC6623183|XP_002048112.1|DVIR	LOC119648281|XP_037905864.1|HILL
OG0004426	LOC6624498|XP_002048119.1|DVIR	LOC119648186|XP_037905700.1|HILL
OG0004427	LOC6624631|XP_002048088.1|DVIR	LOC119648116|XP_037905566.1|HILL
OG0004428	LOC6630588|XP_015027063.1|DVIR	LOC119658301|XP_037921529.1|HILL
OG0004429	LOC6628035|XP_002052912.1|DVIR	LOC119661731|XP_037927126.1|HILL
OG0004430	LOC6624398|XP_002047649.1|DVIR	LOC119647862|XP_037905059.1|HILL
OG0004431	LOC6631081|XP_002053807.1|DVIR	LOC119650600|XP_037909385.1|HILL
OG0004432	LOC6630972|XP_002053806.2|DVIR	LOC119653188|XP_037913672.1|HILL
OG0004433	LOC6623802|XP_015031578.1|DVIR	LOC119649740|XP_037907950.1|HILL
OG0004434	LOC6625089|XP_002049356.1|DVIR	LOC119655017|XP_037916617.1|HILL
OG0004435	LOC6626047|XP_002049145.2|DVIR	LOC119655970|XP_037918131.1|HILL
OG0004436	LOC6626331|XP_032293374.1|DVIR	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL
OG0004437	LOC6627142|XP_002048954.1|DVIR	LOC119654938|XP_037916519.1|HILL
OG0004438	LOC6626953|XP_002049405.1|DVIR	LOC119653878|XP_037914922.1|HILL
OG0004439	LOC6626958|XP_002049410.1|DVIR	LOC119653856|XP_037914835.1|HILL
OG0004440	LOC6627240|XP_002049161.1|DVIR	LOC119654326|XP_037915582.1|HILL
OG0004441	LOC6628353|XP_002052219.1|DVIR	LOC119654459|XP_037915799.1|HILL
OG0004442	LOC6626100|XP_015029791.1|DVIR	LOC119660804|XP_037925564.1|HILL
OG0004443	LOC6622213|XP_002046908.1|DVIR	LOC119653494|XP_037914057.1|HILL
OG0004444	LOC6625378|XP_002048994.1|DVIR	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL
OG0004445	LOC6635317|XP_032293164.1|DVIR	LOC119654885|XP_037916425.1|HILL
OG0004446	LOC6632880|XP_002055932.2|DVIR	LOC119652750|XP_037912977.1|HILL
OG0004447	LOC6632226|XP_002055874.1|DVIR	LOC119649981|XP_037908350.1|HILL
OG0004448	LOC6627222|XP_002049851.1|DVIR	LOC119660583|XP_037925166.1|HILL
OG0004449	LOC6622396|XP_002048415.2|DVIR	LOC119647804|XP_037904947.1|HILL
OG0004450	LOC6625674|XP_002049373.2|DVIR	LOC119654334|XP_037915594.1|HILL
OG0004451	LOC6625275|XP_002049366.1|DVIR	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL
OG0004452	LOC6626044|XP_002049142.1|DVIR	LOC119655369|XP_037917161.1|HILL
OG0004453	LOC6625787|XP_032292919.1|DVIR	LOC119660879|XP_037925722.1|HILL
OG0004454	LOC6629971|XP_002053080.1|DVIR	LOC119658677|XP_037922167.1|HILL
OG0004455	LOC6622368|XP_032290028.1|DVIR	LOC119649522|XP_037907634.1|HILL
OG0004456	LOC6634399|XP_002058152.1|DVIR	LOC119649345|XP_037907381.1|HILL
OG0004457	LOC6622278|XP_032289873.1|DVIR	LOC119649145|XP_037907084.1|HILL
OG0004458	LOC6623770|XP_002048621.2|DVIR	LOC119648170|XP_037905677.1|HILL
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	LOC119648066|XP_037905466.1|HILL
OG0004460	LOC6622501|XP_002046707.1|DVIR	LOC119648485|XP_037906178.1|HILL
OG0004461	LOC6623386|XP_002048230.1|DVIR	LOC119649849|XP_037908134.1|HILL
OG0004462	LOC6623076|XP_002047572.1|DVIR	LOC119648019|XP_037905356.1|HILL
OG0004463	LOC6622852|XP_015031356.1|DVIR	LOC119647621|XP_037904592.1|HILL
OG0004464	LOC6622571|XP_032290716.1|DVIR	LOC119648065|XP_037905462.1|HILL
OG0004465	LOC6629174|XP_002052369.1|DVIR	LOC119649308|XP_037907334.1|HILL
OG0004466	LOC6624574|XP_032291092.1|DVIR	LOC119650058|XP_037908476.1|HILL
OG0004467	LOC6622980|XP_002048041.1|DVIR	LOC119649532|XP_037907647.1|HILL
OG0004468	LOC6622955|XP_002048042.1|DVIR	LOC119649956|XP_037908320.1|HILL
OG0004469	LOC6623643|XP_032290512.1|DVIR	LOC119650421|XP_037909155.1|HILL
OG0004470	LOC6627901|XP_002051815.1|DVIR	LOC119648034|XP_037905388.1|HILL
OG0004471	LOC6630882|XP_032290487.1|DVIR	LOC119647538|XP_037904454.1|HILL
OG0004472	LOC6625924|XP_002049294.1|DVIR	LOC119654230|XP_037915381.1|HILL
OG0004473	LOC6624828|XP_002049567.2|DVIR	LOC119654102|XP_037915194.1|HILL
OG0004474	LOC6624827|XP_002049566.1|DVIR	LOC119655915|XP_037918008.1|HILL
OG0004475	LOC6625052|XP_002049173.1|DVIR	LOC119654538|XP_037915911.1|HILL
OG0004477	LOC6626873|XP_002049617.1|DVIR	LOC119655687|XP_037917619.1|HILL
OG0004478	LOC6626627|XP_002049411.1|DVIR	LOC119656182|XP_037918460.1|HILL
OG0004479	LOC6625304|XP_002049968.2|DVIR	LOC119651321|XP_037910782.1|HILL
OG0004480	LOC6631739|XP_002055459.1|DVIR	LOC119657801|XP_037920825.1|HILL
OG0004481	LOC6625975|XP_002050506.1|DVIR	LOC119655521|XP_037917363.1|HILL
OG0004482	LOC6629477|XP_032295955.1|DVIR	LOC119657731|XP_037920701.1|HILL
OG0004483	LOC6625227|XP_002049964.1|DVIR	LOC119655882|XP_037917946.1|HILL
OG0004484	LOC6630000|XP_002054713.1|DVIR	LOC119660016|XP_037924322.1|HILL
OG0004485	LOC6635474|XP_032296264.1|DVIR	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL
OG0004486	LOC6625047|XP_002049168.1|DVIR	LOC119654926|XP_037916505.1|HILL
OG0004487	LOC6624014|XP_002047404.1|DVIR	LOC119647634|XP_037904622.1|HILL
OG0004490	LOC6636416|XP_002059872.1|DVIR	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL
OG0004491	LOC6628712|XP_002051330.1|DVIR	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL
OG0004492	LOC6631702|XP_015026444.2|DVIR, LOC6624517|XP_002048126.1|DVIR	LOC119650377|XP_037909042.1|HILL
OG0004494	LOC6633163|XP_002056612.2|DVIR, LOC6632984|XP_002056487.2|DVIR	LOC119660236|XP_037924613.1|HILL
OG0004504	LOC6635251|XP_002058759.1|DVIR	LOC119647320|XP_037904174.1|HILL
OG0004505	LOC6630005|XP_015026849.1|DVIR	LOC119650723|XP_037909674.1|HILL
OG0004506	LOC6631158|XP_002054512.1|DVIR	LOC119652609|XP_037912770.1|HILL
OG0004507	LOC6634947|XP_002058535.2|DVIR	LOC119652668|XP_037912862.1|HILL
OG0004508	LOC6634922|XP_002058682.2|DVIR	LOC119653115|XP_037913567.1|HILL
OG0004509	LOC6623125|XP_002048596.1|DVIR	LOC119656759|XP_037919258.1|HILL
OG0004510	LOC6634403|XP_032289261.1|DVIR	LOC119656676|XP_037919088.1|HILL
OG0004511	LOC6631143|XP_002054246.2|DVIR	LOC119648920|XP_037906757.1|HILL
OG0004512	LOC6636202|XP_002059692.2|DVIR	LOC119661038|XP_037926138.1|HILL
OG0004513	LOC6636221|XP_002059701.1|DVIR	LOC119660944|XP_037925874.1|HILL
OG0004514	LOC6636230|XP_015024003.1|DVIR	LOC119660737|XP_037925347.1|HILL
OG0004515	LOC6632194|XP_002054982.2|DVIR	LOC119661621|XP_037926969.1|HILL
OG0004516	LOC6633520|XP_002057068.2|DVIR	LOC119657143|XP_037919843.1|HILL
OG0004517	LOC6631849|XP_032296029.1|DVIR	LOC119658463|XP_037921796.1|HILL
OG0004518	LOC6636526|XP_032289124.1|DVIR	LOC119656545|XP_037918833.1|HILL
OG0004519	LOC6634873|XP_002058602.2|DVIR	LOC119651476|XP_037911014.1|HILL
OG0004520	LOC6632150|XP_015026316.1|DVIR	LOC119657546|XP_037920421.1|HILL
OG0004521	LOC6635863|XP_032292678.1|DVIR	LOC119648168|XP_037905675.1|HILL
OG0004522	LOC6635527|XP_002059098.1|DVIR	LOC119656793|XP_037919329.1|HILL
OG0004523	LOC6632823|XP_032289482.1|DVIR	LOC119658680|XP_037922172.1|HILL
OG0004524	LOC6633592|XP_002056804.2|DVIR	LOC119661693|XP_037927067.1|HILL
OG0004525	LOC6631992|XP_015026582.1|DVIR	LOC119656544|XP_037918829.1|HILL
OG0004526	LOC6634805|XP_032289260.1|DVIR	LOC119656971|XP_037919627.1|HILL
OG0004527	LOC6636653|XP_002060131.1|DVIR	LOC119658350|XP_037921635.1|HILL
OG0004528	LOC6632128|XP_002055101.1|DVIR	LOC119658352|XP_037921638.1|HILL
OG0004529	LOC6636014|XP_002059538.2|DVIR	LOC119658524|XP_037921930.1|HILL
OG0004530	LOC6631968|XP_002055015.2|DVIR	LOC119655619|XP_037917517.1|HILL
OG0004531	LOC6633022|XP_032289597.1|DVIR	LOC119661641|XP_037926997.1|HILL
OG0004532	LOC6633570|XP_002057375.3|DVIR	LOC119656865|XP_037919449.1|HILL
OG0004533	LOC6633829|XP_002057108.1|DVIR	LOC119657875|XP_037920930.1|HILL
OG0004534	LOC6631948|XP_002055400.1|DVIR	LOC119653431|XP_037913940.1|HILL
OG0004535	LOC6623474|XP_002046254.1|DVIR	LOC119648743|XP_037906490.1|HILL
OG0004536	LOC6632055|XP_032295882.1|DVIR	LOC119656821|XP_037919382.1|HILL
OG0004537	LOC6633578|XP_032296569.1|DVIR	LOC119658353|XP_037921639.1|HILL
OG0004538	LOC6635803|XP_015024249.1|DVIR	LOC119661120|XP_037926243.1|HILL
OG0004539	LOC6629897|XP_002053992.1|DVIR	LOC119651648|XP_037911252.1|HILL
OG0004540	LOC6634638|XP_032296401.1|DVIR	LOC119657192|XP_037919923.1|HILL
OG0004541	LOC6625212|XP_015029807.1|DVIR	LOC119657931|XP_037921047.1|HILL
OG0004542	LOC6632051|XP_032295759.1|DVIR	LOC119657313|XP_037920099.1|HILL
OG0004543	LOC6633730|XP_002057015.3|DVIR	LOC119657455|XP_037920297.1|HILL
OG0004544	LOC6634472|XP_002058243.2|DVIR	LOC119657407|XP_037920227.1|HILL
OG0004545	LOC6630914|XP_002053773.1|DVIR	LOC119650804|XP_037909871.1|HILL
OG0004546	LOC6626386|XP_002048728.1|DVIR	LOC119655155|XP_037916834.1|HILL
OG0004547	LOC6633449|XP_002056911.1|DVIR	LOC119656805|XP_037919343.1|HILL
OG0004548	LOC6632014|XP_002054947.1|DVIR	LOC119657452|XP_037920294.1|HILL
OG0004549	LOC6634530|XP_032296438.1|DVIR	LOC119656669|XP_037919078.1|HILL
OG0004550	LOC6633815|XP_032296528.1|DVIR	LOC119656744|XP_037919231.1|HILL
OG0004551	LOC6626789|XP_002049828.1|DVIR	LOC119657191|XP_037919922.1|HILL
OG0004552	LOC6633316|XP_032296683.1|DVIR	LOC119658388|XP_037921685.1|HILL
OG0004553	LOC6623399|XP_002046760.1|DVIR	LOC119655547|XP_037917394.1|HILL
OG0004554	LOC6636697|XP_002060117.2|DVIR	LOC119657939|XP_037921056.1|HILL
OG0004555	LOC6636696|XP_002060116.1|DVIR	LOC119657836|XP_037920884.1|HILL
OG0004556	LOC6632119|XP_032296193.1|DVIR	LOC119657562|XP_037920447.1|HILL
OG0004557	LOC6634720|XP_032289224.1|DVIR	LOC119658466|XP_037921808.1|HILL
OG0004558	LOC6632142|XP_002055394.2|DVIR	LOC119657531|XP_037920401.1|HILL
OG0004559	LOC6630781|XP_002054815.1|DVIR	LOC119652312|XP_037912251.1|HILL
OG0004560	LOC26530460|XP_032296669.1|DVIR	LOC119658602|XP_037922000.1|HILL
OG0004561	LOC6630943|XP_032296190.1|DVIR	LOC119646295|XP_037902638.1|HILL
OG0004562	LOC6630063|XP_002054285.1|DVIR	LOC119651060|XP_037910318.1|HILL
OG0004563	LOC6630290|XP_032295103.1|DVIR	LOC119652480|XP_037912581.1|HILL
OG0004564	LOC6632520|XP_032289567.1|DVIR	LOC119651625|XP_037911215.1|HILL
OG0004565	LOC6629529|XP_002053963.1|DVIR	LOC119651338|XP_037910819.1|HILL
OG0004566	LOC6631669|XP_002055411.1|DVIR	LOC119657893|XP_037920965.1|HILL
OG0004567	LOC6634471|XP_002058242.1|DVIR	LOC119656696|XP_037919127.1|HILL
OG0004568	LOC6634736|XP_032289215.1|DVIR	LOC119658356|XP_037921642.1|HILL
OG0004569	LOC6633034|XP_002056061.2|DVIR	LOC119651996|XP_037911846.1|HILL
OG0004570	LOC6627218|XP_002050215.1|DVIR	LOC119658240|XP_037921446.1|HILL
OG0004571	LOC6635435|XP_002059071.1|DVIR	LOC119656721|XP_037919176.1|HILL
OG0004572	LOC6629015|XP_002052757.1|DVIR	LOC119656948|XP_037919589.1|HILL
OG0004573	LOC6632608|XP_032289522.1|DVIR	LOC119651558|XP_037911119.1|HILL
OG0004574	LOC6633362|XP_002057166.1|DVIR	LOC119657523|XP_037920395.1|HILL
OG0004575	LOC6633361|XP_032296533.1|DVIR	LOC119657664|XP_037920618.1|HILL
OG0004576	LOC6629883|XP_002054543.1|DVIR	LOC119652608|XP_037912769.1|HILL
OG0004577	LOC6630973|XP_032289911.1|DVIR	LOC119656889|XP_037919489.1|HILL
OG0004578	LOC6631801|XP_015026728.1|DVIR	LOC119657677|XP_037920634.1|HILL
OG0004579	LOC6628057|XP_032294626.1|DVIR	LOC119654883|XP_037916420.1|HILL
OG0004580	LOC6632253|XP_002056082.1|DVIR	LOC119657833|XP_037920878.1|HILL
OG0004581	LOC6634884|XP_002058503.1|DVIR	LOC119651764|XP_037911432.1|HILL
OG0004582	LOC6630468|XP_002054104.2|DVIR	LOC119659766|XP_037923958.1|HILL
OG0004583	LOC6631672|XP_002055414.1|DVIR	LOC119657310|XP_037920097.1|HILL
OG0004584	LOC6626091|XP_002049400.1|DVIR	LOC119657387|XP_037920200.1|HILL
OG0004585	LOC6633025|XP_002055942.1|DVIR	LOC119659522|XP_037923586.1|HILL
OG0004586	LOC6634789|XP_032296324.1|DVIR	LOC119656710|XP_037919158.1|HILL
OG0004587	LOC6632829|XP_032289481.1|DVIR	LOC119658596|XP_037921988.1|HILL
OG0004588	LOC6632827|XP_002055913.1|DVIR	LOC119658604|XP_037922007.1|HILL
OG0004589	LOC6631946|XP_032295426.1|DVIR	LOC119657910|XP_037921012.1|HILL
OG0004590	LOC6632814|XP_032289443.1|DVIR	LOC119651926|XP_037911684.1|HILL
OG0004591	LOC6632262|XP_015025983.1|DVIR	LOC119651434|XP_037910961.1|HILL
OG0004592	LOC6631425|XP_002054939.1|DVIR	LOC119657856|XP_037920909.1|HILL
OG0004593	LOC6633446|XP_002056908.1|DVIR	LOC119657141|XP_037919841.1|HILL
OG0004594	LOC6632009|XP_032296004.1|DVIR	LOC119658003|XP_037921151.1|HILL
OG0004595	LOC6633744|XP_002057029.1|DVIR	LOC119658516|XP_037921919.1|HILL
OG0004596	LOC6634475|XP_032296429.1|DVIR	LOC119657611|XP_037920538.1|HILL
OG0004597	LOC6634582|XP_002058083.1|DVIR	LOC119657428|XP_037920257.1|HILL
OG0004598	LOC6622978|XP_002046506.1|DVIR	LOC119657349|XP_037920150.1|HILL
OG0004599	LOC6628258|XP_002052538.1|DVIR	LOC119646254|XP_037902587.1|HILL
OG0004600	LOC6636170|XP_002059556.1|DVIR	LOC119657834|XP_037920879.1|HILL
OG0004601	LOC6636023|XP_002059547.3|DVIR	LOC119658443|XP_037921773.1|HILL
OG0004602	LOC6631937|XP_002055484.1|DVIR	LOC119657101|XP_037919784.1|HILL
OG0004603	LOC6628197|XP_002052856.1|DVIR	LOC119656589|XP_037918925.1|HILL
OG0004604	LOC6632048|XP_002055245.1|DVIR	LOC119656827|XP_037919400.1|HILL
OG0004605	LOC6631422|XP_002055307.2|DVIR	LOC119657358|XP_037920159.1|HILL
OG0004606	LOC6632503|XP_015026166.1|DVIR	LOC119649648|XP_037907833.1|HILL
OG0004607	LOC6634743|XP_032296279.1|DVIR	LOC119657386|XP_037920199.1|HILL
OG0004608	LOC6636130|XP_032296081.1|DVIR	LOC119658507|XP_037921898.1|HILL
OG0004609	LOC6631482|XP_002055427.1|DVIR	LOC119657270|XP_037920031.1|HILL
OG0004610	LOC6631279|XP_032295420.1|DVIR	LOC119651587|XP_037911160.1|HILL
OG0004611	LOC6629501|XP_032294834.1|DVIR	LOC119656812|XP_037919361.1|HILL
OG0004612	LOC6629502|XP_002054522.1|DVIR	LOC119658069|XP_037921255.1|HILL
OG0004613	LOC6634885|XP_002058504.1|DVIR	LOC119650852|XP_037909926.1|HILL
OG0004614	LOC6632171|XP_002055269.2|DVIR	LOC119657094|XP_037919777.1|HILL
OG0004615	LOC6634749|XP_032296276.1|DVIR	LOC119656982|XP_037919643.1|HILL
OG0004616	LOC6636661|XP_002060139.1|DVIR	LOC119658409|XP_037921733.1|HILL
OG0004617	LOC6628830|XP_002052071.1|DVIR	LOC119660467|XP_037924963.1|HILL
OG0004618	LOC6629531|XP_002053965.1|DVIR	LOC119658319|XP_037921582.1|HILL
OG0004619	LOC6630969|XP_002053803.1|DVIR	LOC119651392|XP_037910902.1|HILL
OG0004620	LOC6629712|XP_002053074.1|DVIR	LOC119660137|XP_037924464.1|HILL
OG0004621	LOC6629631|XP_002053333.1|DVIR	LOC119659872|XP_037924118.1|HILL
OG0004622	LOC6632907|XP_015026075.1|DVIR	LOC119651407|XP_037910925.1|HILL
OG0004623	LOC6632220|XP_002055888.1|DVIR	LOC119652627|XP_037912802.1|HILL
OG0004624	LOC6630759|XP_002054618.1|DVIR	LOC119657790|XP_037920802.1|HILL
OG0004625	LOC6634439|XP_032296347.1|DVIR	LOC119656694|XP_037919108.1|HILL
OG0004626	LOC6631543|XP_032295830.1|DVIR	LOC119656708|XP_037919146.1|HILL
OG0004627	LOC6623650|XP_002046306.2|DVIR	LOC119648323|XP_037905932.1|HILL
OG0004628	LOC6636926|XP_032289219.1|DVIR	LOC119658065|XP_037921246.1|HILL
OG0004629	LOC6630470|XP_015027016.1|DVIR	LOC119661256|XP_037926430.1|HILL
OG0004630	LOC6633060|XP_032289698.1|DVIR	LOC119651300|XP_037910752.1|HILL
OG0004631	LOC6632805|XP_032289411.1|DVIR	LOC119652778|XP_037913016.1|HILL
OG0004632	LOC6632806|XP_002056233.2|DVIR	LOC119652777|XP_037913013.1|HILL
OG0004633	LOC6632217|XP_002055885.1|DVIR	LOC119652422|XP_037912473.1|HILL
OG0004635	LOC6631942|XP_002055044.2|DVIR	LOC119657645|XP_037920579.1|HILL
OG0004636	LOC6632091|XP_032295384.1|DVIR	LOC119658477|XP_037921844.1|HILL
OG0004637	LOC6633413|XP_015025557.1|DVIR	LOC119656596|XP_037918950.1|HILL
OG0004638	LOC6635417|XP_032296143.1|DVIR	LOC119657899|XP_037920982.1|HILL
OG0004639	LOC6630242|XP_002053906.2|DVIR	LOC119658033|XP_037921193.1|HILL
OG0004640	LOC6630244|XP_002053908.2|DVIR	LOC119658083|XP_037921273.1|HILL
OG0004641	LOC6633851|XP_032295983.1|DVIR	LOC119656673|XP_037919084.1|HILL
OG0004642	LOC6633414|XP_002056813.1|DVIR	LOC119657079|XP_037919762.1|HILL
OG0004643	LOC6629349|XP_002053265.1|DVIR	LOC119658927|XP_037922684.1|HILL
OG0004644	LOC6634681|XP_002057997.1|DVIR	LOC119659371|XP_037923355.1|HILL
OG0004645	LOC6628190|XP_002052849.1|DVIR	LOC119657954|XP_037921084.1|HILL
OG0004646	LOC6632879|XP_002055931.1|DVIR	LOC119660821|XP_037925609.1|HILL
OG0004647	LOC6633814|XP_032296599.1|DVIR	LOC119656515|XP_037918786.1|HILL
OG0004648	LOC6632168|XP_015026659.2|DVIR	LOC119656517|XP_037918788.1|HILL
OG0004649	LOC6633748|XP_002056934.1|DVIR	LOC119658385|XP_037921679.1|HILL
OG0004650	LOC6627753|XP_032293389.1|DVIR	LOC119658521|XP_037921925.1|HILL
OG0004651	LOC6630547|XP_002054418.3|DVIR	LOC119653160|XP_037913629.1|HILL
OG0004652	LOC6632939|XP_002056126.1|DVIR	LOC119651716|XP_037911366.1|HILL
OG0004653	LOC6622712|XP_002048313.1|DVIR	LOC119658272|XP_037921491.1|HILL
OG0004654	LOC6628457|XP_002051829.1|DVIR	LOC119651929|XP_037911692.1|HILL
OG0004655	LOC6629938|XP_002054366.3|DVIR	LOC119652846|XP_037913125.1|HILL
OG0004656	LOC6635452|XP_002059054.1|DVIR	LOC119656715|XP_037919165.1|HILL
OG0004657	LOC6632965|XP_002056355.3|DVIR	LOC119651552|XP_037911112.1|HILL
OG0004658	LOC6631196|XP_002053039.1|DVIR	LOC119660106|XP_037924414.1|HILL
OG0004659	LOC6629310|XP_002052974.1|DVIR	LOC119656535|XP_037918809.1|HILL
OG0004660	LOC6630916|XP_002053775.1|DVIR	LOC119655344|XP_037917126.1|HILL
OG0004661	LOC6630545|XP_002054416.1|DVIR	LOC119652578|XP_037912722.1|HILL
OG0004662	LOC6632329|XP_002056389.1|DVIR	LOC119656572|XP_037918887.1|HILL
OG0004663	LOC6636051|XP_002059515.1|DVIR	LOC119661358|XP_037926594.1|HILL
OG0004664	LOC6636050|XP_002059514.1|DVIR	LOC119650425|XP_037909172.1|HILL
OG0004665	LOC6634719|XP_002058318.1|DVIR	LOC119647032|XP_037903701.1|HILL
OG0004666	LOC6630044|XP_032295130.1|DVIR	LOC119651332|XP_037910800.1|HILL
OG0004667	LOC26531172|XP_015027868.1|DVIR	LOC119652899|XP_037913200.1|HILL
OG0004668	LOC6633857|XP_032295880.1|DVIR	LOC119646252|XP_037902574.1|HILL
OG0004669	LOC6627541|XP_002052488.1|DVIR	LOC119654543|XP_037915919.1|HILL
OG0004670	LOC6630234|XP_002054574.3|DVIR	LOC119658858|XP_037922539.1|HILL
OG0004671	LOC6630247|XP_002053761.1|DVIR	LOC119660788|XP_037925519.1|HILL
OG0004672	LOC6630400|XP_032294921.1|DVIR	LOC119653161|XP_037913630.1|HILL
OG0004673	LOC6631093|XP_002054053.1|DVIR	LOC119660391|XP_037924852.1|HILL
OG0004674	LOC6632300|XP_002055989.2|DVIR	LOC119657201|XP_037919935.1|HILL
OG0004675	LOC6632302|XP_002055991.1|DVIR	LOC119657161|XP_037919870.1|HILL
OG0004676	LOC6635122|XP_002058574.1|DVIR	LOC119656798|XP_037919331.1|HILL
OG0004677	LOC6635011|XP_032295175.1|DVIR	LOC119650715|XP_037909654.1|HILL
OG0004678	LOC6631192|XP_002054837.1|DVIR	LOC119651944|XP_037911724.1|HILL
OG0004679	LOC6631183|XP_002053238.1|DVIR	LOC119652908|XP_037913212.1|HILL
OG0004680	LOC6630690|XP_032295315.1|DVIR	LOC119653220|XP_037913723.1|HILL
OG0004681	LOC6629569|XP_002054852.2|DVIR	LOC119650861|XP_037909946.1|HILL
OG0004682	LOC6627311|XP_002052141.1|DVIR	LOC119659350|XP_037923327.1|HILL
OG0004683	LOC6632537|XP_002056180.1|DVIR	LOC119659697|XP_037923878.1|HILL
OG0004684	LOC116651838|XP_032294830.1|DVIR, LOC6630831|XP_002054117.1|DVIR	LOC119652735|XP_037912960.1|HILL
OG0004685	LOC6632745|XP_015025972.1|DVIR	LOC119658325|XP_037921591.1|HILL
OG0004686	LOC6632612|XP_002056312.1|DVIR	LOC119657043|XP_037919724.1|HILL
OG0004687	LOC6632986|XP_002055836.2|DVIR	LOC119658378|XP_037921672.1|HILL
OG0004688	LOC6629959|XP_015027150.1|DVIR	LOC119658784|XP_037922419.1|HILL
OG0004689	LOC6630606|XP_002054481.2|DVIR	LOC119652429|XP_037912481.1|HILL
OG0004690	LOC26531269|XP_032291384.1|DVIR	LOC119651113|XP_037910414.1|HILL
OG0004691	LOC6632758|XP_002055856.1|DVIR	LOC119651345|XP_037910829.1|HILL
OG0004692	LOC6630531|XP_002054806.1|DVIR, LOC116649728|XP_032294649.1|DVIR	LOC119651630|XP_037911221.1|HILL
OG0004693	LOC6630527|XP_002054804.2|DVIR	LOC119651633|XP_037911225.1|HILL
OG0004694	LOC6629491|XP_002052950.2|DVIR	LOC119651342|XP_037910823.1|HILL
OG0004695	LOC6632304|XP_002055993.2|DVIR	LOC119657150|XP_037919855.1|HILL
OG0004696	LOC6629736|XP_002054140.1|DVIR	LOC119653173|XP_037913648.1|HILL
OG0004697	LOC116650828|XP_032291623.1|DVIR, LOC6631362|XP_032296002.1|DVIR	LOC119660812|XP_037925580.1|HILL
OG0004698	LOC6632138|XP_002055390.1|DVIR	LOC119656490|XP_037918748.1|HILL
OG0004699	LOC6629710|XP_002053072.1|DVIR	LOC119651178|XP_037910533.1|HILL
OG0004700	LOC6633036|XP_032289642.1|DVIR	LOC119652868|XP_037913154.1|HILL
OG0004701	LOC6629416|XP_002053150.1|DVIR	LOC119651296|XP_037910745.1|HILL
OG0004702	LOC6630767|XP_002054825.2|DVIR	LOC119653181|XP_037913663.1|HILL
OG0004703	LOC6630176|XP_015027069.1|DVIR	LOC119652688|XP_037912890.1|HILL
OG0004704	LOC6630642|XP_002053025.1|DVIR	LOC119651650|XP_037911256.1|HILL
OG0004705	LOC6634893|XP_002058481.1|DVIR	LOC119651488|XP_037911030.1|HILL
OG0004706	LOC6622495|XP_002046422.1|DVIR	LOC119653107|XP_037913553.1|HILL
OG0004707	LOC6629699|XP_002052957.2|DVIR	LOC119658332|XP_037921599.1|HILL
OG0004708	LOC6630277|XP_002054888.3|DVIR	LOC119658585|XP_037921969.1|HILL
