Orthogroup	DVIR.longest_only	BTRY.longest_only
OG0005560	LOC6628447|XP_002051650.1|DVIR	LOC120767554|XP_039949618.1|BTRY
OG0005561	LOC6632179|XP_002055277.2|DVIR	LOC120767196|XP_039948931.1|BTRY
OG0005562	LOC6635680|XP_015024388.1|DVIR	LOC120769420|XP_039952332.1|BTRY
OG0005563	LOC6636206|XP_002059696.2|DVIR	LOC120779436|XP_039967607.1|BTRY
OG0005564	LOC6629058|XP_002052386.1|DVIR	LOC120767933|XP_039950226.1|BTRY
OG0005565	LOC6635733|XP_002059148.1|DVIR	LOC120769602|XP_039952616.1|BTRY
OG0005566	LOC6635734|XP_002059149.1|DVIR	LOC120769606|XP_039952620.1|BTRY
OG0005567	LOC116649793|XP_032288813.1|DVIR, LOC6629404|XP_032288817.1|DVIR	LOC120775694|XP_039961976.1|BTRY
OG0005568	LOC6635772|XP_002059168.1|DVIR	LOC120768326|XP_039950899.1|BTRY
OG0005569	LOC6628500|XP_002051835.1|DVIR	LOC120768903|XP_039951594.1|BTRY
OG0005570	LOC6635689|XP_002059284.2|DVIR	LOC120769243|XP_039952077.1|BTRY
OG0005571	LOC6625622|XP_032293146.1|DVIR	LOC120772091|XP_039956429.1|BTRY
OG0005572	LOC6625864|XP_002050857.2|DVIR	LOC120771581|XP_039955586.1|BTRY
OG0005573	LOC6632615|XP_015026097.1|DVIR	LOC120766579|XP_039948110.1|BTRY
OG0005574	LOC6625479|XP_002050335.1|DVIR	LOC120771275|XP_039955134.1|BTRY
OG0005575	LOC6631250|XP_002053048.2|DVIR	LOC120766344|XP_039947704.1|BTRY
OG0005576	LOC6627187|XP_002049929.2|DVIR	LOC120771611|XP_039955629.1|BTRY
OG0005577	LOC6623504|XP_002048218.1|DVIR	LOC120776856|XP_039963835.1|BTRY
OG0005578	LOC6624683|XP_002048129.2|DVIR	LOC120777359|XP_039964561.1|BTRY
OG0005579	LOC26530647|XP_015031633.1|DVIR	LOC120777361|XP_039964564.1|BTRY
OG0005580	LOC6624188|XP_002046301.1|DVIR	LOC120777069|XP_039964129.1|BTRY
OG0005581	LOC6633654|XP_032288829.1|DVIR	LOC120773499|XP_039958375.1|BTRY
OG0005582	LOC6624363|XP_002047465.2|DVIR	LOC120778351|XP_039966073.1|BTRY
OG0005583	LOC6623229|XP_002046726.2|DVIR	LOC120778009|XP_039965608.1|BTRY
OG0005585	LOC6630801|XP_015027747.1|DVIR	LOC120766168|XP_039947451.1|BTRY
OG0005586	LOC6630766|XP_002054625.1|DVIR	LOC120775045|XP_039960958.1|BTRY
OG0005587	LOC6625382|XP_002049492.2|DVIR	LOC120772160|XP_039956531.1|BTRY
OG0005588	LOC6622515|XP_015030501.1|DVIR	LOC120778749|XP_039966657.1|BTRY
OG0005589	LOC6632462|XP_002056308.1|DVIR	LOC120781666|XP_039969825.1|BTRY
OG0005590	LOC6624900|XP_002050477.1|DVIR	LOC120770025|XP_039953059.1|BTRY
OG0005591	LOC6631919|XP_002055746.1|DVIR	LOC120774599|XP_039960263.1|BTRY
OG0005592	LOC6630666|XP_002053445.1|DVIR	LOC120766985|XP_039948723.1|BTRY
OG0005593	LOC6624598|XP_002047149.1|DVIR	LOC120778056|XP_039965670.1|BTRY
OG0005594	LOC6622962|XP_032291378.1|DVIR	LOC120776833|XP_039963788.1|BTRY
OG0005595	LOC6623006|XP_002047217.2|DVIR	LOC120776831|XP_039963786.1|BTRY
OG0005596	LOC6624466|XP_002046556.1|DVIR	LOC120778860|XP_039966827.1|BTRY
OG0005597	LOC6631275|XP_032295416.1|DVIR	LOC120779552|XP_039967828.1|BTRY
OG0005598	LOC6632230|XP_002055878.1|DVIR	LOC120767353|XP_039949253.1|BTRY
OG0005599	LOC6625866|XP_002050859.1|DVIR	LOC120773074|XP_039957953.1|BTRY
OG0005600	LOC6631246|XP_002053647.1|DVIR	LOC120766873|XP_039948538.1|BTRY
OG0005601	LOC6634562|XP_002057979.1|DVIR	LOC120774145|XP_039959477.1|BTRY
OG0005602	LOC6630990|XP_002053492.1|DVIR	LOC120771916|XP_039956141.1|BTRY
OG0005603	LOC6626583|XP_002049696.1|DVIR	LOC120772391|XP_039956915.1|BTRY
OG0005604	LOC6626581|XP_002049694.3|DVIR	LOC120770189|XP_039953353.1|BTRY
OG0005605	LOC6635337|XP_015024726.1|DVIR	LOC120770372|XP_039953723.1|BTRY
OG0005606	LOC6628105|XP_002052010.1|DVIR	LOC120767445|XP_039949441.1|BTRY
OG0005607	LOC6630557|XP_002053275.1|DVIR	LOC120782486|XP_039970720.1|BTRY
OG0005608	LOC6630560|XP_002053278.1|DVIR	LOC120782485|XP_039970717.1|BTRY
OG0005609	LOC6624492|XP_032290314.1|DVIR	LOC120778870|XP_039966847.1|BTRY
OG0005610	LOC6622500|XP_002046423.1|DVIR	LOC120776651|XP_039963427.1|BTRY
OG0005611	LOC6624293|XP_002046633.2|DVIR	LOC120777061|XP_039964109.1|BTRY
OG0005612	LOC6629973|XP_002053082.1|DVIR	LOC120769095|XP_039951892.1|BTRY
OG0005613	LOC6629513|XP_002053173.1|DVIR	LOC120766350|XP_039947712.1|BTRY
OG0005614	LOC6633051|XP_002056759.1|DVIR	LOC120771293|XP_039955163.1|BTRY
OG0005615	LOC6629754|XP_032293833.1|DVIR	LOC120772602|XP_039957254.1|BTRY
OG0005616	LOC6630097|XP_002053690.2|DVIR	LOC120766663|XP_039948231.1|BTRY
OG0005617	LOC6630056|XP_032294870.1|DVIR	LOC120779370|XP_039967500.1|BTRY
OG0005618	LOC6635809|XP_002059318.1|DVIR	LOC120772329|XP_039956806.1|BTRY
OG0005619	LOC6632582|XP_002056222.2|DVIR	LOC120782793|XP_039971201.1|BTRY
OG0005620	LOC6631403|XP_002055673.1|DVIR	LOC120775237|XP_039961250.1|BTRY
OG0005621	LOC6633302|XP_002057401.3|DVIR	LOC120774496|XP_039960101.1|BTRY
OG0005622	LOC6633553|XP_002057250.1|DVIR	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY
OG0005623	LOC6633318|XP_032296531.1|DVIR	LOC120774747|XP_039960438.1|BTRY
OG0005624	LOC6629719|XP_002053676.1|DVIR	LOC120777353|XP_039964546.1|BTRY
OG0005625	LOC6631070|XP_015027233.1|DVIR	LOC120776560|XP_039963255.1|BTRY
OG0005626	LOC6631360|XP_002055664.1|DVIR	LOC120780247|XP_039968441.1|BTRY
OG0005627	LOC6632926|XP_015025809.1|DVIR	LOC120769829|XP_039952965.1|BTRY
OG0005628	LOC6633082|XP_032289705.1|DVIR	LOC120769419|XP_039952336.1|BTRY
OG0005629	LOC6625470|XP_002050146.1|DVIR	LOC120771074|XP_039954822.1|BTRY
OG0005630	LOC6636497|XP_002059803.2|DVIR	LOC120771100|XP_039954875.1|BTRY
OG0005631	LOC6633597|XP_002056809.1|DVIR	LOC120775133|XP_039961097.1|BTRY
OG0005632	LOC6633282|XP_032296596.1|DVIR	LOC120774114|XP_039959410.1|BTRY
OG0005633	LOC6630758|XP_002054617.2|DVIR	LOC120782461|XP_039970686.1|BTRY
OG0005634	LOC6629285|XP_002054693.2|DVIR	LOC120769140|XP_039951950.1|BTRY
OG0005635	LOC6636640|XP_015023809.1|DVIR	LOC120768515|XP_039951177.1|BTRY
OG0005636	LOC116651790|XP_032294708.1|DVIR, LOC6630051|XP_002054719.1|DVIR	LOC120770618|XP_039954157.1|BTRY
OG0005637	LOC6633159|XP_002056608.2|DVIR	LOC120782613|XP_039970915.1|BTRY
OG0005638	LOC6626057|XP_032292804.1|DVIR	LOC120771295|XP_039955161.1|BTRY
OG0005639	LOC6626557|XP_002049807.2|DVIR	LOC120770213|XP_039953415.1|BTRY
OG0005640	LOC6632570|XP_002056329.1|DVIR	LOC120766226|XP_039947536.1|BTRY
OG0005641	LOC6631641|XP_002055360.1|DVIR	LOC120774783|XP_039960493.1|BTRY
OG0005642	LOC6635197|XP_002058472.1|DVIR	LOC120775853|XP_039962160.1|BTRY
OG0005643	LOC6622937|XP_002047077.1|DVIR	LOC120778756|XP_039966666.1|BTRY
OG0005644	LOC6624583|XP_002047076.1|DVIR	LOC120777697|XP_039965105.1|BTRY
OG0005645	LOC6631648|XP_015026669.2|DVIR	LOC120774006|XP_039959216.1|BTRY
OG0005646	LOC6633743|XP_002057028.1|DVIR	LOC120773953|XP_039959114.1|BTRY
OG0005647	LOC6626773|XP_002049837.1|DVIR	LOC120782136|XP_039970208.1|BTRY
OG0005648	LOC6624522|XP_002048537.1|DVIR	LOC120778992|XP_039967027.1|BTRY
OG0005649	LOC6632634|XP_002056635.2|DVIR	LOC120768825|XP_039951513.1|BTRY
OG0005650	LOC6632393|XP_002056629.1|DVIR	LOC120766456|XP_039947913.1|BTRY
OG0005651	LOC6632008|XP_002055381.1|DVIR	LOC120774228|XP_039959620.1|BTRY
OG0005652	LOC6630443|XP_015027113.1|DVIR	LOC120766201|XP_039947495.1|BTRY
OG0005653	LOC6628434|XP_032294500.1|DVIR	LOC120769482|XP_039952439.1|BTRY
OG0005654	LOC6629378|XP_032293298.1|DVIR	LOC120766667|XP_039948234.1|BTRY
OG0005655	LOC6630272|XP_002053701.1|DVIR	LOC120780172|XP_039968385.1|BTRY
OG0005656	LOC6630135|XP_002053687.1|DVIR	LOC120782420|XP_039970605.1|BTRY
OG0005657	LOC6633094|XP_032289678.1|DVIR	LOC120782268|XP_039970385.1|BTRY
OG0005658	LOC6632314|XP_002056499.1|DVIR	LOC120779394|XP_039967526.1|BTRY
OG0005659	LOC6632661|XP_002056467.3|DVIR	LOC120775111|XP_039961065.1|BTRY
OG0005660	LOC6623144|XP_032290962.1|DVIR	LOC120777081|XP_039964143.1|BTRY
OG0005661	LOC6632761|XP_002056366.3|DVIR	LOC120779092|XP_039967191.1|BTRY
OG0005662	LOC6632563|XP_032289647.1|DVIR	LOC120779081|XP_039967166.1|BTRY
OG0005663	LOC6633735|XP_002057020.1|DVIR	LOC120775534|XP_039961689.1|BTRY
OG0005664	LOC6633184|XP_032289501.1|DVIR	LOC120782175|XP_039970246.1|BTRY
OG0005665	LOC6630019|XP_002053412.1|DVIR	LOC120768989|XP_039951760.1|BTRY
OG0005666	LOC6631348|XP_002055042.2|DVIR	LOC120774857|XP_039960613.1|BTRY
OG0005667	LOC6633261|XP_002056885.1|DVIR	LOC120775983|XP_039962342.1|BTRY
OG0005668	LOC6623172|XP_015031544.1|DVIR	LOC120777487|XP_039964760.1|BTRY
OG0005669	LOC6628452|XP_015027992.1|DVIR	LOC120768996|XP_039951765.1|BTRY
OG0005670	LOC6632618|XP_002056318.1|DVIR	LOC120770992|XP_039954676.1|BTRY
OG0005671	LOC6630091|XP_002054258.2|DVIR	LOC120782226|XP_039970323.1|BTRY
OG0005672	LOC6636644|XP_002060093.1|DVIR	LOC120781542|XP_039969710.1|BTRY
OG0005673	LOC6624263|XP_002047451.1|DVIR	LOC120778260|XP_039965971.1|BTRY
OG0005674	LOC6624300|XP_032289970.1|DVIR	LOC120766679|XP_039948254.1|BTRY
OG0005675	LOC6632768|XP_002056373.1|DVIR, LOC116652184|XP_032296084.1|DVIR	LOC120766960|XP_039948684.1|BTRY
OG0005676	LOC6636552|XP_002060056.1|DVIR	LOC120778050|XP_039965660.1|BTRY
OG0005677	LOC6625343|XP_002050425.3|DVIR	LOC120771791|XP_039955922.1|BTRY
OG0005678	LOC6632455|XP_002056301.2|DVIR	LOC120780731|XP_039968927.1|BTRY
OG0005679	LOC6629716|XP_032290500.1|DVIR	LOC120766244|XP_039947563.1|BTRY
OG0005680	LOC6635616|XP_002059135.1|DVIR	LOC120767963|XP_039950290.1|BTRY
OG0005681	LOC6629797|XP_002053373.1|DVIR	LOC120779623|XP_039967905.1|BTRY
OG0005682	LOC6629796|XP_002053372.1|DVIR	LOC120782400|XP_039970579.1|BTRY
OG0005683	LOC6633708|XP_032296559.1|DVIR	LOC120774194|XP_039959559.1|BTRY
OG0005684	LOC6622069|XP_002046424.1|DVIR	LOC120777760|XP_039965197.1|BTRY
OG0005685	LOC26531876|XP_032295633.1|DVIR	LOC120774208|XP_039959589.1|BTRY
OG0005686	LOC6629283|XP_002054691.1|DVIR	LOC120769196|XP_039952028.1|BTRY
OG0005687	LOC6624603|XP_032290674.1|DVIR	LOC120778206|XP_039965894.1|BTRY
OG0005688	LOC6626116|XP_002049923.1|DVIR	LOC120771659|XP_039955708.1|BTRY
OG0005689	LOC6636072|XP_002059603.1|DVIR	LOC120773454|XP_039958281.1|BTRY
OG0005690	LOC6635039|XP_032295161.1|DVIR	LOC120777970|XP_039965537.1|BTRY
OG0005691	LOC6629527|XP_002053329.1|DVIR	LOC120782254|XP_039970353.1|BTRY
OG0005692	LOC6628193|XP_032294237.1|DVIR	LOC120775832|XP_039962131.1|BTRY
OG0005693	LOC6623783|XP_002047384.2|DVIR	LOC120778175|XP_039965844.1|BTRY
OG0005694	LOC6630184|XP_002053253.2|DVIR	LOC120773428|XP_039958246.1|BTRY
OG0005695	LOC6630678|XP_002054611.1|DVIR	LOC120768845|XP_039951531.1|BTRY
OG0005696	LOC6630680|XP_002054613.1|DVIR	LOC120782463|XP_039970689.1|BTRY
OG0005697	LOC6630681|XP_002054614.1|DVIR	LOC120782460|XP_039970684.1|BTRY
OG0005698	LOC6635979|XP_002059408.1|DVIR, LOC116650892|XP_032291761.1|DVIR	LOC120772699|XP_039957376.1|BTRY
OG0005699	LOC6630486|XP_032289725.1|DVIR	LOC120772516|XP_039957102.1|BTRY
OG0005700	LOC6633352|XP_015025626.1|DVIR	LOC120774871|XP_039960644.1|BTRY
OG0005701	LOC6627534|XP_032294393.1|DVIR	LOC120774882|XP_039960676.1|BTRY
OG0005702	LOC6633706|XP_002057301.1|DVIR	LOC120770142|XP_039953265.1|BTRY
OG0005703	LOC6626447|XP_002049804.1|DVIR	LOC120770848|XP_039954384.1|BTRY
OG0005704	LOC6634814|XP_032296297.1|DVIR	LOC120774327|XP_039959811.1|BTRY
OG0005705	LOC6623350|XP_002046267.2|DVIR	LOC120778233|XP_039965925.1|BTRY
OG0005706	LOC6633079|XP_002055957.1|DVIR	LOC120774540|XP_039960205.1|BTRY
OG0005707	LOC6633860|XP_032295764.1|DVIR	LOC120774809|XP_039960541.1|BTRY
OG0005708	LOC6635480|XP_002059009.1|DVIR	LOC120773417|XP_039958222.1|BTRY
OG0005709	LOC6632781|XP_002055863.1|DVIR	LOC120772940|XP_039957780.1|BTRY
OG0005710	LOC6632562|XP_002056321.1|DVIR	LOC120766501|XP_039947990.1|BTRY
OG0005711	LOC6622952|XP_002048495.2|DVIR	LOC120777380|XP_039964605.1|BTRY
OG0005712	LOC6628379|XP_002052631.1|DVIR	LOC120768505|XP_039951164.1|BTRY
OG0005713	LOC6630992|XP_032292719.1|DVIR	LOC120780238|XP_039968429.1|BTRY
OG0005714	LOC6629326|XP_002053059.1|DVIR	LOC120772457|XP_039957018.1|BTRY
OG0005715	LOC6629284|XP_002054692.2|DVIR	LOC120769126|XP_039951927.1|BTRY
OG0005716	LOC6633154|XP_002056603.2|DVIR	LOC120769018|XP_039951797.1|BTRY
OG0005717	LOC6633101|XP_002056581.1|DVIR	LOC120769149|XP_039951962.1|BTRY
OG0005718	LOC6629812|XP_002054886.1|DVIR	LOC120769180|XP_039952004.1|BTRY
OG0005719	LOC6630998|XP_002053500.1|DVIR	LOC120766643|XP_039948197.1|BTRY
OG0005720	LOC6629613|XP_002053586.1|DVIR	LOC120773610|XP_039958544.1|BTRY
OG0005721	LOC6630993|XP_002053495.2|DVIR	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY
OG0005722	LOC6632342|XP_002056410.3|DVIR	LOC120776657|XP_039963460.1|BTRY
OG0005723	LOC6632905|XP_002056755.2|DVIR	LOC120766613|XP_039948155.1|BTRY
OG0005724	LOC6625071|XP_032293346.1|DVIR	LOC120771715|XP_039955802.1|BTRY
OG0005725	LOC6629458|XP_002054705.1|DVIR	LOC120782577|XP_039970854.1|BTRY
OG0005726	LOC6631393|XP_002055530.1|DVIR	LOC120775461|XP_039961579.1|BTRY
OG0005727	LOC6631230|XP_032294805.1|DVIR	LOC120781520|XP_039969690.1|BTRY
OG0005728	LOC6632766|XP_002056371.1|DVIR	LOC120782224|XP_039970322.1|BTRY
OG0005729	LOC26530586|XP_032294827.1|DVIR	LOC120772612|XP_039957264.1|BTRY
OG0005730	LOC6631233|XP_002054662.1|DVIR	LOC120778019|XP_039965629.1|BTRY
OG0005731	LOC6631234|XP_002054663.1|DVIR	LOC120778012|XP_039965616.1|BTRY
OG0005732	LOC6630902|XP_002053131.2|DVIR	LOC120770093|XP_039953181.1|BTRY
OG0005733	LOC6630901|XP_002053130.1|DVIR	LOC120767027|XP_039948804.1|BTRY
OG0005734	LOC6633053|XP_002056761.1|DVIR	LOC120766644|XP_039948198.1|BTRY
OG0005735	LOC6629595|XP_032290950.1|DVIR	LOC120771674|XP_039955735.1|BTRY
OG0005736	LOC6629596|XP_032293234.1|DVIR	LOC120774357|XP_039959880.1|BTRY
OG0005737	LOC6632836|XP_002056344.1|DVIR	LOC120782240|XP_039970341.1|BTRY
OG0005738	LOC6630117|XP_032293522.1|DVIR	LOC120782734|XP_039971100.1|BTRY
OG0005739	LOC6632292|XP_015026212.1|DVIR	LOC120776003|XP_039962373.1|BTRY
OG0005740	LOC6632949|XP_002055858.1|DVIR	LOC120766881|XP_039948558.1|BTRY
OG0005741	LOC6630504|XP_032290439.1|DVIR	LOC120782430|XP_039970647.1|BTRY
OG0005742	LOC6630369|XP_002054905.1|DVIR	LOC120775179|XP_039961170.1|BTRY
OG0005743	LOC6629554|XP_002053648.1|DVIR	LOC120780408|XP_039968626.1|BTRY
OG0005744	LOC6632610|XP_002056310.2|DVIR	LOC120772665|XP_039957336.1|BTRY
OG0005745	LOC6632951|XP_032289394.1|DVIR	LOC120773898|XP_039959012.1|BTRY
OG0005746	LOC6632931|XP_002056566.1|DVIR	LOC120775477|XP_039961614.1|BTRY
OG0005747	LOC6632903|XP_002056753.1|DVIR	LOC120774893|XP_039960698.1|BTRY
OG0005748	LOC26531308|XP_015027885.1|DVIR	LOC120769512|XP_039952487.1|BTRY
OG0005749	LOC6633336|XP_032296602.1|DVIR	LOC120773889|XP_039958992.1|BTRY
OG0005750	LOC6630461|XP_002053458.1|DVIR	LOC120773169|XP_039958073.1|BTRY
OG0005751	LOC6624024|XP_002046262.1|DVIR	LOC120773760|XP_039958768.1|BTRY
OG0005752	LOC6626718|XP_002050668.2|DVIR	LOC120771417|XP_039955332.1|BTRY
OG0005753	LOC6627308|XP_002052138.1|DVIR	LOC120768470|XP_039951110.1|BTRY
OG0005754	LOC6625884|XP_002049334.1|DVIR	LOC120772135|XP_039956487.1|BTRY
OG0005755	LOC6635401|XP_002058844.1|DVIR	LOC120771599|XP_039955609.1|BTRY
OG0005756	LOC6633006|XP_002056364.2|DVIR	LOC120779120|XP_039967251.1|BTRY
OG0005757	LOC6629555|XP_002053649.2|DVIR	LOC120766192|XP_039947487.1|BTRY
OG0005758	LOC6633099|XP_002056579.1|DVIR	LOC120782704|XP_039971087.1|BTRY
OG0005759	LOC6635227|XP_002058750.1|DVIR	LOC120780503|XP_039968712.1|BTRY
OG0005760	LOC6632872|XP_002056558.3|DVIR	LOC120766886|XP_039948566.1|BTRY
OG0005761	LOC6632498|XP_002056516.2|DVIR	LOC120782277|XP_039970411.1|BTRY
OG0005762	LOC6632871|XP_002056557.1|DVIR	LOC120766207|XP_039947512.1|BTRY
OG0005763	LOC6626475|XP_002050460.1|DVIR	LOC120772019|XP_039956318.1|BTRY
OG0005764	LOC6630509|XP_002053453.1|DVIR	LOC120782376|XP_039970551.1|BTRY
OG0005765	LOC6630511|XP_015027438.1|DVIR	LOC120778925|XP_039966908.1|BTRY
OG0005766	LOC6629654|XP_032290152.1|DVIR	LOC120777663|XP_039965054.1|BTRY
OG0005767	LOC6629892|XP_015027041.1|DVIR	LOC120767084|XP_039948887.1|BTRY
OG0005768	LOC6634593|XP_002058094.1|DVIR	LOC120774367|XP_039959896.1|BTRY
OG0005770	LOC6631013|XP_002054289.1|DVIR	LOC120771398|XP_039955304.1|BTRY
OG0005771	LOC6631272|XP_002053824.1|DVIR	LOC120770949|XP_039954599.1|BTRY
OG0005772	LOC6630522|XP_002054021.1|DVIR	LOC120770608|XP_039954147.1|BTRY
OG0005773	LOC6630817|XP_002053362.1|DVIR	LOC120776597|XP_039963309.1|BTRY
OG0005774	LOC6632286|XP_015026209.1|DVIR	LOC120766427|XP_039947863.1|BTRY
OG0005775	LOC6624496|XP_002048489.1|DVIR	LOC120777443|XP_039964689.1|BTRY
OG0005776	LOC6624168|XP_015031408.1|DVIR	LOC120777748|XP_039965175.1|BTRY
OG0005777	LOC6628148|XP_002052435.1|DVIR	LOC120767041|XP_039948829.1|BTRY
OG0005779	LOC6630289|XP_032294776.1|DVIR	LOC120768234|XP_039950757.1|BTRY
OG0005780	LOC6624490|XP_015031540.1|DVIR	LOC120777743|XP_039965167.1|BTRY
OG0005781	LOC6623133|XP_002048546.1|DVIR	LOC120778550|XP_039966332.1|BTRY
OG0005782	LOC6623132|XP_002048543.1|DVIR	LOC120775827|XP_039962120.1|BTRY
OG0005783	LOC6626409|XP_002050050.1|DVIR	LOC120770861|XP_039954411.1|BTRY
OG0005784	LOC6630233|XP_032294867.1|DVIR	LOC120766730|XP_039948314.1|BTRY
OG0005785	LOC6630231|XP_032294861.1|DVIR	LOC120772848|XP_039957598.1|BTRY
OG0005786	LOC6629972|XP_002053081.1|DVIR	LOC120769105|XP_039951904.1|BTRY
OG0005787	LOC6629376|XP_032293305.1|DVIR	LOC120782563|XP_039970831.1|BTRY
OG0005788	LOC6626365|XP_002050694.2|DVIR	LOC120771278|XP_039955137.1|BTRY
OG0005789	LOC6629307|XP_002052971.1|DVIR	LOC120780439|XP_039968648.1|BTRY
OG0005790	LOC6631270|XP_002053822.1|DVIR	LOC120775323|XP_039961401.1|BTRY
OG0005791	LOC6629795|XP_015027187.1|DVIR	LOC120774226|XP_039959621.1|BTRY
OG0005792	LOC6631298|XP_002053370.1|DVIR	LOC120774241|XP_039959640.1|BTRY
OG0005793	LOC6631294|XP_032291683.1|DVIR	LOC120766770|XP_039948384.1|BTRY
OG0005794	LOC6625475|XP_002050151.1|DVIR	LOC120770844|XP_039954375.1|BTRY
OG0005795	LOC6633141|XP_032289691.1|DVIR	LOC120775039|XP_039960946.1|BTRY
OG0005796	LOC6623014|XP_015030425.1|DVIR	LOC120769138|XP_039951945.1|BTRY
OG0005797	LOC6622918|XP_002047072.1|DVIR	LOC120776346|XP_039962833.1|BTRY
OG0005798	LOC6633092|XP_002056275.1|DVIR	LOC120782417|XP_039970601.1|BTRY
OG0005799	LOC6632857|XP_032289768.1|DVIR	LOC120770139|XP_039953282.1|BTRY
OG0005800	LOC6632694|XP_002056665.1|DVIR	LOC120775793|XP_039962072.1|BTRY
OG0005801	LOC6632855|XP_002056666.1|DVIR	LOC120775786|XP_039962061.1|BTRY
OG0005802	LOC6629855|XP_032292858.1|DVIR	LOC120782360|XP_039970532.1|BTRY
OG0005803	LOC6632999|XP_002056357.2|DVIR	LOC120766301|XP_039947641.1|BTRY
OG0005804	LOC6629612|XP_002053585.1|DVIR	LOC120766598|XP_039948137.1|BTRY
OG0005805	LOC6625239|XP_015029445.1|DVIR	LOC120770589|XP_039954109.1|BTRY
OG0005806	LOC6630649|XP_002053305.1|DVIR	LOC120780249|XP_039968445.1|BTRY
OG0005807	LOC6629339|XP_002053316.3|DVIR	LOC120767089|XP_039948903.1|BTRY
OG0005808	LOC6633754|XP_002056940.1|DVIR	LOC120779402|XP_039967534.1|BTRY
OG0005809	LOC6624358|XP_002046638.1|DVIR	LOC120777368|XP_039964572.1|BTRY
OG0005810	LOC6632859|XP_002056670.1|DVIR	LOC120782710|XP_039971062.1|BTRY
OG0005811	LOC6632860|XP_002056671.1|DVIR	LOC120782711|XP_039971064.1|BTRY
OG0005812	LOC6629803|XP_032291594.1|DVIR	LOC120782643|XP_039970947.1|BTRY
OG0005813	LOC6630512|XP_002054013.1|DVIR	LOC120782531|XP_039970785.1|BTRY
OG0005814	LOC6629646|XP_002053556.1|DVIR	LOC120782312|XP_039970462.1|BTRY
OG0005815	LOC6625406|XP_002049841.1|DVIR	LOC120772600|XP_039957249.1|BTRY
OG0005816	LOC6629746|XP_002053888.2|DVIR	LOC120782828|XP_039971285.1|BTRY
OG0005817	LOC6630519|XP_002054018.1|DVIR	LOC120770599|XP_039954139.1|BTRY
OG0005818	LOC6630867|XP_032291902.1|DVIR	LOC120767820|XP_039950039.1|BTRY
OG0005819	LOC6630792|XP_002054650.1|DVIR	LOC120782603|XP_039970900.1|BTRY
OG0005820	LOC6630793|XP_002054651.2|DVIR	LOC120782606|XP_039970904.1|BTRY
OG0005821	LOC6630702|XP_002054642.1|DVIR	LOC120775446|XP_039961569.1|BTRY
OG0005822	LOC6627296|XP_002052468.1|DVIR	LOC120767553|XP_039949612.1|BTRY
OG0005823	LOC6634644|XP_002058295.1|DVIR, LOC6634550|XP_032296374.1|DVIR	LOC120775335|XP_039961410.1|BTRY
OG0005824	LOC6633038|XP_002056261.1|DVIR	LOC120766288|XP_039947624.1|BTRY
OG0005825	LOC6624597|XP_015031551.1|DVIR	LOC120777279|XP_039964419.1|BTRY
OG0005826	LOC26530727|XP_015030238.1|DVIR, LOC26531706|XP_015024809.1|DVIR	LOC120780455|XP_039968664.1|BTRY
OG0005827	LOC6632981|XP_002056484.1|DVIR	LOC120770123|XP_039953241.1|BTRY
OG0005828	LOC6623538|XP_002047306.1|DVIR	LOC120777072|XP_039964133.1|BTRY
OG0005829	LOC6629604|XP_002054669.1|DVIR	LOC120782893|XP_039947440.1|BTRY
OG0005830	LOC6624165|XP_002046308.1|DVIR	LOC120778496|XP_039966255.1|BTRY
OG0005831	LOC6622201|XP_032290177.1|DVIR	LOC120776972|XP_039963999.1|BTRY
OG0005832	LOC6624246|XP_002046313.3|DVIR	LOC120777999|XP_039965590.1|BTRY
OG0005833	LOC6623083|XP_015031084.1|DVIR	LOC120778928|XP_039966907.1|BTRY
OG0005834	LOC6624288|XP_002046326.2|DVIR	LOC120778931|XP_039966912.1|BTRY
OG0005835	LOC6624264|XP_002046331.1|DVIR	LOC120778005|XP_039965601.1|BTRY
OG0005836	LOC6622959|XP_032291381.1|DVIR	LOC120778742|XP_039966645.1|BTRY
OG0005837	LOC6630629|XP_002053303.1|DVIR	LOC120780245|XP_039968438.1|BTRY
OG0005838	LOC6628111|XP_002052016.1|DVIR	LOC120777945|XP_039965490.1|BTRY
OG0005839	LOC6628987|XP_002052118.1|DVIR	LOC120769311|XP_039952188.1|BTRY
OG0005840	LOC6631063|XP_002054907.1|DVIR	LOC120775143|XP_039961109.1|BTRY
OG0005841	LOC6632670|XP_002056439.2|DVIR	LOC120777742|XP_039965170.1|BTRY
OG0005842	LOC6631757|XP_002054954.1|DVIR	LOC120774753|XP_039960446.1|BTRY
OG0005843	LOC6624379|XP_002047886.1|DVIR	LOC120777542|XP_039964863.1|BTRY
OG0005844	LOC6622219|XP_002047594.1|DVIR	LOC120776820|XP_039963772.1|BTRY
OG0005845	LOC6633097|XP_002056577.1|DVIR	LOC120766160|XP_039947479.1|BTRY
OG0005846	LOC6629352|XP_032290963.1|DVIR	LOC120773793|XP_039958828.1|BTRY
OG0005847	LOC6632460|XP_032289653.1|DVIR	LOC120767031|XP_039948811.1|BTRY
OG0005848	LOC6634829|XP_002058010.1|DVIR	LOC120774390|XP_039959934.1|BTRY
OG0005849	LOC6633749|XP_032296508.1|DVIR	LOC120774345|XP_039959858.1|BTRY
