Orthogroup	DVIR.longest_only	DYAK.longest_only
OG0005945	LOC6626411|XP_002050052.1|DVIR	LOC6529356|XP_002090361.1|DYAK
OG0005946	LOC6625551|XP_002049001.2|DVIR	LOC6530067|XP_039228579.1|DYAK
OG0005947	LOC6625724|XP_032293129.1|DVIR	LOC6531379|XP_002092182.1|DYAK
OG0005948	LOC116649725|XP_032290875.1|DVIR	LOC6534973|XP_002095643.1|DYAK
OG0005949	LOC6623994|XP_002048660.3|DVIR	LOC6534601|XP_002095276.3|DYAK
OG0005950	LOC6627912|XP_002051762.3|DVIR	LOC6527240|XP_015053169.1|DYAK
OG0005951	LOC6622346|XP_015031250.1|DVIR	LOC6533566|XP_015050151.1|DYAK
OG0005952	LOC6627913|XP_015027973.1|DVIR	LOC6527239|XP_015053639.1|DYAK
OG0005953	LOC6635635|XP_002059240.1|DVIR	LOC6529243|XP_002090249.1|DYAK
OG0005954	LOC6627467|XP_002052898.1|DVIR	LOC6529239|XP_002090245.1|DYAK
OG0005955	LOC6632764|XP_002056369.1|DVIR	LOC6536387|XP_002096969.1|DYAK
OG0005956	LOC6627226|XP_002049855.1|DVIR	LOC6531247|XP_002092056.1|DYAK
OG0005957	LOC6629876|XP_002053385.1|DVIR	LOC6538692|XP_002099211.1|DYAK
OG0005958	LOC6629570|XP_002054853.1|DVIR	LOC6538453|XP_002098977.1|DYAK
OG0005959	LOC6629092|XP_002052439.1|DVIR	LOC6527909|XP_002088981.1|DYAK
OG0005960	LOC6632071|XP_002054975.1|DVIR	LOC6525857|XP_002101677.1|DYAK
OG0005961	LOC6626690|XP_002049415.1|DVIR	LOC6531458|XP_002092257.1|DYAK
OG0005962	LOC6626770|XP_002049834.1|DVIR	LOC6530823|XP_039228275.1|DYAK
OG0005963	LOC6628941|XP_002051245.1|DVIR	LOC6527270|XP_002088364.1|DYAK
OG0005964	LOC6625899|XP_015029397.1|DVIR	LOC6530573|XP_002091486.1|DYAK
OG0005965	LOC6627188|XP_015029860.1|DVIR	LOC6528822|XP_002089854.2|DYAK
OG0005966	LOC6625982|XP_002050060.1|DVIR	LOC6530136|XP_002091082.2|DYAK
OG0005967	LOC6625068|XP_002049081.1|DVIR	LOC6530830|XP_039228944.1|DYAK
OG0005968	LOC6625072|XP_015029674.1|DVIR	LOC6530834|XP_002091717.2|DYAK
OG0005969	LOC6625438|XP_032292475.1|DVIR	LOC6531938|XP_039228500.1|DYAK
OG0005970	LOC6624158|XP_002046276.1|DVIR	LOC6533613|XP_002094321.1|DYAK
OG0005971	LOC6624788|XP_002049339.1|DVIR	LOC6529889|XP_002090846.1|DYAK
OG0005972	LOC6624484|XP_002047605.1|DVIR	LOC6534794|XP_015050837.1|DYAK
OG0005973	LOC6622169|XP_002048485.1|DVIR	LOC6534878|XP_002095550.1|DYAK
OG0005974	LOC6622466|XP_002048139.1|DVIR	LOC6534808|XP_015050846.1|DYAK
OG0005975	LOC6624710|XP_002047604.1|DVIR	LOC6534798|XP_002095470.1|DYAK
OG0005976	LOC6630283|XP_002054894.1|DVIR	LOC26535822|XP_039232560.1|DYAK
OG0005977	LOC6635843|XP_032292117.1|DVIR	LOC6530769|XP_002091657.1|DYAK
OG0005978	LOC6625116|XP_002049496.2|DVIR	LOC6531687|XP_002092478.3|DYAK
OG0005979	LOC6625411|XP_002049845.1|DVIR	LOC6530007|XP_002090953.1|DYAK
OG0005980	LOC6626205|XP_032292833.1|DVIR	LOC6528418|XP_002089464.1|DYAK
OG0005981	LOC6633443|XP_032288729.1|DVIR	LOC6525540|XP_002101375.2|DYAK
OG0005982	LOC6626222|XP_002049798.1|DVIR	LOC6528425|XP_002089471.3|DYAK
OG0005983	LOC6634561|XP_002057978.1|DVIR	LOC120322033|XP_039232735.1|DYAK
OG0005984	LOC6632068|XP_032295399.1|DVIR	LOC6525616|XP_039226012.1|DYAK
OG0005985	LOC6634548|XP_032296427.1|DVIR	LOC6525072|XP_002100911.2|DYAK
OG0005986	LOC6634586|XP_002058087.2|DVIR	LOC6525725|XP_002101547.1|DYAK
OG0005987	LOC6636144|XP_015024177.1|DVIR	LOC6526006|XP_015046585.1|DYAK
OG0005988	LOC6626284|XP_032293094.1|DVIR	LOC6530230|XP_002091167.1|DYAK
OG0005989	LOC6624834|XP_032292721.1|DVIR	LOC6529909|XP_002090866.1|DYAK
OG0005990	LOC6625788|XP_002049586.1|DVIR	LOC6531134|XP_002091968.1|DYAK
OG0005991	LOC6626516|XP_032293045.1|DVIR	LOC6528659|XP_039227019.1|DYAK
OG0005992	LOC6624107|XP_002047852.1|DVIR	LOC6533602|XP_002094310.1|DYAK
OG0005993	LOC6624012|XP_015030587.1|DVIR	LOC6533604|XP_015050184.1|DYAK
OG0005994	LOC6624719|XP_002047614.1|DVIR	LOC6534638|XP_002095313.2|DYAK
OG0005995	LOC6624662|XP_002047608.1|DVIR	LOC6534791|XP_002095463.1|DYAK
OG0005996	LOC6624129|XP_002048665.1|DVIR	LOC6539366|XP_002086259.1|DYAK
OG0005997	LOC6626687|XP_002049824.1|DVIR	LOC6529349|XP_002090354.1|DYAK
OG0005998	LOC6622645|XP_002047984.1|DVIR	LOC6534173|XP_002094857.1|DYAK
OG0005999	LOC6630561|XP_002053279.1|DVIR	LOC6532241|XP_002093014.1|DYAK
OG0006000	LOC6627075|XP_032292903.1|DVIR	LOC6531347|XP_039229310.1|DYAK
OG0006001	LOC6623561|XP_002047379.2|DVIR	LOC6533065|XP_015049799.1|DYAK
OG0006002	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR	LOC6531911|XP_002092697.1|DYAK
OG0006003	LOC6622649|XP_002047992.1|DVIR	LOC6534150|XP_002094834.1|DYAK
OG0006004	LOC6632633|XP_002056634.1|DVIR	LOC6535330|XP_002095986.1|DYAK
OG0006005	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR	LOC6529295|XP_002090300.1|DYAK
OG0006006	LOC6626560|XP_002049810.1|DVIR	LOC6530688|XP_002091579.1|DYAK
OG0006007	LOC6625244|XP_002049197.2|DVIR	LOC6529046|XP_002090077.1|DYAK
OG0006008	LOC6628925|XP_032294447.1|DVIR	LOC6526656|XP_015053442.1|DYAK
OG0006009	LOC6624354|XP_002048108.1|DVIR	LOC6539747|XP_015044996.1|DYAK
OG0006010	LOC6624657|XP_032291085.1|DVIR	LOC6534622|XP_039230946.1|DYAK
OG0006011	LOC6623152|XP_002046121.2|DVIR	LOC6532194|XP_002092968.2|DYAK
OG0006012	LOC6623378|XP_032290011.1|DVIR	LOC6533724|XP_015050228.1|DYAK
OG0006013	LOC6626072|XP_002048759.3|DVIR	LOC6530034|XP_002090980.2|DYAK
OG0006014	LOC6622559|XP_002047967.1|DVIR	LOC6534030|XP_002094717.1|DYAK
OG0006015	LOC6626489|XP_002049688.1|DVIR	LOC6530484|XP_002091399.1|DYAK
OG0006016	LOC6626517|XP_015029626.1|DVIR	LOC6528660|XP_002089702.1|DYAK
OG0006017	LOC6626089|XP_002049398.2|DVIR	LOC6530175|XP_002091115.1|DYAK
OG0006018	LOC6635367|XP_002058891.1|DVIR	LOC6530984|XP_002091822.2|DYAK
OG0006019	LOC26531831|XP_015030374.1|DVIR	LOC26535978|XP_015052945.2|DYAK
OG0006020	LOC6624671|XP_002048117.1|DVIR	LOC6539744|XP_002086629.1|DYAK
OG0006021	LOC6622657|XP_002048146.1|DVIR	LOC6533923|XP_002094623.1|DYAK
OG0006022	LOC6634223|XP_002057672.1|DVIR	LOC6527500|XP_002088590.1|DYAK
OG0006023	LOC6632983|XP_002056486.1|DVIR	LOC6538479|XP_002099003.1|DYAK
OG0006024	LOC6631799|XP_032295060.1|DVIR	LOC6524977|XP_039231108.1|DYAK
OG0006025	LOC6626229|XP_015029465.1|DVIR	LOC6530156|XP_002091098.1|DYAK
OG0006026	LOC6629637|XP_002054842.1|DVIR	LOC6537765|XP_015048491.1|DYAK
OG0006027	LOC6635341|XP_032293207.1|DVIR	LOC6529945|XP_039228555.1|DYAK
OG0006028	LOC6627067|XP_002050186.1|DVIR	LOC6530373|XP_002091299.1|DYAK
OG0006029	LOC6626513|XP_002048911.1|DVIR	LOC6528656|XP_002089698.1|DYAK
OG0006030	LOC6630602|XP_002053021.1|DVIR	LOC6538676|XP_002099195.1|DYAK
OG0006031	LOC6625649|XP_002049564.3|DVIR	LOC6530199|XP_002091137.3|DYAK
OG0006032	LOC6631594|XP_032295444.1|DVIR	LOC6526149|XP_039226370.1|DYAK
OG0006033	LOC6626371|XP_002049394.1|DVIR	LOC6530172|XP_002091112.1|DYAK
OG0006034	LOC6629734|XP_002054138.2|DVIR	LOC6535859|XP_002096478.3|DYAK
OG0006035	LOC6631069|XP_002053214.1|DVIR	LOC6537127|XP_002097688.1|DYAK
OG0006036	LOC6634036|XP_002057773.1|DVIR	LOC6527876|XP_002088948.1|DYAK
OG0006037	LOC6626862|XP_032293103.1|DVIR	LOC6530427|XP_002091343.1|DYAK
OG0006038	LOC6630505|XP_002053449.1|DVIR	LOC6537534|XP_002098080.1|DYAK
OG0006039	LOC6626844|XP_002049194.2|DVIR	LOC6529053|XP_002090082.1|DYAK
OG0006040	LOC6624792|XP_002049343.1|DVIR	LOC6529895|XP_002090852.2|DYAK
OG0006041	LOC6634500|XP_002057912.1|DVIR	LOC6525471|XP_002101306.1|DYAK
OG0006042	LOC6624926|XP_002049351.2|DVIR	LOC6531544|XP_015051394.1|DYAK
OG0006043	LOC6624428|XP_032289889.1|DVIR	LOC6534264|XP_002094945.1|DYAK
OG0006044	LOC6635499|XP_032296024.1|DVIR	LOC26536131|XP_039226486.1|DYAK
OG0006045	LOC6624838|XP_002049182.1|DVIR	LOC6529077|XP_002090090.2|DYAK
OG0006046	LOC6635408|XP_032293208.1|DVIR	LOC6531700|XP_002092491.2|DYAK
OG0006047	LOC6623021|XP_015031445.1|DVIR	LOC6534077|XP_002094763.1|DYAK
OG0006048	LOC6622249|XP_032289872.1|DVIR	LOC6533735|XP_002094440.1|DYAK
OG0006049	LOC6628006|XP_032293621.1|DVIR, LOC6636105|XP_002059647.1|DVIR	LOC6524705|XP_002100549.1|DYAK
OG0006050	LOC6631055|XP_032294808.1|DVIR	LOC6539006|XP_002099508.1|DYAK
OG0006051	LOC6633785|XP_002056957.1|DVIR	LOC6525008|XP_002100847.1|DYAK
OG0006052	LOC6624819|XP_002048977.2|DVIR	LOC6532158|XP_002092934.2|DYAK
OG0006053	LOC6622047|XP_002046401.1|DVIR, LOC116650144|XP_032289353.1|DVIR	LOC6532743|XP_002093485.1|DYAK
OG0006054	LOC6636190|XP_015024016.2|DVIR	LOC6523706|XP_002099583.1|DYAK
OG0006055	LOC6629843|XP_002054464.1|DVIR	LOC6536815|XP_002097385.1|DYAK
OG0006056	LOC6624925|XP_002049350.1|DVIR	LOC6531543|XP_002092342.1|DYAK
OG0006057	LOC6622706|XP_002047035.2|DVIR	LOC6532349|XP_039230006.1|DYAK
OG0006058	LOC6635107|XP_015024959.1|DVIR	LOC6535621|XP_002096249.1|DYAK
OG0006059	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR	LOC6533927|XP_015050332.1|DYAK
OG0006060	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR	LOC6533928|XP_002094628.1|DYAK
OG0006061	LOC6631470|XP_002055027.2|DVIR	LOC6526172|XP_039229556.1|DYAK
OG0006062	LOC6629660|XP_002053599.1|DVIR	LOC6536616|XP_002097188.1|DYAK
OG0006063	LOC6633958|XP_002057761.2|DVIR	LOC6527936|XP_002089003.1|DYAK
OG0006064	LOC6626320|XP_002050697.1|DVIR	LOC6530354|XP_002091280.1|DYAK
OG0006065	LOC6624148|XP_002047419.1|DVIR	LOC6533511|XP_002094222.2|DYAK
OG0006066	LOC6626209|XP_002049795.1|DVIR	LOC6528422|XP_002089468.1|DYAK
OG0006067	LOC6625935|XP_032293349.1|DVIR	LOC6528648|XP_039226627.1|DYAK
OG0006068	LOC6634818|XP_002058207.3|DVIR	LOC6525152|XP_002100990.1|DYAK
OG0006069	LOC6622285|XP_032290046.1|DVIR	LOC6534278|XP_002094959.1|DYAK
OG0006070	LOC6630521|XP_002054020.1|DVIR	LOC6539799|XP_002086686.1|DYAK
OG0006071	LOC6633185|XP_002055973.2|DVIR	LOC6538229|XP_002098756.1|DYAK
OG0006072	LOC6623354|XP_002047418.1|DVIR	LOC6533512|XP_002094223.1|DYAK
OG0006073	LOC6623477|XP_002047370.2|DVIR	LOC6532292|XP_002093052.1|DYAK
OG0006074	LOC6633455|XP_002057338.2|DVIR	LOC6525531|XP_002101366.2|DYAK
OG0006075	LOC116649734|XP_032296601.1|DVIR	LOC120320429|XP_015046275.1|DYAK
OG0006076	LOC6626941|XP_002050079.1|DVIR	LOC6530447|XP_002091363.1|DYAK
OG0006077	LOC6622987|XP_002047560.2|DVIR	LOC6534905|XP_002095576.2|DYAK
OG0006078	LOC6622992|XP_002047561.1|DVIR	LOC6534903|XP_002095574.2|DYAK
OG0006079	LOC6622292|XP_002048085.1|DVIR	LOC6534744|XP_002095419.2|DYAK
OG0006080	LOC6624368|XP_002048087.1|DVIR	LOC6539526|XP_002086414.2|DYAK
OG0006081	LOC6626733|XP_002049277.1|DVIR	LOC6528776|XP_015054060.1|DYAK
OG0006082	LOC6626735|XP_002049279.1|DVIR	LOC6528778|XP_002089812.1|DYAK
OG0006083	LOC6623555|XP_032291089.1|DVIR	LOC6535026|XP_002095692.1|DYAK
OG0006084	LOC6622349|XP_015030453.1|DVIR	LOC6534549|XP_015050681.1|DYAK
OG0006085	LOC6622719|XP_002048007.1|DVIR	LOC6539798|XP_002086685.1|DYAK
OG0006086	LOC6622163|XP_032290394.1|DVIR	LOC6534609|XP_015045178.1|DYAK
OG0006087	LOC6635409|XP_032293214.1|DVIR	LOC6531701|XP_002092492.2|DYAK
OG0006088	LOC6622270|XP_002048398.1|DVIR	LOC6534275|XP_002094956.1|DYAK
OG0006089	LOC6633736|XP_002057021.1|DVIR	LOC6524166|XP_002100029.1|DYAK
OG0006090	LOC6623412|XP_032290911.1|DVIR	LOC6539482|XP_039230519.1|DYAK
OG0006091	LOC6623899|XP_032290506.1|DVIR	LOC6532516|XP_002093262.3|DYAK
OG0006092	LOC26531317|XP_015024204.2|DVIR	LOC26535661|XP_039231322.1|DYAK
OG0006093	LOC6627190|XP_002049932.2|DVIR	LOC6528824|XP_002089856.1|DYAK
OG0006094	LOC6623551|XP_002048629.1|DVIR	LOC6533780|XP_015050260.1|DYAK
OG0006095	LOC6635795|XP_002059383.3|DVIR	LOC6528705|XP_002089740.3|DYAK
OG0006096	LOC6626625|XP_002049701.1|DVIR	LOC6530402|XP_002091328.1|DYAK
OG0006097	LOC6623845|XP_002048263.1|DVIR	LOC6534203|XP_039229519.1|DYAK
OG0006098	LOC6628763|XP_002051903.1|DVIR	LOC6526263|XP_002087385.1|DYAK
OG0006099	LOC6625878|XP_002049679.1|DVIR	LOC6530469|XP_002091385.1|DYAK
OG0006100	LOC6627136|XP_002049430.1|DVIR	LOC6531755|XP_002092545.1|DYAK
OG0006101	LOC6636647|XP_032289190.1|DVIR	LOC6528034|XP_002089101.1|DYAK
OG0006102	LOC6627099|XP_002049942.1|DVIR	LOC6530941|XP_002091783.1|DYAK
OG0006103	LOC6634572|XP_032296290.1|DVIR	LOC6525088|XP_002100927.1|DYAK
OG0006104	LOC6636101|XP_032295511.1|DVIR	LOC6525442|XP_002101277.1|DYAK
OG0006105	LOC6636100|XP_032295680.1|DVIR	LOC6525443|XP_002101278.1|DYAK
OG0006106	LOC6624579|XP_015031571.1|DVIR	LOC6534581|XP_039229862.1|DYAK
OG0006107	LOC6625690|XP_002049816.1|DVIR	LOC6530694|XP_002091585.1|DYAK
OG0006108	LOC6631764|XP_002055172.1|DVIR	LOC6523906|XP_002099779.1|DYAK
OG0006109	LOC6622773|XP_002047667.1|DVIR	LOC6535196|XP_002095856.1|DYAK
OG0006110	LOC6622877|XP_002048032.1|DVIR	LOC6534186|XP_002094869.1|DYAK
OG0006111	LOC6626816|XP_032292085.1|DVIR	LOC6530713|XP_002091604.1|DYAK
OG0006112	LOC116651059|XP_032292639.1|DVIR	LOC6531974|XP_002092760.1|DYAK
OG0006113	LOC6622639|XP_002046686.1|DVIR	LOC6534393|XP_002095071.1|DYAK
OG0006114	LOC6634954|XP_002058588.1|DVIR	LOC6538085|XP_002098619.1|DYAK
OG0006115	LOC6626068|XP_002049376.1|DVIR	LOC6530151|XP_002091093.1|DYAK
OG0006116	LOC6626738|XP_002049572.2|DVIR	LOC6530206|XP_002091144.1|DYAK
OG0006117	LOC6626879|XP_002049155.1|DVIR	LOC6531459|XP_002092258.1|DYAK
OG0006118	LOC6625880|XP_032293010.1|DVIR	LOC6531709|XP_015051506.1|DYAK
OG0006119	LOC6625098|XP_002049549.1|DVIR	LOC6529903|XP_002090860.1|DYAK
OG0006120	LOC6624821|XP_002048979.1|DVIR	LOC6531206|XP_002092034.1|DYAK
OG0006121	LOC6622090|XP_002048017.1|DVIR	LOC6534606|XP_002095281.2|DYAK
OG0006122	LOC6636262|XP_002059731.2|DVIR	LOC6523709|XP_002099585.1|DYAK
OG0006123	LOC6624970|XP_002049478.3|DVIR	LOC6532048|XP_002092825.3|DYAK
OG0006124	LOC6630034|XP_002054025.1|DVIR	LOC6538746|XP_002099261.1|DYAK
OG0006125	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR	LOC6533929|XP_015050337.1|DYAK
OG0006126	LOC6624091|XP_002046876.1|DVIR	LOC6533302|XP_002094028.1|DYAK
OG0006127	LOC6623569|XP_002048224.1|DVIR	LOC6534466|XP_002095143.1|DYAK
OG0006128	LOC6623671|XP_002048243.1|DVIR	LOC6539577|XP_002086465.2|DYAK
OG0006129	LOC6622967|XP_002048216.1|DVIR	LOC6534179|XP_002094862.1|DYAK
OG0006130	LOC6624555|XP_002048260.1|DVIR	LOC6539551|XP_002086437.1|DYAK
OG0006131	LOC6623777|XP_002048257.1|DVIR	LOC6534495|XP_002095172.1|DYAK
OG0006132	LOC6623219|XP_002048248.1|DVIR	LOC6539581|XP_002086469.1|DYAK
OG0006133	LOC6623805|XP_002048261.1|DVIR	LOC6539552|XP_002086439.1|DYAK
OG0006134	LOC6622666|XP_032290700.1|DVIR	LOC6534174|XP_015050491.1|DYAK
OG0006135	LOC6623628|XP_032290507.1|DVIR	LOC26536082|XP_039229513.1|DYAK
OG0006136	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR	LOC6533930|XP_002094630.1|DYAK
OG0006137	LOC6622675|XP_002047994.1|DVIR	LOC6534147|XP_002094831.1|DYAK
OG0006138	LOC6627282|XP_032292813.1|DVIR	LOC6528557|XP_002089601.1|DYAK
OG0006139	LOC6624990|XP_002048921.2|DVIR	LOC6528667|XP_002089709.1|DYAK
OG0006140	LOC6625920|XP_002049459.1|DVIR	LOC6532032|XP_002092809.2|DYAK
OG0006141	LOC6625723|XP_002049017.1|DVIR	LOC6531378|XP_039228862.1|DYAK
OG0006142	LOC6623029|XP_032290511.1|DVIR	LOC6534988|XP_002095658.3|DYAK
OG0006143	LOC6622561|XP_015031533.1|DVIR	LOC6533962|XP_015050359.1|DYAK
OG0006144	LOC6624321|XP_002048519.1|DVIR	LOC6534064|XP_002094750.1|DYAK
OG0006145	LOC6622960|XP_015031539.1|DVIR	LOC6534874|XP_002095546.1|DYAK
OG0006146	LOC6634371|XP_032293703.1|DVIR	LOC6527710|XP_002088794.2|DYAK
OG0006147	LOC6629587|XP_002052994.1|DVIR	LOC6536345|XP_002096927.1|DYAK
OG0006148	LOC6622847|XP_002048024.1|DVIR	LOC6539411|XP_039229459.1|DYAK
OG0006149	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR	LOC6533963|XP_002094663.1|DYAK
OG0006150	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR	LOC6533966|XP_002094664.1|DYAK
OG0006151	LOC6633955|XP_002057758.1|DVIR	LOC6527939|XP_015053844.1|DYAK
OG0006152	LOC6630856|XP_002052951.2|DVIR	LOC6538584|XP_002099106.1|DYAK
OG0006153	LOC6624966|XP_002049327.1|DVIR	LOC6531713|XP_002092503.1|DYAK
OG0006154	LOC6629677|XP_002053660.1|DVIR	LOC6538562|XP_002099084.1|DYAK
OG0006155	LOC6629591|XP_002052998.1|DVIR	LOC6536349|XP_002096931.1|DYAK
OG0006156	LOC6629421|XP_002053155.2|DVIR	LOC6536284|XP_002096870.2|DYAK
OG0006157	LOC6635395|XP_032293203.1|DVIR	LOC6531944|XP_002092730.1|DYAK
OG0006158	LOC6622365|XP_002046968.2|DVIR	LOC6533862|XP_002094562.2|DYAK
OG0006159	LOC6626629|XP_002049413.2|DVIR	LOC6530388|XP_002091314.1|DYAK
OG0006160	LOC6635398|XP_002058841.1|DVIR	LOC6531945|XP_002092731.1|DYAK
OG0006161	LOC6625698|XP_032291946.1|DVIR	LOC6528744|XP_039227380.1|DYAK
OG0006162	LOC6636257|XP_032290066.1|DVIR	LOC120320434|XP_002099578.1|DYAK
OG0006163	LOC6624798|XP_032291710.1|DVIR	LOC6530381|XP_002091307.1|DYAK
OG0006165	LOC6623876|XP_002048647.2|DVIR	LOC6534586|XP_002095262.1|DYAK, LOC26535395|XP_039230947.1|DYAK
OG0006166	LOC6627343|XP_002052454.1|DVIR	LOC6527869|XP_002088941.1|DYAK
OG0006167	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR	LOC6530623|XP_002091536.1|DYAK
OG0006168	LOC6636041|XP_002059568.1|DVIR	LOC6525497|XP_002101332.1|DYAK
OG0006169	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR	LOC6524164|XP_002100027.1|DYAK
OG0006170	LOC6631309|XP_002055052.3|DVIR	LOC6530649|XP_002091547.1|DYAK
OG0006171	LOC6623170|XP_002046725.1|DVIR	LOC6534358|XP_002095036.1|DYAK, LOC6536472|XP_002097053.2|DYAK
OG0006172	LOC6623001|XP_002046675.1|DVIR	LOC6533340|XP_002094066.1|DYAK, LOC6533341|XP_002094067.1|DYAK
OG0006173	LOC6627622|XP_002051713.1|DVIR	LOC6526417|XP_002087536.1|DYAK, LOC6526416|XP_002087535.1|DYAK
OG0006174	LOC6624424|XP_002048374.1|DVIR	LOC6534215|XP_039230080.1|DYAK, LOC6534214|XP_002094896.1|DYAK
OG0006175	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR	LOC6530705|XP_002091596.1|DYAK
OG0006176	LOC6634084|XP_032293622.1|DVIR	LOC6539832|XP_002086715.1|DYAK
OG0006177	LOC26530520|XP_015030218.1|DVIR	LOC26534898|XP_015049977.1|DYAK
OG0006181	LOC6629713|XP_002053075.1|DVIR	LOC6535653|XP_002096281.2|DYAK
OG0006182	LOC6629535|XP_002053969.1|DVIR	LOC6537773|XP_002098314.1|DYAK
OG0006183	LOC6629641|XP_032294972.1|DVIR	LOC6537026|XP_002097593.2|DYAK
OG0006184	LOC6630405|XP_002054193.1|DVIR	LOC6537655|XP_002098200.1|DYAK
OG0006185	LOC6634882|XP_002058501.1|DVIR	LOC6537200|XP_002097758.1|DYAK
OG0006186	LOC6630411|XP_032295331.1|DVIR	LOC6537662|XP_002098207.1|DYAK
OG0006187	LOC6632427|XP_002056099.1|DVIR	LOC6538851|XP_002099364.1|DYAK
OG0006188	LOC6633574|XP_015025482.1|DVIR	LOC6524073|XP_015045483.1|DYAK
OG0006189	LOC6633575|XP_002057079.1|DVIR	LOC6524074|XP_002099938.2|DYAK
OG0006190	LOC6632506|XP_002056011.1|DVIR	LOC6538638|XP_002099158.1|DYAK
OG0006191	LOC6630963|XP_002054740.1|DVIR	LOC6538276|XP_002098803.1|DYAK
OG0006192	LOC6633631|XP_002057275.2|DVIR	LOC6524089|XP_002099953.2|DYAK
OG0006193	LOC6631574|XP_002055039.2|DVIR	LOC6524706|XP_002100550.1|DYAK
OG0006194	LOC6636670|XP_002060148.1|DVIR	LOC6524946|XP_015045979.1|DYAK
OG0006195	LOC6634438|XP_002058053.2|DVIR	LOC6524784|XP_002100628.1|DYAK
OG0006196	LOC6629303|XP_015027287.1|DVIR	LOC6536413|XP_015047739.1|DYAK
OG0006198	LOC6633687|XP_032296502.1|DVIR	LOC6525735|XP_039227006.1|DYAK
OG0006199	LOC6631120|XP_002054240.1|DVIR	LOC6538626|XP_002099148.1|DYAK
OG0006200	LOC6630685|XP_002054408.2|DVIR	LOC6535423|XP_002096072.1|DYAK
OG0006201	LOC6632124|XP_032295718.1|DVIR	LOC6525778|XP_015046492.1|DYAK
OG0006202	LOC6632003|XP_002055095.2|DVIR	LOC6525777|XP_002101598.1|DYAK
OG0006203	LOC6636109|XP_032296203.1|DVIR	LOC6525642|XP_039233715.1|DYAK
OG0006204	LOC6630404|XP_002054269.2|DVIR	LOC6537281|XP_002097839.1|DYAK
OG0006205	LOC26530651|XP_032289310.1|DVIR	LOC6525915|XP_002101735.2|DYAK
OG0006206	LOC6634294|XP_002057446.1|DVIR	LOC6524903|XP_002100743.1|DYAK
OG0006207	LOC6628181|XP_002052915.1|DVIR	LOC6528146|XP_002089212.1|DYAK
OG0006208	LOC6628701|XP_002052566.1|DVIR	LOC6532202|XP_039229553.1|DYAK
OG0006209	LOC6631743|XP_002055463.1|DVIR	LOC6525316|XP_002101152.1|DYAK
OG0006210	LOC6635536|XP_002059106.2|DVIR	LOC6525254|XP_039233348.1|DYAK
OG0006211	LOC6628560|XP_002051957.1|DVIR	LOC6527663|XP_002088749.1|DYAK
OG0006212	LOC6628559|XP_002051956.1|DVIR	LOC6527662|XP_002088748.1|DYAK
OG0006213	LOC6634971|XP_002058718.1|DVIR	LOC6535254|XP_039232720.1|DYAK
OG0006214	LOC6631913|XP_002055594.1|DVIR	LOC6524957|XP_002100797.1|DYAK
OG0006215	LOC6633804|XP_032296530.1|DVIR	LOC6525373|XP_002101209.3|DYAK
OG0006216	LOC6631074|XP_002054230.2|DVIR	LOC6538334|XP_002098861.2|DYAK
OG0006217	LOC6631320|XP_002055287.1|DVIR	LOC6525692|XP_002101514.1|DYAK
OG0006218	LOC6634339|XP_002057467.1|DVIR	LOC6527554|XP_002088644.1|DYAK
OG0006219	LOC6634689|XP_032289233.1|DVIR	LOC6523939|XP_002099811.1|DYAK
OG0006220	LOC6622366|XP_002048409.1|DVIR	LOC6534286|XP_002094967.1|DYAK
OG0006221	LOC6629276|XP_002052982.3|DVIR	LOC6538989|XP_002099491.3|DYAK
OG0006222	LOC6629770|XP_002052984.1|DVIR	LOC6538987|XP_002099489.1|DYAK
OG0006224	LOC6631420|XP_015026453.2|DVIR	LOC6525917|XP_002101737.3|DYAK
OG0006225	LOC6636178|XP_002059564.1|DVIR	LOC6525500|XP_002101335.1|DYAK
OG0006226	LOC6627261|XP_002049917.1|DVIR	LOC6529346|XP_002090351.1|DYAK
OG0006227	LOC26530480|XP_015023749.1|DVIR	LOC6525044|XP_002100883.1|DYAK
OG0006228	LOC6625216|XP_002049935.1|DVIR	LOC6530932|XP_002091774.1|DYAK
OG0006229	LOC6636205|XP_015024129.1|DVIR	LOC6523760|XP_039232912.1|DYAK
OG0006230	LOC6631525|XP_002055332.1|DVIR	LOC6525582|XP_002101417.1|DYAK
OG0006231	LOC6632025|XP_032296017.1|DVIR	LOC6524657|XP_039233451.1|DYAK
OG0006232	LOC6631475|XP_002055119.3|DVIR	LOC6524907|XP_002100747.1|DYAK
