Orthogroup	DVIR.longest_only	DGUA.longest_only
OG0003433	LOC6632231|XP_002055879.1|DVIR	LOC117582913|XP_034126898.1|DGUA
OG0003434	LOC6633745|XP_032296600.1|DVIR	LOC117581637|XP_034124896.1|DGUA
OG0003435	LOC6632595|XP_002056022.3|DVIR	LOC117582995|XP_034127035.1|DGUA
OG0003436	LOC6632540|XP_002056183.3|DVIR	LOC117589969|XP_034138166.1|DGUA
OG0003437	LOC6632541|XP_015025879.1|DVIR	LOC117589966|XP_034138161.1|DGUA
OG0003438	LOC6632539|XP_032289531.1|DVIR	LOC117589968|XP_034138164.1|DGUA
OG0003439	LOC6635148|XP_002058632.1|DVIR	LOC117585154|XP_034130377.1|DGUA
OG0003440	LOC6629372|XP_032295341.1|DVIR	LOC117585707|XP_034131230.1|DGUA
OG0003441	LOC6633897|XP_002057590.1|DVIR	LOC117590899|XP_034139821.1|DGUA
OG0003442	LOC6631266|XP_002053818.1|DVIR	LOC117583128|XP_034127210.1|DGUA
OG0003443	LOC6623741|XP_002047353.1|DVIR	LOC117587083|XP_034133442.1|DGUA
OG0003444	LOC6622652|XP_002048144.2|DVIR	LOC117589040|XP_034136559.1|DGUA
OG0003445	LOC6631612|XP_015026621.1|DVIR	LOC117590280|XP_034138655.1|DGUA
OG0003446	LOC6635294|XP_032289082.1|DVIR	LOC117588720|XP_034136064.1|DGUA
OG0003447	LOC6636274|XP_032290090.1|DVIR	LOC117590650|XP_034139382.1|DGUA
OG0003448	LOC116651911|XP_032295258.1|DVIR, LOC6634898|XP_002058486.1|DVIR	LOC117590114|XP_034138356.1|DGUA
OG0003449	LOC6632734|XP_002055806.1|DVIR	LOC117584941|XP_034129991.1|DGUA
OG0003450	LOC6630441|XP_002053716.1|DVIR	LOC117583217|XP_034127327.1|DGUA
OG0003451	LOC6629419|XP_032289421.1|DVIR	LOC117585121|XP_034130334.1|DGUA
OG0003452	LOC6629420|XP_002053154.1|DVIR	LOC117585298|XP_034130617.1|DGUA
OG0003453	LOC6622482|XP_002046989.1|DVIR	LOC117579709|XP_034121593.1|DGUA
OG0003454	LOC6634191|XP_032293767.1|DVIR	LOC117584585|XP_034129452.1|DGUA
OG0003455	LOC6630647|XP_002053030.1|DVIR	LOC117589703|XP_034137757.1|DGUA
OG0003456	LOC6624771|XP_002050724.2|DVIR	LOC117587746|XP_034134564.1|DGUA
OG0003457	LOC6633115|XP_002056589.1|DVIR	LOC117586359|XP_034132270.1|DGUA
OG0003458	LOC6632947|XP_032289817.1|DVIR	LOC117590052|XP_034138263.1|DGUA
OG0003459	LOC6629634|XP_002053336.1|DVIR	LOC117586512|XP_034132533.1|DGUA
OG0003460	LOC6631172|XP_002054302.1|DVIR	LOC117583059|XP_034127121.1|DGUA
OG0003461	LOC6632542|XP_002056185.3|DVIR	LOC117589806|XP_034137909.1|DGUA
OG0003462	LOC6623924|XP_002047385.2|DVIR	LOC117580161|XP_034122372.1|DGUA
OG0003463	LOC6634985|XP_002058433.1|DVIR	LOC117585783|XP_034131363.1|DGUA
OG0003464	LOC6630497|XP_032294784.1|DVIR	LOC117582810|XP_034126733.1|DGUA
OG0003465	LOC6632653|XP_002055805.2|DVIR	LOC117584994|XP_034130114.1|DGUA
OG0003466	LOC6631023|XP_002053828.1|DVIR	LOC117583812|XP_034128286.1|DGUA
OG0003467	LOC6631206|XP_002054437.1|DVIR	LOC117583793|XP_034128266.1|DGUA
OG0003468	LOC6629369|XP_002054447.1|DVIR	LOC117583792|XP_034128265.1|DGUA
OG0003469	LOC6635084|XP_002058414.1|DVIR	LOC117583637|XP_034127977.1|DGUA
OG0003470	LOC6630158|XP_002054778.3|DVIR	LOC117589588|XP_034137544.1|DGUA
OG0003471	LOC6627942|XP_002052667.1|DVIR	LOC117582046|XP_034125479.1|DGUA
OG0003472	LOC6634289|XP_032293734.1|DVIR	LOC117587846|XP_034134702.1|DGUA
OG0003473	LOC6629239|XP_002052615.1|DVIR	LOC117584784|XP_034129787.1|DGUA
OG0003474	LOC6630752|XP_032294925.1|DVIR	LOC117585704|XP_034131222.1|DGUA
OG0003475	LOC6629908|XP_032295227.1|DVIR	LOC117584945|XP_034130024.1|DGUA
OG0003477	LOC6630974|XP_002053862.2|DVIR	LOC117589527|XP_034137411.1|DGUA
OG0003478	LOC6632440|XP_002055825.3|DVIR	LOC117585292|XP_034130611.1|DGUA
OG0003479	LOC6629946|XP_002053004.2|DVIR	LOC117583767|XP_034128211.1|DGUA
OG0003480	LOC6635124|XP_002058541.1|DVIR	LOC117583076|XP_034127141.1|DGUA
OG0003481	LOC6635125|XP_002058542.1|DVIR	LOC117583236|XP_034127349.1|DGUA
OG0003482	LOC6635126|XP_032295154.1|DVIR	LOC117583428|XP_034127616.1|DGUA
OG0003483	LOC6635116|XP_032294997.1|DVIR	LOC117583325|XP_034127476.1|DGUA
OG0003484	LOC6631003|XP_002053949.2|DVIR	LOC117589555|XP_034137457.1|DGUA
OG0003485	LOC6632421|XP_002056093.3|DVIR	LOC117589671|XP_034137705.1|DGUA
OG0003486	LOC6632423|XP_002056095.2|DVIR	LOC117589747|XP_034137819.1|DGUA
OG0003487	LOC6634955|XP_002058589.1|DVIR	LOC117582711|XP_034126524.1|DGUA
OG0003488	LOC6632306|XP_002055995.1|DVIR	LOC117582820|XP_034126754.1|DGUA
OG0003489	LOC6629589|XP_002052996.1|DVIR	LOC117582733|XP_034126550.1|DGUA
OG0003490	LOC6629969|XP_032288910.1|DVIR	LOC117589659|XP_034137685.1|DGUA
OG0003491	LOC6629785|XP_032294975.1|DVIR	LOC117582814|XP_034126739.1|DGUA
OG0003492	LOC6634865|XP_002058700.2|DVIR	LOC117583479|XP_034127679.1|DGUA
OG0003493	LOC6630406|XP_002054194.2|DVIR	LOC117585392|XP_034130746.1|DGUA
OG0003494	LOC6630978|XP_002053866.1|DVIR	LOC117590038|XP_034138242.1|DGUA
OG0003495	LOC6627986|XP_002052698.2|DVIR	LOC117582199|XP_034125698.1|DGUA
OG0003496	LOC6635183|XP_002058382.1|DVIR	LOC117589684|XP_034137731.1|DGUA
OG0003497	LOC6629763|XP_002054148.1|DVIR	LOC117585827|XP_034131450.1|DGUA
OG0003498	LOC26530365|XP_015024789.1|DVIR	LOC117590041|XP_034138246.1|DGUA
OG0003499	LOC6629947|XP_015027302.1|DVIR	LOC117583761|XP_034128186.1|DGUA
OG0003500	LOC6633991|XP_002057658.1|DVIR	LOC117587647|XP_034134425.1|DGUA
OG0003501	LOC6632247|XP_002056076.1|DVIR	LOC117589763|XP_034137842.1|DGUA
OG0003502	LOC6630952|XP_032292872.1|DVIR	LOC117585495|XP_034130884.1|DGUA
OG0003503	LOC6629694|XP_002053975.1|DVIR	LOC117583466|XP_034127664.1|DGUA
OG0003504	LOC26530677|XP_015026255.1|DVIR	LOC117583818|XP_034128295.1|DGUA
OG0003505	LOC6634844|XP_032295189.1|DVIR	LOC117583838|XP_034128340.1|DGUA
OG0003506	LOC6634968|XP_002058715.1|DVIR	LOC117582960|XP_034126962.1|DGUA
OG0003507	LOC6630312|XP_002053729.2|DVIR	LOC117582985|XP_034127001.1|DGUA
OG0003508	LOC6624309|XP_015031326.1|DVIR	LOC117587012|XP_034133312.1|DGUA
OG0003509	LOC6635191|XP_032295122.1|DVIR	LOC117589677|XP_034137722.1|DGUA
OG0003510	LOC6630533|XP_002054808.1|DVIR	LOC117585033|XP_034130170.1|DGUA
OG0003511	LOC116651748|XP_032294647.1|DVIR, LOC6630532|XP_015026844.1|DVIR	LOC117585032|XP_034130167.1|DGUA
OG0003512	LOC6630026|XP_002054476.1|DVIR	LOC117583107|XP_034127180.1|DGUA
OG0003513	LOC6631176|XP_002054306.1|DVIR	LOC117583058|XP_034127120.1|DGUA
OG0003514	LOC6632419|XP_002055800.2|DVIR	LOC117585480|XP_034130865.1|DGUA
OG0003515	LOC6626739|XP_002049573.1|DVIR	LOC117586925|XP_034133179.1|DGUA
OG0003516	LOC6633126|XP_002056069.1|DVIR	LOC117589944|XP_034138123.1|DGUA
OG0003517	LOC6631129|XP_015027466.1|DVIR	LOC117585047|XP_034130194.1|DGUA
OG0003518	LOC6629312|XP_002053531.1|DVIR	LOC117586580|XP_034132638.1|DGUA
OG0003519	LOC6623240|XP_032290363.1|DVIR	LOC117580285|XP_034122649.1|DGUA
OG0003520	LOC6623119|XP_002047278.1|DVIR	LOC117580284|XP_034122648.1|DGUA
OG0003521	LOC6623334|XP_002047291.1|DVIR	LOC117579280|XP_034120968.1|DGUA
OG0003522	LOC6623109|XP_002047748.1|DVIR	LOC117586457|XP_034132400.1|DGUA
OG0003523	LOC6627984|XP_002052696.2|DVIR	LOC117582198|XP_034125697.1|DGUA
OG0003524	LOC6633604|XP_002057000.1|DVIR	LOC117581402|XP_034124443.1|DGUA
OG0003525	LOC6636320|XP_002059880.1|DVIR	LOC117579304|XP_034121005.1|DGUA
OG0003526	LOC6632945|XP_002056768.1|DVIR	LOC117590056|XP_034138268.1|DGUA
OG0003527	LOC6626187|XP_032291604.1|DVIR	LOC117590925|XP_034139857.1|DGUA
OG0003529	LOC6633884|XP_002057417.1|DVIR	LOC117584734|XP_034129695.1|DGUA
OG0003530	LOC6622693|XP_002046681.2|DVIR	LOC117579864|XP_034121867.1|DGUA
OG0003531	LOC6623575|XP_002047804.1|DVIR	LOC117585513|XP_034130903.1|DGUA
OG0003532	LOC6624652|XP_002047145.1|DVIR	LOC117589012|XP_034136523.1|DGUA
OG0003533	LOC6623579|XP_002046789.1|DVIR	LOC117580020|XP_034122132.1|DGUA
OG0003534	LOC6622885|XP_032291154.1|DVIR	LOC117589366|XP_034137164.1|DGUA
OG0003535	LOC6623988|XP_002047424.1|DVIR	LOC117589154|XP_034136746.1|DGUA
OG0003536	LOC6626476|XP_015030011.1|DVIR	LOC117592612|XP_034142386.1|DGUA
OG0003537	LOC6624767|XP_002050731.1|DVIR	LOC117579129|XP_034120762.1|DGUA
OG0003538	LOC6625761|XP_002048727.1|DVIR	LOC117583139|XP_034127259.1|DGUA
OG0003539	LOC6626354|XP_002048737.1|DVIR	LOC117592267|XP_034141816.1|DGUA
OG0003540	LOC6631255|XP_002053243.1|DVIR	LOC117589144|XP_034136721.1|DGUA
OG0003541	LOC26530378|XP_032295366.1|DVIR	LOC117585599|XP_034131035.1|DGUA
OG0003542	LOC6626434|XP_032291564.1|DVIR	LOC117578861|XP_034120541.1|DGUA
OG0003543	LOC6635479|XP_002059008.1|DVIR	LOC117588685|XP_034136025.1|DGUA
OG0003544	LOC6623385|XP_002047297.1|DVIR	LOC117579519|XP_034121317.1|DGUA
OG0003545	LOC6622496|XP_015030564.1|DVIR	LOC117580253|XP_034122569.1|DGUA
OG0003546	LOC6624553|XP_002047625.1|DVIR	LOC117580204|XP_034122489.1|DGUA
OG0003547	LOC6626081|XP_015030134.1|DVIR	LOC117591982|XP_034141313.1|DGUA
OG0003548	LOC6635972|XP_002059401.2|DVIR	LOC117584043|XP_034128711.1|DGUA
OG0003549	LOC6635971|XP_002059400.2|DVIR	LOC117584205|XP_034128906.1|DGUA
OG0003550	LOC6626362|XP_002050865.1|DVIR	LOC117592433|XP_034142079.1|DGUA
OG0003551	LOC6626617|XP_002050601.1|DVIR	LOC117578772|XP_034120368.1|DGUA
OG0003552	LOC6635925|XP_015024298.1|DVIR	LOC117583206|XP_034127307.1|DGUA
OG0003553	LOC6625916|XP_002050431.1|DVIR	LOC117592420|XP_034142053.1|DGUA
OG0003554	LOC6622945|XP_002046501.2|DVIR	LOC117589086|XP_034136614.1|DGUA
OG0003555	LOC6622473|XP_002046988.2|DVIR	LOC117579702|XP_034121584.1|DGUA
OG0003556	LOC6624066|XP_032290973.1|DVIR	LOC117580505|XP_034122983.1|DGUA
OG0003557	LOC6624173|XP_002046288.1|DVIR	LOC117580506|XP_034122986.1|DGUA
OG0003558	LOC6636604|XP_032291386.1|DVIR	LOC117579052|XP_034120639.1|DGUA
OG0003559	LOC6624327|XP_015030821.1|DVIR	LOC117589362|XP_034137149.1|DGUA
OG0003560	LOC6623407|XP_002047294.1|DVIR	LOC117579731|XP_034121619.1|DGUA
OG0003561	LOC6635825|XP_002059448.2|DVIR	LOC117592167|XP_034141652.1|DGUA
OG0003562	LOC6635805|XP_002059314.1|DVIR	LOC117592573|XP_034142349.1|DGUA
OG0003563	LOC6635037|XP_002058616.1|DVIR	LOC117585757|XP_034131304.1|DGUA
OG0003564	LOC6624677|XP_002046644.1|DVIR	LOC117580111|XP_034122281.1|DGUA
OG0003565	LOC6636578|XP_002060078.1|DVIR	LOC117579508|XP_034121302.1|DGUA
OG0003566	LOC6634894|XP_032295252.1|DVIR	LOC117589952|XP_034138134.1|DGUA
OG0003567	LOC6626338|XP_015030089.1|DVIR	LOC117583053|XP_034127118.1|DGUA
OG0003568	LOC6636451|XP_032291715.1|DVIR	LOC117582536|XP_034126275.1|DGUA
OG0003569	LOC6623928|XP_002047416.1|DVIR	LOC117589041|XP_034136560.1|DGUA
OG0003570	LOC6624817|XP_002050684.1|DVIR	LOC117578591|XP_034120065.1|DGUA
OG0003571	LOC6636591|XP_032291451.1|DVIR	LOC117579981|XP_034122050.1|DGUA
OG0003572	LOC6635960|XP_032292259.1|DVIR	LOC117581615|XP_034124888.1|DGUA
OG0003573	LOC6624963|XP_002049324.1|DVIR	LOC117578621|XP_034120116.1|DGUA
OG0003574	LOC6624447|XP_002046935.1|DVIR	LOC117588850|XP_034136240.1|DGUA
OG0003575	LOC6623179|XP_002046172.1|DVIR	LOC117588879|XP_034136279.1|DGUA
OG0003576	LOC6624029|XP_015030894.1|DVIR	LOC117587213|XP_034133659.1|DGUA
OG0003577	LOC6622444|XP_002047203.1|DVIR	LOC117580387|XP_034122816.1|DGUA
OG0003578	LOC116650100|XP_032289332.1|DVIR, LOC6622347|XP_002046397.1|DVIR	LOC117580301|XP_034122680.1|DGUA
OG0003579	LOC6626020|XP_032291708.1|DVIR	LOC117592630|XP_034142457.1|DGUA
OG0003580	LOC6626045|XP_002049143.1|DVIR	LOC117590566|XP_034139202.1|DGUA
OG0003581	LOC6624474|XP_032290886.1|DVIR	LOC117579793|XP_034121753.1|DGUA
OG0003582	LOC6624065|XP_002047857.1|DVIR	LOC117580353|XP_034122762.1|DGUA
OG0003583	LOC6625749|XP_032291836.1|DVIR	LOC117592464|XP_034142184.1|DGUA
OG0003584	LOC6626999|XP_002048741.1|DVIR	LOC117586307|XP_034132160.1|DGUA
OG0003585	LOC26531162|XP_032289054.1|DVIR, LOC116649903|XP_032289059.1|DVIR, LOC6624524|XP_032291021.1|DVIR	LOC117580372|XP_034122795.1|DGUA
OG0003586	LOC6636261|XP_002059730.1|DVIR	LOC117590583|XP_034139230.1|DGUA
OG0003587	LOC6629066|XP_002051610.1|DVIR	LOC117582088|XP_034125541.1|DGUA
OG0003588	LOC6635090|XP_002058420.2|DVIR	LOC117583002|XP_034127044.1|DGUA
OG0003589	LOC6625004|XP_002050675.2|DVIR	LOC117586538|XP_034132568.1|DGUA
OG0003590	LOC6624252|XP_002047448.1|DVIR	LOC117586929|XP_034133182.1|DGUA
OG0003591	LOC6622721|XP_015030723.1|DVIR	LOC117586970|XP_034133235.1|DGUA
OG0003592	LOC6622320|XP_002048175.2|DVIR	LOC117589383|XP_034137188.1|DGUA
OG0003594	LOC6623271|XP_002046877.1|DVIR	LOC117580309|XP_034122693.1|DGUA
OG0003595	LOC6636464|XP_032292140.1|DVIR	LOC117592184|XP_034141675.1|DGUA
OG0003596	LOC6625769|XP_002050471.1|DVIR	LOC117578794|XP_034120407.1|DGUA
OG0003597	LOC6626477|XP_002050462.2|DVIR	LOC117592607|XP_034142382.1|DGUA
OG0003598	LOC6623284|XP_002046090.1|DVIR	LOC117579336|XP_034121052.1|DGUA
OG0003599	LOC6627155|XP_002049159.1|DVIR	LOC117584588|XP_034129456.1|DGUA
OG0003600	LOC6623184|XP_032291054.1|DVIR	LOC117589322|XP_034137036.1|DGUA
OG0003601	LOC6625614|XP_015029007.1|DVIR	LOC117590332|XP_034138721.1|DGUA
OG0003602	LOC6635991|XP_002059309.2|DVIR	LOC117592043|XP_034141422.1|DGUA
OG0003603	LOC6623122|XP_002046588.2|DVIR	LOC117586818|XP_034132988.1|DGUA
OG0003604	LOC6633944|XP_032293584.1|DVIR	LOC117587978|XP_034134877.1|DGUA
OG0003605	LOC6630780|XP_002054814.1|DVIR	LOC117585283|XP_034130601.1|DGUA
OG0003606	LOC6626654|XP_015029852.1|DVIR	LOC117587109|XP_034133497.1|DGUA
OG0003607	LOC6624811|XP_002050607.1|DVIR	LOC117591955|XP_034141270.1|DGUA
OG0003608	LOC6622290|XP_002047123.1|DVIR	LOC117579345|XP_034121062.1|DGUA
OG0003609	LOC6635797|XP_002059385.1|DVIR	LOC117583795|XP_034128271.1|DGUA
OG0003610	LOC6624166|XP_032291020.1|DVIR	LOC117579455|XP_034121233.1|DGUA
OG0003611	LOC6623933|XP_015031064.1|DVIR	LOC117586883|XP_034133100.1|DGUA
OG0003612	LOC6635888|XP_002059413.1|DVIR, LOC116650938|XP_032292088.1|DVIR	LOC117579801|XP_034121771.1|DGUA
OG0003613	LOC6625476|XP_002050332.2|DVIR	LOC117585679|XP_034131176.1|DGUA
OG0003614	LOC6625477|XP_002050333.1|DVIR	LOC117585683|XP_034131190.1|DGUA
OG0003615	LOC6626638|XP_002050815.1|DVIR	LOC117579552|XP_034121366.1|DGUA
OG0003616	LOC6625428|XP_002048823.1|DVIR	LOC117592080|XP_034141483.1|DGUA
OG0003617	LOC6635943|XP_032292524.1|DVIR	LOC117592137|XP_034141577.1|DGUA
OG0003618	LOC6635944|XP_015024276.2|DVIR	LOC117592135|XP_034141571.1|DGUA
OG0003619	LOC6626009|XP_002050154.1|DVIR	LOC117587356|XP_034133892.1|DGUA
OG0003620	LOC6625320|XP_002050415.1|DVIR	LOC117592368|XP_034141958.1|DGUA
OG0003621	LOC6624060|XP_002046270.2|DVIR	LOC117587326|XP_034133849.1|DGUA
OG0003622	LOC6623566|XP_002046269.3|DVIR	LOC117587324|XP_034133846.1|DGUA
OG0003623	LOC6635348|XP_002058875.1|DVIR	LOC117592518|XP_034142259.1|DGUA
OG0003624	LOC6625579|XP_002048840.1|DVIR	LOC117592063|XP_034141456.1|DGUA
OG0003625	LOC6625694|XP_002048844.1|DVIR	LOC117581571|XP_034124811.1|DGUA
OG0003626	LOC6625584|XP_032291911.1|DVIR	LOC117588088|XP_034135052.1|DGUA
OG0003627	LOC6625030|XP_032292680.1|DVIR	LOC117584502|XP_034129329.1|DGUA
OG0003628	LOC6636501|XP_002059807.1|DVIR	LOC117578886|XP_034120574.1|DGUA
OG0003629	LOC6626640|XP_002048776.1|DVIR	LOC117589891|XP_034138056.1|DGUA
OG0003630	LOC6625981|XP_032292533.1|DVIR	LOC117591278|XP_034140371.1|DGUA
OG0003631	LOC6622883|XP_002047550.1|DVIR	LOC117580137|XP_034122326.1|DGUA
OG0003632	LOC6622239|XP_002046931.1|DVIR	LOC117589261|XP_034136929.1|DGUA
OG0003633	LOC6635981|XP_002059299.1|DVIR	LOC117580156|XP_034122366.1|DGUA
OG0003634	LOC6623451|XP_002046740.2|DVIR	LOC117587019|XP_034133322.1|DGUA
OG0003635	LOC6622319|XP_032290469.1|DVIR	LOC117589198|XP_034136817.1|DGUA
OG0003636	LOC6626393|XP_002048732.1|DVIR	LOC117578804|XP_034120424.1|DGUA
OG0003637	LOC6625158|XP_002050619.2|DVIR	LOC117588648|XP_034135974.1|DGUA
OG0003638	LOC6623052|XP_002048493.2|DVIR	LOC117580462|XP_034122926.1|DGUA
OG0003639	LOC6628796|XP_002051219.1|DVIR	LOC117587773|XP_034134602.1|DGUA
OG0003640	LOC6625534|XP_002051016.1|DVIR	LOC117578425|XP_034119777.1|DGUA
OG0003641	LOC6626361|XP_002050864.1|DVIR	LOC117578535|XP_034119993.1|DGUA
OG0003642	LOC6627252|XP_032292473.1|DVIR	LOC117578866|XP_034120549.1|DGUA
OG0003643	LOC6626436|XP_002050409.1|DVIR	LOC117592150|XP_034141611.1|DGUA
OG0003644	LOC6626355|XP_015029584.2|DVIR	LOC117578655|XP_034120164.1|DGUA
OG0003645	LOC6622941|XP_002047730.1|DVIR	LOC117579197|XP_034120858.1|DGUA
OG0003646	LOC6624656|XP_002047144.1|DVIR	LOC117589309|XP_034136998.1|DGUA
OG0003647	LOC6622630|XP_002047724.1|DVIR	LOC117579274|XP_034120960.1|DGUA
OG0003648	LOC6629220|XP_002051940.2|DVIR	LOC117583943|XP_034128532.1|DGUA
OG0003649	LOC6635229|XP_002058753.1|DVIR	LOC117584989|XP_034130107.1|DGUA
OG0003650	LOC6633825|XP_002057104.1|DVIR	LOC117584084|XP_034128723.1|DGUA, LOC117581536|XP_034124742.1|DGUA
OG0003651	LOC6633074|XP_002056146.1|DVIR	LOC117582866|XP_034126827.1|DGUA
OG0003652	LOC6623069|XP_002048153.2|DVIR	LOC117587062|XP_034133394.1|DGUA
OG0003653	LOC6622982|XP_002048496.2|DVIR	LOC117580463|XP_034122927.1|DGUA
OG0003654	LOC6624167|XP_002046359.1|DVIR	LOC117587258|XP_034133722.1|DGUA
OG0003655	LOC6634299|XP_002057451.1|DVIR	LOC117588232|XP_034135272.1|DGUA
OG0003656	LOC6623024|XP_002048152.1|DVIR	LOC117587311|XP_034133825.1|DGUA
OG0003657	LOC6622933|XP_002047224.1|DVIR	LOC117586834|XP_034133016.1|DGUA
OG0003658	LOC6633001|XP_002056359.1|DVIR	LOC117586246|XP_034132075.1|DGUA
OG0003659	LOC6622791|XP_002048010.2|DVIR	LOC117589027|XP_034136546.1|DGUA
OG0003660	LOC6636833|XP_032291518.1|DVIR	LOC117588984|XP_034136468.1|DGUA
OG0003661	LOC6623338|XP_032290596.1|DVIR	LOC117589111|XP_034136678.1|DGUA
OG0003662	LOC6623915|XP_002048286.1|DVIR	LOC117586856|XP_034133043.1|DGUA
OG0003663	LOC6622451|XP_002047202.1|DVIR	LOC117580389|XP_034122820.1|DGUA
OG0003664	LOC6622315|XP_032290515.1|DVIR	LOC117580423|XP_034122866.1|DGUA
OG0003665	LOC6625058|XP_002050529.1|DVIR	LOC117592467|XP_034142194.1|DGUA
OG0003666	LOC6625774|XP_032291927.1|DVIR	LOC117578441|XP_034119854.1|DGUA
OG0003667	LOC6636573|XP_032291539.1|DVIR	LOC117580170|XP_034122385.1|DGUA
OG0003668	LOC6626113|XP_002050026.2|DVIR	LOC117591787|XP_034141031.1|DGUA
OG0003669	LOC6626556|XP_002050574.1|DVIR	LOC117592693|XP_034142548.1|DGUA
OG0003670	LOC6626555|XP_002050573.1|DVIR	LOC117592689|XP_034142544.1|DGUA
OG0003671	LOC6626666|XP_032291893.1|DVIR	LOC117592004|XP_034141347.1|DGUA
OG0003672	LOC6629580|XP_002054872.1|DVIR	LOC117586495|XP_034132482.1|DGUA
OG0003673	LOC6636373|XP_032291641.1|DVIR	LOC117579158|XP_034120812.1|DGUA
OG0003674	LOC6626535|XP_015030079.1|DVIR	LOC117579189|XP_034120865.1|DGUA
OG0003675	LOC6626548|XP_002050378.1|DVIR	LOC117582861|XP_034126825.1|DGUA
OG0003676	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR	LOC117582842|XP_034126791.1|DGUA
OG0003677	LOC6635264|XP_002058734.1|DVIR	LOC117585522|XP_034130921.1|DGUA
OG0003678	LOC6623303|XP_002047766.3|DVIR	LOC117587399|XP_034133944.1|DGUA
OG0003679	LOC6623358|XP_002047772.2|DVIR	LOC117587031|XP_034133347.1|DGUA
OG0003680	LOC6624813|XP_002050609.1|DVIR	LOC117591954|XP_034141268.1|DGUA
OG0003681	LOC6635872|XP_032291960.1|DVIR	LOC117586549|XP_034132605.1|DGUA
OG0003682	LOC6629844|XP_002054465.1|DVIR	LOC117582779|XP_034126641.1|DGUA
OG0003683	LOC6626644|XP_002048780.2|DVIR	LOC117585607|XP_034131052.1|DGUA
OG0003684	LOC6622531|XP_002046997.1|DVIR	LOC117580339|XP_034122736.1|DGUA
OG0003685	LOC6623535|XP_002046790.3|DVIR	LOC117580038|XP_034122158.1|DGUA
OG0003686	LOC6626341|XP_032291687.1|DVIR	LOC117579814|XP_034121798.1|DGUA
OG0003687	LOC6625730|XP_002051051.1|DVIR	LOC117592580|XP_034142357.1|DGUA
OG0003688	LOC6625490|XP_002048827.1|DVIR	LOC117592079|XP_034141482.1|DGUA
OG0003689	LOC6622329|XP_002047921.1|DVIR	LOC117579374|XP_034121134.1|DGUA
OG0003690	LOC6624305|XP_002048676.1|DVIR	LOC117579599|XP_034121422.1|DGUA
OG0003691	LOC6622224|XP_002048679.1|DVIR	LOC117587314|XP_034133831.1|DGUA
OG0003692	LOC6635791|XP_002059380.1|DVIR	LOC117578604|XP_034120086.1|DGUA
OG0003693	LOC6623199|XP_032291393.1|DVIR	LOC117588990|XP_034136480.1|DGUA
OG0003694	LOC6623823|XP_002046234.2|DVIR	LOC117589108|XP_034136651.1|DGUA
OG0003695	LOC6622433|XP_002046702.1|DVIR	LOC117588839|XP_034136223.1|DGUA
OG0003696	LOC6627206|XP_002050124.2|DVIR	LOC117578514|XP_034119950.1|DGUA
OG0003697	LOC6626104|XP_002050508.1|DVIR	LOC117580096|XP_034122252.1|DGUA
OG0003698	LOC6623330|XP_002047289.1|DVIR	LOC117579383|XP_034121146.1|DGUA
OG0003699	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR	LOC117580189|XP_034122447.1|DGUA
OG0003700	LOC6626337|XP_002048867.1|DVIR	LOC117586596|XP_034132670.1|DGUA
OG0003701	LOC6627792|XP_002052680.1|DVIR	LOC117581865|XP_034125219.1|DGUA
OG0003702	LOC6622968|XP_002048048.1|DVIR	LOC117579824|XP_034121808.1|DGUA
OG0003703	LOC6624145|XP_002046904.1|DVIR	LOC117579123|XP_034120745.1|DGUA
OG0003704	LOC6622716|XP_002046704.1|DVIR	LOC117588840|XP_034136224.1|DGUA
OG0003705	LOC6626309|XP_015029997.1|DVIR	LOC117578694|XP_034120219.1|DGUA
OG0003706	LOC6622063|XP_002047009.1|DVIR	LOC117587368|XP_034133904.1|DGUA
OG0003707	LOC6622756|XP_032290568.1|DVIR	LOC117586938|XP_034133193.1|DGUA
OG0003708	LOC6623419|XP_032290992.1|DVIR	LOC117588922|XP_034136387.1|DGUA
OG0003709	LOC6626074|XP_002048761.1|DVIR	LOC117578705|XP_034120243.1|DGUA
OG0003710	LOC6626075|XP_002048762.1|DVIR	LOC117578699|XP_034120235.1|DGUA
OG0003711	LOC6622162|XP_002047537.1|DVIR	LOC117579695|XP_034121576.1|DGUA
OG0003712	LOC6626829|XP_002050198.1|DVIR	LOC117579606|XP_034121435.1|DGUA
OG0003713	LOC6626830|XP_002050199.2|DVIR	LOC117587320|XP_034133845.1|DGUA
OG0003714	LOC6626831|XP_002050200.1|DVIR	LOC117578844|XP_034120523.1|DGUA
OG0003715	LOC6624127|XP_032290679.1|DVIR	LOC117586821|XP_034132992.1|DGUA
OG0003716	LOC6624433|XP_002047467.1|DVIR	LOC117579339|XP_034121055.1|DGUA
OG0003717	LOC6622579|XP_002047011.1|DVIR	LOC117588869|XP_034136267.1|DGUA
OG0003718	LOC6622442|XP_002046417.1|DVIR	LOC117589427|XP_034137254.1|DGUA
OG0003719	LOC6622989|XP_002048045.1|DVIR	LOC117579572|XP_034121390.1|DGUA
OG0003720	LOC6631741|XP_002055461.1|DVIR	LOC117591011|XP_034139988.1|DGUA
OG0003721	LOC6625594|XP_002048832.1|DVIR	LOC117586848|XP_034133037.1|DGUA
OG0003722	LOC6622287|XP_032290293.1|DVIR	LOC117579851|XP_034121840.1|DGUA
