Orthogroup	DVIR.longest_only	DHYD.longest_only
OG0005447	LOC6635774|XP_002059170.1|DVIR	LOC111603528|XP_023176928.2|DHYD
OG0005448	LOC6636465|XP_002059914.1|DVIR	LOC111600879|XP_023172980.2|DHYD
OG0005449	LOC6635291|XP_002058801.1|DVIR	LOC111596959|XP_023167186.1|DHYD
OG0005450	LOC6630302|XP_002054187.1|DVIR	LOC111598221|XP_023169149.2|DHYD
OG0005451	LOC6628401|XP_015028524.1|DVIR	LOC111594213|XP_023163179.1|DHYD
OG0005452	LOC6625124|XP_032292327.1|DVIR	LOC111593760|XP_023162539.2|DHYD
OG0005453	LOC6632456|XP_002056302.1|DVIR	LOC111604921|XP_023178937.1|DHYD
OG0005454	LOC6635667|XP_002059202.1|DVIR	LOC111591955|XP_023159660.1|DHYD
OG0005455	LOC6625888|XP_002050359.1|DVIR	LOC111604076|XP_023177726.2|DHYD
OG0005456	LOC6634254|XP_002057640.1|DVIR	LOC111600349|XP_023172192.2|DHYD
OG0005457	LOC6634252|XP_015025221.1|DVIR	LOC111600563|XP_023172514.1|DHYD
OG0005458	LOC6628508|XP_015028273.1|DVIR	LOC111599316|XP_023170697.1|DHYD
OG0005459	LOC6628826|XP_002052591.2|DVIR	LOC111601487|XP_023173870.2|DHYD
OG0005460	LOC6628182|XP_032294385.1|DVIR	LOC111599195|XP_023170551.1|DHYD
OG0005461	LOC6628066|XP_002051535.1|DVIR	LOC111598969|XP_023170231.1|DHYD
OG0005462	LOC6628068|XP_002051537.1|DVIR	LOC111598970|XP_023170232.1|DHYD
OG0005463	LOC6624328|XP_002047891.1|DVIR	LOC111599830|XP_023171391.1|DHYD
OG0005464	LOC6628065|XP_002051534.2|DVIR	LOC111598935|XP_023170180.2|DHYD
OG0005465	LOC6634251|XP_002057637.2|DVIR	LOC111600378|XP_023172226.2|DHYD
OG0005466	LOC6634253|XP_002057639.1|DVIR	LOC111600562|XP_023172498.1|DHYD
OG0005467	LOC6630064|XP_032295266.1|DVIR	LOC111595212|XP_023164589.1|DHYD
OG0005468	LOC6627673|XP_002051949.1|DVIR	LOC111601935|XP_023174555.2|DHYD
OG0005469	LOC6628909|XP_002051553.1|DVIR	LOC111598958|XP_023170212.2|DHYD
OG0005470	LOC6634370|XP_002057564.1|DVIR	LOC111598983|XP_023170252.1|DHYD
OG0005471	LOC6629159|XP_002052362.1|DVIR	LOC111601176|XP_023173423.2|DHYD
OG0005472	LOC6628957|XP_002052360.1|DVIR	LOC111601178|XP_023173425.2|DHYD
OG0005473	LOC6628034|XP_002052911.1|DVIR	LOC111599200|XP_023170559.1|DHYD
OG0005474	LOC6629206|XP_002052625.2|DVIR	LOC111602450|XP_023175277.2|DHYD
OG0005475	LOC6629205|XP_002052624.1|DVIR	LOC111602445|XP_023175271.1|DHYD
OG0005476	LOC6635879|XP_002059352.2|DVIR	LOC111599888|XP_023171479.1|DHYD
OG0005477	LOC6622934|XP_002048540.2|DVIR	LOC111604474|XP_023178326.1|DHYD
OG0005478	LOC6629014|XP_002052756.1|DVIR	LOC111599134|XP_023170465.2|DHYD
OG0005479	LOC6629013|XP_002052755.1|DVIR	LOC111599133|XP_023170464.2|DHYD
OG0005480	LOC6628113|XP_002052309.1|DVIR	LOC111599447|XP_023170870.1|DHYD
OG0005481	LOC6628263|XP_002052543.1|DVIR	LOC111602309|XP_023175082.2|DHYD
OG0005482	LOC6628265|XP_002052545.2|DVIR	LOC111602356|XP_030080400.1|DHYD
OG0005483	LOC6630294|XP_032295294.1|DVIR	LOC111595213|XP_030080612.1|DHYD
OG0005484	LOC6627435|XP_002052161.1|DVIR	LOC111601171|XP_023173417.2|DHYD
OG0005485	LOC6627148|XP_032292141.1|DVIR	LOC111593974|XP_030080885.1|DHYD
OG0005486	LOC6626614|XP_002048708.1|DVIR	LOC111597702|XP_023168308.1|DHYD
OG0005487	LOC6627859|XP_002052278.3|DVIR	LOC111603753|XP_030080424.1|DHYD
OG0005488	LOC6627860|XP_002052279.3|DVIR	LOC111603749|XP_023177240.2|DHYD
OG0005489	LOC6635688|XP_002059283.1|DVIR	LOC111599111|XP_023170431.2|DHYD
OG0005490	LOC6635687|XP_002059282.2|DVIR	LOC111599064|XP_023170352.2|DHYD
OG0005491	LOC6628440|XP_032294566.1|DVIR	LOC111596371|XP_023166335.2|DHYD
OG0005492	LOC6628357|XP_002052223.1|DVIR	LOC111596288|XP_023166210.1|DHYD
OG0005493	LOC6628320|XP_032293737.1|DVIR	LOC111597198|XP_023167539.2|DHYD
OG0005494	LOC6626235|XP_002048859.1|DVIR	LOC111593803|XP_023162597.2|DHYD
OG0005495	LOC6625265|XP_002050628.1|DVIR	LOC111605378|XP_023179630.1|DHYD
OG0005496	LOC6629739|XP_002054143.1|DVIR	LOC111600785|XP_023172842.2|DHYD
OG0005497	LOC6634006|XP_002057827.1|DVIR	LOC111600372|XP_023172218.1|DHYD
OG0005498	LOC6634005|XP_002057826.1|DVIR	LOC111600373|XP_023172219.1|DHYD
OG0005499	LOC6634000|XP_002057821.3|DVIR	LOC111600344|XP_023172176.2|DHYD
OG0005500	LOC6634001|XP_002057822.1|DVIR	LOC111600345|XP_023172177.1|DHYD
OG0005501	LOC6628465|XP_002051540.1|DVIR	LOC111599001|XP_023170279.2|DHYD
OG0005502	LOC6628464|XP_002051539.1|DVIR	LOC111599002|XP_023170280.1|DHYD
OG0005503	LOC6629231|XP_032293393.1|DVIR	LOC111592558|XP_023160619.2|DHYD, LOC111592559|XP_023160623.1|DHYD
OG0005504	LOC6627678|XP_002051735.1|DVIR	LOC111603758|XP_023177257.1|DHYD
OG0005506	LOC6627494|XP_015028378.1|DVIR	LOC111594681|XP_023163869.2|DHYD
OG0005507	LOC6628719|XP_002051892.1|DVIR	LOC111602454|XP_023175282.2|DHYD
OG0005508	LOC6628765|XP_032294264.1|DVIR	LOC111600857|XP_023172943.2|DHYD, LOC111602207|XP_030080228.1|DHYD
OG0005509	LOC6628558|XP_015028288.1|DVIR	LOC111601964|XP_023174606.2|DHYD
OG0005510	LOC6634023|XP_002057487.2|DVIR	LOC111600316|XP_023172142.1|DHYD
OG0005511	LOC6636082|XP_002059613.3|DVIR	LOC111593073|XP_030079980.1|DHYD
OG0005512	LOC6631212|XP_002053955.1|DVIR	LOC111605432|XP_023179708.1|DHYD
OG0005513	LOC6628157|XP_002052412.2|DVIR	LOC111603952|XP_023177555.1|DHYD
OG0005514	LOC6630967|XP_002053801.1|DVIR	LOC111597825|XP_023168481.2|DHYD
OG0005515	LOC6626219|XP_002050747.1|DVIR	LOC111593554|XP_023162177.1|DHYD
OG0005516	LOC6636642|XP_002060109.1|DVIR	LOC111596648|XP_023166714.1|DHYD
OG0005517	LOC6627350|XP_032294276.1|DVIR	LOC111599341|XP_030079213.1|DHYD
OG0005518	LOC6629257|XP_002052781.2|DVIR	LOC111600568|XP_030080229.1|DHYD
OG0005519	LOC6626902|XP_002050964.1|DVIR	LOC111602320|XP_023175089.2|DHYD
OG0005520	LOC6629113|XP_015028499.1|DVIR	LOC111601259|XP_023173536.2|DHYD
OG0005521	LOC6629233|XP_002052609.1|DVIR	LOC111601543|XP_023173948.2|DHYD
OG0005522	LOC6623353|XP_032289988.1|DVIR	LOC111592811|XP_023160990.1|DHYD, LOC115483766|XP_030081868.1|DHYD
OG0005523	LOC6628436|XP_002052044.2|DVIR	LOC111601136|XP_023173375.2|DHYD
OG0005524	LOC6633904|XP_002057597.1|DVIR	LOC111594093|XP_023163010.2|DHYD
OG0005525	LOC6629091|XP_002052438.1|DVIR	LOC111603606|XP_023177042.1|DHYD
OG0005526	LOC6629127|XP_002052393.1|DVIR	LOC111594695|XP_023163882.1|DHYD
OG0005527	LOC6636182|XP_032290054.1|DVIR	LOC111597757|XP_023168383.1|DHYD
OG0005528	LOC6628474|XP_002052557.2|DVIR	LOC111601835|XP_023174439.1|DHYD
OG0005529	LOC6634238|XP_032293765.1|DVIR	LOC111602253|XP_023175013.2|DHYD
OG0005530	LOC6628806|XP_032293558.1|DVIR	LOC111594677|XP_023163856.1|DHYD
OG0005531	LOC6624409|XP_002047169.1|DVIR	LOC111601648|XP_023174098.1|DHYD
OG0005532	LOC6635625|XP_002059117.1|DVIR	LOC111596006|XP_023165785.1|DHYD
OG0005533	LOC6628985|XP_002052116.1|DVIR	LOC111596057|XP_023165873.1|DHYD
OG0005534	LOC6636840|XP_002060312.1|DVIR	LOC111596518|XP_023166550.1|DHYD
OG0005535	LOC6627684|XP_002051741.1|DVIR	LOC111602513|XP_030079209.1|DHYD
OG0005536	LOC6629040|XP_002052186.1|DVIR	LOC111601139|XP_023173374.1|DHYD
OG0005537	LOC6628520|XP_002051678.1|DVIR	LOC111605538|XP_023179869.2|DHYD
OG0005538	LOC6627926|XP_002052801.1|DVIR	LOC111595566|XP_023165130.2|DHYD
OG0005539	LOC6627940|XP_002052665.1|DVIR	LOC111595793|XP_023165447.1|DHYD
OG0005540	LOC6628309|XP_002052863.2|DVIR	LOC111599104|XP_023170421.1|DHYD
OG0005541	LOC6628756|XP_032293931.1|DVIR	LOC111602456|XP_023175284.1|DHYD
OG0005542	LOC6623842|XP_002046365.2|DVIR	LOC111595297|XP_030079508.1|DHYD
OG0005543	LOC6634219|XP_015025210.1|DVIR	LOC111592546|XP_023160600.1|DHYD
OG0005544	LOC6627778|XP_032294231.1|DVIR	LOC111599174|XP_023170525.2|DHYD
OG0005545	LOC6629229|XP_002051255.1|DVIR	LOC111592653|XP_023160771.1|DHYD
OG0005546	LOC6628437|XP_002052045.1|DVIR	LOC111601455|XP_023173805.1|DHYD
OG0005547	LOC6627377|XP_002052640.3|DVIR	LOC111596217|XP_023166100.2|DHYD
OG0005548	LOC6627561|XP_002052645.1|DVIR	LOC111596220|XP_023166105.2|DHYD
OG0005549	LOC6627563|XP_002052647.1|DVIR	LOC111596227|XP_023166112.2|DHYD
OG0005550	LOC6628162|XP_002052417.1|DVIR	LOC111603851|XP_030079026.1|DHYD
OG0005551	LOC6627169|XP_032292359.1|DVIR	LOC111592407|XP_023160350.2|DHYD
OG0005552	LOC6627170|XP_002050955.1|DVIR	LOC111592406|XP_023160349.2|DHYD
OG0005553	LOC6627679|XP_002051736.2|DVIR	LOC111603750|XP_023177241.2|DHYD
OG0005554	LOC6635614|XP_032294676.1|DVIR	LOC111596239|XP_023166125.2|DHYD
OG0005555	LOC6635612|XP_002059131.1|DVIR	LOC111596235|XP_023166121.1|DHYD
OG0005556	LOC6635662|XP_002059130.1|DVIR	LOC111596242|XP_023166142.2|DHYD
OG0005557	LOC6628448|XP_002051651.1|DVIR	LOC111592921|XP_023161141.2|DHYD
OG0005558	LOC6635661|XP_032294655.1|DVIR	LOC111599644|XP_023171092.1|DHYD
OG0005559	LOC6627496|XP_002052204.1|DVIR	LOC111594646|XP_023163808.2|DHYD
OG0005560	LOC6628447|XP_002051650.1|DVIR	LOC111592918|XP_023161137.1|DHYD
OG0005561	LOC6632179|XP_002055277.2|DVIR	LOC111603166|XP_023176412.2|DHYD
OG0005562	LOC6635680|XP_015024388.1|DVIR	LOC111605555|XP_023179886.1|DHYD
OG0005563	LOC6636206|XP_002059696.2|DVIR	LOC111598035|XP_023168835.1|DHYD
OG0005564	LOC6629058|XP_002052386.1|DVIR	LOC111594783|XP_023164004.2|DHYD
OG0005565	LOC6635733|XP_002059148.1|DVIR	LOC111595199|XP_023164566.1|DHYD
OG0005566	LOC6635734|XP_002059149.1|DVIR	LOC111595200|XP_023164567.1|DHYD
OG0005567	LOC116649793|XP_032288813.1|DVIR, LOC6629404|XP_032288817.1|DVIR	LOC111601783|XP_023174311.2|DHYD
OG0005568	LOC6635772|XP_002059168.1|DVIR	LOC111603541|XP_023176943.1|DHYD
OG0005569	LOC6628500|XP_002051835.1|DVIR	LOC111599346|XP_023170744.1|DHYD
OG0005570	LOC6635689|XP_002059284.2|DVIR	LOC111599071|XP_023170366.2|DHYD
OG0005571	LOC6625622|XP_032293146.1|DVIR	LOC111592779|XP_023160953.2|DHYD
OG0005572	LOC6625864|XP_002050857.2|DVIR	LOC111596625|XP_023166679.2|DHYD
OG0005573	LOC6632615|XP_015026097.1|DVIR	LOC111604911|XP_023178921.2|DHYD
OG0005574	LOC6625479|XP_002050335.1|DVIR	LOC111604107|XP_023177779.2|DHYD
OG0005575	LOC6631250|XP_002053048.2|DVIR	LOC111601772|XP_023174283.1|DHYD
OG0005576	LOC6627187|XP_002049929.2|DVIR	LOC111599991|XP_023171654.1|DHYD
OG0005577	LOC6623504|XP_002048218.1|DVIR	LOC111595079|XP_023164403.1|DHYD
OG0005578	LOC6624683|XP_002048129.2|DVIR	LOC111596667|XP_030078554.1|DHYD
OG0005579	LOC26530647|XP_015031633.1|DVIR	LOC111596662|XP_023166734.1|DHYD
OG0005580	LOC6624188|XP_002046301.1|DVIR	LOC111596015|XP_023165805.1|DHYD
OG0005581	LOC6633654|XP_032288829.1|DVIR	LOC111604861|XP_023178866.2|DHYD
OG0005582	LOC6624363|XP_002047465.2|DVIR	LOC111594916|XP_023164171.2|DHYD
OG0005583	LOC6623229|XP_002046726.2|DVIR	LOC111605169|XP_023179325.1|DHYD
OG0005584	LOC6628281|XP_015028013.1|DVIR	LOC111596299|XP_023166225.2|DHYD
OG0005585	LOC6630801|XP_015027747.1|DVIR	LOC111603633|XP_030080714.1|DHYD
OG0005586	LOC6630766|XP_002054625.1|DVIR	LOC111603594|XP_023177020.1|DHYD
OG0005587	LOC6625382|XP_002049492.2|DVIR	LOC111600067|XP_023171765.1|DHYD
OG0005588	LOC6622515|XP_015030501.1|DVIR	LOC111595093|XP_023164420.2|DHYD
OG0005589	LOC6632462|XP_002056308.1|DVIR	LOC111604915|XP_023178931.1|DHYD
OG0005590	LOC6624900|XP_002050477.1|DVIR	LOC111597739|XP_023168397.1|DHYD
OG0005591	LOC6631919|XP_002055746.1|DVIR	LOC111600205|XP_030079373.1|DHYD
OG0005592	LOC6630666|XP_002053445.1|DVIR	LOC111600277|XP_023172094.1|DHYD
OG0005593	LOC6624598|XP_002047149.1|DVIR	LOC111601739|XP_023174231.1|DHYD
OG0005594	LOC6622962|XP_032291378.1|DVIR	LOC111603680|XP_023177128.1|DHYD
OG0005595	LOC6623006|XP_002047217.2|DVIR	LOC111603678|XP_023177126.2|DHYD
OG0005596	LOC6624466|XP_002046556.1|DVIR	LOC111601598|XP_023174031.1|DHYD
OG0005597	LOC6631275|XP_032295416.1|DVIR	LOC111597403|XP_023167850.2|DHYD
OG0005598	LOC6632230|XP_002055878.1|DVIR	LOC111592684|XP_023160818.1|DHYD
OG0005599	LOC6625866|XP_002050859.1|DVIR	LOC111593735|XP_023162489.2|DHYD
OG0005600	LOC6631246|XP_002053647.1|DVIR	LOC111598491|XP_023169516.2|DHYD
OG0005601	LOC6634562|XP_002057979.1|DVIR	LOC111604984|XP_023179052.1|DHYD
OG0005602	LOC6630990|XP_002053492.1|DVIR	LOC111595180|XP_023164527.2|DHYD
OG0005603	LOC6626583|XP_002049696.1|DVIR	LOC111602588|XP_023175513.1|DHYD
OG0005604	LOC6626581|XP_002049694.3|DVIR	LOC111602584|XP_023175508.2|DHYD
OG0005605	LOC6635337|XP_015024726.1|DVIR	LOC111599657|XP_023171112.2|DHYD
OG0005606	LOC6628105|XP_002052010.1|DVIR	LOC111602439|XP_023175262.2|DHYD
OG0005607	LOC6630557|XP_002053275.1|DVIR	LOC111601446|XP_023173789.2|DHYD
OG0005608	LOC6630560|XP_002053278.1|DVIR	LOC111599416|XP_023170833.2|DHYD
OG0005609	LOC6624492|XP_032290314.1|DVIR	LOC111598470|XP_023169495.1|DHYD
OG0005610	LOC6622500|XP_002046423.1|DVIR	LOC111598202|XP_023169098.1|DHYD
OG0005611	LOC6624293|XP_002046633.2|DVIR	LOC111602903|XP_023176009.2|DHYD
OG0005612	LOC6629973|XP_002053082.1|DVIR	LOC111599871|XP_023171456.2|DHYD
OG0005613	LOC6629513|XP_002053173.1|DVIR	LOC111604958|XP_023179005.2|DHYD
OG0005614	LOC6633051|XP_002056759.1|DVIR	LOC111598506|XP_023169544.2|DHYD
OG0005615	LOC6629754|XP_032293833.1|DVIR	LOC111594637|XP_023163800.2|DHYD
OG0005616	LOC6630097|XP_002053690.2|DVIR	LOC111602999|XP_023176165.2|DHYD
OG0005617	LOC6630056|XP_032294870.1|DVIR	LOC111599564|XP_023171000.2|DHYD
OG0005618	LOC6635809|XP_002059318.1|DVIR	LOC111603122|XP_023176367.1|DHYD
OG0005619	LOC6632582|XP_002056222.2|DVIR	LOC111596759|XP_023166876.1|DHYD
OG0005620	LOC6631403|XP_002055673.1|DVIR	LOC111602845|XP_023175925.2|DHYD
OG0005621	LOC6633302|XP_002057401.3|DVIR	LOC111604035|XP_023177660.1|DHYD
OG0005622	LOC6633553|XP_002057250.1|DVIR	LOC111597363|XP_023167787.1|DHYD
OG0005623	LOC6633318|XP_032296531.1|DVIR	LOC111605601|XP_023179981.2|DHYD
OG0005624	LOC6629719|XP_002053676.1|DVIR	LOC111598633|XP_023169744.2|DHYD, LOC115483699|XP_030081621.1|DHYD
OG0005625	LOC6631070|XP_015027233.1|DVIR	LOC111603023|XP_023176221.2|DHYD
OG0005626	LOC6631360|XP_002055664.1|DVIR	LOC111602838|XP_023175918.2|DHYD
OG0005627	LOC6632926|XP_015025809.1|DVIR	LOC111596429|XP_023166410.1|DHYD
OG0005628	LOC6633082|XP_032289705.1|DVIR	LOC111594974|XP_023164241.2|DHYD
OG0005629	LOC6625470|XP_002050146.1|DVIR	LOC111605406|XP_023179675.1|DHYD
OG0005630	LOC6636497|XP_002059803.2|DVIR	LOC111604585|XP_023178464.2|DHYD
OG0005631	LOC6633597|XP_002056809.1|DVIR	LOC111593423|XP_023161935.2|DHYD
OG0005632	LOC6633282|XP_032296596.1|DVIR	LOC111593393|XP_030079435.1|DHYD
OG0005633	LOC6630758|XP_002054617.2|DVIR	LOC111603614|XP_023177048.2|DHYD
OG0005634	LOC6629285|XP_002054693.2|DVIR	LOC111599604|XP_023171058.2|DHYD
OG0005635	LOC6636640|XP_015023809.1|DVIR	LOC111596641|XP_023166701.1|DHYD
OG0005636	LOC116651790|XP_032294708.1|DVIR, LOC6630051|XP_002054719.1|DVIR	LOC111599601|XP_023171055.2|DHYD
OG0005637	LOC6633159|XP_002056608.2|DVIR	LOC111604816|XP_023178804.1|DHYD
OG0005638	LOC6626057|XP_032292804.1|DVIR	LOC111595514|XP_023165059.1|DHYD
OG0005639	LOC6626557|XP_002049807.2|DVIR	LOC111597089|XP_023167394.2|DHYD
OG0005640	LOC6632570|XP_002056329.1|DVIR	LOC111592036|XP_023159799.2|DHYD
OG0005641	LOC6631641|XP_002055360.1|DVIR	LOC111604741|XP_023178683.2|DHYD
OG0005642	LOC6635197|XP_002058472.1|DVIR	LOC111602629|XP_023175558.1|DHYD
OG0005643	LOC6622937|XP_002047077.1|DVIR	LOC111598731|XP_023169891.2|DHYD
OG0005644	LOC6624583|XP_002047076.1|DVIR	LOC111598746|XP_023169915.2|DHYD
OG0005645	LOC6631648|XP_015026669.2|DVIR	LOC111603351|XP_023176663.2|DHYD
OG0005646	LOC6633743|XP_002057028.1|DVIR	LOC111593516|XP_023162071.2|DHYD
OG0005647	LOC6626773|XP_002049837.1|DVIR	LOC111597138|XP_023167467.1|DHYD
OG0005648	LOC6624522|XP_002048537.1|DVIR	LOC111604468|XP_023178318.1|DHYD
OG0005649	LOC6632634|XP_002056635.2|DVIR	LOC111595739|XP_023165361.1|DHYD
OG0005650	LOC6632393|XP_002056629.1|DVIR	LOC111604878|XP_023178883.2|DHYD
OG0005651	LOC6632008|XP_002055381.1|DVIR	LOC111603379|XP_023176698.2|DHYD
OG0005652	LOC6630443|XP_015027113.1|DVIR	LOC111595923|XP_023165644.2|DHYD
OG0005653	LOC6628434|XP_032294500.1|DVIR	LOC111601252|XP_023173523.2|DHYD
OG0005654	LOC6629378|XP_032293298.1|DVIR	LOC111600860|XP_023172947.2|DHYD
OG0005655	LOC6630272|XP_002053701.1|DVIR	LOC111602989|XP_023176154.2|DHYD
OG0005656	LOC6630135|XP_002053687.1|DVIR	LOC111602960|XP_023176104.2|DHYD
OG0005657	LOC6633094|XP_032289678.1|DVIR	LOC111593342|XP_023161821.2|DHYD
OG0005658	LOC6632314|XP_002056499.1|DVIR	LOC111604991|XP_023179077.1|DHYD
OG0005659	LOC6632661|XP_002056467.3|DVIR	LOC111602829|XP_023175909.2|DHYD
OG0005660	LOC6623144|XP_032290962.1|DVIR	LOC111604683|XP_023178616.2|DHYD
OG0005661	LOC6632761|XP_002056366.3|DVIR	LOC111603411|XP_023176761.1|DHYD
OG0005662	LOC6632563|XP_032289647.1|DVIR	LOC111598620|XP_023169722.2|DHYD
OG0005663	LOC6633735|XP_002057020.1|DVIR	LOC111597262|XP_023167641.1|DHYD
OG0005664	LOC6633184|XP_032289501.1|DVIR	LOC111593236|XP_030079662.1|DHYD
OG0005665	LOC6630019|XP_002053412.1|DVIR	LOC111600261|XP_023172078.1|DHYD
OG0005666	LOC6631348|XP_002055042.2|DVIR	LOC111592366|XP_023160298.2|DHYD
OG0005667	LOC6633261|XP_002056885.1|DVIR	LOC111605597|XP_023179972.2|DHYD
OG0005668	LOC6623172|XP_015031544.1|DVIR	LOC111604438|XP_023178271.2|DHYD
OG0005669	LOC6628452|XP_015027992.1|DVIR	LOC111592895|XP_023161103.2|DHYD
OG0005670	LOC6632618|XP_002056318.1|DVIR	LOC111604809|XP_023178797.2|DHYD
OG0005671	LOC6630091|XP_002054258.2|DVIR	LOC111595973|XP_023165719.2|DHYD
OG0005672	LOC6636644|XP_002060093.1|DVIR	LOC111594395|XP_023163429.1|DHYD
OG0005673	LOC6624263|XP_002047451.1|DVIR	LOC111603050|XP_023176272.2|DHYD
OG0005674	LOC6624300|XP_032289970.1|DVIR	LOC111604432|XP_030080633.1|DHYD
OG0005675	LOC6632768|XP_002056373.1|DVIR, LOC116652184|XP_032296084.1|DVIR	LOC111603435|XP_023176788.1|DHYD
OG0005676	LOC6636552|XP_002060056.1|DVIR	LOC111598657|XP_023169775.2|DHYD
OG0005677	LOC6625343|XP_002050425.3|DVIR	LOC111600627|XP_023172598.2|DHYD
OG0005678	LOC6632455|XP_002056301.2|DVIR	LOC111604837|XP_023178834.2|DHYD
OG0005679	LOC6629716|XP_032290500.1|DVIR	LOC111598603|XP_023169689.2|DHYD
OG0005680	LOC6635616|XP_002059135.1|DVIR	LOC111596231|XP_023166116.1|DHYD
OG0005681	LOC6629797|XP_002053373.1|DVIR	LOC111599766|XP_030078750.1|DHYD
OG0005682	LOC6629796|XP_002053372.1|DVIR	LOC111599765|XP_023171290.1|DHYD
OG0005683	LOC6633708|XP_032296559.1|DVIR	LOC111593508|XP_030079446.1|DHYD
OG0005684	LOC6622069|XP_002046424.1|DVIR	LOC111592841|XP_023161037.1|DHYD
OG0005685	LOC26531876|XP_032295633.1|DVIR	LOC111601906|XP_023174522.1|DHYD
OG0005686	LOC6629283|XP_002054691.1|DVIR	LOC111599554|XP_023170988.1|DHYD
OG0005687	LOC6624603|XP_032290674.1|DVIR	LOC111592260|XP_023160116.2|DHYD
OG0005688	LOC6626116|XP_002049923.1|DVIR	LOC111600023|XP_023171705.1|DHYD
OG0005689	LOC6636072|XP_002059603.1|DVIR	LOC111603169|XP_023176417.2|DHYD
OG0005690	LOC6635039|XP_032295161.1|DVIR	LOC111597168|XP_023167497.1|DHYD
OG0005691	LOC6629527|XP_002053329.1|DVIR	LOC111593352|XP_023161833.2|DHYD
OG0005692	LOC6628193|XP_032294237.1|DVIR	LOC111599213|XP_023170578.2|DHYD
OG0005693	LOC6623783|XP_002047384.2|DVIR	LOC111593090|XP_023161454.2|DHYD
OG0005694	LOC6630184|XP_002053253.2|DVIR	LOC111601388|XP_023173697.2|DHYD
OG0005695	LOC6630678|XP_002054611.1|DVIR	LOC111603550|XP_023176952.1|DHYD
OG0005696	LOC6630680|XP_002054613.1|DVIR	LOC111603619|XP_023177057.1|DHYD
OG0005697	LOC6630681|XP_002054614.1|DVIR	LOC111603613|XP_023177046.2|DHYD
OG0005698	LOC6635979|XP_002059408.1|DVIR, LOC116650892|XP_032291761.1|DVIR	LOC111602096|XP_023174798.1|DHYD
OG0005699	LOC6630486|XP_032289725.1|DVIR	LOC111604869|XP_023178873.2|DHYD
OG0005700	LOC6633352|XP_015025626.1|DVIR	LOC111602404|XP_023175195.2|DHYD
OG0005701	LOC6627534|XP_032294393.1|DVIR	LOC111595851|XP_023165531.2|DHYD
OG0005702	LOC6633706|XP_002057301.1|DVIR	LOC111593000|XP_023161329.1|DHYD
OG0005703	LOC6626447|XP_002049804.1|DVIR	LOC111597091|XP_023167396.1|DHYD
OG0005704	LOC6634814|XP_032296297.1|DVIR	LOC111605123|XP_023179247.2|DHYD
OG0005705	LOC6623350|XP_002046267.2|DVIR	LOC111597774|XP_030079473.1|DHYD
OG0005706	LOC6633079|XP_002055957.1|DVIR	LOC111594958|XP_023164224.2|DHYD
OG0005707	LOC6633860|XP_032295764.1|DVIR	LOC111604023|XP_030079983.1|DHYD
OG0005708	LOC6635480|XP_002059009.1|DVIR	LOC111601879|XP_023174489.1|DHYD
OG0005709	LOC6632781|XP_002055863.1|DVIR	LOC111596247|XP_023166147.1|DHYD
OG0005710	LOC6632562|XP_002056321.1|DVIR	LOC111598518|XP_023169562.1|DHYD
OG0005711	LOC6622952|XP_002048495.2|DVIR	LOC111604458|XP_023178305.1|DHYD
OG0005712	LOC6628379|XP_002052631.1|DVIR	LOC111595010|XP_023164284.2|DHYD
OG0005713	LOC6630992|XP_032292719.1|DVIR	LOC111595179|XP_023164526.2|DHYD
OG0005714	LOC6629326|XP_002053059.1|DVIR	LOC111601781|XP_023174309.2|DHYD
OG0005715	LOC6629284|XP_002054692.2|DVIR	LOC111599550|XP_023170982.2|DHYD
OG0005716	LOC6633154|XP_002056603.2|DVIR	LOC111604853|XP_023178854.1|DHYD
OG0005717	LOC6633101|XP_002056581.1|DVIR	LOC111604907|XP_023178917.1|DHYD
OG0005718	LOC6629812|XP_002054886.1|DVIR	LOC111599565|XP_023171002.2|DHYD
OG0005719	LOC6630998|XP_002053500.1|DVIR	LOC111595598|XP_023165179.2|DHYD
OG0005720	LOC6629613|XP_002053586.1|DVIR	LOC111601331|XP_023173629.1|DHYD
OG0005721	LOC6630993|XP_002053495.2|DVIR	LOC111595160|XP_023164509.2|DHYD
OG0005722	LOC6632342|XP_002056410.3|DVIR	LOC111603457|XP_023176813.2|DHYD
OG0005723	LOC6632905|XP_002056755.2|DVIR	LOC111598641|XP_023169756.1|DHYD
OG0005724	LOC6625071|XP_032293346.1|DVIR	LOC111593545|XP_023162160.2|DHYD
OG0005725	LOC6629458|XP_002054705.1|DVIR	LOC111599570|XP_023171009.2|DHYD
OG0005726	LOC6631393|XP_002055530.1|DVIR	LOC111592363|XP_023160292.1|DHYD
OG0005727	LOC6631230|XP_032294805.1|DVIR	LOC111603595|XP_023177021.2|DHYD
OG0005728	LOC6632766|XP_002056371.1|DVIR	LOC111603402|XP_023176737.1|DHYD
OG0005729	LOC26530586|XP_032294827.1|DVIR	LOC111603586|XP_023177009.2|DHYD
OG0005730	LOC6631233|XP_002054662.1|DVIR	LOC111603632|XP_023177069.1|DHYD
OG0005731	LOC6631234|XP_002054663.1|DVIR	LOC111603631|XP_023177068.1|DHYD
OG0005732	LOC6630902|XP_002053131.2|DVIR	LOC111592049|XP_023159814.1|DHYD
OG0005733	LOC6630901|XP_002053130.1|DVIR	LOC111592026|XP_023159787.1|DHYD
OG0005734	LOC6633053|XP_002056761.1|DVIR	LOC111598645|XP_023169760.2|DHYD
