Orthogroup	DVIR.longest_only	DMAU.longest_only
OG0004373	LOC6624950|XP_002049174.2|DVIR	LOC117145429|XP_033166967.1|DMAU
OG0004374	LOC6626853|XP_015029897.1|DVIR	LOC117137472|XP_033154811.1|DMAU
OG0004375	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR	LOC117140598|XP_033159499.1|DMAU
OG0004376	LOC6622943|XP_002048039.1|DVIR	LOC117141408|XP_033160722.1|DMAU
OG0004377	LOC6623362|XP_002047120.1|DVIR	LOC117140376|XP_033159132.1|DMAU
OG0004378	LOC6626488|XP_002049687.3|DVIR	LOC117138217|XP_033156048.1|DMAU
OG0004379	LOC6625689|XP_032292867.1|DVIR	LOC117137118|XP_033154301.1|DMAU
OG0004380	LOC6626437|XP_002048905.1|DVIR	LOC117137510|XP_033154882.1|DMAU
OG0004381	LOC6633131|XP_002055812.2|DVIR	LOC117143893|XP_033164688.1|DMAU
OG0004382	LOC6625953|XP_032292971.1|DVIR	LOC117137686|XP_033155146.1|DMAU
OG0004383	LOC6626253|XP_015029646.1|DVIR	LOC117136373|XP_033153154.1|DMAU
OG0004384	LOC6626255|XP_002048939.1|DVIR	LOC117136379|XP_033153161.1|DMAU
OG0004385	LOC6624858|XP_002049206.1|DVIR	LOC117136440|XP_033153247.1|DMAU
OG0004386	LOC6625644|XP_032292881.1|DVIR	LOC117137643|XP_033155068.1|DMAU
OG0004387	LOC6622093|XP_032290766.1|DVIR	LOC117139276|XP_033157393.1|DMAU
OG0004388	LOC6625949|XP_002049386.1|DVIR	LOC117137845|XP_033155438.1|DMAU
OG0004389	LOC6623753|XP_002047363.3|DVIR	LOC117139142|XP_033157184.1|DMAU
OG0004390	LOC6637046|XP_032289950.1|DVIR	LOC117140453|XP_033159274.1|DMAU
OG0004391	LOC6626135|XP_002049129.2|DVIR	LOC117138052|XP_033155759.1|DMAU
OG0004392	LOC6622068|XP_032290842.1|DVIR	LOC117141034|XP_033160207.1|DMAU
OG0004393	LOC6625385|XP_002050302.1|DVIR	LOC117136611|XP_033153489.1|DMAU
OG0004394	LOC6625862|XP_002050855.2|DVIR	LOC117136395|XP_033153180.1|DMAU
OG0004395	LOC6626925|XP_002049539.1|DVIR	LOC117136675|XP_033153570.1|DMAU
OG0004396	LOC6625091|XP_002049358.1|DVIR	LOC117135896|XP_033152334.1|DMAU
OG0004397	LOC6626225|XP_002049801.1|DVIR	LOC117138138|XP_033155903.1|DMAU
OG0004398	LOC6625088|XP_002049355.1|DVIR	LOC117138141|XP_033155906.1|DMAU
OG0004399	LOC6627026|XP_002050586.1|DVIR	LOC117136461|XP_033153280.1|DMAU
OG0004400	LOC6629264|XP_002054681.1|DVIR	LOC117142215|XP_033161941.1|DMAU
OG0004401	LOC6626861|XP_002049252.1|DVIR	LOC117136486|XP_033153316.1|DMAU
OG0004402	LOC6626589|XP_002049768.1|DVIR	LOC117136712|XP_033153626.1|DMAU
OG0004403	LOC6624746|XP_002049706.1|DVIR	LOC117138344|XP_033156275.1|DMAU
OG0004404	LOC6624841|XP_032293091.1|DVIR	LOC117136359|XP_033153120.1|DMAU
OG0004405	LOC6623070|XP_032290664.1|DVIR	LOC117141538|XP_033160924.1|DMAU
OG0004406	LOC6622551|XP_015031422.1|DVIR	LOC117139544|XP_033157820.1|DMAU
OG0004407	LOC6624986|XP_002048917.1|DVIR	LOC117137395|XP_033154707.1|DMAU
OG0004408	LOC6623665|XP_002047633.2|DVIR	LOC117139999|XP_033158597.1|DMAU
OG0004409	LOC6636243|XP_002059756.2|DVIR	LOC117146256|XP_033168098.1|DMAU
OG0004410	LOC6627241|XP_032293222.1|DVIR	LOC117135418|XP_033151461.1|DMAU
OG0004411	LOC6622142|XP_002047712.1|DVIR	LOC117140482|XP_033159323.1|DMAU
OG0004412	LOC6622457|XP_002047710.2|DVIR	LOC117140479|XP_033159320.1|DMAU
OG0004413	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR	LOC117136719|XP_033153635.1|DMAU
OG0004414	LOC6625547|XP_002049982.1|DVIR	LOC117138455|XP_033156473.1|DMAU
OG0004415	LOC6626452|XP_002049682.1|DVIR	LOC117135886|XP_033152324.1|DMAU
OG0004416	LOC6626208|XP_002049794.1|DVIR	LOC117136433|XP_033153237.1|DMAU
OG0004417	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR	LOC117142594|XP_033162560.1|DMAU
OG0004418	LOC6624793|XP_002049344.2|DVIR	LOC117137270|XP_033154524.1|DMAU
OG0004419	LOC6635375|XP_032293163.1|DVIR	LOC117138342|XP_033156272.1|DMAU
OG0004420	LOC6625523|XP_032293087.1|DVIR	LOC117137722|XP_033155186.1|DMAU
OG0004421	LOC116650434|XP_032289981.1|DVIR	LOC117141264|XP_033160524.1|DMAU
OG0004422	LOC6622286|XP_002046953.1|DVIR	LOC117139757|XP_033158214.1|DMAU
OG0004423	LOC6627064|XP_002049315.1|DVIR	LOC117138574|XP_033156636.1|DMAU
OG0004424	LOC6625923|XP_032292953.1|DVIR	LOC117136251|XP_033152948.1|DMAU
OG0004425	LOC6623183|XP_002048112.1|DVIR	LOC117138989|XP_033156951.1|DMAU
OG0004426	LOC6624498|XP_002048119.1|DVIR	LOC117139210|XP_033157278.1|DMAU
OG0004427	LOC6624631|XP_002048088.1|DVIR	LOC117139083|XP_033157090.1|DMAU
OG0004428	LOC6630588|XP_015027063.1|DVIR	LOC117142674|XP_033162699.1|DMAU
OG0004429	LOC6628035|XP_002052912.1|DVIR	LOC117143817|XP_033164557.1|DMAU
OG0004430	LOC6624398|XP_002047649.1|DVIR	LOC117141803|XP_033161339.1|DMAU
OG0004431	LOC6631081|XP_002053807.1|DVIR	LOC117144089|XP_033164995.1|DMAU
OG0004432	LOC6630972|XP_002053806.2|DVIR	LOC117144086|XP_033164991.1|DMAU
OG0004433	LOC6623802|XP_015031578.1|DVIR	LOC117139100|XP_033157122.1|DMAU
OG0004434	LOC6625089|XP_002049356.1|DVIR	LOC117138140|XP_033155905.1|DMAU
OG0004435	LOC6626047|XP_002049145.2|DVIR	LOC117135423|XP_033151468.1|DMAU
OG0004436	LOC6626331|XP_032293374.1|DVIR	LOC117138040|XP_033155741.1|DMAU
OG0004437	LOC6627142|XP_002048954.1|DVIR	LOC117138690|XP_033156839.1|DMAU
OG0004438	LOC6626953|XP_002049405.1|DVIR	LOC117136376|XP_033153157.1|DMAU
OG0004439	LOC6626958|XP_002049410.1|DVIR	LOC117138666|XP_033156795.1|DMAU
OG0004440	LOC6627240|XP_002049161.1|DVIR	LOC117135591|XP_033151817.1|DMAU
OG0004441	LOC6628353|XP_002052219.1|DVIR	LOC117136122|XP_033152718.1|DMAU
OG0004442	LOC6626100|XP_015029791.1|DVIR	LOC117136794|XP_033153741.1|DMAU
OG0004443	LOC6622213|XP_002046908.1|DVIR	LOC117140389|XP_033159147.1|DMAU
OG0004444	LOC6625378|XP_002048994.1|DVIR	LOC117137907|XP_033155543.1|DMAU
OG0004445	LOC6635317|XP_032293164.1|DVIR	LOC117136185|XP_033152820.1|DMAU
OG0004446	LOC6632880|XP_002055932.2|DVIR	LOC117142320|XP_033162118.1|DMAU
OG0004447	LOC6632226|XP_002055874.1|DVIR	LOC117142684|XP_033162719.1|DMAU
OG0004448	LOC6627222|XP_002049851.1|DVIR	LOC117137491|XP_033154861.1|DMAU
OG0004449	LOC6622396|XP_002048415.2|DVIR	LOC117140335|XP_033159073.1|DMAU
OG0004450	LOC6625674|XP_002049373.2|DVIR	LOC117138215|XP_033156046.1|DMAU
OG0004451	LOC6625275|XP_002049366.1|DVIR	LOC117136428|XP_033153232.1|DMAU
OG0004452	LOC6626044|XP_002049142.1|DVIR	LOC117137934|XP_033155579.1|DMAU
OG0004453	LOC6625787|XP_032292919.1|DVIR	LOC117138402|XP_033156371.1|DMAU
OG0004454	LOC6629971|XP_002053080.1|DVIR	LOC117142247|XP_033161991.1|DMAU
OG0004455	LOC6622368|XP_032290028.1|DVIR	LOC117140085|XP_033158729.1|DMAU
OG0004456	LOC6634399|XP_002058152.1|DVIR	LOC117148658|XP_033172059.1|DMAU
OG0004457	LOC6622278|XP_032289873.1|DVIR	LOC117140192|XP_033158862.1|DMAU
OG0004458	LOC6623770|XP_002048621.2|DVIR	LOC117140571|XP_033159461.1|DMAU
OG0004459	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR	LOC117141906|XP_033161509.1|DMAU
OG0004460	LOC6622501|XP_002046707.1|DVIR	LOC117141444|XP_033160789.1|DMAU
OG0004461	LOC6623386|XP_002048230.1|DVIR	LOC117140919|XP_033160001.1|DMAU
OG0004462	LOC6623076|XP_002047572.1|DVIR	LOC117138983|XP_033156943.1|DMAU
OG0004463	LOC6622852|XP_015031356.1|DVIR	LOC117139171|XP_033157221.1|DMAU
OG0004464	LOC6622571|XP_032290716.1|DVIR	LOC117138986|XP_033156947.1|DMAU
OG0004465	LOC6629174|XP_002052369.1|DVIR	LOC117139555|XP_033157840.1|DMAU
OG0004466	LOC6624574|XP_032291092.1|DVIR	LOC117141280|XP_033160541.1|DMAU
OG0004467	LOC6622980|XP_002048041.1|DVIR	LOC117141521|XP_033160903.1|DMAU
OG0004468	LOC6622955|XP_002048042.1|DVIR	LOC117139415|XP_033157583.1|DMAU
OG0004469	LOC6623643|XP_032290512.1|DVIR	LOC117140670|XP_033159608.1|DMAU
OG0004470	LOC6627901|XP_002051815.1|DVIR	LOC117140050|XP_033158681.1|DMAU
OG0004471	LOC6630882|XP_032290487.1|DVIR	LOC117144101|XP_033165009.1|DMAU
OG0004472	LOC6625924|XP_002049294.1|DVIR	LOC117136166|XP_033152798.1|DMAU
OG0004473	LOC6624828|XP_002049567.2|DVIR	LOC117137556|XP_033154947.1|DMAU
OG0004474	LOC6624827|XP_002049566.1|DVIR	LOC117137578|XP_033154975.1|DMAU
OG0004475	LOC6625052|XP_002049173.1|DVIR	LOC117145426|XP_033166964.1|DMAU
OG0004476	LOC6627943|XP_002051416.2|DVIR	LOC117143681|XP_033164360.1|DMAU
OG0004477	LOC6626873|XP_002049617.1|DVIR	LOC117136852|XP_033153842.1|DMAU
OG0004478	LOC6626627|XP_002049411.1|DVIR	LOC117137547|XP_033154934.1|DMAU
OG0004479	LOC6625304|XP_002049968.2|DVIR	LOC117137213|XP_033154459.1|DMAU
OG0004480	LOC6631739|XP_002055459.1|DVIR	LOC117147489|XP_033170276.1|DMAU
OG0004481	LOC6625975|XP_002050506.1|DVIR	LOC117138404|XP_033156373.1|DMAU
OG0004482	LOC6629477|XP_032295955.1|DVIR	LOC117143877|XP_033164653.1|DMAU
OG0004483	LOC6625227|XP_002049964.1|DVIR	LOC117135578|XP_033151793.1|DMAU
OG0004484	LOC6630000|XP_002054713.1|DVIR	LOC117144790|XP_033166050.1|DMAU
OG0004485	LOC6635474|XP_032296264.1|DVIR	LOC117146426|XP_033168520.1|DMAU
OG0004486	LOC6625047|XP_002049168.1|DVIR	LOC117137186|XP_033154400.1|DMAU
OG0004487	LOC6624014|XP_002047404.1|DVIR	LOC117142039|XP_033161800.1|DMAU
OG0004488	LOC6635947|XP_002059390.1|DVIR	LOC117138295|XP_033156185.1|DMAU
OG0004489	LOC6624461|XP_002046635.1|DVIR	LOC117139273|XP_033157388.1|DMAU
OG0004490	LOC6636416|XP_002059872.1|DVIR	LOC117137560|XP_033154954.1|DMAU
OG0004491	LOC6628712|XP_002051330.1|DVIR	LOC117150550|XP_033173375.1|DMAU
OG0004492	LOC6631702|XP_015026444.2|DVIR, LOC6624517|XP_002048126.1|DVIR	LOC117139536|XP_033157800.1|DMAU
OG0004493	LOC6622637|XP_002048452.1|DVIR	LOC117141494|XP_033160872.1|DMAU
OG0004494	LOC6633163|XP_002056612.2|DVIR, LOC6632984|XP_002056487.2|DVIR	LOC117142840|XP_033162964.1|DMAU
OG0004495	LOC6630853|XP_032292060.1|DVIR, LOC6630851|XP_002053933.2|DVIR, LOC116650851|XP_032291603.1|DVIR	LOC117145276|XP_033166755.1|DMAU
OG0004496	LOC6624377|XP_002046911.2|DVIR	LOC117136526|XP_033153362.1|DMAU, LOC117137858|XP_033155463.1|DMAU
OG0004497	LOC6626426|XP_002050266.1|DVIR	LOC117137341|XP_033154627.1|DMAU
OG0004498	LOC116651240|XP_032293100.1|DVIR	LOC117142892|XP_033163060.1|DMAU, LOC117144213|XP_033165154.1|DMAU
OG0004500	LOC6626948|XP_002050938.1|DVIR	LOC117136633|XP_033153515.1|DMAU
OG0004501	LOC6635968|XP_002059332.1|DVIR	LOC117136261|XP_033152970.1|DMAU
OG0004503	LOC6625313|XP_032291679.1|DVIR, LOC6625312|XP_032291680.1|DVIR	LOC117143021|XP_033163292.1|DMAU
OG0004504	LOC6635251|XP_002058759.1|DVIR	LOC117141683|XP_033161178.1|DMAU
OG0004505	LOC6630005|XP_015026849.1|DVIR	LOC117144380|XP_033165401.1|DMAU
OG0004506	LOC6631158|XP_002054512.1|DVIR	LOC117144649|XP_033165838.1|DMAU
OG0004507	LOC6634947|XP_002058535.2|DVIR	LOC117143657|XP_033164329.1|DMAU
OG0004508	LOC6634922|XP_002058682.2|DVIR	LOC117144915|XP_033166251.1|DMAU
OG0004509	LOC6623125|XP_002048596.1|DVIR	LOC117140310|XP_033159046.1|DMAU
OG0004510	LOC6634403|XP_032289261.1|DVIR	LOC117146498|XP_033168639.1|DMAU
OG0004511	LOC6631143|XP_002054246.2|DVIR	LOC117143192|XP_033163619.1|DMAU
OG0004512	LOC6636202|XP_002059692.2|DVIR	LOC117146262|XP_033168123.1|DMAU
OG0004513	LOC6636221|XP_002059701.1|DVIR	LOC117146275|XP_033168161.1|DMAU
OG0004514	LOC6636230|XP_015024003.1|DVIR	LOC117146236|XP_033168033.1|DMAU
OG0004515	LOC6632194|XP_002054982.2|DVIR	LOC117146786|XP_033169212.1|DMAU
OG0004516	LOC6633520|XP_002057068.2|DVIR	LOC117146839|XP_033169284.1|DMAU
OG0004517	LOC6631849|XP_032296029.1|DVIR	LOC117146743|XP_033169091.1|DMAU
OG0004518	LOC6636526|XP_032289124.1|DVIR	LOC117148845|XP_033172390.1|DMAU
OG0004519	LOC6634873|XP_002058602.2|DVIR	LOC117142363|XP_033162181.1|DMAU
OG0004520	LOC6632150|XP_015026316.1|DVIR	LOC117146708|XP_033169015.1|DMAU
OG0004521	LOC6635863|XP_032292678.1|DVIR	LOC117136209|XP_033152855.1|DMAU
OG0004522	LOC6635527|XP_002059098.1|DVIR	LOC117148093|XP_033171196.1|DMAU
OG0004523	LOC6632823|XP_032289482.1|DVIR	LOC117142620|XP_033162597.1|DMAU
OG0004524	LOC6633592|XP_002056804.2|DVIR	LOC117148828|XP_033172369.1|DMAU
OG0004525	LOC6631992|XP_015026582.1|DVIR	LOC117148732|XP_033172188.1|DMAU
OG0004526	LOC6634805|XP_032289260.1|DVIR	LOC117146677|XP_033168929.1|DMAU
OG0004527	LOC6636653|XP_002060131.1|DVIR	LOC117148516|XP_033171814.1|DMAU
OG0004528	LOC6632128|XP_002055101.1|DVIR	LOC117146833|XP_033169278.1|DMAU
OG0004529	LOC6636014|XP_002059538.2|DVIR	LOC117146603|XP_033168819.1|DMAU
OG0004530	LOC6631968|XP_002055015.2|DVIR	LOC117147237|XP_033169943.1|DMAU
OG0004531	LOC6633022|XP_032289597.1|DVIR	LOC117142803|XP_033162901.1|DMAU
OG0004532	LOC6633570|XP_002057375.3|DVIR	LOC117147197|XP_033169888.1|DMAU
OG0004533	LOC6633829|XP_002057108.1|DVIR	LOC117146687|XP_033168952.1|DMAU
OG0004534	LOC6631948|XP_002055400.1|DVIR	LOC117136143|XP_033152739.1|DMAU
OG0004535	LOC6623474|XP_002046254.1|DVIR	LOC117140290|XP_033159018.1|DMAU
OG0004536	LOC6632055|XP_032295882.1|DVIR	LOC117148382|XP_033171629.1|DMAU
OG0004537	LOC6633578|XP_032296569.1|DVIR	LOC117147148|XP_033169820.1|DMAU
OG0004538	LOC6635803|XP_015024249.1|DVIR	LOC117136042|XP_033152570.1|DMAU
OG0004539	LOC6629897|XP_002053992.1|DVIR	LOC117145893|XP_033167633.1|DMAU
OG0004540	LOC6634638|XP_032296401.1|DVIR	LOC117148027|XP_033171089.1|DMAU, LOC117146406|XP_033168481.1|DMAU
OG0004541	LOC6625212|XP_015029807.1|DVIR	LOC117136277|XP_033153000.1|DMAU
OG0004542	LOC6632051|XP_032295759.1|DVIR	LOC117148221|XP_033171402.1|DMAU
OG0004543	LOC6633730|XP_002057015.3|DVIR	LOC117146777|XP_033169190.1|DMAU
OG0004544	LOC6634472|XP_002058243.2|DVIR	LOC117148659|XP_033172062.1|DMAU
OG0004545	LOC6630914|XP_002053773.1|DVIR	LOC117143839|XP_033164582.1|DMAU
OG0004546	LOC6626386|XP_002048728.1|DVIR	LOC117136642|XP_033153525.1|DMAU
OG0004547	LOC6633449|XP_002056911.1|DVIR	LOC117146558|XP_033168747.1|DMAU
OG0004548	LOC6632014|XP_002054947.1|DVIR	LOC117148939|XP_033172556.1|DMAU
OG0004549	LOC6634530|XP_032296438.1|DVIR	LOC117148596|XP_033171964.1|DMAU
OG0004550	LOC6633815|XP_032296528.1|DVIR	LOC117148046|XP_033171116.1|DMAU
OG0004551	LOC6626789|XP_002049828.1|DVIR	LOC117135860|XP_033152277.1|DMAU
OG0004552	LOC6633316|XP_032296683.1|DVIR	LOC117146924|XP_033169446.1|DMAU
OG0004553	LOC6623399|XP_002046760.1|DVIR	LOC117139216|XP_033157289.1|DMAU
OG0004554	LOC6636697|XP_002060117.2|DVIR	LOC117147123|XP_033169780.1|DMAU
OG0004555	LOC6636696|XP_002060116.1|DVIR	LOC117148668|XP_033172074.1|DMAU
OG0004556	LOC6632119|XP_032296193.1|DVIR	LOC117148854|XP_033172403.1|DMAU
OG0004557	LOC6634720|XP_032289224.1|DVIR	LOC117147714|XP_033170602.1|DMAU
OG0004558	LOC6632142|XP_002055394.2|DVIR	LOC117147254|XP_033169964.1|DMAU
OG0004559	LOC6630781|XP_002054815.1|DVIR	LOC117145078|XP_033166486.1|DMAU
OG0004560	LOC26530460|XP_032296669.1|DVIR	LOC117139401|XP_033157559.1|DMAU
OG0004561	LOC6630943|XP_032296190.1|DVIR	LOC117142720|XP_033162773.1|DMAU
OG0004562	LOC6630063|XP_002054285.1|DVIR	LOC117145297|XP_033166780.1|DMAU
OG0004563	LOC6630290|XP_032295103.1|DVIR	LOC117143416|XP_033164009.1|DMAU
OG0004564	LOC6632520|XP_032289567.1|DVIR	LOC117144985|XP_033166345.1|DMAU
OG0004565	LOC6629529|XP_002053963.1|DVIR	LOC117143126|XP_033163506.1|DMAU
OG0004566	LOC6631669|XP_002055411.1|DVIR	LOC117148579|XP_033171937.1|DMAU
OG0004567	LOC6634471|XP_002058242.1|DVIR	LOC117147185|XP_033169876.1|DMAU
OG0004568	LOC6634736|XP_032289215.1|DVIR	LOC117146515|XP_033168673.1|DMAU
OG0004569	LOC6633034|XP_002056061.2|DVIR	LOC117142655|XP_033162672.1|DMAU
OG0004570	LOC6627218|XP_002050215.1|DVIR	LOC117138514|XP_033156539.1|DMAU
OG0004571	LOC6635435|XP_002059071.1|DVIR	LOC117148449|XP_033171714.1|DMAU
OG0004572	LOC6629015|XP_002052757.1|DVIR	LOC117142789|XP_033162876.1|DMAU
OG0004573	LOC6632608|XP_032289522.1|DVIR	LOC117142614|XP_033162587.1|DMAU
OG0004574	LOC6633362|XP_002057166.1|DVIR	LOC117148211|XP_033171391.1|DMAU
OG0004575	LOC6633361|XP_032296533.1|DVIR	LOC117147355|XP_033170109.1|DMAU
OG0004576	LOC6629883|XP_002054543.1|DVIR	LOC117143881|XP_033164658.1|DMAU
OG0004577	LOC6630973|XP_032289911.1|DVIR	LOC117142752|XP_033162824.1|DMAU
OG0004578	LOC6631801|XP_015026728.1|DVIR	LOC117146949|XP_033169495.1|DMAU
OG0004579	LOC6628057|XP_032294626.1|DVIR	LOC117151059|XP_033174173.1|DMAU
OG0004580	LOC6632253|XP_002056082.1|DVIR	LOC117144377|XP_033165398.1|DMAU
OG0004581	LOC6634884|XP_002058503.1|DVIR	LOC117143270|XP_033163739.1|DMAU
OG0004582	LOC6630468|XP_002054104.2|DVIR	LOC117145152|XP_033166583.1|DMAU
OG0004583	LOC6631672|XP_002055414.1|DVIR	LOC117148722|XP_033172165.1|DMAU
OG0004584	LOC6626091|XP_002049400.1|DVIR	LOC117137530|XP_033154907.1|DMAU
OG0004585	LOC6633025|XP_002055942.1|DVIR	LOC117143366|XP_033163931.1|DMAU
OG0004586	LOC6634789|XP_032296324.1|DVIR	LOC117146501|XP_033168643.1|DMAU
OG0004587	LOC6632829|XP_032289481.1|DVIR	LOC117145802|XP_033167491.1|DMAU
OG0004588	LOC6632827|XP_002055913.1|DVIR	LOC117145807|XP_033167499.1|DMAU
OG0004589	LOC6631946|XP_032295426.1|DVIR	LOC117148352|XP_033171580.1|DMAU
OG0004590	LOC6632814|XP_032289443.1|DVIR	LOC117145748|XP_033167401.1|DMAU
OG0004591	LOC6632262|XP_015025983.1|DVIR	LOC117143486|XP_033164090.1|DMAU
OG0004592	LOC6631425|XP_002054939.1|DVIR	LOC117146793|XP_033169223.1|DMAU
OG0004593	LOC6633446|XP_002056908.1|DVIR	LOC117148213|XP_033171393.1|DMAU
OG0004594	LOC6632009|XP_032296004.1|DVIR	LOC117146589|XP_033168801.1|DMAU
OG0004595	LOC6633744|XP_002057029.1|DVIR	LOC117147773|XP_033170700.1|DMAU
OG0004596	LOC6634475|XP_032296429.1|DVIR	LOC117147249|XP_033169957.1|DMAU
OG0004597	LOC6634582|XP_002058083.1|DVIR	LOC117148420|XP_033171680.1|DMAU
OG0004598	LOC6622978|XP_002046506.1|DVIR	LOC117141492|XP_033160868.1|DMAU
OG0004599	LOC6628258|XP_002052538.1|DVIR	LOC117135289|XP_033151351.1|DMAU
OG0004600	LOC6636170|XP_002059556.1|DVIR	LOC117148227|XP_033171407.1|DMAU
OG0004601	LOC6636023|XP_002059547.3|DVIR	LOC117146897|XP_033169394.1|DMAU
OG0004602	LOC6631937|XP_002055484.1|DVIR	LOC117147086|XP_033169742.1|DMAU
OG0004603	LOC6628197|XP_002052856.1|DVIR	LOC117150392|XP_033173146.1|DMAU
OG0004604	LOC6632048|XP_002055245.1|DVIR	LOC117147544|XP_033170371.1|DMAU
OG0004605	LOC6631422|XP_002055307.2|DVIR	LOC117146862|XP_033169331.1|DMAU
OG0004606	LOC6632503|XP_015026166.1|DVIR	LOC117142245|XP_033161988.1|DMAU
OG0004607	LOC6634743|XP_032296279.1|DVIR	LOC117148493|XP_033171765.1|DMAU, LOC117147393|XP_033170153.1|DMAU
OG0004608	LOC6636130|XP_032296081.1|DVIR	LOC117148614|XP_033171986.1|DMAU
OG0004609	LOC6631482|XP_002055427.1|DVIR	LOC117147363|XP_033170118.1|DMAU
OG0004610	LOC6631279|XP_032295420.1|DVIR	LOC117143347|XP_033163905.1|DMAU
OG0004611	LOC6629501|XP_032294834.1|DVIR	LOC117144301|XP_033165298.1|DMAU
OG0004612	LOC6629502|XP_002054522.1|DVIR	LOC117144706|XP_033165936.1|DMAU
OG0004613	LOC6634885|XP_002058504.1|DVIR	LOC117143275|XP_033163745.1|DMAU
OG0004614	LOC6632171|XP_002055269.2|DVIR	LOC117148069|XP_033171157.1|DMAU
OG0004615	LOC6634749|XP_032296276.1|DVIR	LOC117148708|XP_033172145.1|DMAU
OG0004616	LOC6636661|XP_002060139.1|DVIR	LOC117146956|XP_033169509.1|DMAU
OG0004617	LOC6628830|XP_002052071.1|DVIR	LOC117143218|XP_033163661.1|DMAU
OG0004618	LOC6629531|XP_002053965.1|DVIR	LOC117142448|XP_033162308.1|DMAU
OG0004619	LOC6630969|XP_002053803.1|DVIR	LOC117144083|XP_033164989.1|DMAU
OG0004620	LOC6629712|XP_002053074.1|DVIR	LOC117142392|XP_033162229.1|DMAU
OG0004621	LOC6629631|XP_002053333.1|DVIR	LOC117145938|XP_033167707.1|DMAU
OG0004622	LOC6632907|XP_015026075.1|DVIR	LOC117144586|XP_033165751.1|DMAU
OG0004623	LOC6632220|XP_002055888.1|DVIR	LOC117145624|XP_033167233.1|DMAU
OG0004624	LOC6630759|XP_002054618.1|DVIR	LOC117145027|XP_033166419.1|DMAU
OG0004625	LOC6634439|XP_032296347.1|DVIR	LOC117147042|XP_033169665.1|DMAU
OG0004626	LOC6631543|XP_032295830.1|DVIR	LOC117147269|XP_033169985.1|DMAU
OG0004627	LOC6623650|XP_002046306.2|DVIR	LOC117141960|XP_033161631.1|DMAU
OG0004628	LOC6636926|XP_032289219.1|DVIR	LOC117148782|XP_033172278.1|DMAU
OG0004629	LOC6630470|XP_015027016.1|DVIR	LOC117142575|XP_033162533.1|DMAU
OG0004630	LOC6633060|XP_032289698.1|DVIR	LOC117143214|XP_033163653.1|DMAU
OG0004631	LOC6632805|XP_032289411.1|DVIR	LOC117142884|XP_033163048.1|DMAU
OG0004632	LOC6632806|XP_002056233.2|DVIR	LOC117142883|XP_033163047.1|DMAU
OG0004633	LOC6632217|XP_002055885.1|DVIR	LOC117145620|XP_033167229.1|DMAU
OG0004634	LOC6633234|XP_002055849.1|DVIR	LOC117145374|XP_033166889.1|DMAU
OG0004635	LOC6631942|XP_002055044.2|DVIR	LOC117148112|XP_033171221.1|DMAU
OG0004636	LOC6632091|XP_032295384.1|DVIR	LOC117148214|XP_033171394.1|DMAU
OG0004637	LOC6633413|XP_015025557.1|DVIR	LOC117147844|XP_033170798.1|DMAU
OG0004638	LOC6635417|XP_032296143.1|DVIR	LOC117148026|XP_033171087.1|DMAU
OG0004639	LOC6630242|XP_002053906.2|DVIR	LOC117143445|XP_033164044.1|DMAU
OG0004640	LOC6630244|XP_002053908.2|DVIR	LOC117144683|XP_033165896.1|DMAU
OG0004641	LOC6633851|XP_032295983.1|DVIR	LOC117146772|XP_033169184.1|DMAU
OG0004642	LOC6633414|XP_002056813.1|DVIR	LOC117141022|XP_033160186.1|DMAU
OG0004643	LOC6629349|XP_002053265.1|DVIR	LOC117144958|XP_033166305.1|DMAU
OG0004644	LOC6634681|XP_002057997.1|DVIR	LOC117146654|XP_033168880.1|DMAU
OG0004645	LOC6628190|XP_002052849.1|DVIR	LOC117150324|XP_033173053.1|DMAU
OG0004646	LOC6632879|XP_002055931.1|DVIR	LOC117142322|XP_033162124.1|DMAU
OG0004647	LOC6633814|XP_032296599.1|DVIR	LOC117147199|XP_033169899.1|DMAU
OG0004648	LOC6632168|XP_015026659.2|DVIR	LOC117148802|XP_033172308.1|DMAU
OG0004649	LOC6633748|XP_002056934.1|DVIR	LOC117148276|XP_033171480.1|DMAU
OG0004650	LOC6627753|XP_032293389.1|DVIR	LOC117150594|XP_033173443.1|DMAU
OG0004651	LOC6630547|XP_002054418.3|DVIR	LOC117145066|XP_033166471.1|DMAU
OG0004652	LOC6632939|XP_002056126.1|DVIR	LOC117142369|XP_033162186.1|DMAU
OG0004653	LOC6622712|XP_002048313.1|DVIR	LOC117142078|XP_033161850.1|DMAU
OG0004654	LOC6628457|XP_002051829.1|DVIR	LOC117150328|XP_033173063.1|DMAU
OG0004655	LOC6629938|XP_002054366.3|DVIR	LOC117143899|XP_033164696.1|DMAU
OG0004656	LOC6635452|XP_002059054.1|DVIR	LOC117147187|XP_033169880.1|DMAU
OG0004657	LOC6632965|XP_002056355.3|DVIR	LOC117145443|XP_033166992.1|DMAU
OG0004658	LOC6631196|XP_002053039.1|DVIR	LOC117145929|XP_033167693.1|DMAU
OG0004659	LOC6629310|XP_002052974.1|DVIR	LOC117145536|XP_033167122.1|DMAU
