Orthogroup	DVIR.longest_only	DBIA.longest_only
OG0004786	LOC6634906|XP_002058558.1|DVIR	LOC108027447|XP_016954387.1|DBIA
OG0004787	LOC6634908|XP_002058560.1|DVIR	LOC108027134|XP_016953841.1|DBIA
OG0004788	LOC6634909|XP_002058561.1|DVIR	LOC108027137|XP_016953843.1|DBIA
OG0004789	LOC6634910|XP_032295321.1|DVIR	LOC108027139|XP_016953847.1|DBIA
OG0004790	LOC6630037|XP_002054028.3|DVIR	LOC108025542|XP_016951561.1|DBIA
OG0004791	LOC6631057|XP_002054223.1|DVIR	LOC108025266|XP_016951116.1|DBIA
OG0004792	LOC6635100|XP_002058348.1|DVIR	LOC108032220|XP_016961572.1|DBIA
OG0004793	LOC6631271|XP_032291750.1|DVIR	LOC108025248|XP_016951088.1|DBIA
OG0004794	LOC6630975|XP_002053863.1|DVIR	LOC108031739|XP_016960922.1|DBIA
OG0004795	LOC6632425|XP_002056097.2|DVIR	LOC108024749|XP_016950348.1|DBIA
OG0004796	LOC6635088|XP_002058418.2|DVIR	LOC108031734|XP_016960905.1|DBIA
OG0004797	LOC6630305|XP_032295393.1|DVIR	LOC108031946|XP_016961216.1|DBIA
OG0004798	LOC6635182|XP_002058586.1|DVIR	LOC108026043|XP_016952227.1|DBIA
OG0004799	LOC6630955|XP_002053945.1|DVIR	LOC108031675|XP_016960803.1|DBIA
OG0004800	LOC6629667|XP_032295057.1|DVIR	LOC108032149|XP_016961478.1|DBIA
OG0004801	LOC6629676|XP_002053659.1|DVIR	LOC108026436|XP_016952862.1|DBIA
OG0004802	LOC26530763|XP_015027823.2|DVIR	LOC108032074|XP_016961383.1|DBIA
OG0004803	LOC6630153|XP_032295299.1|DVIR	LOC108024573|XP_016950059.1|DBIA
OG0004804	LOC6630979|XP_032290751.1|DVIR	LOC108024949|XP_016950672.1|DBIA
OG0004805	LOC6629951|XP_032288746.1|DVIR	LOC108031469|XP_016960410.1|DBIA
OG0004806	LOC6634499|XP_002058237.1|DVIR	LOC108035981|XP_016967311.1|DBIA
OG0004807	LOC26530603|XP_015027812.1|DVIR	LOC108026054|XP_016952237.1|DBIA
OG0004808	LOC6632729|XP_002056052.1|DVIR	LOC108032179|XP_016961523.1|DBIA
OG0004809	LOC26531304|XP_015027883.1|DVIR	LOC108032208|XP_016961557.1|DBIA
OG0004810	LOC6629765|XP_002054150.2|DVIR	LOC108031968|XP_016961249.1|DBIA
OG0004811	LOC6624427|XP_015030508.1|DVIR	LOC108028686|XP_016956115.1|DBIA
OG0004812	LOC6629948|XP_032296718.1|DVIR	LOC108031381|XP_016960223.1|DBIA
OG0004813	LOC6629937|XP_002054365.1|DVIR	LOC108024785|XP_016950389.1|DBIA
OG0004814	LOC6631218|XP_002053961.1|DVIR	LOC108031658|XP_016960782.1|DBIA
OG0004815	LOC6634391|XP_002058144.2|DVIR	LOC108033095|XP_016962780.1|DBIA
OG0004816	LOC6632166|XP_002055264.3|DVIR	LOC108023320|XP_016948112.1|DBIA
OG0004817	LOC6632122|XP_002055260.2|DVIR	LOC108023599|XP_016948695.1|DBIA
OG0004818	LOC6629884|XP_002054544.1|DVIR	LOC108032055|XP_016961360.1|DBIA
OG0004819	LOC6630821|XP_002054728.1|DVIR	LOC108031907|XP_016961164.1|DBIA
OG0004820	LOC6632726|XP_002056049.3|DVIR	LOC108031871|XP_016961118.1|DBIA
OG0004821	LOC6635218|XP_032294788.1|DVIR	LOC108025278|XP_016951140.1|DBIA
OG0004822	LOC6631205|XP_015027691.1|DVIR	LOC108024596|XP_016950094.1|DBIA
OG0004823	LOC6635001|XP_002058514.2|DVIR	LOC108031506|XP_016960502.1|DBIA
OG0004824	LOC6635002|XP_002058515.1|DVIR	LOC108032017|XP_016961312.1|DBIA
OG0004825	LOC6636196|XP_032290148.1|DVIR	LOC108035978|XP_016967292.1|DBIA
OG0004826	LOC6634967|XP_002058714.2|DVIR	LOC108027326|XP_016954224.1|DBIA
OG0004827	LOC6634913|XP_002058673.1|DVIR	LOC108024971|XP_016950703.1|DBIA
OG0004828	LOC6630777|XP_002054811.1|DVIR	LOC108024724|XP_016950306.1|DBIA
OG0004829	LOC6635152|XP_002058636.1|DVIR	LOC108026391|XP_016952802.1|DBIA
OG0004830	LOC6630877|XP_002054325.3|DVIR	LOC108027238|XP_016954061.1|DBIA
OG0004831	LOC6623345|XP_002046129.1|DVIR	LOC108028503|XP_016955871.1|DBIA
OG0004832	LOC6635080|XP_002058726.1|DVIR	LOC108031663|XP_016960788.1|DBIA
OG0004833	LOC6629564|XP_002053652.1|DVIR	LOC108027397|XP_016954324.1|DBIA
OG0004834	LOC6630787|XP_002054821.1|DVIR	LOC108024720|XP_016950300.1|DBIA
OG0004835	LOC6630023|XP_002054473.1|DVIR	LOC108024859|XP_016950489.1|DBIA
OG0004836	LOC6631173|XP_002054303.1|DVIR	LOC108031779|XP_016960982.1|DBIA
OG0004837	LOC6624582|XP_002048089.1|DVIR	LOC108028322|XP_016955544.1|DBIA
OG0004838	LOC6633110|XP_015025949.1|DVIR	LOC108031559|XP_016960594.1|DBIA
OG0004839	LOC6632885|XP_002055792.2|DVIR	LOC108031558|XP_016960590.1|DBIA
OG0004840	LOC6630625|XP_002053299.1|DVIR	LOC108026306|XP_016952679.1|DBIA
OG0004841	LOC6628656|XP_002051506.1|DVIR	LOC108029271|XP_016956959.1|DBIA
OG0004842	LOC6632706|XP_002055829.1|DVIR	LOC108026006|XP_016952185.1|DBIA
OG0004843	LOC6632844|XP_002056242.1|DVIR	LOC108024412|XP_016949820.1|DBIA
OG0004844	LOC6632959|XP_002056576.1|DVIR	LOC108036800|XP_016968637.1|DBIA
OG0004845	LOC6632958|XP_002056575.1|DVIR	LOC108032890|XP_016962414.1|DBIA
OG0004846	LOC6628381|XP_002052633.2|DVIR	LOC108029119|XP_016956721.1|DBIA
OG0004847	LOC6628380|XP_002052632.1|DVIR	LOC108029117|XP_016956719.1|DBIA
OG0004848	LOC6623991|XP_002048667.1|DVIR	LOC108025022|XP_016950770.1|DBIA
OG0004849	LOC6628923|XP_015028419.1|DVIR	LOC108032503|XP_016961817.1|DBIA
OG0004850	LOC6631134|XP_015027468.1|DVIR	LOC108027265|XP_016954125.1|DBIA
OG0004851	LOC6631135|XP_002053511.1|DVIR	LOC108027051|XP_016953748.1|DBIA
OG0004852	LOC6631282|XP_032291418.1|DVIR	LOC108027380|XP_016954300.1|DBIA
OG0004853	LOC6626839|XP_002050841.2|DVIR	LOC108026666|XP_016953202.1|DBIA
OG0004854	LOC6623098|XP_015030871.1|DVIR	LOC108034928|XP_016965672.1|DBIA
OG0004855	LOC26530891|XP_015031662.1|DVIR	LOC108028260|XP_016955439.1|DBIA
OG0004856	LOC6623982|XP_015030488.1|DVIR	LOC108035172|XP_016966122.1|DBIA
OG0004857	LOC6624680|XP_002047151.2|DVIR	LOC108034599|XP_016965021.1|DBIA
OG0004858	LOC6624032|XP_032290321.1|DVIR	LOC108034971|XP_016965773.1|DBIA
OG0004859	LOC6623866|XP_002048301.1|DVIR	LOC108034968|XP_016965769.1|DBIA
OG0004860	LOC6624709|XP_002046631.1|DVIR	LOC108035613|XP_016966788.1|DBIA
OG0004861	LOC6622904|XP_032290283.1|DVIR	LOC108034946|XP_016965714.1|DBIA
OG0004862	LOC6622836|XP_032290626.1|DVIR	LOC108034909|XP_016965644.1|DBIA
OG0004863	LOC6622549|XP_002047004.2|DVIR	LOC108028459|XP_016955802.1|DBIA
OG0004864	LOC6622983|XP_002047080.1|DVIR	LOC108035504|XP_016966651.1|DBIA
OG0004865	LOC6633178|XP_002055966.1|DVIR	LOC108024800|XP_016950409.1|DBIA
OG0004866	LOC6624609|XP_002046990.1|DVIR	LOC108028607|XP_016956016.1|DBIA
OG0004867	LOC6635969|XP_002059333.1|DVIR	LOC108030089|XP_016958215.1|DBIA
OG0004868	LOC6635970|XP_002059334.1|DVIR	LOC108024272|XP_016949654.1|DBIA
OG0004869	LOC6626703|XP_002050465.1|DVIR	LOC108030052|XP_016958118.1|DBIA
OG0004870	LOC6626708|XP_015029187.1|DVIR	LOC108030072|XP_016958161.1|DBIA
OG0004871	LOC6626467|XP_002050369.3|DVIR	LOC108022939|XP_016947641.1|DBIA
OG0004872	LOC6625267|XP_002050630.1|DVIR	LOC108023097|XP_016947847.1|DBIA
OG0004873	LOC6627557|XP_002052641.1|DVIR	LOC108036139|XP_016967613.1|DBIA
OG0004874	LOC6629571|XP_002054854.2|DVIR	LOC108025157|XP_016950923.1|DBIA
OG0004875	LOC6631701|XP_002054971.2|DVIR	LOC108035773|XP_016966968.1|DBIA
OG0004876	LOC6631400|XP_002055670.2|DVIR	LOC108024219|XP_016949574.1|DBIA
OG0004877	LOC6623771|XP_002048628.1|DVIR	LOC108030705|XP_016959233.1|DBIA
OG0004878	LOC6626347|XP_002050348.1|DVIR	LOC108030409|XP_016958784.1|DBIA
OG0004879	LOC6626141|XP_002050006.2|DVIR	LOC108026679|XP_016953244.1|DBIA
OG0004880	LOC6624724|XP_002048124.1|DVIR	LOC108030878|XP_016959524.1|DBIA
OG0004881	LOC6623604|XP_002047334.1|DVIR	LOC108028543|XP_016955930.1|DBIA
OG0004882	LOC6623249|XP_002047296.1|DVIR	LOC108028726|XP_016956176.1|DBIA
OG0004883	LOC6623147|XP_002047752.2|DVIR	LOC108035678|XP_016966877.1|DBIA
OG0004884	LOC6625585|XP_032292240.1|DVIR	LOC108030063|XP_016958141.1|DBIA
OG0004885	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR	LOC108029612|XP_016957484.1|DBIA
OG0004886	LOC6627278|XP_002050655.1|DVIR	LOC108036540|XP_016968252.1|DBIA
OG0004887	LOC6625352|XP_002051005.1|DVIR	LOC108030453|XP_016958835.1|DBIA
OG0004888	LOC6626821|XP_032292071.1|DVIR	LOC108030119|XP_016958308.1|DBIA
OG0004889	LOC6626018|XP_015029190.1|DVIR	LOC108036581|XP_016968325.1|DBIA
OG0004890	LOC6625340|XP_002050422.1|DVIR	LOC108030143|XP_016958348.1|DBIA
OG0004891	LOC6633253|XP_032296583.1|DVIR	LOC108036532|XP_016968243.1|DBIA
OG0004892	LOC6624796|XP_015029736.1|DVIR	LOC108030358|XP_016958714.1|DBIA
OG0004893	LOC6626289|XP_032292650.1|DVIR	LOC108026626|XP_016953131.1|DBIA
OG0004894	LOC6626076|XP_002048763.1|DVIR	LOC108030420|XP_016958796.1|DBIA
OG0004895	LOC6626838|XP_002050840.1|DVIR	LOC108022787|XP_016947402.1|DBIA
OG0004896	LOC6627124|XP_015029968.1|DVIR	LOC108030317|XP_016958645.1|DBIA
OG0004897	LOC6627204|XP_002050276.3|DVIR	LOC108030261|XP_016958572.1|DBIA
OG0004898	LOC6626497|XP_032292441.1|DVIR	LOC108022522|XP_016946984.1|DBIA
OG0004899	LOC6635927|XP_032291627.1|DVIR	LOC108022498|XP_016946943.1|DBIA
OG0004900	LOC6625914|XP_002050429.1|DVIR	LOC108022813|XP_016947439.1|DBIA
OG0004901	LOC6625915|XP_002050430.3|DVIR	LOC108023090|XP_016947836.1|DBIA
OG0004902	LOC6622353|XP_002046545.1|DVIR	LOC108035638|XP_016966830.1|DBIA
OG0004903	LOC6625867|XP_002050788.1|DVIR	LOC108026700|XP_016953282.1|DBIA
OG0004904	LOC6631190|XP_032294873.1|DVIR	LOC108026453|XP_016952882.1|DBIA
OG0004905	LOC6625678|XP_015029591.1|DVIR	LOC108036525|XP_016968226.1|DBIA
OG0004906	LOC6623196|XP_032290548.1|DVIR	LOC108030502|XP_016958883.1|DBIA
OG0004907	LOC6623413|XP_002047295.2|DVIR	LOC108028777|XP_016956245.1|DBIA
OG0004908	LOC6624162|XP_002046292.1|DVIR	LOC108028658|XP_016956074.1|DBIA
OG0004909	LOC6623779|XP_015031075.1|DVIR	LOC108028286|XP_016955486.1|DBIA
OG0004910	LOC6623959|XP_002046284.1|DVIR	LOC108028484|XP_016955836.1|DBIA
OG0004911	LOC6622181|XP_002046838.2|DVIR	LOC108035413|XP_016966523.1|DBIA
OG0004912	LOC6623130|XP_002047258.1|DVIR	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC6635839|XP_002059451.1|DVIR	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC6635823|XP_002059446.3|DVIR	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR	LOC108022756|XP_016947343.1|DBIA
OG0004916	LOC6624853|XP_002050854.3|DVIR	LOC108036642|XP_016968405.1|DBIA
OG0004917	LOC6622231|XP_002046355.2|DVIR	LOC108035126|XP_016966047.1|DBIA
OG0004918	LOC6624140|XP_032290929.1|DVIR	LOC108035124|XP_016966044.1|DBIA
OG0004919	LOC6629745|XP_002053887.1|DVIR	LOC108023862|XP_016949008.1|DBIA
OG0004920	LOC6622977|XP_002048482.2|DVIR	LOC108034486|XP_016964880.1|DBIA
OG0004921	LOC6624610|XP_032291031.1|DVIR	LOC108028444|XP_016955767.1|DBIA
OG0004922	LOC6623342|XP_002046751.1|DVIR	LOC108035474|XP_016966613.1|DBIA
OG0004923	LOC6624308|XP_002046344.1|DVIR	LOC108035358|XP_016966443.1|DBIA
OG0004924	LOC6623498|XP_002046149.1|DVIR	LOC108028209|XP_016955363.1|DBIA
OG0004925	LOC6623307|XP_002046115.3|DVIR	LOC108030618|XP_016959107.1|DBIA
OG0004926	LOC6623484|XP_002046165.1|DVIR	LOC108028775|XP_016956242.1|DBIA
OG0004927	LOC6623485|XP_015031016.1|DVIR	LOC108028703|XP_016956170.1|DBIA
OG0004928	LOC6626947|XP_015029034.1|DVIR	LOC108030094|XP_016958230.1|DBIA
OG0004929	LOC6622740|XP_015030934.1|DVIR	LOC108027902|XP_016955013.1|DBIA
OG0004930	LOC6635962|XP_032291698.1|DVIR	LOC108030048|XP_016958112.1|DBIA
OG0004931	LOC6635842|XP_002059454.1|DVIR	LOC108030342|XP_016958696.1|DBIA
OG0004932	LOC6623532|XP_032290834.1|DVIR	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA
OG0004933	LOC6625181|XP_032291968.1|DVIR	LOC108030340|XP_016958692.1|DBIA
OG0004934	LOC6635400|XP_002058843.1|DVIR	LOC108026961|XP_016953665.1|DBIA
OG0004935	LOC6625079|XP_002050984.1|DVIR	LOC108030156|XP_016958373.1|DBIA
OG0004936	LOC6636594|XP_032291410.1|DVIR	LOC108035362|XP_016966449.1|DBIA
OG0004937	LOC6623440|XP_002047298.2|DVIR	LOC108028586|XP_016955989.1|DBIA
OG0004938	LOC6622439|XP_002048189.2|DVIR	LOC108034829|XP_016965430.1|DBIA
OG0004939	LOC6622462|XP_002047505.1|DVIR	LOC108035924|XP_016967200.1|DBIA
OG0004940	LOC6622133|XP_002047513.3|DVIR	LOC108035935|XP_016967214.1|DBIA
OG0004941	LOC6623296|XP_032290830.1|DVIR	LOC108035328|XP_016966391.1|DBIA
OG0004942	LOC6623672|XP_002047388.1|DVIR	LOC108028412|XP_016955718.1|DBIA
OG0004943	LOC6624660|XP_002046592.1|DVIR	LOC108035231|XP_016966250.1|DBIA
OG0004944	LOC6623558|XP_002046616.2|DVIR	LOC108034845|XP_016965465.1|DBIA
OG0004945	LOC6625718|XP_032291925.1|DVIR	LOC108030402|XP_016958776.1|DBIA
OG0004946	LOC6624632|XP_002047612.2|DVIR	LOC108030866|XP_016959502.1|DBIA
OG0004947	LOC6622048|XP_002046381.1|DVIR	LOC108035468|XP_016966605.1|DBIA
OG0004948	LOC6624312|XP_032290890.1|DVIR	LOC108034769|XP_016965204.1|DBIA
OG0004949	LOC6624505|XP_032290887.1|DVIR	LOC108034941|XP_016965709.1|DBIA
OG0004950	LOC6627338|XP_002052235.1|DVIR	LOC108029633|XP_016957524.1|DBIA
OG0004951	LOC6632938|XP_032289671.1|DVIR	LOC108024666|XP_016950223.1|DBIA
OG0004952	LOC6622351|XP_002046966.1|DVIR	LOC108035391|XP_016966492.1|DBIA
OG0004953	LOC6623585|XP_002046183.1|DVIR	LOC108035518|XP_016966669.1|DBIA
OG0004954	LOC6623659|XP_002046181.1|DVIR	LOC108035624|XP_016966805.1|DBIA
OG0004955	LOC6623984|XP_002046855.1|DVIR	LOC108028805|XP_016956279.1|DBIA
OG0004956	LOC6635936|XP_002059375.1|DVIR	LOC108036380|XP_016967971.1|DBIA
OG0004957	LOC6622408|XP_002046973.2|DVIR	LOC108035219|XP_016966233.1|DBIA
OG0004958	LOC6622173|XP_032290213.1|DVIR	LOC108035490|XP_016966630.1|DBIA
OG0004959	LOC6623243|XP_032290217.1|DVIR	LOC108035152|XP_016966083.1|DBIA
OG0004960	LOC6623270|XP_015030875.1|DVIR	LOC108035153|XP_016966085.1|DBIA
OG0004961	LOC6626212|XP_002050547.2|DVIR	LOC108036668|XP_016968438.1|DBIA
OG0004962	LOC6623309|XP_002047755.1|DVIR	LOC108028493|XP_016955858.1|DBIA
OG0004963	LOC6622170|XP_032290191.1|DVIR	LOC108035922|XP_016967188.1|DBIA
OG0004964	LOC6624539|XP_002047109.1|DVIR	LOC108035272|XP_016966320.1|DBIA
OG0004965	LOC6623965|XP_002046878.1|DVIR	LOC108028130|XP_016955272.1|DBIA
OG0004966	LOC6622193|XP_002046879.1|DVIR	LOC108028481|XP_016955832.1|DBIA
OG0004967	LOC6626478|XP_002050463.1|DVIR	LOC108030054|XP_016958121.1|DBIA
OG0004968	LOC6623145|XP_002046091.3|DVIR	LOC108035575|XP_016966735.1|DBIA
OG0004969	LOC6626651|XP_002050645.1|DVIR	LOC108029942|XP_016957933.1|DBIA
OG0004970	LOC6623146|XP_002046092.1|DVIR	LOC108035705|XP_016966916.1|DBIA
OG0004971	LOC6623281|XP_002046095.1|DVIR	LOC108035336|XP_016966402.1|DBIA
OG0004972	LOC26531321|XP_015031728.1|DVIR	LOC108028553|XP_016955945.1|DBIA
OG0004973	LOC6636838|XP_002060311.1|DVIR	LOC108028990|XP_016956524.1|DBIA
OG0004974	LOC6623204|XP_002046738.1|DVIR	LOC108034926|XP_016965671.1|DBIA
OG0004975	LOC6624360|XP_002046346.1|DVIR	LOC108035359|XP_016966446.1|DBIA
OG0004976	LOC6636919|XP_032291477.1|DVIR	LOC108034532|XP_016964947.1|DBIA
OG0004977	LOC6635804|XP_002059313.1|DVIR	LOC108026761|XP_016953390.1|DBIA
OG0004978	LOC6625077|XP_002050982.1|DVIR	LOC108030123|XP_016958314.1|DBIA
OG0004979	LOC6624075|XP_002046586.1|DVIR	LOC108034747|XP_016965184.1|DBIA
OG0004980	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR	LOC108030642|XP_016959145.1|DBIA
OG0004981	LOC6623013|XP_002047563.1|DVIR	LOC108035955|XP_016967249.1|DBIA
OG0004982	LOC6623023|XP_002047566.1|DVIR	LOC108035957|XP_016967254.1|DBIA
OG0004983	LOC6623318|XP_002047121.1|DVIR	LOC108035489|XP_016966629.1|DBIA
OG0004984	LOC6623738|XP_002047340.2|DVIR	LOC108028665|XP_016956086.1|DBIA
OG0004985	LOC6624509|XP_015030890.1|DVIR	LOC108028542|XP_016955933.1|DBIA
OG0004986	LOC6622197|XP_015031518.1|DVIR	LOC108028639|XP_016956053.1|DBIA
OG0004987	LOC6622079|XP_015030785.1|DVIR	LOC108035001|XP_016965829.1|DBIA
OG0004988	LOC6624515|XP_032291030.1|DVIR	LOC108028557|XP_016955954.1|DBIA
OG0004989	LOC6622100|XP_002047026.1|DVIR	LOC108035355|XP_016966438.1|DBIA
OG0004990	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR	LOC108022386|XP_016946758.1|DBIA
OG0004991	LOC6626915|XP_002050969.1|DVIR	LOC108030058|XP_016958131.1|DBIA
OG0004992	LOC6626916|XP_002050970.1|DVIR	LOC108030062|XP_016958138.1|DBIA
OG0004993	LOC6622356|XP_002046967.1|DVIR	LOC108035392|XP_016966494.1|DBIA
OG0004994	LOC6636566|XP_002060070.1|DVIR	LOC108034408|XP_016964779.1|DBIA, LOC108035704|XP_016966915.1|DBIA
OG0004995	LOC6623656|XP_002046560.3|DVIR	LOC108034914|XP_016965649.1|DBIA
OG0004996	LOC6623718|XP_002046271.1|DVIR	LOC108030529|XP_016958912.1|DBIA
OG0004997	LOC6625000|XP_002050671.2|DVIR	LOC108036633|XP_016968396.1|DBIA
OG0004998	LOC6625525|XP_002051019.1|DVIR	LOC108026691|XP_016953269.1|DBIA
OG0004999	LOC6622254|XP_002046941.1|DVIR	LOC108035437|XP_016966560.1|DBIA
OG0005000	LOC6626571|XP_002050550.1|DVIR	LOC108036270|XP_016967770.1|DBIA
OG0005001	LOC6624418|XP_002046925.2|DVIR	LOC108034955|XP_016965730.1|DBIA
OG0005002	LOC6630555|XP_002053273.1|DVIR	LOC108032214|XP_016961563.1|DBIA
OG0005003	LOC6622137|XP_002046418.1|DVIR	LOC108035320|XP_016966384.1|DBIA
OG0005004	LOC6623191|XP_002046859.2|DVIR	LOC108028838|XP_016956318.1|DBIA
OG0005005	LOC6622414|XP_002047500.1|DVIR	LOC108035887|XP_016967131.1|DBIA
OG0005006	LOC6622741|XP_015030776.1|DVIR	LOC108030678|XP_016959218.1|DBIA
OG0005007	LOC6623773|XP_015030856.1|DVIR	LOC108028624|XP_016956033.1|DBIA
OG0005008	LOC6623409|XP_002047780.1|DVIR	LOC108031203|XP_016959920.1|DBIA
OG0005009	LOC6623936|XP_002047372.1|DVIR	LOC108028085|XP_016955215.1|DBIA
OG0005010	LOC6623788|XP_002048630.2|DVIR	LOC108030497|XP_016958876.1|DBIA
OG0005011	LOC6625741|XP_002050001.2|DVIR	LOC108026838|XP_016953502.1|DBIA
OG0005012	LOC6623186|XP_002047760.1|DVIR	LOC108028767|XP_016956231.1|DBIA
OG0005013	LOC6629859|XP_002053182.2|DVIR	LOC108031546|XP_016960571.1|DBIA
OG0005014	LOC6624266|XP_002047114.1|DVIR	LOC108034987|XP_016965806.1|DBIA
OG0005015	LOC6623053|XP_002048498.1|DVIR	LOC108028471|XP_016955822.1|DBIA
OG0005016	LOC6622334|XP_032290750.1|DVIR	LOC108030676|XP_016959194.1|DBIA
OG0005017	LOC6624359|XP_032290311.1|DVIR	LOC108035093|XP_016966003.1|DBIA
OG0005018	LOC6622803|XP_002046482.1|DVIR	LOC108030066|XP_016958152.1|DBIA
OG0005019	LOC6624270|XP_002046538.1|DVIR	LOC108035236|XP_016966257.1|DBIA
OG0005020	LOC6626064|XP_002048854.1|DVIR	LOC108036247|XP_016967745.1|DBIA
OG0005021	LOC6629060|XP_002052388.1|DVIR	LOC108034316|XP_016964675.1|DBIA
OG0005022	LOC6624283|XP_002046372.1|DVIR	LOC108031238|XP_016959966.1|DBIA
OG0005023	LOC6625337|XP_015030006.1|DVIR	LOC108036256|XP_016967755.1|DBIA
OG0005024	LOC6636854|XP_002060284.2|DVIR	LOC108035252|XP_016966282.1|DBIA
OG0005025	LOC6622752|XP_002047727.1|DVIR	LOC108029698|XP_016957654.1|DBIA
OG0005026	LOC6624608|XP_002047143.1|DVIR	LOC108035306|XP_016966365.1|DBIA
OG0005027	LOC6636918|XP_032291512.1|DVIR	LOC108035275|XP_016966325.1|DBIA
OG0005028	LOC6633123|XP_032289645.1|DVIR	LOC108027186|XP_016953975.1|DBIA
OG0005029	LOC6623153|XP_002046825.1|DVIR	LOC108028432|XP_016955750.1|DBIA
OG0005030	LOC6623113|XP_002046120.2|DVIR	LOC108029489|XP_016957250.1|DBIA
OG0005031	LOC6624137|XP_032290454.1|DVIR	LOC108035214|XP_016966219.1|DBIA
OG0005032	LOC6624618|XP_002048275.1|DVIR	LOC108028250|XP_016955421.1|DBIA
OG0005033	LOC6623889|XP_032290399.1|DVIR	LOC108028453|XP_016955786.1|DBIA
OG0005034	LOC26531534|XP_015031754.1|DVIR	LOC108028244|XP_016955412.1|DBIA
OG0005035	LOC6623567|XP_002048270.2|DVIR	LOC108028251|XP_016955422.1|DBIA
OG0005036	LOC6624534|XP_002046629.1|DVIR	LOC108035228|XP_016966246.1|DBIA
OG0005037	LOC6623164|XP_015031277.1|DVIR	LOC108029901|XP_016957884.1|DBIA
OG0005038	LOC6624732|XP_002047186.1|DVIR	LOC108035439|XP_016966562.1|DBIA
OG0005039	LOC6635702|XP_032294555.1|DVIR	LOC108027899|XP_016955007.1|DBIA
OG0005040	LOC6623863|XP_002047170.1|DVIR	LOC108028455|XP_016955790.1|DBIA
OG0005041	LOC6623316|XP_002047756.1|DVIR	LOC108028494|XP_016955859.1|DBIA
OG0005042	LOC6623746|XP_002047351.1|DVIR	LOC108034538|XP_016964953.1|DBIA
OG0005043	LOC6625964|XP_002050958.1|DVIR	LOC108022780|XP_016947382.1|DBIA
OG0005044	LOC6627171|XP_002050956.1|DVIR	LOC108022778|XP_016947381.1|DBIA
OG0005045	LOC6626818|XP_015029949.1|DVIR	LOC108022233|XP_016946580.1|DBIA
OG0005046	LOC6625074|XP_002050979.1|DVIR	LOC108029974|XP_016957970.1|DBIA
OG0005047	LOC6622888|XP_002048165.1|DVIR	LOC108030682|XP_016959204.1|DBIA
OG0005048	LOC6622491|XP_002048167.1|DVIR	LOC108030685|XP_016959207.1|DBIA
OG0005049	LOC6623879|XP_032291132.1|DVIR	LOC108028248|XP_016955420.1|DBIA
OG0005050	LOC6626918|XP_032292357.1|DVIR	LOC108030060|XP_016958133.1|DBIA
OG0005051	LOC6623809|XP_002048285.1|DVIR	LOC108028521|XP_016955893.1|DBIA
OG0005052	LOC6623945|XP_002048287.1|DVIR	LOC108028816|XP_016956292.1|DBIA
OG0005053	LOC6628802|XP_002051225.1|DVIR	LOC108032625|XP_016962052.1|DBIA
OG0005054	LOC6624527|XP_002047603.3|DVIR	LOC108028418|XP_016955730.1|DBIA
OG0005055	LOC6634554|XP_002057971.2|DVIR	LOC108024027|XP_016949283.1|DBIA
OG0005056	LOC6625486|XP_032291943.1|DVIR	LOC108026929|XP_016953631.1|DBIA
OG0005057	LOC6622900|XP_002046671.2|DVIR	LOC108028525|XP_016955897.1|DBIA
OG0005058	LOC6622264|XP_032291220.1|DVIR	LOC108034852|XP_016965479.1|DBIA
OG0005059	LOC6625423|XP_032292510.1|DVIR	LOC108022161|XP_016946494.1|DBIA
OG0005060	LOC6625046|XP_032292509.1|DVIR	LOC108022655|XP_016947202.1|DBIA
OG0005061	LOC6634216|XP_002057809.1|DVIR	LOC108034309|XP_016964668.1|DBIA
OG0005062	LOC6625229|XP_015029871.1|DVIR	LOC108026703|XP_016953286.1|DBIA
OG0005063	LOC6626801|XP_032292566.1|DVIR	LOC108027643|XP_016954652.1|DBIA
OG0005064	LOC6622514|XP_002048186.1|DVIR	LOC108035423|XP_016966540.1|DBIA
OG0005065	LOC6625710|XP_032291565.1|DVIR	LOC108030167|XP_016958393.1|DBIA
OG0005066	LOC6624852|XP_015030145.1|DVIR	LOC108036624|XP_016968384.1|DBIA
OG0005067	LOC6636372|XP_002059901.1|DVIR	LOC108026877|XP_016953557.1|DBIA
OG0005068	LOC6624189|XP_002048353.1|DVIR	LOC108028769|XP_016956233.1|DBIA
OG0005069	LOC6625056|XP_032292232.1|DVIR	LOC108029577|XP_016957428.1|DBIA
OG0005070	LOC6625742|XP_032292491.1|DVIR	LOC108026686|XP_016953264.1|DBIA
OG0005071	LOC6623465|XP_002048605.1|DVIR	LOC108030606|XP_016959082.1|DBIA
OG0005072	LOC6631762|XP_002055170.1|DVIR	LOC108023487|XP_016948501.1|DBIA
OG0005073	LOC6626808|XP_002050925.1|DVIR	LOC108030356|XP_016958712.1|DBIA
