Orthogroup	DVIR.longest_only	DBUS.longest_only
OG0005960	LOC6632071|XP_002054975.1|DVIR	LOC108606464|XP_017852076.1|DBUS
OG0005961	LOC6626690|XP_002049415.1|DVIR	LOC108597719|XP_017839899.1|DBUS
OG0005962	LOC6626770|XP_002049834.1|DVIR	LOC108595868|XP_017836649.1|DBUS
OG0005964	LOC6625899|XP_015029397.1|DVIR	LOC108596386|XP_017837546.1|DBUS
OG0005965	LOC6627188|XP_015029860.1|DVIR	LOC108595994|XP_017836770.1|DBUS
OG0005966	LOC6625982|XP_002050060.1|DVIR	LOC108597343|XP_017839337.1|DBUS
OG0005967	LOC6625068|XP_002049081.1|DVIR	LOC108596582|XP_017837993.1|DBUS
OG0005968	LOC6625072|XP_015029674.1|DVIR	LOC108595172|XP_017835836.1|DBUS
OG0005969	LOC6625438|XP_032292475.1|DVIR	LOC108596753|XP_017838321.1|DBUS
OG0005970	LOC6624158|XP_002046276.1|DVIR	LOC108598418|XP_017840534.1|DBUS
OG0005971	LOC6624788|XP_002049339.1|DVIR	LOC108596059|XP_017836943.1|DBUS
OG0005972	LOC6624484|XP_002047605.1|DVIR	LOC108599971|XP_017842724.1|DBUS
OG0005973	LOC6622169|XP_002048485.1|DVIR	LOC108599125|XP_017841404.1|DBUS
OG0005974	LOC6622466|XP_002048139.1|DVIR	LOC108599670|XP_017842140.1|DBUS
OG0005975	LOC6624710|XP_002047604.1|DVIR	LOC108599972|XP_017842730.1|DBUS
OG0005976	LOC6630283|XP_002054894.1|DVIR	LOC108601906|XP_017845371.1|DBUS
OG0005977	LOC6635843|XP_032292117.1|DVIR	LOC108595021|XP_017835644.1|DBUS
OG0005978	LOC6625116|XP_002049496.2|DVIR	LOC108596762|XP_017838337.1|DBUS
OG0005979	LOC6625411|XP_002049845.1|DVIR	LOC108595197|XP_017835873.1|DBUS
OG0005980	LOC6626205|XP_032292833.1|DVIR	LOC108596456|XP_017837692.1|DBUS
OG0005981	LOC6633443|XP_032288729.1|DVIR	LOC108606236|XP_017851660.1|DBUS
OG0005982	LOC6626222|XP_002049798.1|DVIR	LOC108597545|XP_017839638.1|DBUS
OG0005983	LOC6634561|XP_002057978.1|DVIR	LOC108605722|XP_017851004.1|DBUS
OG0005984	LOC6632068|XP_032295399.1|DVIR	LOC108606928|XP_017852966.1|DBUS
OG0005985	LOC6634548|XP_032296427.1|DVIR	LOC108605073|XP_033150300.1|DBUS
OG0005986	LOC6634586|XP_002058087.2|DVIR	LOC108606325|XP_017851833.1|DBUS
OG0005987	LOC6636144|XP_015024177.1|DVIR	LOC108605472|XP_017850648.1|DBUS
OG0005988	LOC6626284|XP_032293094.1|DVIR	LOC108597128|XP_017839001.2|DBUS
OG0005989	LOC6624834|XP_032292721.1|DVIR	LOC108597143|XP_017839024.1|DBUS
OG0005990	LOC6625788|XP_002049586.1|DVIR	LOC108596378|XP_017837537.1|DBUS
OG0005991	LOC6626516|XP_032293045.1|DVIR	LOC108595474|XP_017836213.1|DBUS
OG0005992	LOC6624107|XP_002047852.1|DVIR	LOC108600493|XP_017843615.1|DBUS
OG0005993	LOC6624012|XP_015030587.1|DVIR	LOC108600494|XP_017843616.1|DBUS
OG0005994	LOC6624719|XP_002047614.1|DVIR	LOC108598477|XP_017840615.1|DBUS
OG0005995	LOC6624662|XP_002047608.1|DVIR	LOC108598524|XP_017840694.1|DBUS
OG0005997	LOC6626687|XP_002049824.1|DVIR	LOC108595147|XP_017835802.1|DBUS
OG0005998	LOC6622645|XP_002047984.1|DVIR	LOC108598878|XP_017841128.2|DBUS
OG0005999	LOC6630561|XP_002053279.1|DVIR	LOC108604748|XP_017849824.1|DBUS
OG0006000	LOC6627075|XP_032292903.1|DVIR	LOC108597361|XP_017839373.1|DBUS
OG0006001	LOC6623561|XP_002047379.2|DVIR	LOC108601091|XP_017844488.1|DBUS
OG0006002	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR	LOC108595114|XP_017835762.1|DBUS
OG0006003	LOC6622649|XP_002047992.1|DVIR	LOC108598472|XP_017840608.1|DBUS
OG0006004	LOC6632633|XP_002056634.1|DVIR	LOC108603049|XP_017846963.1|DBUS
OG0006005	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR	LOC108597632|XP_017839766.1|DBUS
OG0006006	LOC6626560|XP_002049810.1|DVIR	LOC108595424|XP_017836142.1|DBUS
OG0006007	LOC6625244|XP_002049197.2|DVIR	LOC108595078|XP_017835716.1|DBUS
OG0006008	LOC6628925|XP_032294447.1|DVIR	LOC108608458|XP_017855327.1|DBUS
OG0006009	LOC6624354|XP_002048108.1|DVIR	LOC108600063|XP_017842904.1|DBUS
OG0006010	LOC6624657|XP_032291085.1|DVIR	LOC108598178|XP_033149597.1|DBUS
OG0006011	LOC6623152|XP_002046121.2|DVIR	LOC108599485|XP_017841820.2|DBUS
OG0006012	LOC6623378|XP_032290011.1|DVIR	LOC108598143|XP_033150619.1|DBUS
OG0006013	LOC6626072|XP_002048759.3|DVIR	LOC108594902|XP_017835529.1|DBUS
OG0006014	LOC6622559|XP_002047967.1|DVIR	LOC108598891|XP_017841140.1|DBUS
OG0006015	LOC6626489|XP_002049688.1|DVIR	LOC108595969|XP_017836745.1|DBUS
OG0006016	LOC6626517|XP_015029626.1|DVIR	LOC108595472|XP_017836211.1|DBUS
OG0006017	LOC6626089|XP_002049398.2|DVIR	LOC108596093|XP_017837002.1|DBUS
OG0006018	LOC6635367|XP_002058891.1|DVIR	LOC108596404|XP_017837579.1|DBUS
OG0006019	LOC26531831|XP_015030374.1|DVIR	LOC108597479|XP_017839543.1|DBUS
OG0006020	LOC6624671|XP_002048117.1|DVIR	LOC108600846|XP_017844134.1|DBUS
OG0006021	LOC6622657|XP_002048146.1|DVIR	LOC108601078|XP_033150614.1|DBUS
OG0006022	LOC6634223|XP_002057672.1|DVIR	LOC108594310|XP_017834944.1|DBUS
OG0006023	LOC6632983|XP_002056486.1|DVIR	LOC108603793|XP_017848378.1|DBUS
OG0006024	LOC6631799|XP_032295060.1|DVIR	LOC108605487|XP_017850672.1|DBUS
OG0006025	LOC6626229|XP_015029465.1|DVIR	LOC108596696|XP_033148964.1|DBUS
OG0006026	LOC6629637|XP_002054842.1|DVIR	LOC108602018|XP_017845510.1|DBUS
OG0006027	LOC6635341|XP_032293207.1|DVIR	LOC108597081|XP_017838905.1|DBUS
OG0006028	LOC6627067|XP_002050186.1|DVIR	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS
OG0006029	LOC6626513|XP_002048911.1|DVIR	LOC108595475|XP_017836214.1|DBUS
OG0006030	LOC6630602|XP_002053021.1|DVIR	LOC108604424|XP_017849382.1|DBUS
OG0006031	LOC6625649|XP_002049564.3|DVIR	LOC108595167|XP_017835828.1|DBUS
OG0006032	LOC6631594|XP_032295444.1|DVIR	LOC108606545|XP_033150502.1|DBUS
OG0006033	LOC6626371|XP_002049394.1|DVIR	LOC108596094|XP_017837003.1|DBUS
OG0006034	LOC6629734|XP_002054138.2|DVIR	LOC108601447|XP_017844834.1|DBUS
OG0006035	LOC6631069|XP_002053214.1|DVIR	LOC108596408|XP_017837588.1|DBUS
OG0006036	LOC6634036|XP_002057773.1|DVIR	LOC108607613|XP_017854015.1|DBUS
OG0006037	LOC6626862|XP_032293103.1|DVIR	LOC108597455|XP_017839509.1|DBUS
OG0006038	LOC6630505|XP_002053449.1|DVIR	LOC108601785|XP_017845200.1|DBUS
OG0006039	LOC6626844|XP_002049194.2|DVIR	LOC108597415|XP_017839454.1|DBUS
OG0006040	LOC6624792|XP_002049343.1|DVIR	LOC108595208|XP_017835885.1|DBUS
OG0006041	LOC6634500|XP_002057912.1|DVIR	LOC108607007|XP_017853076.1|DBUS
OG0006042	LOC6624926|XP_002049351.2|DVIR	LOC108596633|XP_017838076.1|DBUS
OG0006043	LOC6624428|XP_032289889.1|DVIR	LOC108598358|XP_017840465.1|DBUS
OG0006044	LOC6635499|XP_032296024.1|DVIR	LOC108606956|XP_017853002.1|DBUS
OG0006045	LOC6624838|XP_002049182.1|DVIR	LOC108595156|XP_017835815.1|DBUS
OG0006046	LOC6635408|XP_032293208.1|DVIR	LOC108596449|XP_017837685.1|DBUS
OG0006047	LOC6623021|XP_015031445.1|DVIR	LOC108600105|XP_017842964.2|DBUS
OG0006048	LOC6622249|XP_032289872.1|DVIR	LOC108598484|XP_017840628.1|DBUS
OG0006049	LOC6628006|XP_032293621.1|DVIR, LOC6636105|XP_002059647.1|DVIR	LOC108606517|XP_017852178.1|DBUS
OG0006050	LOC6631055|XP_032294808.1|DVIR	LOC108603964|XP_017848654.1|DBUS
OG0006051	LOC6633785|XP_002056957.1|DVIR	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS
OG0006052	LOC6624819|XP_002048977.2|DVIR	LOC108596896|XP_017838574.1|DBUS
OG0006053	LOC6622047|XP_002046401.1|DVIR, LOC116650144|XP_032289353.1|DVIR	LOC108600403|XP_017843444.1|DBUS
OG0006054	LOC6636190|XP_015024016.2|DVIR	LOC108607403|XP_033150524.1|DBUS
OG0006056	LOC6624925|XP_002049350.1|DVIR	LOC108595488|XP_017836228.1|DBUS
OG0006057	LOC6622706|XP_002047035.2|DVIR	LOC108600668|XP_017843852.1|DBUS
OG0006058	LOC6635107|XP_015024959.1|DVIR	LOC108604727|XP_017849796.1|DBUS
OG0006059	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR	LOC108599661|XP_017842130.2|DBUS
OG0006060	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR	LOC108599663|XP_017842132.1|DBUS
OG0006061	LOC6631470|XP_002055027.2|DVIR	LOC108606281|XP_017851751.1|DBUS
OG0006062	LOC6629660|XP_002053599.1|DVIR	LOC108601966|XP_017845442.1|DBUS
OG0006063	LOC6633958|XP_002057761.2|DVIR	LOC108606033|XP_017851354.2|DBUS
OG0006064	LOC6626320|XP_002050697.1|DVIR	LOC108597510|XP_017839587.1|DBUS
OG0006065	LOC6624148|XP_002047419.1|DVIR	LOC108600082|XP_017842930.2|DBUS
OG0006066	LOC6626209|XP_002049795.1|DVIR	LOC108596459|XP_017837697.1|DBUS
OG0006067	LOC6625935|XP_032293349.1|DVIR	LOC108596038|XP_017836892.1|DBUS
OG0006068	LOC6634818|XP_002058207.3|DVIR	LOC108606276|XP_017851744.1|DBUS
OG0006069	LOC6622285|XP_032290046.1|DVIR	LOC108600810|XP_017844084.1|DBUS
OG0006070	LOC6630521|XP_002054020.1|DVIR	LOC108603849|XP_017848491.1|DBUS
OG0006071	LOC6633185|XP_002055973.2|DVIR	LOC108604444|XP_017849411.1|DBUS
OG0006072	LOC6623354|XP_002047418.1|DVIR	LOC108600084|XP_017842932.1|DBUS
OG0006073	LOC6623477|XP_002047370.2|DVIR	LOC108600982|XP_017844333.1|DBUS
OG0006074	LOC6633455|XP_002057338.2|DVIR	LOC108606926|XP_017852964.1|DBUS
OG0006075	LOC116649734|XP_032296601.1|DVIR	LOC108606930|XP_017852969.1|DBUS
OG0006076	LOC6626941|XP_002050079.1|DVIR	LOC108596780|XP_017838369.1|DBUS
OG0006077	LOC6622987|XP_002047560.2|DVIR	LOC108600570|XP_017843726.1|DBUS
OG0006078	LOC6622992|XP_002047561.1|DVIR	LOC108600481|XP_017843589.1|DBUS
OG0006079	LOC6622292|XP_002048085.1|DVIR	LOC108601028|XP_017844396.2|DBUS
OG0006080	LOC6624368|XP_002048087.1|DVIR	LOC108600017|XP_017842823.2|DBUS
OG0006081	LOC6626733|XP_002049277.1|DVIR	LOC108595200|XP_017835877.1|DBUS
OG0006082	LOC6626735|XP_002049279.1|DVIR	LOC108595306|XP_017836012.1|DBUS
OG0006083	LOC6623555|XP_032291089.1|DVIR	LOC108599881|XP_017842548.1|DBUS
OG0006084	LOC6622349|XP_015030453.1|DVIR	LOC108599622|XP_017842070.1|DBUS
OG0006085	LOC6622719|XP_002048007.1|DVIR	LOC108598552|XP_017840724.1|DBUS
OG0006086	LOC6622163|XP_032290394.1|DVIR	LOC108598335|XP_033149467.1|DBUS
OG0006087	LOC6635409|XP_032293214.1|DVIR	LOC108597107|XP_017838969.1|DBUS
OG0006088	LOC6622270|XP_002048398.1|DVIR	LOC108598752|XP_017840977.1|DBUS
OG0006089	LOC6633736|XP_002057021.1|DVIR	LOC108605680|XP_017850960.1|DBUS
OG0006090	LOC6623412|XP_032290911.1|DVIR	LOC108598554|XP_033149691.1|DBUS
OG0006091	LOC6623899|XP_032290506.1|DVIR	LOC108599177|XP_017841453.1|DBUS
OG0006092	LOC26531317|XP_015024204.2|DVIR	LOC108605655|XP_017850930.1|DBUS
OG0006093	LOC6627190|XP_002049932.2|DVIR	LOC108595988|XP_017836765.2|DBUS
OG0006094	LOC6623551|XP_002048629.1|DVIR	LOC108600203|XP_017843108.1|DBUS
OG0006095	LOC6635795|XP_002059383.3|DVIR	LOC108595065|XP_017835700.1|DBUS
OG0006096	LOC6626625|XP_002049701.1|DVIR	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS
OG0006097	LOC6623845|XP_002048263.1|DVIR	LOC108600430|XP_033150611.1|DBUS
OG0006098	LOC6628763|XP_002051903.1|DVIR	LOC108608350|XP_017855184.1|DBUS
OG0006099	LOC6625878|XP_002049679.1|DVIR	LOC108595352|XP_017836065.1|DBUS
OG0006100	LOC6627136|XP_002049430.1|DVIR	LOC108595436|XP_017836155.1|DBUS
OG0006101	LOC6636647|XP_032289190.1|DVIR	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS
OG0006102	LOC6627099|XP_002049942.1|DVIR	LOC108594955|XP_017835577.1|DBUS
OG0006103	LOC6634572|XP_032296290.1|DVIR	LOC108605065|XP_017850121.1|DBUS
OG0006104	LOC6636101|XP_032295511.1|DVIR	LOC108605600|XP_017850866.1|DBUS
OG0006105	LOC6636100|XP_032295680.1|DVIR	LOC108604970|XP_017850029.1|DBUS
OG0006106	LOC6624579|XP_015031571.1|DVIR	LOC108600951|XP_017844286.1|DBUS
OG0006107	LOC6625690|XP_002049816.1|DVIR	LOC108597618|XP_017839747.1|DBUS
OG0006108	LOC6631764|XP_002055172.1|DVIR	LOC108606890|XP_017852904.1|DBUS
OG0006109	LOC6622773|XP_002047667.1|DVIR	LOC108599886|XP_017842555.1|DBUS
OG0006110	LOC6622877|XP_002048032.1|DVIR	LOC108598508|XP_033149516.1|DBUS
OG0006111	LOC6626816|XP_032292085.1|DVIR	LOC108595182|XP_017835849.1|DBUS
OG0006112	LOC116651059|XP_032292639.1|DVIR	LOC108596774|XP_017838362.1|DBUS
OG0006113	LOC6622639|XP_002046686.1|DVIR	LOC108598659|XP_017840859.1|DBUS
OG0006114	LOC6634954|XP_002058588.1|DVIR	LOC108603903|XP_017848573.1|DBUS
OG0006115	LOC6626068|XP_002049376.1|DVIR	LOC108597767|XP_017839968.1|DBUS
OG0006116	LOC6626738|XP_002049572.2|DVIR	LOC108597281|XP_017839237.1|DBUS
OG0006117	LOC6626879|XP_002049155.1|DVIR	LOC108597014|XP_017838783.1|DBUS
OG0006118	LOC6625880|XP_032293010.1|DVIR	LOC108596056|XP_017836939.1|DBUS
OG0006119	LOC6625098|XP_002049549.1|DVIR	LOC108596430|XP_017837644.1|DBUS
OG0006120	LOC6624821|XP_002048979.1|DVIR	LOC108595534|XP_017836278.1|DBUS
OG0006121	LOC6622090|XP_002048017.1|DVIR	LOC108598908|XP_017841227.2|DBUS
OG0006122	LOC6636262|XP_002059731.2|DVIR	LOC108607411|XP_017853684.1|DBUS
OG0006123	LOC6624970|XP_002049478.3|DVIR	LOC108596675|XP_017838175.1|DBUS
OG0006124	LOC6630034|XP_002054025.1|DVIR	LOC108602218|XP_017845753.1|DBUS
OG0006125	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR	LOC108600472|XP_017843575.2|DBUS
OG0006126	LOC6624091|XP_002046876.1|DVIR	LOC108600477|XP_017843583.1|DBUS
OG0006127	LOC6623569|XP_002048224.1|DVIR	LOC108600462|XP_017843545.2|DBUS
OG0006128	LOC6623671|XP_002048243.1|DVIR	LOC108599093|XP_017841372.2|DBUS
OG0006129	LOC6622967|XP_002048216.1|DVIR	LOC108600891|XP_017844200.2|DBUS
OG0006130	LOC6624555|XP_002048260.1|DVIR	LOC108600464|XP_017843547.1|DBUS
OG0006132	LOC6623219|XP_002048248.1|DVIR	LOC108598238|XP_017840341.2|DBUS
OG0006133	LOC6623805|XP_002048261.1|DVIR	LOC108600465|XP_017843548.1|DBUS
OG0006134	LOC6622666|XP_032290700.1|DVIR	LOC108600060|XP_017842894.2|DBUS
OG0006135	LOC6623628|XP_032290507.1|DVIR	LOC108600248|XP_033150602.1|DBUS
OG0006136	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR	LOC108600474|XP_017843579.1|DBUS
OG0006137	LOC6622675|XP_002047994.1|DVIR	LOC108599356|XP_017841648.1|DBUS
OG0006138	LOC6627282|XP_032292813.1|DVIR	LOC108595647|XP_017836411.1|DBUS
OG0006139	LOC6624990|XP_002048921.2|DVIR	LOC108597484|XP_017839550.1|DBUS
OG0006140	LOC6625920|XP_002049459.1|DVIR	LOC108594987|XP_017835608.1|DBUS
OG0006141	LOC6625723|XP_002049017.1|DVIR	LOC108596752|XP_017838318.1|DBUS
OG0006142	LOC6623029|XP_032290511.1|DVIR	LOC108598446|XP_017840573.1|DBUS
OG0006143	LOC6622561|XP_015031533.1|DVIR	LOC108598561|XP_033149349.1|DBUS
OG0006144	LOC6624321|XP_002048519.1|DVIR	LOC108598359|XP_017840468.2|DBUS
OG0006145	LOC6622960|XP_015031539.1|DVIR	LOC108599293|XP_017841583.1|DBUS
OG0006146	LOC6634371|XP_032293703.1|DVIR	LOC108607596|XP_017854027.2|DBUS
OG0006147	LOC6629587|XP_002052994.1|DVIR	LOC108603172|XP_017847218.1|DBUS
OG0006148	LOC6622847|XP_002048024.1|DVIR	LOC108601079|XP_017844468.2|DBUS
OG0006149	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR	LOC108598401|XP_017840513.1|DBUS
OG0006150	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR	LOC108598400|XP_017840512.2|DBUS
OG0006151	LOC6633955|XP_002057758.1|DVIR	LOC108599108|XP_017841390.1|DBUS
OG0006152	LOC6630856|XP_002052951.2|DVIR	LOC108604338|XP_017849251.1|DBUS
OG0006153	LOC6624966|XP_002049327.1|DVIR	LOC108595336|XP_017836044.1|DBUS
OG0006154	LOC6629677|XP_002053660.1|DVIR	LOC108601476|XP_017844864.1|DBUS
OG0006155	LOC6629591|XP_002052998.1|DVIR	LOC108602602|XP_017846229.1|DBUS
OG0006156	LOC6629421|XP_002053155.2|DVIR	LOC108604154|XP_017848966.1|DBUS
OG0006157	LOC6635395|XP_032293203.1|DVIR	LOC108595745|XP_017836523.1|DBUS
OG0006158	LOC6622365|XP_002046968.2|DVIR	LOC108599477|XP_017841805.1|DBUS
OG0006159	LOC6626629|XP_002049413.2|DVIR	LOC108594991|XP_017835613.1|DBUS
OG0006160	LOC6635398|XP_002058841.1|DVIR	LOC108595327|XP_017836036.1|DBUS
OG0006161	LOC6625698|XP_032291946.1|DVIR	LOC108596542|XP_017837923.1|DBUS
OG0006162	LOC6636257|XP_032290066.1|DVIR	LOC117134627|XP_033150538.1|DBUS
OG0006163	LOC6624798|XP_032291710.1|DVIR	LOC108594935|XP_017835559.1|DBUS
OG0006165	LOC6623876|XP_002048647.2|DVIR	LOC108598946|XP_017841205.1|DBUS
OG0006166	LOC6627343|XP_002052454.1|DVIR	LOC108600490|XP_033149755.1|DBUS
OG0006168	LOC6636041|XP_002059568.1|DVIR	LOC108604962|XP_033150239.1|DBUS
OG0006168	LOC6636040|XP_002059567.1|DVIR	LOC108595715|XP_017836487.1|DBUS
OG0006169	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR	LOC108606139|XP_017851482.1|DBUS
OG0006170	LOC6631309|XP_002055052.3|DVIR	LOC108594934|XP_017835557.1|DBUS
OG0006171	LOC6623170|XP_002046725.1|DVIR	LOC108598882|XP_017841131.2|DBUS
OG0006172	LOC6623001|XP_002046675.1|DVIR	LOC108597990|XP_017840095.1|DBUS
OG0006173	LOC6627622|XP_002051713.1|DVIR	LOC108602344|XP_017845932.1|DBUS
OG0006174	LOC6624424|XP_002048374.1|DVIR	LOC108598219|XP_017840324.2|DBUS
OG0006175	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR	LOC108596343|XP_017837487.1|DBUS
OG0006176	LOC6634084|XP_032293622.1|DVIR	LOC108605453|XP_017850630.1|DBUS
OG0006182	LOC6629535|XP_002053969.1|DVIR	LOC108603136|XP_017847146.1|DBUS
OG0006184	LOC6630405|XP_002054193.1|DVIR	LOC108602349|XP_017845938.1|DBUS
OG0006185	LOC6634882|XP_002058501.1|DVIR	LOC108603046|XP_017846953.1|DBUS
OG0006186	LOC6630411|XP_032295331.1|DVIR	LOC108604449|XP_017849417.1|DBUS
OG0006187	LOC6632427|XP_002056099.1|DVIR	LOC108602642|XP_017846276.1|DBUS
OG0006188	LOC6633574|XP_015025482.1|DVIR	LOC108605154|XP_017850217.1|DBUS
OG0006189	LOC6633575|XP_002057079.1|DVIR	LOC108605181|XP_017850260.1|DBUS
OG0006190	LOC6632506|XP_002056011.1|DVIR	LOC108603805|XP_017848392.1|DBUS
OG0006191	LOC6630963|XP_002054740.1|DVIR	LOC108604631|XP_017849668.1|DBUS
OG0006192	LOC6633631|XP_002057275.2|DVIR	LOC108605075|XP_017850131.1|DBUS
OG0006193	LOC6631574|XP_002055039.2|DVIR	LOC108605860|XP_017851160.1|DBUS
OG0006194	LOC6636670|XP_002060148.1|DVIR	LOC108605151|XP_017850214.1|DBUS
OG0006195	LOC6634438|XP_002058053.2|DVIR	LOC108605713|XP_017850996.1|DBUS
OG0006196	LOC6629303|XP_015027287.1|DVIR	LOC117134661|XP_033148941.1|DBUS
OG0006198	LOC6633687|XP_032296502.1|DVIR	LOC108606187|XP_017851529.1|DBUS
OG0006199	LOC6631120|XP_002054240.1|DVIR	LOC108604195|XP_017849037.1|DBUS
OG0006200	LOC6630685|XP_002054408.2|DVIR	LOC108604721|XP_017849787.1|DBUS
OG0006201	LOC6632124|XP_032295718.1|DVIR	LOC108606598|XP_017852337.1|DBUS
OG0006202	LOC6632003|XP_002055095.2|DVIR	LOC108606597|XP_017852334.1|DBUS
OG0006203	LOC6636109|XP_032296203.1|DVIR	LOC108606443|XP_017852043.1|DBUS
OG0006204	LOC6630404|XP_002054269.2|DVIR	LOC108603460|XP_017847782.1|DBUS
OG0006205	LOC26530651|XP_032289310.1|DVIR	LOC108605246|XP_017850345.1|DBUS
OG0006206	LOC6634294|XP_002057446.1|DVIR	LOC108607682|XP_017854127.2|DBUS
OG0006207	LOC6628181|XP_002052915.1|DVIR	LOC108607462|XP_017853789.2|DBUS
OG0006208	LOC6628701|XP_002052566.1|DVIR	LOC108600245|XP_017843170.1|DBUS
OG0006209	LOC6631743|XP_002055463.1|DVIR	LOC108606111|XP_017851453.1|DBUS
OG0006210	LOC6635536|XP_002059106.2|DVIR	LOC108606200|XP_017851547.1|DBUS
OG0006211	LOC6628560|XP_002051957.1|DVIR	LOC108596958|XP_017838696.1|DBUS
OG0006212	LOC6628559|XP_002051956.1|DVIR	LOC108596951|XP_017838683.2|DBUS
OG0006213	LOC6634971|XP_002058718.1|DVIR	LOC108601379|XP_017844767.1|DBUS
OG0006214	LOC6631913|XP_002055594.1|DVIR	LOC108607005|XP_017853071.1|DBUS
OG0006215	LOC6633804|XP_032296530.1|DVIR	LOC108606328|XP_017851837.1|DBUS
OG0006216	LOC6631074|XP_002054230.2|DVIR	LOC108601733|XP_017845143.1|DBUS
OG0006217	LOC6631320|XP_002055287.1|DVIR	LOC108607253|XP_017853425.1|DBUS
OG0006218	LOC6634339|XP_002057467.1|DVIR	LOC108608180|XP_017854928.2|DBUS
OG0006219	LOC6634689|XP_032289233.1|DVIR	LOC108606291|XP_033150405.1|DBUS
OG0006220	LOC6622366|XP_002048409.1|DVIR	LOC108598089|XP_017840192.1|DBUS
OG0006221	LOC6629276|XP_002052982.3|DVIR	LOC108602167|XP_017845689.1|DBUS
OG0006222	LOC6629770|XP_002052984.1|DVIR	LOC108601931|XP_017845398.1|DBUS
OG0006224	LOC6631420|XP_015026453.2|DVIR	LOC108606646|XP_017852437.1|DBUS
OG0006225	LOC6636178|XP_002059564.1|DVIR	LOC108607061|XP_017853163.1|DBUS
OG0006226	LOC6627261|XP_002049917.1|DVIR	LOC108597728|XP_017839912.2|DBUS
OG0006227	LOC26530480|XP_015023749.1|DVIR	LOC108605253|XP_017850362.1|DBUS
OG0006228	LOC6625216|XP_002049935.1|DVIR	LOC108595991|XP_017836767.1|DBUS
OG0006229	LOC6636205|XP_015024129.1|DVIR	LOC108607385|XP_017853615.1|DBUS
OG0006230	LOC6631525|XP_002055332.1|DVIR	LOC108606370|XP_017851908.1|DBUS
OG0006231	LOC6632025|XP_032296017.1|DVIR	LOC108606590|XP_033150289.1|DBUS
OG0006232	LOC6631475|XP_002055119.3|DVIR	LOC108606495|XP_017852140.1|DBUS
OG0006233	LOC6631476|XP_032295897.1|DVIR	LOC108606496|XP_017852144.1|DBUS
OG0006234	LOC6632013|XP_002055386.1|DVIR	LOC108605180|XP_017850258.1|DBUS
OG0006235	LOC6631557|XP_002055434.2|DVIR	LOC108605001|XP_017850057.1|DBUS
OG0006236	LOC6634758|XP_032296459.1|DVIR	LOC108607087|XP_017853199.1|DBUS
OG0006237	LOC6632212|XP_002055526.1|DVIR	LOC108605951|XP_017851261.1|DBUS
OG0006238	LOC6631414|XP_002055423.2|DVIR	LOC108606592|XP_017852327.1|DBUS
OG0006239	LOC6633347|XP_002056788.1|DVIR	LOC108606761|XP_017852661.1|DBUS
OG0006240	LOC6632815|XP_002055902.1|DVIR	LOC108603923|XP_017848606.1|DBUS
OG0006241	LOC6632135|XP_002055387.1|DVIR	LOC108605162|XP_017850233.1|DBUS
OG0006242	LOC6636169|XP_032295681.1|DVIR	LOC108606883|XP_017852897.1|DBUS
OG0006243	LOC6629887|XP_032294833.1|DVIR	LOC108601698|XP_017845099.1|DBUS
OG0006244	LOC6629777|XP_002052991.2|DVIR	LOC108604587|XP_017849607.1|DBUS
OG0006245	LOC6635208|XP_002058396.1|DVIR	LOC108603272|XP_017847420.1|DBUS
OG0006246	LOC6635518|XP_002058936.1|DVIR	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS
OG0006247	LOC6635920|XP_032292209.1|DVIR	LOC108594895|XP_017835522.1|DBUS
OG0006248	LOC6629988|XP_002054170.1|DVIR	LOC108603834|XP_017848466.1|DBUS
OG0006249	LOC6628774|XP_002052765.1|DVIR	LOC108608353|XP_017855187.1|DBUS
OG0006250	LOC6631769|XP_015026634.1|DVIR	LOC108607011|XP_017853080.1|DBUS
OG0006251	LOC6637099|XP_002060505.2|DVIR	LOC108604466|XP_017849438.1|DBUS
OG0006252	LOC116651875|XP_032295019.1|DVIR	LOC108604465|XP_017849437.1|DBUS
OG0006253	LOC6635517|XP_002058935.2|DVIR	LOC108606575|XP_017852284.1|DBUS
OG0006254	LOC6630887|XP_002053133.1|DVIR	LOC108604630|XP_017849667.1|DBUS
OG0006255	LOC6630807|XP_002054275.1|DVIR	LOC108601981|XP_017845465.1|DBUS
