Orthogroup	DVIR.longest_only	SLEB.longest_only
OG0003545	LOC6622496|XP_015030564.1|DVIR	LOC115622701|XP_030372589.1|SLEB
OG0003546	LOC6624553|XP_002047625.1|DVIR	LOC115622747|XP_030372661.1|SLEB
OG0003547	LOC6626081|XP_015030134.1|DVIR	LOC115622989|XP_030373013.1|SLEB
OG0003548	LOC6635972|XP_002059401.2|DVIR	LOC115634308|XP_030387824.1|SLEB
OG0003549	LOC6635971|XP_002059400.2|DVIR	LOC115620909|XP_030370265.1|SLEB
OG0003550	LOC6626362|XP_002050865.1|DVIR	LOC115629899|XP_030382362.1|SLEB
OG0003551	LOC6626617|XP_002050601.1|DVIR	LOC115625217|XP_030376060.1|SLEB
OG0003552	LOC6635925|XP_015024298.1|DVIR	LOC115619946|XP_030368834.1|SLEB
OG0003553	LOC6625916|XP_002050431.1|DVIR	LOC115634593|XP_030388286.1|SLEB
OG0003554	LOC6622945|XP_002046501.2|DVIR	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB
OG0003555	LOC6622473|XP_002046988.2|DVIR	LOC115632658|XP_030385749.1|SLEB
OG0003556	LOC6624066|XP_032290973.1|DVIR	LOC115632387|XP_030385376.1|SLEB
OG0003557	LOC6624173|XP_002046288.1|DVIR	LOC115632362|XP_030385340.1|SLEB
OG0003558	LOC6636604|XP_032291386.1|DVIR	LOC115623264|XP_030373394.1|SLEB
OG0003559	LOC6624327|XP_015030821.1|DVIR	LOC115622746|XP_030372654.1|SLEB
OG0003560	LOC6623407|XP_002047294.1|DVIR	LOC115632384|XP_030385373.1|SLEB
OG0003561	LOC6635825|XP_002059448.2|DVIR	LOC115620000|XP_030368949.1|SLEB
OG0003562	LOC6635805|XP_002059314.1|DVIR	LOC115622108|XP_030371814.1|SLEB
OG0003563	LOC6635037|XP_002058616.1|DVIR	LOC115620647|XP_030369855.1|SLEB
OG0003564	LOC6624677|XP_002046644.1|DVIR	LOC115628222|XP_030380077.1|SLEB
OG0003565	LOC6636578|XP_002060078.1|DVIR	LOC115628279|XP_030380168.1|SLEB
OG0003566	LOC6634894|XP_032295252.1|DVIR	LOC115623664|XP_030373983.1|SLEB
OG0003567	LOC6626338|XP_015030089.1|DVIR	LOC115627498|XP_030379045.1|SLEB
OG0003568	LOC6636451|XP_032291715.1|DVIR	LOC115619987|XP_030368909.1|SLEB
OG0003569	LOC6623928|XP_002047416.1|DVIR	LOC115633167|XP_030386440.1|SLEB
OG0003570	LOC6624817|XP_002050684.1|DVIR	LOC115634500|XP_030388120.1|SLEB
OG0003571	LOC6636591|XP_032291451.1|DVIR	LOC115623027|XP_030373067.1|SLEB
OG0003572	LOC6635960|XP_032292259.1|DVIR	LOC115634131|XP_030387556.1|SLEB
OG0003573	LOC6624963|XP_002049324.1|DVIR	LOC115624868|XP_030375576.1|SLEB
OG0003574	LOC6624447|XP_002046935.1|DVIR	LOC115622408|XP_030372200.1|SLEB
OG0003576	LOC6624029|XP_015030894.1|DVIR	LOC115622767|XP_030372683.1|SLEB
OG0003577	LOC6622444|XP_002047203.1|DVIR	LOC115632106|XP_030384949.1|SLEB
OG0003578	LOC116650100|XP_032289332.1|DVIR, LOC6622347|XP_002046397.1|DVIR	LOC115622385|XP_030372169.1|SLEB
OG0003579	LOC6626020|XP_032291708.1|DVIR	LOC115620695|XP_030369928.1|SLEB
OG0003580	LOC6626045|XP_002049143.1|DVIR	LOC115630996|XP_030383452.1|SLEB
OG0003581	LOC6624474|XP_032290886.1|DVIR	LOC115628437|XP_030380386.1|SLEB
OG0003582	LOC6624065|XP_002047857.1|DVIR	LOC115622560|XP_030372391.1|SLEB
OG0003583	LOC6625749|XP_032291836.1|DVIR	LOC115620060|XP_030369060.1|SLEB
OG0003584	LOC6626999|XP_002048741.1|DVIR	LOC115628502|XP_030380505.1|SLEB
OG0003586	LOC6636261|XP_002059730.1|DVIR	LOC115623049|XP_030373088.1|SLEB
OG0003587	LOC6629066|XP_002051610.1|DVIR	LOC115630528|XP_030382991.1|SLEB
OG0003588	LOC6635090|XP_002058420.2|DVIR	LOC115621287|XP_030370750.1|SLEB
OG0003589	LOC6625004|XP_002050675.2|DVIR	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB
OG0003590	LOC6624252|XP_002047448.1|DVIR	LOC115622144|XP_030371868.1|SLEB
OG0003591	LOC6622721|XP_015030723.1|DVIR	LOC115632983|XP_030386156.1|SLEB
OG0003592	LOC6622320|XP_002048175.2|DVIR	LOC115632401|XP_030385395.1|SLEB
OG0003593	LOC6623932|XP_002048295.2|DVIR	LOC115633027|XP_030386210.1|SLEB
OG0003594	LOC6623271|XP_002046877.1|DVIR	LOC115629643|XP_030382014.1|SLEB
OG0003595	LOC6636464|XP_032292140.1|DVIR	LOC115622294|XP_030372061.1|SLEB
OG0003596	LOC6625769|XP_002050471.1|DVIR	LOC115628863|XP_030380979.1|SLEB
OG0003597	LOC6626477|XP_002050462.2|DVIR	LOC115633846|XP_030387197.1|SLEB
OG0003598	LOC6623284|XP_002046090.1|DVIR	LOC115624653|XP_030375293.1|SLEB
OG0003599	LOC6627155|XP_002049159.1|DVIR	LOC115633119|XP_030386368.1|SLEB
OG0003600	LOC6623184|XP_032291054.1|DVIR	LOC115633062|XP_030386279.1|SLEB
OG0003601	LOC6625614|XP_015029007.1|DVIR	LOC115631606|XP_030384272.1|SLEB
OG0003602	LOC6635991|XP_002059309.2|DVIR	LOC115625582|XP_030376549.1|SLEB
OG0003603	LOC6623122|XP_002046588.2|DVIR	LOC115622776|XP_030372694.1|SLEB
OG0003604	LOC6633944|XP_032293584.1|DVIR	LOC115620990|XP_030370369.1|SLEB
OG0003605	LOC6630780|XP_002054814.1|DVIR	LOC115620692|XP_030369922.1|SLEB
OG0003606	LOC6626654|XP_015029852.1|DVIR	LOC115633653|XP_030386959.1|SLEB
OG0003607	LOC6624811|XP_002050607.1|DVIR	LOC115634158|XP_030387598.1|SLEB
OG0003608	LOC6622290|XP_002047123.1|DVIR	LOC115632351|XP_030385321.1|SLEB
OG0003609	LOC6635797|XP_002059385.1|DVIR	LOC115622327|XP_030372100.1|SLEB
OG0003610	LOC6624166|XP_032291020.1|DVIR	LOC115622862|XP_030372807.1|SLEB
OG0003611	LOC6623933|XP_015031064.1|DVIR	LOC115628233|XP_030380095.1|SLEB
OG0003612	LOC6635888|XP_002059413.1|DVIR, LOC116650938|XP_032292088.1|DVIR	LOC115634138|XP_030387565.1|SLEB
OG0003613	LOC6625476|XP_002050332.2|DVIR	LOC115631575|XP_030384231.1|SLEB
OG0003614	LOC6625477|XP_002050333.1|DVIR	LOC115633792|XP_030387130.1|SLEB
OG0003615	LOC6626638|XP_002050815.1|DVIR	LOC115619947|XP_030368835.1|SLEB
OG0003616	LOC6625428|XP_002048823.1|DVIR	LOC115633796|XP_030387134.1|SLEB
OG0003617	LOC6635943|XP_032292524.1|DVIR	LOC115634274|XP_030387762.1|SLEB
OG0003618	LOC6635944|XP_015024276.2|DVIR	LOC115634272|XP_030387759.1|SLEB
OG0003619	LOC6626009|XP_002050154.1|DVIR	LOC115633900|XP_030387304.1|SLEB
OG0003620	LOC6625320|XP_002050415.1|DVIR	LOC115620024|XP_030368988.1|SLEB
OG0003621	LOC6624060|XP_002046270.2|DVIR	LOC115628338|XP_030380261.1|SLEB
OG0003622	LOC6623566|XP_002046269.3|DVIR	LOC115628426|XP_030380373.1|SLEB
OG0003623	LOC6635348|XP_002058875.1|DVIR	LOC115627106|XP_030378532.1|SLEB
OG0003624	LOC6625579|XP_002048840.1|DVIR	LOC115621169|XP_030370596.1|SLEB
OG0003625	LOC6625694|XP_002048844.1|DVIR	LOC115633644|XP_030386946.1|SLEB
OG0003626	LOC6625584|XP_032291911.1|DVIR	LOC115624073|XP_030374525.1|SLEB
OG0003627	LOC6625030|XP_032292680.1|DVIR	LOC115623528|XP_030373774.1|SLEB
OG0003628	LOC6636501|XP_002059807.1|DVIR	LOC115630129|XP_030382601.1|SLEB
OG0003629	LOC6626640|XP_002048776.1|DVIR	LOC115634234|XP_030387686.1|SLEB
OG0003630	LOC6625981|XP_032292533.1|DVIR	LOC115631110|XP_030383669.1|SLEB
OG0003631	LOC6622883|XP_002047550.1|DVIR	LOC115631310|XP_030383888.1|SLEB
OG0003632	LOC6622239|XP_002046931.1|DVIR	LOC115623193|XP_030373275.1|SLEB
OG0003633	LOC6635981|XP_002059299.1|DVIR	LOC115621778|XP_030371438.1|SLEB
OG0003634	LOC6623451|XP_002046740.2|DVIR	LOC115632743|XP_030385850.1|SLEB
OG0003635	LOC6622319|XP_032290469.1|DVIR	LOC115632170|XP_030385059.1|SLEB
OG0003636	LOC6626393|XP_002048732.1|DVIR	LOC115629938|XP_030382408.1|SLEB
OG0003637	LOC6625158|XP_002050619.2|DVIR	LOC115634601|XP_030388311.1|SLEB
OG0003638	LOC6623052|XP_002048493.2|DVIR	LOC115622584|XP_030372436.1|SLEB
OG0003639	LOC6628796|XP_002051219.1|DVIR	LOC115625723|XP_030376731.1|SLEB
OG0003640	LOC6625534|XP_002051016.1|DVIR	LOC115619996|XP_030368943.1|SLEB
OG0003641	LOC6626361|XP_002050864.1|DVIR	LOC115629890|XP_030382351.1|SLEB
OG0003642	LOC6627252|XP_032292473.1|DVIR	LOC115627438|XP_030378972.1|SLEB
OG0003643	LOC6626436|XP_002050409.1|DVIR	LOC115633857|XP_030387209.1|SLEB
OG0003644	LOC6626355|XP_015029584.2|DVIR	LOC115634546|XP_030388216.1|SLEB
OG0003645	LOC6622941|XP_002047730.1|DVIR	LOC115622831|XP_030372769.1|SLEB
OG0003646	LOC6624656|XP_002047144.1|DVIR	LOC115622160|XP_030371889.1|SLEB
OG0003647	LOC6622630|XP_002047724.1|DVIR	LOC115622609|XP_030372470.1|SLEB
OG0003648	LOC6629220|XP_002051940.2|DVIR	LOC115630927|XP_030383353.1|SLEB
OG0003649	LOC6635229|XP_002058753.1|DVIR	LOC115620754|XP_030370008.1|SLEB
OG0003650	LOC6633825|XP_002057104.1|DVIR	LOC115629240|XP_030381517.1|SLEB
OG0003651	LOC6633074|XP_002056146.1|DVIR	LOC115621453|XP_030370967.1|SLEB
OG0003652	LOC6623069|XP_002048153.2|DVIR	LOC115624769|XP_030375462.1|SLEB
OG0003653	LOC6622982|XP_002048496.2|DVIR	LOC115622174|XP_030371912.1|SLEB
OG0003654	LOC6624167|XP_002046359.1|DVIR	LOC115632345|XP_030385311.1|SLEB
OG0003655	LOC6634299|XP_002057451.1|DVIR	LOC115625719|XP_030376725.1|SLEB
OG0003656	LOC6623024|XP_002048152.1|DVIR	LOC115624625|XP_030375239.1|SLEB
OG0003657	LOC6622933|XP_002047224.1|DVIR	LOC115632227|XP_030385147.1|SLEB
OG0003658	LOC6633001|XP_002056359.1|DVIR	LOC115623975|XP_030374406.1|SLEB
OG0003659	LOC6622791|XP_002048010.2|DVIR	LOC115624629|XP_030375245.1|SLEB
OG0003660	LOC6636833|XP_032291518.1|DVIR	LOC115632997|XP_030386177.1|SLEB
OG0003661	LOC6623338|XP_032290596.1|DVIR	LOC115622522|XP_030372346.1|SLEB
OG0003662	LOC6623915|XP_002048286.1|DVIR	LOC115622795|XP_030372720.1|SLEB
OG0003663	LOC6622451|XP_002047202.1|DVIR	LOC115632363|XP_030385341.1|SLEB
OG0003664	LOC6622315|XP_032290515.1|DVIR	LOC115632819|XP_030385931.1|SLEB
OG0003665	LOC6625058|XP_002050529.1|DVIR	LOC115633090|XP_030386333.1|SLEB
OG0003666	LOC6625774|XP_032291927.1|DVIR	LOC115621127|XP_030370541.1|SLEB
OG0003667	LOC6636573|XP_032291539.1|DVIR	LOC115628440|XP_030380402.1|SLEB
OG0003668	LOC6626113|XP_002050026.2|DVIR	LOC115634550|XP_030388225.1|SLEB
OG0003669	LOC6626556|XP_002050574.1|DVIR	LOC115625964|XP_030377071.1|SLEB
OG0003670	LOC6626555|XP_002050573.1|DVIR	LOC115625956|XP_030377058.1|SLEB
OG0003671	LOC6626666|XP_032291893.1|DVIR	LOC115633988|XP_030387371.1|SLEB
OG0003672	LOC6629580|XP_002054872.1|DVIR	LOC115624199|XP_030374661.1|SLEB
OG0003673	LOC6636373|XP_032291641.1|DVIR	LOC115633751|XP_030387086.1|SLEB
OG0003674	LOC6626535|XP_015030079.1|DVIR	LOC115632911|XP_030386065.1|SLEB
OG0003675	LOC6626548|XP_002050378.1|DVIR	LOC115634135|XP_030387562.1|SLEB
OG0003676	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR	LOC115634133|XP_030387558.1|SLEB
OG0003677	LOC6635264|XP_002058734.1|DVIR	LOC115629996|XP_030382484.1|SLEB
OG0003678	LOC6623303|XP_002047766.3|DVIR	LOC115622261|XP_030372022.1|SLEB
OG0003679	LOC6623358|XP_002047772.2|DVIR	LOC115622786|XP_030372706.1|SLEB
OG0003680	LOC6624813|XP_002050609.1|DVIR	LOC115634157|XP_030387597.1|SLEB
OG0003681	LOC6635872|XP_032291960.1|DVIR	LOC115628454|XP_030380431.1|SLEB
OG0003682	LOC6629844|XP_002054465.1|DVIR	LOC115620614|XP_030369792.1|SLEB
OG0003683	LOC6626644|XP_002048780.2|DVIR	LOC115623036|XP_030373113.1|SLEB
OG0003684	LOC6622531|XP_002046997.1|DVIR	LOC115632307|XP_030385269.1|SLEB
OG0003685	LOC6623535|XP_002046790.3|DVIR	LOC115632447|XP_030385454.1|SLEB
OG0003686	LOC6626341|XP_032291687.1|DVIR	LOC115627072|XP_030378483.1|SLEB
OG0003687	LOC6625730|XP_002051051.1|DVIR	LOC115629065|XP_030381244.1|SLEB
OG0003688	LOC6625490|XP_002048827.1|DVIR	LOC115631913|XP_030384628.1|SLEB
OG0003689	LOC6622329|XP_002047921.1|DVIR	LOC115632238|XP_030385159.1|SLEB
OG0003690	LOC6624305|XP_002048676.1|DVIR	LOC115633780|XP_030387117.1|SLEB
OG0003691	LOC6622224|XP_002048679.1|DVIR	LOC115634086|XP_030387501.1|SLEB
OG0003692	LOC6635791|XP_002059380.1|DVIR	LOC115619997|XP_030368946.1|SLEB
OG0003693	LOC6623199|XP_032291393.1|DVIR	LOC115632209|XP_030385124.1|SLEB
OG0003694	LOC6623823|XP_002046234.2|DVIR	LOC115632588|XP_030385672.1|SLEB
OG0003695	LOC6622433|XP_002046702.1|DVIR	LOC115632245|XP_030385166.1|SLEB
OG0003696	LOC6627206|XP_002050124.2|DVIR	LOC115634271|XP_030387758.1|SLEB
OG0003697	LOC6626104|XP_002050508.1|DVIR	LOC115634604|XP_030388317.1|SLEB
OG0003698	LOC6623330|XP_002047289.1|DVIR	LOC115632550|XP_030385625.1|SLEB
OG0003699	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR	LOC115619984|XP_030368886.1|SLEB
OG0003700	LOC6626337|XP_002048867.1|DVIR	LOC115634714|XP_030388457.1|SLEB
OG0003701	LOC6627792|XP_002052680.1|DVIR	LOC115631205|XP_030383769.1|SLEB
OG0003702	LOC6622968|XP_002048048.1|DVIR	LOC115622287|XP_030372049.1|SLEB
OG0003703	LOC6624145|XP_002046904.1|DVIR	LOC115632430|XP_030385431.1|SLEB
OG0003704	LOC6622716|XP_002046704.1|DVIR	LOC115632336|XP_030385301.1|SLEB
OG0003705	LOC6626309|XP_015029997.1|DVIR	LOC115634415|XP_030387973.1|SLEB
OG0003706	LOC6622063|XP_002047009.1|DVIR	LOC115632850|XP_030385968.1|SLEB
OG0003707	LOC6622756|XP_032290568.1|DVIR	LOC115624516|XP_030375091.1|SLEB
OG0003708	LOC6623419|XP_032290992.1|DVIR	LOC115632716|XP_030385821.1|SLEB
OG0003709	LOC6626074|XP_002048761.1|DVIR	LOC115627712|XP_030379321.1|SLEB
OG0003710	LOC6626075|XP_002048762.1|DVIR	LOC115622657|XP_030372531.1|SLEB
OG0003711	LOC6622162|XP_002047537.1|DVIR	LOC115629880|XP_030382341.1|SLEB
OG0003712	LOC6626829|XP_002050198.1|DVIR	LOC115633651|XP_030386953.1|SLEB
OG0003713	LOC6626830|XP_002050199.2|DVIR	LOC115634747|XP_030388499.1|SLEB
OG0003714	LOC6626831|XP_002050200.1|DVIR	LOC115624719|XP_030375405.1|SLEB
OG0003715	LOC6624127|XP_032290679.1|DVIR	LOC115622931|XP_030372919.1|SLEB
OG0003716	LOC6624433|XP_002047467.1|DVIR	LOC115633878|XP_030387239.1|SLEB
OG0003717	LOC6622579|XP_002047011.1|DVIR	LOC115632538|XP_030385605.1|SLEB
OG0003718	LOC6622442|XP_002046417.1|DVIR	LOC115633137|XP_030386403.1|SLEB
OG0003719	LOC6622989|XP_002048045.1|DVIR	LOC115622301|XP_030372065.1|SLEB
OG0003720	LOC6631741|XP_002055461.1|DVIR	LOC115633250|XP_030386510.1|SLEB
OG0003721	LOC6625594|XP_002048832.1|DVIR	LOC115622848|XP_030372794.1|SLEB
OG0003722	LOC6622287|XP_032290293.1|DVIR	LOC115628331|XP_030380252.1|SLEB
OG0003723	LOC6622049|XP_002047001.1|DVIR	LOC115624818|XP_030375526.1|SLEB
OG0003724	LOC6623975|XP_002047393.1|DVIR	LOC115622659|XP_030372529.1|SLEB
OG0003725	LOC6622638|XP_015030506.1|DVIR	LOC115632397|XP_030385387.1|SLEB
OG0003726	LOC6624541|XP_002046950.1|DVIR	LOC115622615|XP_030372475.1|SLEB
OG0003727	LOC6624500|XP_032291199.1|DVIR	LOC115622207|XP_030371963.1|SLEB
OG0003728	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR	LOC115625349|XP_030376241.1|SLEB
OG0003729	LOC6636846|XP_032291467.1|DVIR	LOC115628224|XP_030380084.1|SLEB
OG0003730	LOC6623063|XP_032290765.1|DVIR	LOC115622242|XP_030371998.1|SLEB
OG0003731	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR	LOC115624588|XP_030375186.1|SLEB
OG0003732	LOC6623118|XP_032291125.1|DVIR	LOC115622127|XP_030371840.1|SLEB
OG0003733	LOC6622814|XP_002046694.1|DVIR	LOC115632440|XP_030385444.1|SLEB
OG0003734	LOC6622806|XP_002046477.3|DVIR	LOC115628283|XP_030380173.1|SLEB
OG0003735	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR	LOC115625897|XP_030376986.1|SLEB
OG0003736	LOC6625198|XP_002048751.1|DVIR	LOC115629988|XP_030382475.1|SLEB
OG0003737	LOC6625796|XP_002050894.1|DVIR	LOC115634650|XP_030388366.1|SLEB
OG0003738	LOC6625602|XP_015029961.1|DVIR	LOC115629141|XP_030381356.1|SLEB
OG0003739	LOC6625260|XP_002050689.2|DVIR	LOC115629707|XP_030382090.1|SLEB
OG0003740	LOC6624816|XP_002050683.1|DVIR	LOC115627275|XP_030378769.1|SLEB
OG0003741	LOC6622834|XP_002046695.1|DVIR	LOC115632441|XP_030385448.1|SLEB
OG0003742	LOC6624016|XP_002047587.1|DVIR	LOC115633810|XP_030387155.1|SLEB
OG0003743	LOC6625810|XP_032292231.1|DVIR	LOC115630553|XP_030383026.1|SLEB
OG0003744	LOC6624818|XP_002050685.1|DVIR	LOC115634501|XP_030388125.1|SLEB
OG0003745	LOC6636498|XP_002059804.1|DVIR	LOC115634095|XP_030387512.1|SLEB
OG0003746	LOC6626276|XP_002050163.1|DVIR	LOC115622049|XP_030371785.1|SLEB
OG0003747	LOC6622216|XP_032291017.1|DVIR	LOC115632931|XP_030386084.1|SLEB
OG0003748	LOC6624123|XP_002046910.3|DVIR	LOC115632691|XP_030385787.1|SLEB
OG0003749	LOC6624292|XP_002046907.1|DVIR	LOC115632357|XP_030385332.1|SLEB
OG0003750	LOC6623526|XP_002046909.1|DVIR	LOC115632274|XP_030385214.1|SLEB
OG0003751	LOC6624290|XP_032290402.1|DVIR	LOC115632936|XP_030386089.1|SLEB
OG0003752	LOC6622528|XP_002047247.2|DVIR	LOC115632331|XP_030385294.1|SLEB
OG0003753	LOC6623875|XP_002046840.1|DVIR	LOC115622176|XP_030371916.1|SLEB
OG0003754	LOC6623857|XP_002046839.2|DVIR	LOC115622167|XP_030371899.1|SLEB
OG0003755	LOC6622826|XP_002047244.3|DVIR	LOC115632492|XP_030385530.1|SLEB
OG0003756	LOC6626125|XP_002050032.1|DVIR	LOC115621676|XP_030371249.1|SLEB
OG0003757	LOC6627256|XP_002048877.1|DVIR	LOC115634818|XP_030388600.1|SLEB
OG0003758	LOC6625033|XP_032292694.1|DVIR	LOC115634549|XP_030368819.1|SLEB
OG0003759	LOC6623279|XP_015031159.2|DVIR	LOC115632411|XP_030385408.1|SLEB
OG0003760	LOC6627184|XP_002049749.2|DVIR	LOC115628080|XP_030379917.1|SLEB
OG0003761	LOC6623289|XP_002046964.1|DVIR	LOC115632321|XP_030385286.1|SLEB
OG0003762	LOC6622317|XP_032290306.1|DVIR	LOC115632322|XP_030385287.1|SLEB
OG0003763	LOC6623337|XP_015031047.2|DVIR	LOC115632686|XP_030385782.1|SLEB
OG0003764	LOC6623387|XP_015031046.1|DVIR	LOC115632511|XP_030385561.1|SLEB
OG0003765	LOC6634336|XP_002057464.1|DVIR	LOC115625999|XP_030377105.1|SLEB
OG0003766	LOC6634788|XP_002058124.1|DVIR	LOC115627457|XP_030378987.1|SLEB
OG0003767	LOC6626353|XP_002048736.1|DVIR	LOC115622520|XP_030372339.1|SLEB
OG0003768	LOC6635858|XP_032292362.1|DVIR	LOC115634828|XP_030388606.1|SLEB
OG0003769	LOC6636386|XP_002059799.1|DVIR	LOC115634825|XP_030388604.1|SLEB
OG0003770	LOC6636194|XP_032290079.1|DVIR	LOC115627751|XP_030379395.1|SLEB
OG0003771	LOC6622409|XP_002046406.1|DVIR	LOC115622569|XP_030372400.1|SLEB
OG0003772	LOC6624226|XP_002046300.1|DVIR	LOC115632857|XP_030385977.1|SLEB
OG0003773	LOC6625713|XP_015030192.1|DVIR	LOC115624212|XP_030374685.1|SLEB
OG0003774	LOC6626342|XP_002050680.1|DVIR	LOC115634531|XP_030388204.1|SLEB
OG0003775	LOC6634820|XP_032296477.1|DVIR	LOC115627210|XP_030378690.1|SLEB
OG0003776	LOC6635952|XP_032292092.1|DVIR	LOC115634198|XP_030387646.1|SLEB
OG0003777	LOC6626311|XP_002050390.1|DVIR	LOC115633706|XP_030387027.1|SLEB
OG0003778	LOC6625401|XP_032292008.1|DVIR	LOC115621728|XP_030371320.1|SLEB
OG0003779	LOC6635828|XP_015024211.1|DVIR	LOC115634397|XP_030387952.1|SLEB
OG0003780	LOC6625895|XP_002050116.1|DVIR	LOC115630362|XP_030382759.1|SLEB
OG0003781	LOC6636211|XP_002059712.1|DVIR	LOC115628024|XP_030379817.1|SLEB
OG0003782	LOC6634690|XP_002058343.3|DVIR	LOC115626675|XP_030377961.1|SLEB
OG0003783	LOC6633215|XP_002055980.1|DVIR	LOC115621257|XP_030370713.1|SLEB
OG0003784	LOC6626387|XP_002048729.1|DVIR	LOC115631812|XP_030384512.1|SLEB
OG0003785	LOC6626273|XP_002050039.1|DVIR	LOC115626638|XP_030377909.1|SLEB
OG0003786	LOC6625974|XP_002050505.1|DVIR	LOC115622156|XP_030371888.1|SLEB
OG0003787	LOC6626103|XP_032292554.1|DVIR	LOC115633073|XP_030386309.1|SLEB
OG0003788	LOC6625792|XP_002049988.2|DVIR	LOC115620978|XP_030370361.1|SLEB
OG0003789	LOC6626349|XP_015029237.1|DVIR	LOC115624372|XP_030374911.1|SLEB
OG0003790	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR	LOC115622626|XP_030372493.1|SLEB
OG0003791	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR	LOC115623319|XP_030373440.1|SLEB
OG0003792	LOC6626653|XP_002049883.1|DVIR	LOC115632927|XP_030386083.1|SLEB
OG0003793	LOC6627258|XP_002048879.1|DVIR	LOC115634829|XP_030388611.1|SLEB
OG0003794	LOC6625985|XP_002050063.1|DVIR	LOC115623433|XP_030373639.1|SLEB
OG0003795	LOC6622255|XP_032290735.1|DVIR	LOC115632883|XP_030386020.1|SLEB
OG0003796	LOC6632223|XP_002055891.2|DVIR	LOC115620722|XP_030369961.1|SLEB
OG0003797	LOC6634164|XP_002057531.1|DVIR	LOC115627109|XP_030378531.1|SLEB
OG0003798	LOC6636452|XP_032291729.1|DVIR	LOC115633806|XP_030387150.1|SLEB
OG0003799	LOC6626015|XP_002050239.3|DVIR	LOC115634768|XP_030388522.1|SLEB
OG0003800	LOC6633894|XP_002057587.1|DVIR	LOC115626342|XP_030377551.1|SLEB
OG0003801	LOC6634351|XP_002057815.1|DVIR	LOC115625750|XP_030376766.1|SLEB
OG0003802	LOC6634003|XP_002057824.1|DVIR	LOC115624596|XP_030375196.1|SLEB
OG0003803	LOC6632221|XP_002055889.1|DVIR	LOC115620209|XP_030369206.1|SLEB
OG0003804	LOC6634389|XP_032293690.1|DVIR	LOC115626324|XP_030377525.1|SLEB
OG0003805	LOC6635627|XP_002059119.1|DVIR	LOC115628622|XP_030380668.1|SLEB
OG0003806	LOC6629176|XP_002052371.1|DVIR	LOC115631678|XP_030384350.1|SLEB
OG0003807	LOC6628914|XP_032293546.1|DVIR	LOC115626603|XP_030377853.1|SLEB
OG0003808	LOC6623651|XP_032290185.1|DVIR	LOC115632292|XP_030385245.1|SLEB
OG0003809	LOC6627941|XP_002052666.1|DVIR	LOC115631883|XP_030384592.1|SLEB
OG0003810	LOC6626421|XP_032292316.1|DVIR	LOC115633226|XP_030386483.1|SLEB
OG0003811	LOC6627102|XP_002049945.1|DVIR	LOC115634268|XP_030387755.1|SLEB
OG0003812	LOC6628759|XP_032294343.1|DVIR	LOC115630989|XP_030383434.1|SLEB
OG0003813	LOC6629150|XP_002052444.1|DVIR	LOC115625687|XP_030376686.1|SLEB
OG0003814	LOC6635671|XP_002059206.1|DVIR	LOC115628520|XP_030380533.1|SLEB
OG0003815	LOC6629893|XP_002053988.1|DVIR	LOC115622021|XP_030371738.1|SLEB
OG0003816	LOC6634301|XP_015025271.1|DVIR	LOC115626012|XP_030377119.1|SLEB
OG0003817	LOC6634384|XP_002057578.1|DVIR	LOC115628547|XP_030380568.1|SLEB
OG0003818	LOC6627880|XP_002052004.1|DVIR	LOC115631193|XP_030383743.1|SLEB
OG0003819	LOC6627410|XP_002051920.1|DVIR	LOC115631081|XP_030383588.1|SLEB
OG0003820	LOC6632454|XP_002056300.1|DVIR	LOC115623906|XP_030374322.1|SLEB
OG0003821	LOC6624802|XP_002050196.1|DVIR	LOC115631564|XP_030384220.1|SLEB
OG0003822	LOC6628012|XP_002051316.1|DVIR	LOC115625925|XP_030377022.1|SLEB
OG0003823	LOC6628441|XP_002052226.2|DVIR	LOC115631057|XP_030383553.1|SLEB
OG0003824	LOC6633939|XP_032293555.1|DVIR	LOC115626079|XP_030377192.1|SLEB
OG0003825	LOC6634372|XP_002057566.1|DVIR	LOC115628500|XP_030380499.1|SLEB
OG0003826	LOC6628101|XP_002052425.1|DVIR	LOC115630617|XP_030383104.1|SLEB
OG0003827	LOC6634385|XP_002057579.2|DVIR	LOC115621877|XP_030371564.1|SLEB
OG0003828	LOC6634387|XP_002057581.2|DVIR	LOC115628489|XP_030380477.1|SLEB
OG0003829	LOC6634128|XP_002057516.2|DVIR	LOC115625946|XP_030377042.1|SLEB
OG0003830	LOC6628491|XP_002051486.2|DVIR	LOC115626447|XP_030377682.1|SLEB
OG0003831	LOC6631084|XP_015027545.1|DVIR	LOC115620674|XP_030369897.1|SLEB
OG0003832	LOC6628075|XP_002051440.1|DVIR	LOC115629034|XP_030381196.1|SLEB
